POA_CODE_2016	CountryOfBirth	Sex	persons
POA2193	CHL	F	13
POA2193	CHL	M	14
POA2193	CHN	F	512
POA2193	CHN	M	396
POA2193	DEU	F	20
POA2193	DEU	M	22
POA2193	EGY	F	25
POA2193	EGY	M	25
POA2193	FJI	F	37
POA2193	FJI	M	26
POA2193	FRA	F	15
POA2193	FRA	M	16
POA2193	GBR	F	151
POA2193	GBR	M	192
POA2193	GRC	F	288
POA2193	GRC	M	252
POA2193	HKG	F	49
POA2193	HKG	M	50
POA2193	HRV	F	23
POA2193	HRV	M	8
POA2193	IDN	F	68
POA2193	IDN	M	60
POA2193	IND	F	72
POA2193	IND	M	93
POA2193	IRL	F	24
POA2193	IRL	M	34
POA2193	IRN	F	12
POA2193	IRN	M	12
POA2193	IRQ	M	4
POA2193	ITA	F	204
POA2193	ITA	M	187
POA2193	JPN	F	32
POA2193	JPN	M	8
POA2193	KHM	F	7
POA2193	KHM	M	3
POA2193	KOR	F	40
POA2193	KOR	M	35
POA2193	LBN	F	181
POA2193	LBN	M	183
POA2193	LKA	F	13
POA2193	LKA	M	14
POA2193	MKD	F	12
POA2193	MKD	M	3
POA2193	MLT	F	17
POA2193	MLT	M	19
POA2193	MMR	F	7
POA2193	MMR	M	10
POA2193	MUS	F	7
POA2193	MUS	M	11
POA2193	MYS	F	41
POA2193	MYS	M	51
POA2193	NLD	F	4
POA2193	NLD	M	3
POA2193	NPL	F	111
POA2193	NPL	M	134
POA2193	NZL	F	99
POA2193	NZL	M	117
POA2193	PAK	F	16
POA2193	PAK	M	26
POA2193	PHL	F	175
POA2193	PHL	M	113
POA2193	PNG	F	5
POA2193	POL	F	23
POA2193	POL	M	17
POA2193	SGP	F	10
POA2193	SGP	M	11
POA2193	THA	F	76
POA2193	THA	M	40
POA2193	TUR	F	20
POA2193	TUR	M	20
POA2193	TWN	F	14
POA2193	TWN	M	10
POA2193	USA	F	26
POA2193	USA	M	24
POA2193	VNM	F	217
POA2193	VNM	M	161
POA2193	ZAF	F	24
POA2193	ZAF	M	12
POA2193	ZWE	F	3
POA2193	ZWE	M	5
POA2194		F	1140
POA2194		M	1209
POA2194	AFG	F	6
POA2194	AFG	M	7
POA2194	AUS	F	3325
POA2194	AUS	M	3631
POA2194	BGD	F	182
POA2194	BGD	M	272
POA2194	BIH	F	5
POA2194	BIH	M	3
POA2194	CAN	F	9
POA2194	CAN	M	6
POA2194	CHL	F	12
POA2194	CHL	M	17
POA2194	CHN	F	2861
POA2194	CHN	M	2534
POA2194	DEU	F	11
POA2194	DEU	M	14
POA2194	EGY	F	29
POA2194	EGY	M	35
POA2194	FJI	F	85
POA2194	FJI	M	70
POA2194	FRA	F	11
POA2194	FRA	M	4
POA2194	GBR	F	38
POA2194	GBR	M	77
POA2194	GRC	F	172
POA2194	GRC	M	173
POA2194	HKG	F	150
POA2194	HKG	M	140
POA2194	HRV	F	5
POA2194	HRV	M	10
POA2194	IDN	F	267
POA2194	IDN	M	223
POA2194	IND	F	362
POA2194	IND	M	427
POA2194	IRL	F	15
POA2194	IRL	M	21
POA2194	IRN	F	10
POA2194	IRN	M	17
POA2194	IRQ	F	13
POA2194	IRQ	M	13
POA2194	ITA	F	93
POA2194	ITA	M	85
POA2194	JPN	F	35
POA2194	JPN	M	11
POA2194	KHM	F	22
POA2194	KHM	M	16
POA2194	KOR	F	467
POA2194	KOR	M	404
POA2194	LBN	F	375
POA2194	LBN	M	353
POA2194	LKA	F	23
POA2194	LKA	M	23
POA2194	MKD	F	4
POA2194	MKD	M	4
POA2194	MLT	F	7
POA2194	MLT	M	9
POA2194	MMR	F	51
POA2194	MMR	M	51
POA2194	MUS	F	26
POA2194	MUS	M	29
POA2194	MYS	F	210
POA2194	MYS	M	373
POA2194	NLD	M	4
POA2194	NPL	F	806
POA2194	NPL	M	951
POA2194	NZL	F	98
POA2194	NZL	M	117
POA2194	PAK	F	51
POA2194	PAK	M	95
POA2194	PHL	F	424
POA2194	PHL	M	282
POA2194	PNG	F	9
POA2194	PNG	M	4
POA2194	POL	F	23
POA2194	POL	M	9
POA2194	SGP	F	29
POA2194	SGP	M	18
POA2194	THA	F	114
POA2194	THA	M	45
POA2194	TUR	F	13
POA2194	TUR	M	18
POA2194	TWN	F	45
POA2194	TWN	M	24
POA2194	USA	F	13
POA2194	USA	M	15
POA2194	VNM	F	542
POA2194	VNM	M	439
POA2194	ZAF	F	10
POA2194	ZAF	M	14
POA2194	ZWE	F	11
POA2194	ZWE	M	9
POA2195		F	1838
POA2195		M	1960
POA2195	AFG	F	8
POA2195	AFG	M	22
POA2195	AUS	F	4236
POA2195	AUS	M	4489
POA2195	BGD	F	1765
POA2195	BGD	M	2294
POA2195	BIH	F	5
POA2195	BIH	M	3
POA2195	CAN	M	3
POA2195	CHL	F	16
POA2195	CHL	M	12
POA2195	CHN	F	411
POA2195	CHN	M	311
POA2195	DEU	F	13
POA2195	DEU	M	9
POA2195	EGY	F	99
POA2195	EGY	M	135
POA2195	FJI	F	163
POA2195	FJI	M	118
POA2195	FRA	F	8
POA2195	FRA	M	6
POA2195	GBR	F	35
POA2195	GBR	M	50
POA2195	GRC	F	269
POA2195	GRC	M	227
POA2195	HKG	F	53
POA2195	HKG	M	38
POA2195	HRV	F	14
POA2195	HRV	M	11
POA2195	IDN	F	383
POA2195	IDN	M	359
POA2195	IND	F	472
POA2195	IND	M	746
POA2195	IRL	F	3
POA2195	IRL	M	12
POA2195	IRN	F	12
POA2195	IRN	M	25
POA2195	IRQ	F	64
POA2195	IRQ	M	103
POA2195	ITA	F	50
POA2195	ITA	M	66
POA2195	JPN	F	15
POA2195	JPN	M	3
POA2195	KHM	F	19
POA2195	KHM	M	16
POA2195	KOR	F	89
POA2195	KOR	M	63
POA2195	LBN	F	618
POA2195	LBN	M	648
POA2195	LKA	F	17
POA2195	LKA	M	11
POA2195	MKD	F	17
POA2195	MKD	M	21
POA2195	MLT	M	3
POA2195	MMR	F	203
POA2195	MMR	M	704
POA2195	MUS	F	26
POA2195	MUS	M	22
POA2195	MYS	F	83
POA2195	MYS	M	65
POA2195	NLD	M	5
POA2195	NPL	F	58
POA2195	NPL	M	70
POA2195	NZL	F	124
POA2195	NZL	M	143
POA2195	PAK	F	585
POA2195	PAK	M	1142
POA2195	PHL	F	199
POA2195	PHL	M	100
POA2195	PNG	F	5
POA2195	PNG	M	7
POA2195	POL	F	11
POA2195	POL	M	7
POA2195	SGP	F	14
POA2195	SGP	M	10
POA2195	THA	F	62
POA2195	THA	M	34
POA2195	TUR	F	12
POA2195	TUR	M	20
POA2195	TWN	F	10
POA2195	TWN	M	7
POA2195	USA	F	8
POA2195	USA	M	11
POA2195	VNM	F	521
POA2195	VNM	M	413
POA2195	ZAF	F	10
POA2195	ZAF	M	10
POA2195	ZWE	M	4
POA2196		F	2136
POA2196		M	2238
POA2196	AFG	F	7
POA2196	AFG	M	5
POA2196	AUS	F	7768
POA2196	AUS	M	7813
POA2196	BGD	F	332
POA2196	BGD	M	439
POA2196	BIH	F	10
POA2196	BIH	M	7
POA2196	CAN	F	4
POA2196	CAN	M	7
POA2196	CHL	F	16
POA2196	CHL	M	18
POA2196	CHN	F	539
POA2196	CHN	M	440
POA2196	DEU	F	28
POA2196	DEU	M	17
POA2196	EGY	F	146
POA2196	EGY	M	179
POA2196	FJI	F	123
POA2196	FJI	M	107
POA2196	FRA	F	10
POA2196	FRA	M	4
POA2196	GBR	F	82
POA2196	GBR	M	102
POA2196	GRC	F	395
POA2196	GRC	M	358
POA2196	HKG	F	86
POA2196	HKG	M	78
POA2196	HRV	F	23
POA2196	HRV	M	28
POA2196	IDN	F	243
POA2196	IDN	M	252
POA2196	IND	F	115
POA2196	IND	M	163
POA2196	IRL	F	17
POA2196	IRL	M	9
POA2196	IRN	F	9
POA2196	IRN	M	41
POA2196	IRQ	F	115
POA2196	IRQ	M	144
POA2196	ITA	F	150
POA2196	ITA	M	131
POA2196	JPN	F	11
POA2196	JPN	M	4
POA2196	KHM	F	30
POA2196	KHM	M	24
POA2196	KOR	F	65
POA2196	KOR	M	53
POA2196	LBN	F	1547
POA2196	LBN	M	1576
POA2196	LKA	F	23
POA2196	LKA	M	19
POA2196	MKD	F	56
POA2196	MKD	M	61
POA2196	MLT	F	17
POA2196	MLT	M	9
POA2196	MMR	F	20
POA2196	MMR	M	45
POA2196	MUS	F	36
POA2196	MUS	M	35
POA2196	MYS	F	36
POA2196	MYS	M	40
POA2196	NLD	F	6
POA2196	NPL	F	38
POA2196	NPL	M	42
POA2196	NZL	F	185
POA2196	NZL	M	215
POA2196	PAK	F	232
POA2196	PAK	M	518
POA2196	PHL	F	213
POA2196	PHL	M	119
POA2196	PNG	F	3
POA2196	PNG	M	3
POA2196	POL	F	10
POA2196	POL	M	8
POA2196	SGP	F	12
POA2196	SGP	M	13
POA2196	THA	F	67
POA2196	THA	M	28
POA2196	TUR	F	16
POA2196	TUR	M	23
POA2196	TWN	F	18
POA2196	TWN	M	14
POA2196	USA	F	25
POA2196	USA	M	24
POA2196	VNM	F	688
POA2196	VNM	M	582
POA2196	ZAF	F	26
POA2196	ZAF	M	31
POA2196	ZWE	F	4
POA2196	ZWE	M	3
POA2197		F	510
POA2197		M	468
POA2197	AFG	F	17
POA2197	AFG	M	18
POA2197	AUS	F	2688
POA2197	AUS	M	2613
POA2197	BIH	F	11
POA2197	BIH	M	4
POA2197	CHL	F	5
POA2197	CHL	M	5
POA2197	CHN	F	65
POA2197	CHN	M	42
POA2197	DEU	F	16
POA2197	DEU	M	16
POA2197	EGY	F	15
POA2197	EGY	M	29
POA2197	FJI	F	21
POA2197	FJI	M	21
POA2197	FRA	F	3
POA2197	FRA	M	3
POA2197	GBR	F	55
POA2197	GBR	M	45
POA2197	GRC	F	42
POA2197	GRC	M	38
POA2197	HKG	F	8
POA2197	HKG	M	10
POA2197	HRV	F	14
POA2197	HRV	M	17
POA2197	IDN	F	8
POA2197	IDN	M	11
POA2197	IND	F	27
POA2197	IND	M	23
POA2197	IRL	F	7
POA2197	IRL	M	5
POA2197	IRN	F	10
POA2197	IRN	M	13
POA2197	IRQ	F	62
POA2197	IRQ	M	56
POA2197	ITA	F	64
POA2197	ITA	M	62
POA2197	JPN	F	4
POA2197	KHM	F	6
POA2197	KHM	M	9
POA2197	KOR	F	12
POA2197	KOR	M	6
POA2197	LBN	F	333
POA2197	LBN	M	413
POA2197	LKA	F	3
POA2197	LKA	M	4
POA2197	MKD	F	36
POA2197	MKD	M	37
POA2197	MLT	F	14
POA2197	MLT	M	18
POA2197	MMR	F	3
POA2197	MMR	M	3
POA2197	MUS	F	3
POA2197	MUS	M	5
POA2197	MYS	F	12
POA2197	MYS	M	12
POA2197	NLD	F	3
POA2197	NLD	M	8
POA2197	NZL	F	42
POA2197	NZL	M	46
POA2197	PAK	F	23
POA2197	PAK	M	25
POA2197	PHL	F	43
POA2197	PHL	M	25
POA2197	PNG	F	3
POA2197	PNG	M	4
POA2197	POL	F	6
POA2197	POL	M	5
POA2197	SGP	F	3
POA2197	SGP	M	4
POA2197	THA	F	15
POA2197	THA	M	10
POA2197	TUR	F	21
POA2197	TUR	M	22
POA2197	TWN	F	8
POA2197	TWN	M	4
POA2197	USA	F	10
POA2197	USA	M	9
POA2197	VNM	F	341
POA2197	VNM	M	310
POA2197	ZAF	M	8
POA2198		F	463
POA2198		M	448
POA2198	AFG	M	3
POA2198	AUS	F	2968
POA2198	AUS	M	2795
POA2198	BGD	F	3
POA2198	BGD	M	4
POA2198	BIH	F	4
POA2198	BIH	M	10
POA2198	CAN	F	3
POA2198	CHL	F	17
POA2198	CHL	M	11
POA2198	CHN	F	41
POA2198	CHN	M	35
POA2198	DEU	F	21
POA2198	DEU	M	20
POA2198	EGY	F	35
POA2198	EGY	M	36
POA2198	FJI	F	18
POA2198	FJI	M	15
POA2198	FRA	F	4
POA2198	GBR	F	64
POA2198	GBR	M	54
POA2198	GRC	F	64
POA2198	GRC	M	76
POA2198	HKG	F	12
POA2198	HKG	M	3
POA2198	HRV	F	22
POA2198	HRV	M	24
POA2198	IDN	F	10
POA2198	IDN	M	8
POA2198	IND	F	33
POA2198	IND	M	18
POA2198	IRL	F	6
POA2198	IRL	M	8
POA2198	IRN	F	5
POA2198	IRN	M	3
POA2198	IRQ	F	26
POA2198	IRQ	M	28
POA2198	ITA	F	86
POA2198	ITA	M	69
POA2198	JPN	F	3
POA2198	KHM	F	9
POA2198	KHM	M	6
POA2198	KOR	F	9
POA2198	KOR	M	3
POA2198	LBN	F	263
POA2198	LBN	M	320
POA2198	LKA	F	5
POA2198	LKA	M	3
POA2198	MKD	F	52
POA2198	MKD	M	55
POA2198	MLT	F	24
POA2198	MLT	M	12
POA2198	MMR	F	7
POA2198	MMR	M	4
POA2198	MUS	F	3
POA2198	MUS	M	12
POA2198	MYS	F	17
POA2198	MYS	M	9
POA2198	NLD	F	5
POA2198	NZL	F	57
POA2198	NZL	M	38
POA2198	PAK	F	10
POA2198	PAK	M	8
POA2198	PHL	F	34
POA2198	PHL	M	13
POA2198	PNG	F	4
POA2198	PNG	M	3
POA2198	POL	F	25
POA2198	POL	M	9
POA2198	SGP	F	3
POA2198	SGP	M	6
POA2198	THA	F	5
POA2198	THA	M	3
POA2198	TUR	F	9
POA2198	TUR	M	13
POA2198	USA	F	5
POA2198	USA	M	4
POA2198	VNM	F	215
POA2198	VNM	M	185
POA2198	ZAF	F	5
POA2198	ZAF	M	3
POA2198	ZWE	F	4
POA2199		F	1053
POA2199		M	1066
POA2199	AFG	F	17
POA2199	AFG	M	15
POA2199	AUS	F	4480
POA2199	AUS	M	4621
POA2199	BGD	F	30
POA2199	BGD	M	38
POA2199	BIH	F	11
POA2199	BIH	M	4
POA2199	CAN	F	8
POA2199	CAN	M	3
POA2199	CHL	F	16
POA2199	CHL	M	20
POA2199	CHN	F	228
POA2199	CHN	M	155
POA2199	DEU	F	25
POA2199	DEU	M	22
POA2199	EGY	F	59
POA2199	EGY	M	59
POA2199	FJI	F	57
POA2199	FJI	M	38
POA2199	FRA	F	9
POA2199	FRA	M	7
POA2199	GBR	F	43
POA2199	GBR	M	67
POA2199	GRC	F	74
POA2199	GRC	M	66
POA2199	HKG	F	37
POA2199	HKG	M	31
POA2199	HRV	F	20
POA2199	HRV	M	11
POA2199	IDN	F	56
POA2199	IDN	M	50
POA2199	IND	F	60
POA2199	IND	M	69
POA2199	IRL	F	7
POA2199	IRL	M	11
POA2199	IRN	F	20
POA2199	IRN	M	21
POA2199	IRQ	F	72
POA2199	IRQ	M	82
POA2199	ITA	F	69
POA2199	ITA	M	73
POA2199	JPN	F	8
POA2199	JPN	M	5
POA2199	KHM	F	12
POA2199	KHM	M	14
POA2199	KOR	F	56
POA2199	KOR	M	49
POA2199	LBN	F	725
POA2199	LBN	M	770
POA2199	LKA	F	16
POA2199	LKA	M	22
POA2199	MKD	F	189
POA2199	MKD	M	198
POA2199	MLT	F	17
POA2199	MLT	M	5
POA2199	MMR	F	7
POA2199	MMR	M	4
POA2199	MUS	F	25
POA2199	MUS	M	26
POA2199	MYS	F	18
POA2199	MYS	M	18
POA2199	NLD	F	4
POA2199	NLD	M	3
POA2199	NPL	F	11
POA2199	NPL	M	20
POA2199	NZL	F	121
POA2199	NZL	M	102
POA2199	PAK	F	51
POA2199	PAK	M	95
POA2199	PHL	F	76
POA2199	PHL	M	56
POA2199	PNG	F	3
POA2199	POL	F	25
POA2199	POL	M	20
POA2199	SGP	F	6
POA2199	THA	F	31
POA2199	THA	M	15
POA2199	TUR	F	14
POA2199	TUR	M	15
POA2199	TWN	F	6
POA2199	TWN	M	5
POA2199	USA	F	10
POA2199	USA	M	10
POA2199	VNM	F	1113
POA2199	VNM	M	1000
POA2199	ZAF	F	16
POA2199	ZAF	M	12
POA2199	ZWE	F	10
POA2199	ZWE	M	3
POA2200		F	3237
POA2200		M	3080
POA2200	AFG	F	36
POA2200	AFG	M	41
POA2200	AUS	F	8973
POA2200	AUS	M	9149
POA2200	BGD	F	305
POA2200	BGD	M	370
POA2200	BIH	F	42
POA2200	BIH	M	32
POA2200	CAN	F	13
POA2200	CAN	M	5
POA2200	CHL	F	27
POA2200	CHL	M	26
POA2200	CHN	F	1014
POA2200	CHN	M	831
POA2200	DEU	F	57
POA2200	DEU	M	38
POA2200	EGY	F	251
POA2200	EGY	M	304
POA2200	FJI	F	170
POA2200	FJI	M	108
POA2200	FRA	F	9
POA2200	FRA	M	7
POA2200	GBR	F	84
POA2200	GBR	M	101
POA2200	GRC	F	320
POA2200	GRC	M	265
POA2200	HKG	F	77
POA2200	HKG	M	97
POA2200	HRV	F	28
POA2200	HRV	M	26
POA2200	IDN	F	178
POA2200	IDN	M	168
POA2200	IND	F	261
POA2200	IND	M	304
POA2200	IRL	F	6
POA2200	IRL	M	9
POA2200	IRN	F	46
POA2200	IRN	M	85
POA2200	IRQ	F	178
POA2200	IRQ	M	215
POA2200	ITA	F	173
POA2200	ITA	M	188
POA2200	JPN	F	19
POA2200	JPN	M	7
POA2200	KHM	F	33
POA2200	KHM	M	32
POA2200	KOR	F	115
POA2200	KOR	M	82
POA2200	LBN	F	1497
POA2200	LBN	M	1621
POA2200	LKA	F	22
POA2200	LKA	M	25
POA2200	MKD	F	307
POA2200	MKD	M	292
POA2200	MLT	F	33
POA2200	MLT	M	21
POA2200	MMR	F	37
POA2200	MMR	M	42
POA2200	MUS	F	30
POA2200	MUS	M	36
POA2200	MYS	F	75
POA2200	MYS	M	74
POA2200	NLD	F	3
POA2200	NLD	M	6
POA2200	NPL	F	38
POA2200	NPL	M	55
POA2200	NZL	F	260
POA2200	NZL	M	250
POA2200	PAK	F	425
POA2200	PAK	M	604
POA2200	PHL	F	299
POA2200	PHL	M	214
POA2200	PNG	F	3
POA2200	PNG	M	3
POA2200	POL	F	77
POA2200	POL	M	53
POA2200	SGP	F	25
POA2200	SGP	M	15
POA2200	THA	F	92
POA2200	THA	M	35
POA2200	TUR	F	37
POA2200	TUR	M	31
POA2200	TWN	F	41
POA2200	TWN	M	25
POA2200	USA	F	25
POA2200	USA	M	36
POA2200	VNM	F	3054
POA2200	VNM	M	2552
POA2200	ZAF	F	27
POA2200	ZAF	M	32
POA2200	ZWE	F	11
POA2200	ZWE	M	22
POA2203		F	935
POA2203		M	897
POA2203	AUS	F	4186
POA2203	AUS	M	3847
POA2203	BGD	F	16
POA2203	BGD	M	29
POA2203	BIH	F	3
POA2203	BIH	M	3
POA2203	CAN	F	21
POA2203	CAN	M	21
POA2203	CHL	F	16
POA2203	CHL	M	19
POA2203	CHN	F	120
POA2203	CHN	M	81
POA2203	DEU	F	30
POA2203	DEU	M	34
POA2203	EGY	F	19
POA2203	EGY	M	21
POA2203	FJI	F	39
POA2203	FJI	M	23
POA2203	FRA	F	20
POA2203	FRA	M	14
POA2203	GBR	F	257
POA2203	GBR	M	292
POA2203	GRC	F	249
POA2203	GRC	M	181
POA2203	HKG	F	31
POA2203	HKG	M	21
POA2203	HRV	F	16
POA2203	HRV	M	8
POA2203	IDN	F	49
POA2203	IDN	M	53
POA2203	IND	F	65
POA2203	IND	M	69
POA2203	IRL	F	44
POA2203	IRL	M	57
POA2203	IRN	F	5
POA2203	IRN	M	13
POA2203	IRQ	F	3
POA2203	IRQ	M	4
POA2203	ITA	F	79
POA2203	ITA	M	87
POA2203	JPN	F	38
POA2203	JPN	M	13
POA2203	KHM	F	3
POA2203	KOR	F	21
POA2203	KOR	M	11
POA2203	LBN	F	100
POA2203	LBN	M	82
POA2203	LKA	F	15
POA2203	LKA	M	14
POA2203	MKD	F	12
POA2203	MKD	M	9
POA2203	MLT	F	7
POA2203	MLT	M	3
POA2203	MMR	F	3
POA2203	MMR	M	3
POA2203	MUS	F	9
POA2203	MUS	M	3
POA2203	MYS	F	41
POA2203	MYS	M	40
POA2203	NLD	F	11
POA2203	NLD	M	12
POA2203	NPL	F	23
POA2203	NPL	M	36
POA2203	NZL	F	161
POA2203	NZL	M	136
POA2203	PAK	F	6
POA2203	PAK	M	13
POA2203	PHL	F	131
POA2203	PHL	M	84
POA2203	PNG	F	11
POA2203	PNG	M	5
POA2203	POL	F	29
POA2203	POL	M	15
POA2203	SGP	F	17
POA2203	SGP	M	18
POA2203	THA	F	64
POA2203	THA	M	34
POA2203	TUR	F	22
POA2203	TUR	M	29
POA2203	TWN	F	20
POA2203	TWN	M	8
POA2203	USA	F	35
POA2203	USA	M	39
POA2203	VNM	F	163
POA2203	VNM	M	134
POA2203	ZAF	F	20
POA2203	ZAF	M	21
POA2203	ZWE	F	9
POA2203	ZWE	M	3
POA2204		F	1693
POA2204		M	1674
POA2204	AFG	M	3
POA2204	AUS	F	7458
POA2204	AUS	M	7222
POA2204	BGD	F	48
POA2204	BGD	M	83
POA2204	BIH	F	10
POA2204	BIH	M	12
POA2204	CAN	F	37
POA2204	CAN	M	34
POA2204	CHL	F	30
POA2204	CHL	M	30
POA2204	CHN	F	261
POA2204	CHN	M	184
POA2204	DEU	F	50
POA2204	DEU	M	42
POA2204	EGY	F	46
POA2204	EGY	M	43
POA2204	FJI	F	41
POA2204	FJI	M	34
POA2204	FRA	F	24
POA2204	FRA	M	34
POA2204	GBR	F	388
POA2204	GBR	M	529
POA2204	GRC	F	641
POA2204	GRC	M	470
POA2204	HKG	F	62
POA2204	HKG	M	58
POA2204	HRV	F	31
POA2204	HRV	M	17
POA2204	IDN	F	103
POA2204	IDN	M	98
POA2204	IND	F	91
POA2204	IND	M	115
POA2204	IRL	F	64
POA2204	IRL	M	89
POA2204	IRN	F	18
POA2204	IRN	M	24
POA2204	IRQ	F	3
POA2204	IRQ	M	4
POA2204	ITA	F	101
POA2204	ITA	M	102
POA2204	JPN	F	45
POA2204	JPN	M	22
POA2204	KHM	F	25
POA2204	KHM	M	17
POA2204	KOR	F	34
POA2204	KOR	M	14
POA2204	LBN	F	215
POA2204	LBN	M	173
POA2204	LKA	F	14
POA2204	LKA	M	22
POA2204	MKD	F	26
POA2204	MKD	M	24
POA2204	MLT	F	22
POA2204	MLT	M	20
POA2204	MMR	F	18
POA2204	MMR	M	16
POA2204	MUS	F	12
POA2204	MUS	M	8
POA2204	MYS	F	51
POA2204	MYS	M	60
POA2204	NLD	F	12
POA2204	NLD	M	21
POA2204	NPL	F	113
POA2204	NPL	M	161
POA2204	NZL	F	262
POA2204	NZL	M	290
POA2204	PAK	F	18
POA2204	PAK	M	26
POA2204	PHL	F	192
POA2204	PHL	M	144
POA2204	PNG	F	11
POA2204	PNG	M	7
POA2204	POL	F	29
POA2204	POL	M	21
POA2204	SGP	F	34
POA2204	SGP	M	19
POA2204	THA	F	149
POA2204	THA	M	98
POA2204	TUR	F	49
POA2204	TUR	M	41
POA2204	TWN	F	13
POA2204	TWN	M	10
POA2204	USA	F	84
POA2204	USA	M	76
POA2204	VNM	F	834
POA2204	VNM	M	753
POA2204	ZAF	F	41
POA2204	ZAF	M	43
POA2204	ZWE	F	6
POA2204	ZWE	M	7
POA2205		F	1629
POA2205		M	1724
POA2205	AFG	F	3
POA2205	AFG	M	6
POA2205	AUS	F	3566
POA2205	AUS	M	3822
POA2205	BGD	F	72
POA2205	BGD	M	134
POA2205	BIH	F	11
POA2205	BIH	M	7
POA2205	CAN	F	17
POA2205	CAN	M	21
POA2205	CHL	F	29
POA2205	CHL	M	33
POA2205	CHN	F	1491
POA2205	CHN	M	1218
POA2205	DEU	F	14
POA2205	DEU	M	23
POA2205	EGY	F	34
POA2205	EGY	M	36
POA2205	FJI	F	55
POA2205	FJI	M	55
POA2205	FRA	F	15
POA2205	FRA	M	20
POA2205	GBR	F	127
POA2205	GBR	M	210
POA2205	GRC	F	97
POA2205	GRC	M	82
POA2205	HKG	F	95
POA2205	HKG	M	108
POA2205	HRV	F	24
POA2205	HRV	M	23
POA2205	IDN	F	172
POA2205	IDN	M	159
POA2205	IND	F	138
POA2205	IND	M	185
POA2205	IRL	F	25
POA2205	IRL	M	44
POA2205	IRN	F	28
POA2205	IRN	M	37
POA2205	IRQ	F	3
POA2205	IRQ	M	6
POA2205	ITA	F	89
POA2205	ITA	M	83
POA2205	JPN	F	68
POA2205	JPN	M	25
POA2205	KHM	F	10
POA2205	KHM	M	3
POA2205	KOR	F	76
POA2205	KOR	M	55
POA2205	LBN	F	395
POA2205	LBN	M	389
POA2205	LKA	F	14
POA2205	LKA	M	14
POA2205	MKD	F	244
POA2205	MKD	M	225
POA2205	MLT	F	13
POA2205	MLT	M	11
POA2205	MMR	F	7
POA2205	MMR	M	9
POA2205	MUS	F	11
POA2205	MUS	M	9
POA2205	MYS	F	89
POA2205	MYS	M	98
POA2205	NLD	F	12
POA2205	NLD	M	4
POA2205	NPL	F	87
POA2205	NPL	M	143
POA2205	NZL	F	128
POA2205	NZL	M	168
POA2205	PAK	F	29
POA2205	PAK	M	51
POA2205	PHL	F	217
POA2205	PHL	M	164
POA2205	PNG	F	4
POA2205	POL	F	34
POA2205	POL	M	37
POA2205	SGP	F	42
POA2205	SGP	M	31
POA2205	THA	F	155
POA2205	THA	M	78
POA2205	TUR	F	7
POA2205	TUR	M	13
POA2205	TWN	F	66
POA2205	TWN	M	51
POA2205	USA	F	38
POA2205	USA	M	46
POA2205	VNM	F	146
POA2205	VNM	M	116
POA2205	ZAF	F	11
POA2205	ZAF	M	18
POA2205	ZWE	F	9
POA2205	ZWE	M	5
POA2206		F	1244
POA2206		M	1222
POA2206	AUS	F	5663
POA2206	AUS	M	5758
POA2206	BGD	F	8
POA2206	BGD	M	17
POA2206	BIH	M	6
POA2206	CAN	F	10
POA2206	CAN	M	8
POA2206	CHL	F	27
POA2206	CHL	M	19
POA2206	CHN	F	335
POA2206	CHN	M	264
POA2206	DEU	F	27
POA2206	DEU	M	16
POA2206	EGY	F	67
POA2206	EGY	M	68
POA2206	FJI	F	36
POA2206	FJI	M	30
POA2206	FRA	F	13
POA2206	FRA	M	10
POA2206	GBR	F	162
POA2206	GBR	M	177
POA2206	GRC	F	776
POA2206	GRC	M	673
POA2206	HKG	F	49
POA2206	HKG	M	35
POA2206	HRV	F	19
POA2206	HRV	M	20
POA2206	IDN	F	76
POA2206	IDN	M	52
POA2206	IND	F	32
POA2206	IND	M	38
POA2206	IRL	F	23
POA2206	IRL	M	25
POA2206	IRN	F	9
POA2206	IRN	M	6
POA2206	IRQ	F	3
POA2206	IRQ	M	3
POA2206	ITA	F	269
POA2206	ITA	M	233
POA2206	JPN	F	23
POA2206	JPN	M	3
POA2206	KHM	F	9
POA2206	KHM	M	3
POA2206	KOR	F	31
POA2206	KOR	M	20
POA2206	LBN	F	233
POA2206	LBN	M	218
POA2206	LKA	F	4
POA2206	LKA	M	3
POA2206	MKD	F	34
POA2206	MKD	M	34
POA2206	MLT	F	17
POA2206	MLT	M	14
POA2206	MMR	F	3
POA2206	MMR	M	3
POA2206	MUS	F	10
POA2206	MUS	M	11
POA2206	MYS	F	33
POA2206	MYS	M	33
POA2206	NLD	F	9
POA2206	NLD	M	5
POA2206	NPL	F	9
POA2206	NPL	M	7
POA2206	NZL	F	112
POA2206	NZL	M	142
POA2206	PAK	F	14
POA2206	PAK	M	19
POA2206	PHL	F	86
POA2206	PHL	M	44
POA2206	PNG	F	6
POA2206	PNG	M	10
POA2206	POL	F	18
POA2206	POL	M	12
POA2206	SGP	F	13
POA2206	SGP	M	8
POA2206	THA	F	50
POA2206	THA	M	16
POA2206	TUR	F	24
POA2206	TUR	M	35
POA2206	TWN	F	5
POA2206	TWN	M	3
POA2206	USA	F	17
POA2206	USA	M	31
POA2206	VNM	F	207
POA2206	VNM	M	170
POA2206	ZAF	F	21
POA2206	ZAF	M	22
POA2206	ZWE	F	3
POA2207		F	1810
POA2207		M	1601
POA2207	AFG	F	3
