POA_CODE_2016	CountryOfBirth	persons
POA0834	PNG	4
POA0834	POL	3
POA0834	SGP	3
POA0834	THA	3
POA0834	TWN	4
POA0834	USA	3
POA0834	VNM	9
POA0834	ZAF	6
POA0834	ZWE	6
POA0835		1550
POA0835	AUS	2883
POA0835	CAN	4
POA0835	CHN	7
POA0835	DEU	13
POA0835	FJI	3
POA0835	FRA	3
POA0835	GBR	198
POA0835	GRC	7
POA0835	HKG	3
POA0835	HRV	4
POA0835	IDN	19
POA0835	IND	22
POA0835	IRL	43
POA0835	IRN	4
POA0835	ITA	7
POA0835	KHM	19
POA0835	KOR	9
POA0835	LKA	3
POA0835	MKD	3
POA0835	MLT	3
POA0835	MYS	9
POA0835	NLD	12
POA0835	NZL	115
POA0835	PHL	96
POA0835	PNG	10
POA0835	THA	9
POA0835	USA	5
POA0835	VNM	13
POA0835	ZAF	31
POA0835	ZWE	11
POA0836		1063
POA0836	AUS	5914
POA0836	CAN	6
POA0836	CHN	11
POA0836	DEU	20
POA0836	FJI	5
POA0836	FRA	6
POA0836	GBR	275
POA0836	GRC	4
POA0836	HKG	3
POA0836	HRV	3
POA0836	IDN	38
POA0836	IND	3
POA0836	IRL	17
POA0836	ITA	10
POA0836	KHM	11
POA0836	KOR	9
POA0836	MYS	19
POA0836	NLD	20
POA0836	NZL	121
POA0836	PHL	49
POA0836	PNG	18
POA0836	POL	6
POA0836	SGP	6
POA0836	THA	47
POA0836	TWN	3
POA0836	USA	17
POA0836	VNM	24
POA0836	ZAF	13
POA0836	ZWE	21
POA0837		71
POA0837	AUS	300
POA0837	DEU	3
POA0837	GBR	18
POA0837	NZL	11
POA0837	PHL	3
POA0837	POL	3
POA0837	ZWE	3
POA0838		108
POA0838	AUS	611
POA0838	CHN	3
POA0838	DEU	3
POA0838	GBR	34
POA0838	GRC	3
POA0838	KHM	4
POA0838	MYS	3
POA0838	NLD	3
POA0838	NZL	14
POA0838	VNM	20
POA0838	ZAF	9
POA0839		120
POA0839	AUS	350
POA0839	DEU	3
POA0839	GBR	22
POA0839	IDN	8
POA0839	IND	4
POA0839	IRL	4
POA0839	KOR	8
POA0839	NZL	16
POA0839	PHL	7
POA0839	THA	9
POA0839	ZWE	4
POA0840		41
POA0840	AUS	277
POA0840	DEU	3
POA0840	GBR	24
POA0840	NZL	8
POA0840	PHL	3
POA0841		121
POA0841	AUS	498
POA0841	DEU	3
POA0841	GBR	26
POA0841	IND	3
POA0841	NLD	4
POA0841	NZL	21
POA0841	PHL	3
POA0841	VNM	11
POA0845		99
POA0845	AUS	361
POA0845	DEU	3
POA0845	GBR	14
POA0845	NZL	5
POA0845	PHL	4
POA0845	PNG	3
POA0845	THA	3
POA0845	ZAF	8
POA0846		54
POA0846	AUS	263
POA0846	GBR	15
POA0846	IDN	3
POA0846	NZL	10
POA0846	PHL	7
POA0847		52
POA0847	AUS	241
POA0847	FRA	3
POA0847	GBR	3
POA0847	IDN	3
POA0847	IND	3
POA0847	NZL	13
POA0847	USA	3
POA0850		1710
POA0850	AUS	5434
POA0850	CAN	9
POA0850	CHN	20
POA0850	DEU	23
POA0850	FJI	10
POA0850	FRA	11
POA0850	GBR	177
POA0850	HKG	5
POA0850	HRV	3
POA0850	IDN	7
POA0850	IND	94
POA0850	IRL	14
POA0850	IRN	4
POA0850	IRQ	11
POA0850	ITA	11
POA0850	JPN	3
POA0850	KOR	4
POA0850	LKA	25
POA0850	MUS	7
POA0850	MYS	19
POA0850	NLD	15
POA0850	NPL	35
POA0850	NZL	143
POA0850	PHL	210
POA0850	PNG	10
POA0850	POL	4
POA0850	THA	15
POA0850	TWN	5
POA0850	USA	29
POA0850	VNM	22
POA0850	ZAF	24
POA0850	ZWE	19
POA0852		927
POA0852	AUS	7161
POA0852	CAN	9
POA0852	CHN	6
POA0852	DEU	14
POA0852	FRA	4
POA0852	GBR	61
POA0852	GRC	3
POA0852	IND	7
POA0852	IRL	8
POA0852	NLD	7
POA0852	NZL	47
POA0852	PHL	6
POA0852	PNG	3
POA0852	POL	3
POA0852	THA	3
POA0852	TWN	3
POA0852	USA	12
POA0852	VNM	3
POA0852	ZAF	10
POA0852	ZWE	3
POA0853		90
POA0853	AUS	700
POA0853	FJI	4
POA0853	GBR	7
POA0853	HKG	5
POA0853	IDN	3
POA0853	IND	8
POA0853	NZL	4
POA0853	PHL	4
POA0853	PNG	3
POA0853	THA	5
POA0853	USA	9
POA0854		51
POA0854	AUS	769
POA0854	FJI	10
POA0854	GBR	12
POA0854	IND	3
POA0854	ITA	3
POA0854	NZL	17
POA0860		397
POA0860	AUS	2210
POA0860	BIH	3
POA0860	CHN	18
POA0860	DEU	13
POA0860	FJI	21
POA0860	FRA	8
POA0860	GBR	58
POA0860	GRC	17
POA0860	IDN	14
POA0860	IND	37
POA0860	IRL	3
POA0860	ITA	4
POA0860	KOR	3
POA0860	MKD	6
POA0860	MYS	3
POA0860	NLD	3
POA0860	NPL	4
POA0860	NZL	56
POA0860	PHL	70
POA0860	THA	7
POA0860	ZAF	3
POA0860	ZWE	15
POA0862		35
POA0862	AUS	696
POA0862	DEU	4
POA0862	FRA	3
POA0862	GBR	11
POA0862	NPL	3
POA0862	NZL	3
POA0870		2807
POA0870	AFG	4
POA0870	AUS	12440
POA0870	BGD	20
POA0870	CAN	45
POA0870	CHL	5
POA0870	CHN	51
POA0870	DEU	91
POA0870	EGY	4
POA0870	FJI	95
POA0870	FRA	39
POA0870	GBR	638
POA0870	GRC	7
POA0870	HKG	40
POA0870	IDN	25
POA0870	IND	582
POA0870	IRL	62
POA0870	IRN	12
POA0870	ITA	58
POA0870	JPN	37
POA0870	KHM	16
POA0870	KOR	37
POA0870	LBN	4
POA0870	LKA	90
POA0870	MKD	7
POA0870	MLT	5
POA0870	MMR	17
POA0870	MUS	3
POA0870	MYS	33
POA0870	NLD	53
POA0870	NPL	47
POA0870	NZL	709
POA0870	PAK	27
POA0870	PHL	418
POA0870	PNG	45
POA0870	POL	11
POA0870	SGP	24
POA0870	THA	55
POA0870	TUR	3
POA0870	TWN	105
POA0870	USA	497
POA0870	VNM	62
POA0870	ZAF	120
POA0870	ZWE	159
POA0872		1155
POA0872	AUS	13702
POA0872	CAN	8
POA0872	CHL	6
POA0872	CHN	8
POA0872	DEU	23
POA0872	FJI	3
POA0872	FRA	15
POA0872	GBR	88
POA0872	HKG	3
POA0872	IDN	4
POA0872	IND	35
POA0872	IRL	9
POA0872	ITA	18
POA0872	JPN	26
POA0872	KHM	3
POA0872	KOR	25
POA0872	MUS	5
POA0872	NLD	5
POA0872	NPL	33
POA0872	NZL	157
POA0872	PHL	28
POA0872	PNG	10
POA0872	POL	4
POA0872	THA	11
POA0872	TWN	14
POA0872	USA	11
POA0872	VNM	13
POA0872	ZAF	24
POA0872	ZWE	12
POA0873		334
POA0873	AUS	1834
POA0873	CAN	3
POA0873	CHN	3
POA0873	DEU	11
POA0873	FRA	3
POA0873	GBR	76
POA0873	IDN	3
POA0873	IND	10
POA0873	IRL	4
POA0873	ITA	3
POA0873	KOR	3
POA0873	LKA	11
POA0873	MLT	3
POA0873	NLD	6
POA0873	NZL	58
POA0873	PAK	8
POA0873	PHL	24
POA0873	PNG	3
POA0873	THA	3
POA0873	USA	9
POA0873	VNM	9
POA0873	ZAF	3
POA0873	ZWE	9
POA0874		101
POA0874	AUS	212
POA0874	CAN	3
POA0874	GBR	12
POA0874	IND	16
POA0874	IRL	3
POA0874	ITA	3
POA0874	NZL	17
POA0874	PHL	3
POA0874	SGP	3
POA0874	USA	151
POA0874	VNM	7
POA0874	ZWE	3
POA0875		312
POA0875	AUS	1683
POA0875	BGD	3
POA0875	CAN	3
POA0875	CHN	9
POA0875	DEU	14
POA0875	FJI	6
POA0875	GBR	52
POA0875	IND	54
POA0875	IRL	9
POA0875	ITA	3
POA0875	LKA	6
POA0875	NLD	11
POA0875	NZL	91
POA0875	PAK	5
POA0875	PHL	39
POA0875	PNG	3
POA0875	SGP	3
POA0875	TWN	5
POA0875	USA	9
POA0875	ZAF	20
POA0875	ZWE	19
POA0880		626
POA0880	AUS	4092
POA0880	CAN	3
POA0880	CHL	3
POA0880	CHN	3
POA0880	DEU	13
POA0880	FJI	13
POA0880	FRA	4
POA0880	GBR	92
POA0880	GRC	6
POA0880	IDN	8
POA0880	IND	19
POA0880	IRL	8
POA0880	IRN	3
POA0880	IRQ	5
POA0880	ITA	9
POA0880	JPN	3
POA0880	LKA	5
POA0880	MYS	3
POA0880	NLD	5
POA0880	NZL	157
POA0880	PAK	5
POA0880	PHL	46
POA0880	PNG	21
POA0880	POL	3
POA0880	THA	11
POA0880	USA	8
POA0880	ZAF	19
POA0880	ZWE	16
POA0885		106
POA0885	AUS	627
POA0885	CAN	6
POA0885	CHL	3
POA0885	DEU	6
POA0885	GBR	18
POA0885	IDN	3
POA0885	IND	14
POA0885	LKA	3
POA0885	NZL	35
POA0885	PHL	8
POA0885	PNG	11
POA0885	THA	3
POA0885	USA	4
POA0885	ZAF	24
POA0886		219
POA0886	AUS	735
POA0886	DEU	10
POA0886	GBR	16
POA0886	HKG	3
POA0886	IDN	6
POA0886	IND	4
POA0886	LKA	3
POA0886	NLD	3
POA0886	NZL	24
POA0886	PHL	14
POA0886	PNG	16
POA0886	THA	9
POA0886	TWN	3
POA0886	USA	3
POA0886	ZAF	4
POA0886	ZWE	4
POA2000		5177
POA2000	AFG	3
POA2000	AUS	4715
POA2000	BGD	31
POA2000	BIH	16
POA2000	CAN	80
POA2000	CHL	41
POA2000	CHN	3536
POA2000	DEU	119
POA2000	EGY	47
POA2000	FJI	33
POA2000	FRA	201
POA2000	GBR	737
POA2000	GRC	27
POA2000	HKG	490
POA2000	HRV	23
POA2000	IDN	2687
POA2000	IND	770
POA2000	IRL	101
POA2000	IRN	56
POA2000	IRQ	15
POA2000	ITA	225
POA2000	JPN	426
POA2000	KHM	24
POA2000	KOR	1330
POA2000	LBN	43
POA2000	LKA	45
POA2000	MKD	6
POA2000	MLT	4
POA2000	MMR	40
POA2000	MUS	13
POA2000	MYS	410
POA2000	NLD	41
POA2000	NPL	58
POA2000	NZL	303
POA2000	PAK	41
POA2000	PHL	206
POA2000	PNG	9
POA2000	POL	47
POA2000	SGP	127
POA2000	THA	3828
POA2000	TUR	54
POA2000	TWN	447
POA2000	USA	250
POA2000	VNM	435
POA2000	ZAF	83
POA2000	ZWE	13
POA2006		162
POA2006	AUS	849
POA2006	CAN	10
POA2006	CHN	25
POA2006	DEU	3
POA2006	GBR	55
POA2006	HKG	19
POA2006	IND	6
POA2006	JPN	10
POA2006	KOR	10
POA2006	MYS	7
POA2006	NZL	36
POA2006	PAK	3
POA2006	SGP	5
POA2006	TWN	5
POA2006	USA	22
POA2006	ZAF	23
POA2007		1541
POA2007	AFG	3
POA2007	AUS	1557
POA2007	BGD	23
POA2007	BIH	3
POA2007	CAN	26
POA2007	CHL	12
POA2007	CHN	2629
POA2007	DEU	42
POA2007	EGY	4
POA2007	FJI	15
POA2007	FRA	100
POA2007	GBR	187
POA2007	GRC	3
POA2007	HKG	190
POA2007	HRV	4
POA2007	IDN	273
POA2007	IND	215
POA2007	IRL	26
POA2007	IRN	57
POA2007	IRQ	4
POA2007	ITA	64
POA2007	JPN	143
POA2007	KHM	8
POA2007	KOR	312
POA2007	LBN	11
POA2007	LKA	27
POA2007	MMR	26
POA2007	MUS	5
POA2007	MYS	175
POA2007	NLD	24
POA2007	NPL	16
POA2007	NZL	109
POA2007	PAK	23
POA2007	PHL	91
POA2007	PNG	6
POA2007	POL	21
POA2007	SGP	61
POA2007	THA	439
POA2007	TUR	9
POA2007	TWN	133
POA2007	USA	48
POA2007	VNM	154
POA2007	ZAF	22
POA2007	ZWE	3
POA2008		1904
POA2008	AUS	3170
POA2008	BGD	24
POA2008	BIH	12
POA2008	CAN	80
POA2008	CHL	21
POA2008	CHN	2905
POA2008	DEU	53
POA2008	EGY	3
POA2008	FJI	18
POA2008	FRA	88
POA2008	GBR	323
POA2008	GRC	15
POA2008	HKG	244
POA2008	HRV	8
POA2008	IDN	476
POA2008	IND	202
POA2008	IRL	25
POA2008	IRN	59
POA2008	IRQ	4
POA2008	ITA	77
POA2008	JPN	101
POA2008	KHM	10
POA2008	KOR	185
POA2008	LBN	21
POA2008	LKA	32
POA2008	MKD	6
POA2008	MMR	31
POA2008	MUS	11
POA2008	MYS	219
POA2008	NLD	26
POA2008	NPL	26
POA2008	NZL	194
POA2008	PAK	18
POA2008	PHL	110
POA2008	PNG	8
POA2008	POL	25
POA2008	SGP	157
POA2008	THA	328
POA2008	TUR	18
POA2008	TWN	124
POA2008	USA	133
POA2008	VNM	179
POA2008	ZAF	47
POA2008	ZWE	5
POA2009		2326
POA2009	AFG	3
POA2009	AUS	4706
POA2009	BGD	4
POA2009	BIH	13
POA2009	CAN	48
POA2009	CHL	35
POA2009	CHN	907
POA2009	DEU	50
POA2009	EGY	23
POA2009	FJI	25
POA2009	FRA	152
POA2009	GBR	734
POA2009	GRC	10
POA2009	HKG	183
POA2009	HRV	15
POA2009	IDN	219
POA2009	IND	370
POA2009	IRL	100
POA2009	IRN	57
POA2009	IRQ	8
POA2009	ITA	207
POA2009	JPN	234
POA2009	KHM	10
POA2009	KOR	505
POA2009	LBN	26
POA2009	LKA	30
POA2009	MKD	13
POA2009	MLT	5
POA2009	MMR	5
POA2009	MUS	10
POA2009	MYS	245
POA2009	NLD	39
POA2009	NPL	13
POA2009	NZL	315
POA2009	PAK	21
POA2009	PHL	174
POA2009	PNG	8
POA2009	POL	52
POA2009	SGP	84
POA2009	THA	287
POA2009	TUR	42
POA2009	TWN	114
POA2009	USA	155
POA2009	VNM	139
POA2009	ZAF	61
POA2009	ZWE	10
POA2010		5727
POA2010	AFG	9
POA2010	AUS	11993
POA2010	BGD	36
POA2010	BIH	19
POA2010	CAN	184
POA2010	CHL	65
POA2010	CHN	765
POA2010	DEU	184
POA2010	EGY	31
POA2010	FJI	47
POA2010	FRA	427
POA2010	GBR	1993
POA2010	GRC	89
POA2010	HKG	217
POA2010	HRV	32
POA2010	IDN	393
POA2010	IND	238
POA2010	IRL	307
POA2010	IRN	71
POA2010	IRQ	15
POA2010	ITA	302
POA2010	JPN	238
POA2010	KHM	12
POA2010	KOR	217
POA2010	LBN	33
POA2010	LKA	44
POA2010	MKD	21
POA2010	MLT	42
POA2010	MMR	13
POA2010	MUS	28
POA2010	MYS	224
POA2010	NLD	113
POA2010	NPL	98
POA2010	NZL	952
POA2010	PAK	29
POA2010	PHL	253
POA2010	PNG	39
POA2010	POL	92
POA2010	SGP	113
POA2010	THA	892
POA2010	TUR	49
POA2010	TWN	90
POA2010	USA	534
POA2010	VNM	225
POA2010	ZAF	228
POA2010	ZWE	22
POA2011		5874
POA2011	AFG	3
POA2011	AUS	9292
POA2011	BGD	22
POA2011	BIH	15
POA2011	CAN	125
POA2011	CHL	56
POA2011	CHN	265
POA2011	DEU	210
POA2011	EGY	25
POA2011	FJI	45
POA2011	FRA	273
POA2011	GBR	1430
POA2011	GRC	25
POA2011	HKG	84
POA2011	HRV	18
POA2011	IDN	99
POA2011	IND	176
POA2011	IRL	170
POA2011	IRN	58
POA2011	IRQ	12
POA2011	ITA	254
POA2011	JPN	118
POA2011	KHM	3
POA2011	KOR	112
POA2011	LBN	29
POA2011	LKA	25
POA2011	MKD	7
POA2011	MLT	4
POA2011	MMR	8
POA2011	MUS	13
POA2011	MYS	116
POA2011	NLD	87
POA2011	NPL	20
POA2011	NZL	770
POA2011	PAK	12
POA2011	PHL	204
POA2011	PNG	32
POA2011	POL	79
POA2011	SGP	83
POA2011	THA	224
POA2011	TUR	49
POA2011	TWN	42
POA2011	USA	350
POA2011	VNM	94
POA2011	ZAF	181
POA2011	ZWE	15
POA2015		1396
POA2015	AUS	5785
POA2015	BGD	3
POA2015	BIH	12
POA2015	CAN	40
POA2015	CHL	22
POA2015	CHN	274
POA2015	DEU	46
POA2015	EGY	5
POA2015	FJI	22
POA2015	FRA	74
POA2015	GBR	585
POA2015	GRC	16
POA2015	HKG	62
POA2015	HRV	3
POA2015	IDN	122
POA2015	IND	65
POA2015	IRL	118
POA2015	IRN	18
POA2015	IRQ	10
POA2015	ITA	46
POA2015	JPN	43
POA2015	KOR	56
POA2015	LBN	20
POA2015	LKA	23
POA2015	MKD	10
POA2015	MLT	3
POA2015	MMR	3
POA2015	MUS	3
POA2015	MYS	72
POA2015	NLD	20
POA2015	NPL	3
POA2015	NZL	365
POA2015	PAK	6
POA2015	PHL	100
POA2015	PNG	4
POA2015	POL	16
POA2015	SGP	49
POA2015	THA	63
POA2015	TUR	9
POA2015	TWN	31
POA2015	USA	95
POA2015	VNM	104
POA2015	ZAF	65
POA2015	ZWE	12
POA2016		2476
POA2016	AUS	6319
POA2016	BGD	71
POA2016	BIH	12
POA2016	CAN	72
POA2016	CHL	44
POA2016	CHN	626
POA2016	DEU	91
POA2016	EGY	8
POA2016	FJI	33
POA2016	FRA	124
POA2016	GBR	790
POA2016	GRC	94
POA2016	HKG	109
POA2016	HRV	23
POA2016	IDN	109
POA2016	IND	121
POA2016	IRL	145
POA2016	IRN	33
POA2016	IRQ	13
POA2016	ITA	93
POA2016	JPN	74
POA2016	KHM	3
POA2016	KOR	98
POA2016	LBN	88
POA2016	LKA	40
POA2016	MKD	10
POA2016	MLT	19
POA2016	MMR	16
POA2016	MUS	9
POA2016	MYS	131
POA2016	NLD	33
POA2016	NPL	30
POA2016	NZL	436
POA2016	PAK	14
POA2016	PHL	112
POA2016	PNG	22
POA2016	POL	39
POA2016	SGP	59
POA2016	THA	129
POA2016	TUR	46
POA2016	TWN	30
POA2016	USA	208
POA2016	VNM	118
POA2016	ZAF	70
POA2016	ZWE	4
POA2017		4868
POA2017	AUS	8045
POA2017	BGD	30
POA2017	BIH	22
POA2017	CAN	132
POA2017	CHL	45
POA2017	CHN	5117
POA2017	DEU	141
POA2017	EGY	31
POA2017	FJI	58
POA2017	FRA	130
POA2017	GBR	1148
POA2017	GRC	60
POA2017	HKG	335
POA2017	HRV	32
POA2017	IDN	446
POA2017	IND	195
POA2017	IRL	420
POA2017	IRN	129
POA2017	IRQ	23
POA2017	ITA	169
POA2017	JPN	88
POA2017	KHM	15
POA2017	KOR	418
POA2017	LBN	41
POA2017	LKA	35
POA2017	MKD	9
POA2017	MLT	17
POA2017	MMR	18
POA2017	MUS	27
POA2017	MYS	247
POA2017	NLD	46
POA2017	NPL	15
POA2017	NZL	558
POA2017	PAK	27
POA2017	PHL	214
POA2017	PNG	16
POA2017	POL	84
POA2017	SGP	146
POA2017	THA	154
POA2017	TUR	59
POA2017	TWN	172
POA2017	USA	332
POA2017	VNM	190
POA2017	ZAF	152
POA2017	ZWE	21
POA2018		2787
POA2018	AFG	22
POA2018	AUS	7186
POA2018	BGD	548
POA2018	BIH	37
POA2018	CAN	34
POA2018	CHL	76
POA2018	CHN	1453
POA2018	DEU	42
POA2018	EGY	152
POA2018	FJI	60
POA2018	FRA	38
POA2018	GBR	396
POA2018	GRC	550
POA2018	HKG	155
POA2018	HRV	44
POA2018	IDN	609
POA2018	IND	225
POA2018	IRL	187
POA2018	IRN	103
POA2018	IRQ	193
POA2018	ITA	161
POA2018	JPN	55
POA2018	KHM	13
POA2018	KOR	103
POA2018	LBN	95
POA2018	LKA	48
POA2018	MKD	19
POA2018	MLT	53
POA2018	MMR	12
POA2018	MUS	3
POA2018	MYS	176
POA2018	NLD	13
POA2018	NPL	37
POA2018	NZL	306
POA2018	PAK	61
POA2018	PHL	293
POA2018	PNG	4
POA2018	POL	47
POA2018	SGP	45
POA2018	THA	114
POA2018	TUR	212
POA2018	TWN	46
POA2018	USA	56
POA2018	VNM	97
POA2018	ZAF	65
POA2018	ZWE	3
POA2019		1301
POA2019	AUS	6839
