POA_CODE_2016	Age5yr	Indigenous	Sex	persons
POA4207	35-39		M	108
POA4207	35-39	0	F	1587
POA4207	35-39	0	M	1557
POA4207	35-39	1	F	48
POA4207	35-39	1	M	34
POA4207	40-44		F	99
POA4207	40-44		M	107
POA4207	40-44	0	F	1644
POA4207	40-44	0	M	1647
POA4207	40-44	1	F	51
POA4207	40-44	1	M	49
POA4207	45-49		F	114
POA4207	45-49		M	128
POA4207	45-49	0	F	1644
POA4207	45-49	0	M	1587
POA4207	45-49	1	F	40
POA4207	45-49	1	M	46
POA4207	50-54		F	127
POA4207	50-54		M	99
POA4207	50-54	0	F	1669
POA4207	50-54	0	M	1531
POA4207	50-54	1	F	46
POA4207	50-54	1	M	32
POA4207	55-59		F	99
POA4207	55-59		M	101
POA4207	55-59	0	F	1524
POA4207	55-59	0	M	1397
POA4207	55-59	1	F	29
POA4207	55-59	1	M	35
POA4207	60-64		F	95
POA4207	60-64		M	94
POA4207	60-64	0	F	1395
POA4207	60-64	0	M	1277
POA4207	60-64	1	F	20
POA4207	60-64	1	M	24
POA4207	65+		F	257
POA4207	65+		M	241
POA4207	65+	0	F	3794
POA4207	65+	0	M	3433
POA4207	65+	1	F	40
POA4207	65+	1	M	26
POA4208	0-4		F	50
POA4208	0-4		M	60
POA4208	0-4	0	F	779
POA4208	0-4	0	M	790
POA4208	0-4	1	F	21
POA4208	0-4	1	M	18
POA4208	5-9		F	50
POA4208	5-9		M	46
POA4208	5-9	0	F	820
POA4208	5-9	0	M	867
POA4208	5-9	1	F	19
POA4208	5-9	1	M	25
POA4208	10-14		F	53
POA4208	10-14		M	59
POA4208	10-14	0	F	746
POA4208	10-14	0	M	805
POA4208	10-14	1	F	29
POA4208	10-14	1	M	21
POA4208	15-19		F	41
POA4208	15-19		M	34
POA4208	15-19	0	F	644
POA4208	15-19	0	M	636
POA4208	15-19	1	F	30
POA4208	15-19	1	M	21
POA4208	20-24		F	33
POA4208	20-24		M	41
POA4208	20-24	0	F	435
POA4208	20-24	0	M	469
POA4208	20-24	1	F	17
POA4208	20-24	1	M	11
POA4208	25-29		F	37
POA4208	25-29		M	46
POA4208	25-29	0	F	660
POA4208	25-29	0	M	585
POA4208	25-29	1	F	18
POA4208	25-29	1	M	18
POA4208	30-34		F	54
POA4208	30-34		M	48
POA4208	30-34	0	F	749
POA4208	30-34	0	M	675
POA4208	30-34	1	F	12
POA4208	30-34	1	M	12
POA4208	35-39		F	35
POA4208	35-39		M	43
POA4208	35-39	0	F	792
POA4208	35-39	0	M	716
POA4208	35-39	1	F	12
POA4208	35-39	1	M	11
POA4208	40-44		F	46
POA4208	40-44		M	48
POA4208	40-44	0	F	737
POA4208	40-44	0	M	708
POA4208	40-44	1	F	8
POA4208	40-44	1	M	11
POA4208	45-49		F	48
POA4208	45-49		M	56
POA4208	45-49	0	F	666
POA4208	45-49	0	M	654
POA4208	45-49	1	F	8
POA4208	45-49	1	M	3
POA4208	50-54		F	35
POA4208	50-54		M	35
POA4208	50-54	0	F	526
POA4208	50-54	0	M	532
POA4208	50-54	1	F	12
POA4208	50-54	1	M	11
POA4208	55-59		F	16
POA4208	55-59		M	28
POA4208	55-59	0	F	454
POA4208	55-59	0	M	434
POA4208	55-59	1	F	8
POA4208	55-59	1	M	11
POA4208	60-64		F	22
POA4208	60-64		M	18
POA4208	60-64	0	F	372
POA4208	60-64	0	M	365
POA4208	60-64	1	F	6
POA4208	65+		F	54
POA4208	65+		M	60
POA4208	65+	0	F	900
POA4208	65+	0	M	898
POA4208	65+	1	F	4
POA4208	65+	1	M	9
POA4209	0-4		F	194
POA4209	0-4		M	174
POA4209	0-4	0	F	2257
POA4209	0-4	0	M	2342
POA4209	0-4	1	F	122
POA4209	0-4	1	M	106
POA4209	5-9		F	140
POA4209	5-9		M	168
POA4209	5-9	0	F	2179
POA4209	5-9	0	M	2273
POA4209	5-9	1	F	102
POA4209	5-9	1	M	102
POA4209	10-14		F	122
POA4209	10-14		M	110
POA4209	10-14	0	F	1777
POA4209	10-14	0	M	1817
POA4209	10-14	1	F	64
POA4209	10-14	1	M	68
POA4209	15-19		F	112
POA4209	15-19		M	123
POA4209	15-19	0	F	1598
POA4209	15-19	0	M	1521
POA4209	15-19	1	F	70
POA4209	15-19	1	M	53
POA4209	20-24		F	116
POA4209	20-24		M	104
POA4209	20-24	0	F	1760
POA4209	20-24	0	M	1553
POA4209	20-24	1	F	72
POA4209	20-24	1	M	57
POA4209	25-29		F	181
POA4209	25-29		M	149
POA4209	25-29	0	F	2063
POA4209	25-29	0	M	1806
POA4209	25-29	1	F	76
POA4209	25-29	1	M	49
POA4209	30-34		F	175
POA4209	30-34		M	168
POA4209	30-34	0	F	2102
POA4209	30-34	0	M	1957
POA4209	30-34	1	F	39
POA4209	30-34	1	M	48
POA4209	35-39		F	113
POA4209	35-39		M	134
POA4209	35-39	0	F	1971
POA4209	35-39	0	M	1800
POA4209	35-39	1	F	43
POA4209	35-39	1	M	36
POA4209	40-44		F	124
POA4209	40-44		M	141
POA4209	40-44	0	F	1823
POA4209	40-44	0	M	1704
POA4209	40-44	1	F	19
POA4209	40-44	1	M	25
POA4209	45-49		F	116
POA4209	45-49		M	128
POA4209	45-49	0	F	1544
POA4209	45-49	0	M	1461
POA4209	45-49	1	F	26
POA4209	45-49	1	M	18
POA4209	50-54		F	64
POA4209	50-54		M	74
POA4209	50-54	0	F	1106
POA4209	50-54	0	M	1090
POA4209	50-54	1	F	29
POA4209	50-54	1	M	20
POA4209	55-59		F	67
POA4209	55-59		M	69
POA4209	55-59	0	F	891
POA4209	55-59	0	M	816
POA4209	55-59	1	F	7
POA4209	55-59	1	M	13
POA4209	60-64		F	40
POA4209	60-64		M	49
POA4209	60-64	0	F	704
POA4209	60-64	0	M	670
POA4209	60-64	1	F	5
POA4209	60-64	1	M	7
POA4209	65+		F	100
POA4209	65+		M	99
POA4209	65+	0	F	1423
POA4209	65+	0	M	1398
POA4209	65+	1	F	12
POA4209	65+	1	M	8
POA4210	0-4		F	28
POA4210	0-4		M	35
POA4210	0-4	0	F	636
POA4210	0-4	0	M	679
POA4210	0-4	1	F	19
POA4210	0-4	1	M	16
POA4210	5-9		F	44
POA4210	5-9		M	50
POA4210	5-9	0	F	735
POA4210	5-9	0	M	753
POA4210	5-9	1	F	12
POA4210	5-9	1	M	19
POA4210	10-14		F	38
POA4210	10-14		M	35
POA4210	10-14	0	F	673
POA4210	10-14	0	M	703
POA4210	10-14	1	F	19
POA4210	10-14	1	M	15
POA4210	15-19		F	52
POA4210	15-19		M	34
POA4210	15-19	0	F	645
POA4210	15-19	0	M	625
POA4210	15-19	1	F	20
POA4210	15-19	1	M	10
POA4210	20-24		F	37
POA4210	20-24		M	30
POA4210	20-24	0	F	492
POA4210	20-24	0	M	497
POA4210	20-24	1	F	8
POA4210	20-24	1	M	12
POA4210	25-29		F	31
POA4210	25-29		M	30
POA4210	25-29	0	F	554
POA4210	25-29	0	M	464
POA4210	25-29	1	F	10
POA4210	25-29	1	M	20
POA4210	30-34		F	50
POA4210	30-34		M	43
POA4210	30-34	0	F	685
POA4210	30-34	0	M	608
POA4210	30-34	1	F	10
POA4210	30-34	1	M	12
POA4210	35-39		F	46
POA4210	35-39		M	42
POA4210	35-39	0	F	724
POA4210	35-39	0	M	648
POA4210	35-39	1	F	7
POA4210	35-39	1	M	13
POA4210	40-44		F	53
POA4210	40-44		M	50
POA4210	40-44	0	F	777
POA4210	40-44	0	M	712
POA4210	40-44	1	F	10
POA4210	40-44	1	M	13
POA4210	45-49		F	40
POA4210	45-49		M	53
POA4210	45-49	0	F	758
POA4210	45-49	0	M	716
POA4210	45-49	1	F	3
POA4210	45-49	1	M	9
POA4210	50-54		F	41
POA4210	50-54		M	34
POA4210	50-54	0	F	633
POA4210	50-54	0	M	604
POA4210	50-54	1	F	3
POA4210	50-54	1	M	8
POA4210	55-59		F	38
POA4210	55-59		M	47
POA4210	55-59	0	F	532
POA4210	55-59	0	M	524
POA4210	55-59	1	F	3
POA4210	55-59	1	M	7
POA4210	60-64		F	28
POA4210	60-64		M	33
POA4210	60-64	0	F	440
POA4210	60-64	0	M	389
POA4210	60-64	1	F	8
POA4210	60-64	1	M	3
POA4210	65+		F	66
POA4210	65+		M	55
POA4210	65+	0	F	902
POA4210	65+	0	M	886
POA4210	65+	1	F	6
POA4210	65+	1	M	9
POA4211	0-4		F	107
POA4211	0-4		M	107
POA4211	0-4	0	F	1820
POA4211	0-4	0	M	1947
POA4211	0-4	1	F	61
POA4211	0-4	1	M	67
POA4211	5-9		F	117
POA4211	5-9		M	102
POA4211	5-9	0	F	1986
POA4211	5-9	0	M	2072
POA4211	5-9	1	F	73
POA4211	5-9	1	M	63
POA4211	10-14		F	96
POA4211	10-14		M	88
POA4211	10-14	0	F	1810
POA4211	10-14	0	M	1811
POA4211	10-14	1	F	57
POA4211	10-14	1	M	62
POA4211	15-19		F	97
POA4211	15-19		M	95
POA4211	15-19	0	F	1745
POA4211	15-19	0	M	1823
POA4211	15-19	1	F	60
POA4211	15-19	1	M	63
POA4211	20-24		F	110
POA4211	20-24		M	121
POA4211	20-24	0	F	1654
POA4211	20-24	0	M	1607
POA4211	20-24	1	F	52
POA4211	20-24	1	M	59
POA4211	25-29		F	114
POA4211	25-29		M	98
POA4211	25-29	0	F	1780
POA4211	25-29	0	M	1579
POA4211	25-29	1	F	52
POA4211	25-29	1	M	46
POA4211	30-34		F	133
POA4211	30-34		M	130
POA4211	30-34	0	F	2060
POA4211	30-34	0	M	1872
POA4211	30-34	1	F	47
POA4211	30-34	1	M	34
POA4211	35-39		F	102
POA4211	35-39		M	120
POA4211	35-39	0	F	2044
POA4211	35-39	0	M	1933
POA4211	35-39	1	F	43
POA4211	35-39	1	M	28
POA4211	40-44		F	112
POA4211	40-44		M	118
POA4211	40-44	0	F	2224
POA4211	40-44	0	M	1990
POA4211	40-44	1	F	29
POA4211	40-44	1	M	26
POA4211	45-49		F	127
POA4211	45-49		M	108
POA4211	45-49	0	F	2180
POA4211	45-49	0	M	1977
POA4211	45-49	1	F	46
POA4211	45-49	1	M	38
POA4211	50-54		F	102
POA4211	50-54		M	122
POA4211	50-54	0	F	1913
POA4211	50-54	0	M	1857
POA4211	50-54	1	F	30
POA4211	50-54	1	M	26
POA4211	55-59		F	101
POA4211	55-59		M	108
POA4211	55-59	0	F	1805
POA4211	55-59	0	M	1611
POA4211	55-59	1	F	28
POA4211	55-59	1	M	30
POA4211	60-64		F	111
POA4211	60-64		M	101
POA4211	60-64	0	F	1554
POA4211	60-64	0	M	1442
POA4211	60-64	1	F	17
POA4211	60-64	1	M	6
POA4211	65+		F	284
POA4211	65+		M	292
POA4211	65+	0	F	4206
POA4211	65+	0	M	3880
POA4211	65+	1	F	19
POA4211	65+	1	M	8
POA4212	0-4		F	51
POA4212	0-4		M	54
POA4212	0-4	0	F	590
POA4212	0-4	0	M	617
POA4212	0-4	1	F	13
POA4212	0-4	1	M	16
POA4212	5-9		F	49
POA4212	5-9		M	49
POA4212	5-9	0	F	741
POA4212	5-9	0	M	729
POA4212	5-9	1	F	6
POA4212	5-9	1	M	13
POA4212	10-14		F	61
POA4212	10-14		M	61
POA4212	10-14	0	F	795
POA4212	10-14	0	M	879
POA4212	10-14	1	F	6
POA4212	10-14	1	M	10
POA4212	15-19		F	65
POA4212	15-19		M	58
POA4212	15-19	0	F	857
POA4212	15-19	0	M	891
POA4212	15-19	1	F	17
POA4212	15-19	1	M	15
POA4212	20-24		F	47
POA4212	20-24		M	43
POA4212	20-24	0	F	627
POA4212	20-24	0	M	683
POA4212	20-24	1	F	9
POA4212	20-24	1	M	16
POA4212	25-29		F	40
POA4212	25-29		M	51
POA4212	25-29	0	F	536
POA4212	25-29	0	M	563
POA4212	25-29	1	F	13
POA4212	25-29	1	M	8
POA4212	30-34		F	57
POA4212	30-34		M	47
POA4212	30-34	0	F	668
POA4212	30-34	0	M	599
POA4212	30-34	1	F	11
POA4212	30-34	1	M	12
POA4212	35-39		F	55
POA4212	35-39		M	53
POA4212	35-39	0	F	782
POA4212	35-39	0	M	671
POA4212	35-39	1	F	10
POA4212	35-39	1	M	11
POA4212	40-44		F	85
POA4212	40-44		M	79
POA4212	40-44	0	F	1053
POA4212	40-44	0	M	885
POA4212	40-44	1	F	7
POA4212	40-44	1	M	4
POA4212	45-49		F	78
POA4212	45-49		M	95
POA4212	45-49	0	F	1052
POA4212	45-49	0	M	956
POA4212	45-49	1	F	10
POA4212	45-49	1	M	11
POA4212	50-54		F	75
POA4212	50-54		M	86
POA4212	50-54	0	F	986
POA4212	50-54	0	M	969
POA4212	50-54	1	F	11
POA4212	50-54	1	M	6
POA4212	55-59		F	77
POA4212	55-59		M	77
POA4212	55-59	0	F	973
POA4212	55-59	0	M	875
POA4212	55-59	1	F	7
POA4212	55-59	1	M	4
POA4212	60-64		F	69
POA4212	60-64		M	59
POA4212	60-64	0	F	882
POA4212	60-64	0	M	776
POA4212	60-64	1	F	8
POA4212	60-64	1	M	4
POA4212	65+		F	204
POA4212	65+		M	175
POA4212	65+	0	F	2714
POA4212	65+	0	M	2421
POA4212	65+	1	F	5
POA4212	65+	1	M	10
POA4213	0-4		F	46
POA4213	0-4		M	38
POA4213	0-4	0	F	783
POA4213	0-4	0	M	804
POA4213	0-4	1	F	33
POA4213	0-4	1	M	25
POA4213	5-9		F	53
POA4213	5-9		M	58
POA4213	5-9	0	F	1030
POA4213	5-9	0	M	1060
POA4213	5-9	1	F	20
POA4213	5-9	1	M	28
POA4213	10-14		F	53
POA4213	10-14		M	58
POA4213	10-14	0	F	997
POA4213	10-14	0	M	1117
POA4213	10-14	1	F	35
POA4213	10-14	1	M	34
POA4213	15-19		F	46
POA4213	15-19		M	47
POA4213	15-19	0	F	886
POA4213	15-19	0	M	981
POA4213	15-19	1	F	34
POA4213	15-19	1	M	35
POA4213	20-24		F	37
POA4213	20-24		M	30
POA4213	20-24	0	F	650
POA4213	20-24	0	M	674
POA4213	20-24	1	F	14
POA4213	20-24	1	M	24
POA4213	25-29		F	27
POA4213	25-29		M	40
POA4213	25-29	0	F	620
POA4213	25-29	0	M	535
POA4213	25-29	1	F	12
POA4213	25-29	1	M	15
POA4213	30-34		F	56
POA4213	30-34		M	45
POA4213	30-34	0	F	788
POA4213	30-34	0	M	675
POA4213	30-34	1	F	14
POA4213	30-34	1	M	22
POA4213	35-39		F	50
POA4213	35-39		M	55
POA4213	35-39	0	F	953
POA4213	35-39	0	M	783
POA4213	35-39	1	F	15
POA4213	35-39	1	M	19
POA4213	40-44		F	62
POA4213	40-44		M	59
POA4213	40-44	0	F	1158
POA4213	40-44	0	M	1019
POA4213	40-44	1	F	20
POA4213	40-44	1	M	16
POA4213	45-49		F	50
POA4213	45-49		M	68
POA4213	45-49	0	F	1120
POA4213	45-49	0	M	1036
POA4213	45-49	1	F	10
POA4213	45-49	1	M	14
POA4213	50-54		F	62
POA4213	50-54		M	51
POA4213	50-54	0	F	1040
POA4213	50-54	0	M	980
POA4213	50-54	1	F	14
POA4213	50-54	1	M	6
POA4213	55-59		F	60
POA4213	55-59		M	59
POA4213	55-59	0	F	972
POA4213	55-59	0	M	908
POA4213	55-59	1	F	14
POA4213	55-59	1	M	4
POA4213	60-64		F	55
POA4213	60-64		M	56
POA4213	60-64	0	F	770
POA4213	60-64	0	M	724
POA4213	60-64	1	F	4
POA4213	60-64	1	M	7
POA4213	65+		F	256
POA4213	65+		M	168
POA4213	65+	0	F	1881
POA4213	65+	0	M	1837
POA4213	65+	1	F	17
POA4213	65+	1	M	10
POA4214	0-4		F	52
POA4214	0-4		M	47
POA4214	0-4	0	F	925
POA4214	0-4	0	M	873
POA4214	0-4	1	F	37
POA4214	0-4	1	M	30
POA4214	5-9		F	44
POA4214	5-9		M	69
POA4214	5-9	0	F	990
POA4214	5-9	0	M	1073
POA4214	5-9	1	F	37
POA4214	5-9	1	M	34
POA4214	10-14		F	43
POA4214	10-14		M	60
POA4214	10-14	0	F	1003
POA4214	10-14	0	M	1090
POA4214	10-14	1	F	31
POA4214	10-14	1	M	44
POA4214	15-19		F	70
POA4214	15-19		M	77
POA4214	15-19	0	F	1227
POA4214	15-19	0	M	1314
POA4214	15-19	1	F	42
POA4214	15-19	1	M	46
POA4214	20-24		F	73
POA4214	20-24		M	82
POA4214	20-24	0	F	1291
POA4214	20-24	0	M	1417
POA4214	20-24	1	F	27
POA4214	20-24	1	M	33
POA4214	25-29		F	54
POA4214	25-29		M	64
POA4214	25-29	0	F	981
POA4214	25-29	0	M	1011
POA4214	25-29	1	F	22
POA4214	25-29	1	M	22
POA4214	30-34		F	63
POA4214	30-34		M	81
POA4214	30-34	0	F	995
POA4214	30-34	0	M	999
POA4214	30-34	1	F	23
POA4214	30-34	1	M	25
POA4214	35-39		F	63
POA4214	35-39		M	51
POA4214	35-39	0	F	1111
POA4214	35-39	0	M	981
POA4214	35-39	1	F	28
POA4214	35-39	1	M	11
POA4214	40-44		F	72
POA4214	40-44		M	55
POA4214	40-44	0	F	1303
POA4214	40-44	0	M	1114
POA4214	40-44	1	F	13
POA4214	40-44	1	M	9
POA4214	45-49		F	81
POA4214	45-49		M	91
POA4214	45-49	0	F	1323
POA4214	45-49	0	M	1175
POA4214	45-49	1	F	10
POA4214	45-49	1	M	17
POA4214	50-54		F	67
POA4214	50-54		M	77
POA4214	50-54	0	F	1330
POA4214	50-54	0	M	1193
POA4214	50-54	1	F	22
POA4214	50-54	1	M	10
POA4214	55-59		F	68
POA4214	55-59		M	68
POA4214	55-59	0	F	1194
POA4214	55-59	0	M	1101
POA4214	55-59	1	F	15
POA4214	55-59	1	M	15
POA4214	60-64		F	61
POA4214	60-64		M	50
POA4214	60-64	0	F	985
POA4214	60-64	0	M	886
POA4214	60-64	1	F	12
POA4214	60-64	1	M	6
POA4214	65+		F	217
POA4214	65+		M	161
POA4214	65+	0	F	3078
POA4214	65+	0	M	2534
POA4214	65+	1	F	18
POA4214	65+	1	M	8
POA4215	0-4		F	97
POA4215	0-4		M	102
POA4215	0-4	0	F	1006
POA4215	0-4	0	M	1067
POA4215	0-4	1	F	44
POA4215	0-4	1	M	50
POA4215	5-9		F	91
POA4215	5-9		M	86
POA4215	5-9	0	F	885
POA4215	5-9	0	M	954
POA4215	5-9	1	F	49
POA4215	5-9	1	M	52
POA4215	10-14		F	83
POA4215	10-14		M	80
POA4215	10-14	0	F	826
POA4215	10-14	0	M	885
POA4215	10-14	1	F	51
POA4215	10-14	1	M	46
POA4215	15-19		F	129
POA4215	15-19		M	116
POA4215	15-19	0	F	1261
POA4215	15-19	0	M	1272
POA4215	15-19	1	F	50
POA4215	15-19	1	M	66
POA4215	20-24		F	251
POA4215	20-24		M	214
POA4215	20-24	0	F	2291
POA4215	20-24	0	M	2146
POA4215	20-24	1	F	54
POA4215	20-24	1	M	48
POA4215	25-29		F	217
POA4215	25-29		M	220
POA4215	25-29	0	F	2055
POA4215	25-29	0	M	1969
POA4215	25-29	1	F	29
POA4215	25-29	1	M	47
POA4215	30-34		F	132
POA4215	30-34		M	157
POA4215	30-34	0	F	1689
POA4215	30-34	0	M	1711
POA4215	30-34	1	F	38
POA4215	30-34	1	M	25
POA4215	35-39		F	124
POA4215	35-39		M	140
POA4215	35-39	0	F	1471
POA4215	35-39	0	M	1497
POA4215	35-39	1	F	22
POA4215	35-39	1	M	21
POA4215	40-44		F	126
POA4215	40-44		M	153
POA4215	40-44	0	F	1399
POA4215	40-44	0	M	1395
POA4215	40-44	1	F	33
POA4215	40-44	1	M	25
POA4215	45-49		F	140
POA4215	45-49		M	135
POA4215	45-49	0	F	1409
POA4215	45-49	0	M	1279
POA4215	45-49	1	F	38
POA4215	45-49	1	M	26
POA4215	50-54		F	145
POA4215	50-54		M	162
POA4215	50-54	0	F	1405
POA4215	50-54	0	M	1302
POA4215	50-54	1	F	19
POA4215	50-54	1	M	28
POA4215	55-59		F	116
POA4215	55-59		M	119
POA4215	55-59	0	F	1389
POA4215	55-59	0	M	1171
POA4215	55-59	1	F	28
POA4215	55-59	1	M	20
POA4215	60-64		F	120
POA4215	60-64		M	106
POA4215	60-64	0	F	1287
POA4215	60-64	0	M	1116
POA4215	60-64	1	F	13
POA4215	60-64	1	M	12
POA4215	65+		F	446
POA4215	65+		M	353
POA4215	65+	0	F	4909
POA4215	65+	0	M	3781
POA4215	65+	1	F	32
POA4215	65+	1	M	21
POA4216	0-4		F	68
POA4216	0-4		M	50
POA4216	0-4	0	F	745
POA4216	0-4	0	M	817
POA4216	0-4	1	F	31
POA4216	0-4	1	M	26
POA4216	5-9		F	40
POA4216	5-9		M	55
POA4216	5-9	0	F	798
POA4216	5-9	0	M	852
POA4216	5-9	1	F	23
POA4216	5-9	1	M	30
POA4216	10-14		F	50
POA4216	10-14		M	54
POA4216	10-14	0	F	739
POA4216	10-14	0	M	797
POA4216	10-14	1	F	21
POA4216	10-14	1	M	28
POA4216	15-19		F	57
POA4216	15-19		M	49
POA4216	15-19	0	F	782
POA4216	15-19	0	M	788
POA4216	15-19	1	F	31
POA4216	15-19	1	M	24
POA4216	20-24		F	81
POA4216	20-24		M	67
POA4216	20-24	0	F	917
POA4216	20-24	0	M	874
POA4216	20-24	1	F	11
POA4216	20-24	1	M	21
POA4216	25-29		F	70
POA4216	25-29		M	65
POA4216	25-29	0	F	899
POA4216	25-29	0	M	892
POA4216	25-29	1	F	15
POA4216	25-29	1	M	17
POA4216	30-34		F	72
POA4216	30-34		M	71
POA4216	30-34	0	F	974
POA4216	30-34	0	M	842
POA4216	30-34	1	F	21
POA4216	30-34	1	M	21
POA4216	35-39		F	54
POA4216	35-39		M	67
POA4216	35-39	0	F	990
POA4216	35-39	0	M	888
POA4216	35-39	1	F	19
POA4216	35-39	1	M	10
POA4216	40-44		F	85
POA4216	40-44		M	87
POA4216	40-44	0	F	1199
POA4216	40-44	0	M	1081
POA4216	40-44	1	F	13
POA4216	40-44	1	M	16
POA4216	45-49		F	81
POA4216	45-49		M	82
POA4216	45-49	0	F	1206
POA4216	45-49	0	M	1027
POA4216	45-49	1	F	15
POA4216	45-49	1	M	21
POA4216	50-54		F	104
POA4216	50-54		M	84
POA4216	50-54	0	F	1224
POA4216	50-54	0	M	1085
POA4216	50-54	1	F	20
POA4216	50-54	1	M	11
POA4216	55-59		F	92
POA4216	55-59		M	103
POA4216	55-59	0	F	1316
POA4216	55-59	0	M	1066
POA4216	55-59	1	F	26
POA4216	55-59	1	M	8
POA4216	60-64		F	89
POA4216	60-64		M	79
POA4216	60-64	0	F	1379
POA4216	60-64	0	M	1064
POA4216	60-64	1	F	5
POA4216	60-64	1	M	8
POA4216	65+		F	357
POA4216	65+		M	306
POA4216	65+	0	F	4966
POA4216	65+	0	M	4179
POA4216	65+	1	F	25
POA4216	65+	1	M	14
POA4217	0-4		F	86
POA4217	0-4		M	90
POA4217	0-4	0	F	635
POA4217	0-4	0	M	690
POA4217	0-4	1	F	15
POA4217	0-4	1	M	9
POA4217	5-9		F	74
POA4217	5-9		M	63
POA4217	5-9	0	F	645
POA4217	5-9	0	M	733
POA4217	5-9	1	F	14
POA4217	5-9	1	M	10
POA4217	10-14		F	80
POA4217	10-14		M	93
POA4217	10-14	0	F	712
POA4217	10-14	0	M	734
POA4217	10-14	1	F	15
POA4217	10-14	1	M	15
POA4217	15-19		F	102
POA4217	15-19		M	105
POA4217	15-19	0	F	888
POA4217	15-19	0	M	868
POA4217	15-19	1	F	21
POA4217	15-19	1	M	20
POA4217	20-24		F	255
POA4217	20-24		M	270
POA4217	20-24	0	F	1576
POA4217	20-24	0	M	1481
POA4217	20-24	1	F	14
POA4217	20-24	1	M	18
POA4217	25-29		F	294
POA4217	25-29		M	314
POA4217	25-29	0	F	1698
POA4217	25-29	0	M	1773
POA4217	25-29	1	F	18
POA4217	25-29	1	M	14
POA4217	30-34		F	174
POA4217	30-34		M	231
POA4217	30-34	0	F	1314
POA4217	30-34	0	M	1401
POA4217	30-34	1	F	14
POA4217	30-34	1	M	5
POA4217	35-39		F	176
POA4217	35-39		M	187
POA4217	35-39	0	F	1037
POA4217	35-39	0	M	1114
POA4217	35-39	1	F	4
POA4217	35-39	1	M	19
POA4217	40-44		F	136
POA4217	40-44		M	166
POA4217	40-44	0	F	1063
POA4217	40-44	0	M	1101
POA4217	40-44	1	F	9
POA4217	40-44	1	M	8
POA4217	45-49		F	158
POA4217	45-49		M	161
POA4217	45-49	0	F	1245
POA4217	45-49	0	M	1184
POA4217	45-49	1	F	7
POA4217	45-49	1	M	20
POA4217	50-54		F	174
POA4217	50-54		M	172
POA4217	50-54	0	F	1272
POA4217	50-54	0	M	1110
POA4217	50-54	1	F	14
POA4217	50-54	1	M	17
POA4217	55-59		F	152
POA4217	55-59		M	149
POA4217	55-59	0	F	1168
POA4217	55-59	0	M	1093
POA4217	55-59	1	F	4
POA4217	55-59	1	M	9
POA4217	60-64		F	157
POA4217	60-64		M	158
POA4217	60-64	0	F	1101
POA4217	60-64	0	M	1036
POA4217	60-64	1	F	8
POA4217	60-64	1	M	12
POA4217	65+		F	449
POA4217	65+		M	449
POA4217	65+	0	F	3412
POA4217	65+	0	M	3334
POA4217	65+	1	F	7
POA4217	65+	1	M	5
POA4218	0-4		F	57
POA4218	0-4		M	58
POA4218	0-4	0	F	642
POA4218	0-4	0	M	677
POA4218	0-4	1	F	20
POA4218	0-4	1	M	25
POA4218	5-9		F	28
POA4218	5-9		M	45
POA4218	5-9	0	F	642
POA4218	5-9	0	M	686
POA4218	5-9	1	F	13
POA4218	5-9	1	M	10
POA4218	10-14		F	62
POA4218	10-14		M	63
POA4218	10-14	0	F	660
POA4218	10-14	0	M	689
POA4218	10-14	1	F	7
POA4218	10-14	1	M	8
POA4218	15-19		F	53
POA4218	15-19		M	55
POA4218	15-19	0	F	671
POA4218	15-19	0	M	707
POA4218	15-19	1	F	11
POA4218	15-19	1	M	11
POA4218	20-24		F	115
POA4218	20-24		M	86
POA4218	20-24	0	F	1087
POA4218	20-24	0	M	947
POA4218	20-24	1	F	32
POA4218	20-24	1	M	19
POA4218	25-29		F	140
POA4218	25-29		M	116
POA4218	25-29	0	F	1314
POA4218	25-29	0	M	1185
POA4218	25-29	1	F	22
POA4218	25-29	1	M	17
POA4218	30-34		F	117
POA4218	30-34		M	108
POA4218	30-34	0	F	1143
POA4218	30-34	0	M	1174
POA4218	30-34	1	F	15
POA4218	30-34	1	M	15
POA4218	35-39		F	75
POA4218	35-39		M	111
POA4218	35-39	0	F	1008
POA4218	35-39	0	M	1017
POA4218	35-39	1	F	6
POA4218	35-39	1	M	8
POA4218	40-44		F	73
POA4218	40-44		M	71
POA4218	40-44	0	F	935
POA4218	40-44	0	M	994
POA4218	40-44	1	F	5
POA4218	40-44	1	M	9
POA4218	45-49		F	99
POA4218	45-49		M	102
POA4218	45-49	0	F	1022
POA4218	45-49	0	M	984
POA4218	45-49	1	F	10
POA4218	45-49	1	M	12
POA4218	50-54		F	85
POA4218	50-54		M	90
POA4218	50-54	0	F	932
POA4218	50-54	0	M	908
POA4218	50-54	1	F	4
POA4218	50-54	1	M	6
POA4218	55-59		F	92
POA4218	55-59		M	90
POA4218	55-59	0	F	980
POA4218	55-59	0	M	826
POA4218	55-59	1	M	9
POA4218	60-64		F	94
POA4218	60-64		M	84
POA4218	60-64	0	F	861
POA4218	60-64	0	M	806
POA4218	60-64	1	F	9
POA4218	60-64	1	M	4
POA4218	65+		F	256
POA4218	65+		M	233
POA4218	65+	0	F	2853
POA4218	65+	0	M	2526
POA4218	65+	1	F	9
POA4218	65+	1	M	5
POA4220	0-4		F	54
POA4220	0-4		M	40
POA4220	0-4	0	F	848
POA4220	0-4	0	M	812
POA4220	0-4	1	F	26
