POA_CODE_2016	Age	MaritalStatus	Sex	responses
POA2546	25-34	Separated	F	8
POA2546	25-34	Separated	M	5
POA2546	35-44	Divorced	F	38
POA2546	35-44	Divorced	M	24
POA2546	35-44	Married	F	190
POA2546	35-44	Married	M	153
POA2546	35-44	Separated	F	16
POA2546	35-44	Separated	M	9
POA2546	35-44	Widowed	M	3
POA2546	45-54	Divorced	F	107
POA2546	45-54	Divorced	M	83
POA2546	45-54	Married	F	275
POA2546	45-54	Married	M	229
POA2546	45-54	Separated	F	32
POA2546	45-54	Separated	M	27
POA2546	45-54	Widowed	F	18
POA2546	45-54	Widowed	M	3
POA2546	55-64	Divorced	F	213
POA2546	55-64	Divorced	M	185
POA2546	55-64	Married	F	626
POA2546	55-64	Married	M	509
POA2546	55-64	Separated	F	45
POA2546	55-64	Separated	M	53
POA2546	55-64	Widowed	F	51
POA2546	55-64	Widowed	M	17
POA2546	65-74	Divorced	F	148
POA2546	65-74	Divorced	M	183
POA2546	65-74	Married	F	533
POA2546	65-74	Married	M	665
POA2546	65-74	Separated	F	27
POA2546	65-74	Separated	M	40
POA2546	65-74	Widowed	F	125
POA2546	65-74	Widowed	M	40
POA2546	75-84	Divorced	F	33
POA2546	75-84	Divorced	M	54
POA2546	75-84	Married	F	213
POA2546	75-84	Married	M	299
POA2546	75-84	Separated	F	13
POA2546	75-84	Separated	M	21
POA2546	75-84	Widowed	F	163
POA2546	75-84	Widowed	M	56
POA2546	85+	Divorced	F	5
POA2546	85+	Divorced	M	9
POA2546	85+	Married	F	60
POA2546	85+	Married	M	80
POA2546	85+	Separated	F	3
POA2546	85+	Separated	M	3
POA2546	85+	Widowed	F	187
POA2546	85+	Widowed	M	59
POA2548	20-24	Married	F	11
POA2548	20-24	Married	M	4
POA2548	25-34	Divorced	F	3
POA2548	25-34	Divorced	M	14
POA2548	25-34	Married	F	113
POA2548	25-34	Married	M	73
POA2548	25-34	Separated	F	4
POA2548	25-34	Separated	M	3
POA2548	35-44	Divorced	F	35
POA2548	35-44	Divorced	M	22
POA2548	35-44	Married	F	170
POA2548	35-44	Married	M	175
POA2548	35-44	Separated	F	18
POA2548	35-44	Separated	M	19
POA2548	35-44	Widowed	F	8
POA2548	45-54	Divorced	F	90
POA2548	45-54	Divorced	M	57
POA2548	45-54	Married	F	293
POA2548	45-54	Married	M	249
POA2548	45-54	Separated	F	47
POA2548	45-54	Separated	M	32
POA2548	45-54	Widowed	F	6
POA2548	55-64	Divorced	F	148
POA2548	55-64	Divorced	M	123
POA2548	55-64	Married	F	439
POA2548	55-64	Married	M	387
POA2548	55-64	Separated	F	22
POA2548	55-64	Separated	M	32
POA2548	55-64	Widowed	F	30
POA2548	55-64	Widowed	M	10
POA2548	65-74	Divorced	F	115
POA2548	65-74	Divorced	M	97
POA2548	65-74	Married	F	483
POA2548	65-74	Married	M	506
POA2548	65-74	Separated	F	22
POA2548	65-74	Separated	M	29
POA2548	65-74	Widowed	F	106
POA2548	65-74	Widowed	M	22
POA2548	75-84	Divorced	F	51
POA2548	75-84	Divorced	M	40
POA2548	75-84	Married	F	205
POA2548	75-84	Married	M	278
POA2548	75-84	Separated	F	14
POA2548	75-84	Separated	M	8
POA2548	75-84	Widowed	F	184
POA2548	75-84	Widowed	M	46
POA2548	85+	Divorced	F	16
POA2548	85+	Divorced	M	7
POA2548	85+	Married	F	39
POA2548	85+	Married	M	69
POA2548	85+	Widowed	F	152
POA2548	85+	Widowed	M	42
POA2549	25-34	Divorced	F	3
POA2549	25-34	Divorced	M	4
POA2549	25-34	Married	F	45
POA2549	25-34	Married	M	26
POA2549	25-34	Separated	F	11
POA2549	25-34	Separated	M	3
POA2549	35-44	Divorced	F	15
POA2549	35-44	Divorced	M	11
POA2549	35-44	Married	F	118
POA2549	35-44	Married	M	84
POA2549	35-44	Separated	F	22
POA2549	35-44	Separated	M	7
POA2549	35-44	Widowed	F	3
POA2549	45-54	Divorced	F	36
POA2549	45-54	Divorced	M	34
POA2549	45-54	Married	F	175
POA2549	45-54	Married	M	171
POA2549	45-54	Separated	F	25
POA2549	45-54	Separated	M	5
POA2549	45-54	Widowed	F	6
POA2549	45-54	Widowed	M	3
POA2549	55-64	Divorced	F	53
POA2549	55-64	Divorced	M	57
POA2549	55-64	Married	F	223
POA2549	55-64	Married	M	205
POA2549	55-64	Separated	F	19
POA2549	55-64	Separated	M	15
POA2549	55-64	Widowed	F	21
POA2549	55-64	Widowed	M	9
POA2549	65-74	Divorced	F	48
POA2549	65-74	Divorced	M	47
POA2549	65-74	Married	F	169
POA2549	65-74	Married	M	198
POA2549	65-74	Separated	F	8
POA2549	65-74	Separated	M	14
POA2549	65-74	Widowed	F	26
POA2549	65-74	Widowed	M	15
POA2549	75-84	Divorced	F	8
POA2549	75-84	Divorced	M	11
POA2549	75-84	Married	F	73
POA2549	75-84	Married	M	91
POA2549	75-84	Widowed	F	57
POA2549	75-84	Widowed	M	10
POA2549	85+	Divorced	F	3
POA2549	85+	Divorced	M	4
POA2549	85+	Married	F	10
POA2549	85+	Married	M	29
POA2549	85+	Separated	M	3
POA2549	85+	Widowed	F	65
POA2549	85+	Widowed	M	10
POA2550	20-24	Married	F	15
POA2550	20-24	Married	M	10
POA2550	20-24	Separated	F	3
POA2550	25-34	Divorced	F	24
POA2550	25-34	Divorced	M	8
POA2550	25-34	Married	F	258
POA2550	25-34	Married	M	183
POA2550	25-34	Separated	F	27
POA2550	25-34	Separated	M	11
POA2550	35-44	Divorced	F	77
POA2550	35-44	Divorced	M	50
POA2550	35-44	Married	F	443
POA2550	35-44	Married	M	379
POA2550	35-44	Separated	F	35
POA2550	35-44	Separated	M	36
POA2550	35-44	Widowed	F	5
POA2550	45-54	Divorced	F	195
POA2550	45-54	Divorced	M	156
POA2550	45-54	Married	F	699
POA2550	45-54	Married	M	599
POA2550	45-54	Separated	F	59
POA2550	45-54	Separated	M	64
POA2550	45-54	Widowed	F	36
POA2550	45-54	Widowed	M	6
POA2550	55-64	Divorced	F	277
POA2550	55-64	Divorced	M	252
POA2550	55-64	Married	F	883
POA2550	55-64	Married	M	882
POA2550	55-64	Separated	F	75
POA2550	55-64	Separated	M	66
POA2550	55-64	Widowed	F	83
POA2550	55-64	Widowed	M	36
POA2550	65-74	Divorced	F	169
POA2550	65-74	Divorced	M	174
POA2550	65-74	Married	F	577
POA2550	65-74	Married	M	695
POA2550	65-74	Separated	F	29
POA2550	65-74	Separated	M	51
POA2550	65-74	Widowed	F	136
POA2550	65-74	Widowed	M	53
POA2550	75-84	Divorced	F	41
POA2550	75-84	Divorced	M	54
POA2550	75-84	Married	F	221
POA2550	75-84	Married	M	340
POA2550	75-84	Separated	F	14
POA2550	75-84	Separated	M	16
POA2550	75-84	Widowed	F	170
POA2550	75-84	Widowed	M	55
POA2550	85+	Divorced	F	10
POA2550	85+	Divorced	M	4
POA2550	85+	Married	F	41
POA2550	85+	Married	M	63
POA2550	85+	Separated	M	3
POA2550	85+	Widowed	F	149
POA2550	85+	Widowed	M	38
POA2551	20-24	Married	F	9
POA2551	25-34	Divorced	F	4
POA2551	25-34	Married	F	58
POA2551	25-34	Married	M	40
POA2551	25-34	Separated	F	3
POA2551	35-44	Divorced	F	20
POA2551	35-44	Divorced	M	8
POA2551	35-44	Married	F	76
POA2551	35-44	Married	M	58
POA2551	35-44	Separated	F	9
POA2551	35-44	Separated	M	12
POA2551	35-44	Widowed	F	3
POA2551	45-54	Divorced	F	42
POA2551	45-54	Divorced	M	35
POA2551	45-54	Married	F	110
POA2551	45-54	Married	M	99
POA2551	45-54	Separated	F	13
POA2551	45-54	Separated	M	12
POA2551	45-54	Widowed	F	9
POA2551	55-64	Divorced	F	47
POA2551	55-64	Divorced	M	49
POA2551	55-64	Married	F	199
POA2551	55-64	Married	M	188
POA2551	55-64	Separated	F	20
POA2551	55-64	Separated	M	10
POA2551	55-64	Widowed	F	24
POA2551	55-64	Widowed	M	3
POA2551	65-74	Divorced	F	46
POA2551	65-74	Divorced	M	50
POA2551	65-74	Married	F	163
POA2551	65-74	Married	M	183
POA2551	65-74	Separated	F	10
POA2551	65-74	Separated	M	11
POA2551	65-74	Widowed	F	48
POA2551	65-74	Widowed	M	17
POA2551	75-84	Divorced	F	15
POA2551	75-84	Divorced	M	20
POA2551	75-84	Married	F	60
POA2551	75-84	Married	M	85
POA2551	75-84	Separated	F	3
POA2551	75-84	Separated	M	3
POA2551	75-84	Widowed	F	65
POA2551	75-84	Widowed	M	20
POA2551	85+	Divorced	F	3
POA2551	85+	Divorced	M	4
POA2551	85+	Married	F	17
POA2551	85+	Married	M	24
POA2551	85+	Widowed	F	67
POA2551	85+	Widowed	M	24
POA2555	25-34	Married	F	5
POA2555	25-34	Married	M	4
POA2555	25-34	Separated	F	4
POA2555	35-44	Divorced	F	3
POA2555	35-44	Divorced	M	3
POA2555	35-44	Married	F	8
POA2555	35-44	Married	M	7
POA2555	45-54	Divorced	F	3
POA2555	45-54	Divorced	M	3
POA2555	45-54	Married	F	4
POA2555	45-54	Married	M	3
POA2555	55-64	Divorced	M	4
POA2555	55-64	Married	F	8
POA2555	55-64	Married	M	9
POA2555	65-74	Divorced	M	6
POA2555	65-74	Married	F	3
POA2555	65-74	Married	M	11
POA2555	65-74	Separated	M	3
POA2555	65-74	Widowed	F	3
POA2555	75-84	Married	M	7
POA2555	75-84	Widowed	F	3
POA2555	85+	Widowed	F	4
POA2556	20-24	Married	F	9
POA2556	20-24	Separated	F	4
POA2556	25-34	Divorced	F	7
POA2556	25-34	Married	F	69
POA2556	25-34	Married	M	48
POA2556	25-34	Separated	M	5
POA2556	35-44	Divorced	F	8
POA2556	35-44	Divorced	M	12
POA2556	35-44	Married	F	105
POA2556	35-44	Married	M	99
POA2556	35-44	Separated	F	4
POA2556	35-44	Separated	M	3
POA2556	45-54	Divorced	F	20
POA2556	45-54	Divorced	M	21
POA2556	45-54	Married	F	123
POA2556	45-54	Married	M	126
POA2556	45-54	Separated	F	6
POA2556	45-54	Separated	M	17
POA2556	45-54	Widowed	F	8
POA2556	45-54	Widowed	M	5
POA2556	55-64	Divorced	F	20
POA2556	55-64	Divorced	M	21
POA2556	55-64	Married	F	133
POA2556	55-64	Married	M	120
POA2556	55-64	Separated	M	3
POA2556	55-64	Widowed	F	9
POA2556	65-74	Divorced	F	11
POA2556	65-74	Divorced	M	16
POA2556	65-74	Married	F	82
POA2556	65-74	Married	M	116
POA2556	65-74	Separated	F	3
POA2556	65-74	Separated	M	9
POA2556	65-74	Widowed	F	18
POA2556	65-74	Widowed	M	5
POA2556	75-84	Divorced	M	3
POA2556	75-84	Married	F	18
POA2556	75-84	Married	M	37
POA2556	75-84	Separated	M	4
POA2556	75-84	Widowed	F	11
POA2556	85+	Married	M	6
POA2556	85+	Widowed	F	16
POA2556	85+	Widowed	M	5
POA2557	20-24	Married	F	34
POA2557	20-24	Married	M	18
POA2557	25-34	Divorced	F	17
POA2557	25-34	Divorced	M	9
POA2557	25-34	Married	F	573
POA2557	25-34	Married	M	470
POA2557	25-34	Separated	F	19
POA2557	25-34	Separated	M	8
POA2557	25-34	Widowed	F	3
POA2557	35-44	Divorced	F	43
POA2557	35-44	Divorced	M	39
POA2557	35-44	Married	F	463
POA2557	35-44	Married	M	457
POA2557	35-44	Separated	F	32
POA2557	35-44	Separated	M	29
POA2557	45-54	Divorced	F	45
POA2557	45-54	Divorced	M	44
POA2557	45-54	Married	F	345
POA2557	45-54	Married	M	391
POA2557	45-54	Separated	F	24
POA2557	45-54	Separated	M	17
POA2557	45-54	Widowed	F	5
POA2557	55-64	Divorced	F	45
POA2557	55-64	Divorced	M	30
POA2557	55-64	Married	F	308
POA2557	55-64	Married	M	310
POA2557	55-64	Separated	F	17
POA2557	55-64	Separated	M	18
POA2557	55-64	Widowed	F	28
POA2557	55-64	Widowed	M	3
POA2557	65-74	Divorced	F	26
POA2557	65-74	Divorced	M	21
POA2557	65-74	Married	F	210
POA2557	65-74	Married	M	248
POA2557	65-74	Separated	F	10
POA2557	65-74	Separated	M	15
POA2557	65-74	Widowed	F	41
POA2557	65-74	Widowed	M	10
POA2557	75-84	Divorced	F	10
POA2557	75-84	Divorced	M	3
POA2557	75-84	Married	F	46
POA2557	75-84	Married	M	94
POA2557	75-84	Separated	M	6
POA2557	75-84	Widowed	F	37
POA2557	75-84	Widowed	M	10
POA2557	85+	Married	F	11
POA2557	85+	Married	M	11
POA2557	85+	Widowed	F	25
POA2557	85+	Widowed	M	8
POA2558	20-24	Married	F	38
POA2558	20-24	Married	M	16
POA2558	20-24	Separated	F	3
POA2558	25-34	Divorced	F	32
POA2558	25-34	Divorced	M	12
POA2558	25-34	Married	F	381
POA2558	25-34	Married	M	306
POA2558	25-34	Separated	F	40
POA2558	25-34	Separated	M	18
POA2558	25-34	Widowed	F	3
POA2558	35-44	Divorced	F	75
POA2558	35-44	Divorced	M	63
POA2558	35-44	Married	F	435
POA2558	35-44	Married	M	418
POA2558	35-44	Separated	F	47
POA2558	35-44	Separated	M	22
POA2558	35-44	Widowed	F	3
POA2558	45-54	Divorced	F	120
POA2558	45-54	Divorced	M	76
POA2558	45-54	Married	F	497
POA2558	45-54	Married	M	459
POA2558	45-54	Separated	F	55
POA2558	45-54	Separated	M	45
POA2558	45-54	Widowed	F	18
POA2558	45-54	Widowed	M	6
POA2558	55-64	Divorced	F	128
POA2558	55-64	Divorced	M	87
POA2558	55-64	Married	F	494
POA2558	55-64	Married	M	539
POA2558	55-64	Separated	F	55
POA2558	55-64	Separated	M	47
POA2558	55-64	Widowed	F	36
POA2558	55-64	Widowed	M	5
POA2558	65-74	Divorced	F	67
POA2558	65-74	Divorced	M	46
POA2558	65-74	Married	F	189
POA2558	65-74	Married	M	258
POA2558	65-74	Separated	F	17
POA2558	65-74	Separated	M	16
POA2558	65-74	Widowed	F	45
POA2558	65-74	Widowed	M	17
POA2558	75-84	Divorced	F	15
POA2558	75-84	Divorced	M	9
POA2558	75-84	Married	F	40
POA2558	75-84	Married	M	84
POA2558	75-84	Separated	F	3
POA2558	75-84	Separated	M	4
POA2558	75-84	Widowed	F	60
POA2558	75-84	Widowed	M	15
POA2558	85+	Divorced	F	3
POA2558	85+	Married	F	9
POA2558	85+	Married	M	14
POA2558	85+	Widowed	F	26
POA2558	85+	Widowed	M	5
POA2559	20-24	Divorced	F	3
POA2559	20-24	Married	F	6
POA2559	20-24	Married	M	4
POA2559	20-24	Separated	F	3
POA2559	25-34	Divorced	F	6
POA2559	25-34	Divorced	M	4
POA2559	25-34	Married	F	37
POA2559	25-34	Married	M	28
POA2559	25-34	Separated	F	15
POA2559	25-34	Separated	M	4
POA2559	35-44	Divorced	F	25
POA2559	35-44	Divorced	M	14
POA2559	35-44	Married	F	52
POA2559	35-44	Married	M	38
POA2559	35-44	Separated	F	14
POA2559	35-44	Separated	M	7
POA2559	35-44	Widowed	F	5
POA2559	45-54	Divorced	F	39
POA2559	45-54	Divorced	M	19
POA2559	45-54	Married	F	85
POA2559	45-54	Married	M	76
POA2559	45-54	Separated	F	33
POA2559	45-54	Separated	M	8
POA2559	55-64	Divorced	F	42
POA2559	55-64	Divorced	M	21
POA2559	55-64	Married	F	54
POA2559	55-64	Married	M	60
POA2559	55-64	Separated	F	3
POA2559	55-64	Separated	M	18
POA2559	55-64	Widowed	F	13
POA2559	55-64	Widowed	M	7
POA2559	65-74	Divorced	F	30
POA2559	65-74	Divorced	M	9
POA2559	65-74	Married	F	28
POA2559	65-74	Married	M	41
POA2559	65-74	Separated	M	3
POA2559	65-74	Widowed	F	26
POA2559	65-74	Widowed	M	8
POA2559	75-84	Divorced	M	3
POA2559	75-84	Married	F	3
POA2559	75-84	Married	M	13
POA2559	75-84	Widowed	F	12
POA2559	75-84	Widowed	M	4
POA2559	85+	Widowed	M	3
POA2560	15-19	Divorced	M	3
POA2560	15-19	Married	F	11
POA2560	15-19	Married	M	5
POA2560	15-19	Separated	M	3
POA2560	15-19	Widowed	M	4
POA2560	20-24	Divorced	F	8
POA2560	20-24	Married	F	251
POA2560	20-24	Married	M	114
POA2560	20-24	Separated	F	29
POA2560	20-24	Separated	M	9
POA2560	20-24	Widowed	F	6
POA2560	20-24	Widowed	M	4
POA2560	25-34	Divorced	F	162
POA2560	25-34	Divorced	M	100
POA2560	25-34	Married	F	2609
POA2560	25-34	Married	M	2046
POA2560	25-34	Separated	F	223
POA2560	25-34	Separated	M	129
POA2560	25-34	Widowed	F	10
POA2560	25-34	Widowed	M	4
POA2560	35-44	Divorced	F	463
POA2560	35-44	Divorced	M	318
POA2560	35-44	Married	F	2824
POA2560	35-44	Married	M	2717
POA2560	35-44	Separated	F	369
POA2560	35-44	Separated	M	263
POA2560	35-44	Widowed	F	36
POA2560	35-44	Widowed	M	20
POA2560	45-54	Divorced	F	771
POA2560	45-54	Divorced	M	540
POA2560	45-54	Married	F	2676
POA2560	45-54	Married	M	2674
POA2560	45-54	Separated	F	379
POA2560	45-54	Separated	M	276
POA2560	45-54	Widowed	F	125
POA2560	45-54	Widowed	M	44
POA2560	55-64	Divorced	F	936
POA2560	55-64	Divorced	M	604
POA2560	55-64	Married	F	2795
POA2560	55-64	Married	M	2882
POA2560	55-64	Separated	F	280
POA2560	55-64	Separated	M	244
POA2560	55-64	Widowed	F	346
POA2560	55-64	Widowed	M	92
POA2560	65-74	Divorced	F	570
POA2560	65-74	Divorced	M	389
POA2560	65-74	Married	F	1956
POA2560	65-74	Married	M	2316
POA2560	65-74	Separated	F	167
POA2560	65-74	Separated	M	168
POA2560	65-74	Widowed	F	615
POA2560	65-74	Widowed	M	170
POA2560	75-84	Divorced	F	161
POA2560	75-84	Divorced	M	113
POA2560	75-84	Married	F	539
POA2560	75-84	Married	M	858
POA2560	75-84	Separated	F	39
POA2560	75-84	Separated	M	38
POA2560	75-84	Widowed	F	660
POA2560	75-84	Widowed	M	176
POA2560	85+	Divorced	F	23
POA2560	85+	Divorced	M	14
POA2560	85+	Married	F	91
POA2560	85+	Married	M	160
POA2560	85+	Separated	F	3
POA2560	85+	Separated	M	7
POA2560	85+	Widowed	F	396
POA2560	85+	Widowed	M	98
POA2563	25-34	Married	F	5
POA2563	25-34	Married	M	3
POA2563	35-44	Divorced	F	3
POA2563	35-44	Married	F	8
POA2563	35-44	Married	M	9
POA2563	45-54	Divorced	F	3
POA2563	45-54	Married	F	15
POA2563	45-54	Married	M	6
POA2563	55-64	Divorced	M	6
POA2563	55-64	Married	F	7
POA2563	55-64	Married	M	12
POA2563	55-64	Separated	F	3
POA2563	65-74	Married	F	9
POA2563	65-74	Married	M	6
POA2563	65-74	Widowed	F	3
POA2563	75-84	Married	F	7
POA2563	75-84	Married	M	6
POA2563	75-84	Widowed	F	3
POA2563	75-84	Widowed	M	3
POA2563	85+	Married	M	3
POA2563	85+	Widowed	F	3
POA2564	15-19	Married	F	3
POA2564	15-19	Married	M	3
POA2564	20-24	Married	F	45
POA2564	20-24	Married	M	17
POA2564	20-24	Separated	F	3
POA2564	20-24	Separated	M	3
POA2564	25-34	Divorced	F	22
POA2564	25-34	Divorced	M	11
POA2564	25-34	Married	F	508
POA2564	25-34	Married	M	311
POA2564	25-34	Separated	F	38
POA2564	25-34	Separated	M	27
POA2564	35-44	Divorced	F	86
POA2564	35-44	Divorced	M	25
POA2564	35-44	Married	F	629
POA2564	35-44	Married	M	611
POA2564	35-44	Separated	F	54
POA2564	35-44	Separated	M	28
POA2564	35-44	Widowed	F	3
POA2564	45-54	Divorced	F	179
POA2564	45-54	Divorced	M	109
POA2564	45-54	Married	F	504
POA2564	45-54	Married	M	538
POA2564	45-54	Separated	F	65
POA2564	45-54	Separated	M	54
POA2564	45-54	Widowed	F	36
POA2564	45-54	Widowed	M	8
POA2564	55-64	Divorced	F	159
POA2564	55-64	Divorced	M	102
POA2564	55-64	Married	F	430
POA2564	55-64	Married	M	493
POA2564	55-64	Separated	F	57
POA2564	55-64	Separated	M	48
POA2564	55-64	Widowed	F	59
POA2564	55-64	Widowed	M	16
POA2564	65-74	Divorced	F	131
POA2564	65-74	Divorced	M	94
POA2564	65-74	Married	F	274
POA2564	65-74	Married	M	349
POA2564	65-74	Separated	F	33
POA2564	65-74	Separated	M	29
POA2564	65-74	Widowed	F	133
POA2564	65-74	Widowed	M	32
POA2564	75-84	Divorced	F	34
POA2564	75-84	Divorced	M	35
POA2564	75-84	Married	F	77
POA2564	75-84	Married	M	117
POA2564	75-84	Separated	F	6
POA2564	75-84	Separated	M	8
POA2564	75-84	Widowed	F	101
POA2564	75-84	Widowed	M	38
POA2564	85+	Divorced	F	13
POA2564	85+	Married	F	14
POA2564	85+	Married	M	24
POA2564	85+	Separated	M	3
POA2564	85+	Widowed	F	48
POA2564	85+	Widowed	M	20
POA2565	15-19	Married	F	4
POA2565	15-19	Married	M	3
POA2565	20-24	Married	F	78
POA2565	20-24	Married	M	25
POA2565	20-24	Separated	F	3
POA2565	25-34	Divorced	F	56
POA2565	25-34	Divorced	M	18
POA2565	25-34	Married	F	936
POA2565	25-34	Married	M	683
POA2565	25-34	Separated	F	49
POA2565	25-34	Separated	M	19
POA2565	25-34	Widowed	M	4
POA2565	35-44	Divorced	F	106
POA2565	35-44	Divorced	M	65
POA2565	35-44	Married	F	912
POA2565	35-44	Married	M	977
POA2565	35-44	Separated	F	81
POA2565	35-44	Separated	M	51
POA2565	35-44	Widowed	F	9
POA2565	35-44	Widowed	M	9
POA2565	45-54	Divorced	F	210
POA2565	45-54	Divorced	M	135
POA2565	45-54	Married	F	876
POA2565	45-54	Married	M	849
POA2565	45-54	Separated	F	80
POA2565	45-54	Separated	M	51
POA2565	45-54	Widowed	F	32
POA2565	45-54	Widowed	M	11
POA2565	55-64	Divorced	F	206
POA2565	55-64	Divorced	M	172
POA2565	55-64	Married	F	771
POA2565	55-64	Married	M	865
POA2565	55-64	Separated	F	56
POA2565	55-64	Separated	M	52
POA2565	55-64	Widowed	F	102
POA2565	55-64	Widowed	M	22
POA2565	65-74	Divorced	F	114
POA2565	65-74	Divorced	M	98
POA2565	65-74	Married	F	389
POA2565	65-74	Married	M	506
POA2565	65-74	Separated	F	30
POA2565	65-74	Separated	M	35
POA2565	65-74	Widowed	F	117
POA2565	65-74	Widowed	M	35
POA2565	75-84	Divorced	F	41
POA2565	75-84	Divorced	M	25
POA2565	75-84	Married	F	113
POA2565	75-84	Married	M	178
POA2565	75-84	Separated	F	10
POA2565	75-84	Separated	M	7
POA2565	75-84	Widowed	F	167
POA2565	75-84	Widowed	M	28
POA2565	85+	Divorced	F	8
POA2565	85+	Divorced	M	3
POA2565	85+	Married	F	25
POA2565	85+	Married	M	35
POA2565	85+	Widowed	F	107
POA2565	85+	Widowed	M	36
POA2566	15-19	Married	F	7
POA2566	15-19	Married	M	3
POA2566	20-24	Married	F	93
POA2566	20-24	Married	M	37
POA2566	20-24	Separated	F	8
POA2566	20-24	Separated	M	3
POA2566	20-24	Widowed	F	3
POA2566	25-34	Divorced	F	56
POA2566	25-34	Divorced	M	34
POA2566	25-34	Married	F	1102
POA2566	25-34	Married	M	754
POA2566	25-34	Separated	F	68
POA2566	25-34	Separated	M	42
POA2566	25-34	Widowed	F	7
POA2566	35-44	Divorced	F	128
POA2566	35-44	Divorced	M	84
POA2566	35-44	Married	F	1144
POA2566	35-44	Married	M	1194
POA2566	35-44	Separated	F	101
POA2566	35-44	Separated	M	88
POA2566	35-44	Widowed	F	16
POA2566	35-44	Widowed	M	4
POA2566	45-54	Divorced	F	247
POA2566	45-54	Divorced	M	159
POA2566	45-54	Married	F	1202
POA2566	45-54	Married	M	1175
POA2566	45-54	Separated	F	102
POA2566	45-54	Separated	M	58
POA2566	45-54	Widowed	F	41
POA2566	45-54	Widowed	M	12
POA2566	55-64	Divorced	F	320
POA2566	55-64	Divorced	M	207
POA2566	55-64	Married	F	1105
POA2566	55-64	Married	M	1217
POA2566	55-64	Separated	F	86
POA2566	55-64	Separated	M	72
POA2566	55-64	Widowed	F	135
POA2566	55-64	Widowed	M	32
POA2566	65-74	Divorced	F	165
POA2566	65-74	Divorced	M	101
POA2566	65-74	Married	F	450
POA2566	65-74	Married	M	623
POA2566	65-74	Separated	F	59
POA2566	65-74	Separated	M	38
POA2566	65-74	Widowed	F	163
POA2566	65-74	Widowed	M	53
POA2566	75-84	Divorced	F	39
POA2566	75-84	Divorced	M	26
POA2566	75-84	Married	F	118
POA2566	75-84	Married	M	190
POA2566	75-84	Separated	F	10
POA2566	75-84	Separated	M	9
POA2566	75-84	Widowed	F	156
POA2566	75-84	Widowed	M	29
POA2566	85+	Divorced	F	5
POA2566	85+	Divorced	M	3
POA2566	85+	Married	F	17
POA2566	85+	Married	M	37
POA2566	85+	Widowed	F	121
POA2566	85+	Widowed	M	17
POA2567	15-19	Married	M	8
POA2567	20-24	Divorced	M	3
POA2567	20-24	Married	F	70
POA2567	20-24	Married	M	32
POA2567	20-24	Separated	F	8
POA2567	20-24	Separated	M	3
POA2567	25-34	Divorced	F	53
POA2567	25-34	Divorced	M	35
POA2567	25-34	Married	F	1496
POA2567	25-34	Married	M	1141
POA2567	25-34	Separated	F	88
POA2567	25-34	Separated	M	42
POA2567	25-34	Widowed	F	11
POA2567	25-34	Widowed	M	6
POA2567	35-44	Divorced	F	310
POA2567	35-44	Divorced	M	137
POA2567	35-44	Married	F	2387
POA2567	35-44	Married	M	2218
POA2567	35-44	Separated	F	168
POA2567	35-44	Separated	M	118
POA2567	35-44	Widowed	F	25
POA2567	35-44	Widowed	M	3
POA2567	45-54	Divorced	F	422
POA2567	45-54	Divorced	M	246
POA2567	45-54	Married	F	1892
POA2567	45-54	Married	M	2019
POA2567	45-54	Separated	F	164
POA2567	45-54	Separated	M	124
POA2567	45-54	Widowed	F	55
POA2567	45-54	Widowed	M	14
POA2567	55-64	Divorced	F	308
POA2567	55-64	Divorced	M	188
POA2567	55-64	Married	F	1239
POA2567	55-64	Married	M	1325
POA2567	55-64	Separated	F	105
POA2567	55-64	Separated	M	69
POA2567	55-64	Widowed	F	107
POA2567	55-64	Widowed	M	33
POA2567	65-74	Divorced	F	198
POA2567	65-74	Divorced	M	90
POA2567	65-74	Married	F	639
POA2567	65-74	Married	M	797
POA2567	65-74	Separated	F	38
POA2567	65-74	Separated	M	38
POA2567	65-74	Widowed	F	168
POA2567	65-74	Widowed	M	35
POA2567	75-84	Divorced	F	36
POA2567	75-84	Divorced	M	17
POA2567	75-84	Married	F	192
POA2567	75-84	Married	M	283
POA2567	75-84	Separated	F	11
POA2567	75-84	Separated	M	12
POA2567	75-84	Widowed	F	174
POA2567	75-84	Widowed	M	41
POA2567	85+	Divorced	F	8
POA2567	85+	Divorced	M	3
POA2567	85+	Married	F	16
POA2567	85+	Married	M	40
POA2567	85+	Separated	F	3
POA2567	85+	Widowed	F	117
POA2567	85+	Widowed	M	16
POA2568	20-24	Married	F	3
POA2568	20-24	Married	M	3
POA2568	25-34	Married	F	29
POA2568	25-34	Married	M	28
POA2568	35-44	Divorced	F	3
POA2568	35-44	Married	F	42
POA2568	35-44	Married	M	41
POA2568	45-54	Divorced	F	3
POA2568	45-54	Divorced	M	6
POA2568	45-54	Married	F	64
POA2568	45-54	Married	M	62
POA2568	45-54	Widowed	F	3
POA2568	55-64	Divorced	M	9
POA2568	55-64	Married	F	51
POA2568	55-64	Married	M	49
POA2568	55-64	Widowed	F	4
POA2568	65-74	Divorced	F	12
POA2568	65-74	Married	F	66
POA2568	65-74	Married	M	62
POA2568	65-74	Widowed	F	14
POA2568	75-84	Divorced	M	3
POA2568	75-84	Married	F	29
POA2568	75-84	Married	M	48
POA2568	75-84	Widowed	F	43
POA2568	75-84	Widowed	M	9
POA2568	85+	Married	F	5
POA2568	85+	Married	M	11
