POA_CODE_2016	Age	MaritalStatus	Registered	adults
POA0845	85+	Never married		3
POA0846	15-19	Never married		7
POA0846	20-24	Never married		21
POA0846	25-34	Married	0	12
POA0846	25-34	Married	1	3
POA0846	25-34	Never married		12
POA0846	35-44	Married	0	3
POA0846	35-44	Married	1	3
POA0846	35-44	Never married		12
POA0846	45-54	Married	0	8
POA0846	45-54	Married	1	23
POA0846	45-54	Never married		17
POA0846	55-64	Married	1	14
POA0846	55-64	Never married		21
POA0846	65-74	Married	0	3
POA0846	65-74	Married	1	17
POA0846	65-74	Never married		19
POA0846	75-84	Never married		9
POA0846	85+	Never married		3
POA0847	15-19	Married	0	3
POA0847	15-19	Married	1	3
POA0847	15-19	Never married		18
POA0847	20-24	Married	0	3
POA0847	20-24	Married	1	8
POA0847	20-24	Never married		8
POA0847	25-34	Married	0	3
POA0847	25-34	Married	1	13
POA0847	25-34	Never married		8
POA0847	35-44	Married	0	4
POA0847	35-44	Married	1	15
POA0847	35-44	Never married		14
POA0847	45-54	Married	0	13
POA0847	45-54	Married	1	18
POA0847	45-54	Never married		14
POA0847	55-64	Married	0	6
POA0847	55-64	Married	1	8
POA0847	55-64	Never married		19
POA0847	65-74	Married	0	3
POA0847	65-74	Married	1	3
POA0847	65-74	Never married		13
POA0847	75-84	Never married		10
POA0850	15-19	Married	0	10
POA0850	15-19	Married	1	4
POA0850	15-19	Never married		344
POA0850	20-24	Married	0	99
POA0850	20-24	Married	1	20
POA0850	20-24	Never married		242
POA0850	25-34	Married	0	264
POA0850	25-34	Married	1	346
POA0850	25-34	Never married		347
POA0850	35-44	Married	0	169
POA0850	35-44	Married	1	414
POA0850	35-44	Never married		204
POA0850	45-54	Married	0	161
POA0850	45-54	Married	1	409
POA0850	45-54	Never married		238
POA0850	55-64	Married	0	88
POA0850	55-64	Married	1	359
POA0850	55-64	Never married		237
POA0850	65-74	Married	0	40
POA0850	65-74	Married	1	164
POA0850	65-74	Never married		173
POA0850	75-84	Married	0	4
POA0850	75-84	Married	1	58
POA0850	75-84	Never married		70
POA0850	85+	Married	1	4
POA0850	85+	Never married		13
POA0852	15-19	Married	0	3
POA0852	15-19	Married	1	41
POA0852	15-19	Never married		507
POA0852	20-24	Married	0	56
POA0852	20-24	Married	1	196
POA0852	20-24	Never married		293
POA0852	25-34	Married	0	130
POA0852	25-34	Married	1	559
POA0852	25-34	Never married		406
POA0852	35-44	Married	0	113
POA0852	35-44	Married	1	417
POA0852	35-44	Never married		242
POA0852	45-54	Married	0	108
POA0852	45-54	Married	1	395
POA0852	45-54	Never married		250
POA0852	55-64	Married	0	48
POA0852	55-64	Married	1	241
POA0852	55-64	Never married		206
POA0852	65-74	Married	0	22
POA0852	65-74	Married	1	92
POA0852	65-74	Never married		129
POA0852	75-84	Married	0	3
POA0852	75-84	Married	1	30
POA0852	75-84	Never married		37
POA0852	85+	Married	1	3
POA0852	85+	Never married		6
POA0853	15-19	Never married		17
POA0853	20-24	Married	0	13
POA0853	20-24	Married	1	3
POA0853	20-24	Never married		4
POA0853	25-34	Married	0	42
POA0853	25-34	Married	1	125
POA0853	25-34	Never married		8
POA0853	35-44	Married	0	4
POA0853	35-44	Married	1	80
POA0853	45-54	Married	0	6
POA0853	45-54	Married	1	38
POA0853	45-54	Never married		9
POA0853	55-64	Married	1	5
POA0854	15-19	Married	0	6
POA0854	15-19	Never married		59
POA0854	20-24	Married	0	16
POA0854	20-24	Never married		44
POA0854	25-34	Married	0	49
POA0854	25-34	Married	1	9
POA0854	25-34	Never married		52
POA0854	35-44	Married	0	41
POA0854	35-44	Married	1	7
POA0854	35-44	Never married		47
POA0854	45-54	Married	0	29
POA0854	45-54	Married	1	11
POA0854	45-54	Never married		43
POA0854	55-64	Married	0	24
POA0854	55-64	Married	1	17
POA0854	55-64	Never married		16
POA0854	65-74	Married	0	5
POA0854	65-74	Married	1	5
POA0854	65-74	Never married		12
POA0854	75-84	Married	1	4
POA0854	75-84	Never married		4
POA0860	15-19	Married	0	8
POA0860	15-19	Married	1	4
POA0860	15-19	Never married		132
POA0860	20-24	Married	0	40
POA0860	20-24	Married	1	21
POA0860	20-24	Never married		110
POA0860	25-34	Married	0	92
POA0860	25-34	Married	1	115
POA0860	25-34	Never married		194
POA0860	35-44	Married	0	77
POA0860	35-44	Married	1	108
POA0860	35-44	Never married		129
POA0860	45-54	Married	0	57
POA0860	45-54	Married	1	136
POA0860	45-54	Never married		156
POA0860	55-64	Married	0	30
POA0860	55-64	Married	1	129
POA0860	55-64	Never married		119
POA0860	65-74	Married	0	14
POA0860	65-74	Married	1	58
POA0860	65-74	Never married		64
POA0860	75-84	Married	1	15
POA0860	75-84	Never married		30
POA0860	85+	Never married		3
POA0862	15-19	Never married		35
POA0862	20-24	Married	0	15
POA0862	20-24	Married	1	12
POA0862	20-24	Never married		37
POA0862	25-34	Married	0	46
POA0862	25-34	Married	1	10
POA0862	25-34	Never married		37
POA0862	35-44	Married	0	23
POA0862	35-44	Married	1	22
POA0862	35-44	Never married		21
POA0862	45-54	Married	0	17
POA0862	45-54	Married	1	19
POA0862	45-54	Never married		28
POA0862	55-64	Married	0	12
POA0862	55-64	Married	1	15
POA0862	55-64	Never married		20
POA0862	65-74	Married	0	3
POA0862	65-74	Married	1	13
POA0862	65-74	Never married		14
POA0862	75-84	Never married		3
POA0870	15-19	Married	0	18
POA0870	15-19	Married	1	8
POA0870	15-19	Never married		911
POA0870	20-24	Married	0	185
POA0870	20-24	Married	1	55
POA0870	20-24	Never married		608
POA0870	25-34	Married	0	662
POA0870	25-34	Married	1	952
POA0870	25-34	Never married		1130
POA0870	35-44	Married	0	410
POA0870	35-44	Married	1	1249
POA0870	35-44	Never married		701
POA0870	45-54	Married	0	365
POA0870	45-54	Married	1	1265
POA0870	45-54	Never married		774
POA0870	55-64	Married	0	221
POA0870	55-64	Married	1	1016
POA0870	55-64	Never married		669
POA0870	65-74	Married	0	51
POA0870	65-74	Married	1	398
POA0870	65-74	Never married		358
POA0870	75-84	Married	0	8
POA0870	75-84	Married	1	123
POA0870	75-84	Never married		156
POA0870	85+	Married	1	23
POA0870	85+	Never married		59
POA0872	15-19	Married	0	23
POA0872	15-19	Married	1	81
POA0872	15-19	Never married		813
POA0872	20-24	Married	0	103
POA0872	20-24	Married	1	344
POA0872	20-24	Never married		699
POA0872	25-34	Married	0	322
POA0872	25-34	Married	1	924
POA0872	25-34	Never married		948
POA0872	35-44	Married	0	218
POA0872	35-44	Married	1	801
POA0872	35-44	Never married		649
POA0872	45-54	Married	0	134
POA0872	45-54	Married	1	596
POA0872	45-54	Never married		579
POA0872	55-64	Married	0	76
POA0872	55-64	Married	1	428
POA0872	55-64	Never married		455
POA0872	65-74	Married	0	22
POA0872	65-74	Married	1	154
POA0872	65-74	Never married		235
POA0872	75-84	Married	0	4
POA0872	75-84	Married	1	37
POA0872	75-84	Never married		104
POA0872	85+	Married	0	4
POA0872	85+	Married	1	9
POA0872	85+	Never married		32
POA0873	15-19	Married	1	3
POA0873	15-19	Never married		102
POA0873	20-24	Married	0	15
POA0873	20-24	Married	1	15
POA0873	20-24	Never married		69
POA0873	25-34	Married	0	42
POA0873	25-34	Married	1	77
POA0873	25-34	Never married		93
POA0873	35-44	Married	0	40
POA0873	35-44	Married	1	114
POA0873	35-44	Never married		80
POA0873	45-54	Married	0	51
POA0873	45-54	Married	1	174
POA0873	45-54	Never married		106
POA0873	55-64	Married	0	31
POA0873	55-64	Married	1	138
POA0873	55-64	Never married		100
POA0873	65-74	Married	0	15
POA0873	65-74	Married	1	71
POA0873	65-74	Never married		56
POA0873	75-84	Married	0	3
POA0873	75-84	Married	1	17
POA0873	75-84	Never married		31
POA0873	85+	Never married		13
POA0874	15-19	Never married		22
POA0874	20-24	Married	0	3
POA0874	20-24	Married	1	3
POA0874	20-24	Never married		8
POA0874	25-34	Married	0	16
POA0874	25-34	Married	1	50
POA0874	25-34	Never married		28
POA0874	35-44	Married	0	14
POA0874	35-44	Married	1	51
POA0874	35-44	Never married		16
POA0874	45-54	Married	0	3
POA0874	45-54	Married	1	42
POA0874	45-54	Never married		8
POA0874	55-64	Married	0	3
POA0874	55-64	Married	1	33
POA0874	55-64	Never married		12
POA0874	65-74	Married	1	3
POA0874	65-74	Never married		8
POA0874	75-84	Never married		3
POA0875	15-19	Married	0	10
POA0875	15-19	Never married		112
POA0875	20-24	Married	0	32
POA0875	20-24	Married	1	3
POA0875	20-24	Never married		68
POA0875	25-34	Married	0	95
POA0875	25-34	Married	1	99
POA0875	25-34	Never married		97
POA0875	35-44	Married	0	60
POA0875	35-44	Married	1	146
POA0875	35-44	Never married		100
POA0875	45-54	Married	0	39
POA0875	45-54	Married	1	147
POA0875	45-54	Never married		108
POA0875	55-64	Married	0	27
POA0875	55-64	Married	1	102
POA0875	55-64	Never married		71
POA0875	65-74	Married	0	3
POA0875	65-74	Married	1	31
POA0875	65-74	Never married		34
POA0875	75-84	Married	1	5
POA0875	75-84	Never married		30
POA0875	85+	Never married		3
POA0880	15-19	Married	0	13
POA0880	15-19	Married	1	17
POA0880	15-19	Never married		294
POA0880	20-24	Married	0	47
POA0880	20-24	Married	1	66
POA0880	20-24	Never married		186
POA0880	25-34	Married	0	145
POA0880	25-34	Married	1	318
POA0880	25-34	Never married		328
POA0880	35-44	Married	0	127
POA0880	35-44	Married	1	394
POA0880	35-44	Never married		222
POA0880	45-54	Married	0	75
POA0880	45-54	Married	1	300
POA0880	45-54	Never married		189
POA0880	55-64	Married	0	31
POA0880	55-64	Married	1	160
POA0880	55-64	Never married		152
POA0880	65-74	Married	0	10
POA0880	65-74	Married	1	54
POA0880	65-74	Never married		56
POA0880	75-84	Married	1	3
POA0880	75-84	Never married		15
POA0885	15-19	Married	0	3
POA0885	15-19	Never married		5
POA0885	20-24	Married	0	4
POA0885	20-24	Never married		14
POA0885	25-34	Married	0	44
POA0885	25-34	Married	1	66
POA0885	25-34	Never married		21
POA0885	35-44	Married	0	35
POA0885	35-44	Married	1	95
POA0885	35-44	Never married		18
POA0885	45-54	Married	0	12
POA0885	45-54	Married	1	48
POA0885	45-54	Never married		19
POA0885	55-64	Married	0	7
POA0885	55-64	Married	1	26
POA0885	55-64	Never married		18
POA0885	65-74	Married	1	7
POA0885	65-74	Never married		3
POA0886	15-19	Never married		26
POA0886	20-24	Married	0	16
POA0886	20-24	Married	1	3
POA0886	20-24	Never married		28
POA0886	25-34	Married	0	35
POA0886	25-34	Married	1	53
POA0886	25-34	Never married		48
POA0886	35-44	Married	0	36
POA0886	35-44	Married	1	70
POA0886	35-44	Never married		44
POA0886	45-54	Married	0	27
POA0886	45-54	Married	1	63
POA0886	45-54	Never married		50
POA0886	55-64	Married	0	12
POA0886	55-64	Married	1	35
POA0886	55-64	Never married		30
POA0886	65-74	Married	1	11
POA0886	65-74	Never married		7
POA0886	75-84	Never married		3
POA2000	15-19	Married	0	21
POA2000	15-19	Married	1	4
POA2000	15-19	Never married		796
POA2000	20-24	Married	0	306
POA2000	20-24	Married	1	175
POA2000	20-24	Never married		3392
POA2000	25-34	Married	0	1208
POA2000	25-34	Married	1	1968
POA2000	25-34	Never married		5481
POA2000	35-44	Married	0	428
POA2000	35-44	Married	1	1215
POA2000	35-44	Never married		1600
POA2000	45-54	Married	0	201
POA2000	45-54	Married	1	629
POA2000	45-54	Never married		705
POA2000	55-64	Married	0	132
POA2000	55-64	Married	1	673
POA2000	55-64	Never married		457
POA2000	65-74	Married	0	58
POA2000	65-74	Married	1	497
POA2000	65-74	Never married		285
POA2000	75-84	Married	0	13
POA2000	75-84	Married	1	181
POA2000	75-84	Never married		144
POA2000	85+	Married	1	47
POA2000	85+	Never married		69
POA2006	15-19	Never married		3
POA2006	20-24	Never married		3
POA2006	55-64	Married	1	4
POA2007	15-19	Married	0	7
POA2007	15-19	Never married		416
POA2007	20-24	Married	0	117
POA2007	20-24	Married	1	20
POA2007	20-24	Never married		1707
POA2007	25-34	Married	0	412
POA2007	25-34	Married	1	390
POA2007	25-34	Never married		1413
POA2007	35-44	Married	0	125
POA2007	35-44	Married	1	312
POA2007	35-44	Never married		374
POA2007	45-54	Married	0	50
POA2007	45-54	Married	1	144
POA2007	45-54	Never married		205
POA2007	55-64	Married	0	30
POA2007	55-64	Married	1	118
POA2007	55-64	Never married		141
POA2007	65-74	Married	0	10
POA2007	65-74	Married	1	76
POA2007	65-74	Never married		89
POA2007	75-84	Married	1	41
POA2007	75-84	Never married		54
POA2007	85+	Married	1	9
POA2007	85+	Never married		21
POA2008	15-19	Married	0	28
POA2008	15-19	Never married		586
POA2008	20-24	Married	0	289
POA2008	20-24	Married	1	41
POA2008	20-24	Never married		2312
POA2008	25-34	Married	0	770
POA2008	25-34	Married	1	563
POA2008	25-34	Never married		1920
POA2008	35-44	Married	0	224
POA2008	35-44	Married	1	304
POA2008	35-44	Never married		463
POA2008	45-54	Married	0	138
POA2008	45-54	Married	1	162
POA2008	45-54	Never married		260
POA2008	55-64	Married	0	69
POA2008	55-64	Married	1	110
POA2008	55-64	Never married		213
POA2008	65-74	Married	0	17
POA2008	65-74	Married	1	59
POA2008	65-74	Never married		134
POA2008	75-84	Married	0	3
POA2008	75-84	Married	1	20
POA2008	75-84	Never married		49
POA2008	85+	Married	0	3
POA2008	85+	Married	1	3
POA2008	85+	Never married		11
POA2009	15-19	Married	0	4
POA2009	15-19	Never married		247
POA2009	20-24	Married	0	136
POA2009	20-24	Married	1	29
POA2009	20-24	Never married		854
POA2009	25-34	Married	0	747
POA2009	25-34	Married	1	893
POA2009	25-34	Never married		1956
POA2009	35-44	Married	0	378
POA2009	35-44	Married	1	929
POA2009	35-44	Never married		795
POA2009	45-54	Married	0	184
POA2009	45-54	Married	1	558
POA2009	45-54	Never married		439
POA2009	55-64	Married	0	102
POA2009	55-64	Married	1	536
POA2009	55-64	Never married		395
POA2009	65-74	Married	0	40
POA2009	65-74	Married	1	409
POA2009	65-74	Never married		254
POA2009	75-84	Married	0	4
POA2009	75-84	Married	1	121
POA2009	75-84	Never married		109
POA2009	85+	Married	0	3
POA2009	85+	Married	1	18
POA2009	85+	Never married		40
POA2010	15-19	Married	0	8
POA2010	15-19	Married	1	3
POA2010	15-19	Never married		322
POA2010	20-24	Married	0	311
POA2010	20-24	Married	1	41
POA2010	20-24	Never married		1292
POA2010	25-34	Married	0	2501
POA2010	25-34	Married	1	1214
POA2010	25-34	Never married		4270
POA2010	35-44	Married	0	1255
POA2010	35-44	Married	1	1108
POA2010	35-44	Never married		1953
POA2010	45-54	Married	0	686
POA2010	45-54	Married	1	626
POA2010	45-54	Never married		1450
POA2010	55-64	Married	0	329
POA2010	55-64	Married	1	492
POA2010	55-64	Never married		1046
POA2010	65-74	Married	0	112
POA2010	65-74	Married	1	333
POA2010	65-74	Never married		631
POA2010	75-84	Married	0	22
POA2010	75-84	Married	1	182
POA2010	75-84	Never married		320
POA2010	85+	Married	1	38
