POA_CODE_2016	Age	MaritalStatus	Registered	adults
POA3032	15-19	Never married		1274
POA3032	20-24	Married	0	245
POA3032	20-24	Married	1	70
POA3032	20-24	Never married		2106
POA3032	25-34	Married	0	1234
POA3032	25-34	Married	1	1957
POA3032	25-34	Never married		2810
POA3032	35-44	Married	0	590
POA3032	35-44	Married	1	2342
POA3032	35-44	Never married		1214
POA3032	45-54	Married	0	348
POA3032	45-54	Married	1	1981
POA3032	45-54	Never married		1113
POA3032	55-64	Married	0	223
POA3032	55-64	Married	1	1543
POA3032	55-64	Never married		878
POA3032	65-74	Married	0	60
POA3032	65-74	Married	1	812
POA3032	65-74	Never married		530
POA3032	75-84	Married	0	16
POA3032	75-84	Married	1	354
POA3032	75-84	Never married		329
POA3032	85+	Married	1	97
POA3032	85+	Never married		190
POA3033	15-19	Never married		750
POA3033	20-24	Married	0	33
POA3033	20-24	Married	1	15
POA3033	20-24	Never married		681
POA3033	25-34	Married	0	244
POA3033	25-34	Married	1	619
POA3033	25-34	Never married		679
POA3033	35-44	Married	0	180
POA3033	35-44	Married	1	1249
POA3033	35-44	Never married		412
POA3033	45-54	Married	0	152
POA3033	45-54	Married	1	1181
POA3033	45-54	Never married		528
POA3033	55-64	Married	0	64
POA3033	55-64	Married	1	986
POA3033	55-64	Never married		332
POA3033	65-74	Married	0	31
POA3033	65-74	Married	1	1165
POA3033	65-74	Never married		363
POA3033	75-84	Married	0	17
POA3033	75-84	Married	1	695
POA3033	75-84	Never married		334
POA3033	85+	Married	1	88
POA3033	85+	Never married		146
POA3034	15-19	Never married		522
POA3034	20-24	Married	0	28
POA3034	20-24	Married	1	10
POA3034	20-24	Never married		540
POA3034	25-34	Married	0	190
POA3034	25-34	Married	1	510
POA3034	25-34	Never married		626
POA3034	35-44	Married	0	98
POA3034	35-44	Married	1	907
POA3034	35-44	Never married		418
POA3034	45-54	Married	0	83
POA3034	45-54	Married	1	839
POA3034	45-54	Never married		431
POA3034	55-64	Married	0	46
POA3034	55-64	Married	1	827
POA3034	55-64	Never married		339
POA3034	65-74	Married	0	27
POA3034	65-74	Married	1	998
POA3034	65-74	Never married		260
POA3034	75-84	Married	0	4
POA3034	75-84	Married	1	622
POA3034	75-84	Never married		351
POA3034	85+	Married	1	99
POA3034	85+	Never married		170
POA3036	15-19	Never married		401
POA3036	20-24	Married	0	9
POA3036	20-24	Married	1	4
POA3036	20-24	Never married		330
POA3036	25-34	Married	0	75
POA3036	25-34	Married	1	153
POA3036	25-34	Never married		245
POA3036	35-44	Married	0	47
POA3036	35-44	Married	1	467
POA3036	35-44	Never married		110
POA3036	45-54	Married	0	76
POA3036	45-54	Married	1	613
POA3036	45-54	Never married		167
POA3036	55-64	Married	0	42
POA3036	55-64	Married	1	562
POA3036	55-64	Never married		125
POA3036	65-74	Married	0	27
POA3036	65-74	Married	1	506
POA3036	65-74	Never married		117
POA3036	75-84	Married	0	3
POA3036	75-84	Married	1	194
POA3036	75-84	Never married		103
POA3036	85+	Married	1	58
POA3036	85+	Never married		103
POA3037	15-19	Married	0	5
POA3037	15-19	Married	1	3
POA3037	15-19	Never married		3638
POA3037	20-24	Married	0	150
POA3037	20-24	Married	1	140
POA3037	20-24	Never married		3068
POA3037	25-34	Married	0	788
POA3037	25-34	Married	1	3238
POA3037	25-34	Never married		2698
POA3037	35-44	Married	0	604
POA3037	35-44	Married	1	6150
POA3037	35-44	Never married		1366
POA3037	45-54	Married	0	453
POA3037	45-54	Married	1	5037
POA3037	45-54	Never married		1379
POA3037	55-64	Married	0	230
POA3037	55-64	Married	1	3182
POA3037	55-64	Never married		1019
POA3037	65-74	Married	0	84
POA3037	65-74	Married	1	1618
POA3037	65-74	Never married		622
POA3037	75-84	Married	0	21
POA3037	75-84	Married	1	452
POA3037	75-84	Never married		390
POA3037	85+	Married	1	53
POA3037	85+	Never married		125
POA3038	15-19	Married	0	3
POA3038	15-19	Never married		1903
POA3038	20-24	Married	0	52
POA3038	20-24	Married	1	48
POA3038	20-24	Never married		2001
POA3038	25-34	Married	0	288
POA3038	25-34	Married	1	931
POA3038	25-34	Never married		1752
POA3038	35-44	Married	0	251
POA3038	35-44	Married	1	1954
POA3038	35-44	Never married		715
POA3038	45-54	Married	0	231
POA3038	45-54	Married	1	3216
POA3038	45-54	Never married		743
POA3038	55-64	Married	0	154
POA3038	55-64	Married	1	3154
POA3038	55-64	Never married		637
POA3038	65-74	Married	0	71
POA3038	65-74	Married	1	1702
POA3038	65-74	Never married		421
POA3038	75-84	Married	0	18
POA3038	75-84	Married	1	564
POA3038	75-84	Never married		336
POA3038	85+	Married	1	92
POA3038	85+	Never married		153
POA3039	15-19	Married	0	4
POA3039	15-19	Never married		657
POA3039	20-24	Married	0	87
POA3039	20-24	Married	1	25
POA3039	20-24	Never married		857
POA3039	25-34	Married	0	510
POA3039	25-34	Married	1	674
POA3039	25-34	Never married		1055
POA3039	35-44	Married	0	258
POA3039	35-44	Married	1	1226
POA3039	35-44	Never married		471
POA3039	45-54	Married	0	172
POA3039	45-54	Married	1	1179
POA3039	45-54	Never married		457
POA3039	55-64	Married	0	108
POA3039	55-64	Married	1	852
POA3039	55-64	Never married		454
POA3039	65-74	Married	0	37
POA3039	65-74	Married	1	519
POA3039	65-74	Never married		353
POA3039	75-84	Married	0	10
POA3039	75-84	Married	1	272
POA3039	75-84	Never married		288
POA3039	85+	Married	1	79
POA3039	85+	Never married		181
POA3040	15-19	Married	0	6
POA3040	15-19	Never married		1610
POA3040	20-24	Married	0	112
POA3040	20-24	Married	1	43
POA3040	20-24	Never married		1550
POA3040	25-34	Married	0	700
POA3040	25-34	Married	1	1253
POA3040	25-34	Never married		1738
POA3040	35-44	Married	0	291
POA3040	35-44	Married	1	2065
POA3040	35-44	Never married		807
POA3040	45-54	Married	0	260
POA3040	45-54	Married	1	2503
POA3040	45-54	Never married		820
POA3040	55-64	Married	0	170
POA3040	55-64	Married	1	1892
POA3040	55-64	Never married		771
POA3040	65-74	Married	0	57
POA3040	65-74	Married	1	1002
POA3040	65-74	Never married		527
POA3040	75-84	Married	0	18
POA3040	75-84	Married	1	489
POA3040	75-84	Never married		395
POA3040	85+	Married	0	3
POA3040	85+	Married	1	140
POA3040	85+	Never married		348
POA3041	15-19	Married	0	3
POA3041	15-19	Never married		780
POA3041	20-24	Married	0	52
POA3041	20-24	Married	1	8
POA3041	20-24	Never married		694
POA3041	25-34	Married	0	227
POA3041	25-34	Married	1	515
POA3041	25-34	Never married		609
POA3041	35-44	Married	0	156
POA3041	35-44	Married	1	1154
POA3041	35-44	Never married		311
POA3041	45-54	Married	0	127
POA3041	45-54	Married	1	1228
POA3041	45-54	Never married		363
POA3041	55-64	Married	0	72
POA3041	55-64	Married	1	998
POA3041	55-64	Never married		343
POA3041	65-74	Married	0	16
POA3041	65-74	Married	1	601
POA3041	65-74	Never married		221
POA3041	75-84	Married	0	12
POA3041	75-84	Married	1	319
POA3041	75-84	Never married		183
POA3041	85+	Married	0	7
POA3041	85+	Married	1	113
POA3041	85+	Never married		150
POA3042	15-19	Married	1	3
POA3042	15-19	Never married		702
POA3042	20-24	Married	0	67
POA3042	20-24	Married	1	18
POA3042	20-24	Never married		699
POA3042	25-34	Married	0	424
POA3042	25-34	Married	1	769
POA3042	25-34	Never married		844
POA3042	35-44	Married	0	281
POA3042	35-44	Married	1	1344
POA3042	35-44	Never married		562
POA3042	45-54	Married	0	160
POA3042	45-54	Married	1	1147
POA3042	45-54	Never married		685
POA3042	55-64	Married	0	94
POA3042	55-64	Married	1	901
POA3042	55-64	Never married		540
POA3042	65-74	Married	0	27
POA3042	65-74	Married	1	918
POA3042	65-74	Never married		436
POA3042	75-84	Married	0	13
POA3042	75-84	Married	1	568
POA3042	75-84	Never married		405
POA3042	85+	Married	1	163
POA3042	85+	Never married		252
POA3043	15-19	Married	0	3
POA3043	15-19	Never married		836
POA3043	20-24	Married	0	74
POA3043	20-24	Married	1	37
POA3043	20-24	Never married		831
POA3043	25-34	Married	0	414
POA3043	25-34	Married	1	908
POA3043	25-34	Never married		1052
POA3043	35-44	Married	0	251
POA3043	35-44	Married	1	1299
POA3043	35-44	Never married		723
POA3043	45-54	Married	0	187
POA3043	45-54	Married	1	1074
POA3043	45-54	Never married		720
POA3043	55-64	Married	0	95
POA3043	55-64	Married	1	1224
POA3043	55-64	Never married		609
POA3043	65-74	Married	0	49
POA3043	65-74	Married	1	1310
POA3043	65-74	Never married		540
POA3043	75-84	Married	0	19
POA3043	75-84	Married	1	543
POA3043	75-84	Never married		381
POA3043	85+	Married	0	5
POA3043	85+	Married	1	86
POA3043	85+	Never married		170
POA3044	15-19	Married	0	3
POA3044	15-19	Married	1	8
POA3044	15-19	Never married		1303
POA3044	20-24	Married	0	142
POA3044	20-24	Married	1	56
POA3044	20-24	Never married		1362
POA3044	25-34	Married	0	843
POA3044	25-34	Married	1	1639
POA3044	25-34	Never married		1595
POA3044	35-44	Married	0	522
POA3044	35-44	Married	1	2566
POA3044	35-44	Never married		894
POA3044	45-54	Married	0	341
POA3044	45-54	Married	1	2150
POA3044	45-54	Never married		936
POA3044	55-64	Married	0	187
POA3044	55-64	Married	1	1259
POA3044	55-64	Never married		815
POA3044	65-74	Married	0	45
POA3044	65-74	Married	1	843
POA3044	65-74	Never married		512
POA3044	75-84	Married	0	17
POA3044	75-84	Married	1	603
POA3044	75-84	Never married		588
POA3044	85+	Married	0	3
POA3044	85+	Married	1	240
POA3044	85+	Never married		480
POA3045	25-34	Married	1	5
POA3046	15-19	Married	0	9
POA3046	15-19	Married	1	3
POA3046	15-19	Never married		1609
POA3046	20-24	Married	0	128
POA3046	20-24	Married	1	234
POA3046	20-24	Never married		1819
POA3046	25-34	Married	0	803
POA3046	25-34	Married	1	3041
POA3046	25-34	Never married		2440
POA3046	35-44	Married	0	435
POA3046	35-44	Married	1	2817
POA3046	35-44	Never married		1248
POA3046	45-54	Married	0	341
POA3046	45-54	Married	1	1946
POA3046	45-54	Never married		1267
POA3046	55-64	Married	0	160
POA3046	55-64	Married	1	1396
POA3046	55-64	Never married		1081
POA3046	65-74	Married	0	69
POA3046	65-74	Married	1	1234
POA3046	65-74	Never married		711
POA3046	75-84	Married	0	31
POA3046	75-84	Married	1	1014
POA3046	75-84	Never married		814
POA3046	85+	Married	0	4
POA3046	85+	Married	1	248
POA3046	85+	Never married		486
POA3047	15-19	Married	0	5
POA3047	15-19	Married	1	6
POA3047	15-19	Never married		1306
POA3047	20-24	Married	0	43
POA3047	20-24	Married	1	230
POA3047	20-24	Never married		1265
POA3047	25-34	Married	0	162
POA3047	25-34	Married	1	1489
POA3047	25-34	Never married		1620
POA3047	35-44	Married	0	154
POA3047	35-44	Married	1	1308
POA3047	35-44	Never married		781
POA3047	45-54	Married	0	138
POA3047	45-54	Married	1	1177
POA3047	45-54	Never married		911
POA3047	55-64	Married	0	63
POA3047	55-64	Married	1	892
POA3047	55-64	Never married		685
POA3047	65-74	Married	0	29
POA3047	65-74	Married	1	631
POA3047	65-74	Never married		453
POA3047	75-84	Married	0	16
POA3047	75-84	Married	1	356
POA3047	75-84	Never married		383
POA3047	85+	Married	1	71
POA3047	85+	Never married		169
POA3048	15-19	Married	0	5
POA3048	15-19	Never married		1359
POA3048	20-24	Married	0	35
POA3048	20-24	Married	1	142
POA3048	20-24	Never married		1172
POA3048	25-34	Married	0	129
POA3048	25-34	Married	1	1087
POA3048	25-34	Never married		1166
POA3048	35-44	Married	0	89
POA3048	35-44	Married	1	1332
POA3048	35-44	Never married		681
POA3048	45-54	Married	0	128
POA3048	45-54	Married	1	1424
POA3048	45-54	Never married		715
POA3048	55-64	Married	0	90
POA3048	55-64	Married	1	1042
POA3048	55-64	Never married		542
POA3048	65-74	Married	0	33
POA3048	65-74	Married	1	643
POA3048	65-74	Never married		369
POA3048	75-84	Married	0	8
POA3048	75-84	Married	1	250
POA3048	75-84	Never married		206
POA3048	85+	Married	1	19
POA3048	85+	Never married		70
POA3049	15-19	Married	0	3
POA3049	15-19	Never married		603
POA3049	20-24	Married	0	27
POA3049	20-24	Married	1	11
POA3049	20-24	Never married		572
POA3049	25-34	Married	0	144
POA3049	25-34	Married	1	390
POA3049	25-34	Never married		569
POA3049	35-44	Married	0	107
POA3049	35-44	Married	1	663
POA3049	35-44	Never married		324
POA3049	45-54	Married	0	106
POA3049	45-54	Married	1	893
POA3049	45-54	Never married		349
POA3049	55-64	Married	0	67
POA3049	55-64	Married	1	843
POA3049	55-64	Never married		313
POA3049	65-74	Married	0	24
POA3049	65-74	Married	1	477
POA3049	65-74	Never married		220
POA3049	75-84	Married	0	3
POA3049	75-84	Married	1	187
POA3049	75-84	Never married		126
POA3049	85+	Married	1	25
POA3049	85+	Never married		42
POA3051	15-19	Married	0	12
POA3051	15-19	Never married		701
POA3051	20-24	Married	0	233
POA3051	20-24	Married	1	32
POA3051	20-24	Never married		2009
POA3051	25-34	Married	0	818
POA3051	25-34	Married	1	642
POA3051	25-34	Never married		2038
POA3051	35-44	Married	0	275
POA3051	35-44	Married	1	709
POA3051	35-44	Never married		607
POA3051	45-54	Married	0	144
POA3051	45-54	Married	1	476
POA3051	45-54	Never married		462
POA3051	55-64	Married	0	62
POA3051	55-64	Married	1	321
POA3051	55-64	Never married		407
POA3051	65-74	Married	0	19
POA3051	65-74	Married	1	238
POA3051	65-74	Never married		265
POA3051	75-84	Married	0	9
POA3051	75-84	Married	1	91
POA3051	75-84	Never married		176
POA3051	85+	Married	0	3
POA3051	85+	Married	1	19
POA3051	85+	Never married		49
POA3052	15-19	Married	0	3
POA3052	15-19	Never married		196
POA3052	20-24	Married	0	75
POA3052	20-24	Married	1	8
POA3052	20-24	Never married		733
POA3052	25-34	Married	0	269
POA3052	25-34	Married	1	279
POA3052	25-34	Never married		790
POA3052	35-44	Married	0	80
POA3052	35-44	Married	1	216
POA3052	35-44	Never married		160
POA3052	45-54	Married	0	48
POA3052	45-54	Married	1	171
POA3052	45-54	Never married		131
POA3052	55-64	Married	0	24
POA3052	55-64	Married	1	173
POA3052	55-64	Never married		105
POA3052	65-74	Married	0	17
POA3052	65-74	Married	1	149
POA3052	65-74	Never married		76
POA3052	75-84	Married	0	3
POA3052	75-84	Married	1	59
POA3052	75-84	Never married		52
POA3052	85+	Married	1	6
POA3052	85+	Never married		37
POA3053	15-19	Married	0	34
POA3053	15-19	Never married		1807
POA3053	20-24	Married	0	381
POA3053	20-24	Married	1	39
POA3053	20-24	Never married		4199
POA3053	25-34	Married	0	701
POA3053	25-34	Married	1	581
POA3053	25-34	Never married		2559
POA3053	35-44	Married	0	212
POA3053	35-44	Married	1	406
POA3053	35-44	Never married		564
POA3053	45-54	Married	0	101
POA3053	45-54	Married	1	294
POA3053	45-54	Never married		429
POA3053	55-64	Married	0	63
POA3053	55-64	Married	1	266
POA3053	55-64	Never married		325
POA3053	65-74	Married	0	32
POA3053	65-74	Married	1	179
POA3053	65-74	Never married		277
POA3053	75-84	Married	0	9
POA3053	75-84	Married	1	100
POA3053	75-84	Never married		136
POA3053	85+	Married	1	15
POA3053	85+	Never married		49
POA3054	15-19	Never married		258
POA3054	20-24	Married	0	48
POA3054	20-24	Married	1	12
POA3054	20-24	Never married		760
POA3054	25-34	Married	0	530
POA3054	25-34	Married	1	243
POA3054	25-34	Never married		1297
POA3054	35-44	Married	0	256
POA3054	35-44	Married	1	443
POA3054	35-44	Never married		350
POA3054	45-54	Married	0	146
POA3054	45-54	Married	1	391
POA3054	45-54	Never married		270
POA3054	55-64	Married	0	76
POA3054	55-64	Married	1	366
POA3054	55-64	Never married		255
POA3054	65-74	Married	0	61
POA3054	65-74	Married	1	328
POA3054	65-74	Never married		234
POA3054	75-84	Married	0	11
POA3054	75-84	Married	1	131
POA3054	75-84	Never married		130
POA3054	85+	Married	1	33
POA3054	85+	Never married		92
POA3055	15-19	Married	0	15
POA3055	15-19	Never married		473
POA3055	20-24	Married	0	131
POA3055	20-24	Married	1	35
POA3055	20-24	Never married		1002
POA3055	25-34	Married	0	729
POA3055	25-34	Married	1	826
POA3055	25-34	Never married		1669
POA3055	35-44	Married	0	372
POA3055	35-44	Married	1	954
POA3055	35-44	Never married		740
POA3055	45-54	Married	0	166
POA3055	45-54	Married	1	760
POA3055	45-54	Never married		569
POA3055	55-64	Married	0	116
POA3055	55-64	Married	1	535
POA3055	55-64	Never married		468
POA3055	65-74	Married	0	30
POA3055	65-74	Married	1	380
POA3055	65-74	Never married		333
POA3055	75-84	Married	0	11
POA3055	75-84	Married	1	238
POA3055	75-84	Never married		260
POA3055	85+	Married	1	68
POA3055	85+	Never married		134
POA3056	15-19	Married	0	16
POA3056	15-19	Never married		667
POA3056	20-24	Married	0	236
POA3056	20-24	Married	1	50
POA3056	20-24	Never married		2112
POA3056	25-34	Married	0	1840
POA3056	25-34	Married	1	1117
POA3056	25-34	Never married		3557
POA3056	35-44	Married	0	929
POA3056	35-44	Married	1	1470
POA3056	35-44	Never married		1324
POA3056	45-54	Married	0	403
POA3056	45-54	Married	1	949
POA3056	45-54	Never married		889
POA3056	55-64	Married	0	201
POA3056	55-64	Married	1	735
POA3056	55-64	Never married		753
POA3056	65-74	Married	0	77
POA3056	65-74	Married	1	539
POA3056	65-74	Never married		480
POA3056	75-84	Married	0	7
POA3056	75-84	Married	1	380
POA3056	75-84	Never married		413
POA3056	85+	Married	0	4
POA3056	85+	Married	1	96
POA3056	85+	Never married		160
POA3057	15-19	Married	0	9
POA3057	15-19	Never married		326
POA3057	20-24	Married	0	150
POA3057	20-24	Married	1	22
POA3057	20-24	Never married		885
POA3057	25-34	Married	0	1002
POA3057	25-34	Married	1	621
POA3057	25-34	Never married		1833
POA3057	35-44	Married	0	431
POA3057	35-44	Married	1	698
POA3057	35-44	Never married		703
POA3057	45-54	Married	0	179
POA3057	45-54	Married	1	433
POA3057	45-54	Never married		421
POA3057	55-64	Married	0	78
POA3057	55-64	Married	1	300
POA3057	55-64	Never married		294
POA3057	65-74	Married	0	29
POA3057	65-74	Married	1	230
POA3057	65-74	Never married		211
POA3057	75-84	Married	0	8
POA3057	75-84	Married	1	193
POA3057	75-84	Never married		164
POA3057	85+	Married	1	38
POA3057	85+	Never married		79
POA3058	15-19	Married	0	7
POA3058	15-19	Married	1	4
POA3058	15-19	Never married		1313
POA3058	20-24	Married	0	158
POA3058	20-24	Married	1	98
POA3058	20-24	Never married		2059
POA3058	25-34	Married	0	1206
POA3058	25-34	Married	1	1723
POA3058	25-34	Never married		3082
POA3058	35-44	Married	0	960
POA3058	35-44	Married	1	2738
POA3058	35-44	Never married		1382
POA3058	45-54	Married	0	534
POA3058	45-54	Married	1	2243
POA3058	45-54	Never married		1249
POA3058	55-64	Married	0	243
POA3058	55-64	Married	1	1600
POA3058	55-64	Never married		1036
POA3058	65-74	Married	0	65
POA3058	65-74	Married	1	1087
POA3058	65-74	Never married		690
POA3058	75-84	Married	0	20
POA3058	75-84	Married	1	826
POA3058	75-84	Never married		610
POA3058	85+	Married	0	3
POA3058	85+	Married	1	226
POA3058	85+	Never married		392
POA3059	15-19	Married	1	3
POA3059	15-19	Never married		1183
POA3059	20-24	Married	0	37
POA3059	20-24	Married	1	45
POA3059	20-24	Never married		1125
POA3059	25-34	Married	0	185
POA3059	25-34	Married	1	919
POA3059	25-34	Never married		916
POA3059	35-44	Married	0	134
POA3059	35-44	Married	1	1430
POA3059	35-44	Never married		308
POA3059	45-54	Married	0	142
POA3059	45-54	Married	1	1951
POA3059	45-54	Never married		306
POA3059	55-64	Married	0	64
POA3059	55-64	Married	1	1488
POA3059	55-64	Never married		217
POA3059	65-74	Married	0	22
POA3059	65-74	Married	1	717
POA3059	65-74	Never married		127
POA3059	75-84	Married	0	3
POA3059	75-84	Married	1	214
POA3059	75-84	Never married		96
POA3059	85+	Married	0	3
POA3059	85+	Married	1	26
POA3059	85+	Never married		33
POA3060	15-19	Married	0	3
POA3060	15-19	Married	1	4
POA3060	15-19	Never married		723
POA3060	20-24	Married	0	32
POA3060	20-24	Married	1	86
POA3060	20-24	Never married		722
POA3060	25-34	Married	0	132
POA3060	25-34	Married	1	1086
POA3060	25-34	Never married		973
POA3060	35-44	Married	0	151
POA3060	35-44	Married	1	1161
POA3060	35-44	Never married		417
POA3060	45-54	Married	0	94
POA3060	45-54	Married	1	798
POA3060	45-54	Never married		466
POA3060	55-64	Married	0	53
POA3060	55-64	Married	1	617
POA3060	55-64	Never married		387
POA3060	65-74	Married	0	22
POA3060	65-74	Married	1	477
POA3060	65-74	Never married		261
POA3060	75-84	Married	0	9
POA3060	75-84	Married	1	549
POA3060	75-84	Never married		371
POA3060	85+	Married	1	134
POA3060	85+	Never married		237
POA3061	15-19	Never married		312
POA3061	20-24	Married	0	6
POA3061	20-24	Married	1	36
POA3061	20-24	Never married		288
POA3061	25-34	Married	0	33
POA3061	25-34	Married	1	286
POA3061	25-34	Never married		356
POA3061	35-44	Married	0	16
POA3061	35-44	Married	1	355
POA3061	35-44	Never married		193
POA3061	45-54	Married	0	15
POA3061	45-54	Married	1	336
POA3061	45-54	Never married		191
POA3061	55-64	Married	0	10
POA3061	55-64	Married	1	282
POA3061	55-64	Never married		153
POA3061	65-74	Married	0	19
POA3061	65-74	Married	1	357
POA3061	65-74	Never married		130
POA3061	75-84	Married	1	180
POA3061	75-84	Never married		102
POA3061	85+	Married	1	26
POA3061	85+	Never married		41
POA3063	15-19	Never married		50
POA3063	20-24	Never married		24
POA3063	25-34	Married	1	12
POA3063	25-34	Never married		19
POA3063	35-44	Married	0	3
POA3063	35-44	Married	1	62
POA3063	35-44	Never married		12
POA3063	45-54	Married	0	12
POA3063	45-54	Married	1	64
POA3063	45-54	Never married		14
POA3063	55-64	Married	0	10
POA3063	55-64	Married	1	41
POA3063	55-64	Never married		8
POA3063	65-74	Married	0	4
POA3063	65-74	Married	1	36
POA3063	65-74	Never married		12
POA3063	75-84	Married	1	14
POA3063	75-84	Never married		11
POA3063	85+	Never married		6
POA3064	15-19	Married	0	24
POA3064	15-19	Married	1	21
POA3064	15-19	Never married		5248
POA3064	20-24	Married	0	305
POA3064	20-24	Married	1	439
POA3064	20-24	Never married		4386
POA3064	25-34	Married	0	1193
POA3064	25-34	Married	1	7208
POA3064	25-34	Never married		4201
POA3064	35-44	Married	0	865
POA3064	35-44	Married	1	8109
POA3064	35-44	Never married		2047
POA3064	45-54	Married	0	636
POA3064	45-54	Married	1	6414
POA3064	45-54	Never married		1969
POA3064	55-64	Married	0	327
POA3064	55-64	Married	1	3688
POA3064	55-64	Never married		1403
POA3064	65-74	Married	0	92
POA3064	65-74	Married	1	1628
POA3064	65-74	Never married		851
POA3064	75-84	Married	0	23
POA3064	75-84	Married	1	475
POA3064	75-84	Never married		436
POA3064	85+	Married	1	62
POA3064	85+	Never married		142
POA3065	15-19	Never married		250
POA3065	20-24	Married	0	81
POA3065	20-24	Married	1	16
POA3065	20-24	Never married		581
POA3065	25-34	Married	0	764
POA3065	25-34	Married	1	326
POA3065	25-34	Never married		1468
POA3065	35-44	Married	0	338
POA3065	35-44	Married	1	453
POA3065	35-44	Never married		631
POA3065	45-54	Married	0	204
POA3065	45-54	Married	1	346
POA3065	45-54	Never married		454
POA3065	55-64	Married	0	113
POA3065	55-64	Married	1	261
POA3065	55-64	Never married		369
POA3065	65-74	Married	0	34
POA3065	65-74	Married	1	207
POA3065	65-74	Never married		199
POA3065	75-84	Married	0	5
POA3065	75-84	Married	1	115
POA3065	75-84	Never married		129
POA3065	85+	Married	0	3
POA3065	85+	Married	1	31
POA3065	85+	Never married		55
POA3066	15-19	Married	0	3
POA3066	15-19	Never married		216
POA3066	20-24	Married	0	110
POA3066	20-24	Married	1	16
POA3066	20-24	Never married		494
POA3066	25-34	Married	0	858
POA3066	25-34	Married	1	395
POA3066	25-34	Never married		1299
POA3066	35-44	Married	0	312
POA3066	35-44	Married	1	342
POA3066	35-44	Never married		606
POA3066	45-54	Married	0	155
POA3066	45-54	Married	1	200
POA3066	45-54	Never married		410
POA3066	55-64	Married	0	77
POA3066	55-64	Married	1	149
POA3066	55-64	Never married		286
POA3066	65-74	Married	0	24
POA3066	65-74	Married	1	88
POA3066	65-74	Never married		161
POA3066	75-84	Married	0	9
POA3066	75-84	Married	1	46
POA3066	75-84	Never married		78
POA3066	85+	Married	1	10
POA3066	85+	Never married		28
POA3067	15-19	Married	0	3
POA3067	15-19	Never married		185
POA3067	20-24	Married	0	123
POA3067	20-24	Married	1	12
POA3067	20-24	Never married		509
POA3067	25-34	Married	0	903
POA3067	25-34	Married	1	473
POA3067	25-34	Never married		1385
POA3067	35-44	Married	0	283
POA3067	35-44	Married	1	406
POA3067	35-44	Never married		432
POA3067	45-54	Married	0	136
POA3067	45-54	Married	1	280
POA3067	45-54	Never married		261
POA3067	55-64	Married	0	76
POA3067	55-64	Married	1	236
POA3067	55-64	Never married		223
POA3067	65-74	Married	0	27
POA3067	65-74	Married	1	178
POA3067	65-74	Never married		158
POA3067	75-84	Married	0	6
POA3067	75-84	Married	1	55
POA3067	75-84	Never married		81
POA3067	85+	Married	1	21
POA3067	85+	Never married		36
POA3068	15-19	Never married		534
POA3068	20-24	Married	0	96
POA3068	20-24	Married	1	13
POA3068	20-24	Never married		911
POA3068	25-34	Married	0	1143
POA3068	25-34	Married	1	557
POA3068	25-34	Never married		2205
POA3068	35-44	Married	0	722
POA3068	35-44	Married	1	1228
POA3068	35-44	Never married		848
POA3068	45-54	Married	0	390
POA3068	45-54	Married	1	996
POA3068	45-54	Never married		642
POA3068	55-64	Married	0	260
POA3068	55-64	Married	1	809
POA3068	55-64	Never married		636
POA3068	65-74	Married	0	81
POA3068	65-74	Married	1	568
POA3068	65-74	Never married		538
POA3068	75-84	Married	0	11
POA3068	75-84	Married	1	254
POA3068	75-84	Never married		359
POA3068	85+	Married	0	7
POA3068	85+	Married	1	59
POA3068	85+	Never married		129
POA3070	15-19	Married	0	3
POA3070	15-19	Never married		941
POA3070	20-24	Married	0	116
POA3070	20-24	Married	1	15
POA3070	20-24	Never married		1242
POA3070	25-34	Married	0	1214
POA3070	25-34	Married	1	814
POA3070	25-34	Never married		2391
POA3070	35-44	Married	0	818
POA3070	35-44	Married	1	1774
POA3070	35-44	Never married		1119
POA3070	45-54	Married	0	559
POA3070	45-54	Married	1	1712
POA3070	45-54	Never married		970
POA3070	55-64	Married	0	348
POA3070	55-64	Married	1	936
POA3070	55-64	Never married		742
POA3070	65-74	Married	0	90
POA3070	65-74	Married	1	657
POA3070	65-74	Never married		508
POA3070	75-84	Married	0	17
POA3070	75-84	Married	1	485
POA3070	75-84	Never married		431
POA3070	85+	Married	0	3
POA3070	85+	Married	1	107
POA3070	85+	Never married		214
POA3071	15-19	Married	0	3
POA3071	15-19	Never married		608
POA3071	20-24	Married	0	104
POA3071	20-24	Married	1	36
POA3071	20-24	Never married		1006
POA3071	25-34	Married	0	860
POA3071	25-34	Married	1	822
POA3071	25-34	Never married		1759
POA3071	35-44	Married	0	620
POA3071	35-44	Married	1	1523
POA3071	35-44	Never married		946
POA3071	45-54	Married	0	351
POA3071	45-54	Married	1	1110
POA3071	45-54	Never married		785
POA3071	55-64	Married	0	171
POA3071	55-64	Married	1	644
POA3071	55-64	Never married		643
POA3071	65-74	Married	0	58
POA3071	65-74	Married	1	485
POA3071	65-74	Never married		347
POA3071	75-84	Married	0	23
POA3071	75-84	Married	1	373
POA3071	75-84	Never married		371
POA3071	85+	Married	0	3
POA3071	85+	Married	1	79
POA3071	85+	Never married		191
POA3072	15-19	Married	0	10
POA3072	15-19	Married	1	3
POA3072	15-19	Never married		1331
POA3072	20-24	Married	0	189
POA3072	20-24	Married	1	63
POA3072	20-24	Never married		1954
POA3072	25-34	Married	0	1213
