POA_CODE_2016	Sex	persons
POA3042	M	7622
POA3043	F	9005
POA3043	M	8712
POA3044	F	13900
POA3044	M	13217
POA3045	F	47
POA3045	M	57
POA3046	F	17125
POA3046	M	16937
POA3047	F	10176
POA3047	M	10730
POA3048	F	9089
POA3048	M	8944
POA3049	F	4765
POA3049	M	4500
POA3050	F	56
POA3050	M	59
POA3051	F	7738
POA3051	M	7205
POA3052	F	3021
POA3052	M	2674
POA3053	F	10013
POA3053	M	8529
POA3054	F	4458
POA3054	M	3973
POA3055	F	7362
POA3055	M	6800
POA3056	F	12538
POA3056	M	11937
POA3057	F	6063
POA3057	M	5442
POA3058	F	17379
POA3058	M	16405
POA3059	F	7688
POA3059	M	7777
POA3060	F	6904
POA3060	M	7138
POA3061	F	2457
POA3061	M	2605
POA3063	F	289
POA3063	M	280
POA3064	F	37781
POA3064	M	37680
POA3065	F	5320
POA3065	M	5126
POA3066	F	4287
POA3066	M	4221
POA3067	F	4090
POA3067	M	4116
POA3068	F	9897
POA3068	M	8768
POA3070	F	13038
POA3070	M	11528
POA3071	F	9785
POA3071	M	8780
POA3072	F	16766
POA3072	M	16083
POA3073	F	25734
POA3073	M	24738
POA3074	F	10265
POA3074	M	10257
POA3075	F	11325
POA3075	M	11272
POA3076	F	16305
POA3076	M	16086
POA3078	F	6021
POA3078	M	5616
POA3079	F	8345
POA3079	M	7641
POA3081	F	6898
POA3081	M	6522
POA3082	F	15104
POA3082	M	14610
POA3083	F	15810
POA3083	M	15713
POA3084	F	13153
POA3084	M	12368
POA3085	F	7060
POA3085	M	6818
POA3086	F	538
POA3086	M	371
POA3087	F	4598
POA3087	M	4438
POA3088	F	13899
POA3088	M	12996
POA3089	F	5916
POA3089	M	5824
POA3090	F	1169
POA3090	M	1193
POA3091	F	752
POA3091	M	832
POA3093	F	2026
POA3093	M	1865
POA3094	F	4622
POA3094	M	4340
POA3095	F	14229
POA3095	M	13539
POA3096	F	1004
POA3096	M	956
POA3097	F	714
POA3097	M	735
POA3099	F	2468
POA3099	M	2406
POA3101	F	12859
POA3101	M	11747
POA3102	F	3354
POA3102	M	3282
POA3103	F	8191
POA3103	M	7152
POA3104	F	10481
POA3104	M	9923
POA3105	F	5548
POA3105	M	5328
POA3106	F	8628
POA3106	M	7990
POA3107	F	7089
POA3107	M	6468
POA3108	F	10815
POA3108	M	10008
POA3109	F	14697
POA3109	M	13664
POA3111	F	6455
POA3111	M	5891
POA3113	F	4192
POA3113	M	4265
POA3114	F	1832
POA3114	M	1990
POA3115	F	1871
POA3115	M	1925
POA3116	F	4969
POA3116	M	4901
POA3121	F	15619
POA3121	M	14882
POA3122	F	12070
POA3122	M	11447
POA3123	F	7488
POA3123	M	6827
POA3124	F	11807
POA3124	M	10286
POA3125	F	7929
POA3125	M	7096
POA3126	F	4273
POA3126	M	3785
POA3127	F	9644
POA3127	M	8807
POA3128	F	10265
POA3128	M	9566
POA3129	F	9027
POA3129	M	8350
POA3130	F	16616
POA3130	M	15558
POA3131	F	11704
POA3131	M	10795
POA3132	F	8345
POA3132	M	7799
POA3133	F	11426
POA3133	M	10695
POA3134	F	16711
POA3134	M	16063
POA3135	F	10217
POA3135	M	9736
POA3136	F	23260
POA3136	M	21106
POA3137	F	7169
POA3137	M	6707
POA3138	F	11128
POA3138	M	10838
POA3139	F	6867
POA3139	M	6853
POA3140	F	8587
POA3140	M	7945
POA3141	F	13231
POA3141	M	11919
POA3142	F	6971
POA3142	M	5941
POA3143	F	4914
POA3143	M	4139
POA3144	F	5713
POA3144	M	5166
POA3145	F	12103
POA3145	M	11192
POA3146	F	13023
POA3146	M	12228
POA3147	F	7498
POA3147	M	7137
POA3148	F	4370
POA3148	M	4272
POA3149	F	17202
POA3149	M	16413
POA3150	F	30740
POA3150	M	29338
POA3151	F	5210
POA3151	M	5057
POA3152	F	17156
POA3152	M	15936
POA3153	F	10550
POA3153	M	10005
POA3154	F	2236
POA3154	M	2183
POA3155	F	11393
POA3155	M	10802
POA3156	F	19022
POA3156	M	18438
POA3158	F	3326
POA3158	M	3323
POA3159	F	1337
POA3159	M	1314
POA3160	F	4527
POA3160	M	4490
POA3161	F	7902
POA3161	M	7371
POA3162	F	9047
POA3162	M	8403
POA3163	F	16639
POA3163	M	15713
POA3165	F	14168
POA3165	M	13467
POA3166	F	12114
POA3166	M	11646
POA3167	F	4669
POA3167	M	4593
POA3168	F	10011
POA3168	M	10186
POA3169	F	9935
POA3169	M	10183
POA3170	F	9747
POA3170	M	9619
POA3171	F	10556
POA3171	M	11160
POA3172	F	11663
POA3172	M	11427
POA3173	F	13041
POA3173	M	12745
POA3174	F	19134
POA3174	M	19326
POA3175	F	25340
POA3175	M	27958
POA3177	F	5362
POA3177	M	5939
POA3178	F	17099
POA3178	M	16572
POA3179	F	3018
POA3179	M	3005
POA3180	F	3784
POA3180	M	3675
POA3181	F	10436
POA3181	M	9831
POA3182	F	11553
POA3182	M	11841
POA3183	F	9379
POA3183	M	9122
POA3184	F	8241
POA3184	M	7309
POA3185	F	6783
POA3185	M	6151
POA3186	F	12373
POA3186	M	10882
POA3187	F	8412
POA3187	M	7583
POA3188	F	9359
POA3188	M	8720
POA3189	F	2995
POA3189	M	2896
POA3190	F	5533
POA3190	M	4919
POA3191	F	5378
POA3191	M	4859
POA3192	F	11656
POA3192	M	10637
POA3193	F	10152
POA3193	M	9351
POA3194	F	6750
POA3194	M	6216
POA3195	F	18403
POA3195	M	17461
POA3196	F	13222
POA3196	M	12105
POA3197	F	6002
POA3197	M	5544
POA3198	F	8355
POA3198	M	8108
POA3199	F	28105
POA3199	M	26190
POA3200	F	2910
POA3200	M	2848
POA3201	F	10529
POA3201	M	10180
POA3202	F	1450
POA3202	M	1459
POA3204	F	15742
POA3204	M	14897
POA3205	F	5598
POA3205	M	5320
POA3206	F	5287
POA3206	M	5073
POA3207	F	8440
POA3207	M	7738
POA3211	F	649
POA3211	M	671
POA3212	F	7980
POA3212	M	8666
POA3213	F	2032
POA3213	M	2002
POA3214	F	12275
POA3214	M	11689
POA3215	F	10747
POA3215	M	9872
POA3216	F	29105
POA3216	M	27182
POA3217	F	3321
POA3217	M	3283
POA3218	F	7047
POA3218	M	6394
POA3219	F	10365
POA3219	M	9351
POA3220	F	8473
POA3220	M	7875
POA3221	F	365
POA3221	M	390
POA3222	F	7774
POA3222	M	7187
POA3223	F	3794
POA3223	M	3611
POA3224	F	7305
POA3224	M	6879
POA3225	F	2174
POA3225	M	1883
POA3226	F	7361
POA3226	M	6798
POA3227	F	2433
POA3227	M	2388
POA3228	F	9123
POA3228	M	8820
POA3230	F	1279
POA3230	M	1275
POA3231	F	632
POA3231	M	627
POA3232	F	570
POA3232	M	543
POA3233	F	1029
POA3233	M	1004
POA3234	F	91
POA3234	M	92
POA3235	F	176
POA3235	M	203
POA3236	F	127
POA3236	M	102
POA3237	F	92
POA3237	M	123
POA3238	F	94
POA3238	M	120
POA3239	F	206
POA3239	M	212
POA3240	F	990
POA3240	M	1033
POA3241	F	1303
POA3241	M	1266
POA3242	F	394
POA3242	M	434
POA3243	F	157
POA3243	M	202
POA3249	F	1551
POA3249	M	1652
POA3250	F	6258
POA3250	M	5995
POA3251	F	242
POA3251	M	280
POA3254	F	151
POA3254	M	158
POA3260	F	2406
POA3260	M	2365
POA3264	F	1156
POA3264	M	1135
POA3265	F	1266
POA3265	M	1352
POA3266	F	1520
POA3266	M	1549
POA3267	F	126
POA3267	M	122
POA3268	F	1274
POA3268	M	1333
POA3269	F	344
POA3269	M	384
POA3270	F	120
POA3270	M	128
POA3271	F	88
POA3271	M	104
POA3272	F	770
POA3272	M	765
POA3273	F	70
POA3273	M	72
POA3274	F	119
POA3274	M	124
POA3275	F	210
POA3275	M	220
POA3276	F	233
POA3276	M	249
POA3277	F	944
POA3277	M	980
POA3278	F	150
POA3278	M	161
POA3279	F	149
POA3279	M	137
POA3280	F	16489
POA3280	M	15075
POA3281	F	822
POA3281	M	876
POA3282	F	1166
POA3282	M	1197
POA3283	F	666
POA3283	M	690
POA3284	F	1803
POA3284	M	1638
POA3285	F	595
POA3285	M	619
POA3286	F	291
POA3286	M	278
POA3287	F	218
POA3287	M	216
POA3289	F	370
POA3289	M	382
POA3292	F	95
POA3292	M	92
POA3293	F	144
POA3293	M	154
POA3294	F	476
POA3294	M	480
POA3300	F	5296
POA3300	M	4790
POA3301	F	592
POA3301	M	621
POA3302	F	192
POA3302	M	184
POA3303	F	167
POA3303	M	172
POA3304	F	1354
POA3304	M	1367
POA3305	F	6445
POA3305	M	6375
POA3309	F	60
POA3309	M	66
POA3310	F	137
POA3310	M	141
POA3311	F	874
POA3311	M	822
POA3312	F	489
POA3312	M	544
POA3314	F	248
POA3314	M	278
POA3315	F	822
POA3315	M	801
POA3317	F	84
POA3317	M	113
POA3318	F	646
POA3318	M	617
POA3319	F	165
POA3319	M	179
POA3321	F	742
POA3321	M	777
POA3322	F	81
POA3322	M	92
POA3323	F	43
POA3323	M	44
POA3324	F	251
POA3324	M	280
POA3325	F	228
POA3325	M	249
POA3328	F	887
POA3328	M	835
POA3329	F	141
POA3329	M	146
POA3330	F	94
POA3330	M	126
POA3331	F	2972
POA3331	M	3028
POA3332	F	500
POA3332	M	516
POA3333	F	411
POA3333	M	422
POA3334	F	285
POA3334	M	278
POA3335	F	2906
POA3335	M	2947
POA3337	F	18579
POA3337	M	17879
POA3338	F	11935
POA3338	M	11480
POA3340	F	10797
POA3340	M	10323
POA3341	F	807
POA3341	M	856
POA3342	F	1745
POA3342	M	1699
POA3345	F	601
POA3345	M	552
POA3350	F	30782
POA3350	M	28362
POA3351	F	3957
POA3351	M	4211
POA3352	F	7675
POA3352	M	8320
POA3355	F	6843
POA3355	M	6171
POA3356	F	8634
POA3356	M	7683
POA3357	F	1865
POA3357	M	1848
POA3360	F	385
POA3360	M	383
POA3361	F	357
POA3361	M	327
POA3363	F	1808
POA3363	M	1669
POA3364	F	1066
POA3364	M	1087
POA3370	F	902
POA3370	M	876
POA3371	F	462
POA3371	M	528
POA3373	F	1150
POA3373	M	1138
POA3374	F	200
POA3374	M	203
POA3375	F	112
POA3375	M	95
POA3377	F	4382
POA3377	M	5028
POA3378	F	65
POA3378	M	81
POA3379	F	377
POA3379	M	424
POA3380	F	3115
POA3380	M	2917
POA3381	F	579
POA3381	M	628
POA3384	F	275
POA3384	M	274
POA3385	F	236
POA3385	M	274
POA3387	F	149
POA3387	M	167
POA3388	F	264
POA3388	M	294
POA3390	F	452
POA3390	M	460
POA3391	F	76
POA3391	M	92
POA3392	F	302
POA3392	M	282
POA3393	F	1339
POA3393	M	1345
POA3395	F	167
POA3395	M	191
POA3396	F	378
POA3396	M	363
POA3400	F	7613
POA3400	M	6927
POA3401	F	2116
POA3401	M	2306
POA3407	F	193
POA3407	M	223
POA3409	F	454
POA3409	M	475
POA3412	F	157
POA3412	M	146
POA3413	F	102
POA3413	M	112
POA3414	F	935
POA3414	M	889
POA3415	F	17
POA3415	M	21
POA3418	F	1396
POA3418	M	1376
POA3419	F	427
POA3419	M	380
POA3420	F	124
POA3420	M	153
POA3423	F	228
POA3423	M	251
POA3424	F	375
POA3424	M	393
POA3427	F	1377
POA3427	M	1385
POA3428	F	330
POA3428	M	347
POA3429	F	18625
POA3429	M	17674
POA3430	F	155
POA3430	M	169
POA3431	F	2025
POA3431	M	1919
POA3432	F	97
POA3432	M	100
POA3433	F	101
POA3433	M	119
POA3434	F	2527
POA3434	M	2543
POA3435	F	1433
POA3435	M	1445
POA3437	F	5309
POA3437	M	5134
POA3438	F	1205
POA3438	M	1180
POA3440	F	1000
POA3440	M	1037
POA3441	F	636
POA3441	M	701
POA3442	F	3892
POA3442	M	3571
POA3444	F	4736
POA3444	M	4457
POA3446	F	503
POA3446	M	519
POA3447	F	228
POA3447	M	223
POA3448	F	438
POA3448	M	443
POA3450	F	3668
POA3450	M	3163
POA3451	F	2557
POA3451	M	3096
POA3453	F	851
POA3453	M	873
POA3458	F	977
POA3458	M	972
POA3460	F	1431
POA3460	M	1138
POA3461	F	2064
POA3461	M	2085
POA3462	F	583
POA3462	M	590
POA3463	F	1251
POA3463	M	1196
POA3464	F	557
POA3464	M	560
POA3465	F	5046
POA3465	M	4725
POA3467	F	583
POA3467	M	606
POA3468	F	147
POA3468	M	139
POA3469	F	137
POA3469	M	143
POA3472	F	695
POA3472	M	788
POA3475	F	160
POA3475	M	186
POA3477	F	392
POA3477	M	434
POA3478	F	1272
POA3478	M	1187
POA3480	F	928
POA3480	M	936
POA3482	F	72
POA3482	M	96
POA3483	F	449
POA3483	M	445
POA3485	F	137
POA3485	M	161
POA3487	F	47
POA3487	M	47
POA3488	F	53
POA3488	M	59
POA3489	F	30
POA3489	M	26
POA3490	F	638
POA3490	M	659
POA3491	F	66
POA3491	M	64
POA3494	F	286
POA3494	M	380
POA3496	F	3072
POA3496	M	3151
POA3498	F	2616
POA3498	M	2712
POA3500	F	16998
POA3500	M	15745
POA3501	F	953
POA3501	M	985
POA3505	F	2417
POA3505	M	2419
POA3506	F	17
POA3506	M	17
POA3507	F	81
POA3507	M	80
POA3509	F	117
POA3509	M	112
POA3512	F	178
POA3512	M	195
POA3515	F	982
POA3515	M	960
POA3516	F	333
POA3516	M	359
POA3517	F	699
POA3517	M	713
POA3518	F	630
POA3518	M	679
POA3520	F	86
POA3520	M	97
POA3521	F	335
POA3521	M	325
POA3522	F	164
POA3522	M	174
POA3523	F	1820
POA3523	M	1804
POA3525	F	630
POA3525	M	671
POA3527	F	416
POA3527	M	372
POA3529	F	54
POA3529	M	65
POA3530	F	55
POA3530	M	69
POA3531	F	86
POA3531	M	110
POA3533	F	384
POA3533	M	391
POA3537	F	546
POA3537	M	492
POA3540	F	150
POA3540	M	139
POA3542	F	74
POA3542	M	82
POA3544	F	112
POA3544	M	136
POA3546	F	199
POA3546	M	205
POA3549	F	1714
POA3549	M	1811
POA3550	F	21072
POA3550	M	19272
POA3551	F	14834
POA3551	M	14726
POA3555	F	10351
POA3555	M	9336
POA3556	F	6700
POA3556	M	6387
POA3557	F	392
POA3557	M	395
POA3558	F	446
POA3558	M	470
POA3559	F	252
POA3559	M	298
POA3561	F	2242
POA3561	M	2196
POA3562	F	130
POA3562	M	148
POA3563	F	384
POA3563	M	424
POA3564	F	8246
POA3564	M	7696
POA3565	F	53
POA3565	M	56
POA3566	F	276
POA3566	M	277
POA3567	F	304
POA3567	M	350
POA3568	F	1516
POA3568	M	1435
POA3570	F	384
POA3570	M	370
POA3571	F	158
POA3571	M	163
POA3572	F	76
POA3572	M	76
POA3573	F	158
POA3573	M	174
POA3575	F	412
POA3575	M	397
POA3576	F	44
POA3576	M	34
POA3579	F	2715
POA3579	M	2645
POA3580	F	473
POA3580	M	517
POA3581	F	77
POA3581	M	87
POA3583	F	93
POA3583	M	114
POA3584	F	535
POA3584	M	606
POA3585	F	5722
POA3585	M	5482
POA3586	F	407
POA3586	M	421
POA3588	F	170
POA3588	M	190
POA3589	F	162
POA3589	M	190
POA3590	F	170
POA3590	M	170
POA3591	F	79
POA3591	M	82
POA3594	F	255
POA3594	M	275
POA3595	F	324
POA3595	M	338
POA3596	F	41
POA3596	M	47
POA3597	F	189
POA3597	M	225
POA3599	F	59
POA3599	M	79
POA3607	F	67
POA3607	M	69
POA3608	F	1225
POA3608	M	1198
POA3610	F	728
POA3610	M	988
POA3612	F	827
POA3612	M	884
POA3614	F	426
POA3614	M	452
POA3616	F	2660
POA3616	M	2697
POA3617	F	87
POA3617	M	76
POA3618	F	321
POA3618	M	358
POA3620	F	4177
POA3620	M	4060
POA3621	F	1167
POA3621	M	1198
POA3622	F	227
POA3622	M	232
POA3623	F	426
POA3623	M	473
POA3624	F	273
POA3624	M	284
POA3629	F	4677
POA3629	M	4454
POA3630	F	15961
POA3630	M	15309
POA3631	F	5791
POA3631	M	5813
POA3633	F	290
POA3633	M	316
POA3634	F	859
POA3634	M	940
POA3635	F	260
POA3635	M	278
POA3636	F	2710
POA3636	M	2530
POA3637	F	271
POA3637	M	320
POA3638	F	1040
POA3638	M	1030
POA3639	F	249
POA3639	M	277
POA3640	F	455
POA3640	M	548
POA3641	F	601
POA3641	M	640
POA3644	F	4608
POA3644	M	4621
POA3646	F	298
POA3646	M	289
POA3647	F	26
POA3647	M	20
POA3649	F	217
POA3649	M	209
POA3658	F	3123
POA3658	M	3098
POA3659	F	343
POA3659	M	390
POA3660	F	3795
POA3660	M	3785
POA3662	F	398
POA3662	M	683
POA3663	F	94
POA3663	M	89
POA3664	F	530
POA3664	M	541
POA3665	F	182
POA3665	M	179
POA3666	F	2380
POA3666	M	2318
POA3669	F	701
POA3669	M	636
POA3670	F	269
POA3670	M	302
POA3672	F	5419
POA3672	M	4909
POA3673	F	860
POA3673	M	872
POA3675	F	884
POA3675	M	919
POA3677	F	9641
POA3677	M	8457
POA3678	F	3122
POA3678	M	3227
POA3682	F	295
POA3682	M	323
POA3683	F	893
POA3683	M	869
POA3685	F	1406
POA3685	M	1319
POA3687	F	551
POA3687	M	547
POA3688	F	614
POA3688	M	617
POA3690	F	17232
POA3690	M	16288
POA3691	F	4751
POA3691	M	4952
POA3694	F	4
POA3694	M	87
POA3695	F	243
POA3695	M	228
POA3697	F	298
POA3697	M	280
POA3698	F	434
POA3698	M	433
POA3699	F	567
POA3699	M	558
POA3700	F	645
POA3700	M	668
POA3701	F	511
POA3701	M	563
POA3704	F	11
POA3704	M	11
POA3705	F	123
POA3705	M	137
POA3707	F	914
POA3707	M	917
POA3708	F	30
POA3708	M	30
POA3709	F	135
POA3709	M	155
POA3711	F	242
POA3711	M	247
POA3712	F	167
POA3712	M	186
POA3713	F	480
POA3713	M	542
POA3714	F	1799
POA3714	M	1708
POA3715	F	140
POA3715	M	169
POA3717	F	1311
POA3717	M	1337
POA3718	F	35
POA3718	M	33
POA3719	F	188
POA3719	M	182
POA3720	F	246
POA3720	M	327
POA3722	F	2608
POA3722	M	2413
POA3723	F	1468
POA3723	M	1542
POA3725	F	304
POA3725	M	327
POA3726	F	203
POA3726	M	203
POA3727	F	130
POA3727	M	177
POA3728	F	324
POA3728	M	314
POA3730	F	4480
POA3730	M	4353
POA3732	F	291
POA3732	M	300
POA3733	F	122
POA3733	M	99
POA3735	F	292
POA3735	M	309
POA3737	F	2182
POA3737	M	2125
POA3738	F	112
POA3738	M	107
POA3739	F	105
POA3739	M	109
POA3740	F	561
POA3740	M	513
POA3741	F	1570
POA3741	M	1521
POA3744	F	215
POA3744	M	237
POA3746	F	180
POA3746	M	204
POA3747	F	2335
POA3747	M	2292
POA3749	F	984
POA3749	M	898
POA3750	F	4551
POA3750	M	4511
POA3751	F	122
POA3751	M	150
POA3752	F	12246
POA3752	M	11812
POA3753	F	1135
POA3753	M	1191
POA3754	F	19423
POA3754	M	18332
POA3755	F	121
POA3755	M	129
POA3756	F	5971
POA3756	M	5947
POA3757	F	4484
POA3757	M	4472
POA3758	F	1036
POA3758	M	1146
POA3759	F	558
POA3759	M	506
POA3760	F	188
POA3760	M	188
POA3761	F	593
POA3761	M	637
POA3762	F	65
POA3762	M	69
POA3763	F	733
POA3763	M	804
POA3764	F	4658
POA3764	M	4505
POA3765	F	3451
POA3765	M	3311
POA3766	F	590
POA3766	M	641
POA3767	F	641
POA3767	M	609
POA3770	F	1604
POA3770	M	1616
POA3775	F	1921
POA3775	M	1940
POA3777	F	5548
POA3777	M	5203
POA3778	F	96
POA3778	M	106
POA3779	F	187
POA3779	M	207
POA3781	F	2220
POA3781	M	2249
POA3782	F	3879
POA3782	M	3945
POA3783	F	1141
POA3783	M	1207
POA3785	F	34
POA3785	M	44
POA3786	F	756
POA3786	M	763
POA3787	F	543
POA3787	M	520
POA3788	F	853
POA3788	M	885
POA3789	F	139
POA3789	M	132
POA3791	F	708
POA3791	M	731
POA3792	F	537
POA3792	M	519
POA3793	F	1817
POA3793	M	1765
POA3795	F	614
POA3795	M	629
POA3796	F	4872
POA3796	M	4830
POA3797	F	1711
POA3797	M	1766
POA3799	F	2937
POA3799	M	2863
POA3800	F	1126
POA3800	M	1082
POA3802	F	12137
POA3802	M	12158
POA3803	F	5447
POA3803	M	5406
POA3804	F	4053
POA3804	M	4043
POA3805	F	28559
POA3805	M	28381
POA3806	F	24917
POA3806	M	23607
POA3807	F	3538
POA3807	M	3561
POA3808	F	1464
POA3808	M	1567
POA3809	F	3652
POA3809	M	3554
POA3810	F	24676
POA3810	M	23224
POA3812	F	1169
POA3812	M	1147
POA3813	F	429
POA3813	M	454
POA3814	F	1124
POA3814	M	1135
POA3815	F	1530
POA3815	M	1490
POA3816	F	1372
POA3816	M	1345
POA3818	F	7311
POA3818	M	6857
POA3820	F	8370
POA3820	M	7588
POA3821	F	1498
POA3821	M	1418
POA3822	F	500
POA3822	M	487
POA3823	F	927
POA3823	M	913
POA3824	F	2576
POA3824	M	2426
POA3825	F	10313
POA3825	M	9967
POA3831	F	840
POA3831	M	861
POA3832	F	128
POA3832	M	114
POA3833	F	143
POA3833	M	156
POA3835	F	232
POA3835	M	240
POA3840	F	8329
POA3840	M	8146
POA3842	F	2451
POA3842	M	2335
POA3844	F	14947
POA3844	M	14032
POA3847	F	1087
POA3847	M	1102
POA3850	F	7683
POA3850	M	7103
POA3851	F	2359
POA3851	M	3330
POA3852	F	25
POA3852	M	71
POA3854	F	692
POA3854	M	711
POA3856	F	497
POA3856	M	494
POA3857	F	178
POA3857	M	187
POA3858	F	1499
POA3858	M	1526
POA3859	F	400
POA3859	M	429
POA3860	F	3686
POA3860	M	3485
POA3862	F	1592
POA3862	M	1568
POA3864	F	102
POA3864	M	112
POA3865	F	207
POA3865	M	233
POA3869	F	820
POA3869	M	808
POA3870	F	643
POA3870	M	627
POA3871	F	1466
POA3871	M	1436
POA3873	F	150
POA3873	M	172
POA3874	F	265
POA3874	M	292
POA3875	F	9744
POA3875	M	8885
POA3878	F	533
POA3878	M	561
POA3880	F	2050
POA3880	M	1986
POA3882	F	531
POA3882	M	561
POA3885	F	911
POA3885	M	954
POA3886	F	195
POA3886	M	198
POA3887	F	163
POA3887	M	184
POA3888	F	1721
POA3888	M	1707
POA3889	F	71
POA3889	M	107
POA3890	F	144
POA3890	M	175
POA3891	F	46
POA3891	M	62
POA3892	F	541
POA3892	M	524
POA3893	F	9
POA3893	M	10
POA3895	F	95
POA3895	M	100
POA3896	F	184
POA3896	M	217
POA3898	F	398
POA3898	M	388
POA3900	F	65
POA3900	M	86
POA3902	F	208
POA3902	M	204
POA3903	F	355
POA3903	M	395
POA3904	F	728
POA3904	M	722
POA3909	F	4061
POA3909	M	3840
POA3910	F	11574
POA3910	M	11006
POA3911	F	1712
POA3911	M	1701
POA3912	F	7785
POA3912	M	7370
POA3913	F	1715
POA3913	M	1616
POA3915	F	5188
POA3915	M	4771
POA3916	F	477
POA3916	M	472
POA3918	F	1817
POA3918	M	1879
POA3919	F	1602
POA3919	M	1583
POA3920	F	279
POA3920	M	757
POA3921	F	54
POA3921	M	61
POA3922	F	4037
POA3922	M	3703
POA3923	F	272
POA3923	M	248
POA3925	F	1728
POA3925	M	1659
POA3926	F	1667
POA3926	M	1580
POA3927	F	865
POA3927	M	806
POA3928	F	223
POA3928	M	195
POA3929	F	464
POA3929	M	436
POA3930	F	9220
POA3930	M	8664
POA3931	F	12827
POA3931	M	11169
POA3933	F	548
POA3933	M	557
POA3934	F	9578
POA3934	M	8971
POA3936	F	5709
POA3936	M	5318
POA3937	F	746
POA3937	M	776
POA3938	F	1432
POA3938	M	1390
POA3939	F	7640
POA3939	M	6884
POA3940	F	2696
POA3940	M	2237
POA3941	F	6128
POA3941	M	6046
POA3942	F	1178
POA3942	M	1135
POA3943	F	818
POA3943	M	775
POA3944	F	257
POA3944	M	256
POA3945	F	486
POA3945	M	489
POA3946	F	105
POA3946	M	113
POA3950	F	2497
POA3950	M	2299
POA3951	F	496
POA3951	M	513
POA3953	F	4066
POA3953	M	3795
POA3954	F	213
POA3954	M	193
POA3956	F	1374
POA3956	M	1449
POA3957	F	137
POA3957	M	141
POA3958	F	134
POA3958	M	133
POA3959	F	586
POA3959	M	566
POA3960	F	1291
POA3960	M	1183
POA3962	F	468
POA3962	M	443
POA3964	F	62
POA3964	M	66
POA3965	F	96
POA3965	M	113
POA3966	F	235
POA3966	M	271
POA3967	F	56
POA3967	M	65
POA3971	F	1987
POA3971	M	2030
POA3975	F	7665
POA3975	M	7580
POA3976	F	12551
POA3976	M	12978
POA3977	F	47032
POA3977	M	46295
POA3978	F	5424
POA3978	M	5227
POA3979	F	154
POA3979	M	170
POA3980	F	1613
POA3980	M	1737
POA3981	F	2518
POA3981	M	2382
POA3984	F	2587
POA3984	M	2623
POA3987	F	783
POA3987	M	743
POA3988	F	505
POA3988	M	497
POA3990	F	55
POA3990	M	53
POA3991	F	177
POA3991	M	180
POA3992	F	481
POA3992	M	489
POA3995	F	5299
POA3995	M	4872
POA3996	F	2892
POA3996	M	2653
POA4000	F	7734
POA4000	M	8819
POA4005	F	9101
POA4005	M	8772
POA4006	F	6847
POA4006	M	7680
POA4007	F	6579
POA4007	M	6187
POA4008	F	137
POA4008	M	229
POA4010	F	1192
POA4010	M	1104
POA4011	F	7869
POA4011	M	7309
POA4012	F	11143
POA4012	M	10688
POA4013	F	2298
POA4013	M	2270
POA4014	F	6064
POA4014	M	5846
POA4017	F	18865
POA4017	M	18003
POA4018	F	6477
POA4018	M	5673
POA4019	F	10312
POA4019	M	9794
POA4020	F	11602
POA4020	M	10443
POA4021	F	5209
POA4021	M	4574
POA4022	F	3846
POA4022	M	3317
POA4025	F	155
POA4025	M	208
POA4029	F	47
POA4029	M	31
POA4030	F	8233
POA4030	M	8298
POA4031	F	6932
POA4031	M	6651
POA4032	F	8338
POA4032	M	7440
POA4034	F	22772
POA4034	M	21684
POA4035	F	12440
POA4035	M	11767
POA4036	F	3305
POA4036	M	3197
POA4037	F	4023
POA4037	M	3951
POA4051	F	13783
POA4051	M	13752
POA4053	F	22740
POA4053	M	21243
POA4054	F	7045
POA4054	M	6571
POA4055	F	10355
POA4055	M	10204
POA4059	F	6760
POA4059	M	6728
POA4060	F	6526
POA4060	M	6513
POA4061	F	8568
POA4061	M	8120
POA4064	F	5500
POA4064	M	5338
POA4065	F	4939
POA4065	M	4566
POA4066	F	8536
POA4066	M	8164
POA4067	F	5331
POA4067	M	5099
POA4068	F	12014
POA4068	M	11602
POA4069	F	17132
POA4069	M	16491
POA4070	F	5922
POA4070	M	5691
POA4072	F	1210
POA4072	M	946
POA4073	F	4789
POA4073	M	4352
POA4074	F	12024
POA4074	M	11705
POA4075	F	12048
POA4075	M	11301
POA4076	F	2824
POA4076	M	5285
POA4077	F	15842
POA4077	M	14915
POA4078	F	13355
POA4078	M	12449
POA4101	F	11412
POA4101	M	11451
POA4102	F	3641
POA4102	M	4016
POA4103	F	7193
POA4103	M	7119
POA4104	F	3356
POA4104	M	3181
POA4105	F	6679
POA4105	M	6637
POA4106	F	724
POA4106	M	869
POA4107	F	3149
POA4107	M	3143
POA4108	F	2961
POA4108	M	3064
POA4109	F	18973
POA4109	M	18640
POA4110	F	5464
POA4110	M	5449
POA4111	F	572
POA4111	M	609
POA4112	F	4096
POA4112	M	4015
POA4113	F	14979
POA4113	M	14930
POA4114	F	14377
POA4114	M	14684
POA4115	F	9722
POA4115	M	9588
POA4116	F	13269
POA4116	M	12663
POA4117	F	689
POA4117	M	678
POA4118	F	15292
POA4118	M	15107
POA4119	F	3203
POA4119	M	3142
POA4120	F	4469
POA4120	M	4464
POA4121	F	13014
POA4121	M	12248
POA4122	F	22850
POA4122	M	21000
POA4123	F	9447
POA4123	M	9042
POA4124	F	9972
POA4124	M	9696
POA4125	F	3620
POA4125	M	3516
