POA_CODE_2016	HomeCensusNight	persons
POA2198	0	241
POA2198	1	8799
POA2199	0	544
POA2199	1	17468
POA2200	0	1259
POA2200	1	42423
POA2203	0	502
POA2203	1	13201
POA2204	0	1099
POA2204	1	25410
POA2205	0	570
POA2205	1	18884
POA2206	0	595
POA2206	1	18814
POA2207	0	779
POA2207	1	27755
POA2208	0	326
POA2208	1	12120
POA2209	0	396
POA2209	1	15373
POA2210	0	863
POA2210	1	29723
POA2211	0	466
POA2211	1	16377
POA2212	0	459
POA2212	1	15386
POA2213	0	655
POA2213	1	21137
POA2214	0	112
POA2214	1	3839
POA2216	0	831
POA2216	1	27230
POA2217	0	767
POA2217	1	26078
POA2218	0	397
POA2218	1	16029
POA2219	0	436
POA2219	1	12767
POA2220	0	812
POA2220	1	31681
POA2221	0	509
POA2221	1	15972
POA2222	0	335
POA2222	1	12452
POA2223	0	692
POA2223	1	20215
POA2224	0	463
POA2224	1	13746
POA2225	0	201
POA2225	1	5208
POA2226	0	487
POA2226	1	12013
POA2227	0	548
POA2227	1	14071
POA2228	0	730
POA2228	1	17633
POA2229	0	1108
POA2229	1	27601
POA2230	0	1443
POA2230	1	27393
POA2231	0	110
POA2231	1	2162
POA2232	0	1158
POA2232	1	31716
POA2233	0	953
POA2233	1	28543
POA2234	0	927
POA2234	1	29654
POA2250	0	2895
POA2250	1	64297
POA2251	0	1618
POA2251	1	31088
POA2256	0	748
POA2256	1	14852
POA2257	0	1477
POA2257	1	27540
POA2258	0	216
POA2258	1	4949
POA2259	0	2679
POA2259	1	56832
POA2260	0	1310
POA2260	1	22106
POA2261	0	2560
POA2261	1	50189
POA2262	0	1006
POA2262	1	19830
POA2263	0	1150
POA2263	1	23115
POA2264	0	782
POA2264	1	13449
POA2265	0	330
POA2265	1	5477
POA2267	0	212
POA2267	1	2542
POA2278	0	123
POA2278	1	2454
POA2280	0	1281
POA2280	1	25398
POA2281	0	794
POA2281	1	13487
POA2282	0	824
POA2282	1	13956
POA2283	0	1402
POA2283	1	21897
POA2284	0	598
POA2284	1	9899
POA2285	0	1311
POA2285	1	29402
POA2286	0	158
POA2286	1	3755
POA2287	0	1621
POA2287	1	34778
POA2289	0	882
POA2289	1	18235
POA2290	0	1693
POA2290	1	31725
POA2291	0	844
POA2291	1	12571
POA2292	0	119
POA2292	1	2339
POA2293	0	162
POA2293	1	2357
POA2294	0	133
POA2294	1	1794
POA2295	0	412
POA2295	1	6508
POA2296	0	131
POA2296	1	1748
POA2297	0	88
POA2297	1	1590
POA2298	0	492
POA2298	1	9008
POA2299	0	578
POA2299	1	10631
POA2300	0	922
POA2300	1	9657
POA2302	0	41
POA2302	1	523
POA2303	0	517
POA2303	1	8626
POA2304	0	721
POA2304	1	14452
POA2305	0	591
POA2305	1	11912
POA2306	0	189
POA2306	1	3168
POA2307	0	187
POA2307	1	3715
POA2308	0	47
POA2308	1	1285
POA2311	0	45
POA2311	1	813
POA2312	0	76
POA2312	1	1379
POA2314	0	26
POA2314	1	175
POA2315	0	1044
POA2315	1	13617
POA2316	0	421
POA2316	1	5424
POA2317	0	411
POA2317	1	5828
POA2318	0	692
POA2318	1	11457
POA2319	0	386
POA2319	1	6301
POA2320	0	1645
POA2320	1	32911
POA2321	0	651
POA2321	1	13970
POA2322	0	839
POA2322	1	17618
POA2323	0	1216
POA2323	1	24520
POA2324	0	1378
POA2324	1	22270
POA2325	0	1545
POA2325	1	26909
POA2326	0	423
POA2326	1	6910
POA2327	0	313
POA2327	1	7303
POA2328	0	101
POA2328	1	2341
POA2329	0	92
POA2329	1	2016
POA2330	0	1054
POA2330	1	19299
POA2331	0	11
POA2331	1	308
POA2333	0	660
POA2333	1	12992
POA2334	0	140
POA2334	1	2690
POA2335	0	265
POA2335	1	5895
POA2336	0	156
POA2336	1	2459
POA2337	0	404
POA2337	1	7487
POA2338	0	84
POA2338	1	1341
POA2339	0	37
POA2339	1	638
POA2340	0	2965
POA2340	1	46101
POA2341	0	96
POA2341	1	1475
POA2342	0	31
POA2342	1	436
POA2343	0	322
POA2343	1	4639
POA2344	0	36
POA2344	1	723
POA2345	0	41
POA2345	1	682
POA2346	0	159
POA2346	1	2990
POA2347	0	126
POA2347	1	1807
POA2350	0	1880
POA2350	1	23462
POA2351	0	68
POA2351	1	912
POA2352	0	128
POA2352	1	2585
POA2353	0	65
POA2353	1	1063
POA2354	0	204
POA2354	1	3372
POA2355	0	45
POA2355	1	616
POA2356	0	17
POA2356	1	144
POA2357	0	322
POA2357	1	3842
POA2358	0	239
POA2358	1	3529
POA2359	0	46
POA2359	1	694
POA2360	0	912
POA2360	1	13613
POA2361	0	55
POA2361	1	852
POA2365	0	252
POA2365	1	3473
POA2369	0	54
POA2369	1	867
POA2370	0	538
POA2370	1	7148
POA2371	0	82
POA2371	1	1073
POA2372	0	335
POA2372	1	4404
POA2379	0	17
POA2379	1	296
POA2380	0	522
POA2380	1	9864
POA2381	0	69
POA2381	1	1123
POA2382	0	71
POA2382	1	1251
POA2386	0	32
POA2386	1	322
POA2387	0	24
POA2387	1	175
POA2388	0	164
POA2388	1	2516
POA2390	0	516
POA2390	1	8245
POA2395	0	63
POA2395	1	605
POA2396	0	46
POA2396	1	816
POA2397	0	39
POA2397	1	344
POA2398	0	28
POA2398	1	212
POA2399	0	48
POA2399	1	552
POA2400	0	708
POA2400	1	9374
POA2401	0	9
POA2401	1	308
POA2402	0	127
POA2402	1	1664
POA2403	0	37
POA2403	1	683
POA2404	0	139
POA2404	1	1702
POA2405	0	79
POA2405	1	437
POA2406	0	85
POA2406	1	742
POA2408	0	34
POA2408	1	338
POA2409	0	52
POA2409	1	973
POA2410	0	32
POA2410	1	246
POA2411	0	16
POA2411	1	102
POA2415	0	24
POA2415	1	361
POA2420	0	239
POA2420	1	3780
POA2421	0	63
POA2421	1	1766
POA2422	0	356
POA2422	1	4980
POA2423	0	200
POA2423	1	2761
POA2424	0	28
POA2424	1	396
POA2425	0	100
POA2425	1	1678
POA2426	0	45
POA2426	1	673
POA2427	0	256
POA2427	1	2851
POA2428	0	1653
POA2428	1	22358
POA2429	0	549
POA2429	1	9168
POA2430	0	1938
POA2430	1	32084
POA2431	0	330
POA2431	1	4800
POA2439	0	186
POA2439	1	2754
POA2440	0	1135
POA2440	1	20685
POA2441	0	236
POA2441	1	4111
POA2443	0	615
POA2443	1	8281
POA2444	0	2618
POA2444	1	43674
POA2445	0	427
POA2445	1	6034
POA2446	0	709
POA2446	1	12625
POA2447	0	452
POA2447	1	6721
POA2448	0	495
POA2448	1	8501
POA2449	0	122
POA2449	1	2068
POA2450	0	2521
POA2450	1	41379
POA2452	0	877
POA2452	1	14242
POA2453	0	175
POA2453	1	2596
POA2454	0	395
POA2454	1	7176
POA2455	0	190
POA2455	1	2814
POA2456	0	868
POA2456	1	13888
POA2460	0	1659
POA2460	1	27557
POA2462	0	180
POA2462	1	2263
POA2463	0	387
POA2463	1	7154
POA2464	0	452
POA2464	1	6281
POA2465	0	10
POA2465	1	282
POA2466	0	109
POA2466	1	1620
POA2469	0	249
POA2469	1	3759
POA2470	0	716
POA2470	1	14507
POA2471	0	114
POA2471	1	2410
POA2472	0	117
POA2472	1	1737
POA2473	0	180
POA2473	1	2908
POA2474	0	315
POA2474	1	6019
POA2475	0	22
POA2475	1	361
POA2476	0	28
POA2476	1	753
POA2477	0	579
POA2477	1	11625
POA2478	0	1588
POA2478	1	26721
POA2479	0	275
POA2479	1	4458
POA2480	0	2329
POA2480	1	42270
POA2481	0	871
POA2481	1	10899
POA2482	0	333
POA2482	1	5940
POA2483	0	604
POA2483	1	9997
POA2484	0	933
POA2484	1	17940
POA2485	0	691
POA2485	1	13684
POA2486	0	1592
POA2486	1	29998
POA2487	0	779
POA2487	1	12655
POA2488	0	176
POA2488	1	3087
POA2489	0	345
POA2489	1	7013
POA2490	0	40
POA2490	1	628
POA2500	0	2052
POA2500	1	38459
POA2502	0	530
POA2502	1	11909
POA2505	0	197
POA2505	1	4811
POA2506	0	288
POA2506	1	7324
POA2508	0	435
POA2508	1	8540
POA2515	0	678
POA2515	1	10435
POA2516	0	334
POA2516	1	5774
POA2517	0	590
POA2517	1	13142
POA2518	0	858
POA2518	1	18211
POA2519	0	760
POA2519	1	16172
POA2522	0	7
POA2522	1	292
POA2525	0	476
POA2525	1	11085
POA2526	0	606
POA2526	1	15019
POA2527	0	913
POA2527	1	20468
POA2528	0	1137
POA2528	1	22632
POA2529	0	1031
POA2529	1	24995
POA2530	0	1304
POA2530	1	30710
POA2533	0	960
POA2533	1	14660
POA2534	0	404
POA2534	1	5308
POA2535	0	492
POA2535	1	6844
POA2536	0	1256
POA2536	1	16462
POA2537	0	954
POA2537	1	10862
POA2538	0	164
POA2538	1	2235
POA2539	0	1349
POA2539	1	16624
POA2540	0	3198
POA2540	1	41916
POA2541	0	1488
POA2541	1	24149
POA2545	0	57
POA2545	1	985
POA2546	0	769
POA2546	1	8356
POA2548	0	718
POA2548	1	7013
POA2549	0	258
POA2549	1	3526
POA2550	0	1170
POA2550	1	14688
POA2551	0	272
POA2551	1	3227
POA2555	0	14
POA2555	1	208
POA2556	0	98
POA2556	1	2411
POA2557	0	226
POA2557	1	8727
POA2558	0	340
POA2558	1	10780
POA2559	0	153
POA2559	1	2917
POA2560	0	2712
POA2560	1	73810
POA2563	0	13
POA2563	1	289
POA2564	0	345
POA2564	1	13580
POA2565	0	534
POA2565	1	19452
POA2566	0	773
POA2566	1	25549
POA2567	0	1078
POA2567	1	37425
POA2568	0	34
POA2568	1	1112
POA2569	0	53
POA2569	1	1308
POA2570	0	1438
POA2570	1	38663
POA2571	0	492
POA2571	1	11359
POA2572	0	183
POA2572	1	4291
POA2573	0	190
POA2573	1	4880
POA2574	0	216
POA2574	1	5525
POA2575	0	782
POA2575	1	14693
POA2576	0	772
POA2576	1	12665
POA2577	0	896
POA2577	1	14520
POA2578	0	168
POA2578	1	2521
POA2579	0	239
POA2579	1	3790
POA2580	0	1601
POA2580	1	27622
POA2581	0	113
POA2581	1	1978
POA2582	0	675
POA2582	1	11761
POA2583	0	236
POA2583	1	4148
POA2584	0	26
POA2584	1	517
POA2585	0	12
POA2585	1	217
POA2586	0	151
POA2586	1	2466
POA2587	0	195
POA2587	1	2718
POA2588	0	23
POA2588	1	231
POA2590	0	475
POA2590	1	6618
POA2594	0	717
POA2594	1	10957
POA2600	0	591
POA2600	1	6656
POA2601	0	267
POA2601	1	6095
POA2602	0	1722
POA2602	1	28729
POA2603	0	612
POA2603	1	8745
POA2604	0	726
POA2604	1	9663
POA2605	0	623
POA2605	1	11099
POA2606	0	426
POA2606	1	8995
POA2607	0	748
POA2607	1	12861
POA2609	0	72
POA2609	1	812
POA2611	0	1473
POA2611	1	26544
POA2612	0	970
POA2612	1	15219
POA2614	0	1016
POA2614	1	18371
POA2615	0	2030
POA2615	1	42143
POA2617	0	1616
POA2617	1	30885
POA2618	0	78
POA2618	1	1365
POA2619	0	440
POA2619	1	9064
POA2620	0	1896
POA2620	1	37391
POA2621	0	334
POA2621	1	5727
POA2622	0	345
POA2622	1	3574
POA2623	0	40
POA2623	1	568
POA2625	0	22
POA2625	1	367
POA2626	0	39
POA2626	1	467
POA2627	0	367
POA2627	1	4255
POA2628	0	131
POA2628	1	1779
POA2629	0	45
POA2629	1	483
POA2630	0	559
POA2630	1	8132
POA2631	0	33
POA2631	1	534
POA2632	0	125
POA2632	1	1707
POA2633	0	26
POA2633	1	350
POA2640	0	2406
POA2640	1	33932
POA2641	0	852
POA2641	1	14220
POA2642	0	268
POA2642	1	4527
POA2643	0	193
POA2643	1	2582
POA2644	0	193
POA2644	1	2202
POA2645	0	38
POA2645	1	362
POA2646	0	467
POA2646	1	6290
POA2647	0	190
POA2647	1	1978
POA2648	0	177
POA2648	1	2194
POA2649	0	3
POA2649	1	24
POA2650	0	3431
POA2650	1	53542
POA2651	0	128
POA2651	1	2143
POA2652	0	353
POA2652	1	4227
POA2653	0	199
POA2653	1	2334
POA2655	0	58
POA2655	1	1280
POA2656	0	71
POA2656	1	1209
POA2658	0	69
POA2658	1	1363
POA2659	0	60
POA2659	1	833
POA2660	0	112
POA2660	1	1503
POA2661	0	31
POA2661	1	597
POA2663	0	248
POA2663	1	4938
POA2665	0	152
POA2665	1	2070
POA2666	0	321
POA2666	1	5353
POA2668	0	24
POA2668	1	434
POA2669	0	116
POA2669	1	1538
POA2671	0	260
POA2671	1	3855
POA2672	0	102
POA2672	1	1472
POA2675	0	119
POA2675	1	1448
POA2678	1	337
POA2680	0	1258
POA2680	1	22685
POA2681	0	100
POA2681	1	1631
POA2700	0	334
POA2700	1	4594
POA2701	0	141
POA2701	1	2249
POA2702	0	34
POA2702	1	745
POA2703	0	42
POA2703	1	942
POA2705	0	513
POA2705	1	9638
POA2706	0	57
POA2706	1	1101
POA2707	0	116
POA2707	1	1229
POA2710	0	684
POA2710	1	9440
POA2711	0	307
POA2711	1	3047
POA2712	0	92
POA2712	1	1265
POA2713	0	174
POA2713	1	2626
POA2714	0	249
POA2714	1	2520
POA2715	0	82
POA2715	1	1398
POA2716	0	80
POA2716	1	1023
POA2717	0	76
POA2717	1	1251
POA2720	0	498
POA2720	1	7514
POA2721	0	9
POA2721	1	224
POA2722	0	204
POA2722	1	3004
POA2725	0	26
POA2725	1	349
POA2726	0	22
POA2726	1	200
POA2727	0	37
POA2727	1	319
POA2729	0	102
POA2729	1	1590
POA2730	0	87
POA2730	1	1300
POA2731	0	508
POA2731	1	5903
POA2732	0	144
POA2732	1	1631
POA2733	0	39
POA2733	1	500
POA2734	0	45
POA2734	1	415
POA2735	0	37
POA2735	1	411
POA2736	0	36
POA2736	1	340
POA2737	0	33
POA2737	1	805
POA2738	0	103
POA2738	1	1563
POA2739	0	116
POA2739	1	1284
POA2745	0	857
POA2745	1	28648
POA2747	0	1394
POA2747	1	41033
POA2748	0	72
POA2748	1	1808
POA2749	0	543
POA2749	1	16382
POA2750	0	1596
POA2750	1	43215
POA2752	0	156
POA2752	1	4767
POA2753	0	634
POA2753	1	16507
POA2754	0	294
POA2754	1	5398
POA2755	0	24
POA2755	1	236
POA2756	0	1160
POA2756	1	32769
POA2757	0	45
POA2757	1	807
POA2758	0	333
POA2758	1	8383
POA2759	0	714
POA2759	1	25620
POA2760	0	1180
POA2760	1	32655
POA2761	0	633
POA2761	1	30324
POA2762	0	137
POA2762	1	4844
POA2763	0	666
POA2763	1	30217
POA2765	0	539
POA2765	1	15565
POA2766	0	362
POA2766	1	15174
POA2767	0	585
POA2767	1	21940
POA2768	0	547
POA2768	1	28216
POA2769	0	231
POA2769	1	11508
POA2770	0	2009
POA2770	1	59292
POA2773	0	309
POA2773	1	5704
POA2774	0	530
POA2774	1	12402
POA2775	0	95
POA2775	1	1401
POA2776	0	164
POA2776	1	3859
POA2777	0	698
POA2777	1	16907
POA2778	0	103
POA2778	1	2333
POA2779	0	203
POA2779	1	4774
POA2780	0	841
POA2780	1	12384
POA2782	0	323
POA2782	1	5752
POA2783	0	140
POA2783	1	2479
POA2784	0	52
POA2784	1	1174
POA2785	0	294
POA2785	1	4251
POA2786	0	113
POA2786	1	1179
POA2787	0	235
POA2787	1	4216
POA2790	0	851
POA2790	1	14912
POA2791	0	33
POA2791	1	311
POA2792	0	19
POA2792	1	370
POA2793	0	64
POA2793	1	908
POA2794	0	598
POA2794	1	9828
POA2795	0	2351
POA2795	1	40202
POA2797	0	42
POA2797	1	383
POA2798	0	120
POA2798	1	1976
POA2799	0	229
POA2799	1	3898
POA2800	0	2541
POA2800	1	42455
POA2803	0	17
POA2803	1	260
POA2804	0	146
POA2804	1	2520
POA2805	0	9
POA2805	1	393
POA2806	0	67
POA2806	1	710
POA2807	0	23
POA2807	1	404
POA2808	0	14
POA2808	1	167
POA2809	0	36
POA2809	1	204
POA2810	0	202
POA2810	1	2944
POA2817	0	13
POA2817	1	272
POA2818	0	60
POA2818	1	808
POA2820	0	439
POA2820	1	6879
POA2821	0	302
POA2821	1	4505
POA2822	0	30
POA2822	1	386
POA2823	0	97
POA2823	1	1325
POA2824	0	158
POA2824	1	2023
POA2825	0	195
POA2825	1	2185
POA2826	0	22
POA2826	1	173
POA2827	0	269
POA2827	1	3427
POA2828	0	70
POA2828	1	762
POA2829	0	195
POA2829	1	2906
POA2830	0	2502
POA2830	1	37787
POA2831	0	133
POA2831	1	1789
POA2832	0	200
POA2832	1	2367
POA2833	0	65
POA2833	1	585
POA2834	0	201
POA2834	1	2135
POA2835	0	297
POA2835	1	3876
POA2836	0	92
POA2836	1	799
POA2838	0	13
POA2838	1	232
POA2839	0	105
POA2839	1	1227
POA2840	0	227
POA2840	1	2466
POA2842	0	39
POA2842	1	591
POA2843	0	132
POA2843	1	1159
POA2844	0	79
POA2844	1	1355
POA2845	0	112
POA2845	1	1864
POA2846	0	14
POA2846	1	259
POA2847	0	172
POA2847	1	2257
POA2848	0	75
POA2848	1	1572
POA2849	0	104
POA2849	1	1444
POA2850	0	1047
POA2850	1	16595
POA2852	0	198
POA2852	1	3345
POA2864	0	60
POA2864	1	744
POA2865	0	50
POA2865	1	816
POA2866	0	125
POA2866	1	2972
POA2867	0	28
POA2867	1	576
POA2868	0	35
POA2868	1	620
POA2869	0	97
POA2869	1	1348
POA2870	0	775
POA2870	1	11263
POA2871	0	567
POA2871	1	8776
POA2873	0	34
POA2873	1	526
POA2874	0	20
POA2874	1	400
POA2875	0	73
POA2875	1	900
POA2876	0	27
POA2876	1	393
POA2877	0	229
POA2877	1	3650
POA2878	0	20
POA2878	1	349
POA2879	0	54
POA2879	1	580
POA2880	0	1450
POA2880	1	16820
POA2898	0	69
POA2898	1	312
POA2899	0	97
POA2899	1	1642
POA2900	0	121
POA2900	1	1810
POA2902	0	792
POA2902	1	14104
POA2903	0	426
POA2903	1	8779
POA2904	0	687
POA2904	1	12172
POA2905	0	1284
POA2905	1	27334
POA2906	0	796
POA2906	1	16840
POA2911	0	123
POA2911	1	4335
POA2912	0	199
POA2912	1	5942
POA2913	0	1449
POA2913	1	33607
POA2914	0	861
POA2914	1	24345
POA3000	0	1254
POA3000	1	36726
POA3002	0	286
POA3002	1	4675
POA3003	0	170
POA3003	1	5340
POA3004	0	445
POA3004	1	8863
POA3005	0	17
POA3005	1	511
POA3006	0	818
POA3006	1	17996
POA3008	0	338
POA3008	1	10101
POA3010	0	62
POA3010	1	1531
POA3011	0	849
POA3011	1	20612
POA3012	0	910
POA3012	1	25387
POA3013	0	582
POA3013	1	14385
POA3015	0	647
POA3015	1	16824
POA3016	0	730
POA3016	1	14831
POA3018	0	523
POA3018	1	12162
POA3019	0	287
POA3019	1	8906
POA3020	0	1459
POA3020	1	43321
POA3021	0	1727
POA3021	1	52468
POA3022	0	130
POA3022	1	2971
POA3023	0	1671
POA3023	1	62300
POA3024	0	735
POA3024	1	23117
POA3025	0	377
POA3025	1	11779
POA3026	1	68
POA3027	0	142
POA3027	1	6509
POA3028	0	931
POA3028	1	28268
POA3029	0	2443
POA3029	1	91510
POA3030	0	3062
POA3030	1	97249
POA3031	0	827
POA3031	1	17704
POA3032	0	1124
POA3032	1	28322
POA3033	0	502
POA3033	1	14016
POA3034	0	389
POA3034	1	11242
POA3036	0	285
POA3036	1	5638
POA3037	0	1199
POA3037	1	49955
POA3038	0	823
POA3038	1	26441
POA3039	0	597
POA3039	1	13659
POA3040	0	994
POA3040	1	24945
POA3041	0	504
POA3041	1	11912
POA3042	0	637
POA3042	1	15128
POA3043	0	637
POA3043	1	17079
POA3044	0	915
POA3044	1	26202
POA3045	1	104
POA3046	0	1008
POA3046	1	33049
POA3047	0	595
POA3047	1	20307
POA3048	0	515
POA3048	1	17507
POA3049	0	304
POA3049	1	8959
POA3050	0	3
POA3050	1	117
POA3051	0	633
POA3051	1	14308
POA3052	0	219
POA3052	1	5477
POA3053	0	781
POA3053	1	17759
POA3054	0	485
POA3054	1	7948
POA3055	0	629
POA3055	1	13530
POA3056	0	1179
POA3056	1	23295
POA3057	0	447
POA3057	1	11058
POA3058	0	1309
POA3058	1	32470
POA3059	0	405
POA3059	1	15056
POA3060	0	390
POA3060	1	13651
POA3061	0	146
POA3061	1	4907
POA3063	0	23
POA3063	1	553
