POA_CODE_2016	CoupleFamily	HasChild	HasDependentStudent	HasNonDependentChild	families
POA0800					25
POA0800	0	0	0	1	29
POA0800	0	0	1	0	10
POA0800	0	0	1	1	4
POA0800	0	1	0	0	35
POA0800	0	1	0	1	3
POA0800	0	1	1	0	4
POA0800	1	0	0	1	26
POA0800	1	0	1	0	13
POA0800	1	0	1	1	6
POA0800	1	1	0	0	275
POA0800	1	1	0	1	7
POA0800	1	1	1	0	12
POA0810					137
POA0810	0	0	0	1	373
POA0810	0	0	1	0	117
POA0810	0	0	1	1	43
POA0810	0	1	0	0	461
POA0810	0	1	0	1	40
POA0810	0	1	1	0	78
POA0810	0	1	1	1	16
POA0810	1	0	0	1	505
POA0810	1	0	1	0	257
POA0810	1	0	1	1	128
POA0810	1	1	0	0	2436
POA0810	1	1	0	1	112
POA0810	1	1	1	0	387
POA0810	1	1	1	1	71
POA0812					84
POA0812	0	0	0	1	281
POA0812	0	0	1	0	65
POA0812	0	0	1	1	28
POA0812	0	1	0	0	349
POA0812	0	1	0	1	46
POA0812	0	1	1	0	61
POA0812	0	1	1	1	13
POA0812	1	0	0	1	413
POA0812	1	0	1	0	169
POA0812	1	0	1	1	106
POA0812	1	1	0	0	1226
POA0812	1	1	0	1	82
POA0812	1	1	1	0	207
POA0812	1	1	1	1	47
POA0820					80
POA0820	0	0	0	1	196
POA0820	0	0	1	0	52
POA0820	0	0	1	1	12
POA0820	0	1	0	0	206
POA0820	0	1	0	1	14
POA0820	0	1	1	0	22
POA0820	0	1	1	1	3
POA0820	1	0	0	1	194
POA0820	1	0	1	0	132
POA0820	1	0	1	1	60
POA0820	1	1	0	0	1182
POA0820	1	1	0	1	52
POA0820	1	1	1	0	160
POA0820	1	1	1	1	23
POA0822					192
POA0822	0	0	0	1	354
POA0822	0	0	1	0	50
POA0822	0	0	1	1	28
POA0822	0	1	0	0	591
POA0822	0	1	0	1	198
POA0822	0	1	1	0	64
POA0822	0	1	1	1	28
POA0822	1	0	0	1	281
POA0822	1	0	1	0	71
POA0822	1	0	1	1	63
POA0822	1	1	0	0	1577
POA0822	1	1	0	1	314
POA0822	1	1	1	0	215
POA0822	1	1	1	1	99
POA0828					4
POA0828	0	0	0	1	11
POA0828	0	0	1	1	3
POA0828	0	1	0	0	21
POA0828	0	1	0	1	3
POA0828	0	1	1	0	3
POA0828	1	0	0	1	18
POA0828	1	0	1	0	3
POA0828	1	0	1	1	3
POA0828	1	1	0	0	38
POA0828	1	1	1	0	14
POA0829	0	1	0	0	7
POA0829	1	0	0	1	3
POA0829	1	0	1	0	3
POA0829	1	1	0	0	8
POA0830					81
POA0830	0	0	0	1	214
POA0830	0	0	1	0	64
POA0830	0	0	1	1	18
POA0830	0	1	0	0	451
POA0830	0	1	0	1	35
POA0830	0	1	1	0	82
POA0830	0	1	1	1	17
POA0830	1	0	0	1	283
POA0830	1	0	1	0	138
POA0830	1	0	1	1	72
POA0830	1	1	0	0	1406
POA0830	1	1	0	1	80
POA0830	1	1	1	0	168
POA0830	1	1	1	1	22
POA0832					56
POA0832	0	0	0	1	126
POA0832	0	0	1	0	48
POA0832	0	0	1	1	16
POA0832	0	1	0	0	278
POA0832	0	1	0	1	22
POA0832	0	1	1	0	28
POA0832	0	1	1	1	4
POA0832	1	0	0	1	162
POA0832	1	0	1	0	82
POA0832	1	0	1	1	59
POA0832	1	1	0	0	1630
POA0832	1	1	0	1	43
POA0832	1	1	1	0	197
POA0832	1	1	1	1	39
POA0834					3
POA0834	0	0	0	1	20
POA0834	0	0	1	0	3
POA0834	0	0	1	1	4
POA0834	0	1	0	0	27
POA0834	0	1	0	1	3
POA0834	0	1	1	0	3
POA0834	1	0	0	1	45
POA0834	1	0	1	0	22
POA0834	1	0	1	1	12
POA0834	1	1	0	0	115
POA0834	1	1	0	1	7
POA0834	1	1	1	0	20
POA0834	1	1	1	1	3
POA0835					7
POA0835	0	0	0	1	26
POA0835	0	0	1	0	5
POA0835	0	0	1	1	3
POA0835	0	1	0	0	41
POA0835	0	1	0	1	4
POA0835	0	1	1	0	6
POA0835	1	0	0	1	91
POA0835	1	0	1	0	38
POA0835	1	0	1	1	22
POA0835	1	1	0	0	193
POA0835	1	1	0	1	22
POA0835	1	1	1	0	29
POA0835	1	1	1	1	4
POA0836					21
POA0836	0	0	0	1	83
POA0836	0	0	1	0	18
POA0836	0	0	1	1	4
POA0836	0	1	0	0	87
POA0836	0	1	0	1	11
POA0836	0	1	1	0	17
POA0836	0	1	1	1	3
POA0836	1	0	0	1	159
POA0836	1	0	1	0	54
POA0836	1	0	1	1	44
POA0836	1	1	0	0	601
