POA_CODE_2016	persons
POA2193	15256
POA2194	24541
POA2195	27154
POA2196	31815
POA2197	9069
POA2198	9038
POA2199	18013
POA2200	43687
POA2203	13707
POA2204	26502
POA2205	19447
POA2206	19404
POA2207	28534
POA2208	12446
POA2209	15769
POA2210	30586
POA2211	16846
POA2212	15847
POA2213	21784
POA2214	3952
POA2216	28067
POA2217	26843
POA2218	16431
POA2219	13200
POA2220	32487
POA2221	16481
POA2222	12786
POA2223	20910
POA2224	14213
POA2225	5407
POA2226	12504
POA2227	14626
POA2228	18361
POA2229	28718
POA2230	28843
POA2231	2267
POA2232	32870
POA2233	29498
POA2234	30580
POA2250	67194
POA2251	32702
POA2256	15598
POA2257	29010
POA2258	5164
POA2259	59513
POA2260	23417
POA2261	52754
POA2262	20830
POA2263	24267
POA2264	14233
POA2265	5805
POA2267	2759
POA2278	2570
POA2280	26678
POA2281	14274
POA2282	14777
POA2283	23300
POA2284	10500
POA2285	30714
POA2286	3909
POA2287	36400
POA2289	19117
POA2290	33426
POA2291	13417
POA2292	2465
POA2293	2521
POA2294	1929
POA2295	6925
POA2296	1883
POA2297	1680
POA2298	9498
POA2299	11207
POA2300	10578
POA2302	564
POA2303	9143
POA2304	15176
POA2305	12506
POA2306	3358
POA2307	3905
POA2308	1326
POA2311	858
POA2312	1458
POA2314	203
POA2315	14658
POA2316	5849
POA2317	6244
POA2318	12147
POA2319	6684
POA2320	34556
POA2321	14625
POA2322	18450
POA2323	25735
POA2324	23648
POA2325	28460
POA2326	7332
POA2327	7615
POA2328	2442
POA2329	2112
POA2330	20350
POA2331	319
POA2333	13647
POA2334	2830
POA2335	6156
POA2336	2614
POA2337	7891
POA2338	1430
POA2339	679
POA2340	49072
POA2341	1572
POA2342	471
POA2343	4968
POA2344	756
POA2345	721
POA2346	3149
POA2347	1931
POA2350	25339
POA2351	976
POA2352	2716
POA2353	1126
POA2354	3576
POA2355	663
POA2356	162
POA2357	4159
POA2358	3767
POA2359	736
POA2360	14529
POA2361	909
POA2365	3721
POA2369	927
POA2370	7687
POA2371	1155
POA2372	4742
POA2379	313
POA2380	10392
POA2381	1193
POA2382	1319
POA2386	360
POA2387	201
POA2388	2674
POA2390	8757
POA2395	671
POA2396	857
POA2397	377
POA2398	236
POA2399	597
POA2400	10084
POA2401	321
POA2402	1792
POA2403	718
POA2404	1838
POA2405	514
POA2406	823
POA2408	376
POA2409	1030
POA2410	278
POA2411	120
POA2415	390
POA2420	4023
POA2421	1828
POA2422	5338
POA2423	2964
POA2424	425
POA2425	1780
POA2426	720
POA2427	3114
POA2428	24009
POA2429	9717
POA2430	34018
POA2431	5133
POA2439	2941
POA2440	21819
POA2441	4345
POA2443	8894
POA2444	46284
POA2445	6466
POA2446	13330
POA2447	7178
POA2448	9000
POA2449	2188
POA2450	43894
POA2452	15120
POA2453	2768
POA2454	7570
POA2455	3000
POA2456	14749
POA2460	29216
POA2462	2443
POA2463	7545
POA2464	6738
POA2465	291
POA2466	1730
POA2469	4012
POA2470	15225
POA2471	2524
POA2472	1857
POA2473	3088
POA2474	6332
POA2475	383
POA2476	778
POA2477	12203
POA2478	28310
POA2479	4730
POA2480	44599
POA2481	11769
POA2482	6280
POA2483	10609
POA2484	18872
POA2485	14373
POA2486	31594
POA2487	13436
POA2488	3261
POA2489	7353
POA2490	666
POA2500	40510
POA2502	12438
POA2505	5014
POA2506	7605
POA2508	8975
POA2515	11112
POA2516	6105
POA2517	13731
POA2518	19067
POA2519	16929
POA2522	300
POA2525	11564
POA2526	15630
POA2527	21383
POA2528	23774
POA2529	26025
POA2530	32019
POA2533	15627
POA2534	5709
POA2535	7338
POA2536	17716
POA2537	11812
POA2538	2397
POA2539	17979
POA2540	45121
POA2541	25641
POA2545	1044
POA2546	9121
POA2548	7734
POA2549	3785
POA2550	15858
POA2551	3501
POA2555	225
POA2556	2507
POA2557	8952
POA2558	11114
POA2559	3069
POA2560	76521
POA2563	307
POA2564	13924
POA2565	19987
POA2566	26327
POA2567	38500
POA2568	1150
POA2569	1362
POA2570	40104
POA2571	11850
POA2572	4477
POA2573	5067
POA2574	5741
POA2575	15476
POA2576	13431
POA2577	15414
POA2578	2689
POA2579	4029
POA2580	29224
POA2581	2095
POA2582	12442
POA2583	4382
POA2584	543
POA2585	224
POA2586	2619
POA2587	2917
POA2588	260
POA2590	7093
POA2594	11672
POA2600	7247
POA2601	6363
POA2602	30450
POA2603	9359
POA2604	10383
POA2605	11725
POA2606	9422
POA2607	13614
POA2609	887
POA2611	28018
POA2612	16184
POA2614	19390
POA2615	44177
POA2617	32503
POA2618	1445
POA2619	9508
POA2620	39289
POA2621	6056
POA2622	3922
POA2623	610
POA2625	389
POA2626	500
POA2627	4622
POA2628	1912
POA2629	529
POA2630	8691
POA2631	570
POA2632	1834
POA2633	379
POA2640	36343
POA2641	15070
POA2642	4793
POA2643	2777
POA2644	2403
POA2645	402
POA2646	6758
POA2647	2161
POA2648	2369
POA2649	26
POA2650	56974
POA2651	2274
POA2652	4583
POA2653	2537
POA2655	1336
POA2656	1272
POA2658	1433
POA2659	893
POA2660	1610
POA2661	633
POA2663	5186
POA2665	2226
POA2666	5673
POA2668	459
POA2669	1654
POA2671	4112
POA2672	1576
POA2675	1562
POA2678	340
POA2680	23940
POA2681	1732
POA2700	4922
POA2701	2388
POA2702	779
POA2703	984
POA2705	10153
POA2706	1162
POA2707	1348
POA2710	10123
POA2711	3360
POA2712	1356
POA2713	2797
POA2714	2769
POA2715	1477
POA2716	1102
POA2717	1330
POA2720	8012
POA2721	240
POA2722	3207
POA2725	374
POA2726	222
POA2727	350
POA2729	1696
POA2730	1391
POA2731	6410
POA2732	1776
POA2733	545
POA2734	456
POA2735	448
POA2736	377
POA2737	839
POA2738	1667
POA2739	1401
POA2745	29504
POA2747	42421
POA2748	1877
POA2749	16930
POA2750	44806
POA2752	4918
POA2753	17134
POA2754	5693
POA2755	261
POA2756	33932
POA2757	852
POA2758	8715
POA2759	26332
POA2760	33834
POA2761	30952
POA2762	4983
POA2763	30880
POA2765	16106
POA2766	15534
POA2767	22530
POA2768	28762
POA2769	11731
POA2770	61296
POA2773	6010
POA2774	12932
POA2775	1498
POA2776	4025
POA2777	17601
POA2778	2432
POA2779	4974
POA2780	13224
POA2782	6076
POA2783	2614
POA2784	1230
POA2785	4543
POA2786	1288
POA2787	4448
POA2790	15767
POA2791	343
POA2792	384
POA2793	976
POA2794	10428
POA2795	42550
POA2797	426
POA2798	2101
POA2799	4121
POA2800	44993
POA2803	281
POA2804	2668
POA2805	399
POA2806	779
POA2807	427
POA2808	182
POA2809	240
POA2810	3150
POA2817	287
POA2818	871
POA2820	7316
POA2821	4810
POA2822	410
POA2823	1425
POA2824	2183
POA2825	2383
POA2826	201
POA2827	3691
POA2828	831
POA2829	3102
POA2830	40291
POA2831	1919
POA2832	2568
POA2833	650
POA2834	2340
POA2835	4173
POA2836	891
POA2838	247
POA2839	1338
POA2840	2695
POA2842	630
POA2843	1290
POA2844	1437
POA2845	1980
POA2846	275
POA2847	2424
POA2848	1645
POA2849	1546
POA2850	17644
POA2852	3543
POA2864	804
POA2865	865
POA2866	3093
POA2867	602
POA2868	652
POA2869	1449
POA2870	12042
POA2871	9349
POA2873	561
POA2874	424
POA2875	973
POA2876	421
POA2877	3883
POA2878	372
POA2879	638
POA2880	18276
POA2898	382
POA2899	1748
POA2900	1930
POA2902	14900
POA2903	9207
POA2904	12863
POA2905	28625
POA2906	17633
POA2911	4466
POA2912	6142
POA2913	35053
POA2914	25204
POA3000	37975
POA3002	4964
POA3003	5515
POA3004	9307
POA3005	525
POA3006	18808
POA3008	10437
POA3010	1593
POA3011	21462
POA3012	26298
POA3013	14965
POA3015	17472
POA3016	15560
POA3018	12689
POA3019	9195
POA3020	44783
POA3021	54191
POA3022	3103
POA3023	63972
POA3024	23849
POA3025	12152
POA3026	73
POA3027	6646
POA3028	29201
POA3029	93950
POA3030	100313
POA3031	18531
POA3032	29450
POA3033	14514
POA3034	11633
POA3036	5925
POA3037	51155
POA3038	27262
POA3039	14250
POA3040	25936
POA3041	12412
POA3042	15766
POA3043	17716
POA3044	27116
POA3045	104
POA3046	34063
POA3047	20903
POA3048	18029
POA3049	9262
POA3050	117
POA3051	14940
POA3052	5694
POA3053	18535
POA3054	8428
POA3055	14159
POA3056	24473
POA3057	11504
POA3058	33778
POA3059	15466
POA3060	14043
POA3061	5056
POA3063	573
POA3064	75457
POA3065	10445
POA3066	8513
POA3067	8197
POA3068	18662
POA3070	24561
POA3071	18568
POA3072	32851
POA3073	50474
POA3074	20523
POA3075	22594
POA3076	32395
POA3078	11638
POA3079	15988
POA3081	13424
POA3082	29710
POA3083	31526
POA3084	25517
POA3085	13886
POA3086	910
POA3087	9031
POA3088	26892
POA3089	11733
POA3090	2364
POA3091	1588
POA3093	3891
POA3094	8960
POA3095	27771
POA3096	1961
POA3097	1443
POA3099	4878
POA3101	24605
POA3102	6635
POA3103	15343
POA3104	20406
POA3105	10873
POA3106	16618
POA3107	13552
POA3108	20826
POA3109	28360
POA3111	12347
POA3113	8457
POA3114	3822
POA3115	3796
POA3116	9872
POA3121	30499
POA3122	23511
POA3123	14321
POA3124	22094
POA3125	15019
POA3126	8056
POA3127	18445
POA3128	19828
POA3129	17376
POA3130	32174
POA3131	22504
POA3132	16148
POA3133	22125
POA3134	32781
POA3135	19956
POA3136	44369
POA3137	13871
POA3138	21967
POA3139	13718
POA3140	16531
POA3141	25147
POA3142	12909
POA3143	9054
POA3144	10886
POA3145	23295
POA3146	25255
POA3147	14637
POA3148	8641
POA3149	33611
POA3150	60079
POA3151	10273
POA3152	33092
POA3153	20554
POA3154	4419
POA3155	22195
POA3156	37464
POA3158	6652
POA3159	2648
POA3160	9014
POA3161	15269
POA3162	17448
POA3163	32353
POA3165	27635
POA3166	23757
POA3167	9261
POA3168	20197
POA3169	20122
POA3170	19368
POA3171	21714
POA3172	23089
POA3173	25785
POA3174	38461
POA3175	53297
POA3177	11306
POA3178	33672
POA3179	6022
POA3180	7462
POA3181	20260
POA3182	23391
POA3183	18497
POA3184	15543
POA3185	12929
POA3186	23253
POA3187	15998
POA3188	18083
POA3189	5895
POA3190	10454
POA3191	10241
POA3192	22291
POA3193	19508
POA3194	12965
POA3195	35869
POA3196	25327
POA3197	11548
POA3198	16463
POA3199	54298
POA3200	5762
POA3201	20711
POA3202	2907
POA3204	30635
POA3205	10920
POA3206	10359
POA3207	16175
POA3211	1322
POA3212	16652
POA3213	4033
POA3214	23964
POA3215	20616
POA3216	56284
POA3217	6607
POA3218	13437
POA3219	19715
POA3220	16353
POA3221	749
POA3222	14960
POA3223	7397
POA3224	14187
POA3225	4058
POA3226	14165
POA3227	4819
POA3228	17939
POA3230	2545
POA3231	1256
POA3232	1114
POA3233	2030
POA3234	181
POA3235	381
POA3236	230
POA3237	214
POA3238	218
POA3239	424
POA3240	2021
POA3241	2566
POA3242	828
POA3243	358
POA3249	3199
POA3250	12250
POA3251	522
POA3254	310
POA3260	4766
POA3264	2288
POA3265	2621
POA3266	3067
POA3267	248
POA3268	2607
POA3269	730
POA3270	247
POA3271	196
POA3272	1539
POA3273	143
POA3274	246
POA3275	425
POA3276	482
POA3277	1926
POA3278	313
POA3279	290
POA3280	31569
POA3281	1699
POA3282	2362
POA3283	1361
POA3284	3439
POA3285	1207
POA3286	566
POA3287	433
POA3289	756
POA3292	190
POA3293	301
POA3294	959
POA3300	10088
POA3301	1211
POA3302	371
POA3303	336
POA3304	2725
POA3305	12816
POA3309	124
POA3310	276
POA3311	1696
POA3312	1031
POA3314	525
POA3315	1624
POA3317	200
POA3318	1267
POA3319	344
POA3321	1518
POA3322	175
POA3323	92
POA3324	529
POA3325	479
POA3328	1721
POA3329	285
POA3330	217
POA3331	5997
POA3332	1014
POA3333	825
POA3334	565
POA3335	5856
POA3337	36454
POA3338	23412
POA3340	21121
POA3341	1663
POA3342	3441
POA3345	1151
POA3350	59145
POA3351	8168
POA3352	15996
POA3355	13014
POA3356	16321
POA3357	3714
POA3360	765
POA3361	680
POA3363	3479
POA3364	2149
POA3370	1783
POA3371	992
POA3373	2292
POA3374	400
POA3375	208
POA3377	9416
POA3378	146
POA3379	803
POA3380	6032
POA3381	1212
POA3384	547
POA3385	517
POA3387	312
POA3388	561
POA3390	910
POA3391	171
POA3392	580
POA3393	2685
POA3395	364
POA3396	739
POA3400	14543
POA3401	4421
POA3407	420
POA3409	932
POA3412	299
POA3413	215
POA3414	1826
POA3415	40
POA3418	2772
POA3419	803
POA3420	279
POA3423	477
POA3424	769
POA3427	2763
POA3428	675
POA3429	36297
POA3430	320
POA3431	3947
POA3432	197
POA3433	218
POA3434	5069
POA3435	2879
POA3437	10439
POA3438	2387
POA3440	2040
POA3441	1335
POA3442	7463
POA3444	9198
POA3446	1025
POA3447	448
POA3448	876
POA3450	6834
POA3451	5656
POA3453	1723
POA3458	1945
POA3460	2567
POA3461	4149
POA3462	1173
POA3463	2451
POA3464	1115
POA3465	9776
POA3467	1193
POA3468	286
POA3469	280
POA3472	1480
POA3475	345
POA3477	829
POA3478	2456
POA3480	1856
POA3482	164
POA3483	889
POA3485	302
POA3487	93
POA3488	115
POA3489	57
POA3490	1293
POA3491	133
POA3494	663
POA3496	6224
POA3498	5325
POA3500	32738
POA3501	1941
POA3505	4832
POA3506	36
POA3507	158
POA3509	233
POA3512	371
POA3515	1944
POA3516	694
POA3517	1421
POA3518	1306
POA3520	180
POA3521	660
POA3522	339
POA3523	3620
POA3525	1301
POA3527	785
POA3529	121
POA3530	126
POA3531	191
POA3533	778
POA3537	1043
POA3540	291
POA3542	157
POA3544	250
POA3546	402
POA3549	3522
POA3550	40339
POA3551	29565
POA3555	19687
POA3556	13085
POA3557	785
POA3558	913
POA3559	542
POA3561	4436
POA3562	279
POA3563	808
POA3564	15944
POA3565	109
POA3566	551
POA3567	655
POA3568	2945
POA3570	753
POA3571	318
POA3572	151
POA3573	333
POA3575	811
POA3576	74
POA3579	5365
POA3580	991
POA3581	168
POA3583	209
POA3584	1138
POA3585	11206
POA3586	829
POA3588	356
POA3589	352
POA3590	336
POA3591	159
POA3594	530
POA3595	663
POA3596	94
POA3597	415
POA3599	132
POA3607	131
POA3608	2418
POA3610	1712
POA3612	1709
POA3614	882
POA3616	5357
POA3617	158
POA3618	679
POA3620	8240
POA3621	2368
POA3622	457
POA3623	899
POA3624	561
POA3629	9127
POA3630	31272
POA3631	11612
POA3633	605
POA3634	1799
POA3635	537
POA3636	5241
POA3637	594
POA3638	2074
POA3639	526
POA3640	996
POA3641	1238
POA3644	9227
POA3646	584
POA3647	44
POA3649	434
POA3658	6222
POA3659	736
POA3660	7574
POA3662	1078
POA3663	182
POA3664	1070
POA3665	359
POA3666	4698
POA3669	1337
POA3670	572
POA3672	10330
POA3673	1732
POA3675	1805
POA3677	18102
POA3678	6356
POA3682	613
POA3683	1757
POA3685	2722
POA3687	1098
POA3688	1236
POA3690	33518
POA3691	9704
POA3694	90
POA3695	471
POA3697	574
POA3698	862
POA3699	1124
POA3700	1318
POA3701	1078
POA3704	20
POA3705	261
POA3707	1836
POA3708	60
POA3709	290
POA3711	492
POA3712	353
POA3713	1024
POA3714	3509
POA3715	307
POA3717	2650
POA3718	72
POA3719	367
POA3720	570
POA3722	5018
POA3723	3005
POA3725	629
POA3726	401
POA3727	309
POA3728	636
POA3730	8833
POA3732	588
POA3733	215
POA3735	602
POA3737	4303
POA3738	219
POA3739	212
POA3740	1072
POA3741	3100
POA3744	453
POA3746	385
POA3747	4625
POA3749	1888
POA3750	9060
POA3751	277
POA3752	24060
POA3753	2330
POA3754	37757
POA3755	252
POA3756	11926
POA3757	8959
POA3758	2181
POA3759	1062
POA3760	369
POA3761	1226
POA3762	131
POA3763	1536
POA3764	9165
POA3765	6761
POA3766	1239
POA3767	1251
POA3770	3218
POA3775	3861
POA3777	10751
POA3778	205
POA3779	394
POA3781	4477
POA3782	7827
POA3783	2350
POA3785	77
POA3786	1518
POA3787	1062
POA3788	1738
POA3789	265
POA3791	1437
POA3792	1065
POA3793	3577
POA3795	1246
POA3796	9702
POA3797	3476
POA3799	5798
POA3800	2211
POA3802	24298
POA3803	10855
POA3804	8094
POA3805	56933
POA3806	48520
POA3807	7097
POA3808	3033
POA3809	7210
POA3810	47894
POA3812	2312
POA3813	886
POA3814	2255
POA3815	3022
POA3816	2721
POA3818	14167
POA3820	15952
POA3821	2917
POA3822	985
POA3823	1838
POA3824	5004
POA3825	20281
POA3831	1702
POA3832	247
POA3833	307
POA3835	471
POA3840	16476
POA3842	4783
POA3844	28980
POA3847	2191
POA3850	14779
POA3851	5687
POA3852	93
POA3854	1397
POA3856	989
POA3857	364
POA3858	3025
POA3859	834
POA3860	7172
POA3862	3156
POA3864	217
POA3865	449
POA3869	1626
POA3870	1271
POA3871	2902
POA3873	321
POA3874	558
POA3875	18625
POA3878	1094
POA3880	4032
POA3882	1095
POA3885	1871
POA3886	389
POA3887	342
POA3888	3426
POA3889	184
POA3890	324
POA3891	106
POA3892	1063
POA3893	23
POA3895	193
POA3896	406
POA3898	790
POA3900	149
POA3902	408
POA3903	751
POA3904	1449
POA3909	7901
POA3910	22588
POA3911	3414
POA3912	15157
POA3913	3338
POA3915	9960
POA3916	955
POA3918	3705
POA3919	3183
POA3920	1040
POA3921	119
POA3922	7738
POA3923	519
POA3925	3384
POA3926	3242
POA3927	1667
POA3928	416
POA3929	905
POA3930	17888
POA3931	23989
POA3933	1098
POA3934	18548
POA3936	11024
POA3937	1524
POA3938	2823
POA3939	14524
POA3940	4930
POA3941	12172
POA3942	2313
POA3943	1592
POA3944	510
POA3945	978
POA3946	209
POA3950	4800
POA3951	1003
POA3953	7855
POA3954	404
POA3956	2821
POA3957	281
POA3958	272
POA3959	1151
POA3960	2474
POA3962	914
POA3964	134
POA3965	209
POA3966	511
POA3967	125
POA3971	4018
POA3975	15248
POA3976	25530
POA3977	93326
POA3978	10648
POA3979	321
POA3980	3350
POA3981	4898
POA3984	5209
POA3987	1527
POA3988	999
POA3990	106
POA3991	359
POA3992	967
POA3995	10173
POA3996	5538
POA4000	16552
POA4005	17876
POA4006	14530
POA4007	12769
POA4008	368
POA4010	2296
POA4011	15180
POA4012	21828
POA4013	4568
POA4014	11913
POA4017	36869
POA4018	12153
POA4019	20106
POA4020	22043
POA4021	9790
POA4022	7165
POA4025	368
POA4029	81
POA4030	16530
POA4031	13588
POA4032	15777
POA4034	44463
POA4035	24209
POA4036	6502
POA4037	7973
POA4051	27531
POA4053	43986
POA4054	13620
POA4055	20561
POA4059	13495
POA4060	13039
POA4061	16692
POA4064	10837
POA4065	9500
POA4066	16698
POA4067	10424
POA4068	23617
POA4069	33627
POA4070	11613
POA4072	2152
POA4073	9138
POA4074	23735
POA4075	23352
POA4076	8107
POA4077	30758
POA4078	25806
POA4101	22861
POA4102	7660
POA4103	14316
POA4104	6535
POA4105	13321
POA4106	1595
POA4107	6290
POA4108	6028
POA4109	37607
POA4110	10918
POA4111	1183
POA4112	8108
POA4113	29913
POA4114	29064
POA4115	19308
POA4116	25936
POA4117	1365
POA4118	30400
POA4119	6341
POA4120	8936
POA4121	25264
POA4122	43850
POA4123	18491
POA4124	19672
POA4125	7142
POA4127	26373
POA4128	16506
POA4129	6303
POA4130	8532
POA4131	10439
POA4132	26215
POA4133	17769
POA4151	16282
POA4152	44684
POA4153	4374
POA4154	10974
POA4155	1442
POA4156	3146
POA4157	19035
POA4158	3761
POA4159	14497
POA4160	18139
POA4161	16254
POA4163	14801
POA4164	14694
POA4165	36815
POA4169	13995
POA4170	24514
POA4171	15721
POA4172	4303
POA4173	8290
POA4174	2385
POA4178	25208
POA4179	19291
POA4183	2102
POA4184	6906
POA4205	5385
POA4207	55215
POA4208	19965
POA4209	50073
POA4210	19475
POA4211	60801
POA4212	28053
POA4213	29042
POA4214	37238
POA4215	50166
POA4216	37435
POA4217	40836
POA4218	31864
POA4220	31233
POA4221	26802
POA4223	13892
POA4224	6588
POA4225	7754
POA4226	32243
POA4227	21687
POA4228	5297
POA4229	384
POA4230	1674
POA4270	3950
POA4271	2888
POA4272	4612
POA4275	3434
POA4280	16862
POA4285	20247
POA4287	824
POA4300	55669
POA4301	28240
POA4303	3946
POA4304	17316
POA4305	62549
POA4306	35798
POA4307	1555
POA4309	3006
POA4310	5752
POA4311	10599
POA4312	2672
POA4313	2323
POA4340	5451
POA4341	14592
POA4342	2618
POA4343	11359
POA4344	2622
POA4345	328
POA4346	873
POA4347	1192
POA4350	106745
POA4352	28460
POA4353	294
POA4354	1199
POA4355	2678
POA4356	5179
POA4357	2582
POA4358	2264
POA4359	1243
POA4360	592
POA4361	2653
POA4362	2462
POA4363	599
POA4364	217
POA4365	508
POA4370	18521
POA4371	708
POA4372	161
POA4373	1032
POA4374	355
POA4375	211
POA4376	319
POA4377	538
POA4378	511
POA4380	7907
POA4381	594
POA4382	517
POA4383	619
POA4384	64
POA4385	1222
POA4387	1280
POA4388	416
POA4390	6878
POA4400	1884
POA4401	5719
POA4402	297
POA4403	811
POA4404	539
POA4405	14485
POA4406	1467
POA4407	526
POA4408	631
POA4410	1122
POA4411	287
POA4412	192
POA4413	8024
POA4415	1988
POA4416	498
POA4417	669
POA4418	109
POA4419	944
POA4420	1178
POA4421	2483
POA4422	482
POA4423	200
POA4424	238
POA4425	219
POA4426	124
POA4427	351
POA4428	666
POA4454	706
POA4455	8486
POA4461	58
POA4462	110
POA4465	1230
POA4467	197
POA4468	255
POA4470	3574
POA4472	1426
POA4474	93
POA4477	468
POA4478	476
POA4479	16
POA4480	751
POA4481	121
POA4482	140
POA4486	703
POA4487	3098
POA4488	250
POA4489	99
POA4490	1422
POA4491	95
POA4492	306
POA4493	23
POA4494	151
POA4496	266
POA4497	327
POA4498	217
POA4500	42401
POA4501	5658
POA4502	8674
POA4503	43651
POA4504	18573
POA4505	20452
POA4506	21810
POA4507	18142
POA4508	19850
POA4509	30105
POA4510	48304
POA4511	9095
POA4512	3442
POA4514	7404
POA4515	4064
POA4516	3963
POA4517	763
POA4518	5065
POA4519	8426
POA4520	13196
POA4521	4730
POA4550	4257
POA4551	56733
POA4552	8432
POA4553	5891
POA4554	1947
POA4555	6925
POA4556	43340
POA4557	18985
POA4558	19163
POA4559	6321
POA4560	31710
POA4561	7212
POA4562	8035
POA4563	8478
POA4564	10591
POA4565	14500
POA4566	8124
POA4567	11016
POA4568	3554
POA4569	1624
POA4570	42420
POA4571	809
POA4572	3958
POA4573	26275
POA4574	1298
POA4575	23777
POA4580	4879
POA4581	1525
POA4600	893
POA4601	1167
POA4605	4843
POA4606	2446
POA4608	909
POA4610	14840
POA4611	118
POA4612	257
POA4613	861
POA4614	1182
POA4615	7052
POA4620	400
POA4621	1783
POA4625	2760
POA4626	2208
POA4627	877
POA4630	2401
POA4650	33891
POA4655	59539
POA4659	4794
POA4660	7145
POA4662	791
POA4670	79606
POA4671	6061
POA4673	652
POA4674	1451
POA4676	160
POA4677	3549
POA4678	856
POA4680	54166
POA4694	189
POA4695	1121
POA4697	146
POA4699	455
POA4700	17437
POA4701	42762
POA4702	28609
POA4703	22530
POA4704	132
POA4705	354
POA4706	105
POA4707	245
POA4709	1129
POA4710	4846
POA4711	1851
POA4712	278
POA4713	962
POA4714	2941
POA4715	7127
POA4716	887
POA4717	4749
POA4718	2375
POA4719	1007
POA4720	14394
POA4721	3717
POA4722	1816
POA4723	1424
POA4724	579
POA4725	1539
POA4726	411
POA4727	259
POA4728	201
POA4730	3230
POA4731	218
POA4732	134
POA4733	183
POA4735	967
POA4736	106
POA4737	8137
POA4738	1180
POA4739	333
POA4740	80089
POA4741	7079
POA4742	1140
POA4743	620
POA4744	8735
POA4745	2991
POA4746	1935
POA4750	5747
POA4751	4501
POA4753	4282
POA4754	2246
POA4756	609
POA4757	347
POA4798	688
POA4799	1058
POA4800	9324
POA4801	264
POA4802	9832
POA4803	1867
POA4804	1730
POA4805	10828
POA4806	3874
POA4807	11038
POA4808	1113
POA4809	1001
POA4810	21836
POA4811	13142
POA4812	18804
POA4814	46124
POA4815	21032
POA4816	9270
POA4817	30413
POA4818	28218
POA4819	2335
POA4820	10843
POA4821	1320
POA4822	791
POA4823	925
POA4824	2769
POA4825	19246
POA4828	208
POA4829	465
POA4830	1714
POA4849	1372
POA4850	10918
POA4852	3686
POA4854	5481
POA4855	766
POA4856	706
POA4858	1487
POA4859	463
POA4860	11296
POA4861	1453
POA4865	8119
POA4868	22063
POA4869	19010
POA4870	71009
POA4871	10978
POA4872	3902
POA4873	6458
POA4874	5240
POA4875	8101
POA4876	2827
POA4877	5141
POA4878	13486
POA4879	19447
