POA_CODE_2016	AgeStudent	students
POA2010	25+	2455
POA2011	0-4	78
POA2011	5-14	315
POA2011	15-19	145
POA2011	20-24	352
POA2011	25+	1312
POA2015	0-4	94
POA2015	5-14	506
POA2015	15-19	169
POA2015	20-24	288
POA2015	25+	697
POA2016	0-4	97
POA2016	5-14	411
POA2016	15-19	203
POA2016	20-24	605
POA2016	25+	1081
POA2017	0-4	162
POA2017	5-14	659
POA2017	15-19	1259
POA2017	20-24	2552
POA2017	25+	2096
POA2018	0-4	187
POA2018	5-14	1456
POA2018	15-19	830
POA2018	20-24	915
POA2018	25+	970
POA2019	0-4	193
POA2019	5-14	1314
POA2019	15-19	440
POA2019	20-24	254
POA2019	25+	388
POA2020	0-4	177
POA2020	5-14	1007
POA2020	15-19	703
POA2020	20-24	869
POA2020	25+	1038
POA2021	0-4	188
POA2021	5-14	1070
POA2021	15-19	376
POA2021	20-24	431
POA2021	25+	821
POA2022	0-4	196
POA2022	5-14	942
POA2022	15-19	375
POA2022	20-24	352
POA2022	25+	740
POA2023	0-4	163
POA2023	5-14	1271
POA2023	15-19	592
POA2023	20-24	341
POA2023	25+	444
POA2024	0-4	170
POA2024	5-14	1224
POA2024	15-19	426
POA2024	20-24	246
POA2024	25+	476
POA2025	0-4	123
POA2025	5-14	596
POA2025	15-19	209
POA2025	20-24	175
POA2025	25+	302
POA2026	0-4	516
POA2026	5-14	2446
POA2026	15-19	740
POA2026	20-24	776
POA2026	25+	1828
POA2027	0-4	72
POA2027	5-14	497
POA2027	15-19	238
POA2027	20-24	137
POA2027	25+	300
POA2028	0-4	50
POA2028	5-14	281
POA2028	15-19	144
POA2028	20-24	112
POA2028	25+	210
POA2029	0-4	175
POA2029	5-14	1091
POA2029	15-19	423
POA2029	20-24	269
POA2029	25+	373
POA2030	0-4	271
POA2030	5-14	2009
POA2030	15-19	924
POA2030	20-24	470
POA2030	25+	391
POA2031	0-4	529
POA2031	5-14	3094
POA2031	15-19	1161
POA2031	20-24	1503
POA2031	25+	2055
POA2032	0-4	136
POA2032	5-14	1195
POA2032	15-19	1131
POA2032	20-24	2847
POA2032	25+	1624
POA2033	0-4	128
POA2033	5-14	842
POA2033	15-19	677
POA2033	20-24	1212
POA2033	25+	917
POA2034	0-4	317
POA2034	5-14	1817
POA2034	15-19	646
POA2034	20-24	513
POA2034	25+	1152
POA2035	0-4	518
POA2035	5-14	3528
POA2035	15-19	1644
POA2035	20-24	1669
POA2035	25+	1701
POA2036	0-4	392
POA2036	5-14	3088
POA2036	15-19	1441
POA2036	20-24	845
POA2036	25+	1062
POA2037	0-4	149
POA2037	5-14	827
POA2037	15-19	562
POA2037	20-24	1198
POA2037	25+	1304
POA2038	0-4	133
POA2038	5-14	877
POA2038	15-19	291
POA2038	20-24	349
POA2038	25+	565
POA2039	0-4	129
POA2039	5-14	818
POA2039	15-19	206
POA2039	20-24	162
POA2039	25+	374
POA2040	0-4	433
POA2040	5-14	2422
POA2040	15-19	590
POA2040	20-24	603
POA2040	25+	1060
POA2041	0-4	260
POA2041	5-14	1559
POA2041	15-19	455
POA2041	20-24	322
POA2041	25+	652
POA2042	0-4	120
POA2042	5-14	1021
POA2042	15-19	508
POA2042	20-24	1015
POA2042	25+	1731
POA2043	0-4	72
POA2043	5-14	429
POA2043	15-19	143
POA2043	20-24	232
POA2043	25+	553
POA2044	0-4	103
POA2044	5-14	641
POA2044	15-19	213
POA2044	20-24	282
POA2044	25+	452
POA2045	0-4	83
POA2045	5-14	865
POA2045	15-19	344
POA2045	20-24	175
POA2045	25+	226
POA2046	0-4	424
POA2046	5-14	2875
POA2046	15-19	991
POA2046	20-24	525
POA2046	25+	898
POA2047	0-4	162
POA2047	5-14	1090
POA2047	15-19	384
POA2047	20-24	253
POA2047	25+	475
POA2048	0-4	85
POA2048	5-14	635
POA2048	15-19	214
POA2048	20-24	288
POA2048	25+	577
POA2049	0-4	145
POA2049	5-14	907
POA2049	15-19	359
POA2049	20-24	375
POA2049	25+	749
POA2050	0-4	51
POA2050	5-14	311
POA2050	15-19	287
POA2050	20-24	1023
POA2050	25+	897
POA2052	0-4	3
POA2052	5-14	5
POA2052	15-19	829
POA2052	20-24	1755
POA2052	25+	375
POA2060	0-4	139
POA2060	5-14	761
POA2060	15-19	412
POA2060	20-24	371
POA2060	25+	812
POA2061	0-4	42
POA2061	5-14	205
POA2061	15-19	78
POA2061	20-24	132
POA2061	25+	303
POA2062	0-4	124
POA2062	5-14	709
POA2062	15-19	153
POA2062	20-24	142
POA2062	25+	328
POA2063	0-4	123
POA2063	5-14	1033
POA2063	15-19	402
POA2063	20-24	169
POA2063	25+	173
POA2064	0-4	145
POA2064	5-14	1114
POA2064	15-19	365
POA2064	20-24	292
POA2064	25+	584
POA2065	0-4	477
POA2065	5-14	2172
POA2065	15-19	812
POA2065	20-24	750
POA2065	25+	1695
POA2066	0-4	560
POA2066	5-14	3736
POA2066	15-19	1554
POA2066	20-24	942
POA2066	25+	1516
POA2067	0-4	392
POA2067	5-14	2479
POA2067	15-19	1304
POA2067	20-24	1408
POA2067	25+	1620
POA2068	0-4	336
POA2068	5-14	2619
POA2068	15-19	908
POA2068	20-24	435
POA2068	25+	538
POA2069	0-4	260
POA2069	5-14	2191
POA2069	15-19	928
POA2069	20-24	474
POA2069	25+	490
POA2070	0-4	217
POA2070	5-14	2007
POA2070	15-19	922
POA2070	20-24	505
POA2070	25+	489
POA2071	0-4	172
POA2071	5-14	1856
POA2071	15-19	1086
POA2071	20-24	579
POA2071	25+	500
POA2072	0-4	117
POA2072	5-14	973
POA2072	15-19	583
POA2072	20-24	294
POA2072	25+	333
POA2073	0-4	321
POA2073	5-14	2616
POA2073	15-19	1218
POA2073	20-24	611
POA2073	25+	547
POA2074	0-4	334
POA2074	5-14	3098
POA2074	15-19	1464
POA2074	20-24	679
POA2074	25+	712
POA2075	0-4	367
POA2075	5-14	2994
POA2075	15-19	1290
POA2075	20-24	611
POA2075	25+	626
POA2076	0-4	395
POA2076	5-14	3508
POA2076	15-19	1879
POA2076	20-24	802
POA2076	25+	801
POA2077	0-4	655
POA2077	5-14	4409
POA2077	15-19	1642
POA2077	20-24	1044
POA2077	25+	1926
POA2079	0-4	112
POA2079	5-14	1015
POA2079	15-19	368
POA2079	20-24	200
POA2079	25+	256
POA2080	0-4	26
POA2080	5-14	243
POA2080	15-19	98
POA2080	20-24	49
POA2080	25+	54
POA2081	0-4	92
POA2081	5-14	800
POA2081	15-19	355
POA2081	20-24	154
POA2081	25+	170
POA2082	0-4	121
POA2082	5-14	817
POA2082	15-19	300
POA2082	20-24	106
POA2082	25+	167
POA2083	0-4	14
POA2083	5-14	142
POA2083	15-19	60
POA2083	20-24	26
POA2083	25+	47
POA2084	0-4	67
POA2084	5-14	496
POA2084	15-19	236
POA2084	20-24	84
POA2084	25+	82
POA2085	0-4	191
POA2085	5-14	1649
POA2085	15-19	698
POA2085	20-24	264
POA2085	25+	281
POA2086	0-4	289
POA2086	5-14	2191
POA2086	15-19	812
POA2086	20-24	362
POA2086	25+	372
POA2087	0-4	256
POA2087	5-14	2192
POA2087	15-19	834
POA2087	20-24	330
POA2087	25+	342
POA2088	0-4	417
POA2088	5-14	3271
POA2088	15-19	1370
POA2088	20-24	701
POA2088	25+	1042
POA2089	0-4	154
POA2089	5-14	773
POA2089	15-19	262
POA2089	20-24	232
POA2089	25+	647
POA2090	0-4	199
POA2090	5-14	1072
POA2090	15-19	362
POA2090	20-24	284
POA2090	25+	687
POA2092	0-4	174
POA2092	5-14	1268
POA2092	15-19	416
POA2092	20-24	207
POA2092	25+	182
POA2093	0-4	480
POA2093	5-14	3454
POA2093	15-19	1094
POA2093	20-24	521
POA2093	25+	782
POA2094	0-4	106
POA2094	5-14	594
POA2094	15-19	192
POA2094	20-24	101
POA2094	25+	235
POA2095	0-4	188
POA2095	5-14	1102
POA2095	15-19	462
POA2095	20-24	328
POA2095	25+	770
POA2096	0-4	244
POA2096	5-14	1676
POA2096	15-19	526
POA2096	20-24	281
POA2096	25+	619
POA2097	0-4	255
POA2097	5-14	2046
POA2097	15-19	857
POA2097	20-24	334
POA2097	25+	467
POA2099	0-4	587
POA2099	5-14	4367
POA2099	15-19	1651
POA2099	20-24	908
POA2099	25+	1777
POA2100	0-4	375
POA2100	5-14	2861
POA2100	15-19	1110
POA2100	20-24	513
POA2100	25+	676
POA2101	0-4	338
POA2101	5-14	2155
POA2101	15-19	718
POA2101	20-24	364
POA2101	25+	638
POA2102	0-4	170
POA2102	5-14	1089
POA2102	15-19	369
POA2102	20-24	155
POA2102	25+	203
POA2103	0-4	153
POA2103	5-14	1237
POA2103	15-19	503
POA2103	20-24	247
POA2103	25+	247
POA2104	0-4	33
POA2104	5-14	338
POA2104	15-19	155
POA2104	20-24	73
POA2104	25+	78
POA2105	0-4	22
POA2105	5-14	209
POA2105	15-19	94
POA2105	20-24	34
POA2105	25+	38
POA2106	0-4	139
POA2106	5-14	1188
POA2106	15-19	492
POA2106	20-24	258
POA2106	25+	276
POA2107	0-4	274
POA2107	5-14	2009
POA2107	15-19	796
POA2107	20-24	296
POA2107	25+	380
POA2108	0-4	10
POA2108	5-14	126
POA2108	15-19	52
POA2108	20-24	38
POA2108	25+	35
POA2109	0-4	10
POA2109	5-14	74
POA2109	15-19	372
POA2109	20-24	779
POA2109	25+	425
POA2110	0-4	156
POA2110	5-14	1426
POA2110	15-19	911
POA2110	20-24	300
POA2110	25+	294
POA2111	0-4	247
POA2111	5-14	1606
POA2111	15-19	630
POA2111	20-24	394
POA2111	25+	583
POA2112	0-4	498
POA2112	5-14	3445
POA2112	15-19	1570
POA2112	20-24	1295
POA2112	25+	1556
POA2113	0-4	288
POA2113	5-14	1887
POA2113	15-19	778
POA2113	20-24	789
POA2113	25+	892
POA2114	0-4	336
POA2114	5-14	2247
POA2114	15-19	985
POA2114	20-24	875
POA2114	25+	1457
POA2115	0-4	198
POA2115	5-14	1247
POA2115	15-19	513
POA2115	20-24	270
POA2115	25+	440
POA2116	0-4	100
POA2116	5-14	784
POA2116	15-19	374
POA2116	20-24	180
POA2116	25+	255
POA2117	0-4	289
POA2117	5-14	2411
POA2117	15-19	1145
POA2117	20-24	657
POA2117	25+	994
POA2118	0-4	363
POA2118	5-14	2907
POA2118	15-19	1536
POA2118	20-24	857
POA2118	25+	1070
POA2119	0-4	153
POA2119	5-14	1622
POA2119	15-19	777
POA2119	20-24	501
POA2119	25+	348
POA2120	0-4	364
POA2120	5-14	2677
POA2120	15-19	1326
POA2120	20-24	671
POA2120	25+	688
POA2121	0-4	400
POA2121	5-14	3254
POA2121	15-19	1784
POA2121	20-24	1496
POA2121	25+	1487
POA2122	0-4	389
POA2122	5-14	2668
POA2122	15-19	1435
POA2122	20-24	2321
POA2122	25+	2252
POA2125	0-4	296
POA2125	5-14	2069
POA2125	15-19	1109
POA2125	20-24	628
POA2125	25+	507
POA2126	0-4	219
POA2126	5-14	2545
POA2126	15-19	1471
POA2126	20-24	727
POA2126	25+	608
POA2127	0-4	195
POA2127	5-14	1155
POA2127	15-19	383
POA2127	20-24	409
POA2127	25+	905
POA2128	0-4	24
POA2128	5-14	245
POA2128	15-19	96
POA2128	20-24	68
POA2128	25+	148
POA2130	0-4	95
POA2130	5-14	649
POA2130	15-19	229
POA2130	20-24	227
POA2130	25+	523
POA2131	0-4	248
POA2131	5-14	1547
POA2131	15-19	828
POA2131	20-24	1354
POA2131	25+	1929
POA2132	0-4	131
POA2132	5-14	1177
POA2132	15-19	562
POA2132	20-24	392
POA2132	25+	558
POA2133	0-4	140
POA2133	5-14	1279
POA2133	15-19	589
POA2133	20-24	311
POA2133	25+	442
POA2134	0-4	124
POA2134	5-14	843
POA2134	15-19	765
POA2134	20-24	1889
POA2134	25+	1476
POA2135	0-4	236
POA2135	5-14	1940
POA2135	15-19	1396
POA2135	20-24	1769
POA2135	25+	1791
POA2136	0-4	99
POA2136	5-14	778
POA2136	15-19	427
POA2136	20-24	269
POA2136	25+	323
POA2137	0-4	342
POA2137	5-14	2765
POA2137	15-19	1221
POA2137	20-24	803
POA2137	25+	997
POA2138	0-4	209
POA2138	5-14	1425
POA2138	15-19	727
POA2138	20-24	1626
POA2138	25+	1553
POA2139	25+	4
POA2140	0-4	199
POA2140	5-14	1189
POA2140	15-19	642
POA2140	20-24	815
POA2140	25+	1143
POA2141	0-4	301
POA2141	5-14	2439
POA2141	15-19	1338
POA2141	20-24	1354
POA2141	25+	2085
POA2142	0-4	372
POA2142	5-14	2636
POA2142	15-19	964
POA2142	20-24	982
POA2142	25+	1603
POA2143	0-4	105
POA2143	5-14	1054
POA2143	15-19	482
POA2143	20-24	323
POA2143	25+	401
POA2144	0-4	419
POA2144	5-14	3846
POA2144	15-19	1786
POA2144	20-24	1893
POA2144	25+	2568
POA2145	0-4	1322
POA2145	5-14	9588
POA2145	15-19	3125
POA2145	20-24	2080
POA2145	25+	3069
POA2146	0-4	276
POA2146	5-14	2154
POA2146	15-19	782
POA2146	20-24	504
POA2146	25+	628
POA2147	0-4	574
POA2147	5-14	4244
POA2147	15-19	1746
POA2147	20-24	810
POA2147	25+	1312
POA2148	0-4	960
POA2148	5-14	7311
POA2148	15-19	2923
POA2148	20-24	1763
POA2148	25+	2624
POA2150	0-4	396
POA2150	5-14	2079
POA2150	15-19	709
POA2150	20-24	1381
POA2150	25+	2244
POA2151	0-4	315
POA2151	5-14	2325
POA2151	15-19	971
POA2151	20-24	535
POA2151	25+	966
POA2152	0-4	225
POA2152	5-14	1197
POA2152	15-19	413
POA2152	20-24	230
POA2152	25+	473
POA2153	0-4	1025
POA2153	5-14	7757
POA2153	15-19	3060
POA2153	20-24	1737
POA2153	25+	1909
POA2154	0-4	638
POA2154	5-14	5275
POA2154	15-19	2470
POA2154	20-24	1275
POA2154	25+	1315
POA2155	0-4	1100
POA2155	5-14	9599
POA2155	15-19	3625
POA2155	20-24	1497
POA2155	25+	1693
POA2156	0-4	198
POA2156	5-14	1763
POA2156	15-19	875
POA2156	20-24	411
POA2156	25+	305
POA2157	0-4	66
POA2157	5-14	504
POA2157	15-19	227
POA2157	20-24	98
POA2157	25+	72
POA2158	0-4	127
POA2158	5-14	1117
POA2158	15-19	581
POA2158	20-24	260
POA2158	25+	220
POA2159	0-4	74
POA2159	5-14	690
POA2159	15-19	273
POA2159	20-24	136
POA2159	25+	148
POA2160	0-4	508
POA2160	5-14	4168
POA2160	15-19	1725
POA2160	20-24	1120
POA2160	25+	1611
POA2161	0-4	533
POA2161	5-14	4047
POA2161	15-19	1506
POA2161	20-24	916
POA2161	25+	1182
POA2162	0-4	258
POA2162	5-14	2470
POA2162	15-19	1116
POA2162	20-24	578
POA2162	25+	682
POA2163	0-4	96
POA2163	5-14	1052
POA2163	15-19	460
POA2163	20-24	236
POA2163	25+	370
POA2164	0-4	255
POA2164	5-14	2295
POA2164	15-19	1015
POA2164	20-24	479
POA2164	25+	664
POA2165	0-4	432
POA2165	5-14	4989
POA2165	15-19	2315
POA2165	20-24	1347
POA2165	25+	2122
POA2166	0-4	557
POA2166	5-14	5808
POA2166	15-19	3159
POA2166	20-24	2005
POA2166	25+	2138
POA2167	0-4	144
POA2167	5-14	1166
POA2167	15-19	447
POA2167	20-24	270
POA2167	25+	367
POA2168	0-4	588
POA2168	5-14	5946
POA2168	15-19	2697
POA2168	20-24	1224
POA2168	25+	1217
POA2170	0-4	1452
POA2170	5-14	13243
POA2170	15-19	5316
POA2170	20-24	2729
POA2170	25+	3924
POA2171	0-4	617
POA2171	5-14	5543
POA2171	15-19	2279
POA2171	20-24	979
POA2171	25+	1020
POA2172	0-4	56
POA2172	5-14	416
POA2172	15-19	186
POA2172	20-24	84
POA2172	25+	90
POA2173	0-4	295
POA2173	5-14	2055
POA2173	15-19	930
POA2173	20-24	419
POA2173	25+	517
POA2174	0-4	53
POA2174	5-14	330
POA2174	15-19	134
POA2174	20-24	58
POA2174	25+	80
POA2175	0-4	23
POA2175	5-14	196
POA2175	15-19	98
POA2175	20-24	54
POA2175	25+	18
POA2176	0-4	541
POA2176	5-14	5536
POA2176	15-19	2850
POA2176	20-24	1519
POA2176	25+	1475
POA2177	0-4	185
POA2177	5-14	2048
POA2177	15-19	1016
POA2177	20-24	564
POA2177	25+	526
POA2178	0-4	50
POA2178	5-14	485
POA2178	15-19	257
POA2178	20-24	119
POA2178	25+	81
POA2179	0-4	90
POA2179	5-14	693
POA2179	15-19	298
POA2179	20-24	137
POA2179	25+	141
POA2190	0-4	426
POA2190	5-14	3825
POA2190	15-19	1560
POA2190	20-24	810
POA2190	25+	820
POA2191	0-4	107
POA2191	5-14	806
POA2191	15-19	308
POA2191	20-24	163
POA2191	25+	176
POA2192	0-4	161
POA2192	5-14	1324
POA2192	15-19	623
POA2192	20-24	380
POA2192	25+	630
POA2193	0-4	200
POA2193	5-14	1548
POA2193	15-19	700
POA2193	20-24	519
POA2193	25+	763
POA2194	0-4	224
POA2194	5-14	2044
POA2194	15-19	1109
POA2194	20-24	1100
POA2194	25+	1768
POA2195	0-4	424
POA2195	5-14	3348
POA2195	15-19	1079
POA2195	20-24	971
POA2195	25+	1969
POA2196	0-4	514
POA2196	5-14	4194
POA2196	15-19	1786
POA2196	20-24	1072
POA2196	25+	1209
POA2197	0-4	143
POA2197	5-14	1268
POA2197	15-19	506
POA2197	20-24	236
POA2197	25+	275
POA2198	0-4	163
POA2198	5-14	1239
POA2198	15-19	477
POA2198	20-24	208
POA2198	25+	246
POA2199	0-4	297
POA2199	5-14	2307
POA2199	15-19	1011
POA2199	20-24	494
POA2199	25+	647
POA2200	0-4	671
POA2200	5-14	5213
POA2200	15-19	2160
POA2200	20-24	1493
POA2200	25+	2056
POA2203	0-4	180
POA2203	5-14	1304
POA2203	15-19	479
POA2203	20-24	393
POA2203	25+	804
POA2204	0-4	308
POA2204	5-14	2104
POA2204	15-19	713
POA2204	20-24	871
POA2204	25+	1761
POA2205	0-4	192
POA2205	5-14	1305
POA2205	15-19	698
POA2205	20-24	1216
POA2205	25+	1764
POA2206	0-4	289
POA2206	5-14	2293
POA2206	15-19	985
POA2206	20-24	512
POA2206	25+	583
POA2207	0-4	442
POA2207	5-14	3152
POA2207	15-19	1410
POA2207	20-24	820
POA2207	25+	1006
POA2208	0-4	184
POA2208	5-14	1372
POA2208	15-19	681
POA2208	20-24	343
POA2208	25+	388
POA2209	0-4	196
POA2209	5-14	1628
POA2209	15-19	781
POA2209	20-24	526
POA2209	25+	602
POA2210	0-4	416
POA2210	5-14	3320
POA2210	15-19	1576
POA2210	20-24	854
POA2210	25+	1088
POA2211	0-4	221
POA2211	5-14	1763
POA2211	15-19	888
POA2211	20-24	459
POA2211	25+	586
POA2212	0-4	227
POA2212	5-14	1843
POA2212	15-19	742
POA2212	20-24	476
POA2212	25+	493
POA2213	0-4	366
POA2213	5-14	2794
POA2213	15-19	1148
POA2213	20-24	573
POA2213	25+	627
POA2214	0-4	77
POA2214	5-14	515
POA2214	15-19	198
POA2214	20-24	123
POA2214	25+	117
POA2216	0-4	332
POA2216	5-14	2177
POA2216	15-19	1005
POA2216	20-24	1149
POA2216	25+	1943
POA2217	0-4	336
POA2217	5-14	2539
POA2217	15-19	1122
POA2217	20-24	983
POA2217	25+	1582
POA2218	0-4	199
POA2218	5-14	1505
POA2218	15-19	758
POA2218	20-24	715
POA2218	25+	970
POA2219	0-4	192
POA2219	5-14	1367
POA2219	15-19	542
POA2219	20-24	261
POA2219	25+	317
POA2220	0-4	356
POA2220	5-14	2664
POA2220	15-19	1649
POA2220	20-24	2271
POA2220	25+	2413
POA2221	0-4	254
POA2221	5-14	2040
POA2221	15-19	1062
POA2221	20-24	571
POA2221	25+	506
POA2222	0-4	156
POA2222	5-14	1226
POA2222	15-19	669
POA2222	20-24	486
POA2222	25+	687
POA2223	0-4	314
POA2223	5-14	2354
POA2223	15-19	1055
POA2223	20-24	630
POA2223	25+	733
POA2224	0-4	243
POA2224	5-14	1604
POA2224	15-19	677
POA2224	20-24	304
POA2224	25+	320
POA2225	0-4	126
POA2225	5-14	864
POA2225	15-19	299
POA2225	20-24	121
POA2225	25+	135
POA2226	0-4	250
POA2226	5-14	1782
POA2226	15-19	606
POA2226	20-24	304
POA2226	25+	399
POA2227	0-4	246
POA2227	5-14	1899
POA2227	15-19	772
POA2227	20-24	357
POA2227	25+	369
POA2228	0-4	285
POA2228	5-14	2024
POA2228	15-19	826
POA2228	20-24	356
POA2228	25+	560
POA2229	0-4	512
POA2229	5-14	3408
POA2229	15-19	1395
POA2229	20-24	648
POA2229	25+	786
POA2230	0-4	361
POA2230	5-14	2673
POA2230	15-19	1162
POA2230	20-24	659
POA2230	25+	1033
POA2231	0-4	48
POA2231	5-14	379
POA2231	15-19	94
POA2231	20-24	23
POA2231	25+	35
POA2232	0-4	586
POA2232	5-14	3814
POA2232	15-19	1473
POA2232	20-24	695
POA2232	25+	1121
POA2233	0-4	623
POA2233	5-14	4284
POA2233	15-19	1564
POA2233	20-24	633
POA2233	25+	754
POA2234	0-4	511
POA2234	5-14	3797
POA2234	15-19	2001
POA2234	20-24	989
POA2234	25+	778
POA2250	0-4	995
POA2250	5-14	7732
POA2250	15-19	3102
POA2250	20-24	1324
POA2250	25+	2399
POA2251	0-4	523
POA2251	5-14	4042
POA2251	15-19	1606
POA2251	20-24	583
POA2251	25+	942
POA2256	0-4	201
POA2256	5-14	1404
POA2256	15-19	533
POA2256	20-24	212
POA2256	25+	465
POA2257	0-4	417
POA2257	5-14	2927
POA2257	15-19	1084
POA2257	20-24	426
POA2257	25+	764
POA2258	0-4	93
POA2258	5-14	681
POA2258	15-19	250
POA2258	20-24	133
POA2258	25+	197
POA2259	0-4	994
POA2259	5-14	7739
POA2259	15-19	2823
POA2259	20-24	862
POA2259	25+	1640
POA2260	0-4	409
POA2260	5-14	2992
POA2260	15-19	1213
POA2260	20-24	515
POA2260	25+	778
POA2261	0-4	860
POA2261	5-14	5991
POA2261	15-19	2167
POA2261	20-24	811
POA2261	25+	1478
POA2262	0-4	372
POA2262	5-14	2607
POA2262	15-19	868
POA2262	20-24	287
POA2262	25+	542
POA2263	0-4	344
POA2263	5-14	2378
POA2263	15-19	796
POA2263	20-24	356
POA2263	25+	629
POA2264	0-4	175
POA2264	5-14	1478
POA2264	15-19	563
POA2264	20-24	202
POA2264	25+	399
POA2265	0-4	66
POA2265	5-14	615
POA2265	15-19	295
POA2265	20-24	182
POA2265	25+	229
POA2267	0-4	33
POA2267	5-14	263
POA2267	15-19	84
POA2267	20-24	39
POA2267	25+	52
POA2278	0-4	52
POA2278	5-14	309
POA2278	15-19	139
POA2278	20-24	27
POA2278	25+	58
POA2280	0-4	418
POA2280	5-14	3205
POA2280	15-19	1336
POA2280	20-24	539
POA2280	25+	664
POA2281	0-4	187
POA2281	5-14	1411
POA2281	15-19	612
POA2281	20-24	213
POA2281	25+	328
POA2282	0-4	232
POA2282	5-14	1849
POA2282	15-19	812
POA2282	20-24	317
POA2282	25+	407
POA2283	0-4	315
POA2283	5-14	2441
POA2283	15-19	1016
POA2283	20-24	334
POA2283	25+	642
POA2284	0-4	156
POA2284	5-14	1076
POA2284	15-19	476
POA2284	20-24	166
POA2284	25+	294
POA2285	0-4	618
POA2285	5-14	3981
POA2285	15-19	1352
POA2285	20-24	510
POA2285	25+	991
POA2286	0-4	65
POA2286	5-14	493
POA2286	15-19	173
POA2286	20-24	39
POA2286	25+	99
POA2287	0-4	635
