POA_CODE_2016	Age5yr	ChildrenEverBorn	females
POA6056	35-39	2	378
POA6056	35-39	3	186
POA6056	35-39	4	58
POA6056	35-39	5	14
POA6056	35-39	6	14
POA6056	40-44		76
POA6056	40-44	0	232
POA6056	40-44	1	185
POA6056	40-44	2	432
POA6056	40-44	3	264
POA6056	40-44	4	94
POA6056	40-44	5	26
POA6056	40-44	6	18
POA6056	45-49		80
POA6056	45-49	0	197
POA6056	45-49	1	188
POA6056	45-49	2	463
POA6056	45-49	3	285
POA6056	45-49	4	111
POA6056	45-49	5	34
POA6056	45-49	6	25
POA6056	50-54		105
POA6056	50-54	0	167
POA6056	50-54	1	185
POA6056	50-54	2	485
POA6056	50-54	3	300
POA6056	50-54	4	122
POA6056	50-54	5	31
POA6056	50-54	6	27
POA6056	55-59		81
POA6056	55-59	0	134
POA6056	55-59	1	128
POA6056	55-59	2	440
POA6056	55-59	3	292
POA6056	55-59	4	134
POA6056	55-59	5	23
POA6056	55-59	6	20
POA6056	60-64		76
POA6056	60-64	0	98
POA6056	60-64	1	124
POA6056	60-64	2	400
POA6056	60-64	3	252
POA6056	60-64	4	120
POA6056	60-64	5	37
POA6056	60-64	6	23
POA6056	65-69		96
POA6056	65-69	0	84
POA6056	65-69	1	84
POA6056	65-69	2	392
POA6056	65-69	3	274
POA6056	65-69	4	101
POA6056	65-69	5	39
POA6056	65-69	6	17
POA6056	70-74		80
POA6056	70-74	0	38
POA6056	70-74	1	60
POA6056	70-74	2	249
POA6056	70-74	3	208
POA6056	70-74	4	98
POA6056	70-74	5	28
POA6056	70-74	6	24
POA6056	75-79		63
POA6056	75-79	0	23
POA6056	75-79	1	30
POA6056	75-79	2	149
POA6056	75-79	3	150
POA6056	75-79	4	124
POA6056	75-79	5	46
POA6056	75-79	6	36
POA6056	80-84		73
POA6056	80-84	0	15
POA6056	80-84	1	23
POA6056	80-84	2	82
POA6056	80-84	3	95
POA6056	80-84	4	73
POA6056	80-84	5	33
POA6056	80-84	6	38
POA6056	85+		116
POA6056	85+	0	23
POA6056	85+	1	25
POA6056	85+	2	101
POA6056	85+	3	97
POA6056	85+	4	75
POA6056	85+	5	33
POA6056	85+	6	40
POA6057	15-19		43
POA6057	15-19	0	443
POA6057	15-19	1	3
POA6057	20-24		38
POA6057	20-24	0	427
POA6057	20-24	1	37
POA6057	20-24	2	12
POA6057	25-29		49
POA6057	25-29	0	339
POA6057	25-29	1	127
POA6057	25-29	2	93
POA6057	25-29	3	25
POA6057	25-29	4	3
POA6057	30-34		42
POA6057	30-34	0	183
POA6057	30-34	1	127
POA6057	30-34	2	162
POA6057	30-34	3	76
POA6057	30-34	4	20
POA6057	30-34	5	6
POA6057	30-34	6	5
POA6057	35-39		24
POA6057	35-39	0	99
POA6057	35-39	1	88
POA6057	35-39	2	200
POA6057	35-39	3	110
POA6057	35-39	4	35
POA6057	35-39	5	13
POA6057	35-39	6	4
POA6057	40-44		26
POA6057	40-44	0	80
POA6057	40-44	1	67
POA6057	40-44	2	240
POA6057	40-44	3	100
POA6057	40-44	4	32
POA6057	40-44	5	17
POA6057	40-44	6	5
POA6057	45-49		35
POA6057	45-49	0	96
POA6057	45-49	1	69
POA6057	45-49	2	225
POA6057	45-49	3	107
POA6057	45-49	4	46
POA6057	45-49	5	7
POA6057	45-49	6	13
POA6057	50-54		39
POA6057	50-54	0	53
POA6057	50-54	1	63
POA6057	50-54	2	225
POA6057	50-54	3	133
POA6057	50-54	4	32
POA6057	50-54	5	11
POA6057	50-54	6	8
POA6057	55-59		46
POA6057	55-59	0	53
POA6057	55-59	1	52
POA6057	55-59	2	192
POA6057	55-59	3	144
POA6057	55-59	4	56
POA6057	55-59	5	11
POA6057	55-59	6	9
POA6057	60-64		25
POA6057	60-64	0	28
POA6057	60-64	1	59
POA6057	60-64	2	162
POA6057	60-64	3	109
POA6057	60-64	4	46
POA6057	60-64	5	13
POA6057	60-64	6	11
POA6057	65-69		32
POA6057	65-69	0	20
POA6057	65-69	1	32
POA6057	65-69	2	180
POA6057	65-69	3	115
POA6057	65-69	4	43
POA6057	65-69	5	10
POA6057	65-69	6	7
POA6057	70-74		29
POA6057	70-74	0	10
POA6057	70-74	1	18
POA6057	70-74	2	104
POA6057	70-74	3	71
POA6057	70-74	4	40
POA6057	70-74	5	16
POA6057	70-74	6	4
POA6057	75-79		22
POA6057	75-79	0	9
POA6057	75-79	1	11
POA6057	75-79	2	75
POA6057	75-79	3	60
POA6057	75-79	4	47
POA6057	75-79	5	10
POA6057	75-79	6	8
POA6057	80-84		14
POA6057	80-84	0	4
POA6057	80-84	1	4
POA6057	80-84	2	32
POA6057	80-84	3	36
POA6057	80-84	4	20
POA6057	80-84	5	16
POA6057	80-84	6	10
POA6057	85+		14
POA6057	85+	0	6
POA6057	85+	1	10
POA6057	85+	2	16
POA6057	85+	3	21
POA6057	85+	4	14
POA6057	85+	5	11
POA6057	85+	6	10
POA6058	15-19		50
POA6058	15-19	0	339
POA6058	15-19	1	8
POA6058	20-24		38
POA6058	20-24	0	307
POA6058	20-24	1	49
POA6058	20-24	2	13
POA6058	25-29		40
POA6058	25-29	0	250
POA6058	25-29	1	85
POA6058	25-29	2	60
POA6058	25-29	3	17
POA6058	25-29	4	3
POA6058	30-34		26
POA6058	30-34	0	159
POA6058	30-34	1	101
POA6058	30-34	2	130
POA6058	30-34	3	39
POA6058	30-34	4	16
POA6058	30-34	5	11
POA6058	35-39		32
POA6058	35-39	0	84
POA6058	35-39	1	80
POA6058	35-39	2	153
POA6058	35-39	3	71
POA6058	35-39	4	26
POA6058	35-39	5	8
POA6058	35-39	6	4
POA6058	40-44		25
POA6058	40-44	0	60
POA6058	40-44	1	54
POA6058	40-44	2	135
POA6058	40-44	3	76
POA6058	40-44	4	36
POA6058	40-44	5	19
POA6058	40-44	6	3
POA6058	45-49		25
POA6058	45-49	0	66
POA6058	45-49	1	38
POA6058	45-49	2	142
POA6058	45-49	3	65
POA6058	45-49	4	25
POA6058	45-49	5	7
POA6058	45-49	6	9
POA6058	50-54		20
POA6058	50-54	0	40
POA6058	50-54	1	45
POA6058	50-54	2	149
POA6058	50-54	3	102
POA6058	50-54	4	26
POA6058	50-54	5	18
POA6058	50-54	6	10
POA6058	55-59		29
POA6058	55-59	0	43
POA6058	55-59	1	29
POA6058	55-59	2	151
POA6058	55-59	3	108
POA6058	55-59	4	37
POA6058	55-59	5	5
POA6058	55-59	6	5
POA6058	60-64		30
POA6058	60-64	0	29
POA6058	60-64	1	34
POA6058	60-64	2	161
POA6058	60-64	3	106
POA6058	60-64	4	50
POA6058	60-64	5	3
POA6058	60-64	6	3
POA6058	65-69		29
POA6058	65-69	0	19
POA6058	65-69	1	23
POA6058	65-69	2	136
POA6058	65-69	3	86
POA6058	65-69	4	33
POA6058	65-69	5	11
POA6058	65-69	6	6
POA6058	70-74		19
POA6058	70-74	0	11
POA6058	70-74	1	18
POA6058	70-74	2	78
POA6058	70-74	3	58
POA6058	70-74	4	31
POA6058	70-74	5	14
POA6058	70-74	6	5
POA6058	75-79		20
POA6058	75-79	0	17
POA6058	75-79	1	13
POA6058	75-79	2	53
POA6058	75-79	3	65
POA6058	75-79	4	29
POA6058	75-79	5	13
POA6058	75-79	6	12
POA6058	80-84		17
POA6058	80-84	0	7
POA6058	80-84	1	9
POA6058	80-84	2	21
POA6058	80-84	3	38
POA6058	80-84	4	22
POA6058	80-84	5	21
POA6058	80-84	6	11
POA6058	85+		38
POA6058	85+	0	7
POA6058	85+	1	7
POA6058	85+	2	18
POA6058	85+	3	34
POA6058	85+	4	22
POA6058	85+	5	7
POA6058	85+	6	4
POA6059	15-19		79
POA6059	15-19	0	623
POA6059	15-19	1	7
POA6059	20-24		53
POA6059	20-24	0	643
POA6059	20-24	1	28
POA6059	20-24	2	7
POA6059	25-29		45
POA6059	25-29	0	561
POA6059	25-29	1	87
POA6059	25-29	2	38
POA6059	25-29	3	9
POA6059	30-34		44
POA6059	30-34	0	333
POA6059	30-34	1	182
POA6059	30-34	2	148
POA6059	30-34	3	43
POA6059	30-34	4	13
POA6059	30-34	5	7
POA6059	30-34	6	3
POA6059	35-39		44
POA6059	35-39	0	199
POA6059	35-39	1	148
POA6059	35-39	2	230
POA6059	35-39	3	92
POA6059	35-39	4	18
POA6059	35-39	5	4
POA6059	35-39	6	3
POA6059	40-44		52
POA6059	40-44	0	137
POA6059	40-44	1	122
POA6059	40-44	2	340
POA6059	40-44	3	152
POA6059	40-44	4	35
POA6059	40-44	5	5
POA6059	40-44	6	4
POA6059	45-49		40
POA6059	45-49	0	162
POA6059	45-49	1	139
POA6059	45-49	2	363
POA6059	45-49	3	118
POA6059	45-49	4	29
POA6059	45-49	5	10
POA6059	45-49	6	9
POA6059	50-54		31
POA6059	50-54	0	133
POA6059	50-54	1	105
POA6059	50-54	2	313
POA6059	50-54	3	150
POA6059	50-54	4	35
POA6059	50-54	5	11
POA6059	50-54	6	15
POA6059	55-59		34
POA6059	55-59	0	104
POA6059	55-59	1	104
POA6059	55-59	2	320
POA6059	55-59	3	143
POA6059	55-59	4	48
POA6059	55-59	5	12
POA6059	55-59	6	9
POA6059	60-64		28
POA6059	60-64	0	89
POA6059	60-64	1	83
POA6059	60-64	2	269
POA6059	60-64	3	152
POA6059	60-64	4	47
POA6059	60-64	5	15
POA6059	60-64	6	6
POA6059	65-69		42
POA6059	65-69	0	65
POA6059	65-69	1	61
POA6059	65-69	2	234
POA6059	65-69	3	131
POA6059	65-69	4	58
POA6059	65-69	5	12
POA6059	65-69	6	9
POA6059	70-74		34
POA6059	70-74	0	59
POA6059	70-74	1	61
POA6059	70-74	2	212
POA6059	70-74	3	145
POA6059	70-74	4	66
POA6059	70-74	5	22
POA6059	70-74	6	3
POA6059	75-79		36
POA6059	75-79	0	34
POA6059	75-79	1	31
POA6059	75-79	2	170
POA6059	75-79	3	172
POA6059	75-79	4	61
POA6059	75-79	5	32
POA6059	75-79	6	25
POA6059	80-84		32
POA6059	80-84	0	30
POA6059	80-84	1	21
POA6059	80-84	2	120
POA6059	80-84	3	103
POA6059	80-84	4	62
POA6059	80-84	5	25
POA6059	80-84	6	22
POA6059	85+		32
POA6059	85+	0	28
POA6059	85+	1	33
POA6059	85+	2	94
POA6059	85+	3	120
POA6059	85+	4	58
POA6059	85+	5	26
POA6059	85+	6	27
POA6060	15-19		49
POA6060	15-19	0	385
POA6060	15-19	1	4
POA6060	20-24		67
POA6060	20-24	0	660
POA6060	20-24	1	29
POA6060	20-24	2	18
POA6060	20-24	3	4
POA6060	25-29		125
POA6060	25-29	0	1052
POA6060	25-29	1	175
POA6060	25-29	2	49
POA6060	25-29	3	11
POA6060	30-34		119
POA6060	30-34	0	793
POA6060	30-34	1	304
POA6060	30-34	2	182
POA6060	30-34	3	18
POA6060	30-34	4	5
POA6060	35-39		85
POA6060	35-39	0	411
POA6060	35-39	1	217
POA6060	35-39	2	238
POA6060	35-39	3	59
POA6060	35-39	4	14
POA6060	35-39	5	6
POA6060	40-44		72
POA6060	40-44	0	265
POA6060	40-44	1	148
POA6060	40-44	2	216
POA6060	40-44	3	71
POA6060	40-44	4	17
POA6060	40-44	5	4
POA6060	40-44	6	3
POA6060	45-49		48
POA6060	45-49	0	231
POA6060	45-49	1	134
POA6060	45-49	2	215
POA6060	45-49	3	62
POA6060	45-49	4	17
POA6060	45-49	5	11
POA6060	45-49	6	4
POA6060	50-54		34
POA6060	50-54	0	205
POA6060	50-54	1	92
POA6060	50-54	2	188
POA6060	50-54	3	77
POA6060	50-54	4	26
POA6060	50-54	5	4
POA6060	55-59		40
POA6060	55-59	0	170
POA6060	55-59	1	91
POA6060	55-59	2	193
POA6060	55-59	3	109
POA6060	55-59	4	34
POA6060	55-59	5	6
POA6060	55-59	6	7
POA6060	60-64		49
POA6060	60-64	0	126
POA6060	60-64	1	88
POA6060	60-64	2	183
POA6060	60-64	3	98
POA6060	60-64	4	34
POA6060	60-64	5	9
POA6060	65-69		47
POA6060	65-69	0	103
POA6060	65-69	1	45
POA6060	65-69	2	198
POA6060	65-69	3	125
POA6060	65-69	4	39
POA6060	65-69	5	8
POA6060	65-69	6	3
POA6060	70-74		30
POA6060	70-74	0	36
POA6060	70-74	1	31
POA6060	70-74	2	115
POA6060	70-74	3	100
POA6060	70-74	4	37
POA6060	70-74	5	11
POA6060	70-74	6	3
POA6060	75-79		45
POA6060	75-79	0	45
POA6060	75-79	1	22
POA6060	75-79	2	115
POA6060	75-79	3	101
POA6060	75-79	4	63
POA6060	75-79	5	16
POA6060	75-79	6	14
POA6060	80-84		47
POA6060	80-84	0	28
POA6060	80-84	1	16
POA6060	80-84	2	87
POA6060	80-84	3	78
POA6060	80-84	4	58
POA6060	80-84	5	21
POA6060	80-84	6	21
POA6060	85+		102
POA6060	85+	0	29
POA6060	85+	1	32
POA6060	85+	2	113
POA6060	85+	3	97
POA6060	85+	4	56
POA6060	85+	5	29
POA6060	85+	6	22
POA6061	15-19		135
POA6061	15-19	0	808
POA6061	15-19	1	22
POA6061	15-19	2	3
POA6061	20-24		172
POA6061	20-24	0	1058
POA6061	20-24	1	146
POA6061	20-24	2	51
POA6061	20-24	3	17
POA6061	20-24	4	3
POA6061	25-29		233
POA6061	25-29	0	1289
POA6061	25-29	1	397
POA6061	25-29	2	212
POA6061	25-29	3	80
POA6061	25-29	4	24
POA6061	25-29	5	3
POA6061	30-34		213
POA6061	30-34	0	903
POA6061	30-34	1	513
POA6061	30-34	2	374
POA6061	30-34	3	131
POA6061	30-34	4	48
POA6061	30-34	5	24
POA6061	30-34	6	12
POA6061	35-39		118
POA6061	35-39	0	432
POA6061	35-39	1	297
POA6061	35-39	2	368
POA6061	35-39	3	135
POA6061	35-39	4	71
POA6061	35-39	5	37
POA6061	35-39	6	19
POA6061	40-44		100
POA6061	40-44	0	264
POA6061	40-44	1	199
POA6061	40-44	2	300
POA6061	40-44	3	152
POA6061	40-44	4	69
POA6061	40-44	5	46
POA6061	40-44	6	36
POA6061	45-49		84
POA6061	45-49	0	193
POA6061	45-49	1	147
POA6061	45-49	2	258
POA6061	45-49	3	136
POA6061	45-49	4	60
POA6061	45-49	5	28
POA6061	45-49	6	41
POA6061	50-54		82
POA6061	50-54	0	180
POA6061	50-54	1	134
POA6061	50-54	2	293
POA6061	50-54	3	162
POA6061	50-54	4	78
POA6061	50-54	5	29
POA6061	50-54	6	37
POA6061	55-59		61
POA6061	55-59	0	143
POA6061	55-59	1	124
POA6061	55-59	2	309
POA6061	55-59	3	157
POA6061	55-59	4	71
POA6061	55-59	5	39
POA6061	55-59	6	38
POA6061	60-64		87
POA6061	60-64	0	95
POA6061	60-64	1	119
POA6061	60-64	2	264
POA6061	60-64	3	166
POA6061	60-64	4	76
POA6061	60-64	5	27
POA6061	60-64	6	35
POA6061	65-69		71
POA6061	65-69	0	78
POA6061	65-69	1	78
POA6061	65-69	2	216
POA6061	65-69	3	166
POA6061	65-69	4	68
POA6061	65-69	5	29
POA6061	65-69	6	31
POA6061	70-74		58
POA6061	70-74	0	40
POA6061	70-74	1	36
POA6061	70-74	2	158
POA6061	70-74	3	137
POA6061	70-74	4	82
POA6061	70-74	5	30
POA6061	70-74	6	37
POA6061	75-79		54
POA6061	75-79	0	23
POA6061	75-79	1	35
POA6061	75-79	2	100
POA6061	75-79	3	104
POA6061	75-79	4	76
POA6061	75-79	5	25
POA6061	75-79	6	27
POA6061	80-84		43
POA6061	80-84	0	15
POA6061	80-84	1	19
POA6061	80-84	2	64
POA6061	80-84	3	67
POA6061	80-84	4	53
POA6061	80-84	5	34
POA6061	80-84	6	31
POA6061	85+		22
POA6061	85+	0	20
POA6061	85+	1	10
POA6061	85+	2	37
POA6061	85+	3	43
POA6061	85+	4	43
POA6061	85+	5	20
POA6061	85+	6	36
POA6062	15-19		107
POA6062	15-19	0	772
POA6062	15-19	1	12
POA6062	20-24		121
POA6062	20-24	0	871
POA6062	20-24	1	46
POA6062	20-24	2	14
POA6062	20-24	3	4
POA6062	25-29		110
POA6062	25-29	0	898
POA6062	25-29	1	175
POA6062	25-29	2	104
POA6062	25-29	3	12
POA6062	25-29	4	3
POA6062	30-34		80
POA6062	30-34	0	542
POA6062	30-34	1	311
POA6062	30-34	2	252
POA6062	30-34	3	70
POA6062	30-34	4	21
POA6062	30-34	5	12
POA6062	30-34	6	3
POA6062	35-39		65
POA6062	35-39	0	242
POA6062	35-39	1	243
POA6062	35-39	2	368
POA6062	35-39	3	141
POA6062	35-39	4	43
POA6062	35-39	5	15
POA6062	35-39	6	4
POA6062	40-44		45
POA6062	40-44	0	183
POA6062	40-44	1	182
POA6062	40-44	2	374
POA6062	40-44	3	159
POA6062	40-44	4	42
POA6062	40-44	5	9
POA6062	40-44	6	11
POA6062	45-49		53
POA6062	45-49	0	181
POA6062	45-49	1	148
POA6062	45-49	2	379
POA6062	45-49	3	186
POA6062	45-49	4	55
POA6062	45-49	5	10
POA6062	45-49	6	12
POA6062	50-54		53
POA6062	50-54	0	145
POA6062	50-54	1	162
POA6062	50-54	2	389
POA6062	50-54	3	193
POA6062	50-54	4	61
POA6062	50-54	5	10
POA6062	50-54	6	17
POA6062	55-59		63
POA6062	55-59	0	129
POA6062	55-59	1	121
POA6062	55-59	2	393
POA6062	55-59	3	214
POA6062	55-59	4	76
POA6062	55-59	5	20
POA6062	55-59	6	11
POA6062	60-64		45
POA6062	60-64	0	96
POA6062	60-64	1	134
POA6062	60-64	2	421
POA6062	60-64	3	222
POA6062	60-64	4	75
POA6062	60-64	5	11
POA6062	60-64	6	14
POA6062	65-69		71
POA6062	65-69	0	72
POA6062	65-69	1	86
POA6062	65-69	2	362
POA6062	65-69	3	232
POA6062	65-69	4	86
POA6062	65-69	5	23
POA6062	65-69	6	17
POA6062	70-74		64
POA6062	70-74	0	42
POA6062	70-74	1	51
POA6062	70-74	2	273
POA6062	70-74	3	185
POA6062	70-74	4	80
POA6062	70-74	5	26
POA6062	70-74	6	19
POA6062	75-79		59
POA6062	75-79	0	28
POA6062	75-79	1	39
POA6062	75-79	2	166
POA6062	75-79	3	164
POA6062	75-79	4	82
POA6062	75-79	5	35
POA6062	75-79	6	30
POA6062	80-84		39
POA6062	80-84	0	21
POA6062	80-84	1	25
POA6062	80-84	2	87
POA6062	80-84	3	116
POA6062	80-84	4	74
POA6062	80-84	5	27
POA6062	80-84	6	31
POA6062	85+		86
POA6062	85+	0	21
POA6062	85+	1	31
POA6062	85+	2	100
POA6062	85+	3	91
POA6062	85+	4	61
POA6062	85+	5	40
POA6062	85+	6	36
POA6063	15-19		42
POA6063	15-19	0	422
POA6063	15-19	1	3
POA6063	20-24		39
POA6063	20-24	0	339
POA6063	20-24	1	44
POA6063	20-24	2	20
POA6063	20-24	3	3
POA6063	25-29		44
POA6063	25-29	0	269
POA6063	25-29	1	74
POA6063	25-29	2	63
POA6063	25-29	3	35
POA6063	25-29	4	8
POA6063	30-34		37
POA6063	30-34	0	159
POA6063	30-34	1	121
POA6063	30-34	2	156
POA6063	30-34	3	57
POA6063	30-34	4	21
POA6063	30-34	5	10
POA6063	30-34	6	6
POA6063	35-39		27
POA6063	35-39	0	91
POA6063	35-39	1	88
POA6063	35-39	2	162
POA6063	35-39	3	102
POA6063	35-39	4	40
POA6063	35-39	5	8
POA6063	35-39	6	6
POA6063	40-44		36
POA6063	40-44	0	66
POA6063	40-44	1	80
POA6063	40-44	2	198
POA6063	40-44	3	92
POA6063	40-44	4	31
POA6063	40-44	5	11
POA6063	40-44	6	14
POA6063	45-49		24
POA6063	45-49	0	46
POA6063	45-49	1	76
POA6063	45-49	2	202
POA6063	45-49	3	89
POA6063	45-49	4	37
POA6063	45-49	5	13
POA6063	45-49	6	12
POA6063	50-54		31
POA6063	50-54	0	44
POA6063	50-54	1	50
POA6063	50-54	2	189
POA6063	50-54	3	114
POA6063	50-54	4	43
POA6063	50-54	5	16
POA6063	50-54	6	16
POA6063	55-59		31
POA6063	55-59	0	42
POA6063	55-59	1	58
POA6063	55-59	2	153
POA6063	55-59	3	122
POA6063	55-59	4	57
POA6063	55-59	5	12
POA6063	55-59	6	3
POA6063	60-64		25
POA6063	60-64	0	38
POA6063	60-64	1	46
POA6063	60-64	2	126
POA6063	60-64	3	92
POA6063	60-64	4	42
POA6063	60-64	5	10
POA6063	60-64	6	7
POA6063	65-69		20
POA6063	65-69	0	26
POA6063	65-69	1	33
POA6063	65-69	2	104
POA6063	65-69	3	66
POA6063	65-69	4	27
POA6063	65-69	5	7
POA6063	65-69	6	8
POA6063	70-74		17
POA6063	70-74	0	19
POA6063	70-74	1	13
POA6063	70-74	2	44
POA6063	70-74	3	49
POA6063	70-74	4	28
POA6063	70-74	5	12
POA6063	70-74	6	7
POA6063	75-79		11
POA6063	75-79	0	8
POA6063	75-79	1	8
POA6063	75-79	2	19
POA6063	75-79	3	35
POA6063	75-79	4	30
POA6063	75-79	5	6
POA6063	75-79	6	13
POA6063	80-84		8
POA6063	80-84	0	3
POA6063	80-84	1	3
POA6063	80-84	2	8
POA6063	80-84	3	17
POA6063	80-84	4	9
POA6063	80-84	5	11
POA6063	80-84	6	9
POA6063	85+		7
POA6063	85+	0	7
POA6063	85+	1	3
POA6063	85+	2	11
POA6063	85+	3	12
POA6063	85+	4	12
POA6063	85+	5	16
POA6063	85+	6	10
POA6064	15-19		139
POA6064	15-19	0	928
POA6064	15-19	1	17
POA6064	20-24		101
POA6064	20-24	0	796
POA6064	20-24	1	108
POA6064	20-24	2	40
POA6064	20-24	3	3
POA6064	25-29		80
POA6064	25-29	0	578
POA6064	25-29	1	176
POA6064	25-29	2	144
POA6064	25-29	3	75
POA6064	25-29	4	16
POA6064	25-29	5	4
POA6064	25-29	6	4
POA6064	30-34		58
POA6064	30-34	0	306
POA6064	30-34	1	279
POA6064	30-34	2	276
POA6064	30-34	3	112
POA6064	30-34	4	54
POA6064	30-34	5	27
POA6064	30-34	6	11
POA6064	35-39		64
POA6064	35-39	0	217
POA6064	35-39	1	167
POA6064	35-39	2	330
POA6064	35-39	3	168
POA6064	35-39	4	63
POA6064	35-39	5	24
POA6064	35-39	6	20
POA6064	40-44		53
POA6064	40-44	0	140
POA6064	40-44	1	135
POA6064	40-44	2	349
POA6064	40-44	3	181
POA6064	40-44	4	78
POA6064	40-44	5	32
POA6064	40-44	6	36
POA6064	45-49		75
POA6064	45-49	0	149
POA6064	45-49	1	140
POA6064	45-49	2	344
POA6064	45-49	3	200
POA6064	45-49	4	72
POA6064	45-49	5	37
POA6064	45-49	6	38
POA6064	50-54		55
POA6064	50-54	0	130
POA6064	50-54	1	134
POA6064	50-54	2	363
POA6064	50-54	3	206
POA6064	50-54	4	77
POA6064	50-54	5	36
POA6064	50-54	6	39
POA6064	55-59		73
POA6064	55-59	0	106
POA6064	55-59	1	109
POA6064	55-59	2	330
POA6064	55-59	3	226
POA6064	55-59	4	106
POA6064	55-59	5	28
POA6064	55-59	6	31
POA6064	60-64		43
POA6064	60-64	0	67
POA6064	60-64	1	86
POA6064	60-64	2	295
POA6064	60-64	3	185
POA6064	60-64	4	91
POA6064	60-64	5	28
POA6064	60-64	6	20
POA6064	65-69		44
POA6064	65-69	0	43
POA6064	65-69	1	71
POA6064	65-69	2	258
POA6064	65-69	3	176
POA6064	65-69	4	87
POA6064	65-69	5	42
POA6064	65-69	6	29
POA6064	70-74		43
POA6064	70-74	0	32
POA6064	70-74	1	41
POA6064	70-74	2	155
POA6064	70-74	3	106
POA6064	70-74	4	74
POA6064	70-74	5	22
POA6064	70-74	6	28
POA6064	75-79		46
POA6064	75-79	0	17
POA6064	75-79	1	21
POA6064	75-79	2	73
POA6064	75-79	3	92
POA6064	75-79	4	65
POA6064	75-79	5	35
POA6064	75-79	6	46
POA6064	80-84		26
POA6064	80-84	0	9
POA6064	80-84	1	11
POA6064	80-84	2	62
POA6064	80-84	3	42
POA6064	80-84	4	48
POA6064	80-84	5	25
POA6064	80-84	6	35
POA6064	85+		33
POA6064	85+	0	7
POA6064	85+	1	18
POA6064	85+	2	52
POA6064	85+	3	32
POA6064	85+	4	35
POA6064	85+	5	14
POA6064	85+	6	41
POA6065	15-19		196
POA6065	15-19	0	1824
POA6065	15-19	1	10
POA6065	20-24		156
POA6065	20-24	0	1566
POA6065	20-24	1	136
POA6065	20-24	2	36
POA6065	20-24	3	3
POA6065	25-29		130
POA6065	25-29	0	1300
POA6065	25-29	1	451
POA6065	25-29	2	296
POA6065	25-29	3	81
POA6065	25-29	4	16
POA6065	25-29	5	3
POA6065	30-34		120
POA6065	30-34	0	762
POA6065	30-34	1	702
POA6065	30-34	2	853
POA6065	30-34	3	231
POA6065	30-34	4	61
POA6065	30-34	5	18
POA6065	30-34	6	3
POA6065	35-39		90
POA6065	35-39	0	349
POA6065	35-39	1	459
POA6065	35-39	2	1150
POA6065	35-39	3	421
POA6065	35-39	4	107
POA6065	35-39	5	18
POA6065	35-39	6	24
POA6065	40-44		96
POA6065	40-44	0	230
POA6065	40-44	1	349
POA6065	40-44	2	1135
POA6065	40-44	3	479
POA6065	40-44	4	131
POA6065	40-44	5	29
POA6065	40-44	6	18
POA6065	45-49		92
POA6065	45-49	0	216
POA6065	45-49	1	291
POA6065	45-49	2	1003
POA6065	45-49	3	444
POA6065	45-49	4	135
POA6065	45-49	5	39
POA6065	45-49	6	36
POA6065	50-54		93
POA6065	50-54	0	174
POA6065	50-54	1	190
POA6065	50-54	2	789
POA6065	50-54	3	424
POA6065	50-54	4	139
POA6065	50-54	5	34
POA6065	50-54	6	25
POA6065	55-59		70
POA6065	55-59	0	116
POA6065	55-59	1	161
POA6065	55-59	2	603
POA6065	55-59	3	373
POA6065	55-59	4	132
POA6065	55-59	5	44
POA6065	55-59	6	20
POA6065	60-64		53
POA6065	60-64	0	60
POA6065	60-64	1	131
POA6065	60-64	2	533
POA6065	60-64	3	305
POA6065	60-64	4	118
POA6065	60-64	5	29
POA6065	60-64	6	24
POA6065	65-69		57
POA6065	65-69	0	51
POA6065	65-69	1	99
POA6065	65-69	2	457
POA6065	65-69	3	303
POA6065	65-69	4	114
POA6065	65-69	5	26
POA6065	65-69	6	17
POA6065	70-74		39
POA6065	70-74	0	47
POA6065	70-74	1	62
POA6065	70-74	2	303
POA6065	70-74	3	211
POA6065	70-74	4	97
POA6065	70-74	5	15
POA6065	70-74	6	14
POA6065	75-79		50
POA6065	75-79	0	26
POA6065	75-79	1	54
POA6065	75-79	2	183
POA6065	75-79	3	176
POA6065	75-79	4	93
POA6065	75-79	5	41
POA6065	75-79	6	17
POA6065	80-84		44
POA6065	80-84	0	11
POA6065	80-84	1	20
POA6065	80-84	2	110
POA6065	80-84	3	130
POA6065	80-84	4	67
POA6065	80-84	5	40
POA6065	80-84	6	23
POA6065	85+		73
POA6065	85+	0	16
POA6065	85+	1	36
POA6065	85+	2	110
POA6065	85+	3	94
POA6065	85+	4	60
POA6065	85+	5	17
POA6065	85+	6	21
POA6066	15-19		77
POA6066	15-19	0	675
POA6066	15-19	1	4
POA6066	20-24		46
POA6066	20-24	0	590
POA6066	20-24	1	46
POA6066	20-24	2	10
POA6066	25-29		39
POA6066	25-29	0	313
POA6066	25-29	1	107
POA6066	25-29	2	64
POA6066	25-29	3	35
POA6066	25-29	4	9
POA6066	25-29	5	3
POA6066	25-29	6	3
POA6066	30-34		34
POA6066	30-34	0	174
POA6066	30-34	1	133
POA6066	30-34	2	193
POA6066	30-34	3	61
POA6066	30-34	4	21
POA6066	30-34	5	3
POA6066	35-39		15
POA6066	35-39	0	92
POA6066	35-39	1	94
POA6066	35-39	2	193
POA6066	35-39	3	71
POA6066	35-39	4	27
POA6066	35-39	5	14
POA6066	35-39	6	19
POA6066	40-44		29
POA6066	40-44	0	73
POA6066	40-44	1	108
