POA_CODE_2016	OnlyEnglishSpokenHome	Sex	persons
POA0800	0	F	929
POA0800	0	M	1021
POA0800	1	F	1444
POA0800	1	M	1996
POA0810	0	F	5076
POA0810	0	M	5050
POA0810	1	F	9822
POA0810	1	M	10026
POA0812	0	F	2507
POA0812	0	M	2232
POA0812	1	F	6050
POA0812	1	M	6255
POA0815	0	F	45
POA0815	0	M	97
POA0815	1	F	18
POA0815	1	M	25
POA0820	0	F	2045
POA0820	0	M	1959
POA0820	1	F	6260
POA0820	1	M	7054
POA0822	0	F	8300
POA0822	0	M	8218
POA0822	1	F	2938
POA0822	1	M	3462
POA0828	0	F	166
POA0828	0	M	176
POA0828	1	F	310
POA0828	1	M	353
POA0829	0	F	16
POA0829	0	M	47
POA0829	1	F	151
POA0829	1	M	582
POA0830	0	F	1346
POA0830	0	M	1125
POA0830	1	F	6695
POA0830	1	M	7143
POA0832	0	F	1358
POA0832	0	M	1236
POA0832	1	F	5896
POA0832	1	M	6046
POA0834	0	F	48
POA0834	0	M	43
POA0834	1	F	739
POA0834	1	M	828
POA0835	0	F	79
POA0835	0	M	241
POA0835	1	F	1298
POA0835	1	M	2100
POA0836	0	F	211
POA0836	0	M	157
POA0836	1	F	3078
POA0836	1	M	3458
POA0837	0	F	18
POA0837	0	M	19
POA0837	1	F	138
POA0837	1	M	166
POA0838	0	F	24
POA0838	0	M	30
POA0838	1	F	312
POA0838	1	M	364
POA0839	0	F	23
POA0839	0	M	17
POA0839	1	F	204
POA0839	1	M	211
POA0840	0	F	5
POA0840	1	F	128
POA0840	1	M	194
POA0841	0	F	9
POA0841	0	M	19
POA0841	1	F	263
POA0841	1	M	310
POA0845	0	F	25
POA0845	0	M	15
POA0845	1	F	180
POA0845	1	M	202
POA0846	0	F	8
POA0846	0	M	11
POA0846	1	F	140
POA0846	1	M	150
POA0847	0	F	34
POA0847	0	M	28
POA0847	1	F	94
POA0847	1	M	123
POA0850	0	F	633
POA0850	0	M	593
POA0850	1	F	2522
POA0850	1	M	2705
POA0852	0	F	2593
POA0852	0	M	2552
POA0852	1	F	886
POA0852	1	M	1122
POA0853	0	F	25
POA0853	0	M	28
POA0853	1	F	313
POA0853	1	M	405
POA0854	0	F	39
POA0854	0	M	48
POA0854	1	F	331
POA0854	1	M	362
POA0860	0	F	505
POA0860	0	M	466
POA0860	1	F	757
POA0860	1	M	855
POA0862	0	F	108
POA0862	0	M	119
POA0862	1	F	251
POA0862	1	M	244
POA0870	0	F	1969
POA0870	0	M	1778
POA0870	1	F	6831
POA0870	1	M	6666
POA0872	0	F	5382
POA0872	0	M	4888
POA0872	1	F	1280
POA0872	1	M	1387
POA0873	0	F	382
POA0873	0	M	273
POA0873	1	F	703
POA0873	1	M	743
POA0874	0	F	33
POA0874	0	M	21
POA0874	1	F	195
POA0874	1	M	206
POA0875	0	F	207
POA0875	0	M	199
POA0875	1	F	871
POA0875	1	M	821
POA0880	0	F	1142
POA0880	0	M	1025
POA0880	1	F	1176
POA0880	1	M	1229
POA0885	0	F	36
POA0885	0	M	37
POA0885	1	F	312
POA0885	1	M	391
POA0886	0	F	87
POA0886	0	M	86
POA0886	1	F	313
POA0886	1	M	385
POA2000	0	F	8826
POA2000	0	M	7788
POA2000	1	F	2938
POA2000	1	M	3950
POA2006	0	F	76
POA2006	0	M	48
POA2006	1	F	578
POA2006	1	M	413
POA2007	0	F	3148
POA2007	0	M	2550
POA2007	1	F	930
POA2007	1	M	1161
POA2008	0	F	3530
POA2008	0	M	2684
POA2008	1	F	1919
POA2008	1	M	2303
POA2009	0	F	2803
POA2009	0	M	2505
POA2009	1	F	2953
POA2009	1	M	3343
POA2010	0	F	3337
POA2010	0	M	3735
POA2010	1	F	6886
POA2010	1	M	9793
POA2011	0	F	1875
POA2011	0	M	1992
POA2011	1	F	5774
POA2011	1	M	7064
POA2015	0	F	1122
POA2015	0	M	973
POA2015	1	F	3393
POA2015	1	M	3619
POA2016	0	F	1834
POA2016	0	M	1806
POA2016	1	F	3549
POA2016	1	M	4591
POA2017	0	F	5990
POA2017	0	M	5403
POA2017	1	F	4720
POA2017	1	M	5916
POA2018	0	F	4770
POA2018	0	M	4446
POA2018	1	F	3197
POA2018	1	M	3514
POA2019	0	F	1449
POA2019	0	M	1303
POA2019	1	F	3635
POA2019	1	M	3775
POA2020	0	F	3934
POA2020	0	M	3593
POA2020	1	F	2975
POA2020	1	M	3371
POA2021	0	F	1153
POA2021	0	M	966
POA2021	1	F	6092
POA2021	1	M	5603
POA2022	0	F	1728
POA2022	0	M	1389
POA2022	1	F	4019
POA2022	1	M	3882
POA2023	0	F	998
POA2023	0	M	871
POA2023	1	F	4082
POA2023	1	M	3939
POA2024	0	F	1001
POA2024	0	M	764
POA2024	1	F	4249
POA2024	1	M	4039
POA2025	0	F	571
POA2025	0	M	486
POA2025	1	F	3053
POA2025	1	M	2542
POA2026	0	F	3556
POA2026	0	M	3140
POA2026	1	F	10985
POA2026	1	M	11058
POA2027	0	F	702
POA2027	0	M	526
POA2027	1	F	3165
POA2027	1	M	2752
POA2028	0	F	422
POA2028	0	M	320
POA2028	1	F	1925
POA2028	1	M	1527
POA2029	0	F	1051
POA2029	0	M	837
POA2029	1	F	3870
POA2029	1	M	3450
POA2030	0	F	1515
POA2030	0	M	1254
POA2030	1	F	5444
POA2030	1	M	5054
POA2031	0	F	4192
POA2031	0	M	3608
POA2031	1	F	12617
POA2031	1	M	11584
POA2032	0	F	4549
POA2032	0	M	4591
POA2032	1	F	3284
POA2032	1	M	3373
POA2033	0	F	2489
POA2033	0	M	2380
POA2033	1	F	2878
POA2033	1	M	2977
POA2034	0	F	2107
POA2034	0	M	1748
POA2034	1	F	7912
POA2034	1	M	7058
POA2035	0	F	7033
POA2035	0	M	6145
POA2035	1	F	9724
POA2035	1	M	9588
POA2036	0	F	4842
POA2036	0	M	4290
POA2036	1	F	8688
