POA_CODE_2016	Age	Sex	persons
POA2395	65-74	F	56
POA2395	65-74	M	72
POA2395	75-84	F	25
POA2395	75-84	M	23
POA2395	85+	F	9
POA2395	85+	M	7
POA2396	0-4	F	19
POA2396	0-4	M	20
POA2396	5-14	F	58
POA2396	5-14	M	57
POA2396	15-19	F	15
POA2396	15-19	M	22
POA2396	20-24	F	20
POA2396	20-24	M	20
POA2396	25-34	F	42
POA2396	25-34	M	37
POA2396	35-44	F	44
POA2396	35-44	M	42
POA2396	45-54	F	55
POA2396	45-54	M	53
POA2396	55-64	F	60
POA2396	55-64	M	60
POA2396	65-74	F	64
POA2396	65-74	M	74
POA2396	75-84	F	33
POA2396	75-84	M	44
POA2396	85+	F	19
POA2396	85+	M	12
POA2397	0-4	F	22
POA2397	0-4	M	16
POA2397	5-14	F	24
POA2397	5-14	M	36
POA2397	15-19	F	10
POA2397	15-19	M	12
POA2397	20-24	F	6
POA2397	20-24	M	3
POA2397	25-34	F	23
POA2397	25-34	M	28
POA2397	35-44	F	22
POA2397	35-44	M	24
POA2397	45-54	F	19
POA2397	45-54	M	19
POA2397	55-64	F	27
POA2397	55-64	M	39
POA2397	65-74	F	11
POA2397	65-74	M	25
POA2397	75-84	F	10
POA2397	75-84	M	8
POA2397	85+	F	4
POA2398	0-4	F	3
POA2398	0-4	M	7
POA2398	5-14	F	12
POA2398	5-14	M	18
POA2398	15-19	F	6
POA2398	15-19	M	10
POA2398	20-24	F	9
POA2398	20-24	M	7
POA2398	25-34	F	9
POA2398	25-34	M	12
POA2398	35-44	F	6
POA2398	35-44	M	15
POA2398	45-54	F	17
POA2398	45-54	M	16
POA2398	55-64	F	19
POA2398	55-64	M	28
POA2398	65-74	F	12
POA2398	65-74	M	6
POA2398	75-84	F	7
POA2398	75-84	M	6
POA2398	85+	F	3
POA2399	0-4	F	26
POA2399	0-4	M	27
POA2399	5-14	F	44
POA2399	5-14	M	32
POA2399	15-19	F	5
POA2399	15-19	M	11
POA2399	20-24	F	18
POA2399	20-24	M	16
POA2399	25-34	F	30
POA2399	25-34	M	43
POA2399	35-44	F	35
POA2399	35-44	M	30
POA2399	45-54	F	47
POA2399	45-54	M	50
POA2399	55-64	F	33
POA2399	55-64	M	50
POA2399	65-74	F	34
POA2399	65-74	M	34
POA2399	75-84	F	21
POA2399	75-84	M	18
POA2399	85+	M	3
POA2400	0-4	F	402
POA2400	0-4	M	400
POA2400	5-14	F	654
POA2400	5-14	M	702
POA2400	15-19	F	257
POA2400	15-19	M	308
POA2400	20-24	F	299
POA2400	20-24	M	304
POA2400	25-34	F	696
POA2400	25-34	M	587
POA2400	35-44	F	652
POA2400	35-44	M	608
POA2400	45-54	F	658
POA2400	45-54	M	718
POA2400	55-64	F	581
POA2400	55-64	M	634
POA2400	65-74	F	466
POA2400	65-74	M	483
POA2400	75-84	F	257
POA2400	75-84	M	250
POA2400	85+	F	103
POA2400	85+	M	59
POA2401	0-4	F	12
POA2401	0-4	M	6
POA2401	5-14	F	23
POA2401	5-14	M	33
POA2401	15-19	F	4
POA2401	15-19	M	6
POA2401	20-24	F	9
POA2401	20-24	M	10
POA2401	25-34	F	19
POA2401	25-34	M	10
POA2401	35-44	F	27
POA2401	35-44	M	24
POA2401	45-54	F	21
POA2401	45-54	M	33
POA2401	55-64	F	27
POA2401	55-64	M	23
POA2401	65-74	F	18
POA2401	65-74	M	17
POA2401	75-84	F	12
POA2401	75-84	M	8
POA2402	0-4	F	51
POA2402	0-4	M	68
POA2402	5-14	F	96
POA2402	5-14	M	113
POA2402	15-19	F	52
POA2402	15-19	M	47
POA2402	20-24	F	48
POA2402	20-24	M	44
POA2402	25-34	F	84
POA2402	25-34	M	82
POA2402	35-44	F	88
POA2402	35-44	M	75
POA2402	45-54	F	128
POA2402	45-54	M	110
POA2402	55-64	F	106
POA2402	55-64	M	131
POA2402	65-74	F	130
POA2402	65-74	M	138
POA2402	75-84	F	70
POA2402	75-84	M	78
POA2402	85+	F	41
POA2402	85+	M	17
POA2403	0-4	F	19
POA2403	0-4	M	31
POA2403	5-14	F	45
POA2403	5-14	M	64
POA2403	15-19	F	17
POA2403	15-19	M	14
POA2403	20-24	F	11
POA2403	20-24	M	20
POA2403	25-34	F	34
POA2403	25-34	M	47
POA2403	35-44	F	42
POA2403	35-44	M	26
POA2403	45-54	F	40
POA2403	45-54	M	59
POA2403	55-64	F	49
POA2403	55-64	M	53
POA2403	65-74	F	47
POA2403	65-74	M	48
POA2403	75-84	F	20
POA2403	75-84	M	20
POA2403	85+	F	3
POA2403	85+	M	3
POA2404	0-4	F	38
POA2404	0-4	M	42
POA2404	5-14	F	102
POA2404	5-14	M	78
POA2404	15-19	F	35
POA2404	15-19	M	44
POA2404	20-24	F	21
POA2404	20-24	M	38
POA2404	25-34	F	58
POA2404	25-34	M	53
POA2404	35-44	F	92
POA2404	35-44	M	79
POA2404	45-54	F	126
POA2404	45-54	M	126
POA2404	55-64	F	136
POA2404	55-64	M	131
POA2404	65-74	F	160
POA2404	65-74	M	177
POA2404	75-84	F	113
POA2404	75-84	M	103
POA2404	85+	F	60
POA2404	85+	M	26
POA2405	0-4	F	13
POA2405	0-4	M	11
POA2405	5-14	F	35
POA2405	5-14	M	46
POA2405	15-19	F	19
POA2405	15-19	M	8
POA2405	20-24	F	6
POA2405	20-24	M	18
POA2405	25-34	F	24
POA2405	25-34	M	28
POA2405	35-44	F	33
POA2405	35-44	M	36
POA2405	45-54	F	34
POA2405	45-54	M	41
POA2405	55-64	F	40
POA2405	55-64	M	40
POA2405	65-74	F	21
POA2405	65-74	M	36
POA2405	75-84	F	7
POA2405	75-84	M	10
POA2405	85+	F	5
POA2406	0-4	F	40
POA2406	0-4	M	46
POA2406	5-14	F	62
POA2406	5-14	M	74
POA2406	15-19	F	20
POA2406	15-19	M	17
POA2406	20-24	F	17
POA2406	20-24	M	16
POA2406	25-34	F	55
POA2406	25-34	M	53
POA2406	35-44	F	56
POA2406	35-44	M	62
POA2406	45-54	F	57
POA2406	45-54	M	53
POA2406	55-64	F	50
POA2406	55-64	M	53
POA2406	65-74	F	31
POA2406	65-74	M	40
POA2406	75-84	F	14
POA2406	75-84	M	20
POA2406	85+	F	10
POA2406	85+	M	3
POA2408	0-4	F	13
POA2408	0-4	M	16
POA2408	5-14	F	20
POA2408	5-14	M	30
POA2408	15-19	F	13
POA2408	15-19	M	11
POA2408	20-24	F	11
POA2408	20-24	M	16
POA2408	25-34	F	19
POA2408	25-34	M	22
POA2408	35-44	F	21
POA2408	35-44	M	27
POA2408	45-54	F	39
POA2408	45-54	M	36
POA2408	55-64	F	15
POA2408	55-64	M	32
POA2408	65-74	F	11
POA2408	65-74	M	14
POA2408	75-84	F	9
POA2408	75-84	M	4
POA2409	0-4	F	49
POA2409	0-4	M	40
POA2409	5-14	F	93
POA2409	5-14	M	83
POA2409	15-19	F	44
POA2409	15-19	M	52
POA2409	20-24	F	40
POA2409	20-24	M	35
POA2409	25-34	F	52
POA2409	25-34	M	65
POA2409	35-44	F	62
POA2409	35-44	M	54
POA2409	45-54	F	78
POA2409	45-54	M	76
POA2409	55-64	F	53
POA2409	55-64	M	63
POA2409	65-74	F	29
POA2409	65-74	M	41
POA2409	75-84	F	14
POA2409	75-84	M	12
POA2410	0-4	F	10
POA2410	0-4	M	8
POA2410	5-14	F	14
POA2410	5-14	M	19
POA2410	15-19	F	7
POA2410	15-19	M	3
POA2410	20-24	F	4
POA2410	20-24	M	7
POA2410	25-34	F	15
POA2410	25-34	M	6
POA2410	35-44	F	18
POA2410	35-44	M	13
POA2410	45-54	F	24
POA2410	45-54	M	16
POA2410	55-64	F	25
POA2410	55-64	M	23
POA2410	65-74	F	10
POA2410	65-74	M	27
POA2410	75-84	F	6
POA2410	75-84	M	6
POA2411	0-4	F	4
POA2411	0-4	M	7
POA2411	5-14	F	7
POA2411	5-14	M	10
POA2411	15-19	F	4
POA2411	15-19	M	4
POA2411	20-24	F	5
POA2411	20-24	M	3
POA2411	25-34	F	6
POA2411	25-34	M	10
POA2411	35-44	F	5
POA2411	35-44	M	11
POA2411	45-54	F	8
POA2411	45-54	M	3
POA2411	55-64	F	4
POA2411	55-64	M	7
POA2411	65-74	F	4
POA2411	65-74	M	6
POA2411	75-84	M	3
POA2415	0-4	F	6
POA2415	0-4	M	6
POA2415	5-14	F	27
POA2415	5-14	M	28
POA2415	15-19	F	8
POA2415	15-19	M	6
POA2415	20-24	F	11
POA2415	20-24	M	8
POA2415	25-34	F	18
POA2415	25-34	M	17
POA2415	35-44	F	19
POA2415	35-44	M	21
POA2415	45-54	F	50
POA2415	45-54	M	35
POA2415	55-64	F	21
POA2415	55-64	M	32
POA2415	65-74	F	28
POA2415	65-74	M	24
POA2415	75-84	F	5
POA2415	75-84	M	11
POA2420	0-4	F	97
POA2420	0-4	M	98
POA2420	5-14	F	227
POA2420	5-14	M	255
POA2420	15-19	F	131
POA2420	15-19	M	125
POA2420	20-24	F	65
POA2420	20-24	M	82
POA2420	25-34	F	162
POA2420	25-34	M	165
POA2420	35-44	F	225
POA2420	35-44	M	191
POA2420	45-54	F	278
POA2420	45-54	M	279
POA2420	55-64	F	349
POA2420	55-64	M	305
POA2420	65-74	F	250
POA2420	65-74	M	289
POA2420	75-84	F	162
POA2420	75-84	M	158
POA2420	85+	F	79
POA2420	85+	M	39
POA2421	0-4	F	54
POA2421	0-4	M	49
POA2421	5-14	F	132
POA2421	5-14	M	143
POA2421	15-19	F	78
POA2421	15-19	M	66
POA2421	20-24	F	39
POA2421	20-24	M	44
POA2421	25-34	F	88
POA2421	25-34	M	70
POA2421	35-44	F	112
POA2421	35-44	M	118
POA2421	45-54	F	144
POA2421	45-54	M	140
POA2421	55-64	F	134
POA2421	55-64	M	131
POA2421	65-74	F	91
POA2421	65-74	M	104
POA2421	75-84	F	28
POA2421	75-84	M	43
POA2421	85+	F	9
POA2421	85+	M	14
POA2422	0-4	F	115
POA2422	0-4	M	145
POA2422	5-14	F	303
POA2422	5-14	M	293
POA2422	15-19	F	123
POA2422	15-19	M	131
POA2422	20-24	F	89
POA2422	20-24	M	118
POA2422	25-34	F	191
POA2422	25-34	M	162
POA2422	35-44	F	263
POA2422	35-44	M	235
POA2422	45-54	F	342
POA2422	45-54	M	374
POA2422	55-64	F	423
POA2422	55-64	M	436
POA2422	65-74	F	486
POA2422	65-74	M	460
POA2422	75-84	F	259
POA2422	75-84	M	216
POA2422	85+	F	113
POA2422	85+	M	63
POA2423	0-4	F	55
POA2423	0-4	M	61
POA2423	5-14	F	139
POA2423	5-14	M	142
POA2423	15-19	F	73
POA2423	15-19	M	79
POA2423	20-24	F	56
POA2423	20-24	M	50
POA2423	25-34	F	103
POA2423	25-34	M	100
POA2423	35-44	F	124
POA2423	35-44	M	118
POA2423	45-54	F	232
POA2423	45-54	M	257
POA2423	55-64	F	278
POA2423	55-64	M	297
POA2423	65-74	F	220
POA2423	65-74	M	258
POA2423	75-84	F	107
POA2423	75-84	M	123
POA2423	85+	F	52
POA2423	85+	M	34
POA2424	0-4	F	9
POA2424	0-4	M	8
POA2424	5-14	F	22
POA2424	5-14	M	36
POA2424	15-19	F	12
POA2424	15-19	M	8
POA2424	20-24	F	9
POA2424	20-24	M	5
POA2424	25-34	F	14
POA2424	25-34	M	16
POA2424	35-44	F	26
POA2424	35-44	M	26
POA2424	45-54	F	31
POA2424	45-54	M	29
POA2424	55-64	F	39
POA2424	55-64	M	42
POA2424	65-74	F	26
POA2424	65-74	M	33
POA2424	75-84	F	10
POA2424	75-84	M	14
POA2425	0-4	F	40
POA2425	0-4	M	46
POA2425	5-14	F	126
POA2425	5-14	M	125
POA2425	15-19	F	53
POA2425	15-19	M	51
POA2425	20-24	F	39
POA2425	20-24	M	39
POA2425	25-34	F	65
POA2425	25-34	M	62
POA2425	35-44	F	117
POA2425	35-44	M	94
POA2425	45-54	F	150
POA2425	45-54	M	152
POA2425	55-64	F	125
POA2425	55-64	M	144
POA2425	65-74	F	99
POA2425	65-74	M	101
POA2425	75-84	F	64
POA2425	75-84	M	60
POA2425	85+	F	31
POA2425	85+	M	20
POA2426	0-4	F	19
POA2426	0-4	M	17
POA2426	5-14	F	51
POA2426	5-14	M	46
POA2426	15-19	F	15
POA2426	15-19	M	18
POA2426	20-24	F	9
POA2426	20-24	M	16
POA2426	25-34	F	30
POA2426	25-34	M	22
POA2426	35-44	F	40
POA2426	35-44	M	31
POA2426	45-54	F	46
POA2426	45-54	M	58
POA2426	55-64	F	71
POA2426	55-64	M	71
POA2426	65-74	F	55
POA2426	65-74	M	53
POA2426	75-84	F	23
POA2426	75-84	M	29
POA2426	85+	F	3
POA2426	85+	M	3
POA2427	0-4	F	40
POA2427	0-4	M	33
POA2427	5-14	F	115
POA2427	5-14	M	105
POA2427	15-19	F	63
POA2427	15-19	M	57
POA2427	20-24	F	39
POA2427	20-24	M	43
POA2427	25-34	F	75
POA2427	25-34	M	65
POA2427	35-44	F	121
POA2427	35-44	M	122
POA2427	45-54	F	178
POA2427	45-54	M	147
POA2427	55-64	F	314
POA2427	55-64	M	306
POA2427	65-74	F	407
POA2427	65-74	M	433
POA2427	75-84	F	164
POA2427	75-84	M	187
POA2427	85+	F	52
POA2427	85+	M	49
POA2428	0-4	F	477
POA2428	0-4	M	499
POA2428	5-14	F	1136
POA2428	5-14	M	1140
POA2428	15-19	F	537
POA2428	15-19	M	622
POA2428	20-24	F	397
POA2428	20-24	M	378
POA2428	25-34	F	878
POA2428	25-34	M	781
POA2428	35-44	F	1090
POA2428	35-44	M	1010
POA2428	45-54	F	1391
POA2428	45-54	M	1289
POA2428	55-64	F	1977
POA2428	55-64	M	1783
POA2428	65-74	F	2305
POA2428	65-74	M	2210
POA2428	75-84	F	1500
POA2428	75-84	M	1336
POA2428	85+	F	780
POA2428	85+	M	510
POA2429	0-4	F	223
POA2429	0-4	M	233
POA2429	5-14	F	567
POA2429	5-14	M	589
POA2429	15-19	F	300
POA2429	15-19	M	286
POA2429	20-24	F	200
POA2429	20-24	M	195
POA2429	25-34	F	404
POA2429	25-34	M	379
POA2429	35-44	F	471
POA2429	35-44	M	396
POA2429	45-54	F	750
POA2429	45-54	M	661
POA2429	55-64	F	853
POA2429	55-64	M	842
POA2429	65-74	F	716
POA2429	65-74	M	710
POA2429	75-84	F	347
POA2429	75-84	M	331
POA2429	85+	F	156
POA2429	85+	M	120
POA2430	0-4	F	849
POA2430	0-4	M	944
POA2430	5-14	F	2004
POA2430	5-14	M	2131
POA2430	15-19	F	965
POA2430	15-19	M	985
POA2430	20-24	F	777
POA2430	20-24	M	748
POA2430	25-34	F	1514
POA2430	25-34	M	1364
POA2430	35-44	F	1757
POA2430	35-44	M	1553
POA2430	45-54	F	2242
POA2430	45-54	M	1984
POA2430	55-64	F	2763
POA2430	55-64	M	2464
POA2430	65-74	F	2540
POA2430	65-74	M	2533
POA2430	75-84	F	1434
POA2430	75-84	M	1303
POA2430	85+	F	723
POA2430	85+	M	454
POA2431	0-4	F	104
POA2431	0-4	M	112
POA2431	5-14	F	237
POA2431	5-14	M	231
POA2431	15-19	F	101
POA2431	15-19	M	112
POA2431	20-24	F	75
POA2431	20-24	M	90
POA2431	25-34	F	175
POA2431	25-34	M	158
POA2431	35-44	F	244
POA2431	35-44	M	217
POA2431	45-54	F	322
POA2431	45-54	M	267
POA2431	55-64	F	457
POA2431	55-64	M	408
POA2431	65-74	F	514
POA2431	65-74	M	550
POA2431	75-84	F	267
POA2431	75-84	M	291
POA2431	85+	F	119
POA2431	85+	M	87
POA2439	0-4	F	65
POA2439	0-4	M	79
POA2439	5-14	F	190
POA2439	5-14	M	167
POA2439	15-19	F	70
POA2439	15-19	M	84
POA2439	20-24	F	47
POA2439	20-24	M	57
POA2439	25-34	F	102
POA2439	25-34	M	91
POA2439	35-44	F	150
POA2439	35-44	M	132
POA2439	45-54	F	231
POA2439	45-54	M	199
POA2439	55-64	F	257
POA2439	55-64	M	222
POA2439	65-74	F	255
POA2439	65-74	M	260
POA2439	75-84	F	94
POA2439	75-84	M	118
POA2439	85+	F	31
POA2439	85+	M	17
POA2440	0-4	F	623
POA2440	0-4	M	608
POA2440	5-14	F	1337
POA2440	5-14	M	1418
POA2440	15-19	F	635
POA2440	15-19	M	719
POA2440	20-24	F	516
POA2440	20-24	M	592
POA2440	25-34	F	1044
POA2440	25-34	M	1134
POA2440	35-44	F	1122
POA2440	35-44	M	1105
POA2440	45-54	F	1451
POA2440	45-54	M	1421
POA2440	55-64	F	1737
POA2440	55-64	M	1722
POA2440	65-74	F	1321
POA2440	65-74	M	1360
POA2440	75-84	F	694
POA2440	75-84	M	644
POA2440	85+	F	397
POA2440	85+	M	218
POA2441	0-4	F	94
POA2441	0-4	M	109
POA2441	5-14	F	282
POA2441	5-14	M	259
POA2441	15-19	F	134
POA2441	15-19	M	102
POA2441	20-24	F	89
POA2441	20-24	M	107
POA2441	25-34	F	186
POA2441	25-34	M	189
POA2441	35-44	F	231
POA2441	35-44	M	225
POA2441	45-54	F	304
POA2441	45-54	M	336
POA2441	55-64	F	425
POA2441	55-64	M	467
POA2441	65-74	F	234
POA2441	65-74	M	318
POA2441	75-84	F	74
POA2441	75-84	M	106
POA2441	85+	F	43
POA2441	85+	M	35
POA2443	0-4	F	128
POA2443	0-4	M	152
POA2443	5-14	F	351
POA2443	5-14	M	374
POA2443	15-19	F	155
POA2443	15-19	M	221
POA2443	20-24	F	94
POA2443	20-24	M	114
POA2443	25-34	F	275
POA2443	25-34	M	224
POA2443	35-44	F	339
POA2443	35-44	M	327
POA2443	45-54	F	554
POA2443	45-54	M	514
POA2443	55-64	F	799
POA2443	55-64	M	752
POA2443	65-74	F	877
POA2443	65-74	M	907
POA2443	75-84	F	660
POA2443	75-84	M	570
POA2443	85+	F	283
POA2443	85+	M	212
POA2444	0-4	F	1155
POA2444	0-4	M	1159
POA2444	5-14	F	2592
POA2444	5-14	M	2787
POA2444	15-19	F	1296
POA2444	15-19	M	1309
POA2444	20-24	F	990
POA2444	20-24	M	935
POA2444	25-34	F	2251
POA2444	25-34	M	2087
POA2444	35-44	F	2589
POA2444	35-44	M	2352
POA2444	45-54	F	3096
POA2444	45-54	M	2697
POA2444	55-64	F	3302
POA2444	55-64	M	2887
POA2444	65-74	F	3504
POA2444	65-74	M	3106
POA2444	75-84	F	2324
POA2444	75-84	M	1895
POA2444	85+	F	1249
POA2444	85+	M	724
POA2445	0-4	F	132
POA2445	0-4	M	163
POA2445	5-14	F	409
POA2445	5-14	M	415
POA2445	15-19	F	203
POA2445	15-19	M	222
POA2445	20-24	F	81
POA2445	20-24	M	119
POA2445	25-34	F	207
POA2445	25-34	M	191
POA2445	35-44	F	369
POA2445	35-44	M	307
POA2445	45-54	F	503
POA2445	45-54	M	472
POA2445	55-64	F	537
POA2445	55-64	M	444
POA2445	65-74	F	571
POA2445	65-74	M	559
POA2445	75-84	F	238
POA2445	75-84	M	225
POA2445	85+	F	62
POA2445	85+	M	52
POA2446	0-4	F	366
POA2446	0-4	M	371
POA2446	5-14	F	916
POA2446	5-14	M	959
POA2446	15-19	F	433
POA2446	15-19	M	423
POA2446	20-24	F	314
POA2446	20-24	M	305
POA2446	25-34	F	604
POA2446	25-34	M	499
POA2446	35-44	F	761
POA2446	35-44	M	715
POA2446	45-54	F	937
POA2446	45-54	M	856
POA2446	55-64	F	1009
POA2446	55-64	M	949
POA2446	65-74	F	883
POA2446	65-74	M	834
POA2446	75-84	F	439
POA2446	75-84	M	422
POA2446	85+	F	205
POA2446	85+	M	130
POA2447	0-4	F	162
POA2447	0-4	M	186
POA2447	5-14	F	458
POA2447	5-14	M	465
POA2447	15-19	F	181
POA2447	15-19	M	205
POA2447	20-24	F	136
POA2447	20-24	M	159
POA2447	25-34	F	274
POA2447	25-34	M	250
POA2447	35-44	F	393
POA2447	35-44	M	334
POA2447	45-54	F	470
POA2447	45-54	M	472
POA2447	55-64	F	599
POA2447	55-64	M	608
POA2447	65-74	F	529
POA2447	65-74	M	545
POA2447	75-84	F	256
POA2447	75-84	M	257
POA2447	85+	F	150
POA2447	85+	M	97
POA2448	0-4	F	213
POA2448	0-4	M	209
POA2448	5-14	F	442
POA2448	5-14	M	442
POA2448	15-19	F	240
POA2448	15-19	M	212
POA2448	20-24	F	146
POA2448	20-24	M	168
POA2448	25-34	F	378
POA2448	25-34	M	313
POA2448	35-44	F	374
POA2448	35-44	M	359
POA2448	45-54	F	570
POA2448	45-54	M	479
POA2448	55-64	F	816
POA2448	55-64	M	728
POA2448	65-74	F	799
POA2448	65-74	M	778
POA2448	75-84	F	481
POA2448	75-84	M	444
POA2448	85+	F	248
POA2448	85+	M	160
POA2449	0-4	F	43
POA2449	0-4	M	62
POA2449	5-14	F	145
POA2449	5-14	M	163
POA2449	15-19	F	50
POA2449	15-19	M	74
POA2449	20-24	F	48
POA2449	20-24	M	48
POA2449	25-34	F	96
POA2449	25-34	M	77
POA2449	35-44	F	105
POA2449	35-44	M	103
POA2449	45-54	F	163
POA2449	45-54	M	157
POA2449	55-64	F	202
POA2449	55-64	M	204
POA2449	65-74	F	133
POA2449	65-74	M	156
POA2449	75-84	F	63
POA2449	75-84	M	67
POA2449	85+	F	20
POA2449	85+	M	18
POA2450	0-4	F	1228
POA2450	0-4	M	1199
POA2450	5-14	F	2761
POA2450	5-14	M	2810
POA2450	15-19	F	1319
POA2450	15-19	M	1333
POA2450	20-24	F	1106
POA2450	20-24	M	1206
POA2450	25-34	F	2376
POA2450	25-34	M	2213
POA2450	35-44	F	2593
POA2450	35-44	M	2373
POA2450	45-54	F	3125
POA2450	45-54	M	2751
POA2450	55-64	F	3210
POA2450	55-64	M	3078
POA2450	65-74	F	2588
POA2450	65-74	M	2505
POA2450	75-84	F	1529
POA2450	75-84	M	1327
POA2450	85+	F	815
POA2450	85+	M	452
POA2452	0-4	F	395
POA2452	0-4	M	415
POA2452	5-14	F	963
POA2452	5-14	M	1057
POA2452	15-19	F	431
POA2452	15-19	M	494
POA2452	20-24	F	407
POA2452	20-24	M	376
POA2452	25-34	F	783
POA2452	25-34	M	699
POA2452	35-44	F	928
POA2452	35-44	M	775
POA2452	45-54	F	1083
POA2452	45-54	M	899
POA2452	55-64	F	1102
POA2452	55-64	M	1010
POA2452	65-74	F	914
POA2452	65-74	M	854
POA2452	75-84	F	603
POA2452	75-84	M	456
POA2452	85+	F	296
POA2452	85+	M	194
POA2453	0-4	F	62
POA2453	0-4	M	61
POA2453	5-14	F	136
POA2453	5-14	M	161
POA2453	15-19	F	69
POA2453	15-19	M	95
POA2453	20-24	F	41
POA2453	20-24	M	38
POA2453	25-34	F	98
POA2453	25-34	M	89
POA2453	35-44	F	118
POA2453	35-44	M	123
POA2453	45-54	F	218
POA2453	45-54	M	177
POA2453	55-64	F	286
POA2453	55-64	M	263
POA2453	65-74	F	204
POA2453	65-74	M	214
POA2453	75-84	F	119
POA2453	75-84	M	108
POA2453	85+	F	51
POA2453	85+	M	31
POA2454	0-4	F	200
POA2454	0-4	M	207
POA2454	5-14	F	552
POA2454	5-14	M	542
POA2454	15-19	F	211
POA2454	15-19	M	243
POA2454	20-24	F	99
POA2454	20-24	M	128
POA2454	25-34	F	321
POA2454	25-34	M	290
POA2454	35-44	F	479
POA2454	35-44	M	398
POA2454	45-54	F	616
POA2454	45-54	M	523
POA2454	55-64	F	679
POA2454	55-64	M	640
POA2454	65-74	F	431
POA2454	65-74	M	419
POA2454	75-84	F	204
POA2454	75-84	M	197
POA2454	85+	F	121
POA2454	85+	M	69
POA2455	0-4	F	57
POA2455	0-4	M	54
POA2455	5-14	F	148
POA2455	5-14	M	133
POA2455	15-19	F	64
POA2455	15-19	M	82
POA2455	20-24	F	60
POA2455	20-24	M	49
POA2455	25-34	F	94
POA2455	25-34	M	103
POA2455	35-44	F	129
POA2455	35-44	M	134
POA2455	45-54	F	222
POA2455	45-54	M	189
POA2455	55-64	F	268
POA2455	55-64	M	263
POA2455	65-74	F	251
POA2455	65-74	M	270
POA2455	75-84	F	164
POA2455	75-84	M	165
POA2455	85+	F	58
POA2455	85+	M	35
POA2456	0-4	F	403
POA2456	0-4	M	467
POA2456	5-14	F	919
POA2456	5-14	M	928
POA2456	15-19	F	390
POA2456	15-19	M	434
POA2456	20-24	F	313
POA2456	20-24	M	331
POA2456	25-34	F	837
POA2456	25-34	M	823
POA2456	35-44	F	853
POA2456	35-44	M	798
POA2456	45-54	F	1008
POA2456	45-54	M	859
POA2456	55-64	F	1203
POA2456	55-64	M	1181
POA2456	65-74	F	876
POA2456	65-74	M	892
POA2456	75-84	F	476
POA2456	75-84	M	430
POA2456	85+	F	190
POA2456	85+	M	146
POA2460	0-4	F	758
POA2460	0-4	M	852
POA2460	5-14	F	1724
POA2460	5-14	M	1906
POA2460	15-19	F	883
POA2460	15-19	M	959
POA2460	20-24	F	635
POA2460	20-24	M	729
POA2460	25-34	F	1370
POA2460	25-34	M	1376
POA2460	35-44	F	1646
POA2460	35-44	M	1513
POA2460	45-54	F	2055
POA2460	45-54	M	1901
POA2460	55-64	F	2284
POA2460	55-64	M	2201
POA2460	65-74	F	1801
POA2460	65-74	M	1781
POA2460	75-84	F	1070
POA2460	75-84	M	923
POA2460	85+	F	553
POA2460	85+	M	294
POA2462	0-4	F	40
POA2462	0-4	M	51
POA2462	5-14	F	134
POA2462	5-14	M	142
POA2462	15-19	F	68
POA2462	15-19	M	74
POA2462	20-24	F	44
POA2462	20-24	M	44
POA2462	25-34	F	88
POA2462	25-34	M	64
POA2462	35-44	F	107
POA2462	35-44	M	116
POA2462	45-54	F	169
POA2462	45-54	M	181
POA2462	55-64	F	226
POA2462	55-64	M	254
POA2462	65-74	F	187
POA2462	65-74	M	236
POA2462	75-84	F	65
POA2462	75-84	M	87
POA2462	85+	F	40
POA2462	85+	M	25
POA2463	0-4	F	139
POA2463	0-4	M	168
POA2463	5-14	F	408
POA2463	5-14	M	435
POA2463	15-19	F	218
POA2463	15-19	M	214
POA2463	20-24	F	133
POA2463	20-24	M	131
POA2463	25-34	F	228
POA2463	25-34	M	231
POA2463	35-44	F	400
POA2463	35-44	M	364
POA2463	45-54	F	524
POA2463	45-54	M	476
POA2463	55-64	F	662
POA2463	55-64	M	617
POA2463	65-74	F	606
POA2463	65-74	M	629
POA2463	75-84	F	347
POA2463	75-84	M	322
POA2463	85+	F	166
POA2463	85+	M	108
POA2464	0-4	F	131
POA2464	0-4	M	145
POA2464	5-14	F	275
POA2464	5-14	M	311
POA2464	15-19	F	148
POA2464	15-19	M	164
POA2464	20-24	F	85
POA2464	20-24	M	97
POA2464	25-34	F	259
POA2464	25-34	M	256
POA2464	35-44	F	319
POA2464	35-44	M	280
POA2464	45-54	F	422
POA2464	45-54	M	365
POA2464	55-64	F	614
POA2464	55-64	M	532
POA2464	65-74	F	641
POA2464	65-74	M	624
POA2464	75-84	F	398
POA2464	75-84	M	362
POA2464	85+	F	185
POA2464	85+	M	132
POA2465	0-4	F	8
POA2465	0-4	M	6
POA2465	5-14	F	20
POA2465	5-14	M	13
POA2465	15-19	F	7
POA2465	15-19	M	7
POA2465	20-24	F	12
POA2465	20-24	M	9
POA2465	25-34	F	13
POA2465	25-34	M	20
POA2465	35-44	F	9
POA2465	35-44	M	12
POA2465	45-54	F	19
POA2465	45-54	M	25
POA2465	55-64	F	27
POA2465	55-64	M	28
POA2465	65-74	F	24
POA2465	65-74	M	22
POA2465	75-84	F	11
POA2465	75-84	M	7
POA2465	85+	M	4
POA2466	0-4	F	22
POA2466	0-4	M	26
POA2466	5-14	F	70
POA2466	5-14	M	67
POA2466	15-19	F	29
POA2466	15-19	M	26
POA2466	20-24	F	19
POA2466	20-24	M	12
POA2466	25-34	F	42
POA2466	25-34	M	29
