POA_CODE_2016	MaxSchoolingCompleted	Sex	persons
POA3002	Year 9	M	22
POA3002	Year 10	F	105
POA3002	Year 10	M	71
POA3002	Year 11	F	139
POA3002	Year 11	M	113
POA3002	Year 12	F	1819
POA3002	Year 12	M	1723
POA3003	Did not go to school	F	18
POA3003	Did not go to school	M	8
POA3003	Year 8	F	32
POA3003	Year 8	M	19
POA3003	Year 9	F	14
POA3003	Year 9	M	28
POA3003	Year 10	F	63
POA3003	Year 10	M	76
POA3003	Year 11	F	92
POA3003	Year 11	M	105
POA3003	Year 12	F	1849
POA3003	Year 12	M	1950
POA3004	Did not go to school	F	13
POA3004	Did not go to school	M	10
POA3004	Year 8	F	36
POA3004	Year 8	M	21
POA3004	Year 9	F	70
POA3004	Year 9	M	60
POA3004	Year 10	F	202
POA3004	Year 10	M	204
POA3004	Year 11	F	254
POA3004	Year 11	M	231
POA3004	Year 12	F	3290
POA3004	Year 12	M	3146
POA3005	Did not go to school	F	5
POA3005	Did not go to school	M	3
POA3005	Year 9	F	3
POA3005	Year 10	F	4
POA3005	Year 10	M	12
POA3005	Year 11	F	7
POA3005	Year 11	M	11
POA3005	Year 12	F	157
POA3005	Year 12	M	140
POA3006	Did not go to school	F	44
POA3006	Did not go to school	M	32
POA3006	Year 8	F	63
POA3006	Year 8	M	57
POA3006	Year 9	F	80
POA3006	Year 9	M	99
POA3006	Year 10	F	296
POA3006	Year 10	M	293
POA3006	Year 11	F	373
POA3006	Year 11	M	456
POA3006	Year 12	F	6853
POA3006	Year 12	M	6841
POA3008	Did not go to school	F	17
POA3008	Did not go to school	M	18
POA3008	Year 8	F	30
POA3008	Year 8	M	41
POA3008	Year 9	F	69
POA3008	Year 9	M	71
POA3008	Year 10	F	189
POA3008	Year 10	M	222
POA3008	Year 11	F	198
POA3008	Year 11	M	228
POA3008	Year 12	F	3592
POA3008	Year 12	M	3792
POA3010	Year 12	F	818
POA3010	Year 12	M	681
POA3011	Did not go to school	F	205
POA3011	Did not go to school	M	143
POA3011	Year 8	F	530
POA3011	Year 8	M	373
POA3011	Year 9	F	234
POA3011	Year 9	M	242
POA3011	Year 10	F	496
POA3011	Year 10	M	600
POA3011	Year 11	F	436
POA3011	Year 11	M	567
POA3011	Year 12	F	6277
POA3011	Year 12	M	6738
POA3012	Did not go to school	F	225
POA3012	Did not go to school	M	173
POA3012	Year 8	F	725
POA3012	Year 8	M	539
POA3012	Year 9	F	400
POA3012	Year 9	M	387
POA3012	Year 10	F	804
POA3012	Year 10	M	950
POA3012	Year 11	F	668
POA3012	Year 11	M	850
POA3012	Year 12	F	7059
POA3012	Year 12	M	7106
POA3013	Did not go to school	F	83
POA3013	Did not go to school	M	51
POA3013	Year 8	F	405
POA3013	Year 8	M	281
POA3013	Year 9	F	205
POA3013	Year 9	M	223
POA3013	Year 10	F	410
POA3013	Year 10	M	530
POA3013	Year 11	F	430
POA3013	Year 11	M	536
POA3013	Year 12	F	4321
POA3013	Year 12	M	3816
POA3015	Did not go to school	F	87
POA3015	Did not go to school	M	53
POA3015	Year 8	F	367
POA3015	Year 8	M	286
POA3015	Year 9	F	236
POA3015	Year 9	M	263
POA3015	Year 10	F	600
POA3015	Year 10	M	698
POA3015	Year 11	F	578
POA3015	Year 11	M	750
POA3015	Year 12	F	4775
POA3015	Year 12	M	4261
POA3016	Did not go to school	F	50
POA3016	Did not go to school	M	45
POA3016	Year 8	F	285
POA3016	Year 8	M	220
POA3016	Year 9	F	254
POA3016	Year 9	M	253
POA3016	Year 10	F	605
POA3016	Year 10	M	683
POA3016	Year 11	F	644
POA3016	Year 11	M	703
POA3016	Year 12	F	4248
POA3016	Year 12	M	3747
POA3018	Did not go to school	F	40
POA3018	Did not go to school	M	38
POA3018	Year 8	F	380
POA3018	Year 8	M	294
POA3018	Year 9	F	334
POA3018	Year 9	M	303
POA3018	Year 10	F	708
POA3018	Year 10	M	743
POA3018	Year 11	F	546
POA3018	Year 11	M	667
POA3018	Year 12	F	3056
POA3018	Year 12	M	2636
POA3019	Did not go to school	F	221
POA3019	Did not go to school	M	151
POA3019	Year 8	F	383
POA3019	Year 8	M	298
POA3019	Year 9	F	208
POA3019	Year 9	M	203
POA3019	Year 10	F	370
POA3019	Year 10	M	388
POA3019	Year 11	F	220
POA3019	Year 11	M	257
POA3019	Year 12	F	1984
POA3019	Year 12	M	2148
POA3020	Did not go to school	F	881
POA3020	Did not go to school	M	698
POA3020	Year 8	F	2323
POA3020	Year 8	M	1889
POA3020	Year 9	F	990
POA3020	Year 9	M	1032
POA3020	Year 10	F	1928
POA3020	Year 10	M	2095
POA3020	Year 11	F	1263
POA3020	Year 11	M	1575
POA3020	Year 12	F	9109
POA3020	Year 12	M	9757
POA3021	Did not go to school	F	1103
POA3021	Did not go to school	M	785
POA3021	Year 8	F	2893
POA3021	Year 8	M	2207
POA3021	Year 9	F	1331
POA3021	Year 9	M	1275
POA3021	Year 10	F	2518
POA3021	Year 10	M	2662
POA3021	Year 11	F	1698
POA3021	Year 11	M	1983
POA3021	Year 12	F	10593
POA3021	Year 12	M	11146
POA3022	Did not go to school	F	64
POA3022	Did not go to school	M	41
POA3022	Year 8	F	117
POA3022	Year 8	M	93
POA3022	Year 9	F	81
POA3022	Year 9	M	82
POA3022	Year 10	F	154
POA3022	Year 10	M	178
POA3022	Year 11	F	103
POA3022	Year 11	M	125
POA3022	Year 12	F	605
POA3022	Year 12	M	658
POA3023	Did not go to school	F	588
POA3023	Did not go to school	M	402
POA3023	Year 8	F	1697
POA3023	Year 8	M	1356
POA3023	Year 9	F	1140
POA3023	Year 9	M	1158
POA3023	Year 10	F	2563
POA3023	Year 10	M	2799
POA3023	Year 11	F	2037
POA3023	Year 11	M	2391
POA3023	Year 12	F	14504
POA3023	Year 12	M	13433
POA3024	Did not go to school	F	99
POA3024	Did not go to school	M	57
POA3024	Year 8	F	394
POA3024	Year 8	M	385
POA3024	Year 9	F	517
POA3024	Year 9	M	619
POA3024	Year 10	F	1293
POA3024	Year 10	M	1477
POA3024	Year 11	F	1067
POA3024	Year 11	M	1163
POA3024	Year 12	F	4921
POA3024	Year 12	M	4158
POA3025	Did not go to school	F	212
POA3025	Did not go to school	M	130
POA3025	Year 8	F	803
POA3025	Year 8	M	537
POA3025	Year 9	F	268
POA3025	Year 9	M	256
POA3025	Year 10	F	519
POA3025	Year 10	M	595
POA3025	Year 11	F	382
POA3025	Year 11	M	497
POA3025	Year 12	F	2413
POA3025	Year 12	M	2280
POA3026	Year 8	F	3
POA3026	Year 8	M	11
POA3026	Year 9	F	3
POA3026	Year 10	F	3
POA3026	Year 10	M	11
POA3026	Year 11	F	3
POA3026	Year 11	M	6
POA3026	Year 12	F	3
POA3026	Year 12	M	14
POA3027	Did not go to school	F	28
POA3027	Did not go to school	M	13
POA3027	Year 8	F	57
POA3027	Year 8	M	30
POA3027	Year 9	F	45
POA3027	Year 9	M	46
POA3027	Year 10	F	165
POA3027	Year 10	M	179
POA3027	Year 11	F	120
POA3027	Year 11	M	148
POA3027	Year 12	F	1885
POA3027	Year 12	M	1903
POA3028	Did not go to school	F	211
POA3028	Did not go to school	M	149
POA3028	Year 8	F	951
POA3028	Year 8	M	737
POA3028	Year 9	F	675
POA3028	Year 9	M	718
POA3028	Year 10	F	1582
POA3028	Year 10	M	1867
POA3028	Year 11	F	1369
POA3028	Year 11	M	1403
POA3028	Year 12	F	6371
POA3028	Year 12	M	6138
POA3029	Did not go to school	F	495
POA3029	Did not go to school	M	324
POA3029	Year 8	F	1659
POA3029	Year 8	M	1347
POA3029	Year 9	F	1791
POA3029	Year 9	M	1832
POA3029	Year 10	F	4295
POA3029	Year 10	M	4724
POA3029	Year 11	F	3402
POA3029	Year 11	M	3550
POA3029	Year 12	F	21059
POA3029	Year 12	M	20387
POA3030	Did not go to school	F	578
POA3030	Did not go to school	M	403
POA3030	Year 8	F	1989
POA3030	Year 8	M	1584
POA3030	Year 9	F	2013
POA3030	Year 9	M	2059
POA3030	Year 10	F	4542
POA3030	Year 10	M	5141
POA3030	Year 11	F	3928
POA3030	Year 11	M	4212
POA3030	Year 12	F	23112
POA3030	Year 12	M	21173
POA3031	Did not go to school	F	247
POA3031	Did not go to school	M	96
POA3031	Year 8	F	385
POA3031	Year 8	M	269
POA3031	Year 9	F	196
POA3031	Year 9	M	183
POA3031	Year 10	F	418
POA3031	Year 10	M	455
POA3031	Year 11	F	388
POA3031	Year 11	M	424
POA3031	Year 12	F	5779
POA3031	Year 12	M	5178
POA3032	Did not go to school	F	220
POA3032	Did not go to school	M	144
POA3032	Year 8	F	583
POA3032	Year 8	M	466
POA3032	Year 9	F	374
POA3032	Year 9	M	369
POA3032	Year 10	F	858
POA3032	Year 10	M	903
POA3032	Year 11	F	854
POA3032	Year 11	M	955
POA3032	Year 12	F	8812
POA3032	Year 12	M	8314
POA3033	Did not go to school	F	117
POA3033	Did not go to school	M	78
POA3033	Year 8	F	688
POA3033	Year 8	M	474
POA3033	Year 9	F	323
POA3033	Year 9	M	371
POA3033	Year 10	F	742
POA3033	Year 10	M	754
POA3033	Year 11	F	676
POA3033	Year 11	M	710
POA3033	Year 12	F	3220
POA3033	Year 12	M	2922
POA3034	Did not go to school	F	161
POA3034	Did not go to school	M	117
POA3034	Year 8	F	743
POA3034	Year 8	M	519
POA3034	Year 9	F	269
POA3034	Year 9	M	261
POA3034	Year 10	F	540
POA3034	Year 10	M	524
POA3034	Year 11	F	425
POA3034	Year 11	M	457
POA3034	Year 12	F	2546
POA3034	Year 12	M	2472
POA3036	Did not go to school	F	23
POA3036	Did not go to school	M	17
POA3036	Year 8	F	157
POA3036	Year 8	M	143
POA3036	Year 9	F	154
POA3036	Year 9	M	147
POA3036	Year 10	F	315
POA3036	Year 10	M	345
POA3036	Year 11	F	337
POA3036	Year 11	M	356
POA3036	Year 12	F	1400
POA3036	Year 12	M	1262
POA3037	Did not go to school	F	363
POA3037	Did not go to school	M	251
POA3037	Year 8	F	1363
POA3037	Year 8	M	1072
POA3037	Year 9	F	910
POA3037	Year 9	M	1068
POA3037	Year 10	F	2229
POA3037	Year 10	M	2613
POA3037	Year 11	F	2060
POA3037	Year 11	M	2352
POA3037	Year 12	F	11920
POA3037	Year 12	M	10644
POA3038	Did not go to school	F	231
POA3038	Did not go to school	M	150
POA3038	Year 8	F	1013
POA3038	Year 8	M	794
POA3038	Year 9	F	549
POA3038	Year 9	M	626
POA3038	Year 10	F	1403
POA3038	Year 10	M	1573
POA3038	Year 11	F	1291
POA3038	Year 11	M	1489
POA3038	Year 12	F	6373
POA3038	Year 12	M	6091
POA3039	Did not go to school	F	81
POA3039	Did not go to school	M	58
POA3039	Year 8	F	398
POA3039	Year 8	M	276
POA3039	Year 9	F	191
POA3039	Year 9	M	185
POA3039	Year 10	F	410
POA3039	Year 10	M	441
POA3039	Year 11	F	491
POA3039	Year 11	M	510
POA3039	Year 12	F	4214
POA3039	Year 12	M	3833
POA3040	Did not go to school	F	80
POA3040	Did not go to school	M	51
POA3040	Year 8	F	493
POA3040	Year 8	M	352
POA3040	Year 9	F	433
POA3040	Year 9	M	420
POA3040	Year 10	F	1029
POA3040	Year 10	M	966
POA3040	Year 11	F	1073
POA3040	Year 11	M	1087
POA3040	Year 12	F	7490
POA3040	Year 12	M	6676
POA3041	Did not go to school	F	34
POA3041	Did not go to school	M	21
POA3041	Year 8	F	235
POA3041	Year 8	M	176
POA3041	Year 9	F	223
POA3041	Year 9	M	214
POA3041	Year 10	F	558
POA3041	Year 10	M	541
POA3041	Year 11	F	549
POA3041	Year 11	M	630
POA3041	Year 12	F	3244
POA3041	Year 12	M	2977
POA3042	Did not go to school	F	126
POA3042	Did not go to school	M	80
POA3042	Year 8	F	685
POA3042	Year 8	M	479
POA3042	Year 9	F	365
POA3042	Year 9	M	346
POA3042	Year 10	F	785
POA3042	Year 10	M	832
POA3042	Year 11	F	703
POA3042	Year 11	M	842
POA3042	Year 12	F	3657
POA3042	Year 12	M	3200
POA3043	Did not go to school	F	143
POA3043	Did not go to school	M	80
POA3043	Year 8	F	613
POA3043	Year 8	M	500
POA3043	Year 9	F	454
POA3043	Year 9	M	471
POA3043	Year 10	F	1054
POA3043	Year 10	M	1107
POA3043	Year 11	F	841
POA3043	Year 11	M	881
POA3043	Year 12	F	3846
POA3043	Year 12	M	3520
POA3044	Did not go to school	F	183
POA3044	Did not go to school	M	104
POA3044	Year 8	F	1045
POA3044	Year 8	M	682
POA3044	Year 9	F	465
POA3044	Year 9	M	460
POA3044	Year 10	F	965
POA3044	Year 10	M	1127
POA3044	Year 11	F	958
POA3044	Year 11	M	1091
POA3044	Year 12	F	7000
POA3044	Year 12	M	6360
POA3045	Year 10	F	3
POA3045	Year 10	M	3
POA3045	Year 11	F	3
POA3045	Year 12	F	7
POA3045	Year 12	M	10
POA3046	Did not go to school	F	337
POA3046	Did not go to school	M	234
POA3046	Year 8	F	1485
POA3046	Year 8	M	1098
POA3046	Year 9	F	768
POA3046	Year 9	M	733
POA3046	Year 10	F	1429
POA3046	Year 10	M	1625
POA3046	Year 11	F	1251
POA3046	Year 11	M	1254
POA3046	Year 12	F	7655
POA3046	Year 12	M	7584
POA3047	Did not go to school	F	465
POA3047	Did not go to school	M	304
POA3047	Year 8	F	1035
POA3047	Year 8	M	902
POA3047	Year 9	F	575
POA3047	Year 9	M	586
POA3047	Year 10	F	920
POA3047	Year 10	M	1011
POA3047	Year 11	F	638
POA3047	Year 11	M	702
POA3047	Year 12	F	3279
POA3047	Year 12	M	3668
POA3048	Did not go to school	F	395
POA3048	Did not go to school	M	243
POA3048	Year 8	F	1035
POA3048	Year 8	M	874
POA3048	Year 9	F	558
POA3048	Year 9	M	571
POA3048	Year 10	F	796
POA3048	Year 10	M	887
POA3048	Year 11	F	612
POA3048	Year 11	M	657
POA3048	Year 12	F	3056
POA3048	Year 12	M	2991
POA3049	Did not go to school	F	58
POA3049	Did not go to school	M	38
POA3049	Year 8	F	241
POA3049	Year 8	M	229
POA3049	Year 9	F	242
POA3049	Year 9	M	268
POA3049	Year 10	F	587
POA3049	Year 10	M	619
POA3049	Year 11	F	550
POA3049	Year 11	M	549
POA3049	Year 12	F	2024
POA3049	Year 12	M	1729
POA3050	Year 11	F	4
POA3050	Year 11	M	3
POA3050	Year 12	F	20
POA3050	Year 12	M	22
POA3051	Did not go to school	F	101
POA3051	Did not go to school	M	39
POA3051	Year 8	F	185
POA3051	Year 8	M	118
POA3051	Year 9	F	134
POA3051	Year 9	M	136
POA3051	Year 10	F	222
POA3051	Year 10	M	256
POA3051	Year 11	F	255
POA3051	Year 11	M	302
POA3051	Year 12	F	5200
POA3051	Year 12	M	4694
POA3052	Did not go to school	F	18
POA3052	Did not go to school	M	5
POA3052	Year 8	F	63
POA3052	Year 8	M	27
POA3052	Year 9	F	43
POA3052	Year 9	M	24
POA3052	Year 10	F	97
POA3052	Year 10	M	81
POA3052	Year 11	F	91
POA3052	Year 11	M	76
POA3052	Year 12	F	2045
POA3052	Year 12	M	1937
POA3053	Did not go to school	F	113
POA3053	Did not go to school	M	57
POA3053	Year 8	F	219
POA3053	Year 8	M	117
POA3053	Year 9	F	132
POA3053	Year 9	M	123
POA3053	Year 10	F	266
POA3053	Year 10	M	216
POA3053	Year 11	F	385
POA3053	Year 11	M	349
POA3053	Year 12	F	7472
POA3053	Year 12	M	6265
POA3054	Did not go to school	F	24
POA3054	Did not go to school	M	22
POA3054	Year 8	F	107
POA3054	Year 8	M	54
POA3054	Year 9	F	69
POA3054	Year 9	M	56
POA3054	Year 10	F	121
POA3054	Year 10	M	138
POA3054	Year 11	F	170
POA3054	Year 11	M	206
POA3054	Year 12	F	3243
POA3054	Year 12	M	2737
POA3055	Did not go to school	F	111
POA3055	Did not go to school	M	72
POA3055	Year 8	F	403
POA3055	Year 8	M	322
POA3055	Year 9	F	160
POA3055	Year 9	M	171
POA3055	Year 10	F	375
POA3055	Year 10	M	391
POA3055	Year 11	F	350
POA3055	Year 11	M	377
POA3055	Year 12	F	4548
POA3055	Year 12	M	4036
POA3056	Did not go to school	F	213
POA3056	Did not go to school	M	131
POA3056	Year 8	F	685
POA3056	Year 8	M	462
POA3056	Year 9	F	182
POA3056	Year 9	M	239
POA3056	Year 10	F	395
POA3056	Year 10	M	599
POA3056	Year 11	F	476
POA3056	Year 11	M	571
POA3056	Year 12	F	8529
POA3056	Year 12	M	7808
POA3057	Did not go to school	F	68
POA3057	Did not go to school	M	52
POA3057	Year 8	F	267
POA3057	Year 8	M	192
POA3057	Year 9	F	93
POA3057	Year 9	M	88
POA3057	Year 10	F	234
POA3057	Year 10	M	224
POA3057	Year 11	F	200
POA3057	Year 11	M	285
POA3057	Year 12	F	4212
POA3057	Year 12	M	3613
POA3058	Did not go to school	F	407
POA3058	Did not go to school	M	252
POA3058	Year 8	F	1343
POA3058	Year 8	M	958
POA3058	Year 9	F	462
POA3058	Year 9	M	482
POA3058	Year 10	F	961
POA3058	Year 10	M	1165
POA3058	Year 11	F	954
POA3058	Year 11	M	1109
POA3058	Year 12	F	9387
POA3058	Year 12	M	8699
POA3059	Did not go to school	F	90
POA3059	Did not go to school	M	70
POA3059	Year 8	F	423
POA3059	Year 8	M	395
POA3059	Year 9	F	293
POA3059	Year 9	M	336
POA3059	Year 10	F	712
POA3059	Year 10	M	853
POA3059	Year 11	F	763
POA3059	Year 11	M	825
POA3059	Year 12	F	3639
POA3059	Year 12	M	3462
POA3060	Did not go to school	F	223
POA3060	Did not go to school	M	138
POA3060	Year 8	F	818
POA3060	Year 8	M	594
POA3060	Year 9	F	284
POA3060	Year 9	M	276
POA3060	Year 10	F	568
POA3060	Year 10	M	585
POA3060	Year 11	F	394
POA3060	Year 11	M	451
POA3060	Year 12	F	2581
POA3060	Year 12	M	2998
POA3061	Did not go to school	F	186
POA3061	Did not go to school	M	98
POA3061	Year 8	F	349
POA3061	Year 8	M	323
POA3061	Year 9	F	141
POA3061	Year 9	M	157
POA3061	Year 10	F	209
POA3061	Year 10	M	265
POA3061	Year 11	F	144
POA3061	Year 11	M	173
POA3061	Year 12	F	771
POA3061	Year 12	M	874
POA3063	Did not go to school	F	4
POA3063	Year 8	F	9
POA3063	Year 8	M	13
POA3063	Year 9	F	5
POA3063	Year 9	M	12
POA3063	Year 10	F	30
POA3063	Year 10	M	42
POA3063	Year 11	F	46
POA3063	Year 11	M	28
POA3063	Year 12	F	124
POA3063	Year 12	M	105
POA3064	Did not go to school	F	866
POA3064	Did not go to school	M	574
POA3064	Year 8	F	1968
POA3064	Year 8	M	1731
POA3064	Year 9	F	1628
POA3064	Year 9	M	1912
POA3064	Year 10	F	3387
POA3064	Year 10	M	3919
POA3064	Year 11	F	2800
POA3064	Year 11	M	2899
POA3064	Year 12	F	15958
POA3064	Year 12	M	14867
POA3065	Did not go to school	F	103
POA3065	Did not go to school	M	46
POA3065	Year 8	F	200
POA3065	Year 8	M	124
POA3065	Year 9	F	93
POA3065	Year 9	M	97
POA3065	Year 10	F	184
POA3065	Year 10	M	230
POA3065	Year 11	F	200
POA3065	Year 11	M	213
POA3065	Year 12	F	3289
POA3065	Year 12	M	3104
POA3066	Did not go to school	F	74
POA3066	Did not go to school	M	31
POA3066	Year 8	F	162
POA3066	Year 8	M	102
POA3066	Year 9	F	67
POA3066	Year 9	M	76
POA3066	Year 10	F	161
POA3066	Year 10	M	210
POA3066	Year 11	F	169
POA3066	Year 11	M	188
POA3066	Year 12	F	2628
POA3066	Year 12	M	2616
POA3067	Did not go to school	F	37
POA3067	Did not go to school	M	25
POA3067	Year 8	F	111
POA3067	Year 8	M	63
POA3067	Year 9	F	67
POA3067	Year 9	M	61
POA3067	Year 10	F	140
POA3067	Year 10	M	158
POA3067	Year 11	F	161
POA3067	Year 11	M	214
POA3067	Year 12	F	2865
POA3067	Year 12	M	2869
POA3068	Did not go to school	F	89
POA3068	Did not go to school	M	45
POA3068	Year 8	F	308
POA3068	Year 8	M	233
POA3068	Year 9	F	170
POA3068	Year 9	M	169
POA3068	Year 10	F	367
POA3068	Year 10	M	408
POA3068	Year 11	F	407
POA3068	Year 11	M	406
POA3068	Year 12	F	6463
POA3068	Year 12	M	5549
POA3070	Did not go to school	F	188
POA3070	Did not go to school	M	115
POA3070	Year 8	F	686
POA3070	Year 8	M	483
POA3070	Year 9	F	245
POA3070	Year 9	M	264
POA3070	Year 10	F	532
POA3070	Year 10	M	607
POA3070	Year 11	F	546
POA3070	Year 11	M	648
POA3070	Year 12	F	8069
POA3070	Year 12	M	6650
POA3071	Did not go to school	F	176
POA3071	Did not go to school	M	103
POA3071	Year 8	F	679
POA3071	Year 8	M	468
POA3071	Year 9	F	223
POA3071	Year 9	M	224
POA3071	Year 10	F	414
POA3071	Year 10	M	534
POA3071	Year 11	F	487
POA3071	Year 11	M	540
POA3071	Year 12	F	5683
POA3071	Year 12	M	4791
POA3072	Did not go to school	F	331
POA3072	Did not go to school	M	245
POA3072	Year 8	F	1207
POA3072	Year 8	M	862
POA3072	Year 9	F	513
POA3072	Year 9	M	520
POA3072	Year 10	F	1044
POA3072	Year 10	M	1138
POA3072	Year 11	F	940
POA3072	Year 11	M	1049
POA3072	Year 12	F	8878
POA3072	Year 12	M	8363
POA3073	Did not go to school	F	627
POA3073	Did not go to school	M	438
POA3073	Year 8	F	2572
POA3073	Year 8	M	1883
POA3073	Year 9	F	1085
POA3073	Year 9	M	1038
POA3073	Year 10	F	1981
POA3073	Year 10	M	2109
POA3073	Year 11	F	1627
POA3073	Year 11	M	1916
POA3073	Year 12	F	11646
POA3073	Year 12	M	11167
POA3074	Did not go to school	F	441
POA3074	Did not go to school	M	296
POA3074	Year 8	F	1531
POA3074	Year 8	M	1177
POA3074	Year 9	F	482
POA3074	Year 9	M	552
POA3074	Year 10	F	867
POA3074	Year 10	M	1002
POA3074	Year 11	F	684
POA3074	Year 11	M	733
POA3074	Year 12	F	3872
POA3074	Year 12	M	4058
POA3075	Did not go to school	F	444
POA3075	Did not go to school	M	305
POA3075	Year 8	F	1439
POA3075	Year 8	M	1150
POA3075	Year 9	F	551
POA3075	Year 9	M	590
POA3075	Year 10	F	968
POA3075	Year 10	M	1194
POA3075	Year 11	F	744
POA3075	Year 11	M	828
POA3075	Year 12	F	4341
POA3075	Year 12	M	4324
POA3076	Did not go to school	F	220
POA3076	Did not go to school	M	151
POA3076	Year 8	F	998
POA3076	Year 8	M	818
POA3076	Year 9	F	731
POA3076	Year 9	M	772
POA3076	Year 10	F	1529
POA3076	Year 10	M	1736
POA3076	Year 11	F	1240
POA3076	Year 11	M	1296
POA3076	Year 12	F	7236
POA3076	Year 12	M	6705
POA3078	Did not go to school	F	48
POA3078	Did not go to school	M	48
POA3078	Year 8	F	273
POA3078	Year 8	M	173
POA3078	Year 9	F	145
POA3078	Year 9	M	156
POA3078	Year 10	F	285
POA3078	Year 10	M	365
POA3078	Year 11	F	331
POA3078	Year 11	M	386
POA3078	Year 12	F	3668
POA3078	Year 12	M	3242
POA3079	Did not go to school	F	42
POA3079	Did not go to school	M	25
POA3079	Year 8	F	271
POA3079	Year 8	M	190
POA3079	Year 9	F	242
POA3079	Year 9	M	199
POA3079	Year 10	F	523
POA3079	Year 10	M	458
POA3079	Year 11	F	563
POA3079	Year 11	M	586
POA3079	Year 12	F	4917
POA3079	Year 12	M	4442
POA3081	Did not go to school	F	127
POA3081	Did not go to school	M	79
POA3081	Year 8	F	465
POA3081	Year 8	M	314
POA3081	Year 9	F	344
POA3081	Year 9	M	314
POA3081	Year 10	F	555
POA3081	Year 10	M	583
POA3081	Year 11	F	429
POA3081	Year 11	M	494
POA3081	Year 12	F	3088
POA3081	Year 12	M	2950
POA3082	Did not go to school	F	219
POA3082	Did not go to school	M	165
POA3082	Year 8	F	965
POA3082	Year 8	M	737
POA3082	Year 9	F	688
POA3082	Year 9	M	724
POA3082	Year 10	F	1500
POA3082	Year 10	M	1621
POA3082	Year 11	F	1460
POA3082	Year 11	M	1554
POA3082	Year 12	F	7045
POA3082	Year 12	M	6540
POA3083	Did not go to school	F	232
POA3083	Did not go to school	M	191
POA3083	Year 8	F	952
POA3083	Year 8	M	694
POA3083	Year 9	F	663
POA3083	Year 9	M	713
POA3083	Year 10	F	1331
POA3083	Year 10	M	1366
POA3083	Year 11	F	1150
POA3083	Year 11	M	1237
POA3083	Year 12	F	8220
POA3083	Year 12	M	8102
POA3084	Did not go to school	F	65
POA3084	Did not go to school	M	50
POA3084	Year 8	F	594
POA3084	Year 8	M	401
POA3084	Year 9	F	431
POA3084	Year 9	M	425
POA3084	Year 10	F	1001
POA3084	Year 10	M	884
POA3084	Year 11	F	1034
POA3084	Year 11	M	955
POA3084	Year 12	F	7058
POA3084	Year 12	M	6610
POA3085	Did not go to school	F	35
POA3085	Did not go to school	M	37
POA3085	Year 8	F	291
POA3085	Year 8	M	216
POA3085	Year 9	F	233
POA3085	Year 9	M	234
POA3085	Year 10	F	635
POA3085	Year 10	M	628
POA3085	Year 11	F	578
POA3085	Year 11	M	627
POA3085	Year 12	F	3626
POA3085	Year 12	M	3388
POA3086	Year 11	F	3
POA3086	Year 11	M	4
POA3086	Year 12	F	471
POA3086	Year 12	M	310
POA3087	Did not go to school	F	32
POA3087	Did not go to school	M	21
POA3087	Year 8	F	281
POA3087	Year 8	M	207
POA3087	Year 9	F	231
POA3087	Year 9	M	236
POA3087	Year 10	F	447
POA3087	Year 10	M	554
POA3087	Year 11	F	477
POA3087	Year 11	M	487
POA3087	Year 12	F	2113
POA3087	Year 12	M	1901
POA3088	Did not go to school	F	58
POA3088	Did not go to school	M	65
POA3088	Year 8	F	624
POA3088	Year 8	M	435
POA3088	Year 9	F	583
POA3088	Year 9	M	585
POA3088	Year 10	F	1397
POA3088	Year 10	M	1442
POA3088	Year 11	F	1464
POA3088	Year 11	M	1471
POA3088	Year 12	F	6697
POA3088	Year 12	M	5925
POA3089	Did not go to school	F	10
POA3089	Did not go to school	M	11
POA3089	Year 8	F	127
POA3089	Year 8	M	137
POA3089	Year 9	F	257
POA3089	Year 9	M	264
POA3089	Year 10	F	645
POA3089	Year 10	M	786
POA3089	Year 11	F	667
POA3089	Year 11	M	752
POA3089	Year 12	F	2876
POA3089	Year 12	M	2468
POA3090	Did not go to school	F	3
POA3090	Did not go to school	M	3
POA3090	Year 8	F	29
POA3090	Year 8	M	27
POA3090	Year 9	F	46
POA3090	Year 9	M	52
POA3090	Year 10	F	115
POA3090	Year 10	M	139
POA3090	Year 11	F	139
POA3090	Year 11	M	168
POA3090	Year 12	F	563
POA3090	Year 12	M	505
POA3091	Did not go to school	F	4
POA3091	Did not go to school	M	3
POA3091	Year 8	F	31
POA3091	Year 8	M	34
POA3091	Year 9	F	39
POA3091	Year 9	M	53
POA3091	Year 10	F	88
POA3091	Year 10	M	140
POA3091	Year 11	F	101
POA3091	Year 11	M	115
POA3091	Year 12	F	324
POA3091	Year 12	M	309
POA3093	Did not go to school	F	8
POA3093	Did not go to school	M	3
POA3093	Year 8	F	81
POA3093	Year 8	M	62
POA3093	Year 9	F	88
POA3093	Year 9	M	84
POA3093	Year 10	F	210
POA3093	Year 10	M	203
POA3093	Year 11	F	187
POA3093	Year 11	M	199
POA3093	Year 12	F	1077
POA3093	Year 12	M	925
POA3094	Did not go to school	F	7
POA3094	Did not go to school	M	4
POA3094	Year 8	F	150
POA3094	Year 8	M	102
POA3094	Year 9	F	182
POA3094	Year 9	M	187
POA3094	Year 10	F	437
POA3094	Year 10	M	474
POA3094	Year 11	F	478
POA3094	Year 11	M	480
POA3094	Year 12	F	2342
POA3094	Year 12	M	2024
POA3095	Did not go to school	F	19
POA3095	Did not go to school	M	20
POA3095	Year 8	F	287
POA3095	Year 8	M	262
POA3095	Year 9	F	518
