POA_CODE_2016	medianTotalHouseholdIncome
POA4746	125060
POA4750	89804
POA4751	89856
POA4753	101504
POA4754	78468
POA4756	50232
POA4757	44772
POA4798	60788
POA4799	45240
POA4800	66352
POA4801	
POA4802	70044
POA4803	87412
POA4804	52156
POA4805	56680
POA4806	58968
POA4807	61360
POA4808	65884
POA4809	62400
POA4810	70564
POA4811	78624
POA4812	57928
POA4814	77376
POA4815	66716
POA4816	57564
POA4817	82576
POA4818	87204
POA4819	44252
POA4820	55952
POA4821	59280
POA4822	61516
POA4823	60736
POA4824	88400
POA4825	109928
POA4828	57564
POA4829	71500
POA4830	55588
POA4849	43368
POA4850	54028
POA4852	55276
POA4854	60996
POA4855	53508
POA4856	50492
POA4858	64116
POA4859	55432
POA4860	54652
POA4861	47320
POA4865	73268
POA4868	70200
POA4869	74516
POA4870	66300
POA4871	55692
POA4872	52676
POA4873	56056
POA4874	113048
POA4875	64064
POA4876	60008
POA4877	66248
POA4878	68848
POA4879	76440
POA4880	54808
POA4881	58500
POA4882	62192
POA4883	51636
POA4884	57044
POA4885	52988
POA4886	43784
POA4887	41444
POA4888	40404
POA4890	76180
POA4891	58500
POA4892	50700
POA4895	49192
POA5000	56836
POA5005	
POA5006	88036
POA5007	66040
POA5008	57668
POA5009	62556
POA5010	50648
POA5011	68952
POA5012	50440
POA5013	51064
POA5014	56420
POA5015	58968
POA5016	67912
POA5017	47684
POA5018	72176
POA5019	64220
POA5020	77896
POA5021	67236
POA5022	77376
POA5023	54652
POA5024	69940
POA5025	68848
POA5031	66508
POA5032	65520
POA5033	59124
POA5034	87984
POA5035	65520
POA5037	62296
POA5038	61464
POA5039	62088
POA5040	65364
POA5041	85072
POA5042	58968
POA5043	52832
POA5044	72748
POA5045	71084
POA5046	60268
POA5047	60736
POA5048	67080
POA5049	78104
POA5050	78624
POA5051	95524
POA5052	95108
POA5061	100412
POA5062	91988
POA5063	82108
POA5064	93548
POA5065	77896
POA5066	107640
POA5067	78520
POA5068	70148
POA5069	83148
POA5070	61048
POA5072	72488
POA5073	65884
POA5074	58448
POA5075	66144
POA5076	84864
POA5081	87100
POA5082	81692
POA5083	70876
POA5084	47580
POA5085	67392
POA5086	63128
POA5087	61308
POA5088	55900
POA5089	88660
POA5090	56212
POA5091	74828
POA5092	66768
POA5093	60892
POA5094	53144
POA5095	73424
POA5096	63128
POA5097	69264
POA5098	58032
POA5106	24492
POA5107	59384
POA5108	53456
POA5109	58240
POA5110	61932
POA5111	
POA5112	43472
POA5113	39728
POA5114	65104
POA5115	62816
POA5116	56264
POA5117	93548
POA5118	65988
POA5120	64324
POA5121	56576
POA5125	81640
POA5126	77480
POA5127	77480
POA5131	87360
POA5132	101504
POA5133	99112
POA5134	73892
POA5136	83564
POA5137	94536
POA5138	98176
POA5139	80184
POA5140	114816
POA5141	96824
POA5142	85956
POA5144	84500
POA5150	110500
POA5151	109668
POA5152	102336
POA5153	87620
POA5154	109356
POA5155	89804
POA5156	94536
POA5157	89908
POA5158	82836
POA5159	80080
POA5160	24232
POA5161	60424
POA5162	57876
POA5163	52728
POA5164	40040
POA5165	49764
POA5166	46332
POA5167	60944
POA5168	54600
POA5169	64064
POA5170	59904
POA5171	68380
POA5172	74828
POA5173	56680
POA5174	58084
POA5201	76856
POA5202	65988
POA5203	47268
POA5204	43680
POA5210	68484
POA5211	43992
POA5212	45188
POA5213	58344
POA5214	42276
POA5220	56836
POA5221	39624
POA5222	45604
POA5223	50596
POA5231	89648
POA5232	105352
POA5233	73788
POA5234	71292
POA5235	58396
POA5236	58500
POA5237	45812
POA5238	41808
POA5240	77116
POA5241	66300
POA5242	81172
POA5243	84084
POA5244	72488
POA5245	77376
POA5250	92924
POA5251	68380
POA5252	76752
POA5253	49140
POA5254	65260
POA5255	61828
POA5256	42848
POA5259	52624
POA5260	41496
POA5261	54860
POA5262	63492
POA5263	87256
POA5264	46904
POA5265	49712
POA5266	66508
POA5267	61048
POA5268	59748
POA5269	46280
POA5270	70928
POA5271	62244
POA5272	65624
POA5273	61724
POA5275	50284
POA5276	53768
POA5277	56004
POA5278	50336
POA5279	50076
POA5280	51012
POA5290	53768
POA5291	75608
POA5301	51376
POA5302	61880
POA5303	72748
POA5304	58500
POA5306	43316
POA5307	41288
POA5308	63336
POA5309	42484
POA5310	47528
POA5311	58500
POA5320	36868
POA5321	42068
POA5322	55068
POA5330	48204
POA5331	53456
POA5332	52364
POA5333	54080
POA5340	56940
POA5341	52156
POA5342	61360
POA5343	47996
POA5344	61204
POA5345	47268
POA5346	65364
POA5350	87256
POA5351	76232
POA5352	66300
POA5353	61672
POA5354	38064
POA5355	62972
POA5356	62816
POA5357	39468
POA5360	81328
POA5371	89024
POA5372	75504
POA5373	54964
POA5374	47216
POA5381	39728
POA5400	74308
POA5401	59852
POA5410	54600
POA5411	58500
POA5412	49816
POA5413	46800
POA5414	40508
POA5415	59124
POA5416	46124
POA5417	47840
POA5418	39416
POA5419	48516
POA5420	63336
POA5421	37700
POA5422	36920
POA5431	50856
POA5432	72748
POA5433	47320
POA5434	58084
POA5440	65728
POA5451	56888
POA5452	76128
POA5453	63856
POA5454	53820
POA5455	74724
POA5460	60164
POA5461	52832
POA5462	59904
POA5464	58968
POA5470	47944
POA5471	55224
POA5472	42588
POA5473	43732
POA5480	52208
POA5481	45136
POA5482	53820
POA5483	55068
POA5485	53716
POA5490	48724
POA5491	60840
POA5493	39208
POA5495	40716
POA5501	68952
POA5502	69992
POA5510	57564
POA5520	41184
POA5521	37700
POA5522	40976
POA5523	52676
POA5540	46436
POA5550	51324
POA5552	54964
POA5554	50648
POA5555	47476
POA5556	42224
POA5558	44356
POA5560	41912
POA5570	39052
POA5571	41288
POA5572	58500
POA5573	50180
POA5575	43576
POA5576	43420
POA5577	40508
POA5580	46124
POA5581	41132
POA5582	44876
POA5583	40196
POA5600	70148
POA5601	44460
POA5602	54652
POA5603	56940
POA5604	46800
POA5605	45604
POA5606	56264
POA5607	64376
POA5608	42068
POA5609	86060
POA5630	69316
POA5631	63492
POA5632	98176
POA5633	56056
POA5640	55692
POA5641	63700
POA5642	57564
POA5650	62816
POA5651	97500
POA5652	61724
POA5653	84500
POA5654	45760
POA5655	54600
POA5660	74724
POA5661	60892
POA5670	46072
POA5671	47528
POA5680	56108
POA5690	64428
POA5700	54652
POA5701	46748
POA5710	76180
POA5713	
POA5715	58500
POA5717	55224
POA5719	54184
POA5720	77376
POA5722	36816
POA5723	43732
POA5724	49868
POA5725	128804
POA5730	38324
POA5731	74256
POA5732	39624
POA5733	43316
POA5734	24336
POA5950	
POA5960	
POA6000	95004
POA6003	91780
POA6004	97136
POA6005	90272
POA6006	107848
POA6007	112476
POA6008	109564
POA6009	119912
POA6010	112840
POA6011	144664
POA6012	96928
POA6014	105092
POA6015	152100
POA6016	101764
POA6017	62764
POA6018	100984
POA6019	100932
POA6020	111176
POA6021	81640
POA6022	83928
POA6023	111384
POA6024	86424
POA6025	97812
POA6026	103272
POA6027	94744
POA6028	119028
POA6029	115960
POA6030	84708
POA6031	98904
POA6032	95316
POA6033	97500
POA6034	103064
POA6035	78572
POA6036	89180
POA6037	66352
POA6038	100984
POA6041	56836
POA6042	35724
POA6043	43836
POA6044	49868
POA6050	98488
POA6051	75348
POA6052	93860
POA6053	88660
POA6054	73580
POA6055	98904
POA6056	70564
POA6057	85020
POA6058	75868
POA6059	76804
POA6060	73840
POA6061	63700
POA6062	74464
POA6063	77012
POA6064	67392
POA6065	99840
POA6066	82576
POA6067	
POA6068	71448
POA6069	96148
POA6070	103376
POA6071	97032
POA6072	100724
POA6073	72124
POA6074	91884
POA6076	88348
POA6077	84708
POA6078	103532
POA6079	58448
POA6081	99424
POA6082	92404
POA6083	97084
POA6084	93912
POA6090	
POA6100	87308
POA6101	84032
POA6102	54600
POA6103	75712
POA6104	78572
POA6105	70148
POA6106	
POA6107	76388
POA6108	75348
POA6109	62348
POA6110	75504
POA6111	72280
POA6112	80704
POA6121	115544
POA6122	97760
POA6123	81224
POA6124	89388
POA6125	87100
POA6126	68536
POA6147	70304
POA6148	82992
POA6149	101400
POA6150	102336
POA6151	101504
POA6152	86424
POA6153	106860
POA6154	89492
POA6155	104364
POA6156	93340
POA6157	85020
POA6158	106652
POA6159	112996
POA6160	80496
POA6161	101348
POA6162	79716
POA6163	74048
POA6164	103324
POA6165	94224
POA6166	96928
POA6167	69420
POA6168	56264
POA6169	70720
POA6170	91624
POA6171	100256
POA6172	89336
POA6173	116376
POA6174	88244
POA6175	96356
POA6176	93704
POA6180	82992
POA6181	124072
POA6182	
POA6207	87152
POA6208	61464
POA6209	52260
POA6210	58604
POA6211	66716
POA6213	72280
POA6214	76440
POA6215	63336
POA6218	48204
POA6220	63076
POA6221	66040
POA6223	62088
POA6224	63336
POA6225	60996
POA6226	108680
POA6227	90064
POA6228	74724
POA6229	46280
POA6230	68952
POA6232	79404
POA6233	86580
POA6236	88920
POA6237	87204
POA6239	63128
POA6240	57200
POA6243	58500
POA6244	55536
POA6251	55432
POA6252	35464
POA6253	51688
POA6254	46800
POA6255	52520
POA6256	78988
POA6258	60632
POA6260	59020
POA6262	44876
POA6271	68900
POA6275	49296
POA6280	63440
POA6281	85072
POA6282	82316
POA6284	79664
POA6285	70148
POA6286	67756
POA6288	65780
POA6290	44720
POA6302	53352
POA6304	51428
POA6306	58916
POA6308	52832
POA6309	48516
POA6311	60424
POA6312	63648
POA6313	63232
POA6315	51220
POA6316	60632
POA6317	62920
POA6318	68432
POA6320	61724
POA6321	49348
POA6322	48672
POA6323	47892
POA6324	55016
POA6326	62452
POA6327	67600
POA6328	63440
POA6330	62816
POA6333	52676
POA6335	67184
POA6336	61360
POA6337	76128
POA6338	63024
POA6341	64584
POA6343	73840
POA6346	68224
POA6348	54340
POA6350	49088
POA6351	71500
POA6352	60320
POA6353	73320
POA6355	76752
POA6356	75816
POA6357	60112
POA6358	84500
POA6359	71136
POA6361	86112
POA6363	58500
POA6365	63960
POA6367	57980
POA6368	62348
POA6369	61724
POA6370	56160
POA6372	42588
POA6373	96408
POA6375	66352
POA6383	46800
POA6384	71500
POA6385	50232
POA6386	45760
POA6390	96460
POA6391	74724
POA6392	61724
POA6393	42848
POA6394	68068
POA6395	67756
POA6396	69056
POA6397	36712
POA6398	45500
POA6401	59800
POA6403	60632
POA6405	64012
POA6407	69212
POA6409	66196
POA6410	49608
POA6411	66092
POA6412	84500
POA6413	46800
POA6414	92612
POA6415	68900
POA6418	59176
POA6419	50232
POA6420	73632
POA6421	60632
POA6422	117000
POA6423	66300
POA6424	62816
POA6425	80184
POA6426	63336
POA6427	
POA6428	68224
POA6429	56732
POA6430	113672
POA6431	63804
POA6432	92144
POA6434	49348
POA6436	57408
POA6437	113932
POA6438	66924
POA6440	57772
POA6442	105924
POA6443	41028
POA6445	67184
POA6446	93184
POA6447	117000
POA6448	73320
POA6450	70148
POA6452	
POA6460	53040
POA6461	57668
POA6462	60632
POA6463	94224
POA6465	56524
POA6466	53612
POA6467	81224
POA6468	62816
POA6470	77948
POA6472	77012
POA6473	61724
POA6475	55536
POA6476	71448
POA6477	58032
POA6479	72904
POA6480	110448
POA6484	22048
POA6485	42588
POA6487	69316
POA6488	41080
POA6489	49348
POA6490	55536
POA6501	86892
POA6502	55328
POA6503	67964
POA6504	48828
POA6505	60632
POA6506	68224
POA6507	79092
POA6509	74724
POA6510	70772
POA6511	55692
POA6512	56836
POA6513	84500
POA6514	38792
POA6515	75816
POA6516	58396
POA6517	66300
POA6518	42900
POA6519	60424
POA6521	71500
POA6522	64168
POA6525	56420
POA6528	57044
POA6530	68640
POA6532	84188
POA6535	52364
POA6536	46904
POA6537	57512
POA6556	87204
POA6558	73476
POA6560	63336
POA6562	71136
POA6564	56732
POA6566	57564
POA6567	62608
POA6568	59384
POA6569	57928
POA6571	71500
POA6572	58448
POA6574	87724
POA6575	92612
POA6603	66872
POA6605	84448
POA6606	53040
POA6608	60632
POA6609	80548
POA6612	63492
POA6613	69836
POA6614	75816
POA6616	58500
POA6620	70720
POA6623	58240
POA6625	71500
POA6627	73632
POA6628	37700
POA6630	58032
POA6631	90948
POA6632	76336
POA6635	74724
POA6638	57720
POA6639	56316
POA6640	45500
POA6642	70044
POA6646	52728
POA6701	65416
POA6705	50232
POA6707	86164
POA6710	113880
POA6711	
POA6712	
POA6713	170768
POA6714	136968
POA6716	131300
POA6718	50960
POA6720	143780
POA6721	161408
POA6722	125944
POA6725	88816
POA6726	101088
POA6728	67548
POA6731	
POA6733	
POA6740	57824
POA6743	92820
POA6751	127036
POA6753	130104
POA6754	143000
POA6758	54184
POA6760	73320
POA6762	55224
POA6765	60060
POA6770	52156
POA6798	111332
POA6799	96668
POA7000	75400
POA7001	
POA7004	75556
POA7005	75816
POA7007	79404
POA7008	70408
POA7009	54288
POA7010	49036
POA7011	53248
POA7012	73164
POA7015	71032
POA7016	49920
POA7017	78832
POA7018	65468
POA7019	50128
POA7020	98228
POA7021	81224
POA7022	62400
POA7023	54860
POA7024	95576
POA7025	74568
POA7026	65364
POA7027	40768
POA7030	54184
POA7050	64532
POA7052	75036
POA7053	87256
POA7054	80444
POA7055	68536
POA7109	57824
POA7112	44876
POA7113	52208
POA7116	44252
POA7117	44460
POA7119	39624
POA7120	41392
POA7139	
POA7140	50024
POA7150	58136
POA7155	61984
POA7162	66872
POA7163	60372
POA7170	101920
POA7171	64324
POA7172	58604
POA7173	57200
POA7174	58500
POA7175	53248
POA7176	61724
POA7177	45032
POA7178	41288
POA7179	48984
POA7180	38740
POA7182	40196
POA7183	56316
POA7184	39208
POA7185	43316
POA7186	40768
POA7187	45032
POA7190	43732
POA7209	42692
POA7210	39884
POA7211	54600
POA7212	57408
POA7213	33280
POA7214	37284
POA7215	41340
POA7216	38740
POA7248	43836
POA7249	56472
POA7250	59384
POA7252	65520
POA7253	40768
POA7254	49348
POA7255	55848
POA7256	62348
POA7257	27924
POA7258	95108
POA7259	57408
POA7260	44148
POA7261	37700
POA7262	49764
POA7263	42276
POA7264	35672
POA7265	40664
POA7267	67080
POA7268	63128
POA7270	42900
POA7275	53092
POA7276	54964
POA7277	68848
POA7290	63284
POA7291	60996
POA7292	63752
POA7300	65156
POA7301	52936
POA7302	54080
POA7303	47892
POA7304	44668
POA7305	48620
POA7306	51584
POA7307	55484
POA7310	50284
POA7315	49712
POA7316	58240
POA7320	50128
POA7321	56056
POA7322	47944
POA7325	49452
POA7330	57460
POA7331	52520
POA7466	31824
POA7467	39728
POA7468	68224
POA7469	45292
POA7470	63804
POA9494	
POA9797	
