POA_CODE_2016	Age	persons
POA2622	15-19	199
POA2622	20-24	114
POA2622	25-34	306
POA2622	35-44	442
POA2622	45-54	586
POA2622	55-64	708
POA2622	65-74	599
POA2622	75-84	234
POA2622	85+	82
POA2623	0-4	50
POA2623	5-14	80
POA2623	15-19	26
POA2623	20-24	30
POA2623	25-34	89
POA2623	35-44	92
POA2623	45-54	97
POA2623	55-64	81
POA2623	65-74	44
POA2623	75-84	19
POA2623	85+	3
POA2625	0-4	6
POA2625	5-14	39
POA2625	15-19	5
POA2625	20-24	36
POA2625	25-34	80
POA2625	35-44	71
POA2625	45-54	73
POA2625	55-64	50
POA2625	65-74	17
POA2625	75-84	4
POA2625	85+	3
POA2626	0-4	25
POA2626	5-14	75
POA2626	15-19	38
POA2626	20-24	18
POA2626	25-34	47
POA2626	35-44	68
POA2626	45-54	84
POA2626	55-64	86
POA2626	65-74	47
POA2626	75-84	15
POA2626	85+	5
POA2627	0-4	198
POA2627	5-14	637
POA2627	15-19	293
POA2627	20-24	364
POA2627	25-34	699
POA2627	35-44	686
POA2627	45-54	708
POA2627	55-64	543
POA2627	65-74	335
POA2627	75-84	120
POA2627	85+	38
POA2628	0-4	104
POA2628	5-14	259
POA2628	15-19	91
POA2628	20-24	77
POA2628	25-34	180
POA2628	35-44	225
POA2628	45-54	295
POA2628	55-64	311
POA2628	65-74	231
POA2628	75-84	102
POA2628	85+	24
POA2629	0-4	11
POA2629	5-14	47
POA2629	15-19	14
POA2629	20-24	15
POA2629	25-34	36
POA2629	35-44	44
POA2629	45-54	74
POA2629	55-64	106
POA2629	65-74	107
POA2629	75-84	53
POA2629	85+	14
POA2630	0-4	404
POA2630	5-14	1008
POA2630	15-19	534
POA2630	20-24	425
POA2630	25-34	880
POA2630	35-44	981
POA2630	45-54	1284
POA2630	55-64	1214
POA2630	65-74	1060
POA2630	75-84	642
POA2630	85+	270
POA2631	0-4	26
POA2631	5-14	66
POA2631	15-19	41
POA2631	20-24	19
POA2631	25-34	43
POA2631	35-44	40
POA2631	45-54	102
POA2631	55-64	108
POA2631	65-74	84
POA2631	75-84	41
POA2631	85+	7
POA2632	0-4	109
POA2632	5-14	219
POA2632	15-19	97
POA2632	20-24	74
POA2632	25-34	172
POA2632	35-44	191
POA2632	45-54	256
POA2632	55-64	285
POA2632	65-74	253
POA2632	75-84	105
POA2632	85+	71
POA2633	0-4	18
POA2633	5-14	32
POA2633	15-19	16
POA2633	20-24	16
POA2633	25-34	36
POA2633	35-44	25
POA2633	45-54	43
POA2633	55-64	86
POA2633	65-74	59
POA2633	75-84	29
POA2633	85+	17
POA2640	0-4	2354
POA2640	5-14	4591
POA2640	15-19	2368
POA2640	20-24	2483
POA2640	25-34	4542
POA2640	35-44	4501
POA2640	45-54	4725
POA2640	55-64	4429
POA2640	65-74	3360
POA2640	75-84	1982
POA2640	85+	1005
POA2641	0-4	934
POA2641	5-14	1784
POA2641	15-19	905
POA2641	20-24	1031
POA2641	25-34	1968
POA2641	35-44	1730
POA2641	45-54	1836
POA2641	55-64	2011
POA2641	65-74	1603
POA2641	75-84	941
POA2641	85+	336
POA2642	0-4	299
POA2642	5-14	792
POA2642	15-19	302
POA2642	20-24	192
POA2642	25-34	425
POA2642	35-44	571
POA2642	45-54	703
POA2642	55-64	776
POA2642	65-74	460
POA2642	75-84	202
POA2642	85+	66
POA2643	0-4	167
POA2643	5-14	336
POA2643	15-19	151
POA2643	20-24	118
POA2643	25-34	220
POA2643	35-44	306
POA2643	45-54	311
POA2643	55-64	442
POA2643	65-74	428
POA2643	75-84	209
POA2643	85+	89
POA2644	0-4	146
POA2644	5-14	309
POA2644	15-19	140
POA2644	20-24	75
POA2644	25-34	219
POA2644	35-44	201
POA2644	45-54	351
POA2644	55-64	372
POA2644	65-74	334
POA2644	75-84	166
POA2644	85+	92
POA2645	0-4	9
POA2645	5-14	56
POA2645	15-19	27
POA2645	20-24	18
POA2645	25-34	16
POA2645	35-44	39
POA2645	45-54	64
POA2645	55-64	71
POA2645	65-74	59
POA2645	75-84	36
POA2645	85+	14
POA2646	0-4	330
POA2646	5-14	828
POA2646	15-19	400
POA2646	20-24	314
POA2646	25-34	564
POA2646	35-44	622
POA2646	45-54	893
POA2646	55-64	1024
POA2646	65-74	941
POA2646	75-84	603
POA2646	85+	236
POA2647	0-4	114
POA2647	5-14	226
POA2647	15-19	89
POA2647	20-24	73
POA2647	25-34	179
POA2647	35-44	219
POA2647	45-54	247
POA2647	55-64	307
POA2647	65-74	414
POA2647	75-84	230
POA2647	85+	66
POA2648	0-4	116
POA2648	5-14	216
POA2648	15-19	100
POA2648	20-24	112
POA2648	25-34	205
POA2648	35-44	193
POA2648	45-54	339
POA2648	55-64	440
POA2648	65-74	385
POA2648	75-84	181
POA2648	85+	83
POA2649	0-4	3
POA2649	25-34	8
POA2649	45-54	3
POA2649	55-64	5
POA2649	65-74	4
POA2650	0-4	3858
POA2650	5-14	7820
POA2650	15-19	3763
POA2650	20-24	4222
POA2650	25-34	7774
POA2650	35-44	6926
POA2650	45-54	6950
POA2650	55-64	6716
POA2650	65-74	4784
POA2650	75-84	2846
POA2650	85+	1325
POA2651	0-4	174
POA2651	5-14	352
POA2651	15-19	204
POA2651	20-24	232
POA2651	25-34	417
POA2651	35-44	316
POA2651	45-54	238
POA2651	55-64	182
POA2651	65-74	108
POA2651	75-84	42
POA2651	85+	11
POA2652	0-4	302
POA2652	5-14	630
POA2652	15-19	269
POA2652	20-24	253
POA2652	25-34	466
POA2652	35-44	511
POA2652	45-54	717
POA2652	55-64	669
POA2652	65-74	494
POA2652	75-84	203
POA2652	85+	70
POA2653	0-4	148
POA2653	5-14	268
POA2653	15-19	121
POA2653	20-24	116
POA2653	25-34	274
POA2653	35-44	311
POA2653	45-54	341
POA2653	55-64	395
POA2653	65-74	325
POA2653	75-84	166
POA2653	85+	72
POA2655	0-4	96
POA2655	5-14	177
POA2655	15-19	79
POA2655	20-24	47
POA2655	25-34	125
POA2655	35-44	141
POA2655	45-54	173
POA2655	55-64	209
POA2655	65-74	149
POA2655	75-84	98
POA2655	85+	40
POA2656	0-4	77
POA2656	5-14	167
POA2656	15-19	84
POA2656	20-24	50
POA2656	25-34	99
POA2656	35-44	121
POA2656	45-54	159
POA2656	55-64	190
POA2656	65-74	168
POA2656	75-84	111
POA2656	85+	55
POA2658	0-4	87
POA2658	5-14	230
POA2658	15-19	82
POA2658	20-24	60
POA2658	25-34	106
POA2658	35-44	118
POA2658	45-54	177
POA2658	55-64	206
POA2658	65-74	206
POA2658	75-84	101
POA2658	85+	54
POA2659	0-4	55
POA2659	5-14	137
POA2659	15-19	89
POA2659	20-24	21
POA2659	25-34	73
POA2659	35-44	97
POA2659	45-54	109
POA2659	55-64	122
POA2659	65-74	102
POA2659	75-84	57
POA2659	85+	16
POA2660	0-4	86
POA2660	5-14	269
POA2660	15-19	99
POA2660	20-24	85
POA2660	25-34	139
POA2660	35-44	154
POA2660	45-54	204
POA2660	55-64	226
POA2660	65-74	210
POA2660	75-84	95
POA2660	85+	39
POA2661	0-4	26
POA2661	5-14	33
POA2661	15-19	147
POA2661	20-24	155
POA2661	25-34	181
POA2661	35-44	63
POA2661	45-54	12
POA2661	55-64	4
POA2661	65-74	3
POA2663	0-4	271
POA2663	5-14	621
POA2663	15-19	266
POA2663	20-24	365
POA2663	25-34	765
POA2663	35-44	721
POA2663	45-54	667
POA2663	55-64	665
POA2663	65-74	491
POA2663	75-84	236
POA2663	85+	101
POA2665	0-4	133
POA2665	5-14	322
POA2665	15-19	127
POA2665	20-24	70
POA2665	25-34	168
POA2665	35-44	249
POA2665	45-54	314
POA2665	55-64	334
POA2665	65-74	298
POA2665	75-84	152
POA2665	85+	58
POA2666	0-4	330
POA2666	5-14	741
POA2666	15-19	371
POA2666	20-24	240
POA2666	25-34	535
POA2666	35-44	542
POA2666	45-54	764
POA2666	55-64	793
POA2666	65-74	712
POA2666	75-84	447
POA2666	85+	201
POA2668	0-4	32
POA2668	5-14	70
POA2668	15-19	28
POA2668	20-24	14
POA2668	25-34	38
POA2668	35-44	56
POA2668	45-54	54
POA2668	55-64	76
POA2668	65-74	60
POA2668	75-84	13
POA2668	85+	3
POA2669	0-4	105
POA2669	5-14	243
POA2669	15-19	89
POA2669	20-24	71
POA2669	25-34	115
POA2669	35-44	193
POA2669	45-54	241
POA2669	55-64	258
POA2669	65-74	175
POA2669	75-84	130
POA2669	85+	34
POA2671	0-4	241
POA2671	5-14	585
POA2671	15-19	225
POA2671	20-24	194
POA2671	25-34	461
POA2671	35-44	452
POA2671	45-54	467
POA2671	55-64	568
POA2671	65-74	427
POA2671	75-84	316
POA2671	85+	175
POA2672	0-4	127
POA2672	5-14	222
POA2672	15-19	106
POA2672	20-24	85
POA2672	25-34	191
POA2672	35-44	177
POA2672	45-54	154
POA2672	55-64	193
POA2672	65-74	162
POA2672	75-84	102
POA2672	85+	46
POA2675	0-4	104
POA2675	5-14	187
POA2675	15-19	94
POA2675	20-24	97
POA2675	25-34	224
POA2675	35-44	197
POA2675	45-54	211
POA2675	55-64	208
POA2675	65-74	106
POA2675	75-84	84
POA2675	85+	50
POA2678	5-14	4
POA2678	15-19	95
POA2678	20-24	215
POA2678	25-34	16
POA2678	35-44	4
POA2678	55-64	3
POA2680	0-4	1677
POA2680	5-14	3308
POA2680	15-19	1522
POA2680	20-24	1449
POA2680	25-34	3345
POA2680	35-44	2886
POA2680	45-54	3059
POA2680	55-64	2820
POA2680	65-74	1886
POA2680	75-84	1345
POA2680	85+	639
POA2681	0-4	111
POA2681	5-14	263
POA2681	15-19	103
POA2681	20-24	85
POA2681	25-34	178
POA2681	35-44	217
POA2681	45-54	276
POA2681	55-64	230
POA2681	65-74	168
POA2681	75-84	73
POA2681	85+	27
POA2700	0-4	307
POA2700	5-14	639
POA2700	15-19	279
POA2700	20-24	250
POA2700	25-34	468
POA2700	35-44	528
POA2700	45-54	601
POA2700	55-64	712
POA2700	65-74	611
POA2700	75-84	342
POA2700	85+	179
POA2701	0-4	148
POA2701	5-14	376
POA2701	15-19	152
POA2701	20-24	118
POA2701	25-34	186
POA2701	35-44	281
POA2701	45-54	293
POA2701	55-64	299
POA2701	65-74	283
POA2701	75-84	178
POA2701	85+	67
POA2702	0-4	48
POA2702	5-14	120
POA2702	15-19	40
POA2702	20-24	24
POA2702	25-34	62
POA2702	35-44	69
POA2702	45-54	115
POA2702	55-64	101
POA2702	65-74	112
POA2702	75-84	78
POA2702	85+	16
POA2703	0-4	38
POA2703	5-14	217
POA2703	15-19	242
POA2703	20-24	28
POA2703	25-34	63
POA2703	35-44	74
POA2703	45-54	83
POA2703	55-64	94
POA2703	65-74	70
POA2703	75-84	45
POA2703	85+	16
POA2705	0-4	660
POA2705	5-14	1377
POA2705	15-19	712
POA2705	20-24	553
POA2705	25-34	1132
POA2705	35-44	1145
POA2705	45-54	1383
POA2705	55-64	1312
POA2705	65-74	1000
POA2705	75-84	653
POA2705	85+	225
POA2706	0-4	59
POA2706	5-14	178
POA2706	15-19	67
POA2706	20-24	58
POA2706	25-34	128
POA2706	35-44	153
POA2706	45-54	167
POA2706	55-64	151
POA2706	65-74	124
POA2706	75-84	56
POA2706	85+	12
POA2707	0-4	86
POA2707	5-14	209
POA2707	15-19	98
POA2707	20-24	74
POA2707	25-34	150
POA2707	35-44	150
POA2707	45-54	201
POA2707	55-64	166
POA2707	65-74	104
POA2707	75-84	78
POA2707	85+	29
POA2710	0-4	558
POA2710	5-14	1228
POA2710	15-19	551
POA2710	20-24	522
POA2710	25-34	961
POA2710	35-44	1094
POA2710	45-54	1296
POA2710	55-64	1600
POA2710	65-74	1222
POA2710	75-84	780
POA2710	85+	317
POA2711	0-4	169
POA2711	5-14	423
POA2711	15-19	194
POA2711	20-24	179
POA2711	25-34	366
POA2711	35-44	332
POA2711	45-54	508
POA2711	55-64	500
POA2711	65-74	381
POA2711	75-84	244
POA2711	85+	64
POA2712	0-4	65
POA2712	5-14	146
POA2712	15-19	73
POA2712	20-24	59
POA2712	25-34	112
POA2712	35-44	125
POA2712	45-54	172
POA2712	55-64	209
POA2712	65-74	210
POA2712	75-84	124
POA2712	85+	60
POA2713	0-4	162
POA2713	5-14	340
POA2713	15-19	168
POA2713	20-24	125
POA2713	25-34	256
POA2713	35-44	288
POA2713	45-54	308
POA2713	55-64	451
POA2713	65-74	373
POA2713	75-84	222
POA2713	85+	106
POA2714	0-4	161
POA2714	5-14	296
POA2714	15-19	105
POA2714	20-24	82
POA2714	25-34	217
POA2714	35-44	248
POA2714	45-54	266
POA2714	55-64	445
POA2714	65-74	562
POA2714	75-84	275
POA2714	85+	102
POA2715	0-4	94
POA2715	5-14	192
POA2715	15-19	85
POA2715	20-24	76
POA2715	25-34	132
POA2715	35-44	159
POA2715	45-54	210
POA2715	55-64	246
POA2715	65-74	153
POA2715	75-84	102
POA2715	85+	35
POA2716	0-4	49
POA2716	5-14	140
POA2716	15-19	70
POA2716	20-24	38
POA2716	25-34	116
POA2716	35-44	120
POA2716	45-54	139
POA2716	55-64	201
POA2716	65-74	131
POA2716	75-84	80
POA2716	85+	30
POA2717	0-4	75
POA2717	5-14	166
POA2717	15-19	101
POA2717	20-24	68
POA2717	25-34	126
POA2717	35-44	147
POA2717	45-54	191
POA2717	55-64	206
POA2717	65-74	157
POA2717	75-84	78
POA2717	85+	25
POA2720	0-4	459
POA2720	5-14	1065
POA2720	15-19	459
POA2720	20-24	392
POA2720	25-34	795
POA2720	35-44	917
POA2720	45-54	1080
POA2720	55-64	1129
POA2720	65-74	929
POA2720	75-84	531
POA2720	85+	260
POA2721	0-4	14
POA2721	5-14	33
POA2721	15-19	11
POA2721	20-24	4
POA2721	25-34	18
POA2721	35-44	19
POA2721	45-54	44
POA2721	55-64	36
POA2721	65-74	34
POA2721	75-84	22
POA2721	85+	5
POA2722	0-4	194
POA2722	5-14	437
POA2722	15-19	219
POA2722	20-24	157
POA2722	25-34	306
POA2722	35-44	348
POA2722	45-54	405
POA2722	55-64	457
POA2722	65-74	387
POA2722	75-84	213
POA2722	85+	89
POA2725	0-4	16
POA2725	5-14	49
POA2725	15-19	13
POA2725	20-24	7
POA2725	25-34	20
POA2725	35-44	40
POA2725	45-54	52
POA2725	55-64	61
POA2725	65-74	67
POA2725	75-84	25
POA2725	85+	11
POA2726	0-4	15
POA2726	5-14	17
POA2726	15-19	13
POA2726	20-24	10
POA2726	25-34	17
POA2726	35-44	31
POA2726	45-54	25
POA2726	55-64	46
POA2726	65-74	30
POA2726	75-84	9
POA2726	85+	3
POA2727	0-4	22
POA2727	5-14	68
POA2727	15-19	25
POA2727	20-24	20
POA2727	25-34	39
POA2727	35-44	33
POA2727	45-54	48
POA2727	55-64	46
POA2727	65-74	28
POA2727	75-84	21
POA2727	85+	4
POA2729	0-4	101
POA2729	5-14	264
POA2729	15-19	98
POA2729	20-24	58
POA2729	25-34	126
POA2729	35-44	219
POA2729	45-54	227
POA2729	55-64	248
POA2729	65-74	207
POA2729	75-84	118
POA2729	85+	37
POA2730	0-4	61
POA2730	5-14	132
POA2730	15-19	65
POA2730	20-24	57
POA2730	25-34	152
POA2730	35-44	131
POA2730	45-54	175
POA2730	55-64	237
POA2730	65-74	208
POA2730	75-84	115
POA2730	85+	50
POA2731	0-4	357
POA2731	5-14	765
POA2731	15-19	345
POA2731	20-24	228
POA2731	25-34	673
POA2731	35-44	648
POA2731	45-54	774
POA2731	55-64	845
POA2731	65-74	1044
POA2731	75-84	553
POA2731	85+	171
POA2732	0-4	81
POA2732	5-14	170
POA2732	15-19	72
POA2732	20-24	66
POA2732	25-34	115
POA2732	35-44	133
POA2732	45-54	236
POA2732	55-64	329
POA2732	65-74	277
POA2732	75-84	194
POA2732	85+	101
POA2733	0-4	44
POA2733	5-14	60
POA2733	15-19	21
POA2733	20-24	14
POA2733	25-34	52
POA2733	35-44	58
POA2733	45-54	62
POA2733	55-64	103
POA2733	65-74	69
POA2733	75-84	44
POA2733	85+	21
POA2734	0-4	23
POA2734	5-14	62
POA2734	15-19	39
POA2734	20-24	19
POA2734	25-34	17
POA2734	35-44	55
POA2734	45-54	69
POA2734	55-64	98
POA2734	65-74	61
POA2734	75-84	15
POA2735	0-4	18
POA2735	5-14	56
POA2735	15-19	37
POA2735	20-24	17
POA2735	25-34	45
POA2735	35-44	40
POA2735	45-54	71
POA2735	55-64	89
POA2735	65-74	47
POA2735	75-84	14
POA2735	85+	3
POA2736	0-4	24
POA2736	5-14	34
POA2736	15-19	22
POA2736	20-24	15
POA2736	25-34	46
POA2736	35-44	31
POA2736	45-54	59
POA2736	55-64	48
POA2736	65-74	41
POA2736	75-84	44
POA2736	85+	10
POA2737	0-4	56
POA2737	5-14	163
POA2737	15-19	48
POA2737	20-24	64
POA2737	25-34	92
POA2737	35-44	115
POA2737	45-54	93
POA2737	55-64	128
POA2737	65-74	53
POA2737	75-84	27
POA2737	85+	9
POA2738	0-4	123
POA2738	5-14	272
POA2738	15-19	107
POA2738	20-24	56
POA2738	25-34	176
POA2738	35-44	236
POA2738	45-54	220
POA2738	55-64	202
POA2738	65-74	162
POA2738	75-84	75
POA2738	85+	19
POA2739	0-4	101
POA2739	5-14	196
POA2739	15-19	76
POA2739	20-24	79
POA2739	25-34	167
POA2739	35-44	162
POA2739	45-54	198
POA2739	55-64	196
POA2739	65-74	148
POA2739	75-84	55
POA2739	85+	12
POA2745	0-4	2231
POA2745	5-14	4765
POA2745	15-19	2273
POA2745	20-24	1920
POA2745	25-34	4202
POA2745	35-44	4437
POA2745	45-54	4073
POA2745	55-64	3062
POA2745	65-74	1723
POA2745	75-84	654
POA2745	85+	164
POA2747	0-4	3646
POA2747	5-14	5717
POA2747	15-19	2592
POA2747	20-24	3070
POA2747	25-34	7462
POA2747	35-44	6178
POA2747	45-54	4746
POA2747	55-64	4427
POA2747	65-74	3002
POA2747	75-84	1135
POA2747	85+	451
POA2748	0-4	64
POA2748	5-14	228
POA2748	15-19	169
POA2748	20-24	161
POA2748	25-34	189
POA2748	35-44	181
POA2748	45-54	347
POA2748	55-64	223
POA2748	65-74	212
POA2748	75-84	90
POA2748	85+	16
POA2749	0-4	1402
POA2749	5-14	2469
POA2749	15-19	1253
POA2749	20-24	1273
POA2749	25-34	2674
POA2749	35-44	2298
POA2749	45-54	2260
POA2749	55-64	1878
POA2749	65-74	934
POA2749	75-84	391
POA2749	85+	99
POA2750	0-4	2972
POA2750	5-14	5615
POA2750	15-19	2637
POA2750	20-24	2813
POA2750	25-34	6571
POA2750	35-44	6281
POA2750	45-54	5347
POA2750	55-64	5149
POA2750	65-74	4356
POA2750	75-84	2103
POA2750	85+	961
POA2752	0-4	310
POA2752	5-14	763
POA2752	15-19	385
POA2752	20-24	336
POA2752	25-34	573
POA2752	35-44	677
POA2752	45-54	727
POA2752	55-64	633
POA2752	65-74	339
POA2752	75-84	141
POA2752	85+	31
POA2753	0-4	918
POA2753	5-14	2262
POA2753	15-19	1252
POA2753	20-24	1226
POA2753	25-34	2123
POA2753	35-44	2104
POA2753	45-54	2402
POA2753	55-64	2034
POA2753	65-74	1557
POA2753	75-84	857
POA2753	85+	410
POA2754	0-4	352
POA2754	5-14	726
POA2754	15-19	391
POA2754	20-24	373
POA2754	25-34	682
POA2754	35-44	663
POA2754	45-54	747
POA2754	55-64	703
POA2754	65-74	607
POA2754	75-84	339
POA2754	85+	114
POA2755	0-4	7
POA2755	5-14	18
POA2755	15-19	22
POA2755	20-24	83
POA2755	25-34	54
POA2755	35-44	37
POA2755	45-54	29
POA2755	55-64	5
POA2756	0-4	2479
POA2756	5-14	4798
POA2756	15-19	2370
POA2756	20-24	2345
POA2756	25-34	4697
POA2756	35-44	4431
POA2756	45-54	5041
POA2756	55-64	3926
POA2756	65-74	2457
POA2756	75-84	1074
POA2756	85+	329
POA2757	0-4	30
POA2757	5-14	129
POA2757	15-19	58
POA2757	20-24	57
POA2757	25-34	71
POA2757	35-44	90
POA2757	45-54	133
POA2757	55-64	112
POA2757	65-74	118
POA2757	75-84	37
POA2757	85+	10
POA2758	0-4	449
POA2758	5-14	1216
POA2758	15-19	637
POA2758	20-24	492
POA2758	25-34	721
POA2758	35-44	1100
POA2758	45-54	1486
POA2758	55-64	1284
POA2758	65-74	893
POA2758	75-84	317
POA2758	85+	120
POA2759	0-4	1768
POA2759	5-14	3621
POA2759	15-19	1945
POA2759	20-24	2070
POA2759	25-34	3845
POA2759	35-44	3460
POA2759	45-54	3679
POA2759	55-64	3723
POA2759	65-74	1636
POA2759	75-84	447
POA2759	85+	132
POA2760	0-4	2972
POA2760	5-14	4575
POA2760	15-19	2003
POA2760	20-24	2568
POA2760	25-34	5857
POA2760	35-44	4715
POA2760	45-54	3804
POA2760	55-64	3317
POA2760	65-74	2343
POA2760	75-84	1259
POA2760	85+	430
POA2761	0-4	2354
POA2761	5-14	4984
POA2761	15-19	2604
POA2761	20-24	2349
POA2761	25-34	4509
POA2761	35-44	4570
POA2761	45-54	4376
POA2761	55-64	3074
POA2761	65-74	1355
POA2761	75-84	528
POA2761	85+	255
POA2762	0-4	482
POA2762	5-14	743
POA2762	15-19	301
POA2762	20-24	313
POA2762	25-34	931
POA2762	35-44	824
POA2762	45-54	581
POA2762	55-64	423
POA2762	65-74	244
POA2762	75-84	103
POA2762	85+	35
POA2763	0-4	2534
POA2763	5-14	4615
POA2763	15-19	2114
POA2763	20-24	2033
POA2763	25-34	4819
POA2763	35-44	5141
POA2763	45-54	3973
POA2763	55-64	3113
POA2763	65-74	1767
POA2763	75-84	556
POA2763	85+	215
POA2765	0-4	985
POA2765	5-14	2007
POA2765	15-19	1089
POA2765	20-24	1120
POA2765	25-34	2333
POA2765	35-44	2318
POA2765	45-54	2167
POA2765	55-64	1831
POA2765	65-74	1457
POA2765	75-84	611
POA2765	85+	188
POA2766	0-4	1071
POA2766	5-14	2086
POA2766	15-19	1132
POA2766	20-24	1131
POA2766	25-34	2285
POA2766	35-44	2188
POA2766	45-54	1902
POA2766	55-64	1739
POA2766	65-74	1103
POA2766	75-84	513
POA2766	85+	381
POA2767	0-4	1560
POA2767	5-14	3138
POA2767	15-19	1621
POA2767	20-24	1682
POA2767	25-34	3475
POA2767	35-44	3224
POA2767	45-54	2918
POA2767	55-64	2702
POA2767	65-74	1507
POA2767	75-84	534
POA2767	85+	183
POA2768	0-4	2025
POA2768	5-14	4642
POA2768	15-19	2193
POA2768	20-24	1848
POA2768	25-34	3764
POA2768	35-44	5351
POA2768	45-54	4145
POA2768	55-64	2629
POA2768	65-74	1488
POA2768	75-84	562
POA2768	85+	114
POA2769	0-4	1365
POA2769	5-14	2070
POA2769	15-19	580
POA2769	20-24	503
POA2769	25-34	2075
POA2769	35-44	2645
POA2769	45-54	1186
POA2769	55-64	741
POA2769	65-74	394
POA2769	75-84	120
POA2769	85+	35
POA2770	0-4	5191
POA2770	5-14	10030
POA2770	15-19	4762
POA2770	20-24	4629
POA2770	25-34	8686
POA2770	35-44	7544
POA2770	45-54	7511
POA2770	55-64	6017
POA2770	65-74	4600
POA2770	75-84	1900
POA2770	85+	422
POA2773	0-4	305
POA2773	5-14	866
POA2773	15-19	428
POA2773	20-24	329
POA2773	25-34	469
POA2773	35-44	820
POA2773	45-54	898
POA2773	55-64	873
POA2773	65-74	642
POA2773	75-84	300
POA2773	85+	94
POA2774	0-4	832
POA2774	5-14	1835
POA2774	15-19	852
POA2774	20-24	672
POA2774	25-34	1394
POA2774	35-44	1760
POA2774	45-54	1742
POA2774	55-64	1776
POA2774	65-74	1372
POA2774	75-84	535
POA2774	85+	148
POA2775	0-4	39
POA2775	5-14	131
POA2775	15-19	77
POA2775	20-24	50
POA2775	25-34	96
POA2775	35-44	173
POA2775	45-54	282
POA2775	55-64	271
POA2775	65-74	281
POA2775	75-84	86
POA2775	85+	15
POA2776	0-4	260
POA2776	5-14	577
POA2776	15-19	270
POA2776	20-24	211
POA2776	25-34	425
POA2776	35-44	523
POA2776	45-54	579
POA2776	55-64	589
POA2776	65-74	381
POA2776	75-84	160
POA2776	85+	50
POA2777	0-4	961
POA2777	5-14	2404
POA2777	15-19	1215
POA2777	20-24	859
POA2777	25-34	1563
POA2777	35-44	2249
POA2777	45-54	2454
POA2777	55-64	2484
POA2777	65-74	1899
POA2777	75-84	933
POA2777	85+	583
POA2778	0-4	116
POA2778	5-14	313
POA2778	15-19	182
POA2778	20-24	109
POA2778	25-34	188
POA2778	35-44	294
POA2778	45-54	427
POA2778	55-64	438
POA2778	65-74	240
POA2778	75-84	100
POA2778	85+	30
POA2779	0-4	348
POA2779	5-14	747
POA2779	15-19	315
POA2779	20-24	249
POA2779	25-34	489
POA2779	35-44	726
POA2779	45-54	672
POA2779	55-64	665
POA2779	65-74	496
POA2779	75-84	206
POA2779	85+	60
POA2780	0-4	587
POA2780	5-14	1301
POA2780	15-19	715
POA2780	20-24	649
POA2780	25-34	1180
POA2780	35-44	1555
POA2780	45-54	1873
POA2780	55-64	2292
POA2780	65-74	1910
POA2780	75-84	836
POA2780	85+	325
POA2782	0-4	295
POA2782	5-14	709
POA2782	15-19	318
POA2782	20-24	192
POA2782	25-34	461
POA2782	35-44	637
POA2782	45-54	819
POA2782	55-64	998
POA2782	65-74	991
POA2782	75-84	483
POA2782	85+	176
POA2783	0-4	157
POA2783	5-14	323
POA2783	15-19	145
POA2783	20-24	135
POA2783	25-34	243
POA2783	35-44	301
POA2783	45-54	413
POA2783	55-64	461
POA2783	65-74	266
POA2783	75-84	123
POA2783	85+	44
POA2784	0-4	79
POA2784	5-14	156
POA2784	15-19	80
POA2784	20-24	51
POA2784	25-34	103
POA2784	35-44	165
POA2784	45-54	214
POA2784	55-64	178
POA2784	65-74	149
POA2784	75-84	39
POA2784	85+	12
POA2785	0-4	230
POA2785	5-14	481
POA2785	15-19	167
POA2785	20-24	140
POA2785	25-34	344
POA2785	35-44	500
POA2785	45-54	697
POA2785	55-64	819
POA2785	65-74	760
POA2785	75-84	323
POA2785	85+	88
POA2786	0-4	67
POA2786	5-14	132
POA2786	15-19	78
POA2786	20-24	42
POA2786	25-34	129
POA2786	35-44	147
POA2786	45-54	200
POA2786	55-64	202
POA2786	65-74	180
POA2786	75-84	83
POA2786	85+	30
POA2787	0-4	259
POA2787	5-14	500
POA2787	15-19	283
POA2787	20-24	276
POA2787	25-34	431
POA2787	35-44	452
POA2787	45-54	598
POA2787	55-64	628
POA2787	65-74	657
POA2787	75-84	261
POA2787	85+	104
POA2790	0-4	879
POA2790	5-14	1707
POA2790	15-19	896
POA2790	20-24	872
POA2790	25-34	1753
POA2790	35-44	1737
POA2790	45-54	2135
POA2790	55-64	2233
POA2790	65-74	2034
POA2790	75-84	1092
POA2790	85+	422
POA2791	0-4	9
POA2791	5-14	34
POA2791	15-19	17
POA2791	20-24	11
POA2791	25-34	26
POA2791	35-44	28
POA2791	45-54	49
POA2791	55-64	64
POA2791	65-74	43
POA2791	75-84	55
POA2791	85+	13
POA2792	0-4	20
POA2792	5-14	44
POA2792	15-19	24
POA2792	20-24	9
POA2792	25-34	19
POA2792	35-44	56
POA2792	45-54	57
POA2792	55-64	66
POA2792	65-74	50
POA2792	75-84	32
POA2792	85+	11
POA2793	0-4	34
POA2793	5-14	94
POA2793	15-19	55
POA2793	20-24	50
POA2793	25-34	64
POA2793	35-44	77
POA2793	45-54	140
POA2793	55-64	192
POA2793	65-74	195
POA2793	75-84	70
POA2793	85+	9
POA2794	0-4	586
POA2794	5-14	1268
POA2794	15-19	626
POA2794	20-24	567
POA2794	25-34	927
POA2794	35-44	1070
POA2794	45-54	1360
POA2794	55-64	1447
POA2794	65-74	1311
POA2794	75-84	859
POA2794	85+	410
POA2795	0-4	2613
POA2795	5-14	5749
