POA_CODE_2016	MotorVehicles.min	occupied_private_dwellings
POA2768	4	568
POA2769		65
POA2769	0	34
POA2769	1	700
POA2769	2	1839
POA2769	3	459
POA2769	4	173
POA2770		1034
POA2770	0	2324
POA2770	1	7018
POA2770	2	5184
POA2770	3	1831
POA2770	4	901
POA2773		45
POA2773	0	71
POA2773	1	592
POA2773	2	866
POA2773	3	269
POA2773	4	183
POA2774		99
POA2774	0	151
POA2774	1	1321
POA2774	2	1851
POA2774	3	635
POA2774	4	387
POA2775		20
POA2775	0	26
POA2775	1	212
POA2775	2	189
POA2775	3	86
POA2775	4	32
POA2776		27
POA2776	0	50
POA2776	1	444
POA2776	2	610
POA2776	3	202
POA2776	4	98
POA2777		133
POA2777	0	316
POA2777	1	1921
POA2777	2	2511
POA2777	3	843
POA2777	4	514
POA2778		22
POA2778	0	30
POA2778	1	292
POA2778	2	368
POA2778	3	111
POA2778	4	65
POA2779		34
POA2779	0	96
POA2779	1	687
POA2779	2	671
POA2779	3	230
POA2779	4	102
POA2780		208
POA2780	0	706
POA2780	1	2642
POA2780	2	1385
POA2780	3	357
POA2780	4	153
POA2782		65
POA2782	0	128
POA2782	1	1039
POA2782	2	847
POA2782	3	242
POA2782	4	89
POA2783		37
POA2783	0	69
POA2783	1	409
POA2783	2	330
POA2783	3	103
POA2783	4	51
POA2784		6
POA2784	0	27
POA2784	1	181
POA2784	2	180
POA2784	3	55
POA2784	4	15
POA2785		51
POA2785	0	160
POA2785	1	907
POA2785	2	646
POA2785	3	150
POA2785	4	41
POA2786		11
POA2786	0	36
POA2786	1	227
POA2786	2	153
POA2786	3	37
POA2786	4	27
POA2787		70
POA2787	0	67
POA2787	1	472
POA2787	2	599
POA2787	3	246
POA2787	4	150
POA2790		308
POA2790	0	628
POA2790	1	2117
POA2790	2	1822
POA2790	3	689
POA2790	4	414
POA2791		4
POA2791	0	3
POA2791	1	43
POA2791	2	50
POA2791	3	18
POA2791	4	9
POA2792		3
POA2792	0	3
POA2792	1	46
POA2792	2	57
POA2792	3	32
POA2792	4	18
POA2793		20
POA2793	0	12
POA2793	1	107
POA2793	2	142
POA2793	3	62
POA2793	4	39
POA2794		190
POA2794	0	276
POA2794	1	1469
POA2794	2	1409
POA2794	3	432
POA2794	4	257
POA2795		564
POA2795	0	926
POA2795	1	4817
POA2795	2	5391
POA2795	3	2008
POA2795	4	1146
POA2797		7
POA2797	0	7
POA2797	1	29
POA2797	2	58
POA2797	3	33
POA2797	4	22
POA2798		30
POA2798	0	6
POA2798	1	149
POA2798	2	307
POA2798	3	126
POA2798	4	86
POA2799		104
POA2799	0	76
POA2799	1	467
POA2799	2	512
POA2799	3	231
POA2799	4	129
POA2800		664
POA2800	0	1023
POA2800	1	5499
POA2800	2	6123
POA2800	3	1928
POA2800	4	969
POA2803		7
POA2803	1	30
POA2803	2	39
POA2803	3	13
POA2803	4	19
POA2804		43
POA2804	0	61
POA2804	1	328
POA2804	2	385
POA2804	3	142
POA2804	4	85
POA2805		5
POA2805	0	10
POA2805	1	38
POA2805	2	60
POA2805	3	29
POA2805	4	18
POA2806		22
POA2806	0	9
POA2806	1	93
POA2806	2	107
POA2806	3	45
POA2806	4	40
POA2807		10
POA2807	0	4
POA2807	1	60
POA2807	2	54
POA2807	3	30
POA2807	4	12
POA2808		7
POA2808	0	4
POA2808	1	26
POA2808	2	31
POA2808	3	13
POA2808	4	5
POA2809		3
POA2809	1	24
POA2809	2	26
POA2809	3	6
POA2809	4	13
POA2810		59
POA2810	0	72
POA2810	1	405
POA2810	2	453
POA2810	3	172
POA2810	4	107
POA2817		9
POA2817	1	24
POA2817	2	41
POA2817	3	15
POA2817	4	29
POA2818		9
POA2818	0	3
POA2818	1	69
POA2818	2	111
POA2818	3	58
POA2818	4	37
POA2820		125
POA2820	0	230
POA2820	1	874
POA2820	2	746
POA2820	3	298
POA2820	4	148
POA2821		89
POA2821	0	115
POA2821	1	533
POA2821	2	583
POA2821	3	262
POA2821	4	122
POA2822		3
POA2822	1	32
POA2822	2	63
POA2822	3	29
POA2822	4	22
POA2823		41
POA2823	0	30
POA2823	1	159
POA2823	2	161
POA2823	3	79
POA2823	4	54
POA2824		51
POA2824	0	61
POA2824	1	283
POA2824	2	291
POA2824	3	105
POA2824	4	47
POA2825		48
POA2825	0	71
POA2825	1	292
POA2825	2	301
POA2825	3	105
POA2825	4	57
POA2826		5
POA2826	1	10
POA2826	2	30
POA2826	3	17
POA2826	4	11
POA2827		68
POA2827	0	105
POA2827	1	463
POA2827	2	460
POA2827	3	188
POA2827	4	104
POA2828		20
POA2828	0	35
POA2828	1	91
POA2828	2	83
POA2828	3	38
POA2828	4	27
POA2829		68
POA2829	0	92
POA2829	1	363
POA2829	2	335
POA2829	3	138
POA2829	4	76
POA2830		596
POA2830	0	864
POA2830	1	4771
POA2830	2	5274
POA2830	3	1808
POA2830	4	904
POA2831		35
POA2831	0	16
POA2831	1	152
POA2831	2	248
POA2831	3	123
POA2831	4	85
POA2832		61
POA2832	0	136
POA2832	1	258
POA2832	2	225
POA2832	3	103
POA2832	4	58
POA2833		12
POA2833	0	52
POA2833	1	74
POA2833	2	50
POA2833	3	22
POA2833	4	16
POA2834		84
POA2834	0	111
POA2834	1	423
POA2834	2	260
POA2834	3	89
POA2834	4	42
POA2835		69
POA2835	0	92
POA2835	1	490
POA2835	2	575
POA2835	3	185
POA2835	4	75
POA2836		14
POA2836	0	65
POA2836	1	94
POA2836	2	54
POA2836	3	29
POA2836	4	30
POA2838		3
POA2838	0	19
POA2838	1	30
POA2838	2	13
POA2838	3	10
POA2838	4	8
POA2839		42
POA2839	0	106
POA2839	1	151
POA2839	2	81
POA2839	3	39
POA2839	4	26
POA2840		68
POA2840	0	100
POA2840	1	308
POA2840	2	240
POA2840	3	80
POA2840	4	52
POA2842		18
POA2842	0	9
POA2842	1	69
POA2842	2	86
POA2842	3	46
POA2842	4	28
POA2843		18
POA2843	0	20
POA2843	1	131
POA2843	2	164
POA2843	3	76
POA2843	4	40
POA2844		23
POA2844	0	25
POA2844	1	148
POA2844	2	179
POA2844	3	66
POA2844	4	48
POA2845		25
POA2845	0	23
POA2845	1	209
POA2845	2	263
POA2845	3	92
POA2845	4	48
POA2846		4
POA2846	0	6
POA2846	1	33
POA2846	2	43
POA2846	3	15
POA2846	4	7
POA2847		40
POA2847	0	41
POA2847	1	280
POA2847	2	309
POA2847	3	125
POA2847	4	71
POA2848		45
POA2848	0	51
POA2848	1	289
POA2848	2	209
POA2848	3	65
POA2848	4	31
POA2849		38
POA2849	0	14
POA2849	1	182
POA2849	2	230
POA2849	3	102
POA2849	4	53
POA2850		320
POA2850	0	313
POA2850	1	1897
POA2850	2	2482
POA2850	3	883
POA2850	4	449
POA2852		70
POA2852	0	50
POA2852	1	377
POA2852	2	454
POA2852	3	180
POA2852	4	105
POA2864		15
POA2864	0	3
POA2864	1	76
POA2864	2	112
POA2864	3	38
POA2864	4	44
POA2865		20
POA2865	0	22
POA2865	1	72
POA2865	2	110
POA2865	3	51
POA2865	4	35
POA2866		53
POA2866	0	50
POA2866	1	290
POA2866	2	403
POA2866	3	184
POA2866	4	103
POA2867		12
POA2867	0	3
POA2867	1	62
POA2867	2	72
POA2867	3	39
POA2867	4	33
POA2868		18
POA2868	0	16
POA2868	1	74
POA2868	2	93
POA2868	3	30
POA2868	4	15
POA2869		28
POA2869	0	42
POA2869	1	197
POA2869	2	177
POA2869	3	80
POA2869	4	48
POA2870		207
POA2870	0	319
POA2870	1	1484
POA2870	2	1481
POA2870	3	542
POA2870	4	287
POA2871		166
POA2871	0	200
POA2871	1	1077
POA2871	2	1265
POA2871	3	466
POA2871	4	238
POA2873		12
POA2873	0	5
POA2873	1	70
POA2873	2	66
POA2873	3	31
POA2873	4	27
POA2874		5
POA2874	0	7
POA2874	1	33
POA2874	2	65
POA2874	3	24
POA2874	4	21
POA2875		23
POA2875	0	13
POA2875	1	96
POA2875	2	121
POA2875	3	55
POA2875	4	48
POA2876		15
POA2876	0	5
POA2876	1	26
POA2876	2	49
POA2876	3	19
POA2876	4	23
POA2877		93
POA2877	0	95
POA2877	1	469
POA2877	2	485
POA2877	3	163
POA2877	4	90
POA2878		8
POA2878	0	4
POA2878	1	25
POA2878	2	19
POA2878	3	18
POA2878	4	27
POA2879		28
POA2879	0	31
POA2879	1	100
POA2879	2	55
POA2879	3	14
POA2879	4	16
POA2880		430
POA2880	0	696
POA2880	1	2963
POA2880	2	2306
POA2880	3	665
POA2880	4	295
POA2898		8
POA2898	0	22
POA2898	1	81
POA2898	2	24
POA2898	4	3
POA2899		25
POA2899	0	19
POA2899	1	235
POA2899	2	304
POA2899	3	108
POA2899	4	50
POA2900		17
POA2900	0	66
POA2900	1	513
POA2900	2	217
POA2900	3	43
POA2900	4	18
POA2902		136
POA2902	0	200
POA2902	1	1760
POA2902	2	2285
POA2902	3	701
POA2902	4	321
POA2903		81
POA2903	0	150
POA2903	1	1024
POA2903	2	1393
POA2903	3	478
POA2903	4	206
POA2904		96
POA2904	0	141
POA2904	1	1264
POA2904	2	1956
POA2904	3	692
POA2904	4	371
POA2905		291
POA2905	0	281
POA2905	1	2930
POA2905	2	4126
POA2905	3	1476
POA2905	4	847
POA2906		128
POA2906	0	160
POA2906	1	1797
POA2906	2	2537
POA2906	3	925
POA2906	4	518
POA2911		30
POA2911	0	25
POA2911	1	483
POA2911	2	786
POA2911	3	162
POA2911	4	50
POA2912		65
POA2912	0	130
POA2912	1	813
POA2912	2	734
POA2912	3	237
POA2912	4	96
POA2913		230
POA2913	0	331
POA2913	1	4083
POA2913	2	5390
POA2913	3	1410
POA2913	4	627
POA2914		145
POA2914	0	136
POA2914	1	2394
POA2914	2	3957
POA2914	3	907
POA2914	4	348
POA3000		729
POA3000	0	12032
POA3000	1	3415
POA3000	2	403
POA3000	3	37
POA3000	4	51
POA3002		54
POA3002	0	404
POA3002	1	1107
POA3002	2	485
POA3002	3	94
POA3002	4	25
POA3003		73
POA3003	0	698
POA3003	1	970
POA3003	2	301
POA3003	3	40
POA3003	4	9
POA3004		143
POA3004	0	804
POA3004	1	2474
POA3004	2	782
POA3004	3	97
POA3004	4	31
POA3005		3
POA3005	0	46
POA3005	1	93
POA3005	2	22
POA3005	3	3
POA3005	4	3
POA3006		216
POA3006	0	2870
POA3006	1	4268
POA3006	2	862
POA3006	3	94
POA3006	4	27
POA3008		129
POA3008	0	1705
POA3008	1	2000
POA3008	2	566
POA3008	3	73
POA3008	4	34
POA3010	1	7
POA3010	2	3
POA3011		362
POA3011	0	1842
POA3011	1	3993
POA3011	2	1823
POA3011	3	320
POA3011	4	117
POA3012		347
POA3012	0	1127
POA3012	1	4294
POA3012	2	3109
POA3012	3	664
POA3012	4	272
POA3013		140
POA3013	0	518
POA3013	1	2421
POA3013	2	2029
POA3013	3	354
POA3013	4	126
POA3015		171
POA3015	0	397
POA3015	1	2559
POA3015	2	2594
POA3015	3	529
POA3015	4	213
POA3016		173
POA3016	0	506
POA3016	1	2050
POA3016	2	2164
POA3016	3	569
POA3016	4	221
POA3018		167
POA3018	0	457
POA3018	1	2105
POA3018	2	1736
POA3018	3	424
POA3018	4	248
POA3019		166
POA3019	0	440
POA3019	1	1109
POA3019	2	846
POA3019	3	301
POA3019	4	130
POA3020		788
POA3020	0	1536
POA3020	1	5482
POA3020	2	4558
POA3020	3	1635
POA3020	4	713
POA3021		942
POA3021	0	1596
POA3021	1	6084
POA3021	2	5710
POA3021	3	2031
POA3021	4	988
POA3022		66
POA3022	0	114
POA3022	1	402
POA3022	2	343
POA3022	3	94
POA3022	4	54
POA3023		589
POA3023	0	595
POA3023	1	5048
POA3023	2	8403
POA3023	3	2703
POA3023	4	1228
POA3024		205
POA3024	0	207
POA3024	1	2499
POA3024	2	3141
POA3024	3	947
POA3024	4	396
POA3025		195
POA3025	0	461
POA3025	1	1607
POA3025	2	1472
POA3025	3	409
POA3025	4	168
POA3026		5
POA3026	0	12
POA3026	1	18
POA3026	2	3
POA3027		41
POA3027	0	33
POA3027	1	604
POA3027	2	978
POA3027	3	231
POA3027	4	68
POA3028		328
POA3028	0	599
POA3028	1	3742
POA3028	2	3711
POA3028	3	1146
POA3028	4	625
POA3029		825
POA3029	0	814
POA3029	1	8756
POA3029	2	11907
POA3029	3	3620
POA3029	4	1803
POA3030		885
POA3030	0	1335
POA3030	1	10231
POA3030	2	13819
POA3030	3	3844
POA3030	4	1758
POA3031		300
POA3031	0	1529
POA3031	1	3693
POA3031	2	1660
POA3031	3	260
POA3031	4	74
POA3032		348
POA3032	0	1327
POA3032	1	4741
POA3032	2	3587
POA3032	3	840
POA3032	4	340
POA3033		159
POA3033	0	236
POA3033	1	1567
POA3033	2	2194
POA3033	3	624
POA3033	4	317
POA3034		147
POA3034	0	285
POA3034	1	1362
POA3034	2	1525
POA3034	3	508
POA3034	4	270
POA3036		73
POA3036	0	80
POA3036	1	473
POA3036	2	860
POA3036	3	333
POA3036	4	215
POA3037		412
POA3037	0	434
POA3037	1	3714
POA3037	2	6579
POA3037	3	2471
POA3037	4	1449
POA3038		245
POA3038	0	272
POA3038	1	1924
POA3038	2	3358
POA3038	3	1713
POA3038	4	1117
POA3039		192
POA3039	0	709
POA3039	1	2249
POA3039	2	1696
POA3039	3	451
POA3039	4	191
POA3040		277
POA3040	0	781
POA3040	1	3725
POA3040	2	3351
POA3040	3	999
POA3040	4	503
POA3041		115
POA3041	0	255
POA3041	1	1441
POA3041	2	1762
POA3041	3	514
POA3041	4	289
POA3042		220
POA3042	0	403
POA3042	1	2113
POA3042	2	2359
POA3042	3	641
POA3042	4	287
POA3043		206
POA3043	0	358
POA3043	1	2304
POA3043	2	2536
POA3043	3	796
POA3043	4	344
POA3044		266
POA3044	0	832
POA3044	1	3957
POA3044	2	3507
POA3044	3	860
POA3044	4	450
POA3046		504
POA3046	0	1221
POA3046	1	4915
POA3046	2	3974
POA3046	3	1055
POA3046	4	535
POA3047		439
POA3047	0	757
POA3047	1	2305
POA3047	2	1846
POA3047	3	583
POA3047	4	303
POA3048		273
POA3048	0	352
POA3048	1	1627
POA3048	2	1825
POA3048	3	705
POA3048	4	334
POA3049		104
POA3049	0	116
POA3049	1	908
POA3049	2	1242
POA3049	3	502
POA3049	4	295
POA3051		265
POA3051	0	2205
POA3051	1	2500
POA3051	2	800
POA3051	3	103
POA3051	4	29
POA3052		67
POA3052	0	409
POA3052	1	984
POA3052	2	407
POA3052	3	89
POA3052	4	25
POA3053		371
POA3053	0	4823
POA3053	1	2133
POA3053	2	571
POA3053	3	78
POA3053	4	35
POA3054		106
POA3054	0	633
POA3054	1	1680
POA3054	2	834
POA3054	3	158
POA3054	4	49
POA3055		185
POA3055	0	1014
POA3055	1	2839
POA3055	2	1465
POA3055	3	305
POA3055	4	122
POA3056		347
POA3056	0	2170
POA3056	1	4905
POA3056	2	2117
POA3056	3	424
POA3056	4	154
POA3057		147
POA3057	0	934
POA3057	1	2636
POA3057	2	1050
POA3057	3	194
POA3057	4	69
POA3058		375
POA3058	0	1559
POA3058	1	5415
POA3058	2	3569
POA3058	3	999
POA3058	4	405
POA3059		87
POA3059	0	47
POA3059	1	662
POA3059	2	1979
POA3059	3	902
POA3059	4	769
POA3060		208
POA3060	0	499
POA3060	1	1812
POA3060	2	1335
POA3060	3	436
POA3060	4	224
POA3061		78
POA3061	0	115
POA3061	1	570
POA3061	2	504
POA3061	3	175
POA3061	4	109
POA3063		8
POA3063	1	18
POA3063	2	63
POA3063	3	39
POA3063	4	39
POA3064		599
POA3064	0	622
POA3064	1	5954
POA3064	2	9054
POA3064	3	3077
POA3064	4	1647
POA3065		196
POA3065	0	1149
POA3065	1	1957
POA3065	2	693
POA3065	3	109
POA3065	4	29
POA3066		189
POA3066	0	1114
POA3066	1	1787
POA3066	2	531
POA3066	3	85
POA3066	4	22
POA3067		113
POA3067	0	747
POA3067	1	1831
POA3067	2	716
POA3067	3	127
POA3067	4	31
POA3068		257
POA3068	0	1251
POA3068	1	3701
POA3068	2	1833
POA3068	3	383
POA3068	4	95
POA3070		241
POA3070	0	1290
POA3070	1	4458
POA3070	2	2678
POA3070	3	534
POA3070	4	175
POA3071		247
POA3071	0	1095
POA3071	1	3391
POA3071	2	2108
POA3071	3	416
POA3071	4	191
POA3072		435
POA3072	0	1674
POA3072	1	5326
POA3072	2	3520
POA3072	3	927
POA3072	4	343
POA3073		876
POA3073	0	2217
POA3073	1	7992
POA3073	2	5589
POA3073	3	1509
POA3073	4	730
POA3074		323
POA3074	0	683
POA3074	1	2617
POA3074	2	2198
POA3074	3	801
POA3074	4	408
POA3075		309
POA3075	0	577
POA3075	1	2675
POA3075	2	2614
POA3075	3	900
POA3075	4	390
POA3076		321
POA3076	0	482
POA3076	1	3196
POA3076	2	4110
POA3076	3	1301
POA3076	4	705
POA3078		126
POA3078	0	451
POA3078	1	1937
POA3078	2	1465
POA3078	3	301
POA3078	4	140
POA3079		126
POA3079	0	409
POA3079	1	2164
POA3079	2	2284
POA3079	3	611
POA3079	4	289
POA3081		256
POA3081	0	657
POA3081	1	1970
POA3081	2	1591
POA3081	3	381
POA3081	4	121
POA3082		296
POA3082	0	331
POA3082	1	2683
POA3082	2	3777
POA3082	3	1572
POA3082	4	983
POA3083		345
POA3083	0	884
POA3083	1	3564
POA3083	2	3900
POA3083	3	1298
POA3083	4	690
POA3084		235
POA3084	0	534
POA3084	1	3336
POA3084	2	3780
POA3084	3	991
POA3084	4	452
POA3085		120
POA3085	0	252
POA3085	1	1799
POA3085	2	2032
POA3085	3	502
POA3085	4	250
POA3086		9
POA3086	3	4
POA3087		91
POA3087	0	210
POA3087	1	1200
POA3087	2	1308
POA3087	3	382
POA3087	4	184
POA3088		208
POA3088	0	363
POA3088	1	2914
POA3088	2	4143
POA3088	3	1271
POA3088	4	705
POA3089		78
POA3089	0	77
POA3089	1	769
POA3089	2	1706
POA3089	3	664
POA3089	4	487
POA3090		15
POA3090	0	4
POA3090	1	60
POA3090	2	298
POA3090	3	145
POA3090	4	155
POA3091		13
POA3091	0	7
POA3091	1	44
POA3091	2	154
POA3091	3	109
POA3091	4	144
POA3093		38
POA3093	0	34
POA3093	1	424
POA3093	2	580
POA3093	3	175
POA3093	4	150
POA3094		72
POA3094	0	131
POA3094	1	1166
POA3094	2	1413
POA3094	3	387
POA3094	4	181
POA3095		155
POA3095	0	207
POA3095	1	2021
POA3095	2	4210
POA3095	3	1561
POA3095	4	1016
POA3096		14
POA3096	0	6
POA3096	1	105
POA3096	2	243
POA3096	3	127
POA3096	4	86
POA3097		14
POA3097	1	57
POA3097	2	161
POA3097	3	109
POA3097	4	85
POA3099		21
POA3099	0	31
POA3099	1	333
POA3099	2	604
POA3099	3	340
POA3099	4	265
POA3101		195
POA3101	0	524
POA3101	1	3278
POA3101	2	3307
POA3101	3	955
POA3101	4	400
POA3102		47
POA3102	0	122
POA3102	1	776
POA3102	2	999
POA3102	3	244
POA3102	4	103
POA3103		149
POA3103	0	376
POA3103	1	2010
POA3103	2	2092
POA3103	3	615
POA3103	4	287
POA3104		152
POA3104	0	274
POA3104	1	1919
POA3104	2	2955
POA3104	3	930
POA3104	4	429
POA3105		105
POA3105	0	209
POA3105	1	1203
POA3105	2	1662
POA3105	3	477
POA3105	4	282
POA3106		144
POA3106	0	142
POA3106	1	1279
POA3106	2	2432
POA3106	3	877
POA3106	4	580
POA3107		150
POA3107	0	162
POA3107	1	1388
POA3107	2	2179
POA3107	3	624
POA3107	4	261
POA3108		212
POA3108	0	501
POA3108	1	3013
POA3108	2	2864
POA3108	3	872
POA3108	4	396
POA3109		285
POA3109	0	390
POA3109	1	3086
POA3109	2	4160
POA3109	3	1265
POA3109	4	586
POA3111		93
POA3111	0	147
POA3111	1	1090
POA3111	2	1748
POA3111	3	678
POA3111	4	367
POA3113		59
POA3113	0	23
POA3113	1	428
POA3113	2	1210
POA3113	3	556
POA3113	4	380
POA3114		22
POA3114	0	9
POA3114	1	133
POA3114	2	469
POA3114	3	241
POA3114	4	243
POA3115		22
POA3115	0	7
POA3115	1	142
POA3115	2	474
POA3115	3	246
POA3115	4	269
POA3116		84
POA3116	0	81
POA3116	1	818
POA3116	2	1507
POA3116	3	523
POA3116	4	344
POA3121		417
POA3121	0	2607
POA3121	1	6502
POA3121	2	2983
POA3121	3	530
POA3121	4	147
POA3122		275
POA3122	0	1659
POA3122	1	4420
POA3122	2	2569
POA3122	3	558
POA3122	4	233
POA3123		216
POA3123	0	642
POA3123	1	2394
POA3123	2	1878
POA3123	3	398
POA3123	4	177
POA3124		127
POA3124	0	445
POA3124	1	2763
POA3124	2	2968
POA3124	3	914
POA3124	4	391
POA3125		168
POA3125	0	658
POA3125	1	1966
POA3125	2	1780
POA3125	3	470
POA3125	4	178
POA3126		60
POA3126	0	124
POA3126	1	850
POA3126	2	1144
POA3126	3	329
POA3126	4	178
POA3127		100
POA3127	0	322
POA3127	1	2325
POA3127	2	2659
POA3127	3	695
POA3127	4	354
POA3128		260
POA3128	0	1262
POA3128	1	3100
POA3128	2	2122
POA3128	3	496
POA3128	4	211
POA3129		143
POA3129	0	438
POA3129	1	2374
POA3129	2	2431
POA3129	3	580
POA3129	4	268
POA3130		289
POA3130	0	712
POA3130	1	4173
POA3130	2	4603
POA3130	3	1135
POA3130	4	497
POA3131		251
POA3131	0	604
POA3131	1	3148
POA3131	2	3195
POA3131	3	739
POA3131	4	301
POA3132		138
POA3132	0	376
POA3132	1	2424
POA3132	2	2394
POA3132	3	525
POA3132	4	235
POA3133		138
POA3133	0	232
POA3133	1	2181
POA3133	2	3507
POA3133	3	1022
POA3133	4	500
POA3134		295
POA3134	0	631
POA3134	1	3816
POA3134	2	4605
POA3134	3	1386
POA3134	4	859
POA3135		176
POA3135	0	333
POA3135	1	2531
POA3135	2	3061
POA3135	3	807
POA3135	4	358
POA3136		457
POA3136	0	744
POA3136	1	5515
POA3136	2	6615
POA3136	3	2000
POA3136	4	1027
POA3137		144
POA3137	0	192
POA3137	1	1512
POA3137	2	1992
POA3137	3	680
POA3137	4	427
POA3138		176
POA3138	0	248
POA3138	1	2006
POA3138	2	3214
POA3138	3	1074
POA3138	4	707
POA3139		151
POA3139	0	72
POA3139	1	1017
POA3139	2	1770
POA3139	3	879
POA3139	4	716
POA3140		175
POA3140	0	279
POA3140	1	1815
POA3140	2	2287
POA3140	3	848
POA3140	4	551
POA3141		353
POA3141	0	3255
POA3141	1	5967
POA3141	2	2036
POA3141	3	306
POA3141	4	127
POA3142		220
POA3142	0	510
POA3142	1	2137
POA3142	2	1781
POA3142	3	497
POA3142	4	299
POA3143		104
POA3143	0	503
POA3143	1	1818
POA3143	2	1118
POA3143	3	208
POA3143	4	99
POA3144		95
POA3144	0	329
POA3144	1	1645
POA3144	2	1535
POA3144	3	377
POA3144	4	172
POA3145		220
POA3145	0	942
POA3145	1	2895
POA3145	2	3123
POA3145	3	792
POA3145	4	392
POA3146		186
POA3146	0	544
POA3146	1	3346
POA3146	2	3707
POA3146	3	950
POA3146	4	429
POA3147		130
POA3147	0	416
POA3147	1	1761
POA3147	2	2021
POA3147	3	522
POA3147	4	218
POA3148		96
POA3148	0	243
POA3148	1	1072
POA3148	2	1263
POA3148	3	307
POA3148	4	113
POA3149		292
POA3149	0	507
POA3149	1	4024
POA3149	2	4823
POA3149	3	1481
POA3149	4	625
POA3150		448
POA3150	0	955
POA3150	1	6154
POA3150	2	8657
POA3150	3	2737
POA3150	4	1262
POA3151		92
POA3151	0	260
POA3151	1	1247
POA3151	2	1432
POA3151	3	410
POA3151	4	184
POA3152		266
POA3152	0	493
POA3152	1	3050
POA3152	2	4814
POA3152	3	1750
POA3152	4	876
POA3153		242
POA3153	0	406
POA3153	1	2816
POA3153	2	2926
POA3153	3	848
POA3153	4	444
POA3154		60
POA3154	0	44
POA3154	1	356
POA3154	2	659
POA3154	3	265
POA3154	4	133
POA3155		274
POA3155	0	475
POA3155	1	3095
POA3155	2	3257
POA3155	3	986
POA3155	4	484
POA3156		324
POA3156	0	443
POA3156	1	3599
POA3156	2	5422
POA3156	3	1962
POA3156	4	1249
POA3158		35
POA3158	0	64
POA3158	1	606
POA3158	2	1025
POA3158	3	382
POA3158	4	206
POA3159		17
POA3159	0	9
POA3159	1	156
POA3159	2	388
POA3159	3	152
POA3159	4	110
POA3160		86
POA3160	0	78
POA3160	1	839
POA3160	2	1326
POA3160	3	482
POA3160	4	327
POA3161		166
POA3161	0	538
POA3161	1	2189
POA3161	2	2095
POA3161	3	485
POA3161	4	243
POA3162		155
POA3162	0	437
POA3162	1	2280
POA3162	2	2592
POA3162	3	592
POA3162	4	282
POA3163		355
POA3163	0	1706
POA3163	1	6095
POA3163	2	3719
POA3163	3	735
POA3163	4	340
POA3165		242
POA3165	0	454
POA3165	1	3228
POA3165	2	4290
POA3165	3	1019
POA3165	4	451
POA3166		268
POA3166	0	854
POA3166	1	3197
POA3166	2	3011
POA3166	3	788
POA3166	4	310
POA3167		83
POA3167	0	223
POA3167	1	1124
POA3167	2	1251
POA3167	3	395
POA3167	4	190
POA3168		235
POA3168	0	1409
POA3168	1	3020
POA3168	2	1704
POA3168	3	432
POA3168	4	161
POA3169		234
POA3169	0	580
POA3169	1	2557
POA3169	2	2238
POA3169	3	792
POA3169	4	367
POA3170		171
POA3170	0	249
POA3170	1	1853
POA3170	2	2891
POA3170	3	892
POA3170	4	446
POA3171		357
POA3171	0	704
POA3171	1	2478
POA3171	2	1969
POA3171	3	760
POA3171	4	362
POA3172		226
POA3172	0	351
POA3172	1	2122
POA3172	2	2956
POA3172	3	1166
POA3172	4	586
POA3173		254
POA3173	0	257
POA3173	1	1895
POA3173	2	3359
POA3173	3	1342
POA3173	4	669
POA3174		599
POA3174	0	1197
POA3174	1	5164
POA3174	2	4260
POA3174	3	1347
POA3174	4	567
POA3175		928
POA3175	0	1799
POA3175	1	6502
POA3175	2	5255
POA3175	3	1771
POA3175	4	989
POA3177		240
POA3177	0	398
POA3177	1	1401
POA3177	2	1142
POA3177	3	368
POA3177	4	223
POA3178		232
POA3178	0	196
POA3178	1	2384
POA3178	2	4841
POA3178	3	1983
POA3178	4	1216
POA3179		42
POA3179	0	49
POA3179	1	503
POA3179	2	916
POA3179	3	324
POA3179	4	165
POA3180		60
POA3180	0	58
POA3180	1	807
POA3180	2	1165
POA3180	3	358
POA3180	4	189
POA3181		297
POA3181	0	1994
POA3181	1	4572
POA3181	2	1848
POA3181	3	305
POA3181	4	76
POA3182		393
POA3182	0	2626
POA3182	1	5711
POA3182	2	1882
POA3182	3	247
POA3182	4	105
POA3183		230
POA3183	0	1323
POA3183	1	3860
POA3183	2	1962
POA3183	3	330
POA3183	4	94
POA3184		206
POA3184	0	770
POA3184	1	3684
POA3184	2	2018
POA3184	3	265
POA3184	4	106
POA3185		136
POA3185	0	588
POA3185	1	2293
POA3185	2	1665
POA3185	3	298
POA3185	4	122
POA3186		238
POA3186	0	417
POA3186	1	2994
POA3186	2	3481
POA3186	3	913
POA3186	4	441
POA3187		153
POA3187	0	337
POA3187	1	1841
POA3187	2	2445
POA3187	3	652
POA3187	4	264
POA3188		185
POA3188	0	496
POA3188	1	2335
POA3188	2	2670
POA3188	3	614
POA3188	4	263
POA3189		92
POA3189	0	170
POA3189	1	777
POA3189	2	867
POA3189	3	208
POA3189	4	87
POA3190		95
POA3190	0	285
POA3190	1	1725
POA3190	2	1558
POA3190	3	297
POA3190	4	113
POA3191		91
POA3191	0	213
POA3191	1	1399
POA3191	2	1469
POA3191	3	384
POA3191	4	156
POA3192		319
POA3192	0	564
POA3192	1	3280
POA3192	2	3271
POA3192	3	764
POA3192	4	334
POA3193		184
POA3193	0	207
POA3193	1	2028
POA3193	2	3217
POA3193	3	925
