POA_CODE_2016	OnlyEnglishSpokenHome	persons
POA2087	0	3032
POA2087	1	9422
POA2088	0	4306
POA2088	1	22190
POA2089	0	2464
POA2089	1	8426
POA2090	0	2637
POA2090	1	10125
POA2092	0	1009
POA2092	1	5891
POA2093	0	3364
POA2093	1	18374
POA2094	0	634
POA2094	1	4901
POA2095	0	2629
POA2095	1	11811
POA2096	0	1661
POA2096	1	11995
POA2097	0	1810
POA2097	1	12862
POA2099	0	9826
POA2099	1	27821
POA2100	0	3877
POA2100	1	16255
POA2101	0	1806
POA2101	1	16459
POA2102	0	1054
POA2102	1	6051
POA2103	0	1089
POA2103	1	9029
POA2104	0	267
POA2104	1	3133
POA2105	0	126
POA2105	1	1538
POA2106	0	700
POA2106	1	8276
POA2107	0	909
POA2107	1	13203
POA2108	0	89
POA2108	1	1451
POA2109	0	1749
POA2109	1	1067
POA2110	0	1859
POA2110	1	7920
POA2111	0	3716
POA2111	1	9959
POA2112	0	14910
POA2112	1	16396
POA2113	0	7779
POA2113	1	9893
POA2114	0	12493
POA2114	1	10697
POA2115	0	4431
POA2115	1	5824
POA2116	0	3048
POA2116	1	3309
POA2117	0	10350
POA2117	1	9930
POA2118	0	14113
POA2118	1	9471
POA2119	0	3378
POA2119	1	7828
POA2120	0	5577
POA2120	1	14030
POA2121	0	15216
POA2121	1	12231
POA2122	0	18858
POA2122	1	11168
POA2125	0	5691
POA2125	1	10308
POA2126	0	7922
POA2126	1	10412
POA2127	0	7698
POA2127	1	5439
POA2128	0	1413
POA2128	1	747
POA2130	0	2175
POA2130	1	4669
POA2131	0	12922
POA2131	1	9422
POA2132	0	4881
POA2132	1	5281
POA2133	0	5196
POA2133	1	5367
POA2134	0	11953
POA2134	1	3225
POA2135	0	16419
POA2135	1	7428
POA2136	0	4061
POA2136	1	2957
POA2137	0	10649
POA2137	1	14581
POA2138	0	12538
POA2138	1	6480
POA2139	0	17
POA2139	1	31
POA2140	0	11412
POA2140	1	3278
POA2141	0	21642
POA2141	1	5614
POA2142	0	18109
POA2142	1	6068
POA2143	0	6040
POA2143	1	2452
POA2144	0	30428
POA2144	1	4824
POA2145	0	43311
POA2145	1	31591
POA2146	0	7941
POA2146	1	8745
POA2147	0	11429
POA2147	1	23134
POA2148	0	29566
POA2148	1	30338
POA2150	0	21976
POA2150	1	6893
POA2151	0	9068
POA2151	1	10857
POA2152	0	3721
POA2152	1	7051
POA2153	0	20013
POA2153	1	35167
POA2154	0	13799
POA2154	1	24213
POA2155	0	17870
POA2155	1	35858
POA2156	0	1640
POA2156	1	10946
POA2157	0	604
POA2157	1	2907
POA2158	0	1958
POA2158	1	6279
POA2159	0	466
POA2159	1	4370
POA2160	0	22680
POA2160	1	11289
POA2161	0	20037
POA2161	1	9282
POA2162	0	11702
POA2162	1	5880
POA2163	0	5928
POA2163	1	2517
POA2164	0	11549
POA2164	1	7175
POA2165	0	31739
POA2165	1	8669
POA2166	0	41460
POA2166	1	8908
POA2167	0	4826
POA2167	1	4031
POA2168	0	25071
POA2168	1	15529
POA2170	0	57472
POA2170	1	39860
POA2171	0	18714
POA2171	1	14605
POA2172	0	768
POA2172	1	1921
POA2173	0	4697
POA2173	1	9159
POA2174	0	1298
POA2174	1	808
POA2175	0	743
POA2175	1	969
POA2176	0	32045
POA2176	1	14260
POA2177	0	11603
POA2177	1	3856
POA2178	0	1611
POA2178	1	2239
POA2179	0	2492
POA2179	1	3440
POA2190	0	17530
POA2190	1	6554
POA2191	0	3392
POA2191	1	2672
POA2192	0	8456
POA2192	1	3512
POA2193	0	7277
POA2193	1	7187
POA2194	0	18801
POA2194	1	4382
POA2195	0	20977
POA2195	1	4203
POA2196	0	21471
POA2196	1	8440
POA2197	0	5291
POA2197	1	3407
POA2198	0	4422
POA2198	1	4187
POA2199	0	11721
POA2199	1	5257
POA2200	0	31485
POA2200	1	9038
POA2203	0	4392
POA2203	1	8360
POA2204	0	9863
POA2204	1	14781
POA2205	0	11789
POA2205	1	6376
POA2206	0	9615
POA2206	1	8700
POA2207	0	15359
POA2207	1	11304
POA2208	0	7048
POA2208	1	4864
POA2209	0	9419
POA2209	1	5628
POA2210	0	13364
POA2210	1	15927
POA2211	0	6838
POA2211	1	9258
POA2212	0	6789
POA2212	1	8369
POA2213	0	6423
POA2213	1	14461
POA2214	0	633
POA2214	1	3195
POA2216	0	17028
POA2216	1	9195
POA2217	0	15593
POA2217	1	9846
POA2218	0	10410
POA2218	1	5323
POA2219	0	5017
POA2219	1	7452
POA2220	0	24581
POA2220	1	6661
POA2221	0	7656
POA2221	1	8201
POA2222	0	6812
POA2222	1	5391
POA2223	0	6855
POA2223	1	13208
POA2224	0	4061
POA2224	1	9502
POA2225	0	494
POA2225	1	4774
POA2226	0	1352
POA2226	1	10695
POA2227	0	1467
POA2227	1	12675
POA2228	0	3503
POA2228	1	13983
POA2229	0	3297
POA2229	1	24234
POA2230	0	2640
POA2230	1	24392
POA2231	0	118
POA2231	1	2060
POA2232	0	4366
POA2232	1	27230
POA2233	0	1608
POA2233	1	27221
POA2234	0	5447
POA2234	1	24358
POA2250	0	6160
POA2250	1	57109
POA2251	0	1471
POA2251	1	29765
POA2256	0	1136
POA2256	1	13507
POA2257	0	1594
POA2257	1	25631
POA2258	0	273
POA2258	1	4666
POA2259	0	3415
POA2259	1	52785
POA2260	0	1265
POA2260	1	21108
POA2261	0	2232
POA2261	1	47428
POA2262	0	751
POA2262	1	19029
POA2263	0	968
POA2263	1	21341
POA2264	0	628
POA2264	1	12959
POA2265	0	370
POA2265	1	5111
POA2267	0	73
POA2267	1	2565
POA2278	0	45
POA2278	1	2433
POA2280	0	918
POA2280	1	24656
POA2281	0	367
POA2281	1	13282
POA2282	0	738
POA2282	1	13530
POA2283	0	746
POA2283	1	21423
POA2284	0	415
POA2284	1	9561
POA2285	0	1772
POA2285	1	27840
POA2286	0	79
POA2286	1	3660
POA2287	0	4324
POA2287	1	30701
POA2289	0	1480
POA2289	1	17106
POA2290	0	1853
POA2290	1	30120
POA2291	0	709
POA2291	1	12085
POA2292	0	250
POA2292	1	2129
POA2293	0	141
POA2293	1	2248
POA2294	0	96
POA2294	1	1722
POA2295	0	212
POA2295	1	5900
POA2296	0	159
POA2296	1	1595
POA2297	0	146
POA2297	1	1433
POA2298	0	953
POA2298	1	7680
POA2299	0	2241
POA2299	1	8533
POA2300	0	853
POA2300	1	8866
POA2302	0	67
POA2302	1	429
POA2303	0	979
POA2303	1	7560
POA2304	0	1529
POA2304	1	12720
POA2305	0	861
POA2305	1	11175
POA2306	0	72
POA2306	1	3000
POA2307	0	519
POA2307	1	3252
POA2308	0	310
POA2308	1	963
POA2311	0	14
POA2311	1	791
POA2312	0	11
POA2312	1	1360
POA2314	0	12
POA2314	1	110
POA2315	0	770
POA2315	1	12737
POA2316	0	182
POA2316	1	5174
POA2317	0	252
POA2317	1	5587
POA2318	0	316
POA2318	1	11013
POA2319	0	155
POA2319	1	6078
POA2320	0	1161
POA2320	1	31431
POA2321	0	316
POA2321	1	13612
POA2322	0	741
POA2322	1	16883
POA2323	0	1277
POA2323	1	23075
POA2324	0	741
POA2324	1	21320
POA2325	0	536
POA2325	1	25060
POA2326	0	107
POA2326	1	6752
POA2327	0	121
POA2327	1	6955
POA2328	0	38
POA2328	1	2225
POA2329	0	34
POA2329	1	1864
POA2330	0	661
POA2330	1	18165
POA2331	0	21
POA2331	1	294
POA2333	0	524
POA2333	1	11963
POA2334	0	84
POA2334	1	2615
POA2335	0	122
POA2335	1	5631
POA2336	0	43
POA2336	1	2345
POA2337	0	296
POA2337	1	6929
POA2338	0	43
POA2338	1	1240
POA2339	0	4
POA2339	1	575
POA2340	0	2097
POA2340	1	43393
POA2341	0	13
POA2341	1	1396
POA2342	0	3
POA2342	1	424
POA2343	0	70
POA2343	1	4521
POA2344	0	10
POA2344	1	668
POA2345	0	3
POA2345	1	664
POA2346	0	47
POA2346	1	2809
POA2347	0	33
POA2347	1	1692
POA2350	0	2189
POA2350	1	21443
POA2351	0	88
POA2351	1	702
POA2352	0	33
POA2352	1	2549
POA2353	0	14
POA2353	1	1010
POA2354	0	49
POA2354	1	3134
POA2355	0	10
POA2355	1	561
POA2356	1	149
POA2357	0	117
POA2357	1	3632
POA2358	0	41
POA2358	1	3495
POA2359	0	12
POA2359	1	665
POA2360	0	473
POA2360	1	12930
POA2361	0	33
POA2361	1	791
POA2365	0	92
POA2365	1	3350
POA2369	0	8
POA2369	1	801
POA2370	0	169
POA2370	1	6601
POA2371	0	19
POA2371	1	1018
POA2372	0	108
POA2372	1	4122
POA2379	0	3
POA2379	1	291
POA2380	0	242
POA2380	1	9352
POA2381	0	16
POA2381	1	1087
POA2382	0	21
POA2382	1	1161
POA2386	0	5
POA2386	1	314
POA2387	0	3
POA2387	1	170
POA2388	0	33
POA2388	1	2240
POA2390	0	174
POA2390	1	7725
POA2395	0	23
POA2395	1	585
POA2396	0	4
POA2396	1	801
POA2397	1	341
POA2398	1	210
POA2399	1	500
POA2400	0	402
POA2400	1	8447
POA2401	1	287
POA2402	0	21
POA2402	1	1625
POA2403	0	3
POA2403	1	640
POA2404	0	22
POA2404	1	1636
POA2405	0	8
POA2405	1	451
POA2406	0	36
POA2406	1	693
POA2408	0	13
POA2408	1	323
POA2409	0	17
POA2409	1	917
POA2410	1	251
POA2411	1	109
POA2415	0	4
POA2415	1	346
POA2420	0	39
POA2420	1	3666
POA2421	0	13
POA2421	1	1724
POA2422	0	89
POA2422	1	4860
POA2423	0	70
POA2423	1	2676
POA2424	0	9
POA2424	1	366
POA2425	0	30
POA2425	1	1661
POA2426	0	7
POA2426	1	657
POA2427	0	49
POA2427	1	2900
POA2428	0	682
POA2428	1	21535
POA2429	0	196
POA2429	1	8782
POA2430	0	994
POA2430	1	30803
POA2431	0	107
POA2431	1	4703
POA2439	0	49
POA2439	1	2610
POA2440	0	493
POA2440	1	18859
POA2441	0	111
POA2441	1	3818
POA2443	0	162
POA2443	1	8118
POA2444	0	1823
POA2444	1	41698
POA2445	0	121
POA2445	1	6083
POA2446	0	222
POA2446	1	12164
POA2447	0	132
POA2447	1	6478
POA2448	0	252
POA2448	1	8072
POA2449	0	49
POA2449	1	1990
POA2450	0	3393
POA2450	1	36980
POA2452	0	537
POA2452	1	13798
POA2453	0	77
POA2453	1	2522
POA2454	0	318
POA2454	1	6760
POA2455	0	48
POA2455	1	2744
POA2456	0	1525
POA2456	1	12223
POA2460	0	612
POA2460	1	26355
POA2462	0	38
POA2462	1	2227
POA2463	0	154
POA2463	1	6890
POA2464	0	202
POA2464	1	6012
POA2465	0	3
POA2465	1	276
POA2466	0	20
POA2466	1	1587
POA2469	0	114
POA2469	1	3500
POA2470	0	250
POA2470	1	13930
POA2471	0	48
POA2471	1	2210
POA2472	0	40
POA2472	1	1647
POA2473	0	40
POA2473	1	2788
POA2474	0	163
POA2474	1	5567
POA2475	0	7
POA2475	1	310
POA2476	0	10
POA2476	1	727
POA2477	0	425
POA2477	1	11102
POA2478	0	1080
POA2478	1	25040
POA2479	0	265
POA2479	1	4036
POA2480	0	2061
POA2480	1	38958
POA2481	0	907
POA2481	1	9059
POA2482	0	444
POA2482	1	4984
POA2483	0	624
POA2483	1	9005
POA2484	0	679
POA2484	1	16592
POA2485	0	854
POA2485	1	12176
POA2486	0	1437
POA2486	1	28480
POA2487	0	399
POA2487	1	12015
POA2488	0	154
POA2488	1	2879
POA2489	0	220
POA2489	1	6802
POA2490	0	11
POA2490	1	602
POA2500	0	11082
POA2500	1	26651
POA2502	0	4493
POA2502	1	7162
POA2505	0	1398
POA2505	1	3319
POA2506	0	1555
POA2506	1	5639
POA2508	0	453
POA2508	1	8108
POA2515	0	621
POA2515	1	9979
POA2516	0	334
POA2516	1	5503
POA2517	0	890
POA2517	1	12280
POA2518	0	2372
POA2518	1	15866
POA2519	0	3470
POA2519	1	12691
POA2522	0	82
POA2522	1	213
POA2525	0	2208
POA2525	1	8933
POA2526	0	2464
POA2526	1	12393
POA2527	0	1242
POA2527	1	19245
POA2528	0	2564
POA2528	1	19700
POA2529	0	3497
POA2529	1	21401
POA2530	0	2674
POA2530	1	28248
POA2533	0	719
POA2533	1	14087
POA2534	0	198
POA2534	1	5018
POA2535	0	208
POA2535	1	6637
POA2536	0	814
POA2536	1	15591
POA2537	0	345
POA2537	1	10661
POA2538	0	82
POA2538	1	2107
POA2539	0	630
POA2539	1	16194
POA2540	0	1889
POA2540	1	39753
POA2541	0	1201
POA2541	1	22393
POA2545	0	11
POA2545	1	966
POA2546	0	316
POA2546	1	8021
POA2548	0	297
POA2548	1	6874
POA2549	0	84
POA2549	1	3460
POA2550	0	424
POA2550	1	14244
POA2551	0	105
POA2551	1	3083
POA2555	0	79
POA2555	1	131
POA2556	0	651
POA2556	1	1714
POA2557	0	2538
POA2557	1	5732
POA2558	0	2740
POA2558	1	8062
POA2559	0	671
POA2559	1	1767
POA2560	0	16915
POA2560	1	55241
POA2563	0	18
POA2563	1	260
POA2564	0	5627
POA2564	1	7275
POA2565	0	7802
POA2565	1	10962
POA2566	0	9570
POA2566	1	15632
POA2567	0	5039
POA2567	1	32211
POA2568	0	61
POA2568	1	1014
POA2569	0	89
POA2569	1	1199
POA2570	0	3576
POA2570	1	34603
POA2571	0	584
POA2571	1	10725
POA2572	0	292
POA2572	1	3934
POA2573	0	283
POA2573	1	4443
POA2574	0	308
POA2574	1	5105
POA2575	0	881
POA2575	1	13603
POA2576	0	806
POA2576	1	11870
POA2577	0	880
POA2577	1	13428
POA2578	0	84
POA2578	1	2480
POA2579	0	189
POA2579	1	3625
POA2580	0	1307
POA2580	1	25419
POA2581	0	56
POA2581	1	1909
POA2582	0	397
POA2582	1	11281
POA2583	0	68
POA2583	1	3931
POA2584	0	7
POA2584	1	502
POA2585	0	4
POA2585	1	199
POA2586	0	55
POA2586	1	2375
POA2587	0	86
POA2587	1	2665
POA2588	0	4
POA2588	1	237
POA2590	0	146
POA2590	1	6487
POA2594	0	458
POA2594	1	10458
POA2600	0	1168
POA2600	1	5678
POA2601	0	2783
POA2601	1	3056
POA2602	0	5870
POA2602	1	22802
POA2603	0	1821
POA2603	1	6814
POA2604	0	1914
POA2604	1	7533
POA2605	0	2137
POA2605	1	8883
POA2606	0	2995
POA2606	1	5756
POA2607	0	3084
POA2607	1	10016
POA2609	0	71
POA2609	1	663
POA2611	0	4585
POA2611	1	21823
POA2612	0	3530
POA2612	1	11175
POA2614	0	3828
POA2614	1	14730
POA2615	0	7750
POA2615	1	34539
POA2617	0	9288
POA2617	1	21211
POA2618	0	86
POA2618	1	1256
POA2619	0	1007
POA2619	1	8215
POA2620	0	5571
POA2620	1	30306
POA2621	0	229
POA2621	1	5376
POA2622	0	123
POA2622	1	3327
POA2623	0	25
POA2623	1	525
POA2625	0	18
POA2625	1	260
POA2626	0	14
POA2626	1	438
POA2627	0	318
POA2627	1	3917
POA2628	0	56
POA2628	1	1747
POA2629	0	33
POA2629	1	431
POA2630	0	533
POA2630	1	7289
POA2631	0	7
POA2631	1	528
POA2632	0	50
POA2632	1	1651
POA2633	0	3
POA2633	1	343
POA2640	0	2137
POA2640	1	31777
POA2641	0	1317
POA2641	1	12645
POA2642	0	114
POA2642	1	4353
POA2643	0	54
POA2643	1	2471
POA2644	0	32
POA2644	1	2193
POA2645	0	9
POA2645	1	323
POA2646	0	145
POA2646	1	6102
POA2647	0	29
POA2647	1	1958
POA2648	0	32
POA2648	1	2046
POA2649	1	25
POA2650	0	3893
POA2650	1	49969
POA2651	0	140
POA2651	1	2031
POA2652	0	74
POA2652	1	4095
POA2653	0	57
POA2653	1	2133
POA2655	0	10
POA2655	1	1221
POA2656	0	12
POA2656	1	1163
POA2658	0	21
POA2658	1	1333
POA2659	0	17
POA2659	1	821
POA2660	0	50
POA2660	1	1456
POA2661	0	33
POA2661	1	490
POA2663	0	181
POA2663	1	3739
POA2665	0	28
POA2665	1	1963
POA2666	0	128
POA2666	1	5229
POA2668	0	3
POA2668	1	410
POA2669	0	11
POA2669	1	1468
POA2671	0	123
POA2671	1	3475
POA2672	0	51
POA2672	1	1330
POA2675	0	129
POA2675	1	1284
POA2678	0	39
POA2678	1	296
POA2680	0	5190
POA2680	1	16496
POA2681	0	168
POA2681	1	1391
POA2700	0	135
POA2700	1	4275
POA2701	0	20
POA2701	1	2124
POA2702	0	13
POA2702	1	712
POA2703	0	17
POA2703	1	891
POA2705	0	792
POA2705	1	8452
POA2706	0	31
POA2706	1	1030
POA2707	0	43
POA2707	1	1186
POA2710	0	302
POA2710	1	8899
POA2711	0	121
POA2711	1	2836
POA2712	0	24
POA2712	1	1140
POA2713	0	81
POA2713	1	2439
POA2714	0	70
POA2714	1	2479
POA2715	0	53
POA2715	1	1303
POA2716	0	51
POA2716	1	907
POA2717	0	55
POA2717	1	1059
POA2720	0	246
POA2720	1	6974
POA2721	0	3
POA2721	1	202
POA2722	0	69
POA2722	1	2900
POA2725	1	339
POA2726	1	199
POA2727	1	329
POA2729	0	33
POA2729	1	1552
POA2730	0	127
POA2730	1	1134
POA2731	0	160
POA2731	1	5816
POA2732	0	38
POA2732	1	1586
POA2733	0	20
POA2733	1	463
POA2734	0	3
POA2734	1	402
POA2735	0	17
POA2735	1	386
POA2736	0	39
POA2736	1	295
POA2737	0	96
POA2737	1	626
POA2738	0	42
POA2738	1	1510
POA2739	0	71
POA2739	1	1188
POA2745	0	4215
POA2745	1	24050
POA2747	0	8043
POA2747	1	32193
POA2748	0	454
POA2748	1	1336
POA2749	0	1521
POA2749	1	14523
POA2750	0	4926
POA2750	1	37342
POA2752	0	300
POA2752	1	4387
POA2753	0	1344
POA2753	1	14687
POA2754	0	299
POA2754	1	5155
POA2755	0	8
POA2755	1	157
POA2756	0	1790
POA2756	1	30287
POA2757	0	70
POA2757	1	745
POA2758	0	372
POA2758	1	7696
POA2759	0	5856
POA2759	1	19324
POA2760	0	9788
POA2760	1	21627
POA2761	0	14029
POA2761	1	15539
POA2762	0	1405
POA2762	1	3343
POA2763	0	11713
POA2763	1	18184
POA2765	0	2198
POA2765	1	11909
POA2766	0	7730
POA2766	1	7067
POA2767	0	11538
POA2767	1	10057
POA2768	0	12870
POA2768	1	14184
POA2769	0	5508
POA2769	1	5797
POA2770	0	21804
POA2770	1	34790
POA2773	0	316
POA2773	1	5438
POA2774	0	652
POA2774	1	11876
POA2775	0	55
POA2775	1	1163
POA2776	0	182
POA2776	1	3723
POA2777	0	844
POA2777	1	16186
POA2778	0	135
POA2778	1	2194
POA2779	0	288
POA2779	1	4522
POA2780	0	1287
POA2780	1	11045
POA2782	0	414
POA2782	1	5339
POA2783	0	148
POA2783	1	2331
POA2784	0	80
POA2784	1	1083
POA2785	0	289
POA2785	1	3951
POA2786	0	71
POA2786	1	1041
POA2787	0	171
POA2787	1	3700
POA2790	0	592
POA2790	1	13330
POA2791	0	4
POA2791	1	311
POA2792	0	8
POA2792	1	334
POA2793	0	23
POA2793	1	856
POA2794	0	290
POA2794	1	9269
POA2795	0	1719
POA2795	1	37016
POA2797	0	6
POA2797	1	399
POA2798	0	20
POA2798	1	1939
POA2799	0	74
POA2799	1	3762
POA2800	0	2503
POA2800	1	39671
POA2803	0	4
POA2803	1	247
POA2804	0	67
POA2804	1	2419
POA2805	0	11
POA2805	1	367
POA2806	0	7
POA2806	1	717
POA2807	0	13
POA2807	1	363
POA2808	0	3
POA2808	1	158
POA2809	1	189
POA2810	0	45
POA2810	1	2852
POA2817	0	4
POA2817	1	274
POA2818	0	4
POA2818	1	783
POA2820	0	137
POA2820	1	5738
POA2821	0	54
POA2821	1	4336
POA2822	0	3
POA2822	1	365
POA2823	0	16
POA2823	1	1243
POA2824	0	45
POA2824	1	1927
POA2825	0	63
POA2825	1	2083
POA2826	0	9
POA2826	1	173
POA2827	0	80
POA2827	1	3308
POA2828	0	7
POA2828	1	704
POA2829	0	40
POA2829	1	2591
POA2830	0	2197
POA2830	1	35304
POA2831	0	20
POA2831	1	1712
POA2832	0	71
POA2832	1	2128
POA2833	0	15
POA2833	1	581
POA2834	0	228
POA2834	1	1825
POA2835	0	183
POA2835	1	3492
POA2836	0	35
POA2836	1	759
POA2838	0	24
POA2838	1	205
POA2839	0	37
POA2839	1	1153
POA2840	0	67
POA2840	1	2099
POA2842	0	12
POA2842	1	554
POA2843	0	15
POA2843	1	1121
POA2844	0	16
POA2844	1	1173
POA2845	0	40
POA2845	1	1737
POA2846	0	14
POA2846	1	227
POA2847	0	63
POA2847	1	2079
POA2848	0	49
POA2848	1	1403
POA2849	0	40
POA2849	1	1370
POA2850	0	515
POA2850	1	15508
POA2852	0	58
POA2852	1	3030
POA2864	0	14
POA2864	1	759
POA2865	0	13
POA2865	1	748
POA2866	0	58
POA2866	1	2803
POA2867	0	16
POA2867	1	554
POA2868	0	3
POA2868	1	601
POA2869	0	35
POA2869	1	1254
POA2870	0	360
POA2870	1	10685
POA2871	0	199
POA2871	1	8310
POA2873	0	4
POA2873	1	460
POA2874	1	381
POA2875	0	33
POA2875	1	852
POA2876	0	3
POA2876	1	354
POA2877	0	82
POA2877	1	3419
POA2878	0	3
POA2878	1	246
POA2879	0	15
POA2879	1	531
POA2880	0	451
POA2880	1	16201
POA2898	0	22
POA2898	1	321
POA2899	0	851
POA2899	1	789
POA2900	0	550
POA2900	1	1265
POA2902	0	1781
POA2902	1	12396
POA2903	0	1369
POA2903	1	7452
POA2904	0	1929
POA2904	1	10297
POA2905	0	4065
POA2905	1	23340
POA2906	0	2380
POA2906	1	14524
POA2911	0	1741
POA2911	1	2541
POA2912	0	2563
POA2912	1	3217
POA2913	0	10551
POA2913	1	22877
POA2914	0	8787
POA2914	1	15472
POA3000	0	25238
POA3000	1	8323
POA3002	0	695
POA3002	1	3708
POA3003	0	2162
POA3003	1	2497
POA3004	0	2875
POA3004	1	5269
POA3005	0	179
POA3005	1	207
POA3006	0	8625
POA3006	1	7754
POA3008	0	5607
POA3008	1	3560
POA3010	0	312
POA3010	1	1204
POA3011	0	8696
POA3011	1	10866
POA3012	0	10974
POA3012	1	13555
POA3013	0	3254
POA3013	1	10878
POA3015	0	3333
POA3015	1	13379
POA3016	0	2266
POA3016	1	12471
POA3018	0	2596
POA3018	1	9362
POA3019	0	6354
POA3019	1	2258
POA3020	0	28639
POA3020	1	13331
POA3021	0	36227
POA3021	1	14180
POA3022	0	1674
POA3022	1	1226
POA3023	0	33572
POA3023	1	25810
POA3024	0	6964
POA3024	1	15527
POA3025	0	5867
POA3025	1	5455
POA3026	0	5
POA3026	1	46
POA3027	0	4027
POA3027	1	2306
POA3028	0	11006
POA3028	1	16571
POA3029	0	44532
POA3029	1	43383
POA3030	0	38554
POA3030	1	56551
POA3031	0	5772
POA3031	1	11145
POA3032	0	11103
POA3032	1	16281
POA3033	0	5122
POA3033	1	8674
POA3034	0	5911
POA3034	1	5141
POA3036	0	1387
POA3036	1	4297
POA3037	0	23146
POA3037	1	25663
POA3038	0	11890
POA3038	1	14269
POA3039	0	3592
POA3039	1	9927
POA3040	0	5974
POA3040	1	18568
POA3041	0	2605
POA3041	1	9188
POA3042	0	4306
POA3042	1	10703
POA3043	0	5906
POA3043	1	10806
POA3044	0	9052
POA3044	1	16464
POA3045	0	3
POA3045	1	36
POA3046	0	16192
POA3046	1	15738
POA3047	0	12801
POA3047	1	5967
POA3048	0	12085
POA3048	1	4731
POA3049	0	2594
POA3049	1	6207
POA3050	0	28
POA3050	1	35
POA3051	0	6264
POA3051	1	6913
POA3052	0	1861
POA3052	1	3075
POA3053	0	10598
POA3053	1	6256
POA3054	0	1493
POA3054	1	6420
POA3055	0	4533
