POA_CODE_2016	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
POA2116	20-24	0	F	172
POA2116	20-24	0	M	186
POA2116	20-24	1	F	5
POA2116	20-24	1	M	9
POA2116	25-34		F	26
POA2116	25-34		M	34
POA2116	25-34	0	F	402
POA2116	25-34	0	M	376
POA2116	25-34	1	F	50
POA2116	25-34	1	M	25
POA2116	35-44		F	24
POA2116	35-44		M	26
POA2116	35-44	0	F	398
POA2116	35-44	0	M	413
POA2116	35-44	1	F	86
POA2116	35-44	1	M	47
POA2116	45-54		F	30
POA2116	45-54		M	17
POA2116	45-54	0	F	412
POA2116	45-54	0	M	392
POA2116	45-54	1	F	100
POA2116	45-54	1	M	56
POA2116	55-64		F	20
POA2116	55-64		M	29
POA2116	55-64	0	F	265
POA2116	55-64	0	M	316
POA2116	55-64	1	F	81
POA2116	55-64	1	M	44
POA2116	65-74		F	16
POA2116	65-74		M	15
POA2116	65-74	0	F	191
POA2116	65-74	0	M	167
POA2116	65-74	1	F	41
POA2116	65-74	1	M	26
POA2116	75-84		F	5
POA2116	75-84		M	11
POA2116	75-84	0	F	110
POA2116	75-84	0	M	103
POA2116	75-84	1	F	17
POA2116	75-84	1	M	19
POA2116	85+		F	8
POA2116	85+		M	3
POA2116	85+	0	F	49
POA2116	85+	0	M	43
POA2116	85+	1	F	7
POA2117	15-19		F	47
POA2117	15-19		M	43
POA2117	15-19	0	F	575
POA2117	15-19	0	M	589
POA2117	15-19	1	F	41
POA2117	15-19	1	M	46
POA2117	20-24		F	23
POA2117	20-24		M	46
POA2117	20-24	0	F	589
POA2117	20-24	0	M	564
POA2117	20-24	1	F	52
POA2117	20-24	1	M	41
POA2117	25-34		F	99
POA2117	25-34		M	100
POA2117	25-34	0	F	1375
POA2117	25-34	0	M	1317
POA2117	25-34	1	F	159
POA2117	25-34	1	M	100
POA2117	35-44		F	96
POA2117	35-44		M	92
POA2117	35-44	0	F	1273
POA2117	35-44	0	M	1240
POA2117	35-44	1	F	259
POA2117	35-44	1	M	130
POA2117	45-54		F	103
POA2117	45-54		M	106
POA2117	45-54	0	F	1215
POA2117	45-54	0	M	1163
POA2117	45-54	1	F	283
POA2117	45-54	1	M	188
POA2117	55-64		F	70
POA2117	55-64		M	80
POA2117	55-64	0	F	971
POA2117	55-64	0	M	949
POA2117	55-64	1	F	246
POA2117	55-64	1	M	202
POA2117	65-74		F	78
POA2117	65-74		M	55
POA2117	65-74	0	F	602
POA2117	65-74	0	M	589
POA2117	65-74	1	F	109
POA2117	65-74	1	M	85
POA2117	75-84		F	52
POA2117	75-84		M	40
POA2117	75-84	0	F	390
POA2117	75-84	0	M	368
POA2117	75-84	1	F	68
POA2117	75-84	1	M	54
POA2117	85+		F	25
POA2117	85+		M	17
POA2117	85+	0	F	164
POA2117	85+	0	M	104
POA2117	85+	1	F	4
POA2117	85+	1	M	9
POA2118	15-19		F	38
POA2118	15-19		M	34
POA2118	15-19	0	F	710
POA2118	15-19	0	M	830
POA2118	15-19	1	F	28
POA2118	15-19	1	M	30
POA2118	20-24		F	33
POA2118	20-24		M	35
POA2118	20-24	0	F	630
POA2118	20-24	0	M	737
POA2118	20-24	1	F	35
POA2118	20-24	1	M	37
POA2118	25-34		F	68
POA2118	25-34		M	69
POA2118	25-34	0	F	1341
POA2118	25-34	0	M	1309
POA2118	25-34	1	F	158
POA2118	25-34	1	M	81
POA2118	35-44		F	70
POA2118	35-44		M	60
POA2118	35-44	0	F	1433
POA2118	35-44	0	M	1381
POA2118	35-44	1	F	275
POA2118	35-44	1	M	178
POA2118	45-54		F	71
POA2118	45-54		M	69
POA2118	45-54	0	F	1380
POA2118	45-54	0	M	1325
POA2118	45-54	1	F	319
POA2118	45-54	1	M	189
POA2118	55-64		F	41
POA2118	55-64		M	57
POA2118	55-64	0	F	1146
POA2118	55-64	0	M	1180
POA2118	55-64	1	F	287
POA2118	55-64	1	M	214
POA2118	65-74		F	56
POA2118	65-74		M	50
POA2118	65-74	0	F	839
POA2118	65-74	0	M	796
POA2118	65-74	1	F	220
POA2118	65-74	1	M	141
POA2118	75-84		F	64
POA2118	75-84		M	60
POA2118	75-84	0	F	515
POA2118	75-84	0	M	488
POA2118	75-84	1	F	85
POA2118	75-84	1	M	66
POA2118	85+		F	73
POA2118	85+		M	38
POA2118	85+	0	F	233
POA2118	85+	0	M	141
POA2118	85+	1	F	19
POA2118	85+	1	M	19
POA2119	15-19		F	12
POA2119	15-19		M	11
POA2119	15-19	0	F	426
POA2119	15-19	0	M	370
POA2119	15-19	1	F	24
POA2119	15-19	1	M	11
POA2119	20-24		F	9
POA2119	20-24		M	13
POA2119	20-24	0	F	374
POA2119	20-24	0	M	328
POA2119	20-24	1	F	27
POA2119	20-24	1	M	23
POA2119	25-34		F	16
POA2119	25-34		M	13
POA2119	25-34	0	F	378
POA2119	25-34	0	M	361
POA2119	25-34	1	F	32
POA2119	25-34	1	M	31
POA2119	35-44		F	18
POA2119	35-44		M	22
POA2119	35-44	0	F	630
POA2119	35-44	0	M	564
POA2119	35-44	1	F	95
POA2119	35-44	1	M	59
POA2119	45-54		F	23
POA2119	45-54		M	36
POA2119	45-54	0	F	698
POA2119	45-54	0	M	725
POA2119	45-54	1	F	184
POA2119	45-54	1	M	108
POA2119	55-64		F	20
POA2119	55-64		M	27
POA2119	55-64	0	F	557
POA2119	55-64	0	M	593
POA2119	55-64	1	F	227
POA2119	55-64	1	M	128
POA2119	65-74		F	21
POA2119	65-74		M	26
POA2119	65-74	0	F	453
POA2119	65-74	0	M	458
POA2119	65-74	1	F	124
POA2119	65-74	1	M	84
POA2119	75-84		F	24
POA2119	75-84		M	24
POA2119	75-84	0	F	304
POA2119	75-84	0	M	278
POA2119	75-84	1	F	57
POA2119	75-84	1	M	41
POA2119	85+		F	24
POA2119	85+		M	13
POA2119	85+	0	F	184
POA2119	85+	0	M	118
POA2119	85+	1	F	11
POA2119	85+	1	M	18
POA2120	15-19		F	32
POA2120	15-19		M	32
POA2120	15-19	0	F	644
POA2120	15-19	0	M	711
POA2120	15-19	1	F	21
POA2120	15-19	1	M	27
POA2120	20-24		F	24
POA2120	20-24		M	32
POA2120	20-24	0	F	510
POA2120	20-24	0	M	591
POA2120	20-24	1	F	32
POA2120	20-24	1	M	34
POA2120	25-34		F	31
POA2120	25-34		M	47
POA2120	25-34	0	F	798
POA2120	25-34	0	M	806
POA2120	25-34	1	F	76
POA2120	25-34	1	M	67
POA2120	35-44		F	55
POA2120	35-44		M	69
POA2120	35-44	0	F	1289
POA2120	35-44	0	M	1224
POA2120	35-44	1	F	182
POA2120	35-44	1	M	115
POA2120	45-54		F	41
POA2120	45-54		M	56
POA2120	45-54	0	F	1269
POA2120	45-54	0	M	1230
POA2120	45-54	1	F	307
POA2120	45-54	1	M	170
POA2120	55-64		F	49
POA2120	55-64		M	51
POA2120	55-64	0	F	942
POA2120	55-64	0	M	914
POA2120	55-64	1	F	310
POA2120	55-64	1	M	192
POA2120	65-74		F	42
POA2120	65-74		M	34
POA2120	65-74	0	F	747
POA2120	65-74	0	M	694
POA2120	65-74	1	F	148
POA2120	65-74	1	M	130
POA2120	75-84		F	38
POA2120	75-84		M	27
POA2120	75-84	0	F	448
POA2120	75-84	0	M	395
POA2120	75-84	1	F	68
POA2120	75-84	1	M	65
POA2120	85+		F	36
POA2120	85+		M	16
POA2120	85+	0	F	199
POA2120	85+	0	M	114
POA2120	85+	1	F	3
POA2120	85+	1	M	17
POA2121	15-19		F	25
POA2121	15-19		M	52
POA2121	15-19	0	F	825
POA2121	15-19	0	M	945
POA2121	15-19	1	F	42
POA2121	15-19	1	M	40
POA2121	20-24		F	42
POA2121	20-24		M	48
POA2121	20-24	0	F	999
POA2121	20-24	0	M	1093
POA2121	20-24	1	F	56
POA2121	20-24	1	M	44
POA2121	25-34		F	75
POA2121	25-34		M	85
POA2121	25-34	0	F	1798
POA2121	25-34	0	M	1850
POA2121	25-34	1	F	134
POA2121	25-34	1	M	106
POA2121	35-44		F	67
POA2121	35-44		M	60
POA2121	35-44	0	F	1711
POA2121	35-44	0	M	1616
POA2121	35-44	1	F	274
POA2121	35-44	1	M	180
POA2121	45-54		F	55
POA2121	45-54		M	49
POA2121	45-54	0	F	1580
POA2121	45-54	0	M	1487
POA2121	45-54	1	F	351
POA2121	45-54	1	M	256
POA2121	55-64		F	56
POA2121	55-64		M	50
POA2121	55-64	0	F	1310
POA2121	55-64	0	M	1384
POA2121	55-64	1	F	396
POA2121	55-64	1	M	238
POA2121	65-74		F	54
POA2121	65-74		M	38
POA2121	65-74	0	F	796
POA2121	65-74	0	M	867
POA2121	65-74	1	F	168
POA2121	65-74	1	M	131
POA2121	75-84		F	69
POA2121	75-84		M	41
POA2121	75-84	0	F	555
POA2121	75-84	0	M	430
POA2121	75-84	1	F	82
POA2121	75-84	1	M	83
POA2121	85+		F	44
POA2121	85+		M	24
POA2121	85+	0	F	304
POA2121	85+	0	M	175
POA2121	85+	1	F	13
POA2121	85+	1	M	28
POA2122	15-19		F	48
POA2122	15-19		M	48
POA2122	15-19	0	F	675
POA2122	15-19	0	M	756
POA2122	15-19	1	F	41
POA2122	15-19	1	M	49
POA2122	20-24		F	67
POA2122	20-24		M	74
POA2122	20-24	0	F	1508
POA2122	20-24	0	M	1440
POA2122	20-24	1	F	65
POA2122	20-24	1	M	79
POA2122	25-34		F	141
POA2122	25-34		M	132
POA2122	25-34	0	F	2556
POA2122	25-34	0	M	2518
POA2122	25-34	1	F	185
POA2122	25-34	1	M	133
POA2122	35-44		F	79
POA2122	35-44		M	89
POA2122	35-44	0	F	1728
POA2122	35-44	0	M	1725
POA2122	35-44	1	F	268
POA2122	35-44	1	M	196
POA2122	45-54		F	84
POA2122	45-54		M	85
POA2122	45-54	0	F	1551
POA2122	45-54	0	M	1411
POA2122	45-54	1	F	335
POA2122	45-54	1	M	246
POA2122	55-64		F	71
POA2122	55-64		M	74
POA2122	55-64	0	F	1410
POA2122	55-64	0	M	1297
POA2122	55-64	1	F	392
POA2122	55-64	1	M	222
POA2122	65-74		F	85
POA2122	65-74		M	71
POA2122	65-74	0	F	942
POA2122	65-74	0	M	920
POA2122	65-74	1	F	235
POA2122	65-74	1	M	128
POA2122	75-84		F	95
POA2122	75-84		M	55
POA2122	75-84	0	F	685
POA2122	75-84	0	M	519
POA2122	75-84	1	F	90
POA2122	75-84	1	M	73
POA2122	85+		F	116
POA2122	85+		M	39
POA2122	85+	0	F	449
POA2122	85+	0	M	275
POA2122	85+	1	F	34
POA2122	85+	1	M	23
POA2125	15-19		F	18
POA2125	15-19		M	25
POA2125	15-19	0	F	536
POA2125	15-19	0	M	560
POA2125	15-19	1	F	34
POA2125	15-19	1	M	38
POA2125	20-24		F	10
POA2125	20-24		M	15
POA2125	20-24	0	F	495
POA2125	20-24	0	M	525
POA2125	20-24	1	F	30
POA2125	20-24	1	M	25
POA2125	25-34		F	24
POA2125	25-34		M	32
POA2125	25-34	0	F	696
POA2125	25-34	0	M	723
POA2125	25-34	1	F	70
POA2125	25-34	1	M	55
POA2125	35-44		F	35
POA2125	35-44		M	33
POA2125	35-44	0	F	878
POA2125	35-44	0	M	839
POA2125	35-44	1	F	139
POA2125	35-44	1	M	95
POA2125	45-54		F	39
POA2125	45-54		M	27
POA2125	45-54	0	F	980
POA2125	45-54	0	M	923
POA2125	45-54	1	F	248
POA2125	45-54	1	M	150
POA2125	55-64		F	39
POA2125	55-64		M	29
POA2125	55-64	0	F	966
POA2125	55-64	0	M	970
POA2125	55-64	1	F	337
POA2125	55-64	1	M	186
POA2125	65-74		F	23
POA2125	65-74		M	28
POA2125	65-74	0	F	641
POA2125	65-74	0	M	711
POA2125	65-74	1	F	126
POA2125	65-74	1	M	99
POA2125	75-84		F	22
POA2125	75-84		M	24
POA2125	75-84	0	F	257
POA2125	75-84	0	M	238
POA2125	75-84	1	F	43
POA2125	75-84	1	M	37
POA2125	85+		F	23
POA2125	85+		M	7
POA2125	85+	0	F	146
POA2125	85+	0	M	74
POA2125	85+	1	F	9
POA2125	85+	1	M	11
POA2126	15-19		F	23
POA2126	15-19		M	26
POA2126	15-19	0	F	663
POA2126	15-19	0	M	801
POA2126	15-19	1	F	41
POA2126	15-19	1	M	37
POA2126	20-24		F	20
POA2126	20-24		M	21
POA2126	20-24	0	F	540
POA2126	20-24	0	M	615
POA2126	20-24	1	F	43
POA2126	20-24	1	M	38
POA2126	25-34		F	30
POA2126	25-34		M	27
POA2126	25-34	0	F	662
POA2126	25-34	0	M	721
POA2126	25-34	1	F	71
POA2126	25-34	1	M	51
POA2126	35-44		F	31
POA2126	35-44		M	40
POA2126	35-44	0	F	1094
POA2126	35-44	0	M	908
POA2126	35-44	1	F	156
POA2126	35-44	1	M	96
POA2126	45-54		F	39
POA2126	45-54		M	38
POA2126	45-54	0	F	1275
POA2126	45-54	0	M	1235
POA2126	45-54	1	F	291
POA2126	45-54	1	M	161
POA2126	55-64		F	23
POA2126	55-64		M	37
POA2126	55-64	0	F	1005
POA2126	55-64	0	M	1050
POA2126	55-64	1	F	313
POA2126	55-64	1	M	205
POA2126	65-74		F	34
POA2126	65-74		M	27
POA2126	65-74	0	F	648
POA2126	65-74	0	M	677
POA2126	65-74	1	F	161
POA2126	65-74	1	M	114
POA2126	75-84		F	37
POA2126	75-84		M	20
POA2126	75-84	0	F	354
POA2126	75-84	0	M	281
POA2126	75-84	1	F	60
POA2126	75-84	1	M	38
POA2126	85+		F	33
POA2126	85+		M	18
POA2126	85+	0	F	254
POA2126	85+	0	M	122
POA2126	85+	1	F	13
POA2126	85+	1	M	9
POA2127	15-19		F	26
POA2127	15-19		M	15
POA2127	15-19	0	F	212
POA2127	15-19	0	M	195
POA2127	15-19	1	F	8
POA2127	15-19	1	M	3
POA2127	20-24		F	84
POA2127	20-24		M	57
POA2127	20-24	0	F	414
POA2127	20-24	0	M	321
POA2127	20-24	1	F	22
POA2127	20-24	1	M	16
POA2127	25-34		F	287
POA2127	25-34		M	283
POA2127	25-34	0	F	1857
POA2127	25-34	0	M	1735
POA2127	25-34	1	F	149
POA2127	25-34	1	M	100
POA2127	35-44		F	116
POA2127	35-44		M	132
POA2127	35-44	0	F	1110
POA2127	35-44	0	M	1200
POA2127	35-44	1	F	117
POA2127	35-44	1	M	96
POA2127	45-54		F	78
POA2127	45-54		M	86
POA2127	45-54	0	F	628
POA2127	45-54	0	M	635
POA2127	45-54	1	F	95
POA2127	45-54	1	M	74
POA2127	55-64		F	55
POA2127	55-64		M	49
POA2127	55-64	0	F	459
POA2127	55-64	0	M	439
POA2127	55-64	1	F	82
POA2127	55-64	1	M	54
POA2127	65-74		F	28
POA2127	65-74		M	27
POA2127	65-74	0	F	225
POA2127	65-74	0	M	201
POA2127	65-74	1	F	45
POA2127	65-74	1	M	36
POA2127	75-84		F	10
POA2127	75-84		M	5
POA2127	75-84	0	F	53
POA2127	75-84	0	M	73
POA2127	75-84	1	F	5
POA2127	75-84	1	M	4
POA2127	85+		F	8
POA2127	85+	0	F	28
POA2127	85+	0	M	13
POA2128	15-19		F	19
POA2128	15-19		M	28
POA2128	15-19	0	F	51
POA2128	15-19	0	M	50
POA2128	15-19	1	M	5
POA2128	20-24		F	47
POA2128	20-24		M	218
POA2128	20-24	0	F	57
POA2128	20-24	0	M	69
POA2128	20-24	1	F	6
POA2128	20-24	1	M	3
POA2128	25-34		F	137
POA2128	25-34		M	575
POA2128	25-34	0	F	199
POA2128	25-34	0	M	253
POA2128	25-34	1	F	32
POA2128	25-34	1	M	19
POA2128	35-44		F	107
POA2128	35-44		M	443
POA2128	35-44	0	F	156
POA2128	35-44	0	M	209
POA2128	35-44	1	F	38
POA2128	35-44	1	M	18
POA2128	45-54		F	40
POA2128	45-54		M	224
POA2128	45-54	0	F	85
POA2128	45-54	0	M	111
POA2128	45-54	1	F	25
POA2128	45-54	1	M	17
POA2128	55-64		F	19
POA2128	55-64		M	76
POA2128	55-64	0	F	74
POA2128	55-64	0	M	82
POA2128	55-64	1	F	18
POA2128	55-64	1	M	7
POA2128	65-74		M	38
POA2128	65-74	0	F	26
POA2128	65-74	0	M	48
POA2128	65-74	1	F	8
POA2128	65-74	1	M	3
POA2128	75-84		F	6
POA2128	75-84		M	7
POA2128	75-84	0	F	8
POA2128	75-84	0	M	6
POA2128	85+	0	F	6
POA2128	85+	0	M	3
POA2130	15-19		F	9
POA2130	15-19		M	5
POA2130	15-19	0	F	95
POA2130	15-19	0	M	145
POA2130	15-19	1	F	10
POA2130	15-19	1	M	9
POA2130	20-24		F	20
POA2130	20-24		M	12
POA2130	20-24	0	F	228
POA2130	20-24	0	M	179
POA2130	20-24	1	F	15
POA2130	20-24	1	M	10
POA2130	25-34		F	55
POA2130	25-34		M	47
POA2130	25-34	0	F	744
POA2130	25-34	0	M	649
POA2130	25-34	1	F	63
POA2130	25-34	1	M	30
POA2130	35-44		F	50
POA2130	35-44		M	54
POA2130	35-44	0	F	557
POA2130	35-44	0	M	546
POA2130	35-44	1	F	87
POA2130	35-44	1	M	42
POA2130	45-54		F	34
POA2130	45-54		M	55
POA2130	45-54	0	F	372
POA2130	45-54	0	M	395
POA2130	45-54	1	F	94
POA2130	45-54	1	M	73
POA2130	55-64		F	20
POA2130	55-64		M	29
POA2130	55-64	0	F	260
POA2130	55-64	0	M	289
POA2130	55-64	1	F	88
POA2130	55-64	1	M	40
POA2130	65-74		F	13
POA2130	65-74		M	25
POA2130	65-74	0	F	172
POA2130	65-74	0	M	167
POA2130	65-74	1	F	37
POA2130	65-74	1	M	28
POA2130	75-84		F	12
POA2130	75-84		M	6
POA2130	75-84	0	F	82
POA2130	75-84	0	M	93
POA2130	75-84	1	F	6
POA2130	75-84	1	M	12
POA2130	85+		F	13
POA2130	85+		M	4
POA2130	85+	0	F	84
POA2130	85+	0	M	37
POA2130	85+	1	F	3
POA2131	15-19		F	39
POA2131	15-19		M	44
POA2131	15-19	0	F	407
POA2131	15-19	0	M	455
POA2131	15-19	1	F	21
POA2131	15-19	1	M	26
POA2131	20-24		F	98
POA2131	20-24		M	82
POA2131	20-24	0	F	972
POA2131	20-24	0	M	985
POA2131	20-24	1	F	43
POA2131	20-24	1	M	47
POA2131	25-34		F	225
POA2131	25-34		M	244
POA2131	25-34	0	F	2523
POA2131	25-34	0	M	2682
POA2131	25-34	1	F	165
POA2131	25-34	1	M	141
POA2131	35-44		F	133
POA2131	35-44		M	128
POA2131	35-44	0	F	1363
POA2131	35-44	0	M	1425
POA2131	35-44	1	F	195
POA2131	35-44	1	M	142
POA2131	45-54		F	98
POA2131	45-54		M	112
POA2131	45-54	0	F	1006
POA2131	45-54	0	M	1059
POA2131	45-54	1	F	277
POA2131	45-54	1	M	162
POA2131	55-64		F	89
POA2131	55-64		M	80
POA2131	55-64	0	F	872
POA2131	55-64	0	M	875
POA2131	55-64	1	F	230
POA2131	55-64	1	M	134
POA2131	65-74		F	61
POA2131	65-74		M	79
POA2131	65-74	0	F	560
POA2131	65-74	0	M	598
POA2131	65-74	1	F	129
POA2131	65-74	1	M	84
POA2131	75-84		F	70
POA2131	75-84		M	59
POA2131	75-84	0	F	481
POA2131	75-84	0	M	389
POA2131	75-84	1	F	58
POA2131	75-84	1	M	40
POA2131	85+		F	52
POA2131	85+		M	44
POA2131	85+	0	F	404
POA2131	85+	0	M	175
POA2131	85+	1	F	8
POA2131	85+	1	M	21
POA2132	15-19		F	16
POA2132	15-19		M	16
POA2132	15-19	0	F	334
POA2132	15-19	0	M	235
POA2132	15-19	1	F	10
POA2132	15-19	1	M	17
POA2132	20-24		F	11
POA2132	20-24		M	20
POA2132	20-24	0	F	321
POA2132	20-24	0	M	304
POA2132	20-24	1	F	15
POA2132	20-24	1	M	21
POA2132	25-34		F	54
POA2132	25-34		M	44
POA2132	25-34	0	F	613
POA2132	25-34	0	M	653
POA2132	25-34	1	F	65
POA2132	25-34	1	M	42
POA2132	35-44		F	40
POA2132	35-44		M	36
POA2132	35-44	0	F	604
POA2132	35-44	0	M	579
POA2132	35-44	1	F	122
POA2132	35-44	1	M	85
POA2132	45-54		F	36
POA2132	45-54		M	35
POA2132	45-54	0	F	559
POA2132	45-54	0	M	594
POA2132	45-54	1	F	153
POA2132	45-54	1	M	102
POA2132	55-64		F	43
POA2132	55-64		M	56
POA2132	55-64	0	F	464
POA2132	55-64	0	M	454
POA2132	55-64	1	F	150
POA2132	55-64	1	M	102
POA2132	65-74		F	30
POA2132	65-74		M	32
POA2132	65-74	0	F	339
POA2132	65-74	0	M	310
POA2132	65-74	1	F	101
POA2132	65-74	1	M	46
POA2132	75-84		F	26
POA2132	75-84		M	26
POA2132	75-84	0	F	295
POA2132	75-84	0	M	238
POA2132	75-84	1	F	46
POA2132	75-84	1	M	42
POA2132	85+		F	17
POA2132	85+		M	13
POA2132	85+	0	F	172
POA2132	85+	0	M	90
POA2132	85+	1	F	13
POA2132	85+	1	M	13
POA2133	15-19		F	17
POA2133	15-19		M	26
POA2133	15-19	0	F	305
POA2133	15-19	0	M	296
POA2133	15-19	1	F	18
POA2133	15-19	1	M	19
POA2133	20-24		F	15
POA2133	20-24		M	19
POA2133	20-24	0	F	286
POA2133	20-24	0	M	293
POA2133	20-24	1	F	38
POA2133	20-24	1	M	25
POA2133	25-34		F	44
POA2133	25-34		M	35
POA2133	25-34	0	F	658
POA2133	25-34	0	M	635
POA2133	25-34	1	F	81
POA2133	25-34	1	M	39
POA2133	35-44		F	45
POA2133	35-44		M	41
POA2133	35-44	0	F	716
POA2133	35-44	0	M	651
POA2133	35-44	1	F	132
POA2133	35-44	1	M	83
POA2133	45-54		F	54
POA2133	45-54		M	46
POA2133	45-54	0	F	630
POA2133	45-54	0	M	634
POA2133	45-54	1	F	197
POA2133	45-54	1	M	97
POA2133	55-64		F	26
POA2133	55-64		M	19
POA2133	55-64	0	F	469
POA2133	55-64	0	M	458
POA2133	55-64	1	F	135
POA2133	55-64	1	M	82
POA2133	65-74		F	43
POA2133	65-74		M	23
POA2133	65-74	0	F	382
POA2133	65-74	0	M	346
POA2133	65-74	1	F	77
POA2133	65-74	1	M	47
POA2133	75-84		F	20
POA2133	75-84		M	18
POA2133	75-84	0	F	236
POA2133	75-84	0	M	169
POA2133	75-84	1	F	40
POA2133	75-84	1	M	23
POA2133	85+		F	18
POA2133	85+		M	3
POA2133	85+	0	F	116
POA2133	85+	0	M	72
POA2133	85+	1	F	3
POA2133	85+	1	M	7
POA2134	15-19		F	40
POA2134	15-19		M	25
POA2134	15-19	0	F	417
POA2134	15-19	0	M	351
POA2134	15-19	1	F	22
POA2134	15-19	1	M	23
POA2134	20-24		F	94
POA2134	20-24		M	100
POA2134	20-24	0	F	1210
POA2134	20-24	0	M	1141
POA2134	20-24	1	F	44
POA2134	20-24	1	M	48
POA2134	25-34		F	148
POA2134	25-34		M	137
POA2134	25-34	0	F	1953
POA2134	25-34	0	M	1832
POA2134	25-34	1	F	108
POA2134	25-34	1	M	79
POA2134	35-44		F	68
POA2134	35-44		M	60
POA2134	35-44	0	F	698
POA2134	35-44	0	M	693
POA2134	35-44	1	F	107
POA2134	35-44	1	M	79
POA2134	45-54		F	55
POA2134	45-54		M	58
POA2134	45-54	0	F	665
POA2134	45-54	0	M	583
POA2134	45-54	1	F	155
POA2134	45-54	1	M	99
POA2134	55-64		F	46
POA2134	55-64		M	49
POA2134	55-64	0	F	565
POA2134	55-64	0	M	541
POA2134	55-64	1	F	137
POA2134	55-64	1	M	113
POA2134	65-74		F	33
POA2134	65-74		M	26
POA2134	65-74	0	F	341
POA2134	65-74	0	M	350
POA2134	65-74	1	F	88
POA2134	65-74	1	M	55
POA2134	75-84		F	32
POA2134	75-84		M	30
POA2134	75-84	0	F	296
POA2134	75-84	0	M	237
POA2134	75-84	1	F	38
POA2134	75-84	1	M	30
POA2134	85+		F	36
POA2134	85+		M	20
POA2134	85+	0	F	175
POA2134	85+	0	M	120
POA2134	85+	1	F	13
POA2134	85+	1	M	10
POA2135	15-19		F	44
POA2135	15-19		M	70
POA2135	15-19	0	F	699
POA2135	15-19	0	M	678
POA2135	15-19	1	F	56
POA2135	15-19	1	M	42
POA2135	20-24		F	101
POA2135	20-24		M	147
POA2135	20-24	0	F	1226
POA2135	20-24	0	M	1336
POA2135	20-24	1	F	72
POA2135	20-24	1	M	76
POA2135	25-34		F	205
POA2135	25-34		M	252
POA2135	25-34	0	F	2267
POA2135	25-34	0	M	2869
POA2135	25-34	1	F	159
POA2135	25-34	1	M	123
POA2135	35-44		F	117
POA2135	35-44		M	120
POA2135	35-44	0	F	1121
POA2135	35-44	0	M	1180
POA2135	35-44	1	F	187
POA2135	35-44	1	M	145
POA2135	45-54		F	98
POA2135	45-54		M	80
POA2135	45-54	0	F	1151
POA2135	45-54	0	M	1061
POA2135	45-54	1	F	315
POA2135	45-54	1	M	195
POA2135	55-64		F	56
POA2135	55-64		M	74
POA2135	55-64	0	F	912
POA2135	55-64	0	M	936
POA2135	55-64	1	F	298
POA2135	55-64	1	M	184
POA2135	65-74		F	61
POA2135	65-74		M	63
POA2135	65-74	0	F	635
POA2135	65-74	0	M	611
POA2135	65-74	1	F	140
POA2135	65-74	1	M	111
POA2135	75-84		F	63
POA2135	75-84		M	34
POA2135	75-84	0	F	512
POA2135	75-84	0	M	407
POA2135	75-84	1	F	73
POA2135	75-84	1	M	36
POA2135	85+		F	42
POA2135	85+		M	34
POA2135	85+	0	F	374
POA2135	85+	0	M	192
POA2135	85+	1	F	22
POA2135	85+	1	M	25
POA2136	15-19		F	10
POA2136	15-19		M	22
POA2136	15-19	0	F	214
POA2136	15-19	0	M	222
POA2136	15-19	1	F	10
POA2136	15-19	1	M	9
POA2136	20-24		F	21
POA2136	20-24		M	20
POA2136	20-24	0	F	243
POA2136	20-24	0	M	244
POA2136	20-24	1	F	21
POA2136	20-24	1	M	17
POA2136	25-34		F	38
POA2136	25-34		M	32
POA2136	25-34	0	F	452
POA2136	25-34	0	M	491
POA2136	25-34	1	F	51
POA2136	25-34	1	M	43
POA2136	35-44		F	34
POA2136	35-44		M	25
POA2136	35-44	0	F	368
POA2136	35-44	0	M	421
POA2136	35-44	1	F	85
POA2136	35-44	1	M	44
POA2136	45-54		F	27
POA2136	45-54		M	43
POA2136	45-54	0	F	392
POA2136	45-54	0	M	375
POA2136	45-54	1	F	106
POA2136	45-54	1	M	64
POA2136	55-64		F	32
POA2136	55-64		M	14
POA2136	55-64	0	F	326
POA2136	55-64	0	M	325
POA2136	55-64	1	F	101
POA2136	55-64	1	M	54
POA2136	65-74		F	26
POA2136	65-74		M	12
POA2136	65-74	0	F	242
POA2136	65-74	0	M	207
POA2136	65-74	1	F	52
POA2136	65-74	1	M	38
POA2136	75-84		F	25
POA2136	75-84		M	8
POA2136	75-84	0	F	156
POA2136	75-84	0	M	133
POA2136	75-84	1	F	20
POA2136	75-84	1	M	21
POA2136	85+		F	21
POA2136	85+		M	9
POA2136	85+	0	F	74
POA2136	85+	0	M	47
POA2136	85+	1	F	3
POA2136	85+	1	M	7
POA2137	15-19		F	41
POA2137	15-19		M	41
POA2137	15-19	0	F	648
POA2137	15-19	0	M	609
POA2137	15-19	1	F	31
POA2137	15-19	1	M	41
POA2137	20-24		F	76
POA2137	20-24		M	86
POA2137	20-24	0	F	720
POA2137	20-24	0	M	722
POA2137	20-24	1	F	34
POA2137	20-24	1	M	33
POA2137	25-34		F	149
POA2137	25-34		M	182
POA2137	25-34	0	F	1734
POA2137	25-34	0	M	1741
POA2137	25-34	1	F	134
POA2137	25-34	1	M	88
POA2137	35-44		F	99
POA2137	35-44		M	98
POA2137	35-44	0	F	1545
POA2137	35-44	0	M	1571
POA2137	35-44	1	F	273
POA2137	35-44	1	M	169
POA2137	45-54		F	113
