POA_CODE_2016	PrivateDwelling	persons
POA2052	0	2878
POA2052	1	781
POA2060	0	2256
POA2060	1	12093
POA2061	0	715
POA2061	1	5259
POA2062	0	351
POA2062	1	6504
POA2063	0	336
POA2063	1	5848
POA2064	0	449
POA2064	1	8938
POA2065	0	3506
POA2065	1	27452
POA2066	0	1906
POA2066	1	29433
POA2067	0	2240
POA2067	1	24374
POA2068	0	737
POA2068	1	15791
POA2069	0	535
POA2069	1	13464
POA2070	0	433
POA2070	1	12809
POA2071	0	539
POA2071	1	12837
POA2072	0	419
POA2072	1	7149
POA2073	0	466
POA2073	1	15680
POA2074	0	1141
POA2074	1	20740
POA2075	0	456
POA2075	1	19684
POA2076	0	2426
POA2076	1	22416
POA2077	0	1964
POA2077	1	35792
POA2079	0	113
POA2079	1	6837
POA2080	0	66
POA2080	1	1626
POA2081	0	98
POA2081	1	5132
POA2082	0	148
POA2082	1	5155
POA2083	0	101
POA2083	1	1394
POA2084	0	382
POA2084	1	3278
POA2085	0	648
POA2085	1	10844
POA2086	0	289
POA2086	1	12920
POA2087	0	354
POA2087	1	12253
POA2088	0	2136
POA2088	1	25708
POA2089	0	1153
POA2089	1	10468
POA2090	0	1042
POA2090	1	12516
POA2092	0	204
POA2092	1	6785
POA2093	0	991
POA2093	1	21352
POA2094	0	238
POA2094	1	5451
POA2095	0	2184
POA2095	1	13985
POA2096	0	934
POA2096	1	13334
POA2097	0	895
POA2097	1	14409
POA2099	0	2153
POA2099	1	37159
POA2100	0	910
POA2100	1	19646
POA2101	0	1573
POA2101	1	17555
POA2102	0	387
POA2102	1	6880
POA2103	0	738
POA2103	1	9796
POA2104	0	248
POA2104	1	3247
POA2105	0	155
POA2105	1	1621
POA2106	0	274
POA2106	1	8775
POA2107	0	528
POA2107	1	13647
POA2108	0	155
POA2108	1	1366
POA2109	0	1766
POA2109	1	1658
POA2110	0	1522
POA2110	1	8636
POA2111	0	785
POA2111	1	13447
POA2112	0	1689
POA2112	1	30957
POA2113	0	1576
POA2113	1	17305
POA2114	0	966
POA2114	1	22968
POA2115	0	480
POA2115	1	10074
POA2116	0	230
POA2116	1	6334
POA2117	0	1145
POA2117	1	19994
POA2118	0	742
POA2118	1	23338
POA2119	0	399
POA2119	1	11099
POA2120	0	677
POA2120	1	19247
POA2121	0	711
POA2121	1	27200
POA2122	0	1498
POA2122	1	29515
POA2125	0	298
POA2125	1	15861
POA2126	0	532
POA2126	1	18053
POA2127	0	1922
POA2127	1	13035
POA2128	0	1981
POA2128	1	2147
POA2130	0	782
POA2130	1	6503
POA2131	0	2395
POA2131	1	21356
POA2132	0	773
POA2132	1	9771
POA2133	0	375
POA2133	1	10508
POA2134	0	1257
POA2134	1	14784
POA2135	0	1694
POA2135	1	23427
POA2136	0	387
POA2136	1	6946
POA2137	0	1249
POA2137	1	24743
POA2138	0	1014
POA2138	1	18834
POA2139	0	595
POA2139	1	3
POA2140	0	1305
POA2140	1	14552
POA2141	0	1602
POA2141	1	27161
POA2142	0	2154
POA2142	1	24341
POA2143	0	338
POA2143	1	8562
POA2144	0	2028
POA2144	1	35218
POA2145	0	6345
POA2145	1	74103
POA2146	0	661
POA2146	1	16646
POA2147	0	1443
POA2147	1	34669
POA2148	0	3312
POA2148	1	59545
POA2150	0	4292
POA2150	1	28194
POA2151	0	2300
POA2151	1	19114
POA2152	0	443
POA2152	1	10601
POA2153	0	1909
POA2153	1	54503
POA2154	0	1639
POA2154	1	37643
POA2155	0	1367
POA2155	1	53522
POA2156	0	331
POA2156	1	12429
POA2157	0	192
POA2157	1	3471
POA2158	0	481
POA2158	1	8002
POA2159	0	218
POA2159	1	4714
POA2160	0	1718
POA2160	1	34050
POA2161	0	1979
POA2161	1	29340
POA2162	0	939
POA2162	1	17589
POA2163	0	1206
POA2163	1	8441
POA2164	0	768
POA2164	1	18752
POA2165	0	1782
POA2165	1	40365
POA2166	0	2460
POA2166	1	49940
POA2167	0	797
POA2167	1	8745
POA2168	0	2296
POA2168	1	41158
POA2170	0	8591
POA2170	1	97093
POA2171	0	1254
POA2171	1	33464
POA2172	0	61
POA2172	1	2692
POA2173	0	1222
POA2173	1	13435
POA2174	0	142
POA2174	1	2102
POA2175	0	125
POA2175	1	1697
POA2176	0	1666
POA2176	1	46178
POA2177	0	503
POA2177	1	15493
POA2178	0	405
POA2178	1	3814
POA2179	0	717
POA2179	1	5703
POA2190	0	1514
POA2190	1	24032
POA2191	0	202
POA2191	1	6096
POA2192	0	741
POA2192	1	11855
POA2193	0	702
POA2193	1	14434
POA2194	0	1533
POA2194	1	22958
POA2195	0	1701
POA2195	1	25320
POA2196	0	1609
POA2196	1	30090
POA2197	0	588
POA2197	1	8640
POA2198	0	615
POA2198	1	8388
POA2199	0	1135
POA2199	1	16769
POA2200	0	3421
POA2200	1	40492
POA2203	0	886
POA2203	1	12639
POA2204	0	2299
POA2204	1	23761
POA2205	0	1582
POA2205	1	18000
POA2206	0	1195
POA2206	1	18083
POA2207	0	2319
POA2207	1	26078
POA2208	0	391
POA2208	1	12002
POA2209	0	559
POA2209	1	15169
POA2210	0	1399
POA2210	1	28952
POA2211	0	797
POA2211	1	15933
POA2212	0	749
POA2212	1	14961
POA2213	0	713
POA2213	1	20886
POA2214	0	231
POA2214	1	3735
POA2216	0	2084
POA2216	1	26018
POA2217	0	2189
POA2217	1	25190
POA2218	0	603
POA2218	1	15679
POA2219	0	638
POA2219	1	12465
POA2220	0	1348
POA2220	1	31055
POA2221	0	715
POA2221	1	15597
POA2222	0	587
POA2222	1	12080
POA2223	0	882
POA2223	1	19730
POA2224	0	807
POA2224	1	13301
POA2225	0	103
POA2225	1	5193
POA2226	0	436
POA2226	1	11782
POA2227	0	416
POA2227	1	13934
POA2228	0	1074
POA2228	1	17019
POA2229	0	1545
POA2229	1	27055
POA2230	0	1865
POA2230	1	26357
POA2231	0	67
POA2231	1	2173
POA2232	0	1490
POA2232	1	30892
POA2233	0	756
POA2233	1	28366
POA2234	0	810
POA2234	1	29390
POA2250	0	4725
POA2250	1	61891
POA2251	0	1396
POA2251	1	30588
POA2256	0	1105
POA2256	1	14454
POA2257	0	1600
POA2257	1	27000
POA2258	0	201
POA2258	1	4880
POA2259	0	3731
POA2259	1	55194
POA2260	0	1109
POA2260	1	21911
POA2261	0	3214
POA2261	1	48821
POA2262	0	765
POA2262	1	19732
POA2263	0	1784
POA2263	1	22105
POA2264	0	710
POA2264	1	13195
POA2265	0	604
POA2265	1	5126
POA2267	0	70
POA2267	1	2579
POA2278	0	77
POA2278	1	2450
POA2280	0	933
POA2280	1	25315
POA2281	0	539
POA2281	1	13407
POA2282	0	461
POA2282	1	13964
POA2283	0	1187
POA2283	1	21514
POA2284	0	532
POA2284	1	9737
POA2285	0	1120
POA2285	1	29074
POA2286	0	130
POA2286	1	3740
POA2287	0	1378
POA2287	1	34437
POA2289	0	538
POA2289	1	18230
POA2290	0	1578
POA2290	1	31272
POA2291	0	476
POA2291	1	12482
POA2292	0	84
POA2292	1	2344
POA2293	0	163
POA2293	1	2323
POA2294	0	118
POA2294	1	1756
POA2295	0	811
POA2295	1	6030
POA2296	0	104
POA2296	1	1714
POA2297	0	122
POA2297	1	1527
POA2298	0	1031
POA2298	1	8508
POA2299	0	468
POA2299	1	10606
POA2300	0	1352
POA2300	1	9169
POA2302	0	352
POA2302	1	434
POA2303	0	593
POA2303	1	8410
POA2304	0	1348
POA2304	1	13637
POA2305	0	1304
POA2305	1	11896
POA2306	0	193
POA2306	1	3162
POA2307	0	148
POA2307	1	3776
POA2308	0	1510
POA2308	1	25
POA2311	0	61
POA2311	1	790
POA2312	0	60
POA2312	1	1364
POA2314	0	341
POA2314	1	3
POA2315	0	1981
POA2315	1	12860
POA2316	0	462
POA2316	1	5212
POA2317	0	518
POA2317	1	5689
POA2318	0	764
POA2318	1	11131
POA2319	0	414
POA2319	1	6149
POA2320	0	2506
POA2320	1	32077
POA2321	0	532
POA2321	1	13823
POA2322	0	603
POA2322	1	17511
POA2323	0	1328
POA2323	1	24027
POA2324	0	1837
POA2324	1	21540
POA2325	0	3401
POA2325	1	24856
POA2326	0	363
POA2326	1	6779
POA2327	0	512
POA2327	1	7073
POA2328	0	258
POA2328	1	2207
POA2329	0	247
POA2329	1	1869
POA2330	0	1821
POA2330	1	18311
POA2331	0	588
POA2333	0	1260
POA2333	1	12418
POA2334	0	84
POA2334	1	2734
POA2335	0	346
POA2335	1	5737
POA2336	0	199
POA2336	1	2355
POA2337	0	935
POA2337	1	6916
POA2338	0	162
POA2338	1	1249
POA2339	0	104
POA2339	1	572
POA2340	0	5024
POA2340	1	44028
POA2341	0	149
POA2341	1	1379
POA2342	0	45
POA2342	1	410
POA2343	0	420
POA2343	1	4423
POA2344	0	72
POA2344	1	668
POA2345	0	44
POA2345	1	668
POA2346	0	327
POA2346	1	2795
POA2347	0	203
POA2347	1	1676
POA2350	0	3106
POA2350	1	21899
POA2351	0	1595
POA2351	1	11
POA2352	0	96
POA2352	1	2583
POA2353	0	137
POA2353	1	965
POA2354	0	451
POA2354	1	3121
POA2355	0	86
POA2355	1	562
POA2356	0	13
POA2356	1	141
POA2357	0	635
POA2357	1	3558
POA2358	0	263
POA2358	1	3420
POA2359	0	68
POA2359	1	663
POA2360	0	1365
POA2360	1	13066
POA2361	0	107
POA2361	1	792
POA2365	0	307
POA2365	1	3318
POA2369	0	89
POA2369	1	808
POA2370	0	1016
POA2370	1	6570
POA2371	0	126
POA2371	1	1013
POA2372	0	653
POA2372	1	4156
POA2379	0	24
POA2379	1	296
POA2380	0	989
POA2380	1	9437
POA2381	0	79
POA2381	1	1089
POA2382	0	266
POA2382	1	1196
POA2386	0	92
POA2386	1	296
POA2387	0	38
POA2387	1	156
POA2388	0	410
POA2388	1	2273
POA2390	0	1248
POA2390	1	7747
POA2395	0	61
POA2395	1	596
POA2396	0	56
POA2396	1	812
POA2397	0	38
POA2397	1	333
POA2398	0	22
POA2398	1	200
POA2399	0	89
POA2399	1	490
POA2400	0	1839
POA2400	1	8686
POA2401	0	25
POA2401	1	301
POA2402	0	186
POA2402	1	1606
POA2403	0	66
POA2403	1	652
POA2404	0	257
POA2404	1	1584
POA2405	0	90
POA2405	1	406
POA2406	0	121
POA2406	1	696
POA2408	0	52
POA2408	1	325
POA2409	0	101
POA2409	1	935
POA2410	0	34
POA2410	1	239
POA2411	0	14
POA2411	1	99
POA2415	0	79
POA2415	1	343
POA2420	0	369
POA2420	1	3559
POA2421	0	198
POA2421	1	1698
POA2422	0	430
POA2422	1	4776
POA2423	0	357
POA2423	1	2654
POA2424	0	48
POA2424	1	385
POA2425	0	123
POA2425	1	1630
POA2426	0	65
POA2426	1	636
POA2427	0	185
POA2427	1	2828
POA2428	0	2583
POA2428	1	21439
POA2429	0	721
POA2429	1	8877
POA2430	0	2708
POA2430	1	31240
POA2431	0	675
POA2431	1	4717
POA2439	0	238
POA2439	1	2624
POA2440	0	2888
POA2440	1	18962
POA2441	0	429
POA2441	1	3875
POA2443	0	749
POA2443	1	8028
POA2444	0	4837
POA2444	1	42275
POA2445	0	328
POA2445	1	6039
POA2446	0	927
POA2446	1	12186
POA2447	0	631
POA2447	1	6484
POA2448	0	995
POA2448	1	8225
POA2449	0	128
POA2449	1	2032
POA2450	0	5631
POA2450	1	39433
POA2452	0	958
POA2452	1	14127
POA2453	0	235
POA2453	1	2481
POA2454	0	664
POA2454	1	6930
POA2455	0	348
POA2455	1	2727
POA2456	0	1669
POA2456	1	13562
POA2460	0	2868
POA2460	1	26327
POA2462	0	284
POA2462	1	2229
POA2463	0	828
POA2463	1	6861
POA2464	0	1481
POA2464	1	6091
POA2465	0	24
POA2465	1	266
POA2466	0	446
POA2466	1	1573
POA2469	0	465
POA2469	1	3557
POA2470	0	1108
POA2470	1	14020
POA2471	0	297
POA2471	1	2219
POA2472	0	167
POA2472	1	1637
POA2473	0	687
POA2473	1	2852
POA2474	0	652
POA2474	1	5670
POA2475	0	68
POA2475	1	320
POA2476	0	73
POA2476	1	731
POA2477	0	791
POA2477	1	11290
POA2478	0	2895
POA2478	1	25637
POA2479	0	478
POA2479	1	4214
POA2480	0	4496
POA2480	1	40163
POA2481	0	3244
POA2481	1	9525
POA2482	0	950
POA2482	1	5345
POA2483	0	1287
POA2483	1	9620
POA2484	0	1902
POA2484	1	17058
POA2485	0	2413
POA2485	1	12858
POA2486	0	2371
POA2486	1	29382
POA2487	0	1919
POA2487	1	12130
POA2488	0	401
POA2488	1	2987
POA2489	0	707
POA2489	1	6845
POA2490	0	53
POA2490	1	608
POA2500	0	5108
POA2500	1	35947
POA2502	0	755
POA2502	1	11591
POA2505	0	377
POA2505	1	4632
POA2506	0	378
POA2506	1	7184
POA2508	0	446
POA2508	1	8305
POA2515	0	496
POA2515	1	10269
POA2516	0	303
POA2516	1	5723
POA2517	0	680
POA2517	1	12799
POA2518	0	883
POA2518	1	17933
POA2519	0	692
POA2519	1	15939
POA2522	0	376
POA2525	0	555
POA2525	1	10820
POA2526	0	829
POA2526	1	14539
POA2527	0	989
POA2527	1	19984
POA2528	0	1358
POA2528	1	22091
POA2529	0	1146
POA2529	1	24630
POA2530	0	1058
POA2530	1	30451
POA2533	0	932
POA2533	1	14371
POA2534	0	607
POA2534	1	4948
POA2535	0	667
POA2535	1	6546
POA2536	0	2004
POA2536	1	15631
POA2537	0	1004
POA2537	1	10594
POA2538	0	362
POA2538	1	1969
POA2539	0	1304
POA2539	1	16363
POA2540	0	3934
POA2540	1	40170
POA2541	0	2549
POA2541	1	23021
POA2545	0	73
POA2545	1	985
POA2546	0	1103
POA2546	1	7916
POA2548	0	1221
POA2548	1	6712
POA2549	0	323
POA2549	1	3395
POA2550	0	1365
POA2550	1	14163
POA2551	0	451
POA2551	1	3024
POA2555	0	10
POA2555	1	206
POA2556	0	101
POA2556	1	2367
POA2557	0	728
POA2557	1	8183
POA2558	0	267
POA2558	1	10801
POA2559	0	569
POA2559	1	2461
POA2560	0	4556
POA2560	1	72123
POA2563	0	21
POA2563	1	278
POA2564	0	761
POA2564	1	13125
POA2565	0	1144
POA2565	1	18796
POA2566	0	912
POA2566	1	25216
POA2567	0	938
POA2567	1	37235
POA2568	0	144
POA2568	1	1005
POA2569	0	68
POA2569	1	1273
POA2570	0	2214
POA2570	1	37480
POA2571	0	449
POA2571	1	11211
POA2572	0	341
POA2572	1	4057
POA2573	0	274
POA2573	1	4745
POA2574	0	258
POA2574	1	5392
POA2575	0	1291
POA2575	1	13980
POA2576	0	1219
POA2576	1	12082
POA2577	0	1574
POA2577	1	13678
POA2578	0	283
POA2578	1	2378
POA2579	0	180
POA2579	1	3744
POA2580	0	3462
POA2580	1	25835
POA2581	0	133
POA2581	1	1937
POA2582	0	885
POA2582	1	11371
POA2583	0	447
POA2583	1	3872
POA2584	0	25
POA2584	1	499
POA2585	0	53
POA2585	1	199
POA2586	0	204
POA2586	1	2399
POA2587	0	217
POA2587	1	2631
POA2588	0	6
POA2588	1	231
POA2590	0	576
POA2590	1	6341
POA2594	0	906
POA2594	1	10604
POA2600	0	1515
POA2600	1	6433
POA2601	0	5812
POA2601	1	1954
POA2602	0	2648
POA2602	1	27814
POA2603	0	1753
POA2603	1	8097
POA2604	0	1492
POA2604	1	8967
POA2605	0	1879
POA2605	1	10350
POA2606	0	796
POA2606	1	8617
POA2607	0	424
POA2607	1	12775
POA2609	0	402
POA2609	1	678
POA2611	0	1565
POA2611	1	25767
POA2612	0	4373
POA2612	1	12496
POA2614	0	926
POA2614	1	18031
POA2615	0	1548
POA2615	1	41678
POA2617	0	3985
POA2617	1	28386
POA2618	0	110
POA2618	1	1306
POA2619	0	165
POA2619	1	9077
POA2620	0	4734
POA2620	1	35186
POA2621	0	371
POA2621	1	5530
POA2622	0	518
POA2622	1	3299
POA2623	0	43
POA2623	1	540
POA2625	0	3629
POA2625	1	229
POA2626	0	55
POA2626	1	425
POA2627	0	9203
POA2627	1	4064
POA2628	0	388
POA2628	1	1762
POA2629	0	425
POA2629	1	434
POA2630	0	887
POA2630	1	7642
POA2631	0	50
POA2631	1	516
POA2632	0	176
POA2632	1	1619
POA2633	0	42
POA2633	1	329
POA2640	0	3868
POA2640	1	32265
POA2641	0	1190
POA2641	1	13719
POA2642	0	389
POA2642	1	4370
POA2643	0	252
POA2643	1	2440
POA2644	0	219
POA2644	1	2154
POA2645	0	78
POA2645	1	321
POA2646	0	519
POA2646	1	6041
POA2647	0	395
POA2647	1	1913
POA2648	0	697
POA2648	1	1953
POA2649	1	26
POA2650	0	4326
POA2650	1	52088
POA2651	0	576
POA2651	1	1904
POA2652	0	366
POA2652	1	4079
POA2653	0	347
POA2653	1	2079
POA2655	0	122
POA2655	1	1188
POA2656	0	119
POA2656	1	1118
POA2658	0	102
POA2658	1	1300
POA2659	0	133
POA2659	1	781
POA2660	0	94
POA2660	1	1461
POA2661	0	1107
POA2661	1	147
POA2663	0	1272
POA2663	1	3818
POA2665	0	227
POA2665	1	1950
POA2666	0	390
POA2666	1	5183
POA2668	0	27
POA2668	1	425
POA2669	0	162
POA2669	1	1445
POA2671	0	711
POA2671	1	3517
POA2672	0	211
POA2672	1	1337
POA2675	0	232
POA2675	1	1323
POA2678	0	996
POA2680	0	2641
POA2680	1	21163
POA2681	0	153
POA2681	1	1539
POA2700	0	728
POA2700	1	4225
POA2701	0	230
POA2701	1	2087
POA2702	0	53
POA2702	1	708
POA2703	0	404
POA2703	1	565
POA2705	0	1162
POA2705	1	8993
POA2706	0	115
POA2706	1	1044
POA2707	0	144
POA2707	1	1152
POA2710	0	1162
POA2710	1	8875
POA2711	0	638
POA2711	1	2817
POA2712	0	207
POA2712	1	1121
POA2713	0	336
POA2713	1	2391
POA2714	0	322
POA2714	1	2390
POA2715	0	281
POA2715	1	1343
POA2716	0	162
POA2716	1	931
POA2717	0	181
POA2717	1	1138
POA2720	0	927
POA2720	1	7060
POA2721	0	32
POA2721	1	206
POA2722	0	335
POA2722	1	2890
POA2725	0	23
POA2725	1	333
POA2726	0	23
POA2726	1	190
POA2727	0	18
POA2727	1	306
POA2729	0	97
POA2729	1	1555
POA2730	0	127
POA2730	1	1216
POA2731	0	724
POA2731	1	5679
POA2732	0	268
POA2732	1	1530
POA2733	0	76
POA2733	1	469
POA2734	0	93
POA2734	1	378
POA2735	0	41
POA2735	1	396
POA2736	0	81
POA2736	1	314
POA2737	0	175
POA2737	1	716
POA2738	0	106
POA2738	1	1525
POA2739	0	279
POA2739	1	1246
POA2745	0	1053
POA2745	1	28214
POA2747	0	2864
POA2747	1	39744
POA2748	0	99
POA2748	1	1777
POA2749	0	769
POA2749	1	16028
POA2750	0	2919
POA2750	1	41715
POA2752	0	168
POA2752	1	4686
POA2753	0	1496
POA2753	1	15582
POA2754	0	325
POA2754	1	5283
POA2755	0	329
POA2756	0	1788
POA2756	1	31980
POA2757	0	26
POA2757	1	794
POA2758	0	623
POA2758	1	7950
POA2759	0	951
POA2759	1	25299
POA2760	0	2200
POA2760	1	31363
POA2761	0	1294
POA2761	1	29680
POA2762	0	241
POA2762	1	4713
POA2763	0	884
POA2763	1	29802
POA2765	0	1931
POA2765	1	14036
POA2766	0	1378
POA2766	1	14312
POA2767	0	668
POA2767	1	21740
POA2768	0	1528
POA2768	1	27048
POA2769	0	372
POA2769	1	11271
POA2770	0	3710
POA2770	1	57417
POA2773	0	215
POA2773	1	5616
POA2774	0	262
POA2774	1	12420
POA2775	0	300
POA2775	1	1181
POA2776	0	91
POA2776	1	3849
POA2777	0	793
POA2777	1	16491
POA2778	0	81
POA2778	1	2291
POA2779	0	119
POA2779	1	4760
POA2780	0	2252
POA2780	1	11439
POA2782	0	428
POA2782	1	5501
POA2783	0	132
POA2783	1	2405
POA2784	0	57
POA2784	1	1139
POA2785	0	467
POA2785	1	4068
POA2786	0	198
POA2786	1	1060
POA2787	0	643
POA2787	1	3763
POA2790	0	1939
POA2790	1	13576
POA2791	0	28
POA2791	1	286
POA2792	0	28
POA2792	1	344
POA2793	0	103
POA2793	1	854
POA2794	0	998
POA2794	1	9363
POA2795	0	5247
POA2795	1	37196
POA2797	0	9
POA2797	1	381
POA2798	0	117
POA2798	1	1913
POA2799	0	318
POA2799	1	3736
POA2800	0	4434
POA2800	1	40673
POA2803	0	41
POA2803	1	244
POA2804	0	245
POA2804	1	2405
POA2805	0	25
POA2805	1	383
POA2806	0	41
POA2806	1	686
POA2807	0	40
POA2807	1	382
POA2808	0	20
POA2808	1	150
POA2809	0	46
POA2809	1	178
POA2810	0	248
POA2810	1	2797
POA2817	0	10
POA2817	1	269
POA2818	0	59
POA2818	1	770
POA2820	0	1488
POA2820	1	5733
POA2821	0	460
POA2821	1	4258
POA2822	0	41
POA2822	1	365
POA2823	0	182
POA2823	1	1212
POA2824	0	255
POA2824	1	1884
POA2825	0	345
POA2825	1	2051
POA2826	0	20
POA2826	1	161
POA2827	0	393
POA2827	1	3247
POA2828	0	165
POA2828	1	703
POA2829	0	528
POA2829	1	2559
POA2830	0	4969
POA2830	1	36237
POA2831	0	273
POA2831	1	1662
POA2832	0	459
POA2832	1	2120
POA2833	0	98
POA2833	1	566
POA2834	0	690
POA2834	1	2002
POA2835	0	791
POA2835	1	3572
POA2836	0	187
POA2836	1	790
POA2838	0	22
POA2838	1	237
POA2839	0	201
POA2839	1	1154
POA2840	0	974
POA2840	1	2160
POA2842	0	56
POA2842	1	563
POA2843	0	155
POA2843	1	1083
POA2844	0	307
POA2844	1	1150
POA2845	0	239
POA2845	1	1700
POA2846	0	51
POA2846	1	227
POA2847	0	241
POA2847	1	2087
POA2848	0	184
POA2848	1	1452
POA2849	0	159
POA2849	1	1347
POA2850	0	2082
POA2850	1	15513
POA2852	0	511
POA2852	1	3020
POA2864	0	25
POA2864	1	745
POA2865	0	97
POA2865	1	744
POA2866	0	260
POA2866	1	2810
POA2867	0	27
POA2867	1	559
POA2868	0	66
POA2868	1	578
POA2869	0	176
POA2869	1	1273
POA2870	0	1242
POA2870	1	10652
POA2871	0	1214
POA2871	1	8175
POA2873	0	109
POA2873	1	451
POA2874	0	64
POA2874	1	369
POA2875	0	92
POA2875	1	839
POA2876	0	66
POA2876	1	348
POA2877	0	443
POA2877	1	3401
POA2878	0	210
POA2878	1	244
POA2879	0	157
POA2879	1	536
POA2880	0	2338
POA2880	1	16239
POA2898	0	181
POA2898	1	282
POA2899	0	450
POA2899	1	1588
POA2900	0	284
POA2900	1	1755
POA2902	0	580
POA2902	1	13961
POA2903	0	266
POA2903	1	8720
POA2904	0	495
POA2904	1	12027
POA2905	0	1064
POA2905	1	27070
POA2906	0	587
POA2906	1	16704
POA2911	0	137
POA2911	1	4279
POA2912	0	356
POA2912	1	5756
POA2913	0	1538
POA2913	1	33048
POA2914	0	755
POA2914	1	24084
POA3000	0	16666
POA3000	1	32527
POA3002	0	2147
POA3002	1	4052
POA3003	0	997
POA3003	1	4593
POA3004	0	3002
POA3004	1	7859
POA3005	0	509
POA3005	1	370
POA3006	0	7077
POA3006	1	15880
POA3008	0	2418
POA3008	1	9196
POA3010	0	1884
POA3010	1	31
POA3011	0	2418
POA3011	1	19180
POA3012	0	1725
POA3012	1	24277
POA3013	0	777
POA3013	1	13953
POA3015	0	770
POA3015	1	16488
POA3016	0	1035
POA3016	1	14390
POA3018	0	565
POA3018	1	11884
POA3019	0	631
POA3019	1	8706
POA3020	0	2660
POA3020	1	41867
POA3021	0	3632
POA3021	1	50757
POA3022	0	297
POA3022	1	2806
POA3023	0	4042
POA3023	1	59539
POA3024	0	1090
POA3024	1	22586
POA3025	0	915
POA3025	1	11160
POA3026	0	35
POA3026	1	52
POA3027	0	270
POA3027	1	6339
POA3028	0	1724
POA3028	1	27229
POA3029	0	4945
POA3029	1	88249
POA3030	0	5078
POA3030	1	94488
POA3031	0	1665
POA3031	1	16688
POA3032	0	1896
POA3032	1	27226
POA3033	0	732
POA3033	1	13582
POA3034	0	621
POA3034	1	10917
POA3036	0	177
POA3036	1	5617
POA3037	0	2206
POA3037	1	48562
POA3038	0	970
POA3038	1	26051
POA3039	0	886
POA3039	1	13158
POA3040	0	1545
POA3040	1	24054
POA3041	0	604
POA3041	1	11600
POA3042	0	624
POA3042	1	14933
POA3043	0	1182
POA3043	1	16603
POA3044	0	1729
POA3044	1	25053
POA3045	0	711
POA3045	1	5
POA3046	0	2164
POA3046	1	31693
POA3047	0	1933
POA3047	1	19100
POA3048	0	1025
POA3048	1	16927
POA3049	0	487
POA3049	1	8788
POA3050	0	709
POA3050	1	3
POA3051	0	2915
POA3051	1	12483
POA3052	0	2220
POA3052	1	4340
POA3053	0	3772
POA3053	1	15057
POA3054	0	497
POA3054	1	7734
POA3055	0	805
POA3055	1	13075
POA3056	0	1837
