POA_CODE_2016	Age	Sex	Volunteer	adults
POA2036	35-44	F		181
POA2036	35-44	F	0	1559
POA2036	35-44	F	1	373
POA2036	35-44	M		575
POA2036	35-44	M	0	1474
POA2036	35-44	M	1	278
POA2036	45-54	F		136
POA2036	45-54	F	0	1583
POA2036	45-54	F	1	390
POA2036	45-54	M		432
POA2036	45-54	M	0	1528
POA2036	45-54	M	1	316
POA2036	55-64	F		136
POA2036	55-64	F	0	1336
POA2036	55-64	F	1	238
POA2036	55-64	M		282
POA2036	55-64	M	0	1272
POA2036	55-64	M	1	221
POA2036	65-74	F		156
POA2036	65-74	F	0	1103
POA2036	65-74	F	1	172
POA2036	65-74	M		232
POA2036	65-74	M	0	984
POA2036	65-74	M	1	153
POA2036	75-84	F		127
POA2036	75-84	F	0	584
POA2036	75-84	F	1	69
POA2036	75-84	M		133
POA2036	75-84	M	0	516
POA2036	75-84	M	1	61
POA2036	85+	F		131
POA2036	85+	F	0	321
POA2036	85+	F	1	21
POA2036	85+	M		47
POA2036	85+	M	0	178
POA2036	85+	M	1	17
POA2037	15-19	F		48
POA2037	15-19	F	0	254
POA2037	15-19	F	1	126
POA2037	15-19	M		40
POA2037	15-19	M	0	175
POA2037	15-19	M	1	61
POA2037	20-24	F		108
POA2037	20-24	F	0	732
POA2037	20-24	F	1	300
POA2037	20-24	M		96
POA2037	20-24	M	0	608
POA2037	20-24	M	1	167
POA2037	25-34	F		207
POA2037	25-34	F	0	1403
POA2037	25-34	F	1	453
POA2037	25-34	M		211
POA2037	25-34	M	0	1475
POA2037	25-34	M	1	323
POA2037	35-44	F		107
POA2037	35-44	F	0	773
POA2037	35-44	F	1	255
POA2037	35-44	M		126
POA2037	35-44	M	0	861
POA2037	35-44	M	1	203
POA2037	45-54	F		90
POA2037	45-54	F	0	610
POA2037	45-54	F	1	231
POA2037	45-54	M		101
POA2037	45-54	M	0	585
POA2037	45-54	M	1	191
POA2037	55-64	F		106
POA2037	55-64	F	0	609
POA2037	55-64	F	1	244
POA2037	55-64	M		82
POA2037	55-64	M	0	512
POA2037	55-64	M	1	152
POA2037	65-74	F		78
POA2037	65-74	F	0	409
POA2037	65-74	F	1	165
POA2037	65-74	M		65
POA2037	65-74	M	0	401
POA2037	65-74	M	1	120
POA2037	75-84	F		46
POA2037	75-84	F	0	177
POA2037	75-84	F	1	50
POA2037	75-84	M		41
POA2037	75-84	M	0	139
POA2037	75-84	M	1	33
POA2037	85+	F		51
POA2037	85+	F	0	73
POA2037	85+	F	1	11
POA2037	85+	M		12
POA2037	85+	M	0	49
POA2037	85+	M	1	3
POA2038	15-19	F		13
POA2038	15-19	F	0	96
POA2038	15-19	F	1	49
POA2038	15-19	M		18
POA2038	15-19	M	0	118
POA2038	15-19	M	1	55
POA2038	20-24	F		25
POA2038	20-24	F	0	230
POA2038	20-24	F	1	80
POA2038	20-24	M		23
POA2038	20-24	M	0	214
POA2038	20-24	M	1	58
POA2038	25-34	F		72
POA2038	25-34	F	0	667
POA2038	25-34	F	1	167
POA2038	25-34	M		75
POA2038	25-34	M	0	582
POA2038	25-34	M	1	126
POA2038	35-44	F		78
POA2038	35-44	F	0	633
POA2038	35-44	F	1	224
POA2038	35-44	M		73
POA2038	35-44	M	0	614
POA2038	35-44	M	1	165
POA2038	45-54	F		59
POA2038	45-54	F	0	419
POA2038	45-54	F	1	239
POA2038	45-54	M		50
POA2038	45-54	M	0	426
POA2038	45-54	M	1	172
POA2038	55-64	F		49
POA2038	55-64	F	0	362
POA2038	55-64	F	1	127
POA2038	55-64	M		49
POA2038	55-64	M	0	333
POA2038	55-64	M	1	98
POA2038	65-74	F		23
POA2038	65-74	F	0	237
POA2038	65-74	F	1	84
POA2038	65-74	M		29
POA2038	65-74	M	0	215
POA2038	65-74	M	1	76
POA2038	75-84	F		14
POA2038	75-84	F	0	105
POA2038	75-84	F	1	21
POA2038	75-84	M		11
POA2038	75-84	M	0	110
POA2038	75-84	M	1	13
POA2038	85+	F		10
POA2038	85+	F	0	56
POA2038	85+	F	1	4
POA2038	85+	M		3
POA2038	85+	M	0	43
POA2039	15-19	F		11
POA2039	15-19	F	0	86
POA2039	15-19	F	1	31
POA2039	15-19	M		11
POA2039	15-19	M	0	82
POA2039	15-19	M	1	27
POA2039	20-24	F		16
POA2039	20-24	F	0	150
POA2039	20-24	F	1	30
POA2039	20-24	M		19
POA2039	20-24	M	0	124
POA2039	20-24	M	1	40
POA2039	25-34	F		83
POA2039	25-34	F	0	636
POA2039	25-34	F	1	134
POA2039	25-34	M		79
POA2039	25-34	M	0	551
POA2039	25-34	M	1	93
POA2039	35-44	F		86
POA2039	35-44	F	0	643
POA2039	35-44	F	1	226
POA2039	35-44	M		80
POA2039	35-44	M	0	658
POA2039	35-44	M	1	161
POA2039	45-54	F		57
POA2039	45-54	F	0	434
POA2039	45-54	F	1	179
POA2039	45-54	M		49
POA2039	45-54	M	0	441
POA2039	45-54	M	1	128
POA2039	55-64	F		46
POA2039	55-64	F	0	364
POA2039	55-64	F	1	124
POA2039	55-64	M		49
POA2039	55-64	M	0	295
POA2039	55-64	M	1	95
POA2039	65-74	F		30
POA2039	65-74	F	0	237
POA2039	65-74	F	1	72
POA2039	65-74	M		28
POA2039	65-74	M	0	211
POA2039	65-74	M	1	73
POA2039	75-84	F		10
POA2039	75-84	F	0	82
POA2039	75-84	F	1	13
POA2039	75-84	M		8
POA2039	75-84	M	0	54
POA2039	75-84	M	1	16
POA2039	85+	F		3
POA2039	85+	F	0	21
POA2039	85+	M		9
POA2039	85+	M	0	15
POA2040	15-19	F		28
POA2040	15-19	F	0	262
POA2040	15-19	F	1	91
POA2040	15-19	M		22
POA2040	15-19	M	0	247
POA2040	15-19	M	1	75
POA2040	20-24	F		58
POA2040	20-24	F	0	398
POA2040	20-24	F	1	168
POA2040	20-24	M		41
POA2040	20-24	M	0	451
POA2040	20-24	M	1	126
POA2040	25-34	F		165
POA2040	25-34	F	0	1283
POA2040	25-34	F	1	355
POA2040	25-34	M		166
POA2040	25-34	M	0	1177
POA2040	25-34	M	1	266
POA2040	35-44	F		150
POA2040	35-44	F	0	1517
POA2040	35-44	F	1	573
POA2040	35-44	M		169
POA2040	35-44	M	0	1516
POA2040	35-44	M	1	411
POA2040	45-54	F		107
POA2040	45-54	F	0	1102
POA2040	45-54	F	1	473
POA2040	45-54	M		120
POA2040	45-54	M	0	1145
POA2040	45-54	M	1	325
POA2040	55-64	F		82
POA2040	55-64	F	0	859
POA2040	55-64	F	1	249
POA2040	55-64	M		63
POA2040	55-64	M	0	723
POA2040	55-64	M	1	197
POA2040	65-74	F		64
POA2040	65-74	F	0	618
POA2040	65-74	F	1	150
POA2040	65-74	M		48
POA2040	65-74	M	0	486
POA2040	65-74	M	1	85
POA2040	75-84	F		23
POA2040	75-84	F	0	355
POA2040	75-84	F	1	43
POA2040	75-84	M		31
POA2040	75-84	M	0	274
POA2040	75-84	M	1	24
POA2040	85+	F		23
POA2040	85+	F	0	239
POA2040	85+	F	1	5
POA2040	85+	M		13
POA2040	85+	M	0	115
POA2040	85+	M	1	6
POA2041	15-19	F		17
POA2041	15-19	F	0	147
POA2041	15-19	F	1	94
POA2041	15-19	M		38
POA2041	15-19	M	0	146
POA2041	15-19	M	1	85
POA2041	20-24	F		46
POA2041	20-24	F	0	231
POA2041	20-24	F	1	78
POA2041	20-24	M		32
POA2041	20-24	M	0	218
POA2041	20-24	M	1	63
POA2041	25-34	F		117
POA2041	25-34	F	0	860
POA2041	25-34	F	1	210
POA2041	25-34	M		123
POA2041	25-34	M	0	733
POA2041	25-34	M	1	147
POA2041	35-44	F		130
POA2041	35-44	F	0	968
POA2041	35-44	F	1	395
POA2041	35-44	M		115
POA2041	35-44	M	0	942
POA2041	35-44	M	1	247
POA2041	45-54	F		108
POA2041	45-54	F	0	776
POA2041	45-54	F	1	420
POA2041	45-54	M		116
POA2041	45-54	M	0	826
POA2041	45-54	M	1	290
POA2041	55-64	F		88
POA2041	55-64	F	0	678
POA2041	55-64	F	1	267
POA2041	55-64	M		100
POA2041	55-64	M	0	644
POA2041	55-64	M	1	212
POA2041	65-74	F		70
POA2041	65-74	F	0	500
POA2041	65-74	F	1	240
POA2041	65-74	M		63
POA2041	65-74	M	0	494
POA2041	65-74	M	1	182
POA2041	75-84	F		43
POA2041	75-84	F	0	185
POA2041	75-84	F	1	64
POA2041	75-84	M		33
POA2041	75-84	M	0	158
POA2041	75-84	M	1	51
POA2041	85+	F		17
POA2041	85+	F	0	81
POA2041	85+	F	1	11
POA2041	85+	M		11
POA2041	85+	M	0	42
POA2041	85+	M	1	3
POA2042	15-19	F		33
POA2042	15-19	F	0	222
POA2042	15-19	F	1	93
POA2042	15-19	M		41
POA2042	15-19	M	0	187
POA2042	15-19	M	1	54
POA2042	20-24	F		128
POA2042	20-24	F	0	677
POA2042	20-24	F	1	314
POA2042	20-24	M		108
POA2042	20-24	M	0	614
POA2042	20-24	M	1	177
POA2042	25-34	F		316
POA2042	25-34	F	0	1950
POA2042	25-34	F	1	677
POA2042	25-34	M		305
POA2042	25-34	M	0	2052
POA2042	25-34	M	1	488
POA2042	35-44	F		153
POA2042	35-44	F	0	1125
POA2042	35-44	F	1	414
POA2042	35-44	M		172
POA2042	35-44	M	0	1340
POA2042	35-44	M	1	292
POA2042	45-54	F		83
POA2042	45-54	F	0	678
POA2042	45-54	F	1	298
POA2042	45-54	M		125
POA2042	45-54	M	0	965
POA2042	45-54	M	1	263
POA2042	55-64	F		74
POA2042	55-64	F	0	493
POA2042	55-64	F	1	146
POA2042	55-64	M		80
POA2042	55-64	M	0	611
POA2042	55-64	M	1	146
POA2042	65-74	F		36
POA2042	65-74	F	0	268
POA2042	65-74	F	1	70
POA2042	65-74	M		45
POA2042	65-74	M	0	295
POA2042	65-74	M	1	65
POA2042	75-84	F		38
POA2042	75-84	F	0	166
POA2042	75-84	F	1	24
POA2042	75-84	M		21
POA2042	75-84	M	0	131
POA2042	75-84	M	1	13
POA2042	85+	F		5
POA2042	85+	F	0	65
POA2042	85+	F	1	3
POA2042	85+	M		14
POA2042	85+	M	0	47
POA2042	85+	M	1	4
POA2043	15-19	F		11
POA2043	15-19	F	0	63
POA2043	15-19	F	1	23
POA2043	15-19	M		11
POA2043	15-19	M	0	62
POA2043	15-19	M	1	7
POA2043	20-24	F		39
POA2043	20-24	F	0	201
POA2043	20-24	F	1	63
POA2043	20-24	M		27
POA2043	20-24	M	0	174
POA2043	20-24	M	1	44
POA2043	25-34	F		115
POA2043	25-34	F	0	947
POA2043	25-34	F	1	257
POA2043	25-34	M		110
POA2043	25-34	M	0	940
POA2043	25-34	M	1	200
POA2043	35-44	F		60
POA2043	35-44	F	0	573
POA2043	35-44	F	1	176
POA2043	35-44	M		74
POA2043	35-44	M	0	707
POA2043	35-44	M	1	175
POA2043	45-54	F		40
POA2043	45-54	F	0	307
POA2043	45-54	F	1	119
POA2043	45-54	M		63
POA2043	45-54	M	0	451
POA2043	45-54	M	1	104
POA2043	55-64	F		21
POA2043	55-64	F	0	174
POA2043	55-64	F	1	72
POA2043	55-64	M		49
POA2043	55-64	M	0	220
POA2043	55-64	M	1	62
POA2043	65-74	F		10
POA2043	65-74	F	0	95
POA2043	65-74	F	1	35
POA2043	65-74	M		11
POA2043	65-74	M	0	85
POA2043	65-74	M	1	19
POA2043	75-84	F		7
POA2043	75-84	F	0	39
POA2043	75-84	F	1	3
POA2043	75-84	M		10
POA2043	75-84	M	0	37
POA2043	75-84	M	1	3
POA2043	85+	F		7
POA2043	85+	F	0	9
POA2043	85+	F	1	3
POA2043	85+	M	0	8
POA2044	15-19	F		9
POA2044	15-19	F	0	96
POA2044	15-19	F	1	15
POA2044	15-19	M		13
POA2044	15-19	M	0	115
POA2044	15-19	M	1	25
POA2044	20-24	F		19
POA2044	20-24	F	0	233
POA2044	20-24	F	1	64
POA2044	20-24	M		24
POA2044	20-24	M	0	227
POA2044	20-24	M	1	39
POA2044	25-34	F		63
POA2044	25-34	F	0	630
POA2044	25-34	F	1	153
POA2044	25-34	M		71
POA2044	25-34	M	0	676
POA2044	25-34	M	1	107
POA2044	35-44	F		49
POA2044	35-44	F	0	515
POA2044	35-44	F	1	154
POA2044	35-44	M		50
POA2044	35-44	M	0	557
POA2044	35-44	M	1	118
POA2044	45-54	F		27
POA2044	45-54	F	0	353
POA2044	45-54	F	1	129
POA2044	45-54	M		49
POA2044	45-54	M	0	436
POA2044	45-54	M	1	76
POA2044	55-64	F		27
POA2044	55-64	F	0	293
POA2044	55-64	F	1	70
POA2044	55-64	M		32
POA2044	55-64	M	0	317
POA2044	55-64	M	1	43
POA2044	65-74	F		8
POA2044	65-74	F	0	192
POA2044	65-74	F	1	27
POA2044	65-74	M		15
POA2044	65-74	M	0	181
POA2044	65-74	M	1	19
POA2044	75-84	F		6
POA2044	75-84	F	0	105
POA2044	75-84	F	1	3
POA2044	75-84	M		8
POA2044	75-84	M	0	105
POA2044	75-84	M	1	9
POA2044	85+	F		6
POA2044	85+	F	0	52
POA2044	85+	M		7
POA2044	85+	M	0	33
POA2045	15-19	F		13
POA2045	15-19	F	0	92
POA2045	15-19	F	1	58
POA2045	15-19	M		13
POA2045	15-19	M	0	130
POA2045	15-19	M	1	85
POA2045	20-24	F		10
POA2045	20-24	F	0	115
POA2045	20-24	F	1	27
POA2045	20-24	M		12
POA2045	20-24	M	0	149
POA2045	20-24	M	1	37
POA2045	25-34	F		17
POA2045	25-34	F	0	204
POA2045	25-34	F	1	50
POA2045	25-34	M		29
POA2045	25-34	M	0	224
POA2045	25-34	M	1	41
POA2045	35-44	F		22
POA2045	35-44	F	0	268
POA2045	35-44	F	1	113
POA2045	35-44	M		27
POA2045	35-44	M	0	297
POA2045	35-44	M	1	72
POA2045	45-54	F		18
POA2045	45-54	F	0	361
POA2045	45-54	F	1	188
POA2045	45-54	M		24
POA2045	45-54	M	0	360
POA2045	45-54	M	1	132
POA2045	55-64	F		29
POA2045	55-64	F	0	286
POA2045	55-64	F	1	112
POA2045	55-64	M		14
POA2045	55-64	M	0	289
POA2045	55-64	M	1	68
POA2045	65-74	F		11
POA2045	65-74	F	0	223
POA2045	65-74	F	1	51
POA2045	65-74	M		9
POA2045	65-74	M	0	197
POA2045	65-74	M	1	44
POA2045	75-84	F		16
POA2045	75-84	F	0	230
POA2045	75-84	F	1	17
POA2045	75-84	M		9
POA2045	75-84	M	0	173
POA2045	75-84	M	1	14
POA2045	85+	F		8
POA2045	85+	F	0	151
POA2045	85+	F	1	5
POA2045	85+	M		8
POA2045	85+	M	0	99
POA2045	85+	M	1	5
POA2046	15-19	F		23
POA2046	15-19	F	0	407
POA2046	15-19	F	1	142
POA2046	15-19	M		36
POA2046	15-19	M	0	417
POA2046	15-19	M	1	138
POA2046	20-24	F		23
POA2046	20-24	F	0	475
POA2046	20-24	F	1	109
POA2046	20-24	M		30
POA2046	20-24	M	0	485
POA2046	20-24	M	1	83
POA2046	25-34	F		122
POA2046	25-34	F	0	1380
POA2046	25-34	F	1	305
POA2046	25-34	M		130
POA2046	25-34	M	0	1301
POA2046	25-34	M	1	190
POA2046	35-44	F		148
POA2046	35-44	F	0	1668
POA2046	35-44	F	1	556
POA2046	35-44	M		149
POA2046	35-44	M	0	1567
POA2046	35-44	M	1	346
POA2046	45-54	F		104
POA2046	45-54	F	0	1502
POA2046	45-54	F	1	490
POA2046	45-54	M		113
POA2046	45-54	M	0	1342
POA2046	45-54	M	1	378
POA2046	55-64	F		131
POA2046	55-64	F	0	1284
POA2046	55-64	F	1	275
POA2046	55-64	M		92
POA2046	55-64	M	0	1099
POA2046	55-64	M	1	252
POA2046	65-74	F		98
POA2046	65-74	F	0	952
POA2046	65-74	F	1	211
POA2046	65-74	M		92
POA2046	65-74	M	0	851
POA2046	65-74	M	1	167
POA2046	75-84	F		70
POA2046	75-84	F	0	750
POA2046	75-84	F	1	85
POA2046	75-84	M		46
POA2046	75-84	M	0	550
POA2046	75-84	M	1	58
POA2046	85+	F		65
POA2046	85+	F	0	428
POA2046	85+	F	1	17
POA2046	85+	M		27
POA2046	85+	M	0	251
POA2046	85+	M	1	13
POA2047	15-19	F		15
POA2047	15-19	F	0	151
POA2047	15-19	F	1	58
POA2047	15-19	M		26
POA2047	15-19	M	0	165
POA2047	15-19	M	1	60
POA2047	20-24	F		25
POA2047	20-24	F	0	193
POA2047	20-24	F	1	65
POA2047	20-24	M		15
POA2047	20-24	M	0	171
POA2047	20-24	M	1	44
POA2047	25-34	F		119
POA2047	25-34	F	0	799
POA2047	25-34	F	1	166
POA2047	25-34	M		105
POA2047	25-34	M	0	708
POA2047	25-34	M	1	113
POA2047	35-44	F		69
POA2047	35-44	F	0	663
POA2047	35-44	F	1	262
POA2047	35-44	M		72
POA2047	35-44	M	0	683
POA2047	35-44	M	1	195
POA2047	45-54	F		65
POA2047	45-54	F	0	529
POA2047	45-54	F	1	286
POA2047	45-54	M		59
POA2047	45-54	M	0	511
POA2047	45-54	M	1	175
POA2047	55-64	F		47
POA2047	55-64	F	0	506
POA2047	55-64	F	1	160
POA2047	55-64	M		44
POA2047	55-64	M	0	451
POA2047	55-64	M	1	110
POA2047	65-74	F		55
POA2047	65-74	F	0	424
POA2047	65-74	F	1	142
POA2047	65-74	M		45
POA2047	65-74	M	0	390
POA2047	65-74	M	1	102
POA2047	75-84	F		48
POA2047	75-84	F	0	258
POA2047	75-84	F	1	50
POA2047	75-84	M		27
POA2047	75-84	M	0	198
POA2047	75-84	M	1	28
POA2047	85+	F		30
POA2047	85+	F	0	218
POA2047	85+	F	1	14
POA2047	85+	M		17
POA2047	85+	M	0	106
POA2047	85+	M	1	3
POA2048	15-19	F		11
POA2048	15-19	F	0	73
POA2048	15-19	F	1	28
POA2048	15-19	M		18
POA2048	15-19	M	0	90
POA2048	15-19	M	1	46
POA2048	20-24	F		45
POA2048	20-24	F	0	234
POA2048	20-24	F	1	77
POA2048	20-24	M		20
POA2048	20-24	M	0	199
POA2048	20-24	M	1	49
POA2048	25-34	F		95
POA2048	25-34	F	0	709
POA2048	25-34	F	1	208
POA2048	25-34	M		101
POA2048	25-34	M	0	689
POA2048	25-34	M	1	147
POA2048	35-44	F		64
POA2048	35-44	F	0	471
POA2048	35-44	F	1	171
POA2048	35-44	M		75
POA2048	35-44	M	0	510
POA2048	35-44	M	1	115
POA2048	45-54	F		33
POA2048	45-54	F	0	340
POA2048	45-54	F	1	151
POA2048	45-54	M		54
POA2048	45-54	M	0	354
POA2048	45-54	M	1	112
POA2048	55-64	F		29
POA2048	55-64	F	0	218
POA2048	55-64	F	1	65
POA2048	55-64	M		36
POA2048	55-64	M	0	253
POA2048	55-64	M	1	66
POA2048	65-74	F		31
POA2048	65-74	F	0	184
POA2048	65-74	F	1	44
POA2048	65-74	M		25
POA2048	65-74	M	0	174
POA2048	65-74	M	1	38
POA2048	75-84	F		18
POA2048	75-84	F	0	125
POA2048	75-84	F	1	7
POA2048	75-84	M		21
POA2048	75-84	M	0	110
POA2048	75-84	M	1	14
POA2048	85+	F		3
POA2048	85+	F	0	35
POA2048	85+	M		8
POA2048	85+	M	0	39
POA2049	15-19	F		30
POA2049	15-19	F	0	160
POA2049	15-19	F	1	53
POA2049	15-19	M		21
POA2049	15-19	M	0	153
POA2049	15-19	M	1	38
POA2049	20-24	F		44
POA2049	20-24	F	0	286
POA2049	20-24	F	1	125
POA2049	20-24	M		33
POA2049	20-24	M	0	272
POA2049	20-24	M	1	61
POA2049	25-34	F		149
POA2049	25-34	F	0	926
POA2049	25-34	F	1	252
POA2049	25-34	M		133
POA2049	25-34	M	0	922
POA2049	25-34	M	1	165
POA2049	35-44	F		63
POA2049	35-44	F	0	698
POA2049	35-44	F	1	227
POA2049	35-44	M		88
POA2049	35-44	M	0	731
POA2049	35-44	M	1	160
POA2049	45-54	F		62
POA2049	45-54	F	0	529
POA2049	45-54	F	1	182
POA2049	45-54	M		82
POA2049	45-54	M	0	573
POA2049	45-54	M	1	148
POA2049	55-64	F		46
POA2049	55-64	F	0	418
POA2049	55-64	F	1	129
POA2049	55-64	M		76
POA2049	55-64	M	0	401
POA2049	55-64	M	1	74
POA2049	65-74	F		35
POA2049	65-74	F	0	254
POA2049	65-74	F	1	71
POA2049	65-74	M		45
POA2049	65-74	M	0	249
POA2049	65-74	M	1	64
POA2049	75-84	F		21
POA2049	75-84	F	0	155
POA2049	75-84	F	1	15
POA2049	75-84	M		28
POA2049	75-84	M	0	132
POA2049	75-84	M	1	13
POA2049	85+	F		16
POA2049	85+	F	0	82
POA2049	85+	F	1	6
POA2049	85+	M		10
POA2049	85+	M	0	41
POA2049	85+	M	1	3
POA2050	15-19	F		14
POA2050	15-19	F	0	110
POA2050	15-19	F	1	53
POA2050	15-19	M		7
POA2050	15-19	M	0	107
POA2050	15-19	M	1	32
POA2050	20-24	F		69
POA2050	20-24	F	0	587
POA2050	20-24	F	1	191
POA2050	20-24	M		42
POA2050	20-24	M	0	433
POA2050	20-24	M	1	105
POA2050	25-34	F		141
POA2050	25-34	F	0	1039
POA2050	25-34	F	1	268
POA2050	25-34	M		150
POA2050	25-34	M	0	1037
POA2050	25-34	M	1	210
POA2050	35-44	F		59
POA2050	35-44	F	0	541
POA2050	35-44	F	1	167
POA2050	35-44	M		87
POA2050	35-44	M	0	642
POA2050	35-44	M	1	151
POA2050	45-54	F		41
POA2050	45-54	F	0	278
POA2050	45-54	F	1	107
POA2050	45-54	M		48
POA2050	45-54	M	0	367
POA2050	45-54	M	1	84
POA2050	55-64	F		23
POA2050	55-64	F	0	212
POA2050	55-64	F	1	75
POA2050	55-64	M		32
POA2050	55-64	M	0	210
POA2050	55-64	M	1	51
POA2050	65-74	F		13
POA2050	65-74	F	0	110
POA2050	65-74	F	1	55
POA2050	65-74	M		11
POA2050	65-74	M	0	127
POA2050	65-74	M	1	29
POA2050	75-84	F		11
POA2050	75-84	F	0	54
POA2050	75-84	F	1	10
POA2050	75-84	M		12
POA2050	75-84	M	0	49
POA2050	85+	F		3
POA2050	85+	F	0	25
POA2050	85+	F	1	4
POA2050	85+	M	0	11
POA2052	15-19	F		41
POA2052	15-19	F	0	205
POA2052	15-19	F	1	213
POA2052	15-19	M		24
POA2052	15-19	M	0	217
POA2052	15-19	M	1	203
POA2052	20-24	F		55
POA2052	20-24	F	0	492
POA2052	20-24	F	1	363
POA2052	20-24	M		57
POA2052	20-24	M	0	582
POA2052	20-24	M	1	362
POA2052	25-34	F		19
POA2052	25-34	F	0	135
POA2052	25-34	F	1	52
POA2052	25-34	M		21
POA2052	25-34	M	0	163
POA2052	25-34	M	1	57
POA2052	35-44	F		3
POA2052	35-44	F	0	21
POA2052	35-44	F	1	10
POA2052	35-44	M	0	26
POA2052	35-44	M	1	13
POA2052	45-54	F	0	8
POA2052	45-54	F	1	3
POA2052	45-54	M	0	8
POA2052	45-54	M	1	7
POA2052	55-64	F	0	10
POA2052	55-64	M		3
POA2052	55-64	M	0	4
POA2052	55-64	M	1	8
POA2052	65-74	F	0	5
POA2052	65-74	M	0	3
POA2052	75-84	F	0	3
POA2060	15-19	F		22
POA2060	15-19	F	0	122
POA2060	15-19	F	1	87
POA2060	15-19	M		28
POA2060	15-19	M	0	151
POA2060	15-19	M	1	75
POA2060	20-24	F		46
POA2060	20-24	F	0	274
POA2060	20-24	F	1	109
POA2060	20-24	M		50
POA2060	20-24	M	0	254
POA2060	20-24	M	1	77
POA2060	25-34	F		191
POA2060	25-34	F	0	1353
POA2060	25-34	F	1	341
POA2060	25-34	M		200
POA2060	25-34	M	0	1268
POA2060	25-34	M	1	292
POA2060	35-44	F		90
POA2060	35-44	F	0	761
POA2060	35-44	F	1	281
POA2060	35-44	M		93
POA2060	35-44	M	0	930
POA2060	35-44	M	1	164
POA2060	45-54	F		85
POA2060	45-54	F	0	534
POA2060	45-54	F	1	249
POA2060	45-54	M		81
POA2060	45-54	M	0	565
POA2060	45-54	M	1	182
POA2060	55-64	F		59
POA2060	55-64	F	0	507
POA2060	55-64	F	1	236
POA2060	55-64	M		64
POA2060	55-64	M	0	464
POA2060	55-64	M	1	162
POA2060	65-74	F		51
POA2060	65-74	F	0	428
POA2060	65-74	F	1	217
POA2060	65-74	M		41
POA2060	65-74	M	0	374
POA2060	65-74	M	1	162
POA2060	75-84	F		34
POA2060	75-84	F	0	203
POA2060	75-84	F	1	76
POA2060	75-84	M		22
POA2060	75-84	M	0	170
POA2060	75-84	M	1	82
POA2060	85+	F		16
POA2060	85+	F	0	160
POA2060	85+	F	1	17
POA2060	85+	M		4
POA2060	85+	M	0	64
POA2060	85+	M	1	8
POA2061	15-19	F		4
POA2061	15-19	F	0	29
POA2061	15-19	F	1	20
POA2061	15-19	M		3
POA2061	15-19	M	0	25
POA2061	15-19	M	1	11
POA2061	20-24	F		26
POA2061	20-24	F	0	111
POA2061	20-24	F	1	53
POA2061	20-24	M		14
POA2061	20-24	M	0	86
POA2061	20-24	M	1	30
POA2061	25-34	F		67
POA2061	25-34	F	0	519
POA2061	25-34	F	1	165
POA2061	25-34	M		64
POA2061	25-34	M	0	499
POA2061	25-34	M	1	108
POA2061	35-44	F		55
POA2061	35-44	F	0	307
POA2061	35-44	F	1	101
POA2061	35-44	M		60
POA2061	35-44	M	0	333
POA2061	35-44	M	1	76
POA2061	45-54	F		33
POA2061	45-54	F	0	238
POA2061	45-54	F	1	106
POA2061	45-54	M		45
POA2061	45-54	M	0	235
POA2061	45-54	M	1	63
POA2061	55-64	F		37
POA2061	55-64	F	0	264
POA2061	55-64	F	1	119
POA2061	55-64	M		46
POA2061	55-64	M	0	274
POA2061	55-64	M	1	88
POA2061	65-74	F		37
POA2061	65-74	F	0	235
POA2061	65-74	F	1	89
POA2061	65-74	M		46
POA2061	65-74	M	0	214
POA2061	65-74	M	1	89
POA2061	75-84	F		18
POA2061	75-84	F	0	131
POA2061	75-84	F	1	26
POA2061	75-84	M		22
POA2061	75-84	M	0	134
POA2061	75-84	M	1	33
POA2061	85+	F		14
POA2061	85+	F	0	50
POA2061	85+	F	1	9
POA2061	85+	M		8
POA2061	85+	M	0	35
POA2061	85+	M	1	6
POA2062	15-19	F		3
POA2062	15-19	F	0	50
POA2062	15-19	F	1	39
POA2062	15-19	M		4
POA2062	15-19	M	0	53
POA2062	15-19	M	1	28
POA2062	20-24	F		8
POA2062	20-24	F	0	115
POA2062	20-24	F	1	51
POA2062	20-24	M		10
POA2062	20-24	M	0	92
POA2062	20-24	M	1	31
POA2062	25-34	F		44
POA2062	25-34	F	0	520
POA2062	25-34	F	1	131
POA2062	25-34	M		37
POA2062	25-34	M	0	434
POA2062	25-34	M	1	88
POA2062	35-44	F		30
POA2062	35-44	F	0	522
POA2062	35-44	F	1	172
POA2062	35-44	M		42
POA2062	35-44	M	0	475
POA2062	35-44	M	1	125
POA2062	45-54	F		24
POA2062	45-54	F	0	311
POA2062	45-54	F	1	153
POA2062	45-54	M		24
POA2062	45-54	M	0	318
POA2062	45-54	M	1	105
POA2062	55-64	F		24
POA2062	55-64	F	0	272
POA2062	55-64	F	1	104
POA2062	55-64	M		31
POA2062	55-64	M	0	237
POA2062	55-64	M	1	85
POA2062	65-74	F		21
POA2062	65-74	F	0	216
POA2062	65-74	F	1	88
POA2062	65-74	M		16
POA2062	65-74	M	0	193
POA2062	65-74	M	1	64
POA2062	75-84	F		7
POA2062	75-84	F	0	101
POA2062	75-84	F	1	27
POA2062	75-84	M		3
POA2062	75-84	M	0	69
POA2062	75-84	M	1	22
POA2062	85+	F		13
POA2062	85+	F	0	44
POA2062	85+	M	0	25
POA2063	15-19	F		9
POA2063	15-19	F	0	115
POA2063	15-19	F	1	89
POA2063	15-19	M		6
POA2063	15-19	M	0	130
POA2063	15-19	M	1	79
