POA_CODE_2016	HomeCensusNight	Sex	persons
POA0873	0	F	68
POA0873	0	M	72
POA0873	1	F	1172
POA0873	1	M	1125
POA0874	0	F	25
POA0874	0	M	12
POA0874	1	F	256
POA0874	1	M	259
POA0875	0	F	95
POA0875	0	M	100
POA0875	1	F	1117
POA0875	1	M	1056
POA0880	0	F	179
POA0880	0	M	146
POA0880	1	F	2418
POA0880	1	M	2466
POA0885	0	F	29
POA0885	0	M	46
POA0885	1	F	352
POA0885	1	M	448
POA0886	0	F	40
POA0886	0	M	49
POA0886	1	F	454
POA0886	1	M	532
POA2000	0	F	573
POA2000	0	M	711
POA2000	1	F	13021
POA2000	1	M	13102
POA2006	0	F	33
POA2006	0	M	34
POA2006	1	F	683
POA2006	1	M	511
POA2007	0	F	172
POA2007	0	M	173
POA2007	1	F	4413
POA2007	1	M	4074
POA2008	0	F	243
POA2008	0	M	223
POA2008	1	F	5846
POA2008	1	M	5402
POA2009	0	F	225
POA2009	0	M	297
POA2009	1	F	6103
POA2009	1	M	6182
POA2010	0	F	596
POA2010	0	M	750
POA2010	1	F	11164
POA2010	1	M	15227
POA2011	0	F	472
POA2011	0	M	632
POA2011	1	F	8780
POA2011	1	M	11309
POA2015	0	F	216
POA2015	0	M	230
POA2015	1	F	4684
POA2015	1	M	4792
POA2016	0	F	315
POA2016	0	M	317
POA2016	1	F	5713
POA2016	1	M	6865
POA2017	0	F	418
POA2017	0	M	468
POA2017	1	F	11603
POA2017	1	M	12202
POA2018	0	F	249
POA2018	0	M	221
POA2018	1	F	8251
POA2018	1	M	8313
POA2019	0	F	149
POA2019	0	M	184
POA2019	1	F	5272
POA2019	1	M	5230
POA2020	0	F	233
POA2020	0	M	257
POA2020	1	F	7105
POA2020	1	M	7180
POA2021	0	F	403
POA2021	0	M	375
POA2021	1	F	7638
POA2021	1	M	6896
POA2022	0	F	247
POA2022	0	M	253
POA2022	1	F	6259
POA2022	1	M	5749
POA2023	0	F	227
POA2023	0	M	265
POA2023	1	F	5271
POA2023	1	M	4955
POA2024	0	F	270
POA2024	0	M	250
POA2024	1	F	5521
POA2024	1	M	5029
POA2025	0	F	221
POA2025	0	M	201
POA2025	1	F	3818
POA2025	1	M	3171
POA2026	0	F	741
POA2026	0	M	733
POA2026	1	F	15683
POA2026	1	M	15336
POA2027	0	F	175
POA2027	0	M	207
POA2027	1	F	4262
POA2027	1	M	3549
POA2028	0	F	133
POA2028	0	M	128
POA2028	1	F	2474
POA2028	1	M	1912
POA2029	0	F	194
POA2029	0	M	202
POA2029	1	F	5136
POA2029	1	M	4427
POA2030	0	F	242
POA2030	0	M	261
POA2030	1	F	7140
POA2030	1	M	6440
POA2031	0	F	710
POA2031	0	M	679
POA2031	1	F	17436
POA2031	1	M	15900
POA2032	0	F	277
POA2032	0	M	273
POA2032	1	F	7991
POA2032	1	M	8153
POA2033	0	F	200
POA2033	0	M	241
POA2033	1	F	5605
POA2033	1	M	5522
POA2034	0	F	446
POA2034	0	M	459
POA2034	1	F	10521
POA2034	1	M	9290
POA2035	0	F	582
POA2035	0	M	666
POA2035	1	F	17177
POA2035	1	M	16068
POA2036	0	F	448
POA2036	0	M	509
POA2036	1	F	14245
POA2036	1	M	15207
POA2037	0	F	408
POA2037	0	M	405
POA2037	1	F	8109
POA2037	1	M	7188
POA2038	0	F	220
POA2038	0	M	206
POA2038	1	F	4695
POA2038	1	M	4336
POA2039	0	F	210
POA2039	0	M	209
POA2039	1	F	4348
POA2039	1	M	3965
POA2040	0	F	480
POA2040	0	M	453
POA2040	1	F	11125
POA2040	1	M	10179
POA2041	0	F	413
POA2041	0	M	403
POA2041	1	F	7763
POA2041	1	M	7113
POA2042	0	F	447
POA2042	0	M	470
POA2042	1	F	9104
POA2042	1	M	9100
POA2043	0	F	163
POA2043	0	M	187
POA2043	1	F	3736
POA2043	1	M	3932
POA2044	0	F	130
POA2044	0	M	142
POA2044	1	F	3782
POA2044	1	M	3789
POA2045	0	F	118
POA2045	0	M	108
POA2045	1	F	3137
POA2045	1	M	3094
POA2046	0	F	474
POA2046	0	M	500
POA2046	1	F	13680
POA2046	1	M	12167
POA2047	0	F	280
POA2047	0	M	280
POA2047	1	F	6058
POA2047	1	M	5326
POA2048	0	F	153
POA2048	0	M	159
POA2048	1	F	3842
POA2048	1	M	3781
POA2049	0	F	240
POA2049	0	M	235
POA2049	1	F	5498
POA2049	1	M	5304
POA2050	0	F	190
POA2050	0	M	207
POA2050	1	F	4382
POA2050	1	M	4183
POA2052	0	F	41
POA2052	0	M	39
POA2052	1	F	1624
POA2052	1	M	1733
POA2060	0	F	351
POA2060	0	M	375
POA2060	1	F	6892
POA2060	1	M	6372
POA2061	0	F	138
POA2061	0	M	146
POA2061	1	F	2959
POA2061	1	M	2702
POA2062	0	F	147
POA2062	0	M	168
POA2062	1	F	3568
POA2062	1	M	3119
POA2063	0	F	120
POA2063	0	M	135
POA2063	1	F	3168
POA2063	1	M	2926
POA2064	0	F	158
POA2064	0	M	167
POA2064	1	F	4715
POA2064	1	M	4484
POA2065	0	F	656
POA2065	0	M	643
POA2065	1	F	15057
POA2065	1	M	13761
POA2066	0	F	505
POA2066	0	M	574
POA2066	1	F	15572
POA2066	1	M	14973
POA2067	0	F	347
POA2067	0	M	392
POA2067	1	F	13537
POA2067	1	M	12122
POA2068	0	F	332
POA2068	0	M	317
POA2068	1	F	8386
POA2068	1	M	7779
POA2069	0	F	222
POA2069	0	M	257
POA2069	1	F	7058
POA2069	1	M	6717
POA2070	0	F	224
POA2070	0	M	261
POA2070	1	F	6753
POA2070	1	M	6269
POA2071	0	F	201
POA2071	0	M	231
POA2071	1	F	6827
POA2071	1	M	6290
POA2072	0	F	114
POA2072	0	M	120
POA2072	1	F	3891
POA2072	1	M	3537
POA2073	0	F	298
POA2073	0	M	301
POA2073	1	F	8287
POA2073	1	M	7459
POA2074	0	F	439
POA2074	0	M	441
POA2074	1	F	11169
POA2074	1	M	10215
POA2075	0	F	339
POA2075	0	M	298
POA2075	1	F	10325
POA2075	1	M	9494
POA2076	0	F	383
POA2076	0	M	451
POA2076	1	F	12402
POA2076	1	M	11416
POA2077	0	F	555
POA2077	0	M	571
POA2077	1	F	18804
POA2077	1	M	17860
POA2079	0	F	119
POA2079	0	M	114
POA2079	1	F	3442
POA2079	1	M	3425
POA2080	0	F	26
POA2080	0	M	30
POA2080	1	F	831
POA2080	1	M	822
POA2081	0	F	99
POA2081	0	M	123
POA2081	1	F	2590
POA2081	1	M	2561
POA2082	0	F	68
POA2082	0	M	110
POA2082	1	F	2664
POA2082	1	M	2557
POA2083	0	F	31
POA2083	0	M	49
POA2083	1	F	700
POA2083	1	M	724
POA2084	0	F	64
POA2084	0	M	65
POA2084	1	F	1776
POA2084	1	M	1718
POA2085	0	F	169
POA2085	0	M	194
POA2085	1	F	5833
POA2085	1	M	5431
POA2086	0	F	189
POA2086	0	M	219
POA2086	1	F	6579
POA2086	1	M	6423
POA2087	0	F	210
POA2087	0	M	208
POA2087	1	F	6407
POA2087	1	M	5968
POA2088	0	F	694
POA2088	0	M	705
POA2088	1	F	14593
POA2088	1	M	12485
POA2089	0	F	343
POA2089	0	M	278
POA2089	1	F	5970
POA2089	1	M	5325
POA2090	0	F	292
POA2090	0	M	304
POA2090	1	F	7123
POA2090	1	M	6004
POA2092	0	F	129
POA2092	0	M	150
POA2092	1	F	3574
POA2092	1	M	3287
POA2093	0	F	429
POA2093	0	M	456
POA2093	1	F	11370
POA2093	1	M	10619
POA2094	0	F	127
POA2094	0	M	144
POA2094	1	F	2926
POA2094	1	M	2639
POA2095	0	F	375
POA2095	0	M	393
POA2095	1	F	7602
POA2095	1	M	7493
POA2096	0	F	364
POA2096	0	M	380
POA2096	1	F	7022
POA2096	1	M	6898
POA2097	0	F	280
POA2097	0	M	340
POA2097	1	F	7673
POA2097	1	M	7243
POA2099	0	F	707
POA2099	0	M	719
POA2099	1	F	19734
POA2099	1	M	18772
POA2100	0	F	356
POA2100	0	M	410
POA2100	1	F	10194
POA2100	1	M	9951
POA2101	0	F	382
POA2101	0	M	439
POA2101	1	F	9552
POA2101	1	M	9023
POA2102	0	F	185
POA2102	0	M	177
POA2102	1	F	3710
POA2102	1	M	3424
POA2103	0	F	219
POA2103	0	M	252
POA2103	1	F	5327
POA2103	1	M	4877
POA2104	0	F	104
POA2104	0	M	92
POA2104	1	F	1856
POA2104	1	M	1564
POA2105	0	F	50
POA2105	0	M	72
POA2105	1	F	859
POA2105	1	M	866
POA2106	0	F	235
POA2106	0	M	288
POA2106	1	F	4499
POA2106	1	M	4280
POA2107	0	F	393
POA2107	0	M	423
POA2107	1	F	7113
POA2107	1	M	6742
POA2108	0	F	116
POA2108	0	M	119
POA2108	1	F	701
POA2108	1	M	735
POA2109	0	F	38
POA2109	0	M	31
POA2109	1	F	1603
POA2109	1	M	1411
POA2110	0	F	217
POA2110	0	M	234
POA2110	1	F	4960
POA2110	1	M	4940
POA2111	0	F	251
POA2111	0	M	249
POA2111	1	F	7197
POA2111	1	M	6715
POA2112	0	F	479
POA2112	0	M	532
POA2112	1	F	16390
POA2112	1	M	15455
POA2113	0	F	278
POA2113	0	M	284
POA2113	1	F	9099
POA2113	1	M	8710
POA2114	0	F	350
POA2114	0	M	391
POA2114	1	F	11856
POA2114	1	M	11463
POA2115	0	F	166
POA2115	0	M	248
POA2115	1	F	5222
POA2115	1	M	5109
POA2116	0	F	108
POA2116	0	M	87
POA2116	1	F	3252
POA2116	1	M	3202
POA2117	0	F	281
POA2117	0	M	336
POA2117	1	F	10604
POA2117	1	M	10058
POA2118	0	F	312
POA2118	0	M	342
POA2118	1	F	12065
POA2118	1	M	11621
POA2119	0	F	150
POA2119	0	M	217
POA2119	1	F	5974
POA2119	1	M	5299
POA2120	0	F	335
POA2120	0	M	380
POA2120	1	F	9944
POA2120	1	M	9537
POA2121	0	F	355
POA2121	0	M	412
POA2121	1	F	13953
POA2121	1	M	13505
POA2122	0	F	417
POA2122	0	M	460
POA2122	1	F	15703
POA2122	1	M	14581
POA2125	0	F	218
POA2125	0	M	242
POA2125	1	F	8076
POA2125	1	M	7842
POA2126	0	F	190
POA2126	0	M	242
POA2126	1	F	9359
POA2126	1	M	8975
POA2127	0	F	218
POA2127	0	M	227
POA2127	1	F	7176
POA2127	1	M	6912
POA2128	0	F	38
POA2128	0	M	40
POA2128	1	F	1367
POA2128	1	M	2722
POA2130	0	F	101
POA2130	0	M	120
POA2130	1	F	3654
POA2130	1	M	3431
POA2131	0	F	395
POA2131	0	M	342
POA2131	1	F	11672
POA2131	1	M	11425
POA2132	0	F	147
POA2132	0	M	152
POA2132	1	F	5402
POA2132	1	M	4903
POA2133	0	F	168
POA2133	0	M	138
POA2133	1	F	5629
POA2133	1	M	5079
POA2134	0	F	263
POA2134	0	M	231
POA2134	1	F	8098
POA2134	1	M	7447
POA2135	0	F	360
POA2135	0	M	350
POA2135	1	F	12245
POA2135	1	M	12305
POA2136	0	F	116
POA2136	0	M	118
POA2136	1	F	3665
POA2136	1	M	3468
POA2137	0	F	473
POA2137	0	M	567
POA2137	1	F	13220
POA2137	1	M	12247
POA2138	0	F	274
POA2138	0	M	269
POA2138	1	F	9940
POA2138	1	M	9538
POA2139	1	F	18
POA2139	1	M	36
POA2140	0	F	222
POA2140	0	M	380
POA2140	1	F	7412
POA2140	1	M	8148
POA2141	0	F	335
POA2141	0	M	421
POA2141	1	F	13526
POA2141	1	M	14396
POA2142	0	F	308
POA2142	0	M	380
POA2142	1	F	12258
POA2142	1	M	13357
POA2143	0	F	102
POA2143	0	M	123
POA2143	1	F	4393
POA2143	1	M	4304
POA2144	0	F	440
POA2144	0	M	566
POA2144	1	F	16363
POA2144	1	M	20006
POA2145	0	F	961
POA2145	0	M	1055
POA2145	1	F	38631
POA2145	1	M	38568
POA2146	0	F	249
POA2146	0	M	240
POA2146	1	F	8477
POA2146	1	M	8500
POA2147	0	F	462
POA2147	0	M	512
POA2147	1	F	17663
POA2147	1	M	17704
POA2148	0	F	782
POA2148	0	M	935
POA2148	1	F	30618
POA2148	1	M	30737
POA2150	0	F	375
POA2150	0	M	412
POA2150	1	F	14675
POA2150	1	M	16039
POA2151	0	F	307
POA2151	0	M	305
POA2151	1	F	10486
POA2151	1	M	10204
POA2152	0	F	201
POA2152	0	M	167
POA2152	1	F	5715
POA2152	1	M	5129
POA2153	0	F	725
POA2153	0	M	774
POA2153	1	F	28172
POA2153	1	M	26884
POA2154	0	F	539
POA2154	0	M	585
POA2154	1	F	19906
POA2154	1	M	18571
POA2155	0	F	630
POA2155	0	M	746
POA2155	1	F	27397
POA2155	1	M	26672
POA2156	0	F	222
POA2156	0	M	242
POA2156	1	F	6293
POA2156	1	M	6189
POA2157	0	F	63
POA2157	0	M	83
POA2157	1	F	1811
POA2157	1	M	1777
POA2158	0	F	141
POA2158	0	M	171
POA2158	1	F	4239
POA2158	1	M	4032
POA2159	0	F	80
POA2159	0	M	101
POA2159	1	F	2433
POA2159	1	M	2369
POA2160	0	F	489
POA2160	0	M	503
POA2160	1	F	17275
POA2160	1	M	17698
POA2161	0	F	379
POA2161	0	M	507
POA2161	1	F	15206
POA2161	1	M	15331
POA2162	0	F	249
POA2162	0	M	253
POA2162	1	F	9171
POA2162	1	M	8945
POA2163	0	F	123
POA2163	0	M	141
POA2163	1	F	4479
POA2163	1	M	4849
POA2164	0	F	264
POA2164	0	M	297
POA2164	1	F	9642
POA2164	1	M	9428
POA2165	0	F	567
POA2165	0	M	589
POA2165	1	F	20920
POA2165	1	M	20362
POA2166	0	F	849
POA2166	0	M	903
POA2166	1	F	26050
POA2166	1	M	24960
POA2167	0	F	120
POA2167	0	M	137
POA2167	1	F	4796
POA2167	1	M	4580
POA2168	0	F	523
POA2168	0	M	562
POA2168	1	F	21563
POA2168	1	M	20805
POA2170	0	F	1369
POA2170	0	M	1473
POA2170	1	F	52053
POA2170	1	M	50554
POA2171	0	F	352
POA2171	0	M	460
POA2171	1	F	17204
POA2171	1	M	16855
POA2172	0	F	28
POA2172	0	M	46
POA2172	1	F	1333
POA2172	1	M	1371
POA2173	0	F	136
POA2173	0	M	274
POA2173	1	F	6925
POA2173	1	M	7104
POA2174	0	F	21
POA2174	0	M	25
POA2174	1	F	1123
POA2174	1	M	1095
POA2175	0	F	23
POA2175	0	M	26
POA2175	1	F	866
POA2175	1	M	923
POA2176	0	F	576
POA2176	0	M	587
POA2176	1	F	23747
POA2176	1	M	22898
POA2177	0	F	201
POA2177	0	M	245
POA2177	1	F	7976
POA2177	1	M	7562
POA2178	0	F	60
POA2178	0	M	80
POA2178	1	F	2009
POA2178	1	M	2086
POA2179	0	F	119
POA2179	0	M	119
POA2179	1	F	3096
POA2179	1	M	3185
POA2190	0	F	309
POA2190	0	M	332
POA2190	1	F	12583
POA2190	1	M	12348
POA2191	0	F	81
POA2191	0	M	76
POA2191	1	F	3184
POA2191	1	M	2984
POA2192	0	F	206
POA2192	0	M	197
POA2192	1	F	6177
POA2192	1	M	6139
POA2193	0	F	251
POA2193	0	M	251
POA2193	1	F	7534
POA2193	1	M	7218
POA2194	0	F	286
POA2194	0	M	323
POA2194	1	F	11929
POA2194	1	M	11994
POA2195	0	F	262
POA2195	0	M	319
POA2195	1	F	12354
POA2195	1	M	14214
POA2196	0	F	361
POA2196	0	M	435
POA2196	1	F	15375
POA2196	1	M	15638
POA2197	0	F	133
POA2197	0	M	128
POA2197	1	F	4466
POA2197	1	M	4345
POA2198	0	F	118
POA2198	0	M	119
POA2198	1	F	4538
POA2198	1	M	4263
POA2199	0	F	265
POA2199	0	M	284
POA2199	1	F	8752
POA2199	1	M	8715
POA2200	0	F	611
POA2200	0	M	656
POA2200	1	F	21472
POA2200	1	M	20956
POA2203	0	F	258
POA2203	0	M	245
POA2203	1	F	6915
POA2203	1	M	6290
POA2204	0	F	568
POA2204	0	M	524
POA2204	1	F	12948
POA2204	1	M	12457
POA2205	0	F	269
POA2205	0	M	292
POA2205	1	F	9362
POA2205	1	M	9520
POA2206	0	F	295
POA2206	0	M	297
POA2206	1	F	9563
POA2206	1	M	9247
POA2207	0	F	387
POA2207	0	M	390
POA2207	1	F	14234
POA2207	1	M	13523
POA2208	0	F	160
POA2208	0	M	169
POA2208	1	F	6218
POA2208	1	M	5903
POA2209	0	F	191
POA2209	0	M	203
POA2209	1	F	7960
POA2209	1	M	7410
POA2210	0	F	433
POA2210	0	M	426
POA2210	1	F	15273
POA2210	1	M	14453
POA2211	0	F	216
POA2211	0	M	253
POA2211	1	F	8369
POA2211	1	M	8010
POA2212	0	F	234
POA2212	0	M	224
POA2212	1	F	7964
POA2212	1	M	7423
POA2213	0	F	297
POA2213	0	M	360
POA2213	1	F	10850
POA2213	1	M	10283
POA2214	0	F	62
POA2214	0	M	53
POA2214	1	F	1942
POA2214	1	M	1890
POA2216	0	F	399
POA2216	0	M	435
POA2216	1	F	13510
POA2216	1	M	13722
POA2217	0	F	404
POA2217	0	M	367
POA2217	1	F	13188
POA2217	1	M	12891
POA2218	0	F	204
POA2218	0	M	191
POA2218	1	F	7995
POA2218	1	M	8033
POA2219	0	F	221
POA2219	0	M	218
POA2219	1	F	6731
POA2219	1	M	6031
POA2220	0	F	368
POA2220	0	M	443
POA2220	1	F	16146
POA2220	1	M	15537
POA2221	0	F	256
POA2221	0	M	249
POA2221	1	F	8225
POA2221	1	M	7748
POA2222	0	F	169
POA2222	0	M	168
POA2222	1	F	6431
POA2222	1	M	6018
POA2223	0	F	329
POA2223	0	M	357
POA2223	1	F	10442
POA2223	1	M	9778
POA2224	0	F	224
POA2224	0	M	236
POA2224	1	F	7152
POA2224	1	M	6591
POA2225	0	F	92
POA2225	0	M	112
POA2225	1	F	2675
POA2225	1	M	2532
POA2226	0	F	228
POA2226	0	M	261
POA2226	1	F	6117
POA2226	1	M	5897
POA2227	0	F	267
POA2227	0	M	286
POA2227	1	F	7238
POA2227	1	M	6831
POA2228	0	F	318
POA2228	0	M	409
POA2228	1	F	9189
POA2228	1	M	8449
POA2229	0	F	515
POA2229	0	M	602
POA2229	1	F	14272
POA2229	1	M	13335
POA2230	0	F	696
POA2230	0	M	746
POA2230	1	F	13949
POA2230	1	M	13444
POA2231	0	F	50
POA2231	0	M	57
POA2231	1	F	1072
POA2231	1	M	1089
POA2232	0	F	564
POA2232	0	M	591
POA2232	1	F	16367
POA2232	1	M	15345
POA2233	0	F	431
POA2233	0	M	524
POA2233	1	F	14596
POA2233	1	M	13949
POA2234	0	F	464
POA2234	0	M	462
POA2234	1	F	14999
POA2234	1	M	14653
POA2250	0	F	1419
POA2250	0	M	1477
POA2250	1	F	33148
POA2250	1	M	31145
POA2251	0	F	765
POA2251	0	M	849
POA2251	1	F	16227
POA2251	1	M	14857
POA2256	0	F	385
POA2256	0	M	366
POA2256	1	F	7742
POA2256	1	M	7109
POA2257	0	F	704
POA2257	0	M	769
POA2257	1	F	14359
POA2257	1	M	13178
POA2258	0	F	95
POA2258	0	M	124
POA2258	1	F	2493
POA2258	1	M	2452
POA2259	0	F	1275
POA2259	0	M	1405
POA2259	1	F	29185
POA2259	1	M	27644
POA2260	0	F	615
POA2260	0	M	696
POA2260	1	F	11272
POA2260	1	M	10832
POA2261	0	F	1243
POA2261	0	M	1318
POA2261	1	F	26241
POA2261	1	M	23950
POA2262	0	F	486
POA2262	0	M	511
POA2262	1	F	10185
POA2262	1	M	9644
POA2263	0	F	537
POA2263	0	M	617
POA2263	1	F	11988
POA2263	1	M	11123
POA2264	0	F	368
POA2264	0	M	419
POA2264	1	F	6885
POA2264	1	M	6568
POA2265	0	F	168
POA2265	0	M	165
POA2265	1	F	2858
POA2265	1	M	2616
POA2267	0	F	99
POA2267	0	M	117
POA2267	1	F	1296
POA2267	1	M	1250
POA2278	0	F	61
POA2278	0	M	61
POA2278	1	F	1206
POA2278	1	M	1242
POA2280	0	F	583
POA2280	0	M	695
POA2280	1	F	13021
POA2280	1	M	12378
POA2281	0	F	346
POA2281	0	M	447
POA2281	1	F	6896
POA2281	1	M	6589
POA2282	0	F	368
POA2282	0	M	454
POA2282	1	F	7330
POA2282	1	M	6625
POA2283	0	F	667
POA2283	0	M	733
POA2283	1	F	11301
POA2283	1	M	10597
POA2284	0	F	281
POA2284	0	M	311
POA2284	1	F	5035
POA2284	1	M	4871
POA2285	0	F	600
POA2285	0	M	707
POA2285	1	F	15173
POA2285	1	M	14234
POA2286	0	F	63
POA2286	0	M	93
POA2286	1	F	1924
POA2286	1	M	1826
POA2287	0	F	726
POA2287	0	M	895
POA2287	1	F	17838
POA2287	1	M	16938
POA2289	0	F	395
POA2289	0	M	486
POA2289	1	F	9343
POA2289	1	M	8893
POA2290	0	F	772
POA2290	0	M	924
POA2290	1	F	16429
POA2290	1	M	15301
POA2291	0	F	369
POA2291	0	M	480
POA2291	1	F	6388
POA2291	1	M	6180
POA2292	0	F	57
POA2292	0	M	68
POA2292	1	F	1180
POA2292	1	M	1156
POA2293	0	F	77
POA2293	0	M	85
POA2293	1	F	1185
POA2293	1	M	1170
POA2294	0	F	59
POA2294	0	M	70
POA2294	1	F	892
POA2294	1	M	907
POA2295	0	F	182
POA2295	0	M	232
POA2295	1	F	3298
POA2295	1	M	3213
POA2296	0	F	55
POA2296	0	M	84
POA2296	1	F	889
POA2296	1	M	863
POA2297	0	F	46
POA2297	0	M	48
POA2297	1	F	796
POA2297	1	M	800
POA2298	0	F	207
POA2298	0	M	280
POA2298	1	F	4690
POA2298	1	M	4317
POA2299	0	F	280
POA2299	0	M	299
POA2299	1	F	5427
POA2299	1	M	5204
POA2300	0	F	420
POA2300	0	M	507
POA2300	1	F	4804
POA2300	1	M	4851
POA2302	0	F	12
POA2302	0	M	28
POA2302	1	F	239
POA2302	1	M	286
POA2303	0	F	217
POA2303	0	M	295
POA2303	1	F	4407
POA2303	1	M	4218
POA2304	0	F	311
POA2304	0	M	409
POA2304	1	F	7351
POA2304	1	M	7106
POA2305	0	F	257
POA2305	0	M	335
POA2305	1	F	6183
POA2305	1	M	5733
POA2306	0	F	96
POA2306	0	M	92
POA2306	1	F	1672
POA2306	1	M	1496
POA2307	0	F	101
POA2307	0	M	90
POA2307	1	F	1817
POA2307	1	M	1897
POA2308	0	F	31
POA2308	0	M	14
POA2308	1	F	707
POA2308	1	M	577
POA2311	0	F	18
POA2311	0	M	22
POA2311	1	F	395
POA2311	1	M	427
POA2312	0	F	39
POA2312	0	M	41
POA2312	1	F	667
POA2312	1	M	714
POA2314	0	F	12
POA2314	0	M	19
POA2314	1	F	35
POA2314	1	M	145
POA2315	0	F	475
POA2315	0	M	566
POA2315	1	F	7060
POA2315	1	M	6556
POA2316	0	F	206
POA2316	0	M	212
POA2316	1	F	2752
POA2316	1	M	2669
POA2317	0	F	199
POA2317	0	M	215
POA2317	1	F	3088
POA2317	1	M	2742
POA2318	0	F	304
POA2318	0	M	387
POA2318	1	F	5770
POA2318	1	M	5683
POA2319	0	F	179
POA2319	0	M	208
POA2319	1	F	3158
POA2319	1	M	3144
POA2320	0	F	743
POA2320	0	M	900
POA2320	1	F	16886
POA2320	1	M	16029
POA2321	0	F	294
POA2321	0	M	355
POA2321	1	F	7103
POA2321	1	M	6870
POA2322	0	F	359
POA2322	0	M	481
POA2322	1	F	8936
POA2322	1	M	8678
POA2323	0	F	577
POA2323	0	M	642
POA2323	1	F	12652
POA2323	1	M	11865
POA2324	0	F	616
POA2324	0	M	761
POA2324	1	F	11304
POA2324	1	M	10963
POA2325	0	F	773
POA2325	0	M	777
POA2325	1	F	13535
POA2325	1	M	13380
POA2326	0	F	206
POA2326	0	M	221
POA2326	1	F	3470
POA2326	1	M	3437
POA2327	0	F	128
POA2327	0	M	181
POA2327	1	F	3720
POA2327	1	M	3578
POA2328	0	F	55
POA2328	0	M	44
POA2328	1	F	1142
POA2328	1	M	1203
POA2329	0	F	50
POA2329	0	M	40
POA2329	1	F	1015
POA2329	1	M	1004
POA2330	0	F	507
POA2330	0	M	544
POA2330	1	F	9626
POA2330	1	M	9672
POA2331	0	M	11
POA2331	1	F	14
POA2331	1	M	292
POA2333	0	F	324
POA2333	0	M	338
POA2333	1	F	6329
POA2333	1	M	6664
POA2334	0	F	58
POA2334	0	M	85
POA2334	1	F	1330
POA2334	1	M	1366
POA2335	0	F	121
POA2335	0	M	142
POA2335	1	F	2980
POA2335	1	M	2910
POA2336	0	F	57
POA2336	0	M	94
POA2336	1	F	1233
POA2336	1	M	1228
POA2337	0	F	171
POA2337	0	M	229
POA2337	1	F	3827
POA2337	1	M	3658
POA2338	0	F	41
POA2338	0	M	45
POA2338	1	F	702
POA2338	1	M	643
POA2339	0	F	13
POA2339	0	M	20
POA2339	1	F	288
POA2339	1	M	351
POA2340	0	F	1368
POA2340	0	M	1594
POA2340	1	F	23808
POA2340	1	M	22293
POA2341	0	F	42
POA2341	0	M	59
POA2341	1	F	727
POA2341	1	M	746
POA2342	0	F	12
POA2342	0	M	21
POA2342	1	F	227
POA2342	1	M	213
POA2343	0	F	176
POA2343	0	M	152
POA2343	1	F	2328
POA2343	1	M	2314
POA2344	0	F	8
POA2344	0	M	22
