POA_CODE_2016	Age	NeedsAssistance	Sex	persons
POA2582	45-54	1	F	42
POA2582	45-54	1	M	31
POA2582	55-64		F	64
POA2582	55-64		M	71
POA2582	55-64	0	F	746
POA2582	55-64	0	M	721
POA2582	55-64	1	F	29
POA2582	55-64	1	M	55
POA2582	65-74		F	52
POA2582	65-74		M	46
POA2582	65-74	0	F	499
POA2582	65-74	0	M	506
POA2582	65-74	1	F	44
POA2582	65-74	1	M	43
POA2582	75-84		F	28
POA2582	75-84		M	20
POA2582	75-84	0	F	224
POA2582	75-84	0	M	202
POA2582	75-84	1	F	65
POA2582	75-84	1	M	44
POA2582	85+		F	12
POA2582	85+		M	9
POA2582	85+	0	F	71
POA2582	85+	0	M	50
POA2582	85+	1	F	82
POA2582	85+	1	M	34
POA2583	0-4		F	7
POA2583	0-4		M	13
POA2583	0-4	0	F	74
POA2583	0-4	0	M	108
POA2583	5-14		F	26
POA2583	5-14		M	24
POA2583	5-14	0	F	218
POA2583	5-14	0	M	213
POA2583	5-14	1	F	4
POA2583	5-14	1	M	5
POA2583	15-19		F	10
POA2583	15-19		M	12
POA2583	15-19	0	F	112
POA2583	15-19	0	M	111
POA2583	15-19	1	F	3
POA2583	15-19	1	M	4
POA2583	20-24		F	8
POA2583	20-24		M	7
POA2583	20-24	0	F	73
POA2583	20-24	0	M	85
POA2583	20-24	1	M	3
POA2583	25-34		F	21
POA2583	25-34		M	20
POA2583	25-34	0	F	160
POA2583	25-34	0	M	139
POA2583	25-34	1	F	5
POA2583	25-34	1	M	9
POA2583	35-44		F	13
POA2583	35-44		M	20
POA2583	35-44	0	F	170
POA2583	35-44	0	M	170
POA2583	35-44	1	F	4
POA2583	35-44	1	M	5
POA2583	45-54		F	43
POA2583	45-54		M	27
POA2583	45-54	0	F	283
POA2583	45-54	0	M	268
POA2583	45-54	1	F	16
POA2583	45-54	1	M	14
POA2583	55-64		F	30
POA2583	55-64		M	44
POA2583	55-64	0	F	289
POA2583	55-64	0	M	319
POA2583	55-64	1	F	17
POA2583	55-64	1	M	14
POA2583	65-74		F	24
POA2583	65-74		M	37
POA2583	65-74	0	F	241
POA2583	65-74	0	M	281
POA2583	65-74	1	F	31
POA2583	65-74	1	M	26
POA2583	75-84		F	24
POA2583	75-84		M	16
POA2583	75-84	0	F	144
POA2583	75-84	0	M	152
POA2583	75-84	1	F	40
POA2583	75-84	1	M	26
POA2583	85+		F	5
POA2583	85+		M	4
POA2583	85+	0	F	33
POA2583	85+	0	M	36
POA2583	85+	1	F	36
POA2583	85+	1	M	23
POA2584	0-4		F	5
POA2584	0-4	0	F	13
POA2584	0-4	0	M	16
POA2584	5-14		F	4
POA2584	5-14		M	3
POA2584	5-14	0	F	26
POA2584	5-14	0	M	38
POA2584	5-14	1	F	3
POA2584	15-19	0	F	10
POA2584	15-19	0	M	7
POA2584	20-24	0	F	12
POA2584	20-24	0	M	6
POA2584	25-34		F	3
POA2584	25-34		M	4
POA2584	25-34	0	F	28
POA2584	25-34	0	M	24
POA2584	35-44		F	3
POA2584	35-44		M	3
POA2584	35-44	0	F	27
POA2584	35-44	0	M	28
POA2584	35-44	1	M	5
POA2584	45-54		F	3
POA2584	45-54	0	F	27
POA2584	45-54	0	M	29
POA2584	45-54	1	F	3
POA2584	55-64		M	3
POA2584	55-64	0	F	36
POA2584	55-64	0	M	39
POA2584	55-64	1	F	3
POA2584	55-64	1	M	3
POA2584	65-74		F	5
POA2584	65-74	0	F	35
POA2584	65-74	0	M	30
POA2584	65-74	1	M	3
POA2584	75-84	0	F	8
POA2584	75-84	0	M	14
POA2584	75-84	1	M	4
POA2584	85+	0	M	3
POA2584	85+	1	F	6
POA2585	0-4	0	F	7
POA2585	0-4	0	M	16
POA2585	5-14		M	4
POA2585	5-14	0	F	8
POA2585	5-14	0	M	19
POA2585	15-19	0	M	8
POA2585	20-24	0	F	3
POA2585	20-24	0	M	5
POA2585	25-34	0	F	8
POA2585	25-34	0	M	6
POA2585	35-44	0	F	10
POA2585	35-44	0	M	8
POA2585	45-54		F	3
POA2585	45-54	0	F	14
POA2585	45-54	0	M	12
POA2585	45-54	1	M	3
POA2585	55-64	0	F	16
POA2585	55-64	0	M	18
POA2585	65-74		F	4
POA2585	65-74		M	3
POA2585	65-74	0	F	12
POA2585	65-74	0	M	10
POA2585	65-74	1	F	3
POA2585	75-84	0	F	5
POA2585	75-84	0	M	6
POA2586	0-4		F	5
POA2586	0-4		M	4
POA2586	0-4	0	F	42
POA2586	0-4	0	M	64
POA2586	5-14		F	9
POA2586	5-14		M	6
POA2586	5-14	0	F	123
POA2586	5-14	0	M	152
POA2586	5-14	1	F	3
POA2586	5-14	1	M	9
POA2586	15-19		F	11
POA2586	15-19	0	F	65
POA2586	15-19	0	M	87
POA2586	15-19	1	F	4
POA2586	15-19	1	M	3
POA2586	20-24		F	9
POA2586	20-24		M	5
POA2586	20-24	0	F	63
POA2586	20-24	0	M	51
POA2586	25-34		F	6
POA2586	25-34		M	4
POA2586	25-34	0	F	94
POA2586	25-34	0	M	88
POA2586	35-44		F	10
POA2586	35-44		M	8
POA2586	35-44	0	F	116
POA2586	35-44	0	M	115
POA2586	35-44	1	F	3
POA2586	35-44	1	M	9
POA2586	45-54		F	19
POA2586	45-54		M	18
POA2586	45-54	0	F	162
POA2586	45-54	0	M	170
POA2586	45-54	1	F	13
POA2586	45-54	1	M	14
POA2586	55-64		F	13
POA2586	55-64		M	27
POA2586	55-64	0	F	183
POA2586	55-64	0	M	189
POA2586	55-64	1	F	7
POA2586	55-64	1	M	14
POA2586	65-74		F	10
POA2586	65-74		M	10
POA2586	65-74	0	F	156
POA2586	65-74	0	M	161
POA2586	65-74	1	F	17
POA2586	65-74	1	M	24
POA2586	75-84		F	5
POA2586	75-84		M	11
POA2586	75-84	0	F	60
POA2586	75-84	0	M	73
POA2586	75-84	1	F	10
POA2586	75-84	1	M	7
POA2586	85+		F	3
POA2586	85+	0	F	19
POA2586	85+	0	M	10
POA2586	85+	1	F	25
POA2586	85+	1	M	11
POA2587	0-4		F	3
POA2587	0-4		M	8
POA2587	0-4	0	F	80
POA2587	0-4	0	M	76
POA2587	5-14		F	8
POA2587	5-14		M	5
POA2587	5-14	0	F	175
POA2587	5-14	0	M	134
POA2587	5-14	1	M	10
POA2587	15-19		F	8
POA2587	15-19		M	3
POA2587	15-19	0	F	75
POA2587	15-19	0	M	68
POA2587	15-19	1	M	3
POA2587	20-24		F	3
POA2587	20-24		M	3
POA2587	20-24	0	F	47
POA2587	20-24	0	M	35
POA2587	20-24	1	M	3
POA2587	25-34		F	16
POA2587	25-34		M	6
POA2587	25-34	0	F	126
POA2587	25-34	0	M	105
POA2587	35-44		F	5
POA2587	35-44		M	10
POA2587	35-44	0	F	134
POA2587	35-44	0	M	125
POA2587	35-44	1	F	4
POA2587	35-44	1	M	7
POA2587	45-54		F	11
POA2587	45-54		M	7
POA2587	45-54	0	F	176
POA2587	45-54	0	M	159
POA2587	45-54	1	F	16
POA2587	45-54	1	M	9
POA2587	55-64		F	11
POA2587	55-64		M	15
POA2587	55-64	0	F	181
POA2587	55-64	0	M	190
POA2587	55-64	1	F	13
POA2587	55-64	1	M	18
POA2587	65-74		F	13
POA2587	65-74		M	16
POA2587	65-74	0	F	214
POA2587	65-74	0	M	202
POA2587	65-74	1	F	11
POA2587	65-74	1	M	14
POA2587	75-84		F	13
POA2587	75-84		M	4
POA2587	75-84	0	F	89
POA2587	75-84	0	M	99
POA2587	75-84	1	F	27
POA2587	75-84	1	M	13
POA2587	85+		F	7
POA2587	85+		M	3
POA2587	85+	0	F	19
POA2587	85+	0	M	15
POA2587	85+	1	F	34
POA2587	85+	1	M	23
POA2588	0-4	0	F	3
POA2588	0-4	0	M	8
POA2588	5-14	0	F	20
POA2588	5-14	0	M	12
POA2588	15-19	0	F	4
POA2588	15-19	0	M	4
POA2588	20-24	0	M	8
POA2588	25-34	0	F	8
POA2588	25-34	0	M	4
POA2588	35-44	0	F	8
POA2588	35-44	0	M	12
POA2588	45-54		M	3
POA2588	45-54	0	F	21
POA2588	45-54	0	M	22
POA2588	55-64	0	F	25
POA2588	55-64	0	M	24
POA2588	55-64	1	M	3
POA2588	65-74	0	F	10
POA2588	65-74	0	M	18
POA2588	75-84	0	F	7
POA2588	75-84	0	M	7
POA2588	75-84	1	F	3
POA2588	85+	0	F	3
POA2590	0-4		F	14
POA2590	0-4		M	16
POA2590	0-4	0	F	147
POA2590	0-4	0	M	176
POA2590	5-14		F	21
POA2590	5-14		M	40
POA2590	5-14	0	F	365
POA2590	5-14	0	M	399
POA2590	5-14	1	F	14
POA2590	5-14	1	M	15
POA2590	15-19		F	3
POA2590	15-19		M	10
POA2590	15-19	0	F	149
POA2590	15-19	0	M	176
POA2590	15-19	1	F	8
POA2590	15-19	1	M	11
POA2590	20-24		F	15
POA2590	20-24		M	8
POA2590	20-24	0	F	139
POA2590	20-24	0	M	132
POA2590	20-24	1	F	5
POA2590	20-24	1	M	6
POA2590	25-34		F	31
POA2590	25-34		M	24
POA2590	25-34	0	F	267
POA2590	25-34	0	M	263
POA2590	25-34	1	F	12
POA2590	25-34	1	M	11
POA2590	35-44		F	34
POA2590	35-44		M	28
POA2590	35-44	0	F	335
POA2590	35-44	0	M	290
POA2590	35-44	1	F	16
POA2590	35-44	1	M	10
POA2590	45-54		F	23
POA2590	45-54		M	41
POA2590	45-54	0	F	383
POA2590	45-54	0	M	368
POA2590	45-54	1	F	20
POA2590	45-54	1	M	12
POA2590	55-64		F	40
POA2590	55-64		M	43
POA2590	55-64	0	F	473
POA2590	55-64	0	M	454
POA2590	55-64	1	F	35
POA2590	55-64	1	M	37
POA2590	65-74		F	39
POA2590	65-74		M	29
POA2590	65-74	0	F	450
POA2590	65-74	0	M	405
POA2590	65-74	1	F	43
POA2590	65-74	1	M	48
POA2590	75-84		F	30
POA2590	75-84		M	33
POA2590	75-84	0	F	272
POA2590	75-84	0	M	251
POA2590	75-84	1	F	55
POA2590	75-84	1	M	46
POA2590	85+		F	21
POA2590	85+		M	5
POA2590	85+	0	F	63
POA2590	85+	0	M	47
POA2590	85+	1	F	103
POA2590	85+	1	M	42
POA2594	0-4		F	36
POA2594	0-4		M	33
POA2594	0-4	0	F	337
POA2594	0-4	0	M	339
POA2594	0-4	1	F	3
POA2594	0-4	1	M	4
POA2594	5-14		F	56
POA2594	5-14		M	65
POA2594	5-14	0	F	758
POA2594	5-14	0	M	786
POA2594	5-14	1	F	20
POA2594	5-14	1	M	38
POA2594	15-19		F	31
POA2594	15-19		M	18
POA2594	15-19	0	F	357
POA2594	15-19	0	M	323
POA2594	15-19	1	F	5
POA2594	15-19	1	M	13
POA2594	20-24		F	28
POA2594	20-24		M	20
POA2594	20-24	0	F	286
POA2594	20-24	0	M	264
POA2594	20-24	1	F	7
POA2594	20-24	1	M	4
POA2594	25-34		F	41
POA2594	25-34		M	44
POA2594	25-34	0	F	552
POA2594	25-34	0	M	500
POA2594	25-34	1	F	13
POA2594	25-34	1	M	20
POA2594	35-44		F	40
POA2594	35-44		M	45
POA2594	35-44	0	F	614
POA2594	35-44	0	M	600
POA2594	35-44	1	F	12
POA2594	35-44	1	M	26
POA2594	45-54		F	71
POA2594	45-54		M	59
POA2594	45-54	0	F	672
POA2594	45-54	0	M	619
POA2594	45-54	1	F	39
POA2594	45-54	1	M	19
POA2594	55-64		F	56
POA2594	55-64		M	50
POA2594	55-64	0	F	626
POA2594	55-64	0	M	603
POA2594	55-64	1	F	42
POA2594	55-64	1	M	50
POA2594	65-74		F	57
POA2594	65-74		M	52
POA2594	65-74	0	F	559
POA2594	65-74	0	M	559
POA2594	65-74	1	F	37
POA2594	65-74	1	M	65
POA2594	75-84		F	34
POA2594	75-84		M	25
POA2594	75-84	0	F	329
POA2594	75-84	0	M	249
POA2594	75-84	1	F	65
POA2594	75-84	1	M	60
POA2594	85+		F	16
POA2594	85+		M	7
POA2594	85+	0	F	91
POA2594	85+	0	M	66
POA2594	85+	1	F	121
POA2594	85+	1	M	33
POA2600	0-4		F	10
POA2600	0-4	0	F	159
POA2600	0-4	0	M	152
POA2600	0-4	1	M	3
POA2600	5-14		F	17
POA2600	5-14		M	12
POA2600	5-14	0	F	386
POA2600	5-14	0	M	310
POA2600	5-14	1	F	4
POA2600	5-14	1	M	9
POA2600	15-19		F	10
POA2600	15-19		M	3
POA2600	15-19	0	F	234
POA2600	15-19	0	M	156
POA2600	15-19	1	F	8
POA2600	15-19	1	M	6
POA2600	20-24		F	12
POA2600	20-24		M	9
POA2600	20-24	0	F	157
POA2600	20-24	0	M	132
POA2600	20-24	1	F	3
POA2600	20-24	1	M	7
POA2600	25-34		F	26
POA2600	25-34		M	42
POA2600	25-34	0	F	394
POA2600	25-34	0	M	385
POA2600	25-34	1	F	6
POA2600	25-34	1	M	3
POA2600	35-44		F	34
POA2600	35-44		M	34
POA2600	35-44	0	F	428
POA2600	35-44	0	M	405
POA2600	35-44	1	F	10
POA2600	35-44	1	M	3
POA2600	45-54		F	37
POA2600	45-54		M	22
POA2600	45-54	0	F	515
POA2600	45-54	0	M	484
POA2600	45-54	1	F	12
POA2600	45-54	1	M	12
POA2600	55-64		F	30
POA2600	55-64		M	20
POA2600	55-64	0	F	490
POA2600	55-64	0	M	419
POA2600	55-64	1	F	17
POA2600	55-64	1	M	9
POA2600	65-74		F	35
POA2600	65-74		M	34
POA2600	65-74	0	F	426
POA2600	65-74	0	M	417
POA2600	65-74	1	F	26
POA2600	65-74	1	M	13
POA2600	75-84		F	23
POA2600	75-84		M	16
POA2600	75-84	0	F	189
POA2600	75-84	0	M	150
POA2600	75-84	1	F	26
POA2600	75-84	1	M	20
POA2600	85+		F	18
POA2600	85+		M	9
POA2600	85+	0	F	85
POA2600	85+	0	M	51
POA2600	85+	1	F	54
POA2600	85+	1	M	39
POA2601	0-4		M	3
POA2601	0-4	0	F	35
POA2601	0-4	0	M	32
POA2601	5-14		F	3
POA2601	5-14		M	3
POA2601	5-14	0	F	18
POA2601	5-14	0	M	17
POA2601	15-19		F	37
POA2601	15-19		M	22
POA2601	15-19	0	F	780
POA2601	15-19	0	M	527
POA2601	15-19	1	F	4
POA2601	20-24		F	46
POA2601	20-24		M	69
POA2601	20-24	0	F	1113
POA2601	20-24	0	M	997
POA2601	20-24	1	F	6
POA2601	25-34		F	65
POA2601	25-34		M	103
POA2601	25-34	0	F	638
POA2601	25-34	0	M	736
POA2601	25-34	1	M	8
POA2601	35-44		F	20
POA2601	35-44		M	39
POA2601	35-44	0	F	141
POA2601	35-44	0	M	217
POA2601	45-54		F	26
POA2601	45-54		M	19
POA2601	45-54	0	F	108
POA2601	45-54	0	M	117
POA2601	45-54	1	F	10
POA2601	45-54	1	M	3
POA2601	55-64		F	12
POA2601	55-64		M	19
POA2601	55-64	0	F	89
POA2601	55-64	0	M	96
POA2601	55-64	1	M	4
POA2601	65-74		F	13
POA2601	65-74		M	12
POA2601	65-74	0	F	40
POA2601	65-74	0	M	53
POA2601	75-84		F	5
POA2601	75-84		M	5
POA2601	75-84	0	F	14
POA2601	75-84	0	M	10
POA2601	75-84	1	M	5
POA2601	85+		F	3
POA2601	85+		M	8
POA2601	85+	0	F	10
POA2601	85+	0	M	6
POA2601	85+	1	F	6
POA2602	0-4		F	42
POA2602	0-4		M	51
POA2602	0-4	0	F	817
POA2602	0-4	0	M	848
POA2602	0-4	1	F	5
POA2602	0-4	1	M	3
POA2602	5-14		F	79
POA2602	5-14		M	87
POA2602	5-14	0	F	1571
POA2602	5-14	0	M	1524
POA2602	5-14	1	F	35
POA2602	5-14	1	M	48
POA2602	15-19		F	29
POA2602	15-19		M	47
POA2602	15-19	0	F	688
POA2602	15-19	0	M	699
POA2602	15-19	1	F	18
POA2602	15-19	1	M	22
POA2602	20-24		F	71
POA2602	20-24		M	63
POA2602	20-24	0	F	1318
POA2602	20-24	0	M	1242
POA2602	20-24	1	F	20
POA2602	20-24	1	M	9
POA2602	25-34		F	181
POA2602	25-34		M	200
POA2602	25-34	0	F	2504
POA2602	25-34	0	M	2445
POA2602	25-34	1	F	36
POA2602	25-34	1	M	29
POA2602	35-44		F	151
POA2602	35-44		M	161
POA2602	35-44	0	F	2118
POA2602	35-44	0	M	1969
POA2602	35-44	1	F	56
POA2602	35-44	1	M	35
POA2602	45-54		F	115
POA2602	45-54		M	128
POA2602	45-54	0	F	1884
POA2602	45-54	0	M	1757
POA2602	45-54	1	F	70
POA2602	45-54	1	M	67
POA2602	55-64		F	102
POA2602	55-64		M	95
POA2602	55-64	0	F	1412
POA2602	55-64	0	M	1271
POA2602	55-64	1	F	97
POA2602	55-64	1	M	66
POA2602	65-74		F	72
POA2602	65-74		M	68
POA2602	65-74	0	F	893
POA2602	65-74	0	M	780
POA2602	65-74	1	F	85
POA2602	65-74	1	M	67
POA2602	75-84		F	71
POA2602	75-84		M	49
POA2602	75-84	0	F	557
POA2602	75-84	0	M	399
POA2602	75-84	1	F	209
POA2602	75-84	1	M	126
POA2602	85+		F	45
POA2602	85+		M	23
POA2602	85+	0	F	173
POA2602	85+	0	M	177
POA2602	85+	1	F	270
POA2602	85+	1	M	112
POA2603	0-4		F	18
POA2603	0-4		M	17
POA2603	0-4	0	F	166
POA2603	0-4	0	M	196
POA2603	0-4	1	F	3
POA2603	5-14		F	26
POA2603	5-14		M	16
POA2603	5-14	0	F	488
POA2603	5-14	0	M	545
POA2603	5-14	1	F	6
POA2603	5-14	1	M	13
POA2603	15-19		F	10
POA2603	15-19		M	16
POA2603	15-19	0	F	225
POA2603	15-19	0	M	312
POA2603	15-19	1	M	3
POA2603	20-24		F	22
POA2603	20-24		M	25
POA2603	20-24	0	F	220
POA2603	20-24	0	M	250
POA2603	20-24	1	F	4
POA2603	20-24	1	M	3
POA2603	25-34		F	71
POA2603	25-34		M	81
POA2603	25-34	0	F	647
POA2603	25-34	0	M	559
POA2603	25-34	1	F	5
POA2603	25-34	1	M	12
POA2603	35-44		F	46
POA2603	35-44		M	41
POA2603	35-44	0	F	567
POA2603	35-44	0	M	485
POA2603	35-44	1	F	6
POA2603	35-44	1	M	6
POA2603	45-54		F	45
POA2603	45-54		M	63
POA2603	45-54	0	F	653
POA2603	45-54	0	M	674
POA2603	45-54	1	F	15
POA2603	45-54	1	M	19
POA2603	55-64		F	50
POA2603	55-64		M	51
POA2603	55-64	0	F	532
POA2603	55-64	0	M	536
POA2603	55-64	1	F	18
POA2603	55-64	1	M	19
POA2603	65-74		F	26
POA2603	65-74		M	26
POA2603	65-74	0	F	366
POA2603	65-74	0	M	374
POA2603	65-74	1	F	33
POA2603	65-74	1	M	17
POA2603	75-84		F	20
POA2603	75-84		M	17
POA2603	75-84	0	F	149
POA2603	75-84	0	M	129
POA2603	75-84	1	F	65
POA2603	75-84	1	M	28
POA2603	85+		F	13
POA2603	85+		M	11
POA2603	85+	0	F	67
POA2603	85+	0	M	34
POA2603	85+	1	F	134
POA2603	85+	1	M	60
POA2604	0-4		F	19
POA2604	0-4		M	25
POA2604	0-4	0	F	236
POA2604	0-4	0	M	257
POA2604	0-4	1	M	5
POA2604	5-14		F	25
POA2604	5-14		M	27
POA2604	5-14	0	F	374
POA2604	5-14	0	M	404
POA2604	5-14	1	F	6
POA2604	5-14	1	M	11
POA2604	15-19		F	3
POA2604	15-19		M	17
POA2604	15-19	0	F	195
POA2604	15-19	0	M	229
POA2604	15-19	1	F	8
POA2604	15-19	1	M	7
POA2604	20-24		F	27
POA2604	20-24		M	27
POA2604	20-24	0	F	276
POA2604	20-24	0	M	259
POA2604	20-24	1	M	3
POA2604	25-34		F	107
POA2604	25-34		M	104
POA2604	25-34	0	F	1133
POA2604	25-34	0	M	1025
POA2604	25-34	1	F	24
POA2604	25-34	1	M	11
POA2604	35-44		F	50
POA2604	35-44		M	62
POA2604	35-44	0	F	713
POA2604	35-44	0	M	677
POA2604	35-44	1	F	15
POA2604	35-44	1	M	10
POA2604	45-54		F	56
POA2604	45-54		M	57
POA2604	45-54	0	F	653
POA2604	45-54	0	M	587
POA2604	45-54	1	F	30
POA2604	45-54	1	M	22
POA2604	55-64		F	51
POA2604	55-64		M	47
POA2604	55-64	0	F	512
POA2604	55-64	0	M	535
POA2604	55-64	1	F	37
POA2604	55-64	1	M	27
POA2604	65-74		F	26
POA2604	65-74		M	26
POA2604	65-74	0	F	289
POA2604	65-74	0	M	270
POA2604	65-74	1	F	24
POA2604	65-74	1	M	31
POA2604	75-84		F	30
POA2604	75-84		M	15
POA2604	75-84	0	F	143
POA2604	75-84	0	M	109
POA2604	75-84	1	F	84
POA2604	75-84	1	M	43
POA2604	85+		F	10
POA2604	85+		M	3
POA2604	85+	0	F	52
POA2604	85+	0	M	35
POA2604	85+	1	F	146
POA2604	85+	1	M	67
POA2605	0-4		F	12
POA2605	0-4		M	23
POA2605	0-4	0	F	279
POA2605	0-4	0	M	319
POA2605	0-4	1	M	4
POA2605	5-14		F	29
POA2605	5-14		M	34
POA2605	5-14	0	F	789
POA2605	5-14	0	M	771
POA2605	5-14	1	F	12
POA2605	5-14	1	M	28
POA2605	15-19		F	8
POA2605	15-19		M	13
POA2605	15-19	0	F	304
POA2605	15-19	0	M	326
POA2605	15-19	1	F	9
POA2605	15-19	1	M	8
POA2605	20-24		F	8
POA2605	20-24		M	11
POA2605	20-24	0	F	255
POA2605	20-24	0	M	243
POA2605	20-24	1	M	5
POA2605	25-34		F	35
POA2605	25-34		M	50
POA2605	25-34	0	F	551
POA2605	25-34	0	M	483
POA2605	25-34	1	F	13
POA2605	25-34	1	M	18
POA2605	35-44		F	52
POA2605	35-44		M	58
POA2605	35-44	0	F	759
POA2605	35-44	0	M	668
POA2605	35-44	1	F	11
POA2605	35-44	1	M	14
POA2605	45-54		F	49
POA2605	45-54		M	66
POA2605	45-54	0	F	836
POA2605	45-54	0	M	746
POA2605	45-54	1	F	24
POA2605	45-54	1	M	27
POA2605	55-64		F	55
POA2605	55-64		M	41
POA2605	55-64	0	F	621
POA2605	55-64	0	M	583
POA2605	55-64	1	F	37
POA2605	55-64	1	M	18
POA2605	65-74		F	39
POA2605	65-74		M	51
POA2605	65-74	0	F	464
POA2605	65-74	0	M	418
POA2605	65-74	1	F	30
POA2605	65-74	1	M	33
POA2605	75-84		F	34
POA2605	75-84		M	37
POA2605	75-84	0	F	350
POA2605	75-84	0	M	284
POA2605	75-84	1	F	98
POA2605	75-84	1	M	55
POA2605	85+		F	39
POA2605	85+		M	16
POA2605	85+	0	F	94
POA2605	85+	0	M	76
POA2605	85+	1	F	220
POA2605	85+	1	M	91
POA2606	0-4		F	17
POA2606	0-4		M	11
POA2606	0-4	0	F	268
POA2606	0-4	0	M	229
POA2606	0-4	1	F	3
POA2606	0-4	1	M	3
POA2606	5-14		F	25
POA2606	5-14		M	34
POA2606	5-14	0	F	415
POA2606	5-14	0	M	411
POA2606	5-14	1	F	11
POA2606	5-14	1	M	23
POA2606	15-19		F	9
POA2606	15-19		M	18
POA2606	15-19	0	F	189
POA2606	15-19	0	M	211
POA2606	15-19	1	F	7
POA2606	15-19	1	M	3
POA2606	20-24		F	33
POA2606	20-24		M	31
POA2606	20-24	0	F	265
POA2606	20-24	0	M	259
POA2606	20-24	1	F	4
POA2606	20-24	1	M	9
POA2606	25-34		F	100
POA2606	25-34		M	95
POA2606	25-34	0	F	968
POA2606	25-34	0	M	884
POA2606	25-34	1	F	11
POA2606	25-34	1	M	15
POA2606	35-44		F	48
POA2606	35-44		M	55
POA2606	35-44	0	F	607
POA2606	35-44	0	M	649
POA2606	35-44	1	F	16
POA2606	35-44	1	M	21
POA2606	45-54		F	35
POA2606	45-54		M	47
POA2606	45-54	0	F	512
POA2606	45-54	0	M	518
POA2606	45-54	1	F	21
POA2606	45-54	1	M	18
POA2606	55-64		F	27
POA2606	55-64		M	43
POA2606	55-64	0	F	373
POA2606	55-64	0	M	387
POA2606	55-64	1	F	23
POA2606	55-64	1	M	19
POA2606	65-74		F	20
POA2606	65-74		M	28
POA2606	65-74	0	F	342
POA2606	65-74	0	M	289
POA2606	65-74	1	F	31
POA2606	65-74	1	M	25
POA2606	75-84		F	23
POA2606	75-84		M	30
POA2606	75-84	0	F	207
POA2606	75-84	0	M	180
POA2606	75-84	1	F	44
POA2606	75-84	1	M	28
POA2606	85+		F	3
POA2606	85+		M	3
POA2606	85+	0	F	53
POA2606	85+	0	M	56
POA2606	85+	1	F	37
POA2606	85+	1	M	19
POA2607	0-4		F	5
POA2607	0-4		M	18
POA2607	0-4	0	F	341
POA2607	0-4	0	M	333
POA2607	0-4	1	F	4
POA2607	0-4	1	M	3
POA2607	5-14		F	10
POA2607	5-14		M	30
POA2607	5-14	0	F	715
POA2607	5-14	0	M	883
POA2607	5-14	1	F	9
POA2607	5-14	1	M	29
POA2607	15-19		F	14
POA2607	15-19		M	19
POA2607	15-19	0	F	403
POA2607	15-19	0	M	447
POA2607	15-19	1	F	5
POA2607	15-19	1	M	13
POA2607	20-24		F	13
POA2607	20-24		M	18
POA2607	20-24	0	F	358
POA2607	20-24	0	M	384
POA2607	20-24	1	F	8
POA2607	20-24	1	M	6
POA2607	25-34		F	35
POA2607	25-34		M	35
POA2607	25-34	0	F	663
POA2607	25-34	0	M	666
POA2607	25-34	1	F	11
POA2607	25-34	1	M	11
POA2607	35-44		F	35
POA2607	35-44		M	35
POA2607	35-44	0	F	872
POA2607	35-44	0	M	770
POA2607	35-44	1	F	20
POA2607	35-44	1	M	11
POA2607	45-54		F	43
POA2607	45-54		M	42
POA2607	45-54	0	F	953
POA2607	45-54	0	M	874
POA2607	45-54	1	F	29
POA2607	45-54	1	M	14
POA2607	55-64		F	38
POA2607	55-64		M	27
POA2607	55-64	0	F	763
POA2607	55-64	0	M	744
POA2607	55-64	1	F	28
POA2607	55-64	1	M	23
POA2607	65-74		F	38
POA2607	65-74		M	35
POA2607	65-74	0	F	742
POA2607	65-74	0	M	582
POA2607	65-74	1	F	66
POA2607	65-74	1	M	42
POA2607	75-84		F	26
POA2607	75-84		M	17
POA2607	75-84	0	F	384
POA2607	75-84	0	M	329
POA2607	75-84	1	F	87
POA2607	75-84	1	M	53
POA2607	85+		F	10
POA2607	85+		M	4
POA2607	85+	0	F	120
POA2607	85+	0	M	92
POA2607	85+	1	F	91
POA2607	85+	1	M	57
POA2609	0-4		F	5
POA2609	0-4		M	3
POA2609	0-4	0	F	18
POA2609	0-4	0	M	21
POA2609	5-14		M	3
POA2609	5-14	0	F	28
POA2609	5-14	0	M	14
POA2609	15-19		M	5
POA2609	15-19	0	F	12
POA2609	15-19	0	M	23
POA2609	20-24		M	5
POA2609	20-24	0	F	13
POA2609	20-24	0	M	31
POA2609	25-34		F	10
POA2609	25-34		M	15
POA2609	25-34	0	F	33
POA2609	25-34	0	M	41
POA2609	35-44		F	3
POA2609	35-44		M	17
POA2609	35-44	0	F	36
POA2609	35-44	0	M	45
POA2609	45-54		F	10
POA2609	45-54		M	18
POA2609	45-54	0	F	39
POA2609	45-54	0	M	87
POA2609	45-54	1	F	3
POA2609	55-64		F	14
POA2609	55-64		M	10
POA2609	55-64	0	F	46
POA2609	55-64	0	M	59
POA2609	55-64	1	F	9
POA2609	55-64	1	M	4
POA2609	65-74		F	8
POA2609	65-74		M	18
POA2609	65-74	0	F	42
POA2609	65-74	0	M	53
POA2609	65-74	1	F	4
POA2609	65-74	1	M	3
POA2609	75-84		F	4
POA2609	75-84		M	4
POA2609	75-84	0	F	17
POA2609	75-84	0	M	11
POA2609	75-84	1	F	3
POA2609	85+		F	4
POA2609	85+	0	F	3
POA2609	85+	0	M	11
POA2611	0-4		F	46
POA2611	0-4		M	55
POA2611	0-4	0	F	916
POA2611	0-4	0	M	981
POA2611	0-4	1	F	4
