POA_CODE_2016	IndigenousStatus	persons
POA3791	Aboriginal	11
POA3791	Non-indigenous	1426
POA3792	Non-indigenous	1065
POA3793	Aboriginal	25
POA3793	Non-indigenous	3552
POA3795	Aboriginal	4
POA3795	Non-indigenous	1242
POA3796	Aboriginal	62
POA3796	Both Aboriginal & Torres Strait Islander	4
POA3796	Non-indigenous	9636
POA3797	Aboriginal	28
POA3797	Non-indigenous	3448
POA3799	Aboriginal	62
POA3799	Non-indigenous	5725
POA3799	Torres Strait Islander	11
POA3800	Aboriginal	22
POA3800	Non-indigenous	2189
POA3802	Aboriginal	63
POA3802	Both Aboriginal & Torres Strait Islander	6
POA3802	Non-indigenous	24220
POA3802	Torres Strait Islander	9
POA3803	Aboriginal	39
POA3803	Both Aboriginal & Torres Strait Islander	4
POA3803	Non-indigenous	10809
POA3803	Torres Strait Islander	3
POA3804	Aboriginal	21
POA3804	Non-indigenous	8073
POA3805	Aboriginal	231
POA3805	Both Aboriginal & Torres Strait Islander	4
POA3805	Non-indigenous	56683
POA3805	Torres Strait Islander	15
POA3806	Aboriginal	174
POA3806	Non-indigenous	48336
POA3806	Torres Strait Islander	10
POA3807	Aboriginal	46
POA3807	Non-indigenous	7048
POA3807	Torres Strait Islander	3
POA3808	Aboriginal	12
POA3808	Non-indigenous	3021
POA3809	Aboriginal	37
POA3809	Non-indigenous	7173
POA3810	Aboriginal	403
POA3810	Both Aboriginal & Torres Strait Islander	9
POA3810	Non-indigenous	47469
POA3810	Torres Strait Islander	13
POA3812	Aboriginal	20
POA3812	Non-indigenous	2292
POA3813	Aboriginal	9
POA3813	Non-indigenous	877
POA3814	Aboriginal	23
POA3814	Non-indigenous	2232
POA3815	Aboriginal	27
POA3815	Non-indigenous	2995
POA3816	Aboriginal	32
POA3816	Non-indigenous	2686
POA3816	Torres Strait Islander	3
POA3818	Aboriginal	204
POA3818	Both Aboriginal & Torres Strait Islander	6
POA3818	Non-indigenous	13947
POA3818	Torres Strait Islander	10
POA3820	Aboriginal	131
POA3820	Both Aboriginal & Torres Strait Islander	3
POA3820	Non-indigenous	15815
POA3820	Torres Strait Islander	3
POA3821	Aboriginal	14
POA3821	Non-indigenous	2903
POA3822	Aboriginal	3
POA3822	Non-indigenous	982
POA3823	Aboriginal	6
POA3823	Both Aboriginal & Torres Strait Islander	3
POA3823	Non-indigenous	1829
POA3824	Aboriginal	32
POA3824	Both Aboriginal & Torres Strait Islander	3
POA3824	Non-indigenous	4969
POA3825	Aboriginal	322
POA3825	Both Aboriginal & Torres Strait Islander	15
POA3825	Non-indigenous	19934
POA3825	Torres Strait Islander	10
POA3831	Non-indigenous	1702
POA3832	Aboriginal	3
POA3832	Non-indigenous	244
POA3833	Aboriginal	9
POA3833	Non-indigenous	298
POA3835	Aboriginal	4
POA3835	Non-indigenous	467
POA3840	Aboriginal	354
POA3840	Both Aboriginal & Torres Strait Islander	3
POA3840	Non-indigenous	16103
POA3840	Torres Strait Islander	16
POA3842	Aboriginal	91
POA3842	Non-indigenous	4692
POA3844	Aboriginal	308
POA3844	Both Aboriginal & Torres Strait Islander	21
POA3844	Non-indigenous	28635
POA3844	Torres Strait Islander	16
POA3847	Aboriginal	31
POA3847	Non-indigenous	2160
POA3850	Aboriginal	220
POA3850	Both Aboriginal & Torres Strait Islander	5
POA3850	Non-indigenous	14550
POA3850	Torres Strait Islander	4
POA3851	Aboriginal	108
POA3851	Non-indigenous	5579
POA3852	Aboriginal	3
POA3852	Non-indigenous	90
POA3854	Aboriginal	11
POA3854	Non-indigenous	1386
POA3856	Aboriginal	4
POA3856	Non-indigenous	985
POA3857	Non-indigenous	364
POA3858	Aboriginal	46
POA3858	Both Aboriginal & Torres Strait Islander	4
POA3858	Non-indigenous	2971
POA3858	Torres Strait Islander	4
POA3859	Aboriginal	7
POA3859	Non-indigenous	827
POA3860	Aboriginal	95
POA3860	Non-indigenous	7072
POA3860	Torres Strait Islander	5
POA3862	Aboriginal	37
POA3862	Non-indigenous	3116
POA3862	Torres Strait Islander	3
POA3864	Aboriginal	3
POA3864	Non-indigenous	214
POA3865	Aboriginal	16
POA3865	Non-indigenous	433
POA3869	Aboriginal	18
POA3869	Non-indigenous	1608
POA3870	Aboriginal	12
POA3870	Non-indigenous	1251
POA3870	Torres Strait Islander	8
POA3871	Aboriginal	15
POA3871	Non-indigenous	2883
POA3871	Torres Strait Islander	4
POA3873	Aboriginal	9
POA3873	Non-indigenous	312
POA3874	Aboriginal	5
POA3874	Both Aboriginal & Torres Strait Islander	3
POA3874	Non-indigenous	550
POA3875	Aboriginal	557
POA3875	Both Aboriginal & Torres Strait Islander	3
POA3875	Non-indigenous	18056
POA3875	Torres Strait Islander	9
POA3878	Aboriginal	12
POA3878	Non-indigenous	1082
POA3880	Aboriginal	60
POA3880	Non-indigenous	3972
POA3882	Aboriginal	8
POA3882	Non-indigenous	1087
POA3885	Aboriginal	59
POA3885	Non-indigenous	1812
POA3886	Aboriginal	22
POA3886	Non-indigenous	367
POA3887	Aboriginal	65
POA3887	Non-indigenous	277
POA3888	Aboriginal	136
POA3888	Non-indigenous	3287
POA3888	Torres Strait Islander	3
POA3889	Aboriginal	4
POA3889	Non-indigenous	180
POA3890	Aboriginal	10
POA3890	Non-indigenous	314
POA3891	Aboriginal	3
POA3891	Non-indigenous	103
POA3892	Aboriginal	8
POA3892	Non-indigenous	1055
POA3893	Non-indigenous	23
POA3895	Aboriginal	3
POA3895	Non-indigenous	190
POA3896	Non-indigenous	406
POA3898	Aboriginal	9
POA3898	Non-indigenous	781
POA3900	Non-indigenous	149
POA3902	Aboriginal	8
POA3902	Non-indigenous	400
POA3903	Aboriginal	10
POA3903	Non-indigenous	741
POA3904	Aboriginal	9
POA3904	Non-indigenous	1440
POA3909	Aboriginal	250
POA3909	Both Aboriginal & Torres Strait Islander	3
POA3909	Non-indigenous	7648
POA3910	Aboriginal	159
POA3910	Both Aboriginal & Torres Strait Islander	3
POA3910	Non-indigenous	22423
POA3910	Torres Strait Islander	3
POA3911	Aboriginal	56
POA3911	Non-indigenous	3358
POA3912	Aboriginal	134
POA3912	Non-indigenous	15013
POA3912	Torres Strait Islander	10
POA3913	Aboriginal	9
POA3913	Non-indigenous	3324
POA3913	Torres Strait Islander	5
POA3915	Aboriginal	192
POA3915	Non-indigenous	9763
POA3915	Torres Strait Islander	5
POA3916	Non-indigenous	955
POA3918	Aboriginal	27
POA3918	Both Aboriginal & Torres Strait Islander	3
POA3918	Non-indigenous	3675
POA3919	Aboriginal	63
POA3919	Non-indigenous	3117
POA3919	Torres Strait Islander	3
POA3920	Aboriginal	35
POA3920	Non-indigenous	990
POA3920	Torres Strait Islander	15
POA3921	Aboriginal	3
POA3921	Non-indigenous	116
POA3922	Aboriginal	56
POA3922	Both Aboriginal & Torres Strait Islander	7
POA3922	Non-indigenous	7675
POA3923	Non-indigenous	519
POA3925	Aboriginal	18
POA3925	Both Aboriginal & Torres Strait Islander	3
POA3925	Non-indigenous	3363
POA3926	Aboriginal	11
POA3926	Non-indigenous	3231
POA3927	Aboriginal	12
POA3927	Non-indigenous	1652
POA3927	Torres Strait Islander	3
POA3928	Non-indigenous	416
POA3929	Non-indigenous	905
POA3930	Aboriginal	68
POA3930	Non-indigenous	17817
POA3930	Torres Strait Islander	3
POA3931	Aboriginal	134
POA3931	Non-indigenous	23845
POA3931	Torres Strait Islander	10
POA3933	Aboriginal	10
POA3933	Non-indigenous	1088
POA3934	Aboriginal	61
POA3934	Non-indigenous	18482
POA3934	Torres Strait Islander	5
POA3936	Aboriginal	71
POA3936	Both Aboriginal & Torres Strait Islander	3
POA3936	Non-indigenous	10945
POA3936	Torres Strait Islander	5
POA3937	Aboriginal	5
POA3937	Non-indigenous	1519
POA3938	Aboriginal	15
POA3938	Both Aboriginal & Torres Strait Islander	3
POA3938	Non-indigenous	2805
POA3939	Aboriginal	168
POA3939	Both Aboriginal & Torres Strait Islander	3
POA3939	Non-indigenous	14346
POA3939	Torres Strait Islander	7
POA3940	Aboriginal	46
POA3940	Both Aboriginal & Torres Strait Islander	5
POA3940	Non-indigenous	4872
POA3940	Torres Strait Islander	7
POA3941	Aboriginal	140
POA3941	Both Aboriginal & Torres Strait Islander	3
POA3941	Non-indigenous	12029
POA3942	Aboriginal	6
POA3942	Non-indigenous	2307
POA3943	Aboriginal	8
POA3943	Non-indigenous	1584
POA3944	Both Aboriginal & Torres Strait Islander	4
POA3944	Non-indigenous	506
POA3945	Aboriginal	14
POA3945	Non-indigenous	964
POA3946	Non-indigenous	209
POA3950	Aboriginal	48
POA3950	Both Aboriginal & Torres Strait Islander	6
POA3950	Non-indigenous	4746
POA3951	Aboriginal	4
POA3951	Non-indigenous	999
POA3953	Aboriginal	60
POA3953	Both Aboriginal & Torres Strait Islander	10
POA3953	Non-indigenous	7778
POA3953	Torres Strait Islander	7
POA3954	Non-indigenous	404
POA3956	Aboriginal	22
POA3956	Non-indigenous	2799
POA3957	Non-indigenous	281
POA3958	Non-indigenous	272
POA3959	Aboriginal	10
POA3959	Non-indigenous	1141
POA3960	Aboriginal	21
POA3960	Non-indigenous	2447
POA3960	Torres Strait Islander	6
POA3962	Aboriginal	18
POA3962	Non-indigenous	896
POA3964	Aboriginal	3
POA3964	Non-indigenous	131
POA3965	Non-indigenous	209
POA3966	Aboriginal	3
POA3966	Non-indigenous	508
POA3967	Non-indigenous	125
POA3971	Aboriginal	42
POA3971	Both Aboriginal & Torres Strait Islander	3
POA3971	Non-indigenous	3973
POA3975	Aboriginal	29
POA3975	Non-indigenous	15216
POA3975	Torres Strait Islander	3
POA3976	Aboriginal	145
POA3976	Both Aboriginal & Torres Strait Islander	5
POA3976	Non-indigenous	25375
POA3976	Torres Strait Islander	5
POA3977	Aboriginal	642
POA3977	Both Aboriginal & Torres Strait Islander	11
POA3977	Non-indigenous	92642
POA3977	Torres Strait Islander	31
POA3978	Aboriginal	37
POA3978	Both Aboriginal & Torres Strait Islander	3
POA3978	Non-indigenous	10604
POA3978	Torres Strait Islander	4
POA3979	Non-indigenous	321
POA3980	Aboriginal	33
POA3980	Non-indigenous	3317
POA3981	Aboriginal	42
POA3981	Both Aboriginal & Torres Strait Islander	4
POA3981	Non-indigenous	4852
POA3984	Aboriginal	61
POA3984	Non-indigenous	5145
POA3984	Torres Strait Islander	3
POA3987	Aboriginal	15
POA3987	Both Aboriginal & Torres Strait Islander	3
POA3987	Non-indigenous	1506
POA3987	Torres Strait Islander	3
POA3988	Aboriginal	3
POA3988	Non-indigenous	996
POA3990	Aboriginal	7
POA3990	Non-indigenous	99
POA3991	Aboriginal	3
POA3991	Non-indigenous	356
POA3992	Aboriginal	11
POA3992	Non-indigenous	951
POA3992	Torres Strait Islander	5
POA3995	Aboriginal	95
POA3995	Both Aboriginal & Torres Strait Islander	4
POA3995	Non-indigenous	10074
POA3996	Aboriginal	45
POA3996	Non-indigenous	5490
POA3996	Torres Strait Islander	3
POA4000	Aboriginal	105
POA4000	Both Aboriginal & Torres Strait Islander	12
POA4000	Non-indigenous	16424
POA4000	Torres Strait Islander	11
POA4005	Aboriginal	124
POA4005	Both Aboriginal & Torres Strait Islander	4
POA4005	Non-indigenous	17733
POA4005	Torres Strait Islander	15
POA4006	Aboriginal	159
POA4006	Both Aboriginal & Torres Strait Islander	15
POA4006	Non-indigenous	14341
POA4006	Torres Strait Islander	15
POA4007	Aboriginal	97
POA4007	Both Aboriginal & Torres Strait Islander	3
POA4007	Non-indigenous	12651
POA4007	Torres Strait Islander	18
POA4008	Aboriginal	9
POA4008	Non-indigenous	356
POA4008	Torres Strait Islander	3
POA4010	Aboriginal	28
POA4010	Non-indigenous	2263
POA4010	Torres Strait Islander	5
POA4011	Aboriginal	143
POA4011	Both Aboriginal & Torres Strait Islander	5
POA4011	Non-indigenous	15019
POA4011	Torres Strait Islander	13
POA4012	Aboriginal	270
POA4012	Both Aboriginal & Torres Strait Islander	33
POA4012	Non-indigenous	21499
POA4012	Torres Strait Islander	26
POA4013	Aboriginal	110
POA4013	Both Aboriginal & Torres Strait Islander	6
POA4013	Non-indigenous	4441
POA4013	Torres Strait Islander	11
POA4014	Aboriginal	235
POA4014	Both Aboriginal & Torres Strait Islander	10
POA4014	Non-indigenous	11657
POA4014	Torres Strait Islander	11
POA4017	Aboriginal	800
POA4017	Both Aboriginal & Torres Strait Islander	38
POA4017	Non-indigenous	35971
POA4017	Torres Strait Islander	60
POA4018	Aboriginal	186
POA4018	Both Aboriginal & Torres Strait Islander	30
POA4018	Non-indigenous	11914
POA4018	Torres Strait Islander	23
POA4019	Aboriginal	586
POA4019	Both Aboriginal & Torres Strait Islander	32
POA4019	Non-indigenous	19447
POA4019	Torres Strait Islander	41
POA4020	Aboriginal	428
POA4020	Both Aboriginal & Torres Strait Islander	20
POA4020	Non-indigenous	21576
POA4020	Torres Strait Islander	19
POA4021	Aboriginal	350
POA4021	Both Aboriginal & Torres Strait Islander	17
POA4021	Non-indigenous	9394
POA4021	Torres Strait Islander	29
POA4022	Aboriginal	217
POA4022	Both Aboriginal & Torres Strait Islander	5
POA4022	Non-indigenous	6927
POA4022	Torres Strait Islander	16
POA4025	Aboriginal	4
POA4025	Non-indigenous	364
POA4029	Non-indigenous	81
POA4030	Aboriginal	208
POA4030	Both Aboriginal & Torres Strait Islander	5
POA4030	Non-indigenous	16306
POA4030	Torres Strait Islander	11
POA4031	Aboriginal	187
POA4031	Both Aboriginal & Torres Strait Islander	11
POA4031	Non-indigenous	13361
POA4031	Torres Strait Islander	29
POA4032	Aboriginal	304
POA4032	Both Aboriginal & Torres Strait Islander	33
POA4032	Non-indigenous	15407
POA4032	Torres Strait Islander	33
POA4034	Aboriginal	873
POA4034	Both Aboriginal & Torres Strait Islander	63
POA4034	Non-indigenous	43458
POA4034	Torres Strait Islander	69
POA4035	Aboriginal	239
POA4035	Both Aboriginal & Torres Strait Islander	14
POA4035	Non-indigenous	23932
POA4035	Torres Strait Islander	24
POA4036	Aboriginal	182
POA4036	Both Aboriginal & Torres Strait Islander	23
POA4036	Non-indigenous	6294
POA4036	Torres Strait Islander	3
POA4037	Aboriginal	72
POA4037	Both Aboriginal & Torres Strait Islander	4
POA4037	Non-indigenous	7897
POA4051	Aboriginal	325
POA4051	Both Aboriginal & Torres Strait Islander	27
POA4051	Non-indigenous	27161
POA4051	Torres Strait Islander	18
POA4053	Aboriginal	757
POA4053	Both Aboriginal & Torres Strait Islander	51
POA4053	Non-indigenous	43102
POA4053	Torres Strait Islander	76
POA4054	Aboriginal	316
POA4054	Both Aboriginal & Torres Strait Islander	5
POA4054	Non-indigenous	13265
POA4054	Torres Strait Islander	34
POA4055	Aboriginal	252
POA4055	Both Aboriginal & Torres Strait Islander	10
POA4055	Non-indigenous	20269
POA4055	Torres Strait Islander	30
POA4059	Aboriginal	123
POA4059	Both Aboriginal & Torres Strait Islander	4
POA4059	Non-indigenous	13360
POA4059	Torres Strait Islander	8
POA4060	Aboriginal	95
POA4060	Both Aboriginal & Torres Strait Islander	9
POA4060	Non-indigenous	12928
POA4060	Torres Strait Islander	7
POA4061	Aboriginal	121
POA4061	Both Aboriginal & Torres Strait Islander	9
POA4061	Non-indigenous	16553
POA4061	Torres Strait Islander	9
POA4064	Aboriginal	87
POA4064	Both Aboriginal & Torres Strait Islander	7
POA4064	Non-indigenous	10734
POA4064	Torres Strait Islander	9
POA4065	Aboriginal	45
POA4065	Both Aboriginal & Torres Strait Islander	3
POA4065	Non-indigenous	9444
POA4065	Torres Strait Islander	8
POA4066	Aboriginal	116
POA4066	Both Aboriginal & Torres Strait Islander	6
POA4066	Non-indigenous	16565
POA4066	Torres Strait Islander	11
POA4067	Aboriginal	28
POA4067	Non-indigenous	10396
POA4068	Aboriginal	117
POA4068	Both Aboriginal & Torres Strait Islander	6
POA4068	Non-indigenous	23479
POA4068	Torres Strait Islander	15
POA4069	Aboriginal	87
POA4069	Both Aboriginal & Torres Strait Islander	5
POA4069	Non-indigenous	33530
POA4069	Torres Strait Islander	5
POA4070	Aboriginal	94
POA4070	Both Aboriginal & Torres Strait Islander	3
POA4070	Non-indigenous	11506
POA4070	Torres Strait Islander	10
POA4072	Aboriginal	13
POA4072	Non-indigenous	2135
POA4072	Torres Strait Islander	4
POA4073	Aboriginal	63
POA4073	Both Aboriginal & Torres Strait Islander	5
POA4073	Non-indigenous	9067
POA4073	Torres Strait Islander	3
POA4074	Aboriginal	195
POA4074	Both Aboriginal & Torres Strait Islander	7
POA4074	Non-indigenous	23518
POA4074	Torres Strait Islander	15
POA4075	Aboriginal	205
POA4075	Both Aboriginal & Torres Strait Islander	18
POA4075	Non-indigenous	23111
POA4075	Torres Strait Islander	18
POA4076	Aboriginal	574
POA4076	Both Aboriginal & Torres Strait Islander	39
POA4076	Non-indigenous	7454
POA4076	Torres Strait Islander	40
POA4077	Aboriginal	1048
POA4077	Both Aboriginal & Torres Strait Islander	84
POA4077	Non-indigenous	29576
POA4077	Torres Strait Islander	50
POA4078	Aboriginal	510
POA4078	Both Aboriginal & Torres Strait Islander	27
POA4078	Non-indigenous	25223
POA4078	Torres Strait Islander	46
POA4101	Aboriginal	205
POA4101	Both Aboriginal & Torres Strait Islander	15
POA4101	Non-indigenous	22627
POA4101	Torres Strait Islander	14
POA4102	Aboriginal	71
POA4102	Both Aboriginal & Torres Strait Islander	10
POA4102	Non-indigenous	7567
POA4102	Torres Strait Islander	12
POA4103	Aboriginal	147
POA4103	Both Aboriginal & Torres Strait Islander	15
POA4103	Non-indigenous	14134
POA4103	Torres Strait Islander	20
POA4104	Aboriginal	64
POA4104	Both Aboriginal & Torres Strait Islander	3
POA4104	Non-indigenous	6465
POA4104	Torres Strait Islander	3
POA4105	Aboriginal	138
POA4105	Both Aboriginal & Torres Strait Islander	11
POA4105	Non-indigenous	13167
POA4105	Torres Strait Islander	5
POA4106	Aboriginal	33
POA4106	Non-indigenous	1559
POA4106	Torres Strait Islander	3
POA4107	Aboriginal	122
POA4107	Both Aboriginal & Torres Strait Islander	12
POA4107	Non-indigenous	6152
POA4107	Torres Strait Islander	4
POA4108	Aboriginal	103
POA4108	Both Aboriginal & Torres Strait Islander	7
POA4108	Non-indigenous	5904
POA4108	Torres Strait Islander	14
POA4109	Aboriginal	254
POA4109	Both Aboriginal & Torres Strait Islander	17
POA4109	Non-indigenous	37302
POA4109	Torres Strait Islander	34
POA4110	Aboriginal	333
POA4110	Both Aboriginal & Torres Strait Islander	43
POA4110	Non-indigenous	10522
POA4110	Torres Strait Islander	20
POA4111	Aboriginal	25
POA4111	Non-indigenous	1155
POA4111	Torres Strait Islander	3
POA4112	Aboriginal	54
POA4112	Non-indigenous	8054
POA4113	Aboriginal	213
POA4113	Both Aboriginal & Torres Strait Islander	23
POA4113	Non-indigenous	29654
POA4113	Torres Strait Islander	23
POA4114	Aboriginal	1311
POA4114	Both Aboriginal & Torres Strait Islander	130
POA4114	Non-indigenous	27481
POA4114	Torres Strait Islander	142
POA4115	Aboriginal	202
POA4115	Both Aboriginal & Torres Strait Islander	20
POA4115	Non-indigenous	19066
POA4115	Torres Strait Islander	20
POA4116	Aboriginal	133
POA4116	Both Aboriginal & Torres Strait Islander	20
POA4116	Non-indigenous	25775
POA4116	Torres Strait Islander	8
POA4117	Aboriginal	25
POA4117	Both Aboriginal & Torres Strait Islander	3
POA4117	Non-indigenous	1331
POA4117	Torres Strait Islander	6
POA4118	Aboriginal	780
POA4118	Both Aboriginal & Torres Strait Islander	48
POA4118	Non-indigenous	29537
POA4118	Torres Strait Islander	35
POA4119	Aboriginal	78
POA4119	Both Aboriginal & Torres Strait Islander	3
POA4119	Non-indigenous	6253
POA4119	Torres Strait Islander	7
POA4120	Aboriginal	97
POA4120	Non-indigenous	8832
POA4120	Torres Strait Islander	7
POA4121	Aboriginal	266
POA4121	Both Aboriginal & Torres Strait Islander	22
POA4121	Non-indigenous	24935
POA4121	Torres Strait Islander	41
POA4122	Aboriginal	559
POA4122	Both Aboriginal & Torres Strait Islander	51
POA4122	Non-indigenous	43185
POA4122	Torres Strait Islander	55
POA4123	Aboriginal	238
POA4123	Both Aboriginal & Torres Strait Islander	20
POA4123	Non-indigenous	18218
POA4123	Torres Strait Islander	15
POA4124	Aboriginal	528
POA4124	Both Aboriginal & Torres Strait Islander	37
POA4124	Non-indigenous	19070
POA4124	Torres Strait Islander	37
POA4125	Aboriginal	148
POA4125	Non-indigenous	6980
POA4125	Torres Strait Islander	14
POA4127	Aboriginal	692
POA4127	Both Aboriginal & Torres Strait Islander	32
POA4127	Non-indigenous	25572
POA4127	Torres Strait Islander	77
POA4128	Aboriginal	223
POA4128	Both Aboriginal & Torres Strait Islander	20
POA4128	Non-indigenous	16241
POA4128	Torres Strait Islander	22
POA4129	Aboriginal	135
POA4129	Both Aboriginal & Torres Strait Islander	8
POA4129	Non-indigenous	6153
POA4129	Torres Strait Islander	7
POA4130	Aboriginal	148
POA4130	Both Aboriginal & Torres Strait Islander	3
POA4130	Non-indigenous	8375
POA4130	Torres Strait Islander	6
POA4131	Aboriginal	396
POA4131	Both Aboriginal & Torres Strait Islander	41
POA4131	Non-indigenous	9981
POA4131	Torres Strait Islander	21
POA4132	Aboriginal	899
POA4132	Both Aboriginal & Torres Strait Islander	86
POA4132	Non-indigenous	25165
POA4132	Torres Strait Islander	65
POA4133	Aboriginal	478
POA4133	Both Aboriginal & Torres Strait Islander	35
POA4133	Non-indigenous	17226
POA4133	Torres Strait Islander	30
POA4151	Aboriginal	129
POA4151	Both Aboriginal & Torres Strait Islander	9
POA4151	Non-indigenous	16127
POA4151	Torres Strait Islander	17
POA4152	Aboriginal	476
POA4152	Both Aboriginal & Torres Strait Islander	26
POA4152	Non-indigenous	44156
POA4152	Torres Strait Islander	26
POA4153	Aboriginal	45
POA4153	Both Aboriginal & Torres Strait Islander	3
POA4153	Non-indigenous	4323
POA4153	Torres Strait Islander	3
POA4154	Aboriginal	129
POA4154	Both Aboriginal & Torres Strait Islander	8
POA4154	Non-indigenous	10825
POA4154	Torres Strait Islander	12
POA4155	Aboriginal	14
POA4155	Non-indigenous	1428
POA4156	Aboriginal	21
POA4156	Non-indigenous	3125
POA4157	Aboriginal	442
POA4157	Both Aboriginal & Torres Strait Islander	27
POA4157	Non-indigenous	18539
POA4157	Torres Strait Islander	27
POA4158	Aboriginal	88
POA4158	Non-indigenous	3670
POA4158	Torres Strait Islander	3
POA4159	Aboriginal	242
POA4159	Both Aboriginal & Torres Strait Islander	3
POA4159	Non-indigenous	14231
POA4159	Torres Strait Islander	21
POA4160	Aboriginal	234
POA4160	Both Aboriginal & Torres Strait Islander	16
POA4160	Non-indigenous	17864
POA4160	Torres Strait Islander	25
POA4161	Aboriginal	422
POA4161	Both Aboriginal & Torres Strait Islander	34
POA4161	Non-indigenous	15781
POA4161	Torres Strait Islander	17
POA4163	Aboriginal	222
POA4163	Both Aboriginal & Torres Strait Islander	18
POA4163	Non-indigenous	14551
POA4163	Torres Strait Islander	10
POA4164	Aboriginal	224
POA4164	Both Aboriginal & Torres Strait Islander	10
POA4164	Non-indigenous	14452
POA4164	Torres Strait Islander	8
POA4165	Aboriginal	612
POA4165	Both Aboriginal & Torres Strait Islander	28
POA4165	Non-indigenous	36127
POA4165	Torres Strait Islander	48
POA4169	Aboriginal	127
POA4169	Both Aboriginal & Torres Strait Islander	13
POA4169	Non-indigenous	13847
POA4169	Torres Strait Islander	8
POA4170	Aboriginal	322
POA4170	Both Aboriginal & Torres Strait Islander	18
POA4170	Non-indigenous	24134
POA4170	Torres Strait Islander	40
POA4171	Aboriginal	119
POA4171	Both Aboriginal & Torres Strait Islander	8
POA4171	Non-indigenous	15584
POA4171	Torres Strait Islander	10
POA4172	Aboriginal	82
POA4172	Both Aboriginal & Torres Strait Islander	3
POA4172	Non-indigenous	4209
POA4172	Torres Strait Islander	9
POA4173	Aboriginal	165
POA4173	Both Aboriginal & Torres Strait Islander	5
POA4173	Non-indigenous	8117
POA4173	Torres Strait Islander	3
POA4174	Aboriginal	70
POA4174	Non-indigenous	2312
POA4174	Torres Strait Islander	3
POA4178	Aboriginal	614
POA4178	Both Aboriginal & Torres Strait Islander	34
POA4178	Non-indigenous	24506
POA4178	Torres Strait Islander	54
POA4179	Aboriginal	354
POA4179	Both Aboriginal & Torres Strait Islander	22
POA4179	Non-indigenous	18874
POA4179	Torres Strait Islander	41
POA4183	Aboriginal	399
POA4183	Both Aboriginal & Torres Strait Islander	26
POA4183	Non-indigenous	1674
POA4183	Torres Strait Islander	3
POA4184	Aboriginal	188
POA4184	Both Aboriginal & Torres Strait Islander	13
POA4184	Non-indigenous	6679
POA4184	Torres Strait Islander	26
POA4205	Aboriginal	162
POA4205	Both Aboriginal & Torres Strait Islander	13
POA4205	Non-indigenous	5195
POA4205	Torres Strait Islander	15
POA4207	Aboriginal	1741
POA4207	Both Aboriginal & Torres Strait Islander	73
POA4207	Non-indigenous	53284
POA4207	Torres Strait Islander	117
POA4208	Aboriginal	339
POA4208	Both Aboriginal & Torres Strait Islander	14
POA4208	Non-indigenous	19595
POA4208	Torres Strait Islander	17
POA4209	Aboriginal	1213
POA4209	Both Aboriginal & Torres Strait Islander	44
POA4209	Non-indigenous	48761
POA4209	Torres Strait Islander	55
POA4210	Aboriginal	290
POA4210	Both Aboriginal & Torres Strait Islander	13
POA4210	Non-indigenous	19157
POA4210	Torres Strait Islander	15
POA4211	Aboriginal	1079
POA4211	Both Aboriginal & Torres Strait Islander	51
POA4211	Non-indigenous	59627
POA4211	Torres Strait Islander	44
POA4212	Aboriginal	257
POA4212	Both Aboriginal & Torres Strait Islander	5
POA4212	Non-indigenous	27783
POA4212	Torres Strait Islander	8
POA4213	Aboriginal	475
POA4213	Both Aboriginal & Torres Strait Islander	19
POA4213	Non-indigenous	28537
POA4213	Torres Strait Islander	11
POA4214	Aboriginal	611
POA4214	Both Aboriginal & Torres Strait Islander	14
POA4214	Non-indigenous	36589
POA4214	Torres Strait Islander	24
POA4215	Aboriginal	890
POA4215	Both Aboriginal & Torres Strait Islander	29
POA4215	Non-indigenous	49186
POA4215	Torres Strait Islander	61
POA4216	Aboriginal	465
POA4216	Both Aboriginal & Torres Strait Islander	26
POA4216	Non-indigenous	36920
POA4216	Torres Strait Islander	24
POA4217	Aboriginal	315
POA4217	Both Aboriginal & Torres Strait Islander	13
POA4217	Non-indigenous	40486
POA4217	Torres Strait Islander	22
POA4218	Aboriginal	296
POA4218	Both Aboriginal & Torres Strait Islander	11
POA4218	Non-indigenous	31540
POA4218	Torres Strait Islander	17
POA4220	Aboriginal	378
POA4220	Both Aboriginal & Torres Strait Islander	18
POA4220	Non-indigenous	30816
POA4220	Torres Strait Islander	21
POA4221	Aboriginal	511
POA4221	Both Aboriginal & Torres Strait Islander	31
POA4221	Non-indigenous	26230
POA4221	Torres Strait Islander	30
POA4223	Aboriginal	273
POA4223	Both Aboriginal & Torres Strait Islander	25
POA4223	Non-indigenous	13576
POA4223	Torres Strait Islander	18
POA4224	Aboriginal	162
POA4224	Both Aboriginal & Torres Strait Islander	14
POA4224	Non-indigenous	6405
POA4224	Torres Strait Islander	7
POA4225	Aboriginal	150
POA4225	Both Aboriginal & Torres Strait Islander	4
POA4225	Non-indigenous	7588
POA4225	Torres Strait Islander	12
POA4226	Aboriginal	321
POA4226	Both Aboriginal & Torres Strait Islander	12
POA4226	Non-indigenous	31898
POA4226	Torres Strait Islander	12
POA4227	Aboriginal	309
POA4227	Both Aboriginal & Torres Strait Islander	9
POA4227	Non-indigenous	21347
POA4227	Torres Strait Islander	22
POA4228	Aboriginal	65
POA4228	Non-indigenous	5224
POA4228	Torres Strait Islander	8
POA4229	Aboriginal	8
POA4229	Non-indigenous	373
POA4229	Torres Strait Islander	3
