SA3_NAME16	MaxSchoolingCompleted	Sex	persons
Wollongong	Did not go to school	F	398
Wollongong	Did not go to school	M	284
Wollongong	Year 8	F	2758
Wollongong	Year 8	M	2197
Wollongong	Year 9	F	3642
Wollongong	Year 9	M	3251
Wollongong	Year 10	F	12378
Wollongong	Year 10	M	12309
Wollongong	Year 11	F	2729
Wollongong	Year 11	M	3231
Wollongong	Year 12	F	28253
Wollongong	Year 12	M	27257
Great Lakes	Did not go to school	F	34
Great Lakes	Did not go to school	M	39
Great Lakes	Year 8	F	825
Great Lakes	Year 8	M	960
Great Lakes	Year 9	F	1711
Great Lakes	Year 9	M	1580
Great Lakes	Year 10	F	4841
Great Lakes	Year 10	M	4451
Great Lakes	Year 11	F	889
Great Lakes	Year 11	M	899
Great Lakes	Year 12	F	3998
Great Lakes	Year 12	M	3625
Kempsey - Nambucca	Did not go to school	F	56
Kempsey - Nambucca	Did not go to school	M	78
Kempsey - Nambucca	Year 8	F	1351
Kempsey - Nambucca	Year 8	M	1557
Kempsey - Nambucca	Year 9	F	2288
Kempsey - Nambucca	Year 9	M	2276
Kempsey - Nambucca	Year 10	F	6653
Kempsey - Nambucca	Year 10	M	6437
Kempsey - Nambucca	Year 11	F	1345
Kempsey - Nambucca	Year 11	M	1381
Kempsey - Nambucca	Year 12	F	6054
Kempsey - Nambucca	Year 12	M	5178
Lord Howe Island	Year 8	F	5
Lord Howe Island	Year 8	M	3
Lord Howe Island	Year 9	F	4
Lord Howe Island	Year 9	M	10
Lord Howe Island	Year 10	F	36
Lord Howe Island	Year 10	M	41
Lord Howe Island	Year 11	F	11
Lord Howe Island	Year 11	M	14
Lord Howe Island	Year 12	F	85
Lord Howe Island	Year 12	M	79
Port Macquarie	Did not go to school	F	74
Port Macquarie	Did not go to school	M	76
Port Macquarie	Year 8	F	1667
Port Macquarie	Year 8	M	1732
Port Macquarie	Year 9	F	3188
Port Macquarie	Year 9	M	3126
Port Macquarie	Year 10	F	10932
Port Macquarie	Year 10	M	9693
Port Macquarie	Year 11	F	2505
Port Macquarie	Year 11	M	2453
Port Macquarie	Year 12	F	12693
Port Macquarie	Year 12	M	10924
Taree - Gloucester	Did not go to school	F	51
Taree - Gloucester	Did not go to school	M	65
Taree - Gloucester	Year 8	F	1476
Taree - Gloucester	Year 8	M	1698
Taree - Gloucester	Year 9	F	2615
Taree - Gloucester	Year 9	M	2589
Taree - Gloucester	Year 10	F	7921
Taree - Gloucester	Year 10	M	7539
Taree - Gloucester	Year 11	F	1525
Taree - Gloucester	Year 11	M	1474
Taree - Gloucester	Year 12	F	7214
Taree - Gloucester	Year 12	M	6065
Albury	Did not go to school	F	162
Albury	Did not go to school	M	142
Albury	Year 8	F	1240
Albury	Year 8	M	1333
Albury	Year 9	F	1975
Albury	Year 9	M	2108
Albury	Year 10	F	6305
Albury	Year 10	M	6546
Albury	Year 11	F	2646
Albury	Year 11	M	2570
Albury	Year 12	F	10944
Albury	Year 12	M	8835
Lower Murray	Did not go to school	F	9
Lower Murray	Did not go to school	M	31
Lower Murray	Year 8	F	380
Lower Murray	Year 8	M	524
Lower Murray	Year 9	F	455
Lower Murray	Year 9	M	544
Lower Murray	Year 10	F	1071
Lower Murray	Year 10	M	1366
Lower Murray	Year 11	F	628
Lower Murray	Year 11	M	687
Lower Murray	Year 12	F	1714
Lower Murray	Year 12	M	1289
Upper Murray exc. Albury	Did not go to school	F	39
Upper Murray exc. Albury	Did not go to school	M	77
Upper Murray exc. Albury	Year 8	F	1140
Upper Murray exc. Albury	Year 8	M	1412
Upper Murray exc. Albury	Year 9	F	1569
Upper Murray exc. Albury	Year 9	M	1935
Upper Murray exc. Albury	Year 10	F	4067
Upper Murray exc. Albury	Year 10	M	4731
Upper Murray exc. Albury	Year 11	F	2382
Upper Murray exc. Albury	Year 11	M	2320
Upper Murray exc. Albury	Year 12	F	6103
Upper Murray exc. Albury	Year 12	M	4608
Armidale	Did not go to school	F	41
Armidale	Did not go to school	M	49
Armidale	Year 8	F	668
Armidale	Year 8	M	793
Armidale	Year 9	F	1069
Armidale	Year 9	M	1094
Armidale	Year 10	F	3427
Armidale	Year 10	M	3517
Armidale	Year 11	F	918
Armidale	Year 11	M	880
Armidale	Year 12	F	8069
Armidale	Year 12	M	6775
Inverell - Tenterfield	Did not go to school	F	48
Inverell - Tenterfield	Did not go to school	M	60
Inverell - Tenterfield	Year 8	F	1094
Inverell - Tenterfield	Year 8	M	1468
Inverell - Tenterfield	Year 9	F	1522
Inverell - Tenterfield	Year 9	M	1704
Inverell - Tenterfield	Year 10	F	4971
Inverell - Tenterfield	Year 10	M	4964
Inverell - Tenterfield	Year 11	F	1093
Inverell - Tenterfield	Year 11	M	968
Inverell - Tenterfield	Year 12	F	5208
Inverell - Tenterfield	Year 12	M	4077
Moree - Narrabri	Did not go to school	F	30
Moree - Narrabri	Did not go to school	M	57
Moree - Narrabri	Year 8	F	523
Moree - Narrabri	Year 8	M	811
Moree - Narrabri	Year 9	F	807
Moree - Narrabri	Year 9	M	1026
Moree - Narrabri	Year 10	F	2707
Moree - Narrabri	Year 10	M	3033
Moree - Narrabri	Year 11	F	746
Moree - Narrabri	Year 11	M	718
Moree - Narrabri	Year 12	F	3689
Moree - Narrabri	Year 12	M	2941
Tamworth - Gunnedah	Did not go to school	F	117
Tamworth - Gunnedah	Did not go to school	M	136
Tamworth - Gunnedah	Year 8	F	1727
Tamworth - Gunnedah	Year 8	M	2241
Tamworth - Gunnedah	Year 9	F	3037
Tamworth - Gunnedah	Year 9	M	3125
Tamworth - Gunnedah	Year 10	F	10184
Tamworth - Gunnedah	Year 10	M	10217
Tamworth - Gunnedah	Year 11	F	2287
Tamworth - Gunnedah	Year 11	M	2169
Tamworth - Gunnedah	Year 12	F	12189
Tamworth - Gunnedah	Year 12	M	9758
Lake Macquarie - East	Did not go to school	F	131
Lake Macquarie - East	Did not go to school	M	130
Lake Macquarie - East	Year 8	F	2330
Lake Macquarie - East	Year 8	M	2205
Lake Macquarie - East	Year 9	F	5324
Lake Macquarie - East	Year 9	M	4466
Lake Macquarie - East	Year 10	F	16014
Lake Macquarie - East	Year 10	M	15294
Lake Macquarie - East	Year 11	F	3032
Lake Macquarie - East	Year 11	M	3543
Lake Macquarie - East	Year 12	F	20707
Lake Macquarie - East	Year 12	M	18520
Lake Macquarie - West	Did not go to school	F	79
Lake Macquarie - West	Did not go to school	M	104
Lake Macquarie - West	Year 8	F	1565
Lake Macquarie - West	Year 8	M	1562
Lake Macquarie - West	Year 9	F	3372
Lake Macquarie - West	Year 9	M	3161
Lake Macquarie - West	Year 10	F	10497
Lake Macquarie - West	Year 10	M	10381
Lake Macquarie - West	Year 11	F	2169
Lake Macquarie - West	Year 11	M	2379
Lake Macquarie - West	Year 12	F	11678
Lake Macquarie - West	Year 12	M	10045
Newcastle	Did not go to school	F	336
Newcastle	Did not go to school	M	258
Newcastle	Year 8	F	2900
Newcastle	Year 8	M	2661
Newcastle	Year 9	F	5540
Newcastle	Year 9	M	4893
Newcastle	Year 10	F	16968
Newcastle	Year 10	M	16824
Newcastle	Year 11	F	3782
Newcastle	Year 11	M	4285
Newcastle	Year 12	F	34969
Newcastle	Year 12	M	32640
Richmond Valley - Coastal	Did not go to school	F	66
Richmond Valley - Coastal	Did not go to school	M	87
Richmond Valley - Coastal	Year 8	F	1310
Richmond Valley - Coastal	Year 8	M	1305
Richmond Valley - Coastal	Year 9	F	2325
Richmond Valley - Coastal	Year 9	M	2182
Richmond Valley - Coastal	Year 10	F	8684
Richmond Valley - Coastal	Year 10	M	8080
Richmond Valley - Coastal	Year 11	F	2278
Richmond Valley - Coastal	Year 11	M	2302
Richmond Valley - Coastal	Year 12	F	15520
Richmond Valley - Coastal	Year 12	M	13499
Richmond Valley - Hinterland	Did not go to school	F	81
Richmond Valley - Hinterland	Did not go to school	M	101
Richmond Valley - Hinterland	Year 8	F	1765
Richmond Valley - Hinterland	Year 8	M	1912
Richmond Valley - Hinterland	Year 9	F	2363
Richmond Valley - Hinterland	Year 9	M	2687
Richmond Valley - Hinterland	Year 10	F	9091
Richmond Valley - Hinterland	Year 10	M	8779
Richmond Valley - Hinterland	Year 11	F	2152
Richmond Valley - Hinterland	Year 11	M	1985
Richmond Valley - Hinterland	Year 12	F	10919
Richmond Valley - Hinterland	Year 12	M	9319
Tweed Valley	Did not go to school	F	100
Tweed Valley	Did not go to school	M	95
Tweed Valley	Year 8	F	2022
Tweed Valley	Year 8	M	1972
Tweed Valley	Year 9	F	3142
Tweed Valley	Year 9	M	2967
Tweed Valley	Year 10	F	11895
Tweed Valley	Year 10	M	10918
Tweed Valley	Year 11	F	2965
Tweed Valley	Year 11	M	2955
Tweed Valley	Year 12	F	15452
Tweed Valley	Year 12	M	13618
Griffith - Murrumbidgee (West)	Did not go to school	F	183
Griffith - Murrumbidgee (West)	Did not go to school	M	198
Griffith - Murrumbidgee (West)	Year 8	F	1317
Griffith - Murrumbidgee (West)	Year 8	M	1670
Griffith - Murrumbidgee (West)	Year 9	F	1635
Griffith - Murrumbidgee (West)	Year 9	M	1747
Griffith - Murrumbidgee (West)	Year 10	F	5542
Griffith - Murrumbidgee (West)	Year 10	M	6212
Griffith - Murrumbidgee (West)	Year 11	F	1409
Griffith - Murrumbidgee (West)	Year 11	M	1413
Griffith - Murrumbidgee (West)	Year 12	F	6610
Griffith - Murrumbidgee (West)	Year 12	M	5417
Tumut - Tumbarumba	Did not go to school	F	16
Tumut - Tumbarumba	Did not go to school	M	27
Tumut - Tumbarumba	Year 8	F	318
Tumut - Tumbarumba	Year 8	M	466
Tumut - Tumbarumba	Year 9	F	513
Tumut - Tumbarumba	Year 9	M	634
Tumut - Tumbarumba	Year 10	F	1789
Tumut - Tumbarumba	Year 10	M	1899
Tumut - Tumbarumba	Year 11	F	486
Tumut - Tumbarumba	Year 11	M	491
Tumut - Tumbarumba	Year 12	F	1983
Tumut - Tumbarumba	Year 12	M	1573
Wagga Wagga	Did not go to school	F	131
Wagga Wagga	Did not go to school	M	154
Wagga Wagga	Year 8	F	1864
Wagga Wagga	Year 8	M	2213
Wagga Wagga	Year 9	F	3175
Wagga Wagga	Year 9	M	3361
Wagga Wagga	Year 10	F	10821
Wagga Wagga	Year 10	M	11153
Wagga Wagga	Year 11	F	2630
Wagga Wagga	Year 11	M	2794
Wagga Wagga	Year 12	F	16055
Wagga Wagga	Year 12	M	12962
Shoalhaven	Did not go to school	F	100
Shoalhaven	Did not go to school	M	118
Shoalhaven	Year 8	F	2219
Shoalhaven	Year 8	M	2417
Shoalhaven	Year 9	F	4320
Shoalhaven	Year 9	M	4296
Shoalhaven	Year 10	F	13574
Shoalhaven	Year 10	M	13053
Shoalhaven	Year 11	F	2754
Shoalhaven	Year 11	M	2945
Shoalhaven	Year 12	F	14994
Shoalhaven	Year 12	M	13198
Southern Highlands	Did not go to school	F	53
Southern Highlands	Did not go to school	M	60
Southern Highlands	Year 8	F	670
Southern Highlands	Year 8	M	698
Southern Highlands	Year 9	F	1472
Southern Highlands	Year 9	M	1360
Southern Highlands	Year 10	F	5629
Southern Highlands	Year 10	M	5155
Southern Highlands	Year 11	F	1467
Southern Highlands	Year 11	M	1281
Southern Highlands	Year 12	F	9786
Southern Highlands	Year 12	M	8414
Baulkham Hills	Did not go to school	F	348
Baulkham Hills	Did not go to school	M	272
Baulkham Hills	Year 8	F	1410
Baulkham Hills	Year 8	M	1065
Baulkham Hills	Year 9	F	2490
Baulkham Hills	Year 9	M	2162
Baulkham Hills	Year 10	F	9789
Baulkham Hills	Year 10	M	8092
Baulkham Hills	Year 11	F	2788
Baulkham Hills	Year 11	M	2961
Baulkham Hills	Year 12	F	39895
Baulkham Hills	Year 12	M	38668
Dural - Wisemans Ferry	Did not go to school	F	64
Dural - Wisemans Ferry	Did not go to school	M	70
Dural - Wisemans Ferry	Year 8	F	344
Dural - Wisemans Ferry	Year 8	M	375
Dural - Wisemans Ferry	Year 9	F	597
Dural - Wisemans Ferry	Year 9	M	672
Dural - Wisemans Ferry	Year 10	F	2406
Dural - Wisemans Ferry	Year 10	M	2585
Dural - Wisemans Ferry	Year 11	F	580
Dural - Wisemans Ferry	Year 11	M	665
Dural - Wisemans Ferry	Year 12	F	6142
Dural - Wisemans Ferry	Year 12	M	5493
Hawkesbury	Did not go to school	F	20
Hawkesbury	Did not go to school	M	31
Hawkesbury	Year 8	F	293
Hawkesbury	Year 8	M	421
Hawkesbury	Year 9	F	680
Hawkesbury	Year 9	M	878
Hawkesbury	Year 10	F	2931
Hawkesbury	Year 10	M	3467
Hawkesbury	Year 11	F	607
Hawkesbury	Year 11	M	685
Hawkesbury	Year 12	F	4476
Hawkesbury	Year 12	M	3570
Rouse Hill - McGraths Hill	Did not go to school	F	59
Rouse Hill - McGraths Hill	Did not go to school	M	47
Rouse Hill - McGraths Hill	Year 8	F	348
Rouse Hill - McGraths Hill	Year 8	M	403
Rouse Hill - McGraths Hill	Year 9	F	648
Rouse Hill - McGraths Hill	Year 9	M	764
Rouse Hill - McGraths Hill	Year 10	F	2884
Rouse Hill - McGraths Hill	Year 10	M	3219
Rouse Hill - McGraths Hill	Year 11	F	724
Rouse Hill - McGraths Hill	Year 11	M	799
Rouse Hill - McGraths Hill	Year 12	F	7425
Rouse Hill - McGraths Hill	Year 12	M	6591
Blacktown	Did not go to school	F	804
Blacktown	Did not go to school	M	551
Blacktown	Year 8	F	3021
Blacktown	Year 8	M	2537
Blacktown	Year 9	F	3114
Blacktown	Year 9	M	3044
Blacktown	Year 10	F	10490
Blacktown	Year 10	M	10897
Blacktown	Year 11	F	2704
Blacktown	Year 11	M	3128
Blacktown	Year 12	F	30137
Blacktown	Year 12	M	29611
Blacktown - North	Did not go to school	F	315
Blacktown - North	Did not go to school	M	183
Blacktown - North	Year 8	F	1096
Blacktown - North	Year 8	M	959
Blacktown - North	Year 9	F	1446
Blacktown - North	Year 9	M	1517
Blacktown - North	Year 10	F	6097
Blacktown - North	Year 10	M	6198
Blacktown - North	Year 11	F	1742
Blacktown - North	Year 11	M	1917
Blacktown - North	Year 12	F	22840
Blacktown - North	Year 12	M	21411
Mount Druitt	Did not go to school	F	726
Mount Druitt	Did not go to school	M	452
Mount Druitt	Year 8	F	2744
Mount Druitt	Year 8	M	2335
Mount Druitt	Year 9	F	3191
Mount Druitt	Year 9	M	2915
Mount Druitt	Year 10	F	9339
Mount Druitt	Year 10	M	9305
Mount Druitt	Year 11	F	2873
Mount Druitt	Year 11	M	2845
Mount Druitt	Year 12	F	21463
Mount Druitt	Year 12	M	19840
Botany	Did not go to school	F	330
Botany	Did not go to school	M	233
Botany	Year 8	F	1067
Botany	Year 8	M	836
Botany	Year 9	F	777
Botany	Year 9	M	741
Botany	Year 10	F	2666
Botany	Year 10	M	2858
Botany	Year 11	F	799
Botany	Year 11	M	948
Botany	Year 12	F	12300
Botany	Year 12	M	11893
Marrickville - Sydenham - Petersham	Did not go to school	F	568
Marrickville - Sydenham - Petersham	Did not go to school	M	368
Marrickville - Sydenham - Petersham	Year 8	F	1307
Marrickville - Sydenham - Petersham	Year 8	M	1040
Marrickville - Sydenham - Petersham	Year 9	F	549
Marrickville - Sydenham - Petersham	Year 9	M	629
Marrickville - Sydenham - Petersham	Year 10	F	2167
Marrickville - Sydenham - Petersham	Year 10	M	2527
Marrickville - Sydenham - Petersham	Year 11	F	829
Marrickville - Sydenham - Petersham	Year 11	M	1009
Marrickville - Sydenham - Petersham	Year 12	F	16382
Marrickville - Sydenham - Petersham	Year 12	M	15126
Sydney Inner City	Did not go to school	F	799
Sydney Inner City	Did not go to school	M	613
Sydney Inner City	Year 8	F	1721
Sydney Inner City	Year 8	M	1513
Sydney Inner City	Year 9	F	1548
Sydney Inner City	Year 9	M	1688
Sydney Inner City	Year 10	F	5209
Sydney Inner City	Year 10	M	6218
Sydney Inner City	Year 11	F	2705
Sydney Inner City	Year 11	M	3430
Sydney Inner City	Year 12	F	71906
Sydney Inner City	Year 12	M	75208
Eastern Suburbs - North	Did not go to school	F	127
Eastern Suburbs - North	Did not go to school	M	112
Eastern Suburbs - North	Year 8	F	726
Eastern Suburbs - North	Year 8	M	596
Eastern Suburbs - North	Year 9	F	1112
Eastern Suburbs - North	Year 9	M	1000
Eastern Suburbs - North	Year 10	F	4212
Eastern Suburbs - North	Year 10	M	3370
Eastern Suburbs - North	Year 11	F	1939
Eastern Suburbs - North	Year 11	M	1876
Eastern Suburbs - North	Year 12	F	41749
Eastern Suburbs - North	Year 12	M	37611
Eastern Suburbs - South	Did not go to school	F	449
Eastern Suburbs - South	Did not go to school	M	314
Eastern Suburbs - South	Year 8	F	1843
Eastern Suburbs - South	Year 8	M	1415
Eastern Suburbs - South	Year 9	F	1836
Eastern Suburbs - South	Year 9	M	1669
Eastern Suburbs - South	Year 10	F	6489
Eastern Suburbs - South	Year 10	M	5956
Eastern Suburbs - South	Year 11	F	2225
Eastern Suburbs - South	Year 11	M	2340
Eastern Suburbs - South	Year 12	F	42864
Eastern Suburbs - South	Year 12	M	40045
Bankstown	Did not go to school	F	2089
Bankstown	Did not go to school	M	1380
Bankstown	Year 8	F	4806
Bankstown	Year 8	M	3988
Bankstown	Year 9	F	4073
Bankstown	Year 9	M	3617
Bankstown	Year 10	F	12866
Bankstown	Year 10	M	13009
Bankstown	Year 11	F	3346
Bankstown	Year 11	M	3661
Bankstown	Year 12	F	36723
Bankstown	Year 12	M	34909
Canterbury	Did not go to school	F	2049
Canterbury	Did not go to school	M	1555
Canterbury	Year 8	F	4512
Canterbury	Year 8	M	3926
Canterbury	Year 9	F	2267
Canterbury	Year 9	M	2324
Canterbury	Year 10	F	7374
Canterbury	Year 10	M	7538
Canterbury	Year 11	F	2241
Canterbury	Year 11	M	2539
Canterbury	Year 12	F	31321
Canterbury	Year 12	M	32311
Hurstville	Did not go to school	F	1030
Hurstville	Did not go to school	M	675
Hurstville	Year 8	F	2833
Hurstville	Year 8	M	2078
Hurstville	Year 9	F	2704
Hurstville	Year 9	M	2230
