SA3_NAME16	Religion	Denomination	Sex	persons
Eastern Suburbs - North	Christianity	Uniting Church	F	646
Eastern Suburbs - North	Christianity	Uniting Church	M	500
Eastern Suburbs - North	Hinduism		F	270
Eastern Suburbs - North	Hinduism		M	280
Eastern Suburbs - North	Islam		F	216
Eastern Suburbs - North	Islam		M	264
Eastern Suburbs - North	Judaism		F	8988
Eastern Suburbs - North	Judaism		M	8283
Eastern Suburbs - North	No religion		F	20072
Eastern Suburbs - North	No religion		M	20694
Eastern Suburbs - South	(Other)		F	7430
Eastern Suburbs - South	(Other)		M	9023
Eastern Suburbs - South	(Other)	(Other)	F	193
Eastern Suburbs - South	(Other)	(Other)	M	174
Eastern Suburbs - South	(Other)	Australian Aboriginal Traditional	F	14
Eastern Suburbs - South	(Other)	Australian Aboriginal Traditional	M	20
Eastern Suburbs - South	(Other)	Other spiritual beliefs	F	138
Eastern Suburbs - South	(Other)	Other spiritual beliefs	M	87
Eastern Suburbs - South	(Other)	Secular beliefs	F	223
Eastern Suburbs - South	(Other)	Secular beliefs	M	243
Eastern Suburbs - South	(Other)	Sikhism	F	71
Eastern Suburbs - South	(Other)	Sikhism	M	75
Eastern Suburbs - South	Buddhism		F	2167
Eastern Suburbs - South	Buddhism		M	1671
Eastern Suburbs - South	Christianity		F	1080
Eastern Suburbs - South	Christianity		M	843
Eastern Suburbs - South	Christianity	(Other)	F	24
Eastern Suburbs - South	Christianity	(Other)	M	31
Eastern Suburbs - South	Christianity	Anglican	F	6843
Eastern Suburbs - South	Christianity	Anglican	M	5617
Eastern Suburbs - South	Christianity	Assyrian Apostolic	F	58
Eastern Suburbs - South	Christianity	Assyrian Apostolic	M	48
Eastern Suburbs - South	Christianity	Baptist	F	426
Eastern Suburbs - South	Christianity	Baptist	M	345
Eastern Suburbs - South	Christianity	Brethren	F	3
Eastern Suburbs - South	Christianity	Brethren	M	3
Eastern Suburbs - South	Christianity	Catholic	F	19692
Eastern Suburbs - South	Christianity	Catholic	M	17529
Eastern Suburbs - South	Christianity	Churches Of Christ	F	19
Eastern Suburbs - South	Christianity	Churches Of Christ	M	10
Eastern Suburbs - South	Christianity	Eastern Orthodox	F	4069
Eastern Suburbs - South	Christianity	Eastern Orthodox	M	3563
Eastern Suburbs - South	Christianity	Jehovah's Witnesses	F	107
Eastern Suburbs - South	Christianity	Jehovah's Witnesses	M	62
Eastern Suburbs - South	Christianity	Latter Day Saints	F	54
Eastern Suburbs - South	Christianity	Latter Day Saints	M	46
Eastern Suburbs - South	Christianity	Lutheran	F	142
Eastern Suburbs - South	Christianity	Lutheran	M	157
Eastern Suburbs - South	Christianity	Oriental Orthodox	F	170
Eastern Suburbs - South	Christianity	Oriental Orthodox	M	151
Eastern Suburbs - South	Christianity	Pentecostal	F	563
Eastern Suburbs - South	Christianity	Pentecostal	M	425
Eastern Suburbs - South	Christianity	Presbyterian Reformed	F	1167
Eastern Suburbs - South	Christianity	Presbyterian Reformed	M	1008
Eastern Suburbs - South	Christianity	Protestant (Other)	F	240
Eastern Suburbs - South	Christianity	Protestant (Other)	M	206
Eastern Suburbs - South	Christianity	Salvation Army	F	20
Eastern Suburbs - South	Christianity	Salvation Army	M	13
Eastern Suburbs - South	Christianity	Seventh Day Adventist	F	37
Eastern Suburbs - South	Christianity	Seventh Day Adventist	M	30
Eastern Suburbs - South	Christianity	Uniting Church	F	709
Eastern Suburbs - South	Christianity	Uniting Church	M	573
Eastern Suburbs - South	Hinduism		F	639
Eastern Suburbs - South	Hinduism		M	750
Eastern Suburbs - South	Islam		F	1052
Eastern Suburbs - South	Islam		M	1271
Eastern Suburbs - South	Judaism		F	2690
Eastern Suburbs - South	Judaism		M	2361
Eastern Suburbs - South	No religion		F	21435
Eastern Suburbs - South	No religion		M	22834
Bankstown	(Other)		F	7223
Bankstown	(Other)		M	7316
Bankstown	(Other)	(Other)	F	305
Bankstown	(Other)	(Other)	M	275
Bankstown	(Other)	Australian Aboriginal Traditional	F	12
Bankstown	(Other)	Australian Aboriginal Traditional	M	5
Bankstown	(Other)	Other spiritual beliefs	F	58
Bankstown	(Other)	Other spiritual beliefs	M	64
Bankstown	(Other)	Secular beliefs	F	84
Bankstown	(Other)	Secular beliefs	M	106
Bankstown	(Other)	Sikhism	F	249
Bankstown	(Other)	Sikhism	M	282
Bankstown	Buddhism		F	5872
Bankstown	Buddhism		M	4814
Bankstown	Christianity		F	1945
Bankstown	Christianity		M	1844
Bankstown	Christianity	(Other)	F	125
Bankstown	Christianity	(Other)	M	101
Bankstown	Christianity	Anglican	F	6947
Bankstown	Christianity	Anglican	M	5926
Bankstown	Christianity	Assyrian Apostolic	F	41
Bankstown	Christianity	Assyrian Apostolic	M	41
Bankstown	Christianity	Baptist	F	1330
Bankstown	Christianity	Baptist	M	1088
Bankstown	Christianity	Brethren	F	6
Bankstown	Christianity	Brethren	M	9
Bankstown	Christianity	Catholic	F	21677
Bankstown	Christianity	Catholic	M	20219
Bankstown	Christianity	Churches Of Christ	F	72
Bankstown	Christianity	Churches Of Christ	M	60
Bankstown	Christianity	Eastern Orthodox	F	6247
Bankstown	Christianity	Eastern Orthodox	M	6164
Bankstown	Christianity	Jehovah's Witnesses	F	217
Bankstown	Christianity	Jehovah's Witnesses	M	156
Bankstown	Christianity	Latter Day Saints	F	193
Bankstown	Christianity	Latter Day Saints	M	187
Bankstown	Christianity	Lutheran	F	125
Bankstown	Christianity	Lutheran	M	119
Bankstown	Christianity	Oriental Orthodox	F	750
Bankstown	Christianity	Oriental Orthodox	M	745
Bankstown	Christianity	Pentecostal	F	785
Bankstown	Christianity	Pentecostal	M	618
Bankstown	Christianity	Presbyterian Reformed	F	1250
Bankstown	Christianity	Presbyterian Reformed	M	1057
Bankstown	Christianity	Protestant (Other)	F	358
Bankstown	Christianity	Protestant (Other)	M	273
Bankstown	Christianity	Salvation Army	F	137
Bankstown	Christianity	Salvation Army	M	83
Bankstown	Christianity	Seventh Day Adventist	F	130
Bankstown	Christianity	Seventh Day Adventist	M	111
Bankstown	Christianity	Uniting Church	F	1254
Bankstown	Christianity	Uniting Church	M	1013
Bankstown	Hinduism		F	1027
Bankstown	Hinduism		M	985
Bankstown	Islam		F	18359
Bankstown	Islam		M	18792
Bankstown	Judaism		F	22
Bankstown	Judaism		M	23
Bankstown	No religion		F	10195
Bankstown	No religion		M	11949
Canterbury	(Other)		F	5542
Canterbury	(Other)		M	5793
Canterbury	(Other)	(Other)	F	166
Canterbury	(Other)	(Other)	M	194
Canterbury	(Other)	Australian Aboriginal Traditional	F	11
Canterbury	(Other)	Australian Aboriginal Traditional	M	7
Canterbury	(Other)	Other spiritual beliefs	F	54
Canterbury	(Other)	Other spiritual beliefs	M	49
Canterbury	(Other)	Secular beliefs	F	81
Canterbury	(Other)	Secular beliefs	M	105
Canterbury	(Other)	Sikhism	F	224
Canterbury	(Other)	Sikhism	M	269
Canterbury	Buddhism		F	4016
Canterbury	Buddhism		M	3204
Canterbury	Christianity		F	1423
Canterbury	Christianity		M	1306
Canterbury	Christianity	(Other)	F	39
Canterbury	Christianity	(Other)	M	32
Canterbury	Christianity	Anglican	F	2205
Canterbury	Christianity	Anglican	M	2013
Canterbury	Christianity	Assyrian Apostolic	F	16
Canterbury	Christianity	Assyrian Apostolic	M	8
Canterbury	Christianity	Baptist	F	463
Canterbury	Christianity	Baptist	M	429
Canterbury	Christianity	Brethren	M	4
Canterbury	Christianity	Catholic	F	15507
Canterbury	Christianity	Catholic	M	14469
Canterbury	Christianity	Churches Of Christ	F	51
Canterbury	Christianity	Churches Of Christ	M	33
Canterbury	Christianity	Eastern Orthodox	F	8177
Canterbury	Christianity	Eastern Orthodox	M	8050
Canterbury	Christianity	Jehovah's Witnesses	F	201
Canterbury	Christianity	Jehovah's Witnesses	M	142
Canterbury	Christianity	Latter Day Saints	F	70
Canterbury	Christianity	Latter Day Saints	M	93
Canterbury	Christianity	Lutheran	F	63
Canterbury	Christianity	Lutheran	M	49
Canterbury	Christianity	Oriental Orthodox	F	432
Canterbury	Christianity	Oriental Orthodox	M	456
Canterbury	Christianity	Pentecostal	F	514
Canterbury	Christianity	Pentecostal	M	450
Canterbury	Christianity	Presbyterian Reformed	F	995
Canterbury	Christianity	Presbyterian Reformed	M	893
Canterbury	Christianity	Protestant (Other)	F	312
Canterbury	Christianity	Protestant (Other)	M	273
Canterbury	Christianity	Salvation Army	F	97
Canterbury	Christianity	Salvation Army	M	69
Canterbury	Christianity	Seventh Day Adventist	F	118
Canterbury	Christianity	Seventh Day Adventist	M	106
Canterbury	Christianity	Uniting Church	F	834
Canterbury	Christianity	Uniting Church	M	704
Canterbury	Hinduism		F	1890
Canterbury	Hinduism		M	2166
Canterbury	Islam		F	13267
Canterbury	Islam		M	15916
Canterbury	Judaism		F	47
Canterbury	Judaism		M	49
Canterbury	No religion		F	9977
Canterbury	No religion		M	10957
Hurstville	(Other)		F	4806
Hurstville	(Other)		M	4666
Hurstville	(Other)	(Other)	F	156
Hurstville	(Other)	(Other)	M	146
Hurstville	(Other)	Other spiritual beliefs	F	86
Hurstville	(Other)	Other spiritual beliefs	M	68
Hurstville	(Other)	Secular beliefs	F	104
Hurstville	(Other)	Secular beliefs	M	123
Hurstville	(Other)	Sikhism	F	83
Hurstville	(Other)	Sikhism	M	82
Hurstville	Buddhism		F	3800
Hurstville	Buddhism		M	2644
Hurstville	Christianity		F	1678
Hurstville	Christianity		M	1465
Hurstville	Christianity	(Other)	F	101
Hurstville	Christianity	(Other)	M	102
Hurstville	Christianity	Anglican	F	6195
Hurstville	Christianity	Anglican	M	5255
Hurstville	Christianity	Assyrian Apostolic	F	3
Hurstville	Christianity	Assyrian Apostolic	M	13
Hurstville	Christianity	Baptist	F	1405
Hurstville	Christianity	Baptist	M	1136
Hurstville	Christianity	Brethren	F	6
Hurstville	Christianity	Brethren	M	4
Hurstville	Christianity	Catholic	F	14251
Hurstville	Christianity	Catholic	M	12521
Hurstville	Christianity	Churches Of Christ	F	37
Hurstville	Christianity	Churches Of Christ	M	39
Hurstville	Christianity	Eastern Orthodox	F	5583
Hurstville	Christianity	Eastern Orthodox	M	5502
Hurstville	Christianity	Jehovah's Witnesses	F	179
Hurstville	Christianity	Jehovah's Witnesses	M	140
Hurstville	Christianity	Latter Day Saints	F	135
Hurstville	Christianity	Latter Day Saints	M	121
Hurstville	Christianity	Lutheran	F	82
Hurstville	Christianity	Lutheran	M	57
Hurstville	Christianity	Oriental Orthodox	F	641
Hurstville	Christianity	Oriental Orthodox	M	663
Hurstville	Christianity	Pentecostal	F	554
Hurstville	Christianity	Pentecostal	M	434
Hurstville	Christianity	Presbyterian Reformed	F	1188
Hurstville	Christianity	Presbyterian Reformed	M	1015
Hurstville	Christianity	Protestant (Other)	F	395
Hurstville	Christianity	Protestant (Other)	M	317
Hurstville	Christianity	Salvation Army	F	120
Hurstville	Christianity	Salvation Army	M	84
Hurstville	Christianity	Seventh Day Adventist	F	84
Hurstville	Christianity	Seventh Day Adventist	M	60
Hurstville	Christianity	Uniting Church	F	1277
Hurstville	Christianity	Uniting Church	M	986
Hurstville	Hinduism		F	2249
Hurstville	Hinduism		M	2707
Hurstville	Islam		F	2537
Hurstville	Islam		M	2675
Hurstville	Judaism		F	88
Hurstville	Judaism		M	83
Hurstville	No religion		F	17487
Hurstville	No religion		M	18763
Kogarah - Rockdale	(Other)		F	6324
Kogarah - Rockdale	(Other)		M	6323
Kogarah - Rockdale	(Other)	(Other)	F	236
Kogarah - Rockdale	(Other)	(Other)	M	198
Kogarah - Rockdale	(Other)	Australian Aboriginal Traditional	F	4
Kogarah - Rockdale	(Other)	Australian Aboriginal Traditional	M	8
Kogarah - Rockdale	(Other)	Other spiritual beliefs	F	108
Kogarah - Rockdale	(Other)	Other spiritual beliefs	M	83
Kogarah - Rockdale	(Other)	Secular beliefs	F	109
Kogarah - Rockdale	(Other)	Secular beliefs	M	132
Kogarah - Rockdale	(Other)	Sikhism	F	115
Kogarah - Rockdale	(Other)	Sikhism	M	127
Kogarah - Rockdale	Buddhism		F	3278
Kogarah - Rockdale	Buddhism		M	2331
Kogarah - Rockdale	Christianity		F	2074
Kogarah - Rockdale	Christianity		M	1899
Kogarah - Rockdale	Christianity	(Other)	F	35
Kogarah - Rockdale	Christianity	(Other)	M	35
Kogarah - Rockdale	Christianity	Anglican	F	4480
Kogarah - Rockdale	Christianity	Anglican	M	3801
Kogarah - Rockdale	Christianity	Assyrian Apostolic	F	19
Kogarah - Rockdale	Christianity	Assyrian Apostolic	M	20
Kogarah - Rockdale	Christianity	Baptist	F	496
Kogarah - Rockdale	Christianity	Baptist	M	451
Kogarah - Rockdale	Christianity	Brethren	F	6
Kogarah - Rockdale	Christianity	Brethren	M	7
Kogarah - Rockdale	Christianity	Catholic	F	15239
Kogarah - Rockdale	Christianity	Catholic	M	13855
Kogarah - Rockdale	Christianity	Churches Of Christ	F	81
Kogarah - Rockdale	Christianity	Churches Of Christ	M	61
Kogarah - Rockdale	Christianity	Eastern Orthodox	F	10436
Kogarah - Rockdale	Christianity	Eastern Orthodox	M	9874
Kogarah - Rockdale	Christianity	Jehovah's Witnesses	F	164
Kogarah - Rockdale	Christianity	Jehovah's Witnesses	M	125
Kogarah - Rockdale	Christianity	Latter Day Saints	F	97
Kogarah - Rockdale	Christianity	Latter Day Saints	M	92
Kogarah - Rockdale	Christianity	Lutheran	F	90
Kogarah - Rockdale	Christianity	Lutheran	M	75
Kogarah - Rockdale	Christianity	Oriental Orthodox	F	1011
Kogarah - Rockdale	Christianity	Oriental Orthodox	M	964
Kogarah - Rockdale	Christianity	Pentecostal	F	538
Kogarah - Rockdale	Christianity	Pentecostal	M	435
Kogarah - Rockdale	Christianity	Presbyterian Reformed	F	874
Kogarah - Rockdale	Christianity	Presbyterian Reformed	M	790
Kogarah - Rockdale	Christianity	Protestant (Other)	F	302
Kogarah - Rockdale	Christianity	Protestant (Other)	M	266
Kogarah - Rockdale	Christianity	Salvation Army	F	138
Kogarah - Rockdale	Christianity	Salvation Army	M	101
Kogarah - Rockdale	Christianity	Seventh Day Adventist	F	76
Kogarah - Rockdale	Christianity	Seventh Day Adventist	M	61
Kogarah - Rockdale	Christianity	Uniting Church	F	831
Kogarah - Rockdale	Christianity	Uniting Church	M	634
Kogarah - Rockdale	Hinduism		F	3287
Kogarah - Rockdale	Hinduism		M	4117
Kogarah - Rockdale	Islam		F	5591
Kogarah - Rockdale	Islam		M	6450
Kogarah - Rockdale	Judaism		F	106
Kogarah - Rockdale	Judaism		M	115
Kogarah - Rockdale	No religion		F	13414
Kogarah - Rockdale	No religion		M	14733
Canada Bay	(Other)		F	3756
Canada Bay	(Other)		M	3580
Canada Bay	(Other)	(Other)	F	145
Canada Bay	(Other)	(Other)	M	124
Canada Bay	(Other)	Australian Aboriginal Traditional	F	4
Canada Bay	(Other)	Australian Aboriginal Traditional	M	3
Canada Bay	(Other)	Other spiritual beliefs	F	64
Canada Bay	(Other)	Other spiritual beliefs	M	40
Canada Bay	(Other)	Secular beliefs	F	98
Canada Bay	(Other)	Secular beliefs	M	104
Canada Bay	(Other)	Sikhism	F	66
Canada Bay	(Other)	Sikhism	M	76
Canada Bay	Buddhism		F	1579
Canada Bay	Buddhism		M	974
Canada Bay	Christianity		F	679
Canada Bay	Christianity		M	563
Canada Bay	Christianity	(Other)	F	25
Canada Bay	Christianity	(Other)	M	15
Canada Bay	Christianity	Anglican	F	3816
Canada Bay	Christianity	Anglican	M	3046
Canada Bay	Christianity	Assyrian Apostolic	F	20
Canada Bay	Christianity	Assyrian Apostolic	M	12
Canada Bay	Christianity	Baptist	F	359
Canada Bay	Christianity	Baptist	M	319
Canada Bay	Christianity	Brethren	F	3
Canada Bay	Christianity	Brethren	M	6
Canada Bay	Christianity	Catholic	F	15651
Canada Bay	Christianity	Catholic	M	13928
Canada Bay	Christianity	Churches Of Christ	F	15
Canada Bay	Christianity	Churches Of Christ	M	9
Canada Bay	Christianity	Eastern Orthodox	F	1939
Canada Bay	Christianity	Eastern Orthodox	M	1717
Canada Bay	Christianity	Jehovah's Witnesses	F	118
Canada Bay	Christianity	Jehovah's Witnesses	M	91
Canada Bay	Christianity	Latter Day Saints	F	30
Canada Bay	Christianity	Latter Day Saints	M	32
Canada Bay	Christianity	Lutheran	F	84
Canada Bay	Christianity	Lutheran	M	70
Canada Bay	Christianity	Oriental Orthodox	F	214
Canada Bay	Christianity	Oriental Orthodox	M	201
Canada Bay	Christianity	Pentecostal	F	326
Canada Bay	Christianity	Pentecostal	M	250
Canada Bay	Christianity	Presbyterian Reformed	F	1315
Canada Bay	Christianity	Presbyterian Reformed	M	1029
Canada Bay	Christianity	Protestant (Other)	F	133
Canada Bay	Christianity	Protestant (Other)	M	105
Canada Bay	Christianity	Salvation Army	F	19
Canada Bay	Christianity	Salvation Army	M	19
Canada Bay	Christianity	Seventh Day Adventist	F	45
Canada Bay	Christianity	Seventh Day Adventist	M	40
Canada Bay	Christianity	Uniting Church	F	808
Canada Bay	Christianity	Uniting Church	M	660
Canada Bay	Hinduism		F	1021
Canada Bay	Hinduism		M	1077
Canada Bay	Islam		F	663
Canada Bay	Islam		M	716
Canada Bay	Judaism		F	97
Canada Bay	Judaism		M	95
Canada Bay	No religion		F	11334
Canada Bay	No religion		M	12040
Leichhardt	(Other)		F	3220
Leichhardt	(Other)		M	3170
Leichhardt	(Other)	(Other)	F	92
Leichhardt	(Other)	(Other)	M	78
Leichhardt	(Other)	Australian Aboriginal Traditional	F	3
Leichhardt	(Other)	Other spiritual beliefs	F	68
Leichhardt	(Other)	Other spiritual beliefs	M	47
Leichhardt	(Other)	Secular beliefs	F	142
Leichhardt	(Other)	Secular beliefs	M	175
Leichhardt	(Other)	Sikhism	F	21
Leichhardt	(Other)	Sikhism	M	10
Leichhardt	Buddhism		F	622
Leichhardt	Buddhism		M	376
Leichhardt	Christianity		F	318
Leichhardt	Christianity		M	266
Leichhardt	Christianity	(Other)	F	24
Leichhardt	Christianity	(Other)	M	18
Leichhardt	Christianity	Anglican	F	3104
Leichhardt	Christianity	Anglican	M	2564
Leichhardt	Christianity	Assyrian Apostolic	F	6
Leichhardt	Christianity	Assyrian Apostolic	M	11
Leichhardt	Christianity	Baptist	F	113
Leichhardt	Christianity	Baptist	M	97
Leichhardt	Christianity	Catholic	F	7103
Leichhardt	Christianity	Catholic	M	6041
Leichhardt	Christianity	Churches Of Christ	F	8
Leichhardt	Christianity	Eastern Orthodox	F	713
Leichhardt	Christianity	Eastern Orthodox	M	621
Leichhardt	Christianity	Jehovah's Witnesses	F	37
Leichhardt	Christianity	Jehovah's Witnesses	M	28
Leichhardt	Christianity	Latter Day Saints	F	14
Leichhardt	Christianity	Latter Day Saints	M	14
Leichhardt	Christianity	Lutheran	F	92
Leichhardt	Christianity	Lutheran	M	56
Leichhardt	Christianity	Oriental Orthodox	F	36
Leichhardt	Christianity	Oriental Orthodox	M	40
Leichhardt	Christianity	Pentecostal	F	121
Leichhardt	Christianity	Pentecostal	M	71
Leichhardt	Christianity	Presbyterian Reformed	F	492
Leichhardt	Christianity	Presbyterian Reformed	M	383
Leichhardt	Christianity	Protestant (Other)	F	88
Leichhardt	Christianity	Protestant (Other)	M	64
Leichhardt	Christianity	Salvation Army	F	24
Leichhardt	Christianity	Salvation Army	M	24
Leichhardt	Christianity	Seventh Day Adventist	F	25
Leichhardt	Christianity	Seventh Day Adventist	M	17
Leichhardt	Christianity	Uniting Church	F	463
Leichhardt	Christianity	Uniting Church	M	366
Leichhardt	Hinduism		F	157
Leichhardt	Hinduism		M	172
Leichhardt	Islam		F	155
Leichhardt	Islam		M	173
Leichhardt	Judaism		F	174
Leichhardt	Judaism		M	135
Leichhardt	No religion		F	11783
Leichhardt	No religion		M	11807
Strathfield - Burwood - Ashfield	(Other)		F	6751
Strathfield - Burwood - Ashfield	(Other)		M	7061
Strathfield - Burwood - Ashfield	(Other)	(Other)	F	282
Strathfield - Burwood - Ashfield	(Other)	(Other)	M	284
Strathfield - Burwood - Ashfield	(Other)	Australian Aboriginal Traditional	F	9
Strathfield - Burwood - Ashfield	(Other)	Australian Aboriginal Traditional	M	3
Strathfield - Burwood - Ashfield	(Other)	Other spiritual beliefs	F	138
Strathfield - Burwood - Ashfield	(Other)	Other spiritual beliefs	M	99
Strathfield - Burwood - Ashfield	(Other)	Secular beliefs	F	229
Strathfield - Burwood - Ashfield	(Other)	Secular beliefs	M	266
Strathfield - Burwood - Ashfield	(Other)	Sikhism	F	175
Strathfield - Burwood - Ashfield	(Other)	Sikhism	M	237
Strathfield - Burwood - Ashfield	Buddhism		F	4821
Strathfield - Burwood - Ashfield	Buddhism		M	3379
Strathfield - Burwood - Ashfield	Christianity		F	1517
Strathfield - Burwood - Ashfield	Christianity		M	1252
Strathfield - Burwood - Ashfield	Christianity	(Other)	F	46
Strathfield - Burwood - Ashfield	Christianity	(Other)	M	64
Strathfield - Burwood - Ashfield	Christianity	Anglican	F	4190
Strathfield - Burwood - Ashfield	Christianity	Anglican	M	3584
Strathfield - Burwood - Ashfield	Christianity	Assyrian Apostolic	F	15
Strathfield - Burwood - Ashfield	Christianity	Assyrian Apostolic	M	15
Strathfield - Burwood - Ashfield	Christianity	Baptist	F	749
Strathfield - Burwood - Ashfield	Christianity	Baptist	M	604
Strathfield - Burwood - Ashfield	Christianity	Brethren	F	12
Strathfield - Burwood - Ashfield	Christianity	Brethren	M	16
Strathfield - Burwood - Ashfield	Christianity	Catholic	F	19822
Strathfield - Burwood - Ashfield	Christianity	Catholic	M	17886
Strathfield - Burwood - Ashfield	Christianity	Churches Of Christ	F	47
Strathfield - Burwood - Ashfield	Christianity	Churches Of Christ	M	33
Strathfield - Burwood - Ashfield	Christianity	Eastern Orthodox	F	3429
Strathfield - Burwood - Ashfield	Christianity	Eastern Orthodox	M	3084
Strathfield - Burwood - Ashfield	Christianity	Jehovah's Witnesses	F	189
Strathfield - Burwood - Ashfield	Christianity	Jehovah's Witnesses	M	137
Strathfield - Burwood - Ashfield	Christianity	Latter Day Saints	F	62
Strathfield - Burwood - Ashfield	Christianity	Latter Day Saints	M	46
Strathfield - Burwood - Ashfield	Christianity	Lutheran	F	102
Strathfield - Burwood - Ashfield	Christianity	Lutheran	M	91
Strathfield - Burwood - Ashfield	Christianity	Oriental Orthodox	F	316
Strathfield - Burwood - Ashfield	Christianity	Oriental Orthodox	M	304
Strathfield - Burwood - Ashfield	Christianity	Pentecostal	F	542
Strathfield - Burwood - Ashfield	Christianity	Pentecostal	M	401
Strathfield - Burwood - Ashfield	Christianity	Presbyterian Reformed	F	1899
Strathfield - Burwood - Ashfield	Christianity	Presbyterian Reformed	M	1604
Strathfield - Burwood - Ashfield	Christianity	Protestant (Other)	F	241
Strathfield - Burwood - Ashfield	Christianity	Protestant (Other)	M	220
Strathfield - Burwood - Ashfield	Christianity	Salvation Army	F	72
Strathfield - Burwood - Ashfield	Christianity	Salvation Army	M	51
Strathfield - Burwood - Ashfield	Christianity	Seventh Day Adventist	F	110
Strathfield - Burwood - Ashfield	Christianity	Seventh Day Adventist	M	78
Strathfield - Burwood - Ashfield	Christianity	Uniting Church	F	1281
Strathfield - Burwood - Ashfield	Christianity	Uniting Church	M	1011
Strathfield - Burwood - Ashfield	Hinduism		F	5822
Strathfield - Burwood - Ashfield	Hinduism		M	7592
Strathfield - Burwood - Ashfield	Islam		F	1439
Strathfield - Burwood - Ashfield	Islam		M	1827
Strathfield - Burwood - Ashfield	Judaism		F	119
Strathfield - Burwood - Ashfield	Judaism		M	122
Strathfield - Burwood - Ashfield	No religion		F	22797
Strathfield - Burwood - Ashfield	No religion		M	23304
Chatswood - Lane Cove	(Other)		F	4969
Chatswood - Lane Cove	(Other)		M	4782
Chatswood - Lane Cove	(Other)	(Other)	F	292
Chatswood - Lane Cove	(Other)	(Other)	M	227
Chatswood - Lane Cove	(Other)	Other spiritual beliefs	F	91
Chatswood - Lane Cove	(Other)	Other spiritual beliefs	M	70
Chatswood - Lane Cove	(Other)	Secular beliefs	F	180
Chatswood - Lane Cove	(Other)	Secular beliefs	M	168
Chatswood - Lane Cove	(Other)	Sikhism	F	97
Chatswood - Lane Cove	(Other)	Sikhism	M	85
Chatswood - Lane Cove	Buddhism		F	2586
Chatswood - Lane Cove	Buddhism		M	1720
Chatswood - Lane Cove	Christianity		F	1079
Chatswood - Lane Cove	Christianity		M	855
Chatswood - Lane Cove	Christianity	(Other)	F	29
Chatswood - Lane Cove	Christianity	(Other)	M	24
Chatswood - Lane Cove	Christianity	Anglican	F	7262
Chatswood - Lane Cove	Christianity	Anglican	M	6066
Chatswood - Lane Cove	Christianity	Baptist	F	497
Chatswood - Lane Cove	Christianity	Baptist	M	393
Chatswood - Lane Cove	Christianity	Brethren	F	4
Chatswood - Lane Cove	Christianity	Brethren	M	8
Chatswood - Lane Cove	Christianity	Catholic	F	13543
Chatswood - Lane Cove	Christianity	Catholic	M	12440
Chatswood - Lane Cove	Christianity	Churches Of Christ	F	47
Chatswood - Lane Cove	Christianity	Churches Of Christ	M	43
Chatswood - Lane Cove	Christianity	Eastern Orthodox	F	940
Chatswood - Lane Cove	Christianity	Eastern Orthodox	M	846
Chatswood - Lane Cove	Christianity	Jehovah's Witnesses	F	50
Chatswood - Lane Cove	Christianity	Jehovah's Witnesses	M	36
Chatswood - Lane Cove	Christianity	Latter Day Saints	F	18
Chatswood - Lane Cove	Christianity	Latter Day Saints	M	19
Chatswood - Lane Cove	Christianity	Lutheran	F	176
Chatswood - Lane Cove	Christianity	Lutheran	M	147
Chatswood - Lane Cove	Christianity	Oriental Orthodox	F	465
Chatswood - Lane Cove	Christianity	Oriental Orthodox	M	440
Chatswood - Lane Cove	Christianity	Pentecostal	F	450
Chatswood - Lane Cove	Christianity	Pentecostal	M	341
Chatswood - Lane Cove	Christianity	Presbyterian Reformed	F	1383
Chatswood - Lane Cove	Christianity	Presbyterian Reformed	M	1218
Chatswood - Lane Cove	Christianity	Protestant (Other)	F	237
Chatswood - Lane Cove	Christianity	Protestant (Other)	M	187
Chatswood - Lane Cove	Christianity	Salvation Army	F	13
Chatswood - Lane Cove	Christianity	Salvation Army	M	19
Chatswood - Lane Cove	Christianity	Seventh Day Adventist	F	40
Chatswood - Lane Cove	Christianity	Seventh Day Adventist	M	34
Chatswood - Lane Cove	Christianity	Uniting Church	F	1305
Chatswood - Lane Cove	Christianity	Uniting Church	M	1005
Chatswood - Lane Cove	Hinduism		F	1578
Chatswood - Lane Cove	Hinduism		M	1732
Chatswood - Lane Cove	Islam		F	660
Chatswood - Lane Cove	Islam		M	677
Chatswood - Lane Cove	Judaism		F	565
Chatswood - Lane Cove	Judaism		M	560
Chatswood - Lane Cove	No religion		F	19354
Chatswood - Lane Cove	No religion		M	20167
Hornsby	(Other)		F	2979
Hornsby	(Other)		M	3036
Hornsby	(Other)	(Other)	F	187
Hornsby	(Other)	(Other)	M	147
Hornsby	(Other)	Australian Aboriginal Traditional	F	3
Hornsby	(Other)	Other spiritual beliefs	F	89
Hornsby	(Other)	Other spiritual beliefs	M	70
Hornsby	(Other)	Secular beliefs	F	136
Hornsby	(Other)	Secular beliefs	M	151
Hornsby	(Other)	Sikhism	F	156
Hornsby	(Other)	Sikhism	M	173
Hornsby	Buddhism		F	1259
Hornsby	Buddhism		M	920
Hornsby	Christianity		F	1097
Hornsby	Christianity		M	956
Hornsby	Christianity	(Other)	F	58
Hornsby	Christianity	(Other)	M	50
Hornsby	Christianity	Anglican	F	6341
Hornsby	Christianity	Anglican	M	5640
Hornsby	Christianity	Assyrian Apostolic	F	7
Hornsby	Christianity	Assyrian Apostolic	M	4
Hornsby	Christianity	Baptist	F	878
Hornsby	Christianity	Baptist	M	758
