SA3_NAME16	MaxSchoolingCompleted	adults
Whitehorse - East	Year 8	2363
Whitehorse - East	Year 9	2313
Whitehorse - East	Year 10	5200
Whitehorse - East	Year 11	5119
Whitehorse - East	Year 12	31728
Yarra Ranges	Did not go to school	480
Yarra Ranges	Year 8	5277
Yarra Ranges	Year 9	8805
Yarra Ranges	Year 10	21667
Yarra Ranges	Year 11	19392
Yarra Ranges	Year 12	56803
Cardinia	Did not go to school	282
Cardinia	Year 8	3440
Cardinia	Year 9	5644
Cardinia	Year 10	14113
Cardinia	Year 11	11314
Cardinia	Year 12	32313
Casey - North	Did not go to school	1702
Casey - North	Year 8	5917
Casey - North	Year 9	6349
Casey - North	Year 10	15185
Casey - North	Year 11	12801
Casey - North	Year 12	55760
Casey - South	Did not go to school	2269
Casey - South	Year 8	6233
Casey - South	Year 9	8264
Casey - South	Year 10	20344
Casey - South	Year 11	15644
Casey - South	Year 12	65316
Dandenong	Did not go to school	7174
Dandenong	Year 8	13832
Dandenong	Year 9	8156
Dandenong	Year 10	17388
Dandenong	Year 11	12805
Dandenong	Year 12	82613
Monash	Did not go to school	1686
Monash	Year 8	7317
Monash	Year 9	5672
Monash	Year 10	12290
Monash	Year 11	11393
Monash	Year 12	100095
Brimbank	Did not go to school	5077
Brimbank	Year 8	14737
Brimbank	Year 9	8156
Brimbank	Year 10	17420
Brimbank	Year 11	13609
Brimbank	Year 12	79337
Hobsons Bay	Did not go to school	954
Hobsons Bay	Year 8	4676
Hobsons Bay	Year 9	3422
Hobsons Bay	Year 10	8251
Hobsons Bay	Year 11	7333
Hobsons Bay	Year 12	38694
Maribyrnong	Did not go to school	1385
Maribyrnong	Year 8	3819
Maribyrnong	Year 9	2351
Maribyrnong	Year 10	5174
Maribyrnong	Year 11	4584
Maribyrnong	Year 12	45698
Melton - Bacchus Marsh	Did not go to school	1187
Melton - Bacchus Marsh	Year 8	6071
Melton - Bacchus Marsh	Year 9	7751
Melton - Bacchus Marsh	Year 10	18638
Melton - Bacchus Marsh	Year 11	14979
Melton - Bacchus Marsh	Year 12	57885
Wyndham	Did not go to school	1951
Wyndham	Year 8	7518
Wyndham	Year 9	8930
Wyndham	Year 10	21916
Wyndham	Year 11	17567
Wyndham	Year 12	97133
Frankston	Did not go to school	467
Frankston	Year 8	4952
Frankston	Year 9	7843
Frankston	Year 10	19783
Frankston	Year 11	15995
Frankston	Year 12	50610
Mornington Peninsula	Did not go to school	468
Mornington Peninsula	Year 8	6178
Mornington Peninsula	Year 9	9124
Mornington Peninsula	Year 10	23115
Mornington Peninsula	Year 11	19273
Mornington Peninsula	Year 12	59354
Grampians	Did not go to school	284
Grampians	Year 8	4160
Grampians	Year 9	4595
Grampians	Year 10	9326
Grampians	Year 11	8945
Grampians	Year 12	16256
Mildura	Did not go to school	470
Mildura	Year 8	3647
Mildura	Year 9	4098
Mildura	Year 10	9109
Mildura	Year 11	6529
Mildura	Year 12	14623
Murray River - Swan Hill	Did not go to school	294
Murray River - Swan Hill	Year 8	2682
Murray River - Swan Hill	Year 9	3031
Murray River - Swan Hill	Year 10	6171
Murray River - Swan Hill	Year 11	5091
Murray River - Swan Hill	Year 12	9207
Campaspe	Did not go to school	98
Campaspe	Year 8	2470
Campaspe	Year 9	3180
Campaspe	Year 10	6725
Campaspe	Year 11	5333
Campaspe	Year 12	9355
Moira	Did not go to school	109
Moira	Year 8	2006
Moira	Year 9	2464
Moira	Year 10	5395
Moira	Year 11	3942
Moira	Year 12	7222
Shepparton	Did not go to school	776
Shepparton	Year 8	4059
Shepparton	Year 9	4493
Shepparton	Year 10	9489
Shepparton	Year 11	7902
Shepparton	Year 12	18426
Glenelg - Southern Grampians	Did not go to school	93
Glenelg - Southern Grampians	Year 8	2406
Glenelg - Southern Grampians	Year 9	2861
Glenelg - Southern Grampians	Year 10	6114
Glenelg - Southern Grampians	Year 11	5400
Glenelg - Southern Grampians	Year 12	9708
Colac - Corangamite	Did not go to school	178
Colac - Corangamite	Year 8	2408
Colac - Corangamite	Year 9	2891
Colac - Corangamite	Year 10	5838
Colac - Corangamite	Year 11	5409
Colac - Corangamite	Year 12	10443
Warrnambool	Did not go to school	125
Warrnambool	Year 8	2645
Warrnambool	Year 9	3346
Warrnambool	Year 10	7101
Warrnambool	Year 11	7016
Warrnambool	Year 12	16284
Migratory - Offshore - Shipping (Vic.)	Year 10	10
Migratory - Offshore - Shipping (Vic.)	Year 11	4
Migratory - Offshore - Shipping (Vic.)	Year 12	13
No usual address (Vic.)	Did not go to school	85
No usual address (Vic.)	Year 8	238
No usual address (Vic.)	Year 9	404
No usual address (Vic.)	Year 10	776
No usual address (Vic.)	Year 11	627
No usual address (Vic.)	Year 12	2698
Capalaba	Did not go to school	162
Capalaba	Year 8	2398
Capalaba	Year 9	2691
Capalaba	Year 10	14731
Capalaba	Year 11	4695
Capalaba	Year 12	30018
Cleveland - Stradbroke	Did not go to school	129
Cleveland - Stradbroke	Year 8	2987
Cleveland - Stradbroke	Year 9	3359
Cleveland - Stradbroke	Year 10	18055
Cleveland - Stradbroke	Year 11	5636
Cleveland - Stradbroke	Year 12	32924
Wynnum - Manly	Did not go to school	153
Wynnum - Manly	Year 8	2466
Wynnum - Manly	Year 9	2209
Wynnum - Manly	Year 10	11666
Wynnum - Manly	Year 11	4079
Wynnum - Manly	Year 12	30402
Bald Hills - Everton Park	Did not go to school	117
Bald Hills - Everton Park	Year 8	1228
Bald Hills - Everton Park	Year 9	1029
Bald Hills - Everton Park	Year 10	6259
Bald Hills - Everton Park	Year 11	2117
Bald Hills - Everton Park	Year 12	20640
Chermside	Did not go to school	288
Chermside	Year 8	2506
Chermside	Year 9	1737
Chermside	Year 10	9732
Chermside	Year 11	3247
Chermside	Year 12	35312
Nundah	Did not go to school	174
Nundah	Year 8	1350
Nundah	Year 9	930
Nundah	Year 10	5478
Nundah	Year 11	2022
Nundah	Year 12	19980
Sandgate	Did not go to school	285
Sandgate	Year 8	2554
Sandgate	Year 9	1952
Sandgate	Year 10	9858
Sandgate	Year 11	3237
Sandgate	Year 12	25907
Carindale	Did not go to school	150
Carindale	Year 8	1583
Carindale	Year 9	1103
Carindale	Year 10	6059
Carindale	Year 11	2313
Carindale	Year 12	27140
Holland Park - Yeronga	Did not go to school	291
Holland Park - Yeronga	Year 8	1682
Holland Park - Yeronga	Year 9	1210
Holland Park - Yeronga	Year 10	6495
Holland Park - Yeronga	Year 11	2743
Holland Park - Yeronga	Year 12	43258
Mt Gravatt	Did not go to school	460
Mt Gravatt	Year 8	2332
Mt Gravatt	Year 9	1678
Mt Gravatt	Year 10	8406
Mt Gravatt	Year 11	2995
Mt Gravatt	Year 12	39151
Nathan	Did not go to school	265
Nathan	Year 8	1293
Nathan	Year 9	926
Nathan	Year 10	4285
Nathan	Year 11	1498
Nathan	Year 12	21554
Rocklea - Acacia Ridge	Did not go to school	632
Rocklea - Acacia Ridge	Year 8	1806
Rocklea - Acacia Ridge	Year 9	1517
Rocklea - Acacia Ridge	Year 10	7040
Rocklea - Acacia Ridge	Year 11	2903
Rocklea - Acacia Ridge	Year 12	30202
Sunnybank	Did not go to school	654
Sunnybank	Year 8	1853
Sunnybank	Year 9	1196
Sunnybank	Year 10	5140
Sunnybank	Year 11	1865
Sunnybank	Year 12	27939
Centenary	Did not go to school	108
Centenary	Year 8	546
Centenary	Year 9	659
Centenary	Year 10	3975
Centenary	Year 11	1599
Centenary	Year 12	17866
Kenmore - Brookfield - Moggill	Did not go to school	55
Kenmore - Brookfield - Moggill	Year 8	469
Kenmore - Brookfield - Moggill	Year 9	862
Kenmore - Brookfield - Moggill	Year 10	4124
Kenmore - Brookfield - Moggill	Year 11	1967
Kenmore - Brookfield - Moggill	Year 12	26608
Sherwood - Indooroopilly	Did not go to school	111
Sherwood - Indooroopilly	Year 8	520
Sherwood - Indooroopilly	Year 9	692
Sherwood - Indooroopilly	Year 10	3126
Sherwood - Indooroopilly	Year 11	1547
Sherwood - Indooroopilly	Year 12	34939
The Gap - Enoggera	Did not go to school	127
The Gap - Enoggera	Year 8	1180
The Gap - Enoggera	Year 9	1148
The Gap - Enoggera	Year 10	6610
The Gap - Enoggera	Year 11	2463
The Gap - Enoggera	Year 12	26025
Brisbane Inner	Did not go to school	358
Brisbane Inner	Year 8	1194
Brisbane Inner	Year 9	924
Brisbane Inner	Year 10	4776
Brisbane Inner	Year 11	2682
Brisbane Inner	Year 12	44796
Brisbane Inner - East	Did not go to school	84
Brisbane Inner - East	Year 8	694
Brisbane Inner - East	Year 9	676
Brisbane Inner - East	Year 10	3733
Brisbane Inner - East	Year 11	1784
Brisbane Inner - East	Year 12	23864
Brisbane Inner - North	Did not go to school	193
Brisbane Inner - North	Year 8	1416
Brisbane Inner - North	Year 9	1354
Brisbane Inner - North	Year 10	7136
Brisbane Inner - North	Year 11	3312
Brisbane Inner - North	Year 12	53848
Brisbane Inner - West	Did not go to school	98
Brisbane Inner - West	Year 8	690
Brisbane Inner - West	Year 9	755
Brisbane Inner - West	Year 10	3710
Brisbane Inner - West	Year 11	1902
Brisbane Inner - West	Year 12	36031
Cairns - North	Did not go to school	96
Cairns - North	Year 8	942
Cairns - North	Year 9	1663
Cairns - North	Year 10	8491
Cairns - North	Year 11	4075
Cairns - North	Year 12	22835
Cairns - South	Did not go to school	810
Cairns - South	Year 8	3690
Cairns - South	Year 9	3725
Cairns - South	Year 10	17512
Cairns - South	Year 11	7128
Cairns - South	Year 12	37404
Innisfail - Cassowary Coast	Did not go to school	195
Innisfail - Cassowary Coast	Year 8	2277
Innisfail - Cassowary Coast	Year 9	1770
Innisfail - Cassowary Coast	Year 10	7931
Innisfail - Cassowary Coast	Year 11	2665
Innisfail - Cassowary Coast	Year 12	9877
Port Douglas - Daintree	Did not go to school	20
Port Douglas - Daintree	Year 8	347
Port Douglas - Daintree	Year 9	426
Port Douglas - Daintree	Year 10	2038
Port Douglas - Daintree	Year 11	938
Port Douglas - Daintree	Year 12	4391
Tablelands (East) - Kuranda	Did not go to school	187
Tablelands (East) - Kuranda	Year 8	2539
Tablelands (East) - Kuranda	Year 9	1934
Tablelands (East) - Kuranda	Year 10	8961
Tablelands (East) - Kuranda	Year 11	2573
Tablelands (East) - Kuranda	Year 12	12570
Darling Downs (West) - Maranoa	Did not go to school	164
Darling Downs (West) - Maranoa	Year 8	2774
Darling Downs (West) - Maranoa	Year 9	1971
Darling Downs (West) - Maranoa	Year 10	9406
Darling Downs (West) - Maranoa	Year 11	2418
Darling Downs (West) - Maranoa	Year 12	12900
Darling Downs - East	Did not go to school	110
Darling Downs - East	Year 8	3039
Darling Downs - East	Year 9	2163
Darling Downs - East	Year 10	10072
Darling Downs - East	Year 11	2408
Darling Downs - East	Year 12	11803
Granite Belt	Did not go to school	122
Granite Belt	Year 8	2739
Granite Belt	Year 9	2239
Granite Belt	Year 10	10073
Granite Belt	Year 11	2486
Granite Belt	Year 12	11797
Central Highlands (Qld)	Did not go to school	73
Central Highlands (Qld)	Year 8	937
Central Highlands (Qld)	Year 9	1026
Central Highlands (Qld)	Year 10	5582
Central Highlands (Qld)	Year 11	1845
Central Highlands (Qld)	Year 12	9055
Rockhampton	Did not go to school	365
Rockhampton	Year 8	6473
Rockhampton	Year 9	5314
Rockhampton	Year 10	25376
Rockhampton	Year 11	7371
Rockhampton	Year 12	37470
Biloela	Did not go to school	56
Biloela	Year 8	1012
Biloela	Year 9	648
Biloela	Year 10	3150
Biloela	Year 11	880
Biloela	Year 12	4261
Gladstone	Did not go to school	114
Gladstone	Year 8	2176
Gladstone	Year 9	2644
Gladstone	Year 10	13458
Gladstone	Year 11	4854
Gladstone	Year 12	20046
Broadbeach - Burleigh	Did not go to school	181
Broadbeach - Burleigh	Year 8	1630
Broadbeach - Burleigh	Year 9	2140
Broadbeach - Burleigh	Year 10	10688
Broadbeach - Burleigh	Year 11	4210
Broadbeach - Burleigh	Year 12	28616
Coolangatta	Did not go to school	103
Coolangatta	Year 8	1562
Coolangatta	Year 9	2373
Coolangatta	Year 10	11423
Coolangatta	Year 11	3663
Coolangatta	Year 12	21268
Gold Coast - North	Did not go to school	260
Gold Coast - North	Year 8	2317
Gold Coast - North	Year 9	2944
Gold Coast - North	Year 10	13198
Gold Coast - North	Year 11	4683
Gold Coast - North	Year 12	27267
Gold Coast Hinterland	Did not go to school	15
Gold Coast Hinterland	Year 8	430
Gold Coast Hinterland	Year 9	690
Gold Coast Hinterland	Year 10	3686
Gold Coast Hinterland	Year 11	1288
Gold Coast Hinterland	Year 12	7420
Mudgeeraba - Tallebudgera	Did not go to school	43
Mudgeeraba - Tallebudgera	Year 8	616
Mudgeeraba - Tallebudgera	Year 9	1228
Mudgeeraba - Tallebudgera	Year 10	6072
Mudgeeraba - Tallebudgera	Year 11	2373
Mudgeeraba - Tallebudgera	Year 12	13790
Nerang	Did not go to school	161
Nerang	Year 8	1672
Nerang	Year 9	2937
Nerang	Year 10	13020
Nerang	Year 11	5203
Nerang	Year 12	26365
Ormeau - Oxenford	Did not go to school	228
Ormeau - Oxenford	Year 8	2350
Ormeau - Oxenford	Year 9	4712
Ormeau - Oxenford	Year 10	21504
Ormeau - Oxenford	Year 11	9170
Ormeau - Oxenford	Year 12	46314
Robina	Did not go to school	130
Robina	Year 8	1040
Robina	Year 9	1683
Robina	Year 10	7848
Robina	Year 11	3452
Robina	Year 12	23095
Southport	Did not go to school	238
Southport	Year 8	1713
Southport	Year 9	2235
Southport	Year 10	9689
Southport	Year 11	3807
Southport	Year 12	27506
Surfers Paradise	Did not go to school	148
Surfers Paradise	Year 8	794
Surfers Paradise	Year 9	1254
Surfers Paradise	Year 10	5803
Surfers Paradise	Year 11	2562
Surfers Paradise	Year 12	20350
Forest Lake - Oxley	Did not go to school	1292
Forest Lake - Oxley	Year 8	3164
Forest Lake - Oxley	Year 9	2336
Forest Lake - Oxley	Year 10	9182
Forest Lake - Oxley	Year 11	3799
Forest Lake - Oxley	Year 12	29108
Ipswich Hinterland	Did not go to school	158
Ipswich Hinterland	Year 8	4276
Ipswich Hinterland	Year 9	3613
Ipswich Hinterland	Year 10	14914
Ipswich Hinterland	Year 11	3912
Ipswich Hinterland	Year 12	17646
Ipswich Inner	Did not go to school	395
Ipswich Inner	Year 8	5346
Ipswich Inner	Year 9	4783
Ipswich Inner	Year 10	21360
Ipswich Inner	Year 11	6567
Ipswich Inner	Year 12	36188
Springfield - Redbank	Did not go to school	491
Springfield - Redbank	Year 8	2165
Springfield - Redbank	Year 9	2758
Springfield - Redbank	Year 10	13011
Springfield - Redbank	Year 11	5747
Springfield - Redbank	Year 12	32616
Beaudesert	Did not go to school	39
Beaudesert	Year 8	911
Beaudesert	Year 9	831
Beaudesert	Year 10	3233
Beaudesert	Year 11	889
Beaudesert	Year 12	3916
Beenleigh	Did not go to school	202
Beenleigh	Year 8	1806
Beenleigh	Year 9	2202
Beenleigh	Year 10	8759
Beenleigh	Year 11	3018
Beenleigh	Year 12	13419
Browns Plains	Did not go to school	676
Browns Plains	Year 8	2903
Browns Plains	Year 9	3635
Browns Plains	Year 10	15290
Browns Plains	Year 11	5630
Browns Plains	Year 12	27585
Jimboomba	Did not go to school	150
Jimboomba	Year 8	1211
Jimboomba	Year 9	2036
Jimboomba	Year 10	9874
Jimboomba	Year 11	3352
Jimboomba	Year 12	15608
Loganlea - Carbrook	Did not go to school	368
Loganlea - Carbrook	Year 8	2132
Loganlea - Carbrook	Year 9	2513
Loganlea - Carbrook	Year 10	11120
Loganlea - Carbrook	Year 11	4054
Loganlea - Carbrook	Year 12	23405
Springwood - Kingston	Did not go to school	1126
Springwood - Kingston	Year 8	3599
Springwood - Kingston	Year 9	3106
Springwood - Kingston	Year 10	12819
Springwood - Kingston	Year 11	4663
Springwood - Kingston	Year 12	29844
Bowen Basin - North	Did not go to school	87
Bowen Basin - North	Year 8	1317
Bowen Basin - North	Year 9	1408
Bowen Basin - North	Year 10	6937
Bowen Basin - North	Year 11	2117
Bowen Basin - North	Year 12	9770
Mackay	Did not go to school	253
Mackay	Year 8	5428
Mackay	Year 9	5128
Mackay	Year 10	25902
Mackay	Year 11	8261
Mackay	Year 12	36659
Whitsunday	Did not go to school	30
Whitsunday	Year 8	578
Whitsunday	Year 9	820
Whitsunday	Year 10	4286
Whitsunday	Year 11	1653
Whitsunday	Year 12	7206
Bribie - Beachmere	Did not go to school	92
Bribie - Beachmere	Year 8	2250
Bribie - Beachmere	Year 9	2139
Bribie - Beachmere	Year 10	9285
Bribie - Beachmere	Year 11	2341
Bribie - Beachmere	Year 12	9776
Caboolture	Did not go to school	258
Caboolture	Year 8	2904
Caboolture	Year 9	3654
Caboolture	Year 10	14696
Caboolture	Year 11	4913
Caboolture	Year 12	20990
Caboolture Hinterland	Did not go to school	28
Caboolture Hinterland	Year 8	763
Caboolture Hinterland	Year 9	600
Caboolture Hinterland	Year 10	2998
Caboolture Hinterland	Year 11	797
Caboolture Hinterland	Year 12	3578
Narangba - Burpengary	Did not go to school	136
Narangba - Burpengary	Year 8	2433
Narangba - Burpengary	Year 9	3130
Narangba - Burpengary	Year 10	13707
Narangba - Burpengary	Year 11	4521
Narangba - Burpengary	Year 12	21391
Redcliffe	Did not go to school	197
Redcliffe	Year 8	2983
Redcliffe	Year 9	3041
Redcliffe	Year 10	13426
Redcliffe	Year 11	4100
Redcliffe	Year 12	21253
The Hills District	Did not go to school	104
The Hills District	Year 8	1802
The Hills District	Year 9	2217
The Hills District	Year 10	13790
The Hills District	Year 11	4982
The Hills District	Year 12	41176
North Lakes	Did not go to school	127
North Lakes	Year 8	1750
North Lakes	Year 9	2304
North Lakes	Year 10	11848
North Lakes	Year 11	4891
North Lakes	Year 12	29374
Strathpine	Did not go to school	126
Strathpine	Year 8	1373
Strathpine	Year 9	1401
Strathpine	Year 10	7544
Strathpine	Year 11	2500
Strathpine	Year 12	14578
Far North	Did not go to school	175
Far North	Year 8	1969
Far North	Year 9	1396
Far North	Year 10	5664
Far North	Year 11	2357
Far North	Year 12	8470
Outback - North	Did not go to school	156
Outback - North	Year 8	1412
Outback - North	Year 9	1251
Outback - North	Year 10	5868
Outback - North	Year 11	1900
Outback - North	Year 12	9003
Outback - South	Did not go to school	100
Outback - South	Year 8	1357
Outback - South	Year 9	876
Outback - South	Year 10	3941
Outback - South	Year 11	999
Outback - South	Year 12	5406
Buderim	Did not go to school	70
Buderim	Year 8	1270
Buderim	Year 9	1931
Buderim	Year 10	9590
Buderim	Year 11	3894
Buderim	Year 12	23945
Caloundra	Did not go to school	157
Caloundra	Year 8	3330
Caloundra	Year 9	3655
Caloundra	Year 10	17868
Caloundra	Year 11	5775
Caloundra	Year 12	30551
Maroochy	Did not go to school	107
Maroochy	Year 8	1642
Maroochy	Year 9	2237
Maroochy	Year 10	11690
Maroochy	Year 11	4060
Maroochy	Year 12	23799
Noosa	Did not go to school	61
Noosa	Year 8	913
Noosa	Year 9	1512
Noosa	Year 10	7541
Noosa	Year 11	3135
Noosa	Year 12	17908
Sunshine Coast Hinterland	Did not go to school	73
Sunshine Coast Hinterland	Year 8	1732
Sunshine Coast Hinterland	Year 9	2194
Sunshine Coast Hinterland	Year 10	11182
Sunshine Coast Hinterland	Year 11	3596
Sunshine Coast Hinterland	Year 12	18739
Nambour	Did not go to school	100
Nambour	Year 8	1586
Nambour	Year 9	1927
Nambour	Year 10	9331
Nambour	Year 11	3273
Nambour	Year 12	15317
Noosa Hinterland	Did not go to school	39
Noosa Hinterland	Year 8	706
Noosa Hinterland	Year 9	898
Noosa Hinterland	Year 10	4859
Noosa Hinterland	Year 11	1627
Noosa Hinterland	Year 12	8362
Toowoomba	Did not go to school	618
Toowoomba	Year 8	7609
Toowoomba	Year 9	6067
Toowoomba	Year 10	30480
Toowoomba	Year 11	8534
Toowoomba	Year 12	55284
Charters Towers - Ayr - Ingham	Did not go to school	176
Charters Towers - Ayr - Ingham	Year 8	3513
Charters Towers - Ayr - Ingham	Year 9	2352
Charters Towers - Ayr - Ingham	Year 10	10187
Charters Towers - Ayr - Ingham	Year 11	2928
Charters Towers - Ayr - Ingham	Year 12	11367
Townsville	Did not go to school	557
Townsville	Year 8	6456
Townsville	Year 9	6961
Townsville	Year 10	34697
Townsville	Year 11	12712
Townsville	Year 12	73289
Bundaberg	Did not go to school	306
Bundaberg	Year 8	6170
Bundaberg	Year 9	5396
Bundaberg	Year 10	22301
Bundaberg	Year 11	5848
Bundaberg	Year 12	25064
Burnett	Did not go to school	200
Burnett	Year 8	4127
Burnett	Year 9	3141
Burnett	Year 10	12277
Burnett	Year 11	3136
Burnett	Year 12	12088
Gympie - Cooloola	Did not go to school	132
Gympie - Cooloola	Year 8	3194
Gympie - Cooloola	Year 9	3035
Gympie - Cooloola	Year 10	12793
Gympie - Cooloola	Year 11	3434
Gympie - Cooloola	Year 12	13568
Hervey Bay	Did not go to school	167
Hervey Bay	Year 8	3333
Hervey Bay	Year 9	3643
Hervey Bay	Year 10	14473
Hervey Bay	Year 11	4189
Hervey Bay	Year 12	16633
Maryborough	Did not go to school	131
Maryborough	Year 8	3296
Maryborough	Year 9	2955
Maryborough	Year 10	12590
Maryborough	Year 11	2850
Maryborough	Year 12	10965
Migratory - Offshore - Shipping (Qld)	Year 8	17
Migratory - Offshore - Shipping (Qld)	Year 9	11
Migratory - Offshore - Shipping (Qld)	Year 10	39
Migratory - Offshore - Shipping (Qld)	Year 11	15
Migratory - Offshore - Shipping (Qld)	Year 12	50
No usual address (Qld)	Did not go to school	70
No usual address (Qld)	Year 8	510
No usual address (Qld)	Year 9	729
No usual address (Qld)	Year 10	2664
No usual address (Qld)	Year 11	867
No usual address (Qld)	Year 12	4206
Adelaide City	Did not go to school	71
Adelaide City	Year 8	264
Adelaide City	Year 9	314
Adelaide City	Year 10	1039
Adelaide City	Year 11	1418
Adelaide City	Year 12	15122
Adelaide Hills	Did not go to school	96
Adelaide Hills	Year 8	1769
Adelaide Hills	Year 9	2607
Adelaide Hills	Year 10	8390
Adelaide Hills	Year 11	10382
Adelaide Hills	Year 12	30921
Burnside	Did not go to school	117
Burnside	Year 8	959
Burnside	Year 9	1118
Burnside	Year 10	3170
Burnside	Year 11	3934
Burnside	Year 12	25187
Campbelltown (SA)	Did not go to school	556
Campbelltown (SA)	Year 8	3070
Campbelltown (SA)	Year 9	1686
Campbelltown (SA)	Year 10	5035
Campbelltown (SA)	Year 11	6091
Campbelltown (SA)	Year 12	23629
Norwood - Payneham - St Peters	Did not go to school	282
Norwood - Payneham - St Peters	Year 8	1625
Norwood - Payneham - St Peters	Year 9	903
Norwood - Payneham - St Peters	Year 10	2675
Norwood - Payneham - St Peters	Year 11	3452
Norwood - Payneham - St Peters	Year 12	19516
Prospect - Walkerville	Did not go to school	225
Prospect - Walkerville	Year 8	984
Prospect - Walkerville	Year 9	741
Prospect - Walkerville	Year 10	2168
Prospect - Walkerville	Year 11	2867
Prospect - Walkerville	Year 12	15073
Unley	Did not go to school	167
Unley	Year 8	1103
Unley	Year 9	878
Unley	Year 10	2632
Unley	Year 11	3444
Unley	Year 12	21529
Gawler - Two Wells	Did not go to school	91
Gawler - Two Wells	Year 8	1543
Gawler - Two Wells	Year 9	1838
Gawler - Two Wells	Year 10	5505
Gawler - Two Wells	Year 11	6055
Gawler - Two Wells	Year 12	10869
Playford	Did not go to school	1073
Playford	Year 8	4082
Playford	Year 9	5223
Playford	Year 10	14253
Playford	Year 11	13992
Playford	Year 12	24500
Port Adelaide - East	Did not go to school	1332
Port Adelaide - East	Year 8	3418
Port Adelaide - East	Year 9	2573
Port Adelaide - East	Year 10	6829
Port Adelaide - East	Year 11	7225
Port Adelaide - East	Year 12	29793
Salisbury	Did not go to school	2676
Salisbury	Year 8	6869
Salisbury	Year 9	6742
Salisbury	Year 10	19262
Salisbury	Year 11	19875
Salisbury	Year 12	46857
Tea Tree Gully	Did not go to school	237
Tea Tree Gully	Year 8	3179
Tea Tree Gully	Year 9	3836
Tea Tree Gully	Year 10	13003
Tea Tree Gully	Year 11	15259
Tea Tree Gully	Year 12	37840
Holdfast Bay	Did not go to school	143
Holdfast Bay	Year 8	932
Holdfast Bay	Year 9	1080
Holdfast Bay	Year 10	3900
Holdfast Bay	Year 11	4398
Holdfast Bay	Year 12	16392
Marion	Did not go to school	501
Marion	Year 8	3386
Marion	Year 9	3439
Marion	Year 10	10631
Marion	Year 11	12033
Marion	Year 12	40897
Mitcham	Did not go to school	191
Mitcham	Year 8	1590
Mitcham	Year 9	1877
Mitcham	Year 10	5644
Mitcham	Year 11	7205
Mitcham	Year 12	33149
Onkaparinga	Did not go to school	318
Onkaparinga	Year 8	5043
Onkaparinga	Year 9	7631
Onkaparinga	Year 10	25621
Onkaparinga	Year 11	27805
Onkaparinga	Year 12	60751
Charles Sturt	Did not go to school	1329
Charles Sturt	Year 8	6639
Charles Sturt	Year 9	4317
Charles Sturt	Year 10	12138
Charles Sturt	Year 11	13941
Charles Sturt	Year 12	47105
Port Adelaide - West	Did not go to school	815
Port Adelaide - West	Year 8	3525
Port Adelaide - West	Year 9	2885
Port Adelaide - West	Year 10	7568
Port Adelaide - West	Year 11	7961
Port Adelaide - West	Year 12	22319
West Torrens	Did not go to school	515
West Torrens	Year 8	2895
West Torrens	Year 9	1925
West Torrens	Year 10	6066
West Torrens	Year 11	7119
West Torrens	Year 12	30162
Barossa	Did not go to school	45
Barossa	Year 8	1688
Barossa	Year 9	1921
Barossa	Year 10	5496
Barossa	Year 11	6159
Barossa	Year 12	11284
Lower North	Did not go to school	28
Lower North	Year 8	1342
Lower North	Year 9	1430
Lower North	Year 10	3627
Lower North	Year 11	4047
Lower North	Year 12	6340
Mid North	Did not go to school	71
Mid North	Year 8	2059
Mid North	Year 9	1809
Mid North	Year 10	4679
Mid North	Year 11	5063
Mid North	Year 12	6785
Yorke Peninsula	Did not go to school	41
Yorke Peninsula	Year 8	1784
Yorke Peninsula	Year 9	1931
Yorke Peninsula	Year 10	4889
Yorke Peninsula	Year 11	4609
Yorke Peninsula	Year 12	6082
Eyre Peninsula and South West	Did not go to school	136
Eyre Peninsula and South West	Year 8	2996
Eyre Peninsula and South West	Year 9	2905
Eyre Peninsula and South West	Year 10	8878
Eyre Peninsula and South West	Year 11	10093
Eyre Peninsula and South West	Year 12	15552
Outback - North and East	Did not go to school	171
Outback - North and East	Year 8	1326
Outback - North and East	Year 9	1363
Outback - North and East	Year 10	3920
Outback - North and East	Year 11	4358
Outback - North and East	Year 12	6391
Fleurieu - Kangaroo Island	Did not go to school	82
Fleurieu - Kangaroo Island	Year 8	2203
Fleurieu - Kangaroo Island	Year 9	2857
Fleurieu - Kangaroo Island	Year 10	9021
Fleurieu - Kangaroo Island	Year 11	8771
Fleurieu - Kangaroo Island	Year 12	16113
Limestone Coast	Did not go to school	384
Limestone Coast	Year 8	3841
Limestone Coast	Year 9	3750
Limestone Coast	Year 10	10319
Limestone Coast	Year 11	11614
Limestone Coast	Year 12	17575
Murray and Mallee	Did not go to school	385
Murray and Mallee	Year 8	5106
Murray and Mallee	Year 9	4591
Murray and Mallee	Year 10	12167
Murray and Mallee	Year 11	11506
Murray and Mallee	Year 12	17832
Migratory - Offshore - Shipping (SA)	Year 12	5
No usual address (SA)	Did not go to school	30
No usual address (SA)	Year 8	143
No usual address (SA)	Year 9	178
No usual address (SA)	Year 10	475
No usual address (SA)	Year 11	352
No usual address (SA)	Year 12	845
Augusta - Margaret River - Busselton	Did not go to school	109
Augusta - Margaret River - Busselton	Year 8	1134
Augusta - Margaret River - Busselton	Year 9	2016
Augusta - Margaret River - Busselton	Year 10	10013
Augusta - Margaret River - Busselton	Year 11	4602
Augusta - Margaret River - Busselton	Year 12	18475
Bunbury	Did not go to school	254
Bunbury	Year 8	3128
