SA3_NAME16	Age	MaritalStatus	Sex	responses
Queanbeyan	15-19	Divorced	F	3
Queanbeyan	20-24	Married	F	141
Queanbeyan	20-24	Married	M	40
Queanbeyan	20-24	Separated	F	8
Queanbeyan	20-24	Separated	M	3
Queanbeyan	25-34	Divorced	F	121
Queanbeyan	25-34	Divorced	M	66
Queanbeyan	25-34	Married	F	1899
Queanbeyan	25-34	Married	M	1525
Queanbeyan	25-34	Separated	F	86
Queanbeyan	25-34	Separated	M	68
Queanbeyan	25-34	Widowed	F	5
Queanbeyan	35-44	Divorced	F	311
Queanbeyan	35-44	Divorced	M	231
Queanbeyan	35-44	Married	F	2644
Queanbeyan	35-44	Married	M	2501
Queanbeyan	35-44	Separated	F	157
Queanbeyan	35-44	Separated	M	138
Queanbeyan	35-44	Widowed	F	16
Queanbeyan	35-44	Widowed	M	11
Queanbeyan	45-54	Divorced	F	704
Queanbeyan	45-54	Divorced	M	574
Queanbeyan	45-54	Married	F	2913
Queanbeyan	45-54	Married	M	2873
Queanbeyan	45-54	Separated	F	220
Queanbeyan	45-54	Separated	M	219
Queanbeyan	45-54	Widowed	F	80
Queanbeyan	45-54	Widowed	M	29
Queanbeyan	55-64	Divorced	F	619
Queanbeyan	55-64	Divorced	M	571
Queanbeyan	55-64	Married	F	2208
Queanbeyan	55-64	Married	M	2386
Queanbeyan	55-64	Separated	F	140
Queanbeyan	55-64	Separated	M	155
Queanbeyan	55-64	Widowed	F	204
Queanbeyan	55-64	Widowed	M	74
Queanbeyan	65-74	Divorced	F	361
Queanbeyan	65-74	Divorced	M	315
Queanbeyan	65-74	Married	F	1282
Queanbeyan	65-74	Married	M	1588
Queanbeyan	65-74	Separated	F	67
Queanbeyan	65-74	Separated	M	104
Queanbeyan	65-74	Widowed	F	325
Queanbeyan	65-74	Widowed	M	113
Queanbeyan	75-84	Divorced	F	101
Queanbeyan	75-84	Divorced	M	94
Queanbeyan	75-84	Married	F	401
Queanbeyan	75-84	Married	M	626
Queanbeyan	75-84	Separated	F	27
Queanbeyan	75-84	Separated	M	22
Queanbeyan	75-84	Widowed	F	424
Queanbeyan	75-84	Widowed	M	129
Queanbeyan	85+	Divorced	F	21
Queanbeyan	85+	Divorced	M	19
Queanbeyan	85+	Married	F	73
Queanbeyan	85+	Married	M	133
Queanbeyan	85+	Separated	F	4
Queanbeyan	85+	Separated	M	7
Queanbeyan	85+	Widowed	F	343
Queanbeyan	85+	Widowed	M	76
Snowy Mountains	15-19	Married	M	3
Snowy Mountains	20-24	Divorced	F	3
Snowy Mountains	20-24	Married	F	20
Snowy Mountains	20-24	Married	M	17
Snowy Mountains	25-34	Divorced	F	19
Snowy Mountains	25-34	Divorced	M	18
Snowy Mountains	25-34	Married	F	371
Snowy Mountains	25-34	Married	M	298
Snowy Mountains	25-34	Separated	F	14
Snowy Mountains	25-34	Separated	M	19
Snowy Mountains	25-34	Widowed	M	3
Snowy Mountains	35-44	Divorced	F	92
Snowy Mountains	35-44	Divorced	M	49
Snowy Mountains	35-44	Married	F	708
Snowy Mountains	35-44	Married	M	667
Snowy Mountains	35-44	Separated	F	34
Snowy Mountains	35-44	Separated	M	46
Snowy Mountains	35-44	Widowed	F	8
Snowy Mountains	45-54	Divorced	F	200
Snowy Mountains	45-54	Divorced	M	180
Snowy Mountains	45-54	Married	F	883
Snowy Mountains	45-54	Married	M	808
Snowy Mountains	45-54	Separated	F	90
Snowy Mountains	45-54	Separated	M	85
Snowy Mountains	45-54	Widowed	F	29
Snowy Mountains	45-54	Widowed	M	15
Snowy Mountains	55-64	Divorced	F	255
Snowy Mountains	55-64	Divorced	M	248
Snowy Mountains	55-64	Married	F	804
Snowy Mountains	55-64	Married	M	836
Snowy Mountains	55-64	Separated	F	54
Snowy Mountains	55-64	Separated	M	93
Snowy Mountains	55-64	Widowed	F	66
Snowy Mountains	55-64	Widowed	M	36
Snowy Mountains	65-74	Divorced	F	150
Snowy Mountains	65-74	Divorced	M	189
Snowy Mountains	65-74	Married	F	661
Snowy Mountains	65-74	Married	M	734
Snowy Mountains	65-74	Separated	F	35
Snowy Mountains	65-74	Separated	M	45
Snowy Mountains	65-74	Widowed	F	156
Snowy Mountains	65-74	Widowed	M	60
Snowy Mountains	75-84	Divorced	F	49
Snowy Mountains	75-84	Divorced	M	48
Snowy Mountains	75-84	Married	F	238
Snowy Mountains	75-84	Married	M	370
Snowy Mountains	75-84	Separated	F	20
Snowy Mountains	75-84	Separated	M	39
Snowy Mountains	75-84	Widowed	F	227
Snowy Mountains	75-84	Widowed	M	70
Snowy Mountains	85+	Divorced	F	17
Snowy Mountains	85+	Divorced	M	9
Snowy Mountains	85+	Married	F	27
Snowy Mountains	85+	Married	M	68
Snowy Mountains	85+	Separated	M	10
Snowy Mountains	85+	Widowed	F	237
Snowy Mountains	85+	Widowed	M	58
South Coast	15-19	Divorced	M	3
South Coast	15-19	Married	F	3
South Coast	15-19	Widowed	F	3
South Coast	20-24	Divorced	F	3
South Coast	20-24	Divorced	M	3
South Coast	20-24	Married	F	82
South Coast	20-24	Married	M	39
South Coast	20-24	Separated	F	15
South Coast	25-34	Divorced	F	76
South Coast	25-34	Divorced	M	49
South Coast	25-34	Married	F	974
South Coast	25-34	Married	M	712
South Coast	25-34	Separated	F	96
South Coast	25-34	Separated	M	41
South Coast	25-34	Widowed	F	5
South Coast	25-34	Widowed	M	4
South Coast	35-44	Divorced	F	358
South Coast	35-44	Divorced	M	215
South Coast	35-44	Married	F	1762
South Coast	35-44	Married	M	1476
South Coast	35-44	Separated	F	218
South Coast	35-44	Separated	M	154
South Coast	35-44	Widowed	F	28
South Coast	35-44	Widowed	M	7
South Coast	45-54	Divorced	F	855
South Coast	45-54	Divorced	M	668
South Coast	45-54	Married	F	2581
South Coast	45-54	Married	M	2286
South Coast	45-54	Separated	F	297
South Coast	45-54	Separated	M	250
South Coast	45-54	Widowed	F	141
South Coast	45-54	Widowed	M	31
South Coast	55-64	Divorced	F	1267
South Coast	55-64	Divorced	M	1147
South Coast	55-64	Married	F	4096
South Coast	55-64	Married	M	3692
South Coast	55-64	Separated	F	313
South Coast	55-64	Separated	M	311
South Coast	55-64	Widowed	F	375
South Coast	55-64	Widowed	M	115
South Coast	65-74	Divorced	F	901
South Coast	65-74	Divorced	M	924
South Coast	65-74	Married	F	3690
South Coast	65-74	Married	M	4162
South Coast	65-74	Separated	F	157
South Coast	65-74	Separated	M	250
South Coast	65-74	Widowed	F	805
South Coast	65-74	Widowed	M	268
South Coast	75-84	Divorced	F	292
South Coast	75-84	Divorced	M	322
South Coast	75-84	Married	F	1433
South Coast	75-84	Married	M	2014
South Coast	75-84	Separated	F	56
South Coast	75-84	Separated	M	87
South Coast	75-84	Widowed	F	1163
South Coast	75-84	Widowed	M	366
South Coast	85+	Divorced	F	75
South Coast	85+	Divorced	M	45
South Coast	85+	Married	F	288
South Coast	85+	Married	M	497
South Coast	85+	Separated	F	4
South Coast	85+	Separated	M	16
South Coast	85+	Widowed	F	1068
South Coast	85+	Widowed	M	324
Goulburn - Mulwaree	15-19	Married	M	6
Goulburn - Mulwaree	20-24	Married	F	70
Goulburn - Mulwaree	20-24	Married	M	40
Goulburn - Mulwaree	20-24	Separated	F	4
Goulburn - Mulwaree	20-24	Separated	M	3
Goulburn - Mulwaree	25-34	Divorced	F	50
Goulburn - Mulwaree	25-34	Divorced	M	32
Goulburn - Mulwaree	25-34	Married	F	865
Goulburn - Mulwaree	25-34	Married	M	688
Goulburn - Mulwaree	25-34	Separated	F	66
Goulburn - Mulwaree	25-34	Separated	M	40
Goulburn - Mulwaree	25-34	Widowed	F	4
Goulburn - Mulwaree	35-44	Divorced	F	164
Goulburn - Mulwaree	35-44	Divorced	M	115
Goulburn - Mulwaree	35-44	Married	F	1218
Goulburn - Mulwaree	35-44	Married	M	1175
Goulburn - Mulwaree	35-44	Separated	F	116
Goulburn - Mulwaree	35-44	Separated	M	87
Goulburn - Mulwaree	35-44	Widowed	F	14
Goulburn - Mulwaree	35-44	Widowed	M	4
Goulburn - Mulwaree	45-54	Divorced	F	392
Goulburn - Mulwaree	45-54	Divorced	M	301
Goulburn - Mulwaree	45-54	Married	F	1476
Goulburn - Mulwaree	45-54	Married	M	1433
Goulburn - Mulwaree	45-54	Separated	F	141
Goulburn - Mulwaree	45-54	Separated	M	131
Goulburn - Mulwaree	45-54	Widowed	F	48
Goulburn - Mulwaree	45-54	Widowed	M	20
Goulburn - Mulwaree	55-64	Divorced	F	457
Goulburn - Mulwaree	55-64	Divorced	M	356
Goulburn - Mulwaree	55-64	Married	F	1518
Goulburn - Mulwaree	55-64	Married	M	1541
Goulburn - Mulwaree	55-64	Separated	F	120
Goulburn - Mulwaree	55-64	Separated	M	136
Goulburn - Mulwaree	55-64	Widowed	F	134
Goulburn - Mulwaree	55-64	Widowed	M	51
Goulburn - Mulwaree	65-74	Divorced	F	322
Goulburn - Mulwaree	65-74	Divorced	M	291
Goulburn - Mulwaree	65-74	Married	F	1184
Goulburn - Mulwaree	65-74	Married	M	1359
Goulburn - Mulwaree	65-74	Separated	F	52
Goulburn - Mulwaree	65-74	Separated	M	94
Goulburn - Mulwaree	65-74	Widowed	F	365
Goulburn - Mulwaree	65-74	Widowed	M	131
Goulburn - Mulwaree	75-84	Divorced	F	95
Goulburn - Mulwaree	75-84	Divorced	M	94
Goulburn - Mulwaree	75-84	Married	F	471
Goulburn - Mulwaree	75-84	Married	M	689
Goulburn - Mulwaree	75-84	Separated	F	25
Goulburn - Mulwaree	75-84	Separated	M	38
Goulburn - Mulwaree	75-84	Widowed	F	535
Goulburn - Mulwaree	75-84	Widowed	M	164
Goulburn - Mulwaree	85+	Divorced	F	30
Goulburn - Mulwaree	85+	Divorced	M	16
Goulburn - Mulwaree	85+	Married	F	77
Goulburn - Mulwaree	85+	Married	M	161
Goulburn - Mulwaree	85+	Separated	M	5
Goulburn - Mulwaree	85+	Widowed	F	444
Goulburn - Mulwaree	85+	Widowed	M	115
Young - Yass	15-19	Married	F	5
Young - Yass	15-19	Married	M	4
Young - Yass	20-24	Married	F	57
Young - Yass	20-24	Married	M	32
Young - Yass	20-24	Separated	F	13
Young - Yass	20-24	Separated	M	3
Young - Yass	20-24	Widowed	F	4
Young - Yass	25-34	Divorced	F	49
Young - Yass	25-34	Divorced	M	24
Young - Yass	25-34	Married	F	735
Young - Yass	25-34	Married	M	548
Young - Yass	25-34	Separated	F	59
Young - Yass	25-34	Separated	M	27
Young - Yass	25-34	Widowed	F	3
Young - Yass	35-44	Divorced	F	156
Young - Yass	35-44	Divorced	M	133
Young - Yass	35-44	Married	F	1467
Young - Yass	35-44	Married	M	1337
Young - Yass	35-44	Separated	F	116
Young - Yass	35-44	Separated	M	91
Young - Yass	35-44	Widowed	F	24
Young - Yass	35-44	Widowed	M	8
Young - Yass	45-54	Divorced	F	375
Young - Yass	45-54	Divorced	M	285
Young - Yass	45-54	Married	F	1697
Young - Yass	45-54	Married	M	1583
Young - Yass	45-54	Separated	F	154
Young - Yass	45-54	Separated	M	137
Young - Yass	45-54	Widowed	F	50
Young - Yass	45-54	Widowed	M	15
Young - Yass	55-64	Divorced	F	365
Young - Yass	55-64	Divorced	M	356
Young - Yass	55-64	Married	F	1654
Young - Yass	55-64	Married	M	1638
Young - Yass	55-64	Separated	F	101
Young - Yass	55-64	Separated	M	128
Young - Yass	55-64	Widowed	F	127
Young - Yass	55-64	Widowed	M	54
Young - Yass	65-74	Divorced	F	271
Young - Yass	65-74	Divorced	M	284
Young - Yass	65-74	Married	F	1313
Young - Yass	65-74	Married	M	1520
Young - Yass	65-74	Separated	F	54
Young - Yass	65-74	Separated	M	83
Young - Yass	65-74	Widowed	F	321
Young - Yass	65-74	Widowed	M	78
Young - Yass	75-84	Divorced	F	73
Young - Yass	75-84	Divorced	M	90
Young - Yass	75-84	Married	F	482
Young - Yass	75-84	Married	M	667
Young - Yass	75-84	Separated	F	11
Young - Yass	75-84	Separated	M	26
Young - Yass	75-84	Widowed	F	475
Young - Yass	75-84	Widowed	M	134
Young - Yass	85+	Divorced	F	18
Young - Yass	85+	Divorced	M	13
Young - Yass	85+	Married	F	63
Young - Yass	85+	Married	M	151
Young - Yass	85+	Separated	F	7
Young - Yass	85+	Separated	M	3
Young - Yass	85+	Widowed	F	416
Young - Yass	85+	Widowed	M	112
Gosford	15-19	Divorced	M	4
Gosford	15-19	Married	F	9
Gosford	15-19	Married	M	4
Gosford	15-19	Separated	F	4
Gosford	15-19	Separated	M	5
Gosford	20-24	Divorced	F	3
Gosford	20-24	Divorced	M	8
Gosford	20-24	Married	F	188
Gosford	20-24	Married	M	90
Gosford	20-24	Separated	F	24
Gosford	20-24	Separated	M	13
Gosford	20-24	Widowed	F	4
Gosford	20-24	Widowed	M	4
Gosford	25-34	Divorced	F	208
Gosford	25-34	Divorced	M	143
Gosford	25-34	Married	F	3817
Gosford	25-34	Married	M	2870
Gosford	25-34	Separated	F	248
Gosford	25-34	Separated	M	137
Gosford	25-34	Widowed	F	17
Gosford	25-34	Widowed	M	5
Gosford	35-44	Divorced	F	926
Gosford	35-44	Divorced	M	589
Gosford	35-44	Married	F	6488
Gosford	35-44	Married	M	6035
