SA3_NAME16	EduInstitutionType	Sex	students
Eastern Suburbs - South	Infants/Primary	F	4439
Eastern Suburbs - South	Infants/Primary	M	4579
Eastern Suburbs - South	Pre-school	F	1074
Eastern Suburbs - South	Pre-school	M	1134
Eastern Suburbs - South	Secondary	F	3180
Eastern Suburbs - South	Secondary	M	3250
Eastern Suburbs - South	Technical or Further Educational Institution	F	1178
Eastern Suburbs - South	Technical or Further Educational Institution	M	1051
Eastern Suburbs - South	University or other tertiary	F	9202
Eastern Suburbs - South	University or other tertiary	M	9073
Bankstown		F	6925
Bankstown		M	6214
Bankstown	Infants/Primary	F	7530
Bankstown	Infants/Primary	M	8009
Bankstown	Pre-school	F	1403
Bankstown	Pre-school	M	1581
Bankstown	Secondary	F	6051
Bankstown	Secondary	M	6184
Bankstown	Technical or Further Educational Institution	F	1831
Bankstown	Technical or Further Educational Institution	M	1617
Bankstown	University or other tertiary	F	4777
Bankstown	University or other tertiary	M	4118
Canterbury		F	5682
Canterbury		M	5444
Canterbury	Infants/Primary	F	5416
Canterbury	Infants/Primary	M	5823
Canterbury	Pre-school	F	988
Canterbury	Pre-school	M	1142
Canterbury	Secondary	F	4206
Canterbury	Secondary	M	4388
Canterbury	Technical or Further Educational Institution	F	1512
Canterbury	Technical or Further Educational Institution	M	1405
Canterbury	University or other tertiary	F	3961
Canterbury	University or other tertiary	M	4470
Hurstville		F	4096
Hurstville		M	3671
Hurstville	Infants/Primary	F	4503
Hurstville	Infants/Primary	M	4642
Hurstville	Pre-school	F	905
Hurstville	Pre-school	M	1013
Hurstville	Secondary	F	4005
Hurstville	Secondary	M	4070
Hurstville	Technical or Further Educational Institution	F	1235
Hurstville	Technical or Further Educational Institution	M	1098
Hurstville	University or other tertiary	F	4897
Hurstville	University or other tertiary	M	4801
Kogarah - Rockdale		F	5763
Kogarah - Rockdale		M	5487
Kogarah - Rockdale	Infants/Primary	F	4431
Kogarah - Rockdale	Infants/Primary	M	4707
Kogarah - Rockdale	Pre-school	F	976
Kogarah - Rockdale	Pre-school	M	1035
Kogarah - Rockdale	Secondary	F	3527
Kogarah - Rockdale	Secondary	M	3640
Kogarah - Rockdale	Technical or Further Educational Institution	F	1526
Kogarah - Rockdale	Technical or Further Educational Institution	M	1469
Kogarah - Rockdale	University or other tertiary	F	4994
Kogarah - Rockdale	University or other tertiary	M	4853
Canada Bay		F	3129
Canada Bay		M	2713
Canada Bay	Infants/Primary	F	2947
Canada Bay	Infants/Primary	M	3042
Canada Bay	Pre-school	F	634
Canada Bay	Pre-school	M	722
Canada Bay	Secondary	F	2069
Canada Bay	Secondary	M	2105
Canada Bay	Technical or Further Educational Institution	F	673
Canada Bay	Technical or Further Educational Institution	M	577
Canada Bay	University or other tertiary	F	3332
Canada Bay	University or other tertiary	M	2833
Leichhardt		F	2455
Leichhardt		M	2326
Leichhardt	Infants/Primary	F	2083
Leichhardt	Infants/Primary	M	2211
Leichhardt	Pre-school	F	527
Leichhardt	Pre-school	M	564
Leichhardt	Secondary	F	1164
Leichhardt	Secondary	M	1217
Leichhardt	Technical or Further Educational Institution	F	391
Leichhardt	Technical or Further Educational Institution	M	326
Leichhardt	University or other tertiary	F	1989
Leichhardt	University or other tertiary	M	1410
Strathfield - Burwood - Ashfield		F	6215
Strathfield - Burwood - Ashfield		M	6096
Strathfield - Burwood - Ashfield	Infants/Primary	F	4602
Strathfield - Burwood - Ashfield	Infants/Primary	M	4606
Strathfield - Burwood - Ashfield	Pre-school	F	970
Strathfield - Burwood - Ashfield	Pre-school	M	1005
Strathfield - Burwood - Ashfield	Secondary	F	4032
Strathfield - Burwood - Ashfield	Secondary	M	4006
Strathfield - Burwood - Ashfield	Technical or Further Educational Institution	F	1745
Strathfield - Burwood - Ashfield	Technical or Further Educational Institution	M	1523
Strathfield - Burwood - Ashfield	University or other tertiary	F	7473
Strathfield - Burwood - Ashfield	University or other tertiary	M	7230
Chatswood - Lane Cove		F	3665
Chatswood - Lane Cove		M	3182
Chatswood - Lane Cove	Infants/Primary	F	4651
Chatswood - Lane Cove	Infants/Primary	M	4890
Chatswood - Lane Cove	Pre-school	F	1099
Chatswood - Lane Cove	Pre-school	M	1214
Chatswood - Lane Cove	Secondary	F	3244
Chatswood - Lane Cove	Secondary	M	3804
Chatswood - Lane Cove	Technical or Further Educational Institution	F	1043
Chatswood - Lane Cove	Technical or Further Educational Institution	M	679
Chatswood - Lane Cove	University or other tertiary	F	4240
Chatswood - Lane Cove	University or other tertiary	M	3688
Hornsby		F	1924
Hornsby		M	1727
Hornsby	Infants/Primary	F	3712
Hornsby	Infants/Primary	M	3925
Hornsby	Pre-school	F	840
Hornsby	Pre-school	M	908
Hornsby	Secondary	F	2992
Hornsby	Secondary	M	2820
Hornsby	Technical or Further Educational Institution	F	874
Hornsby	Technical or Further Educational Institution	M	758
Hornsby	University or other tertiary	F	2436
Hornsby	University or other tertiary	M	2029
Ku-ring-gai		F	3142
Ku-ring-gai		M	2558
Ku-ring-gai	Infants/Primary	F	5739
Ku-ring-gai	Infants/Primary	M	6216
Ku-ring-gai	Pre-school	F	1095
Ku-ring-gai	Pre-school	M	1221
Ku-ring-gai	Secondary	F	5432
Ku-ring-gai	Secondary	M	5636
Ku-ring-gai	Technical or Further Educational Institution	F	765
Ku-ring-gai	Technical or Further Educational Institution	M	589
Ku-ring-gai	University or other tertiary	F	4399
Ku-ring-gai	University or other tertiary	M	3795
North Sydney - Mosman		F	4244
North Sydney - Mosman		M	3717
North Sydney - Mosman	Infants/Primary	F	2708
North Sydney - Mosman	Infants/Primary	M	2810
North Sydney - Mosman	Pre-school	F	732
North Sydney - Mosman	Pre-school	M	718
North Sydney - Mosman	Secondary	F	1985
North Sydney - Mosman	Secondary	M	1994
North Sydney - Mosman	Technical or Further Educational Institution	F	713
North Sydney - Mosman	Technical or Further Educational Institution	M	428
North Sydney - Mosman	University or other tertiary	F	3197
North Sydney - Mosman	University or other tertiary	M	2370
Manly		F	1708
Manly		M	1502
Manly	Infants/Primary	F	1798
Manly	Infants/Primary	M	1787
Manly	Pre-school	F	437
Manly	Pre-school	M	465
Manly	Secondary	F	1237
Manly	Secondary	M	1250
Manly	Technical or Further Educational Institution	F	292
Manly	Technical or Further Educational Institution	M	212
Manly	University or other tertiary	F	1114
Manly	University or other tertiary	M	920
Pittwater		F	1948
Pittwater		M	1620
Pittwater	Infants/Primary	F	2749
Pittwater	Infants/Primary	M	2843
Pittwater	Pre-school	F	587
Pittwater	Pre-school	M	668
Pittwater	Secondary	F	2175
Pittwater	Secondary	M	2168
Pittwater	Technical or Further Educational Institution	F	419
Pittwater	Technical or Further Educational Institution	M	508
Pittwater	University or other tertiary	F	1289
Pittwater	University or other tertiary	M	1016
Warringah		F	4967
Warringah		M	4260
Warringah	Infants/Primary	F	6781
Warringah	Infants/Primary	M	7303
Warringah	Pre-school	F	1462
Warringah	Pre-school	M	1646
Warringah	Secondary	F	5062
Warringah	Secondary	M	5503
Warringah	Technical or Further Educational Institution	F	1440
Warringah	Technical or Further Educational Institution	M	1352
Warringah	University or other tertiary	F	3578
Warringah	University or other tertiary	M	2825
Camden		F	1636
Camden		M	1324
Camden	Infants/Primary	F	3360
Camden	Infants/Primary	M	3473
Camden	Pre-school	F	746
Camden	Pre-school	M	762
Camden	Secondary	F	2466
Camden	Secondary	M	2436
Camden	Technical or Further Educational Institution	F	589
Camden	Technical or Further Educational Institution	M	620
Camden	University or other tertiary	F	1433
Camden	University or other tertiary	M	837
Campbelltown (NSW)		F	6538
Campbelltown (NSW)		M	5520
Campbelltown (NSW)	Infants/Primary	F	7013
Campbelltown (NSW)	Infants/Primary	M	7508
Campbelltown (NSW)	Pre-school	F	1317
Campbelltown (NSW)	Pre-school	M	1440
Campbelltown (NSW)	Secondary	F	5390
Campbelltown (NSW)	Secondary	M	5579
Campbelltown (NSW)	Technical or Further Educational Institution	F	1641
Campbelltown (NSW)	Technical or Further Educational Institution	M	1467
Campbelltown (NSW)	University or other tertiary	F	3590
Campbelltown (NSW)	University or other tertiary	M	2809
Wollondilly		F	1410
Wollondilly		M	1323
Wollondilly	Infants/Primary	F	1972
Wollondilly	Infants/Primary	M	2104
Wollondilly	Pre-school	F	434
Wollondilly	Pre-school	M	462
Wollondilly	Secondary	F	1471
Wollondilly	Secondary	M	1517
Wollondilly	Technical or Further Educational Institution	F	354
Wollondilly	Technical or Further Educational Institution	M	395
Wollondilly	University or other tertiary	F	798
Wollondilly	University or other tertiary	M	437
Blue Mountains		F	2274
Blue Mountains		M	1988
Blue Mountains	Infants/Primary	F	3201
Blue Mountains	Infants/Primary	M	3345
Blue Mountains	Pre-school	F	707
Blue Mountains	Pre-school	M	732
Blue Mountains	Secondary	F	2526
Blue Mountains	Secondary	M	2686
Blue Mountains	Technical or Further Educational Institution	F	829
Blue Mountains	Technical or Further Educational Institution	M	750
Blue Mountains	University or other tertiary	F	2055
Blue Mountains	University or other tertiary	M	1374
Penrith		F	4700
Penrith		M	4147
Penrith	Infants/Primary	F	6439
Penrith	Infants/Primary	M	6627
Penrith	Pre-school	F	1453
Penrith	Pre-school	M	1624
Penrith	Secondary	F	4748
Penrith	Secondary	M	4824
Penrith	Technical or Further Educational Institution	F	1548
Penrith	Technical or Further Educational Institution	M	1368
Penrith	University or other tertiary	F	2991
Penrith	University or other tertiary	M	2082
Richmond - Windsor		F	1617
Richmond - Windsor		M	1946
Richmond - Windsor	Infants/Primary	F	1454
Richmond - Windsor	Infants/Primary	M	1561
Richmond - Windsor	Pre-school	F	326
Richmond - Windsor	Pre-school	M	359
Richmond - Windsor	Secondary	F	1161
Richmond - Windsor	Secondary	M	1123
Richmond - Windsor	Technical or Further Educational Institution	F	413
Richmond - Windsor	Technical or Further Educational Institution	M	397
Richmond - Windsor	University or other tertiary	F	808
Richmond - Windsor	University or other tertiary	M	463
St Marys		F	2228
St Marys		M	1934
St Marys	Infants/Primary	F	2324
St Marys	Infants/Primary	M	2409
St Marys	Pre-school	F	446
St Marys	Pre-school	M	510
St Marys	Secondary	F	1793
St Marys	Secondary	M	1791
St Marys	Technical or Further Educational Institution	F	617
St Marys	Technical or Further Educational Institution	M	544
St Marys	University or other tertiary	F	1020
St Marys	University or other tertiary	M	750
Auburn		F	4192
Auburn		M	5671
Auburn	Infants/Primary	F	2888
Auburn	Infants/Primary	M	3090
Auburn	Pre-school	F	539
Auburn	Pre-school	M	607
Auburn	Secondary	F	2395
Auburn	Secondary	M	2426
Auburn	Technical or Further Educational Institution	F	1066
Auburn	Technical or Further Educational Institution	M	1143
Auburn	University or other tertiary	F	3295
Auburn	University or other tertiary	M	3798
Carlingford		F	1917
Carlingford		M	1761
Carlingford	Infants/Primary	F	2729
Carlingford	Infants/Primary	M	2892
Carlingford	Pre-school	F	587
Carlingford	Pre-school	M	562
Carlingford	Secondary	F	2230
Carlingford	Secondary	M	2478
Carlingford	Technical or Further Educational Institution	F	659
Carlingford	Technical or Further Educational Institution	M	544
Carlingford	University or other tertiary	F	2266
Carlingford	University or other tertiary	M	2045
Merrylands - Guildford		F	6486
Merrylands - Guildford		M	6406
Merrylands - Guildford	Infants/Primary	F	6562
Merrylands - Guildford	Infants/Primary	M	6860
Merrylands - Guildford	Pre-school	F	1249
Merrylands - Guildford	Pre-school	M	1400
Merrylands - Guildford	Secondary	F	4952
Merrylands - Guildford	Secondary	M	4977
Merrylands - Guildford	Technical or Further Educational Institution	F	1781
Merrylands - Guildford	Technical or Further Educational Institution	M	1572
Merrylands - Guildford	University or other tertiary	F	3968
Merrylands - Guildford	University or other tertiary	M	3538
Parramatta		F	5638
Parramatta		M	5450
Parramatta	Infants/Primary	F	5266
Parramatta	Infants/Primary	M	5619
Parramatta	Pre-school	F	1179
Parramatta	Pre-school	M	1304
Parramatta	Secondary	F	3320
Parramatta	Secondary	M	3630
Parramatta	Technical or Further Educational Institution	F	1399
Parramatta	Technical or Further Educational Institution	M	1094
Parramatta	University or other tertiary	F	4336
Parramatta	University or other tertiary	M	4370
Pennant Hills - Epping		F	962
Pennant Hills - Epping		M	877
Pennant Hills - Epping	Infants/Primary	F	2043
Pennant Hills - Epping	Infants/Primary	M	2122
Pennant Hills - Epping	Pre-school	F	407
Pennant Hills - Epping	Pre-school	M	421
Pennant Hills - Epping	Secondary	F	1804
Pennant Hills - Epping	Secondary	M	1799
Pennant Hills - Epping	Technical or Further Educational Institution	F	434
Pennant Hills - Epping	Technical or Further Educational Institution	M	374
Pennant Hills - Epping	University or other tertiary	F	2107
Pennant Hills - Epping	University or other tertiary	M	2052
Ryde - Hunters Hill		F	4039
Ryde - Hunters Hill		M	3614
Ryde - Hunters Hill	Infants/Primary	F	4677
Ryde - Hunters Hill	Infants/Primary	M	4993
Ryde - Hunters Hill	Pre-school	F	1099
Ryde - Hunters Hill	Pre-school	M	1132
Ryde - Hunters Hill	Secondary	F	3542
Ryde - Hunters Hill	Secondary	M	4286
Ryde - Hunters Hill	Technical or Further Educational Institution	F	1538
Ryde - Hunters Hill	Technical or Further Educational Institution	M	1195
Ryde - Hunters Hill	University or other tertiary	F	6554
Ryde - Hunters Hill	University or other tertiary	M	6040
Bringelly - Green Valley		F	4199
Bringelly - Green Valley		M	3957
Bringelly - Green Valley	Infants/Primary	F	4920
Bringelly - Green Valley	Infants/Primary	M	5170
Bringelly - Green Valley	Pre-school	F	868
Bringelly - Green Valley	Pre-school	M	1001
Bringelly - Green Valley	Secondary	F	4228
Bringelly - Green Valley	Secondary	M	4252
Bringelly - Green Valley	Technical or Further Educational Institution	F	947
Bringelly - Green Valley	Technical or Further Educational Institution	M	935
Bringelly - Green Valley	University or other tertiary	F	2641
Bringelly - Green Valley	University or other tertiary	M	1861
Fairfield		F	7269
Fairfield		M	6388
Fairfield	Infants/Primary	F	7204
Fairfield	Infants/Primary	M	7637
Fairfield	Pre-school	F	1143
Fairfield	Pre-school	M	1238
Fairfield	Secondary	F	6954
Fairfield	Secondary	M	7151
Fairfield	Technical or Further Educational Institution	F	2256
Fairfield	Technical or Further Educational Institution	M	2063
Fairfield	University or other tertiary	F	5030
Fairfield	University or other tertiary	M	4206
Liverpool		F	5511
Liverpool		M	5277
Liverpool	Infants/Primary	F	5245
Liverpool	Infants/Primary	M	5542
Liverpool	Pre-school	F	948
Liverpool	Pre-school	M	1036
Liverpool	Secondary	F	4147
Liverpool	Secondary	M	4257
Liverpool	Technical or Further Educational Institution	F	1340
Liverpool	Technical or Further Educational Institution	M	1141
Liverpool	University or other tertiary	F	3151
Liverpool	University or other tertiary	M	2332
Cronulla - Miranda - Caringbah		F	3334
Cronulla - Miranda - Caringbah		M	2982
Cronulla - Miranda - Caringbah	Infants/Primary	F	4229
Cronulla - Miranda - Caringbah	Infants/Primary	M	4588
Cronulla - Miranda - Caringbah	Pre-school	F	919
Cronulla - Miranda - Caringbah	Pre-school	M	1122
Cronulla - Miranda - Caringbah	Secondary	F	3493
Cronulla - Miranda - Caringbah	Secondary	M	3472
Cronulla - Miranda - Caringbah	Technical or Further Educational Institution	F	873
Cronulla - Miranda - Caringbah	Technical or Further Educational Institution	M	985
Cronulla - Miranda - Caringbah	University or other tertiary	F	2650
Cronulla - Miranda - Caringbah	University or other tertiary	M	1927
Sutherland - Menai - Heathcote		F	2292
Sutherland - Menai - Heathcote		M	2033
Sutherland - Menai - Heathcote	Infants/Primary	F	4903
Sutherland - Menai - Heathcote	Infants/Primary	M	5186
Sutherland - Menai - Heathcote	Pre-school	F	1155
Sutherland - Menai - Heathcote	Pre-school	M	1254
Sutherland - Menai - Heathcote	Secondary	F	3810
Sutherland - Menai - Heathcote	Secondary	M	3903
Sutherland - Menai - Heathcote	Technical or Further Educational Institution	F	890
Sutherland - Menai - Heathcote	Technical or Further Educational Institution	M	1045
Sutherland - Menai - Heathcote	University or other tertiary	F	2851
Sutherland - Menai - Heathcote	University or other tertiary	M	2071
Migratory - Offshore - Shipping (NSW)		F	36
Migratory - Offshore - Shipping (NSW)		M	21
Migratory - Offshore - Shipping (NSW)	Infants/Primary	F	7
Migratory - Offshore - Shipping (NSW)	Infants/Primary	M	3
Migratory - Offshore - Shipping (NSW)	Secondary	F	14
Migratory - Offshore - Shipping (NSW)	Secondary	M	4
Migratory - Offshore - Shipping (NSW)	University or other tertiary	F	3
No usual address (NSW)		F	1198
No usual address (NSW)		M	2294
No usual address (NSW)	Infants/Primary	F	131
No usual address (NSW)	Infants/Primary	M	107
No usual address (NSW)	Pre-school	F	19
No usual address (NSW)	Pre-school	M	32
No usual address (NSW)	Secondary	F	61
No usual address (NSW)	Secondary	M	78
No usual address (NSW)	Technical or Further Educational Institution	F	118
No usual address (NSW)	Technical or Further Educational Institution	M	97
No usual address (NSW)	University or other tertiary	F	255
No usual address (NSW)	University or other tertiary	M	215
Ballarat		F	4164
Ballarat		M	3683
Ballarat	Infants/Primary	F	4307
Ballarat	Infants/Primary	M	4495
Ballarat	Pre-school	F	869
Ballarat	Pre-school	M	902
Ballarat	Secondary	F	3370
Ballarat	Secondary	M	3444
Ballarat	Technical or Further Educational Institution	F	760
Ballarat	Technical or Further Educational Institution	M	731
Ballarat	University or other tertiary	F	3044
Ballarat	University or other tertiary	M	2102
Creswick - Daylesford - Ballan		F	1509
Creswick - Daylesford - Ballan		M	1375
Creswick - Daylesford - Ballan	Infants/Primary	F	1119
Creswick - Daylesford - Ballan	Infants/Primary	M	1148
Creswick - Daylesford - Ballan	Pre-school	F	187
Creswick - Daylesford - Ballan	Pre-school	M	204
Creswick - Daylesford - Ballan	Secondary	F	809
Creswick - Daylesford - Ballan	Secondary	M	769
Creswick - Daylesford - Ballan	Technical or Further Educational Institution	F	169
Creswick - Daylesford - Ballan	Technical or Further Educational Institution	M	169
Creswick - Daylesford - Ballan	University or other tertiary	F	462
Creswick - Daylesford - Ballan	University or other tertiary	M	221
Maryborough - Pyrenees		F	1158
Maryborough - Pyrenees		M	1472
Maryborough - Pyrenees	Infants/Primary	F	908
Maryborough - Pyrenees	Infants/Primary	M	989
Maryborough - Pyrenees	Pre-school	F	173
Maryborough - Pyrenees	Pre-school	M	163
Maryborough - Pyrenees	Secondary	F	706
Maryborough - Pyrenees	Secondary	M	724
Maryborough - Pyrenees	Technical or Further Educational Institution	F	120
Maryborough - Pyrenees	Technical or Further Educational Institution	M	111
Maryborough - Pyrenees	University or other tertiary	F	256
Maryborough - Pyrenees	University or other tertiary	M	139
Bendigo		F	4146
Bendigo		M	3771
Bendigo	Infants/Primary	F	3752
Bendigo	Infants/Primary	M	4007
Bendigo	Pre-school	F	716
Bendigo	Pre-school	M	805
Bendigo	Secondary	F	2876
Bendigo	Secondary	M	3050
Bendigo	Technical or Further Educational Institution	F	946
Bendigo	Technical or Further Educational Institution	M	751
Bendigo	University or other tertiary	F	2313
Bendigo	University or other tertiary	M	1341
Heathcote - Castlemaine - Kyneton		F	2360
Heathcote - Castlemaine - Kyneton		M	2772
Heathcote - Castlemaine - Kyneton	Infants/Primary	F	1809
Heathcote - Castlemaine - Kyneton	Infants/Primary	M	1914
Heathcote - Castlemaine - Kyneton	Pre-school	F	326
Heathcote - Castlemaine - Kyneton	Pre-school	M	380
Heathcote - Castlemaine - Kyneton	Secondary	F	1463
Heathcote - Castlemaine - Kyneton	Secondary	M	1409
Heathcote - Castlemaine - Kyneton	Technical or Further Educational Institution	F	307
Heathcote - Castlemaine - Kyneton	Technical or Further Educational Institution	M	289
Heathcote - Castlemaine - Kyneton	University or other tertiary	F	699
Heathcote - Castlemaine - Kyneton	University or other tertiary	M	327
Loddon - Elmore		F	615
Loddon - Elmore		M	630
Loddon - Elmore	Infants/Primary	F	423
Loddon - Elmore	Infants/Primary	M	425
Loddon - Elmore	Pre-school	F	62
Loddon - Elmore	Pre-school	M	87
Loddon - Elmore	Secondary	F	376
Loddon - Elmore	Secondary	M	347
Loddon - Elmore	Technical or Further Educational Institution	F	56
Loddon - Elmore	Technical or Further Educational Institution	M	53
Loddon - Elmore	University or other tertiary	F	97
Loddon - Elmore	University or other tertiary	M	40
Barwon - West		F	724
Barwon - West		M	719
Barwon - West	Infants/Primary	F	950
Barwon - West	Infants/Primary	M	1009
Barwon - West	Pre-school	F	169
Barwon - West	Pre-school	M	201
Barwon - West	Secondary	F	687
Barwon - West	Secondary	M	743
Barwon - West	Technical or Further Educational Institution	F	168
Barwon - West	Technical or Further Educational Institution	M	136
Barwon - West	University or other tertiary	F	303
Barwon - West	University or other tertiary	M	170
Geelong		F	7626
Geelong		M	7670
Geelong	Infants/Primary	F	7052
Geelong	Infants/Primary	M	7332
Geelong	Pre-school	F	1397
Geelong	Pre-school	M	1553
Geelong	Secondary	F	5900
Geelong	Secondary	M	6107
Geelong	Technical or Further Educational Institution	F	1783
Geelong	Technical or Further Educational Institution	M	1596
Geelong	University or other tertiary	F	5219
Geelong	University or other tertiary	M	4065
Surf Coast - Bellarine Peninsula		F	2612
Surf Coast - Bellarine Peninsula		M	2346
Surf Coast - Bellarine Peninsula	Infants/Primary	F	3111
Surf Coast - Bellarine Peninsula	Infants/Primary	M	3300
Surf Coast - Bellarine Peninsula	Pre-school	F	607
Surf Coast - Bellarine Peninsula	Pre-school	M	685
Surf Coast - Bellarine Peninsula	Secondary	F	2152
Surf Coast - Bellarine Peninsula	Secondary	M	2317
Surf Coast - Bellarine Peninsula	Technical or Further Educational Institution	F	528
Surf Coast - Bellarine Peninsula	Technical or Further Educational Institution	M	540
Surf Coast - Bellarine Peninsula	University or other tertiary	F	1389
Surf Coast - Bellarine Peninsula	University or other tertiary	M	816
Upper Goulburn Valley		F	2858
Upper Goulburn Valley		M	2736
Upper Goulburn Valley	Infants/Primary	F	1960
Upper Goulburn Valley	Infants/Primary	M	2060
Upper Goulburn Valley	Pre-school	F	363
Upper Goulburn Valley	Pre-school	M	412
Upper Goulburn Valley	Secondary	F	1650
Upper Goulburn Valley	Secondary	M	1671
Upper Goulburn Valley	Technical or Further Educational Institution	F	436
Upper Goulburn Valley	Technical or Further Educational Institution	M	400
Upper Goulburn Valley	University or other tertiary	F	631
Upper Goulburn Valley	University or other tertiary	M	300
Wangaratta - Benalla		F	2255
Wangaratta - Benalla		M	1958
Wangaratta - Benalla	Infants/Primary	F	1697
Wangaratta - Benalla	Infants/Primary	M	1843
Wangaratta - Benalla	Pre-school	F	308
Wangaratta - Benalla	Pre-school	M	307
Wangaratta - Benalla	Secondary	F	1464
Wangaratta - Benalla	Secondary	M	1441
Wangaratta - Benalla	Technical or Further Educational Institution	F	423
Wangaratta - Benalla	Technical or Further Educational Institution	M	313
Wangaratta - Benalla	University or other tertiary	F	495
Wangaratta - Benalla	University or other tertiary	M	182
Wodonga - Alpine		F	3041
Wodonga - Alpine		M	3141
Wodonga - Alpine	Infants/Primary	F	2916
Wodonga - Alpine	Infants/Primary	M	3048
Wodonga - Alpine	Pre-school	F	607
Wodonga - Alpine	Pre-school	M	637
Wodonga - Alpine	Secondary	F	2285
Wodonga - Alpine	Secondary	M	2288
Wodonga - Alpine	Technical or Further Educational Institution	F	845
Wodonga - Alpine	Technical or Further Educational Institution	M	764
Wodonga - Alpine	University or other tertiary	F	1002
Wodonga - Alpine	University or other tertiary	M	446
Baw Baw		F	2176
Baw Baw		M	1879
Baw Baw	Infants/Primary	F	2047
Baw Baw	Infants/Primary	M	2178
Baw Baw	Pre-school	F	374
Baw Baw	Pre-school	M	383
Baw Baw	Secondary	F	1564
Baw Baw	Secondary	M	1503
Baw Baw	Technical or Further Educational Institution	F	465
Baw Baw	Technical or Further Educational Institution	M	350
Baw Baw	University or other tertiary	F	819
Baw Baw	University or other tertiary	M	367
Gippsland - East		F	2500
Gippsland - East		M	2246
Gippsland - East	Infants/Primary	F	1528
Gippsland - East	Infants/Primary	M	1609
Gippsland - East	Pre-school	F	300
Gippsland - East	Pre-school	M	299
Gippsland - East	Secondary	F	1180
Gippsland - East	Secondary	M	1224
Gippsland - East	Technical or Further Educational Institution	F	380
Gippsland - East	Technical or Further Educational Institution	M	242
Gippsland - East	University or other tertiary	F	402
Gippsland - East	University or other tertiary	M	133
Gippsland - South West		F	3002
Gippsland - South West		M	2744
Gippsland - South West	Infants/Primary	F	2305
Gippsland - South West	Infants/Primary	M	2329
Gippsland - South West	Pre-school	F	430
Gippsland - South West	Pre-school	M	467
Gippsland - South West	Secondary	F	1769
Gippsland - South West	Secondary	M	1725
Gippsland - South West	Technical or Further Educational Institution	F	473
Gippsland - South West	Technical or Further Educational Institution	M	381
Gippsland - South West	University or other tertiary	F	624
Gippsland - South West	University or other tertiary	M	258
Latrobe Valley		F	3700
Latrobe Valley		M	3390
Latrobe Valley	Infants/Primary	F	2784
Latrobe Valley	Infants/Primary	M	2943
Latrobe Valley	Pre-school	F	464
Latrobe Valley	Pre-school	M	482
Latrobe Valley	Secondary	F	2207
Latrobe Valley	Secondary	M	2146
Latrobe Valley	Technical or Further Educational Institution	F	694
Latrobe Valley	Technical or Further Educational Institution	M	568
Latrobe Valley	University or other tertiary	F	1166
Latrobe Valley	University or other tertiary	M	654
Wellington		F	2002
Wellington		M	2737
Wellington	Infants/Primary	F	1628
Wellington	Infants/Primary	M	1757
Wellington	Pre-school	F	296
Wellington	Pre-school	M	342
Wellington	Secondary	F	1336
Wellington	Secondary	M	1303
Wellington	Technical or Further Educational Institution	F	329
Wellington	Technical or Further Educational Institution	M	242
Wellington	University or other tertiary	F	496
Wellington	University or other tertiary	M	205
Brunswick - Coburg		F	3150
Brunswick - Coburg		M	2869
Brunswick - Coburg	Infants/Primary	F	2428
Brunswick - Coburg	Infants/Primary	M	2534
Brunswick - Coburg	Pre-school	F	607
Brunswick - Coburg	Pre-school	M	653
Brunswick - Coburg	Secondary	F	1646
Brunswick - Coburg	Secondary	M	1626
Brunswick - Coburg	Technical or Further Educational Institution	F	716
Brunswick - Coburg	Technical or Further Educational Institution	M	762
Brunswick - Coburg	University or other tertiary	F	5166
Brunswick - Coburg	University or other tertiary	M	3953
Darebin - South		F	2023
Darebin - South		M	1756
Darebin - South	Infants/Primary	F	1912
Darebin - South	Infants/Primary	M	1920
Darebin - South	Pre-school	F	414
Darebin - South	Pre-school	M	470
Darebin - South	Secondary	F	1170
Darebin - South	Secondary	M	1282
Darebin - South	Technical or Further Educational Institution	F	428
Darebin - South	Technical or Further Educational Institution	M	423
Darebin - South	University or other tertiary	F	2500
Darebin - South	University or other tertiary	M	1626
Essendon		F	2973
Essendon		M	2578
Essendon	Infants/Primary	F	2294
Essendon	Infants/Primary	M	2392
Essendon	Pre-school	F	473
Essendon	Pre-school	M	501
Essendon	Secondary	F	1897
Essendon	Secondary	M	1838
Essendon	Technical or Further Educational Institution	F	549
Essendon	Technical or Further Educational Institution	M	508
Essendon	University or other tertiary	F	2859
Essendon	University or other tertiary	M	2450
Melbourne City		F	9935
Melbourne City		M	9728
Melbourne City	Infants/Primary	F	1330
Melbourne City	Infants/Primary	M	1353
Melbourne City	Pre-school	F	377
Melbourne City	Pre-school	M	402
Melbourne City	Secondary	F	1248
Melbourne City	Secondary	M	1257
Melbourne City	Technical or Further Educational Institution	F	2337
Melbourne City	Technical or Further Educational Institution	M	1980
Melbourne City	University or other tertiary	F	19016
Melbourne City	University or other tertiary	M	15340
Port Phillip		F	5903
Port Phillip		M	5654
Port Phillip	Infants/Primary	F	2258
Port Phillip	Infants/Primary	M	2363
Port Phillip	Pre-school	F	600
Port Phillip	Pre-school	M	633
Port Phillip	Secondary	F	1494
Port Phillip	Secondary	M	1510
Port Phillip	Technical or Further Educational Institution	F	850
Port Phillip	Technical or Further Educational Institution	M	672
Port Phillip	University or other tertiary	F	3696
Port Phillip	University or other tertiary	M	2789
Stonnington - West		F	3422
Stonnington - West		M	3032
Stonnington - West	Infants/Primary	F	1143
Stonnington - West	Infants/Primary	M	1110
