SA3_NAME16	CoupleFamily	HasChild	IncomeFamily.max	families
Queanbeyan				8
Queanbeyan			21000	4
Queanbeyan			26250	3
Queanbeyan			34125	3
Queanbeyan			42000	12
Queanbeyan			52500	9
Queanbeyan			65625	16
Queanbeyan			78750	21
Queanbeyan			91875	13
Queanbeyan			105000	16
Queanbeyan			131250	25
Queanbeyan			157500	21
Queanbeyan			210000	3
Queanbeyan			Inf	9
Queanbeyan	0			240
Queanbeyan	0		0	29
Queanbeyan	0		7875	12
Queanbeyan	0		15750	42
Queanbeyan	0		21000	75
Queanbeyan	0		26250	88
Queanbeyan	0		34125	141
Queanbeyan	0		42000	156
Queanbeyan	0		52500	172
Queanbeyan	0		65625	191
Queanbeyan	0		78750	170
Queanbeyan	0		91875	170
Queanbeyan	0		105000	138
Queanbeyan	0		131250	242
Queanbeyan	0		157500	89
Queanbeyan	0		183750	41
Queanbeyan	0		210000	45
Queanbeyan	0		Inf	43
Queanbeyan	1	0		1395
Queanbeyan	1	0	0	65
Queanbeyan	1	0	7875	25
Queanbeyan	1	0	15750	28
Queanbeyan	1	0	21000	17
Queanbeyan	1	0	26250	159
Queanbeyan	1	0	34125	90
Queanbeyan	1	0	42000	396
Queanbeyan	1	0	52500	437
Queanbeyan	1	0	65625	656
Queanbeyan	1	0	78750	692
Queanbeyan	1	0	91875	630
Queanbeyan	1	0	105000	761
Queanbeyan	1	0	131250	1659
Queanbeyan	1	0	157500	1448
Queanbeyan	1	0	183750	1217
Queanbeyan	1	0	210000	931
Queanbeyan	1	0	Inf	2088
Queanbeyan	1	1	7875	9
Queanbeyan	1	1	15750	15
Queanbeyan	1	1	21000	5
Queanbeyan	1	1	26250	29
Queanbeyan	1	1	34125	40
Queanbeyan	1	1	42000	59
Snowy Mountains			34125	4
Snowy Mountains			42000	3
Snowy Mountains			52500	5
Snowy Mountains			65625	7
Snowy Mountains			78750	4
Snowy Mountains			91875	6
Snowy Mountains			105000	8
Snowy Mountains			131250	8
Snowy Mountains	0			83
Snowy Mountains	0		0	13
Snowy Mountains	0		7875	4
Snowy Mountains	0		15750	24
Snowy Mountains	0		21000	31
Snowy Mountains	0		26250	44
Snowy Mountains	0		34125	68
Snowy Mountains	0		42000	78
Snowy Mountains	0		52500	57
Snowy Mountains	0		65625	78
Snowy Mountains	0		78750	66
Snowy Mountains	0		91875	28
Snowy Mountains	0		105000	28
Snowy Mountains	0		131250	44
Snowy Mountains	0		157500	21
Snowy Mountains	0		210000	8
Snowy Mountains	0		Inf	6
Snowy Mountains	1	0		521
Snowy Mountains	1	0	0	22
Snowy Mountains	1	0	7875	18
Snowy Mountains	1	0	15750	16
Snowy Mountains	1	0	21000	10
Snowy Mountains	1	0	26250	96
Snowy Mountains	1	0	34125	57
Snowy Mountains	1	0	42000	305
Snowy Mountains	1	0	52500	241
Snowy Mountains	1	0	65625	344
Snowy Mountains	1	0	78750	374
Snowy Mountains	1	0	91875	298
Snowy Mountains	1	0	105000	299
Snowy Mountains	1	0	131250	546
Snowy Mountains	1	0	157500	340
Snowy Mountains	1	0	183750	198
Snowy Mountains	1	0	210000	113
Snowy Mountains	1	0	Inf	199
Snowy Mountains	1	1	7875	7
Snowy Mountains	1	1	15750	4
Snowy Mountains	1	1	21000	4
Snowy Mountains	1	1	26250	9
Snowy Mountains	1	1	34125	15
Snowy Mountains	1	1	42000	39
South Coast				6
South Coast			7875	3
South Coast			15750	4
South Coast			21000	4
South Coast			26250	13
South Coast			34125	9
South Coast			42000	32
South Coast			52500	36
South Coast			65625	23
South Coast			78750	21
South Coast			91875	8
South Coast			105000	8
South Coast			131250	8
South Coast	0			426
South Coast	0		0	34
South Coast	0		7875	19
South Coast	0		15750	90
South Coast	0		21000	128
South Coast	0		26250	231
South Coast	0		34125	341
South Coast	0		42000	373
South Coast	0		52500	379
South Coast	0		65625	318
South Coast	0		78750	217
South Coast	0		91875	121
South Coast	0		105000	105
South Coast	0		131250	88
South Coast	0		157500	40
South Coast	0		183750	10
South Coast	0		210000	13
South Coast	0		Inf	16
South Coast	1	0		1848
South Coast	1	0	0	125
South Coast	1	0	7875	99
South Coast	1	0	15750	101
South Coast	1	0	21000	44
South Coast	1	0	26250	581
South Coast	1	0	34125	329
South Coast	1	0	42000	1833
South Coast	1	0	52500	1349
South Coast	1	0	65625	1940
South Coast	1	0	78750	1789
South Coast	1	0	91875	977
South Coast	1	0	105000	1027
South Coast	1	0	131250	1644
South Coast	1	0	157500	879
South Coast	1	0	183750	479
South Coast	1	0	210000	227
South Coast	1	0	Inf	437
South Coast	1	1	7875	11
South Coast	1	1	15750	17
South Coast	1	1	21000	11
South Coast	1	1	26250	59
South Coast	1	1	34125	98
South Coast	1	1	42000	190
Goulburn - Mulwaree			15750	3
Goulburn - Mulwaree			26250	4
Goulburn - Mulwaree			34125	6
Goulburn - Mulwaree			42000	12
