SA3_NAME16	AgeStudent	Sex	students
Upper Murray exc. Albury	20-24	M	126
Upper Murray exc. Albury	25+	F	541
Upper Murray exc. Albury	25+	M	225
Armidale	0-4	F	260
Armidale	0-4	M	287
Armidale	5-14	F	2133
Armidale	5-14	M	2131
Armidale	15-19	F	1193
Armidale	15-19	M	1054
Armidale	20-24	F	866
Armidale	20-24	M	729
Armidale	25+	F	1056
Armidale	25+	M	699
Inverell - Tenterfield	0-4	F	253
Inverell - Tenterfield	0-4	M	266
Inverell - Tenterfield	5-14	F	2119
Inverell - Tenterfield	5-14	M	2150
Inverell - Tenterfield	15-19	F	676
Inverell - Tenterfield	15-19	M	718
Inverell - Tenterfield	20-24	F	176
Inverell - Tenterfield	20-24	M	110
Inverell - Tenterfield	25+	F	533
Inverell - Tenterfield	25+	M	201
Moree - Narrabri	0-4	F	211
Moree - Narrabri	0-4	M	213
Moree - Narrabri	5-14	F	1523
Moree - Narrabri	5-14	M	1525
Moree - Narrabri	15-19	F	402
Moree - Narrabri	15-19	M	435
Moree - Narrabri	20-24	F	117
Moree - Narrabri	20-24	M	83
Moree - Narrabri	25+	F	339
Moree - Narrabri	25+	M	158
Tamworth - Gunnedah	0-4	F	683
Tamworth - Gunnedah	0-4	M	684
Tamworth - Gunnedah	5-14	F	4766
Tamworth - Gunnedah	5-14	M	5017
Tamworth - Gunnedah	15-19	F	1583
Tamworth - Gunnedah	15-19	M	1572
Tamworth - Gunnedah	20-24	F	477
Tamworth - Gunnedah	20-24	M	308
Tamworth - Gunnedah	25+	F	1360
Tamworth - Gunnedah	25+	M	619
Lake Macquarie - East	0-4	F	939
Lake Macquarie - East	0-4	M	970
Lake Macquarie - East	5-14	F	6816
Lake Macquarie - East	5-14	M	7253
Lake Macquarie - East	15-19	F	2714
Lake Macquarie - East	15-19	M	2855
Lake Macquarie - East	20-24	F	1192
Lake Macquarie - East	20-24	M	1090
Lake Macquarie - East	25+	F	2244
Lake Macquarie - East	25+	M	1223
Lake Macquarie - West	0-4	F	565
Lake Macquarie - West	0-4	M	580
Lake Macquarie - West	5-14	F	4194
Lake Macquarie - West	5-14	M	4318
Lake Macquarie - West	15-19	F	1637
Lake Macquarie - West	15-19	M	1691
Lake Macquarie - West	20-24	F	617
Lake Macquarie - West	20-24	M	549
Lake Macquarie - West	25+	F	1389
Lake Macquarie - West	25+	M	708
Newcastle	0-4	F	1130
Newcastle	0-4	M	1312
Newcastle	5-14	F	8242
Newcastle	5-14	M	8735
Newcastle	15-19	F	3540
Newcastle	15-19	M	3564
Newcastle	20-24	F	3629
Newcastle	20-24	M	3344
Newcastle	25+	F	4593
Newcastle	25+	M	3603
Richmond Valley - Coastal	0-4	F	513
Richmond Valley - Coastal	0-4	M	493
Richmond Valley - Coastal	5-14	F	3947
Richmond Valley - Coastal	5-14	M	4188
Richmond Valley - Coastal	15-19	F	1502
Richmond Valley - Coastal	15-19	M	1558
Richmond Valley - Coastal	20-24	F	426
Richmond Valley - Coastal	20-24	M	305
Richmond Valley - Coastal	25+	F	1751
Richmond Valley - Coastal	25+	M	851
Richmond Valley - Hinterland	0-4	F	489
Richmond Valley - Hinterland	0-4	M	459
Richmond Valley - Hinterland	5-14	F	3895
Richmond Valley - Hinterland	5-14	M	4140
Richmond Valley - Hinterland	15-19	F	1578
Richmond Valley - Hinterland	15-19	M	1468
Richmond Valley - Hinterland	20-24	F	587
Richmond Valley - Hinterland	20-24	M	430
Richmond Valley - Hinterland	25+	F	1589
Richmond Valley - Hinterland	25+	M	809
Tweed Valley	0-4	F	464
Tweed Valley	0-4	M	568
Tweed Valley	5-14	F	4692
Tweed Valley	5-14	M	4840
Tweed Valley	15-19	F	1833
Tweed Valley	15-19	M	1759
Tweed Valley	20-24	F	583
Tweed Valley	20-24	M	488
Tweed Valley	25+	F	1817
Tweed Valley	25+	M	791
Griffith - Murrumbidgee (West)	0-4	F	340
Griffith - Murrumbidgee (West)	0-4	M	375
Griffith - Murrumbidgee (West)	5-14	F	2877
Griffith - Murrumbidgee (West)	5-14	M	2981
Griffith - Murrumbidgee (West)	15-19	F	1068
Griffith - Murrumbidgee (West)	15-19	M	1035
Griffith - Murrumbidgee (West)	20-24	F	232
Griffith - Murrumbidgee (West)	20-24	M	171
Griffith - Murrumbidgee (West)	25+	F	675
Griffith - Murrumbidgee (West)	25+	M	379
Tumut - Tumbarumba	0-4	F	99
Tumut - Tumbarumba	0-4	M	91
Tumut - Tumbarumba	5-14	F	795
Tumut - Tumbarumba	5-14	M	814
Tumut - Tumbarumba	15-19	F	270
Tumut - Tumbarumba	15-19	M	260
Tumut - Tumbarumba	20-24	F	80
Tumut - Tumbarumba	20-24	M	47
Tumut - Tumbarumba	25+	F	197
Tumut - Tumbarumba	25+	M	95
Wagga Wagga	0-4	F	634
Wagga Wagga	0-4	M	730
Wagga Wagga	5-14	F	5637
Wagga Wagga	5-14	M	5880
Wagga Wagga	15-19	F	2041
Wagga Wagga	15-19	M	2060
Wagga Wagga	20-24	F	1276
Wagga Wagga	20-24	M	774
Wagga Wagga	25+	F	1953
Wagga Wagga	25+	M	1078
Shoalhaven	0-4	F	699
Shoalhaven	0-4	M	732
Shoalhaven	5-14	F	4940
Shoalhaven	5-14	M	5215
Shoalhaven	15-19	F	1767
Shoalhaven	15-19	M	1730
Shoalhaven	20-24	F	506
Shoalhaven	20-24	M	435
Shoalhaven	25+	F	1629
Shoalhaven	25+	M	742
Southern Highlands	0-4	F	323
Southern Highlands	0-4	M	355
Southern Highlands	5-14	F	2735
Southern Highlands	5-14	M	2781
Southern Highlands	15-19	F	1192
Southern Highlands	15-19	M	1055
Southern Highlands	20-24	F	283
Southern Highlands	20-24	M	219
Southern Highlands	25+	F	833
Southern Highlands	25+	M	385
Baulkham Hills	0-4	F	1156
Baulkham Hills	0-4	M	1164
Baulkham Hills	5-14	F	9578
Baulkham Hills	5-14	M	10233
Baulkham Hills	15-19	F	4478
Baulkham Hills	15-19	M	4716
Baulkham Hills	20-24	F	2337
Baulkham Hills	20-24	M	2574
Baulkham Hills	25+	F	2799
Baulkham Hills	25+	M	1899
Dural - Wisemans Ferry	0-4	F	187
Dural - Wisemans Ferry	0-4	M	217
Dural - Wisemans Ferry	5-14	F	1673
Dural - Wisemans Ferry	5-14	M	1809
Dural - Wisemans Ferry	15-19	F	777
Dural - Wisemans Ferry	15-19	M	883
Dural - Wisemans Ferry	20-24	F	350
Dural - Wisemans Ferry	20-24	M	369
Dural - Wisemans Ferry	25+	F	378
Dural - Wisemans Ferry	25+	M	230
Hawkesbury	0-4	F	178
Hawkesbury	0-4	M	224
Hawkesbury	5-14	F	1549
Hawkesbury	5-14	M	1617
Hawkesbury	15-19	F	640
Hawkesbury	15-19	M	649
Hawkesbury	20-24	F	246
Hawkesbury	20-24	M	188
Hawkesbury	25+	F	381
Hawkesbury	25+	M	183
Rouse Hill - McGraths Hill	0-4	F	320
Rouse Hill - McGraths Hill	0-4	M	341
Rouse Hill - McGraths Hill	5-14	F	2662
Rouse Hill - McGraths Hill	5-14	M	2834
Rouse Hill - McGraths Hill	15-19	F	1041
Rouse Hill - McGraths Hill	15-19	M	1078
Rouse Hill - McGraths Hill	20-24	F	406
Rouse Hill - McGraths Hill	20-24	M	377
Rouse Hill - McGraths Hill	25+	F	571
Rouse Hill - McGraths Hill	25+	M	345
Blacktown	0-4	F	996
Blacktown	0-4	M	1053
Blacktown	5-14	F	7773
Blacktown	5-14	M	8343
Blacktown	15-19	F	3194
Blacktown	15-19	M	3379
Blacktown	20-24	F	1724
Blacktown	20-24	M	1865
Blacktown	25+	F	3138
Blacktown	25+	M	2125
Blacktown - North	0-4	F	921
Blacktown - North	0-4	M	949
Blacktown - North	5-14	F	6757
Blacktown - North	5-14	M	7266
Blacktown - North	15-19	F	2524
Blacktown - North	15-19	M	2681
Blacktown - North	20-24	F	1185
Blacktown - North	20-24	M	1280
Blacktown - North	25+	F	1887
Blacktown - North	25+	M	1236
Mount Druitt	0-4	F	815
Mount Druitt	0-4	M	840
Mount Druitt	5-14	F	7654
Mount Druitt	5-14	M	8140
Mount Druitt	15-19	F	3078
Mount Druitt	15-19	M	3054
Mount Druitt	20-24	F	1379
Mount Druitt	20-24	M	1191
Mount Druitt	25+	F	2348
Mount Druitt	25+	M	1382
Botany	0-4	F	318
Botany	0-4	M	322
Botany	5-14	F	2218
Botany	5-14	M	2367
Botany	15-19	F	1048
Botany	15-19	M	1119
Botany	20-24	F	947
Botany	20-24	M	937
Botany	25+	F	1316
Botany	25+	M	1094
Marrickville - Sydenham - Petersham	0-4	F	300
Marrickville - Sydenham - Petersham	0-4	M	323
Marrickville - Sydenham - Petersham	5-14	F	2022
Marrickville - Sydenham - Petersham	5-14	M	2273
Marrickville - Sydenham - Petersham	15-19	F	733
Marrickville - Sydenham - Petersham	15-19	M	739
Marrickville - Sydenham - Petersham	20-24	F	1010
Marrickville - Sydenham - Petersham	20-24	M	818
Marrickville - Sydenham - Petersham	25+	F	2119
Marrickville - Sydenham - Petersham	25+	M	1548
Sydney Inner City	0-4	F	614
Sydney Inner City	0-4	M	606
Sydney Inner City	5-14	F	3276
Sydney Inner City	5-14	M	3219
Sydney Inner City	15-19	F	3833
Sydney Inner City	15-19	M	2954
Sydney Inner City	20-24	F	9737
Sydney Inner City	20-24	M	7621
Sydney Inner City	25+	F	11222
Sydney Inner City	25+	M	9563
Eastern Suburbs - North	0-4	F	904
Eastern Suburbs - North	0-4	M	1008
Eastern Suburbs - North	5-14	F	5649
Eastern Suburbs - North	5-14	M	5773
Eastern Suburbs - North	15-19	F	2240
Eastern Suburbs - North	15-19	M	2215
Eastern Suburbs - North	20-24	F	1808
Eastern Suburbs - North	20-24	M	1490
Eastern Suburbs - North	25+	F	3521
Eastern Suburbs - North	25+	M	2380
Eastern Suburbs - South	0-4	F	958
Eastern Suburbs - South	0-4	M	930
Eastern Suburbs - South	5-14	F	6038
Eastern Suburbs - South	5-14	M	6287
Eastern Suburbs - South	15-19	F	3507
Eastern Suburbs - South	15-19	M	3487
Eastern Suburbs - South	20-24	F	4869
Eastern Suburbs - South	20-24	M	5082
Eastern Suburbs - South	25+	F	4538
Eastern Suburbs - South	25+	M	3882
Bankstown	0-4	F	1297
Bankstown	0-4	M	1398
Bankstown	5-14	F	10531
Bankstown	5-14	M	11186
Bankstown	15-19	F	4563
Bankstown	15-19	M	4559
Bankstown	20-24	F	2573
Bankstown	20-24	M	2522
Bankstown	25+	F	3758
Bankstown	25+	M	2420
Canterbury	0-4	F	889
Canterbury	0-4	M	1015
Canterbury	5-14	F	7435
Canterbury	5-14	M	7984
Canterbury	15-19	F	3227
Canterbury	15-19	M	3320
Canterbury	20-24	F	2053
Canterbury	20-24	M	2493
Canterbury	25+	F	3583
Canterbury	25+	M	3245
Hurstville	0-4	F	792
Hurstville	0-4	M	862
Hurstville	5-14	F	6378
Hurstville	5-14	M	6604
Hurstville	15-19	F	3345
Hurstville	15-19	M	3352
Hurstville	20-24	F	2508
Hurstville	20-24	M	2795
Hurstville	25+	F	3389
Hurstville	25+	M	2616
Kogarah - Rockdale	0-4	F	858
Kogarah - Rockdale	0-4	M	896
Kogarah - Rockdale	5-14	F	6113
Kogarah - Rockdale	5-14	M	6512
Kogarah - Rockdale	15-19	F	2896
Kogarah - Rockdale	15-19	M	2937
Kogarah - Rockdale	20-24	F	2592
Kogarah - Rockdale	20-24	M	2712
Kogarah - Rockdale	25+	F	4164
Kogarah - Rockdale	25+	M	3565
Canada Bay	0-4	F	540
Canada Bay	0-4	M	594
Canada Bay	5-14	F	4009
Canada Bay	5-14	M	4148
Canada Bay	15-19	F	1675
Canada Bay	15-19	M	1652
Canada Bay	20-24	F	1691
Canada Bay	20-24	M	1513
Canada Bay	25+	F	2231
Canada Bay	25+	M	1695
Leichhardt	0-4	F	479
Leichhardt	0-4	M	486
Leichhardt	5-14	F	2735
Leichhardt	5-14	M	2931
Leichhardt	15-19	F	776
Leichhardt	15-19	M	763
Leichhardt	20-24	F	761
Leichhardt	20-24	M	679
Leichhardt	25+	F	1636
Leichhardt	25+	M	1010
Strathfield - Burwood - Ashfield	0-4	F	868
Strathfield - Burwood - Ashfield	0-4	M	853
Strathfield - Burwood - Ashfield	5-14	F	6413
Strathfield - Burwood - Ashfield	5-14	M	6512
Strathfield - Burwood - Ashfield	15-19	F	3468
Strathfield - Burwood - Ashfield	15-19	M	3409
Strathfield - Burwood - Ashfield	20-24	F	3943
Strathfield - Burwood - Ashfield	20-24	M	4162
Strathfield - Burwood - Ashfield	25+	F	5445
Strathfield - Burwood - Ashfield	25+	M	4483
Chatswood - Lane Cove	0-4	F	936
Chatswood - Lane Cove	0-4	M	1006
Chatswood - Lane Cove	5-14	F	6294
Chatswood - Lane Cove	5-14	M	6740
Chatswood - Lane Cove	15-19	F	2487
Chatswood - Lane Cove	15-19	M	2874
Chatswood - Lane Cove	20-24	F	1981
Chatswood - Lane Cove	20-24	M	1848
Chatswood - Lane Cove	25+	F	3275
Chatswood - Lane Cove	25+	M	2225
Hornsby	0-4	F	699
Hornsby	0-4	M	742
Hornsby	5-14	F	5172
Hornsby	5-14	M	5380
Hornsby	15-19	F	2209
Hornsby	15-19	M	2104
Hornsby	20-24	F	1085
Hornsby	20-24	M	1107
Hornsby	25+	F	2023
Hornsby	25+	M	1320
Ku-ring-gai	0-4	F	913
Ku-ring-gai	0-4	M	992
Ku-ring-gai	5-14	F	8328
Ku-ring-gai	5-14	M	8835
Ku-ring-gai	15-19	F	4141
Ku-ring-gai	15-19	M	4284
Ku-ring-gai	20-24	F	2089
Ku-ring-gai	20-24	M	2076
Ku-ring-gai	25+	F	2450
Ku-ring-gai	25+	M	1564
North Sydney - Mosman	0-4	F	633
North Sydney - Mosman	0-4	M	616
North Sydney - Mosman	5-14	F	3719
North Sydney - Mosman	5-14	M	3836
North Sydney - Mosman	15-19	F	1476
North Sydney - Mosman	15-19	M	1436
North Sydney - Mosman	20-24	F	1178
North Sydney - Mosman	20-24	M	992
North Sydney - Mosman	25+	F	2857
North Sydney - Mosman	25+	M	1721
Manly	0-4	F	369
Manly	0-4	M	361
Manly	5-14	F	2459
Manly	5-14	M	2472
Manly	15-19	F	867
Manly	15-19	M	867
Manly	20-24	F	498
Manly	20-24	M	456
Manly	25+	F	954
Manly	25+	M	616
Pittwater	0-4	F	510
Pittwater	0-4	M	537
Pittwater	5-14	F	3850
Pittwater	5-14	M	3986
Pittwater	15-19	F	1483
Pittwater	15-19	M	1506
Pittwater	20-24	F	626
Pittwater	20-24	M	709
Pittwater	25+	F	1008
Pittwater	25+	M	581
Warringah	0-4	F	1245
Warringah	0-4	M	1334
Warringah	5-14	F	9339
Warringah	5-14	M	10145
Warringah	15-19	F	3527
Warringah	15-19	M	3806
Warringah	20-24	F	1691
Warringah	20-24	M	1699
Warringah	25+	F	3202
Warringah	25+	M	2109
Camden	0-4	F	641
Camden	0-4	M	631
Camden	5-14	F	4672
Camden	5-14	M	4832
Camden	15-19	F	1747
Camden	15-19	M	1673
Camden	20-24	F	648
Camden	20-24	M	541
Camden	25+	F	1140
Camden	25+	M	540
Campbelltown (NSW)	0-4	F	1181
Campbelltown (NSW)	0-4	M	1230
Campbelltown (NSW)	5-14	F	9797
Campbelltown (NSW)	5-14	M	10422
Campbelltown (NSW)	15-19	F	3807
Campbelltown (NSW)	15-19	M	3915
Campbelltown (NSW)	20-24	F	1865
Campbelltown (NSW)	20-24	M	1757
Campbelltown (NSW)	25+	F	3172
Campbelltown (NSW)	25+	M	1932
Wollondilly	0-4	F	371
Wollondilly	0-4	M	383
Wollondilly	5-14	F	2756
Wollondilly	5-14	M	2954
Wollondilly	15-19	F	1007
Wollondilly	15-19	M	1052
Wollondilly	20-24	F	388
Wollondilly	20-24	M	295
Wollondilly	25+	F	645
Wollondilly	25+	M	293
Blue Mountains	0-4	F	588
Blue Mountains	0-4	M	576
Blue Mountains	5-14	F	4510
Blue Mountains	5-14	M	4753
Blue Mountains	15-19	F	1827
Blue Mountains	15-19	M	1945
Blue Mountains	20-24	F	762
Blue Mountains	20-24	M	704
Blue Mountains	25+	F	1977
Blue Mountains	25+	M	1094
Penrith	0-4	F	1244
Penrith	0-4	M	1339
Penrith	5-14	F	8964
Penrith	5-14	M	9214
Penrith	15-19	F	3291
Penrith	15-19	M	3434
Penrith	20-24	F	1439
Penrith	20-24	M	1273
Penrith	25+	F	2791
Penrith	25+	M	1528
Richmond - Windsor	0-4	F	273
Richmond - Windsor	0-4	M	276
Richmond - Windsor	5-14	F	2081
Richmond - Windsor	5-14	M	2208
Richmond - Windsor	15-19	F	858
Richmond - Windsor	15-19	M	797
Richmond - Windsor	20-24	F	407
Richmond - Windsor	20-24	M	302
Richmond - Windsor	25+	F	696
Richmond - Windsor	25+	M	348
St Marys	0-4	F	398
St Marys	0-4	M	433
St Marys	5-14	F	3185
St Marys	5-14	M	3369
St Marys	15-19	F	1299
St Marys	15-19	M	1251
St Marys	20-24	F	596
St Marys	20-24	M	548
St Marys	25+	F	992
St Marys	25+	M	531
Auburn	0-4	F	491
Auburn	0-4	M	513
Auburn	5-14	F	4022
Auburn	5-14	M	4238
Auburn	15-19	F	1896
Auburn	15-19	M	1962
Auburn	20-24	F	1742
Auburn	20-24	M	2170
Auburn	25+	F	2918
Auburn	25+	M	3004
Carlingford	0-4	F	512
Carlingford	0-4	M	473
Carlingford	5-14	F	3807
Carlingford	5-14	M	4056
Carlingford	15-19	F	1782
Carlingford	15-19	M	2011
Carlingford	20-24	F	1025
Carlingford	20-24	M	1065
Carlingford	25+	F	1711
Carlingford	25+	M	1161
Merrylands - Guildford	0-4	F	1154
Merrylands - Guildford	0-4	M	1194
Merrylands - Guildford	5-14	F	9014
Merrylands - Guildford	5-14	M	9500
