SA3_NAME16	AgeStudent	Sex	students
Queanbeyan	0-4	F	320
Queanbeyan	0-4	M	410
Queanbeyan	5-14	F	3335
Queanbeyan	5-14	M	3511
Queanbeyan	15-19	F	1279
Queanbeyan	15-19	M	1388
Queanbeyan	20-24	F	557
Queanbeyan	20-24	M	484
Queanbeyan	25+	F	1384
Queanbeyan	25+	M	898
Snowy Mountains	0-4	F	108
Snowy Mountains	0-4	M	133
Snowy Mountains	5-14	F	1013
Snowy Mountains	5-14	M	1106
Snowy Mountains	15-19	F	348
Snowy Mountains	15-19	M	376
Snowy Mountains	20-24	F	118
Snowy Mountains	20-24	M	89
Snowy Mountains	25+	F	370
Snowy Mountains	25+	M	184
South Coast	0-4	F	352
South Coast	0-4	M	383
South Coast	5-14	F	3284
South Coast	5-14	M	3516
South Coast	15-19	F	1198
South Coast	15-19	M	1180
South Coast	20-24	F	240
South Coast	20-24	M	199
South Coast	25+	F	1040
South Coast	25+	M	429
Goulburn - Mulwaree	0-4	F	249
Goulburn - Mulwaree	0-4	M	252
Goulburn - Mulwaree	5-14	F	1861
Goulburn - Mulwaree	5-14	M	2043
Goulburn - Mulwaree	15-19	F	665
Goulburn - Mulwaree	15-19	M	698
Goulburn - Mulwaree	20-24	F	214
Goulburn - Mulwaree	20-24	M	199
Goulburn - Mulwaree	25+	F	631
Goulburn - Mulwaree	25+	M	306
Young - Yass	0-4	F	269
Young - Yass	0-4	M	280
Young - Yass	5-14	F	2261
Young - Yass	5-14	M	2339
Young - Yass	15-19	F	810
Young - Yass	15-19	M	767
Young - Yass	20-24	F	234
Young - Yass	20-24	M	184
Young - Yass	25+	F	676
Young - Yass	25+	M	272
Gosford	0-4	F	1246
Gosford	0-4	M	1320
Gosford	5-14	F	9398
Gosford	5-14	M	9785
Gosford	15-19	F	3774
Gosford	15-19	M	3798
Gosford	20-24	F	1563
Gosford	20-24	M	1507
Gosford	25+	F	3497
Gosford	25+	M	1881
Wyong	0-4	F	1273
Wyong	0-4	M	1343
Wyong	5-14	F	9069
Wyong	5-14	M	9854
Wyong	15-19	F	3380
Wyong	15-19	M	3344
Wyong	20-24	F	1329
Wyong	20-24	M	1076
Wyong	25+	F	3041
Wyong	25+	M	1355
Bathurst	0-4	F	331
Bathurst	0-4	M	347
Bathurst	5-14	F	2744
Bathurst	5-14	M	2948
Bathurst	15-19	F	1192
Bathurst	15-19	M	1187
Bathurst	20-24	F	706
Bathurst	20-24	M	519
Bathurst	25+	F	996
Bathurst	25+	M	558
Lachlan Valley	0-4	F	444
Lachlan Valley	0-4	M	402
Lachlan Valley	5-14	F	3199
Lachlan Valley	5-14	M	3355
Lachlan Valley	15-19	F	1131
Lachlan Valley	15-19	M	1015
Lachlan Valley	20-24	F	275
Lachlan Valley	20-24	M	187
Lachlan Valley	25+	F	776
Lachlan Valley	25+	M	286
Lithgow - Mudgee	0-4	F	314
Lithgow - Mudgee	0-4	M	288
Lithgow - Mudgee	5-14	F	2413
Lithgow - Mudgee	5-14	M	2637
Lithgow - Mudgee	15-19	F	805
Lithgow - Mudgee	15-19	M	874
Lithgow - Mudgee	20-24	F	245
Lithgow - Mudgee	20-24	M	163
Lithgow - Mudgee	25+	F	788
Lithgow - Mudgee	25+	M	359
Orange	0-4	F	462
Orange	0-4	M	461
Orange	5-14	F	3603
Orange	5-14	M	3838
Orange	15-19	F	1352
Orange	15-19	M	1280
Orange	20-24	F	456
Orange	20-24	M	338
Orange	25+	F	1277
Orange	25+	M	713
Clarence Valley	0-4	F	290
Clarence Valley	0-4	M	320
Clarence Valley	5-14	F	2487
Clarence Valley	5-14	M	2721
Clarence Valley	15-19	F	980
Clarence Valley	15-19	M	963
Clarence Valley	20-24	F	217
Clarence Valley	20-24	M	164
Clarence Valley	25+	F	829
Clarence Valley	25+	M	359
Coffs Harbour	0-4	F	598
Coffs Harbour	0-4	M	631
Coffs Harbour	5-14	F	4902
Coffs Harbour	5-14	M	5030
Coffs Harbour	15-19	F	1739
Coffs Harbour	15-19	M	1774
Coffs Harbour	20-24	F	621
Coffs Harbour	20-24	M	441
Coffs Harbour	25+	F	1896
Coffs Harbour	25+	M	847
Bourke - Cobar - Coonamble	0-4	F	216
Bourke - Cobar - Coonamble	0-4	M	181
Bourke - Cobar - Coonamble	5-14	F	1372
Bourke - Cobar - Coonamble	5-14	M	1403
Bourke - Cobar - Coonamble	15-19	F	342
Bourke - Cobar - Coonamble	15-19	M	334
Bourke - Cobar - Coonamble	20-24	F	107
Bourke - Cobar - Coonamble	20-24	M	50
Bourke - Cobar - Coonamble	25+	F	355
Bourke - Cobar - Coonamble	25+	M	124
Broken Hill and Far West	0-4	F	130
Broken Hill and Far West	0-4	M	150
Broken Hill and Far West	5-14	F	997
Broken Hill and Far West	5-14	M	1002
Broken Hill and Far West	15-19	F	324
Broken Hill and Far West	15-19	M	326
Broken Hill and Far West	20-24	F	96
Broken Hill and Far West	20-24	M	67
Broken Hill and Far West	25+	F	382
Broken Hill and Far West	25+	M	173
Dubbo	0-4	F	556
Dubbo	0-4	M	580
Dubbo	5-14	F	4022
Dubbo	5-14	M	4326
Dubbo	15-19	F	1393
Dubbo	15-19	M	1324
Dubbo	20-24	F	427
Dubbo	20-24	M	287
Dubbo	25+	F	1242
Dubbo	25+	M	575
Lower Hunter	0-4	F	710
Lower Hunter	0-4	M	679
Lower Hunter	5-14	F	5290
Lower Hunter	5-14	M	5564
Lower Hunter	15-19	F	1845
Lower Hunter	15-19	M	1827
Lower Hunter	20-24	F	551
Lower Hunter	20-24	M	432
Lower Hunter	25+	F	1396
Lower Hunter	25+	M	585
Maitland	0-4	F	617
Maitland	0-4	M	679
Maitland	5-14	F	4816
Maitland	5-14	M	5105
Maitland	15-19	F	1687
Maitland	15-19	M	1744
Maitland	20-24	F	721
Maitland	20-24	M	545
Maitland	25+	F	1516
Maitland	25+	M	825
Port Stephens	0-4	F	504
Port Stephens	0-4	M	489
Port Stephens	5-14	F	3849
Port Stephens	5-14	M	4175
Port Stephens	15-19	F	1408
Port Stephens	15-19	M	1426
Port Stephens	20-24	F	487
Port Stephens	20-24	M	378
Port Stephens	25+	F	1172
Port Stephens	25+	M	514
Upper Hunter	0-4	F	248
Upper Hunter	0-4	M	261
Upper Hunter	5-14	F	1948
Upper Hunter	5-14	M	2007
Upper Hunter	15-19	F	603
Upper Hunter	15-19	M	606
Upper Hunter	20-24	F	159
Upper Hunter	20-24	M	91
Upper Hunter	25+	F	453
Upper Hunter	25+	M	200
Dapto - Port Kembla	0-4	F	665
Dapto - Port Kembla	0-4	M	684
Dapto - Port Kembla	5-14	F	4337
Dapto - Port Kembla	5-14	M	4610
Dapto - Port Kembla	15-19	F	1769
Dapto - Port Kembla	15-19	M	1736
Dapto - Port Kembla	20-24	F	690
Dapto - Port Kembla	20-24	M	637
Dapto - Port Kembla	25+	F	1285
Dapto - Port Kembla	25+	M	738
Kiama - Shellharbour	0-4	F	731
Kiama - Shellharbour	0-4	M	818
Kiama - Shellharbour	5-14	F	5346
Kiama - Shellharbour	5-14	M	5588
Kiama - Shellharbour	15-19	F	2189
Kiama - Shellharbour	15-19	M	2182
Kiama - Shellharbour	20-24	F	834
Kiama - Shellharbour	20-24	M	756
Kiama - Shellharbour	25+	F	1562
Kiama - Shellharbour	25+	M	767
Wollongong	0-4	F	981
Wollongong	0-4	M	1021
Wollongong	5-14	F	6835
Wollongong	5-14	M	7158
Wollongong	15-19	F	3319
Wollongong	15-19	M	3311
Wollongong	20-24	F	2879
Wollongong	20-24	M	3253
Wollongong	25+	F	3343
Wollongong	25+	M	2938
Great Lakes	0-4	F	183
Great Lakes	0-4	M	188
Great Lakes	5-14	F	1368
Great Lakes	5-14	M	1407
Great Lakes	15-19	F	493
Great Lakes	15-19	M	532
Great Lakes	20-24	F	117
Great Lakes	20-24	M	90
Great Lakes	25+	F	458
Great Lakes	25+	M	184
Kempsey - Nambucca	0-4	F	306
Kempsey - Nambucca	0-4	M	348
Kempsey - Nambucca	5-14	F	2468
Kempsey - Nambucca	5-14	M	2570
Kempsey - Nambucca	15-19	F	865
Kempsey - Nambucca	15-19	M	883
Kempsey - Nambucca	20-24	F	186
Kempsey - Nambucca	20-24	M	125
Kempsey - Nambucca	25+	F	739
Kempsey - Nambucca	25+	M	285
Lord Howe Island	5-14	F	15
Lord Howe Island	5-14	M	11
Lord Howe Island	15-19	F	3
Lord Howe Island	25+	F	4
Lord Howe Island	25+	M	3
Port Macquarie	0-4	F	554
Port Macquarie	0-4	M	545
Port Macquarie	5-14	F	4182
Port Macquarie	5-14	M	4387
Port Macquarie	15-19	F	1626
Port Macquarie	15-19	M	1620
Port Macquarie	20-24	F	474
Port Macquarie	20-24	M	319
Port Macquarie	25+	F	1533
Port Macquarie	25+	M	693
Taree - Gloucester	0-4	F	349
Taree - Gloucester	0-4	M	383
Taree - Gloucester	5-14	F	2796
Taree - Gloucester	5-14	M	2943
Taree - Gloucester	15-19	F	1049
Taree - Gloucester	15-19	M	1016
Taree - Gloucester	20-24	F	255
Taree - Gloucester	20-24	M	165
Taree - Gloucester	25+	F	888
Taree - Gloucester	25+	M	335
Albury	0-4	F	422
Albury	0-4	M	421
Albury	5-14	F	3580
Albury	5-14	M	3683
Albury	15-19	F	1411
Albury	15-19	M	1349
Albury	20-24	F	691
Albury	20-24	M	449
Albury	25+	F	1288
Albury	25+	M	678
Lower Murray	0-4	F	83
Lower Murray	0-4	M	85
Lower Murray	5-14	F	688
Lower Murray	5-14	M	715
Lower Murray	15-19	F	227
Lower Murray	15-19	M	250
Lower Murray	20-24	F	57
Lower Murray	20-24	M	31
Lower Murray	25+	F	160
Lower Murray	25+	M	53
Upper Murray exc. Albury	0-4	F	246
Upper Murray exc. Albury	0-4	M	272
Upper Murray exc. Albury	5-14	F	2242
Upper Murray exc. Albury	5-14	M	2208
Upper Murray exc. Albury	15-19	F	776
Upper Murray exc. Albury	15-19	M	721
Upper Murray exc. Albury	20-24	F	193
