SA3_NAME16	Age5yr	Indigenous	persons
Botany	35-39		236
Botany	35-39	0	3476
Botany	35-39	1	33
Botany	40-44		202
Botany	40-44	0	3161
Botany	40-44	1	47
Botany	45-49		171
Botany	45-49	0	2827
Botany	45-49	1	54
Botany	50-54		157
Botany	50-54	0	2596
Botany	50-54	1	54
Botany	55-59		138
Botany	55-59	0	2177
Botany	55-59	1	43
Botany	60-64		120
Botany	60-64	0	1928
Botany	60-64	1	21
Botany	65+		340
Botany	65+	0	5695
Botany	65+	1	56
Marrickville - Sydenham - Petersham	0-4		196
Marrickville - Sydenham - Petersham	0-4	0	2682
Marrickville - Sydenham - Petersham	0-4	1	70
Marrickville - Sydenham - Petersham	5-9		161
Marrickville - Sydenham - Petersham	5-9	0	2413
Marrickville - Sydenham - Petersham	5-9	1	58
Marrickville - Sydenham - Petersham	10-14		122
Marrickville - Sydenham - Petersham	10-14	0	1905
Marrickville - Sydenham - Petersham	10-14	1	56
Marrickville - Sydenham - Petersham	15-19		124
Marrickville - Sydenham - Petersham	15-19	0	1687
Marrickville - Sydenham - Petersham	15-19	1	56
Marrickville - Sydenham - Petersham	20-24		331
Marrickville - Sydenham - Petersham	20-24	0	3762
Marrickville - Sydenham - Petersham	20-24	1	83
Marrickville - Sydenham - Petersham	25-29		546
Marrickville - Sydenham - Petersham	25-29	0	5753
Marrickville - Sydenham - Petersham	25-29	1	93
Marrickville - Sydenham - Petersham	30-34		536
Marrickville - Sydenham - Petersham	30-34	0	5578
Marrickville - Sydenham - Petersham	30-34	1	70
Marrickville - Sydenham - Petersham	35-39		386
Marrickville - Sydenham - Petersham	35-39	0	4538
Marrickville - Sydenham - Petersham	35-39	1	48
Marrickville - Sydenham - Petersham	40-44		344
Marrickville - Sydenham - Petersham	40-44	0	4175
Marrickville - Sydenham - Petersham	40-44	1	56
Marrickville - Sydenham - Petersham	45-49		293
Marrickville - Sydenham - Petersham	45-49	0	3660
Marrickville - Sydenham - Petersham	45-49	1	62
Marrickville - Sydenham - Petersham	50-54		252
Marrickville - Sydenham - Petersham	50-54	0	2926
Marrickville - Sydenham - Petersham	50-54	1	54
Marrickville - Sydenham - Petersham	55-59		202
Marrickville - Sydenham - Petersham	55-59	0	2619
Marrickville - Sydenham - Petersham	55-59	1	43
Marrickville - Sydenham - Petersham	60-64		168
Marrickville - Sydenham - Petersham	60-64	0	2149
Marrickville - Sydenham - Petersham	60-64	1	34
Marrickville - Sydenham - Petersham	65+		413
Marrickville - Sydenham - Petersham	65+	0	5870
Marrickville - Sydenham - Petersham	65+	1	49
Sydney Inner City	0-4		730
Sydney Inner City	0-4	0	6362
Sydney Inner City	0-4	1	151
Sydney Inner City	5-9		400
Sydney Inner City	5-9	0	3690
Sydney Inner City	5-9	1	174
Sydney Inner City	10-14		295
Sydney Inner City	10-14	0	2701
Sydney Inner City	10-14	1	160
Sydney Inner City	15-19		1004
Sydney Inner City	15-19	0	7353
Sydney Inner City	15-19	1	189
Sydney Inner City	20-24		3630
Sydney Inner City	20-24	0	25348
Sydney Inner City	20-24	1	238
Sydney Inner City	25-29		4763
Sydney Inner City	25-29	0	33380
Sydney Inner City	25-29	1	280
Sydney Inner City	30-34		3760
Sydney Inner City	30-34	0	28337
Sydney Inner City	30-34	1	207
Sydney Inner City	35-39		2371
Sydney Inner City	35-39	0	17970
Sydney Inner City	35-39	1	187
Sydney Inner City	40-44		1663
Sydney Inner City	40-44	0	12742
Sydney Inner City	40-44	1	183
Sydney Inner City	45-49		1445
Sydney Inner City	45-49	0	10212
Sydney Inner City	45-49	1	196
Sydney Inner City	50-54		1246
Sydney Inner City	50-54	0	8988
Sydney Inner City	50-54	1	142
Sydney Inner City	55-59		1165
Sydney Inner City	55-59	0	7776
Sydney Inner City	55-59	1	141
Sydney Inner City	60-64		906
Sydney Inner City	60-64	0	6444
Sydney Inner City	60-64	1	88
Sydney Inner City	65+		2192
Sydney Inner City	65+	0	14879
Sydney Inner City	65+	1	147
Eastern Suburbs - North	0-4		573
Eastern Suburbs - North	0-4	0	6553
Eastern Suburbs - North	0-4	1	31
Eastern Suburbs - North	5-9		471
Eastern Suburbs - North	5-9	0	6265
Eastern Suburbs - North	5-9	1	38
Eastern Suburbs - North	10-14		424
Eastern Suburbs - North	10-14	0	5400
Eastern Suburbs - North	10-14	1	38
Eastern Suburbs - North	15-19		349
Eastern Suburbs - North	15-19	0	4831
Eastern Suburbs - North	15-19	1	40
Eastern Suburbs - North	20-24		737
Eastern Suburbs - North	20-24	0	6234
Eastern Suburbs - North	20-24	1	48
Eastern Suburbs - North	25-29		1522
Eastern Suburbs - North	25-29	0	11235
Eastern Suburbs - North	25-29	1	33
Eastern Suburbs - North	30-34		1504
Eastern Suburbs - North	30-34	0	12248
Eastern Suburbs - North	30-34	1	48
Eastern Suburbs - North	35-39		1096
Eastern Suburbs - North	35-39	0	10040
Eastern Suburbs - North	35-39	1	28
Eastern Suburbs - North	40-44		833
Eastern Suburbs - North	40-44	0	8614
Eastern Suburbs - North	40-44	1	38
Eastern Suburbs - North	45-49		800
Eastern Suburbs - North	45-49	0	7739
Eastern Suburbs - North	45-49	1	29
Eastern Suburbs - North	50-54		643
Eastern Suburbs - North	50-54	0	6653
Eastern Suburbs - North	50-54	1	29
Eastern Suburbs - North	55-59		556
Eastern Suburbs - North	55-59	0	5850
Eastern Suburbs - North	55-59	1	19
Eastern Suburbs - North	60-64		510
Eastern Suburbs - North	60-64	0	5039
Eastern Suburbs - North	60-64	1	14
Eastern Suburbs - North	65+		2179
Eastern Suburbs - North	65+	0	17032
Eastern Suburbs - North	65+	1	19
Eastern Suburbs - South	0-4		447
Eastern Suburbs - South	0-4	0	7011
Eastern Suburbs - South	0-4	1	188
Eastern Suburbs - South	5-9		389
Eastern Suburbs - South	5-9	0	6656
Eastern Suburbs - South	5-9	1	178
Eastern Suburbs - South	10-14		295
Eastern Suburbs - South	10-14	0	5618
Eastern Suburbs - South	10-14	1	173
Eastern Suburbs - South	15-19		477
Eastern Suburbs - South	15-19	0	7477
Eastern Suburbs - South	15-19	1	191
Eastern Suburbs - South	20-24		1105
Eastern Suburbs - South	20-24	0	13620
Eastern Suburbs - South	20-24	1	252
Eastern Suburbs - South	25-29		1093
Eastern Suburbs - South	25-29	0	12580
Eastern Suburbs - South	25-29	1	180
Eastern Suburbs - South	30-34		948
Eastern Suburbs - South	30-34	0	11599
Eastern Suburbs - South	30-34	1	169
Eastern Suburbs - South	35-39		789
Eastern Suburbs - South	35-39	0	10179
Eastern Suburbs - South	35-39	1	135
Eastern Suburbs - South	40-44		651
Eastern Suburbs - South	40-44	0	9090
Eastern Suburbs - South	40-44	1	142
Eastern Suburbs - South	45-49		567
Eastern Suburbs - South	45-49	0	8234
Eastern Suburbs - South	45-49	1	127
Eastern Suburbs - South	50-54		491
Eastern Suburbs - South	50-54	0	7473
Eastern Suburbs - South	50-54	1	101
Eastern Suburbs - South	55-59		446
Eastern Suburbs - South	55-59	0	6484
Eastern Suburbs - South	55-59	1	98
Eastern Suburbs - South	60-64		435
Eastern Suburbs - South	60-64	0	5564
Eastern Suburbs - South	60-64	1	67
Eastern Suburbs - South	65+		1458
Eastern Suburbs - South	65+	0	17315
Eastern Suburbs - South	65+	1	141
Bankstown	0-4		618
Bankstown	0-4	0	11832
Bankstown	0-4	1	146
Bankstown	5-9		623
Bankstown	5-9	0	11720
Bankstown	5-9	1	141
Bankstown	10-14		575
Bankstown	10-14	0	10891
Bankstown	10-14	1	136
Bankstown	15-19		533
Bankstown	15-19	0	10730
Bankstown	15-19	1	138
Bankstown	20-24		646
Bankstown	20-24	0	11362
Bankstown	20-24	1	139
Bankstown	25-29		642
Bankstown	25-29	0	11318
Bankstown	25-29	1	91
Bankstown	30-34		635
Bankstown	30-34	0	11348
Bankstown	30-34	1	92
Bankstown	35-39		595
Bankstown	35-39	0	10704
Bankstown	35-39	1	77
Bankstown	40-44		558
Bankstown	40-44	0	10542
Bankstown	40-44	1	67
Bankstown	45-49		565
Bankstown	45-49	0	9958
Bankstown	45-49	1	89
Bankstown	50-54		559
Bankstown	50-54	0	10060
Bankstown	50-54	1	66
Bankstown	55-59		505
Bankstown	55-59	0	9726
Bankstown	55-59	1	77
Bankstown	60-64		433
Bankstown	60-64	0	8105
Bankstown	60-64	1	55
Bankstown	65+		1439
Bankstown	65+	0	22793
Bankstown	65+	1	102
Canterbury	0-4		571
Canterbury	0-4	0	9260
Canterbury	0-4	1	83
Canterbury	5-9		517
Canterbury	5-9	0	8608
Canterbury	5-9	1	82
Canterbury	10-14		386
Canterbury	10-14	0	7452
Canterbury	10-14	1	81
Canterbury	15-19		381
Canterbury	15-19	0	7607
Canterbury	15-19	1	59
Canterbury	20-24		474
Canterbury	20-24	0	9033
Canterbury	20-24	1	74
Canterbury	25-29		635
Canterbury	25-29	0	10686
Canterbury	25-29	1	53
Canterbury	30-34		622
Canterbury	30-34	0	10821
Canterbury	30-34	1	40
Canterbury	35-39		546
Canterbury	35-39	0	9448
Canterbury	35-39	1	38
Canterbury	40-44		509
Canterbury	40-44	0	8506
Canterbury	40-44	1	48
Canterbury	45-49		439
Canterbury	45-49	0	8254
Canterbury	45-49	1	55
Canterbury	50-54		409
Canterbury	50-54	0	7840
Canterbury	50-54	1	36
Canterbury	55-59		343
Canterbury	55-59	0	6913
Canterbury	55-59	1	35
Canterbury	60-64		319
Canterbury	60-64	0	5791
Canterbury	60-64	1	23
Canterbury	65+		1076
Canterbury	65+	0	16869
Canterbury	65+	1	50
Hurstville	0-4		252
Hurstville	0-4	0	6973
Hurstville	0-4	1	57
Hurstville	5-9		267
Hurstville	5-9	0	6771
Hurstville	5-9	1	80
Hurstville	10-14		222
Hurstville	10-14	0	6481
Hurstville	10-14	1	63
Hurstville	15-19		263
Hurstville	15-19	0	7456
Hurstville	15-19	1	74
Hurstville	20-24		355
Hurstville	20-24	0	9273
Hurstville	20-24	1	77
Hurstville	25-29		448
Hurstville	25-29	0	10342
Hurstville	25-29	1	56
Hurstville	30-34		406
Hurstville	30-34	0	9224
Hurstville	30-34	1	41
Hurstville	35-39		328
Hurstville	35-39	0	7838
Hurstville	35-39	1	36
Hurstville	40-44		282
Hurstville	40-44	0	7747
Hurstville	40-44	1	43
Hurstville	45-49		291
Hurstville	45-49	0	7853
Hurstville	45-49	1	37
Hurstville	50-54		333
Hurstville	50-54	0	8134
Hurstville	50-54	1	59
Hurstville	55-59		310
Hurstville	55-59	0	7625
Hurstville	55-59	1	40
Hurstville	60-64		258
Hurstville	60-64	0	6555
Hurstville	60-64	1	22
Hurstville	65+		973
Hurstville	65+	0	19205
Hurstville	65+	1	42
Kogarah - Rockdale	0-4		398
Kogarah - Rockdale	0-4	0	7931
Kogarah - Rockdale	0-4	1	86
Kogarah - Rockdale	5-9		340
Kogarah - Rockdale	5-9	0	6930
Kogarah - Rockdale	5-9	1	77
Kogarah - Rockdale	10-14		298
Kogarah - Rockdale	10-14	0	6075
Kogarah - Rockdale	10-14	1	70
Kogarah - Rockdale	15-19		340
Kogarah - Rockdale	15-19	0	6632
Kogarah - Rockdale	15-19	1	71
Kogarah - Rockdale	20-24		540
Kogarah - Rockdale	20-24	0	9513
Kogarah - Rockdale	20-24	1	98
Kogarah - Rockdale	25-29		843
Kogarah - Rockdale	25-29	0	12900
Kogarah - Rockdale	25-29	1	87
Kogarah - Rockdale	30-34		737
Kogarah - Rockdale	30-34	0	12597
Kogarah - Rockdale	30-34	1	65
Kogarah - Rockdale	35-39		540
Kogarah - Rockdale	35-39	0	9818
Kogarah - Rockdale	35-39	1	56
Kogarah - Rockdale	40-44		476
Kogarah - Rockdale	40-44	0	8715
Kogarah - Rockdale	40-44	1	75
Kogarah - Rockdale	45-49		429
Kogarah - Rockdale	45-49	0	8075
Kogarah - Rockdale	45-49	1	58
Kogarah - Rockdale	50-54		428
Kogarah - Rockdale	50-54	0	7708
Kogarah - Rockdale	50-54	1	46
Kogarah - Rockdale	55-59		355
Kogarah - Rockdale	55-59	0	6985
Kogarah - Rockdale	55-59	1	41
Kogarah - Rockdale	60-64		389
Kogarah - Rockdale	60-64	0	6137
Kogarah - Rockdale	60-64	1	30
Kogarah - Rockdale	65+		1511
Kogarah - Rockdale	65+	0	19178
Kogarah - Rockdale	65+	1	44
Canada Bay	0-4		273
Canada Bay	0-4	0	5044
Canada Bay	0-4	1	33
Canada Bay	5-9		208
Canada Bay	5-9	0	4511
Canada Bay	5-9	1	38
Canada Bay	10-14		173
Canada Bay	10-14	0	3774
Canada Bay	10-14	1	42
Canada Bay	15-19		192
Canada Bay	15-19	0	3668
Canada Bay	15-19	1	29
Canada Bay	20-24		332
Canada Bay	20-24	0	5438
Canada Bay	20-24	1	31
Canada Bay	25-29		490
Canada Bay	25-29	0	6922
Canada Bay	25-29	1	30
Canada Bay	30-34		494
Canada Bay	30-34	0	7495
Canada Bay	30-34	1	27
Canada Bay	35-39		405
Canada Bay	35-39	0	6296
Canada Bay	35-39	1	28
Canada Bay	40-44		327
Canada Bay	40-44	0	5949
Canada Bay	40-44	1	30
Canada Bay	45-49		283
Canada Bay	45-49	0	5400
Canada Bay	45-49	1	26
Canada Bay	50-54		275
Canada Bay	50-54	0	5055
Canada Bay	50-54	1	28
Canada Bay	55-59		279
Canada Bay	55-59	0	4641
Canada Bay	55-59	1	23
Canada Bay	60-64		226
Canada Bay	60-64	0	3998
Canada Bay	60-64	1	15
Canada Bay	65+		709
Canada Bay	65+	0	12100
Canada Bay	65+	1	22
Leichhardt	0-4		265
Leichhardt	0-4	0	3811
Leichhardt	0-4	1	52
Leichhardt	5-9		226
Leichhardt	5-9	0	3307
Leichhardt	5-9	1	51
Leichhardt	10-14		169
Leichhardt	10-14	0	2370
Leichhardt	10-14	1	31
Leichhardt	15-19		127
Leichhardt	15-19	0	1703
Leichhardt	15-19	1	25
Leichhardt	20-24		229
Leichhardt	20-24	0	2640
Leichhardt	20-24	1	54
Leichhardt	25-29		385
Leichhardt	25-29	0	3463
Leichhardt	25-29	1	62
Leichhardt	30-34		421
Leichhardt	30-34	0	4490
Leichhardt	30-34	1	45
Leichhardt	35-39		430
Leichhardt	35-39	0	4978
Leichhardt	35-39	1	35
Leichhardt	40-44		399
Leichhardt	40-44	0	4876
Leichhardt	40-44	1	41
Leichhardt	45-49		321
Leichhardt	45-49	0	4220
Leichhardt	45-49	1	35
Leichhardt	50-54		289
Leichhardt	50-54	0	3543
Leichhardt	50-54	1	43
Leichhardt	55-59		264
Leichhardt	55-59	0	2898
Leichhardt	55-59	1	35
Leichhardt	60-64		237
Leichhardt	60-64	0	2711
Leichhardt	60-64	1	21
Leichhardt	65+		477
Leichhardt	65+	0	6265
Leichhardt	65+	1	42
Strathfield - Burwood - Ashfield	0-4		482
Strathfield - Burwood - Ashfield	0-4	0	7345
Strathfield - Burwood - Ashfield	0-4	1	79
Strathfield - Burwood - Ashfield	5-9		335
Strathfield - Burwood - Ashfield	5-9	0	6861
Strathfield - Burwood - Ashfield	5-9	1	90
Strathfield - Burwood - Ashfield	10-14		288
Strathfield - Burwood - Ashfield	10-14	0	6289
Strathfield - Burwood - Ashfield	10-14	1	91
Strathfield - Burwood - Ashfield	15-19		391
Strathfield - Burwood - Ashfield	15-19	0	7516
Strathfield - Burwood - Ashfield	15-19	1	72
Strathfield - Burwood - Ashfield	20-24		923
Strathfield - Burwood - Ashfield	20-24	0	13089
Strathfield - Burwood - Ashfield	20-24	1	113
Strathfield - Burwood - Ashfield	25-29		1146
Strathfield - Burwood - Ashfield	25-29	0	16449
Strathfield - Burwood - Ashfield	25-29	1	94
Strathfield - Burwood - Ashfield	30-34		965
Strathfield - Burwood - Ashfield	30-34	0	13825
Strathfield - Burwood - Ashfield	30-34	1	65
Strathfield - Burwood - Ashfield	35-39		702
Strathfield - Burwood - Ashfield	35-39	0	10425
Strathfield - Burwood - Ashfield	35-39	1	54
Strathfield - Burwood - Ashfield	40-44		562
Strathfield - Burwood - Ashfield	40-44	0	9326
Strathfield - Burwood - Ashfield	40-44	1	56
Strathfield - Burwood - Ashfield	45-49		488
Strathfield - Burwood - Ashfield	45-49	0	8919
Strathfield - Burwood - Ashfield	45-49	1	61
Strathfield - Burwood - Ashfield	50-54		534
Strathfield - Burwood - Ashfield	50-54	0	9049
Strathfield - Burwood - Ashfield	50-54	1	55
Strathfield - Burwood - Ashfield	55-59		414
Strathfield - Burwood - Ashfield	55-59	0	7844
Strathfield - Burwood - Ashfield	55-59	1	37
Strathfield - Burwood - Ashfield	60-64		362
Strathfield - Burwood - Ashfield	60-64	0	6456
Strathfield - Burwood - Ashfield	60-64	1	37
Strathfield - Burwood - Ashfield	65+		1123
Strathfield - Burwood - Ashfield	65+	0	18825
Strathfield - Burwood - Ashfield	65+	1	54
Chatswood - Lane Cove	0-4		290
Chatswood - Lane Cove	0-4	0	7095
Chatswood - Lane Cove	0-4	1	15
Chatswood - Lane Cove	5-9		238
Chatswood - Lane Cove	5-9	0	7163
Chatswood - Lane Cove	5-9	1	22
Chatswood - Lane Cove	10-14		225
Chatswood - Lane Cove	10-14	0	6110
Chatswood - Lane Cove	10-14	1	25
Chatswood - Lane Cove	15-19		197
Chatswood - Lane Cove	15-19	0	5713
Chatswood - Lane Cove	15-19	1	31
Chatswood - Lane Cove	20-24		341
Chatswood - Lane Cove	20-24	0	6258
Chatswood - Lane Cove	20-24	1	20
Chatswood - Lane Cove	25-29		508
Chatswood - Lane Cove	25-29	0	7902
Chatswood - Lane Cove	25-29	1	26
Chatswood - Lane Cove	30-34		576
Chatswood - Lane Cove	30-34	0	9412
Chatswood - Lane Cove	30-34	1	21
Chatswood - Lane Cove	35-39		452
Chatswood - Lane Cove	35-39	0	9240
Chatswood - Lane Cove	35-39	1	18
Chatswood - Lane Cove	40-44		414
Chatswood - Lane Cove	40-44	0	8495
Chatswood - Lane Cove	40-44	1	12
Chatswood - Lane Cove	45-49		336
Chatswood - Lane Cove	45-49	0	7556
Chatswood - Lane Cove	45-49	1	12
Chatswood - Lane Cove	50-54		300
Chatswood - Lane Cove	50-54	0	6650
Chatswood - Lane Cove	50-54	1	15
Chatswood - Lane Cove	55-59		287
Chatswood - Lane Cove	55-59	0	5773
Chatswood - Lane Cove	55-59	1	7
Chatswood - Lane Cove	60-64		236
Chatswood - Lane Cove	60-64	0	4991
Chatswood - Lane Cove	60-64	1	7
Chatswood - Lane Cove	65+		799
Chatswood - Lane Cove	65+	0	14417
Chatswood - Lane Cove	65+	1	14
Hornsby	0-4		181
Hornsby	0-4	0	5194
Hornsby	0-4	1	32
Hornsby	5-9		157
Hornsby	5-9	0	5671
Hornsby	5-9	1	47
Hornsby	10-14		124
Hornsby	10-14	0	4966
Hornsby	10-14	1	69
Hornsby	15-19		133
Hornsby	15-19	0	4780
Hornsby	15-19	1	52
Hornsby	20-24		148
Hornsby	20-24	0	4129
Hornsby	20-24	1	35
Hornsby	25-29		170
Hornsby	25-29	0	4046
Hornsby	25-29	1	26
Hornsby	30-34		211
Hornsby	30-34	0	5321
Hornsby	30-34	1	24
Hornsby	35-39		217
Hornsby	35-39	0	6119
Hornsby	35-39	1	25
Hornsby	40-44		227
Hornsby	40-44	0	6462
Hornsby	40-44	1	40
Hornsby	45-49		196
Hornsby	45-49	0	5833
Hornsby	45-49	1	26
Hornsby	50-54		173
Hornsby	50-54	0	5198
Hornsby	50-54	1	21
Hornsby	55-59		159
Hornsby	55-59	0	4768
Hornsby	55-59	1	13
Hornsby	60-64		149
Hornsby	60-64	0	4021
Hornsby	60-64	1	12
Hornsby	65+		467
Hornsby	65+	0	10906
Hornsby	65+	1	37
Ku-ring-gai	0-4		148
Ku-ring-gai	0-4	0	5903
Ku-ring-gai	0-4	1	15
Ku-ring-gai	5-9		193
Ku-ring-gai	5-9	0	8456
Ku-ring-gai	5-9	1	19
Ku-ring-gai	10-14		246
Ku-ring-gai	10-14	0	8952
Ku-ring-gai	10-14	1	24
Ku-ring-gai	15-19		341
Ku-ring-gai	15-19	0	8932
Ku-ring-gai	15-19	1	32
Ku-ring-gai	20-24		204
Ku-ring-gai	20-24	0	6432
Ku-ring-gai	20-24	1	26
Ku-ring-gai	25-29		175
Ku-ring-gai	25-29	0	4277
Ku-ring-gai	25-29	1	16
Ku-ring-gai	30-34		178
Ku-ring-gai	30-34	0	5028
Ku-ring-gai	30-34	1	8
Ku-ring-gai	35-39		206
Ku-ring-gai	35-39	0	6613
Ku-ring-gai	35-39	1	13
Ku-ring-gai	40-44		250
Ku-ring-gai	40-44	0	8064
Ku-ring-gai	40-44	1	12
Ku-ring-gai	45-49		289
Ku-ring-gai	45-49	0	9212
Ku-ring-gai	45-49	1	19
Ku-ring-gai	50-54		287
Ku-ring-gai	50-54	0	8735
Ku-ring-gai	50-54	1	11
Ku-ring-gai	55-59		211
Ku-ring-gai	55-59	0	7235
Ku-ring-gai	55-59	1	19
Ku-ring-gai	60-64		192
Ku-ring-gai	60-64	0	5908
Ku-ring-gai	60-64	1	4
Ku-ring-gai	65+		1042
Ku-ring-gai	65+	0	20443
Ku-ring-gai	65+	1	13
North Sydney - Mosman	0-4		320
North Sydney - Mosman	0-4	0	4889
North Sydney - Mosman	0-4	1	24
North Sydney - Mosman	5-9		261
North Sydney - Mosman	5-9	0	4164
North Sydney - Mosman	5-9	1	15
North Sydney - Mosman	10-14		181
North Sydney - Mosman	10-14	0	3539
North Sydney - Mosman	10-14	1	6
North Sydney - Mosman	15-19		186
North Sydney - Mosman	15-19	0	3190
North Sydney - Mosman	15-19	1	16
North Sydney - Mosman	20-24		405
North Sydney - Mosman	20-24	0	4143
North Sydney - Mosman	20-24	1	13
North Sydney - Mosman	25-29		734
North Sydney - Mosman	25-29	0	7866
North Sydney - Mosman	25-29	1	42
North Sydney - Mosman	30-34		800
North Sydney - Mosman	30-34	0	9422
North Sydney - Mosman	30-34	1	26
North Sydney - Mosman	35-39		610
North Sydney - Mosman	35-39	0	7970
North Sydney - Mosman	35-39	1	23
North Sydney - Mosman	40-44		522
North Sydney - Mosman	40-44	0	6827
North Sydney - Mosman	40-44	1	27
North Sydney - Mosman	45-49		457
North Sydney - Mosman	45-49	0	6065
North Sydney - Mosman	45-49	1	13
North Sydney - Mosman	50-54		402
North Sydney - Mosman	50-54	0	5382
North Sydney - Mosman	50-54	1	13
North Sydney - Mosman	55-59		414
North Sydney - Mosman	55-59	0	5080
North Sydney - Mosman	55-59	1	13
North Sydney - Mosman	60-64		383
North Sydney - Mosman	60-64	0	4554
North Sydney - Mosman	60-64	1	10
North Sydney - Mosman	65+		1127
North Sydney - Mosman	65+	0	13989
North Sydney - Mosman	65+	1	15
Manly	0-4		133
Manly	0-4	0	2483
Manly	0-4	1	10
Manly	5-9		128
Manly	5-9	0	2671
Manly	5-9	1	10
Manly	10-14		92
Manly	10-14	0	2332
Manly	10-14	1	10
Manly	15-19		92
Manly	15-19	0	1901
Manly	15-19	1	14
Manly	20-24		119
Manly	20-24	0	1836
Manly	20-24	1	16
Manly	25-29		224
Manly	25-29	0	2721
Manly	25-29	1	12
Manly	30-34		233
Manly	30-34	0	3317
Manly	30-34	1	11
Manly	35-39		222
Manly	35-39	0	3270
Manly	35-39	1	7
Manly	40-44		206
Manly	40-44	0	3317
Manly	40-44	1	9
Manly	45-49		158
Manly	45-49	0	2986
Manly	45-49	1	13
Manly	50-54		170
Manly	50-54	0	2706
Manly	50-54	1	4
Manly	55-59		148
Manly	55-59	0	2315
Manly	55-59	1	6
Manly	60-64		132
Manly	60-64	0	1827
Manly	60-64	1	7
Manly	65+		417
Manly	65+	0	5582
Manly	65+	1	15
Pittwater	0-4		132
Pittwater	0-4	0	3272
Pittwater	0-4	1	23
Pittwater	5-9		149
Pittwater	5-9	0	4091
Pittwater	5-9	1	52
Pittwater	10-14		120
Pittwater	10-14	0	3866
Pittwater	10-14	1	46
Pittwater	15-19		127
Pittwater	15-19	0	3416
Pittwater	15-19	1	37
Pittwater	20-24		146
Pittwater	20-24	0	2810
Pittwater	20-24	1	37
Pittwater	25-29		120
Pittwater	25-29	0	2182
Pittwater	25-29	1	18
Pittwater	30-34		103
Pittwater	30-34	0	2414
Pittwater	30-34	1	16
Pittwater	35-39		132
Pittwater	35-39	0	3239
Pittwater	35-39	1	21
Pittwater	40-44		196
Pittwater	40-44	0	4177
Pittwater	40-44	1	17
Pittwater	45-49		163
Pittwater	45-49	0	4266
Pittwater	45-49	1	22
Pittwater	50-54		217
Pittwater	50-54	0	4397
Pittwater	50-54	1	31
Pittwater	55-59		194
Pittwater	55-59	0	4137
Pittwater	55-59	1	23
Pittwater	60-64		166
Pittwater	60-64	0	3821
Pittwater	60-64	1	12
Pittwater	65+		713
Pittwater	65+	0	11279
Pittwater	65+	1	24
Warringah	0-4		387
Warringah	0-4	0	9137
Warringah	0-4	1	82
Warringah	5-9		383
Warringah	5-9	0	10403
Warringah	5-9	1	81
Warringah	10-14		354
Warringah	10-14	0	9297
Warringah	10-14	1	95
Warringah	15-19		349
Warringah	15-19	0	8397
Warringah	15-19	1	76
Warringah	20-24		358
Warringah	20-24	0	7164
Warringah	20-24	1	62
Warringah	25-29		438
Warringah	25-29	0	7727
Warringah	25-29	1	55
Warringah	30-34		524
Warringah	30-34	0	9415
Warringah	30-34	1	49
Warringah	35-39		513
Warringah	35-39	0	10431
Warringah	35-39	1	52
Warringah	40-44		554
Warringah	40-44	0	11765
Warringah	40-44	1	66
Warringah	45-49		496
Warringah	45-49	0	11386
Warringah	45-49	1	54
Warringah	50-54		462
Warringah	50-54	0	9808
Warringah	50-54	1	54
Warringah	55-59		414
Warringah	55-59	0	8075
Warringah	55-59	1	31
Warringah	60-64		327
Warringah	60-64	0	6747
Warringah	60-64	1	26
Warringah	65+		1449
Warringah	65+	0	22920
Warringah	65+	1	66
Camden	0-4		159
Camden	0-4	0	4616
Camden	0-4	1	191
Camden	5-9		163
Camden	5-9	0	4777
Camden	5-9	1	218
Camden	10-14		132
Camden	10-14	0	4531
Camden	10-14	1	210
Camden	15-19		129
Camden	15-19	0	4157
Camden	15-19	1	187
Camden	20-24		134
Camden	20-24	0	3554
Camden	20-24	1	139
Camden	25-29		137
Camden	25-29	0	3767
Camden	25-29	1	85
Camden	30-34		165
Camden	30-34	0	4263
Camden	30-34	1	112
Camden	35-39		175
Camden	35-39	0	4306
Camden	35-39	1	89
Camden	40-44		155
Camden	40-44	0	4850
Camden	40-44	1	103
Camden	45-49		146
Camden	45-49	0	4236
Camden	45-49	1	78
Camden	50-54		145
Camden	50-54	0	3602
Camden	50-54	1	68
Camden	55-59		107
Camden	55-59	0	3121
Camden	55-59	1	68
Camden	60-64		91
Camden	60-64	0	2626
Camden	60-64	1	36
Camden	65+		317
Camden	65+	0	6311
Camden	65+	1	61
Campbelltown (NSW)	0-4		578
Campbelltown (NSW)	0-4	0	10283
Campbelltown (NSW)	0-4	1	765
Campbelltown (NSW)	5-9		634
Campbelltown (NSW)	5-9	0	10293
Campbelltown (NSW)	5-9	1	771
Campbelltown (NSW)	10-14		531
Campbelltown (NSW)	10-14	0	9407
Campbelltown (NSW)	10-14	1	747
Campbelltown (NSW)	15-19		551
Campbelltown (NSW)	15-19	0	9607
Campbelltown (NSW)	15-19	1	670
Campbelltown (NSW)	20-24		662
Campbelltown (NSW)	20-24	0	10373
Campbelltown (NSW)	20-24	1	559
Campbelltown (NSW)	25-29		627
Campbelltown (NSW)	25-29	0	10283
Campbelltown (NSW)	25-29	1	431
Campbelltown (NSW)	30-34		637
Campbelltown (NSW)	30-34	0	11231
Campbelltown (NSW)	30-34	1	327
Campbelltown (NSW)	35-39		573
Campbelltown (NSW)	35-39	0	10052
Campbelltown (NSW)	35-39	1	322
Campbelltown (NSW)	40-44		488
