SA3_NAME16	Age5yr	ChildrenEverBorn	females
Goulburn - Mulwaree	30-34	0	252
Goulburn - Mulwaree	30-34	1	196
Goulburn - Mulwaree	30-34	2	280
Goulburn - Mulwaree	30-34	3	146
Goulburn - Mulwaree	30-34	4	47
Goulburn - Mulwaree	30-34	5	21
Goulburn - Mulwaree	30-34	6	11
Goulburn - Mulwaree	35-39		62
Goulburn - Mulwaree	35-39	0	140
Goulburn - Mulwaree	35-39	1	113
Goulburn - Mulwaree	35-39	2	289
Goulburn - Mulwaree	35-39	3	192
Goulburn - Mulwaree	35-39	4	85
Goulburn - Mulwaree	35-39	5	28
Goulburn - Mulwaree	35-39	6	15
Goulburn - Mulwaree	40-44		69
Goulburn - Mulwaree	40-44	0	145
Goulburn - Mulwaree	40-44	1	133
Goulburn - Mulwaree	40-44	2	348
Goulburn - Mulwaree	40-44	3	244
Goulburn - Mulwaree	40-44	4	91
Goulburn - Mulwaree	40-44	5	40
Goulburn - Mulwaree	40-44	6	22
Goulburn - Mulwaree	45-49		80
Goulburn - Mulwaree	45-49	0	171
Goulburn - Mulwaree	45-49	1	115
Goulburn - Mulwaree	45-49	2	399
Goulburn - Mulwaree	45-49	3	258
Goulburn - Mulwaree	45-49	4	107
Goulburn - Mulwaree	45-49	5	31
Goulburn - Mulwaree	45-49	6	24
Goulburn - Mulwaree	50-54		83
Goulburn - Mulwaree	50-54	0	155
Goulburn - Mulwaree	50-54	1	139
Goulburn - Mulwaree	50-54	2	407
Goulburn - Mulwaree	50-54	3	308
Goulburn - Mulwaree	50-54	4	118
Goulburn - Mulwaree	50-54	5	34
Goulburn - Mulwaree	50-54	6	24
Goulburn - Mulwaree	55-59		85
Goulburn - Mulwaree	55-59	0	169
Goulburn - Mulwaree	55-59	1	127
Goulburn - Mulwaree	55-59	2	406
Goulburn - Mulwaree	55-59	3	279
Goulburn - Mulwaree	55-59	4	120
Goulburn - Mulwaree	55-59	5	42
Goulburn - Mulwaree	55-59	6	23
Goulburn - Mulwaree	60-64		82
Goulburn - Mulwaree	60-64	0	156
Goulburn - Mulwaree	60-64	1	101
Goulburn - Mulwaree	60-64	2	384
Goulburn - Mulwaree	60-64	3	296
Goulburn - Mulwaree	60-64	4	148
Goulburn - Mulwaree	60-64	5	37
Goulburn - Mulwaree	60-64	6	22
Goulburn - Mulwaree	65-69		84
Goulburn - Mulwaree	65-69	0	103
Goulburn - Mulwaree	65-69	1	82
Goulburn - Mulwaree	65-69	2	359
Goulburn - Mulwaree	65-69	3	286
Goulburn - Mulwaree	65-69	4	128
Goulburn - Mulwaree	65-69	5	35
Goulburn - Mulwaree	65-69	6	23
Goulburn - Mulwaree	70-74		85
Goulburn - Mulwaree	70-74	0	74
Goulburn - Mulwaree	70-74	1	70
Goulburn - Mulwaree	70-74	2	253
Goulburn - Mulwaree	70-74	3	213
Goulburn - Mulwaree	70-74	4	137
Goulburn - Mulwaree	70-74	5	59
Goulburn - Mulwaree	70-74	6	22
Goulburn - Mulwaree	75-79		75
Goulburn - Mulwaree	75-79	0	67
Goulburn - Mulwaree	75-79	1	28
Goulburn - Mulwaree	75-79	2	156
Goulburn - Mulwaree	75-79	3	165
Goulburn - Mulwaree	75-79	4	103
Goulburn - Mulwaree	75-79	5	49
Goulburn - Mulwaree	75-79	6	27
Goulburn - Mulwaree	80-84		72
Goulburn - Mulwaree	80-84	0	47
Goulburn - Mulwaree	80-84	1	30
Goulburn - Mulwaree	80-84	2	89
Goulburn - Mulwaree	80-84	3	115
Goulburn - Mulwaree	80-84	4	77
Goulburn - Mulwaree	80-84	5	41
Goulburn - Mulwaree	80-84	6	38
Goulburn - Mulwaree	85+		132
Goulburn - Mulwaree	85+	0	50
Goulburn - Mulwaree	85+	1	37
Goulburn - Mulwaree	85+	2	97
Goulburn - Mulwaree	85+	3	100
Goulburn - Mulwaree	85+	4	73
Goulburn - Mulwaree	85+	5	40
Goulburn - Mulwaree	85+	6	46
Young - Yass	15-19		179
Young - Yass	15-19	0	938
Young - Yass	15-19	1	14
Young - Yass	15-19	2	6
Young - Yass	20-24		76
Young - Yass	20-24	0	611
Young - Yass	20-24	1	109
Young - Yass	20-24	2	57
Young - Yass	20-24	3	12
Young - Yass	25-29		63
Young - Yass	25-29	0	360
Young - Yass	25-29	1	152
Young - Yass	25-29	2	120
Young - Yass	25-29	3	63
Young - Yass	25-29	4	24
Young - Yass	25-29	5	10
Young - Yass	30-34		56
Young - Yass	30-34	0	234
Young - Yass	30-34	1	177
Young - Yass	30-34	2	246
Young - Yass	30-34	3	152
Young - Yass	30-34	4	49
Young - Yass	30-34	5	17
Young - Yass	30-34	6	13
Young - Yass	35-39		57
Young - Yass	35-39	0	151
Young - Yass	35-39	1	121
Young - Yass	35-39	2	350
Young - Yass	35-39	3	237
Young - Yass	35-39	4	80
Young - Yass	35-39	5	20
Young - Yass	35-39	6	18
Young - Yass	40-44		81
Young - Yass	40-44	0	143
Young - Yass	40-44	1	118
Young - Yass	40-44	2	404
Young - Yass	40-44	3	330
Young - Yass	40-44	4	91
Young - Yass	40-44	5	31
Young - Yass	40-44	6	23
Young - Yass	45-49		96
Young - Yass	45-49	0	193
Young - Yass	45-49	1	142
Young - Yass	45-49	2	425
Young - Yass	45-49	3	333
Young - Yass	45-49	4	128
Young - Yass	45-49	5	46
Young - Yass	45-49	6	27
Young - Yass	50-54		73
Young - Yass	50-54	0	162
Young - Yass	50-54	1	132
Young - Yass	50-54	2	394
Young - Yass	50-54	3	271
Young - Yass	50-54	4	164
Young - Yass	50-54	5	37
Young - Yass	50-54	6	25
Young - Yass	55-59		97
Young - Yass	55-59	0	143
Young - Yass	55-59	1	125
Young - Yass	55-59	2	368
Young - Yass	55-59	3	310
Young - Yass	55-59	4	140
Young - Yass	55-59	5	38
Young - Yass	55-59	6	22
Young - Yass	60-64		84
Young - Yass	60-64	0	133
Young - Yass	60-64	1	106
Young - Yass	60-64	2	381
Young - Yass	60-64	3	262
Young - Yass	60-64	4	147
Young - Yass	60-64	5	51
Young - Yass	60-64	6	22
Young - Yass	65-69		93
Young - Yass	65-69	0	117
Young - Yass	65-69	1	80
Young - Yass	65-69	2	367
Young - Yass	65-69	3	293
Young - Yass	65-69	4	149
Young - Yass	65-69	5	54
Young - Yass	65-69	6	31
Young - Yass	70-74		80
Young - Yass	70-74	0	72
Young - Yass	70-74	1	59
Young - Yass	70-74	2	215
Young - Yass	70-74	3	228
Young - Yass	70-74	4	119
Young - Yass	70-74	5	51
Young - Yass	70-74	6	43
Young - Yass	75-79		77
Young - Yass	75-79	0	38
Young - Yass	75-79	1	25
Young - Yass	75-79	2	141
Young - Yass	75-79	3	133
Young - Yass	75-79	4	100
Young - Yass	75-79	5	52
Young - Yass	75-79	6	55
Young - Yass	80-84		77
Young - Yass	80-84	0	37
Young - Yass	80-84	1	21
Young - Yass	80-84	2	72
Young - Yass	80-84	3	89
Young - Yass	80-84	4	82
Young - Yass	80-84	5	42
Young - Yass	80-84	6	49
Young - Yass	85+		117
Young - Yass	85+	0	49
Young - Yass	85+	1	31
Young - Yass	85+	2	81
Young - Yass	85+	3	80
Young - Yass	85+	4	86
Young - Yass	85+	5	29
Young - Yass	85+	6	64
Gosford	15-19		465
Gosford	15-19	0	4457
Gosford	15-19	1	30
Gosford	15-19	2	5
Gosford	20-24		342
Gosford	20-24	0	3532
Gosford	20-24	1	275
Gosford	20-24	2	114
Gosford	20-24	3	20
Gosford	20-24	4	6
Gosford	20-24	5	4
Gosford	25-29		270
Gosford	25-29	0	2602
Gosford	25-29	1	764
Gosford	25-29	2	488
Gosford	25-29	3	129
Gosford	25-29	4	30
Gosford	25-29	5	3
Gosford	30-34		251
Gosford	30-34	0	1454
Gosford	30-34	1	1058
Gosford	30-34	2	1275
Gosford	30-34	3	467
Gosford	30-34	4	124
Gosford	30-34	5	32
Gosford	30-34	6	11
Gosford	35-39		239
Gosford	35-39	0	781
Gosford	35-39	1	785
Gosford	35-39	2	1865
Gosford	35-39	3	885
Gosford	35-39	4	278
Gosford	35-39	5	62
Gosford	35-39	6	34
Gosford	40-44		299
Gosford	40-44	0	749
Gosford	40-44	1	767
Gosford	40-44	2	2208
Gosford	40-44	3	1105
Gosford	40-44	4	384
Gosford	40-44	5	91
Gosford	40-44	6	56
Gosford	45-49		294
Gosford	45-49	0	770
Gosford	45-49	1	828
Gosford	45-49	2	2290
Gosford	45-49	3	1228
Gosford	45-49	4	402
Gosford	45-49	5	102
Gosford	45-49	6	75
Gosford	50-54		325
Gosford	50-54	0	782
Gosford	50-54	1	739
Gosford	50-54	2	2229
Gosford	50-54	3	1316
Gosford	50-54	4	426
Gosford	50-54	5	115
Gosford	50-54	6	66
Gosford	55-59		316
Gosford	55-59	0	747
Gosford	55-59	1	740
Gosford	55-59	2	2281
Gosford	55-59	3	1399
Gosford	55-59	4	465
Gosford	55-59	5	124
Gosford	55-59	6	80
Gosford	60-64		296
Gosford	60-64	0	677
Gosford	60-64	1	612
Gosford	60-64	2	2119
Gosford	60-64	3	1304
Gosford	60-64	4	439
Gosford	60-64	5	126
Gosford	60-64	6	54
Gosford	65-69		332
Gosford	65-69	0	578
Gosford	65-69	1	552
Gosford	65-69	2	2074
Gosford	65-69	3	1379
Gosford	65-69	4	461
Gosford	65-69	5	138
Gosford	65-69	6	59
Gosford	70-74		310
Gosford	70-74	0	426
Gosford	70-74	1	421
Gosford	70-74	2	1582
Gosford	70-74	3	1145
Gosford	70-74	4	433
Gosford	70-74	5	137
Gosford	70-74	6	51
Gosford	75-79		305
Gosford	75-79	0	298
Gosford	75-79	1	265
Gosford	75-79	2	1054
Gosford	75-79	3	858
Gosford	75-79	4	451
Gosford	75-79	5	154
Gosford	75-79	6	81
Gosford	80-84		322
Gosford	80-84	0	278
Gosford	80-84	1	179
Gosford	80-84	2	685
Gosford	80-84	3	684
Gosford	80-84	4	382
Gosford	80-84	5	132
Gosford	80-84	6	120
Gosford	85+		662
Gosford	85+	0	286
Gosford	85+	1	334
Gosford	85+	2	843
Gosford	85+	3	717
Gosford	85+	4	405
Gosford	85+	5	167
Gosford	85+	6	160
Wyong	15-19		527
Wyong	15-19	0	4229
Wyong	15-19	1	63
Wyong	15-19	2	19
Wyong	15-19	3	9
Wyong	20-24		394
Wyong	20-24	0	3380
Wyong	20-24	1	565
Wyong	20-24	2	244
Wyong	20-24	3	41
Wyong	20-24	4	8
Wyong	25-29		263
Wyong	25-29	0	2099
Wyong	25-29	1	898
Wyong	25-29	2	798
Wyong	25-29	3	270
Wyong	25-29	4	54
Wyong	25-29	5	12
Wyong	25-29	6	11
Wyong	30-34		239
Wyong	30-34	0	1103
Wyong	30-34	1	969
Wyong	30-34	2	1390
Wyong	30-34	3	669
Wyong	30-34	4	196
Wyong	30-34	5	64
Wyong	30-34	6	33
Wyong	35-39		251
Wyong	35-39	0	616
Wyong	35-39	1	658
Wyong	35-39	2	1625
Wyong	35-39	3	939
Wyong	35-39	4	326
Wyong	35-39	5	118
Wyong	35-39	6	60
Wyong	40-44		268
Wyong	40-44	0	578
Wyong	40-44	1	651
Wyong	40-44	2	1866
Wyong	40-44	3	1138
Wyong	40-44	4	425
Wyong	40-44	5	159
Wyong	40-44	6	79
Wyong	45-49		316
Wyong	45-49	0	590
Wyong	45-49	1	632
Wyong	45-49	2	1906
Wyong	45-49	3	1196
Wyong	45-49	4	479
Wyong	45-49	5	134
Wyong	45-49	6	90
Wyong	50-54		295
Wyong	50-54	0	565
Wyong	50-54	1	607
Wyong	50-54	2	1847
Wyong	50-54	3	1226
Wyong	50-54	4	481
Wyong	50-54	5	152
Wyong	50-54	6	79
Wyong	55-59		355
Wyong	55-59	0	542
Wyong	55-59	1	599
Wyong	55-59	2	1933
Wyong	55-59	3	1293
Wyong	55-59	4	506
Wyong	55-59	5	150
Wyong	55-59	6	70
Wyong	60-64		325
Wyong	60-64	0	462
Wyong	60-64	1	504
Wyong	60-64	2	1841
Wyong	60-64	3	1284
Wyong	60-64	4	482
Wyong	60-64	5	117
Wyong	60-64	6	65
Wyong	65-69		398
Wyong	65-69	0	412
Wyong	65-69	1	488
Wyong	65-69	2	1841
Wyong	65-69	3	1231
Wyong	65-69	4	471
Wyong	65-69	5	140
Wyong	65-69	6	71
Wyong	70-74		322
Wyong	70-74	0	365
Wyong	70-74	1	341
Wyong	70-74	2	1370
Wyong	70-74	3	1108
Wyong	70-74	4	484
Wyong	70-74	5	141
Wyong	70-74	6	75
Wyong	75-79		350
Wyong	75-79	0	228
Wyong	75-79	1	237
Wyong	75-79	2	869
Wyong	75-79	3	848
Wyong	75-79	4	431
Wyong	75-79	5	154
Wyong	75-79	6	141
Wyong	80-84		328
Wyong	80-84	0	194
Wyong	80-84	1	149
Wyong	80-84	2	544
Wyong	80-84	3	580
Wyong	80-84	4	389
Wyong	80-84	5	157
Wyong	80-84	6	129
Wyong	85+		608
Wyong	85+	0	213
Wyong	85+	1	198
Wyong	85+	2	629
Wyong	85+	3	521
Wyong	85+	4	341
Wyong	85+	5	154
Wyong	85+	6	166
Bathurst	15-19		250
Bathurst	15-19	0	1346
Bathurst	15-19	1	26
Bathurst	15-19	2	3
Bathurst	20-24		186
Bathurst	20-24	0	1188
Bathurst	20-24	1	164
Bathurst	20-24	2	82
Bathurst	20-24	3	21
Bathurst	20-24	4	3
Bathurst	20-24	5	4
Bathurst	25-29		84
Bathurst	25-29	0	639
Bathurst	25-29	1	273
Bathurst	25-29	2	232
Bathurst	25-29	3	75
Bathurst	25-29	4	28
Bathurst	25-29	5	6
Bathurst	25-29	6	9
Bathurst	30-34		78
Bathurst	30-34	0	330
Bathurst	30-34	1	239
Bathurst	30-34	2	360
Bathurst	30-34	3	173
Bathurst	30-34	4	70
Bathurst	30-34	5	17
Bathurst	30-34	6	13
Bathurst	35-39		78
Bathurst	35-39	0	187
Bathurst	35-39	1	155
Bathurst	35-39	2	438
Bathurst	35-39	3	267
Bathurst	35-39	4	99
Bathurst	35-39	5	29
Bathurst	35-39	6	23
Bathurst	40-44		85
Bathurst	40-44	0	163
Bathurst	40-44	1	167
Bathurst	40-44	2	495
Bathurst	40-44	3	332
Bathurst	40-44	4	123
Bathurst	40-44	5	41
Bathurst	40-44	6	31
Bathurst	45-49		110
Bathurst	45-49	0	163
Bathurst	45-49	1	155
Bathurst	45-49	2	550
Bathurst	45-49	3	361
Bathurst	45-49	4	128
Bathurst	45-49	5	38
Bathurst	45-49	6	34
Bathurst	50-54		113
Bathurst	50-54	0	192
Bathurst	50-54	1	166
Bathurst	50-54	2	476
Bathurst	50-54	3	320
Bathurst	50-54	4	148
Bathurst	50-54	5	46
Bathurst	50-54	6	32
Bathurst	55-59		115
Bathurst	55-59	0	185
Bathurst	55-59	1	147
Bathurst	55-59	2	470
Bathurst	55-59	3	357
Bathurst	55-59	4	162
Bathurst	55-59	5	50
Bathurst	55-59	6	27
Bathurst	60-64		118
Bathurst	60-64	0	121
Bathurst	60-64	1	114
Bathurst	60-64	2	468
Bathurst	60-64	3	328
Bathurst	60-64	4	155
Bathurst	60-64	5	40
Bathurst	60-64	6	29
Bathurst	65-69		122
Bathurst	65-69	0	125
Bathurst	65-69	1	113
Bathurst	65-69	2	444
Bathurst	65-69	3	320
Bathurst	65-69	4	155
Bathurst	65-69	5	43
Bathurst	65-69	6	21
Bathurst	70-74		94
Bathurst	70-74	0	97
Bathurst	70-74	1	71
Bathurst	70-74	2	288
Bathurst	70-74	3	264
Bathurst	70-74	4	114
Bathurst	70-74	5	45
Bathurst	70-74	6	32
Bathurst	75-79		73
Bathurst	75-79	0	62
Bathurst	75-79	1	47
Bathurst	75-79	2	157
Bathurst	75-79	3	151
Bathurst	75-79	4	104
Bathurst	75-79	5	49
Bathurst	75-79	6	41
Bathurst	80-84		86
Bathurst	80-84	0	60
Bathurst	80-84	1	35
Bathurst	80-84	2	107
Bathurst	80-84	3	128
Bathurst	80-84	4	89
Bathurst	80-84	5	43
Bathurst	80-84	6	47
Bathurst	85+		128
Bathurst	85+	0	47
Bathurst	85+	1	44
Bathurst	85+	2	137
Bathurst	85+	3	117
Bathurst	85+	4	101
Bathurst	85+	5	41
Bathurst	85+	6	51
Lachlan Valley	15-19		274
Lachlan Valley	15-19	0	1358
Lachlan Valley	15-19	1	43
Lachlan Valley	15-19	2	3
Lachlan Valley	15-19	3	4
Lachlan Valley	20-24		144
Lachlan Valley	20-24	0	845
Lachlan Valley	20-24	1	206
Lachlan Valley	20-24	2	90
Lachlan Valley	20-24	3	21
Lachlan Valley	20-24	4	6
Lachlan Valley	20-24	5	3
Lachlan Valley	25-29		114
Lachlan Valley	25-29	0	520
Lachlan Valley	25-29	1	274
Lachlan Valley	25-29	2	236
Lachlan Valley	25-29	3	119
Lachlan Valley	25-29	4	42
Lachlan Valley	25-29	5	7
Lachlan Valley	25-29	6	5
Lachlan Valley	30-34		129
Lachlan Valley	30-34	0	263
Lachlan Valley	30-34	1	237
