SA3_NAME16	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Ryde - Hunters Hill	1	3	8081
Ryde - Hunters Hill	1	4	8129
Ryde - Hunters Hill	1	5	3175
Ryde - Hunters Hill	1	6	1517
Bringelly - Green Valley	0	1	3550
Bringelly - Green Valley	0	2	304
Bringelly - Green Valley	0	3	47
Bringelly - Green Valley	0	4	12
Bringelly - Green Valley	0	5	5
Bringelly - Green Valley	0	6	4
Bringelly - Green Valley	1	2	5780
Bringelly - Green Valley	1	3	5109
Bringelly - Green Valley	1	4	6563
Bringelly - Green Valley	1	5	3921
Bringelly - Green Valley	1	6	2988
Fairfield	0	1	8074
Fairfield	0	2	850
Fairfield	0	3	190
Fairfield	0	4	70
Fairfield	0	5	30
Fairfield	0	6	29
Fairfield	1	2	11665
Fairfield	1	3	9806
Fairfield	1	4	10541
Fairfield	1	5	6410
Fairfield	1	6	5746
Liverpool	0	1	6207
Liverpool	0	2	577
Liverpool	0	3	94
Liverpool	0	4	31
Liverpool	0	5	17
Liverpool	0	6	3
Liverpool	1	2	8053
Liverpool	1	3	6556
Liverpool	1	4	7432
Liverpool	1	5	3729
Liverpool	1	6	2478
Cronulla - Miranda - Caringbah	0	1	9801
Cronulla - Miranda - Caringbah	0	2	938
Cronulla - Miranda - Caringbah	0	3	144
Cronulla - Miranda - Caringbah	0	4	40
Cronulla - Miranda - Caringbah	0	5	3
Cronulla - Miranda - Caringbah	0	6	4
Cronulla - Miranda - Caringbah	1	2	12180
Cronulla - Miranda - Caringbah	1	3	6065
Cronulla - Miranda - Caringbah	1	4	6800
Cronulla - Miranda - Caringbah	1	5	2976
Cronulla - Miranda - Caringbah	1	6	1075
Sutherland - Menai - Heathcote	0	1	6215
Sutherland - Menai - Heathcote	0	2	512
Sutherland - Menai - Heathcote	0	3	63
Sutherland - Menai - Heathcote	0	4	20
Sutherland - Menai - Heathcote	0	5	3
Sutherland - Menai - Heathcote	0	6	3
Sutherland - Menai - Heathcote	1	2	10256
Sutherland - Menai - Heathcote	1	3	6428
Sutherland - Menai - Heathcote	1	4	7986
Sutherland - Menai - Heathcote	1	5	3470
Sutherland - Menai - Heathcote	1	6	1181
Ballarat	0	1	11383
Ballarat	0	2	1311
Ballarat	0	3	314
Ballarat	0	4	148
Ballarat	0	5	35
Ballarat	0	6	19
Ballarat	1	2	11977
Ballarat	1	3	5353
Ballarat	1	4	5352
Ballarat	1	5	2278
Ballarat	1	6	884
Creswick - Daylesford - Ballan	0	1	3014
Creswick - Daylesford - Ballan	0	2	237
Creswick - Daylesford - Ballan	0	3	14
Creswick - Daylesford - Ballan	0	4	6
Creswick - Daylesford - Ballan	1	2	3774
Creswick - Daylesford - Ballan	1	3	1365
Creswick - Daylesford - Ballan	1	4	1291
Creswick - Daylesford - Ballan	1	5	619
Creswick - Daylesford - Ballan	1	6	275
Maryborough - Pyrenees	0	1	3288
Maryborough - Pyrenees	0	2	263
Maryborough - Pyrenees	0	3	22
Maryborough - Pyrenees	0	4	4
Maryborough - Pyrenees	0	5	3
Maryborough - Pyrenees	0	6	3
Maryborough - Pyrenees	1	2	3587
Maryborough - Pyrenees	1	3	1166
Maryborough - Pyrenees	1	4	1029
Maryborough - Pyrenees	1	5	467
Maryborough - Pyrenees	1	6	257
Bendigo	0	1	10265
Bendigo	0	2	1092
Bendigo	0	3	315
Bendigo	0	4	84
Bendigo	0	5	27
Bendigo	0	6	15
Bendigo	1	2	11234
Bendigo	1	3	5002
Bendigo	1	4	4568
Bendigo	1	5	2075
Bendigo	1	6	871
Heathcote - Castlemaine - Kyneton	0	1	4830
Heathcote - Castlemaine - Kyneton	0	2	407
Heathcote - Castlemaine - Kyneton	0	3	49
Heathcote - Castlemaine - Kyneton	0	4	15
Heathcote - Castlemaine - Kyneton	0	5	7
Heathcote - Castlemaine - Kyneton	0	6	11
Heathcote - Castlemaine - Kyneton	1	2	6186
Heathcote - Castlemaine - Kyneton	1	3	2368
Heathcote - Castlemaine - Kyneton	1	4	2362
Heathcote - Castlemaine - Kyneton	1	5	988
Heathcote - Castlemaine - Kyneton	1	6	367
Loddon - Elmore	0	1	1332
Loddon - Elmore	0	2	117
Loddon - Elmore	0	3	3
Loddon - Elmore	1	2	1583
Loddon - Elmore	1	3	520
Loddon - Elmore	1	4	444
Loddon - Elmore	1	5	254
Loddon - Elmore	1	6	119
Barwon - West	0	1	1077
Barwon - West	0	2	92
Barwon - West	0	3	7
Barwon - West	0	5	3
Barwon - West	1	2	2119
Barwon - West	1	3	942
Barwon - West	1	4	1210
Barwon - West	1	5	591
Barwon - West	1	6	248
Geelong	0	1	19974
Geelong	0	2	1828
Geelong	0	3	526
Geelong	0	4	234
Geelong	0	5	94
Geelong	0	6	86
Geelong	1	2	21605
Geelong	1	3	10367
Geelong	1	4	9962
Geelong	1	5	4060
Geelong	1	6	1566
Surf Coast - Bellarine Peninsula	0	1	6392
Surf Coast - Bellarine Peninsula	0	2	508
Surf Coast - Bellarine Peninsula	0	3	87
Surf Coast - Bellarine Peninsula	0	4	32
Surf Coast - Bellarine Peninsula	0	5	11
Surf Coast - Bellarine Peninsula	1	2	9246
Surf Coast - Bellarine Peninsula	1	3	3437
Surf Coast - Bellarine Peninsula	1	4	4057
Surf Coast - Bellarine Peninsula	1	5	1745
Surf Coast - Bellarine Peninsula	1	6	519
Upper Goulburn Valley	0	1	5986
Upper Goulburn Valley	0	2	443
Upper Goulburn Valley	0	3	32
Upper Goulburn Valley	0	4	13
Upper Goulburn Valley	0	5	12
Upper Goulburn Valley	0	6	15
Upper Goulburn Valley	1	2	7140
Upper Goulburn Valley	1	3	2524
Upper Goulburn Valley	1	4	2405
Upper Goulburn Valley	1	5	1089
Upper Goulburn Valley	1	6	451
Wangaratta - Benalla	0	1	5575
Wangaratta - Benalla	0	2	421
Wangaratta - Benalla	0	3	34
Wangaratta - Benalla	0	4	11
Wangaratta - Benalla	0	5	8
Wangaratta - Benalla	1	2	6479
Wangaratta - Benalla	1	3	2208
Wangaratta - Benalla	1	4	2096
Wangaratta - Benalla	1	5	954
Wangaratta - Benalla	1	6	330
Wodonga - Alpine	0	1	7003
Wodonga - Alpine	0	2	602
Wodonga - Alpine	0	3	72
Wodonga - Alpine	0	4	31
Wodonga - Alpine	0	5	11
Wodonga - Alpine	0	6	3
Wodonga - Alpine	1	2	9093
Wodonga - Alpine	1	3	3522
Wodonga - Alpine	1	4	3429
Wodonga - Alpine	1	5	1520
Wodonga - Alpine	1	6	586
Baw Baw	0	1	4467
Baw Baw	0	2	348
Baw Baw	0	3	26
Baw Baw	0	4	10
Baw Baw	0	5	6
Baw Baw	0	6	3
Baw Baw	1	2	6220
Baw Baw	1	3	2423
Baw Baw	1	4	2381
Baw Baw	1	5	1230
Baw Baw	1	6	530
Gippsland - East	0	1	5437
Gippsland - East	0	2	371
Gippsland - East	0	3	43
Gippsland - East	0	4	7
Gippsland - East	0	5	3
Gippsland - East	0	6	4
Gippsland - East	1	2	6818
Gippsland - East	1	3	1991
Gippsland - East	1	4	1808
Gippsland - East	1	5	799
Gippsland - East	1	6	323
Gippsland - South West	0	1	7513
Gippsland - South West	0	2	515
Gippsland - South West	0	3	45
Gippsland - South West	0	4	10
Gippsland - South West	0	5	3
Gippsland - South West	1	2	8800
Gippsland - South West	1	3	2791
Gippsland - South West	1	4	2571
Gippsland - South West	1	5	1289
Gippsland - South West	1	6	489
Latrobe Valley	0	1	8774
Latrobe Valley	0	2	673
Latrobe Valley	0	3	96
Latrobe Valley	0	4	23
Latrobe Valley	0	6	3
Latrobe Valley	1	2	9164
Latrobe Valley	1	3	3889
Latrobe Valley	1	4	3524
Latrobe Valley	1	5	1406
Latrobe Valley	1	6	602
Wellington	0	1	4752
Wellington	0	2	355
Wellington	0	3	48
Wellington	0	4	11
Wellington	0	5	5
Wellington	0	6	5
Wellington	1	2	5587
Wellington	1	3	2053
Wellington	1	4	1906
Wellington	1	5	964
Wellington	1	6	347
Brunswick - Coburg	0	1	9513
Brunswick - Coburg	0	2	2324
Brunswick - Coburg	0	3	1179
Brunswick - Coburg	0	4	531
Brunswick - Coburg	0	5	167
Brunswick - Coburg	0	6	66
Brunswick - Coburg	1	2	9612
Brunswick - Coburg	1	3	4544
Brunswick - Coburg	1	4	4295
Brunswick - Coburg	1	5	1314
Brunswick - Coburg	1	6	521
Darebin - South	0	1	5936
Darebin - South	0	2	1157
Darebin - South	0	3	511
Darebin - South	0	4	235
Darebin - South	0	5	64
Darebin - South	0	6	20
Darebin - South	1	2	5472
Darebin - South	1	3	2804
Darebin - South	1	4	2955
Darebin - South	1	5	865
Darebin - South	1	6	265
Essendon	0	1	7588
Essendon	0	2	1152
Essendon	0	3	411
Essendon	0	4	116
Essendon	0	5	24
Essendon	0	6	18
Essendon	1	2	7027
Essendon	1	3	3560
Essendon	1	4	3832
Essendon	1	5	1418
Essendon	1	6	425
Melbourne City	0	1	20644
Melbourne City	0	2	7328
Melbourne City	0	3	2906
Melbourne City	0	4	1129
Melbourne City	0	5	382
Melbourne City	0	6	181
Melbourne City	1	2	15744
Melbourne City	1	3	5108
Melbourne City	1	4	2522
Melbourne City	1	5	717
Melbourne City	1	6	346
Port Phillip	0	1	17806
Port Phillip	0	2	3121
Port Phillip	0	3	758
Port Phillip	0	4	153
Port Phillip	0	5	33
Port Phillip	0	6	16
Port Phillip	1	2	14105
Port Phillip	1	3	4647
Port Phillip	1	4	3298
Port Phillip	1	5	913
Port Phillip	1	6	258
Stonnington - West	0	1	10882
Stonnington - West	0	2	2364
Stonnington - West	0	3	667
Stonnington - West	0	4	143
Stonnington - West	0	5	23
Stonnington - West	0	6	11
Stonnington - West	1	2	8914
Stonnington - West	1	3	2617
Stonnington - West	1	4	1887
Stonnington - West	1	5	633
Stonnington - West	1	6	172
Yarra	0	1	11823
Yarra	0	2	2912
Yarra	0	3	1500
Yarra	0	4	558
Yarra	0	5	144
Yarra	0	6	39
Yarra	1	2	11352
Yarra	1	3	4044
Yarra	1	4	3015
Yarra	1	5	833
Yarra	1	6	329
Boroondara	0	1	14473
Boroondara	0	2	2011
Boroondara	0	3	683
Boroondara	0	4	286
Boroondara	0	5	105
Boroondara	0	6	56
Boroondara	1	2	16546
Boroondara	1	3	8883
Boroondara	1	4	11038
Boroondara	1	5	4479
Boroondara	1	6	1290
Manningham - West	0	1	6176
Manningham - West	0	2	484
Manningham - West	0	3	158
Manningham - West	0	4	66
Manningham - West	0	5	23
Manningham - West	0	6	13
Manningham - West	1	2	9932
Manningham - West	1	3	5775
Manningham - West	1	4	5953
Manningham - West	1	5	2344
Manningham - West	1	6	892
Whitehorse - West	0	1	8986
Whitehorse - West	0	2	1153
Whitehorse - West	0	3	609
Whitehorse - West	0	4	343
Whitehorse - West	0	5	165
Whitehorse - West	0	6	127
Whitehorse - West	1	2	9682
Whitehorse - West	1	3	5942
Whitehorse - West	1	4	6432
Whitehorse - West	1	5	2369
Whitehorse - West	1	6	851
Bayside	0	1	8561
Bayside	0	2	613
Bayside	0	3	92
Bayside	0	4	21
Bayside	0	5	11
Bayside	0	6	7
Bayside	1	2	10462
Bayside	1	3	5231
Bayside	1	4	6875
Bayside	1	5	2570
Bayside	1	6	591
Glen Eira	0	1	14360
Glen Eira	0	2	1928
Glen Eira	0	3	716
Glen Eira	0	4	292
Glen Eira	0	5	101
Glen Eira	0	6	62
Glen Eira	1	2	15081
Glen Eira	1	3	8513
Glen Eira	1	4	9551
Glen Eira	1	5	3359
Glen Eira	1	6	1104
Kingston	0	1	12096
Kingston	0	2	1025
Kingston	0	3	141
Kingston	0	4	39
Kingston	0	5	23
Kingston	0	6	12
Kingston	1	2	13039
Kingston	1	3	7015
Kingston	1	4	7515
Kingston	1	5	2591
Kingston	1	6	721
Stonnington - East	0	1	4131
Stonnington - East	0	2	597
Stonnington - East	0	3	254
Stonnington - East	0	4	92
Stonnington - East	0	5	46
Stonnington - East	0	6	20
Stonnington - East	1	2	4280
Stonnington - East	1	3	2063
Stonnington - East	1	4	2571
Stonnington - East	1	5	1096
Stonnington - East	1	6	259
Banyule	0	1	10581
Banyule	0	2	960
Banyule	0	3	288
Banyule	0	4	115
Banyule	0	5	46
Banyule	0	6	20
Banyule	1	2	13398
Banyule	1	3	7309
Banyule	1	4	7950
Banyule	1	5	2828
Banyule	1	6	930
Darebin - North	0	1	9396
Darebin - North	0	2	1418
Darebin - North	0	3	580
Darebin - North	0	4	248
Darebin - North	0	5	90
Darebin - North	0	6	92
Darebin - North	1	2	9562
Darebin - North	1	3	5311
Darebin - North	1	4	4931
Darebin - North	1	5	1852
Darebin - North	1	6	975
Nillumbik - Kinglake	0	1	3101
Nillumbik - Kinglake	0	2	219
Nillumbik - Kinglake	0	3	30
Nillumbik - Kinglake	0	4	9
Nillumbik - Kinglake	0	5	7
Nillumbik - Kinglake	1	2	6148
Nillumbik - Kinglake	1	3	3771
Nillumbik - Kinglake	1	4	5018
Nillumbik - Kinglake	1	5	2097
Nillumbik - Kinglake	1	6	660
Whittlesea - Wallan	0	1	11196
Whittlesea - Wallan	0	2	1193
Whittlesea - Wallan	0	3	311
Whittlesea - Wallan	0	4	186
Whittlesea - Wallan	0	5	63
Whittlesea - Wallan	0	6	36
Whittlesea - Wallan	1	2	18364
Whittlesea - Wallan	1	3	13234
Whittlesea - Wallan	1	4	14585
Whittlesea - Wallan	1	5	6285
Whittlesea - Wallan	1	6	3275
Keilor	0	1	4496
Keilor	0	2	345
Keilor	0	3	87
Keilor	0	4	20
Keilor	0	5	14
Keilor	1	2	6533
Keilor	1	3	3557
Keilor	1	4	3877
Keilor	1	5	1489
Keilor	1	6	514
Macedon Ranges	0	1	1706
Macedon Ranges	0	2	137
Macedon Ranges	0	3	16
Macedon Ranges	0	4	3
Macedon Ranges	1	2	3201
Macedon Ranges	1	3	1531
Macedon Ranges	1	4	1999
Macedon Ranges	1	5	889
Macedon Ranges	1	6	340
Moreland - North	0	1	6934
Moreland - North	0	2	726
Moreland - North	0	3	240
Moreland - North	0	4	100
Moreland - North	0	5	66
Moreland - North	0	6	64
Moreland - North	1	2	7440
Moreland - North	1	3	4394
Moreland - North	1	4	4166
Moreland - North	1	5	1685
Moreland - North	1	6	1035
Sunbury	0	1	2840
Sunbury	0	2	259
Sunbury	0	3	27
Sunbury	0	4	12
Sunbury	1	2	4039
Sunbury	1	3	2428
Sunbury	1	4	2525
Sunbury	1	5	1098
Sunbury	1	6	424
Tullamarine - Broadmeadows	0	1	7338
Tullamarine - Broadmeadows	0	2	758
Tullamarine - Broadmeadows	0	3	174
Tullamarine - Broadmeadows	0	4	93
Tullamarine - Broadmeadows	0	5	37
Tullamarine - Broadmeadows	0	6	32
Tullamarine - Broadmeadows	1	2	10864
Tullamarine - Broadmeadows	1	3	8747
Tullamarine - Broadmeadows	1	4	9836
Tullamarine - Broadmeadows	1	5	5340
Tullamarine - Broadmeadows	1	6	4127
Knox	0	1	10856
Knox	0	2	986
Knox	0	3	188
Knox	0	4	66
Knox	0	5	16
Knox	0	6	8
Knox	1	2	15508
Knox	1	3	9744
Knox	1	4	10636
Knox	1	5	3992
Knox	1	6	1655
Manningham - East	0	1	1263
Manningham - East	0	2	91
Manningham - East	0	3	11
Manningham - East	0	5	3
Manningham - East	1	2	2368
Manningham - East	1	3	1358
Manningham - East	1	4	1930
Manningham - East	1	5	940
Manningham - East	1	6	295
Maroondah	0	1	9614
Maroondah	0	2	933
Maroondah	0	3	152
Maroondah	0	4	51
Maroondah	0	5	8
Maroondah	0	6	3
Maroondah	1	2	11805
Maroondah	1	3	6496
Maroondah	1	4	6953
Maroondah	1	5	2775
Maroondah	1	6	1032
Whitehorse - East	0	1	5000
Whitehorse - East	0	2	421
Whitehorse - East	0	3	147
Whitehorse - East	0	4	60
Whitehorse - East	0	5	23
Whitehorse - East	0	6	14
Whitehorse - East	1	2	6377
Whitehorse - East	1	3	3645
Whitehorse - East	1	4	4197
Whitehorse - East	1	5	1499
Whitehorse - East	1	6	528
Yarra Ranges	0	1	10733
Yarra Ranges	0	2	943
Yarra Ranges	0	3	120
Yarra Ranges	0	4	21
Yarra Ranges	0	5	8
Yarra Ranges	0	6	6
Yarra Ranges	1	2	16241
Yarra Ranges	1	3	8543
Yarra Ranges	1	4	9275
Yarra Ranges	1	5	4031
Yarra Ranges	1	6	1723
Cardinia	0	1	5777
Cardinia	0	2	599
Cardinia	0	3	78
Cardinia	0	4	19
Cardinia	0	5	5
Cardinia	0	6	3
Cardinia	1	2	9018
Cardinia	1	3	5467
Cardinia	1	4	5993
Cardinia	1	5	2706
Cardinia	1	6	1392
Casey - North	0	1	7014
Casey - North	0	2	706
Casey - North	0	3	151
Casey - North	0	4	81
Casey - North	0	5	42
Casey - North	0	6	38
Casey - North	1	2	11133
Casey - North	1	3	7494
Casey - North	1	4	8966
Casey - North	1	5	3900
Casey - North	1	6	2319
Casey - South	0	1	7045
Casey - South	0	2	865
Casey - South	0	3	128
Casey - South	0	4	51
Casey - South	0	5	19
Casey - South	0	6	11
Casey - South	1	2	12102
Casey - South	1	3	9679
Casey - South	1	4	11523
Casey - South	1	5	5159
Casey - South	1	6	3714
Dandenong	0	1	12433
Dandenong	0	2	1442
Dandenong	0	3	520
Dandenong	0	4	338
Dandenong	0	5	196
Dandenong	0	6	192
Dandenong	1	2	15246
Dandenong	1	3	10992
Dandenong	1	4	10266
Dandenong	1	5	4919
Dandenong	1	6	3826
Monash	0	1	11638
Monash	0	2	1569
Monash	0	3	1042
Monash	0	4	723
Monash	0	5	259
Monash	0	6	178
Monash	1	2	16573
Monash	1	3	10480
Monash	1	4	11352
Monash	1	5	4013
Monash	1	6	1633
Brimbank	0	1	10746
Brimbank	0	2	1146
Brimbank	0	3	383
Brimbank	0	4	241
Brimbank	0	5	135
Brimbank	0	6	107
Brimbank	1	2	14809
Brimbank	1	3	10894
Brimbank	1	4	10941
Brimbank	1	5	5286
Brimbank	1	6	3875
Hobsons Bay	0	1	7704
Hobsons Bay	0	2	725
Hobsons Bay	0	3	193
Hobsons Bay	0	4	54
Hobsons Bay	0	5	16
Hobsons Bay	0	6	10
Hobsons Bay	1	2	9135
Hobsons Bay	1	3	5151
Hobsons Bay	1	4	5263
Hobsons Bay	1	5	1861
Hobsons Bay	1	6	757
Maribyrnong	0	1	8121
Maribyrnong	0	2	1622
Maribyrnong	0	3	680
Maribyrnong	0	4	308
Maribyrnong	0	5	110
Maribyrnong	0	6	86
Maribyrnong	1	2	8306
Maribyrnong	1	3	4692
Maribyrnong	1	4	4354
Maribyrnong	1	5	1437
Maribyrnong	1	6	762
Melton - Bacchus Marsh	0	1	8113
Melton - Bacchus Marsh	0	2	886
Melton - Bacchus Marsh	0	3	116
Melton - Bacchus Marsh	0	4	31
Melton - Bacchus Marsh	0	5	8
Melton - Bacchus Marsh	0	6	7
Melton - Bacchus Marsh	1	2	12141
Melton - Bacchus Marsh	1	3	8758
Melton - Bacchus Marsh	1	4	10610
Melton - Bacchus Marsh	1	5	4661
Melton - Bacchus Marsh	1	6	2594
Wyndham	0	1	10515
Wyndham	0	2	1331
Wyndham	0	3	295
Wyndham	0	4	122
Wyndham	0	5	55
Wyndham	0	6	31
Wyndham	1	2	16541
Wyndham	1	3	14396
Wyndham	1	4	14905
Wyndham	1	5	6298
Wyndham	1	6	4102
Frankston	0	1	13310
Frankston	0	2	1359
Frankston	0	3	200
Frankston	0	4	39
Frankston	0	5	15
Frankston	0	6	4
Frankston	1	2	14614
Frankston	1	3	8107
Frankston	1	4	7745
Frankston	1	5	3056
Frankston	1	6	1235
Mornington Peninsula	0	1	15561
Mornington Peninsula	0	2	1044
Mornington Peninsula	0	3	91
Mornington Peninsula	0	4	21
Mornington Peninsula	0	5	17
Mornington Peninsula	0	6	3
Mornington Peninsula	1	2	20054
Mornington Peninsula	1	3	7864
Mornington Peninsula	1	4	8448
Mornington Peninsula	1	5	3454
Mornington Peninsula	1	6	1241
Grampians	0	1	7606
Grampians	0	2	485
Grampians	0	3	73
Grampians	0	4	20
Grampians	0	5	17
Grampians	0	6	10
Grampians	1	2	8196
Grampians	1	3	2685
Grampians	1	4	2490
Grampians	1	5	1172
Grampians	1	6	455
Mildura	0	1	5675
Mildura	0	2	470
Mildura	0	3	77
Mildura	0	4	39
Mildura	0	5	14
Mildura	0	6	13
Mildura	1	2	6433
Mildura	1	3	2732
Mildura	1	4	2495
Mildura	1	5	1269
Mildura	1	6	596
Murray River - Swan Hill	0	1	4274
Murray River - Swan Hill	0	2	339
Murray River - Swan Hill	0	3	51
Murray River - Swan Hill	0	4	14
Murray River - Swan Hill	0	5	10
Murray River - Swan Hill	0	6	4
Murray River - Swan Hill	1	2	4793
Murray River - Swan Hill	1	3	1693
Murray River - Swan Hill	1	4	1428
Murray River - Swan Hill	1	5	869
Murray River - Swan Hill	1	6	396
Campaspe	0	1	3912
Campaspe	0	2	292
Campaspe	0	3	28
Campaspe	0	4	13
Campaspe	1	2	4974
Campaspe	1	3	1732
Campaspe	1	4	1710
Campaspe	1	5	851
Campaspe	1	6	378
Moira	0	1	3160
Moira	0	2	235
Moira	0	3	25
Moira	0	4	10
Moira	0	6	3
Moira	1	2	3958
Moira	1	3	1343
Moira	1	4	1196
Moira	1	5	650
Moira	1	6	324
Shepparton	0	1	6130
Shepparton	0	2	534
Shepparton	0	3	94
Shepparton	0	4	44
Shepparton	0	5	19
Shepparton	0	6	10
Shepparton	1	2	7090
Shepparton	1	3	3193
Shepparton	1	4	3116
Shepparton	1	5	1500
Shepparton	1	6	797
Glenelg - Southern Grampians	0	1	4451
Glenelg - Southern Grampians	0	2	283
Glenelg - Southern Grampians	0	3	34
Glenelg - Southern Grampians	0	4	6
Glenelg - Southern Grampians	1	2	4988
Glenelg - Southern Grampians	1	3	1696
Glenelg - Southern Grampians	1	4	1575
Glenelg - Southern Grampians	1	5	702
Glenelg - Southern Grampians	1	6	267
Colac - Corangamite	0	1	4334
Colac - Corangamite	0	2	317
Colac - Corangamite	0	3	49
Colac - Corangamite	0	4	6
Colac - Corangamite	0	5	8
Colac - Corangamite	0	6	9
Colac - Corangamite	1	2	4815
Colac - Corangamite	1	3	1674
Colac - Corangamite	1	4	1588
Colac - Corangamite	1	5	831
Colac - Corangamite	1	6	400
Warrnambool	0	1	5226
Warrnambool	0	2	447
Warrnambool	0	3	103
Warrnambool	0	4	43
Warrnambool	0	5	20
Warrnambool	0	6	16
Warrnambool	1	2	6182
Warrnambool	1	3	2424
Warrnambool	1	4	2387
Warrnambool	1	5	1168
Warrnambool	1	6	509
Capalaba	0	1	4679
Capalaba	0	2	518
Capalaba	0	3	109
Capalaba	0	4	34
Capalaba	0	5	4
Capalaba	0	6	5
Capalaba	1	2	7811
Capalaba	1	3	4349
Capalaba	1	4	4569
Capalaba	1	5	1874
Capalaba	1	6	908
Cleveland - Stradbroke	0	1	6483
Cleveland - Stradbroke	0	2	677
Cleveland - Stradbroke	0	3	85
Cleveland - Stradbroke	0	4	15
Cleveland - Stradbroke	0	5	3
Cleveland - Stradbroke	0	6	4
Cleveland - Stradbroke	1	2	10298
Cleveland - Stradbroke	1	3	4587
Cleveland - Stradbroke	1	4	4867
Cleveland - Stradbroke	1	5	1948
Cleveland - Stradbroke	1	6	922
Wynnum - Manly	0	1	5266
Wynnum - Manly	0	2	660
Wynnum - Manly	0	3	135
Wynnum - Manly	0	4	38
Wynnum - Manly	0	5	9
Wynnum - Manly	0	6	3
Wynnum - Manly	1	2	7291
Wynnum - Manly	1	3	4328
Wynnum - Manly	1	4	4431
Wynnum - Manly	1	5	1653
Wynnum - Manly	1	6	672
Bald Hills - Everton Park	0	1	2762
Bald Hills - Everton Park	0	2	398
Bald Hills - Everton Park	0	3	87
Bald Hills - Everton Park	0	4	34
Bald Hills - Everton Park	0	5	6
Bald Hills - Everton Park	0	6	3
Bald Hills - Everton Park	1	2	4610
Bald Hills - Everton Park	1	3	2462
Bald Hills - Everton Park	1	4	2656
Bald Hills - Everton Park	1	5	1020
Bald Hills - Everton Park	1	6	411
Chermside	0	1	7481
Chermside	0	2	1038
Chermside	0	3	288
Chermside	0	4	86
Chermside	0	5	18
Chermside	0	6	7
Chermside	1	2	8132
Chermside	1	3	4056
Chermside	1	4	3801
Chermside	1	5	1456
Chermside	1	6	551
Nundah	0	1	4213
Nundah	0	2	774
Nundah	0	3	171
Nundah	0	4	55
Nundah	0	5	18
Nundah	0	6	3
Nundah	1	2	4511
Nundah	1	3	2263
Nundah	1	4	1891
Nundah	1	5	722
Nundah	1	6	350
Sandgate	0	1	5587
Sandgate	0	2	673
Sandgate	0	3	142
Sandgate	0	4	27
Sandgate	0	5	7
Sandgate	0	6	3
Sandgate	1	2	6477
Sandgate	1	3	3675
Sandgate	1	4	3276
Sandgate	1	5	1231
Sandgate	1	6	596
Carindale	0	1	3896
Carindale	0	2	538
Carindale	0	3	234
Carindale	0	4	75
Carindale	0	5	23
Carindale	0	6	16
Carindale	1	2	5307
Carindale	1	3	2924
Carindale	1	4	3209
Carindale	1	5	1216
Carindale	1	6	485
Holland Park - Yeronga	0	1	7995
Holland Park - Yeronga	0	2	1692
Holland Park - Yeronga	0	3	755
Holland Park - Yeronga	0	4	295
Holland Park - Yeronga	0	5	94
Holland Park - Yeronga	0	6	42
Holland Park - Yeronga	1	2	7819
Holland Park - Yeronga	1	3	3590
Holland Park - Yeronga	1	4	3489
Holland Park - Yeronga	1	5	1295
Holland Park - Yeronga	1	6	455
Mt Gravatt	0	1	4617
Mt Gravatt	0	2	724
Mt Gravatt	0	3	438
Mt Gravatt	0	4	177
Mt Gravatt	0	5	106
Mt Gravatt	0	6	64
Mt Gravatt	1	2	6586
Mt Gravatt	1	3	4019
Mt Gravatt	1	4	4299
Mt Gravatt	1	5	1824
Mt Gravatt	1	6	1016
Nathan	0	1	3046
Nathan	0	2	548
Nathan	0	3	227
Nathan	0	4	137
Nathan	0	5	68
Nathan	0	6	40
Nathan	1	2	3728
Nathan	1	3	2067
Nathan	1	4	2279
Nathan	1	5	900
Nathan	1	6	426
Rocklea - Acacia Ridge	0	1	2547
Rocklea - Acacia Ridge	0	2	512
Rocklea - Acacia Ridge	0	3	173
Rocklea - Acacia Ridge	0	4	83
Rocklea - Acacia Ridge	0	5	23
Rocklea - Acacia Ridge	0	6	16
Rocklea - Acacia Ridge	1	2	4832
Rocklea - Acacia Ridge	1	3	3736
Rocklea - Acacia Ridge	1	4	3923
Rocklea - Acacia Ridge	1	5	1714
Rocklea - Acacia Ridge	1	6	1042
Sunnybank	0	1	2465
Sunnybank	0	2	425
Sunnybank	0	3	275
Sunnybank	0	4	207
Sunnybank	0	5	115
Sunnybank	0	6	61
Sunnybank	1	2	3885
Sunnybank	1	3	2777
Sunnybank	1	4	2812
Sunnybank	1	5	1397
Sunnybank	1	6	1065
Centenary	0	1	1677
Centenary	0	2	193
Centenary	0	3	49
Centenary	0	4	20
Centenary	0	5	3
Centenary	0	6	7
Centenary	1	2	3350
Centenary	1	3	2133
Centenary	1	4	2333
Centenary	1	5	894
Centenary	1	6	327
Kenmore - Brookfield - Moggill	0	1	1982
Kenmore - Brookfield - Moggill	0	2	220
Kenmore - Brookfield - Moggill	0	3	65
Kenmore - Brookfield - Moggill	0	4	46
Kenmore - Brookfield - Moggill	0	5	15
Kenmore - Brookfield - Moggill	0	6	3
Kenmore - Brookfield - Moggill	1	2	4392
Kenmore - Brookfield - Moggill	1	3	2571
Kenmore - Brookfield - Moggill	1	4	3470
Kenmore - Brookfield - Moggill	1	5	1451
Kenmore - Brookfield - Moggill	1	6	501
Sherwood - Indooroopilly	0	1	4320
Sherwood - Indooroopilly	0	2	1219
Sherwood - Indooroopilly	0	3	785
Sherwood - Indooroopilly	0	4	346
