SA3_NAME16	AgeStudent	students
Cairns - South	25+	3716
Innisfail - Cassowary Coast	0-4	243
Innisfail - Cassowary Coast	5-14	4052
Innisfail - Cassowary Coast	15-19	1112
Innisfail - Cassowary Coast	20-24	185
Innisfail - Cassowary Coast	25+	632
Port Douglas - Daintree	0-4	101
Port Douglas - Daintree	5-14	1075
Port Douglas - Daintree	15-19	278
Port Douglas - Daintree	20-24	52
Port Douglas - Daintree	25+	250
Tablelands (East) - Kuranda	0-4	325
Tablelands (East) - Kuranda	5-14	4628
Tablelands (East) - Kuranda	15-19	1371
Tablelands (East) - Kuranda	20-24	206
Tablelands (East) - Kuranda	25+	818
Darling Downs (West) - Maranoa	0-4	466
Darling Downs (West) - Maranoa	5-14	5373
Darling Downs (West) - Maranoa	15-19	1372
Darling Downs (West) - Maranoa	20-24	265
Darling Downs (West) - Maranoa	25+	883
Darling Downs - East	0-4	460
Darling Downs - East	5-14	5457
Darling Downs - East	15-19	1591
Darling Downs - East	20-24	296
Darling Downs - East	25+	857
Granite Belt	0-4	328
Granite Belt	5-14	4824
Granite Belt	15-19	1579
Granite Belt	20-24	266
Granite Belt	25+	825
Central Highlands (Qld)	0-4	396
Central Highlands (Qld)	5-14	3991
Central Highlands (Qld)	15-19	907
Central Highlands (Qld)	20-24	173
Central Highlands (Qld)	25+	703
Rockhampton	0-4	1031
Rockhampton	5-14	14442
Rockhampton	15-19	5056
Rockhampton	20-24	1473
Rockhampton	25+	3298
Biloela	0-4	157
Biloela	5-14	1883
Biloela	15-19	403
Biloela	20-24	100
Biloela	25+	308
Gladstone	0-4	682
Gladstone	5-14	8465
Gladstone	15-19	2359
Gladstone	20-24	520
Gladstone	25+	1698
Broadbeach - Burleigh	0-4	628
Broadbeach - Burleigh	5-14	5466
Broadbeach - Burleigh	15-19	2043
Broadbeach - Burleigh	20-24	1224
Broadbeach - Burleigh	25+	2395
Coolangatta	0-4	561
Coolangatta	5-14	5422
Coolangatta	15-19	2085
Coolangatta	20-24	841
Coolangatta	25+	1709
Gold Coast - North	0-4	617
Gold Coast - North	5-14	5587
Gold Coast - North	15-19	2302
Gold Coast - North	20-24	1520
Gold Coast - North	25+	2221
Gold Coast Hinterland	0-4	159
Gold Coast Hinterland	5-14	2186
Gold Coast Hinterland	15-19	751
Gold Coast Hinterland	20-24	191
Gold Coast Hinterland	25+	505
Mudgeeraba - Tallebudgera	0-4	488
Mudgeeraba - Tallebudgera	5-14	5102
Mudgeeraba - Tallebudgera	15-19	1792
Mudgeeraba - Tallebudgera	20-24	535
Mudgeeraba - Tallebudgera	25+	997
Nerang	0-4	946
Nerang	5-14	8622
Nerang	15-19	3087
Nerang	20-24	1039
Nerang	25+	2001
Ormeau - Oxenford	0-4	2008
Ormeau - Oxenford	5-14	17663
Ormeau - Oxenford	15-19	5760
Ormeau - Oxenford	20-24	1800
Ormeau - Oxenford	25+	3579
Robina	0-4	606
Robina	5-14	5439
Robina	15-19	2674
Robina	20-24	1633
Robina	25+	1983
Southport	0-4	534
Southport	5-14	5215
Southport	15-19	2850
Southport	20-24	2830
Southport	25+	2960
Surfers Paradise	0-4	289
Surfers Paradise	5-14	2754
Surfers Paradise	15-19	1374
Surfers Paradise	20-24	1373
Surfers Paradise	25+	2286
Forest Lake - Oxley	0-4	750
Forest Lake - Oxley	5-14	8676
Forest Lake - Oxley	15-19	3511
Forest Lake - Oxley	20-24	1764
Forest Lake - Oxley	25+	2848
Ipswich Hinterland	0-4	546
Ipswich Hinterland	5-14	7742
Ipswich Hinterland	15-19	2480
Ipswich Hinterland	20-24	642
Ipswich Hinterland	25+	1381
Ipswich Inner	0-4	1200
Ipswich Inner	5-14	13773
Ipswich Inner	15-19	4559
Ipswich Inner	20-24	1612
Ipswich Inner	25+	3518
Springfield - Redbank	0-4	1214
Springfield - Redbank	5-14	12823
Springfield - Redbank	15-19	4010
Springfield - Redbank	20-24	1476
Springfield - Redbank	25+	3240
Beaudesert	0-4	119
Beaudesert	5-14	1786
Beaudesert	15-19	548
Beaudesert	20-24	98
Beaudesert	25+	315
Beenleigh	0-4	520
Beenleigh	5-14	5086
Beenleigh	15-19	1611
Beenleigh	20-24	525
Beenleigh	25+	1168
Browns Plains	0-4	966
Browns Plains	5-14	11242
Browns Plains	15-19	3737
Browns Plains	20-24	1196
Browns Plains	25+	2152
Jimboomba	0-4	601
Jimboomba	5-14	7027
Jimboomba	15-19	2305
Jimboomba	20-24	539
Jimboomba	25+	1135
Loganlea - Carbrook	0-4	738
Loganlea - Carbrook	5-14	7426
Loganlea - Carbrook	15-19	2708
Loganlea - Carbrook	20-24	1021
Loganlea - Carbrook	25+	1833
Springwood - Kingston	0-4	887
Springwood - Kingston	5-14	10043
Springwood - Kingston	15-19	3529
Springwood - Kingston	20-24	1440
Springwood - Kingston	25+	2922
Bowen Basin - North	0-4	396
Bowen Basin - North	5-14	4149
Bowen Basin - North	15-19	924
Bowen Basin - North	20-24	164
Bowen Basin - North	25+	749
Mackay	0-4	1212
Mackay	5-14	14625
Mackay	15-19	4567
Mackay	20-24	1132
Mackay	25+	3002
Whitsunday	0-4	201
Whitsunday	5-14	2223
Whitsunday	15-19	564
Whitsunday	20-24	145
Whitsunday	25+	503
Bribie - Beachmere	0-4	239
Bribie - Beachmere	5-14	2961
Bribie - Beachmere	15-19	918
Bribie - Beachmere	20-24	228
Bribie - Beachmere	25+	689
Caboolture	0-4	847
Caboolture	5-14	9013
Caboolture	15-19	2775
Caboolture	20-24	887
Caboolture	25+	2014
Caboolture Hinterland	0-4	100
Caboolture Hinterland	5-14	1427
Caboolture Hinterland	15-19	410
Caboolture Hinterland	20-24	88
Caboolture Hinterland	25+	242
Narangba - Burpengary	0-4	694
Narangba - Burpengary	5-14	9082
Narangba - Burpengary	15-19	3246
Narangba - Burpengary	20-24	816
Narangba - Burpengary	25+	1656
Redcliffe	0-4	487
Redcliffe	5-14	6274
Redcliffe	15-19	2234
Redcliffe	20-24	626
Redcliffe	25+	1632
The Hills District	0-4	1121
The Hills District	5-14	12895
The Hills District	15-19	4891
The Hills District	20-24	1729
The Hills District	25+	2711
North Lakes	0-4	1087
North Lakes	5-14	10476
North Lakes	15-19	2981
North Lakes	20-24	1111
North Lakes	25+	2420
Strathpine	0-4	455
Strathpine	5-14	4758
Strathpine	15-19	1550
Strathpine	20-24	578
Strathpine	25+	1264
Far North	0-4	466
Far North	5-14	4705
Far North	15-19	863
Far North	20-24	123
Far North	25+	562
Outback - North	0-4	348
Outback - North	5-14	3747
Outback - North	15-19	748
Outback - North	20-24	181
Outback - North	25+	817
Outback - South	0-4	164
Outback - South	5-14	1944
Outback - South	15-19	420
Outback - South	20-24	145
Outback - South	25+	368
Buderim	0-4	608
Buderim	5-14	7150
Buderim	15-19	3027
Buderim	20-24	1382
Buderim	25+	2171
Caloundra	0-4	805
Caloundra	5-14	9536
Caloundra	15-19	3356
Caloundra	20-24	1032
Caloundra	25+	2312
Maroochy	0-4	439
Maroochy	5-14	5118
Maroochy	15-19	1878
Maroochy	20-24	996
Maroochy	25+	2131
Noosa	0-4	402
Noosa	5-14	4866
Noosa	15-19	1571
Noosa	20-24	342
Noosa	25+	1115
Sunshine Coast Hinterland	0-4	431
Sunshine Coast Hinterland	5-14	5956
Sunshine Coast Hinterland	15-19	2015
Sunshine Coast Hinterland	20-24	511
Sunshine Coast Hinterland	25+	1392
Nambour	0-4	451
Nambour	5-14	5328
Nambour	15-19	1599
Nambour	20-24	516
Nambour	25+	1364
Noosa Hinterland	0-4	190
Noosa Hinterland	5-14	2779
Noosa Hinterland	15-19	903
Noosa Hinterland	20-24	170
Noosa Hinterland	25+	544
Toowoomba	0-4	1566
Toowoomba	5-14	19051
Toowoomba	15-19	6931
Toowoomba	20-24	2944
Toowoomba	25+	5769
Charters Towers - Ayr - Ingham	0-4	356
Charters Towers - Ayr - Ingham	5-14	5108
Charters Towers - Ayr - Ingham	15-19	1667
Charters Towers - Ayr - Ingham	20-24	231
Charters Towers - Ayr - Ingham	25+	636
Townsville	0-4	2032
Townsville	5-14	22983
Townsville	15-19	8922
Townsville	20-24	4546
Townsville	25+	7414
Bundaberg	0-4	772
Bundaberg	5-14	10094
Bundaberg	15-19	3258
Bundaberg	20-24	753
Bundaberg	25+	2258
Burnett	0-4	381
Burnett	5-14	5787
Burnett	15-19	1597
Burnett	20-24	231
Burnett	25+	943
Gympie - Cooloola	0-4	407
Gympie - Cooloola	5-14	5713
Gympie - Cooloola	15-19	1729
Gympie - Cooloola	20-24	317
Gympie - Cooloola	25+	1110
Hervey Bay	0-4	518
Hervey Bay	5-14	6206
Hervey Bay	15-19	1983
Hervey Bay	20-24	378
Hervey Bay	25+	1498
Maryborough	0-4	336
Maryborough	5-14	4672
Maryborough	15-19	1479
Maryborough	20-24	262
Maryborough	25+	928
Migratory - Offshore - Shipping (Qld)	5-14	4
Migratory - Offshore - Shipping (Qld)	15-19	7
Migratory - Offshore - Shipping (Qld)	25+	3
No usual address (Qld)	0-4	25
No usual address (Qld)	5-14	353
No usual address (Qld)	15-19	131
No usual address (Qld)	20-24	169
No usual address (Qld)	25+	295
Adelaide City	0-4	85
Adelaide City	5-14	639
Adelaide City	15-19	1367
Adelaide City	20-24	3569
Adelaide City	25+	2088
Adelaide Hills	0-4	788
Adelaide Hills	5-14	9249
Adelaide Hills	15-19	3886
Adelaide Hills	20-24	1515
Adelaide Hills	25+	2211
Burnside	0-4	518
Burnside	5-14	5307
Burnside	15-19	2818
Burnside	20-24	1671
Burnside	25+	1852
Campbelltown (SA)	0-4	536
Campbelltown (SA)	5-14	5245
Campbelltown (SA)	15-19	2614
Campbelltown (SA)	20-24	1675
Campbelltown (SA)	25+	2101
Norwood - Payneham - St Peters	0-4	376
Norwood - Payneham - St Peters	5-14	3173
Norwood - Payneham - St Peters	15-19	1683
Norwood - Payneham - St Peters	20-24	1582
Norwood - Payneham - St Peters	25+	2045
Prospect - Walkerville	0-4	334
Prospect - Walkerville	5-14	2932
Prospect - Walkerville	15-19	1365
Prospect - Walkerville	20-24	1223
Prospect - Walkerville	25+	1305
Unley	0-4	443
Unley	5-14	3996
Unley	15-19	1881
Unley	20-24	1552
Unley	25+	2051
Gawler - Two Wells	0-4	345
Gawler - Two Wells	5-14	4246
Gawler - Two Wells	15-19	1719
Gawler - Two Wells	20-24	583
Gawler - Two Wells	25+	919
Playford	0-4	1174
Playford	5-14	11376
Playford	15-19	4198
Playford	20-24	1602
Playford	25+	3046
Port Adelaide - East	0-4	777
Port Adelaide - East	5-14	6709
Port Adelaide - East	15-19	2897
Port Adelaide - East	20-24	2214
Port Adelaide - East	25+	3596
Salisbury	0-4	1466
Salisbury	5-14	15964
Salisbury	15-19	6398
Salisbury	20-24	3326
Salisbury	25+	5375
Tea Tree Gully	0-4	919
Tea Tree Gully	5-14	10516
Tea Tree Gully	15-19	4672
Tea Tree Gully	20-24	2077
Tea Tree Gully	25+	3150
Holdfast Bay	0-4	290
Holdfast Bay	5-14	2904
Holdfast Bay	15-19	1428
Holdfast Bay	20-24	980
Holdfast Bay	25+	1308
Marion	0-4	924
Marion	5-14	8721
Marion	15-19	4080
Marion	20-24	2929
Marion	25+	4318
Mitcham	0-4	728
Mitcham	5-14	7477
Mitcham	15-19	3570
Mitcham	20-24	2360
Mitcham	25+	3088
Onkaparinga	0-4	1739
Onkaparinga	5-14	19474
Onkaparinga	15-19	7947
Onkaparinga	20-24	3135
Onkaparinga	25+	5274
Charles Sturt	0-4	1037
Charles Sturt	5-14	10292
Charles Sturt	15-19	4813
Charles Sturt	20-24	3141
Charles Sturt	25+	4227
Port Adelaide - West	0-4	547
Port Adelaide - West	5-14	5508
Port Adelaide - West	15-19	2632
Port Adelaide - West	20-24	1397
Port Adelaide - West	25+	2402
West Torrens	0-4	606
West Torrens	5-14	5268
West Torrens	15-19	2760
West Torrens	20-24	2640
West Torrens	25+	3354
Barossa	0-4	377
Barossa	5-14	4389
Barossa	15-19	1601
Barossa	20-24	438
Barossa	25+	824
Lower North	0-4	243
Lower North	5-14	2518
Lower North	15-19	848
Lower North	20-24	133
Lower North	25+	427
Mid North	0-4	237
Mid North	5-14	2907
Mid North	15-19	1147
Mid North	20-24	175
Mid North	25+	489
Yorke Peninsula	0-4	183
Yorke Peninsula	5-14	2380
Yorke Peninsula	15-19	825
Yorke Peninsula	20-24	107
Yorke Peninsula	25+	346
Eyre Peninsula and South West	0-4	628
Eyre Peninsula and South West	5-14	6576
Eyre Peninsula and South West	15-19	2164
Eyre Peninsula and South West	20-24	411
Eyre Peninsula and South West	25+	1292
Outback - North and East	0-4	305
Outback - North and East	5-14	2821
Outback - North and East	15-19	734
Outback - North and East	20-24	171
Outback - North and East	25+	579
Fleurieu - Kangaroo Island	0-4	378
Fleurieu - Kangaroo Island	5-14	4761
Fleurieu - Kangaroo Island	15-19	1670
Fleurieu - Kangaroo Island	20-24	347
Fleurieu - Kangaroo Island	25+	1008
Limestone Coast	0-4	645
Limestone Coast	5-14	7809
Limestone Coast	15-19	2661
Limestone Coast	20-24	579
Limestone Coast	25+	1341
Murray and Mallee	0-4	601
Murray and Mallee	5-14	7294
Murray and Mallee	15-19	2785
Murray and Mallee	20-24	541
Murray and Mallee	25+	1269
No usual address (SA)	0-4	11
No usual address (SA)	5-14	90
No usual address (SA)	15-19	85
No usual address (SA)	20-24	42
No usual address (SA)	25+	97
Augusta - Margaret River - Busselton	0-4	646
Augusta - Margaret River - Busselton	5-14	6562
Augusta - Margaret River - Busselton	15-19	1946
Augusta - Margaret River - Busselton	20-24	279
Augusta - Margaret River - Busselton	25+	1234
Bunbury	0-4	1259
Bunbury	5-14	13055
Bunbury	15-19	4485
Bunbury	20-24	756
Bunbury	25+	2385
Manjimup	0-4	238
Manjimup	5-14	2624
Manjimup	15-19	796
Manjimup	20-24	99
Manjimup	25+	356
Mandurah	0-4	1108
Mandurah	5-14	10976
Mandurah	15-19	3920
Mandurah	20-24	1125
Mandurah	25+	2241
Cottesloe - Claremont	0-4	840
Cottesloe - Claremont	5-14	8911
Cottesloe - Claremont	15-19	4976
Cottesloe - Claremont	20-24	3672
Cottesloe - Claremont	25+	2936
Perth City	0-4	1024
Perth City	5-14	7804
Perth City	15-19	3221
Perth City	20-24	3555
Perth City	25+	6700
Bayswater - Bassendean	0-4	915
Bayswater - Bassendean	5-14	7601
Bayswater - Bassendean	15-19	3098
Bayswater - Bassendean	20-24	1998
Bayswater - Bassendean	25+	3535
Mundaring	0-4	471
Mundaring	5-14	4869
Mundaring	15-19	1980
Mundaring	20-24	557
Mundaring	25+	1026
Swan	0-4	1795
Swan	5-14	16628
Swan	15-19	6290
Swan	20-24	2428
Swan	25+	4125
Joondalup	0-4	2115
Joondalup	5-14	19768
Joondalup	15-19	8655
Joondalup	20-24	4052
Joondalup	25+	4738
Stirling	0-4	2434
Stirling	5-14	19043
Stirling	15-19	7964
Stirling	20-24	5052
Stirling	25+	8741
Wanneroo	0-4	2979
Wanneroo	5-14	25848
Wanneroo	15-19	9873
Wanneroo	20-24	3834
Wanneroo	25+	5976
Armadale	0-4	1313
Armadale	5-14	9819
Armadale	15-19	3300
Armadale	20-24	1304
Armadale	25+	2722
Belmont - Victoria Park	0-4	751
Belmont - Victoria Park	5-14	5568
Belmont - Victoria Park	15-19	2207
Belmont - Victoria Park	20-24	2496
Belmont - Victoria Park	25+	4054
Canning	0-4	999
Canning	5-14	10192
Canning	15-19	5472
Canning	20-24	4886
Canning	25+	5113
Gosnells	0-4	1678
Gosnells	5-14	14626
Gosnells	15-19	5761
Gosnells	20-24	2814
Gosnells	25+	4327
Kalamunda	0-4	728
Kalamunda	5-14	7162
Kalamunda	15-19	2915
Kalamunda	20-24	960
Kalamunda	25+	1520
Serpentine - Jarrahdale	0-4	431
Serpentine - Jarrahdale	5-14	3679
Serpentine - Jarrahdale	15-19	1139
Serpentine - Jarrahdale	20-24	320
Serpentine - Jarrahdale	25+	641
South Perth	0-4	426
South Perth	5-14	3839
South Perth	15-19	2284
South Perth	20-24	2073
South Perth	25+	2316
Cockburn	0-4	1519
Cockburn	5-14	12152
Cockburn	15-19	4619
Cockburn	20-24	2236
Cockburn	25+	3636
Fremantle	0-4	369
Fremantle	5-14	3323
Fremantle	15-19	1398
Fremantle	20-24	839
Fremantle	25+	1736
Kwinana	0-4	602
Kwinana	5-14	4716
Kwinana	15-19	1491
Kwinana	20-24	654
Kwinana	25+	1303
Melville	0-4	1221
Melville	5-14	11513
Melville	15-19	5784
Melville	20-24	3479
Melville	25+	3777
Rockingham	0-4	1829
Rockingham	5-14	16901
Rockingham	15-19	5629
Rockingham	20-24	1710
Rockingham	25+	3437
Albany	0-4	580
Albany	5-14	6945
Albany	15-19	2231
Albany	20-24	351
Albany	25+	1227
Wheat Belt - North	0-4	607
Wheat Belt - North	5-14	6064
Wheat Belt - North	15-19	1739
Wheat Belt - North	20-24	363
Wheat Belt - North	25+	925
Wheat Belt - South	0-4	223
Wheat Belt - South	5-14	2299
Wheat Belt - South	15-19	548
Wheat Belt - South	20-24	70
Wheat Belt - South	25+	330
Kimberley	0-4	473
Kimberley	5-14	4392
Kimberley	15-19	896
Kimberley	20-24	164
Kimberley	25+	918
East Pilbara	0-4	296
East Pilbara	5-14	2501
East Pilbara	15-19	555
East Pilbara	20-24	135
East Pilbara	25+	759
West Pilbara	0-4	533
West Pilbara	5-14	3743
West Pilbara	15-19	785
West Pilbara	20-24	145
West Pilbara	25+	956
Esperance	0-4	164
Esperance	5-14	1922
Esperance	15-19	631
Esperance	20-24	75
Esperance	25+	257
Gascoyne	0-4	106
Gascoyne	5-14	1043
Gascoyne	15-19	200
Gascoyne	20-24	30
Gascoyne	25+	169
Goldfields	0-4	561
Goldfields	5-14	4790
Goldfields	15-19	1268
Goldfields	20-24	312
Goldfields	25+	1091
Mid West	0-4	606
Mid West	5-14	6467
Mid West	15-19	2070
Mid West	20-24	342
Mid West	25+	1154
Migratory - Offshore - Shipping (WA)	25+	12
No usual address (WA)	0-4	17
No usual address (WA)	5-14	186
No usual address (WA)	15-19	53
No usual address (WA)	20-24	67
No usual address (WA)	25+	145
Brighton	0-4	171
Brighton	5-14	2302
Brighton	15-19	806
Brighton	20-24	164
Brighton	25+	332
Hobart - North East	0-4	503
Hobart - North East	5-14	5999
Hobart - North East	15-19	2300
Hobart - North East	20-24	824
Hobart - North East	25+	1638
Hobart - North West	0-4	461
Hobart - North West	5-14	5895
Hobart - North West	15-19	2332
Hobart - North West	20-24	779
Hobart - North West	25+	1733
Hobart - South and West	0-4	327
Hobart - South and West	5-14	4367
Hobart - South and West	15-19	1644
Hobart - South and West	20-24	603
Hobart - South and West	25+	1275
Hobart Inner	0-4	433
Hobart Inner	5-14	4678
Hobart Inner	15-19	2492
Hobart Inner	20-24	2732
Hobart Inner	25+	3533
Sorell - Dodges Ferry	0-4	148
Sorell - Dodges Ferry	5-14	1804
Sorell - Dodges Ferry	15-19	646
Sorell - Dodges Ferry	20-24	182
Sorell - Dodges Ferry	25+	405
Launceston	0-4	796
Launceston	5-14	8905
Launceston	15-19	3935
Launceston	20-24	2093
Launceston	25+	3155
Meander Valley - West Tamar	0-4	173
Meander Valley - West Tamar	5-14	2452
Meander Valley - West Tamar	15-19	941
Meander Valley - West Tamar	20-24	156
Meander Valley - West Tamar	25+	512
North East	0-4	277
North East	5-14	3879
North East	15-19	1325
North East	20-24	248
North East	25+	704
Central Highlands (Tas.)	0-4	79
Central Highlands (Tas.)	5-14	1302
Central Highlands (Tas.)	15-19	453
Central Highlands (Tas.)	20-24	63
Central Highlands (Tas.)	25+	216
Huon - Bruny Island	0-4	129
Huon - Bruny Island	5-14	2079
Huon - Bruny Island	15-19	751
Huon - Bruny Island	20-24	136
Huon - Bruny Island	25+	525
South East Coast	0-4	38
South East Coast	5-14	528
South East Coast	15-19	124
South East Coast	20-24	21
South East Coast	25+	90
Burnie - Ulverstone	0-4	392
Burnie - Ulverstone	5-14	5158
Burnie - Ulverstone	15-19	2113
Burnie - Ulverstone	20-24	449
Burnie - Ulverstone	25+	1124
Devonport	0-4	366
Devonport	5-14	4923
Devonport	15-19	1853
Devonport	20-24	358
Devonport	25+	1049
West Coast	0-4	157
West Coast	5-14	2004
West Coast	15-19	575
West Coast	20-24	115
West Coast	25+	314
Migratory - Offshore - Shipping (Tas.)	20-24	3
Migratory - Offshore - Shipping (Tas.)	25+	3
No usual address (Tas.)	0-4	11
No usual address (Tas.)	5-14	33
No usual address (Tas.)	15-19	28
No usual address (Tas.)	20-24	9
No usual address (Tas.)	25+	28
Darwin City	0-4	231
Darwin City	5-14	1952
Darwin City	15-19	633
Darwin City	20-24	393
Darwin City	25+	1454
Darwin Suburbs	0-4	747
Darwin Suburbs	5-14	6214
Darwin Suburbs	15-19	2233
Darwin Suburbs	20-24	1020
Darwin Suburbs	25+	3071
Litchfield	0-4	234
Litchfield	5-14	2424
Litchfield	15-19	774
Litchfield	20-24	199
Litchfield	25+	630
Palmerston	0-4	611
Palmerston	5-14	4630
Palmerston	15-19	1256
Palmerston	20-24	434
Palmerston	25+	1496
Alice Springs	0-4	541
Alice Springs	5-14	4410
Alice Springs	15-19	1091
Alice Springs	20-24	238
Alice Springs	25+	1421
Barkly	0-4	97
Barkly	5-14	773
Barkly	15-19	112
Barkly	20-24	23
Barkly	25+	123
Daly - Tiwi - West Arnhem	0-4	292
Daly - Tiwi - West Arnhem	5-14	2198
Daly - Tiwi - West Arnhem	15-19	420
Daly - Tiwi - West Arnhem	20-24	37
Daly - Tiwi - West Arnhem	25+	245
East Arnhem	0-4	259
East Arnhem	5-14	2140
East Arnhem	15-19	516
East Arnhem	20-24	60
East Arnhem	25+	322
Katherine	0-4	338
Katherine	5-14	2497
Katherine	15-19	520
Katherine	20-24	91
Katherine	25+	435
Migratory - Offshore - Shipping (NT)	5-14	3
Migratory - Offshore - Shipping (NT)	25+	3
No usual address (NT)	0-4	4
No usual address (NT)	5-14	84
No usual address (NT)	15-19	18
No usual address (NT)	20-24	21
No usual address (NT)	25+	33
Belconnen	0-4	1149
Belconnen	5-14	10812
Belconnen	15-19	4295
Belconnen	20-24	4327
Belconnen	25+	5628
Canberra East	0-4	12
Canberra East	5-14	62
Canberra East	15-19	38
Canberra East	20-24	19
Canberra East	25+	30
Gungahlin	0-4	1185
Gungahlin	5-14	9766
Gungahlin	15-19	3540
Gungahlin	20-24	2384
Gungahlin	25+	4234
North Canberra	0-4	422
North Canberra	5-14	3961
North Canberra	15-19	3425
North Canberra	20-24	5414
North Canberra	25+	4848
South Canberra	0-4	304
South Canberra	5-14	2515
South Canberra	15-19	1230
South Canberra	20-24	621
South Canberra	25+	1709
Tuggeranong	0-4	938
Tuggeranong	5-14	10256
Tuggeranong	15-19	4500
Tuggeranong	20-24	1965
Tuggeranong	25+	3195
Weston Creek	0-4	292
Weston Creek	5-14	2949
Weston Creek	15-19	993
Weston Creek	20-24	428
Weston Creek	25+	982
Woden Valley	0-4	350
Woden Valley	5-14	4039
Woden Valley	15-19	1680
Woden Valley	20-24	863
Woden Valley	25+	1754
Molonglo	0-4	70
Molonglo	5-14	507
Molonglo	15-19	125
Molonglo	20-24	140
Molonglo	25+	306
Urriarra - Namadgi	0-4	9
Urriarra - Namadgi	5-14	78
Urriarra - Namadgi	15-19	30
Urriarra - Namadgi	20-24	13
Urriarra - Namadgi	25+	24
No usual address (ACT)	0-4	5
No usual address (ACT)	5-14	20
No usual address (ACT)	15-19	16
No usual address (ACT)	20-24	29
No usual address (ACT)	25+	42
Christmas Island	0-4	30
Christmas Island	5-14	177
Christmas Island	15-19	43
Christmas Island	20-24	4
Christmas Island	25+	42
Cocos (Keeling) Islands	0-4	9
Cocos (Keeling) Islands	5-14	59
Cocos (Keeling) Islands	15-19	12
Cocos (Keeling) Islands	25+	17
Jervis Bay	0-4	3
Jervis Bay	5-14	36
Jervis Bay	15-19	16
Jervis Bay	20-24	4
Jervis Bay	25+	10
Norfolk Island	0-4	29
Norfolk Island	5-14	192
Norfolk Island	15-19	56
Norfolk Island	20-24	3
Norfolk Island	25+	24
No usual address (OT)	5-14	3
