SA3_NAME16	Age	HoursHousekeeping	Sex	adults
Queanbeyan	55-64	30+	F	462
Queanbeyan	55-64	30+	M	193
Queanbeyan	65-74		F	241
Queanbeyan	65-74		M	267
Queanbeyan	65-74	0	F	347
Queanbeyan	65-74	0	M	510
Queanbeyan	65-74	<5	F	155
Queanbeyan	65-74	<5	M	382
Queanbeyan	65-74	5-14	F	532
Queanbeyan	65-74	5-14	M	625
Queanbeyan	65-74	15-29	F	465
Queanbeyan	65-74	15-29	M	297
Queanbeyan	65-74	30+	F	416
Queanbeyan	65-74	30+	M	195
Queanbeyan	75-84		F	157
Queanbeyan	75-84		M	134
Queanbeyan	75-84	0	F	265
Queanbeyan	75-84	0	M	276
Queanbeyan	75-84	<5	F	102
Queanbeyan	75-84	<5	M	122
Queanbeyan	75-84	5-14	F	190
Queanbeyan	75-84	5-14	M	207
Queanbeyan	75-84	15-29	F	142
Queanbeyan	75-84	15-29	M	125
Queanbeyan	75-84	30+	F	137
Queanbeyan	75-84	30+	M	65
Queanbeyan	85+		F	69
Queanbeyan	85+		M	38
Queanbeyan	85+	0	F	211
Queanbeyan	85+	0	M	107
Queanbeyan	85+	<5	F	48
Queanbeyan	85+	<5	M	39
Queanbeyan	85+	5-14	F	60
Queanbeyan	85+	5-14	M	33
Queanbeyan	85+	15-29	F	34
Queanbeyan	85+	15-29	M	22
Queanbeyan	85+	30+	F	25
Queanbeyan	85+	30+	M	13
Snowy Mountains	15-19		F	70
Snowy Mountains	15-19		M	89
Snowy Mountains	15-19	0	F	127
Snowy Mountains	15-19	0	M	177
Snowy Mountains	15-19	<5	F	232
Snowy Mountains	15-19	<5	M	258
Snowy Mountains	15-19	5-14	F	73
Snowy Mountains	15-19	5-14	M	65
Snowy Mountains	15-19	15-29	F	9
Snowy Mountains	15-19	15-29	M	5
Snowy Mountains	15-19	30+	F	5
Snowy Mountains	15-19	30+	M	4
Snowy Mountains	20-24		F	48
Snowy Mountains	20-24		M	86
Snowy Mountains	20-24	0	F	91
Snowy Mountains	20-24	0	M	162
Snowy Mountains	20-24	<5	F	163
Snowy Mountains	20-24	<5	M	224
Snowy Mountains	20-24	5-14	F	108
Snowy Mountains	20-24	5-14	M	89
Snowy Mountains	20-24	15-29	F	26
Snowy Mountains	20-24	15-29	M	10
Snowy Mountains	20-24	30+	F	28
Snowy Mountains	20-24	30+	M	10
Snowy Mountains	25-34		F	91
Snowy Mountains	25-34		M	187
Snowy Mountains	25-34	0	F	74
Snowy Mountains	25-34	0	M	194
Snowy Mountains	25-34	<5	F	207
Snowy Mountains	25-34	<5	M	378
Snowy Mountains	25-34	5-14	F	338
Snowy Mountains	25-34	5-14	M	298
Snowy Mountains	25-34	15-29	F	147
Snowy Mountains	25-34	15-29	M	51
Snowy Mountains	25-34	30+	F	162
Snowy Mountains	25-34	30+	M	30
Snowy Mountains	35-44		F	97
Snowy Mountains	35-44		M	170
Snowy Mountains	35-44	0	F	66
Snowy Mountains	35-44	0	M	163
Snowy Mountains	35-44	<5	F	100
Snowy Mountains	35-44	<5	M	344
Snowy Mountains	35-44	5-14	F	405
Snowy Mountains	35-44	5-14	M	364
Snowy Mountains	35-44	15-29	F	252
Snowy Mountains	35-44	15-29	M	96
Snowy Mountains	35-44	30+	F	214
Snowy Mountains	35-44	30+	M	56
Snowy Mountains	45-54		F	141
Snowy Mountains	45-54		M	189
Snowy Mountains	45-54	0	F	91
Snowy Mountains	45-54	0	M	217
Snowy Mountains	45-54	<5	F	183
Snowy Mountains	45-54	<5	M	414
Snowy Mountains	45-54	5-14	F	549
Snowy Mountains	45-54	5-14	M	451
Snowy Mountains	45-54	15-29	F	303
Snowy Mountains	45-54	15-29	M	122
Snowy Mountains	45-54	30+	F	192
Snowy Mountains	45-54	30+	M	56
Snowy Mountains	55-64		F	111
Snowy Mountains	55-64		M	154
Snowy Mountains	55-64	0	F	136
Snowy Mountains	55-64	0	M	304
Snowy Mountains	55-64	<5	F	144
Snowy Mountains	55-64	<5	M	342
Snowy Mountains	55-64	5-14	F	449
Snowy Mountains	55-64	5-14	M	416
Snowy Mountains	55-64	15-29	F	278
Snowy Mountains	55-64	15-29	M	149
Snowy Mountains	55-64	30+	F	205
Snowy Mountains	55-64	30+	M	79
Snowy Mountains	65-74		F	143
Snowy Mountains	65-74		M	153
Snowy Mountains	65-74	0	F	180
Snowy Mountains	65-74	0	M	269
Snowy Mountains	65-74	<5	F	57
Snowy Mountains	65-74	<5	M	185
Snowy Mountains	65-74	5-14	F	220
Snowy Mountains	65-74	5-14	M	299
Snowy Mountains	65-74	15-29	F	233
Snowy Mountains	65-74	15-29	M	123
Snowy Mountains	65-74	30+	F	222
Snowy Mountains	65-74	30+	M	111
Snowy Mountains	75-84		F	121
Snowy Mountains	75-84		M	116
Snowy Mountains	75-84	0	F	136
Snowy Mountains	75-84	0	M	147
Snowy Mountains	75-84	<5	F	54
Snowy Mountains	75-84	<5	M	83
Snowy Mountains	75-84	5-14	F	78
Snowy Mountains	75-84	5-14	M	105
Snowy Mountains	75-84	15-29	F	68
Snowy Mountains	75-84	15-29	M	52
Snowy Mountains	75-84	30+	F	97
Snowy Mountains	75-84	30+	M	51
Snowy Mountains	85+		F	80
Snowy Mountains	85+		M	45
Snowy Mountains	85+	0	F	100
Snowy Mountains	85+	0	M	67
Snowy Mountains	85+	<5	F	39
Snowy Mountains	85+	<5	M	20
Snowy Mountains	85+	5-14	F	32
Snowy Mountains	85+	5-14	M	21
Snowy Mountains	85+	15-29	F	13
Snowy Mountains	85+	15-29	M	7
Snowy Mountains	85+	30+	F	12
Snowy Mountains	85+	30+	M	7
South Coast	15-19		F	249
South Coast	15-19		M	273
South Coast	15-19	0	F	488
South Coast	15-19	0	M	651
South Coast	15-19	<5	F	797
South Coast	15-19	<5	M	735
South Coast	15-19	5-14	F	195
South Coast	15-19	5-14	M	132
South Coast	15-19	15-29	F	36
South Coast	15-19	15-29	M	20
South Coast	15-19	30+	F	12
South Coast	15-19	30+	M	18
South Coast	20-24		F	110
South Coast	20-24		M	124
South Coast	20-24	0	F	191
South Coast	20-24	0	M	383
South Coast	20-24	<5	F	338
South Coast	20-24	<5	M	480
South Coast	20-24	5-14	F	326
South Coast	20-24	5-14	M	219
South Coast	20-24	15-29	F	111
South Coast	20-24	15-29	M	44
South Coast	20-24	30+	F	108
South Coast	20-24	30+	M	27
South Coast	25-34		F	221
South Coast	25-34		M	246
South Coast	25-34	0	F	230
South Coast	25-34	0	M	518
South Coast	25-34	<5	F	398
South Coast	25-34	<5	M	707
South Coast	25-34	5-14	F	745
South Coast	25-34	5-14	M	734
South Coast	25-34	15-29	F	439
South Coast	25-34	15-29	M	198
South Coast	25-34	30+	F	569
South Coast	25-34	30+	M	102
South Coast	35-44		F	271
South Coast	35-44		M	291
South Coast	35-44	0	F	249
South Coast	35-44	0	M	516
South Coast	35-44	<5	F	317
South Coast	35-44	<5	M	774
South Coast	35-44	5-14	F	1068
South Coast	35-44	5-14	M	984
South Coast	35-44	15-29	F	800
South Coast	35-44	15-29	M	327
South Coast	35-44	30+	F	760
South Coast	35-44	30+	M	187
South Coast	45-54		F	388
South Coast	45-54		M	458
South Coast	45-54	0	F	441
South Coast	45-54	0	M	774
South Coast	45-54	<5	F	594
South Coast	45-54	<5	M	1064
South Coast	45-54	5-14	F	1742
South Coast	45-54	5-14	M	1462
South Coast	45-54	15-29	F	1064
South Coast	45-54	15-29	M	480
South Coast	45-54	30+	F	636
South Coast	45-54	30+	M	235
South Coast	55-64		F	543
South Coast	55-64		M	575
South Coast	55-64	0	F	791
South Coast	55-64	0	M	1131
South Coast	55-64	<5	F	648
South Coast	55-64	<5	M	1240
South Coast	55-64	5-14	F	2127
South Coast	55-64	5-14	M	2038
South Coast	55-64	15-29	F	1570
South Coast	55-64	15-29	M	798
South Coast	55-64	30+	F	1060
South Coast	55-64	30+	M	449
South Coast	65-74		F	668
South Coast	65-74		M	659
South Coast	65-74	0	F	929
South Coast	65-74	0	M	1182
South Coast	65-74	<5	F	332
South Coast	65-74	<5	M	791
South Coast	65-74	5-14	F	1253
South Coast	65-74	5-14	M	1625
South Coast	65-74	15-29	F	1326
South Coast	65-74	15-29	M	989
South Coast	65-74	30+	F	1271
South Coast	65-74	30+	M	671
South Coast	75-84		F	596
South Coast	75-84		M	511
South Coast	75-84	0	F	781
South Coast	75-84	0	M	793
South Coast	75-84	<5	F	186
South Coast	75-84	<5	M	322
South Coast	75-84	5-14	F	468
South Coast	75-84	5-14	M	577
South Coast	75-84	15-29	F	427
South Coast	75-84	15-29	M	390
South Coast	75-84	30+	F	549
South Coast	75-84	30+	M	316
South Coast	85+		F	353
South Coast	85+		M	211
South Coast	85+	0	F	641
South Coast	85+	0	M	349
South Coast	85+	<5	F	119
South Coast	85+	<5	M	105
South Coast	85+	5-14	F	146
South Coast	85+	5-14	M	119
South Coast	85+	15-29	F	107
South Coast	85+	15-29	M	84
South Coast	85+	30+	F	97
South Coast	85+	30+	M	66
Goulburn - Mulwaree	15-19		F	113
Goulburn - Mulwaree	15-19		M	148
Goulburn - Mulwaree	15-19	0	F	329
Goulburn - Mulwaree	15-19	0	M	434
Goulburn - Mulwaree	15-19	<5	F	424
Goulburn - Mulwaree	15-19	<5	M	417
Goulburn - Mulwaree	15-19	5-14	F	106
Goulburn - Mulwaree	15-19	5-14	M	76
Goulburn - Mulwaree	15-19	15-29	F	16
Goulburn - Mulwaree	15-19	15-29	M	7
Goulburn - Mulwaree	15-19	30+	F	17
Goulburn - Mulwaree	15-19	30+	M	4
Goulburn - Mulwaree	20-24		F	63
Goulburn - Mulwaree	20-24		M	157
Goulburn - Mulwaree	20-24	0	F	172
Goulburn - Mulwaree	20-24	0	M	353
Goulburn - Mulwaree	20-24	<5	F	244
Goulburn - Mulwaree	20-24	<5	M	350
Goulburn - Mulwaree	20-24	5-14	F	207
Goulburn - Mulwaree	20-24	5-14	M	168
Goulburn - Mulwaree	20-24	15-29	F	66
Goulburn - Mulwaree	20-24	15-29	M	34
Goulburn - Mulwaree	20-24	30+	F	66
Goulburn - Mulwaree	20-24	30+	M	11
Goulburn - Mulwaree	25-34		F	157
Goulburn - Mulwaree	25-34		M	365
Goulburn - Mulwaree	25-34	0	F	217
Goulburn - Mulwaree	25-34	0	M	401
Goulburn - Mulwaree	25-34	<5	F	271
Goulburn - Mulwaree	25-34	<5	M	578
Goulburn - Mulwaree	25-34	5-14	F	580
Goulburn - Mulwaree	25-34	5-14	M	488
Goulburn - Mulwaree	25-34	15-29	F	352
Goulburn - Mulwaree	25-34	15-29	M	111
Goulburn - Mulwaree	25-34	30+	F	420
Goulburn - Mulwaree	25-34	30+	M	66
Goulburn - Mulwaree	35-44		F	142
Goulburn - Mulwaree	35-44		M	343
Goulburn - Mulwaree	35-44	0	F	154
Goulburn - Mulwaree	35-44	0	M	317
Goulburn - Mulwaree	35-44	<5	F	167
Goulburn - Mulwaree	35-44	<5	M	572
Goulburn - Mulwaree	35-44	5-14	F	677
Goulburn - Mulwaree	35-44	5-14	M	643
Goulburn - Mulwaree	35-44	15-29	F	434
Goulburn - Mulwaree	35-44	15-29	M	159
Goulburn - Mulwaree	35-44	30+	F	433
Goulburn - Mulwaree	35-44	30+	M	90
Goulburn - Mulwaree	45-54		F	195
Goulburn - Mulwaree	45-54		M	318
Goulburn - Mulwaree	45-54	0	F	248
Goulburn - Mulwaree	45-54	0	M	458
Goulburn - Mulwaree	45-54	<5	F	232
Goulburn - Mulwaree	45-54	<5	M	606
Goulburn - Mulwaree	45-54	5-14	F	864
Goulburn - Mulwaree	45-54	5-14	M	777
Goulburn - Mulwaree	45-54	15-29	F	543
Goulburn - Mulwaree	45-54	15-29	M	223
Goulburn - Mulwaree	45-54	30+	F	377
Goulburn - Mulwaree	45-54	30+	M	92
Goulburn - Mulwaree	55-64		F	197
Goulburn - Mulwaree	55-64		M	233
Goulburn - Mulwaree	55-64	0	F	353
Goulburn - Mulwaree	55-64	0	M	552
Goulburn - Mulwaree	55-64	<5	F	229
Goulburn - Mulwaree	55-64	<5	M	555
Goulburn - Mulwaree	55-64	5-14	F	763
Goulburn - Mulwaree	55-64	5-14	M	716
Goulburn - Mulwaree	55-64	15-29	F	518
Goulburn - Mulwaree	55-64	15-29	M	239
Goulburn - Mulwaree	55-64	30+	F	409
Goulburn - Mulwaree	55-64	30+	M	144
Goulburn - Mulwaree	65-74		F	245
Goulburn - Mulwaree	65-74		M	284
Goulburn - Mulwaree	65-74	0	F	395
Goulburn - Mulwaree	65-74	0	M	533
Goulburn - Mulwaree	65-74	<5	F	145
Goulburn - Mulwaree	65-74	<5	M	358
Goulburn - Mulwaree	65-74	5-14	F	418
Goulburn - Mulwaree	65-74	5-14	M	496
Goulburn - Mulwaree	65-74	15-29	F	401
Goulburn - Mulwaree	65-74	15-29	M	256
Goulburn - Mulwaree	65-74	30+	F	413
Goulburn - Mulwaree	65-74	30+	M	154
Goulburn - Mulwaree	75-84		F	246
Goulburn - Mulwaree	75-84		M	184
Goulburn - Mulwaree	75-84	0	F	322
Goulburn - Mulwaree	75-84	0	M	318
Goulburn - Mulwaree	75-84	<5	F	103
Goulburn - Mulwaree	75-84	<5	M	142
Goulburn - Mulwaree	75-84	5-14	F	195
Goulburn - Mulwaree	75-84	5-14	M	191
Goulburn - Mulwaree	75-84	15-29	F	157
Goulburn - Mulwaree	75-84	15-29	M	113
Goulburn - Mulwaree	75-84	30+	F	164
Goulburn - Mulwaree	75-84	30+	M	104
Goulburn - Mulwaree	85+		F	196
Goulburn - Mulwaree	85+		M	71
Goulburn - Mulwaree	85+	0	F	191
Goulburn - Mulwaree	85+	0	M	111
Goulburn - Mulwaree	85+	<5	F	51
Goulburn - Mulwaree	85+	<5	M	47
Goulburn - Mulwaree	85+	5-14	F	68
Goulburn - Mulwaree	85+	5-14	M	56
Goulburn - Mulwaree	85+	15-29	F	36
Goulburn - Mulwaree	85+	15-29	M	21
Goulburn - Mulwaree	85+	30+	F	28
Goulburn - Mulwaree	85+	30+	M	13
Young - Yass	15-19		F	159
Young - Yass	15-19		M	159
Young - Yass	15-19	0	F	291
Young - Yass	15-19	0	M	386
Young - Yass	15-19	<5	F	518
Young - Yass	15-19	<5	M	439
Young - Yass	15-19	5-14	F	138
Young - Yass	15-19	5-14	M	90
Young - Yass	15-19	15-29	F	19
Young - Yass	15-19	15-29	M	14
Young - Yass	15-19	30+	F	16
Young - Yass	15-19	30+	M	5
Young - Yass	20-24		F	73
Young - Yass	20-24		M	76
Young - Yass	20-24	0	F	141
Young - Yass	20-24	0	M	245
Young - Yass	20-24	<5	F	268
Young - Yass	20-24	<5	M	304
Young - Yass	20-24	5-14	F	232
Young - Yass	20-24	5-14	M	148
Young - Yass	20-24	15-29	F	68
Young - Yass	20-24	15-29	M	22
Young - Yass	20-24	30+	F	81
Young - Yass	20-24	30+	M	16
Young - Yass	25-34		F	115
Young - Yass	25-34		M	130
Young - Yass	25-34	0	F	137
Young - Yass	25-34	0	M	288
Young - Yass	25-34	<5	F	225
Young - Yass	25-34	<5	M	490
Young - Yass	25-34	5-14	F	527
Young - Yass	25-34	5-14	M	487
Young - Yass	25-34	15-29	F	300
Young - Yass	25-34	15-29	M	88
Young - Yass	25-34	30+	F	412
Young - Yass	25-34	30+	M	63
Young - Yass	35-44		F	146
Young - Yass	35-44		M	178
Young - Yass	35-44	0	F	120
Young - Yass	35-44	0	M	339
Young - Yass	35-44	<5	F	175
Young - Yass	35-44	<5	M	567
Young - Yass	35-44	5-14	F	772
Young - Yass	35-44	5-14	M	731
Young - Yass	35-44	15-29	F	503
Young - Yass	35-44	15-29	M	206
Young - Yass	35-44	30+	F	536
Young - Yass	35-44	30+	M	110
Young - Yass	45-54		F	207
Young - Yass	45-54		M	207
Young - Yass	45-54	0	F	188
Young - Yass	45-54	0	M	400
Young - Yass	45-54	<5	F	287
Young - Yass	45-54	<5	M	695
Young - Yass	45-54	5-14	F	935
Young - Yass	45-54	5-14	M	854
Young - Yass	45-54	15-29	F	618
Young - Yass	45-54	15-29	M	243
Young - Yass	45-54	30+	F	430
Young - Yass	45-54	30+	M	102
Young - Yass	55-64		F	211
Young - Yass	55-64		M	245
Young - Yass	55-64	0	F	254
Young - Yass	55-64	0	M	529
Young - Yass	55-64	<5	F	228
Young - Yass	55-64	<5	M	591
Young - Yass	55-64	5-14	F	731
Young - Yass	55-64	5-14	M	725
Young - Yass	55-64	15-29	F	582
Young - Yass	55-64	15-29	M	248
Young - Yass	55-64	30+	F	430
Young - Yass	55-64	30+	M	145
Young - Yass	65-74		F	246
Young - Yass	65-74		M	271
Young - Yass	65-74	0	F	366
Young - Yass	65-74	0	M	529
Young - Yass	65-74	<5	F	114
Young - Yass	65-74	<5	M	337
Young - Yass	65-74	5-14	F	401
Young - Yass	65-74	5-14	M	493
Young - Yass	65-74	15-29	F	442
Young - Yass	65-74	15-29	M	256
Young - Yass	65-74	30+	F	477
Young - Yass	65-74	30+	M	227
Young - Yass	75-84		F	211
Young - Yass	75-84		M	179
Young - Yass	75-84	0	F	268
Young - Yass	75-84	0	M	270
Young - Yass	75-84	<5	F	85
Young - Yass	75-84	<5	M	128
Young - Yass	75-84	5-14	F	166
Young - Yass	75-84	5-14	M	192
Young - Yass	75-84	15-29	F	155
Young - Yass	75-84	15-29	M	113
Young - Yass	75-84	30+	F	200
Young - Yass	75-84	30+	M	86
Young - Yass	85+		F	143
Young - Yass	85+		M	91
Young - Yass	85+	0	F	207
Young - Yass	85+	0	M	110
Young - Yass	85+	<5	F	49
Young - Yass	85+	<5	M	33
Young - Yass	85+	5-14	F	64
Young - Yass	85+	5-14	M	45
Young - Yass	85+	15-29	F	31
Young - Yass	85+	15-29	M	15
Young - Yass	85+	30+	F	31
Young - Yass	85+	30+	M	16
Gosford	15-19		F	375
Gosford	15-19		M	435
Gosford	15-19	0	F	1598
Gosford	15-19	0	M	1981
Gosford	15-19	<5	F	2414
Gosford	15-19	<5	M	2326
Gosford	15-19	5-14	F	487
Gosford	15-19	5-14	M	327
Gosford	15-19	15-29	F	66
Gosford	15-19	15-29	M	33
Gosford	15-19	30+	F	30
Gosford	15-19	30+	M	10
Gosford	20-24		F	257
Gosford	20-24		M	320
Gosford	20-24	0	F	936
Gosford	20-24	0	M	1707
Gosford	20-24	<5	F	1748
Gosford	20-24	<5	M	1860
Gosford	20-24	5-14	F	979
Gosford	20-24	5-14	M	634
Gosford	20-24	15-29	F	214
Gosford	20-24	15-29	M	90
Gosford	20-24	30+	F	136
Gosford	20-24	30+	M	37
Gosford	25-34		F	505
Gosford	25-34		M	581
Gosford	25-34	0	F	902
Gosford	25-34	0	M	1914
Gosford	25-34	<5	F	1836
Gosford	25-34	<5	M	3304
Gosford	25-34	5-14	F	2803
Gosford	25-34	5-14	M	2306
Gosford	25-34	15-29	F	1287
Gosford	25-34	15-29	M	430
Gosford	25-34	30+	F	1633
Gosford	25-34	30+	M	211
Gosford	35-44		F	564
Gosford	35-44		M	646
Gosford	35-44	0	F	713
Gosford	35-44	0	M	1480
Gosford	35-44	<5	F	1080
Gosford	35-44	<5	M	3152
Gosford	35-44	5-14	F	3320
Gosford	35-44	5-14	M	3531
Gosford	35-44	15-29	F	2369
Gosford	35-44	15-29	M	824
Gosford	35-44	30+	F	2543
Gosford	35-44	30+	M	364
Gosford	45-54		F	649
Gosford	45-54		M	707
Gosford	45-54	0	F	1021
Gosford	45-54	0	M	1830
Gosford	45-54	<5	F	1415
Gosford	45-54	<5	M	3208
Gosford	45-54	5-14	F	4376
Gosford	45-54	5-14	M	3921
Gosford	45-54	15-29	F	2745
Gosford	45-54	15-29	M	993
Gosford	45-54	30+	F	1790
Gosford	45-54	30+	M	405
Gosford	55-64		F	692
Gosford	55-64		M	739
Gosford	55-64	0	F	1412
Gosford	55-64	0	M	2103
Gosford	55-64	<5	F	1402
Gosford	55-64	<5	M	2675
Gosford	55-64	5-14	F	3967
Gosford	55-64	5-14	M	3581
Gosford	55-64	15-29	F	2584
Gosford	55-64	15-29	M	1048
Gosford	55-64	30+	F	1717
Gosford	55-64	30+	M	512
Gosford	65-74		F	851
Gosford	65-74		M	769
Gosford	65-74	0	F	1992
Gosford	65-74	0	M	2237
Gosford	65-74	<5	F	761
Gosford	65-74	<5	M	1550
Gosford	65-74	5-14	F	2334
Gosford	65-74	5-14	M	2572
Gosford	65-74	15-29	F	2247
Gosford	65-74	15-29	M	1252
Gosford	65-74	30+	F	1891
Gosford	65-74	30+	M	737
Gosford	75-84		F	975
Gosford	75-84		M	645
Gosford	75-84	0	F	1900
Gosford	75-84	0	M	1464
Gosford	75-84	<5	F	492
Gosford	75-84	<5	M	656
Gosford	75-84	5-14	F	1079
Gosford	75-84	5-14	M	1061
Gosford	75-84	15-29	F	914
Gosford	75-84	15-29	M	615
Gosford	75-84	30+	F	886
Gosford	75-84	30+	M	440
Gosford	85+		F	822
Gosford	85+		M	398
Gosford	85+	0	F	1528
Gosford	85+	0	M	892
Gosford	85+	<5	F	353
Gosford	85+	<5	M	248
Gosford	85+	5-14	F	449
Gosford	85+	5-14	M	304
Gosford	85+	15-29	F	231
Gosford	85+	15-29	M	143
Gosford	85+	30+	F	191
Gosford	85+	30+	M	123
Wyong	15-19		F	402
Wyong	15-19		M	427
Wyong	15-19	0	F	1696
Wyong	15-19	0	M	2140
Wyong	15-19	<5	F	2085
Wyong	15-19	<5	M	2003
Wyong	15-19	5-14	F	569
Wyong	15-19	5-14	M	381
Wyong	15-19	15-29	F	67
Wyong	15-19	15-29	M	30
Wyong	15-19	30+	F	44
Wyong	15-19	30+	M	21
Wyong	20-24		F	314
Wyong	20-24		M	334
Wyong	20-24	0	F	1037
Wyong	20-24	0	M	1769
Wyong	20-24	<5	F	1505
Wyong	20-24	<5	M	1736
Wyong	20-24	5-14	F	1140
Wyong	20-24	5-14	M	628
Wyong	20-24	15-29	F	329
Wyong	20-24	15-29	M	108
Wyong	20-24	30+	F	307
Wyong	20-24	30+	M	45
Wyong	25-34		F	488
Wyong	25-34		M	568
Wyong	25-34	0	F	945
Wyong	25-34	0	M	1958
Wyong	25-34	<5	F	1487
Wyong	25-34	<5	M	2927
Wyong	25-34	5-14	F	2684
Wyong	25-34	5-14	M	2300
Wyong	25-34	15-29	F	1524
Wyong	25-34	15-29	M	529
Wyong	25-34	30+	F	1936
Wyong	25-34	30+	M	213
Wyong	35-44		F	569
Wyong	35-44		M	574
Wyong	35-44	0	F	837
Wyong	35-44	0	M	1655
Wyong	35-44	<5	F	847
Wyong	35-44	<5	M	2730
Wyong	35-44	5-14	F	3000
Wyong	35-44	5-14	M	2969
Wyong	35-44	15-29	F	2142
Wyong	35-44	15-29	M	720
Wyong	35-44	30+	F	2361
Wyong	35-44	30+	M	376
Wyong	45-54		F	673
Wyong	45-54		M	730
Wyong	45-54	0	F	1153
Wyong	45-54	0	M	2189
Wyong	45-54	<5	F	1229
Wyong	45-54	<5	M	2741
Wyong	45-54	5-14	F	3554
Wyong	45-54	5-14	M	3070
Wyong	45-54	15-29	F	2329
Wyong	45-54	15-29	M	831
Wyong	45-54	30+	F	1654
Wyong	45-54	30+	M	439
Wyong	55-64		F	765
Wyong	55-64		M	735
Wyong	55-64	0	F	1585
Wyong	55-64	0	M	2285
Wyong	55-64	<5	F	1182
Wyong	55-64	<5	M	2246
Wyong	55-64	5-14	F	3142
Wyong	55-64	5-14	M	2782
Wyong	55-64	15-29	F	2125
Wyong	55-64	15-29	M	879
Wyong	55-64	30+	F	1734
Wyong	55-64	30+	M	471
Wyong	65-74		F	1038
Wyong	65-74		M	851
Wyong	65-74	0	F	2203
Wyong	65-74	0	M	2413
Wyong	65-74	<5	F	679
Wyong	65-74	<5	M	1177
Wyong	65-74	5-14	F	1869
Wyong	65-74	5-14	M	2010
Wyong	65-74	15-29	F	1764
Wyong	65-74	15-29	M	992
Wyong	65-74	30+	F	1711
Wyong	65-74	30+	M	683
Wyong	75-84		F	1077
Wyong	75-84		M	800
Wyong	75-84	0	F	1925
Wyong	75-84	0	M	1661
Wyong	75-84	<5	F	415
Wyong	75-84	<5	M	505
Wyong	75-84	5-14	F	900
Wyong	75-84	5-14	M	896
Wyong	75-84	15-29	F	674
Wyong	75-84	15-29	M	526
Wyong	75-84	30+	F	740
Wyong	75-84	30+	M	439
Wyong	85+		F	782
Wyong	85+		M	449
Wyong	85+	0	F	1228
Wyong	85+	0	M	706
Wyong	85+	<5	F	240
Wyong	85+	<5	M	180
Wyong	85+	5-14	F	289
Wyong	85+	5-14	M	212
Wyong	85+	15-29	F	160
Wyong	85+	15-29	M	110
Wyong	85+	30+	F	128
Wyong	85+	30+	M	90
Bathurst	15-19		F	216
Bathurst	15-19		M	221
Bathurst	15-19	0	F	474
Bathurst	15-19	0	M	652
Bathurst	15-19	<5	F	726
Bathurst	15-19	<5	M	700
Bathurst	15-19	5-14	F	166
Bathurst	15-19	5-14	M	106
Bathurst	15-19	15-29	F	27
Bathurst	15-19	15-29	M	11
Bathurst	15-19	30+	F	20
Bathurst	15-19	30+	M	14
Bathurst	20-24		F	163
