SA3_NAME16	Age	NeedsAssistance	Sex	persons
Snowy Mountains	25-34	1	M	19
Snowy Mountains	35-44		F	105
Snowy Mountains	35-44		M	175
Snowy Mountains	35-44	0	F	999
Snowy Mountains	35-44	0	M	1003
Snowy Mountains	35-44	1	F	22
Snowy Mountains	35-44	1	M	22
Snowy Mountains	45-54		F	135
Snowy Mountains	45-54		M	181
Snowy Mountains	45-54	0	F	1272
Snowy Mountains	45-54	0	M	1218
Snowy Mountains	45-54	1	F	43
Snowy Mountains	45-54	1	M	53
Snowy Mountains	55-64		F	104
Snowy Mountains	55-64		M	124
Snowy Mountains	55-64	0	F	1164
Snowy Mountains	55-64	0	M	1276
Snowy Mountains	55-64	1	F	57
Snowy Mountains	55-64	1	M	54
Snowy Mountains	65-74		F	89
Snowy Mountains	65-74		M	108
Snowy Mountains	65-74	0	F	911
Snowy Mountains	65-74	0	M	961
Snowy Mountains	65-74	1	F	56
Snowy Mountains	65-74	1	M	66
Snowy Mountains	75-84		F	66
Snowy Mountains	75-84		M	54
Snowy Mountains	75-84	0	F	408
Snowy Mountains	75-84	0	M	439
Snowy Mountains	75-84	1	F	82
Snowy Mountains	75-84	1	M	75
Snowy Mountains	85+		F	53
Snowy Mountains	85+		M	30
Snowy Mountains	85+	0	F	113
Snowy Mountains	85+	0	M	90
Snowy Mountains	85+	1	F	115
Snowy Mountains	85+	1	M	47
South Coast	0-4		F	122
South Coast	0-4		M	119
South Coast	0-4	0	F	1311
South Coast	0-4	0	M	1353
South Coast	0-4	1	F	9
South Coast	0-4	1	M	33
South Coast	5-14		F	279
South Coast	5-14		M	291
South Coast	5-14	0	F	3322
South Coast	5-14	0	M	3519
South Coast	5-14	1	F	88
South Coast	5-14	1	M	151
South Coast	15-19		F	122
South Coast	15-19		M	131
South Coast	15-19	0	F	1610
South Coast	15-19	0	M	1632
South Coast	15-19	1	F	41
South Coast	15-19	1	M	66
South Coast	20-24		F	109
South Coast	20-24		M	113
South Coast	20-24	0	F	1048
South Coast	20-24	0	M	1110
South Coast	20-24	1	F	31
South Coast	20-24	1	M	51
South Coast	25-34		F	233
South Coast	25-34		M	223
South Coast	25-34	0	F	2289
South Coast	25-34	0	M	2182
South Coast	25-34	1	F	83
South Coast	25-34	1	M	95
South Coast	35-44		F	296
South Coast	35-44		M	269
South Coast	35-44	0	F	3046
South Coast	35-44	0	M	2677
South Coast	35-44	1	F	121
South Coast	35-44	1	M	133
South Coast	45-54		F	381
South Coast	45-54		M	420
South Coast	45-54	0	F	4263
South Coast	45-54	0	M	3817
South Coast	45-54	1	F	222
South Coast	45-54	1	M	235
South Coast	55-64		F	521
South Coast	55-64		M	495
South Coast	55-64	0	F	5840
South Coast	55-64	0	M	5336
South Coast	55-64	1	F	384
South Coast	55-64	1	M	400
South Coast	65-74		F	469
South Coast	65-74		M	472
South Coast	65-74	0	F	4950
South Coast	65-74	0	M	5022
South Coast	65-74	1	F	360
South Coast	65-74	1	M	430
South Coast	75-84		F	285
South Coast	75-84		M	282
South Coast	75-84	0	F	2211
South Coast	75-84	0	M	2188
South Coast	75-84	1	F	512
South Coast	75-84	1	M	446
South Coast	85+		F	158
South Coast	85+		M	99
South Coast	85+	0	F	629
South Coast	85+	0	M	516
South Coast	85+	1	F	679
South Coast	85+	1	M	314
Goulburn - Mulwaree	0-4		F	85
Goulburn - Mulwaree	0-4		M	80
Goulburn - Mulwaree	0-4	0	F	894
Goulburn - Mulwaree	0-4	0	M	995
Goulburn - Mulwaree	0-4	1	F	4
Goulburn - Mulwaree	0-4	1	M	17
Goulburn - Mulwaree	5-14		F	146
Goulburn - Mulwaree	5-14		M	139
Goulburn - Mulwaree	5-14	0	F	1863
Goulburn - Mulwaree	5-14	0	M	2010
Goulburn - Mulwaree	5-14	1	F	57
Goulburn - Mulwaree	5-14	1	M	107
Goulburn - Mulwaree	15-19		F	79
Goulburn - Mulwaree	15-19		M	95
Goulburn - Mulwaree	15-19	0	F	908
Goulburn - Mulwaree	15-19	0	M	964
Goulburn - Mulwaree	15-19	1	F	18
Goulburn - Mulwaree	15-19	1	M	41
Goulburn - Mulwaree	20-24		F	56
Goulburn - Mulwaree	20-24		M	155
Goulburn - Mulwaree	20-24	0	F	749
Goulburn - Mulwaree	20-24	0	M	866
Goulburn - Mulwaree	20-24	1	F	13
Goulburn - Mulwaree	20-24	1	M	41
Goulburn - Mulwaree	25-34		F	160
Goulburn - Mulwaree	25-34		M	367
Goulburn - Mulwaree	25-34	0	F	1791
Goulburn - Mulwaree	25-34	0	M	1596
Goulburn - Mulwaree	25-34	1	F	46
Goulburn - Mulwaree	25-34	1	M	51
Goulburn - Mulwaree	35-44		F	149
Goulburn - Mulwaree	35-44		M	315
Goulburn - Mulwaree	35-44	0	F	1799
Goulburn - Mulwaree	35-44	0	M	1737
Goulburn - Mulwaree	35-44	1	F	63
Goulburn - Mulwaree	35-44	1	M	68
Goulburn - Mulwaree	45-54		F	198
Goulburn - Mulwaree	45-54		M	285
Goulburn - Mulwaree	45-54	0	F	2151
Goulburn - Mulwaree	45-54	0	M	2094
Goulburn - Mulwaree	45-54	1	F	108
Goulburn - Mulwaree	45-54	1	M	91
Goulburn - Mulwaree	55-64		F	165
Goulburn - Mulwaree	55-64		M	215
Goulburn - Mulwaree	55-64	0	F	2138
Goulburn - Mulwaree	55-64	0	M	2100
Goulburn - Mulwaree	55-64	1	F	168
Goulburn - Mulwaree	55-64	1	M	124
Goulburn - Mulwaree	65-74		F	139
Goulburn - Mulwaree	65-74		M	180
Goulburn - Mulwaree	65-74	0	F	1677
Goulburn - Mulwaree	65-74	0	M	1689
Goulburn - Mulwaree	65-74	1	F	198
Goulburn - Mulwaree	65-74	1	M	205
Goulburn - Mulwaree	75-84		F	96
Goulburn - Mulwaree	75-84		M	72
Goulburn - Mulwaree	75-84	0	F	814
Goulburn - Mulwaree	75-84	0	M	816
Goulburn - Mulwaree	75-84	1	F	267
Goulburn - Mulwaree	75-84	1	M	169
Goulburn - Mulwaree	85+		F	41
Goulburn - Mulwaree	85+		M	25
Goulburn - Mulwaree	85+	0	F	219
Goulburn - Mulwaree	85+	0	M	170
Goulburn - Mulwaree	85+	1	F	311
Goulburn - Mulwaree	85+	1	M	123
Young - Yass	0-4		F	79
Young - Yass	0-4		M	85
Young - Yass	0-4	0	F	972
Young - Yass	0-4	0	M	1050
Young - Yass	0-4	1	F	9
Young - Yass	0-4	1	M	13
Young - Yass	5-14		F	150
Young - Yass	5-14		M	169
Young - Yass	5-14	0	F	2259
Young - Yass	5-14	0	M	2326
Young - Yass	5-14	1	F	52
Young - Yass	5-14	1	M	83
Young - Yass	15-19		F	94
Young - Yass	15-19		M	64
Young - Yass	15-19	0	F	1035
Young - Yass	15-19	0	M	998
Young - Yass	15-19	1	F	9
Young - Yass	15-19	1	M	40
Young - Yass	20-24		F	69
Young - Yass	20-24		M	57
Young - Yass	20-24	0	F	780
Young - Yass	20-24	0	M	739
Young - Yass	20-24	1	F	19
Young - Yass	20-24	1	M	18
Young - Yass	25-34		F	114
Young - Yass	25-34		M	111
Young - Yass	25-34	0	F	1577
Young - Yass	25-34	0	M	1413
Young - Yass	25-34	1	F	31
Young - Yass	25-34	1	M	32
Young - Yass	35-44		F	162
Young - Yass	35-44		M	155
Young - Yass	35-44	0	F	2051
Young - Yass	35-44	0	M	1911
Young - Yass	35-44	1	F	51
Young - Yass	35-44	1	M	61
Young - Yass	45-54		F	204
Young - Yass	45-54		M	169
Young - Yass	45-54	0	F	2325
Young - Yass	45-54	0	M	2245
Young - Yass	45-54	1	F	121
Young - Yass	45-54	1	M	87
Young - Yass	55-64		F	180
Young - Yass	55-64		M	209
Young - Yass	55-64	0	F	2141
Young - Yass	55-64	0	M	2114
Young - Yass	55-64	1	F	113
Young - Yass	55-64	1	M	153
Young - Yass	65-74		F	160
Young - Yass	65-74		M	156
Young - Yass	65-74	0	F	1750
Young - Yass	65-74	0	M	1773
Young - Yass	65-74	1	F	137
Young - Yass	65-74	1	M	176
Young - Yass	75-84		F	93
Young - Yass	75-84		M	79
Young - Yass	75-84	0	F	812
Young - Yass	75-84	0	M	746
Young - Yass	75-84	1	F	189
Young - Yass	75-84	1	M	144
Young - Yass	85+		F	42
Young - Yass	85+		M	26
Young - Yass	85+	0	F	221
Young - Yass	85+	0	M	166
Young - Yass	85+	1	F	265
Young - Yass	85+	1	M	106
Gosford	0-4		F	254
Gosford	0-4		M	248
Gosford	0-4	0	F	4315
Gosford	0-4	0	M	4613
Gosford	0-4	1	F	38
Gosford	0-4	1	M	111
Gosford	5-14		F	468
Gosford	5-14		M	523
Gosford	5-14	0	F	9375
Gosford	5-14	0	M	9504
Gosford	5-14	1	F	248
Gosford	5-14	1	M	545
Gosford	15-19		F	220
Gosford	15-19		M	272
Gosford	15-19	0	F	4618
Gosford	15-19	0	M	4634
Gosford	15-19	1	F	123
Gosford	15-19	1	M	200
Gosford	20-24		F	259
Gosford	20-24		M	280
Gosford	20-24	0	F	3922
Gosford	20-24	0	M	4222
Gosford	20-24	1	F	96
Gosford	20-24	1	M	144
Gosford	25-34		F	506
Gosford	25-34		M	559
Gosford	25-34	0	F	8265
Gosford	25-34	0	M	7977
Gosford	25-34	1	F	199
Gosford	25-34	1	M	217
Gosford	35-44		F	629
Gosford	35-44		M	613
Gosford	35-44	0	F	9716
Gosford	35-44	0	M	9155
Gosford	35-44	1	F	242
Gosford	35-44	1	M	242
Gosford	45-54		F	655
Gosford	45-54		M	676
Gosford	45-54	0	F	10890
Gosford	45-54	0	M	10015
Gosford	45-54	1	F	441
Gosford	45-54	1	M	371
Gosford	55-64		F	657
Gosford	55-64		M	675
Gosford	55-64	0	F	10552
Gosford	55-64	0	M	9470
Gosford	55-64	1	F	565
Gosford	55-64	1	M	520
Gosford	65-74		F	650
Gosford	65-74		M	574
Gosford	65-74	0	F	8760
Gosford	65-74	0	M	7841
Gosford	65-74	1	F	680
Gosford	65-74	1	M	708
Gosford	75-84		F	498
Gosford	75-84		M	367
Gosford	75-84	0	F	4660
Gosford	75-84	0	M	3791
Gosford	75-84	1	F	1097
Gosford	75-84	1	M	724
Gosford	85+		F	434
Gosford	85+		M	195
Gosford	85+	0	F	1632
Gosford	85+	0	M	1142
Gosford	85+	1	F	1516
Gosford	85+	1	M	769
Wyong	0-4		F	255
Wyong	0-4		M	286
Wyong	0-4	0	F	4384
Wyong	0-4	0	M	4497
Wyong	0-4	1	F	56
Wyong	0-4	1	M	132
Wyong	5-14		F	533
Wyong	5-14		M	549
Wyong	5-14	0	F	9047
Wyong	5-14	0	M	9430
Wyong	5-14	1	F	291
Wyong	5-14	1	M	726
Wyong	15-19		F	249
Wyong	15-19		M	272
Wyong	15-19	0	F	4471
Wyong	15-19	0	M	4475
Wyong	15-19	1	F	126
Wyong	15-19	1	M	263
Wyong	20-24		F	311
Wyong	20-24		M	281
Wyong	20-24	0	F	4200
Wyong	20-24	0	M	4144
Wyong	20-24	1	F	120
Wyong	20-24	1	M	196
Wyong	25-34		F	518
Wyong	25-34		M	521
Wyong	25-34	0	F	8337
Wyong	25-34	0	M	7718
Wyong	25-34	1	F	209
Wyong	25-34	1	M	257
Wyong	35-44		F	572
Wyong	35-44		M	573
Wyong	35-44	0	F	8866
Wyong	35-44	0	M	8142
Wyong	35-44	1	F	310
Wyong	35-44	1	M	311
Wyong	45-54		F	655
Wyong	45-54		M	648
Wyong	45-54	0	F	9395
Wyong	45-54	0	M	8891
Wyong	45-54	1	F	536
Wyong	45-54	1	M	454
Wyong	55-64		F	704
Wyong	55-64		M	608
Wyong	55-64	0	F	9080
Wyong	55-64	0	M	8059
Wyong	55-64	1	F	749
Wyong	55-64	1	M	727
Wyong	65-74		F	694
Wyong	65-74		M	583
Wyong	65-74	0	F	7678
Wyong	65-74	0	M	6601
Wyong	65-74	1	F	884
Wyong	65-74	1	M	948
Wyong	75-84		F	516
Wyong	75-84		M	413
Wyong	75-84	0	F	4016
Wyong	75-84	0	M	3569
Wyong	75-84	1	F	1199
Wyong	75-84	1	M	851
Wyong	85+		F	402
Wyong	85+		M	239
Wyong	85+	0	F	1104
Wyong	85+	0	M	891
Wyong	85+	1	F	1322
Wyong	85+	1	M	622
Bathurst	0-4		F	91
Bathurst	0-4		M	110
Bathurst	0-4	0	F	1270
Bathurst	0-4	0	M	1346
Bathurst	0-4	1	F	9
Bathurst	0-4	1	M	22
Bathurst	5-14		F	175
Bathurst	5-14		M	169
Bathurst	5-14	0	F	2752
Bathurst	5-14	0	M	2899
Bathurst	5-14	1	F	60
Bathurst	5-14	1	M	155
Bathurst	15-19		F	154
Bathurst	15-19		M	151
Bathurst	15-19	0	F	1429
Bathurst	15-19	0	M	1469
Bathurst	15-19	1	F	43
Bathurst	15-19	1	M	79
Bathurst	20-24		F	164
Bathurst	20-24		M	404
Bathurst	20-24	0	F	1443
Bathurst	20-24	0	M	1369
Bathurst	20-24	1	F	41
Bathurst	20-24	1	M	41
Bathurst	25-34		F	172
Bathurst	25-34		M	559
Bathurst	25-34	0	F	2400
Bathurst	25-34	0	M	2401
Bathurst	25-34	1	F	45
Bathurst	25-34	1	M	73
Bathurst	35-44		F	188
Bathurst	35-44		M	418
Bathurst	35-44	0	F	2444
Bathurst	35-44	0	M	2240
Bathurst	35-44	1	F	70
Bathurst	35-44	1	M	77
Bathurst	45-54		F	242
Bathurst	45-54		M	345
Bathurst	45-54	0	F	2681
Bathurst	45-54	0	M	2508
Bathurst	45-54	1	F	106
Bathurst	45-54	1	M	105
Bathurst	55-64		F	239
Bathurst	55-64		M	249
Bathurst	55-64	0	F	2522
Bathurst	55-64	0	M	2401
Bathurst	55-64	1	F	132
Bathurst	55-64	1	M	173
Bathurst	65-74		F	219
Bathurst	65-74		M	241
Bathurst	65-74	0	F	1956
Bathurst	65-74	0	M	1904
Bathurst	65-74	1	F	151
Bathurst	65-74	1	M	160
Bathurst	75-84		F	165
Bathurst	75-84		M	111
Bathurst	75-84	0	F	886
Bathurst	75-84	0	M	788
Bathurst	75-84	1	F	230
Bathurst	75-84	1	M	128
Bathurst	85+		F	120
Bathurst	85+		M	50
Bathurst	85+	0	F	258
Bathurst	85+	0	M	180
Bathurst	85+	1	F	285
Bathurst	85+	1	M	111
Lachlan Valley	0-4		F	155
Lachlan Valley	0-4		M	168
Lachlan Valley	0-4	0	F	1531
Lachlan Valley	0-4	0	M	1519
Lachlan Valley	0-4	1	F	8
Lachlan Valley	0-4	1	M	20
Lachlan Valley	5-14		F	312
Lachlan Valley	5-14		M	323
Lachlan Valley	5-14	0	F	3251
Lachlan Valley	5-14	0	M	3291
Lachlan Valley	5-14	1	F	63
Lachlan Valley	5-14	1	M	173
Lachlan Valley	15-19		F	170
Lachlan Valley	15-19		M	158
Lachlan Valley	15-19	0	F	1467
Lachlan Valley	15-19	0	M	1447
Lachlan Valley	15-19	1	F	50
Lachlan Valley	15-19	1	M	55
Lachlan Valley	20-24		F	128
Lachlan Valley	20-24		M	154
Lachlan Valley	20-24	0	F	1160
Lachlan Valley	20-24	0	M	1288
Lachlan Valley	20-24	1	F	26
Lachlan Valley	20-24	1	M	44
Lachlan Valley	25-34		F	271
Lachlan Valley	25-34		M	245
Lachlan Valley	25-34	0	F	2474
Lachlan Valley	25-34	0	M	2328
Lachlan Valley	25-34	1	F	46
Lachlan Valley	25-34	1	M	76
Lachlan Valley	35-44		F	299
Lachlan Valley	35-44		M	267
Lachlan Valley	35-44	0	F	2576
Lachlan Valley	35-44	0	M	2459
Lachlan Valley	35-44	1	F	91
Lachlan Valley	35-44	1	M	114
Lachlan Valley	45-54		F	349
Lachlan Valley	45-54		M	342
Lachlan Valley	45-54	0	F	3091
Lachlan Valley	45-54	0	M	2984
Lachlan Valley	45-54	1	F	160
Lachlan Valley	45-54	1	M	179
Lachlan Valley	55-64		F	343
Lachlan Valley	55-64		M	371
Lachlan Valley	55-64	0	F	3186
Lachlan Valley	55-64	0	M	3296
Lachlan Valley	55-64	1	F	219
Lachlan Valley	55-64	1	M	227
Lachlan Valley	65-74		F	325
Lachlan Valley	65-74		M	344
Lachlan Valley	65-74	0	F	2601
Lachlan Valley	65-74	0	M	2718
Lachlan Valley	65-74	1	F	260
Lachlan Valley	65-74	1	M	303
Lachlan Valley	75-84		F	247
Lachlan Valley	75-84		M	229
Lachlan Valley	75-84	0	F	1544
Lachlan Valley	75-84	0	M	1435
Lachlan Valley	75-84	1	F	368
Lachlan Valley	75-84	1	M	278
Lachlan Valley	85+		F	145
Lachlan Valley	85+		M	82
Lachlan Valley	85+	0	F	466
Lachlan Valley	85+	0	M	342
Lachlan Valley	85+	1	F	502
Lachlan Valley	85+	1	M	220
Lithgow - Mudgee	0-4		F	147
Lithgow - Mudgee	0-4		M	156
Lithgow - Mudgee	0-4	0	F	1278
Lithgow - Mudgee	0-4	0	M	1325
Lithgow - Mudgee	0-4	1	F	8
Lithgow - Mudgee	0-4	1	M	14
Lithgow - Mudgee	5-14		F	308
Lithgow - Mudgee	5-14		M	294
Lithgow - Mudgee	5-14	0	F	2416
Lithgow - Mudgee	5-14	0	M	2565
Lithgow - Mudgee	5-14	1	F	78
Lithgow - Mudgee	5-14	1	M	164
Lithgow - Mudgee	15-19		F	121
Lithgow - Mudgee	15-19		M	128
Lithgow - Mudgee	15-19	0	F	1079
Lithgow - Mudgee	15-19	0	M	1198
Lithgow - Mudgee	15-19	1	F	19
Lithgow - Mudgee	15-19	1	M	44
Lithgow - Mudgee	20-24		F	117
Lithgow - Mudgee	20-24		M	167
Lithgow - Mudgee	20-24	0	F	920
Lithgow - Mudgee	20-24	0	M	1015
Lithgow - Mudgee	20-24	1	F	31
Lithgow - Mudgee	20-24	1	M	42
Lithgow - Mudgee	25-34		F	264
Lithgow - Mudgee	25-34		M	440
Lithgow - Mudgee	25-34	0	F	2122
Lithgow - Mudgee	25-34	0	M	2086
Lithgow - Mudgee	25-34	1	F	50
Lithgow - Mudgee	25-34	1	M	64
Lithgow - Mudgee	35-44		F	296
Lithgow - Mudgee	35-44		M	375
Lithgow - Mudgee	35-44	0	F	2316
Lithgow - Mudgee	35-44	0	M	2096
Lithgow - Mudgee	35-44	1	F	80
Lithgow - Mudgee	35-44	1	M	63
Lithgow - Mudgee	45-54		F	342
Lithgow - Mudgee	45-54		M	412
Lithgow - Mudgee	45-54	0	F	2729
Lithgow - Mudgee	45-54	0	M	2710
Lithgow - Mudgee	45-54	1	F	135
Lithgow - Mudgee	45-54	1	M	144
Lithgow - Mudgee	55-64		F	330
Lithgow - Mudgee	55-64		M	393
Lithgow - Mudgee	55-64	0	F	2682
Lithgow - Mudgee	55-64	0	M	2667
Lithgow - Mudgee	55-64	1	F	181
Lithgow - Mudgee	55-64	1	M	191
Lithgow - Mudgee	65-74		F	322
Lithgow - Mudgee	65-74		M	360
Lithgow - Mudgee	65-74	0	F	2283
Lithgow - Mudgee	65-74	0	M	2348
Lithgow - Mudgee	65-74	1	F	200
Lithgow - Mudgee	65-74	1	M	262
Lithgow - Mudgee	75-84		F	184
Lithgow - Mudgee	75-84		M	166
Lithgow - Mudgee	75-84	0	F	1095
Lithgow - Mudgee	75-84	0	M	1005
Lithgow - Mudgee	75-84	1	F	281
Lithgow - Mudgee	75-84	1	M	237
Lithgow - Mudgee	85+		F	72
Lithgow - Mudgee	85+		M	42
Lithgow - Mudgee	85+	0	F	279
Lithgow - Mudgee	85+	0	M	214
Lithgow - Mudgee	85+	1	F	320
Lithgow - Mudgee	85+	1	M	134
Orange	0-4		F	128
Orange	0-4		M	114
Orange	0-4	0	F	1827
Orange	0-4	0	M	2002
Orange	0-4	1	F	12
Orange	0-4	1	M	25
Orange	5-14		F	226
Orange	5-14		M	252
Orange	5-14	0	F	3636
Orange	5-14	0	M	3818
Orange	5-14	1	F	85
Orange	5-14	1	M	170
Orange	15-19		F	116
Orange	15-19		M	135
Orange	15-19	0	F	1708
Orange	15-19	0	M	1740
Orange	15-19	1	F	43
Orange	15-19	1	M	78
Orange	20-24		F	132
Orange	20-24		M	115
Orange	20-24	0	F	1403
Orange	20-24	0	M	1305
Orange	20-24	1	F	26
Orange	20-24	1	M	40
Orange	25-34		F	252
Orange	25-34		M	261
Orange	25-34	0	F	3337
Orange	25-34	0	M	2991
Orange	25-34	1	F	84
Orange	25-34	1	M	65
Orange	35-44		F	268
Orange	35-44		M	274
Orange	35-44	0	F	3319
Orange	35-44	0	M	3124
Orange	35-44	1	F	96
Orange	35-44	1	M	108
Orange	45-54		F	284
Orange	45-54		M	316
Orange	45-54	0	F	3392
Orange	45-54	0	M	3155
Orange	45-54	1	F	145
Orange	45-54	1	M	140
Orange	55-64		F	226
Orange	55-64		M	256
Orange	55-64	0	F	3088
Orange	55-64	0	M	3012
Orange	55-64	1	F	186
Orange	55-64	1	M	207
Orange	65-74		F	220
Orange	65-74		M	215
Orange	65-74	0	F	2433
Orange	65-74	0	M	2242
Orange	65-74	1	F	202
Orange	65-74	1	M	213
Orange	75-84		F	140
Orange	75-84		M	129
Orange	75-84	0	F	1216
Orange	75-84	0	M	1077
Orange	75-84	1	F	331
Orange	75-84	1	M	234
Orange	85+		F	81
Orange	85+		M	43
Orange	85+	0	F	341
Orange	85+	0	M	249
Orange	85+	1	F	388
Orange	85+	1	M	162
Clarence Valley	0-4		F	99
Clarence Valley	0-4		M	110
Clarence Valley	0-4	0	F	1042
Clarence Valley	0-4	0	M	1161
Clarence Valley	0-4	1	F	10
Clarence Valley	0-4	1	M	29
Clarence Valley	5-14		F	178
Clarence Valley	5-14		M	217
Clarence Valley	5-14	0	F	2493
Clarence Valley	5-14	0	M	2632
Clarence Valley	5-14	1	F	77
Clarence Valley	5-14	1	M	186
Clarence Valley	15-19		F	105
Clarence Valley	15-19		M	114
Clarence Valley	15-19	0	F	1281
Clarence Valley	15-19	0	M	1317
Clarence Valley	15-19	1	F	35
Clarence Valley	15-19	1	M	86
Clarence Valley	20-24		F	79
Clarence Valley	20-24		M	121
Clarence Valley	20-24	0	F	861
Clarence Valley	20-24	0	M	914
Clarence Valley	20-24	1	F	24
Clarence Valley	20-24	1	M	44
Clarence Valley	25-34		F	175
Clarence Valley	25-34		M	251
Clarence Valley	25-34	0	F	1848
Clarence Valley	25-34	0	M	1697
Clarence Valley	25-34	1	F	58
Clarence Valley	25-34	1	M	88
Clarence Valley	35-44		F	216
Clarence Valley	35-44		M	275
Clarence Valley	35-44	0	F	2331
Clarence Valley	35-44	0	M	2053
Clarence Valley	35-44	1	F	108
Clarence Valley	35-44	1	M	122
Clarence Valley	45-54		F	254
Clarence Valley	45-54		M	292
Clarence Valley	45-54	0	F	2960
Clarence Valley	45-54	0	M	2704
Clarence Valley	45-54	1	F	224
Clarence Valley	45-54	1	M	203
Clarence Valley	55-64		F	320
Clarence Valley	55-64		M	348
Clarence Valley	55-64	0	F	3585
Clarence Valley	55-64	0	M	3332
Clarence Valley	55-64	1	F	294
Clarence Valley	55-64	1	M	375
Clarence Valley	65-74		F	277
Clarence Valley	65-74		M	302
Clarence Valley	65-74	0	F	3057
Clarence Valley	65-74	0	M	2961
Clarence Valley	65-74	1	F	292
Clarence Valley	65-74	1	M	460
Clarence Valley	75-84		F	174
Clarence Valley	75-84		M	166
Clarence Valley	75-84	0	F	1485
Clarence Valley	75-84	0	M	1400
Clarence Valley	75-84	1	F	403
Clarence Valley	75-84	1	M	336
Clarence Valley	85+		F	105
Clarence Valley	85+		M	52
Clarence Valley	85+	0	F	375
Clarence Valley	85+	0	M	316
Clarence Valley	85+	1	F	534
Clarence Valley	85+	1	M	237
Coffs Harbour	0-4		F	179
Coffs Harbour	0-4		M	168
Coffs Harbour	0-4	0	F	2120
Coffs Harbour	0-4	0	M	2172
Coffs Harbour	0-4	1	F	22
Coffs Harbour	0-4	1	M	29
Coffs Harbour	5-14		F	365
Coffs Harbour	5-14		M	363
Coffs Harbour	5-14	0	F	4921
Coffs Harbour	5-14	0	M	4887
Coffs Harbour	5-14	1	F	123
Coffs Harbour	5-14	1	M	288
Coffs Harbour	15-19		F	170
Coffs Harbour	15-19		M	170
Coffs Harbour	15-19	0	F	2218
Coffs Harbour	15-19	0	M	2351
Coffs Harbour	15-19	1	F	60
Coffs Harbour	15-19	1	M	109
Coffs Harbour	20-24		F	156
Coffs Harbour	20-24		M	167
Coffs Harbour	20-24	0	F	1801
