SA3_NAME16	OnlyEnglishSpokenHome	Sex	persons
Narangba - Burpengary	0	M	1539
Narangba - Burpengary	1	F	28297
Narangba - Burpengary	1	M	27650
Redcliffe	0	F	2175
Redcliffe	0	M	1732
Redcliffe	1	F	26919
Redcliffe	1	M	24805
The Hills District	0	F	2766
The Hills District	0	M	2424
The Hills District	1	F	39215
The Hills District	1	M	38749
North Lakes	0	F	4175
North Lakes	0	M	3696
North Lakes	1	F	30745
North Lakes	1	M	29204
Strathpine	0	F	1755
Strathpine	0	M	1435
Strathpine	1	F	16234
Strathpine	1	M	15949
Far North	0	F	6153
Far North	0	M	5950
Far North	1	F	7582
Far North	1	M	8473
Outback - North	0	F	1076
Outback - North	0	M	1001
Outback - North	1	F	11632
Outback - North	1	M	12691
Outback - South	0	F	230
Outback - South	0	M	212
Outback - South	1	F	7896
Outback - South	1	M	7968
Buderim	0	F	1927
Buderim	0	M	1452
Buderim	1	F	25586
Buderim	1	M	22893
Caloundra	0	F	2093
Caloundra	0	M	1657
Caloundra	1	F	37549
Caloundra	1	M	35053
Maroochy	0	F	1879
Maroochy	0	M	1596
Maroochy	1	F	25142
Maroochy	1	M	23545
Noosa	0	F	1386
Noosa	0	M	1057
Noosa	1	F	18591
Noosa	1	M	17359
Sunshine Coast Hinterland	0	F	972
Sunshine Coast Hinterland	0	M	762
Sunshine Coast Hinterland	1	F	22886
Sunshine Coast Hinterland	1	M	22094
Nambour	0	F	1097
Nambour	0	M	831
Nambour	1	F	19552
Nambour	1	M	18695
Noosa Hinterland	0	F	423
Noosa Hinterland	0	M	342
Noosa Hinterland	1	F	9979
Noosa Hinterland	1	M	9805
Toowoomba	0	F	5738
Toowoomba	0	M	5599
Toowoomba	1	F	66536
Toowoomba	1	M	61812
Charters Towers - Ayr - Ingham	0	F	1195
Charters Towers - Ayr - Ingham	0	M	1091
Charters Towers - Ayr - Ingham	1	F	18121
Charters Towers - Ayr - Ingham	1	M	18525
Townsville	0	F	7144
Townsville	0	M	6270
Townsville	1	F	79989
Townsville	1	M	79136
Bundaberg	0	F	2097
Bundaberg	0	M	1785
Bundaberg	1	F	39630
Bundaberg	1	M	38165
Burnett	0	F	781
Burnett	0	M	711
Burnett	1	F	21619
Burnett	1	M	21844
Gympie - Cooloola	0	F	708
Gympie - Cooloola	0	M	545
Gympie - Cooloola	1	F	22277
Gympie - Cooloola	1	M	21984
Hervey Bay	0	F	1383
Hervey Bay	0	M	1018
Hervey Bay	1	F	26082
Hervey Bay	1	M	24171
Maryborough	0	F	573
Maryborough	0	M	393
Maryborough	1	F	20054
Maryborough	1	M	19820
Migratory - Offshore - Shipping (Qld)	0	F	10
Migratory - Offshore - Shipping (Qld)	0	M	7
Migratory - Offshore - Shipping (Qld)	1	F	56
Migratory - Offshore - Shipping (Qld)	1	M	56
No usual address (Qld)	0	F	657
No usual address (Qld)	0	M	636
No usual address (Qld)	1	F	3934
No usual address (Qld)	1	M	4759
Adelaide City	0	F	4130
Adelaide City	0	M	3881
Adelaide City	1	F	5663
Adelaide City	1	M	5971
Adelaide Hills	0	F	1825
Adelaide Hills	0	M	1633
Adelaide Hills	1	F	32953
Adelaide Hills	1	M	32056
Burnside	0	F	5745
Burnside	0	M	4858
Burnside	1	F	16577
Burnside	1	M	15052
Campbelltown (SA)	0	F	9084
Campbelltown (SA)	0	M	8342
Campbelltown (SA)	1	F	16042
Campbelltown (SA)	1	M	15367
Norwood - Payneham - St Peters	0	F	4993
Norwood - Payneham - St Peters	0	M	4376
Norwood - Payneham - St Peters	1	F	12591
Norwood - Payneham - St Peters	1	M	11752
Prospect - Walkerville	0	F	3538
Prospect - Walkerville	0	M	3458
Prospect - Walkerville	1	F	9922
Prospect - Walkerville	1	M	9872
Unley	0	F	3897
Unley	0	M	3410
Unley	1	F	15180
Unley	1	M	13511
Gawler - Two Wells	0	F	750
Gawler - Two Wells	0	M	730
Gawler - Two Wells	1	F	15945
Gawler - Two Wells	1	M	15365
Playford	0	F	5765
Playford	0	M	5581
Playford	1	F	36762
Playford	1	M	36023
Port Adelaide - East	0	F	12374
Port Adelaide - East	0	M	12479
Port Adelaide - East	1	F	19709
Port Adelaide - East	1	M	19285
Salisbury	0	F	19359
Salisbury	0	M	18851
Salisbury	1	F	45971
Salisbury	1	M	45939
Tea Tree Gully	0	F	6074
Tea Tree Gully	0	M	5416
Tea Tree Gully	1	F	40111
Tea Tree Gully	1	M	38683
Holdfast Bay	0	F	1730
Holdfast Bay	0	M	1493
Holdfast Bay	1	F	14859
Holdfast Bay	1	M	13631
Marion	0	F	8885
Marion	0	M	7989
Marion	1	F	35926
Marion	1	M	33427
Mitcham	0	F	5060
Mitcham	0	M	4398
Mitcham	1	F	26712
Mitcham	1	M	25045
Onkaparinga	0	F	5978
Onkaparinga	0	M	5239
Onkaparinga	1	F	75547
Onkaparinga	1	M	72904
Charles Sturt	0	F	15613
Charles Sturt	0	M	14315
Charles Sturt	1	F	37344
Charles Sturt	1	M	36236
Port Adelaide - West	0	F	7993
Port Adelaide - West	0	M	7501
Port Adelaide - West	1	F	19977
Port Adelaide - West	1	M	19423
West Torrens	0	F	9437
West Torrens	0	M	8910
West Torrens	1	F	20343
West Torrens	1	M	19442
Barossa	0	F	438
Barossa	0	M	362
Barossa	1	F	16412
Barossa	1	M	16412
Lower North	0	F	283
Lower North	0	M	276
Lower North	1	F	10220
Lower North	1	M	10353
Mid North	0	F	480
Mid North	0	M	399
Mid North	1	F	12403
Mid North	1	M	12273
Yorke Peninsula	0	F	239
Yorke Peninsula	0	M	240
Yorke Peninsula	1	F	11375
Yorke Peninsula	1	M	11648
Eyre Peninsula and South West	0	F	1285
Eyre Peninsula and South West	0	M	1207
Eyre Peninsula and South West	1	F	24626
Eyre Peninsula and South West	1	M	25020
Outback - North and East	0	F	1646
Outback - North and East	0	M	1679
Outback - North and East	1	F	9498
Outback - North and East	1	M	10175
Fleurieu - Kangaroo Island	0	F	771
Fleurieu - Kangaroo Island	0	M	644
Fleurieu - Kangaroo Island	1	F	23584
Fleurieu - Kangaroo Island	1	M	22230
Limestone Coast	0	F	1604
Limestone Coast	0	M	1699
Limestone Coast	1	F	28421
Limestone Coast	1	M	28755
Murray and Mallee	0	F	2641
Murray and Mallee	0	M	2754
Murray and Mallee	1	F	29432
Murray and Mallee	1	M	29611
Migratory - Offshore - Shipping (SA)	0	M	4
Migratory - Offshore - Shipping (SA)	1	M	4
No usual address (SA)	0	F	150
No usual address (SA)	0	M	196
No usual address (SA)	1	F	769
No usual address (SA)	1	M	1167
Augusta - Margaret River - Busselton	0	F	1456
Augusta - Margaret River - Busselton	0	M	1212
Augusta - Margaret River - Busselton	1	F	22615
Augusta - Margaret River - Busselton	1	M	21859
Bunbury	0	F	3831
Bunbury	0	M	3514
Bunbury	1	F	44463
Bunbury	1	M	43151
Manjimup	0	F	535
Manjimup	0	M	456
Manjimup	1	F	9927
Manjimup	1	M	9974
Mandurah	0	F	3276
Mandurah	0	M	2669
Mandurah	1	F	43267
Mandurah	1	M	41131
Cottesloe - Claremont	0	F	5351
Cottesloe - Claremont	0	M	4711
Cottesloe - Claremont	1	F	27450
Cottesloe - Claremont	1	M	26282
Perth City	0	F	12778
Perth City	0	M	11482
Perth City	1	F	33587
Perth City	1	M	34197
Bayswater - Bassendean	0	F	10841
Bayswater - Bassendean	0	M	10074
Bayswater - Bassendean	1	F	27251
Bayswater - Bassendean	1	M	27455
Mundaring	0	F	1446
Mundaring	0	M	1260
Mundaring	1	F	17675
Mundaring	1	M	17556
Swan	0	F	13768
Swan	0	M	13118
Swan	1	F	46510
Swan	1	M	46471
Joondalup	0	F	9058
Joondalup	0	M	7877
Joondalup	1	F	66220
Joondalup	1	M	65654
Stirling	0	F	27335
Stirling	0	M	25624
Stirling	1	F	64935
Stirling	1	M	62434
Wanneroo	0	F	19708
Wanneroo	0	M	18505
Wanneroo	1	F	70153
Wanneroo	1	M	68917
Armadale	0	F	7672
Armadale	0	M	7247
Armadale	1	F	29951
Armadale	1	M	29807
Belmont - Victoria Park	0	F	10128
Belmont - Victoria Park	0	M	10117
Belmont - Victoria Park	1	F	21425
Belmont - Victoria Park	1	M	22345
Canning	0	F	18236
Canning	0	M	18372
Canning	1	F	26269
Canning	1	M	25916
Gosnells	0	F	18889
Gosnells	0	M	18860
Gosnells	1	F	36322
Gosnells	1	M	37087
Kalamunda	0	F	3622
Kalamunda	0	M	3169
Kalamunda	1	F	23845
Kalamunda	1	M	23620
Serpentine - Jarrahdale	0	F	1258
Serpentine - Jarrahdale	0	M	1212
Serpentine - Jarrahdale	1	F	11251
Serpentine - Jarrahdale	1	M	11240
South Perth	0	F	4853
South Perth	0	M	4413
South Perth	1	F	15182
South Perth	1	M	14773
Cockburn	0	F	11355
Cockburn	0	M	10639
Cockburn	1	F	37291
Cockburn	1	M	36588
Fremantle	0	F	2689
Fremantle	0	M	2199
Fremantle	1	F	14641
Fremantle	1	M	13888
Kwinana	0	F	3794
Kwinana	0	M	3625
Kwinana	1	F	13864
Kwinana	1	M	13950
Melville	0	F	10729
Melville	0	M	9320
Melville	1	F	38948
Melville	1	M	36947
Rockingham	0	F	5216
Rockingham	0	M	4455
Rockingham	1	F	53746
Rockingham	1	M	52801
Albany	0	F	1948
Albany	0	M	1818
Albany	1	F	25380
Albany	1	M	25030
Wheat Belt - North	0	F	1245
Wheat Belt - North	0	M	1308
Wheat Belt - North	1	F	23195
Wheat Belt - North	1	M	24529
Wheat Belt - South	0	F	376
Wheat Belt - South	0	M	345
Wheat Belt - South	1	F	8528
Wheat Belt - South	1	M	8943
Kimberley	0	F	3577
Kimberley	0	M	3336
Kimberley	1	F	11461
Kimberley	1	M	11442
East Pilbara	0	F	1917
East Pilbara	0	M	2130
East Pilbara	1	F	6826
East Pilbara	1	M	9940
West Pilbara	0	F	1680
West Pilbara	0	M	2534
West Pilbara	1	F	10052
West Pilbara	1	M	15325
Esperance	0	F	313
Esperance	0	M	249
Esperance	1	F	6711
Esperance	1	M	6888
Gascoyne	0	F	463
Gascoyne	0	M	451
Gascoyne	1	F	3467
Gascoyne	1	M	3868
Goldfields	0	F	2772
Goldfields	0	M	2775
Goldfields	1	F	13705
Goldfields	1	M	15503
Mid West	0	F	1852
Mid West	0	M	1652
Mid West	1	F	22359
Mid West	1	M	22960
Migratory - Offshore - Shipping (WA)	0	F	3
Migratory - Offshore - Shipping (WA)	0	M	51
Migratory - Offshore - Shipping (WA)	1	F	14
Migratory - Offshore - Shipping (WA)	1	M	288
No usual address (WA)	0	F	281
No usual address (WA)	0	M	305
No usual address (WA)	1	F	1559
No usual address (WA)	1	M	2258
Brighton	0	F	188
Brighton	0	M	159
Brighton	1	F	7958
Brighton	1	M	7633
Hobart - North East	0	F	1156
Hobart - North East	0	M	989
Hobart - North East	1	F	24638
Hobart - North East	1	M	22822
Hobart - North West	0	F	2369
Hobart - North West	0	M	2114
Hobart - North West	1	F	23232
Hobart - North West	1	M	21945
Hobart - South and West	0	F	1149
Hobart - South and West	0	M	901
Hobart - South and West	1	F	15262
Hobart - South and West	1	M	14164
Hobart Inner	0	F	3947
Hobart Inner	0	M	3663
Hobart Inner	1	F	20524
Hobart Inner	1	M	19448
Sorell - Dodges Ferry	0	F	203
Sorell - Dodges Ferry	0	M	155
Sorell - Dodges Ferry	1	F	7431
Sorell - Dodges Ferry	1	M	7326
Launceston	0	F	2753
Launceston	0	M	2724
Launceston	1	F	36451
Launceston	1	M	33686
Meander Valley - West Tamar	0	F	255
Meander Valley - West Tamar	0	M	213
Meander Valley - West Tamar	1	F	10294
Meander Valley - West Tamar	1	M	10180
North East	0	F	363
North East	0	M	303
North East	1	F	16715
North East	1	M	16897
Central Highlands (Tas.)	0	F	72
Central Highlands (Tas.)	0	M	65
Central Highlands (Tas.)	1	F	4916
Central Highlands (Tas.)	1	M	5384
Huon - Bruny Island	0	F	362
Huon - Bruny Island	0	M	315
Huon - Bruny Island	1	F	8521
Huon - Bruny Island	1	M	8661
South East Coast	0	F	96
South East Coast	0	M	67
South East Coast	1	F	2872
South East Coast	1	M	3069
Burnie - Ulverstone	0	F	576
Burnie - Ulverstone	0	M	437
Burnie - Ulverstone	1	F	22567
Burnie - Ulverstone	1	M	21100
Devonport	0	F	672
Devonport	0	M	528
Devonport	1	F	20852
Devonport	1	M	19586
West Coast	0	F	201
West Coast	0	M	221
West Coast	1	F	7531
West Coast	1	M	8032
Migratory - Offshore - Shipping (Tas.)	0	M	9
Migratory - Offshore - Shipping (Tas.)	1	F	18
Migratory - Offshore - Shipping (Tas.)	1	M	37
No usual address (Tas.)	0	F	31
No usual address (Tas.)	0	M	31
No usual address (Tas.)	1	F	300
No usual address (Tas.)	1	M	378
Darwin City	0	F	2972
Darwin City	0	M	2976
Darwin City	1	F	7677
Darwin City	1	M	9017
Darwin Suburbs	0	F	7801
Darwin Suburbs	0	M	7562
Darwin Suburbs	1	F	16234
Darwin Suburbs	1	M	16693
Litchfield	0	F	613
Litchfield	0	M	762
Litchfield	1	F	7707
Litchfield	1	M	9859
Palmerston	0	F	2692
Palmerston	0	M	2334
Palmerston	1	F	12578
Palmerston	1	M	13175
Alice Springs	0	F	6282
Alice Springs	0	M	5579
Alice Springs	1	F	9558
Alice Springs	1	M	9511
Barkly	0	F	1181
Barkly	0	M	1170
Barkly	1	F	1219
Barkly	1	M	1341
Daly - Tiwi - West Arnhem	0	F	4817
Daly - Tiwi - West Arnhem	0	M	4732
Daly - Tiwi - West Arnhem	1	F	2135
Daly - Tiwi - West Arnhem	1	M	2526
East Arnhem	0	F	4322
East Arnhem	0	M	4190
East Arnhem	1	F	1611
East Arnhem	1	M	1759
Katherine	0	F	3592
Katherine	0	M	3478
Katherine	1	F	4071
Katherine	1	M	4576
Migratory - Offshore - Shipping (NT)	0	F	3
Migratory - Offshore - Shipping (NT)	0	M	37
Migratory - Offshore - Shipping (NT)	1	F	10
Migratory - Offshore - Shipping (NT)	1	M	16
No usual address (NT)	0	F	218
No usual address (NT)	0	M	234
No usual address (NT)	1	F	642
No usual address (NT)	1	M	720
Belconnen	0	F	10836
Belconnen	0	M	10020
Belconnen	1	F	35436
Belconnen	1	M	35037
Canberra East	0	F	47
Canberra East	0	M	54
Canberra East	1	F	365
Canberra East	1	M	497
Gungahlin	0	F	12048
Gungahlin	0	M	11605
Gungahlin	1	F	22344
Gungahlin	1	M	22013
North Canberra	0	F	6352
North Canberra	0	M	5830
North Canberra	1	F	18434
North Canberra	1	M	18604
South Canberra	0	F	2610
South Canberra	0	M	2292
South Canberra	1	F	10265
South Canberra	1	M	9779
Tuggeranong	0	F	6379
Tuggeranong	0	M	5697
Tuggeranong	1	F	35195
Tuggeranong	1	M	34076
Weston Creek	0	F	1672
Weston Creek	0	M	1442
Weston Creek	1	F	9558
Weston Creek	1	M	9075
Woden Valley	0	F	4446
Woden Valley	0	M	3771
Woden Valley	1	F	12502
Woden Valley	1	M	12149
Molonglo	0	F	740
Molonglo	0	M	705
Molonglo	1	F	1433
Molonglo	1	M	1357
Urriarra - Namadgi	0	F	14
Urriarra - Namadgi	0	M	17
Urriarra - Namadgi	1	F	246
Urriarra - Namadgi	1	M	272
No usual address (ACT)	0	F	41
No usual address (ACT)	0	M	42
No usual address (ACT)	1	F	160
No usual address (ACT)	1	M	190
Christmas Island	0	F	395
Christmas Island	0	M	451
Christmas Island	1	F	215
Christmas Island	1	M	293
Cocos (Keeling) Islands	0	F	191
Cocos (Keeling) Islands	0	M	185
Cocos (Keeling) Islands	1	F	54
Cocos (Keeling) Islands	1	M	65
Jervis Bay	0	F	26
Jervis Bay	0	M	23
Jervis Bay	1	F	119
Jervis Bay	1	M	156
Norfolk Island	0	F	449
Norfolk Island	0	M	401
Norfolk Island	1	F	423
Norfolk Island	1	M	367
Migratory - Offshore - Shipping (OT)	1	M	3
No usual address (OT)	0	F	10
No usual address (OT)	0	M	5
No usual address (OT)	1	F	21
No usual address (OT)	1	M	20
