SA3_NAME16	Age	Sex	Volunteer	adults
Pittwater	65-74	F	0	2392
Pittwater	65-74	F	1	855
Pittwater	65-74	M		193
Pittwater	65-74	M	0	2316
Pittwater	65-74	M	1	775
Pittwater	75-84	F		225
Pittwater	75-84	F	0	1310
Pittwater	75-84	F	1	348
Pittwater	75-84	M		168
Pittwater	75-84	M	0	1198
Pittwater	75-84	M	1	320
Pittwater	85+	F		263
Pittwater	85+	F	0	741
Pittwater	85+	F	1	72
Pittwater	85+	M		95
Pittwater	85+	M	0	428
Pittwater	85+	M	1	56
Warringah	15-19	F		237
Warringah	15-19	F	0	2835
Warringah	15-19	F	1	1127
Warringah	15-19	M		288
Warringah	15-19	M	0	3338
Warringah	15-19	M	1	992
Warringah	20-24	F		230
Warringah	20-24	F	0	2754
Warringah	20-24	F	1	714
Warringah	20-24	M		201
Warringah	20-24	M	0	3079
Warringah	20-24	M	1	612
Warringah	25-34	F		565
Warringah	25-34	F	0	7406
Warringah	25-34	F	1	1472
Warringah	25-34	M		571
Warringah	25-34	M	0	7101
Warringah	25-34	M	1	1100
Warringah	35-44	F		559
Warringah	35-44	F	0	8135
Warringah	35-44	F	1	3317
Warringah	35-44	M		619
Warringah	35-44	M	0	8532
Warringah	35-44	M	1	2222
Warringah	45-54	F		533
Warringah	45-54	F	0	7460
Warringah	45-54	F	1	3351
Warringah	45-54	M		564
Warringah	45-54	M	0	7608
Warringah	45-54	M	1	2750
Warringah	55-64	F		410
Warringah	55-64	F	0	5921
Warringah	55-64	F	1	1643
Warringah	55-64	M		450
Warringah	55-64	M	0	5668
Warringah	55-64	M	1	1534
Warringah	65-74	F		432
Warringah	65-74	F	0	4649
Warringah	65-74	F	1	1439
Warringah	65-74	M		350
Warringah	65-74	M	0	4200
Warringah	65-74	M	1	1176
Warringah	75-84	F		469
Warringah	75-84	F	0	3099
Warringah	75-84	F	1	746
Warringah	75-84	M		342
Warringah	75-84	M	0	2516
Warringah	75-84	M	1	620
Warringah	85+	F		527
Warringah	85+	F	0	2156
Warringah	85+	F	1	172
Warringah	85+	M		214
Warringah	85+	M	0	1152
Warringah	85+	M	1	178
Camden	15-19	F		99
Camden	15-19	F	0	1726
Camden	15-19	F	1	426
Camden	15-19	M		123
Camden	15-19	M	0	1764
Camden	15-19	M	1	334
Camden	20-24	F		89
Camden	20-24	F	0	1563
Camden	20-24	F	1	267
Camden	20-24	M		74
Camden	20-24	M	0	1664
Camden	20-24	M	1	182
Camden	25-34	F		179
Camden	25-34	F	0	3682
Camden	25-34	F	1	609
Camden	25-34	M		167
Camden	25-34	M	0	3479
Camden	25-34	M	1	417
Camden	35-44	F		194
Camden	35-44	F	0	3736
Camden	35-44	F	1	1102
Camden	35-44	M		191
Camden	35-44	M	0	3672
Camden	35-44	M	1	788
Camden	45-54	F		157
Camden	45-54	F	0	3306
Camden	45-54	F	1	812
Camden	45-54	M		172
Camden	45-54	M	0	3147
Camden	45-54	M	1	683
Camden	55-64	F		136
Camden	55-64	F	0	2489
Camden	55-64	F	1	527
Camden	55-64	M		117
Camden	55-64	M	0	2346
Camden	55-64	M	1	435
Camden	65-74	F		128
Camden	65-74	F	0	1521
Camden	65-74	F	1	419
Camden	65-74	M		129
Camden	65-74	M	0	1453
Camden	65-74	M	1	339
Camden	75-84	F		138
Camden	75-84	F	0	759
Camden	75-84	F	1	141
Camden	75-84	M		81
Camden	75-84	M	0	571
Camden	75-84	M	1	129
Camden	85+	F		146
Camden	85+	F	0	408
Camden	85+	F	1	38
Camden	85+	M		68
Camden	85+	M	0	189
Camden	85+	M	1	22
Campbelltown (NSW)	15-19	F		456
Campbelltown (NSW)	15-19	F	0	3967
Campbelltown (NSW)	15-19	F	1	779
Campbelltown (NSW)	15-19	M		492
Campbelltown (NSW)	15-19	M	0	4397
Campbelltown (NSW)	15-19	M	1	729
Campbelltown (NSW)	20-24	F		387
Campbelltown (NSW)	20-24	F	0	4465
Campbelltown (NSW)	20-24	F	1	904
Campbelltown (NSW)	20-24	M		469
Campbelltown (NSW)	20-24	M	0	4696
Campbelltown (NSW)	20-24	M	1	665
Campbelltown (NSW)	25-34	F		794
Campbelltown (NSW)	25-34	F	0	9912
Campbelltown (NSW)	25-34	F	1	1566
Campbelltown (NSW)	25-34	M		804
Campbelltown (NSW)	25-34	M	0	9317
Campbelltown (NSW)	25-34	M	1	1140
Campbelltown (NSW)	35-44	F		675
Campbelltown (NSW)	35-44	F	0	8198
Campbelltown (NSW)	35-44	F	1	1934
Campbelltown (NSW)	35-44	M		697
Campbelltown (NSW)	35-44	M	0	8405
Campbelltown (NSW)	35-44	M	1	1328
Campbelltown (NSW)	45-54	F		630
Campbelltown (NSW)	45-54	F	0	8095
Campbelltown (NSW)	45-54	F	1	1546
Campbelltown (NSW)	45-54	M		599
Campbelltown (NSW)	45-54	M	0	7551
Campbelltown (NSW)	45-54	M	1	1326
Campbelltown (NSW)	55-64	F		584
Campbelltown (NSW)	55-64	F	0	7749
Campbelltown (NSW)	55-64	F	1	1363
Campbelltown (NSW)	55-64	M		564
Campbelltown (NSW)	55-64	M	0	7298
Campbelltown (NSW)	55-64	M	1	1143
Campbelltown (NSW)	65-74	F		591
Campbelltown (NSW)	65-74	F	0	4805
Campbelltown (NSW)	65-74	F	1	865
Campbelltown (NSW)	65-74	M		503
Campbelltown (NSW)	65-74	M	0	4686
Campbelltown (NSW)	65-74	M	1	755
Campbelltown (NSW)	75-84	F		400
Campbelltown (NSW)	75-84	F	0	1970
Campbelltown (NSW)	75-84	F	1	273
Campbelltown (NSW)	75-84	M		290
Campbelltown (NSW)	75-84	M	0	1675
Campbelltown (NSW)	75-84	M	1	235
Campbelltown (NSW)	85+	F		319
Campbelltown (NSW)	85+	F	0	758
Campbelltown (NSW)	85+	F	1	37
Campbelltown (NSW)	85+	M		130
Campbelltown (NSW)	85+	M	0	426
Campbelltown (NSW)	85+	M	1	26
Wollondilly	15-19	F		138
Wollondilly	15-19	F	0	940
Wollondilly	15-19	F	1	273
Wollondilly	15-19	M		130
Wollondilly	15-19	M	0	1111
Wollondilly	15-19	M	1	224
Wollondilly	20-24	F		72
Wollondilly	20-24	F	0	944
Wollondilly	20-24	F	1	215
Wollondilly	20-24	M		62
Wollondilly	20-24	M	0	966
Wollondilly	20-24	M	1	160
Wollondilly	25-34	F		143
Wollondilly	25-34	F	0	1933
Wollondilly	25-34	F	1	434
Wollondilly	25-34	M		161
Wollondilly	25-34	M	0	1922
Wollondilly	25-34	M	1	294
Wollondilly	35-44	F		145
Wollondilly	35-44	F	0	1914
Wollondilly	35-44	F	1	781
Wollondilly	35-44	M		175
Wollondilly	35-44	M	0	1963
Wollondilly	35-44	M	1	527
Wollondilly	45-54	F		166
Wollondilly	45-54	F	0	2008
Wollondilly	45-54	F	1	695
Wollondilly	45-54	M		164
Wollondilly	45-54	M	0	2108
Wollondilly	45-54	M	1	524
Wollondilly	55-64	F		187
Wollondilly	55-64	F	0	1868
Wollondilly	55-64	F	1	550
Wollondilly	55-64	M		189
Wollondilly	55-64	M	0	1886
Wollondilly	55-64	M	1	436
Wollondilly	65-74	F		132
Wollondilly	65-74	F	0	1209
Wollondilly	65-74	F	1	384
Wollondilly	65-74	M		177
Wollondilly	65-74	M	0	1325
Wollondilly	65-74	M	1	307
Wollondilly	75-84	F		118
Wollondilly	75-84	F	0	574
Wollondilly	75-84	F	1	131
Wollondilly	75-84	M		110
Wollondilly	75-84	M	0	569
Wollondilly	75-84	M	1	105
Wollondilly	85+	F		92
Wollondilly	85+	F	0	270
Wollondilly	85+	F	1	17
Wollondilly	85+	M		52
Wollondilly	85+	M	0	163
Wollondilly	85+	M	1	12
Blue Mountains	15-19	F		145
Blue Mountains	15-19	F	0	1572
Blue Mountains	15-19	F	1	602
Blue Mountains	15-19	M		151
Blue Mountains	15-19	M	0	1775
Blue Mountains	15-19	M	1	528
Blue Mountains	20-24	F		87
Blue Mountains	20-24	F	0	1270
Blue Mountains	20-24	F	1	392
Blue Mountains	20-24	M		90
Blue Mountains	20-24	M	0	1430
Blue Mountains	20-24	M	1	360
Blue Mountains	25-34	F		171
Blue Mountains	25-34	F	0	2663
Blue Mountains	25-34	F	1	760
Blue Mountains	25-34	M		171
Blue Mountains	25-34	M	0	2641
Blue Mountains	25-34	M	1	572
Blue Mountains	35-44	F		201
Blue Mountains	35-44	F	0	3272
Blue Mountains	35-44	F	1	1577
Blue Mountains	35-44	M		258
Blue Mountains	35-44	M	0	3295
Blue Mountains	35-44	M	1	1062
Blue Mountains	45-54	F		260
Blue Mountains	45-54	F	0	3766
Blue Mountains	45-54	F	1	1724
Blue Mountains	45-54	M		272
Blue Mountains	45-54	M	0	3547
Blue Mountains	45-54	M	1	1378
Blue Mountains	55-64	F		297
Blue Mountains	55-64	F	0	4239
Blue Mountains	55-64	F	1	1665
Blue Mountains	55-64	M		287
Blue Mountains	55-64	M	0	3853
Blue Mountains	55-64	M	1	1383
Blue Mountains	65-74	F		341
Blue Mountains	65-74	F	0	3028
Blue Mountains	65-74	F	1	1492
Blue Mountains	65-74	M		287
Blue Mountains	65-74	M	0	2859
Blue Mountains	65-74	M	1	1223
Blue Mountains	75-84	F		228
Blue Mountains	75-84	F	0	1502
Blue Mountains	75-84	F	1	525
Blue Mountains	75-84	M		160
Blue Mountains	75-84	M	0	1238
Blue Mountains	75-84	M	1	441
Blue Mountains	85+	F		119
Blue Mountains	85+	F	0	863
Blue Mountains	85+	F	1	98
Blue Mountains	85+	M		59
Blue Mountains	85+	M	0	432
Blue Mountains	85+	M	1	63
Blue Mountains - South	45-54	M	1	3
Penrith	15-19	F		300
Penrith	15-19	F	0	3317
Penrith	15-19	F	1	818
Penrith	15-19	M		332
Penrith	15-19	M	0	3753
Penrith	15-19	M	1	728
Penrith	20-24	F		306
Penrith	20-24	F	0	3819
Penrith	20-24	F	1	660
Penrith	20-24	M		297
Penrith	20-24	M	0	3857
Penrith	20-24	M	1	558
Penrith	25-34	F		698
Penrith	25-34	F	0	8958
Penrith	25-34	F	1	1487
Penrith	25-34	M		716
Penrith	25-34	M	0	8685
Penrith	25-34	M	1	1045
Penrith	35-44	F		582
Penrith	35-44	F	0	7603
Penrith	35-44	F	1	2007
Penrith	35-44	M		561
Penrith	35-44	M	0	7765
Penrith	35-44	M	1	1441
Penrith	45-54	F		522
Penrith	45-54	F	0	6943
Penrith	45-54	F	1	1510
Penrith	45-54	M		524
Penrith	45-54	M	0	6662
Penrith	45-54	M	1	1230
Penrith	55-64	F		438
Penrith	55-64	F	0	6344
Penrith	55-64	F	1	1168
Penrith	55-64	M		450
Penrith	55-64	M	0	5936
Penrith	55-64	M	1	944
Penrith	65-74	F		453
Penrith	65-74	F	0	4080
Penrith	65-74	F	1	833
Penrith	65-74	M		371
Penrith	65-74	M	0	4012
Penrith	65-74	M	1	735
Penrith	75-84	F		269
Penrith	75-84	F	0	1913
Penrith	75-84	F	1	292
Penrith	75-84	M		216
Penrith	75-84	M	0	1574
Penrith	75-84	M	1	211
Penrith	85+	F		114
Penrith	85+	F	0	958
Penrith	85+	F	1	50
Penrith	85+	M		82
Penrith	85+	M	0	491
Penrith	85+	M	1	24
Richmond - Windsor	15-19	F		98
Richmond - Windsor	15-19	F	0	904
Richmond - Windsor	15-19	F	1	228
Richmond - Windsor	15-19	M		131
Richmond - Windsor	15-19	M	0	951
Richmond - Windsor	15-19	M	1	197
Richmond - Windsor	20-24	F		138
Richmond - Windsor	20-24	F	0	1006
Richmond - Windsor	20-24	F	1	216
Richmond - Windsor	20-24	M		201
Richmond - Windsor	20-24	M	0	1128
Richmond - Windsor	20-24	M	1	173
Richmond - Windsor	25-34	F		250
Richmond - Windsor	25-34	F	0	1939
Richmond - Windsor	25-34	F	1	424
Richmond - Windsor	25-34	M		447
Richmond - Windsor	25-34	M	0	1966
Richmond - Windsor	25-34	M	1	285
Richmond - Windsor	35-44	F		202
Richmond - Windsor	35-44	F	0	1592
Richmond - Windsor	35-44	F	1	490
Richmond - Windsor	35-44	M		349
Richmond - Windsor	35-44	M	0	1661
Richmond - Windsor	35-44	M	1	334
Richmond - Windsor	45-54	F		192
Richmond - Windsor	45-54	F	0	1864
Richmond - Windsor	45-54	F	1	530
Richmond - Windsor	45-54	M		269
Richmond - Windsor	45-54	M	0	1812
Richmond - Windsor	45-54	M	1	368
Richmond - Windsor	55-64	F		130
Richmond - Windsor	55-64	F	0	1590
Richmond - Windsor	55-64	F	1	363
Richmond - Windsor	55-64	M		144
Richmond - Windsor	55-64	M	0	1564
Richmond - Windsor	55-64	M	1	277
Richmond - Windsor	65-74	F		121
Richmond - Windsor	65-74	F	0	1066
Richmond - Windsor	65-74	F	1	316
Richmond - Windsor	65-74	M		132
Richmond - Windsor	65-74	M	0	1021
Richmond - Windsor	65-74	M	1	214
Richmond - Windsor	75-84	F		134
Richmond - Windsor	75-84	F	0	642
Richmond - Windsor	75-84	F	1	154
Richmond - Windsor	75-84	M		87
Richmond - Windsor	75-84	M	0	509
Richmond - Windsor	75-84	M	1	103
Richmond - Windsor	85+	F		73
Richmond - Windsor	85+	F	0	358
Richmond - Windsor	85+	F	1	24
Richmond - Windsor	85+	M		43
Richmond - Windsor	85+	M	0	176
Richmond - Windsor	85+	M	1	12
St Marys	15-19	F		155
St Marys	15-19	F	0	1423
St Marys	15-19	F	1	249
St Marys	15-19	M		151
St Marys	15-19	M	0	1473
St Marys	15-19	M	1	209
St Marys	20-24	F		154
St Marys	20-24	F	0	1696
St Marys	20-24	F	1	264
St Marys	20-24	M		158
St Marys	20-24	M	0	1794
St Marys	20-24	M	1	223
St Marys	25-34	F		305
St Marys	25-34	F	0	3387
St Marys	25-34	F	1	495
St Marys	25-34	M		280
St Marys	25-34	M	0	3390
St Marys	25-34	M	1	357
St Marys	35-44	F		239
St Marys	35-44	F	0	2766
St Marys	35-44	F	1	555
St Marys	35-44	M		278
St Marys	35-44	M	0	2875
St Marys	35-44	M	1	399
St Marys	45-54	F		240
St Marys	45-54	F	0	2894
St Marys	45-54	F	1	461
St Marys	45-54	M		241
St Marys	45-54	M	0	2804
St Marys	45-54	M	1	382
St Marys	55-64	F		238
St Marys	55-64	F	0	2777
St Marys	55-64	F	1	437
St Marys	55-64	M		243
St Marys	55-64	M	0	2713
St Marys	55-64	M	1	325
St Marys	65-74	F		173
St Marys	65-74	F	0	1462
St Marys	65-74	F	1	206
St Marys	65-74	M		149
St Marys	65-74	M	0	1577
St Marys	65-74	M	1	191
St Marys	75-84	F		141
St Marys	75-84	F	0	669
St Marys	75-84	F	1	59
St Marys	75-84	M		85
St Marys	75-84	M	0	540
St Marys	75-84	M	1	51
St Marys	85+	F		96
St Marys	85+	F	0	248
St Marys	85+	F	1	14
St Marys	85+	M		42
St Marys	85+	M	0	135
St Marys	85+	M	1	4
Auburn	15-19	F		183
Auburn	15-19	F	0	1726
Auburn	15-19	F	1	380
Auburn	15-19	M		202
Auburn	15-19	M	0	1963
Auburn	15-19	M	1	304
Auburn	20-24	F		353
Auburn	20-24	F	0	2641
Auburn	20-24	F	1	525
Auburn	20-24	M		574
Auburn	20-24	M	0	3564
Auburn	20-24	M	1	468
Auburn	25-34	F		860
Auburn	25-34	F	0	7681
Auburn	25-34	F	1	1023
Auburn	25-34	M		1600
Auburn	25-34	M	0	9671
Auburn	25-34	M	1	1044
Auburn	35-44	F		500
Auburn	35-44	F	0	4415
Auburn	35-44	F	1	775
Auburn	35-44	M		952
Auburn	35-44	M	0	5499
Auburn	35-44	M	1	713
Auburn	45-54	F		375
Auburn	45-54	F	0	4010
Auburn	45-54	F	1	652
Auburn	45-54	M		595
Auburn	45-54	M	0	4129
Auburn	45-54	M	1	523
Auburn	55-64	F		288
Auburn	55-64	F	0	3360
Auburn	55-64	F	1	544
Auburn	55-64	M		363
Auburn	55-64	M	0	3418
Auburn	55-64	M	1	433
Auburn	65-74	F		156
Auburn	65-74	F	0	1783
Auburn	65-74	F	1	239
Auburn	65-74	M		216
Auburn	65-74	M	0	1851
Auburn	65-74	M	1	206
Auburn	75-84	F		116
Auburn	75-84	F	0	966
Auburn	75-84	F	1	94
Auburn	75-84	M		113
Auburn	75-84	M	0	903
Auburn	75-84	M	1	80
Auburn	85+	F		78
Auburn	85+	F	0	547
Auburn	85+	F	1	25
Auburn	85+	M		43
Auburn	85+	M	0	286
Auburn	85+	M	1	19
Carlingford	15-19	F		98
Carlingford	15-19	F	0	1472
Carlingford	15-19	F	1	456
Carlingford	15-19	M		103
Carlingford	15-19	M	0	1733
Carlingford	15-19	M	1	456
Carlingford	20-24	F		75
Carlingford	20-24	F	0	1417
Carlingford	20-24	F	1	465
Carlingford	20-24	M		105
Carlingford	20-24	M	0	1567
Carlingford	20-24	M	1	419
Carlingford	25-34	F		224
Carlingford	25-34	F	0	3621
Carlingford	25-34	F	1	765
Carlingford	25-34	M		250
Carlingford	25-34	M	0	3469
Carlingford	25-34	M	1	599
Carlingford	35-44	F		212
Carlingford	35-44	F	0	3465
Carlingford	35-44	F	1	1278
Carlingford	35-44	M		227
Carlingford	35-44	M	0	3516
Carlingford	35-44	M	1	814
Carlingford	45-54	F		215
Carlingford	45-54	F	0	3534
Carlingford	45-54	F	1	1190
Carlingford	45-54	M		211
Carlingford	45-54	M	0	3337
Carlingford	45-54	M	1	902
Carlingford	55-64	F		167
Carlingford	55-64	F	0	3117
Carlingford	55-64	F	1	721
Carlingford	55-64	M		186
Carlingford	55-64	M	0	3039
Carlingford	55-64	M	1	672
Carlingford	65-74	F		175
Carlingford	65-74	F	0	2001
Carlingford	65-74	F	1	533
Carlingford	65-74	M		150
Carlingford	65-74	M	0	1903
Carlingford	65-74	M	1	472
Carlingford	75-84	F		145
Carlingford	75-84	F	0	1257
Carlingford	75-84	F	1	266
Carlingford	75-84	M		118
Carlingford	75-84	M	0	1179
Carlingford	75-84	M	1	246
Carlingford	85+	F		125
Carlingford	85+	F	0	597
Carlingford	85+	F	1	60
Carlingford	85+	M		59
Carlingford	85+	M	0	389
Carlingford	85+	M	1	48
Merrylands - Guildford	15-19	F		358
Merrylands - Guildford	15-19	F	0	3574
Merrylands - Guildford	15-19	F	1	695
Merrylands - Guildford	15-19	M		430
Merrylands - Guildford	15-19	M	0	3921
Merrylands - Guildford	15-19	M	1	493
Merrylands - Guildford	20-24	F		408
Merrylands - Guildford	20-24	F	0	4256
Merrylands - Guildford	20-24	F	1	762
Merrylands - Guildford	20-24	M		523
Merrylands - Guildford	20-24	M	0	4833
Merrylands - Guildford	20-24	M	1	626
Merrylands - Guildford	25-34	F		943
Merrylands - Guildford	25-34	F	0	10233
Merrylands - Guildford	25-34	F	1	1337
Merrylands - Guildford	25-34	M		1175
Merrylands - Guildford	25-34	M	0	10697
Merrylands - Guildford	25-34	M	1	1154
Merrylands - Guildford	35-44	F		677
Merrylands - Guildford	35-44	F	0	7981
Merrylands - Guildford	35-44	F	1	1375
Merrylands - Guildford	35-44	M		845
Merrylands - Guildford	35-44	M	0	8518
Merrylands - Guildford	35-44	M	1	1128
Merrylands - Guildford	45-54	F		672
Merrylands - Guildford	45-54	F	0	7190
Merrylands - Guildford	45-54	F	1	1102
Merrylands - Guildford	45-54	M		733
Merrylands - Guildford	45-54	M	0	7352
Merrylands - Guildford	45-54	M	1	920
Merrylands - Guildford	55-64	F		491
Merrylands - Guildford	55-64	F	0	6200
Merrylands - Guildford	55-64	F	1	801
Merrylands - Guildford	55-64	M		596
Merrylands - Guildford	55-64	M	0	6128
Merrylands - Guildford	55-64	M	1	699
Merrylands - Guildford	65-74	F		397
Merrylands - Guildford	65-74	F	0	4152
Merrylands - Guildford	65-74	F	1	562
Merrylands - Guildford	65-74	M		427
Merrylands - Guildford	65-74	M	0	4272
Merrylands - Guildford	65-74	M	1	478
Merrylands - Guildford	75-84	F		342
Merrylands - Guildford	75-84	F	0	2577
Merrylands - Guildford	75-84	F	1	225
Merrylands - Guildford	75-84	M		276
Merrylands - Guildford	75-84	M	0	2088
Merrylands - Guildford	75-84	M	1	188
Merrylands - Guildford	85+	F		218
Merrylands - Guildford	85+	F	0	1455
Merrylands - Guildford	85+	F	1	52
Merrylands - Guildford	85+	M		124
Merrylands - Guildford	85+	M	0	811
Merrylands - Guildford	85+	M	1	46
Parramatta	15-19	F		188
Parramatta	15-19	F	0	2104
Parramatta	15-19	F	1	626
Parramatta	15-19	M		252
Parramatta	15-19	M	0	2412
Parramatta	15-19	M	1	541
Parramatta	20-24	F		309
Parramatta	20-24	F	0	2897
Parramatta	20-24	F	1	727
Parramatta	20-24	M		387
Parramatta	20-24	M	0	3597
Parramatta	20-24	M	1	677
Parramatta	25-34	F		1221
Parramatta	25-34	F	0	12794
Parramatta	25-34	F	1	2008
Parramatta	25-34	M		1279
Parramatta	25-34	M	0	12714
Parramatta	25-34	M	1	1636
Parramatta	35-44	F		712
Parramatta	35-44	F	0	8023
Parramatta	35-44	F	1	2061
Parramatta	35-44	M		979
Parramatta	35-44	M	0	10043
Parramatta	35-44	M	1	1821
Parramatta	45-54	F		455
Parramatta	45-54	F	0	5432
Parramatta	45-54	F	1	1461
Parramatta	45-54	M		468
Parramatta	45-54	M	0	5610
Parramatta	45-54	M	1	1291
Parramatta	55-64	F		442
Parramatta	55-64	F	0	4953
Parramatta	55-64	F	1	957
Parramatta	55-64	M		449
Parramatta	55-64	M	0	4387
Parramatta	55-64	M	1	929
Parramatta	65-74	F		324
Parramatta	65-74	F	0	3565
Parramatta	65-74	F	1	819
Parramatta	65-74	M		273
Parramatta	65-74	M	0	3229
Parramatta	65-74	M	1	627
Parramatta	75-84	F		318
Parramatta	75-84	F	0	2234
Parramatta	75-84	F	1	365
Parramatta	75-84	M		220
Parramatta	75-84	M	0	1827
Parramatta	75-84	M	1	292
Parramatta	85+	F		226
Parramatta	85+	F	0	1352
Parramatta	85+	F	1	79
Parramatta	85+	M		133
Parramatta	85+	M	0	749
Parramatta	85+	M	1	49
Pennant Hills - Epping	15-19	F		47
Pennant Hills - Epping	15-19	F	0	1020
Pennant Hills - Epping	15-19	F	1	511
Pennant Hills - Epping	15-19	M		58
Pennant Hills - Epping	15-19	M	0	1177
Pennant Hills - Epping	15-19	M	1	463
Pennant Hills - Epping	20-24	F		58
Pennant Hills - Epping	20-24	F	0	1157
Pennant Hills - Epping	20-24	F	1	519
Pennant Hills - Epping	20-24	M		63
Pennant Hills - Epping	20-24	M	0	1350
Pennant Hills - Epping	20-24	M	1	385
Pennant Hills - Epping	25-34	F		98
Pennant Hills - Epping	25-34	F	0	2184
Pennant Hills - Epping	25-34	F	1	549
Pennant Hills - Epping	25-34	M		129
Pennant Hills - Epping	25-34	M	0	2298
Pennant Hills - Epping	25-34	M	1	472
Pennant Hills - Epping	35-44	F		96
Pennant Hills - Epping	35-44	F	0	2186
Pennant Hills - Epping	35-44	F	1	1111
Pennant Hills - Epping	35-44	M		108
Pennant Hills - Epping	35-44	M	0	2269
Pennant Hills - Epping	35-44	M	1	704
Pennant Hills - Epping	45-54	F		76
Pennant Hills - Epping	45-54	F	0	2249
Pennant Hills - Epping	45-54	F	1	1161
Pennant Hills - Epping	45-54	M		100
Pennant Hills - Epping	45-54	M	0	2118
Pennant Hills - Epping	45-54	M	1	934
Pennant Hills - Epping	55-64	F		78
Pennant Hills - Epping	55-64	F	0	2142
Pennant Hills - Epping	55-64	F	1	811
Pennant Hills - Epping	55-64	M		81
Pennant Hills - Epping	55-64	M	0	1993
Pennant Hills - Epping	55-64	M	1	783
Pennant Hills - Epping	65-74	F		70
Pennant Hills - Epping	65-74	F	0	1309
Pennant Hills - Epping	65-74	F	1	591
Pennant Hills - Epping	65-74	M		72
Pennant Hills - Epping	65-74	M	0	1335
Pennant Hills - Epping	65-74	M	1	513
Pennant Hills - Epping	75-84	F		87
Pennant Hills - Epping	75-84	F	0	903
Pennant Hills - Epping	75-84	F	1	309
Pennant Hills - Epping	75-84	M		74
Pennant Hills - Epping	75-84	M	0	677
Pennant Hills - Epping	75-84	M	1	284
Pennant Hills - Epping	85+	F		77
Pennant Hills - Epping	85+	F	0	560
Pennant Hills - Epping	85+	F	1	73
Pennant Hills - Epping	85+	M		42
Pennant Hills - Epping	85+	M	0	348
Pennant Hills - Epping	85+	M	1	47
Ryde - Hunters Hill	15-19	F		190
Ryde - Hunters Hill	15-19	F	0	2347
Ryde - Hunters Hill	15-19	F	1	905
Ryde - Hunters Hill	15-19	M		225
Ryde - Hunters Hill	15-19	M	0	2838
Ryde - Hunters Hill	15-19	M	1	1059
Ryde - Hunters Hill	20-24	F		283
Ryde - Hunters Hill	20-24	F	0	4060
Ryde - Hunters Hill	20-24	F	1	1086
Ryde - Hunters Hill	20-24	M		260
Ryde - Hunters Hill	20-24	M	0	4092
Ryde - Hunters Hill	20-24	M	1	916
Ryde - Hunters Hill	25-34	F		636
Ryde - Hunters Hill	25-34	F	0	9369
Ryde - Hunters Hill	25-34	F	1	1868
Ryde - Hunters Hill	25-34	M		625
Ryde - Hunters Hill	25-34	M	0	9094
Ryde - Hunters Hill	25-34	M	1	1537
Ryde - Hunters Hill	35-44	F		420
Ryde - Hunters Hill	35-44	F	0	6919
Ryde - Hunters Hill	35-44	F	1	2504
Ryde - Hunters Hill	35-44	M		485
Ryde - Hunters Hill	35-44	M	0	7301
Ryde - Hunters Hill	35-44	M	1	1747
Ryde - Hunters Hill	45-54	F		360
Ryde - Hunters Hill	45-54	F	0	6022
Ryde - Hunters Hill	45-54	F	1	2433
Ryde - Hunters Hill	45-54	M		397
Ryde - Hunters Hill	45-54	M	0	5954
Ryde - Hunters Hill	45-54	M	1	1825
Ryde - Hunters Hill	55-64	F		357
Ryde - Hunters Hill	55-64	F	0	5691
Ryde - Hunters Hill	55-64	F	1	1573
Ryde - Hunters Hill	55-64	M		339
Ryde - Hunters Hill	55-64	M	0	5159
Ryde - Hunters Hill	55-64	M	1	1278
Ryde - Hunters Hill	65-74	F		312
Ryde - Hunters Hill	65-74	F	0	3854
Ryde - Hunters Hill	65-74	F	1	1095
Ryde - Hunters Hill	65-74	M		270
Ryde - Hunters Hill	65-74	M	0	3584
Ryde - Hunters Hill	65-74	M	1	942
Ryde - Hunters Hill	75-84	F		295
Ryde - Hunters Hill	75-84	F	0	2669
Ryde - Hunters Hill	75-84	F	1	586
Ryde - Hunters Hill	75-84	M		195
Ryde - Hunters Hill	75-84	M	0	2142
Ryde - Hunters Hill	75-84	M	1	417
Ryde - Hunters Hill	85+	F		300
Ryde - Hunters Hill	85+	F	0	1967
Ryde - Hunters Hill	85+	F	1	167
Ryde - Hunters Hill	85+	M		116
Ryde - Hunters Hill	85+	M	0	1136
Ryde - Hunters Hill	85+	M	1	98
Bringelly - Green Valley	15-19	F		335
Bringelly - Green Valley	15-19	F	0	2981
Bringelly - Green Valley	15-19	F	1	516
Bringelly - Green Valley	15-19	M		379
Bringelly - Green Valley	15-19	M	0	3343
Bringelly - Green Valley	15-19	M	1	363
Bringelly - Green Valley	20-24	F		261
Bringelly - Green Valley	20-24	F	0	3005
Bringelly - Green Valley	20-24	F	1	470
Bringelly - Green Valley	20-24	M		258
Bringelly - Green Valley	20-24	M	0	3088
Bringelly - Green Valley	20-24	M	1	331
Bringelly - Green Valley	25-34	F		521
Bringelly - Green Valley	25-34	F	0	6526
Bringelly - Green Valley	25-34	F	1	755
Bringelly - Green Valley	25-34	M		547
Bringelly - Green Valley	25-34	M	0	6160
Bringelly - Green Valley	25-34	M	1	530
Bringelly - Green Valley	35-44	F		502
Bringelly - Green Valley	35-44	F	0	5999
Bringelly - Green Valley	35-44	F	1	1004
Bringelly - Green Valley	35-44	M		515
Bringelly - Green Valley	35-44	M	0	5861
Bringelly - Green Valley	35-44	M	1	710
Bringelly - Green Valley	45-54	F		449
