SA3_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Queanbeyan	IRN	2012	3
Queanbeyan	IRN	2014	3
Queanbeyan	IRN	2015	11
Queanbeyan	IRN	2016	3
Queanbeyan	IRQ	1985	3
Queanbeyan	IRQ	2005	3
Queanbeyan	IRQ	2010	5
Queanbeyan	IRQ	2011	3
Queanbeyan	IRQ	2014	3
Queanbeyan	ITA		11
Queanbeyan	ITA	1946	3
Queanbeyan	ITA	1955	70
Queanbeyan	ITA	1965	179
Queanbeyan	ITA	1975	104
Queanbeyan	ITA	1985	12
Queanbeyan	ITA	1995	5
Queanbeyan	ITA	2010	4
Queanbeyan	ITA	2014	3
Queanbeyan	JPN	1985	7
Queanbeyan	JPN	1995	6
Queanbeyan	JPN	2005	4
Queanbeyan	JPN	2010	3
Queanbeyan	JPN	2011	4
Queanbeyan	JPN	2012	3
Queanbeyan	JPN	2013	3
Queanbeyan	KOR		4
Queanbeyan	KOR	1985	7
Queanbeyan	KOR	1995	13
Queanbeyan	KOR	2005	7
Queanbeyan	KOR	2010	13
Queanbeyan	KOR	2013	3
Queanbeyan	KOR	2014	3
Queanbeyan	KOR	2016	3
Queanbeyan	LBN	1975	4
Queanbeyan	LBN	1985	3
Queanbeyan	LBN	1995	7
Queanbeyan	LBN	2005	3
Queanbeyan	LBN	2014	4
Queanbeyan	LKA		3
Queanbeyan	LKA	1955	4
Queanbeyan	LKA	1975	6
Queanbeyan	LKA	1985	7
Queanbeyan	LKA	1995	20
Queanbeyan	LKA	2005	13
Queanbeyan	LKA	2010	25
Queanbeyan	LKA	2011	8
Queanbeyan	LKA	2013	3
Queanbeyan	LKA	2015	14
Queanbeyan	MKD		17
Queanbeyan	MKD	1955	13
Queanbeyan	MKD	1965	18
Queanbeyan	MKD	1975	179
Queanbeyan	MKD	1985	51
Queanbeyan	MKD	1995	139
Queanbeyan	MKD	2005	41
Queanbeyan	MKD	2010	25
Queanbeyan	MKD	2011	3
Queanbeyan	MKD	2012	5
Queanbeyan	MKD	2013	12
Queanbeyan	MKD	2014	11
Queanbeyan	MKD	2015	8
Queanbeyan	MLT		5
Queanbeyan	MLT	1955	33
Queanbeyan	MLT	1965	25
Queanbeyan	MLT	1975	9
Queanbeyan	MLT	1985	3
Queanbeyan	MYS		6
Queanbeyan	MYS	1965	13
Queanbeyan	MYS	1975	22
Queanbeyan	MYS	1985	16
Queanbeyan	MYS	1995	19
Queanbeyan	MYS	2005	18
Queanbeyan	MYS	2010	15
Queanbeyan	MYS	2011	4
Queanbeyan	NLD		3
Queanbeyan	NLD	1955	38
Queanbeyan	NLD	1965	38
Queanbeyan	NLD	1975	11
Queanbeyan	NLD	1985	6
Queanbeyan	NLD	1995	4
Queanbeyan	NLD	2005	4
Queanbeyan	NLD	2010	7
Queanbeyan	NLD	2012	4
Queanbeyan	NLD	2014	5
Queanbeyan	NLD	2015	5
Queanbeyan	NZL		26
Queanbeyan	NZL	1955	3
Queanbeyan	NZL	1965	30
Queanbeyan	NZL	1975	81
Queanbeyan	NZL	1985	173
Queanbeyan	NZL	1995	140
Queanbeyan	NZL	2005	162
Queanbeyan	NZL	2010	81
Queanbeyan	NZL	2011	22
Queanbeyan	NZL	2012	11
Queanbeyan	NZL	2013	25
Queanbeyan	NZL	2014	16
Queanbeyan	NZL	2015	19
Queanbeyan	NZL	2016	6
Queanbeyan	PAK	1965	3
Queanbeyan	PAK	1975	6
Queanbeyan	PAK	1995	3
Queanbeyan	PAK	2005	13
Queanbeyan	PAK	2010	33
Queanbeyan	PAK	2011	11
Queanbeyan	PAK	2012	5
Queanbeyan	PAK	2013	7
Queanbeyan	PAK	2014	7
Queanbeyan	PAK	2015	12
Queanbeyan	PHL		7
Queanbeyan	PHL	1975	3
Queanbeyan	PHL	1985	35
Queanbeyan	PHL	1995	53
Queanbeyan	PHL	2005	63
Queanbeyan	PHL	2010	105
Queanbeyan	PHL	2011	34
Queanbeyan	PHL	2012	35
Queanbeyan	PHL	2013	29
Queanbeyan	PHL	2014	42
Queanbeyan	PHL	2015	23
Queanbeyan	PHL	2016	16
Queanbeyan	POL		4
Queanbeyan	POL	1955	8
Queanbeyan	POL	1965	17
Queanbeyan	POL	1975	10
Queanbeyan	POL	1985	21
Queanbeyan	POL	1995	21
Queanbeyan	POL	2005	3
Queanbeyan	POL	2010	3
Queanbeyan	POL	2014	3
Queanbeyan	SGP	1965	3
Queanbeyan	SGP	1975	10
Queanbeyan	SGP	1985	10
Queanbeyan	SGP	1995	11
Queanbeyan	SGP	2005	9
Queanbeyan	SGP	2010	4
Queanbeyan	THA		4
Queanbeyan	THA	1975	7
Queanbeyan	THA	1985	3
Queanbeyan	THA	1995	14
Queanbeyan	THA	2005	22
Queanbeyan	THA	2010	24
Queanbeyan	THA	2011	4
Queanbeyan	THA	2012	5
Queanbeyan	THA	2013	5
Queanbeyan	THA	2015	3
Queanbeyan	THA	2016	8
Queanbeyan	TUR	1995	6
Queanbeyan	TUR	2005	9
Queanbeyan	TUR	2014	3
Queanbeyan	USA		7
Queanbeyan	USA	1955	3
Queanbeyan	USA	1965	10
Queanbeyan	USA	1975	42
Queanbeyan	USA	1985	32
Queanbeyan	USA	1995	45
Queanbeyan	USA	2005	66
Queanbeyan	USA	2010	34
Queanbeyan	USA	2011	22
Queanbeyan	USA	2012	14
Queanbeyan	USA	2013	11
Queanbeyan	USA	2014	17
Queanbeyan	USA	2015	13
Queanbeyan	USA	2016	7
Queanbeyan	VNM		3
Queanbeyan	VNM	1985	27
Queanbeyan	VNM	1995	18
Queanbeyan	VNM	2005	10
Queanbeyan	VNM	2010	22
Queanbeyan	VNM	2012	3
Queanbeyan	VNM	2013	5
Queanbeyan	VNM	2014	3
Queanbeyan	ZAF		4
Queanbeyan	ZAF	1965	7
Queanbeyan	ZAF	1975	15
Queanbeyan	ZAF	1985	14
Queanbeyan	ZAF	1995	19
Queanbeyan	ZAF	2005	63
Queanbeyan	ZAF	2010	39
Queanbeyan	ZAF	2011	10
Queanbeyan	ZAF	2012	8
Queanbeyan	ZAF	2013	7
Queanbeyan	ZAF	2014	7
Queanbeyan	ZAF	2015	12
Queanbeyan	ZAF	2016	3
Queanbeyan	ZWE	1965	3
Queanbeyan	ZWE	1975	3
Queanbeyan	ZWE	1985	8
Queanbeyan	ZWE	2005	20
Queanbeyan	ZWE	2010	7
Queanbeyan	ZWE	2011	3
Queanbeyan	ZWE	2014	3
Snowy Mountains			51
Snowy Mountains		1955	47
Snowy Mountains		1965	70
Snowy Mountains		1975	100
Snowy Mountains		1985	32
Snowy Mountains		1995	37
Snowy Mountains		2005	32
Snowy Mountains		2010	18
Snowy Mountains		2011	4
Snowy Mountains		2013	4
Snowy Mountains		2014	20
Snowy Mountains		2015	22
Snowy Mountains		2016	9
Snowy Mountains	CAN		7
Snowy Mountains	CAN	1975	6
Snowy Mountains	CAN	1985	4
Snowy Mountains	CAN	1995	4
Snowy Mountains	CAN	2005	5
Snowy Mountains	CAN	2010	7
Snowy Mountains	CAN	2011	4
Snowy Mountains	CAN	2012	4
Snowy Mountains	CAN	2013	3
Snowy Mountains	CAN	2016	6
Snowy Mountains	CHN		9
Snowy Mountains	CHN	1965	7
Snowy Mountains	CHN	1995	3
Snowy Mountains	CHN	2005	9
Snowy Mountains	CHN	2010	3
Snowy Mountains	CHN	2011	3
Snowy Mountains	CHN	2013	3
Snowy Mountains	CHN	2014	4
Snowy Mountains	DEU		6
Snowy Mountains	DEU	1955	57
Snowy Mountains	DEU	1965	60
Snowy Mountains	DEU	1975	34
Snowy Mountains	DEU	1985	8
Snowy Mountains	DEU	1995	7
Snowy Mountains	DEU	2005	6
Snowy Mountains	DEU	2010	3
Snowy Mountains	DEU	2013	3
Snowy Mountains	EGY	1955	4
Snowy Mountains	FJI	1975	3
Snowy Mountains	FJI	1995	3
Snowy Mountains	GBR		41
Snowy Mountains	GBR	1946	7
Snowy Mountains	GBR	1955	65
Snowy Mountains	GBR	1965	149
Snowy Mountains	GBR	1975	222
Snowy Mountains	GBR	1985	81
Snowy Mountains	GBR	1995	70
Snowy Mountains	GBR	2005	61
Snowy Mountains	GBR	2010	33
Snowy Mountains	GBR	2011	8
Snowy Mountains	GBR	2013	4
Snowy Mountains	GBR	2014	3
Snowy Mountains	GBR	2015	3
Snowy Mountains	GBR	2016	9
Snowy Mountains	GRC	1955	3
Snowy Mountains	GRC	1965	9
Snowy Mountains	GRC	1975	8
Snowy Mountains	HKG		10
Snowy Mountains	HKG	1975	4
Snowy Mountains	HKG	2005	3
Snowy Mountains	HKG	2014	4
Snowy Mountains	HKG	2015	5
Snowy Mountains	HRV		3
Snowy Mountains	HRV	1955	4
Snowy Mountains	HRV	1965	4
Snowy Mountains	HRV	1975	9
Snowy Mountains	IDN	1965	3
Snowy Mountains	IDN	1985	3
Snowy Mountains	IDN	1995	3
Snowy Mountains	IDN	2014	4
Snowy Mountains	IDN	2015	7
Snowy Mountains	IND		5
Snowy Mountains	IND	1965	3
Snowy Mountains	IND	1975	8
Snowy Mountains	IND	1995	3
Snowy Mountains	IND	2005	7
Snowy Mountains	IND	2014	3
Snowy Mountains	IRL	1965	4
Snowy Mountains	IRL	1975	10
Snowy Mountains	IRL	1985	3
Snowy Mountains	IRL	2005	3
Snowy Mountains	IRL	2010	7
Snowy Mountains	IRL	2011	3
Snowy Mountains	ITA		5
Snowy Mountains	ITA	1946	3
Snowy Mountains	ITA	1955	24
Snowy Mountains	ITA	1965	38
Snowy Mountains	ITA	1975	4
Snowy Mountains	ITA	2005	3
Snowy Mountains	JPN		3
Snowy Mountains	JPN	1995	3
Snowy Mountains	JPN	2005	3
Snowy Mountains	JPN	2011	3
Snowy Mountains	KOR	1995	3
Snowy Mountains	KOR	2005	8
Snowy Mountains	KOR	2010	4
Snowy Mountains	KOR	2014	4
Snowy Mountains	KOR	2015	4
Snowy Mountains	LBN	1965	10
Snowy Mountains	LBN	1975	10
Snowy Mountains	LBN	1985	3
Snowy Mountains	LKA	1995	7
Snowy Mountains	LKA	2010	13
Snowy Mountains	MKD	1975	8
Snowy Mountains	MLT	1965	3
Snowy Mountains	MLT	1985	5
Snowy Mountains	MYS		3
Snowy Mountains	MYS	1965	3
Snowy Mountains	MYS	1975	3
Snowy Mountains	NLD		3
Snowy Mountains	NLD	1955	29
Snowy Mountains	NLD	1965	15
Snowy Mountains	NLD	1975	9
Snowy Mountains	NLD	1985	10
Snowy Mountains	NLD	1995	3
Snowy Mountains	NLD	2005	4
Snowy Mountains	NZL		15
Snowy Mountains	NZL	1955	7
Snowy Mountains	NZL	1965	11
Snowy Mountains	NZL	1975	51
Snowy Mountains	NZL	1985	59
Snowy Mountains	NZL	1995	53
Snowy Mountains	NZL	2005	36
Snowy Mountains	NZL	2010	15
Snowy Mountains	NZL	2011	4
Snowy Mountains	NZL	2012	11
Snowy Mountains	NZL	2013	3
Snowy Mountains	NZL	2015	3
Snowy Mountains	PAK	2015	3
Snowy Mountains	PHL	1985	9
Snowy Mountains	PHL	1995	10
Snowy Mountains	PHL	2005	9
Snowy Mountains	PHL	2010	4
Snowy Mountains	PHL	2013	3
Snowy Mountains	PHL	2014	4
Snowy Mountains	POL		4
Snowy Mountains	POL	1955	7
Snowy Mountains	POL	1965	8
Snowy Mountains	POL	1985	6
Snowy Mountains	POL	1995	10
Snowy Mountains	POL	2005	3
Snowy Mountains	SGP	1975	4
Snowy Mountains	SGP	1985	3
Snowy Mountains	THA		3
Snowy Mountains	THA	1965	3
Snowy Mountains	THA	1975	3
Snowy Mountains	THA	1985	3
Snowy Mountains	THA	2005	4
Snowy Mountains	THA	2010	15
Snowy Mountains	THA	2011	3
Snowy Mountains	THA	2013	3
Snowy Mountains	THA	2015	3
Snowy Mountains	TUR		3
Snowy Mountains	TUR	1975	6
Snowy Mountains	TUR	1995	4
Snowy Mountains	USA		7
Snowy Mountains	USA	1975	10
Snowy Mountains	USA	1985	15
Snowy Mountains	USA	1995	12
Snowy Mountains	USA	2005	7
Snowy Mountains	USA	2010	7
Snowy Mountains	USA	2012	3
Snowy Mountains	USA	2016	3
Snowy Mountains	VNM		13
Snowy Mountains	VNM	2005	5
Snowy Mountains	VNM	2010	3
Snowy Mountains	ZAF		3
Snowy Mountains	ZAF	1965	3
Snowy Mountains	ZAF	1975	3
Snowy Mountains	ZAF	1985	5
Snowy Mountains	ZAF	1995	6
Snowy Mountains	ZAF	2005	11
Snowy Mountains	ZAF	2010	12
Snowy Mountains	ZWE	1995	3
Snowy Mountains	ZWE	2005	4
South Coast			42
South Coast		1946	3
South Coast		1955	119
South Coast		1965	192
South Coast		1975	304
South Coast		1985	112
South Coast		1995	99
South Coast		2005	95
South Coast		2010	50
South Coast		2011	10
South Coast		2012	17
South Coast		2013	5
South Coast		2014	12
South Coast		2015	7
South Coast		2016	3
South Coast	CAN	1965	9
South Coast	CAN	1975	30
South Coast	CAN	1985	16
South Coast	CAN	1995	16
South Coast	CAN	2005	20
South Coast	CAN	2010	15
South Coast	CAN	2011	3
South Coast	CAN	2012	3
South Coast	CAN	2015	3
South Coast	CHN		3
South Coast	CHN	1946	8
South Coast	CHN	1955	8
South Coast	CHN	1965	4
South Coast	CHN	1995	11
South Coast	CHN	2005	9
South Coast	CHN	2010	14
South Coast	CHN	2011	3
South Coast	CHN	2014	4
South Coast	CHN	2016	3
South Coast	DEU		20
South Coast	DEU	1955	175
South Coast	DEU	1965	154
South Coast	DEU	1975	89
South Coast	DEU	1985	43
South Coast	DEU	1995	32
South Coast	DEU	2005	25
South Coast	DEU	2010	15
South Coast	DEU	2013	3
South Coast	DEU	2015	3
South Coast	EGY		3
South Coast	EGY	1955	5
South Coast	EGY	1965	6
South Coast	EGY	1975	6
South Coast	FJI		6
South Coast	FJI	1955	3
South Coast	FJI	1965	5
South Coast	FJI	1975	5
South Coast	FJI	1985	4
South Coast	FJI	1995	7
South Coast	FJI	2005	3
South Coast	FJI	2010	3
South Coast	GBR		160
South Coast	GBR	1946	29
South Coast	GBR	1955	499
South Coast	GBR	1965	999
South Coast	GBR	1975	1149
South Coast	GBR	1985	416
South Coast	GBR	1995	246
South Coast	GBR	2005	180
South Coast	GBR	2010	94
South Coast	GBR	2011	9
South Coast	GBR	2012	27
South Coast	GBR	2013	24
South Coast	GBR	2014	18
South Coast	GBR	2015	9
South Coast	GBR	2016	3
South Coast	GRC		3
South Coast	GRC	1955	9
South Coast	GRC	1965	29
South Coast	GRC	1975	21
South Coast	GRC	2011	3
South Coast	HKG	1946	4
South Coast	HKG	1965	3
South Coast	HKG	1975	3
South Coast	HKG	1985	7
South Coast	HKG	1995	3
South Coast	HKG	2010	3
South Coast	HRV		6
South Coast	HRV	1955	3
South Coast	HRV	1965	48
South Coast	HRV	1975	65
South Coast	HRV	1985	3
South Coast	IDN		3
South Coast	IDN	1955	11
South Coast	IDN	1965	13
South Coast	IDN	1975	6
South Coast	IDN	1985	3
South Coast	IDN	1995	3
South Coast	IDN	2005	3
South Coast	IDN	2010	3
South Coast	IDN	2013	3
South Coast	IDN	2015	3
South Coast	IND		5
South Coast	IND	1955	10
South Coast	IND	1965	9
South Coast	IND	1975	11
South Coast	IND	1985	3
South Coast	IND	1995	3
South Coast	IND	2005	14
South Coast	IND	2010	30
South Coast	IND	2011	3
South Coast	IND	2012	13
South Coast	IND	2013	4
South Coast	IND	2014	8
South Coast	IND	2015	7
South Coast	IND	2016	4
South Coast	IRL		4
South Coast	IRL	1955	6
South Coast	IRL	1965	22
South Coast	IRL	1975	39
South Coast	IRL	1985	13
South Coast	IRL	1995	19
South Coast	IRL	2005	15
South Coast	IRL	2010	15
South Coast	IRL	2012	3
South Coast	IRN	1975	3
South Coast	IRN	2005	6
South Coast	IRN	2010	3
South Coast	ITA		7
South Coast	ITA	1955	40
South Coast	ITA	1965	56
South Coast	ITA	1975	40
South Coast	ITA	1985	8
South Coast	ITA	1995	3
South Coast	ITA	2005	4
South Coast	ITA	2010	4
South Coast	JPN		3
South Coast	JPN	1955	4
South Coast	JPN	2005	3
South Coast	JPN	2010	8
South Coast	JPN	2012	3
South Coast	KOR	1985	3
South Coast	KOR	1995	3
South Coast	KOR	2005	10
South Coast	KOR	2010	3
South Coast	LBN	1975	4
South Coast	LBN	1985	3
South Coast	LKA	1955	3
South Coast	LKA	1965	3
South Coast	LKA	1975	4
South Coast	LKA	2005	4
South Coast	LKA	2010	3
South Coast	LKA	2013	3
South Coast	LKA	2015	3
South Coast	LKA	2016	4
South Coast	MKD	1965	3
South Coast	MKD	1975	6
South Coast	MLT	1946	3
South Coast	MLT	1955	35
South Coast	MLT	1965	43
South Coast	MLT	1975	6
South Coast	MLT	1985	3
South Coast	MYS	1965	16
South Coast	MYS	1975	11
South Coast	MYS	1985	12
South Coast	MYS	1995	4
South Coast	MYS	2005	3
South Coast	MYS	2010	3
South Coast	NLD		12
South Coast	NLD	1946	3
South Coast	NLD	1955	162
South Coast	NLD	1965	120
South Coast	NLD	1975	36
South Coast	NLD	1985	32
South Coast	NLD	1995	9
South Coast	NLD	2005	11
South Coast	NLD	2010	3
South Coast	NLD	2013	4
South Coast	NZL		39
South Coast	NZL	1946	4
South Coast	NZL	1955	9
South Coast	NZL	1965	51
South Coast	NZL	1975	188
South Coast	NZL	1985	232
South Coast	NZL	1995	136
South Coast	NZL	2005	91
South Coast	NZL	2010	47
South Coast	NZL	2011	8
South Coast	NZL	2012	3
South Coast	NZL	2013	3
South Coast	NZL	2014	3
South Coast	NZL	2015	8
South Coast	NZL	2016	5
South Coast	PHL		12
South Coast	PHL	1965	6
South Coast	PHL	1975	3
South Coast	PHL	1985	22
South Coast	PHL	1995	48
South Coast	PHL	2005	32
South Coast	PHL	2010	29
South Coast	PHL	2011	12
South Coast	PHL	2012	10
South Coast	PHL	2013	21
South Coast	PHL	2014	12
South Coast	PHL	2015	6
South Coast	PHL	2016	4
South Coast	POL	1955	17
South Coast	POL	1965	15
South Coast	POL	1975	6
South Coast	POL	1985	11
South Coast	POL	1995	3
South Coast	POL	2012	5
South Coast	SGP		3
South Coast	SGP	1965	3
South Coast	SGP	1975	4
South Coast	SGP	1985	5
South Coast	SGP	1995	3
South Coast	SGP	2005	3
South Coast	SGP	2010	3
South Coast	SGP	2014	4
South Coast	SGP	2015	3
South Coast	THA		11
South Coast	THA	1985	7
South Coast	THA	1995	6
South Coast	THA	2005	11
South Coast	THA	2010	20
South Coast	THA	2011	3
South Coast	THA	2012	3
South Coast	THA	2013	13
South Coast	THA	2016	4
South Coast	TUR	1975	6
South Coast	TUR	1995	3
South Coast	USA		7
South Coast	USA	1955	4
South Coast	USA	1965	13
South Coast	USA	1975	54
South Coast	USA	1985	37
South Coast	USA	1995	39
South Coast	USA	2005	44
South Coast	USA	2010	28
South Coast	USA	2011	13
South Coast	USA	2013	3
South Coast	USA	2014	7
South Coast	USA	2015	3
South Coast	VNM		3
South Coast	VNM	1985	17
South Coast	VNM	1995	10
South Coast	VNM	2005	3
South Coast	VNM	2010	3
South Coast	VNM	2011	4
South Coast	VNM	2014	3
South Coast	ZAF		5
South Coast	ZAF	1965	19
South Coast	ZAF	1975	34
South Coast	ZAF	1985	48
South Coast	ZAF	1995	29
South Coast	ZAF	2005	41
South Coast	ZAF	2010	15
South Coast	ZAF	2012	3
South Coast	ZAF	2014	3
South Coast	ZAF	2016	14
South Coast	ZWE	1965	5
South Coast	ZWE	1975	3
South Coast	ZWE	1985	4
South Coast	ZWE	2005	8
South Coast	ZWE	2010	3
South Coast	ZWE	2012	3
Goulburn - Mulwaree			34
Goulburn - Mulwaree		1946	4
Goulburn - Mulwaree		1955	19
Goulburn - Mulwaree		1965	46
Goulburn - Mulwaree		1975	94
Goulburn - Mulwaree		1985	29
Goulburn - Mulwaree		1995	34
Goulburn - Mulwaree		2005	59
Goulburn - Mulwaree		2010	97
Goulburn - Mulwaree		2011	10
Goulburn - Mulwaree		2012	19
Goulburn - Mulwaree		2013	14
Goulburn - Mulwaree		2014	10
Goulburn - Mulwaree		2015	23
Goulburn - Mulwaree		2016	8
Goulburn - Mulwaree	CAN		4
Goulburn - Mulwaree	CAN	1975	3
Goulburn - Mulwaree	CAN	1985	3
Goulburn - Mulwaree	CAN	1995	4
Goulburn - Mulwaree	CAN	2005	6
Goulburn - Mulwaree	CAN	2010	4
Goulburn - Mulwaree	CHN		7
Goulburn - Mulwaree	CHN	1955	3
Goulburn - Mulwaree	CHN	1995	8
Goulburn - Mulwaree	CHN	2005	23
Goulburn - Mulwaree	CHN	2010	23
Goulburn - Mulwaree	CHN	2011	4
Goulburn - Mulwaree	CHN	2013	5
Goulburn - Mulwaree	CHN	2014	3
Goulburn - Mulwaree	CHN	2015	4
Goulburn - Mulwaree	CHN	2016	3
Goulburn - Mulwaree	DEU		7
Goulburn - Mulwaree	DEU	1955	30
Goulburn - Mulwaree	DEU	1965	19
Goulburn - Mulwaree	DEU	1975	29
Goulburn - Mulwaree	DEU	1985	3
Goulburn - Mulwaree	DEU	1995	7
Goulburn - Mulwaree	DEU	2005	9
Goulburn - Mulwaree	DEU	2010	3
Goulburn - Mulwaree	EGY		4
Goulburn - Mulwaree	EGY	1955	3
Goulburn - Mulwaree	EGY	1965	3
Goulburn - Mulwaree	FJI		3
Goulburn - Mulwaree	FJI	1955	3
Goulburn - Mulwaree	FJI	1975	4
Goulburn - Mulwaree	FJI	1995	10
Goulburn - Mulwaree	FJI	2005	3
Goulburn - Mulwaree	FJI	2010	3
Goulburn - Mulwaree	FJI	2013	3
Goulburn - Mulwaree	GBR		66
Goulburn - Mulwaree	GBR	1946	9
Goulburn - Mulwaree	GBR	1955	89
Goulburn - Mulwaree	GBR	1965	226
Goulburn - Mulwaree	GBR	1975	315
Goulburn - Mulwaree	GBR	1985	101
Goulburn - Mulwaree	GBR	1995	75
Goulburn - Mulwaree	GBR	2005	37
Goulburn - Mulwaree	GBR	2010	49
Goulburn - Mulwaree	GBR	2011	6
Goulburn - Mulwaree	GBR	2012	9
Goulburn - Mulwaree	GBR	2013	5
Goulburn - Mulwaree	GBR	2014	11
Goulburn - Mulwaree	GBR	2015	8
Goulburn - Mulwaree	GRC	1955	3
Goulburn - Mulwaree	GRC	1965	14
Goulburn - Mulwaree	GRC	1975	6
Goulburn - Mulwaree	HKG		5
Goulburn - Mulwaree	HKG	1985	3
Goulburn - Mulwaree	HKG	1995	3
Goulburn - Mulwaree	HRV		4
Goulburn - Mulwaree	HRV	1965	11
Goulburn - Mulwaree	HRV	1975	10
Goulburn - Mulwaree	HRV	1995	3
Goulburn - Mulwaree	IDN		4
Goulburn - Mulwaree	IDN	1985	3
Goulburn - Mulwaree	IDN	1995	3
Goulburn - Mulwaree	IDN	2005	8
Goulburn - Mulwaree	IDN	2011	3
Goulburn - Mulwaree	IDN	2012	3
Goulburn - Mulwaree	IND	1965	3
Goulburn - Mulwaree	IND	1975	12
Goulburn - Mulwaree	IND	1985	4
Goulburn - Mulwaree	IND	1995	3
Goulburn - Mulwaree	IND	2005	3
Goulburn - Mulwaree	IND	2010	51
Goulburn - Mulwaree	IND	2012	13
