SA3_NAME16	BornAust	Sex	persons
Kempsey - Nambucca	0	M	1825
Kempsey - Nambucca	1	F	19850
Kempsey - Nambucca	1	M	19762
Lord Howe Island	0	F	29
Lord Howe Island	0	M	30
Lord Howe Island	1	F	147
Lord Howe Island	1	M	138
Port Macquarie	0	F	4728
Port Macquarie	0	M	4238
Port Macquarie	1	F	33229
Port Macquarie	1	M	30653
Taree - Gloucester	0	F	2370
Taree - Gloucester	0	M	2176
Taree - Gloucester	1	F	22903
Taree - Gloucester	1	M	21912
Albury	0	F	3169
Albury	0	M	2975
Albury	1	F	25899
Albury	1	M	24474
Lower Murray	0	F	393
Lower Murray	0	M	349
Lower Murray	1	F	4992
Lower Murray	1	M	5277
Upper Murray exc. Albury	0	F	1499
Upper Murray exc. Albury	0	M	1420
Upper Murray exc. Albury	1	F	17406
Upper Murray exc. Albury	1	M	17257
Armidale	0	F	2120
Armidale	0	M	1997
Armidale	1	F	15371
Armidale	1	M	14431
Inverell - Tenterfield	0	F	1266
Inverell - Tenterfield	0	M	1123
Inverell - Tenterfield	1	F	16024
Inverell - Tenterfield	1	M	15764
Moree - Narrabri	0	F	622
Moree - Narrabri	0	M	612
Moree - Narrabri	1	F	10438
Moree - Narrabri	1	M	10587
Tamworth - Gunnedah	0	F	2529
Tamworth - Gunnedah	0	M	2470
Tamworth - Gunnedah	1	F	34774
Tamworth - Gunnedah	1	M	33522
Lake Macquarie - East	0	F	6061
Lake Macquarie - East	0	M	5512
Lake Macquarie - East	1	F	52560
Lake Macquarie - East	1	M	50305
Lake Macquarie - West	0	F	4135
Lake Macquarie - West	0	M	3746
Lake Macquarie - West	1	F	32366
Lake Macquarie - West	1	M	31186
Newcastle	0	F	11542
Newcastle	0	M	10932
Newcastle	1	F	67648
Newcastle	1	M	65812
Richmond Valley - Coastal	0	F	5571
Richmond Valley - Coastal	0	M	4984
Richmond Valley - Coastal	1	F	30753
Richmond Valley - Coastal	1	M	28926
Richmond Valley - Hinterland	0	F	3079
Richmond Valley - Hinterland	0	M	2800
Richmond Valley - Hinterland	1	F	29387
Richmond Valley - Hinterland	1	M	28401
Tweed Valley	0	F	7067
Tweed Valley	0	M	6283
Tweed Valley	1	F	36331
Tweed Valley	1	M	34167
Griffith - Murrumbidgee (West)	0	F	3132
Griffith - Murrumbidgee (West)	0	M	3272
Griffith - Murrumbidgee (West)	1	F	18309
Griffith - Murrumbidgee (West)	1	M	18248
Tumut - Tumbarumba	0	F	600
Tumut - Tumbarumba	0	M	609
Tumut - Tumbarumba	1	F	5783
Tumut - Tumbarumba	1	M	5947
Wagga Wagga	0	F	3681
Wagga Wagga	0	M	3850
Wagga Wagga	1	F	39914
Wagga Wagga	1	M	38992
Shoalhaven	0	F	6556
Shoalhaven	0	M	6200
Shoalhaven	1	F	39665
Shoalhaven	1	M	38944
Southern Highlands	0	F	3999
Southern Highlands	0	M	3601
Southern Highlands	1	F	19254
Southern Highlands	1	M	17629
Baulkham Hills	0	F	29004
Baulkham Hills	0	M	26971
Baulkham Hills	1	F	42313
Baulkham Hills	1	M	41327
Dural - Wisemans Ferry	0	F	2861
Dural - Wisemans Ferry	0	M	2772
Dural - Wisemans Ferry	1	F	9630
Dural - Wisemans Ferry	1	M	9649
Hawkesbury	0	F	1414
Hawkesbury	0	M	1371
Hawkesbury	1	F	9874
Hawkesbury	1	M	10106
Rouse Hill - McGraths Hill	0	F	4369
Rouse Hill - McGraths Hill	0	M	4200
Rouse Hill - McGraths Hill	1	F	11558
Rouse Hill - McGraths Hill	1	M	11744
Blacktown	0	F	28989
Blacktown	0	M	28726
Blacktown	1	F	34803
Blacktown	1	M	35273
Blacktown - North	0	F	18455
Blacktown - North	0	M	18005
Blacktown - North	1	F	25943
Blacktown - North	1	M	26707
Mount Druitt	0	F	22516
Mount Druitt	0	M	21084
Mount Druitt	1	F	30544
Mount Druitt	1	M	29957
Botany	0	F	10611
Botany	0	M	10081
Botany	1	F	11194
Botany	1	M	11511
Marrickville - Sydenham - Petersham	0	F	9297
Marrickville - Sydenham - Petersham	0	M	8812
Marrickville - Sydenham - Petersham	1	F	16177
Marrickville - Sydenham - Petersham	1	M	15893
Sydney Inner City	0	F	50940
Sydney Inner City	0	M	50429
Sydney Inner City	1	F	40441
Sydney Inner City	1	M	45533
Eastern Suburbs - North	0	F	23872
Eastern Suburbs - North	0	M	21491
Eastern Suburbs - North	1	F	35399
Eastern Suburbs - North	1	M	32689
Eastern Suburbs - South	0	F	29670
Eastern Suburbs - South	0	M	27928
Eastern Suburbs - South	1	F	36452
Eastern Suburbs - South	1	M	35920
Bankstown	0	F	34396
Bankstown	0	M	32393
Bankstown	1	F	47208
Bankstown	1	M	46699
Canterbury	0	F	33560
Canterbury	0	M	34080
Canterbury	1	F	28884
Canterbury	1	M	29824
Hurstville	0	F	30397
Hurstville	0	M	27410
Hurstville	1	F	31855
Hurstville	1	M	31551
Kogarah - Rockdale	0	F	33266
Kogarah - Rockdale	0	M	31852
Kogarah - Rockdale	1	F	31742
Kogarah - Rockdale	1	M	31792
Canada Bay	0	F	17808
Canada Bay	0	M	15792
Canada Bay	1	F	23851
Canada Bay	1	M	22644
Leichhardt	0	F	8091
Leichhardt	0	M	7596
Leichhardt	1	F	18888
Leichhardt	1	M	17019
Strathfield - Burwood - Ashfield	0	F	39004
Strathfield - Burwood - Ashfield	0	M	36931
Strathfield - Burwood - Ashfield	1	F	33491
Strathfield - Burwood - Ashfield	1	M	32830
Chatswood - Lane Cove	0	F	25716
Chatswood - Lane Cove	0	M	22252
Chatswood - Lane Cove	1	F	29305
Chatswood - Lane Cove	1	M	29298
Hornsby	0	F	15775
Hornsby	0	M	14359
Hornsby	1	F	23834
Hornsby	1	M	23672
Ku-ring-gai	0	F	24388
Ku-ring-gai	0	M	21647
Ku-ring-gai	1	F	34797
Ku-ring-gai	1	M	33114
North Sydney - Mosman	0	F	18279
North Sydney - Mosman	0	M	15815
North Sydney - Mosman	1	F	28031
North Sydney - Mosman	1	M	24896
Manly	0	F	7467
Manly	0	M	6940
Manly	1	F	12732
Manly	1	M	12140
Pittwater	0	F	7286
Pittwater	0	M	6778
Pittwater	1	F	22169
Pittwater	1	M	21261
Warringah	0	F	23234
Warringah	0	M	21370
Warringah	1	F	49627
Warringah	1	M	48564
Camden	0	F	5087
Camden	0	M	4773
Camden	1	F	25780
Camden	1	M	24425
Campbelltown (NSW)	0	F	25539
Campbelltown (NSW)	0	M	24105
Campbelltown (NSW)	1	F	49504
Campbelltown (NSW)	1	M	48683
Wollondilly	0	F	2564
Wollondilly	0	M	2350
Wollondilly	1	F	16752
Wollondilly	1	M	16828
Blue Mountains	0	F	6823
Blue Mountains	0	M	6107
Blue Mountains	1	F	30905
Blue Mountains	1	M	29008
Blue Mountains - South	0	M	3
Penrith	0	F	14008
Penrith	0	M	13142
Penrith	1	F	53237
Penrith	1	M	51582
Richmond - Windsor	0	F	2526
Richmond - Windsor	0	M	2386
Richmond - Windsor	1	F	14707
Richmond - Windsor	1	M	14593
St Marys	0	F	7332
St Marys	0	M	7159
St Marys	1	F	18017
St Marys	1	M	17855
Auburn	0	F	24971
Auburn	0	M	28921
Auburn	1	F	14260
Auburn	1	M	15821
Carlingford	0	F	15601
Carlingford	0	M	14322
Carlingford	1	F	16835
Carlingford	1	M	17015
Merrylands - Guildford	0	F	32984
Merrylands - Guildford	0	M	34703
Merrylands - Guildford	1	F	37036
Merrylands - Guildford	1	M	36455
Parramatta	0	F	36390
Parramatta	0	M	37315
Parramatta	1	F	29180
Parramatta	1	M	29024
Pennant Hills - Epping	0	F	10914
Pennant Hills - Epping	0	M	10221
Pennant Hills - Epping	1	F	12715
Pennant Hills - Epping	1	M	12371
Ryde - Hunters Hill	0	F	32131
Ryde - Hunters Hill	0	M	28837
Ryde - Hunters Hill	1	F	33706
Ryde - Hunters Hill	1	M	33736
Bringelly - Green Valley	0	F	19522
Bringelly - Green Valley	0	M	18418
Bringelly - Green Valley	1	F	28645
Bringelly - Green Valley	1	M	28987
Fairfield	0	F	52690
Fairfield	0	M	47445
Fairfield	1	F	36730
Fairfield	1	M	39001
Liverpool	0	F	25188
Liverpool	0	M	23855
Liverpool	1	F	29232
Liverpool	1	M	29604
Cronulla - Miranda - Caringbah	0	F	10911
Cronulla - Miranda - Caringbah	0	M	9706
Cronulla - Miranda - Caringbah	1	F	42568
Cronulla - Miranda - Caringbah	1	M	40983
Sutherland - Menai - Heathcote	0	F	9795
Sutherland - Menai - Heathcote	0	M	8970
Sutherland - Menai - Heathcote	1	F	43439
Sutherland - Menai - Heathcote	1	M	42218
Migratory - Offshore - Shipping (NSW)	0	F	86
Migratory - Offshore - Shipping (NSW)	0	M	60
Migratory - Offshore - Shipping (NSW)	1	F	135
Migratory - Offshore - Shipping (NSW)	1	M	102
No usual address (NSW)	0	F	1346
No usual address (NSW)	0	M	1663
No usual address (NSW)	1	F	2726
No usual address (NSW)	1	M	4304
Ballarat	0	F	5094
Ballarat	0	M	4722
Ballarat	1	F	45073
Ballarat	1	M	41857
Creswick - Daylesford - Ballan	0	F	1767
Creswick - Daylesford - Ballan	0	M	1698
Creswick - Daylesford - Ballan	1	F	11157
Creswick - Daylesford - Ballan	1	M	10920
Maryborough - Pyrenees	0	F	1166
Maryborough - Pyrenees	0	M	1177
Maryborough - Pyrenees	1	F	10157
Maryborough - Pyrenees	1	M	10574
Bendigo	0	F	3918
Bendigo	0	M	3645
Bendigo	1	F	41426
Bendigo	1	M	38470
Heathcote - Castlemaine - Kyneton	0	F	2569
Heathcote - Castlemaine - Kyneton	0	M	2777
Heathcote - Castlemaine - Kyneton	1	F	19016
Heathcote - Castlemaine - Kyneton	1	M	18528
Loddon - Elmore	0	F	412
Loddon - Elmore	0	M	384
Loddon - Elmore	1	F	4594
Loddon - Elmore	1	M	4792
Barwon - West	0	F	909
Barwon - West	0	M	906
Barwon - West	1	F	7862
Barwon - West	1	M	8036
Geelong	0	F	16299
Geelong	0	M	15852
Geelong	1	F	74042
Geelong	1	M	69455
Surf Coast - Bellarine Peninsula	0	F	4633
Surf Coast - Bellarine Peninsula	0	M	4337
Surf Coast - Bellarine Peninsula	1	F	29858
Surf Coast - Bellarine Peninsula	1	M	28243
Upper Goulburn Valley	0	F	2858
Upper Goulburn Valley	0	M	2772
Upper Goulburn Valley	1	F	21355
Upper Goulburn Valley	1	M	21551
Wangaratta - Benalla	0	F	1921
Wangaratta - Benalla	0	M	1719
Wangaratta - Benalla	1	F	19862
Wangaratta - Benalla	1	M	18689
Wodonga - Alpine	0	F	3772
Wodonga - Alpine	0	M	3537
Wodonga - Alpine	1	F	29041
Wodonga - Alpine	1	M	28413
Baw Baw	0	F	2781
Baw Baw	0	M	2495
Baw Baw	1	F	20220
Baw Baw	1	M	19296
Gippsland - East	0	F	2547
Gippsland - East	0	M	2351
Gippsland - East	1	F	18096
Gippsland - East	1	M	17605
Gippsland - South West	0	F	4133
Gippsland - South West	0	M	3776
Gippsland - South West	1	F	24660
Gippsland - South West	1	M	23590
Latrobe Valley	0	F	4770
Latrobe Valley	0	M	4314
Latrobe Valley	1	F	29160
Latrobe Valley	1	M	28118
Wellington	0	F	2252
Wellington	0	M	2292
Wellington	1	F	17111
Wellington	1	M	17431
Brunswick - Coburg	0	F	13754
Brunswick - Coburg	0	M	12858
Brunswick - Coburg	1	F	27999
Brunswick - Coburg	1	M	26185
Darebin - South	0	F	7085
Darebin - South	0	M	6278
Darebin - South	1	F	18608
Darebin - South	1	M	16634
Essendon	0	F	9730
Essendon	0	M	8626
Essendon	1	F	22412
Essendon	1	M	21097
Melbourne City	0	F	40266
Melbourne City	0	M	35541
Melbourne City	1	F	21720
Melbourne City	1	M	22716
Port Phillip	0	F	16332
Port Phillip	0	M	15547
Port Phillip	1	F	29954
Port Phillip	1	M	28472
Stonnington - West	0	F	11121
Stonnington - West	0	M	9804
Stonnington - West	1	F	18774
Stonnington - West	1	M	16905
Yarra	0	F	13478
Yarra	0	M	11871
Yarra	1	F	27242
Yarra	1	M	26372
Boroondara	0	F	27604
Boroondara	0	M	24145
Boroondara	1	F	55319
Boroondara	1	M	52094
Manningham - West	0	F	21257
Manningham - West	0	M	18894
Manningham - West	1	F	23485
Manningham - West	1	M	22771
Whitehorse - West	0	F	21427
Whitehorse - West	0	M	19349
Whitehorse - West	1	F	29136
Whitehorse - West	1	M	27593
Bayside	0	F	13161
Bayside	0	M	11670
Bayside	1	F	34914
Bayside	1	M	32033
Glen Eira	0	F	28716
Glen Eira	0	M	26110
Glen Eira	1	F	44173
Glen Eira	1	M	41995
Kingston	0	F	16393
Kingston	0	M	14601
Kingston	1	F	40704
Kingston	1	M	38456
Stonnington - East	0	F	6282
Stonnington - East	0	M	5526
Stonnington - East	1	F	14172
Stonnington - East	1	M	13303
Banyule	0	F	14891
Banyule	0	M	13713
Banyule	1	F	44526
Banyule	1	M	42563
Darebin - North	0	F	17990
Darebin - North	0	M	17489
Darebin - North	1	F	26503
Darebin - North	1	M	25173
Nillumbik - Kinglake	0	F	5023
Nillumbik - Kinglake	0	M	4909
Nillumbik - Kinglake	1	F	26267
Nillumbik - Kinglake	1	M	25769
Whittlesea - Wallan	0	F	36399
Whittlesea - Wallan	0	M	35904
Whittlesea - Wallan	1	F	64683
Whittlesea - Wallan	1	M	63215
Keilor	0	F	8426
Keilor	0	M	7536
Keilor	1	F	19946
Keilor	1	M	19411
Macedon Ranges	0	F	1790
Macedon Ranges	0	M	1775
Macedon Ranges	1	F	12058
Macedon Ranges	1	M	11935
Moreland - North	0	F	14072
Moreland - North	0	M	14332
Moreland - North	1	F	21252
Moreland - North	1	M	20290
Sunbury	0	F	3250
Sunbury	0	M	2934
Sunbury	1	F	15780
Sunbury	1	M	15162
Tullamarine - Broadmeadows	0	F	32173
Tullamarine - Broadmeadows	0	M	32561
Tullamarine - Broadmeadows	1	F	42517
Tullamarine - Broadmeadows	1	M	42161
Knox	0	F	24489
Knox	0	M	22026
Knox	1	F	50874
Knox	1	M	50066
Manningham - East	0	F	3224
Manningham - East	0	M	2977
Manningham - East	1	F	9345
Manningham - East	1	M	9298
Maroondah	0	F	13376
Maroondah	0	M	12059
Maroondah	1	F	40700
Maroondah	1	M	38698
Whitehorse - East	0	F	11422
Whitehorse - East	0	M	10413
Whitehorse - East	1	F	18750
Whitehorse - East	1	M	17733
Yarra Ranges	0	F	12488
Yarra Ranges	0	M	11804
Yarra Ranges	1	F	58516
Yarra Ranges	1	M	57440
Cardinia	0	F	9075
Cardinia	0	M	8793
Cardinia	1	F	35764
Cardinia	1	M	34719
Casey - North	0	F	25343
Casey - North	0	M	25056
Casey - North	1	F	37246
Casey - North	1	M	36776
Casey - South	0	F	32192
Casey - South	0	M	31828
Casey - South	1	F	47076
Casey - South	1	M	46927
Dandenong	0	F	51669
Dandenong	0	M	52351
Dandenong	1	F	34504
Dandenong	1	M	36595
Monash	0	F	44668
Monash	0	M	41843
Monash	1	F	39902
Monash	1	M	40026
Brimbank	0	F	45901
Brimbank	0	M	45032
Brimbank	1	F	40083
Brimbank	1	M	41116
Hobsons Bay	0	F	12834
Hobsons Bay	0	M	11832
Hobsons Bay	1	F	27460
Hobsons Bay	1	M	26694
Maribyrnong	0	F	16282
Maribyrnong	0	M	16706
Maribyrnong	1	F	21540
Maribyrnong	1	M	21597
Melton - Bacchus Marsh	0	F	21901
Melton - Bacchus Marsh	0	M	20919
Melton - Bacchus Marsh	1	F	50861
Melton - Bacchus Marsh	1	M	49877
Wyndham	0	F	46296
Wyndham	0	M	46374
Wyndham	1	F	57896
Wyndham	1	M	58669
Frankston	0	F	15146
Frankston	0	M	13706
Frankston	1	F	48783
Frankston	1	M	47157
Mornington Peninsula	0	F	14419
Mornington Peninsula	0	M	13209
Mornington Peninsula	1	F	60275
Mornington Peninsula	1	M	56671
Grampians	0	F	2173
Grampians	0	M	2053
Grampians	1	F	24843
Grampians	1	M	25245
Mildura	0	F	2913
Mildura	0	M	2900
Mildura	1	F	21820
Mildura	1	M	20920
Murray River - Swan Hill	0	F	1666
Murray River - Swan Hill	0	M	1621
Murray River - Swan Hill	1	F	14811
Murray River - Swan Hill	1	M	14875
Campaspe	0	F	1368
Campaspe	0	M	1149
Campaspe	1	F	15758
Campaspe	1	M	15616
Moira	0	F	1340
Moira	0	M	1334
Moira	1	F	11909
Moira	1	M	11841
Shepparton	0	F	4724
Shepparton	0	M	4771
Shepparton	1	F	24386
Shepparton	1	M	23943
Glenelg - Southern Grampians	0	F	1434
Glenelg - Southern Grampians	0	M	1251
Glenelg - Southern Grampians	1	F	15007
Glenelg - Southern Grampians	1	M	14739
Colac - Corangamite	0	F	1412
Colac - Corangamite	0	M	1423
Colac - Corangamite	1	F	15455
Colac - Corangamite	1	M	15522
Warrnambool	0	F	2019
Warrnambool	0	M	1894
Warrnambool	1	F	21579
Warrnambool	1	M	20511
Migratory - Offshore - Shipping (Vic.)	0	F	4
Migratory - Offshore - Shipping (Vic.)	0	M	6
Migratory - Offshore - Shipping (Vic.)	1	M	17
No usual address (Vic.)	0	F	952
No usual address (Vic.)	0	M	1057
No usual address (Vic.)	1	F	1804
No usual address (Vic.)	1	M	2581
Capalaba	0	F	7869
Capalaba	0	M	7397
Capalaba	1	F	26808
Capalaba	1	M	26387
Cleveland - Stradbroke	0	F	10147
Cleveland - Stradbroke	0	M	9387
Cleveland - Stradbroke	1	F	30039
Cleveland - Stradbroke	1	M	28865
Wynnum - Manly	0	F	8285
Wynnum - Manly	0	M	7827
Wynnum - Manly	1	F	25161
Wynnum - Manly	1	M	23942
Bald Hills - Everton Park	0	F	5059
Bald Hills - Everton Park	0	M	4804
Bald Hills - Everton Park	1	F	15256
Bald Hills - Everton Park	1	M	14066
Chermside	0	F	8086
Chermside	0	M	7276
Chermside	1	F	25646
Chermside	1	M	24171
Nundah	0	F	5112
Nundah	0	M	4947
Nundah	1	F	13063
Nundah	1	M	13182
Sandgate	0	F	7649
Sandgate	0	M	7051
Sandgate	1	F	20642
Sandgate	1	M	19578
Carindale	0	F	6600
Carindale	0	M	6027
Carindale	1	F	18175
Carindale	1	M	16944
Holland Park - Yeronga	0	F	9642
Holland Park - Yeronga	0	M	9299
Holland Park - Yeronga	1	F	24055
Holland Park - Yeronga	1	M	23360
Mt Gravatt	0	F	14614
Mt Gravatt	0	M	13307
Mt Gravatt	1	F	20421
Mt Gravatt	1	M	19587
Nathan	0	F	6115
Nathan	0	M	6118
Nathan	1	F	12323
Nathan	1	M	12142
Rocklea - Acacia Ridge	0	F	13943
Rocklea - Acacia Ridge	0	M	13203
Rocklea - Acacia Ridge	1	F	14717
Rocklea - Acacia Ridge	1	M	14819
Sunnybank	0	F	13566
Sunnybank	0	M	13244
Sunnybank	1	F	10278
Sunnybank	1	M	10414
Centenary	0	F	5590
Centenary	0	M	5077
Centenary	1	F	10577
Centenary	1	M	10338
Kenmore - Brookfield - Moggill	0	F	7288
Kenmore - Brookfield - Moggill	0	M	6865
Kenmore - Brookfield - Moggill	1	F	15078
Kenmore - Brookfield - Moggill	1	M	14568
Sherwood - Indooroopilly	0	F	9200
Sherwood - Indooroopilly	0	M	8406
Sherwood - Indooroopilly	1	F	15731
Sherwood - Indooroopilly	1	M	15073
The Gap - Enoggera	0	F	5071
The Gap - Enoggera	0	M	4719
The Gap - Enoggera	1	F	19413
The Gap - Enoggera	1	M	18719
Brisbane Inner	0	F	13582
Brisbane Inner	0	M	13517
Brisbane Inner	1	F	15881
Brisbane Inner	1	M	17062
Brisbane Inner - East	0	F	4750
Brisbane Inner - East	0	M	4711
Brisbane Inner - East	1	F	14560
Brisbane Inner - East	1	M	13971
Brisbane Inner - North	0	F	11487
Brisbane Inner - North	0	M	11172
Brisbane Inner - North	1	F	28965
Brisbane Inner - North	1	M	27934
Brisbane Inner - West	0	F	6430
Brisbane Inner - West	0	M	6184
Brisbane Inner - West	1	F	20278
Brisbane Inner - West	1	M	19601
Cairns - North	0	F	6511
Cairns - North	0	M	5651
Cairns - North	1	F	18215
Cairns - North	1	M	18134
Cairns - South	0	F	11357
Cairns - South	0	M	9826
Cairns - South	1	F	34471
Cairns - South	1	M	34479
Innisfail - Cassowary Coast	0	F	2245
Innisfail - Cassowary Coast	0	M	2110
Innisfail - Cassowary Coast	1	F	12979
Innisfail - Cassowary Coast	1	M	13883
Port Douglas - Daintree	0	F	1237
Port Douglas - Daintree	0	M	1100
Port Douglas - Daintree	1	F	3608
Port Douglas - Daintree	1	M	3962
Tablelands (East) - Kuranda	0	F	3108
Tablelands (East) - Kuranda	0	M	2780
Tablelands (East) - Kuranda	1	F	15218
Tablelands (East) - Kuranda	1	M	15050
Darling Downs (West) - Maranoa	0	F	1489
Darling Downs (West) - Maranoa	0	M	1453
Darling Downs (West) - Maranoa	1	F	17371
Darling Downs (West) - Maranoa	1	M	18259
Darling Downs - East	0	F	1694
Darling Downs - East	0	M	1607
Darling Downs - East	1	F	17304
Darling Downs - East	1	M	17734
Granite Belt	0	F	2119
Granite Belt	0	M	1903
Granite Belt	1	F	16663
Granite Belt	1	M	16421
Central Highlands (Qld)	0	F	1521
Central Highlands (Qld)	0	M	1528
Central Highlands (Qld)	1	F	10600
Central Highlands (Qld)	1	M	11556
Rockhampton	0	F	5641
Rockhampton	0	M	5510
Rockhampton	1	F	47950
Rockhampton	1	M	47411
Biloela	0	F	564
Biloela	0	M	611
Biloela	1	F	5760
Biloela	1	M	6081
Gladstone	0	F	4436
Gladstone	0	M	4483
Gladstone	1	F	23206
Gladstone	1	M	24545
Broadbeach - Burleigh	0	F	8179
Broadbeach - Burleigh	0	M	7414
Broadbeach - Burleigh	1	F	21034
Broadbeach - Burleigh	1	M	19858
Coolangatta	0	F	4981
Coolangatta	0	M	4360
Coolangatta	1	F	20197
Coolangatta	1	M	19464
Gold Coast - North	0	F	11164
Gold Coast - North	0	M	9621
Gold Coast - North	1	F	20573
Gold Coast - North	1	M	19085
Gold Coast Hinterland	0	F	2065
Gold Coast Hinterland	0	M	1930
Gold Coast Hinterland	1	F	6476
Gold Coast Hinterland	1	M	6282
Mudgeeraba - Tallebudgera	0	F	4261
Mudgeeraba - Tallebudgera	0	M	3848
Mudgeeraba - Tallebudgera	1	F	11948
Mudgeeraba - Tallebudgera	1	M	11529
Nerang	0	F	9247
Nerang	0	M	8548
Nerang	1	F	22938
Nerang	1	M	22208
Ormeau - Oxenford	0	F	17215
Ormeau - Oxenford	0	M	16095
Ormeau - Oxenford	1	F	40000
Ormeau - Oxenford	1	M	39034
Robina	0	F	8861
Robina	0	M	7791
Robina	1	F	15390
Robina	1	M	14028
Southport	0	F	10731
Southport	0	M	9399
Southport	1	F	17109
Southport	1	M	16689
Surfers Paradise	0	F	7479
Surfers Paradise	0	M	7118
Surfers Paradise	1	F	10344
Surfers Paradise	1	M	10572
Forest Lake - Oxley	0	F	14176
Forest Lake - Oxley	0	M	13334
Forest Lake - Oxley	1	F	18840
Forest Lake - Oxley	1	M	20325
Ipswich Hinterland	0	F	3347
Ipswich Hinterland	0	M	3137
Ipswich Hinterland	1	F	24953
Ipswich Hinterland	1	M	25687
Ipswich Inner	0	F	6940
Ipswich Inner	0	M	6611
Ipswich Inner	1	F	42400
Ipswich Inner	1	M	41005
Springfield - Redbank	0	F	13117
Springfield - Redbank	0	M	12556
Springfield - Redbank	1	F	26432
Springfield - Redbank	1	M	26312
Beaudesert	0	F	804
Beaudesert	0	M	727
Beaudesert	1	F	5669
Beaudesert	1	M	5486
Beenleigh	0	F	5245
Beenleigh	0	M	4729
Beenleigh	1	F	14242
Beenleigh	1	M	13838
Browns Plains	0	F	11644
Browns Plains	0	M	10855
Browns Plains	1	F	25935
Browns Plains	1	M	25735
Jimboomba	0	F	3882
Jimboomba	0	M	3800
Jimboomba	1	F	17330
Jimboomba	1	M	17585
Loganlea - Carbrook	0	F	8526
Loganlea - Carbrook	0	M	7883
Loganlea - Carbrook	1	F	19890
Loganlea - Carbrook	1	M	19462
Springwood - Kingston	0	F	13225
Springwood - Kingston	0	M	13085
Springwood - Kingston	1	F	23027
Springwood - Kingston	1	M	22621
Bowen Basin - North	0	F	1891
Bowen Basin - North	0	M	1810
Bowen Basin - North	1	F	11729
Bowen Basin - North	1	M	13236
Mackay	0	F	6999
Mackay	0	M	6470
Mackay	1	F	45503
Mackay	1	M	46104
Whitsunday	0	F	1898
Whitsunday	0	M	1683
Whitsunday	1	F	6905
Whitsunday	1	M	7589
Bribie - Beachmere	0	F	3194
Bribie - Beachmere	0	M	2834
Bribie - Beachmere	1	F	12500
Bribie - Beachmere	1	M	11942
Caboolture	0	F	5928
Caboolture	0	M	5144
Caboolture	1	F	25868
Caboolture	1	M	25198
Caboolture Hinterland	0	F	828
Caboolture Hinterland	0	M	992
Caboolture Hinterland	1	F	4646
