SA3_NAME16	PrivateDwelling	Sex	persons
Southern Highlands	1	F	22432
Southern Highlands	1	M	20636
Baulkham Hills	0	F	2601
Baulkham Hills	0	M	2037
Baulkham Hills	1	F	70462
Baulkham Hills	1	M	67626
Dural - Wisemans Ferry	0	F	755
Dural - Wisemans Ferry	0	M	661
Dural - Wisemans Ferry	1	F	12331
Dural - Wisemans Ferry	1	M	12228
Hawkesbury	0	F	755
Hawkesbury	0	M	793
Hawkesbury	1	F	11289
Hawkesbury	1	M	11365
Rouse Hill - McGraths Hill	0	F	481
Rouse Hill - McGraths Hill	0	M	482
Rouse Hill - McGraths Hill	1	F	15914
Rouse Hill - McGraths Hill	1	M	15938
Blacktown	0	F	3000
Blacktown	0	M	2755
Blacktown	1	F	63995
Blacktown	1	M	64231
Blacktown - North	0	F	1476
Blacktown - North	0	M	2475
Blacktown - North	1	F	44542
Blacktown - North	1	M	43732
Mount Druitt	0	F	3418
Mount Druitt	0	M	3290
Mount Druitt	1	F	53659
Mount Druitt	1	M	51786
Botany	0	F	1960
Botany	0	M	2167
Botany	1	F	21945
Botany	1	M	21591
Marrickville - Sydenham - Petersham	0	F	2363
Marrickville - Sydenham - Petersham	0	M	2802
Marrickville - Sydenham - Petersham	1	F	24914
Marrickville - Sydenham - Petersham	1	M	23860
Sydney Inner City	0	F	22837
Sydney Inner City	0	M	30842
Sydney Inner City	1	F	87085
Sydney Inner City	1	M	90767
Eastern Suburbs - North	0	F	7832
Eastern Suburbs - North	0	M	7134
Eastern Suburbs - North	1	F	57802
Eastern Suburbs - North	1	M	52586
Eastern Suburbs - South	0	F	7344
Eastern Suburbs - South	0	M	9197
Eastern Suburbs - South	1	F	64013
Eastern Suburbs - South	1	M	59886
Bankstown	0	F	5208
Bankstown	0	M	4999
Bankstown	1	F	81675
Bankstown	1	M	79363
Canterbury	0	F	3738
Canterbury	0	M	3706
Canterbury	1	F	62754
Canterbury	1	M	64256
Hurstville	0	F	3001
Hurstville	0	M	2460
Hurstville	1	F	61879
Hurstville	1	M	58920
Kogarah - Rockdale	0	F	4918
Kogarah - Rockdale	0	M	4619
Kogarah - Rockdale	1	F	64829
Kogarah - Rockdale	1	M	63663
Canada Bay	0	F	2957
Canada Bay	0	M	2497
Canada Bay	1	F	41183
Canada Bay	1	M	37976
Leichhardt	0	F	2484
Leichhardt	0	M	2528
Leichhardt	1	F	26264
Leichhardt	1	M	23828
Strathfield - Burwood - Ashfield	0	F	5398
Strathfield - Burwood - Ashfield	0	M	5611
Strathfield - Burwood - Ashfield	1	F	71243
Strathfield - Burwood - Ashfield	1	M	68396
Chatswood - Lane Cove	0	F	4337
Chatswood - Lane Cove	0	M	4030
Chatswood - Lane Cove	1	F	53868
Chatswood - Lane Cove	1	M	50229
Hornsby	0	F	1989
Hornsby	0	M	1591
Hornsby	1	F	38889
Hornsby	1	M	37391
Ku-ring-gai	0	F	3194
Ku-ring-gai	0	M	2286
Ku-ring-gai	1	F	57874
Ku-ring-gai	1	M	53737
North Sydney - Mosman	0	F	4392
North Sydney - Mosman	0	M	4249
North Sydney - Mosman	1	F	45093
North Sydney - Mosman	1	M	39419
Manly	0	F	1603
Manly	0	M	1551
Manly	1	F	19817
Manly	1	M	18591
Pittwater	0	F	1664
Pittwater	0	M	1373
Pittwater	1	F	28622
Pittwater	1	M	27221
Warringah	0	F	4396
Warringah	0	M	3656
Warringah	1	F	71420
Warringah	1	M	68657
Camden	0	F	1228
Camden	0	M	957
Camden	1	F	30688
Camden	1	M	29058
Campbelltown (NSW)	0	F	4576
Campbelltown (NSW)	0	M	4488
Campbelltown (NSW)	1	F	75799
Campbelltown (NSW)	1	M	73274
Wollondilly	0	F	1130
Wollondilly	0	M	1070
Wollondilly	1	F	19256
Wollondilly	1	M	19153
Blue Mountains	0	F	2653
Blue Mountains	0	M	2350
Blue Mountains	1	F	36713
Blue Mountains	1	M	34163
Blue Mountains - South	0	M	6
Blue Mountains - South	1	M	3
Penrith	0	F	4019
Penrith	0	M	3777
Penrith	1	F	66916
Penrith	1	M	64563
Richmond - Windsor	0	F	1617
Richmond - Windsor	0	M	2215
Richmond - Windsor	1	F	16687
Richmond - Windsor	1	M	16015
St Marys	0	F	1499
St Marys	0	M	1397
St Marys	1	F	25544
St Marys	1	M	25225
Auburn	0	F	3112
Auburn	0	M	4581
Auburn	1	F	38936
Auburn	1	M	43378
Carlingford	0	F	1423
Carlingford	0	M	1353
Carlingford	1	F	32131
Carlingford	1	M	30974
Merrylands - Guildford	0	F	4235
Merrylands - Guildford	0	M	4378
Merrylands - Guildford	1	F	70420
Merrylands - Guildford	1	M	71496
Parramatta	0	F	6520
Parramatta	0	M	7064
Parramatta	1	F	64495
Parramatta	1	M	65256
Pennant Hills - Epping	0	F	749
Pennant Hills - Epping	0	M	602
Pennant Hills - Epping	1	F	23346
Pennant Hills - Epping	1	M	22308
Ryde - Hunters Hill	0	F	4851
Ryde - Hunters Hill	0	M	4962
Ryde - Hunters Hill	1	F	64115
Ryde - Hunters Hill	1	M	60591
Bringelly - Green Valley	0	F	2683
Bringelly - Green Valley	0	M	2670
Bringelly - Green Valley	1	F	48940
Bringelly - Green Valley	1	M	48084
Fairfield	0	F	3937
Fairfield	0	M	3656
Fairfield	1	F	90120
Fairfield	1	M	87366
Liverpool	0	F	4623
Liverpool	0	M	5098
Liverpool	1	F	54698
Liverpool	1	M	53374
Cronulla - Miranda - Caringbah	0	F	3112
Cronulla - Miranda - Caringbah	0	M	2676
Cronulla - Miranda - Caringbah	1	F	52612
Cronulla - Miranda - Caringbah	1	M	49984
Sutherland - Menai - Heathcote	0	F	2034
Sutherland - Menai - Heathcote	0	M	1544
Sutherland - Menai - Heathcote	1	F	52363
Sutherland - Menai - Heathcote	1	M	50510
Migratory - Offshore - Shipping (NSW)	0	F	1860
Migratory - Offshore - Shipping (NSW)	0	M	1415
Ballarat	0	F	4252
Ballarat	0	M	3841
Ballarat	1	F	48732
Ballarat	1	M	45290
Creswick - Daylesford - Ballan	0	F	1469
Creswick - Daylesford - Ballan	0	M	1377
Creswick - Daylesford - Ballan	1	F	12705
Creswick - Daylesford - Ballan	1	M	12361
Maryborough - Pyrenees	0	F	895
Maryborough - Pyrenees	0	M	1244
Maryborough - Pyrenees	1	F	11376
Maryborough - Pyrenees	1	M	11349
Bendigo	0	F	4025
Bendigo	0	M	3477
Bendigo	1	F	44324
Bendigo	1	M	41314
Heathcote - Castlemaine - Kyneton	0	F	2031
Heathcote - Castlemaine - Kyneton	0	M	2552
Heathcote - Castlemaine - Kyneton	1	F	21374
Heathcote - Castlemaine - Kyneton	1	M	20448
Loddon - Elmore	0	F	510
Loddon - Elmore	0	M	547
Loddon - Elmore	1	F	4951
Loddon - Elmore	1	M	5161
Barwon - West	0	F	529
Barwon - West	0	M	499
Barwon - West	1	F	8755
Barwon - West	1	M	8863
Geelong	0	F	7261
Geelong	0	M	7290
Geelong	1	F	88068
Geelong	1	M	82491
Surf Coast - Bellarine Peninsula	0	F	2657
Surf Coast - Bellarine Peninsula	0	M	2344
Surf Coast - Bellarine Peninsula	1	F	33054
Surf Coast - Bellarine Peninsula	1	M	31162
Upper Goulburn Valley	0	F	4090
Upper Goulburn Valley	0	M	4719
Upper Goulburn Valley	1	F	23448
Upper Goulburn Valley	1	M	23268
Wangaratta - Benalla	0	F	1997
Wangaratta - Benalla	0	M	1755
Wangaratta - Benalla	1	F	21309
Wangaratta - Benalla	1	M	20070
Wodonga - Alpine	0	F	5904
Wodonga - Alpine	0	M	6818
Wodonga - Alpine	1	F	31965
Wodonga - Alpine	1	M	30408
Baw Baw	0	F	1849
Baw Baw	0	M	1603
Baw Baw	1	F	22559
Baw Baw	1	M	21401
Gippsland - East	0	F	2410
Gippsland - East	0	M	2238
Gippsland - East	1	F	19994
Gippsland - East	1	M	19180
Gippsland - South West	0	F	2926
Gippsland - South West	0	M	2566
Gippsland - South West	1	F	27873
Gippsland - South West	1	M	26442
Latrobe Valley	0	F	3290
Latrobe Valley	0	M	2971
Latrobe Valley	1	F	33469
Latrobe Valley	1	M	31959
Wellington	0	F	1706
Wellington	0	M	2689
Wellington	1	F	18995
Wellington	1	M	18428
Brunswick - Coburg	0	F	2588
Brunswick - Coburg	0	M	2519
Brunswick - Coburg	1	F	41321
Brunswick - Coburg	1	M	38595
Darebin - South	0	F	1855
Darebin - South	0	M	1508
Darebin - South	1	F	25182
Darebin - South	1	M	22624
Essendon	0	F	2379
Essendon	0	M	2239
Essendon	1	F	31726
Essendon	1	M	29415
Melbourne City	0	F	22049
Melbourne City	0	M	21863
Melbourne City	1	F	58506
Melbourne City	1	M	54835
Port Phillip	0	F	6155
Port Phillip	0	M	6736
Port Phillip	1	F	45023
Port Phillip	1	M	42428
Stonnington - West	0	F	3587
Stonnington - West	0	M	3286
Stonnington - West	1	F	28965
Stonnington - West	1	M	25964
Yarra	0	F	5022
Yarra	0	M	4961
Yarra	1	F	40124
Yarra	1	M	37427
Boroondara	0	F	5638
Boroondara	0	M	4848
Boroondara	1	F	80237
Boroondara	1	M	73879
Manningham - West	0	F	2209
Manningham - West	0	M	1616
Manningham - West	1	F	44055
Manningham - West	1	M	41280
Whitehorse - West	0	F	3230
Whitehorse - West	0	M	2718
Whitehorse - West	1	F	49324
Whitehorse - West	1	M	45885
Bayside	0	F	3313
Bayside	0	M	2418
Bayside	1	F	46612
Bayside	1	M	42488
Glen Eira	0	F	4293
Glen Eira	0	M	3596
Glen Eira	1	F	71429
Glen Eira	1	M	67005
Kingston	0	F	3469
Kingston	0	M	3017
Kingston	1	F	56084
Kingston	1	M	52201
Stonnington - East	0	F	1377
Stonnington - East	0	M	1112
Stonnington - East	1	F	19913
Stonnington - East	1	M	18374
Banyule	0	F	3569
Banyule	0	M	3382
Banyule	1	F	58473
Banyule	1	M	55195
Darebin - North	0	F	4223
Darebin - North	0	M	3859
Darebin - North	1	F	43913
Darebin - North	1	M	42172
Nillumbik - Kinglake	0	F	1334
Nillumbik - Kinglake	0	M	1185
Nillumbik - Kinglake	1	F	30772
Nillumbik - Kinglake	1	M	30195
Whittlesea - Wallan	0	F	5435
Whittlesea - Wallan	0	M	4955
Whittlesea - Wallan	1	F	102095
Whittlesea - Wallan	1	M	100120
Keilor	0	F	1325
Keilor	0	M	1162
Keilor	1	F	28314
Keilor	1	M	26912
Macedon Ranges	0	F	827
Macedon Ranges	0	M	792
Macedon Ranges	1	F	13684
Macedon Ranges	1	M	13507
Moreland - North	0	F	2728
Moreland - North	0	M	2359
Moreland - North	1	F	35167
Moreland - North	1	M	34758
Sunbury	0	F	999
Sunbury	0	M	844
Sunbury	1	F	18898
Sunbury	1	M	18011
Tullamarine - Broadmeadows	0	F	4452
Tullamarine - Broadmeadows	0	M	4757
Tullamarine - Broadmeadows	1	F	75704
Tullamarine - Broadmeadows	1	M	75674
Knox	0	F	3662
Knox	0	M	2981
Knox	1	F	74310
Knox	1	M	71383
Manningham - East	0	F	676
Manningham - East	0	M	499
Manningham - East	1	F	12209
Manningham - East	1	M	11971
Maroondah	0	F	3012
Maroondah	0	M	2335
Maroondah	1	F	52950
Maroondah	1	M	49879
Whitehorse - East	0	F	1468
Whitehorse - East	0	M	1075
Whitehorse - East	1	F	29593
Whitehorse - East	1	M	27734
Yarra Ranges	0	F	3639
Yarra Ranges	0	M	3407
Yarra Ranges	1	F	70124
Yarra Ranges	1	M	68313
Cardinia	0	F	2528
Cardinia	0	M	2334
Cardinia	1	F	44603
Cardinia	1	M	43302
Casey - North	0	F	3053
Casey - North	0	M	2811
Casey - North	1	F	62366
Casey - North	1	M	61720
Casey - South	0	F	3940
Casey - South	0	M	3815
Casey - South	1	F	79686
Casey - South	1	M	79244
Dandenong	0	F	5359
Dandenong	0	M	5635
Dandenong	1	F	85935
Dandenong	1	M	88869
Monash	0	F	6485
Monash	0	M	5889
Monash	1	F	82136
Monash	1	M	79855
Brimbank	0	F	5334
Brimbank	0	M	5115
Brimbank	1	F	87140
Brimbank	1	M	87533
Hobsons Bay	0	F	2403
Hobsons Bay	0	M	2193
Hobsons Bay	1	F	40078
Hobsons Bay	1	M	38303
Maribyrnong	0	F	3045
Maribyrnong	0	M	3149
Maribyrnong	1	F	37652
Maribyrnong	1	M	38087
Melton - Bacchus Marsh	0	F	4318
Melton - Bacchus Marsh	0	M	4507
Melton - Bacchus Marsh	1	F	72937
Melton - Bacchus Marsh	1	M	70559
Wyndham	0	F	5307
Wyndham	0	M	6313
Wyndham	1	F	104484
Wyndham	1	M	104245
Frankston	0	F	4611
Frankston	0	M	4156
Frankston	1	F	63408
Frankston	1	M	60390
Mornington Peninsula	0	F	5676
Mornington Peninsula	0	M	5364
Mornington Peninsula	1	F	72243
Mornington Peninsula	1	M	67125
Grampians	0	F	2447
Grampians	0	M	3097
Grampians	1	F	26236
Grampians	1	M	25878
Mildura	0	F	2713
Mildura	0	M	2831
Mildura	1	F	24552
Mildura	1	M	23604
Murray River - Swan Hill	0	F	2076
Murray River - Swan Hill	0	M	2210
Murray River - Swan Hill	1	F	16166
Murray River - Swan Hill	1	M	16351
Campaspe	0	F	1654
Campaspe	0	M	1583
Campaspe	1	F	16779
Campaspe	1	M	16433
Moira	0	F	1278
Moira	0	M	1252
Moira	1	F	12879
Moira	1	M	12795
Shepparton	0	F	2861
Shepparton	0	M	3033
Shepparton	1	F	28635
Shepparton	1	M	28139
Glenelg - Southern Grampians	0	F	1529
Glenelg - Southern Grampians	0	M	1447
Glenelg - Southern Grampians	1	F	15929
Glenelg - Southern Grampians	1	M	15554
Colac - Corangamite	0	F	1583
Colac - Corangamite	0	M	1569
Colac - Corangamite	1	F	16330
Colac - Corangamite	1	M	16517
Warrnambool	0	F	2181
Warrnambool	0	M	2054
Warrnambool	1	F	23009
Warrnambool	1	M	21840
Migratory - Offshore - Shipping (Vic.)	0	F	38
Migratory - Offshore - Shipping (Vic.)	0	M	310
Capalaba	0	F	1316
Capalaba	0	M	1066
Capalaba	1	F	34437
Capalaba	1	M	33482
Cleveland - Stradbroke	0	F	2376
Cleveland - Stradbroke	0	M	2041
Cleveland - Stradbroke	1	F	39707
Cleveland - Stradbroke	1	M	37538
Wynnum - Manly	0	F	1566
Wynnum - Manly	0	M	1353
Wynnum - Manly	1	F	33071
Wynnum - Manly	1	M	31209
Bald Hills - Everton Park	0	F	930
Bald Hills - Everton Park	0	M	652
Bald Hills - Everton Park	1	F	20042
Bald Hills - Everton Park	1	M	18582
Chermside	0	F	1996
Chermside	0	M	1791
Chermside	1	F	33792
Chermside	1	M	31216
Nundah	0	F	1084
Nundah	0	M	1104
Nundah	1	F	18049
Nundah	1	M	17719
Sandgate	0	F	1548
Sandgate	0	M	1333
Sandgate	1	F	27961
Sandgate	1	M	26345
Carindale	0	F	1255
Carindale	0	M	956
Carindale	1	F	24462
Carindale	1	M	22646
Holland Park - Yeronga	0	F	3058
Holland Park - Yeronga	0	M	2938
Holland Park - Yeronga	1	F	32901
Holland Park - Yeronga	1	M	31989
Mt Gravatt	0	F	1926
Mt Gravatt	0	M	1718
Mt Gravatt	1	F	34374
Mt Gravatt	1	M	32377
Nathan	0	F	1330
Nathan	0	M	1333
Nathan	1	F	18010
Nathan	1	M	17761
Rocklea - Acacia Ridge	0	F	1388
Rocklea - Acacia Ridge	0	M	1332
Rocklea - Acacia Ridge	1	F	28354
Rocklea - Acacia Ridge	1	M	27798
Sunnybank	0	F	1144
Sunnybank	0	M	991
Sunnybank	1	F	23613
Sunnybank	1	M	23489
Centenary	0	F	601
Centenary	0	M	406
Centenary	1	F	15799
Centenary	1	M	15169
Kenmore - Brookfield - Moggill	0	F	838
Kenmore - Brookfield - Moggill	0	M	622
Kenmore - Brookfield - Moggill	1	F	21975
Kenmore - Brookfield - Moggill	1	M	20976
Sherwood - Indooroopilly	0	F	2789
Sherwood - Indooroopilly	0	M	2470
Sherwood - Indooroopilly	1	F	23183
Sherwood - Indooroopilly	1	M	21886
The Gap - Enoggera	0	F	1165
The Gap - Enoggera	0	M	1483
The Gap - Enoggera	1	F	24050
The Gap - Enoggera	1	M	22463
Brisbane Inner	0	F	8738
Brisbane Inner	0	M	9890
Brisbane Inner	1	F	27551
Brisbane Inner	1	M	28267
Brisbane Inner - East	0	F	1170
Brisbane Inner - East	0	M	1184
Brisbane Inner - East	1	F	18902
Brisbane Inner - East	1	M	18056
Brisbane Inner - North	0	F	4845
Brisbane Inner - North	0	M	4575
Brisbane Inner - North	1	F	39024
Brisbane Inner - North	1	M	37984
Brisbane Inner - West	0	F	2264
Brisbane Inner - West	0	M	2375
Brisbane Inner - West	1	F	25864
Brisbane Inner - West	1	M	24674
Cairns - North	0	F	3822
Cairns - North	0	M	3560
Cairns - North	1	F	24598
Cairns - North	1	M	23303
Cairns - South	0	F	9589
Cairns - South	0	M	9850
Cairns - South	1	F	45183
Cairns - South	1	M	43205
Innisfail - Cassowary Coast	0	F	2852
Innisfail - Cassowary Coast	0	M	3213
Innisfail - Cassowary Coast	1	F	15259
Innisfail - Cassowary Coast	1	M	15821
Port Douglas - Daintree	0	F	4048
Port Douglas - Daintree	0	M	3815
Port Douglas - Daintree	1	F	4729
Port Douglas - Daintree	1	M	4878
Tablelands (East) - Kuranda	0	F	2623
Tablelands (East) - Kuranda	0	M	2632
Tablelands (East) - Kuranda	1	F	18408
Tablelands (East) - Kuranda	1	M	17782
Darling Downs (West) - Maranoa	0	F	3610
Darling Downs (West) - Maranoa	0	M	6826
Darling Downs (West) - Maranoa	1	F	18405
Darling Downs (West) - Maranoa	1	M	18887
Darling Downs - East	0	F	1907
Darling Downs - East	0	M	2089
Darling Downs - East	1	F	18726
Darling Downs - East	1	M	18875
Granite Belt	0	F	1597
Granite Belt	0	M	1627
Granite Belt	1	F	18517
Granite Belt	1	M	18009
Central Highlands (Qld)	0	F	2606
Central Highlands (Qld)	0	M	6061
Central Highlands (Qld)	1	F	12021
Central Highlands (Qld)	1	M	12524
Rockhampton	0	F	6249
Rockhampton	0	M	6897
Rockhampton	1	F	52454
Rockhampton	1	M	50236
Biloela	0	F	866
Biloela	0	M	1870
Biloela	1	F	6242
Biloela	1	M	6517
Gladstone	0	F	3193
Gladstone	0	M	4510
Gladstone	1	F	27288
Gladstone	1	M	27958
Broadbeach - Burleigh	0	F	5927
Broadbeach - Burleigh	0	M	5329
Broadbeach - Burleigh	1	F	28766
Broadbeach - Burleigh	1	M	26787
Coolangatta	0	F	4268
Coolangatta	0	M	3871
Coolangatta	1	F	24857
Coolangatta	1	M	23413
Gold Coast - North	0	F	3401
Gold Coast - North	0	M	3037
Gold Coast - North	1	F	31270
Gold Coast - North	1	M	28151
Gold Coast Hinterland	0	F	1267
Gold Coast Hinterland	0	M	1467
Gold Coast Hinterland	1	F	8527
Gold Coast Hinterland	1	M	8106
Mudgeeraba - Tallebudgera	0	F	866
Mudgeeraba - Tallebudgera	0	M	729
Mudgeeraba - Tallebudgera	1	F	16140
Mudgeeraba - Tallebudgera	1	M	15227
Nerang	0	F	1876
Nerang	0	M	1717
Nerang	1	F	32296
Nerang	1	M	30682
Ormeau - Oxenford	0	F	4090
Ormeau - Oxenford	0	M	3840
Ormeau - Oxenford	1	F	57163
Ormeau - Oxenford	1	M	54702
Robina	0	F	2328
Robina	0	M	1854
Robina	1	F	23650
Robina	1	M	21277
Southport	0	F	3626
Southport	0	M	3687
Southport	1	F	27100
Southport	1	M	25435
Surfers Paradise	0	F	8076
Surfers Paradise	0	M	7825
Surfers Paradise	1	F	17242
Surfers Paradise	1	M	17015
Forest Lake - Oxley	0	F	2795
Forest Lake - Oxley	0	M	4955
Forest Lake - Oxley	1	F	32861
Forest Lake - Oxley	1	M	31130
Ipswich Hinterland	0	F	2572
Ipswich Hinterland	0	M	3293
Ipswich Hinterland	1	F	28284
Ipswich Hinterland	1	M	28028
Ipswich Inner	0	F	3675
Ipswich Inner	0	M	3663
Ipswich Inner	1	F	48855
Ipswich Inner	1	M	46959
Springfield - Redbank	0	F	2308
Springfield - Redbank	0	M	2183
Springfield - Redbank	1	F	39698
Springfield - Redbank	1	M	38840
Beaudesert	0	F	631
Beaudesert	0	M	695
Beaudesert	1	F	6426
Beaudesert	1	M	6104
Beenleigh	0	F	1182
Beenleigh	0	M	1076
Beenleigh	1	F	19528
Beenleigh	1	M	18664
Browns Plains	0	F	2553
Browns Plains	0	M	2331
Browns Plains	1	F	37534
Browns Plains	1	M	36622
Jimboomba	0	F	1123
Jimboomba	0	M	1134
Jimboomba	1	F	21370
Jimboomba	1	M	21305
Loganlea - Carbrook	0	F	2029
Loganlea - Carbrook	0	M	1694
Loganlea - Carbrook	1	F	28152
Loganlea - Carbrook	1	M	27211
Springwood - Kingston	0	F	2159
Springwood - Kingston	0	M	2046
Springwood - Kingston	1	F	36472
Springwood - Kingston	1	M	35875
Bowen Basin - North	0	F	4030
Bowen Basin - North	0	M	12043
Bowen Basin - North	1	F	13436
Bowen Basin - North	1	M	14058
Mackay	0	F	4693
Mackay	0	M	5265
Mackay	1	F	51976
Mackay	1	M	50316
Whitsunday	0	F	4538
Whitsunday	0	M	4820
Whitsunday	1	F	8187
Whitsunday	1	M	8309
Bribie - Beachmere	0	F	1238
Bribie - Beachmere	0	M	1140
Bribie - Beachmere	1	F	15756
Bribie - Beachmere	1	M	14730
Caboolture	0	F	2446
Caboolture	0	M	2194
Caboolture	1	F	31998
Caboolture	1	M	30426
Caboolture Hinterland	0	F	632
Caboolture Hinterland	0	M	1549
Caboolture Hinterland	1	F	5533
Caboolture Hinterland	1	M	5540
Narangba - Burpengary	0	F	1527
Narangba - Burpengary	0	M	1340
Narangba - Burpengary	1	F	30066
Narangba - Burpengary	1	M	28917
Redcliffe	0	F	2658
Redcliffe	0	M	2267
Redcliffe	1	F	28544
Redcliffe	1	M	26046
The Hills District	0	F	1224
