SA3_NAME16	Age	Sex	persons
Gosford	85+	M	2108
Wyong	0-4	F	4692
Wyong	0-4	M	4915
Wyong	5-14	F	9874
Wyong	5-14	M	10706
Wyong	15-19	F	4850
Wyong	15-19	M	5009
Wyong	20-24	F	4634
Wyong	20-24	M	4623
Wyong	25-34	F	9063
Wyong	25-34	M	8494
Wyong	35-44	F	9751
Wyong	35-44	M	9031
Wyong	45-54	F	10592
Wyong	45-54	M	9990
Wyong	55-64	F	10533
Wyong	55-64	M	9398
Wyong	65-74	F	9256
Wyong	65-74	M	8136
Wyong	75-84	F	5727
Wyong	75-84	M	4831
Wyong	85+	F	2834
Wyong	85+	M	1753
Bathurst	0-4	F	1367
Bathurst	0-4	M	1484
Bathurst	5-14	F	2984
Bathurst	5-14	M	3215
Bathurst	15-19	F	1626
Bathurst	15-19	M	1700
Bathurst	20-24	F	1651
Bathurst	20-24	M	1811
Bathurst	25-34	F	2622
Bathurst	25-34	M	3037
Bathurst	35-44	F	2697
Bathurst	35-44	M	2743
Bathurst	45-54	F	3032
Bathurst	45-54	M	2962
Bathurst	55-64	F	2897
Bathurst	55-64	M	2820
Bathurst	65-74	F	2329
Bathurst	65-74	M	2302
Bathurst	75-84	F	1281
Bathurst	75-84	M	1028
Bathurst	85+	F	664
Bathurst	85+	M	340
Lachlan Valley	0-4	F	1696
Lachlan Valley	0-4	M	1705
Lachlan Valley	5-14	F	3625
Lachlan Valley	5-14	M	3785
Lachlan Valley	15-19	F	1686
Lachlan Valley	15-19	M	1667
Lachlan Valley	20-24	F	1311
Lachlan Valley	20-24	M	1483
Lachlan Valley	25-34	F	2792
Lachlan Valley	25-34	M	2641
Lachlan Valley	35-44	F	2969
Lachlan Valley	35-44	M	2834
Lachlan Valley	45-54	F	3600
Lachlan Valley	45-54	M	3509
Lachlan Valley	55-64	F	3743
Lachlan Valley	55-64	M	3897
Lachlan Valley	65-74	F	3180
Lachlan Valley	65-74	M	3365
Lachlan Valley	75-84	F	2162
Lachlan Valley	75-84	M	1937
Lachlan Valley	85+	F	1108
Lachlan Valley	85+	M	636
Lithgow - Mudgee	0-4	F	1442
Lithgow - Mudgee	0-4	M	1500
Lithgow - Mudgee	5-14	F	2803
Lithgow - Mudgee	5-14	M	3018
Lithgow - Mudgee	15-19	F	1214
Lithgow - Mudgee	15-19	M	1371
Lithgow - Mudgee	20-24	F	1064
Lithgow - Mudgee	20-24	M	1225
Lithgow - Mudgee	25-34	F	2438
Lithgow - Mudgee	25-34	M	2589
Lithgow - Mudgee	35-44	F	2691
Lithgow - Mudgee	35-44	M	2533
Lithgow - Mudgee	45-54	F	3209
Lithgow - Mudgee	45-54	M	3268
Lithgow - Mudgee	55-64	F	3190
Lithgow - Mudgee	55-64	M	3251
Lithgow - Mudgee	65-74	F	2806
Lithgow - Mudgee	65-74	M	2973
Lithgow - Mudgee	75-84	F	1568
Lithgow - Mudgee	75-84	M	1403
Lithgow - Mudgee	85+	F	667
Lithgow - Mudgee	85+	M	388
Orange	0-4	F	1967
Orange	0-4	M	2141
Orange	5-14	F	3945
Orange	5-14	M	4238
Orange	15-19	F	1868
Orange	15-19	M	1948
Orange	20-24	F	1560
Orange	20-24	M	1457
Orange	25-34	F	3667
Orange	25-34	M	3315
Orange	35-44	F	3681
Orange	35-44	M	3506
Orange	45-54	F	3811
Orange	45-54	M	3617
Orange	55-64	F	3499
Orange	55-64	M	3470
Orange	65-74	F	2857
Orange	65-74	M	2670
Orange	75-84	F	1690
Orange	75-84	M	1440
Orange	85+	F	807
Orange	85+	M	456
Clarence Valley	0-4	F	1151
Clarence Valley	0-4	M	1297
Clarence Valley	5-14	F	2756
Clarence Valley	5-14	M	3032
Clarence Valley	15-19	F	1417
Clarence Valley	15-19	M	1517
Clarence Valley	20-24	F	962
Clarence Valley	20-24	M	1076
Clarence Valley	25-34	F	2083
Clarence Valley	25-34	M	2037
Clarence Valley	35-44	F	2658
Clarence Valley	35-44	M	2451
Clarence Valley	45-54	F	3439
Clarence Valley	45-54	M	3204
Clarence Valley	55-64	F	4204
Clarence Valley	55-64	M	4058
Clarence Valley	65-74	F	3628
Clarence Valley	65-74	M	3722
Clarence Valley	75-84	F	2059
Clarence Valley	75-84	M	1904
Clarence Valley	85+	F	1009
Clarence Valley	85+	M	608
Coffs Harbour	0-4	F	2318
Coffs Harbour	0-4	M	2366
Coffs Harbour	5-14	F	5412
Coffs Harbour	5-14	M	5543
Coffs Harbour	15-19	F	2450
Coffs Harbour	15-19	M	2633
Coffs Harbour	20-24	F	1999
Coffs Harbour	20-24	M	2097
Coffs Harbour	25-34	F	4453
Coffs Harbour	25-34	M	4180
Coffs Harbour	35-44	F	5038
Coffs Harbour	35-44	M	4539
Coffs Harbour	45-54	F	6199
Coffs Harbour	45-54	M	5323
Coffs Harbour	55-64	F	6679
Coffs Harbour	55-64	M	6346
Coffs Harbour	65-74	F	5205
Coffs Harbour	65-74	M	5072
Coffs Harbour	75-84	F	3079
Coffs Harbour	75-84	M	2654
Coffs Harbour	85+	F	1518
Coffs Harbour	85+	M	924
Bourke - Cobar - Coonamble	0-4	F	884
Bourke - Cobar - Coonamble	0-4	M	889
Bourke - Cobar - Coonamble	5-14	F	1655
Bourke - Cobar - Coonamble	5-14	M	1682
Bourke - Cobar - Coonamble	15-19	F	597
Bourke - Cobar - Coonamble	15-19	M	628
Bourke - Cobar - Coonamble	20-24	F	671
Bourke - Cobar - Coonamble	20-24	M	665
Bourke - Cobar - Coonamble	25-34	F	1550
Bourke - Cobar - Coonamble	25-34	M	1506
Bourke - Cobar - Coonamble	35-44	F	1349
Bourke - Cobar - Coonamble	35-44	M	1301
Bourke - Cobar - Coonamble	45-54	F	1654
Bourke - Cobar - Coonamble	45-54	M	1713
Bourke - Cobar - Coonamble	55-64	F	1429
Bourke - Cobar - Coonamble	55-64	M	1789
Bourke - Cobar - Coonamble	65-74	F	1105
Bourke - Cobar - Coonamble	65-74	M	1331
Bourke - Cobar - Coonamble	75-84	F	670
Bourke - Cobar - Coonamble	75-84	M	637
Bourke - Cobar - Coonamble	85+	F	269
Bourke - Cobar - Coonamble	85+	M	171
Broken Hill and Far West	0-4	F	559
Broken Hill and Far West	0-4	M	604
Broken Hill and Far West	5-14	F	1139
Broken Hill and Far West	5-14	M	1132
Broken Hill and Far West	15-19	F	516
Broken Hill and Far West	15-19	M	576
Broken Hill and Far West	20-24	F	558
Broken Hill and Far West	20-24	M	554
Broken Hill and Far West	25-34	F	1258
Broken Hill and Far West	25-34	M	1196
Broken Hill and Far West	35-44	F	1085
Broken Hill and Far West	35-44	M	1071
Broken Hill and Far West	45-54	F	1320
Broken Hill and Far West	45-54	M	1366
Broken Hill and Far West	55-64	F	1510
Broken Hill and Far West	55-64	M	1524
Broken Hill and Far West	65-74	F	1136
Broken Hill and Far West	65-74	M	1183
Broken Hill and Far West	75-84	F	749
Broken Hill and Far West	75-84	M	555
Broken Hill and Far West	85+	F	418
Broken Hill and Far West	85+	M	203
Dubbo	0-4	F	2324
Dubbo	0-4	M	2376
Dubbo	5-14	F	4526
Dubbo	5-14	M	4874
Dubbo	15-19	F	2060
Dubbo	15-19	M	2129
Dubbo	20-24	F	1955
Dubbo	20-24	M	2050
Dubbo	25-34	F	4370
Dubbo	25-34	M	4124
Dubbo	35-44	F	4009
Dubbo	35-44	M	3839
Dubbo	45-54	F	4561
Dubbo	45-54	M	4293
Dubbo	55-64	F	4646
Dubbo	55-64	M	4411
Dubbo	65-74	F	3526
Dubbo	65-74	M	3551
Dubbo	75-84	F	2228
Dubbo	75-84	M	1905
Dubbo	85+	F	1016
Dubbo	85+	M	653
Lower Hunter	0-4	F	2887
Lower Hunter	0-4	M	2921
Lower Hunter	5-14	F	5890
Lower Hunter	5-14	M	6231
Lower Hunter	15-19	F	2755
Lower Hunter	15-19	M	2932
Lower Hunter	20-24	F	2509
Lower Hunter	20-24	M	2787
Lower Hunter	25-34	F	5483
Lower Hunter	25-34	M	5392
Lower Hunter	35-44	F	5449
Lower Hunter	35-44	M	5496
Lower Hunter	45-54	F	5819
Lower Hunter	45-54	M	5854
Lower Hunter	55-64	F	5714
Lower Hunter	55-64	M	5670
Lower Hunter	65-74	F	4105
Lower Hunter	65-74	M	4240
Lower Hunter	75-84	F	2089
Lower Hunter	75-84	M	1869
Lower Hunter	85+	F	1052
Lower Hunter	85+	M	527
Maitland	0-4	F	2672
Maitland	0-4	M	2883
Maitland	5-14	F	5189
Maitland	5-14	M	5506
Maitland	15-19	F	2286
Maitland	15-19	M	2453
Maitland	20-24	F	2376
Maitland	20-24	M	2228
Maitland	25-34	F	5309
Maitland	25-34	M	4885
Maitland	35-44	F	4963
Maitland	35-44	M	4851
Maitland	45-54	F	5005
Maitland	45-54	M	4525
Maitland	55-64	F	4334
Maitland	55-64	M	4117
Maitland	65-74	F	3242
Maitland	65-74	M	2981
Maitland	75-84	F	1754
Maitland	75-84	M	1378
Maitland	85+	F	819
Maitland	85+	M	430
Port Stephens	0-4	F	1884
Port Stephens	0-4	M	1919
Port Stephens	5-14	F	4196
Port Stephens	5-14	M	4556
Port Stephens	15-19	F	2064
Port Stephens	15-19	M	2134
Port Stephens	20-24	F	1734
Port Stephens	20-24	M	1831
Port Stephens	25-34	F	3334
Port Stephens	25-34	M	3270
Port Stephens	35-44	F	4049
Port Stephens	35-44	M	3838
Port Stephens	45-54	F	4827
Port Stephens	45-54	M	4633
Port Stephens	55-64	F	5215
Port Stephens	55-64	M	4862
Port Stephens	65-74	F	5061
Port Stephens	65-74	M	5005
Port Stephens	75-84	F	2612
Port Stephens	75-84	M	2515
Port Stephens	85+	F	1115
Port Stephens	85+	M	728
Upper Hunter	0-4	F	1005
Upper Hunter	0-4	M	1093
Upper Hunter	5-14	F	2184
Upper Hunter	5-14	M	2247
Upper Hunter	15-19	F	884
Upper Hunter	15-19	M	905
Upper Hunter	20-24	F	815
Upper Hunter	20-24	M	807
Upper Hunter	25-34	F	1963
Upper Hunter	25-34	M	1974
Upper Hunter	35-44	F	1880
Upper Hunter	35-44	M	1955
Upper Hunter	45-54	F	2046
Upper Hunter	45-54	M	2077
Upper Hunter	55-64	F	1744
Upper Hunter	55-64	M	1909
Upper Hunter	65-74	F	1300
Upper Hunter	65-74	M	1395
Upper Hunter	75-84	F	797
Upper Hunter	75-84	M	652
Upper Hunter	85+	F	355
Upper Hunter	85+	M	201
Dapto - Port Kembla	0-4	F	2345
Dapto - Port Kembla	0-4	M	2417
Dapto - Port Kembla	5-14	F	4660
Dapto - Port Kembla	5-14	M	4988
Dapto - Port Kembla	15-19	F	2352
Dapto - Port Kembla	15-19	M	2449
Dapto - Port Kembla	20-24	F	2203
Dapto - Port Kembla	20-24	M	2364
Dapto - Port Kembla	25-34	F	4552
Dapto - Port Kembla	25-34	M	4356
Dapto - Port Kembla	35-44	F	4768
Dapto - Port Kembla	35-44	M	4577
Dapto - Port Kembla	45-54	F	5050
Dapto - Port Kembla	45-54	M	4904
Dapto - Port Kembla	55-64	F	4752
Dapto - Port Kembla	55-64	M	4516
Dapto - Port Kembla	65-74	F	3748
Dapto - Port Kembla	65-74	M	3541
Dapto - Port Kembla	75-84	F	2700
Dapto - Port Kembla	75-84	M	2171
Dapto - Port Kembla	85+	F	1225
Dapto - Port Kembla	85+	M	717
Illawarra Catchment Reserve	65-74	F	3
Kiama - Shellharbour	0-4	F	2605
Kiama - Shellharbour	0-4	M	2831
Kiama - Shellharbour	5-14	F	5745
Kiama - Shellharbour	5-14	M	6022
Kiama - Shellharbour	15-19	F	2908
Kiama - Shellharbour	15-19	M	3063
Kiama - Shellharbour	20-24	F	2592
Kiama - Shellharbour	20-24	M	2738
Kiama - Shellharbour	25-34	F	5091
Kiama - Shellharbour	25-34	M	4769
Kiama - Shellharbour	35-44	F	5663
Kiama - Shellharbour	35-44	M	5291
Kiama - Shellharbour	45-54	F	6265
Kiama - Shellharbour	45-54	M	5794
Kiama - Shellharbour	55-64	F	6208
Kiama - Shellharbour	55-64	M	5750
Kiama - Shellharbour	65-74	F	4794
Kiama - Shellharbour	65-74	M	4565
Kiama - Shellharbour	75-84	F	2747
Kiama - Shellharbour	75-84	M	2318
Kiama - Shellharbour	85+	F	1294
Kiama - Shellharbour	85+	M	785
Wollongong	0-4	F	3531
Wollongong	0-4	M	3736
Wollongong	5-14	F	7286
Wollongong	5-14	M	7599
Wollongong	15-19	F	4003
Wollongong	15-19	M	4207
Wollongong	20-24	F	5198
Wollongong	20-24	M	5762
Wollongong	25-34	F	8385
Wollongong	25-34	M	8749
Wollongong	35-44	F	8343
Wollongong	35-44	M	8153
Wollongong	45-54	F	8315
Wollongong	45-54	M	8194
Wollongong	55-64	F	7761
Wollongong	55-64	M	7244
Wollongong	65-74	F	5917
Wollongong	65-74	M	5472
Wollongong	75-84	F	3909
Wollongong	75-84	M	3211
Wollongong	85+	F	2092
Wollongong	85+	M	1222
Great Lakes	0-4	F	641
Great Lakes	0-4	M	665
Great Lakes	5-14	F	1547
Great Lakes	5-14	M	1583
Great Lakes	15-19	F	727
Great Lakes	15-19	M	811
Great Lakes	20-24	F	530
Great Lakes	20-24	M	515
Great Lakes	25-34	F	1128
Great Lakes	25-34	M	1034
Great Lakes	35-44	F	1464
Great Lakes	35-44	M	1334
Great Lakes	45-54	F	1955
Great Lakes	45-54	M	1892
Great Lakes	55-64	F	2594
Great Lakes	55-64	M	2434
Great Lakes	65-74	F	2823
Great Lakes	65-74	M	2799
Great Lakes	75-84	F	1738
Great Lakes	75-84	M	1608
Great Lakes	85+	F	870
Great Lakes	85+	M	580
Kempsey - Nambucca	0-4	F	1217
Kempsey - Nambucca	0-4	M	1239
Kempsey - Nambucca	5-14	F	2806
Kempsey - Nambucca	5-14	M	2873
Kempsey - Nambucca	15-19	F	1291
Kempsey - Nambucca	15-19	M	1376
Kempsey - Nambucca	20-24	F	975
Kempsey - Nambucca	20-24	M	1119
Kempsey - Nambucca	25-34	F	2079
Kempsey - Nambucca	25-34	M	2051
Kempsey - Nambucca	35-44	F	2385
Kempsey - Nambucca	35-44	M	2252
Kempsey - Nambucca	45-54	F	3166
Kempsey - Nambucca	45-54	M	3013
Kempsey - Nambucca	55-64	F	4089
Kempsey - Nambucca	55-64	M	3962
Kempsey - Nambucca	65-74	F	3456
Kempsey - Nambucca	65-74	M	3611
Kempsey - Nambucca	75-84	F	1816
Kempsey - Nambucca	75-84	M	1767
Kempsey - Nambucca	85+	F	967
Kempsey - Nambucca	85+	M	607
Lord Howe Island	0-4	F	10
Lord Howe Island	0-4	M	11
Lord Howe Island	5-14	F	14
Lord Howe Island	5-14	M	20
Lord Howe Island	15-19	F	4
Lord Howe Island	15-19	M	4
Lord Howe Island	20-24	F	9
Lord Howe Island	20-24	M	9
Lord Howe Island	25-34	F	20
Lord Howe Island	25-34	M	27
Lord Howe Island	35-44	F	36
Lord Howe Island	35-44	M	37
Lord Howe Island	45-54	F	25
Lord Howe Island	45-54	M	28
Lord Howe Island	55-64	F	27
Lord Howe Island	55-64	M	29
Lord Howe Island	65-74	F	19
Lord Howe Island	65-74	M	7
Lord Howe Island	75-84	F	12
Lord Howe Island	75-84	M	18
Lord Howe Island	85+	F	7
Lord Howe Island	85+	M	3
Port Macquarie	0-4	F	1880
Port Macquarie	0-4	M	1943
Port Macquarie	5-14	F	4521
Port Macquarie	5-14	M	4764
Port Macquarie	15-19	F	2177
Port Macquarie	15-19	M	2256
Port Macquarie	20-24	F	1541
Port Macquarie	20-24	M	1550
Port Macquarie	25-34	F	3482
Port Macquarie	25-34	M	3152
Port Macquarie	35-44	F	4239
Port Macquarie	35-44	M	3866
Port Macquarie	45-54	F	5370
Port Macquarie	45-54	M	4786
Port Macquarie	55-64	F	5964
Port Macquarie	55-64	M	5311
Port Macquarie	65-74	F	6099
Port Macquarie	65-74	M	5683
Port Macquarie	75-84	F	3751
Port Macquarie	75-84	M	3251
Port Macquarie	85+	F	1830
Port Macquarie	85+	M	1145
Taree - Gloucester	0-4	F	1248
Taree - Gloucester	0-4	M	1402
Taree - Gloucester	5-14	F	3091
Taree - Gloucester	5-14	M	3234
Taree - Gloucester	15-19	F	1499
Taree - Gloucester	15-19	M	1538
Taree - Gloucester	20-24	F	1136
Taree - Gloucester	20-24	M	1137
Taree - Gloucester	25-34	F	2265
Taree - Gloucester	25-34	M	2029
Taree - Gloucester	35-44	F	2697
Taree - Gloucester	35-44	M	2404
Taree - Gloucester	45-54	F	3672
Taree - Gloucester	45-54	M	3320
Taree - Gloucester	55-64	F	4489
Taree - Gloucester	55-64	M	4217
Taree - Gloucester	65-74	F	4215
Taree - Gloucester	65-74	M	4220
Taree - Gloucester	75-84	F	2238
Taree - Gloucester	75-84	M	2077
Taree - Gloucester	85+	F	1045
Taree - Gloucester	85+	M	687
Albury	0-4	F	1900
Albury	0-4	M	2004
Albury	5-14	F	3894
Albury	5-14	M	4015
Albury	15-19	F	1961
Albury	15-19	M	1959
Albury	20-24	F	1974
Albury	20-24	M	1923
Albury	25-34	F	3767
Albury	25-34	M	3604
Albury	35-44	F	3790
Albury	35-44	M	3476
Albury	45-54	F	4063
Albury	45-54	M	3845
Albury	55-64	F	4091
Albury	55-64	M	3821
Albury	65-74	F	3151
Albury	65-74	M	2980
Albury	75-84	F	1929
Albury	75-84	M	1534
Albury	85+	F	997
Albury	85+	M	594
Lower Murray	0-4	F	338
Lower Murray	0-4	M	407
Lower Murray	5-14	F	790
Lower Murray	5-14	M	826
Lower Murray	15-19	F	339
Lower Murray	15-19	M	399
Lower Murray	20-24	F	310
Lower Murray	20-24	M	323
Lower Murray	25-34	F	644
Lower Murray	25-34	M	622
Lower Murray	35-44	F	678
Lower Murray	35-44	M	664
Lower Murray	45-54	F	859
Lower Murray	45-54	M	928
Lower Murray	55-64	F	917
Lower Murray	55-64	M	999
Lower Murray	65-74	F	696
Lower Murray	65-74	M	772
Lower Murray	75-84	F	392
Lower Murray	75-84	M	408
Lower Murray	85+	F	153
Lower Murray	85+	M	91
Upper Murray exc. Albury	0-4	F	1082
Upper Murray exc. Albury	0-4	M	1183
Upper Murray exc. Albury	5-14	F	2514
Upper Murray exc. Albury	5-14	M	2498
Upper Murray exc. Albury	15-19	F	1096
Upper Murray exc. Albury	15-19	M	1157
Upper Murray exc. Albury	20-24	F	842
Upper Murray exc. Albury	20-24	M	939
Upper Murray exc. Albury	25-34	F	1948
Upper Murray exc. Albury	25-34	M	1822
Upper Murray exc. Albury	35-44	F	2167
Upper Murray exc. Albury	35-44	M	2062
Upper Murray exc. Albury	45-54	F	2661
Upper Murray exc. Albury	45-54	M	2496
Upper Murray exc. Albury	55-64	F	3224
Upper Murray exc. Albury	55-64	M	3266
Upper Murray exc. Albury	65-74	F	2965
Upper Murray exc. Albury	65-74	M	3158
Upper Murray exc. Albury	75-84	F	1821
Upper Murray exc. Albury	75-84	M	1706
Upper Murray exc. Albury	85+	F	799
Upper Murray exc. Albury	85+	M	580
Armidale	0-4	F	1020
Armidale	0-4	M	1057
Armidale	5-14	F	2356
Armidale	5-14	M	2330
Armidale	15-19	F	1529
Armidale	15-19	M	1442
Armidale	20-24	F	1564
Armidale	20-24	M	1526
Armidale	25-34	F	2105
Armidale	25-34	M	1992
Armidale	35-44	F	2065
Armidale	35-44	M	1870
Armidale	45-54	F	2471
Armidale	45-54	M	2308
Armidale	55-64	F	2441
Armidale	55-64	M	2325
Armidale	65-74	F	1906
Armidale	65-74	M	1914
Armidale	75-84	F	1144
Armidale	75-84	M	909
Armidale	85+	F	538
Armidale	85+	M	288
Inverell - Tenterfield	0-4	F	1111
Inverell - Tenterfield	0-4	M	1078
Inverell - Tenterfield	5-14	F	2404
Inverell - Tenterfield	5-14	M	2443
Inverell - Tenterfield	15-19	F	1002
Inverell - Tenterfield	15-19	M	1188
Inverell - Tenterfield	20-24	F	902
Inverell - Tenterfield	20-24	M	869
Inverell - Tenterfield	25-34	F	1733
Inverell - Tenterfield	25-34	M	1720
Inverell - Tenterfield	35-44	F	2086
Inverell - Tenterfield	35-44	M	1893
Inverell - Tenterfield	45-54	F	2472
Inverell - Tenterfield	45-54	M	2357
Inverell - Tenterfield	55-64	F	2890
Inverell - Tenterfield	55-64	M	2904
Inverell - Tenterfield	65-74	F	2628
Inverell - Tenterfield	65-74	M	2674
Inverell - Tenterfield	75-84	F	1511
Inverell - Tenterfield	75-84	M	1430
Inverell - Tenterfield	85+	F	699
Inverell - Tenterfield	85+	M	351
Moree - Narrabri	0-4	F	997
Moree - Narrabri	0-4	M	968
Moree - Narrabri	5-14	F	1774
Moree - Narrabri	5-14	M	1830
Moree - Narrabri	15-19	F	687
Moree - Narrabri	15-19	M	798
Moree - Narrabri	20-24	F	697
Moree - Narrabri	20-24	M	690
Moree - Narrabri	25-34	F	1642
Moree - Narrabri	25-34	M	1458
Moree - Narrabri	35-44	F	1563
Moree - Narrabri	35-44	M	1528
Moree - Narrabri	45-54	F	1702
Moree - Narrabri	45-54	M	1796
Moree - Narrabri	55-64	F	1589
Moree - Narrabri	55-64	M	1765
Moree - Narrabri	65-74	F	1166
Moree - Narrabri	65-74	M	1274
Moree - Narrabri	75-84	F	687
Moree - Narrabri	75-84	M	613
Moree - Narrabri	85+	F	268
Moree - Narrabri	85+	M	140
Tamworth - Gunnedah	0-4	F	2548
Tamworth - Gunnedah	0-4	M	2783
Tamworth - Gunnedah	5-14	F	5320
Tamworth - Gunnedah	5-14	M	5613
Tamworth - Gunnedah	15-19	F	2383
Tamworth - Gunnedah	15-19	M	2566
Tamworth - Gunnedah	20-24	F	2113
Tamworth - Gunnedah	20-24	M	2149
Tamworth - Gunnedah	25-34	F	4886
Tamworth - Gunnedah	25-34	M	4676
Tamworth - Gunnedah	35-44	F	4743
Tamworth - Gunnedah	35-44	M	4513
Tamworth - Gunnedah	45-54	F	5314
Tamworth - Gunnedah	45-54	M	4979
Tamworth - Gunnedah	55-64	F	5370
Tamworth - Gunnedah	55-64	M	5166
Tamworth - Gunnedah	65-74	F	4300
Tamworth - Gunnedah	65-74	M	4123
Tamworth - Gunnedah	75-84	F	2712
Tamworth - Gunnedah	75-84	M	2276
Tamworth - Gunnedah	85+	F	1274
Tamworth - Gunnedah	85+	M	690
Lake Macquarie - East	0-4	F	3434
Lake Macquarie - East	0-4	M	3677
Lake Macquarie - East	5-14	F	7192
Lake Macquarie - East	5-14	M	7669
Lake Macquarie - East	15-19	F	3545
Lake Macquarie - East	15-19	M	3881
Lake Macquarie - East	20-24	F	3238
Lake Macquarie - East	20-24	M	3426
Lake Macquarie - East	25-34	F	6716
Lake Macquarie - East	25-34	M	6490
Lake Macquarie - East	35-44	F	7535
Lake Macquarie - East	35-44	M	7013
Lake Macquarie - East	45-54	F	8352
Lake Macquarie - East	45-54	M	7903
Lake Macquarie - East	55-64	F	8193
Lake Macquarie - East	55-64	M	7638
Lake Macquarie - East	65-74	F	6968
Lake Macquarie - East	65-74	M	6222
Lake Macquarie - East	75-84	F	4254
Lake Macquarie - East	75-84	M	3388
Lake Macquarie - East	85+	F	2076
Lake Macquarie - East	85+	M	1201
Lake Macquarie - West	0-4	F	2228
Lake Macquarie - West	0-4	M	2367
Lake Macquarie - West	5-14	F	4471
Lake Macquarie - West	5-14	M	4614
Lake Macquarie - West	15-19	F	2259
Lake Macquarie - West	15-19	M	2411
Lake Macquarie - West	20-24	F	2018
Lake Macquarie - West	20-24	M	2146
