SA3_NAME16	Age	persons
Great Lakes	75-84	3339
Great Lakes	85+	1449
Kempsey - Nambucca	0-4	2455
Kempsey - Nambucca	5-14	5683
Kempsey - Nambucca	15-19	2669
Kempsey - Nambucca	20-24	2101
Kempsey - Nambucca	25-34	4129
Kempsey - Nambucca	35-44	4633
Kempsey - Nambucca	45-54	6183
Kempsey - Nambucca	55-64	8055
Kempsey - Nambucca	65-74	7067
Kempsey - Nambucca	75-84	3580
Kempsey - Nambucca	85+	1573
Lord Howe Island	0-4	19
Lord Howe Island	5-14	36
Lord Howe Island	15-19	12
Lord Howe Island	20-24	18
Lord Howe Island	25-34	47
Lord Howe Island	35-44	71
Lord Howe Island	45-54	51
Lord Howe Island	55-64	58
Lord Howe Island	65-74	30
Lord Howe Island	75-84	26
Lord Howe Island	85+	10
Port Macquarie	0-4	3823
Port Macquarie	5-14	9283
Port Macquarie	15-19	4438
Port Macquarie	20-24	3090
Port Macquarie	25-34	6634
Port Macquarie	35-44	8109
Port Macquarie	45-54	10156
Port Macquarie	55-64	11272
Port Macquarie	65-74	11784
Port Macquarie	75-84	7001
Port Macquarie	85+	2981
Taree - Gloucester	0-4	2656
Taree - Gloucester	5-14	6326
Taree - Gloucester	15-19	3042
Taree - Gloucester	20-24	2269
Taree - Gloucester	25-34	4288
Taree - Gloucester	35-44	5102
Taree - Gloucester	45-54	6992
Taree - Gloucester	55-64	8706
Taree - Gloucester	65-74	8435
Taree - Gloucester	75-84	4309
Taree - Gloucester	85+	1734
Albury	0-4	3898
Albury	5-14	7910
Albury	15-19	3914
Albury	20-24	3899
Albury	25-34	7373
Albury	35-44	7268
Albury	45-54	7906
Albury	55-64	7915
Albury	65-74	6131
Albury	75-84	3466
Albury	85+	1587
Lower Murray	0-4	743
Lower Murray	5-14	1621
Lower Murray	15-19	734
Lower Murray	20-24	629
Lower Murray	25-34	1260
Lower Murray	35-44	1343
Lower Murray	45-54	1779
Lower Murray	55-64	1919
Lower Murray	65-74	1476
Lower Murray	75-84	796
Lower Murray	85+	245
Upper Murray exc. Albury	0-4	2266
Upper Murray exc. Albury	5-14	5004
Upper Murray exc. Albury	15-19	2251
Upper Murray exc. Albury	20-24	1785
Upper Murray exc. Albury	25-34	3779
Upper Murray exc. Albury	35-44	4229
Upper Murray exc. Albury	45-54	5157
Upper Murray exc. Albury	55-64	6487
Upper Murray exc. Albury	65-74	6122
Upper Murray exc. Albury	75-84	3525
Upper Murray exc. Albury	85+	1373
Armidale	0-4	2077
Armidale	5-14	4687
Armidale	15-19	2965
Armidale	20-24	3094
Armidale	25-34	4098
Armidale	35-44	3940
Armidale	45-54	4779
Armidale	55-64	4759
Armidale	65-74	3815
Armidale	75-84	2059
Armidale	85+	825
Inverell - Tenterfield	0-4	2184
Inverell - Tenterfield	5-14	4848
Inverell - Tenterfield	15-19	2188
Inverell - Tenterfield	20-24	1774
Inverell - Tenterfield	25-34	3454
Inverell - Tenterfield	35-44	3979
Inverell - Tenterfield	45-54	4834
Inverell - Tenterfield	55-64	5792
Inverell - Tenterfield	65-74	5299
Inverell - Tenterfield	75-84	2941
Inverell - Tenterfield	85+	1050
Moree - Narrabri	0-4	1967
Moree - Narrabri	5-14	3604
Moree - Narrabri	15-19	1481
Moree - Narrabri	20-24	1385
Moree - Narrabri	25-34	3103
Moree - Narrabri	35-44	3089
Moree - Narrabri	45-54	3495
Moree - Narrabri	55-64	3351
Moree - Narrabri	65-74	2438
Moree - Narrabri	75-84	1300
Moree - Narrabri	85+	406
Tamworth - Gunnedah	0-4	5331
Tamworth - Gunnedah	5-14	10935
Tamworth - Gunnedah	15-19	4953
Tamworth - Gunnedah	20-24	4257
Tamworth - Gunnedah	25-34	9564
Tamworth - Gunnedah	35-44	9258
Tamworth - Gunnedah	45-54	10287
Tamworth - Gunnedah	55-64	10530
Tamworth - Gunnedah	65-74	8426
Tamworth - Gunnedah	75-84	4985
Tamworth - Gunnedah	85+	1969
Lake Macquarie - East	0-4	7106
Lake Macquarie - East	5-14	14863
Lake Macquarie - East	15-19	7423
Lake Macquarie - East	20-24	6660
Lake Macquarie - East	25-34	13203
Lake Macquarie - East	35-44	14552
Lake Macquarie - East	45-54	16259
Lake Macquarie - East	55-64	15826
Lake Macquarie - East	65-74	13193
Lake Macquarie - East	75-84	7646
Lake Macquarie - East	85+	3279
Lake Macquarie - West	0-4	4596
Lake Macquarie - West	5-14	9085
Lake Macquarie - West	15-19	4668
Lake Macquarie - West	20-24	4166
Lake Macquarie - West	25-34	8300
Lake Macquarie - West	35-44	8775
Lake Macquarie - West	45-54	9546
Lake Macquarie - West	55-64	10044
Lake Macquarie - West	65-74	8862
Lake Macquarie - West	75-84	4831
Lake Macquarie - West	85+	2330
Newcastle	0-4	9665
Newcastle	5-14	18099
Newcastle	15-19	9330
Newcastle	20-24	14072
Newcastle	25-34	24838
Newcastle	35-44	21005
Newcastle	45-54	20756
Newcastle	55-64	19270
Newcastle	65-74	14221
Newcastle	75-84	8303
Newcastle	85+	4317
Richmond Valley - Coastal	0-4	3854
Richmond Valley - Coastal	5-14	9153
Richmond Valley - Coastal	15-19	4278
Richmond Valley - Coastal	20-24	2947
Richmond Valley - Coastal	25-34	7353
Richmond Valley - Coastal	35-44	9609
Richmond Valley - Coastal	45-54	11284
Richmond Valley - Coastal	55-64	12726
Richmond Valley - Coastal	65-74	9579
Richmond Valley - Coastal	75-84	4910
Richmond Valley - Coastal	85+	2584
Richmond Valley - Hinterland	0-4	3787
Richmond Valley - Hinterland	5-14	8962
Richmond Valley - Hinterland	15-19	4510
Richmond Valley - Hinterland	20-24	3710
Richmond Valley - Hinterland	25-34	6631
Richmond Valley - Hinterland	35-44	7888
Richmond Valley - Hinterland	45-54	9788
Richmond Valley - Hinterland	55-64	10930
Richmond Valley - Hinterland	65-74	7755
Richmond Valley - Hinterland	75-84	4104
Richmond Valley - Hinterland	85+	1878
Tweed Valley	0-4	4779
Tweed Valley	5-14	10546
Tweed Valley	15-19	4990
Tweed Valley	20-24	3929
Tweed Valley	25-34	8219
Tweed Valley	35-44	10268
Tweed Valley	45-54	11917
Tweed Valley	55-64	13583
Tweed Valley	65-74	12026
Tweed Valley	75-84	7535
Tweed Valley	85+	3581
Griffith - Murrumbidgee (West)	0-4	3220
Griffith - Murrumbidgee (West)	5-14	6718
Griffith - Murrumbidgee (West)	15-19	3245
Griffith - Murrumbidgee (West)	20-24	2703
Griffith - Murrumbidgee (West)	25-34	5925
Griffith - Murrumbidgee (West)	35-44	5639
Griffith - Murrumbidgee (West)	45-54	6342
Griffith - Murrumbidgee (West)	55-64	6041
Griffith - Murrumbidgee (West)	65-74	4295
Griffith - Murrumbidgee (West)	75-84	2805
Griffith - Murrumbidgee (West)	85+	1216
Tumut - Tumbarumba	0-4	812
Tumut - Tumbarumba	5-14	1796
Tumut - Tumbarumba	15-19	778
Tumut - Tumbarumba	20-24	658
Tumut - Tumbarumba	25-34	1442
Tumut - Tumbarumba	35-44	1629
Tumut - Tumbarumba	45-54	1941
Tumut - Tumbarumba	55-64	2175
Tumut - Tumbarumba	65-74	1780
Tumut - Tumbarumba	75-84	992
Tumut - Tumbarumba	85+	430
Wagga Wagga	0-4	5931
Wagga Wagga	5-14	12605
Wagga Wagga	15-19	6126
Wagga Wagga	20-24	6400
Wagga Wagga	25-34	11617
Wagga Wagga	35-44	10913
Wagga Wagga	45-54	11608
Wagga Wagga	55-64	11615
Wagga Wagga	65-74	8970
Wagga Wagga	75-84	5269
Wagga Wagga	85+	2309
Shoalhaven	0-4	5122
Shoalhaven	5-14	11173
Shoalhaven	15-19	5297
Shoalhaven	20-24	4618
Shoalhaven	25-34	9300
Shoalhaven	35-44	10069
Shoalhaven	45-54	12278
Shoalhaven	55-64	15320
Shoalhaven	65-74	14951
Shoalhaven	75-84	8202
Shoalhaven	85+	3158
Southern Highlands	0-4	2358
Southern Highlands	5-14	6038
Southern Highlands	15-19	3029
Southern Highlands	20-24	1892
Southern Highlands	25-34	3966
Southern Highlands	35-44	5066
Southern Highlands	45-54	6469
Southern Highlands	55-64	6652
Southern Highlands	65-74	7106
Southern Highlands	75-84	3868
Southern Highlands	85+	1430
Baulkham Hills	0-4	8275
Baulkham Hills	5-14	20717
Baulkham Hills	15-19	10243
Baulkham Hills	20-24	9071
Baulkham Hills	25-34	14564
Baulkham Hills	35-44	20580
Baulkham Hills	45-54	20833
Baulkham Hills	55-64	17858
Baulkham Hills	65-74	12751
Baulkham Hills	75-84	5950
Baulkham Hills	85+	2906
Dural - Wisemans Ferry	0-4	1270
Dural - Wisemans Ferry	5-14	3692
Dural - Wisemans Ferry	15-19	2004
Dural - Wisemans Ferry	20-24	1642
Dural - Wisemans Ferry	25-34	2198
Dural - Wisemans Ferry	35-44	3013
Dural - Wisemans Ferry	45-54	4125
Dural - Wisemans Ferry	55-64	3437
Dural - Wisemans Ferry	65-74	2856
Dural - Wisemans Ferry	75-84	1380
Dural - Wisemans Ferry	85+	608
Hawkesbury	0-4	1446
Hawkesbury	5-14	3433
Hawkesbury	15-19	1769
Hawkesbury	20-24	1535
Hawkesbury	25-34	2510
Hawkesbury	35-44	3078
Hawkesbury	45-54	4022
Hawkesbury	55-64	3357
Hawkesbury	65-74	2351
Hawkesbury	75-84	839
Hawkesbury	85+	259
Rouse Hill - McGraths Hill	0-4	2354
Rouse Hill - McGraths Hill	5-14	5775
Rouse Hill - McGraths Hill	15-19	2603
Rouse Hill - McGraths Hill	20-24	1917
Rouse Hill - McGraths Hill	25-34	3694
Rouse Hill - McGraths Hill	35-44	5517
Rouse Hill - McGraths Hill	45-54	4866
Rouse Hill - McGraths Hill	55-64	3288
Rouse Hill - McGraths Hill	65-74	2147
Rouse Hill - McGraths Hill	75-84	796
Rouse Hill - McGraths Hill	85+	230
Blacktown	0-4	10005
Blacktown	5-14	17468
Blacktown	15-19	8481
Blacktown	20-24	9022
Blacktown	25-34	22074
Blacktown	35-44	19767
Blacktown	45-54	16342
Blacktown	55-64	14816
Blacktown	65-74	9823
Blacktown	75-84	4951
Blacktown	85+	1998
Blacktown - North	0-4	7885
Blacktown - North	5-14	14935
Blacktown - North	15-19	6281
Blacktown - North	20-24	5589
Blacktown - North	25-34	14026
Blacktown - North	35-44	17161
Blacktown - North	45-54	11998
Blacktown - North	55-64	8099
Blacktown - North	65-74	4683
Blacktown - North	75-84	1686
Blacktown - North	85+	488
Mount Druitt	0-4	9270
Mount Druitt	5-14	17764
Mount Druitt	15-19	8657
Mount Druitt	20-24	8361
Mount Druitt	25-34	16626
Mount Druitt	35-44	14970
Mount Druitt	45-54	14007
Mount Druitt	55-64	11017
Mount Druitt	65-74	7211
Mount Druitt	75-84	3100
Mount Druitt	85+	1084
Botany	0-4	2895
Botany	5-14	5025
Botany	15-19	2650
Botany	20-24	3793
Botany	25-34	8778
Botany	35-44	7157
Botany	45-54	5856
Botany	55-64	4430
Botany	65-74	3273
Botany	75-84	2053
Botany	85+	765
Marrickville - Sydenham - Petersham	0-4	2947
Marrickville - Sydenham - Petersham	5-14	4709
Marrickville - Sydenham - Petersham	15-19	1874
Marrickville - Sydenham - Petersham	20-24	4178
Marrickville - Sydenham - Petersham	25-34	12567
Marrickville - Sydenham - Petersham	35-44	9545
Marrickville - Sydenham - Petersham	45-54	7248
Marrickville - Sydenham - Petersham	55-64	5212
Marrickville - Sydenham - Petersham	65-74	3384
Marrickville - Sydenham - Petersham	75-84	2091
Marrickville - Sydenham - Petersham	85+	856
Sydney Inner City	0-4	7249
Sydney Inner City	5-14	7428
Sydney Inner City	15-19	8552
Sydney Inner City	20-24	29215
Sydney Inner City	25-34	70726
Sydney Inner City	35-44	35119
Sydney Inner City	45-54	22226
Sydney Inner City	55-64	16513
Sydney Inner City	65-74	10501
Sydney Inner City	75-84	4901
Sydney Inner City	85+	1811
Eastern Suburbs - North	0-4	7156
Eastern Suburbs - North	5-14	12638
Eastern Suburbs - North	15-19	5228
Eastern Suburbs - North	20-24	7020
Eastern Suburbs - North	25-34	26591
Eastern Suburbs - North	35-44	20645
Eastern Suburbs - North	45-54	15897
Eastern Suburbs - North	55-64	11985
Eastern Suburbs - North	65-74	10315
Eastern Suburbs - North	75-84	5754
Eastern Suburbs - North	85+	3166
Eastern Suburbs - South	0-4	7645
Eastern Suburbs - South	5-14	13314
Eastern Suburbs - South	15-19	8146
Eastern Suburbs - South	20-24	14983
Eastern Suburbs - South	25-34	26570
Eastern Suburbs - South	35-44	20992
Eastern Suburbs - South	45-54	17000
Eastern Suburbs - South	55-64	13097
Eastern Suburbs - South	65-74	9762
Eastern Suburbs - South	75-84	5967
Eastern Suburbs - South	85+	3181
Bankstown	0-4	12600
Bankstown	5-14	24085
Bankstown	15-19	11398
Bankstown	20-24	12142
Bankstown	25-34	24127
Bankstown	35-44	22547
Bankstown	45-54	21292
Bankstown	55-64	18900
Bankstown	65-74	12622
Bankstown	75-84	7686
Bankstown	85+	4028
Canterbury	0-4	9909
Canterbury	5-14	17127
Canterbury	15-19	8045
Canterbury	20-24	9584
Canterbury	25-34	22854
Canterbury	35-44	19093
Canterbury	45-54	17034
Canterbury	55-64	13422
Canterbury	65-74	9212
Canterbury	75-84	6186
Canterbury	85+	2601
Hurstville	0-4	7276
Hurstville	5-14	13888
Hurstville	15-19	7797
Hurstville	20-24	9701
Hurstville	25-34	20522
Hurstville	35-44	16276
Hurstville	45-54	16702
Hurstville	55-64	14809
Hurstville	65-74	10295
Hurstville	75-84	6521
Hurstville	85+	3409
Kogarah - Rockdale	0-4	8414
Kogarah - Rockdale	5-14	13788
Kogarah - Rockdale	15-19	7044
Kogarah - Rockdale	20-24	10147
Kogarah - Rockdale	25-34	27235
Kogarah - Rockdale	35-44	19672
Kogarah - Rockdale	45-54	16749
Kogarah - Rockdale	55-64	13935
Kogarah - Rockdale	65-74	10504
Kogarah - Rockdale	75-84	6846
Kogarah - Rockdale	85+	3379
Canada Bay	0-4	5354
Canada Bay	5-14	8749
Canada Bay	15-19	3888
Canada Bay	20-24	5799
Canada Bay	25-34	15461
Canada Bay	35-44	13042
Canada Bay	45-54	11061
Canada Bay	55-64	9170
Canada Bay	65-74	6820
Canada Bay	75-84	3998
Canada Bay	85+	2011
Leichhardt	0-4	4124
Leichhardt	5-14	6141
Leichhardt	15-19	1851
Leichhardt	20-24	2918
Leichhardt	25-34	8862
Leichhardt	35-44	10765
Leichhardt	45-54	8452
Leichhardt	55-64	6166
Leichhardt	65-74	4305
Leichhardt	75-84	1745
Leichhardt	85+	726
Strathfield - Burwood - Ashfield	0-4	7902
Strathfield - Burwood - Ashfield	5-14	13958
Strathfield - Burwood - Ashfield	15-19	7977
Strathfield - Burwood - Ashfield	20-24	14123
Strathfield - Burwood - Ashfield	25-34	32542
Strathfield - Burwood - Ashfield	35-44	21121
Strathfield - Burwood - Ashfield	45-54	19108
Strathfield - Burwood - Ashfield	55-64	15141
Strathfield - Burwood - Ashfield	65-74	9886
Strathfield - Burwood - Ashfield	75-84	6695
Strathfield - Burwood - Ashfield	85+	3410
Chatswood - Lane Cove	0-4	7403
Chatswood - Lane Cove	5-14	13787
Chatswood - Lane Cove	15-19	5940
Chatswood - Lane Cove	20-24	6623
Chatswood - Lane Cove	25-34	18445
Chatswood - Lane Cove	35-44	18632
Chatswood - Lane Cove	45-54	14866
Chatswood - Lane Cove	55-64	11314
Chatswood - Lane Cove	65-74	8185
Chatswood - Lane Cove	75-84	4538
Chatswood - Lane Cove	85+	2514
Hornsby	0-4	5408
Hornsby	5-14	11038
Hornsby	15-19	4963
Hornsby	20-24	4314
Hornsby	25-34	9800
Hornsby	35-44	13098
Hornsby	45-54	11445
Hornsby	55-64	9125
Hornsby	65-74	6439
Hornsby	75-84	3439
Hornsby	85+	1532
Ku-ring-gai	0-4	6064
Ku-ring-gai	5-14	17884
Ku-ring-gai	15-19	9309
Ku-ring-gai	20-24	6664
Ku-ring-gai	25-34	9680
Ku-ring-gai	35-44	15148
Ku-ring-gai	45-54	18549
Ku-ring-gai	55-64	13568
Ku-ring-gai	65-74	10550
Ku-ring-gai	75-84	6905
Ku-ring-gai	85+	4039
North Sydney - Mosman	0-4	5228
North Sydney - Mosman	5-14	8166
North Sydney - Mosman	15-19	3393
North Sydney - Mosman	20-24	4564
North Sydney - Mosman	25-34	18895
North Sydney - Mosman	35-44	15981
North Sydney - Mosman	45-54	12343
North Sydney - Mosman	55-64	10449
North Sydney - Mosman	65-74	8880
North Sydney - Mosman	75-84	4197
North Sydney - Mosman	85+	2052
Manly	0-4	2629
Manly	5-14	5249
Manly	15-19	2006
Manly	20-24	1972
Manly	25-34	6522
Manly	35-44	7028
Manly	45-54	6038
Manly	55-64	4439
Manly	65-74	3389
Manly	75-84	1732
Manly	85+	892
Pittwater	0-4	3432
Pittwater	5-14	8319
Pittwater	15-19	3586
Pittwater	20-24	2999
Pittwater	25-34	4844
Pittwater	35-44	7787
Pittwater	45-54	9100
Pittwater	55-64	8360
Pittwater	65-74	6806
Pittwater	75-84	3560
Pittwater	85+	1651
Warringah	0-4	9614
Warringah	5-14	20612
Warringah	15-19	8820
Warringah	20-24	7584
Warringah	25-34	18210
Warringah	35-44	23388
Warringah	45-54	22258
Warringah	55-64	15625
Warringah	65-74	12246
Warringah	75-84	7783
Warringah	85+	4399
Camden	0-4	4963
Camden	5-14	10031
Camden	15-19	4473
Camden	20-24	3835
Camden	25-34	8536
Camden	35-44	9686
Camden	45-54	8270
Camden	55-64	6044
Camden	65-74	3993
Camden	75-84	1823
Camden	85+	868
Campbelltown (NSW)	0-4	11634
Campbelltown (NSW)	5-14	22382
Campbelltown (NSW)	15-19	10819
Campbelltown (NSW)	20-24	11588
Campbelltown (NSW)	25-34	23532
Campbelltown (NSW)	35-44	21245
Campbelltown (NSW)	45-54	19751
Campbelltown (NSW)	55-64	18705
Campbelltown (NSW)	65-74	12208
Campbelltown (NSW)	75-84	4844
Campbelltown (NSW)	85+	1695
Wollondilly	0-4	2811
Wollondilly	5-14	6167
Wollondilly	15-19	2820
Wollondilly	20-24	2427
Wollondilly	25-34	4898
Wollondilly	35-44	5502
Wollondilly	45-54	5664
Wollondilly	55-64	5118
Wollondilly	65-74	3525
Wollondilly	75-84	1617
Wollondilly	85+	605
Blue Mountains	0-4	4222
Blue Mountains	5-14	9823
Blue Mountains	15-19	4763
Blue Mountains	20-24	3632
Blue Mountains	25-34	6977
Blue Mountains	35-44	9660
Blue Mountains	45-54	10952
Blue Mountains	55-64	11722
Blue Mountains	65-74	9227
Blue Mountains	75-84	4091
Blue Mountains	85+	1622
Blue Mountains - South	45-54	3
Blue Mountains - South	65-74	3
Penrith	0-4	10581
Penrith	5-14	19448
Penrith	15-19	9252
Penrith	20-24	9509
Penrith	25-34	21585
Penrith	35-44	19957
Penrith	45-54	17390
Penrith	55-64	15276
Penrith	65-74	10485
Penrith	75-84	4480
Penrith	85+	1715
Richmond - Windsor	0-4	2266
Richmond - Windsor	5-14	4670
Richmond - Windsor	15-19	2504
Richmond - Windsor	20-24	2865
Richmond - Windsor	25-34	5313
Richmond - Windsor	35-44	4631
Richmond - Windsor	45-54	5030
Richmond - Windsor	55-64	4073
Richmond - Windsor	65-74	2873
Richmond - Windsor	75-84	1630
Richmond - Windsor	85+	693
St Marys	0-4	3900
St Marys	5-14	7226
St Marys	15-19	3659
St Marys	20-24	4293
St Marys	25-34	8219
St Marys	35-44	7108
St Marys	45-54	7020
St Marys	55-64	6726
St Marys	65-74	3763
St Marys	75-84	1540
St Marys	85+	535
Auburn	0-4	6395
Auburn	5-14	9252
Auburn	15-19	4753
Auburn	20-24	8122
Auburn	25-34	21886
Auburn	35-44	12855
Auburn	45-54	10282
Auburn	55-64	8401
Auburn	65-74	4455
Auburn	75-84	2268
Auburn	85+	998
Carlingford	0-4	4340
Carlingford	5-14	8377
