SA3_NAME16	Age	IncomeTotPersonal.max	Sex	adults
Queanbeyan	15-19		F	177
Queanbeyan	15-19		M	202
Queanbeyan	15-19	0	F	613
Queanbeyan	15-19	0	M	765
Queanbeyan	15-19	7875	F	465
Queanbeyan	15-19	7875	M	396
Queanbeyan	15-19	15750	F	177
Queanbeyan	15-19	15750	M	136
Queanbeyan	15-19	21000	F	67
Queanbeyan	15-19	21000	M	67
Queanbeyan	15-19	26250	F	66
Queanbeyan	15-19	26250	M	90
Queanbeyan	15-19	34125	F	62
Queanbeyan	15-19	34125	M	92
Queanbeyan	15-19	42000	F	38
Queanbeyan	15-19	42000	M	64
Queanbeyan	15-19	52500	F	34
Queanbeyan	15-19	52500	M	31
Queanbeyan	15-19	65625	F	14
Queanbeyan	15-19	65625	M	15
Queanbeyan	15-19	78750	M	3
Queanbeyan	15-19	91875	F	3
Queanbeyan	20-24		F	132
Queanbeyan	20-24		M	135
Queanbeyan	20-24	0	F	104
Queanbeyan	20-24	0	M	100
Queanbeyan	20-24	7875	F	63
Queanbeyan	20-24	7875	M	65
Queanbeyan	20-24	15750	F	144
Queanbeyan	20-24	15750	M	142
Queanbeyan	20-24	21000	F	117
Queanbeyan	20-24	21000	M	93
Queanbeyan	20-24	26250	F	160
Queanbeyan	20-24	26250	M	85
Queanbeyan	20-24	34125	F	190
Queanbeyan	20-24	34125	M	164
Queanbeyan	20-24	42000	F	207
Queanbeyan	20-24	42000	M	207
Queanbeyan	20-24	52500	F	239
Queanbeyan	20-24	52500	M	245
Queanbeyan	20-24	65625	F	193
Queanbeyan	20-24	65625	M	196
Queanbeyan	20-24	78750	F	92
Queanbeyan	20-24	78750	M	97
Queanbeyan	20-24	91875	F	27
Queanbeyan	20-24	91875	M	39
Queanbeyan	20-24	105000	F	5
Queanbeyan	20-24	105000	M	13
Queanbeyan	20-24	157500	F	4
Queanbeyan	20-24	157500	M	12
Queanbeyan	20-24	Inf	F	3
Queanbeyan	20-24	Inf	M	3
Queanbeyan	25-34		F	357
Queanbeyan	25-34		M	325
Queanbeyan	25-34	0	F	290
Queanbeyan	25-34	0	M	93
Queanbeyan	25-34	7875	F	90
Queanbeyan	25-34	7875	M	32
Queanbeyan	25-34	15750	F	143
Queanbeyan	25-34	15750	M	102
Queanbeyan	25-34	21000	F	182
Queanbeyan	25-34	21000	M	77
Queanbeyan	25-34	26250	F	151
Queanbeyan	25-34	26250	M	94
Queanbeyan	25-34	34125	F	278
Queanbeyan	25-34	34125	M	168
Queanbeyan	25-34	42000	F	368
Queanbeyan	25-34	42000	M	274
Queanbeyan	25-34	52500	F	387
Queanbeyan	25-34	52500	M	488
Queanbeyan	25-34	65625	F	484
Queanbeyan	25-34	65625	M	607
Queanbeyan	25-34	78750	F	482
Queanbeyan	25-34	78750	M	494
Queanbeyan	25-34	91875	F	359
Queanbeyan	25-34	91875	M	397
Queanbeyan	25-34	105000	F	181
Queanbeyan	25-34	105000	M	241
Queanbeyan	25-34	157500	F	180
Queanbeyan	25-34	157500	M	358
Queanbeyan	25-34	Inf	F	30
Queanbeyan	25-34	Inf	M	79
Queanbeyan	35-44		F	291
Queanbeyan	35-44		M	348
Queanbeyan	35-44	0	F	210
Queanbeyan	35-44	0	M	67
Queanbeyan	35-44	7875	F	97
Queanbeyan	35-44	7875	M	19
Queanbeyan	35-44	15750	F	132
Queanbeyan	35-44	15750	M	87
Queanbeyan	35-44	21000	F	131
Queanbeyan	35-44	21000	M	73
Queanbeyan	35-44	26250	F	155
Queanbeyan	35-44	26250	M	87
Queanbeyan	35-44	34125	F	196
Queanbeyan	35-44	34125	M	93
Queanbeyan	35-44	42000	F	316
Queanbeyan	35-44	42000	M	185
Queanbeyan	35-44	52500	F	347
Queanbeyan	35-44	52500	M	322
Queanbeyan	35-44	65625	F	380
Queanbeyan	35-44	65625	M	430
Queanbeyan	35-44	78750	F	428
Queanbeyan	35-44	78750	M	390
Queanbeyan	35-44	91875	F	451
Queanbeyan	35-44	91875	M	431
Queanbeyan	35-44	105000	F	286
Queanbeyan	35-44	105000	M	357
Queanbeyan	35-44	157500	F	505
Queanbeyan	35-44	157500	M	760
Queanbeyan	35-44	Inf	F	128
Queanbeyan	35-44	Inf	M	321
Queanbeyan	45-54		F	319
Queanbeyan	45-54		M	403
Queanbeyan	45-54	0	F	209
Queanbeyan	45-54	0	M	102
Queanbeyan	45-54	7875	F	75
Queanbeyan	45-54	7875	M	32
Queanbeyan	45-54	15750	F	141
Queanbeyan	45-54	15750	M	84
Queanbeyan	45-54	21000	F	170
Queanbeyan	45-54	21000	M	118
Queanbeyan	45-54	26250	F	187
Queanbeyan	45-54	26250	M	116
Queanbeyan	45-54	34125	F	251
Queanbeyan	45-54	34125	M	124
Queanbeyan	45-54	42000	F	328
Queanbeyan	45-54	42000	M	195
Queanbeyan	45-54	52500	F	390
Queanbeyan	45-54	52500	M	366
Queanbeyan	45-54	65625	F	491
Queanbeyan	45-54	65625	M	478
Queanbeyan	45-54	78750	F	454
Queanbeyan	45-54	78750	M	378
Queanbeyan	45-54	91875	F	447
Queanbeyan	45-54	91875	M	438
Queanbeyan	45-54	105000	F	330
Queanbeyan	45-54	105000	M	335
Queanbeyan	45-54	157500	F	581
Queanbeyan	45-54	157500	M	860
Queanbeyan	45-54	Inf	F	195
Queanbeyan	45-54	Inf	M	562
Queanbeyan	55-64		F	295
Queanbeyan	55-64		M	326
Queanbeyan	55-64	0	F	279
Queanbeyan	55-64	0	M	119
Queanbeyan	55-64	7875	F	120
Queanbeyan	55-64	7875	M	38
Queanbeyan	55-64	15750	F	215
Queanbeyan	55-64	15750	M	128
Queanbeyan	55-64	21000	F	227
Queanbeyan	55-64	21000	M	153
Queanbeyan	55-64	26250	F	221
Queanbeyan	55-64	26250	M	176
Queanbeyan	55-64	34125	F	242
Queanbeyan	55-64	34125	M	148
Queanbeyan	55-64	42000	F	283
Queanbeyan	55-64	42000	M	215
Queanbeyan	55-64	52500	F	279
Queanbeyan	55-64	52500	M	349
Queanbeyan	55-64	65625	F	329
Queanbeyan	55-64	65625	M	415
Queanbeyan	55-64	78750	F	282
Queanbeyan	55-64	78750	M	338
Queanbeyan	55-64	91875	F	248
Queanbeyan	55-64	91875	M	304
Queanbeyan	55-64	105000	F	162
