SA3_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Queanbeyan	35-44	Year 11	M	233
Queanbeyan	35-44	Year 12	F	3032
Queanbeyan	35-44	Year 12	M	2661
Queanbeyan	45-54		F	313
Queanbeyan	45-54		M	394
Queanbeyan	45-54	Did not go to school	F	5
Queanbeyan	45-54	Did not go to school	M	12
Queanbeyan	45-54	Year 8 or below	F	56
Queanbeyan	45-54	Year 8 or below	M	74
Queanbeyan	45-54	Year 9	F	137
Queanbeyan	45-54	Year 9	M	183
Queanbeyan	45-54	Year 10	F	1148
Queanbeyan	45-54	Year 10	M	1185
Queanbeyan	45-54	Year 11	F	263
Queanbeyan	45-54	Year 11	M	300
Queanbeyan	45-54	Year 12	F	2660
Queanbeyan	45-54	Year 12	M	2442
Queanbeyan	55-64		F	295
Queanbeyan	55-64		M	324
Queanbeyan	55-64	Did not go to school	F	13
Queanbeyan	55-64	Did not go to school	M	10
Queanbeyan	55-64	Year 8 or below	F	181
Queanbeyan	55-64	Year 8 or below	M	158
Queanbeyan	55-64	Year 9	F	205
Queanbeyan	55-64	Year 9	M	221
Queanbeyan	55-64	Year 10	F	1055
Queanbeyan	55-64	Year 10	M	1048
Queanbeyan	55-64	Year 11	F	164
Queanbeyan	55-64	Year 11	M	205
Queanbeyan	55-64	Year 12	F	1605
Queanbeyan	55-64	Year 12	M	1687
Queanbeyan	65-74		F	264
Queanbeyan	65-74		M	256
Queanbeyan	65-74	Did not go to school	F	18
Queanbeyan	65-74	Did not go to school	M	10
Queanbeyan	65-74	Year 8 or below	F	214
Queanbeyan	65-74	Year 8 or below	M	227
Queanbeyan	65-74	Year 9	F	217
Queanbeyan	65-74	Year 9	M	212
Queanbeyan	65-74	Year 10	F	626
Queanbeyan	65-74	Year 10	M	519
Queanbeyan	65-74	Year 11	F	76
Queanbeyan	65-74	Year 11	M	75
Queanbeyan	65-74	Year 12	F	742
Queanbeyan	65-74	Year 12	M	964
Queanbeyan	75-84		F	156
Queanbeyan	75-84		M	147
Queanbeyan	75-84	Did not go to school	F	34
Queanbeyan	75-84	Did not go to school	M	20
Queanbeyan	75-84	Year 8 or below	F	156
Queanbeyan	75-84	Year 8 or below	M	184
Queanbeyan	75-84	Year 9	F	98
Queanbeyan	75-84	Year 9	M	93
Queanbeyan	75-84	Year 10	F	264
Queanbeyan	75-84	Year 10	M	182
Queanbeyan	75-84	Year 11	F	31
Queanbeyan	75-84	Year 11	M	30
Queanbeyan	75-84	Year 12	F	243
Queanbeyan	75-84	Year 12	M	261
Queanbeyan	85+		F	87
Queanbeyan	85+		M	38
Queanbeyan	85+	Did not go to school	F	11
Queanbeyan	85+	Did not go to school	M	11
Queanbeyan	85+	Year 8 or below	F	107
Queanbeyan	85+	Year 8 or below	M	68
Queanbeyan	85+	Year 9	F	54
Queanbeyan	85+	Year 9	M	30
Queanbeyan	85+	Year 10	F	99
Queanbeyan	85+	Year 10	M	35
Queanbeyan	85+	Year 11	F	7
Queanbeyan	85+	Year 11	M	9
Queanbeyan	85+	Year 12	F	74
Queanbeyan	85+	Year 12	M	60
Snowy Mountains	15-19		F	37
Snowy Mountains	15-19		M	47
Snowy Mountains	15-19	Year 8 or below	M	6
Snowy Mountains	15-19	Year 9	F	16
Snowy Mountains	15-19	Year 9	M	18
Snowy Mountains	15-19	Year 10	F	27
Snowy Mountains	15-19	Year 10	M	45
Snowy Mountains	15-19	Year 11	F	28
Snowy Mountains	15-19	Year 11	M	32
Snowy Mountains	15-19	Year 12	F	118
Snowy Mountains	15-19	Year 12	M	133
Snowy Mountains	20-24		F	49
Snowy Mountains	20-24		M	75
Snowy Mountains	20-24	Did not go to school	M	3
Snowy Mountains	20-24	Year 8 or below	M	6
Snowy Mountains	20-24	Year 9	F	9
Snowy Mountains	20-24	Year 9	M	8
Snowy Mountains	20-24	Year 10	F	55
Snowy Mountains	20-24	Year 10	M	81
Snowy Mountains	20-24	Year 11	F	34
Snowy Mountains	20-24	Year 11	M	53
Snowy Mountains	20-24	Year 12	F	314
Snowy Mountains	20-24	Year 12	M	346
Snowy Mountains	25-34		F	94
Snowy Mountains	25-34		M	180
Snowy Mountains	25-34	Did not go to school	M	3
Snowy Mountains	25-34	Year 8 or below	F	5
Snowy Mountains	25-34	Year 8 or below	M	14
Snowy Mountains	25-34	Year 9	F	19
Snowy Mountains	25-34	Year 9	M	26
Snowy Mountains	25-34	Year 10	F	137
Snowy Mountains	25-34	Year 10	M	262
Snowy Mountains	25-34	Year 11	F	73
Snowy Mountains	25-34	Year 11	M	88
Snowy Mountains	25-34	Year 12	F	694
Snowy Mountains	25-34	Year 12	M	567
Snowy Mountains	35-44		F	88
Snowy Mountains	35-44		M	162
Snowy Mountains	35-44	Year 8 or below	F	12
Snowy Mountains	35-44	Year 8 or below	M	17
Snowy Mountains	35-44	Year 9	F	27
Snowy Mountains	35-44	Year 9	M	44
Snowy Mountains	35-44	Year 10	F	179
Snowy Mountains	35-44	Year 10	M	320
Snowy Mountains	35-44	Year 11	F	78
Snowy Mountains	35-44	Year 11	M	91
Snowy Mountains	35-44	Year 12	F	748
Snowy Mountains	35-44	Year 12	M	569
Snowy Mountains	45-54		F	148
Snowy Mountains	45-54		M	183
Snowy Mountains	45-54	Did not go to school	M	3
Snowy Mountains	45-54	Year 8 or below	F	18
Snowy Mountains	45-54	Year 8 or below	M	30
Snowy Mountains	45-54	Year 9	F	70
Snowy Mountains	45-54	Year 9	M	91
Snowy Mountains	45-54	Year 10	F	428
Snowy Mountains	45-54	Year 10	M	532
Snowy Mountains	45-54	Year 11	F	104
Snowy Mountains	45-54	Year 11	M	88
Snowy Mountains	45-54	Year 12	F	690
Snowy Mountains	45-54	Year 12	M	517
Snowy Mountains	55-64		F	106
Snowy Mountains	55-64		M	149
Snowy Mountains	55-64	Did not go to school	F	4
Snowy Mountains	55-64	Did not go to school	M	7
Snowy Mountains	55-64	Year 8 or below	F	57
Snowy Mountains	55-64	Year 8 or below	M	79
Snowy Mountains	55-64	Year 9	F	107
Snowy Mountains	55-64	Year 9	M	116
Snowy Mountains	55-64	Year 10	F	480
Snowy Mountains	55-64	Year 10	M	472
Snowy Mountains	55-64	Year 11	F	68
Snowy Mountains	55-64	Year 11	M	74
Snowy Mountains	55-64	Year 12	F	500
Snowy Mountains	55-64	Year 12	M	549
Snowy Mountains	65-74		F	116
Snowy Mountains	65-74		M	131
Snowy Mountains	65-74	Did not go to school	F	7
Snowy Mountains	65-74	Did not go to school	M	17
Snowy Mountains	65-74	Year 8 or below	F	88
Snowy Mountains	65-74	Year 8 or below	M	127
Snowy Mountains	65-74	Year 9	F	122
Snowy Mountains	65-74	Year 9	M	139
Snowy Mountains	65-74	Year 10	F	333
Snowy Mountains	65-74	Year 10	M	297
Snowy Mountains	65-74	Year 11	F	65
Snowy Mountains	65-74	Year 11	M	41
Snowy Mountains	65-74	Year 12	F	322
Snowy Mountains	65-74	Year 12	M	387
Snowy Mountains	75-84		F	118
Snowy Mountains	75-84		M	94
Snowy Mountains	75-84	Did not go to school	F	3
Snowy Mountains	75-84	Did not go to school	M	10
Snowy Mountains	75-84	Year 8 or below	F	77
Snowy Mountains	75-84	Year 8 or below	M	74
Snowy Mountains	75-84	Year 9	F	66
Snowy Mountains	75-84	Year 9	M	68
Snowy Mountains	75-84	Year 10	F	147
Snowy Mountains	75-84	Year 10	M	139
Snowy Mountains	75-84	Year 11	F	24
Snowy Mountains	75-84	Year 11	M	18
Snowy Mountains	75-84	Year 12	F	112
Snowy Mountains	75-84	Year 12	M	147
Snowy Mountains	85+		F	82
Snowy Mountains	85+		M	40
Snowy Mountains	85+	Did not go to school	F	3
Snowy Mountains	85+	Year 8 or below	F	76
Snowy Mountains	85+	Year 8 or below	M	32
Snowy Mountains	85+	Year 9	F	24
Snowy Mountains	85+	Year 9	M	20
Snowy Mountains	85+	Year 10	F	52
Snowy Mountains	85+	Year 10	M	33
Snowy Mountains	85+	Year 11	F	11
Snowy Mountains	85+	Year 11	M	4
Snowy Mountains	85+	Year 12	F	41
Snowy Mountains	85+	Year 12	M	34
South Coast	15-19		F	125
South Coast	15-19		M	115
South Coast	15-19	Year 8 or below	F	11
South Coast	15-19	Year 8 or below	M	5
South Coast	15-19	Year 9	F	29
South Coast	15-19	Year 9	M	61
South Coast	15-19	Year 10	F	156
South Coast	15-19	Year 10	M	194
South Coast	15-19	Year 11	F	114
South Coast	15-19	Year 11	M	159
South Coast	15-19	Year 12	F	301
South Coast	15-19	Year 12	M	264
South Coast	20-24		F	105
South Coast	20-24		M	118
South Coast	20-24	Year 8 or below	F	8
South Coast	20-24	Year 8 or below	M	7
South Coast	20-24	Year 9	F	49
South Coast	20-24	Year 9	M	56
South Coast	20-24	Year 10	F	206
South Coast	20-24	Year 10	M	332
South Coast	20-24	Year 11	F	113
South Coast	20-24	Year 11	M	125
South Coast	20-24	Year 12	F	710
South Coast	20-24	Year 12	M	632
South Coast	25-34		F	217
South Coast	25-34		M	213
South Coast	25-34	Did not go to school	F	3
South Coast	25-34	Did not go to school	M	11
South Coast	25-34	Year 8 or below	F	30
South Coast	25-34	Year 8 or below	M	55
South Coast	25-34	Year 9	F	110
South Coast	25-34	Year 9	M	131
South Coast	25-34	Year 10	F	496
South Coast	25-34	Year 10	M	721
South Coast	25-34	Year 11	F	205
South Coast	25-34	Year 11	M	254
South Coast	25-34	Year 12	F	1542
South Coast	25-34	Year 12	M	1115
South Coast	35-44		F	273
South Coast	35-44		M	268
South Coast	35-44	Did not go to school	F	8
South Coast	35-44	Did not go to school	M	4
South Coast	35-44	Year 8 or below	F	60
South Coast	35-44	Year 8 or below	M	91
South Coast	35-44	Year 9	F	117
South Coast	35-44	Year 9	M	164
South Coast	35-44	Year 10	F	780
South Coast	35-44	Year 10	M	926
South Coast	35-44	Year 11	F	281
South Coast	35-44	Year 11	M	269
South Coast	35-44	Year 12	F	1952
South Coast	35-44	Year 12	M	1350
South Coast	45-54		F	393
South Coast	45-54		M	443
South Coast	45-54	Did not go to school	F	8
South Coast	45-54	Did not go to school	M	10
South Coast	45-54	Year 8 or below	F	90
South Coast	45-54	Year 8 or below	M	153
South Coast	45-54	Year 9	F	243
South Coast	45-54	Year 9	M	309
South Coast	45-54	Year 10	F	1689
South Coast	45-54	Year 10	M	1758
South Coast	45-54	Year 11	F	452
South Coast	45-54	Year 11	M	412
South Coast	45-54	Year 12	F	1992
South Coast	45-54	Year 12	M	1381
South Coast	55-64		F	580
South Coast	55-64		M	584
South Coast	55-64	Did not go to school	F	7
South Coast	55-64	Did not go to school	M	18
South Coast	55-64	Year 8 or below	F	260
South Coast	55-64	Year 8 or below	M	330
South Coast	55-64	Year 9	F	534
South Coast	55-64	Year 9	M	460
South Coast	55-64	Year 10	F	2251
South Coast	55-64	Year 10	M	2118
South Coast	55-64	Year 11	F	506
South Coast	55-64	Year 11	M	461
South Coast	55-64	Year 12	F	2600
South Coast	55-64	Year 12	M	2255
South Coast	65-74		F	645
South Coast	65-74		M	607
South Coast	65-74	Did not go to school	F	13
South Coast	65-74	Did not go to school	M	12
South Coast	65-74	Year 8 or below	F	409
South Coast	65-74	Year 8 or below	M	523
South Coast	65-74	Year 9	F	678
South Coast	65-74	Year 9	M	767
South Coast	65-74	Year 10	F	1888
South Coast	65-74	Year 10	M	1588
South Coast	65-74	Year 11	F	403
South Coast	65-74	Year 11	M	288
South Coast	65-74	Year 12	F	1741
South Coast	65-74	Year 12	M	2130
South Coast	75-84		F	568
South Coast	75-84		M	496
South Coast	75-84	Did not go to school	F	15
South Coast	75-84	Did not go to school	M	19
South Coast	75-84	Year 8 or below	F	378
South Coast	75-84	Year 8 or below	M	384
South Coast	75-84	Year 9	F	393
South Coast	75-84	Year 9	M	364
South Coast	75-84	Year 10	F	801
South Coast	75-84	Year 10	M	704
South Coast	75-84	Year 11	F	176
South Coast	75-84	Year 11	M	137
South Coast	75-84	Year 12	F	679
South Coast	75-84	Year 12	M	821
South Coast	85+		F	439
South Coast	85+		M	223
South Coast	85+	Did not go to school	F	8
South Coast	85+	Did not go to school	M	5
South Coast	85+	Year 8 or below	F	256
South Coast	85+	Year 8 or below	M	147
South Coast	85+	Year 9	F	180
South Coast	85+	Year 9	M	102
South Coast	85+	Year 10	F	270
South Coast	85+	Year 10	M	156
South Coast	85+	Year 11	F	60
South Coast	85+	Year 11	M	38
South Coast	85+	Year 12	F	242
South Coast	85+	Year 12	M	254
Goulburn - Mulwaree	15-19		F	69
Goulburn - Mulwaree	15-19		M	91
Goulburn - Mulwaree	15-19	Year 8 or below	F	6
Goulburn - Mulwaree	15-19	Year 8 or below	M	10
Goulburn - Mulwaree	15-19	Year 9	F	18
Goulburn - Mulwaree	15-19	Year 9	M	31
Goulburn - Mulwaree	15-19	Year 10	F	85
Goulburn - Mulwaree	15-19	Year 10	M	152
Goulburn - Mulwaree	15-19	Year 11	F	71
Goulburn - Mulwaree	15-19	Year 11	M	75
Goulburn - Mulwaree	15-19	Year 12	F	226
Goulburn - Mulwaree	15-19	Year 12	M	174
Goulburn - Mulwaree	20-24		F	60
Goulburn - Mulwaree	20-24		M	153
Goulburn - Mulwaree	20-24	Did not go to school	M	3
Goulburn - Mulwaree	20-24	Year 8 or below	F	3
Goulburn - Mulwaree	20-24	Year 8 or below	M	11
Goulburn - Mulwaree	20-24	Year 9	F	19
Goulburn - Mulwaree	20-24	Year 9	M	28
Goulburn - Mulwaree	20-24	Year 10	F	137
Goulburn - Mulwaree	20-24	Year 10	M	251
Goulburn - Mulwaree	20-24	Year 11	F	62
Goulburn - Mulwaree	20-24	Year 11	M	95
Goulburn - Mulwaree	20-24	Year 12	F	536
Goulburn - Mulwaree	20-24	Year 12	M	510
Goulburn - Mulwaree	25-34		F	138
Goulburn - Mulwaree	25-34		M	354
Goulburn - Mulwaree	25-34	Did not go to school	F	4
Goulburn - Mulwaree	25-34	Did not go to school	M	6
Goulburn - Mulwaree	25-34	Year 8 or below	F	15
Goulburn - Mulwaree	25-34	Year 8 or below	M	18
Goulburn - Mulwaree	25-34	Year 9	F	91
Goulburn - Mulwaree	25-34	Year 9	M	85
Goulburn - Mulwaree	25-34	Year 10	F	393
Goulburn - Mulwaree	25-34	Year 10	M	519
Goulburn - Mulwaree	25-34	Year 11	F	125
Goulburn - Mulwaree	25-34	Year 11	M	124
Goulburn - Mulwaree	25-34	Year 12	F	1218
Goulburn - Mulwaree	25-34	Year 12	M	899
Goulburn - Mulwaree	35-44		F	148
Goulburn - Mulwaree	35-44		M	321
Goulburn - Mulwaree	35-44	Did not go to school	F	3
Goulburn - Mulwaree	35-44	Did not go to school	M	7
Goulburn - Mulwaree	35-44	Year 8 or below	F	23
Goulburn - Mulwaree	35-44	Year 8 or below	M	47
Goulburn - Mulwaree	35-44	Year 9	F	79
Goulburn - Mulwaree	35-44	Year 9	M	98
Goulburn - Mulwaree	35-44	Year 10	F	497
Goulburn - Mulwaree	35-44	Year 10	M	643
Goulburn - Mulwaree	35-44	Year 11	F	142
Goulburn - Mulwaree	35-44	Year 11	M	133
Goulburn - Mulwaree	35-44	Year 12	F	1118
Goulburn - Mulwaree	35-44	Year 12	M	863
Goulburn - Mulwaree	45-54		F	194
Goulburn - Mulwaree	45-54		M	306
Goulburn - Mulwaree	45-54	Did not go to school	F	7
Goulburn - Mulwaree	45-54	Did not go to school	M	13
Goulburn - Mulwaree	45-54	Year 8 or below	F	59
Goulburn - Mulwaree	45-54	Year 8 or below	M	73
Goulburn - Mulwaree	45-54	Year 9	F	163
Goulburn - Mulwaree	45-54	Year 9	M	175
Goulburn - Mulwaree	45-54	Year 10	F	983
Goulburn - Mulwaree	45-54	Year 10	M	1046
Goulburn - Mulwaree	45-54	Year 11	F	177
Goulburn - Mulwaree	45-54	Year 11	M	156
Goulburn - Mulwaree	45-54	Year 12	F	869
Goulburn - Mulwaree	45-54	Year 12	M	699
Goulburn - Mulwaree	55-64		F	211
Goulburn - Mulwaree	55-64		M	235
Goulburn - Mulwaree	55-64	Did not go to school	F	11
Goulburn - Mulwaree	55-64	Did not go to school	M	21
Goulburn - Mulwaree	55-64	Year 8 or below	F	132
Goulburn - Mulwaree	55-64	Year 8 or below	M	162
Goulburn - Mulwaree	55-64	Year 9	F	218
Goulburn - Mulwaree	55-64	Year 9	M	257
Goulburn - Mulwaree	55-64	Year 10	F	1002
Goulburn - Mulwaree	55-64	Year 10	M	911
Goulburn - Mulwaree	55-64	Year 11	F	131
Goulburn - Mulwaree	55-64	Year 11	M	110
Goulburn - Mulwaree	55-64	Year 12	F	768
Goulburn - Mulwaree	55-64	Year 12	M	743
Goulburn - Mulwaree	65-74		F	265
Goulburn - Mulwaree	65-74		M	281
Goulburn - Mulwaree	65-74	Did not go to school	F	14
Goulburn - Mulwaree	65-74	Did not go to school	M	16
Goulburn - Mulwaree	65-74	Year 8 or below	F	200
Goulburn - Mulwaree	65-74	Year 8 or below	M	305
Goulburn - Mulwaree	65-74	Year 9	F	325
Goulburn - Mulwaree	65-74	Year 9	M	317
Goulburn - Mulwaree	65-74	Year 10	F	683
Goulburn - Mulwaree	65-74	Year 10	M	575
Goulburn - Mulwaree	65-74	Year 11	F	92
Goulburn - Mulwaree	65-74	Year 11	M	74
Goulburn - Mulwaree	65-74	Year 12	F	434
Goulburn - Mulwaree	65-74	Year 12	M	494
Goulburn - Mulwaree	75-84		F	244
Goulburn - Mulwaree	75-84		M	193
Goulburn - Mulwaree	75-84	Did not go to school	F	11
Goulburn - Mulwaree	75-84	Did not go to school	M	13
Goulburn - Mulwaree	75-84	Year 8 or below	F	186
Goulburn - Mulwaree	75-84	Year 8 or below	M	213
Goulburn - Mulwaree	75-84	Year 9	F	180
Goulburn - Mulwaree	75-84	Year 9	M	138
Goulburn - Mulwaree	75-84	Year 10	F	310
Goulburn - Mulwaree	75-84	Year 10	M	254
Goulburn - Mulwaree	75-84	Year 11	F	45
Goulburn - Mulwaree	75-84	Year 11	M	33
Goulburn - Mulwaree	75-84	Year 12	F	192
Goulburn - Mulwaree	75-84	Year 12	M	209
Goulburn - Mulwaree	85+		F	234
Goulburn - Mulwaree	85+		M	82
Goulburn - Mulwaree	85+	Did not go to school	F	3
Goulburn - Mulwaree	85+	Year 8 or below	F	109
Goulburn - Mulwaree	85+	Year 8 or below	M	68
Goulburn - Mulwaree	85+	Year 9	F	59
Goulburn - Mulwaree	85+	Year 9	M	56
Goulburn - Mulwaree	85+	Year 10	F	101
Goulburn - Mulwaree	85+	Year 10	M	44
Goulburn - Mulwaree	85+	Year 11	F	12
Goulburn - Mulwaree	85+	Year 11	M	7
Goulburn - Mulwaree	85+	Year 12	F	59
Goulburn - Mulwaree	85+	Year 12	M	60
Young - Yass	15-19		F	85
Young - Yass	15-19		M	75
Young - Yass	15-19	Year 8 or below	F	3
Young - Yass	15-19	Year 8 or below	M	7
Young - Yass	15-19	Year 9	F	24
Young - Yass	15-19	Year 9	M	23
Young - Yass	15-19	Year 10	F	68
Young - Yass	15-19	Year 10	M	113
Young - Yass	15-19	Year 11	F	53
Young - Yass	15-19	Year 11	M	45
Young - Yass	15-19	Year 12	F	229
Young - Yass	15-19	Year 12	M	200
Young - Yass	20-24		F	64
Young - Yass	20-24		M	61
Young - Yass	20-24	Did not go to school	M	4
Young - Yass	20-24	Year 8 or below	F	3
Young - Yass	20-24	Year 8 or below	M	8
Young - Yass	20-24	Year 9	F	26
Young - Yass	20-24	Year 9	M	18
Young - Yass	20-24	Year 10	F	131
Young - Yass	20-24	Year 10	M	192
Young - Yass	20-24	Year 11	F	78
Young - Yass	20-24	Year 11	M	83
Young - Yass	20-24	Year 12	F	566
Young - Yass	20-24	Year 12	M	446
Young - Yass	25-34		F	109
Young - Yass	25-34		M	113
Young - Yass	25-34	Did not go to school	F	3
Young - Yass	25-34	Did not go to school	M	5
Young - Yass	25-34	Year 8 or below	F	19
Young - Yass	25-34	Year 8 or below	M	24
Young - Yass	25-34	Year 9	F	51
Young - Yass	25-34	Year 9	M	86
Young - Yass	25-34	Year 10	F	286
Young - Yass	25-34	Year 10	M	422
Young - Yass	25-34	Year 11	F	118
Young - Yass	25-34	Year 11	M	127
Young - Yass	25-34	Year 12	F	1131
Young - Yass	25-34	Year 12	M	771
Young - Yass	35-44		F	143
Young - Yass	35-44		M	156
Young - Yass	35-44	Did not go to school	F	3
Young - Yass	35-44	Did not go to school	M	4
Young - Yass	35-44	Year 8 or below	F	20
Young - Yass	35-44	Year 8 or below	M	50
Young - Yass	35-44	Year 9	F	66
Young - Yass	35-44	Year 9	M	81
Young - Yass	35-44	Year 10	F	376
Young - Yass	35-44	Year 10	M	544
Young - Yass	35-44	Year 11	F	142
Young - Yass	35-44	Year 11	M	137
Young - Yass	35-44	Year 12	F	1500
Young - Yass	35-44	Year 12	M	1153
Young - Yass	45-54		F	212
Young - Yass	45-54		M	212
Young - Yass	45-54	Did not go to school	F	12
Young - Yass	45-54	Did not go to school	M	3
Young - Yass	45-54	Year 8 or below	F	52
Young - Yass	45-54	Year 8 or below	M	77
Young - Yass	45-54	Year 9	F	102
Young - Yass	45-54	Year 9	M	156
Young - Yass	45-54	Year 10	F	832
Young - Yass	45-54	Year 10	M	953
Young - Yass	45-54	Year 11	F	200
Young - Yass	45-54	Year 11	M	163
Young - Yass	45-54	Year 12	F	1244
Young - Yass	45-54	Year 12	M	930
Young - Yass	55-64		F	207
Young - Yass	55-64		M	246
Young - Yass	55-64	Did not go to school	F	14
Young - Yass	55-64	Did not go to school	M	17
Young - Yass	55-64	Year 8 or below	F	87
Young - Yass	55-64	Year 8 or below	M	177
Young - Yass	55-64	Year 9	F	164
Young - Yass	55-64	Year 9	M	183
Young - Yass	55-64	Year 10	F	887
Young - Yass	55-64	Year 10	M	870
Young - Yass	55-64	Year 11	F	146
Young - Yass	55-64	Year 11	M	121
Young - Yass	55-64	Year 12	F	918
Young - Yass	55-64	Year 12	M	860
Young - Yass	65-74		F	244
Young - Yass	65-74		M	240
Young - Yass	65-74	Did not go to school	F	13
Young - Yass	65-74	Did not go to school	M	16
Young - Yass	65-74	Year 8 or below	F	155
Young - Yass	65-74	Year 8 or below	M	228
Young - Yass	65-74	Year 9	F	270
Young - Yass	65-74	Year 9	M	321
Young - Yass	65-74	Year 10	F	674
Young - Yass	65-74	Year 10	M	578
Young - Yass	65-74	Year 11	F	103
Young - Yass	65-74	Year 11	M	92
Young - Yass	65-74	Year 12	F	590
Young - Yass	65-74	Year 12	M	637
Young - Yass	75-84		F	210
Young - Yass	75-84		M	158
Young - Yass	75-84	Did not go to school	F	9
Young - Yass	75-84	Did not go to school	M	8
Young - Yass	75-84	Year 8 or below	F	175
Young - Yass	75-84	Year 8 or below	M	171
Young - Yass	75-84	Year 9	F	159
Young - Yass	75-84	Year 9	M	145
Young - Yass	75-84	Year 10	F	290
Young - Yass	75-84	Year 10	M	212
Young - Yass	75-84	Year 11	F	55
Young - Yass	75-84	Year 11	M	29
Young - Yass	75-84	Year 12	F	192
Young - Yass	75-84	Year 12	M	240
Young - Yass	85+		F	163
Young - Yass	85+		M	79
Young - Yass	85+	Did not go to school	M	4
Young - Yass	85+	Year 8 or below	F	130
Young - Yass	85+	Year 8 or below	M	71
Young - Yass	85+	Year 9	F	62
Young - Yass	85+	Year 9	M	37
Young - Yass	85+	Year 10	F	85
Young - Yass	85+	Year 10	M	42
Young - Yass	85+	Year 11	F	7
Young - Yass	85+	Year 11	M	7
Young - Yass	85+	Year 12	F	79
Young - Yass	85+	Year 12	M	62
Gosford	15-19		F	205
Gosford	15-19		M	253
Gosford	15-19	Did not go to school	F	3
Gosford	15-19	Year 8 or below	F	16
Gosford	15-19	Year 8 or below	M	20
Gosford	15-19	Year 9	F	70
Gosford	15-19	Year 9	M	97
Gosford	15-19	Year 10	F	344
Gosford	15-19	Year 10	M	415
Gosford	15-19	Year 11	F	238
Gosford	15-19	Year 11	M	313
Gosford	15-19	Year 12	F	1235
Gosford	15-19	Year 12	M	1064
Gosford	20-24		F	248
Gosford	20-24		M	278
Gosford	20-24	Did not go to school	F	4
Gosford	20-24	Did not go to school	M	6
Gosford	20-24	Year 8 or below	F	15
Gosford	20-24	Year 8 or below	M	26
Gosford	20-24	Year 9	F	75
Gosford	20-24	Year 9	M	79
Gosford	20-24	Year 10	F	516
Gosford	20-24	Year 10	M	754
Gosford	20-24	Year 11	F	267
Gosford	20-24	Year 11	M	430
Gosford	20-24	Year 12	F	3135
Gosford	20-24	Year 12	M	3049
Gosford	25-34		F	471
Gosford	25-34		M	540
Gosford	25-34	Did not go to school	F	10
Gosford	25-34	Did not go to school	M	15
Gosford	25-34	Year 8 or below	F	47
Gosford	25-34	Year 8 or below	M	63
Gosford	25-34	Year 9	F	200
Gosford	25-34	Year 9	M	250
Gosford	25-34	Year 10	F	1301
Gosford	25-34	Year 10	M	1779
Gosford	25-34	Year 11	F	534
Gosford	25-34	Year 11	M	678
Gosford	25-34	Year 12	F	6395
Gosford	25-34	Year 12	M	5408
Gosford	35-44		F	539
Gosford	35-44		M	609
Gosford	35-44	Did not go to school	F	15
Gosford	35-44	Did not go to school	M	18
Gosford	35-44	Year 8 or below	F	65
Gosford	35-44	Year 8 or below	M	101
Gosford	35-44	Year 9	F	252
Gosford	35-44	Year 9	M	317
Gosford	35-44	Year 10	F	1862
Gosford	35-44	Year 10	M	2270
Gosford	35-44	Year 11	F	608
Gosford	35-44	Year 11	M	695
Gosford	35-44	Year 12	F	7245
Gosford	35-44	Year 12	M	6000
Gosford	45-54		F	699
Gosford	45-54		M	706
Gosford	45-54	Did not go to school	F	28
Gosford	45-54	Did not go to school	M	31
