SA3_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Snowy Mountains	Australian			132
Snowy Mountains	Australian		1	6658
Snowy Mountains	Australian	0	0	95
Snowy Mountains	Australian	0	1	629
Snowy Mountains	Australian	1	0	479
Snowy Mountains	Australian Aboriginal			3
Snowy Mountains	Australian Aboriginal	1	1	23
Snowy Mountains	Chinese			4
Snowy Mountains	Chinese	0	0	111
Snowy Mountains	Chinese	0	1	9
Snowy Mountains	Chinese	1	0	3
Snowy Mountains	Chinese	1	1	42
Snowy Mountains	Croatian	0	0	33
Snowy Mountains	Croatian	0	1	13
Snowy Mountains	Croatian	1	0	3
Snowy Mountains	Croatian	1	1	12
Snowy Mountains	Dutch			7
Snowy Mountains	Dutch	0	0	178
Snowy Mountains	Dutch	0	1	45
Snowy Mountains	Dutch	1	0	36
Snowy Mountains	Dutch	1	1	72
Snowy Mountains	English			137
Snowy Mountains	English	0	0	1013
Snowy Mountains	English	0	1	589
Snowy Mountains	English	1	0	471
Snowy Mountains	English	1	1	5379
Snowy Mountains	Filipino	0	0	37
Snowy Mountains	Filipino	0	1	6
Snowy Mountains	Filipino	1	0	9
Snowy Mountains	Filipino	1	1	3
Snowy Mountains	French	0	0	49
Snowy Mountains	French	0	1	8
Snowy Mountains	French	1	0	17
Snowy Mountains	French	1	1	36
Snowy Mountains	German			15
Snowy Mountains	German	0	0	329
Snowy Mountains	German	0	1	108
Snowy Mountains	German	1	0	64
Snowy Mountains	German	1	1	532
Snowy Mountains	Greek	0	0	38
Snowy Mountains	Greek	0	1	6
Snowy Mountains	Greek	1	0	16
Snowy Mountains	Greek	1	1	28
Snowy Mountains	Hungarian	0	0	38
Snowy Mountains	Hungarian	0	1	7
Snowy Mountains	Hungarian	1	0	6
Snowy Mountains	Hungarian	1	1	17
Snowy Mountains	Indian			3
Snowy Mountains	Indian	0	0	37
Snowy Mountains	Indian	0	1	3
Snowy Mountains	Indian	1	0	5
Snowy Mountains	Indian	1	1	8
Snowy Mountains	Irish			48
Snowy Mountains	Irish	0	0	185
Snowy Mountains	Irish	0	1	139
Snowy Mountains	Irish	1	0	93
Snowy Mountains	Irish	1	1	1900
Snowy Mountains	Italian			6
Snowy Mountains	Italian	0	0	177
Snowy Mountains	Italian	0	1	56
Snowy Mountains	Italian	1	0	24
Snowy Mountains	Italian	1	1	174
Snowy Mountains	Korean	0	0	30
Snowy Mountains	Lebanese			3
Snowy Mountains	Lebanese	0	0	51
Snowy Mountains	Lebanese	0	1	16
Snowy Mountains	Lebanese	1	1	34
Snowy Mountains	Macedonian	0	0	18
Snowy Mountains	Macedonian	0	1	3
Snowy Mountains	Macedonian	1	0	3
Snowy Mountains	Macedonian	1	1	4
Snowy Mountains	Maltese	0	0	23
Snowy Mountains	Maltese	0	1	8
Snowy Mountains	Maltese	1	0	13
Snowy Mountains	Maltese	1	1	24
Snowy Mountains	Maori			3
Snowy Mountains	Maori	0	0	18
Snowy Mountains	Maori	0	1	16
Snowy Mountains	Maori	1	0	4
Snowy Mountains	Maori	1	1	8
Snowy Mountains	NZ			3
Snowy Mountains	NZ	0	0	91
Snowy Mountains	NZ	0	1	31
Snowy Mountains	NZ	1	0	20
Snowy Mountains	NZ	1	1	14
Snowy Mountains	(Other)			21
Snowy Mountains	(Other)	0	0	616
Snowy Mountains	(Other)	0	1	129
Snowy Mountains	(Other)	1	0	88
Snowy Mountains	(Other)	1	1	231
Snowy Mountains	Polish	0	0	76
Snowy Mountains	Polish	0	1	15
Snowy Mountains	Polish	1	0	11
Snowy Mountains	Polish	1	1	29
Snowy Mountains	Russian	0	0	46
Snowy Mountains	Russian	0	1	11
Snowy Mountains	Russian	1	0	3
Snowy Mountains	Russian	1	1	21
Snowy Mountains	Scottish			35
Snowy Mountains	Scottish	0	0	277
Snowy Mountains	Scottish	0	1	159
Snowy Mountains	Scottish	1	0	146
Snowy Mountains	Scottish	1	1	1559
Snowy Mountains	Serbian	0	0	13
Snowy Mountains	Serbian	0	1	4
Snowy Mountains	Serbian	1	0	4
Snowy Mountains	Serbian	1	1	7
Snowy Mountains	South African	0	0	28
Snowy Mountains	South African	0	1	6
Snowy Mountains	South African	1	0	3
Snowy Mountains	South African	1	1	3
Snowy Mountains	Spanish	0	0	25
Snowy Mountains	Spanish	0	1	9
Snowy Mountains	Spanish	1	1	5
Snowy Mountains	Sri Lankan	0	0	7
Snowy Mountains	Turkish	0	0	18
Snowy Mountains	Vietnamese	0	0	15
Snowy Mountains	Welsh	0	0	33
Snowy Mountains	Welsh	0	1	19
Snowy Mountains	Welsh	1	0	7
Snowy Mountains	Welsh	1	1	51
South Coast				4769
South Coast		0	0	108
South Coast		0	1	30
South Coast		1	0	27
South Coast		1	1	645
South Coast	Australian			650
South Coast	Australian		1	24155
South Coast	Australian	0	0	249
South Coast	Australian	0	1	2264
South Coast	Australian	1	0	1668
South Coast	Australian Aboriginal			17
South Coast	Australian Aboriginal	0	1	20
South Coast	Australian Aboriginal	1	0	5
South Coast	Australian Aboriginal	1	1	496
South Coast	Chinese			3
South Coast	Chinese	0	0	188
South Coast	Chinese	0	1	25
South Coast	Chinese	1	0	41
South Coast	Chinese	1	1	148
South Coast	Croatian	0	0	194
South Coast	Croatian	0	1	19
South Coast	Croatian	1	0	16
South Coast	Croatian	1	1	38
South Coast	Dutch			15
South Coast	Dutch	0	0	691
South Coast	Dutch	0	1	185
South Coast	Dutch	1	0	110
South Coast	Dutch	1	1	305
South Coast	English			541
South Coast	English	0	0	4803
South Coast	English	0	1	2260
South Coast	English	1	0	1609
South Coast	English	1	1	21185
South Coast	Filipino			8
South Coast	Filipino	0	0	203
South Coast	Filipino	1	0	56
South Coast	Filipino	1	1	9
South Coast	French			13
South Coast	French	0	0	155
South Coast	French	0	1	22
South Coast	French	1	0	15
South Coast	French	1	1	191
South Coast	German			52
South Coast	German	0	0	941
South Coast	German	0	1	205
South Coast	German	1	0	183
South Coast	German	1	1	1976
South Coast	Greek	0	0	152
South Coast	Greek	0	1	32
South Coast	Greek	1	0	10
South Coast	Greek	1	1	94
South Coast	Hungarian	0	0	145
South Coast	Hungarian	0	1	30
South Coast	Hungarian	1	0	8
South Coast	Hungarian	1	1	41
South Coast	Indian	0	0	142
South Coast	Indian	0	1	10
South Coast	Indian	1	0	9
South Coast	Indian	1	1	15
South Coast	Irish			135
South Coast	Irish	0	0	834
South Coast	Irish	0	1	521
South Coast	Irish	1	0	314
South Coast	Irish	1	1	7354
South Coast	Italian			20
South Coast	Italian	0	0	414
South Coast	Italian	0	1	159
South Coast	Italian	1	0	68
South Coast	Italian	1	1	609
South Coast	Korean	0	0	28
South Coast	Korean	1	1	6
South Coast	Lebanese	0	0	32
South Coast	Lebanese	0	1	12
South Coast	Lebanese	1	0	4
South Coast	Lebanese	1	1	33
South Coast	Macedonian	0	0	16
South Coast	Macedonian	0	1	9
South Coast	Macedonian	1	0	5
South Coast	Macedonian	1	1	11
South Coast	Maltese			7
South Coast	Maltese	0	0	160
South Coast	Maltese	0	1	47
South Coast	Maltese	1	0	16
South Coast	Maltese	1	1	86
South Coast	Maori			4
South Coast	Maori	0	0	95
South Coast	Maori	0	1	24
South Coast	Maori	1	0	19
South Coast	Maori	1	1	44
South Coast	NZ			10
South Coast	NZ	0	0	183
South Coast	NZ	0	1	66
South Coast	NZ	1	0	67
South Coast	NZ	1	1	64
South Coast	(Other)			43
South Coast	(Other)	0	0	1592
South Coast	(Other)	0	1	341
South Coast	(Other)	1	0	229
South Coast	(Other)	1	1	723
South Coast	Polish			6
South Coast	Polish	0	0	220
South Coast	Polish	0	1	31
South Coast	Polish	1	0	26
South Coast	Polish	1	1	112
South Coast	Russian	0	0	96
South Coast	Russian	0	1	20
South Coast	Russian	1	0	9
South Coast	Russian	1	1	47
South Coast	Scottish			126
South Coast	Scottish	0	0	1163
South Coast	Scottish	0	1	575
South Coast	Scottish	1	0	423
South Coast	Scottish	1	1	5708
South Coast	Serbian			5
South Coast	Serbian	0	0	38
South Coast	Serbian	0	1	3
South Coast	Serbian	1	0	3
South Coast	Serbian	1	1	8
South Coast	South African	0	0	102
South Coast	South African	0	1	25
South Coast	South African	1	0	18
South Coast	South African	1	1	23
South Coast	Spanish			9
South Coast	Spanish	0	0	96
South Coast	Spanish	0	1	11
South Coast	Spanish	1	0	11
South Coast	Spanish	1	1	59
South Coast	Sri Lankan	0	0	27
South Coast	Sri Lankan	0	1	3
South Coast	Sri Lankan	1	0	3
South Coast	Sri Lankan	1	1	3
South Coast	Turkish	0	0	15
South Coast	Turkish	0	1	7
South Coast	Turkish	1	0	3
South Coast	Vietnamese	0	0	71
South Coast	Vietnamese	1	0	4
South Coast	Vietnamese	1	1	3
South Coast	Welsh			5
South Coast	Welsh	0	0	213
South Coast	Welsh	0	1	60
South Coast	Welsh	1	0	28
South Coast	Welsh	1	1	225
Goulburn - Mulwaree				2844
Goulburn - Mulwaree		0	0	49
Goulburn - Mulwaree		0	1	15
Goulburn - Mulwaree		1	0	21
Goulburn - Mulwaree		1	1	343
Goulburn - Mulwaree	Australian			285
Goulburn - Mulwaree	Australian		1	13370
Goulburn - Mulwaree	Australian	0	0	103
Goulburn - Mulwaree	Australian	0	1	882
Goulburn - Mulwaree	Australian	1	0	711
Goulburn - Mulwaree	Australian Aboriginal			4
Goulburn - Mulwaree	Australian Aboriginal	0	0	3
Goulburn - Mulwaree	Australian Aboriginal	0	1	3
Goulburn - Mulwaree	Australian Aboriginal	1	1	107
Goulburn - Mulwaree	Chinese			3
Goulburn - Mulwaree	Chinese	0	0	160
Goulburn - Mulwaree	Chinese	0	1	5
Goulburn - Mulwaree	Chinese	1	0	9
Goulburn - Mulwaree	Chinese	1	1	71
Goulburn - Mulwaree	Croatian			3
Goulburn - Mulwaree	Croatian	0	0	40
Goulburn - Mulwaree	Croatian	0	1	5
Goulburn - Mulwaree	Croatian	1	0	3
Goulburn - Mulwaree	Croatian	1	1	18
Goulburn - Mulwaree	Dutch			6
Goulburn - Mulwaree	Dutch	0	0	167
Goulburn - Mulwaree	Dutch	0	1	37
Goulburn - Mulwaree	Dutch	1	0	38
Goulburn - Mulwaree	Dutch	1	1	103
Goulburn - Mulwaree	English			299
Goulburn - Mulwaree	English	0	0	1350
Goulburn - Mulwaree	English	0	1	821
Goulburn - Mulwaree	English	1	0	602
Goulburn - Mulwaree	English	1	1	11402
Goulburn - Mulwaree	Filipino			3
Goulburn - Mulwaree	Filipino	0	0	154
Goulburn - Mulwaree	Filipino	0	1	7
Goulburn - Mulwaree	Filipino	1	0	31
Goulburn - Mulwaree	Filipino	1	1	11
Goulburn - Mulwaree	French	0	0	57
Goulburn - Mulwaree	French	0	1	10
Goulburn - Mulwaree	French	1	0	3
Goulburn - Mulwaree	French	1	1	92
Goulburn - Mulwaree	German			21
Goulburn - Mulwaree	German	0	0	216
Goulburn - Mulwaree	German	0	1	88
Goulburn - Mulwaree	German	1	0	59
Goulburn - Mulwaree	German	1	1	772
Goulburn - Mulwaree	Greek	0	0	96
Goulburn - Mulwaree	Greek	0	1	31
Goulburn - Mulwaree	Greek	1	0	17
Goulburn - Mulwaree	Greek	1	1	103
Goulburn - Mulwaree	Hungarian	0	0	40
Goulburn - Mulwaree	Hungarian	0	1	17
Goulburn - Mulwaree	Hungarian	1	0	7
Goulburn - Mulwaree	Hungarian	1	1	20
Goulburn - Mulwaree	Indian	0	0	148
Goulburn - Mulwaree	Indian	0	1	6
Goulburn - Mulwaree	Indian	1	0	3
Goulburn - Mulwaree	Indian	1	1	12
Goulburn - Mulwaree	Irish			73
Goulburn - Mulwaree	Irish	0	0	317
Goulburn - Mulwaree	Irish	0	1	220
Goulburn - Mulwaree	Irish	1	0	144
Goulburn - Mulwaree	Irish	1	1	4138
Goulburn - Mulwaree	Italian			8
Goulburn - Mulwaree	Italian	0	0	167
Goulburn - Mulwaree	Italian	0	1	63
Goulburn - Mulwaree	Italian	1	0	21
Goulburn - Mulwaree	Italian	1	1	255
Goulburn - Mulwaree	Korean	0	0	64
Goulburn - Mulwaree	Korean	1	1	3
Goulburn - Mulwaree	Lebanese	0	0	44
Goulburn - Mulwaree	Lebanese	0	1	15
Goulburn - Mulwaree	Lebanese	1	0	3
Goulburn - Mulwaree	Lebanese	1	1	15
Goulburn - Mulwaree	Macedonian	0	0	20
Goulburn - Mulwaree	Macedonian	0	1	4
Goulburn - Mulwaree	Macedonian	1	1	4
Goulburn - Mulwaree	Maltese			3
Goulburn - Mulwaree	Maltese	0	0	78
Goulburn - Mulwaree	Maltese	0	1	26
Goulburn - Mulwaree	Maltese	1	0	4
Goulburn - Mulwaree	Maltese	1	1	73
Goulburn - Mulwaree	Maori	0	0	63
Goulburn - Mulwaree	Maori	0	1	12
Goulburn - Mulwaree	Maori	1	0	10
Goulburn - Mulwaree	Maori	1	1	6
Goulburn - Mulwaree	NZ	0	0	72
Goulburn - Mulwaree	NZ	0	1	36
Goulburn - Mulwaree	NZ	1	0	29
Goulburn - Mulwaree	NZ	1	1	26
Goulburn - Mulwaree	(Other)			20
Goulburn - Mulwaree	(Other)	0	0	805
Goulburn - Mulwaree	(Other)	0	1	146
Goulburn - Mulwaree	(Other)	1	0	105
Goulburn - Mulwaree	(Other)	1	1	236
Goulburn - Mulwaree	Polish	0	0	72
Goulburn - Mulwaree	Polish	0	1	20
Goulburn - Mulwaree	Polish	1	0	7
Goulburn - Mulwaree	Polish	1	1	42
Goulburn - Mulwaree	Russian			3
Goulburn - Mulwaree	Russian	0	0	33
Goulburn - Mulwaree	Russian	0	1	3
Goulburn - Mulwaree	Russian	1	0	10
Goulburn - Mulwaree	Russian	1	1	9
Goulburn - Mulwaree	Scottish			45
Goulburn - Mulwaree	Scottish	0	0	366
Goulburn - Mulwaree	Scottish	0	1	237
Goulburn - Mulwaree	Scottish	1	0	156
Goulburn - Mulwaree	Scottish	1	1	2741
Goulburn - Mulwaree	Serbian	0	0	16
Goulburn - Mulwaree	Serbian	1	1	3
Goulburn - Mulwaree	South African	0	0	21
Goulburn - Mulwaree	South African	0	1	15
Goulburn - Mulwaree	South African	1	0	17
Goulburn - Mulwaree	South African	1	1	3
Goulburn - Mulwaree	Spanish			5
Goulburn - Mulwaree	Spanish	0	0	42
Goulburn - Mulwaree	Spanish	0	1	5
Goulburn - Mulwaree	Spanish	1	0	4
Goulburn - Mulwaree	Spanish	1	1	23
Goulburn - Mulwaree	Sri Lankan	0	0	20
Goulburn - Mulwaree	Sri Lankan	1	0	4
Goulburn - Mulwaree	Sri Lankan	1	1	3
Goulburn - Mulwaree	Turkish	0	0	8
Goulburn - Mulwaree	Vietnamese	0	0	6
Goulburn - Mulwaree	Vietnamese	1	1	3
Goulburn - Mulwaree	Welsh	0	0	61
Goulburn - Mulwaree	Welsh	0	1	24
Goulburn - Mulwaree	Welsh	1	0	15
Goulburn - Mulwaree	Welsh	1	1	126
Young - Yass				2044
Young - Yass		0	0	44
Young - Yass		0	1	29
Young - Yass		1	0	14
Young - Yass		1	1	383
Young - Yass	Australian			287
Young - Yass	Australian		1	14617
Young - Yass	Australian	0	0	130
Young - Yass	Australian	0	1	1002
Young - Yass	Australian	1	0	785
Young - Yass	Australian Aboriginal	0	1	11
Young - Yass	Australian Aboriginal	1	0	3
Young - Yass	Australian Aboriginal	1	1	80
Young - Yass	Chinese			5
Young - Yass	Chinese	0	0	110
Young - Yass	Chinese	0	1	12
Young - Yass	Chinese	1	0	26
Young - Yass	Chinese	1	1	54
Young - Yass	Croatian	0	0	98
Young - Yass	Croatian	0	1	17
Young - Yass	Croatian	1	1	56
Young - Yass	Dutch			3
Young - Yass	Dutch	0	0	228
Young - Yass	Dutch	0	1	75
Young - Yass	Dutch	1	0	57
Young - Yass	Dutch	1	1	142
Young - Yass	English			271
Young - Yass	English	0	0	1469
Young - Yass	English	0	1	875
Young - Yass	English	1	0	757
Young - Yass	English	1	1	11466
Young - Yass	Filipino	0	0	85
Young - Yass	Filipino	0	1	9
Young - Yass	Filipino	1	0	15
Young - Yass	Filipino	1	1	11
Young - Yass	French			3
Young - Yass	French	0	0	46
Young - Yass	French	0	1	12
Young - Yass	French	1	0	11
Young - Yass	French	1	1	93
Young - Yass	German			13
Young - Yass	German	0	0	231
Young - Yass	German	0	1	93
Young - Yass	German	1	0	79
Young - Yass	German	1	1	956
Young - Yass	Greek	0	0	34
Young - Yass	Greek	0	1	20
Young - Yass	Greek	1	0	3
Young - Yass	Greek	1	1	61
Young - Yass	Hungarian	0	0	38
Young - Yass	Hungarian	0	1	18
Young - Yass	Hungarian	1	0	13
Young - Yass	Hungarian	1	1	24
Young - Yass	Indian	0	0	70
Young - Yass	Indian	0	1	9
Young - Yass	Indian	1	1	9
Young - Yass	Irish			73
Young - Yass	Irish	0	0	297
Young - Yass	Irish	0	1	233
Young - Yass	Irish	1	0	157
Young - Yass	Irish	1	1	4409
Young - Yass	Italian			16
Young - Yass	Italian	0	0	122
Young - Yass	Italian	0	1	65
Young - Yass	Italian	1	0	9
Young - Yass	Italian	1	1	260
Young - Yass	Korean	0	0	3
Young - Yass	Lebanese			3
Young - Yass	Lebanese	0	0	139
Young - Yass	Lebanese	0	1	34
Young - Yass	Lebanese	1	0	25
Young - Yass	Lebanese	1	1	46
Young - Yass	Macedonian	0	0	10
Young - Yass	Macedonian	0	1	4
Young - Yass	Macedonian	1	1	3
Young - Yass	Maltese	0	0	49
Young - Yass	Maltese	0	1	17
Young - Yass	Maltese	1	0	8
Young - Yass	Maltese	1	1	67
Young - Yass	Maori	0	0	33
Young - Yass	Maori	0	1	11
Young - Yass	Maori	1	0	7
Young - Yass	Maori	1	1	16
Young - Yass	NZ	0	0	77
Young - Yass	NZ	0	1	21
Young - Yass	NZ	1	0	34
Young - Yass	NZ	1	1	20
Young - Yass	(Other)			18
Young - Yass	(Other)	0	0	599
Young - Yass	(Other)	0	1	165
Young - Yass	(Other)	1	0	131
Young - Yass	(Other)	1	1	301
Young - Yass	Polish			3
Young - Yass	Polish	0	0	73
Young - Yass	Polish	0	1	17
Young - Yass	Polish	1	0	18
Young - Yass	Polish	1	1	43
Young - Yass	Russian	0	0	31
Young - Yass	Russian	0	1	3
Young - Yass	Russian	1	0	5
Young - Yass	Russian	1	1	17
Young - Yass	Scottish			57
Young - Yass	Scottish	0	0	394
Young - Yass	Scottish	0	1	277
Young - Yass	Scottish	1	0	161
Young - Yass	Scottish	1	1	2766
Young - Yass	Serbian	0	0	46
Young - Yass	Serbian	0	1	3
Young - Yass	Serbian	1	0	16
Young - Yass	Serbian	1	1	3
Young - Yass	South African	0	0	35
Young - Yass	South African	0	1	13
Young - Yass	South African	1	0	4
Young - Yass	South African	1	1	6
Young - Yass	Spanish	0	0	18
Young - Yass	Spanish	1	0	4
Young - Yass	Spanish	1	1	14
Young - Yass	Sri Lankan	0	0	11
Young - Yass	Sri Lankan	0	1	5
Young - Yass	Turkish	0	0	18
Young - Yass	Vietnamese	0	0	16
Young - Yass	Vietnamese	0	1	3
Young - Yass	Vietnamese	1	0	4
Young - Yass	Vietnamese	1	1	3
Young - Yass	Welsh	0	0	51
Young - Yass	Welsh	0	1	21
Young - Yass	Welsh	1	0	16
Young - Yass	Welsh	1	1	96
Gosford				8283
Gosford		0	0	282
Gosford		0	1	108
Gosford		1	0	68
Gosford		1	1	1018
Gosford	Australian			1167
Gosford	Australian		1	52501
Gosford	Australian	0	0	897
Gosford	Australian	0	1	7434
Gosford	Australian	1	0	5319
Gosford	Australian Aboriginal			14
Gosford	Australian Aboriginal	0	0	3
Gosford	Australian Aboriginal	0	1	41
Gosford	Australian Aboriginal	1	0	24
Gosford	Australian Aboriginal	1	1	559
Gosford	Chinese			24
Gosford	Chinese	0	0	1961
Gosford	Chinese	0	1	123
Gosford	Chinese	1	0	156
Gosford	Chinese	1	1	376
Gosford	Croatian			3
Gosford	Croatian	0	0	304
Gosford	Croatian	0	1	82
Gosford	Croatian	1	0	40
Gosford	Croatian	1	1	177
Gosford	Dutch			25
Gosford	Dutch	0	0	1204
Gosford	Dutch	0	1	346
Gosford	Dutch	1	0	227
Gosford	Dutch	1	1	695
Gosford	English			1120
Gosford	English	0	0	14612
Gosford	English	0	1	6899
Gosford	English	1	0	4821
Gosford	English	1	1	46169
Gosford	Filipino			15
Gosford	Filipino	0	0	996
Gosford	Filipino	0	1	64
Gosford	Filipino	1	0	221
Gosford	Filipino	1	1	45
Gosford	French			13
Gosford	French	0	0	507
Gosford	French	0	1	104
Gosford	French	1	0	74
Gosford	French	1	1	446
Gosford	German			82
Gosford	German	0	0	1610
Gosford	German	0	1	537
Gosford	German	1	0	324
Gosford	German	1	1	3416
Gosford	Greek			6
Gosford	Greek	0	0	596
Gosford	Greek	0	1	198
Gosford	Greek	1	0	71
Gosford	Greek	1	1	479
Gosford	Hungarian			10
Gosford	Hungarian	0	0	277
Gosford	Hungarian	0	1	71
Gosford	Hungarian	1	0	32
Gosford	Hungarian	1	1	85
Gosford	Indian	0	0	1108
Gosford	Indian	0	1	76
Gosford	Indian	1	0	49
Gosford	Indian	1	1	76
Gosford	Irish			304
Gosford	Irish	0	0	3152
Gosford	Irish	0	1	1707
Gosford	Irish	1	0	1101
Gosford	Irish	1	1	16641
Gosford	Italian			53
Gosford	Italian	0	0	1452
Gosford	Italian	0	1	581
Gosford	Italian	1	0	211
Gosford	Italian	1	1	1952
Gosford	Korean			3
Gosford	Korean	0	0	537
Gosford	Korean	0	1	9
Gosford	Korean	1	0	27
Gosford	Korean	1	1	12
Gosford	Lebanese	0	0	212
Gosford	Lebanese	0	1	94
Gosford	Lebanese	1	0	33
Gosford	Lebanese	1	1	145
Gosford	Macedonian	0	0	37
Gosford	Macedonian	0	1	16
Gosford	Macedonian	1	0	4
Gosford	Macedonian	1	1	17
Gosford	Maltese			14
Gosford	Maltese	0	0	576
Gosford	Maltese	0	1	172
Gosford	Maltese	1	0	104
Gosford	Maltese	1	1	509
Gosford	Maori			7
Gosford	Maori	0	0	487
Gosford	Maori	0	1	150
Gosford	Maori	1	0	99
Gosford	Maori	1	1	97
Gosford	NZ			15
Gosford	NZ	0	0	825
Gosford	NZ	0	1	434
Gosford	NZ	1	0	272
Gosford	NZ	1	1	239
Gosford	(Other)			124
