SA4_NAME16	Age5yr	ChildrenEverBorn	females
Sydney - Outer West and Blue Mountains	25-29	3	483
Sydney - Outer West and Blue Mountains	25-29	4	110
Sydney - Outer West and Blue Mountains	25-29	5	22
Sydney - Outer West and Blue Mountains	25-29	6	23
Sydney - Outer West and Blue Mountains	30-34		722
Sydney - Outer West and Blue Mountains	30-34	0	3090
Sydney - Outer West and Blue Mountains	30-34	1	2307
Sydney - Outer West and Blue Mountains	30-34	2	2976
Sydney - Outer West and Blue Mountains	30-34	3	1253
Sydney - Outer West and Blue Mountains	30-34	4	390
Sydney - Outer West and Blue Mountains	30-34	5	111
Sydney - Outer West and Blue Mountains	30-34	6	59
Sydney - Outer West and Blue Mountains	35-39		620
Sydney - Outer West and Blue Mountains	35-39	0	1741
Sydney - Outer West and Blue Mountains	35-39	1	1622
Sydney - Outer West and Blue Mountains	35-39	2	3553
Sydney - Outer West and Blue Mountains	35-39	3	1847
Sydney - Outer West and Blue Mountains	35-39	4	672
Sydney - Outer West and Blue Mountains	35-39	5	191
Sydney - Outer West and Blue Mountains	35-39	6	129
Sydney - Outer West and Blue Mountains	40-44		586
Sydney - Outer West and Blue Mountains	40-44	0	1454
Sydney - Outer West and Blue Mountains	40-44	1	1440
Sydney - Outer West and Blue Mountains	40-44	2	3848
Sydney - Outer West and Blue Mountains	40-44	3	2139
Sydney - Outer West and Blue Mountains	40-44	4	848
Sydney - Outer West and Blue Mountains	40-44	5	229
Sydney - Outer West and Blue Mountains	40-44	6	172
Sydney - Outer West and Blue Mountains	45-49		600
Sydney - Outer West and Blue Mountains	45-49	0	1336
Sydney - Outer West and Blue Mountains	45-49	1	1374
Sydney - Outer West and Blue Mountains	45-49	2	3777
Sydney - Outer West and Blue Mountains	45-49	3	2218
Sydney - Outer West and Blue Mountains	45-49	4	839
Sydney - Outer West and Blue Mountains	45-49	5	293
Sydney - Outer West and Blue Mountains	45-49	6	163
Sydney - Outer West and Blue Mountains	50-54		608
Sydney - Outer West and Blue Mountains	50-54	0	1309
Sydney - Outer West and Blue Mountains	50-54	1	1207
Sydney - Outer West and Blue Mountains	50-54	2	3572
Sydney - Outer West and Blue Mountains	50-54	3	2282
Sydney - Outer West and Blue Mountains	50-54	4	880
Sydney - Outer West and Blue Mountains	50-54	5	272
Sydney - Outer West and Blue Mountains	50-54	6	161
Sydney - Outer West and Blue Mountains	55-59		578
Sydney - Outer West and Blue Mountains	55-59	0	1188
Sydney - Outer West and Blue Mountains	55-59	1	1113
Sydney - Outer West and Blue Mountains	55-59	2	3686
Sydney - Outer West and Blue Mountains	55-59	3	2551
Sydney - Outer West and Blue Mountains	55-59	4	994
Sydney - Outer West and Blue Mountains	55-59	5	313
Sydney - Outer West and Blue Mountains	55-59	6	160
Sydney - Outer West and Blue Mountains	60-64		518
Sydney - Outer West and Blue Mountains	60-64	0	1003
Sydney - Outer West and Blue Mountains	60-64	1	900
Sydney - Outer West and Blue Mountains	60-64	2	3159
Sydney - Outer West and Blue Mountains	60-64	3	2232
Sydney - Outer West and Blue Mountains	60-64	4	859
Sydney - Outer West and Blue Mountains	60-64	5	259
Sydney - Outer West and Blue Mountains	60-64	6	157
Sydney - Outer West and Blue Mountains	65-69		552
Sydney - Outer West and Blue Mountains	65-69	0	741
Sydney - Outer West and Blue Mountains	65-69	1	735
Sydney - Outer West and Blue Mountains	65-69	2	2852
Sydney - Outer West and Blue Mountains	65-69	3	2007
Sydney - Outer West and Blue Mountains	65-69	4	808
Sydney - Outer West and Blue Mountains	65-69	5	256
Sydney - Outer West and Blue Mountains	65-69	6	145
Sydney - Outer West and Blue Mountains	70-74		404
Sydney - Outer West and Blue Mountains	70-74	0	467
Sydney - Outer West and Blue Mountains	70-74	1	460
Sydney - Outer West and Blue Mountains	70-74	2	1829
Sydney - Outer West and Blue Mountains	70-74	3	1309
Sydney - Outer West and Blue Mountains	70-74	4	621
Sydney - Outer West and Blue Mountains	70-74	5	237
Sydney - Outer West and Blue Mountains	70-74	6	168
Sydney - Outer West and Blue Mountains	75-79		321
Sydney - Outer West and Blue Mountains	75-79	0	316
Sydney - Outer West and Blue Mountains	75-79	1	281
Sydney - Outer West and Blue Mountains	75-79	2	956
Sydney - Outer West and Blue Mountains	75-79	3	946
Sydney - Outer West and Blue Mountains	75-79	4	513
Sydney - Outer West and Blue Mountains	75-79	5	273
Sydney - Outer West and Blue Mountains	75-79	6	214
Sydney - Outer West and Blue Mountains	80-84		274
Sydney - Outer West and Blue Mountains	80-84	0	208
Sydney - Outer West and Blue Mountains	80-84	1	245
Sydney - Outer West and Blue Mountains	80-84	2	597
Sydney - Outer West and Blue Mountains	80-84	3	540
Sydney - Outer West and Blue Mountains	80-84	4	413
Sydney - Outer West and Blue Mountains	80-84	5	219
Sydney - Outer West and Blue Mountains	80-84	6	225
Sydney - Outer West and Blue Mountains	85+		395
Sydney - Outer West and Blue Mountains	85+	0	257
Sydney - Outer West and Blue Mountains	85+	1	277
Sydney - Outer West and Blue Mountains	85+	2	756
Sydney - Outer West and Blue Mountains	85+	3	553
Sydney - Outer West and Blue Mountains	85+	4	350
Sydney - Outer West and Blue Mountains	85+	5	203
Sydney - Outer West and Blue Mountains	85+	6	234
Sydney - Parramatta	15-19		1667
Sydney - Parramatta	15-19	0	10101
Sydney - Parramatta	15-19	1	78
Sydney - Parramatta	15-19	2	6
Sydney - Parramatta	15-19	3	3
Sydney - Parramatta	15-19	4	3
Sydney - Parramatta	15-19	6	4
Sydney - Parramatta	20-24		1774
Sydney - Parramatta	20-24	0	11706
Sydney - Parramatta	20-24	1	889
Sydney - Parramatta	20-24	2	359
Sydney - Parramatta	20-24	3	82
Sydney - Parramatta	20-24	4	13
Sydney - Parramatta	20-24	5	8
Sydney - Parramatta	20-24	6	4
Sydney - Parramatta	25-29		2107
Sydney - Parramatta	25-29	0	12230
Sydney - Parramatta	25-29	1	3588
Sydney - Parramatta	25-29	2	1843
Sydney - Parramatta	25-29	3	576
Sydney - Parramatta	25-29	4	153
Sydney - Parramatta	25-29	5	46
Sydney - Parramatta	25-29	6	20
Sydney - Parramatta	30-34		1769
Sydney - Parramatta	30-34	0	7478
Sydney - Parramatta	30-34	1	6123
Sydney - Parramatta	30-34	2	4536
Sydney - Parramatta	30-34	3	1472
Sydney - Parramatta	30-34	4	542
Sydney - Parramatta	30-34	5	166
Sydney - Parramatta	30-34	6	77
Sydney - Parramatta	35-39		1230
Sydney - Parramatta	35-39	0	3433
Sydney - Parramatta	35-39	1	3612
Sydney - Parramatta	35-39	2	5327
Sydney - Parramatta	35-39	3	2137
Sydney - Parramatta	35-39	4	859
Sydney - Parramatta	35-39	5	346
Sydney - Parramatta	35-39	6	183
Sydney - Parramatta	40-44		913
Sydney - Parramatta	40-44	0	2485
Sydney - Parramatta	40-44	1	2386
Sydney - Parramatta	40-44	2	4908
Sydney - Parramatta	40-44	3	2107
Sydney - Parramatta	40-44	4	871
Sydney - Parramatta	40-44	5	385
Sydney - Parramatta	40-44	6	295
Sydney - Parramatta	45-49		894
Sydney - Parramatta	45-49	0	2130
Sydney - Parramatta	45-49	1	2215
Sydney - Parramatta	45-49	2	4503
Sydney - Parramatta	45-49	3	2072
Sydney - Parramatta	45-49	4	888
Sydney - Parramatta	45-49	5	380
Sydney - Parramatta	45-49	6	296
Sydney - Parramatta	50-54		858
Sydney - Parramatta	50-54	0	1860
Sydney - Parramatta	50-54	1	2116
Sydney - Parramatta	50-54	2	4424
Sydney - Parramatta	50-54	3	2071
Sydney - Parramatta	50-54	4	910
Sydney - Parramatta	50-54	5	353
Sydney - Parramatta	50-54	6	311
Sydney - Parramatta	55-59		815
Sydney - Parramatta	55-59	0	1560
Sydney - Parramatta	55-59	1	2130
Sydney - Parramatta	55-59	2	3878
Sydney - Parramatta	55-59	3	1965
Sydney - Parramatta	55-59	4	896
Sydney - Parramatta	55-59	5	340
Sydney - Parramatta	55-59	6	283
Sydney - Parramatta	60-64		630
Sydney - Parramatta	60-64	0	1225
Sydney - Parramatta	60-64	1	1767
Sydney - Parramatta	60-64	2	3166
Sydney - Parramatta	60-64	3	1891
Sydney - Parramatta	60-64	4	881
Sydney - Parramatta	60-64	5	332
Sydney - Parramatta	60-64	6	283
Sydney - Parramatta	65-69		592
Sydney - Parramatta	65-69	0	920
Sydney - Parramatta	65-69	1	974
Sydney - Parramatta	65-69	2	2759
Sydney - Parramatta	65-69	3	1780
Sydney - Parramatta	65-69	4	801
Sydney - Parramatta	65-69	5	316
Sydney - Parramatta	65-69	6	287
Sydney - Parramatta	70-74		439
Sydney - Parramatta	70-74	0	557
Sydney - Parramatta	70-74	1	613
Sydney - Parramatta	70-74	2	2054
Sydney - Parramatta	70-74	3	1397
Sydney - Parramatta	70-74	4	699
Sydney - Parramatta	70-74	5	278
Sydney - Parramatta	70-74	6	249
Sydney - Parramatta	75-79		441
Sydney - Parramatta	75-79	0	360
Sydney - Parramatta	75-79	1	377
Sydney - Parramatta	75-79	2	1453
Sydney - Parramatta	75-79	3	1151
Sydney - Parramatta	75-79	4	620
Sydney - Parramatta	75-79	5	307
Sydney - Parramatta	75-79	6	355
Sydney - Parramatta	80-84		412
Sydney - Parramatta	80-84	0	278
Sydney - Parramatta	80-84	1	294
Sydney - Parramatta	80-84	2	923
Sydney - Parramatta	80-84	3	800
Sydney - Parramatta	80-84	4	528
Sydney - Parramatta	80-84	5	262
Sydney - Parramatta	80-84	6	335
Sydney - Parramatta	85+		710
Sydney - Parramatta	85+	0	392
Sydney - Parramatta	85+	1	443
Sydney - Parramatta	85+	2	1102
Sydney - Parramatta	85+	3	840
Sydney - Parramatta	85+	4	540
Sydney - Parramatta	85+	5	293
Sydney - Parramatta	85+	6	505
Sydney - Ryde	15-19		474
Sydney - Ryde	15-19	0	4529
Sydney - Ryde	15-19	1	3
Sydney - Ryde	15-19	2	6
Sydney - Ryde	20-24		635
Sydney - Ryde	20-24	0	6422
Sydney - Ryde	20-24	1	84
Sydney - Ryde	20-24	2	22
Sydney - Ryde	25-29		559
Sydney - Ryde	25-29	0	5888
Sydney - Ryde	25-29	1	654
Sydney - Ryde	25-29	2	222
Sydney - Ryde	25-29	3	39
Sydney - Ryde	25-29	4	6
Sydney - Ryde	30-34		436
Sydney - Ryde	30-34	0	3493
Sydney - Ryde	30-34	1	1931
Sydney - Ryde	30-34	2	1214
Sydney - Ryde	30-34	3	215
Sydney - Ryde	30-34	4	32
Sydney - Ryde	30-34	5	7
Sydney - Ryde	35-39		308
Sydney - Ryde	35-39	0	1759
Sydney - Ryde	35-39	1	1589
Sydney - Ryde	35-39	2	2333
Sydney - Ryde	35-39	3	698
Sydney - Ryde	35-39	4	121
Sydney - Ryde	35-39	5	26
Sydney - Ryde	35-39	6	3
Sydney - Ryde	40-44		259
Sydney - Ryde	40-44	0	1179
Sydney - Ryde	40-44	1	1140
Sydney - Ryde	40-44	2	2677
Sydney - Ryde	40-44	3	876
Sydney - Ryde	40-44	4	217
Sydney - Ryde	40-44	5	39
Sydney - Ryde	40-44	6	17
Sydney - Ryde	45-49		234
Sydney - Ryde	45-49	0	1043
Sydney - Ryde	45-49	1	1179
Sydney - Ryde	45-49	2	2526
Sydney - Ryde	45-49	3	1036
Sydney - Ryde	45-49	4	199
Sydney - Ryde	45-49	5	34
Sydney - Ryde	45-49	6	18
Sydney - Ryde	50-54		246
Sydney - Ryde	50-54	0	936
Sydney - Ryde	50-54	1	1054
Sydney - Ryde	50-54	2	2494
Sydney - Ryde	50-54	3	995
Sydney - Ryde	50-54	4	247
Sydney - Ryde	50-54	5	54
Sydney - Ryde	50-54	6	19
Sydney - Ryde	55-59		248
Sydney - Ryde	55-59	0	873
Sydney - Ryde	55-59	1	1069
Sydney - Ryde	55-59	2	2089
Sydney - Ryde	55-59	3	980
Sydney - Ryde	55-59	4	277
Sydney - Ryde	55-59	5	66
Sydney - Ryde	55-59	6	28
Sydney - Ryde	60-64		247
Sydney - Ryde	60-64	0	736
Sydney - Ryde	60-64	1	1026
Sydney - Ryde	60-64	2	1767
Sydney - Ryde	60-64	3	861
Sydney - Ryde	60-64	4	278
Sydney - Ryde	60-64	5	68
Sydney - Ryde	60-64	6	42
Sydney - Ryde	65-69		199
Sydney - Ryde	65-69	0	551
Sydney - Ryde	65-69	1	618
Sydney - Ryde	65-69	2	1574
Sydney - Ryde	65-69	3	798
Sydney - Ryde	65-69	4	266
Sydney - Ryde	65-69	5	83
Sydney - Ryde	65-69	6	52
Sydney - Ryde	70-74		197
Sydney - Ryde	70-74	0	390
Sydney - Ryde	70-74	1	296
Sydney - Ryde	70-74	2	1148
Sydney - Ryde	70-74	3	663
Sydney - Ryde	70-74	4	274
Sydney - Ryde	70-74	5	75
Sydney - Ryde	70-74	6	48
Sydney - Ryde	75-79		196
Sydney - Ryde	75-79	0	287
Sydney - Ryde	75-79	1	199
Sydney - Ryde	75-79	2	841
Sydney - Ryde	75-79	3	677
Sydney - Ryde	75-79	4	328
Sydney - Ryde	75-79	5	98
Sydney - Ryde	75-79	6	74
Sydney - Ryde	80-84		198
Sydney - Ryde	80-84	0	198
Sydney - Ryde	80-84	1	168
Sydney - Ryde	80-84	2	549
Sydney - Ryde	80-84	3	544
Sydney - Ryde	80-84	4	276
Sydney - Ryde	80-84	5	109
Sydney - Ryde	80-84	6	92
Sydney - Ryde	85+		586
Sydney - Ryde	85+	0	332
Sydney - Ryde	85+	1	275
Sydney - Ryde	85+	2	662
Sydney - Ryde	85+	3	606
Sydney - Ryde	85+	4	352
Sydney - Ryde	85+	5	158
Sydney - Ryde	85+	6	169
Sydney - South West	15-19		1950
Sydney - South West	15-19	0	11943
Sydney - South West	15-19	1	90
Sydney - South West	15-19	2	18
Sydney - South West	15-19	3	3
Sydney - South West	15-19	6	4
Sydney - South West	20-24		1484
Sydney - South West	20-24	0	11755
Sydney - South West	20-24	1	923
Sydney - South West	20-24	2	388
Sydney - South West	20-24	3	91
Sydney - South West	20-24	4	12
Sydney - South West	20-24	5	6
Sydney - South West	20-24	6	10
Sydney - South West	25-29		1302
Sydney - South West	25-29	0	8420
Sydney - South West	25-29	1	2429
Sydney - South West	25-29	2	1812
Sydney - South West	25-29	3	614
Sydney - South West	25-29	4	177
Sydney - South West	25-29	5	25
Sydney - South West	25-29	6	11
Sydney - South West	30-34		1085
Sydney - South West	30-34	0	4320
Sydney - South West	30-34	1	3128
Sydney - South West	30-34	2	4097
Sydney - South West	30-34	3	1732
Sydney - South West	30-34	4	573
Sydney - South West	30-34	5	147
Sydney - South West	30-34	6	85
Sydney - South West	35-39		975
Sydney - South West	35-39	0	2270
Sydney - South West	35-39	1	2068
Sydney - South West	35-39	2	4784
Sydney - South West	35-39	3	2510
Sydney - South West	35-39	4	1049
Sydney - South West	35-39	5	340
Sydney - South West	35-39	6	197
Sydney - South West	40-44		869
Sydney - South West	40-44	0	1665
Sydney - South West	40-44	1	1832
Sydney - South West	40-44	2	5173
Sydney - South West	40-44	3	3023
Sydney - South West	40-44	4	1175
Sydney - South West	40-44	5	421
Sydney - South West	40-44	6	270
Sydney - South West	45-49		889
Sydney - South West	45-49	0	1672
Sydney - South West	45-49	1	1717
Sydney - South West	45-49	2	4933
Sydney - South West	45-49	3	2939
Sydney - South West	45-49	4	1174
Sydney - South West	45-49	5	386
Sydney - South West	45-49	6	276
Sydney - South West	50-54		837
Sydney - South West	50-54	0	1416
Sydney - South West	50-54	1	1575
Sydney - South West	50-54	2	4689
Sydney - South West	50-54	3	2869
Sydney - South West	50-54	4	1234
Sydney - South West	50-54	5	471
Sydney - South West	50-54	6	283
Sydney - South West	55-59		801
Sydney - South West	55-59	0	1308
Sydney - South West	55-59	1	1410
Sydney - South West	55-59	2	4319
Sydney - South West	55-59	3	2817
Sydney - South West	55-59	4	1258
Sydney - South West	55-59	5	505
Sydney - South West	55-59	6	344
Sydney - South West	60-64		703
Sydney - South West	60-64	0	1007
Sydney - South West	60-64	1	1055
Sydney - South West	60-64	2	3354
Sydney - South West	60-64	3	2404
Sydney - South West	60-64	4	1211
Sydney - South West	60-64	5	480
Sydney - South West	60-64	6	416
Sydney - South West	65-69		614
Sydney - South West	65-69	0	702
Sydney - South West	65-69	1	754
Sydney - South West	65-69	2	2620
Sydney - South West	65-69	3	1913
Sydney - South West	65-69	4	971
Sydney - South West	65-69	5	451
Sydney - South West	65-69	6	381
Sydney - South West	70-74		458
Sydney - South West	70-74	0	404
Sydney - South West	70-74	1	441
Sydney - South West	70-74	2	1588
Sydney - South West	70-74	3	1352
Sydney - South West	70-74	4	772
Sydney - South West	70-74	5	347
Sydney - South West	70-74	6	476
Sydney - South West	75-79		421
Sydney - South West	75-79	0	267
Sydney - South West	75-79	1	330
Sydney - South West	75-79	2	1086
Sydney - South West	75-79	3	1005
Sydney - South West	75-79	4	635
Sydney - South West	75-79	5	369
Sydney - South West	75-79	6	575
Sydney - South West	80-84		313
Sydney - South West	80-84	0	179
Sydney - South West	80-84	1	256
Sydney - South West	80-84	2	731
Sydney - South West	80-84	3	661
Sydney - South West	80-84	4	412
Sydney - South West	80-84	5	261
Sydney - South West	80-84	6	592
Sydney - South West	85+		480
Sydney - South West	85+	0	175
Sydney - South West	85+	1	269
Sydney - South West	85+	2	612
Sydney - South West	85+	3	548
Sydney - South West	85+	4	424
Sydney - South West	85+	5	279
Sydney - South West	85+	6	651
Sydney - Sutherland	15-19		529
Sydney - Sutherland	15-19	0	5828
Sydney - Sutherland	15-19	1	10
Sydney - Sutherland	15-19	2	6
Sydney - Sutherland	20-24		401
Sydney - Sutherland	20-24	0	5577
Sydney - Sutherland	20-24	1	157
Sydney - Sutherland	20-24	2	34
Sydney - Sutherland	20-24	3	5
Sydney - Sutherland	20-24	4	3
Sydney - Sutherland	25-29		443
Sydney - Sutherland	25-29	0	4733
Sydney - Sutherland	25-29	1	836
Sydney - Sutherland	25-29	2	345
Sydney - Sutherland	25-29	3	91
Sydney - Sutherland	25-29	4	15
Sydney - Sutherland	25-29	5	7
Sydney - Sutherland	30-34		332
Sydney - Sutherland	30-34	0	2710
Sydney - Sutherland	30-34	1	1762
Sydney - Sutherland	30-34	2	1621
Sydney - Sutherland	30-34	3	477
Sydney - Sutherland	30-34	4	89
Sydney - Sutherland	30-34	5	15
Sydney - Sutherland	30-34	6	5
Sydney - Sutherland	35-39		316
Sydney - Sutherland	35-39	0	1299
Sydney - Sutherland	35-39	1	1250
Sydney - Sutherland	35-39	2	2936
Sydney - Sutherland	35-39	3	1194
Sydney - Sutherland	35-39	4	263
Sydney - Sutherland	35-39	5	32
Sydney - Sutherland	35-39	6	14
Sydney - Sutherland	40-44		335
Sydney - Sutherland	40-44	0	1079
Sydney - Sutherland	40-44	1	1085
Sydney - Sutherland	40-44	2	3462
Sydney - Sutherland	40-44	3	1745
Sydney - Sutherland	40-44	4	380
Sydney - Sutherland	40-44	5	70
Sydney - Sutherland	40-44	6	30
Sydney - Sutherland	45-49		295
Sydney - Sutherland	45-49	0	1011
Sydney - Sutherland	45-49	1	1051
Sydney - Sutherland	45-49	2	3366
Sydney - Sutherland	45-49	3	1646
Sydney - Sutherland	45-49	4	455
Sydney - Sutherland	45-49	5	91
Sydney - Sutherland	45-49	6	40
Sydney - Sutherland	50-54		304
Sydney - Sutherland	50-54	0	945
Sydney - Sutherland	50-54	1	948
Sydney - Sutherland	50-54	2	3117
Sydney - Sutherland	50-54	3	1666
Sydney - Sutherland	50-54	4	471
Sydney - Sutherland	50-54	5	102
Sydney - Sutherland	50-54	6	40
Sydney - Sutherland	55-59		313
Sydney - Sutherland	55-59	0	825
Sydney - Sutherland	55-59	1	837
Sydney - Sutherland	55-59	2	3044
Sydney - Sutherland	55-59	3	1792
Sydney - Sutherland	55-59	4	479
Sydney - Sutherland	55-59	5	104
Sydney - Sutherland	55-59	6	50
Sydney - Sutherland	60-64		286
Sydney - Sutherland	60-64	0	630
Sydney - Sutherland	60-64	1	689
Sydney - Sutherland	60-64	2	2621
Sydney - Sutherland	60-64	3	1650
Sydney - Sutherland	60-64	4	498
Sydney - Sutherland	60-64	5	101
Sydney - Sutherland	60-64	6	50
Sydney - Sutherland	65-69		240
Sydney - Sutherland	65-69	0	469
Sydney - Sutherland	65-69	1	507
Sydney - Sutherland	65-69	2	2432
Sydney - Sutherland	65-69	3	1480
Sydney - Sutherland	65-69	4	462
Sydney - Sutherland	65-69	5	102
Sydney - Sutherland	65-69	6	49
Sydney - Sutherland	70-74		222
Sydney - Sutherland	70-74	0	320
Sydney - Sutherland	70-74	1	392
Sydney - Sutherland	70-74	2	1859
Sydney - Sutherland	70-74	3	1268
Sydney - Sutherland	70-74	4	415
Sydney - Sutherland	70-74	5	116
Sydney - Sutherland	70-74	6	45
Sydney - Sutherland	75-79		183
Sydney - Sutherland	75-79	0	216
Sydney - Sutherland	75-79	1	244
Sydney - Sutherland	75-79	2	1118
Sydney - Sutherland	75-79	3	946
Sydney - Sutherland	75-79	4	433
Sydney - Sutherland	75-79	5	128
Sydney - Sutherland	75-79	6	76
Sydney - Sutherland	80-84		198
Sydney - Sutherland	80-84	0	192
Sydney - Sutherland	80-84	1	191
Sydney - Sutherland	80-84	2	832
Sydney - Sutherland	80-84	3	698
Sydney - Sutherland	80-84	4	375
Sydney - Sutherland	80-84	5	133
Sydney - Sutherland	80-84	6	111
Sydney - Sutherland	85+		405
Sydney - Sutherland	85+	0	275
Sydney - Sutherland	85+	1	355
Sydney - Sutherland	85+	2	1141
Sydney - Sutherland	85+	3	834
Sydney - Sutherland	85+	4	469
Sydney - Sutherland	85+	5	193
Sydney - Sutherland	85+	6	154
Migratory - Offshore - Shipping (NSW)	15-19	0	8
Migratory - Offshore - Shipping (NSW)	20-24	0	4
Migratory - Offshore - Shipping (NSW)	25-29	0	5
Migratory - Offshore - Shipping (NSW)	30-34		3
Migratory - Offshore - Shipping (NSW)	30-34	0	3
Migratory - Offshore - Shipping (NSW)	30-34	2	5
Migratory - Offshore - Shipping (NSW)	35-39	0	3
Migratory - Offshore - Shipping (NSW)	35-39	2	3
Migratory - Offshore - Shipping (NSW)	40-44	2	8
Migratory - Offshore - Shipping (NSW)	45-49	2	4
Migratory - Offshore - Shipping (NSW)	50-54		5
Migratory - Offshore - Shipping (NSW)	50-54	0	3
Migratory - Offshore - Shipping (NSW)	50-54	1	3
Migratory - Offshore - Shipping (NSW)	50-54	2	3
Migratory - Offshore - Shipping (NSW)	50-54	3	4
Migratory - Offshore - Shipping (NSW)	50-54	4	3
Migratory - Offshore - Shipping (NSW)	55-59		3
Migratory - Offshore - Shipping (NSW)	55-59	1	6
Migratory - Offshore - Shipping (NSW)	55-59	2	8
Migratory - Offshore - Shipping (NSW)	55-59	3	5
Migratory - Offshore - Shipping (NSW)	60-64		3
Migratory - Offshore - Shipping (NSW)	60-64	0	3
Migratory - Offshore - Shipping (NSW)	60-64	1	6
Migratory - Offshore - Shipping (NSW)	60-64	2	5
Migratory - Offshore - Shipping (NSW)	60-64	4	3
Migratory - Offshore - Shipping (NSW)	60-64	5	3
Migratory - Offshore - Shipping (NSW)	65-69		8
Migratory - Offshore - Shipping (NSW)	65-69	1	3
Migratory - Offshore - Shipping (NSW)	65-69	2	13
Migratory - Offshore - Shipping (NSW)	65-69	3	11
Migratory - Offshore - Shipping (NSW)	65-69	5	3
Migratory - Offshore - Shipping (NSW)	70-74		4
Migratory - Offshore - Shipping (NSW)	70-74	0	3
Migratory - Offshore - Shipping (NSW)	70-74	2	5
Migratory - Offshore - Shipping (NSW)	70-74	3	9
Migratory - Offshore - Shipping (NSW)	70-74	4	3
Migratory - Offshore - Shipping (NSW)	75-79		5
Migratory - Offshore - Shipping (NSW)	75-79	2	6
Migratory - Offshore - Shipping (NSW)	75-79	3	3
Migratory - Offshore - Shipping (NSW)	80-84		3
Migratory - Offshore - Shipping (NSW)	80-84	4	3
Migratory - Offshore - Shipping (NSW)	85+	2	3
Migratory - Offshore - Shipping (NSW)	85+	3	3
No usual address (NSW)	15-19		50
No usual address (NSW)	15-19	0	167
No usual address (NSW)	15-19	1	12
No usual address (NSW)	15-19	2	3
No usual address (NSW)	20-24		150
No usual address (NSW)	20-24	0	424
No usual address (NSW)	20-24	1	27
No usual address (NSW)	20-24	2	17
No usual address (NSW)	25-29		159
No usual address (NSW)	25-29	0	397
No usual address (NSW)	25-29	1	28
No usual address (NSW)	25-29	2	29
No usual address (NSW)	25-29	3	16
No usual address (NSW)	25-29	4	3
No usual address (NSW)	25-29	6	3
No usual address (NSW)	30-34		124
No usual address (NSW)	30-34	0	199
No usual address (NSW)	30-34	1	48
No usual address (NSW)	30-34	2	40
No usual address (NSW)	30-34	3	23
No usual address (NSW)	30-34	4	13
No usual address (NSW)	30-34	5	4
No usual address (NSW)	30-34	6	3
No usual address (NSW)	35-39		97
No usual address (NSW)	35-39	0	111
No usual address (NSW)	35-39	1	36
No usual address (NSW)	35-39	2	42
No usual address (NSW)	35-39	3	30
No usual address (NSW)	35-39	4	10
No usual address (NSW)	35-39	5	3
No usual address (NSW)	35-39	6	7
No usual address (NSW)	40-44		86
No usual address (NSW)	40-44	0	95
No usual address (NSW)	40-44	1	39
No usual address (NSW)	40-44	2	31
No usual address (NSW)	40-44	3	25
No usual address (NSW)	40-44	4	10
No usual address (NSW)	40-44	5	9
No usual address (NSW)	40-44	6	8
No usual address (NSW)	45-49		90
No usual address (NSW)	45-49	0	89
No usual address (NSW)	45-49	1	30
No usual address (NSW)	45-49	2	49
No usual address (NSW)	45-49	3	36
No usual address (NSW)	45-49	4	10
No usual address (NSW)	45-49	5	8
No usual address (NSW)	45-49	6	3
No usual address (NSW)	50-54		94
No usual address (NSW)	50-54	0	67
No usual address (NSW)	50-54	1	40
No usual address (NSW)	50-54	2	70
No usual address (NSW)	50-54	3	35
No usual address (NSW)	50-54	4	14
No usual address (NSW)	50-54	5	8
No usual address (NSW)	50-54	6	5
No usual address (NSW)	55-59		65
No usual address (NSW)	55-59	0	56
No usual address (NSW)	55-59	1	26
No usual address (NSW)	55-59	2	95
No usual address (NSW)	55-59	3	55
No usual address (NSW)	55-59	4	26
No usual address (NSW)	55-59	5	14
No usual address (NSW)	55-59	6	3
No usual address (NSW)	60-64		73
No usual address (NSW)	60-64	0	63
No usual address (NSW)	60-64	1	27
No usual address (NSW)	60-64	2	106
No usual address (NSW)	60-64	3	78
No usual address (NSW)	60-64	4	34
No usual address (NSW)	60-64	5	4
No usual address (NSW)	60-64	6	3
No usual address (NSW)	65-69		65
No usual address (NSW)	65-69	0	36
No usual address (NSW)	65-69	1	24
No usual address (NSW)	65-69	2	98
No usual address (NSW)	65-69	3	56
No usual address (NSW)	65-69	4	31
No usual address (NSW)	65-69	5	8
No usual address (NSW)	65-69	6	7
No usual address (NSW)	70-74		30
No usual address (NSW)	70-74	0	17
No usual address (NSW)	70-74	1	8
No usual address (NSW)	70-74	2	41
No usual address (NSW)	70-74	3	23
No usual address (NSW)	70-74	4	20
No usual address (NSW)	70-74	5	6
No usual address (NSW)	70-74	6	3
No usual address (NSW)	75-79		23
No usual address (NSW)	75-79	0	13
No usual address (NSW)	75-79	1	3
No usual address (NSW)	75-79	2	14
No usual address (NSW)	75-79	3	23
No usual address (NSW)	75-79	4	3
No usual address (NSW)	75-79	5	3
No usual address (NSW)	80-84		11
No usual address (NSW)	80-84	0	4
No usual address (NSW)	80-84	1	8
No usual address (NSW)	80-84	2	4
No usual address (NSW)	80-84	3	11
No usual address (NSW)	80-84	4	3
No usual address (NSW)	80-84	6	3
No usual address (NSW)	85+		13
No usual address (NSW)	85+	0	3
No usual address (NSW)	85+	2	15
No usual address (NSW)	85+	3	6
No usual address (NSW)	85+	4	3
No usual address (NSW)	85+	5	4
No usual address (NSW)	85+	6	7
Ballarat	15-19		580
