SA4_NAME16	Age5yr	ChildrenEverBorn	females
Warrnambool and South West	80-84	6	231
Warrnambool and South West	85+		355
Warrnambool and South West	85+	0	156
Warrnambool and South West	85+	1	129
Warrnambool and South West	85+	2	365
Warrnambool and South West	85+	3	445
Warrnambool and South West	85+	4	330
Warrnambool and South West	85+	5	194
Warrnambool and South West	85+	6	277
No usual address (Vic.)	15-19		50
No usual address (Vic.)	15-19	0	120
No usual address (Vic.)	15-19	1	13
No usual address (Vic.)	20-24		112
No usual address (Vic.)	20-24	0	297
No usual address (Vic.)	20-24	1	29
No usual address (Vic.)	20-24	2	13
No usual address (Vic.)	20-24	3	3
No usual address (Vic.)	25-29		104
No usual address (Vic.)	25-29	0	279
No usual address (Vic.)	25-29	1	43
No usual address (Vic.)	25-29	2	15
No usual address (Vic.)	25-29	3	5
No usual address (Vic.)	25-29	4	3
No usual address (Vic.)	25-29	5	3
No usual address (Vic.)	30-34		92
No usual address (Vic.)	30-34	0	161
No usual address (Vic.)	30-34	1	32
No usual address (Vic.)	30-34	2	28
No usual address (Vic.)	30-34	3	20
No usual address (Vic.)	30-34	4	3
No usual address (Vic.)	30-34	6	3
No usual address (Vic.)	35-39		78
No usual address (Vic.)	35-39	0	78
No usual address (Vic.)	35-39	1	23
No usual address (Vic.)	35-39	2	27
No usual address (Vic.)	35-39	3	17
No usual address (Vic.)	35-39	4	7
No usual address (Vic.)	35-39	5	7
No usual address (Vic.)	35-39	6	4
No usual address (Vic.)	40-44		67
No usual address (Vic.)	40-44	0	69
No usual address (Vic.)	40-44	1	23
No usual address (Vic.)	40-44	2	27
No usual address (Vic.)	40-44	3	22
No usual address (Vic.)	40-44	4	11
No usual address (Vic.)	40-44	5	4
No usual address (Vic.)	40-44	6	7
No usual address (Vic.)	45-49		48
No usual address (Vic.)	45-49	0	43
No usual address (Vic.)	45-49	1	14
No usual address (Vic.)	45-49	2	23
No usual address (Vic.)	45-49	3	27
No usual address (Vic.)	45-49	4	11
No usual address (Vic.)	45-49	5	5
No usual address (Vic.)	45-49	6	3
No usual address (Vic.)	50-54		47
No usual address (Vic.)	50-54	0	47
No usual address (Vic.)	50-54	1	21
No usual address (Vic.)	50-54	2	36
No usual address (Vic.)	50-54	3	15
No usual address (Vic.)	50-54	4	10
No usual address (Vic.)	50-54	5	3
No usual address (Vic.)	55-59		41
No usual address (Vic.)	55-59	0	31
No usual address (Vic.)	55-59	1	9
No usual address (Vic.)	55-59	2	47
No usual address (Vic.)	55-59	3	32
No usual address (Vic.)	55-59	4	15
No usual address (Vic.)	55-59	5	9
No usual address (Vic.)	55-59	6	3
No usual address (Vic.)	60-64		35
No usual address (Vic.)	60-64	0	24
No usual address (Vic.)	60-64	1	13
No usual address (Vic.)	60-64	2	35
No usual address (Vic.)	60-64	3	32
No usual address (Vic.)	60-64	4	8
No usual address (Vic.)	60-64	5	3
No usual address (Vic.)	60-64	6	3
No usual address (Vic.)	65-69		17
No usual address (Vic.)	65-69	0	22
No usual address (Vic.)	65-69	1	11
No usual address (Vic.)	65-69	2	34
No usual address (Vic.)	65-69	3	32
No usual address (Vic.)	65-69	4	18
No usual address (Vic.)	65-69	6	3
No usual address (Vic.)	70-74		17
No usual address (Vic.)	70-74	0	6
No usual address (Vic.)	70-74	2	18
No usual address (Vic.)	70-74	3	9
No usual address (Vic.)	70-74	4	10
No usual address (Vic.)	70-74	5	10
No usual address (Vic.)	75-79		4
No usual address (Vic.)	75-79	0	5
No usual address (Vic.)	75-79	1	3
No usual address (Vic.)	75-79	2	6
No usual address (Vic.)	75-79	3	8
No usual address (Vic.)	75-79	4	4
No usual address (Vic.)	80-84		3
No usual address (Vic.)	80-84	2	4
No usual address (Vic.)	80-84	3	3
No usual address (Vic.)	80-84	6	3
No usual address (Vic.)	85+		9
No usual address (Vic.)	85+	0	3
No usual address (Vic.)	85+	2	6
No usual address (Vic.)	85+	3	6
No usual address (Vic.)	85+	5	4
No usual address (Vic.)	85+	6	5
Brisbane - East	15-19		537
Brisbane - East	15-19	0	6422
Brisbane - East	15-19	1	44
Brisbane - East	15-19	2	11
Brisbane - East	20-24		356
Brisbane - East	20-24	0	4910
Brisbane - East	20-24	1	498
Brisbane - East	20-24	2	179
Brisbane - East	20-24	3	32
Brisbane - East	20-24	4	8
Brisbane - East	20-24	6	3
Brisbane - East	25-29		335
Brisbane - East	25-29	0	3317
Brisbane - East	25-29	1	1132
Brisbane - East	25-29	2	774
Brisbane - East	25-29	3	232
Brisbane - East	25-29	4	54
Brisbane - East	25-29	5	19
Brisbane - East	25-29	6	4
Brisbane - East	30-34		326
Brisbane - East	30-34	0	2092
Brisbane - East	30-34	1	1551
Brisbane - East	30-34	2	1981
Brisbane - East	30-34	3	647
Brisbane - East	30-34	4	182
Brisbane - East	30-34	5	61
Brisbane - East	30-34	6	33
Brisbane - East	35-39		302
Brisbane - East	35-39	0	1223
Brisbane - East	35-39	1	1325
Brisbane - East	35-39	2	2741
Brisbane - East	35-39	3	1225
Brisbane - East	35-39	4	383
Brisbane - East	35-39	5	93
Brisbane - East	35-39	6	50
Brisbane - East	40-44		320
Brisbane - East	40-44	0	1132
Brisbane - East	40-44	1	1219
Brisbane - East	40-44	2	3365
Brisbane - East	40-44	3	1596
Brisbane - East	40-44	4	535
Brisbane - East	40-44	5	122
Brisbane - East	40-44	6	97
Brisbane - East	45-49		339
Brisbane - East	45-49	0	1067
Brisbane - East	45-49	1	1249
Brisbane - East	45-49	2	3462
Brisbane - East	45-49	3	1721
Brisbane - East	45-49	4	513
Brisbane - East	45-49	5	159
Brisbane - East	45-49	6	86
Brisbane - East	50-54		358
Brisbane - East	50-54	0	1095
Brisbane - East	50-54	1	1031
Brisbane - East	50-54	2	3217
Brisbane - East	50-54	3	1739
Brisbane - East	50-54	4	559
Brisbane - East	50-54	5	182
Brisbane - East	50-54	6	93
Brisbane - East	55-59		359
Brisbane - East	55-59	0	915
Brisbane - East	55-59	1	871
Brisbane - East	55-59	2	2941
Brisbane - East	55-59	3	1837
Brisbane - East	55-59	4	646
Brisbane - East	55-59	5	168
Brisbane - East	55-59	6	77
Brisbane - East	60-64		329
Brisbane - East	60-64	0	759
Brisbane - East	60-64	1	721
Brisbane - East	60-64	2	2580
Brisbane - East	60-64	3	1661
Brisbane - East	60-64	4	604
Brisbane - East	60-64	5	166
Brisbane - East	60-64	6	81
Brisbane - East	65-69		336
Brisbane - East	65-69	0	612
Brisbane - East	65-69	1	584
Brisbane - East	65-69	2	2326
Brisbane - East	65-69	3	1563
Brisbane - East	65-69	4	640
Brisbane - East	65-69	5	166
Brisbane - East	65-69	6	103
Brisbane - East	70-74		298
Brisbane - East	70-74	0	417
Brisbane - East	70-74	1	414
Brisbane - East	70-74	2	1593
Brisbane - East	70-74	3	1223
Brisbane - East	70-74	4	541
Brisbane - East	70-74	5	175
Brisbane - East	70-74	6	98
Brisbane - East	75-79		273
Brisbane - East	75-79	0	278
Brisbane - East	75-79	1	230
Brisbane - East	75-79	2	871
Brisbane - East	75-79	3	859
Brisbane - East	75-79	4	514
Brisbane - East	75-79	5	224
Brisbane - East	75-79	6	130
Brisbane - East	80-84		265
Brisbane - East	80-84	0	167
Brisbane - East	80-84	1	166
Brisbane - East	80-84	2	529
Brisbane - East	80-84	3	576
Brisbane - East	80-84	4	360
Brisbane - East	80-84	5	207
Brisbane - East	80-84	6	186
Brisbane - East	85+		610
Brisbane - East	85+	0	208
Brisbane - East	85+	1	213
Brisbane - East	85+	2	605
Brisbane - East	85+	3	557
Brisbane - East	85+	4	399
Brisbane - East	85+	5	204
Brisbane - East	85+	6	193
Brisbane - North	15-19		469
Brisbane - North	15-19	0	5098
Brisbane - North	15-19	1	40
Brisbane - North	15-19	2	5
Brisbane - North	20-24		587
Brisbane - North	20-24	0	5986
Brisbane - North	20-24	1	378
Brisbane - North	20-24	2	100
Brisbane - North	20-24	3	29
Brisbane - North	20-24	4	11
Brisbane - North	20-24	6	3
Brisbane - North	25-29		578
Brisbane - North	25-29	0	5639
Brisbane - North	25-29	1	1232
Brisbane - North	25-29	2	533
Brisbane - North	25-29	3	127
Brisbane - North	25-29	4	39
Brisbane - North	25-29	5	6
Brisbane - North	25-29	6	10
Brisbane - North	30-34		505
Brisbane - North	30-34	0	3712
Brisbane - North	30-34	1	2111
Brisbane - North	30-34	2	1722
Brisbane - North	30-34	3	421
Brisbane - North	30-34	4	113
Brisbane - North	30-34	5	32
Brisbane - North	30-34	6	22
Brisbane - North	35-39		375
Brisbane - North	35-39	0	1959
Brisbane - North	35-39	1	1568
Brisbane - North	35-39	2	2555
Brisbane - North	35-39	3	884
Brisbane - North	35-39	4	224
Brisbane - North	35-39	5	68
Brisbane - North	35-39	6	56
Brisbane - North	40-44		362
Brisbane - North	40-44	0	1597
Brisbane - North	40-44	1	1244
Brisbane - North	40-44	2	2820
Brisbane - North	40-44	3	1244
Brisbane - North	40-44	4	329
Brisbane - North	40-44	5	101
Brisbane - North	40-44	6	76
Brisbane - North	45-49		348
Brisbane - North	45-49	0	1343
Brisbane - North	45-49	1	1125
Brisbane - North	45-49	2	2627
Brisbane - North	45-49	3	1256
Brisbane - North	45-49	4	384
Brisbane - North	45-49	5	112
Brisbane - North	45-49	6	71
Brisbane - North	50-54		329
Brisbane - North	50-54	0	1206
Brisbane - North	50-54	1	922
Brisbane - North	50-54	2	2346
Brisbane - North	50-54	3	1235
Brisbane - North	50-54	4	412
Brisbane - North	50-54	5	106
Brisbane - North	50-54	6	64
Brisbane - North	55-59		294
Brisbane - North	55-59	0	1032
Brisbane - North	55-59	1	753
Brisbane - North	55-59	2	2138
Brisbane - North	55-59	3	1253
Brisbane - North	55-59	4	458
Brisbane - North	55-59	5	121
Brisbane - North	55-59	6	75
Brisbane - North	60-64		273
Brisbane - North	60-64	0	829
Brisbane - North	60-64	1	617
Brisbane - North	60-64	2	1829
Brisbane - North	60-64	3	1178
Brisbane - North	60-64	4	469
Brisbane - North	60-64	5	138
Brisbane - North	60-64	6	75
Brisbane - North	65-69		250
Brisbane - North	65-69	0	611
Brisbane - North	65-69	1	436
Brisbane - North	65-69	2	1626
Brisbane - North	65-69	3	1121
Brisbane - North	65-69	4	443
Brisbane - North	65-69	5	151
Brisbane - North	65-69	6	87
Brisbane - North	70-74		210
Brisbane - North	70-74	0	428
Brisbane - North	70-74	1	340
Brisbane - North	70-74	2	1236
Brisbane - North	70-74	3	968
Brisbane - North	70-74	4	450
Brisbane - North	70-74	5	156
Brisbane - North	70-74	6	91
Brisbane - North	75-79		266
Brisbane - North	75-79	0	326
Brisbane - North	75-79	1	199
Brisbane - North	75-79	2	818
Brisbane - North	75-79	3	798
Brisbane - North	75-79	4	448
Brisbane - North	75-79	5	193
Brisbane - North	75-79	6	138
Brisbane - North	80-84		287
Brisbane - North	80-84	0	271
Brisbane - North	80-84	1	157
Brisbane - North	80-84	2	562
Brisbane - North	80-84	3	565
Brisbane - North	80-84	4	396
Brisbane - North	80-84	5	203
Brisbane - North	80-84	6	190
Brisbane - North	85+		747
Brisbane - North	85+	0	324
Brisbane - North	85+	1	262
Brisbane - North	85+	2	632
Brisbane - North	85+	3	584
Brisbane - North	85+	4	452
Brisbane - North	85+	5	220
Brisbane - North	85+	6	212
Brisbane - South	15-19		897
Brisbane - South	15-19	0	9295
Brisbane - South	15-19	1	41
Brisbane - South	15-19	2	4
Brisbane - South	15-19	3	3
Brisbane - South	15-19	4	5
Brisbane - South	15-19	6	3
Brisbane - South	20-24		1293
Brisbane - South	20-24	0	12953
Brisbane - South	20-24	1	489
Brisbane - South	20-24	2	144
Brisbane - South	20-24	3	33
Brisbane - South	20-24	4	5
Brisbane - South	20-24	6	9
Brisbane - South	25-29		1236
Brisbane - South	25-29	0	11371
Brisbane - South	25-29	1	1842
Brisbane - South	25-29	2	814
Brisbane - South	25-29	3	198
Brisbane - South	25-29	4	40
Brisbane - South	25-29	5	15
Brisbane - South	25-29	6	11
Brisbane - South	30-34		967
Brisbane - South	30-34	0	6905
Brisbane - South	30-34	1	3632
Brisbane - South	30-34	2	2875
Brisbane - South	30-34	3	652
Brisbane - South	30-34	4	184
Brisbane - South	30-34	5	63
Brisbane - South	30-34	6	40
Brisbane - South	35-39		697
Brisbane - South	35-39	0	3329
Brisbane - South	35-39	1	2551
Brisbane - South	35-39	2	4294
Brisbane - South	35-39	3	1499
Brisbane - South	35-39	4	389
Brisbane - South	35-39	5	100
Brisbane - South	35-39	6	93
Brisbane - South	40-44		558
Brisbane - South	40-44	0	2201
Brisbane - South	40-44	1	1986
Brisbane - South	40-44	2	4529
Brisbane - South	40-44	3	1887
Brisbane - South	40-44	4	531
Brisbane - South	40-44	5	159
Brisbane - South	40-44	6	113
Brisbane - South	45-49		564
Brisbane - South	45-49	0	1942
Brisbane - South	45-49	1	1743
Brisbane - South	45-49	2	4315
Brisbane - South	45-49	3	1963
Brisbane - South	45-49	4	590
Brisbane - South	45-49	5	172
Brisbane - South	45-49	6	152
Brisbane - South	50-54		556
Brisbane - South	50-54	0	1656
Brisbane - South	50-54	1	1535
Brisbane - South	50-54	2	3886
Brisbane - South	50-54	3	1866
Brisbane - South	50-54	4	535
Brisbane - South	50-54	5	173
Brisbane - South	50-54	6	125
Brisbane - South	55-59		503
Brisbane - South	55-59	0	1327
Brisbane - South	55-59	1	1369
Brisbane - South	55-59	2	3359
Brisbane - South	55-59	3	1955
Brisbane - South	55-59	4	634
Brisbane - South	55-59	5	183
Brisbane - South	55-59	6	128
Brisbane - South	60-64		396
Brisbane - South	60-64	0	1091
Brisbane - South	60-64	1	1094
Brisbane - South	60-64	2	2806
Brisbane - South	60-64	3	1751
Brisbane - South	60-64	4	646
Brisbane - South	60-64	5	194
Brisbane - South	60-64	6	103
Brisbane - South	65-69		376
Brisbane - South	65-69	0	760
Brisbane - South	65-69	1	785
Brisbane - South	65-69	2	2388
Brisbane - South	65-69	3	1628
Brisbane - South	65-69	4	582
Brisbane - South	65-69	5	187
Brisbane - South	65-69	6	106
Brisbane - South	70-74		316
Brisbane - South	70-74	0	566
Brisbane - South	70-74	1	454
Brisbane - South	70-74	2	1653
Brisbane - South	70-74	3	1206
Brisbane - South	70-74	4	545
Brisbane - South	70-74	5	188
Brisbane - South	70-74	6	139
Brisbane - South	75-79		296
Brisbane - South	75-79	0	369
Brisbane - South	75-79	1	299
Brisbane - South	75-79	2	1082
Brisbane - South	75-79	3	953
Brisbane - South	75-79	4	523
Brisbane - South	75-79	5	241
Brisbane - South	75-79	6	194
Brisbane - South	80-84		293
Brisbane - South	80-84	0	258
Brisbane - South	80-84	1	198
Brisbane - South	80-84	2	689
Brisbane - South	80-84	3	732
Brisbane - South	80-84	4	478
Brisbane - South	80-84	5	252
Brisbane - South	80-84	6	223
Brisbane - South	85+		547
Brisbane - South	85+	0	367
Brisbane - South	85+	1	361
Brisbane - South	85+	2	913
Brisbane - South	85+	3	860
Brisbane - South	85+	4	515
Brisbane - South	85+	5	288
Brisbane - South	85+	6	301
Brisbane - West	15-19		459
Brisbane - West	15-19	0	6434
Brisbane - West	15-19	1	21
Brisbane - West	20-24		597
Brisbane - West	20-24	0	7333
Brisbane - West	20-24	1	132
Brisbane - West	20-24	2	52
Brisbane - West	20-24	3	13
Brisbane - West	20-24	4	3
Brisbane - West	25-29		365
Brisbane - West	25-29	0	4117
Brisbane - West	25-29	1	564
Brisbane - West	25-29	2	289
Brisbane - West	25-29	3	77
Brisbane - West	25-29	4	16
Brisbane - West	25-29	5	4
Brisbane - West	30-34		291
Brisbane - West	30-34	0	2400
Brisbane - West	30-34	1	1288
Brisbane - West	30-34	2	1228
Brisbane - West	30-34	3	369
Brisbane - West	30-34	4	55
Brisbane - West	30-34	5	15
Brisbane - West	30-34	6	11
Brisbane - West	35-39		240
Brisbane - West	35-39	0	1299
Brisbane - West	35-39	1	1140
Brisbane - West	35-39	2	2350
Brisbane - West	35-39	3	898
Brisbane - West	35-39	4	205
Brisbane - West	35-39	5	46
Brisbane - West	35-39	6	12
Brisbane - West	40-44		257
Brisbane - West	40-44	0	999
Brisbane - West	40-44	1	971
Brisbane - West	40-44	2	2909
Brisbane - West	40-44	3	1340
Brisbane - West	40-44	4	296
Brisbane - West	40-44	5	56
Brisbane - West	40-44	6	33
Brisbane - West	45-49		250
Brisbane - West	45-49	0	875
Brisbane - West	45-49	1	906
Brisbane - West	45-49	2	2872
Brisbane - West	45-49	3	1267
Brisbane - West	45-49	4	339
Brisbane - West	45-49	5	78
Brisbane - West	45-49	6	44
Brisbane - West	50-54		251
Brisbane - West	50-54	0	776
Brisbane - West	50-54	1	729
Brisbane - West	50-54	2	2375
Brisbane - West	50-54	3	1238
Brisbane - West	50-54	4	353
Brisbane - West	50-54	5	72
Brisbane - West	50-54	6	39
Brisbane - West	55-59		219
Brisbane - West	55-59	0	641
Brisbane - West	55-59	1	596
Brisbane - West	55-59	2	2090
Brisbane - West	55-59	3	1205
Brisbane - West	55-59	4	366
Brisbane - West	55-59	5	96
Brisbane - West	55-59	6	46
Brisbane - West	60-64		166
Brisbane - West	60-64	0	531
Brisbane - West	60-64	1	557
Brisbane - West	60-64	2	1813
Brisbane - West	60-64	3	1066
Brisbane - West	60-64	4	363
Brisbane - West	60-64	5	88
Brisbane - West	60-64	6	47
Brisbane - West	65-69		212
Brisbane - West	65-69	0	450
Brisbane - West	65-69	1	429
Brisbane - West	65-69	2	1741
Brisbane - West	65-69	3	1044
Brisbane - West	65-69	4	386
Brisbane - West	65-69	5	100
Brisbane - West	65-69	6	50
Brisbane - West	70-74		177
Brisbane - West	70-74	0	309
Brisbane - West	70-74	1	282
Brisbane - West	70-74	2	1114
Brisbane - West	70-74	3	868
Brisbane - West	70-74	4	284
Brisbane - West	70-74	5	92
Brisbane - West	70-74	6	47
Brisbane - West	75-79		164
Brisbane - West	75-79	0	206
Brisbane - West	75-79	1	147
Brisbane - West	75-79	2	627
Brisbane - West	75-79	3	582
Brisbane - West	75-79	4	308
Brisbane - West	75-79	5	118
Brisbane - West	75-79	6	75
Brisbane - West	80-84		176
Brisbane - West	80-84	0	140
Brisbane - West	80-84	1	125
Brisbane - West	80-84	2	360
Brisbane - West	80-84	3	372
Brisbane - West	80-84	4	259
Brisbane - West	80-84	5	105
Brisbane - West	80-84	6	87
Brisbane - West	85+		550
Brisbane - West	85+	0	156
Brisbane - West	85+	1	176
Brisbane - West	85+	2	476
Brisbane - West	85+	3	457
Brisbane - West	85+	4	289
Brisbane - West	85+	5	127
Brisbane - West	85+	6	129
Brisbane Inner City	15-19		754
Brisbane Inner City	15-19	0	6365
Brisbane Inner City	15-19	1	20
Brisbane Inner City	20-24		1498
Brisbane Inner City	20-24	0	12708
Brisbane Inner City	20-24	1	186
Brisbane Inner City	20-24	2	43
Brisbane Inner City	20-24	3	4
Brisbane Inner City	20-24	4	4
Brisbane Inner City	20-24	6	4
Brisbane Inner City	25-29		1699
Brisbane Inner City	25-29	0	12834
Brisbane Inner City	25-29	1	788
Brisbane Inner City	25-29	2	208
Brisbane Inner City	25-29	3	49
Brisbane Inner City	25-29	4	10
Brisbane Inner City	25-29	5	4
Brisbane Inner City	25-29	6	7
Brisbane Inner City	30-34		1218
Brisbane Inner City	30-34	0	8241
Brisbane Inner City	30-34	1	2066
Brisbane Inner City	30-34	2	1095
Brisbane Inner City	30-34	3	232
Brisbane Inner City	30-34	4	32
Brisbane Inner City	30-34	5	15
Brisbane Inner City	30-34	6	5
Brisbane Inner City	35-39		797
Brisbane Inner City	35-39	0	4053
Brisbane Inner City	35-39	1	1637
Brisbane Inner City	35-39	2	2215
Brisbane Inner City	35-39	3	781
Brisbane Inner City	35-39	4	166
Brisbane Inner City	35-39	5	22
Brisbane Inner City	35-39	6	16
Brisbane Inner City	40-44		675
Brisbane Inner City	40-44	0	2638
Brisbane Inner City	40-44	1	1393
Brisbane Inner City	40-44	2	2798
Brisbane Inner City	40-44	3	1194
Brisbane Inner City	40-44	4	256
Brisbane Inner City	40-44	5	44
Brisbane Inner City	40-44	6	21
Brisbane Inner City	45-49		633
Brisbane Inner City	45-49	0	2115
Brisbane Inner City	45-49	1	1244
Brisbane Inner City	45-49	2	2721
Brisbane Inner City	45-49	3	1248
Brisbane Inner City	45-49	4	320
Brisbane Inner City	45-49	5	52
Brisbane Inner City	45-49	6	33
Brisbane Inner City	50-54		551
Brisbane Inner City	50-54	0	1633
Brisbane Inner City	50-54	1	985
Brisbane Inner City	50-54	2	2406
Brisbane Inner City	50-54	3	1222
Brisbane Inner City	50-54	4	305
Brisbane Inner City	50-54	5	70
Brisbane Inner City	50-54	6	33
Brisbane Inner City	55-59		486
Brisbane Inner City	55-59	0	1354
Brisbane Inner City	55-59	1	849
Brisbane Inner City	55-59	2	1943
Brisbane Inner City	55-59	3	1066
Brisbane Inner City	55-59	4	377
Brisbane Inner City	55-59	5	93
Brisbane Inner City	55-59	6	37
Brisbane Inner City	60-64		479
Brisbane Inner City	60-64	0	940
Brisbane Inner City	60-64	1	690
Brisbane Inner City	60-64	2	1664
Brisbane Inner City	60-64	3	953
Brisbane Inner City	60-64	4	376
Brisbane Inner City	60-64	5	85
Brisbane Inner City	60-64	6	43
Brisbane Inner City	65-69		359
Brisbane Inner City	65-69	0	690
Brisbane Inner City	65-69	1	459
Brisbane Inner City	65-69	2	1338
Brisbane Inner City	65-69	3	872
Brisbane Inner City	65-69	4	347
Brisbane Inner City	65-69	5	89
Brisbane Inner City	65-69	6	55
Brisbane Inner City	70-74		269
Brisbane Inner City	70-74	0	473
Brisbane Inner City	70-74	1	265
Brisbane Inner City	70-74	2	813
Brisbane Inner City	70-74	3	640
Brisbane Inner City	70-74	4	283
Brisbane Inner City	70-74	5	105
Brisbane Inner City	70-74	6	55
Brisbane Inner City	75-79		207
Brisbane Inner City	75-79	0	259
Brisbane Inner City	75-79	1	147
Brisbane Inner City	75-79	2	497
Brisbane Inner City	75-79	3	442
Brisbane Inner City	75-79	4	234
Brisbane Inner City	75-79	5	110
Brisbane Inner City	75-79	6	63
Brisbane Inner City	80-84		175
Brisbane Inner City	80-84	0	181
Brisbane Inner City	80-84	1	101
Brisbane Inner City	80-84	2	313
Brisbane Inner City	80-84	3	304
Brisbane Inner City	80-84	4	231
Brisbane Inner City	80-84	5	106
Brisbane Inner City	80-84	6	97
Brisbane Inner City	85+		488
Brisbane Inner City	85+	0	247
Brisbane Inner City	85+	1	175
Brisbane Inner City	85+	2	438
Brisbane Inner City	85+	3	394
Brisbane Inner City	85+	4	263
Brisbane Inner City	85+	5	112
Brisbane Inner City	85+	6	128
Cairns	15-19		1057
Cairns	15-19	0	5808
Cairns	15-19	1	132
Cairns	15-19	2	17
Cairns	15-19	3	3
Cairns	15-19	4	8
Cairns	20-24		833
Cairns	20-24	0	4519
Cairns	20-24	1	752
Cairns	20-24	2	312
Cairns	20-24	3	76
Cairns	20-24	4	22
Cairns	20-24	6	7
Cairns	25-29		931
Cairns	25-29	0	3982
Cairns	25-29	1	1210
Cairns	25-29	2	974
Cairns	25-29	3	398
Cairns	25-29	4	154
Cairns	25-29	5	38
Cairns	25-29	6	19
Cairns	30-34		831
Cairns	30-34	0	2628
Cairns	30-34	1	1511
Cairns	30-34	2	1799
Cairns	30-34	3	737
Cairns	30-34	4	295
Cairns	30-34	5	109
Cairns	30-34	6	93
Cairns	35-39		757
Cairns	35-39	0	1684
Cairns	35-39	1	1283
Cairns	35-39	2	2367
Cairns	35-39	3	1200
Cairns	35-39	4	454
Cairns	35-39	5	175
Cairns	35-39	6	171
Cairns	40-44		838
Cairns	40-44	0	1463
Cairns	40-44	1	1271
Cairns	40-44	2	2733
Cairns	40-44	3	1508
Cairns	40-44	4	596
Cairns	40-44	5	229
Cairns	40-44	6	224
Cairns	45-49		816
Cairns	45-49	0	1484
Cairns	45-49	1	1167
Cairns	45-49	2	2860
Cairns	45-49	3	1565
Cairns	45-49	4	589
Cairns	45-49	5	225
Cairns	45-49	6	252
Cairns	50-54		804
Cairns	50-54	0	1483
Cairns	50-54	1	1122
Cairns	50-54	2	2699
Cairns	50-54	3	1548
Cairns	50-54	4	602
Cairns	50-54	5	225
Cairns	50-54	6	206
Cairns	55-59		817
Cairns	55-59	0	1270
Cairns	55-59	1	894
Cairns	55-59	2	2633
Cairns	55-59	3	1677
Cairns	55-59	4	687
Cairns	55-59	5	242
Cairns	55-59	6	180
Cairns	60-64		712
Cairns	60-64	0	973
Cairns	60-64	1	766
Cairns	60-64	2	2354
Cairns	60-64	3	1601
Cairns	60-64	4	641
Cairns	60-64	5	190
Cairns	60-64	6	182
Cairns	65-69		624
Cairns	65-69	0	643
Cairns	65-69	1	596
Cairns	65-69	2	1993
Cairns	65-69	3	1386
Cairns	65-69	4	632
Cairns	65-69	5	210
Cairns	65-69	6	147
Cairns	70-74		518
Cairns	70-74	0	399
Cairns	70-74	1	368
Cairns	70-74	2	1292
Cairns	70-74	3	1093
Cairns	70-74	4	530
Cairns	70-74	5	205
Cairns	70-74	6	167
Cairns	75-79		412
Cairns	75-79	0	230
Cairns	75-79	1	207
Cairns	75-79	2	706
Cairns	75-79	3	712
Cairns	75-79	4	447
Cairns	75-79	5	198
Cairns	75-79	6	167
Cairns	80-84		267
Cairns	80-84	0	144
Cairns	80-84	1	137
Cairns	80-84	2	370
Cairns	80-84	3	442
Cairns	80-84	4	316
Cairns	80-84	5	171
Cairns	80-84	6	165
Cairns	85+		406
Cairns	85+	0	157
Cairns	85+	1	154
Cairns	85+	2	447
Cairns	85+	3	463
Cairns	85+	4	305
Cairns	85+	5	167
Cairns	85+	6	204
Darling Downs - Maranoa	15-19		516
Darling Downs - Maranoa	15-19	0	2954
Darling Downs - Maranoa	15-19	1	93
Darling Downs - Maranoa	15-19	2	7
Darling Downs - Maranoa	15-19	3	3
Darling Downs - Maranoa	20-24		303
Darling Downs - Maranoa	20-24	0	2071
Darling Downs - Maranoa	20-24	1	475
Darling Downs - Maranoa	20-24	2	252
Darling Downs - Maranoa	20-24	3	69
Darling Downs - Maranoa	20-24	4	14
Darling Downs - Maranoa	25-29		309
Darling Downs - Maranoa	25-29	0	1429
Darling Downs - Maranoa	25-29	1	587
Darling Downs - Maranoa	25-29	2	592
Darling Downs - Maranoa	25-29	3	306
Darling Downs - Maranoa	25-29	4	107
Darling Downs - Maranoa	25-29	5	24
Darling Downs - Maranoa	25-29	6	14
Darling Downs - Maranoa	30-34		265
Darling Downs - Maranoa	30-34	0	783
Darling Downs - Maranoa	30-34	1	592
Darling Downs - Maranoa	30-34	2	1004
Darling Downs - Maranoa	30-34	3	609
Darling Downs - Maranoa	30-34	4	236
Darling Downs - Maranoa	30-34	5	73
Darling Downs - Maranoa	30-34	6	48
Darling Downs - Maranoa	35-39		313
Darling Downs - Maranoa	35-39	0	426
Darling Downs - Maranoa	35-39	1	387
Darling Downs - Maranoa	35-39	2	1088
Darling Downs - Maranoa	35-39	3	766
Darling Downs - Maranoa	35-39	4	363
Darling Downs - Maranoa	35-39	5	118
Darling Downs - Maranoa	35-39	6	92
Darling Downs - Maranoa	40-44		322
Darling Downs - Maranoa	40-44	0	392
Darling Downs - Maranoa	40-44	1	393
Darling Downs - Maranoa	40-44	2	1202
Darling Downs - Maranoa	40-44	3	930
Darling Downs - Maranoa	40-44	4	453
Darling Downs - Maranoa	40-44	5	168
Darling Downs - Maranoa	40-44	6	122
Darling Downs - Maranoa	45-49		369
Darling Downs - Maranoa	45-49	0	425
Darling Downs - Maranoa	45-49	1	351
Darling Downs - Maranoa	45-49	2	1293
Darling Downs - Maranoa	45-49	3	1018
Darling Downs - Maranoa	45-49	4	454
Darling Downs - Maranoa	45-49	5	143
Darling Downs - Maranoa	45-49	6	119
Darling Downs - Maranoa	50-54		341
Darling Downs - Maranoa	50-54	0	444
