SA4_NAME16	Age	Sex	Volunteer	adults
Sydney - Outer West and Blue Mountains	15-19	F		703
Sydney - Outer West and Blue Mountains	15-19	F	0	7211
Sydney - Outer West and Blue Mountains	15-19	F	1	1895
Sydney - Outer West and Blue Mountains	15-19	M		764
Sydney - Outer West and Blue Mountains	15-19	M	0	7951
Sydney - Outer West and Blue Mountains	15-19	M	1	1658
Sydney - Outer West and Blue Mountains	20-24	F		686
Sydney - Outer West and Blue Mountains	20-24	F	0	7795
Sydney - Outer West and Blue Mountains	20-24	F	1	1538
Sydney - Outer West and Blue Mountains	20-24	M		751
Sydney - Outer West and Blue Mountains	20-24	M	0	8215
Sydney - Outer West and Blue Mountains	20-24	M	1	1317
Sydney - Outer West and Blue Mountains	25-34	F		1417
Sydney - Outer West and Blue Mountains	25-34	F	0	16945
Sydney - Outer West and Blue Mountains	25-34	F	1	3162
Sydney - Outer West and Blue Mountains	25-34	M		1616
Sydney - Outer West and Blue Mountains	25-34	M	0	16682
Sydney - Outer West and Blue Mountains	25-34	M	1	2266
Sydney - Outer West and Blue Mountains	35-44	F		1230
Sydney - Outer West and Blue Mountains	35-44	F	0	15232
Sydney - Outer West and Blue Mountains	35-44	F	1	4632
Sydney - Outer West and Blue Mountains	35-44	M		1444
Sydney - Outer West and Blue Mountains	35-44	M	0	15594
Sydney - Outer West and Blue Mountains	35-44	M	1	3233
Sydney - Outer West and Blue Mountains	45-54	F		1216
Sydney - Outer West and Blue Mountains	45-54	F	0	15474
Sydney - Outer West and Blue Mountains	45-54	F	1	4220
Sydney - Outer West and Blue Mountains	45-54	M		1309
Sydney - Outer West and Blue Mountains	45-54	M	0	14824
Sydney - Outer West and Blue Mountains	45-54	M	1	3356
Sydney - Outer West and Blue Mountains	55-64	F		1099
Sydney - Outer West and Blue Mountains	55-64	F	0	14944
Sydney - Outer West and Blue Mountains	55-64	F	1	3637
Sydney - Outer West and Blue Mountains	55-64	M		1126
Sydney - Outer West and Blue Mountains	55-64	M	0	14069
Sydney - Outer West and Blue Mountains	55-64	M	1	2933
Sydney - Outer West and Blue Mountains	65-74	F		1089
Sydney - Outer West and Blue Mountains	65-74	F	0	9640
Sydney - Outer West and Blue Mountains	65-74	F	1	2856
Sydney - Outer West and Blue Mountains	65-74	M		937
Sydney - Outer West and Blue Mountains	65-74	M	0	9471
Sydney - Outer West and Blue Mountains	65-74	M	1	2360
Sydney - Outer West and Blue Mountains	75-84	F		779
Sydney - Outer West and Blue Mountains	75-84	F	0	4730
Sydney - Outer West and Blue Mountains	75-84	F	1	1026
Sydney - Outer West and Blue Mountains	75-84	M		541
Sydney - Outer West and Blue Mountains	75-84	M	0	3865
Sydney - Outer West and Blue Mountains	75-84	M	1	810
Sydney - Outer West and Blue Mountains	85+	F		395
Sydney - Outer West and Blue Mountains	85+	F	0	2429
Sydney - Outer West and Blue Mountains	85+	F	1	188
Sydney - Outer West and Blue Mountains	85+	M		217
Sydney - Outer West and Blue Mountains	85+	M	0	1234
Sydney - Outer West and Blue Mountains	85+	M	1	105
Sydney - Parramatta	15-19	F		833
Sydney - Parramatta	15-19	F	0	8870
Sydney - Parramatta	15-19	F	1	2154
Sydney - Parramatta	15-19	M		991
Sydney - Parramatta	15-19	M	0	10031
Sydney - Parramatta	15-19	M	1	1791
Sydney - Parramatta	20-24	F		1145
Sydney - Parramatta	20-24	F	0	11209
Sydney - Parramatta	20-24	F	1	2476
Sydney - Parramatta	20-24	M		1602
Sydney - Parramatta	20-24	M	0	13561
Sydney - Parramatta	20-24	M	1	2190
Sydney - Parramatta	25-34	F		3247
Sydney - Parramatta	25-34	F	0	34322
Sydney - Parramatta	25-34	F	1	5139
Sydney - Parramatta	25-34	M		4307
Sydney - Parramatta	25-34	M	0	36554
Sydney - Parramatta	25-34	M	1	4432
Sydney - Parramatta	35-44	F		2100
Sydney - Parramatta	35-44	F	0	23886
Sydney - Parramatta	35-44	F	1	5489
Sydney - Parramatta	35-44	M		3005
Sydney - Parramatta	35-44	M	0	27572
Sydney - Parramatta	35-44	M	1	4477
Sydney - Parramatta	45-54	F		1722
Sydney - Parramatta	45-54	F	0	20159
Sydney - Parramatta	45-54	F	1	4406
Sydney - Parramatta	45-54	M		2007
Sydney - Parramatta	45-54	M	0	20431
Sydney - Parramatta	45-54	M	1	3632
Sydney - Parramatta	55-64	F		1390
Sydney - Parramatta	55-64	F	0	17634
Sydney - Parramatta	55-64	F	1	3021
Sydney - Parramatta	55-64	M		1589
Sydney - Parramatta	55-64	M	0	16974
Sydney - Parramatta	55-64	M	1	2733
Sydney - Parramatta	65-74	F		1059
Sydney - Parramatta	65-74	F	0	11502
Sydney - Parramatta	65-74	F	1	2152
Sydney - Parramatta	65-74	M		1074
Sydney - Parramatta	65-74	M	0	11252
Sydney - Parramatta	65-74	M	1	1780
Sydney - Parramatta	75-84	F		925
Sydney - Parramatta	75-84	F	0	7033
Sydney - Parramatta	75-84	F	1	951
Sydney - Parramatta	75-84	M		726
Sydney - Parramatta	75-84	M	0	6002
Sydney - Parramatta	75-84	M	1	809
Sydney - Parramatta	85+	F		650
Sydney - Parramatta	85+	F	0	3955
Sydney - Parramatta	85+	F	1	222
Sydney - Parramatta	85+	M		362
Sydney - Parramatta	85+	M	0	2240
Sydney - Parramatta	85+	M	1	168
Sydney - Ryde	15-19	F		235
Sydney - Ryde	15-19	F	0	3366
Sydney - Ryde	15-19	F	1	1414
Sydney - Ryde	15-19	M		277
Sydney - Ryde	15-19	M	0	4019
Sydney - Ryde	15-19	M	1	1522
Sydney - Ryde	20-24	F		340
Sydney - Ryde	20-24	F	0	5220
Sydney - Ryde	20-24	F	1	1606
Sydney - Ryde	20-24	M		324
Sydney - Ryde	20-24	M	0	5443
Sydney - Ryde	20-24	M	1	1301
Sydney - Ryde	25-34	F		733
Sydney - Ryde	25-34	F	0	11551
Sydney - Ryde	25-34	F	1	2417
Sydney - Ryde	25-34	M		754
Sydney - Ryde	25-34	M	0	11390
Sydney - Ryde	25-34	M	1	2009
Sydney - Ryde	35-44	F		515
Sydney - Ryde	35-44	F	0	9108
Sydney - Ryde	35-44	F	1	3618
Sydney - Ryde	35-44	M		599
Sydney - Ryde	35-44	M	0	9571
Sydney - Ryde	35-44	M	1	2456
Sydney - Ryde	45-54	F		438
Sydney - Ryde	45-54	F	0	8268
Sydney - Ryde	45-54	F	1	3591
Sydney - Ryde	45-54	M		497
Sydney - Ryde	45-54	M	0	8077
Sydney - Ryde	45-54	M	1	2756
Sydney - Ryde	55-64	F		432
Sydney - Ryde	55-64	F	0	7838
Sydney - Ryde	55-64	F	1	2381
Sydney - Ryde	55-64	M		416
Sydney - Ryde	55-64	M	0	7148
Sydney - Ryde	55-64	M	1	2061
Sydney - Ryde	65-74	F		382
Sydney - Ryde	65-74	F	0	5166
Sydney - Ryde	65-74	F	1	1680
Sydney - Ryde	65-74	M		343
Sydney - Ryde	65-74	M	0	4920
Sydney - Ryde	65-74	M	1	1457
Sydney - Ryde	75-84	F		376
Sydney - Ryde	75-84	F	0	3578
Sydney - Ryde	75-84	F	1	893
Sydney - Ryde	75-84	M		268
Sydney - Ryde	75-84	M	0	2819
Sydney - Ryde	75-84	M	1	705
Sydney - Ryde	85+	F		371
Sydney - Ryde	85+	F	0	2522
Sydney - Ryde	85+	F	1	244
Sydney - Ryde	85+	M		162
Sydney - Ryde	85+	M	0	1482
Sydney - Ryde	85+	M	1	151
Sydney - South West	15-19	F		1090
Sydney - South West	15-19	F	0	10683
Sydney - South West	15-19	F	1	2231
Sydney - South West	15-19	M		1215
Sydney - South West	15-19	M	0	12184
Sydney - South West	15-19	M	1	1626
Sydney - South West	20-24	F		999
Sydney - South West	20-24	F	0	11644
Sydney - South West	20-24	F	1	2029
Sydney - South West	20-24	M		1126
Sydney - South West	20-24	M	0	12585
Sydney - South West	20-24	M	1	1498
Sydney - South West	25-34	F		2106
Sydney - South West	25-34	F	0	24881
Sydney - South West	25-34	F	1	2976
Sydney - South West	25-34	M		2171
Sydney - South West	25-34	M	0	23754
Sydney - South West	25-34	M	1	2251
Sydney - South West	35-44	F		1886
Sydney - South West	35-44	F	0	23068
Sydney - South West	35-44	F	1	3664
Sydney - South West	35-44	M		1942
Sydney - South West	35-44	M	0	22209
Sydney - South West	35-44	M	1	2513
Sydney - South West	45-54	F		1733
Sydney - South West	45-54	F	0	22525
Sydney - South West	45-54	F	1	3093
Sydney - South West	45-54	M		1911
Sydney - South West	45-54	M	0	22494
Sydney - South West	45-54	M	1	2532
Sydney - South West	55-64	F		1533
Sydney - South West	55-64	F	0	19497
Sydney - South West	55-64	F	1	2359
Sydney - South West	55-64	M		1524
Sydney - South West	55-64	M	0	18875
Sydney - South West	55-64	M	1	1822
Sydney - South West	65-74	F		1141
Sydney - South West	65-74	F	0	11781
Sydney - South West	65-74	F	1	1316
Sydney - South West	65-74	M		1095
Sydney - South West	65-74	M	0	11481
Sydney - South West	65-74	M	1	1107
Sydney - South West	75-84	F		814
Sydney - South West	75-84	F	0	6756
Sydney - South West	75-84	F	1	524
Sydney - South West	75-84	M		666
Sydney - South West	75-84	M	0	5760
Sydney - South West	75-84	M	1	392
Sydney - South West	85+	F		369
Sydney - South West	85+	F	0	2983
Sydney - South West	85+	F	1	82
Sydney - South West	85+	M		230
Sydney - South West	85+	M	0	1820
Sydney - South West	85+	M	1	61
Sydney - Sutherland	15-19	F		339
Sydney - Sutherland	15-19	F	0	4539
Sydney - Sutherland	15-19	F	1	1497
Sydney - Sutherland	15-19	M		340
Sydney - Sutherland	15-19	M	0	5146
Sydney - Sutherland	15-19	M	1	1233
Sydney - Sutherland	20-24	F		255
Sydney - Sutherland	20-24	F	0	4728
Sydney - Sutherland	20-24	F	1	1198
Sydney - Sutherland	20-24	M		272
Sydney - Sutherland	20-24	M	0	5232
Sydney - Sutherland	20-24	M	1	991
Sydney - Sutherland	25-34	F		669
Sydney - Sutherland	25-34	F	0	10731
Sydney - Sutherland	25-34	F	1	2075
Sydney - Sutherland	25-34	M		654
Sydney - Sutherland	25-34	M	0	10428
Sydney - Sutherland	25-34	M	1	1625
Sydney - Sutherland	35-44	F		648
Sydney - Sutherland	35-44	F	0	10884
Sydney - Sutherland	35-44	F	1	3963
Sydney - Sutherland	35-44	M		704
Sydney - Sutherland	35-44	M	0	11209
Sydney - Sutherland	35-44	M	1	2676
Sydney - Sutherland	45-54	F		611
Sydney - Sutherland	45-54	F	0	11049
Sydney - Sutherland	45-54	F	1	3893
Sydney - Sutherland	45-54	M		657
Sydney - Sutherland	45-54	M	0	10713
Sydney - Sutherland	45-54	M	1	3264
Sydney - Sutherland	55-64	F		603
Sydney - Sutherland	55-64	F	0	10746
Sydney - Sutherland	55-64	F	1	2613
Sydney - Sutherland	55-64	M		624
Sydney - Sutherland	55-64	M	0	10236
Sydney - Sutherland	55-64	M	1	2378
Sydney - Sutherland	65-74	F		537
Sydney - Sutherland	65-74	F	0	7712
Sydney - Sutherland	65-74	F	1	2122
Sydney - Sutherland	65-74	M		493
Sydney - Sutherland	65-74	M	0	7230
Sydney - Sutherland	65-74	M	1	1839
Sydney - Sutherland	75-84	F		500
Sydney - Sutherland	75-84	F	0	4533
Sydney - Sutherland	75-84	F	1	1046
Sydney - Sutherland	75-84	M		353
Sydney - Sutherland	75-84	M	0	3764
Sydney - Sutherland	75-84	M	1	843
Sydney - Sutherland	85+	F		383
Sydney - Sutherland	85+	F	0	3156
Sydney - Sutherland	85+	F	1	286
Sydney - Sutherland	85+	M		201
Sydney - Sutherland	85+	M	0	1708
Sydney - Sutherland	85+	M	1	210
Migratory - Offshore - Shipping (NSW)	15-19	F	0	8
Migratory - Offshore - Shipping (NSW)	15-19	M	0	5
Migratory - Offshore - Shipping (NSW)	20-24	F	0	4
Migratory - Offshore - Shipping (NSW)	20-24	M		3
Migratory - Offshore - Shipping (NSW)	20-24	M	1	3
Migratory - Offshore - Shipping (NSW)	25-34	F		5
Migratory - Offshore - Shipping (NSW)	25-34	F	0	18
Migratory - Offshore - Shipping (NSW)	25-34	M	0	10
Migratory - Offshore - Shipping (NSW)	35-44	F	0	14
Migratory - Offshore - Shipping (NSW)	35-44	M		3
Migratory - Offshore - Shipping (NSW)	35-44	M	0	7
Migratory - Offshore - Shipping (NSW)	45-54	F		5
Migratory - Offshore - Shipping (NSW)	45-54	F	0	19
Migratory - Offshore - Shipping (NSW)	45-54	F	1	4
Migratory - Offshore - Shipping (NSW)	45-54	M	0	15
Migratory - Offshore - Shipping (NSW)	45-54	M	1	3
Migratory - Offshore - Shipping (NSW)	55-64	F		8
Migratory - Offshore - Shipping (NSW)	55-64	F	0	34
Migratory - Offshore - Shipping (NSW)	55-64	F	1	6
Migratory - Offshore - Shipping (NSW)	55-64	M		4
Migratory - Offshore - Shipping (NSW)	55-64	M	0	16
Migratory - Offshore - Shipping (NSW)	55-64	M	1	3
Migratory - Offshore - Shipping (NSW)	65-74	F		17
Migratory - Offshore - Shipping (NSW)	65-74	F	0	40
Migratory - Offshore - Shipping (NSW)	65-74	F	1	8
Migratory - Offshore - Shipping (NSW)	65-74	M		5
Migratory - Offshore - Shipping (NSW)	65-74	M	0	29
Migratory - Offshore - Shipping (NSW)	65-74	M	1	10
Migratory - Offshore - Shipping (NSW)	75-84	F		11
Migratory - Offshore - Shipping (NSW)	75-84	F	0	13
Migratory - Offshore - Shipping (NSW)	75-84	F	1	6
Migratory - Offshore - Shipping (NSW)	75-84	M		9
Migratory - Offshore - Shipping (NSW)	75-84	M	0	14
Migratory - Offshore - Shipping (NSW)	75-84	M	1	3
Migratory - Offshore - Shipping (NSW)	85+	F	1	3
Migratory - Offshore - Shipping (NSW)	85+	M	0	4
No usual address (NSW)	15-19	F		48
No usual address (NSW)	15-19	F	0	149
No usual address (NSW)	15-19	F	1	38
No usual address (NSW)	15-19	M		76
No usual address (NSW)	15-19	M	0	174
No usual address (NSW)	15-19	M	1	37
No usual address (NSW)	20-24	F		132
No usual address (NSW)	20-24	F	0	396
No usual address (NSW)	20-24	F	1	88
No usual address (NSW)	20-24	M		168
No usual address (NSW)	20-24	M	0	495
No usual address (NSW)	20-24	M	1	88
No usual address (NSW)	25-34	F		276
No usual address (NSW)	25-34	F	0	649
No usual address (NSW)	25-34	F	1	167
No usual address (NSW)	25-34	M		508
No usual address (NSW)	25-34	M	0	978
No usual address (NSW)	25-34	M	1	132
No usual address (NSW)	35-44	F		191
No usual address (NSW)	35-44	F	0	349
No usual address (NSW)	35-44	F	1	92
No usual address (NSW)	35-44	M		495
No usual address (NSW)	35-44	M	0	676
No usual address (NSW)	35-44	M	1	100
No usual address (NSW)	45-54	F		182
No usual address (NSW)	45-54	F	0	361
No usual address (NSW)	45-54	F	1	107
No usual address (NSW)	45-54	M		455
No usual address (NSW)	45-54	M	0	593
No usual address (NSW)	45-54	M	1	100
No usual address (NSW)	55-64	F		147
No usual address (NSW)	55-64	F	0	468
No usual address (NSW)	55-64	F	1	124
No usual address (NSW)	55-64	M		315
No usual address (NSW)	55-64	M	0	583
No usual address (NSW)	55-64	M	1	89
No usual address (NSW)	65-74	F		93
No usual address (NSW)	65-74	F	0	316
No usual address (NSW)	65-74	F	1	70
No usual address (NSW)	65-74	M		176
No usual address (NSW)	65-74	M	0	470
No usual address (NSW)	65-74	M	1	73
No usual address (NSW)	75-84	F		38
No usual address (NSW)	75-84	F	0	66
No usual address (NSW)	75-84	F	1	13
No usual address (NSW)	75-84	M		48
No usual address (NSW)	75-84	M	0	96
No usual address (NSW)	75-84	M	1	13
No usual address (NSW)	85+	F		11
No usual address (NSW)	85+	F	0	33
No usual address (NSW)	85+	M		8
No usual address (NSW)	85+	M	0	22
Ballarat	15-19	F		459
Ballarat	15-19	F	0	3047
Ballarat	15-19	F	1	1208
Ballarat	15-19	M		496
Ballarat	15-19	M	0	3437
Ballarat	15-19	M	1	1011
Ballarat	20-24	F		355
Ballarat	20-24	F	0	3429
Ballarat	20-24	F	1	1111
Ballarat	20-24	M		384
Ballarat	20-24	M	0	3682
Ballarat	20-24	M	1	908
Ballarat	25-34	F		613
Ballarat	25-34	F	0	6604
Ballarat	25-34	F	1	1774
Ballarat	25-34	M		663
Ballarat	25-34	M	0	6471
Ballarat	25-34	M	1	1400
Ballarat	35-44	F		598
Ballarat	35-44	F	0	6178
Ballarat	35-44	F	1	2924
Ballarat	35-44	M		696
Ballarat	35-44	M	0	6339
Ballarat	35-44	M	1	2006
Ballarat	45-54	F		766
Ballarat	45-54	F	0	7219
Ballarat	45-54	F	1	3082
Ballarat	45-54	M		857
Ballarat	45-54	M	0	6798
Ballarat	45-54	M	1	2565
Ballarat	55-64	F		836
Ballarat	55-64	F	0	7412
Ballarat	55-64	F	1	2774
Ballarat	55-64	M		845
Ballarat	55-64	M	0	7057
Ballarat	55-64	M	1	2411
Ballarat	65-74	F		886
Ballarat	65-74	F	0	5556
Ballarat	65-74	F	1	2487
Ballarat	65-74	M		922
Ballarat	65-74	M	0	5511
Ballarat	65-74	M	1	2112
Ballarat	75-84	F		741
Ballarat	75-84	F	0	3109
Ballarat	75-84	F	1	933
Ballarat	75-84	M		568
Ballarat	75-84	M	0	2729
Ballarat	75-84	M	1	803
Ballarat	85+	F		401
Ballarat	85+	F	0	1881
Ballarat	85+	F	1	179
Ballarat	85+	M		232
Ballarat	85+	M	0	941
Ballarat	85+	M	1	117
Bendigo	15-19	F		493
Bendigo	15-19	F	0	2978
Bendigo	15-19	F	1	1148
Bendigo	15-19	M		551
Bendigo	15-19	M	0	3227
Bendigo	15-19	M	1	974
Bendigo	20-24	F		304
Bendigo	20-24	F	0	3219
Bendigo	20-24	F	1	1111
Bendigo	20-24	M		384
Bendigo	20-24	M	0	3360
Bendigo	20-24	M	1	857
Bendigo	25-34	F		645
Bendigo	25-34	F	0	6300
Bendigo	25-34	F	1	1799
Bendigo	25-34	M		869
Bendigo	25-34	M	0	6070
Bendigo	25-34	M	1	1433
Bendigo	35-44	F		675
Bendigo	35-44	F	0	5674
Bendigo	35-44	F	1	3128
Bendigo	35-44	M		799
Bendigo	35-44	M	0	5816
Bendigo	35-44	M	1	2121
Bendigo	45-54	F		752
Bendigo	45-54	F	0	6676
Bendigo	45-54	F	1	3211
Bendigo	45-54	M		912
Bendigo	45-54	M	0	6247
Bendigo	45-54	M	1	2672
Bendigo	55-64	F		799
Bendigo	55-64	F	0	6986
Bendigo	55-64	F	1	2969
Bendigo	55-64	M		909
Bendigo	55-64	M	0	6718
Bendigo	55-64	M	1	2569
Bendigo	65-74	F		842
Bendigo	65-74	F	0	4986
Bendigo	65-74	F	1	2639
Bendigo	65-74	M		858
Bendigo	65-74	M	0	5043
Bendigo	65-74	M	1	2235
Bendigo	75-84	F		791
Bendigo	75-84	F	0	2977
Bendigo	75-84	F	1	994
Bendigo	75-84	M		653
Bendigo	75-84	M	0	2580
Bendigo	75-84	M	1	887
Bendigo	85+	F		581
Bendigo	85+	F	0	1736
Bendigo	85+	F	1	185
Bendigo	85+	M		292
Bendigo	85+	M	0	994
Bendigo	85+	M	1	169
Geelong	15-19	F		659
Geelong	15-19	F	0	5542
Geelong	15-19	F	1	2164
Geelong	15-19	M		738
Geelong	15-19	M	0	6193
Geelong	15-19	M	1	1821
Geelong	20-24	F		544
Geelong	20-24	F	0	6052
Geelong	20-24	F	1	1887
Geelong	20-24	M		666
Geelong	20-24	M	0	6818
Geelong	20-24	M	1	1489
Geelong	25-34	F		1026
Geelong	25-34	F	0	13149
Geelong	25-34	F	1	3273
Geelong	25-34	M		1452
Geelong	25-34	M	0	12703
Geelong	25-34	M	1	2489
Geelong	35-44	F		966
Geelong	35-44	F	0	12228
Geelong	35-44	F	1	5040
Geelong	35-44	M		1337
Geelong	35-44	M	0	12545
Geelong	35-44	M	1	3416
Geelong	45-54	F		1082
Geelong	45-54	F	0	12868
Geelong	45-54	F	1	5026
Geelong	45-54	M		1293
Geelong	45-54	M	0	12222
Geelong	45-54	M	1	3975
Geelong	55-64	F		1218
Geelong	55-64	F	0	13040
Geelong	55-64	F	1	4070
Geelong	55-64	M		1213
Geelong	55-64	M	0	11932
Geelong	55-64	M	1	3646
Geelong	65-74	F		1249
Geelong	65-74	F	0	9725
Geelong	65-74	F	1	3967
Geelong	65-74	M		1206
Geelong	65-74	M	0	9004
Geelong	65-74	M	1	3378
Geelong	75-84	F		1152
Geelong	75-84	F	0	5780
Geelong	75-84	F	1	1615
Geelong	75-84	M		845
Geelong	75-84	M	0	4693
Geelong	75-84	M	1	1423
Geelong	85+	F		784
Geelong	85+	F	0	3564
Geelong	85+	F	1	314
Geelong	85+	M		447
Geelong	85+	M	0	1990
Geelong	85+	M	1	225
Hume	15-19	F		623
Hume	15-19	F	0	2949
Hume	15-19	F	1	1335
Hume	15-19	M		670
Hume	15-19	M	0	3534
Hume	15-19	M	1	1179
Hume	20-24	F		331
Hume	20-24	F	0	2839
Hume	20-24	F	1	741
Hume	20-24	M		396
Hume	20-24	M	0	3433
Hume	20-24	M	1	755
Hume	25-34	F		637
Hume	25-34	F	0	6303
Hume	25-34	F	1	1859
Hume	25-34	M		755
Hume	25-34	M	0	6117
Hume	25-34	M	1	1434
Hume	35-44	F		729
Hume	35-44	F	0	5990
Hume	35-44	F	1	3344
Hume	35-44	M		835
Hume	35-44	M	0	5992
Hume	35-44	M	1	2390
Hume	45-54	F		919
Hume	45-54	F	0	7416
Hume	45-54	F	1	3707
Hume	45-54	M		951
Hume	45-54	M	0	7153
Hume	45-54	M	1	3211
Hume	55-64	F		999
Hume	55-64	F	0	8161
Hume	55-64	F	1	3696
Hume	55-64	M		1104
Hume	55-64	M	0	8020
Hume	55-64	M	1	3305
Hume	65-74	F		1063
Hume	65-74	F	0	5998
Hume	65-74	F	1	3323
Hume	65-74	M		1064
Hume	65-74	M	0	6350
Hume	65-74	M	1	3013
Hume	75-84	F		867
Hume	75-84	F	0	3408
Hume	75-84	F	1	1298
Hume	75-84	M		735
Hume	75-84	M	0	3155
Hume	75-84	M	1	1089
Hume	85+	F		595
Hume	85+	F	0	1971
Hume	85+	F	1	272
Hume	85+	M		364
Hume	85+	M	0	1199
Hume	85+	M	1	187
Latrobe - Gippsland	15-19	F		841
Latrobe - Gippsland	15-19	F	0	5005
Latrobe - Gippsland	15-19	F	1	1550
Latrobe - Gippsland	15-19	M		1006
Latrobe - Gippsland	15-19	M	0	5616
Latrobe - Gippsland	15-19	M	1	1407
Latrobe - Gippsland	20-24	F		602
Latrobe - Gippsland	20-24	F	0	4801
Latrobe - Gippsland	20-24	F	1	1241
Latrobe - Gippsland	20-24	M		700
Latrobe - Gippsland	20-24	M	0	5099
Latrobe - Gippsland	20-24	M	1	1104
Latrobe - Gippsland	25-34	F		1107
Latrobe - Gippsland	25-34	F	0	10407
Latrobe - Gippsland	25-34	F	1	3089
Latrobe - Gippsland	25-34	M		1464
Latrobe - Gippsland	25-34	M	0	10121
Latrobe - Gippsland	25-34	M	1	2228
Latrobe - Gippsland	35-44	F		1137
Latrobe - Gippsland	35-44	F	0	9231
Latrobe - Gippsland	35-44	F	1	4802
Latrobe - Gippsland	35-44	M		1362
Latrobe - Gippsland	35-44	M	0	9495
Latrobe - Gippsland	35-44	M	1	3318
Latrobe - Gippsland	45-54	F		1464
Latrobe - Gippsland	45-54	F	0	11926
Latrobe - Gippsland	45-54	F	1	5175
Latrobe - Gippsland	45-54	M		1646
Latrobe - Gippsland	45-54	M	0	11554
Latrobe - Gippsland	45-54	M	1	4147
Latrobe - Gippsland	55-64	F		1726
Latrobe - Gippsland	55-64	F	0	13606
Latrobe - Gippsland	55-64	F	1	5470
Latrobe - Gippsland	55-64	M		1743
Latrobe - Gippsland	55-64	M	0	13140
Latrobe - Gippsland	55-64	M	1	4606
Latrobe - Gippsland	65-74	F		1823
Latrobe - Gippsland	65-74	F	0	10643
Latrobe - Gippsland	65-74	F	1	5212
Latrobe - Gippsland	65-74	M		1896
Latrobe - Gippsland	65-74	M	0	11297
Latrobe - Gippsland	65-74	M	1	4427
Latrobe - Gippsland	75-84	F		1631
Latrobe - Gippsland	75-84	F	0	5737
Latrobe - Gippsland	75-84	F	1	2115
Latrobe - Gippsland	75-84	M		1293
Latrobe - Gippsland	75-84	M	0	5522
Latrobe - Gippsland	75-84	M	1	1818
Latrobe - Gippsland	85+	F		947
Latrobe - Gippsland	85+	F	0	3140
Latrobe - Gippsland	85+	F	1	401
Latrobe - Gippsland	85+	M		550
Latrobe - Gippsland	85+	M	0	1909
Latrobe - Gippsland	85+	M	1	297
Melbourne - Inner	15-19	F		1396
Melbourne - Inner	15-19	F	0	9788
Melbourne - Inner	15-19	F	1	3569
Melbourne - Inner	15-19	M		1291
Melbourne - Inner	15-19	M	0	8966
Melbourne - Inner	15-19	M	1	2563
Melbourne - Inner	20-24	F		3273
Melbourne - Inner	20-24	F	0	24027
Melbourne - Inner	20-24	F	1	8591
Melbourne - Inner	20-24	M		2906
Melbourne - Inner	20-24	M	0	21509
Melbourne - Inner	20-24	M	1	5503
Melbourne - Inner	25-34	F		7913
Melbourne - Inner	25-34	F	0	57847
Melbourne - Inner	25-34	F	1	16359
Melbourne - Inner	25-34	M		8021
Melbourne - Inner	25-34	M	0	57531
Melbourne - Inner	25-34	M	1	12163
Melbourne - Inner	35-44	F		3934
Melbourne - Inner	35-44	F	0	30140
Melbourne - Inner	35-44	F	1	10803
Melbourne - Inner	35-44	M		4458
Melbourne - Inner	35-44	M	0	32676
Melbourne - Inner	35-44	M	1	8001
Melbourne - Inner	45-54	F		2828
Melbourne - Inner	45-54	F	0	21800
Melbourne - Inner	45-54	F	1	8906
Melbourne - Inner	45-54	M		3101
Melbourne - Inner	45-54	M	0	22644
Melbourne - Inner	45-54	M	1	7060
Melbourne - Inner	55-64	F		2371
Melbourne - Inner	55-64	F	0	17888
Melbourne - Inner	55-64	F	1	6197
Melbourne - Inner	55-64	M		2428
Melbourne - Inner	55-64	M	0	17061
Melbourne - Inner	55-64	M	1	4924
Melbourne - Inner	65-74	F		1724
Melbourne - Inner	65-74	F	0	12185
Melbourne - Inner	65-74	F	1	4025
Melbourne - Inner	65-74	M		1773
Melbourne - Inner	65-74	M	0	11547
Melbourne - Inner	65-74	M	1	3256
Melbourne - Inner	75-84	F		1350
Melbourne - Inner	75-84	F	0	8441
Melbourne - Inner	75-84	F	1	1392
Melbourne - Inner	75-84	M		1088
Melbourne - Inner	75-84	M	0	6552
Melbourne - Inner	75-84	M	1	1133
Melbourne - Inner	85+	F		968
Melbourne - Inner	85+	F	0	4524
Melbourne - Inner	85+	F	1	299
Melbourne - Inner	85+	M		517
Melbourne - Inner	85+	M	0	2828
Melbourne - Inner	85+	M	1	239
Melbourne - Inner East	15-19	F		587
Melbourne - Inner East	15-19	F	0	7984
Melbourne - Inner East	15-19	F	1	3510
Melbourne - Inner East	15-19	M		614
Melbourne - Inner East	15-19	M	0	8646
Melbourne - Inner East	15-19	M	1	2971
Melbourne - Inner East	20-24	F		628
Melbourne - Inner East	20-24	F	0	9622
Melbourne - Inner East	20-24	F	1	3553
Melbourne - Inner East	20-24	M		708
Melbourne - Inner East	20-24	M	0	11159
Melbourne - Inner East	20-24	M	1	2894
Melbourne - Inner East	25-34	F		1270
Melbourne - Inner East	25-34	F	0	18610
Melbourne - Inner East	25-34	F	1	4500
Melbourne - Inner East	25-34	M		1341
Melbourne - Inner East	25-34	M	0	18940
Melbourne - Inner East	25-34	M	1	3659
Melbourne - Inner East	35-44	F		983
Melbourne - Inner East	35-44	F	0	15885
Melbourne - Inner East	35-44	F	1	6852
Melbourne - Inner East	35-44	M		1012
Melbourne - Inner East	35-44	M	0	15468
Melbourne - Inner East	35-44	M	1	4503
Melbourne - Inner East	45-54	F		1079
Melbourne - Inner East	45-54	F	0	17593
