SA4_NAME16	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Melbourne - South East	VNM	1995	5981
Melbourne - South East	VNM	2005	2447
Melbourne - South East	VNM	2010	2112
Melbourne - South East	VNM	2011	357
Melbourne - South East	VNM	2012	411
Melbourne - South East	VNM	2013	537
Melbourne - South East	VNM	2014	474
Melbourne - South East	VNM	2015	465
Melbourne - South East	VNM	2016	269
Melbourne - South East	ZAF		66
Melbourne - South East	ZAF	1946	3
Melbourne - South East	ZAF	1955	10
Melbourne - South East	ZAF	1965	50
Melbourne - South East	ZAF	1975	193
Melbourne - South East	ZAF	1985	773
Melbourne - South East	ZAF	1995	567
Melbourne - South East	ZAF	2005	1069
Melbourne - South East	ZAF	2010	763
Melbourne - South East	ZAF	2011	95
Melbourne - South East	ZAF	2012	131
Melbourne - South East	ZAF	2013	77
Melbourne - South East	ZAF	2014	72
Melbourne - South East	ZAF	2015	72
Melbourne - South East	ZAF	2016	62
Melbourne - South East	ZWE		19
Melbourne - South East	ZWE	1965	9
Melbourne - South East	ZWE	1975	9
Melbourne - South East	ZWE	1985	34
Melbourne - South East	ZWE	1995	34
Melbourne - South East	ZWE	2005	200
Melbourne - South East	ZWE	2010	369
Melbourne - South East	ZWE	2011	41
Melbourne - South East	ZWE	2012	33
Melbourne - South East	ZWE	2013	32
Melbourne - South East	ZWE	2014	37
Melbourne - South East	ZWE	2015	51
Melbourne - South East	ZWE	2016	28
Melbourne - West			1747
Melbourne - West		1946	17
Melbourne - West		1955	846
Melbourne - West		1965	1475
Melbourne - West		1975	5366
Melbourne - West		1985	5173
Melbourne - West		1995	8276
Melbourne - West		2005	11844
Melbourne - West		2010	10191
Melbourne - West		2011	1850
Melbourne - West		2012	2078
Melbourne - West		2013	2390
Melbourne - West		2014	2293
Melbourne - West		2015	2221
Melbourne - West		2016	1286
Melbourne - West	CAN		15
Melbourne - West	CAN	1955	3
Melbourne - West	CAN	1965	19
Melbourne - West	CAN	1975	57
Melbourne - West	CAN	1985	64
Melbourne - West	CAN	1995	108
Melbourne - West	CAN	2005	172
Melbourne - West	CAN	2010	142
Melbourne - West	CAN	2011	41
Melbourne - West	CAN	2012	43
Melbourne - West	CAN	2013	34
Melbourne - West	CAN	2014	34
Melbourne - West	CAN	2015	29
Melbourne - West	CAN	2016	13
Melbourne - West	CHN		478
Melbourne - West	CHN	1946	3
Melbourne - West	CHN	1955	11
Melbourne - West	CHN	1965	35
Melbourne - West	CHN	1975	32
Melbourne - West	CHN	1985	218
Melbourne - West	CHN	1995	1229
Melbourne - West	CHN	2005	2932
Melbourne - West	CHN	2010	3513
Melbourne - West	CHN	2011	613
Melbourne - West	CHN	2012	669
Melbourne - West	CHN	2013	622
Melbourne - West	CHN	2014	623
Melbourne - West	CHN	2015	704
Melbourne - West	CHN	2016	402
Melbourne - West	DEU		117
Melbourne - West	DEU	1946	6
Melbourne - West	DEU	1955	1077
Melbourne - West	DEU	1965	467
Melbourne - West	DEU	1975	234
Melbourne - West	DEU	1985	167
Melbourne - West	DEU	1995	114
Melbourne - West	DEU	2005	248
Melbourne - West	DEU	2010	185
Melbourne - West	DEU	2011	29
Melbourne - West	DEU	2012	29
Melbourne - West	DEU	2013	29
Melbourne - West	DEU	2014	22
Melbourne - West	DEU	2015	32
Melbourne - West	DEU	2016	24
Melbourne - West	EGY		91
Melbourne - West	EGY	1955	73
Melbourne - West	EGY	1965	258
Melbourne - West	EGY	1975	364
Melbourne - West	EGY	1985	148
Melbourne - West	EGY	1995	418
Melbourne - West	EGY	2005	406
Melbourne - West	EGY	2010	360
Melbourne - West	EGY	2011	98
Melbourne - West	EGY	2012	60
Melbourne - West	EGY	2013	116
Melbourne - West	EGY	2014	52
Melbourne - West	EGY	2015	46
Melbourne - West	EGY	2016	24
Melbourne - West	FJI		59
Melbourne - West	FJI	1955	3
Melbourne - West	FJI	1965	8
Melbourne - West	FJI	1975	30
Melbourne - West	FJI	1985	166
Melbourne - West	FJI	1995	633
Melbourne - West	FJI	2005	557
Melbourne - West	FJI	2010	476
Melbourne - West	FJI	2011	85
Melbourne - West	FJI	2012	67
Melbourne - West	FJI	2013	101
Melbourne - West	FJI	2014	62
Melbourne - West	FJI	2015	64
Melbourne - West	FJI	2016	35
Melbourne - West	GBR		547
Melbourne - West	GBR	1946	57
Melbourne - West	GBR	1955	1091
Melbourne - West	GBR	1965	3031
Melbourne - West	GBR	1975	4263
Melbourne - West	GBR	1985	1807
Melbourne - West	GBR	1995	1467
Melbourne - West	GBR	2005	1884
Melbourne - West	GBR	2010	2081
Melbourne - West	GBR	2011	475
Melbourne - West	GBR	2012	523
Melbourne - West	GBR	2013	371
Melbourne - West	GBR	2014	323
Melbourne - West	GBR	2015	254
Melbourne - West	GBR	2016	130
Melbourne - West	GRC		190
Melbourne - West	GRC	1946	12
Melbourne - West	GRC	1955	442
Melbourne - West	GRC	1965	1935
Melbourne - West	GRC	1975	1766
Melbourne - West	GRC	1985	231
Melbourne - West	GRC	1995	117
Melbourne - West	GRC	2005	78
Melbourne - West	GRC	2010	40
Melbourne - West	GRC	2011	29
Melbourne - West	GRC	2012	59
Melbourne - West	GRC	2013	48
Melbourne - West	GRC	2014	31
Melbourne - West	GRC	2015	22
Melbourne - West	GRC	2016	4
Melbourne - West	HKG		52
Melbourne - West	HKG	1965	10
Melbourne - West	HKG	1975	51
Melbourne - West	HKG	1985	173
Melbourne - West	HKG	1995	568
Melbourne - West	HKG	2005	425
Melbourne - West	HKG	2010	214
Melbourne - West	HKG	2011	52
Melbourne - West	HKG	2012	51
Melbourne - West	HKG	2013	30
Melbourne - West	HKG	2014	43
Melbourne - West	HKG	2015	49
Melbourne - West	HKG	2016	26
Melbourne - West	HRV		145
Melbourne - West	HRV	1955	66
Melbourne - West	HRV	1965	682
Melbourne - West	HRV	1975	2240
Melbourne - West	HRV	1985	217
Melbourne - West	HRV	1995	417
Melbourne - West	HRV	2005	417
Melbourne - West	HRV	2010	39
Melbourne - West	HRV	2011	9
Melbourne - West	HRV	2012	11
Melbourne - West	HRV	2013	19
Melbourne - West	HRV	2014	15
Melbourne - West	HRV	2015	28
Melbourne - West	HRV	2016	3
Melbourne - West	IDN		72
Melbourne - West	IDN	1955	9
Melbourne - West	IDN	1965	11
Melbourne - West	IDN	1975	17
Melbourne - West	IDN	1985	100
Melbourne - West	IDN	1995	339
Melbourne - West	IDN	2005	1112
Melbourne - West	IDN	2010	551
Melbourne - West	IDN	2011	91
Melbourne - West	IDN	2012	85
Melbourne - West	IDN	2013	96
Melbourne - West	IDN	2014	70
Melbourne - West	IDN	2015	99
Melbourne - West	IDN	2016	49
Melbourne - West	IND		1269
Melbourne - West	IND	1946	3
Melbourne - West	IND	1955	24
Melbourne - West	IND	1965	34
Melbourne - West	IND	1975	691
Melbourne - West	IND	1985	431
Melbourne - West	IND	1995	1253
Melbourne - West	IND	2005	7177
Melbourne - West	IND	2010	17342
Melbourne - West	IND	2011	1654
Melbourne - West	IND	2012	1908
Melbourne - West	IND	2013	2521
Melbourne - West	IND	2014	3393
Melbourne - West	IND	2015	2964
Melbourne - West	IND	2016	2047
Melbourne - West	IRL		38
Melbourne - West	IRL	1955	50
Melbourne - West	IRL	1965	141
Melbourne - West	IRL	1975	227
Melbourne - West	IRL	1985	100
Melbourne - West	IRL	1995	190
Melbourne - West	IRL	2005	172
Melbourne - West	IRL	2010	268
Melbourne - West	IRL	2011	100
Melbourne - West	IRL	2012	84
Melbourne - West	IRL	2013	59
Melbourne - West	IRL	2014	27
Melbourne - West	IRL	2015	35
Melbourne - West	IRL	2016	17
Melbourne - West	IRN		49
Melbourne - West	IRN	1965	4
Melbourne - West	IRN	1975	19
Melbourne - West	IRN	1985	32
Melbourne - West	IRN	1995	93
Melbourne - West	IRN	2005	123
Melbourne - West	IRN	2010	215
Melbourne - West	IRN	2011	213
Melbourne - West	IRN	2012	281
Melbourne - West	IRN	2013	485
Melbourne - West	IRN	2014	59
Melbourne - West	IRN	2015	58
Melbourne - West	IRN	2016	27
Melbourne - West	IRQ		67
Melbourne - West	IRQ	1975	12
Melbourne - West	IRQ	1985	31
Melbourne - West	IRQ	1995	127
Melbourne - West	IRQ	2005	265
Melbourne - West	IRQ	2010	200
Melbourne - West	IRQ	2011	87
Melbourne - West	IRQ	2012	59
Melbourne - West	IRQ	2013	109
Melbourne - West	IRQ	2014	55
Melbourne - West	IRQ	2015	78
Melbourne - West	IRQ	2016	157
Melbourne - West	ITA		393
Melbourne - West	ITA	1946	28
Melbourne - West	ITA	1955	1353
Melbourne - West	ITA	1965	3222
Melbourne - West	ITA	1975	1853
Melbourne - West	ITA	1985	309
Melbourne - West	ITA	1995	124
Melbourne - West	ITA	2005	155
Melbourne - West	ITA	2010	108
Melbourne - West	ITA	2011	22
Melbourne - West	ITA	2012	48
Melbourne - West	ITA	2013	74
Melbourne - West	ITA	2014	72
Melbourne - West	ITA	2015	35
Melbourne - West	ITA	2016	29
Melbourne - West	JPN		29
Melbourne - West	JPN	1955	5
Melbourne - West	JPN	1965	3
Melbourne - West	JPN	1975	3
Melbourne - West	JPN	1985	13
Melbourne - West	JPN	1995	67
Melbourne - West	JPN	2005	230
Melbourne - West	JPN	2010	175
Melbourne - West	JPN	2011	21
Melbourne - West	JPN	2012	33
Melbourne - West	JPN	2013	32
Melbourne - West	JPN	2014	30
Melbourne - West	JPN	2015	36
Melbourne - West	JPN	2016	17
Melbourne - West	KOR		44
Melbourne - West	KOR	1965	3
Melbourne - West	KOR	1975	6
Melbourne - West	KOR	1985	22
Melbourne - West	KOR	1995	87
Melbourne - West	KOR	2005	304
Melbourne - West	KOR	2010	471
Melbourne - West	KOR	2011	81
Melbourne - West	KOR	2012	70
Melbourne - West	KOR	2013	50
Melbourne - West	KOR	2014	57
Melbourne - West	KOR	2015	84
Melbourne - West	KOR	2016	49
Melbourne - West	LBN		108
Melbourne - West	LBN	1955	9
Melbourne - West	LBN	1965	21
Melbourne - West	LBN	1975	448
Melbourne - West	LBN	1985	604
Melbourne - West	LBN	1995	567
Melbourne - West	LBN	2005	537
Melbourne - West	LBN	2010	414
Melbourne - West	LBN	2011	57
Melbourne - West	LBN	2012	54
Melbourne - West	LBN	2013	73
Melbourne - West	LBN	2014	73
Melbourne - West	LBN	2015	83
Melbourne - West	LBN	2016	23
Melbourne - West	LKA		110
Melbourne - West	LKA	1955	16
Melbourne - West	LKA	1965	25
Melbourne - West	LKA	1975	159
Melbourne - West	LKA	1985	152
Melbourne - West	LKA	1995	868
Melbourne - West	LKA	2005	1070
Melbourne - West	LKA	2010	1545
Melbourne - West	LKA	2011	279
Melbourne - West	LKA	2012	545
Melbourne - West	LKA	2013	390
Melbourne - West	LKA	2014	248
Melbourne - West	LKA	2015	221
Melbourne - West	LKA	2016	146
Melbourne - West	MKD		190
Melbourne - West	MKD	1955	19
Melbourne - West	MKD	1965	204
Melbourne - West	MKD	1975	3086
Melbourne - West	MKD	1985	694
Melbourne - West	MKD	1995	847
Melbourne - West	MKD	2005	536
Melbourne - West	MKD	2010	192
Melbourne - West	MKD	2011	32
Melbourne - West	MKD	2012	27
Melbourne - West	MKD	2013	51
Melbourne - West	MKD	2014	40
Melbourne - West	MKD	2015	43
Melbourne - West	MKD	2016	10
Melbourne - West	MLT		343
Melbourne - West	MLT	1946	15
Melbourne - West	MLT	1955	1718
Melbourne - West	MLT	1965	3432
Melbourne - West	MLT	1975	2100
Melbourne - West	MLT	1985	765
Melbourne - West	MLT	1995	225
Melbourne - West	MLT	2005	144
Melbourne - West	MLT	2010	120
Melbourne - West	MLT	2011	25
Melbourne - West	MLT	2012	17
Melbourne - West	MLT	2013	9
Melbourne - West	MLT	2014	12
Melbourne - West	MLT	2015	16
Melbourne - West	MLT	2016	4
Melbourne - West	MYS		164
Melbourne - West	MYS	1955	3
Melbourne - West	MYS	1965	36
Melbourne - West	MYS	1975	148
Melbourne - West	MYS	1985	380
Melbourne - West	MYS	1995	668
Melbourne - West	MYS	2005	984
Melbourne - West	MYS	2010	970
Melbourne - West	MYS	2011	226
Melbourne - West	MYS	2012	260
Melbourne - West	MYS	2013	257
Melbourne - West	MYS	2014	217
Melbourne - West	MYS	2015	250
Melbourne - West	MYS	2016	150
Melbourne - West	NLD		37
Melbourne - West	NLD	1955	287
Melbourne - West	NLD	1965	302
Melbourne - West	NLD	1975	94
Melbourne - West	NLD	1985	91
Melbourne - West	NLD	1995	34
Melbourne - West	NLD	2005	79
Melbourne - West	NLD	2010	68
Melbourne - West	NLD	2011	13
Melbourne - West	NLD	2012	20
Melbourne - West	NLD	2013	12
Melbourne - West	NLD	2014	9
Melbourne - West	NLD	2015	12
Melbourne - West	NLD	2016	10
Melbourne - West	NZL		800
Melbourne - West	NZL	1946	3
Melbourne - West	NZL	1955	18
Melbourne - West	NZL	1965	73
Melbourne - West	NZL	1975	364
Melbourne - West	NZL	1985	1120
Melbourne - West	NZL	1995	1748
Melbourne - West	NZL	2005	3941
Melbourne - West	NZL	2010	3547
Melbourne - West	NZL	2011	1202
Melbourne - West	NZL	2012	1495
Melbourne - West	NZL	2013	1208
Melbourne - West	NZL	2014	884
Melbourne - West	NZL	2015	765
Melbourne - West	NZL	2016	410
Melbourne - West	PAK		115
Melbourne - West	PAK	1975	21
Melbourne - West	PAK	1985	46
Melbourne - West	PAK	1995	215
Melbourne - West	PAK	2005	773
Melbourne - West	PAK	2010	1159
Melbourne - West	PAK	2011	354
Melbourne - West	PAK	2012	758
Melbourne - West	PAK	2013	653
Melbourne - West	PAK	2014	503
Melbourne - West	PAK	2015	416
Melbourne - West	PAK	2016	265
Melbourne - West	PHL		387
Melbourne - West	PHL	1965	19
Melbourne - West	PHL	1975	176
Melbourne - West	PHL	1985	1441
Melbourne - West	PHL	1995	4214
Melbourne - West	PHL	2005	3306
Melbourne - West	PHL	2010	4115
Melbourne - West	PHL	2011	589
Melbourne - West	PHL	2012	712
Melbourne - West	PHL	2013	724
Melbourne - West	PHL	2014	634
Melbourne - West	PHL	2015	736
Melbourne - West	PHL	2016	401
Melbourne - West	POL		70
Melbourne - West	POL	1946	3
Melbourne - West	POL	1955	246
Melbourne - West	POL	1965	233
Melbourne - West	POL	1975	160
Melbourne - West	POL	1985	770
Melbourne - West	POL	1995	650
Melbourne - West	POL	2005	218
Melbourne - West	POL	2010	92
Melbourne - West	POL	2011	18
Melbourne - West	POL	2012	20
Melbourne - West	POL	2013	24
Melbourne - West	POL	2014	20
Melbourne - West	POL	2015	16
Melbourne - West	POL	2016	8
Melbourne - West	SGP		38
Melbourne - West	SGP	1955	3
Melbourne - West	SGP	1965	3
Melbourne - West	SGP	1975	61
Melbourne - West	SGP	1985	83
Melbourne - West	SGP	1995	200
Melbourne - West	SGP	2005	573
Melbourne - West	SGP	2010	527
Melbourne - West	SGP	2011	88
Melbourne - West	SGP	2012	82
Melbourne - West	SGP	2013	89
Melbourne - West	SGP	2014	67
Melbourne - West	SGP	2015	95
Melbourne - West	SGP	2016	49
Melbourne - West	THA		103
Melbourne - West	THA	1975	16
Melbourne - West	THA	1985	143
Melbourne - West	THA	1995	278
Melbourne - West	THA	2005	452
Melbourne - West	THA	2010	1001
Melbourne - West	THA	2011	153
Melbourne - West	THA	2012	127
Melbourne - West	THA	2013	146
Melbourne - West	THA	2014	180
Melbourne - West	THA	2015	218
Melbourne - West	THA	2016	115
Melbourne - West	TUR		56
Melbourne - West	TUR	1965	9
Melbourne - West	TUR	1975	394
Melbourne - West	TUR	1985	228
Melbourne - West	TUR	1995	229
Melbourne - West	TUR	2005	194
Melbourne - West	TUR	2010	86
Melbourne - West	TUR	2011	22
Melbourne - West	TUR	2012	13
Melbourne - West	TUR	2013	26
Melbourne - West	TUR	2014	11
Melbourne - West	TUR	2015	10
Melbourne - West	TUR	2016	13
Melbourne - West	USA		55
Melbourne - West	USA	1955	3
Melbourne - West	USA	1965	18
Melbourne - West	USA	1975	99
Melbourne - West	USA	1985	119
Melbourne - West	USA	1995	167
Melbourne - West	USA	2005	351
Melbourne - West	USA	2010	351
Melbourne - West	USA	2011	102
Melbourne - West	USA	2012	96
Melbourne - West	USA	2013	96
Melbourne - West	USA	2014	104
Melbourne - West	USA	2015	79
Melbourne - West	USA	2016	65
Melbourne - West	VNM		1453
Melbourne - West	VNM	1955	7
Melbourne - West	VNM	1965	12
Melbourne - West	VNM	1975	86
Melbourne - West	VNM	1985	8002
Melbourne - West	VNM	1995	10971
Melbourne - West	VNM	2005	4568
Melbourne - West	VNM	2010	4074
Melbourne - West	VNM	2011	693
Melbourne - West	VNM	2012	852
Melbourne - West	VNM	2013	1171
Melbourne - West	VNM	2014	1003
Melbourne - West	VNM	2015	885
Melbourne - West	VNM	2016	460
Melbourne - West	ZAF		63
Melbourne - West	ZAF	1955	10
Melbourne - West	ZAF	1965	28
Melbourne - West	ZAF	1975	73
Melbourne - West	ZAF	1985	196
Melbourne - West	ZAF	1995	187
Melbourne - West	ZAF	2005	597
Melbourne - West	ZAF	2010	617
Melbourne - West	ZAF	2011	108
Melbourne - West	ZAF	2012	120
Melbourne - West	ZAF	2013	84
Melbourne - West	ZAF	2014	98
Melbourne - West	ZAF	2015	113
Melbourne - West	ZAF	2016	56
Melbourne - West	ZWE		7
Melbourne - West	ZWE	1965	6
Melbourne - West	ZWE	1975	4
Melbourne - West	ZWE	1985	24
Melbourne - West	ZWE	1995	39
Melbourne - West	ZWE	2005	142
Melbourne - West	ZWE	2010	233
Melbourne - West	ZWE	2011	20
Melbourne - West	ZWE	2012	32
Melbourne - West	ZWE	2013	39
Melbourne - West	ZWE	2014	19
Melbourne - West	ZWE	2015	32
Melbourne - West	ZWE	2016	27
Mornington Peninsula			216
Mornington Peninsula		1946	24
Mornington Peninsula		1955	344
Mornington Peninsula		1965	571
Mornington Peninsula		1975	1202
Mornington Peninsula		1985	840
Mornington Peninsula		1995	989
Mornington Peninsula		2005	1255
Mornington Peninsula		2010	829
Mornington Peninsula		2011	130
Mornington Peninsula		2012	136
Mornington Peninsula		2013	133
Mornington Peninsula		2014	127
Mornington Peninsula		2015	101
Mornington Peninsula		2016	72
Mornington Peninsula	CAN		10
Mornington Peninsula	CAN	1946	4
Mornington Peninsula	CAN	1955	3
Mornington Peninsula	CAN	1965	37
Mornington Peninsula	CAN	1975	72
Mornington Peninsula	CAN	1985	53
Mornington Peninsula	CAN	1995	59
Mornington Peninsula	CAN	2005	105
Mornington Peninsula	CAN	2010	62
Mornington Peninsula	CAN	2011	13
Mornington Peninsula	CAN	2012	12
Mornington Peninsula	CAN	2013	19
Mornington Peninsula	CAN	2014	19
Mornington Peninsula	CAN	2015	10
Mornington Peninsula	CAN	2016	11
Mornington Peninsula	CHN		65
Mornington Peninsula	CHN	1946	9
Mornington Peninsula	CHN	1955	14
Mornington Peninsula	CHN	1965	17
Mornington Peninsula	CHN	1975	10
Mornington Peninsula	CHN	1985	31
Mornington Peninsula	CHN	1995	85
Mornington Peninsula	CHN	2005	262
Mornington Peninsula	CHN	2010	311
Mornington Peninsula	CHN	2011	65
Mornington Peninsula	CHN	2012	47
Mornington Peninsula	CHN	2013	86
Mornington Peninsula	CHN	2014	108
Mornington Peninsula	CHN	2015	123
Mornington Peninsula	CHN	2016	69
Mornington Peninsula	DEU		52
Mornington Peninsula	DEU	1946	5
Mornington Peninsula	DEU	1955	423
Mornington Peninsula	DEU	1965	407
Mornington Peninsula	DEU	1975	226
Mornington Peninsula	DEU	1985	166
Mornington Peninsula	DEU	1995	94
Mornington Peninsula	DEU	2005	155
Mornington Peninsula	DEU	2010	82
Mornington Peninsula	DEU	2011	15
Mornington Peninsula	DEU	2012	20
Mornington Peninsula	DEU	2013	11
Mornington Peninsula	DEU	2014	26
Mornington Peninsula	DEU	2015	6
Mornington Peninsula	DEU	2016	3
Mornington Peninsula	EGY		11
Mornington Peninsula	EGY	1955	54
Mornington Peninsula	EGY	1965	105
Mornington Peninsula	EGY	1975	66
Mornington Peninsula	EGY	1985	12
Mornington Peninsula	EGY	1995	19
Mornington Peninsula	EGY	2005	29
Mornington Peninsula	EGY	2010	15
Mornington Peninsula	EGY	2011	7
Mornington Peninsula	EGY	2012	3
Mornington Peninsula	EGY	2013	10
Mornington Peninsula	EGY	2015	8
Mornington Peninsula	FJI		9
Mornington Peninsula	FJI	1955	3
Mornington Peninsula	FJI	1965	5
Mornington Peninsula	FJI	1975	12
Mornington Peninsula	FJI	1985	27
Mornington Peninsula	FJI	1995	83
Mornington Peninsula	FJI	2005	139
Mornington Peninsula	FJI	2010	44
Mornington Peninsula	FJI	2011	8
Mornington Peninsula	FJI	2012	8
Mornington Peninsula	FJI	2013	9
Mornington Peninsula	FJI	2014	3
Mornington Peninsula	FJI	2015	4
Mornington Peninsula	FJI	2016	12
Mornington Peninsula	GBR		755
Mornington Peninsula	GBR	1946	114
Mornington Peninsula	GBR	1955	1690
Mornington Peninsula	GBR	1965	3970
Mornington Peninsula	GBR	1975	5808
Mornington Peninsula	GBR	1985	2881
Mornington Peninsula	GBR	1995	1887
Mornington Peninsula	GBR	2005	2284
Mornington Peninsula	GBR	2010	2217
Mornington Peninsula	GBR	2011	426
Mornington Peninsula	GBR	2012	371
Mornington Peninsula	GBR	2013	295
Mornington Peninsula	GBR	2014	216
Mornington Peninsula	GBR	2015	177
Mornington Peninsula	GBR	2016	92
Mornington Peninsula	GRC		42
Mornington Peninsula	GRC	1946	3
Mornington Peninsula	GRC	1955	110
Mornington Peninsula	GRC	1965	436
Mornington Peninsula	GRC	1975	297
Mornington Peninsula	GRC	1985	39
Mornington Peninsula	GRC	1995	29
Mornington Peninsula	GRC	2005	20
Mornington Peninsula	GRC	2010	11
Mornington Peninsula	GRC	2011	3
Mornington Peninsula	GRC	2012	17
Mornington Peninsula	GRC	2013	17
Mornington Peninsula	GRC	2014	19
Mornington Peninsula	GRC	2015	3
Mornington Peninsula	GRC	2016	3
Mornington Peninsula	HKG		13
Mornington Peninsula	HKG	1965	10
Mornington Peninsula	HKG	1975	21
Mornington Peninsula	HKG	1985	34
Mornington Peninsula	HKG	1995	31
Mornington Peninsula	HKG	2005	32
Mornington Peninsula	HKG	2010	19
Mornington Peninsula	HKG	2012	3
Mornington Peninsula	HKG	2013	12
Mornington Peninsula	HKG	2014	14
Mornington Peninsula	HKG	2015	16
Mornington Peninsula	HKG	2016	10
Mornington Peninsula	HRV		16
Mornington Peninsula	HRV	1946	3
Mornington Peninsula	HRV	1955	14
Mornington Peninsula	HRV	1965	99
Mornington Peninsula	HRV	1975	228
Mornington Peninsula	HRV	1985	28
Mornington Peninsula	HRV	1995	68
Mornington Peninsula	HRV	2005	70
Mornington Peninsula	HRV	2010	13
Mornington Peninsula	HRV	2012	3
Mornington Peninsula	HRV	2013	4
Mornington Peninsula	IDN		16
Mornington Peninsula	IDN	1946	3
Mornington Peninsula	IDN	1955	14
Mornington Peninsula	IDN	1965	16
Mornington Peninsula	IDN	1975	13
Mornington Peninsula	IDN	1985	23
Mornington Peninsula	IDN	1995	27
Mornington Peninsula	IDN	2005	66
Mornington Peninsula	IDN	2010	37
Mornington Peninsula	IDN	2011	3
Mornington Peninsula	IDN	2012	7
Mornington Peninsula	IDN	2013	14
Mornington Peninsula	IDN	2014	13
Mornington Peninsula	IDN	2015	10
Mornington Peninsula	IDN	2016	7
Mornington Peninsula	IND		58
Mornington Peninsula	IND	1946	4
Mornington Peninsula	IND	1955	29
Mornington Peninsula	IND	1965	33
Mornington Peninsula	IND	1975	191
Mornington Peninsula	IND	1985	88
Mornington Peninsula	IND	1995	139
Mornington Peninsula	IND	2005	326
Mornington Peninsula	IND	2010	766
Mornington Peninsula	IND	2011	89
Mornington Peninsula	IND	2012	79
Mornington Peninsula	IND	2013	85
Mornington Peninsula	IND	2014	86
Mornington Peninsula	IND	2015	58
Mornington Peninsula	IND	2016	53
Mornington Peninsula	IRL		30
Mornington Peninsula	IRL	1946	4
Mornington Peninsula	IRL	1955	39
Mornington Peninsula	IRL	1965	100
Mornington Peninsula	IRL	1975	228
Mornington Peninsula	IRL	1985	125
Mornington Peninsula	IRL	1995	179
Mornington Peninsula	IRL	2005	120
Mornington Peninsula	IRL	2010	117
Mornington Peninsula	IRL	2011	61
Mornington Peninsula	IRL	2012	30
Mornington Peninsula	IRL	2013	31
Mornington Peninsula	IRL	2014	22
Mornington Peninsula	IRL	2015	7
Mornington Peninsula	IRL	2016	7
Mornington Peninsula	IRN		3
Mornington Peninsula	IRN	1975	3
Mornington Peninsula	IRN	1985	11
Mornington Peninsula	IRN	1995	7
Mornington Peninsula	IRN	2005	18
Mornington Peninsula	IRN	2010	12
Mornington Peninsula	IRN	2011	8
Mornington Peninsula	IRN	2012	5
Mornington Peninsula	IRN	2013	8
Mornington Peninsula	IRN	2014	7
Mornington Peninsula	IRN	2015	8
Mornington Peninsula	IRQ	1985	3
Mornington Peninsula	IRQ	1995	17
Mornington Peninsula	IRQ	2005	11
Mornington Peninsula	IRQ	2010	3
Mornington Peninsula	IRQ	2011	3
Mornington Peninsula	IRQ	2012	3
Mornington Peninsula	ITA		107
Mornington Peninsula	ITA	1946	14
Mornington Peninsula	ITA	1955	490
Mornington Peninsula	ITA	1965	616
Mornington Peninsula	ITA	1975	309
Mornington Peninsula	ITA	1985	58
Mornington Peninsula	ITA	1995	22
Mornington Peninsula	ITA	2005	40
Mornington Peninsula	ITA	2010	30
Mornington Peninsula	ITA	2011	8
Mornington Peninsula	ITA	2012	16
Mornington Peninsula	ITA	2013	15
Mornington Peninsula	ITA	2014	6
Mornington Peninsula	ITA	2015	10
Mornington Peninsula	JPN		6
Mornington Peninsula	JPN	1955	5
Mornington Peninsula	JPN	1965	9
Mornington Peninsula	JPN	1975	6
Mornington Peninsula	JPN	1995	14
Mornington Peninsula	JPN	2005	76
Mornington Peninsula	JPN	2010	30
Mornington Peninsula	JPN	2012	7
Mornington Peninsula	JPN	2014	3
Mornington Peninsula	JPN	2015	9
Mornington Peninsula	JPN	2016	3
Mornington Peninsula	KOR		10
Mornington Peninsula	KOR	1985	9
Mornington Peninsula	KOR	1995	23
Mornington Peninsula	KOR	2005	23
Mornington Peninsula	KOR	2010	27
Mornington Peninsula	KOR	2011	6
Mornington Peninsula	KOR	2012	3
Mornington Peninsula	KOR	2014	3
Mornington Peninsula	KOR	2015	4
Mornington Peninsula	KOR	2016	3
Mornington Peninsula	LBN		5
Mornington Peninsula	LBN	1955	4
Mornington Peninsula	LBN	1965	13
Mornington Peninsula	LBN	1975	34
Mornington Peninsula	LBN	1985	35
Mornington Peninsula	LBN	1995	36
Mornington Peninsula	LBN	2005	30
Mornington Peninsula	LBN	2010	12
Mornington Peninsula	LBN	2013	4
Mornington Peninsula	LBN	2014	3
Mornington Peninsula	LKA		24
Mornington Peninsula	LKA	1946	3
Mornington Peninsula	LKA	1955	16
Mornington Peninsula	LKA	1965	81
Mornington Peninsula	LKA	1975	169
Mornington Peninsula	LKA	1985	63
Mornington Peninsula	LKA	1995	123
Mornington Peninsula	LKA	2005	115
Mornington Peninsula	LKA	2010	91
Mornington Peninsula	LKA	2011	22
Mornington Peninsula	LKA	2012	15
Mornington Peninsula	LKA	2013	16
Mornington Peninsula	LKA	2014	23
Mornington Peninsula	LKA	2015	8
Mornington Peninsula	LKA	2016	10
Mornington Peninsula	MKD	1955	4
Mornington Peninsula	MKD	1965	6
Mornington Peninsula	MKD	1975	31
Mornington Peninsula	MKD	1985	10
Mornington Peninsula	MKD	1995	20
Mornington Peninsula	MKD	2005	11
Mornington Peninsula	MKD	2010	5
Mornington Peninsula	MLT		9
Mornington Peninsula	MLT	1955	123
Mornington Peninsula	MLT	1965	95
Mornington Peninsula	MLT	1975	48
Mornington Peninsula	MLT	1985	17
Mornington Peninsula	MLT	1995	3
