SA4_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Melbourne - North East	25-34	Year 11	F	1659
Melbourne - North East	25-34	Year 11	M	2556
Melbourne - North East	25-34	Year 12	F	31934
Melbourne - North East	25-34	Year 12	M	28318
Melbourne - North East	35-44		F	1979
Melbourne - North East	35-44		M	2077
Melbourne - North East	35-44	Did not go to school	F	217
Melbourne - North East	35-44	Did not go to school	M	205
Melbourne - North East	35-44	Year 8 or below	F	457
Melbourne - North East	35-44	Year 8 or below	M	508
Melbourne - North East	35-44	Year 9	F	612
Melbourne - North East	35-44	Year 9	M	985
Melbourne - North East	35-44	Year 10	F	1992
Melbourne - North East	35-44	Year 10	M	3394
Melbourne - North East	35-44	Year 11	F	2339
Melbourne - North East	35-44	Year 11	M	3216
Melbourne - North East	35-44	Year 12	F	28816
Melbourne - North East	35-44	Year 12	M	24880
Melbourne - North East	45-54		F	1987
Melbourne - North East	45-54		M	1959
Melbourne - North East	45-54	Did not go to school	F	346
Melbourne - North East	45-54	Did not go to school	M	282
Melbourne - North East	45-54	Year 8 or below	F	777
Melbourne - North East	45-54	Year 8 or below	M	756
Melbourne - North East	45-54	Year 9	F	1197
Melbourne - North East	45-54	Year 9	M	1430
Melbourne - North East	45-54	Year 10	F	4182
Melbourne - North East	45-54	Year 10	M	5007
Melbourne - North East	45-54	Year 11	F	6023
Melbourne - North East	45-54	Year 11	M	5951
Melbourne - North East	45-54	Year 12	F	19256
Melbourne - North East	45-54	Year 12	M	16265
Melbourne - North East	55-64		F	1836
Melbourne - North East	55-64		M	1734
Melbourne - North East	55-64	Did not go to school	F	512
Melbourne - North East	55-64	Did not go to school	M	342
Melbourne - North East	55-64	Year 8 or below	F	1991
Melbourne - North East	55-64	Year 8 or below	M	1499
Melbourne - North East	55-64	Year 9	F	2095
Melbourne - North East	55-64	Year 9	M	1807
Melbourne - North East	55-64	Year 10	F	5032
Melbourne - North East	55-64	Year 10	M	4413
Melbourne - North East	55-64	Year 11	F	4477
Melbourne - North East	55-64	Year 11	M	4094
Melbourne - North East	55-64	Year 12	F	12156
Melbourne - North East	55-64	Year 12	M	11993
Melbourne - North East	65-74		F	1919
Melbourne - North East	65-74		M	1635
Melbourne - North East	65-74	Did not go to school	F	662
Melbourne - North East	65-74	Did not go to school	M	450
Melbourne - North East	65-74	Year 8 or below	F	4251
Melbourne - North East	65-74	Year 8 or below	M	3032
Melbourne - North East	65-74	Year 9	F	2067
Melbourne - North East	65-74	Year 9	M	1831
Melbourne - North East	65-74	Year 10	F	3732
Melbourne - North East	65-74	Year 10	M	3074
Melbourne - North East	65-74	Year 11	F	1992
Melbourne - North East	65-74	Year 11	M	1652
Melbourne - North East	65-74	Year 12	F	5306
Melbourne - North East	65-74	Year 12	M	6606
Melbourne - North East	75-84		F	1617
Melbourne - North East	75-84		M	1235
Melbourne - North East	75-84	Did not go to school	F	915
Melbourne - North East	75-84	Did not go to school	M	572
Melbourne - North East	75-84	Year 8 or below	F	4097
Melbourne - North East	75-84	Year 8 or below	M	2974
Melbourne - North East	75-84	Year 9	F	1076
Melbourne - North East	75-84	Year 9	M	967
Melbourne - North East	75-84	Year 10	F	1533
Melbourne - North East	75-84	Year 10	M	1273
Melbourne - North East	75-84	Year 11	F	686
Melbourne - North East	75-84	Year 11	M	546
Melbourne - North East	75-84	Year 12	F	1825
Melbourne - North East	75-84	Year 12	M	2144
Melbourne - North East	85+		F	1170
Melbourne - North East	85+		M	615
Melbourne - North East	85+	Did not go to school	F	341
Melbourne - North East	85+	Did not go to school	M	186
Melbourne - North East	85+	Year 8 or below	F	2076
Melbourne - North East	85+	Year 8 or below	M	1189
Melbourne - North East	85+	Year 9	F	539
Melbourne - North East	85+	Year 9	M	303
Melbourne - North East	85+	Year 10	F	638
Melbourne - North East	85+	Year 10	M	361
Melbourne - North East	85+	Year 11	F	220
Melbourne - North East	85+	Year 11	M	149
Melbourne - North East	85+	Year 12	F	644
Melbourne - North East	85+	Year 12	M	634
Melbourne - North West	15-19		F	578
Melbourne - North West	15-19		M	613
Melbourne - North West	15-19	Did not go to school	F	26
Melbourne - North West	15-19	Did not go to school	M	24
Melbourne - North West	15-19	Year 8 or below	F	67
Melbourne - North West	15-19	Year 8 or below	M	124
Melbourne - North West	15-19	Year 9	F	159
Melbourne - North West	15-19	Year 9	M	255
Melbourne - North West	15-19	Year 10	F	386
Melbourne - North West	15-19	Year 10	M	685
Melbourne - North West	15-19	Year 11	F	384
Melbourne - North West	15-19	Year 11	M	618
Melbourne - North West	15-19	Year 12	F	3070
Melbourne - North West	15-19	Year 12	M	2892
Melbourne - North West	20-24		F	680
Melbourne - North West	20-24		M	823
Melbourne - North West	20-24	Did not go to school	F	51
Melbourne - North West	20-24	Did not go to school	M	75
Melbourne - North West	20-24	Year 8 or below	F	125
Melbourne - North West	20-24	Year 8 or below	M	178
Melbourne - North West	20-24	Year 9	F	199
Melbourne - North West	20-24	Year 9	M	327
Melbourne - North West	20-24	Year 10	F	618
Melbourne - North West	20-24	Year 10	M	1089
Melbourne - North West	20-24	Year 11	F	682
Melbourne - North West	20-24	Year 11	M	1061
Melbourne - North West	20-24	Year 12	F	9271
Melbourne - North West	20-24	Year 12	M	9145
Melbourne - North West	25-34		F	1761
Melbourne - North West	25-34		M	1959
Melbourne - North West	25-34	Did not go to school	F	219
Melbourne - North West	25-34	Did not go to school	M	233
Melbourne - North West	25-34	Year 8 or below	F	492
Melbourne - North West	25-34	Year 8 or below	M	625
Melbourne - North West	25-34	Year 9	F	462
Melbourne - North West	25-34	Year 9	M	831
Melbourne - North West	25-34	Year 10	F	1556
Melbourne - North West	25-34	Year 10	M	2482
Melbourne - North West	25-34	Year 11	F	1417
Melbourne - North West	25-34	Year 11	M	2110
Melbourne - North West	25-34	Year 12	F	21614
Melbourne - North West	25-34	Year 12	M	19347
Melbourne - North West	35-44		F	1552
Melbourne - North West	35-44		M	1642
Melbourne - North West	35-44	Did not go to school	F	267
Melbourne - North West	35-44	Did not go to school	M	257
Melbourne - North West	35-44	Year 8 or below	F	794
Melbourne - North West	35-44	Year 8 or below	M	776
Melbourne - North West	35-44	Year 9	F	647
Melbourne - North West	35-44	Year 9	M	939
Melbourne - North West	35-44	Year 10	F	1846
Melbourne - North West	35-44	Year 10	M	2858
Melbourne - North West	35-44	Year 11	F	1879
Melbourne - North West	35-44	Year 11	M	2451
Melbourne - North West	35-44	Year 12	F	18680
Melbourne - North West	35-44	Year 12	M	16216
Melbourne - North West	45-54		F	1495
Melbourne - North West	45-54		M	1576
Melbourne - North West	45-54	Did not go to school	F	475
Melbourne - North West	45-54	Did not go to school	M	327
Melbourne - North West	45-54	Year 8 or below	F	1122
Melbourne - North West	45-54	Year 8 or below	M	1004
Melbourne - North West	45-54	Year 9	F	1136
Melbourne - North West	45-54	Year 9	M	1365
Melbourne - North West	45-54	Year 10	F	3457
Melbourne - North West	45-54	Year 10	M	4180
Melbourne - North West	45-54	Year 11	F	4536
Melbourne - North West	45-54	Year 11	M	4352
Melbourne - North West	45-54	Year 12	F	12405
Melbourne - North West	45-54	Year 12	M	10771
Melbourne - North West	55-64		F	1388
Melbourne - North West	55-64		M	1379
Melbourne - North West	55-64	Did not go to school	F	651
Melbourne - North West	55-64	Did not go to school	M	393
Melbourne - North West	55-64	Year 8 or below	F	1667
Melbourne - North West	55-64	Year 8 or below	M	1281
Melbourne - North West	55-64	Year 9	F	1544
Melbourne - North West	55-64	Year 9	M	1392
Melbourne - North West	55-64	Year 10	F	3612
Melbourne - North West	55-64	Year 10	M	3369
Melbourne - North West	55-64	Year 11	F	3172
Melbourne - North West	55-64	Year 11	M	2885
Melbourne - North West	55-64	Year 12	F	7046
Melbourne - North West	55-64	Year 12	M	7271
Melbourne - North West	65-74		F	1496
Melbourne - North West	65-74		M	1294
Melbourne - North West	65-74	Did not go to school	F	720
Melbourne - North West	65-74	Did not go to school	M	447
Melbourne - North West	65-74	Year 8 or below	F	3304
Melbourne - North West	65-74	Year 8 or below	M	2379
Melbourne - North West	65-74	Year 9	F	1421
Melbourne - North West	65-74	Year 9	M	1368
Melbourne - North West	65-74	Year 10	F	2772
Melbourne - North West	65-74	Year 10	M	2235
Melbourne - North West	65-74	Year 11	F	1293
Melbourne - North West	65-74	Year 11	M	1110
Melbourne - North West	65-74	Year 12	F	3110
Melbourne - North West	65-74	Year 12	M	3751
Melbourne - North West	75-84		F	1315
Melbourne - North West	75-84		M	1027
Melbourne - North West	75-84	Did not go to school	F	782
Melbourne - North West	75-84	Did not go to school	M	381
Melbourne - North West	75-84	Year 8 or below	F	3095
Melbourne - North West	75-84	Year 8 or below	M	2317
Melbourne - North West	75-84	Year 9	F	876
Melbourne - North West	75-84	Year 9	M	687
Melbourne - North West	75-84	Year 10	F	1201
Melbourne - North West	75-84	Year 10	M	964
Melbourne - North West	75-84	Year 11	F	454
Melbourne - North West	75-84	Year 11	M	394
Melbourne - North West	75-84	Year 12	F	1207
Melbourne - North West	75-84	Year 12	M	1483
Melbourne - North West	85+		F	824
Melbourne - North West	85+		M	487
Melbourne - North West	85+	Did not go to school	F	314
Melbourne - North West	85+	Did not go to school	M	163
Melbourne - North West	85+	Year 8 or below	F	1516
Melbourne - North West	85+	Year 8 or below	M	934
Melbourne - North West	85+	Year 9	F	390
Melbourne - North West	85+	Year 9	M	207
Melbourne - North West	85+	Year 10	F	420
Melbourne - North West	85+	Year 10	M	258
Melbourne - North West	85+	Year 11	F	135
Melbourne - North West	85+	Year 11	M	115
Melbourne - North West	85+	Year 12	F	443
Melbourne - North West	85+	Year 12	M	425
Melbourne - Outer East	15-19		F	520
Melbourne - Outer East	15-19		M	533
Melbourne - Outer East	15-19	Did not go to school	F	11
Melbourne - Outer East	15-19	Did not go to school	M	22
Melbourne - Outer East	15-19	Year 8 or below	F	78
Melbourne - Outer East	15-19	Year 8 or below	M	114
Melbourne - Outer East	15-19	Year 9	F	167
Melbourne - Outer East	15-19	Year 9	M	258
Melbourne - Outer East	15-19	Year 10	F	525
Melbourne - Outer East	15-19	Year 10	M	866
Melbourne - Outer East	15-19	Year 11	F	523
Melbourne - Outer East	15-19	Year 11	M	875
Melbourne - Outer East	15-19	Year 12	F	3919
Melbourne - Outer East	15-19	Year 12	M	3656
Melbourne - Outer East	20-24		F	580
Melbourne - Outer East	20-24		M	680
Melbourne - Outer East	20-24	Did not go to school	F	45
Melbourne - Outer East	20-24	Did not go to school	M	65
Melbourne - Outer East	20-24	Year 8 or below	F	93
Melbourne - Outer East	20-24	Year 8 or below	M	135
Melbourne - Outer East	20-24	Year 9	F	161
Melbourne - Outer East	20-24	Year 9	M	326
Melbourne - Outer East	20-24	Year 10	F	807
Melbourne - Outer East	20-24	Year 10	M	1540
Melbourne - Outer East	20-24	Year 11	F	921
Melbourne - Outer East	20-24	Year 11	M	1535
Melbourne - Outer East	20-24	Year 12	F	12257
Melbourne - Outer East	20-24	Year 12	M	11606
Melbourne - Outer East	25-34		F	1483
Melbourne - Outer East	25-34		M	1426
Melbourne - Outer East	25-34	Did not go to school	F	170
Melbourne - Outer East	25-34	Did not go to school	M	162
Melbourne - Outer East	25-34	Year 8 or below	F	327
Melbourne - Outer East	25-34	Year 8 or below	M	414
Melbourne - Outer East	25-34	Year 9	F	421
Melbourne - Outer East	25-34	Year 9	M	927
Melbourne - Outer East	25-34	Year 10	F	1889
Melbourne - Outer East	25-34	Year 10	M	3514
Melbourne - Outer East	25-34	Year 11	F	1717
Melbourne - Outer East	25-34	Year 11	M	2802
Melbourne - Outer East	25-34	Year 12	F	26361
Melbourne - Outer East	25-34	Year 12	M	21783
Melbourne - Outer East	35-44		F	1469
Melbourne - Outer East	35-44		M	1533
Melbourne - Outer East	35-44	Did not go to school	F	160
Melbourne - Outer East	35-44	Did not go to school	M	166
Melbourne - Outer East	35-44	Year 8 or below	F	330
Melbourne - Outer East	35-44	Year 8 or below	M	458
Melbourne - Outer East	35-44	Year 9	F	622
Melbourne - Outer East	35-44	Year 9	M	1058
Melbourne - Outer East	35-44	Year 10	F	2340
Melbourne - Outer East	35-44	Year 10	M	4066
Melbourne - Outer East	35-44	Year 11	F	2678
Melbourne - Outer East	35-44	Year 11	M	3666
Melbourne - Outer East	35-44	Year 12	F	27236
Melbourne - Outer East	35-44	Year 12	M	21958
Melbourne - Outer East	45-54		F	1656
Melbourne - Outer East	45-54		M	1675
Melbourne - Outer East	45-54	Did not go to school	F	260
Melbourne - Outer East	45-54	Did not go to school	M	230
Melbourne - Outer East	45-54	Year 8 or below	F	514
Melbourne - Outer East	45-54	Year 8 or below	M	630
Melbourne - Outer East	45-54	Year 9	F	1336
Melbourne - Outer East	45-54	Year 9	M	1802
Melbourne - Outer East	45-54	Year 10	F	4898
Melbourne - Outer East	45-54	Year 10	M	6461
Melbourne - Outer East	45-54	Year 11	F	7733
Melbourne - Outer East	45-54	Year 11	M	7524
Melbourne - Outer East	45-54	Year 12	F	20481
Melbourne - Outer East	45-54	Year 12	M	15867
Melbourne - Outer East	55-64		F	1693
Melbourne - Outer East	55-64		M	1616
Melbourne - Outer East	55-64	Did not go to school	F	302
Melbourne - Outer East	55-64	Did not go to school	M	206
Melbourne - Outer East	55-64	Year 8 or below	F	1028
Melbourne - Outer East	55-64	Year 8 or below	M	949
Melbourne - Outer East	55-64	Year 9	F	2018
Melbourne - Outer East	55-64	Year 9	M	2027
Melbourne - Outer East	55-64	Year 10	F	6005
Melbourne - Outer East	55-64	Year 10	M	5744
Melbourne - Outer East	55-64	Year 11	F	6199
Melbourne - Outer East	55-64	Year 11	M	5519
Melbourne - Outer East	55-64	Year 12	F	15153
Melbourne - Outer East	55-64	Year 12	M	13873
Melbourne - Outer East	65-74		F	1866
Melbourne - Outer East	65-74		M	1539
Melbourne - Outer East	65-74	Did not go to school	F	252
Melbourne - Outer East	65-74	Did not go to school	M	177
Melbourne - Outer East	65-74	Year 8 or below	F	2411
Melbourne - Outer East	65-74	Year 8 or below	M	1750
Melbourne - Outer East	65-74	Year 9	F	2581
Melbourne - Outer East	65-74	Year 9	M	2194
Melbourne - Outer East	65-74	Year 10	F	5768
Melbourne - Outer East	65-74	Year 10	M	4405
Melbourne - Outer East	65-74	Year 11	F	3499
Melbourne - Outer East	65-74	Year 11	M	2884
Melbourne - Outer East	65-74	Year 12	F	7876
Melbourne - Outer East	65-74	Year 12	M	8837
Melbourne - Outer East	75-84		F	1841
Melbourne - Outer East	75-84		M	1252
Melbourne - Outer East	75-84	Did not go to school	F	280
Melbourne - Outer East	75-84	Did not go to school	M	170
Melbourne - Outer East	75-84	Year 8 or below	F	2324
Melbourne - Outer East	75-84	Year 8 or below	M	1737
Melbourne - Outer East	75-84	Year 9	F	1475
Melbourne - Outer East	75-84	Year 9	M	1253
Melbourne - Outer East	75-84	Year 10	F	2692
Melbourne - Outer East	75-84	Year 10	M	1941
Melbourne - Outer East	75-84	Year 11	F	1350
Melbourne - Outer East	75-84	Year 11	M	1009
Melbourne - Outer East	75-84	Year 12	F	3161
Melbourne - Outer East	75-84	Year 12	M	3429
Melbourne - Outer East	85+		F	1596
Melbourne - Outer East	85+		M	701
Melbourne - Outer East	85+	Did not go to school	F	136
Melbourne - Outer East	85+	Did not go to school	M	61
Melbourne - Outer East	85+	Year 8 or below	F	1761
Melbourne - Outer East	85+	Year 8 or below	M	773
Melbourne - Outer East	85+	Year 9	F	730
Melbourne - Outer East	85+	Year 9	M	378
Melbourne - Outer East	85+	Year 10	F	1036
Melbourne - Outer East	85+	Year 10	M	553
Melbourne - Outer East	85+	Year 11	F	389
Melbourne - Outer East	85+	Year 11	M	281
Melbourne - Outer East	85+	Year 12	F	1144
Melbourne - Outer East	85+	Year 12	M	1091
Melbourne - South East	15-19		F	1083
Melbourne - South East	15-19		M	1237
Melbourne - South East	15-19	Did not go to school	F	30
Melbourne - South East	15-19	Did not go to school	M	61
Melbourne - South East	15-19	Year 8 or below	F	151
Melbourne - South East	15-19	Year 8 or below	M	212
Melbourne - South East	15-19	Year 9	F	313
Melbourne - South East	15-19	Year 9	M	462
Melbourne - South East	15-19	Year 10	F	794
Melbourne - South East	15-19	Year 10	M	1279
Melbourne - South East	15-19	Year 11	F	790
Melbourne - South East	15-19	Year 11	M	1311
Melbourne - South East	15-19	Year 12	F	7190
Melbourne - South East	15-19	Year 12	M	6962
Melbourne - South East	20-24		F	1494
Melbourne - South East	20-24		M	1735
Melbourne - South East	20-24	Did not go to school	F	212
Melbourne - South East	20-24	Did not go to school	M	401
Melbourne - South East	20-24	Year 8 or below	F	257
Melbourne - South East	20-24	Year 8 or below	M	409
Melbourne - South East	20-24	Year 9	F	385
Melbourne - South East	20-24	Year 9	M	628
Melbourne - South East	20-24	Year 10	F	1272
Melbourne - South East	20-24	Year 10	M	2310
Melbourne - South East	20-24	Year 11	F	1465
Melbourne - South East	20-24	Year 11	M	2337
Melbourne - South East	20-24	Year 12	F	22518
Melbourne - South East	20-24	Year 12	M	22752
Melbourne - South East	25-34		F	3272
Melbourne - South East	25-34		M	3524
Melbourne - South East	25-34	Did not go to school	F	836
Melbourne - South East	25-34	Did not go to school	M	992
Melbourne - South East	25-34	Year 8 or below	F	940
Melbourne - South East	25-34	Year 8 or below	M	1239
Melbourne - South East	25-34	Year 9	F	937
Melbourne - South East	25-34	Year 9	M	1447
Melbourne - South East	25-34	Year 10	F	3274
Melbourne - South East	25-34	Year 10	M	5241
Melbourne - South East	25-34	Year 11	F	2815
Melbourne - South East	25-34	Year 11	M	4149
Melbourne - South East	25-34	Year 12	F	46029
Melbourne - South East	25-34	Year 12	M	41464
Melbourne - South East	35-44		F	2784
Melbourne - South East	35-44		M	3032
Melbourne - South East	35-44	Did not go to school	F	1029
Melbourne - South East	35-44	Did not go to school	M	1076
Melbourne - South East	35-44	Year 8 or below	F	1226
Melbourne - South East	35-44	Year 8 or below	M	1452
Melbourne - South East	35-44	Year 9	F	1335
Melbourne - South East	35-44	Year 9	M	1739
Melbourne - South East	35-44	Year 10	F	4117
Melbourne - South East	35-44	Year 10	M	6025
Melbourne - South East	35-44	Year 11	F	3645
Melbourne - South East	35-44	Year 11	M	4883
Melbourne - South East	35-44	Year 12	F	38608
Melbourne - South East	35-44	Year 12	M	34472
Melbourne - South East	45-54		F	2719
Melbourne - South East	45-54		M	2874
Melbourne - South East	45-54	Did not go to school	F	1214
Melbourne - South East	45-54	Did not go to school	M	991
Melbourne - South East	45-54	Year 8 or below	F	1811
Melbourne - South East	45-54	Year 8 or below	M	1667
Melbourne - South East	45-54	Year 9	F	2268
Melbourne - South East	45-54	Year 9	M	2554
Melbourne - South East	45-54	Year 10	F	6994
Melbourne - South East	45-54	Year 10	M	8303
Melbourne - South East	45-54	Year 11	F	7583
Melbourne - South East	45-54	Year 11	M	7887
Melbourne - South East	45-54	Year 12	F	26102
Melbourne - South East	45-54	Year 12	M	23413
Melbourne - South East	55-64		F	2621
Melbourne - South East	55-64		M	2634
Melbourne - South East	55-64	Did not go to school	F	1274
Melbourne - South East	55-64	Did not go to school	M	913
Melbourne - South East	55-64	Year 8 or below	F	3025
Melbourne - South East	55-64	Year 8 or below	M	2240
Melbourne - South East	55-64	Year 9	F	2912
Melbourne - South East	55-64	Year 9	M	2728
Melbourne - South East	55-64	Year 10	F	7031
Melbourne - South East	55-64	Year 10	M	6963
Melbourne - South East	55-64	Year 11	F	5474
Melbourne - South East	55-64	Year 11	M	5000
Melbourne - South East	55-64	Year 12	F	17252
Melbourne - South East	55-64	Year 12	M	17153
Melbourne - South East	65-74		F	2581
Melbourne - South East	65-74		M	2289
Melbourne - South East	65-74	Did not go to school	F	1070
Melbourne - South East	65-74	Did not go to school	M	728
Melbourne - South East	65-74	Year 8 or below	F	4878
Melbourne - South East	65-74	Year 8 or below	M	3488
Melbourne - South East	65-74	Year 9	F	2847
Melbourne - South East	65-74	Year 9	M	2531
Melbourne - South East	65-74	Year 10	F	5886
Melbourne - South East	65-74	Year 10	M	4682
Melbourne - South East	65-74	Year 11	F	3119
Melbourne - South East	65-74	Year 11	M	2465
Melbourne - South East	65-74	Year 12	F	8548
Melbourne - South East	65-74	Year 12	M	10143
Melbourne - South East	75-84		F	2427
Melbourne - South East	75-84		M	1933
Melbourne - South East	75-84	Did not go to school	F	1043
Melbourne - South East	75-84	Did not go to school	M	548
Melbourne - South East	75-84	Year 8 or below	F	4325
Melbourne - South East	75-84	Year 8 or below	M	3246
Melbourne - South East	75-84	Year 9	F	1620
Melbourne - South East	75-84	Year 9	M	1370
Melbourne - South East	75-84	Year 10	F	2758
Melbourne - South East	75-84	Year 10	M	2279
Melbourne - South East	75-84	Year 11	F	1319
Melbourne - South East	75-84	Year 11	M	1017
Melbourne - South East	75-84	Year 12	F	3707
Melbourne - South East	75-84	Year 12	M	4274
Melbourne - South East	85+		F	1883
Melbourne - South East	85+		M	949
Melbourne - South East	85+	Did not go to school	F	450
Melbourne - South East	85+	Did not go to school	M	191
Melbourne - South East	85+	Year 8 or below	F	2451
Melbourne - South East	85+	Year 8 or below	M	1355
Melbourne - South East	85+	Year 9	F	715
Melbourne - South East	85+	Year 9	M	425
Melbourne - South East	85+	Year 10	F	1024
Melbourne - South East	85+	Year 10	M	586
Melbourne - South East	85+	Year 11	F	411
Melbourne - South East	85+	Year 11	M	282
Melbourne - South East	85+	Year 12	F	1298
Melbourne - South East	85+	Year 12	M	1259
Melbourne - West	15-19		F	1110
Melbourne - West	15-19		M	1233
Melbourne - West	15-19	Did not go to school	F	29
Melbourne - West	15-19	Did not go to school	M	43
Melbourne - West	15-19	Year 8 or below	F	133
Melbourne - West	15-19	Year 8 or below	M	183
Melbourne - West	15-19	Year 9	F	310
Melbourne - West	15-19	Year 9	M	458
Melbourne - West	15-19	Year 10	F	724
Melbourne - West	15-19	Year 10	M	1133
Melbourne - West	15-19	Year 11	F	681
Melbourne - West	15-19	Year 11	M	1054
Melbourne - West	15-19	Year 12	F	5614
Melbourne - West	15-19	Year 12	M	5577
Melbourne - West	20-24		F	1631
Melbourne - West	20-24		M	2049
Melbourne - West	20-24	Did not go to school	F	80
Melbourne - West	20-24	Did not go to school	M	156
Melbourne - West	20-24	Year 8 or below	F	207
Melbourne - West	20-24	Year 8 or below	M	318
Melbourne - West	20-24	Year 9	F	400
Melbourne - West	20-24	Year 9	M	585
Melbourne - West	20-24	Year 10	F	1369
Melbourne - West	20-24	Year 10	M	2165
Melbourne - West	20-24	Year 11	F	1341
Melbourne - West	20-24	Year 11	M	1969
Melbourne - West	20-24	Year 12	F	18743
Melbourne - West	20-24	Year 12	M	18795
Melbourne - West	25-34		F	4285
Melbourne - West	25-34		M	5089
Melbourne - West	25-34	Did not go to school	F	495
Melbourne - West	25-34	Did not go to school	M	530
Melbourne - West	25-34	Year 8 or below	F	845
Melbourne - West	25-34	Year 8 or below	M	954
Melbourne - West	25-34	Year 9	F	874
Melbourne - West	25-34	Year 9	M	1449
Melbourne - West	25-34	Year 10	F	3583
Melbourne - West	25-34	Year 10	M	5304
Melbourne - West	25-34	Year 11	F	3116
Melbourne - West	25-34	Year 11	M	4204
Melbourne - West	25-34	Year 12	F	50774
Melbourne - West	25-34	Year 12	M	44819
Melbourne - West	35-44		F	3558
Melbourne - West	35-44		M	4165
Melbourne - West	35-44	Did not go to school	F	686
Melbourne - West	35-44	Did not go to school	M	560
Melbourne - West	35-44	Year 8 or below	F	1262
Melbourne - West	35-44	Year 8 or below	M	1119
Melbourne - West	35-44	Year 9	F	1248
Melbourne - West	35-44	Year 9	M	1588
Melbourne - West	35-44	Year 10	F	4104
Melbourne - West	35-44	Year 10	M	5860
Melbourne - West	35-44	Year 11	F	3902
Melbourne - West	35-44	Year 11	M	5252
Melbourne - West	35-44	Year 12	F	42145
Melbourne - West	35-44	Year 12	M	39057
Melbourne - West	45-54		F	3114
Melbourne - West	45-54		M	3307
Melbourne - West	45-54	Did not go to school	F	999
Melbourne - West	45-54	Did not go to school	M	776
Melbourne - West	45-54	Year 8 or below	F	1946
Melbourne - West	45-54	Year 8 or below	M	1683
Melbourne - West	45-54	Year 9	F	2105
Melbourne - West	45-54	Year 9	M	2435
Melbourne - West	45-54	Year 10	F	6839
Melbourne - West	45-54	Year 10	M	7601
Melbourne - West	45-54	Year 11	F	7240
Melbourne - West	45-54	Year 11	M	7734
Melbourne - West	45-54	Year 12	F	23621
Melbourne - West	45-54	Year 12	M	21459
Melbourne - West	55-64		F	2826
Melbourne - West	55-64		M	2780
Melbourne - West	55-64	Did not go to school	F	1216
Melbourne - West	55-64	Did not go to school	M	809
Melbourne - West	55-64	Year 8 or below	F	3632
Melbourne - West	55-64	Year 8 or below	M	2616
Melbourne - West	55-64	Year 9	F	3120
Melbourne - West	55-64	Year 9	M	2799
Melbourne - West	55-64	Year 10	F	6942
Melbourne - West	55-64	Year 10	M	6662
Melbourne - West	55-64	Year 11	F	4907
Melbourne - West	55-64	Year 11	M	4761
Melbourne - West	55-64	Year 12	F	13844
Melbourne - West	55-64	Year 12	M	14072
Melbourne - West	65-74		F	2641
Melbourne - West	65-74		M	2416
Melbourne - West	65-74	Did not go to school	F	984
Melbourne - West	65-74	Did not go to school	M	719
Melbourne - West	65-74	Year 8 or below	F	5429
Melbourne - West	65-74	Year 8 or below	M	4203
Melbourne - West	65-74	Year 9	F	2390
Melbourne - West	65-74	Year 9	M	2214
Melbourne - West	65-74	Year 10	F	4248
Melbourne - West	65-74	Year 10	M	3711
Melbourne - West	65-74	Year 11	F	1822
Melbourne - West	65-74	Year 11	M	1726
Melbourne - West	65-74	Year 12	F	5554
Melbourne - West	65-74	Year 12	M	7109
Melbourne - West	75-84		F	1886
Melbourne - West	75-84		M	1578
Melbourne - West	75-84	Did not go to school	F	1114
Melbourne - West	75-84	Did not go to school	M	572
Melbourne - West	75-84	Year 8 or below	F	4163
Melbourne - West	75-84	Year 8 or below	M	3072
Melbourne - West	75-84	Year 9	F	1175
Melbourne - West	75-84	Year 9	M	919
Melbourne - West	75-84	Year 10	F	1535
Melbourne - West	75-84	Year 10	M	1237
Melbourne - West	75-84	Year 11	F	561
Melbourne - West	75-84	Year 11	M	451
Melbourne - West	75-84	Year 12	F	1747
Melbourne - West	75-84	Year 12	M	2146
Melbourne - West	85+		F	1182
Melbourne - West	85+		M	638
Melbourne - West	85+	Did not go to school	F	519
Melbourne - West	85+	Did not go to school	M	224
Melbourne - West	85+	Year 8 or below	F	2039
Melbourne - West	85+	Year 8 or below	M	1091
Melbourne - West	85+	Year 9	F	479
Melbourne - West	85+	Year 9	M	290
Melbourne - West	85+	Year 10	F	587
Melbourne - West	85+	Year 10	M	318
Melbourne - West	85+	Year 11	F	176
Melbourne - West	85+	Year 11	M	99
Melbourne - West	85+	Year 12	F	556
Melbourne - West	85+	Year 12	M	491
Mornington Peninsula	15-19		F	429
Mornington Peninsula	15-19		M	481
Mornington Peninsula	15-19	Did not go to school	F	10
Mornington Peninsula	15-19	Did not go to school	M	13
Mornington Peninsula	15-19	Year 8 or below	F	58
Mornington Peninsula	15-19	Year 8 or below	M	83
Mornington Peninsula	15-19	Year 9	F	106
Mornington Peninsula	15-19	Year 9	M	194
Mornington Peninsula	15-19	Year 10	F	392
Mornington Peninsula	15-19	Year 10	M	636
Mornington Peninsula	15-19	Year 11	F	326
Mornington Peninsula	15-19	Year 11	M	560
Mornington Peninsula	15-19	Year 12	F	2001
Mornington Peninsula	15-19	Year 12	M	1753
Mornington Peninsula	20-24		F	517
Mornington Peninsula	20-24		M	523
Mornington Peninsula	20-24	Did not go to school	F	18
Mornington Peninsula	20-24	Did not go to school	M	27
Mornington Peninsula	20-24	Year 8 or below	F	45
Mornington Peninsula	20-24	Year 8 or below	M	111
Mornington Peninsula	20-24	Year 9	F	135
Mornington Peninsula	20-24	Year 9	M	303
