SA4_NAME16	CoupleFamily	HasChild	HasChildUnder15	MortgageRepayment.min	families_in_occupied_private_dwellings_being_purchased
Capital Region		1	1	0	15
Capital Region		1	1	3600	6
Capital Region		1	1	5400	6
Capital Region		1	1	7200	11
Capital Region		1	1	9600	20
Capital Region		1	1	12000	10
Capital Region		1	1	14400	11
Capital Region		1	1	16800	11
Capital Region		1	1	19200	11
Capital Region		1	1	21600	8
Capital Region		1	1	24000	11
Capital Region		1	1	31200	3
Capital Region		1	1	36000	3
Capital Region		1	1	60000	8
Capital Region	0	1	0	0	51
Capital Region	0	1	0	1800	33
Capital Region	0	1	0	3600	54
Capital Region	0	1	0	5400	50
Capital Region	0	1	0	7200	68
Capital Region	0	1	0	9600	122
Capital Region	0	1	0	12000	125
Capital Region	0	1	0	14400	119
Capital Region	0	1	0	16800	99
Capital Region	0	1	0	19200	98
Capital Region	0	1	0	21600	64
Capital Region	0	1	0	24000	76
Capital Region	0	1	0	26400	34
Capital Region	0	1	0	28800	12
Capital Region	0	1	0	31200	46
Capital Region	0	1	0	36000	50
Capital Region	0	1	0	48000	20
Capital Region	0	1	0	60000	12
Capital Region	0	1	1	0	27
Capital Region	0	1	1	1800	18
Capital Region	0	1	1	3600	29
Capital Region	0	1	1	5400	35
Capital Region	0	1	1	7200	81
Capital Region	0	1	1	9600	110
Capital Region	0	1	1	12000	111
Capital Region	0	1	1	14400	136
Capital Region	0	1	1	16800	104
Capital Region	0	1	1	19200	140
Capital Region	0	1	1	21600	68
Capital Region	0	1	1	24000	94
Capital Region	0	1	1	26400	38
Capital Region	0	1	1	28800	16
Capital Region	0	1	1	31200	57
Capital Region	0	1	1	36000	62
Capital Region	0	1	1	48000	18
Capital Region	0	1	1	60000	5
Capital Region	1	0	0	0	360
Capital Region	1	0	0	1800	137
Capital Region	1	0	0	3600	261
Capital Region	1	0	0	5400	225
Capital Region	1	0	0	7200	372
Capital Region	1	0	0	9600	477
Capital Region	1	0	0	12000	547
Capital Region	1	0	0	14400	619
Capital Region	1	0	0	16800	564
Capital Region	1	0	0	19200	547
Capital Region	1	0	0	21600	368
Capital Region	1	0	0	24000	625
Capital Region	1	0	0	26400	252
Capital Region	1	0	0	28800	162
Capital Region	1	0	0	31200	437
Capital Region	1	0	0	36000	634
Capital Region	1	0	0	48000	198
Capital Region	1	0	0	60000	157
Capital Region	1	1	0	0	117
Capital Region	1	1	0	1800	37
Capital Region	1	1	0	3600	80
Capital Region	1	1	0	5400	83
Capital Region	1	1	0	7200	138
Capital Region	1	1	0	9600	235
Capital Region	1	1	0	12000	283
Capital Region	1	1	0	14400	279
Capital Region	1	1	0	16800	241
Capital Region	1	1	0	19200	309
Capital Region	1	1	0	21600	191
Capital Region	1	1	0	24000	322
Capital Region	1	1	0	26400	122
Capital Region	1	1	0	28800	88
Capital Region	1	1	0	31200	249
Capital Region	1	1	0	36000	340
Capital Region	1	1	0	48000	113
Capital Region	1	1	0	60000	74
Capital Region	1	1	1	0	150
Capital Region	1	1	1	1800	38
Capital Region	1	1	1	3600	96
Capital Region	1	1	1	5400	104
Capital Region	1	1	1	7200	252
Capital Region	1	1	1	9600	419
Capital Region	1	1	1	12000	531
Capital Region	1	1	1	14400	758
Capital Region	1	1	1	16800	787
Capital Region	1	1	1	19200	874
Capital Region	1	1	1	21600	631
Capital Region	1	1	1	24000	1046
Capital Region	1	1	1	26400	500
Capital Region	1	1	1	28800	320
Capital Region	1	1	1	31200	842
Capital Region	1	1	1	36000	1030
Capital Region	1	1	1	48000	325
Capital Region	1	1	1	60000	211
Central Coast		1	1	0	24
Central Coast		1	1	1800	5
Central Coast		1	1	3600	12
Central Coast		1	1	5400	10
Central Coast		1	1	7200	10
Central Coast		1	1	9600	20
Central Coast		1	1	12000	19
Central Coast		1	1	14400	19
Central Coast		1	1	16800	22
Central Coast		1	1	19200	21
Central Coast		1	1	21600	19
Central Coast		1	1	24000	22
Central Coast		1	1	26400	8
Central Coast		1	1	28800	11
Central Coast		1	1	31200	17
Central Coast		1	1	36000	13
Central Coast		1	1	48000	3
Central Coast		1	1	60000	3
Central Coast	0	1	0	0	107
Central Coast	0	1	0	1800	42
Central Coast	0	1	0	3600	82
Central Coast	0	1	0	5400	77
Central Coast	0	1	0	7200	144
Central Coast	0	1	0	9600	181
Central Coast	0	1	0	12000	223
Central Coast	0	1	0	14400	288
Central Coast	0	1	0	16800	250
Central Coast	0	1	0	19200	285
Central Coast	0	1	0	21600	154
Central Coast	0	1	0	24000	223
Central Coast	0	1	0	26400	55
Central Coast	0	1	0	28800	40
Central Coast	0	1	0	31200	104
Central Coast	0	1	0	36000	114
Central Coast	0	1	0	48000	23
Central Coast	0	1	0	60000	20
Central Coast	0	1	1	0	50
Central Coast	0	1	1	1800	16
Central Coast	0	1	1	3600	37
Central Coast	0	1	1	5400	42
Central Coast	0	1	1	7200	69
Central Coast	0	1	1	9600	138
Central Coast	0	1	1	12000	178
Central Coast	0	1	1	14400	257
Central Coast	0	1	1	16800	233
Central Coast	0	1	1	19200	273
Central Coast	0	1	1	21600	165
Central Coast	0	1	1	24000	250
Central Coast	0	1	1	26400	91
Central Coast	0	1	1	28800	46
Central Coast	0	1	1	31200	103
Central Coast	0	1	1	36000	106
Central Coast	0	1	1	48000	33
Central Coast	0	1	1	60000	19
Central Coast	1	0	0	0	470
Central Coast	1	0	0	1800	149
Central Coast	1	0	0	3600	264
Central Coast	1	0	0	5400	218
Central Coast	1	0	0	7200	357
Central Coast	1	0	0	9600	426
Central Coast	1	0	0	12000	566
Central Coast	1	0	0	14400	711
Central Coast	1	0	0	16800	735
Central Coast	1	0	0	19200	895
Central Coast	1	0	0	21600	670
Central Coast	1	0	0	24000	1059
Central Coast	1	0	0	26400	478
Central Coast	1	0	0	28800	285
Central Coast	1	0	0	31200	658
Central Coast	1	0	0	36000	724
Central Coast	1	0	0	48000	249
Central Coast	1	0	0	60000	176
Central Coast	1	1	0	0	207
Central Coast	1	1	0	1800	62
