SA4_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Sydney - Outer South West	Person not in same household	10500	140
Sydney - Outer South West	Person not in same household	11812	212
Sydney - Outer South West	Person not in same household	14437	586
Sydney - Outer South West	Person not in same household	18375	923
Sydney - Outer South West	Person not in same household	23625	370
Sydney - Outer South West	Person not in same household	28875	82
Sydney - Outer South West	Person not in same household	34125	27
Sydney - Outer South West	Person not in same household	39375	8
Sydney - Outer South West	Person not in same household	44625	8
Sydney - Outer South West	Person not in same household	49875	5
Sydney - Outer South West	Real estate agent	0	31
Sydney - Outer South West	Real estate agent	3937	7
Sydney - Outer South West	Real estate agent	5250	17
Sydney - Outer South West	Real estate agent	7875	61
Sydney - Outer South West	Real estate agent	10500	97
Sydney - Outer South West	Real estate agent	11812	325
Sydney - Outer South West	Real estate agent	14437	1928
Sydney - Outer South West	Real estate agent	18375	6258
Sydney - Outer South West	Real estate agent	23625	3066
Sydney - Outer South West	Real estate agent	28875	801
Sydney - Outer South West	Real estate agent	34125	121
Sydney - Outer South West	Real estate agent	39375	44
Sydney - Outer South West	Real estate agent	44625	18
Sydney - Outer South West	Real estate agent	49875	25
Sydney - Outer South West	State or territory housing authority	0	206
Sydney - Outer South West	State or territory housing authority	3937	177
Sydney - Outer South West	State or territory housing authority	5250	1547
Sydney - Outer South West	State or territory housing authority	7875	1058
Sydney - Outer South West	State or territory housing authority	10500	549
Sydney - Outer South West	State or territory housing authority	11812	467
Sydney - Outer South West	State or territory housing authority	14437	593
Sydney - Outer South West	State or territory housing authority	18375	448
Sydney - Outer South West	State or territory housing authority	23625	36
Sydney - Outer South West	State or territory housing authority	28875	3
Sydney - Outer South West	State or territory housing authority	34125	7
Sydney - Outer South West	State or territory housing authority	39375	3
Sydney - Outer West and Blue Mountains		0	228
Sydney - Outer West and Blue Mountains		5250	9
Sydney - Outer West and Blue Mountains		7875	7
Sydney - Outer West and Blue Mountains		11812	14
Sydney - Outer West and Blue Mountains		14437	21
Sydney - Outer West and Blue Mountains		18375	44
Sydney - Outer West and Blue Mountains		23625	8
Sydney - Outer West and Blue Mountains	(Other)	0	46
Sydney - Outer West and Blue Mountains	(Other)	3937	5
Sydney - Outer West and Blue Mountains	(Other)	5250	29
Sydney - Outer West and Blue Mountains	(Other)	7875	21
Sydney - Outer West and Blue Mountains	(Other)	10500	22
Sydney - Outer West and Blue Mountains	(Other)	11812	183
Sydney - Outer West and Blue Mountains	(Other)	14437	81
Sydney - Outer West and Blue Mountains	(Other)	18375	79
Sydney - Outer West and Blue Mountains	(Other)	23625	38
Sydney - Outer West and Blue Mountains	(Other)	28875	7
Sydney - Outer West and Blue Mountains	(Other)	34125	13
Sydney - Outer West and Blue Mountains	(Other)	39375	3
Sydney - Outer West and Blue Mountains	(Other)	49875	8
Sydney - Outer West and Blue Mountains	Co-op/church group etc	0	18
Sydney - Outer West and Blue Mountains	Co-op/church group etc	3937	29
Sydney - Outer West and Blue Mountains	Co-op/church group etc	5250	38
Sydney - Outer West and Blue Mountains	Co-op/church group etc	7875	194
Sydney - Outer West and Blue Mountains	Co-op/church group etc	10500	75
Sydney - Outer West and Blue Mountains	Co-op/church group etc	11812	84
Sydney - Outer West and Blue Mountains	Co-op/church group etc	14437	93
Sydney - Outer West and Blue Mountains	Co-op/church group etc	18375	54
Sydney - Outer West and Blue Mountains	Co-op/church group etc	23625	10
Sydney - Outer West and Blue Mountains	Co-op/church group etc	34125	3
Sydney - Outer West and Blue Mountains	Person not in same household	0	314
Sydney - Outer West and Blue Mountains	Person not in same household	3937	14
Sydney - Outer West and Blue Mountains	Person not in same household	5250	118
Sydney - Outer West and Blue Mountains	Person not in same household	7875	221
Sydney - Outer West and Blue Mountains	Person not in same household	10500	232
Sydney - Outer West and Blue Mountains	Person not in same household	11812	457
Sydney - Outer West and Blue Mountains	Person not in same household	14437	909
Sydney - Outer West and Blue Mountains	Person not in same household	18375	1399
Sydney - Outer West and Blue Mountains	Person not in same household	23625	462
Sydney - Outer West and Blue Mountains	Person not in same household	28875	112
Sydney - Outer West and Blue Mountains	Person not in same household	34125	31
Sydney - Outer West and Blue Mountains	Person not in same household	39375	10
Sydney - Outer West and Blue Mountains	Person not in same household	44625	3
Sydney - Outer West and Blue Mountains	Person not in same household	49875	14
Sydney - Outer West and Blue Mountains	Real estate agent	0	28
Sydney - Outer West and Blue Mountains	Real estate agent	3937	7
Sydney - Outer West and Blue Mountains	Real estate agent	5250	34
Sydney - Outer West and Blue Mountains	Real estate agent	7875	160
Sydney - Outer West and Blue Mountains	Real estate agent	10500	221
Sydney - Outer West and Blue Mountains	Real estate agent	11812	956
Sydney - Outer West and Blue Mountains	Real estate agent	14437	3356
Sydney - Outer West and Blue Mountains	Real estate agent	18375	8908
Sydney - Outer West and Blue Mountains	Real estate agent	23625	3460
Sydney - Outer West and Blue Mountains	Real estate agent	28875	903
Sydney - Outer West and Blue Mountains	Real estate agent	34125	186
Sydney - Outer West and Blue Mountains	Real estate agent	39375	68
Sydney - Outer West and Blue Mountains	Real estate agent	44625	30
Sydney - Outer West and Blue Mountains	Real estate agent	49875	24
Sydney - Outer West and Blue Mountains	State or territory housing authority	0	156
Sydney - Outer West and Blue Mountains	State or territory housing authority	3937	127
Sydney - Outer West and Blue Mountains	State or territory housing authority	5250	937
Sydney - Outer West and Blue Mountains	State or territory housing authority	7875	819
Sydney - Outer West and Blue Mountains	State or territory housing authority	10500	335
Sydney - Outer West and Blue Mountains	State or territory housing authority	11812	341
Sydney - Outer West and Blue Mountains	State or territory housing authority	14437	351
Sydney - Outer West and Blue Mountains	State or territory housing authority	18375	358
Sydney - Outer West and Blue Mountains	State or territory housing authority	23625	37
Sydney - Outer West and Blue Mountains	State or territory housing authority	28875	7
Sydney - Outer West and Blue Mountains	State or territory housing authority	34125	3
Sydney - Outer West and Blue Mountains	State or territory housing authority	39375	3
Sydney - Outer West and Blue Mountains	State or territory housing authority	49875	3
Sydney - Parramatta		0	311
Sydney - Parramatta		3937	6
Sydney - Parramatta		5250	24
Sydney - Parramatta		7875	21
Sydney - Parramatta		10500	11
Sydney - Parramatta		11812	10
Sydney - Parramatta		14437	21
Sydney - Parramatta		18375	68
Sydney - Parramatta		23625	51
Sydney - Parramatta		28875	16
Sydney - Parramatta		34125	4
Sydney - Parramatta	(Other)	0	64
Sydney - Parramatta	(Other)	3937	8
Sydney - Parramatta	(Other)	5250	58
Sydney - Parramatta	(Other)	7875	69
Sydney - Parramatta	(Other)	10500	41
Sydney - Parramatta	(Other)	11812	253
Sydney - Parramatta	(Other)	14437	143
Sydney - Parramatta	(Other)	18375	360
Sydney - Parramatta	(Other)	23625	283
Sydney - Parramatta	(Other)	28875	77
Sydney - Parramatta	(Other)	34125	22
Sydney - Parramatta	(Other)	39375	7
Sydney - Parramatta	(Other)	44625	3
Sydney - Parramatta	(Other)	49875	5
Sydney - Parramatta	Co-op/church group etc	0	78
Sydney - Parramatta	Co-op/church group etc	3937	85
Sydney - Parramatta	Co-op/church group etc	5250	160
Sydney - Parramatta	Co-op/church group etc	7875	324
Sydney - Parramatta	Co-op/church group etc	10500	99
Sydney - Parramatta	Co-op/church group etc	11812	122
Sydney - Parramatta	Co-op/church group etc	14437	133
Sydney - Parramatta	Co-op/church group etc	18375	118
Sydney - Parramatta	Co-op/church group etc	23625	25
Sydney - Parramatta	Co-op/church group etc	28875	11
Sydney - Parramatta	Co-op/church group etc	34125	12
Sydney - Parramatta	Co-op/church group etc	39375	4
Sydney - Parramatta	Co-op/church group etc	44625	3
Sydney - Parramatta	Person not in same household	0	608
Sydney - Parramatta	Person not in same household	3937	28
Sydney - Parramatta	Person not in same household	5250	162
Sydney - Parramatta	Person not in same household	7875	305
Sydney - Parramatta	Person not in same household	10500	273
Sydney - Parramatta	Person not in same household	11812	370
Sydney - Parramatta	Person not in same household	14437	843
Sydney - Parramatta	Person not in same household	18375	2126
Sydney - Parramatta	Person not in same household	23625	1623
Sydney - Parramatta	Person not in same household	28875	669
Sydney - Parramatta	Person not in same household	34125	201
Sydney - Parramatta	Person not in same household	39375	101
Sydney - Parramatta	Person not in same household	44625	32
Sydney - Parramatta	Person not in same household	49875	40
Sydney - Parramatta	Real estate agent	0	117
Sydney - Parramatta	Real estate agent	3937	20
Sydney - Parramatta	Real estate agent	5250	105
Sydney - Parramatta	Real estate agent	7875	206
Sydney - Parramatta	Real estate agent	10500	229
Sydney - Parramatta	Real estate agent	11812	680
Sydney - Parramatta	Real estate agent	14437	2659
Sydney - Parramatta	Real estate agent	18375	14497
Sydney - Parramatta	Real estate agent	23625	12048
Sydney - Parramatta	Real estate agent	28875	4467
Sydney - Parramatta	Real estate agent	34125	1308
Sydney - Parramatta	Real estate agent	39375	435
Sydney - Parramatta	Real estate agent	44625	134
Sydney - Parramatta	Real estate agent	49875	130
Sydney - Parramatta	State or territory housing authority	0	556
Sydney - Parramatta	State or territory housing authority	3937	443
Sydney - Parramatta	State or territory housing authority	5250	3188
Sydney - Parramatta	State or territory housing authority	7875	1538
Sydney - Parramatta	State or territory housing authority	10500	700
Sydney - Parramatta	State or territory housing authority	11812	640
Sydney - Parramatta	State or territory housing authority	14437	500
Sydney - Parramatta	State or territory housing authority	18375	512
Sydney - Parramatta	State or territory housing authority	23625	194
Sydney - Parramatta	State or territory housing authority	28875	36
Sydney - Parramatta	State or territory housing authority	34125	15
Sydney - Parramatta	State or territory housing authority	39375	8
Sydney - Parramatta	State or territory housing authority	44625	3
Sydney - Ryde		0	137
Sydney - Ryde		3937	3
Sydney - Ryde		5250	10
Sydney - Ryde		7875	5
Sydney - Ryde		10500	6
Sydney - Ryde		11812	4
Sydney - Ryde		14437	5
Sydney - Ryde		18375	4
Sydney - Ryde		23625	9
Sydney - Ryde		28875	10
Sydney - Ryde		34125	9
Sydney - Ryde		49875	3
Sydney - Ryde	(Other)	0	30
Sydney - Ryde	(Other)	3937	4
Sydney - Ryde	(Other)	5250	11
Sydney - Ryde	(Other)	7875	16
Sydney - Ryde	(Other)	10500	19
Sydney - Ryde	(Other)	11812	91
Sydney - Ryde	(Other)	14437	41
Sydney - Ryde	(Other)	18375	43
Sydney - Ryde	(Other)	23625	39
Sydney - Ryde	(Other)	28875	28
Sydney - Ryde	(Other)	34125	16
Sydney - Ryde	(Other)	39375	7
Sydney - Ryde	(Other)	49875	8
Sydney - Ryde	Co-op/church group etc	0	14
Sydney - Ryde	Co-op/church group etc	3937	18
Sydney - Ryde	Co-op/church group etc	5250	61
Sydney - Ryde	Co-op/church group etc	7875	97
Sydney - Ryde	Co-op/church group etc	10500	26
Sydney - Ryde	Co-op/church group etc	11812	33
Sydney - Ryde	Co-op/church group etc	14437	36
Sydney - Ryde	Co-op/church group etc	18375	57
Sydney - Ryde	Co-op/church group etc	23625	16
Sydney - Ryde	Co-op/church group etc	28875	4
Sydney - Ryde	Co-op/church group etc	34125	3
Sydney - Ryde	Co-op/church group etc	39375	3
Sydney - Ryde	Person not in same household	0	336
Sydney - Ryde	Person not in same household	3937	8
Sydney - Ryde	Person not in same household	5250	58
Sydney - Ryde	Person not in same household	7875	145
Sydney - Ryde	Person not in same household	10500	103
Sydney - Ryde	Person not in same household	11812	155
Sydney - Ryde	Person not in same household	14437	225
Sydney - Ryde	Person not in same household	18375	542
Sydney - Ryde	Person not in same household	23625	621
Sydney - Ryde	Person not in same household	28875	423
Sydney - Ryde	Person not in same household	34125	234
Sydney - Ryde	Person not in same household	39375	107
Sydney - Ryde	Person not in same household	44625	55
Sydney - Ryde	Person not in same household	49875	98
Sydney - Ryde	Real estate agent	0	40
Sydney - Ryde	Real estate agent	3937	5
Sydney - Ryde	Real estate agent	5250	39
Sydney - Ryde	Real estate agent	7875	50
Sydney - Ryde	Real estate agent	10500	59
Sydney - Ryde	Real estate agent	11812	130
Sydney - Ryde	Real estate agent	14437	660
Sydney - Ryde	Real estate agent	18375	3798
Sydney - Ryde	Real estate agent	23625	4244
Sydney - Ryde	Real estate agent	28875	2911
Sydney - Ryde	Real estate agent	34125	1547
Sydney - Ryde	Real estate agent	39375	641
Sydney - Ryde	Real estate agent	44625	335
Sydney - Ryde	Real estate agent	49875	371
Sydney - Ryde	State or territory housing authority	0	104
Sydney - Ryde	State or territory housing authority	3937	91
Sydney - Ryde	State or territory housing authority	5250	712
Sydney - Ryde	State or territory housing authority	7875	303
Sydney - Ryde	State or territory housing authority	10500	147
Sydney - Ryde	State or territory housing authority	11812	104
Sydney - Ryde	State or territory housing authority	14437	92
Sydney - Ryde	State or territory housing authority	18375	57
Sydney - Ryde	State or territory housing authority	23625	37
Sydney - Ryde	State or territory housing authority	28875	23
Sydney - Ryde	State or territory housing authority	34125	4
Sydney - Ryde	State or territory housing authority	39375	3
Sydney - South West		0	272
Sydney - South West		3937	3
Sydney - South West		5250	25
Sydney - South West		7875	19
Sydney - South West		10500	12
Sydney - South West		11812	21
Sydney - South West		14437	42
Sydney - South West		18375	58
Sydney - South West		23625	29
Sydney - South West		28875	9
Sydney - South West		34125	3
Sydney - South West	(Other)	0	58
Sydney - South West	(Other)	3937	4
Sydney - South West	(Other)	5250	56
Sydney - South West	(Other)	7875	59
Sydney - South West	(Other)	10500	56
Sydney - South West	(Other)	11812	441
Sydney - South West	(Other)	14437	265
Sydney - South West	(Other)	18375	372
Sydney - South West	(Other)	23625	214
Sydney - South West	(Other)	28875	44
Sydney - South West	(Other)	34125	12
Sydney - South West	(Other)	44625	3
Sydney - South West	(Other)	49875	7
Sydney - South West	Co-op/church group etc	0	42
Sydney - South West	Co-op/church group etc	3937	26
Sydney - South West	Co-op/church group etc	5250	82
Sydney - South West	Co-op/church group etc	7875	163
Sydney - South West	Co-op/church group etc	10500	73
Sydney - South West	Co-op/church group etc	11812	95
Sydney - South West	Co-op/church group etc	14437	109
Sydney - South West	Co-op/church group etc	18375	65
Sydney - South West	Co-op/church group etc	23625	32
Sydney - South West	Co-op/church group etc	28875	6
Sydney - South West	Person not in same household	0	495
Sydney - South West	Person not in same household	3937	9
Sydney - South West	Person not in same household	5250	103
Sydney - South West	Person not in same household	7875	204
Sydney - South West	Person not in same household	10500	239
Sydney - South West	Person not in same household	11812	377
Sydney - South West	Person not in same household	14437	809
Sydney - South West	Person not in same household	18375	1443
Sydney - South West	Person not in same household	23625	856
Sydney - South West	Person not in same household	28875	226
Sydney - South West	Person not in same household	34125	69
Sydney - South West	Person not in same household	39375	14
Sydney - South West	Person not in same household	44625	7
Sydney - South West	Person not in same household	49875	11
Sydney - South West	Real estate agent	0	84
Sydney - South West	Real estate agent	3937	9
Sydney - South West	Real estate agent	5250	58
Sydney - South West	Real estate agent	7875	169
Sydney - South West	Real estate agent	10500	198
Sydney - South West	Real estate agent	11812	724
Sydney - South West	Real estate agent	14437	4241
Sydney - South West	Real estate agent	18375	7397
Sydney - South West	Real estate agent	23625	6202
Sydney - South West	Real estate agent	28875	2014
Sydney - South West	Real estate agent	34125	416
Sydney - South West	Real estate agent	39375	119
Sydney - South West	Real estate agent	44625	34
Sydney - South West	Real estate agent	49875	61
Sydney - South West	State or territory housing authority	0	394
Sydney - South West	State or territory housing authority	3937	318
Sydney - South West	State or territory housing authority	5250	2286
Sydney - South West	State or territory housing authority	7875	1492
Sydney - South West	State or territory housing authority	10500	766
Sydney - South West	State or territory housing authority	11812	707
Sydney - South West	State or territory housing authority	14437	598
Sydney - South West	State or territory housing authority	18375	677
Sydney - South West	State or territory housing authority	23625	181
Sydney - South West	State or territory housing authority	28875	22
Sydney - South West	State or territory housing authority	34125	7
Sydney - South West	State or territory housing authority	39375	3
Sydney - South West	State or territory housing authority	44625	3
Sydney - Sutherland		0	146
Sydney - Sutherland		5250	6
Sydney - Sutherland		7875	3
Sydney - Sutherland		11812	3
Sydney - Sutherland		14437	4
Sydney - Sutherland		18375	10
Sydney - Sutherland		23625	16
Sydney - Sutherland		28875	3
Sydney - Sutherland		34125	7
Sydney - Sutherland	(Other)	0	15
Sydney - Sutherland	(Other)	5250	14
Sydney - Sutherland	(Other)	7875	14
Sydney - Sutherland	(Other)	10500	9
Sydney - Sutherland	(Other)	11812	138
Sydney - Sutherland	(Other)	14437	53
Sydney - Sutherland	(Other)	18375	52
Sydney - Sutherland	(Other)	23625	22
Sydney - Sutherland	(Other)	28875	13
Sydney - Sutherland	(Other)	34125	9
Sydney - Sutherland	(Other)	39375	6
Sydney - Sutherland	(Other)	49875	5
Sydney - Sutherland	Co-op/church group etc	0	24
Sydney - Sutherland	Co-op/church group etc	3937	12
Sydney - Sutherland	Co-op/church group etc	5250	49
Sydney - Sutherland	Co-op/church group etc	7875	87
Sydney - Sutherland	Co-op/church group etc	10500	25
Sydney - Sutherland	Co-op/church group etc	11812	32
Sydney - Sutherland	Co-op/church group etc	14437	29
Sydney - Sutherland	Co-op/church group etc	18375	17
Sydney - Sutherland	Co-op/church group etc	23625	6
Sydney - Sutherland	Co-op/church group etc	28875	7
Sydney - Sutherland	Person not in same household	0	218
Sydney - Sutherland	Person not in same household	3937	3
Sydney - Sutherland	Person not in same household	5250	41
Sydney - Sutherland	Person not in same household	7875	43
Sydney - Sutherland	Person not in same household	10500	90
Sydney - Sutherland	Person not in same household	11812	116
Sydney - Sutherland	Person not in same household	14437	252
Sydney - Sutherland	Person not in same household	18375	548
Sydney - Sutherland	Person not in same household	23625	409
Sydney - Sutherland	Person not in same household	28875	239
Sydney - Sutherland	Person not in same household	34125	155
Sydney - Sutherland	Person not in same household	39375	65
Sydney - Sutherland	Person not in same household	44625	33
Sydney - Sutherland	Person not in same household	49875	50
Sydney - Sutherland	Real estate agent	0	20
Sydney - Sutherland	Real estate agent	3937	3
Sydney - Sutherland	Real estate agent	5250	10
Sydney - Sutherland	Real estate agent	7875	25
Sydney - Sutherland	Real estate agent	10500	36
Sydney - Sutherland	Real estate agent	11812	129
Sydney - Sutherland	Real estate agent	14437	581
Sydney - Sutherland	Real estate agent	18375	3287
Sydney - Sutherland	Real estate agent	23625	3005
Sydney - Sutherland	Real estate agent	28875	1798
Sydney - Sutherland	Real estate agent	34125	1065
Sydney - Sutherland	Real estate agent	39375	480
Sydney - Sutherland	Real estate agent	44625	209
Sydney - Sutherland	Real estate agent	49875	259
Sydney - Sutherland	State or territory housing authority	0	86
Sydney - Sutherland	State or territory housing authority	3937	81
Sydney - Sutherland	State or territory housing authority	5250	675
Sydney - Sutherland	State or territory housing authority	7875	258
Sydney - Sutherland	State or territory housing authority	10500	147
Sydney - Sutherland	State or territory housing authority	11812	96
Sydney - Sutherland	State or territory housing authority	14437	94
Sydney - Sutherland	State or territory housing authority	18375	82
Sydney - Sutherland	State or territory housing authority	23625	43
Sydney - Sutherland	State or territory housing authority	28875	27
Sydney - Sutherland	State or territory housing authority	34125	9
Ballarat		0	234
Ballarat		5250	25
Ballarat		7875	13
Ballarat		10500	11
Ballarat		11812	14
Ballarat		14437	14
Ballarat		18375	10
Ballarat		23625	3
Ballarat		28875	3
Ballarat		49875	4
Ballarat	(Other)	0	72
Ballarat	(Other)	3937	12
Ballarat	(Other)	5250	35
Ballarat	(Other)	7875	52
Ballarat	(Other)	10500	33
Ballarat	(Other)	11812	43
Ballarat	(Other)	14437	37
Ballarat	(Other)	18375	26
Ballarat	(Other)	23625	8
Ballarat	(Other)	28875	6
Ballarat	Co-op/church group etc	0	33
Ballarat	Co-op/church group etc	3937	29
Ballarat	Co-op/church group etc	5250	86
Ballarat	Co-op/church group etc	7875	99
Ballarat	Co-op/church group etc	10500	52
Ballarat	Co-op/church group etc	11812	34
Ballarat	Co-op/church group etc	14437	9
Ballarat	Co-op/church group etc	18375	4
Ballarat	Co-op/church group etc	23625	3
Ballarat	Person not in same household	0	303
Ballarat	Person not in same household	3937	50
Ballarat	Person not in same household	5250	332
Ballarat	Person not in same household	7875	500
Ballarat	Person not in same household	10500	506
Ballarat	Person not in same household	11812	684
Ballarat	Person not in same household	14437	431
Ballarat	Person not in same household	18375	154
Ballarat	Person not in same household	23625	45
Ballarat	Person not in same household	28875	16
Ballarat	Person not in same household	34125	3
Ballarat	Person not in same household	39375	3
Ballarat	Person not in same household	44625	5
Ballarat	Person not in same household	49875	14
Ballarat	Real estate agent	0	27
Ballarat	Real estate agent	3937	20
Ballarat	Real estate agent	5250	327
Ballarat	Real estate agent	7875	953
Ballarat	Real estate agent	10500	926
Ballarat	Real estate agent	11812	2962
Ballarat	Real estate agent	14437	2750
Ballarat	Real estate agent	18375	998
Ballarat	Real estate agent	23625	137
Ballarat	Real estate agent	28875	25
Ballarat	Real estate agent	34125	17
Ballarat	Real estate agent	39375	3
Ballarat	Real estate agent	44625	4
Ballarat	Real estate agent	49875	10
Ballarat	State or territory housing authority	0	97
Ballarat	State or territory housing authority	3937	87
Ballarat	State or territory housing authority	5250	824
Ballarat	State or territory housing authority	7875	328
Ballarat	State or territory housing authority	10500	166
Ballarat	State or territory housing authority	11812	154
Ballarat	State or territory housing authority	14437	29
Ballarat	State or territory housing authority	18375	9
Ballarat	State or territory housing authority	34125	4
Bendigo		0	209
Bendigo		3937	7
Bendigo		5250	23
Bendigo		7875	14
Bendigo		10500	7
Bendigo		11812	17
Bendigo		14437	17
Bendigo		18375	4
Bendigo	(Other)	0	66
Bendigo	(Other)	3937	6
Bendigo	(Other)	5250	56
Bendigo	(Other)	7875	54
Bendigo	(Other)	10500	43
Bendigo	(Other)	11812	57
Bendigo	(Other)	14437	52
Bendigo	(Other)	18375	18
Bendigo	(Other)	23625	5
Bendigo	(Other)	28875	5
Bendigo	(Other)	34125	3
Bendigo	Co-op/church group etc	0	13
Bendigo	Co-op/church group etc	3937	32
Bendigo	Co-op/church group etc	5250	44
Bendigo	Co-op/church group etc	7875	80
Bendigo	Co-op/church group etc	10500	98
Bendigo	Co-op/church group etc	11812	71
Bendigo	Co-op/church group etc	14437	13
Bendigo	Co-op/church group etc	18375	5
Bendigo	Person not in same household	0	270
Bendigo	Person not in same household	3937	36
Bendigo	Person not in same household	5250	309
Bendigo	Person not in same household	7875	499
Bendigo	Person not in same household	10500	437
Bendigo	Person not in same household	11812	672
Bendigo	Person not in same household	14437	645
Bendigo	Person not in same household	18375	213
Bendigo	Person not in same household	23625	49
Bendigo	Person not in same household	28875	16
Bendigo	Person not in same household	34125	11
Bendigo	Person not in same household	39375	4
Bendigo	Person not in same household	44625	3
Bendigo	Person not in same household	49875	12
Bendigo	Real estate agent	0	13
Bendigo	Real estate agent	3937	9
Bendigo	Real estate agent	5250	176
Bendigo	Real estate agent	7875	636
Bendigo	Real estate agent	10500	631
Bendigo	Real estate agent	11812	2333
Bendigo	Real estate agent	14437	3065
Bendigo	Real estate agent	18375	1127
Bendigo	Real estate agent	23625	133
Bendigo	Real estate agent	28875	28
Bendigo	Real estate agent	34125	9
Bendigo	Real estate agent	39375	5
Bendigo	Real estate agent	49875	9
Bendigo	State or territory housing authority	0	96
Bendigo	State or territory housing authority	3937	91
Bendigo	State or territory housing authority	5250	692
Bendigo	State or territory housing authority	7875	366
Bendigo	State or territory housing authority	10500	171
Bendigo	State or territory housing authority	11812	97
Bendigo	State or territory housing authority	14437	37
Bendigo	State or territory housing authority	18375	9
Bendigo	State or territory housing authority	23625	3
Bendigo	State or territory housing authority	28875	3
Geelong		0	340
Geelong		3937	3
Geelong		5250	21
Geelong		7875	18
Geelong		10500	13
Geelong		11812	32
Geelong		14437	19
Geelong		18375	23
Geelong		23625	4
Geelong	(Other)	0	100
Geelong	(Other)	3937	14
Geelong	(Other)	5250	65
Geelong	(Other)	7875	83
Geelong	(Other)	10500	68
Geelong	(Other)	11812	86
Geelong	(Other)	14437	96
Geelong	(Other)	18375	69
Geelong	(Other)	23625	13
Geelong	(Other)	28875	8
Geelong	(Other)	44625	3
Geelong	Co-op/church group etc	0	24
Geelong	Co-op/church group etc	3937	43
Geelong	Co-op/church group etc	5250	127
Geelong	Co-op/church group etc	7875	173
Geelong	Co-op/church group etc	10500	136
Geelong	Co-op/church group etc	11812	91
Geelong	Co-op/church group etc	14437	40
Geelong	Co-op/church group etc	18375	29
Geelong	Co-op/church group etc	23625	3
Geelong	Co-op/church group etc	28875	3
Geelong	Person not in same household	0	391
Geelong	Person not in same household	3937	44
Geelong	Person not in same household	5250	317
Geelong	Person not in same household	7875	618
Geelong	Person not in same household	10500	536
Geelong	Person not in same household	11812	969
Geelong	Person not in same household	14437	1243
Geelong	Person not in same household	18375	748
Geelong	Person not in same household	23625	215
Geelong	Person not in same household	28875	45
Geelong	Person not in same household	34125	24
Geelong	Person not in same household	39375	23
Geelong	Person not in same household	44625	12
Geelong	Person not in same household	49875	29
Geelong	Real estate agent	0	39
Geelong	Real estate agent	3937	26
Geelong	Real estate agent	5250	178
Geelong	Real estate agent	7875	823
Geelong	Real estate agent	10500	866
Geelong	Real estate agent	11812	2952
Geelong	Real estate agent	14437	5850
Geelong	Real estate agent	18375	4466
Geelong	Real estate agent	23625	983
Geelong	Real estate agent	28875	252
Geelong	Real estate agent	34125	55
Geelong	Real estate agent	39375	27
Geelong	Real estate agent	44625	16
Geelong	Real estate agent	49875	36
Geelong	State or territory housing authority	0	156
Geelong	State or territory housing authority	3937	122
Geelong	State or territory housing authority	5250	1106
Geelong	State or territory housing authority	7875	442
Geelong	State or territory housing authority	10500	223
Geelong	State or territory housing authority	11812	242
Geelong	State or territory housing authority	14437	151
Geelong	State or territory housing authority	18375	31
Geelong	State or territory housing authority	23625	8
Hume		0	338
Hume		3937	5
Hume		5250	18
Hume		7875	28
Hume		10500	13
Hume		11812	18
Hume		14437	13
Hume		18375	11
Hume	(Other)	0	178
Hume	(Other)	3937	25
Hume	(Other)	5250	77
Hume	(Other)	7875	89
Hume	(Other)	10500	66
Hume	(Other)	11812	379
Hume	(Other)	14437	160
Hume	(Other)	18375	24
Hume	(Other)	23625	18
Hume	(Other)	28875	3
Hume	(Other)	34125	3
Hume	(Other)	49875	10
Hume	Co-op/church group etc	0	26
Hume	Co-op/church group etc	3937	22
Hume	Co-op/church group etc	5250	52
Hume	Co-op/church group etc	7875	59
Hume	Co-op/church group etc	10500	15
Hume	Co-op/church group etc	11812	8
Hume	Co-op/church group etc	14437	3
Hume	Person not in same household	0	430
Hume	Person not in same household	3937	64
Hume	Person not in same household	5250	437
Hume	Person not in same household	7875	735
Hume	Person not in same household	10500	579
Hume	Person not in same household	11812	687
Hume	Person not in same household	14437	475
Hume	Person not in same household	18375	152
Hume	Person not in same household	23625	32
Hume	Person not in same household	28875	12
Hume	Person not in same household	34125	4
Hume	Person not in same household	39375	9
Hume	Person not in same household	44625	3
Hume	Person not in same household	49875	27
Hume	Real estate agent	0	19
Hume	Real estate agent	3937	14
Hume	Real estate agent	5250	244
Hume	Real estate agent	7875	1154
Hume	Real estate agent	10500	1017
Hume	Real estate agent	11812	2096
Hume	Real estate agent	14437	2371
Hume	Real estate agent	18375	1041
Hume	Real estate agent	23625	78
Hume	Real estate agent	28875	15
Hume	Real estate agent	34125	9
Hume	Real estate agent	39375	3
Hume	Real estate agent	49875	14
Hume	State or territory housing authority	0	114
Hume	State or territory housing authority	3937	95
Hume	State or territory housing authority	5250	946
Hume	State or territory housing authority	7875	428
Hume	State or territory housing authority	10500	255
Hume	State or territory housing authority	11812	124
Hume	State or territory housing authority	14437	33
Hume	State or territory housing authority	18375	7
Hume	State or territory housing authority	23625	3
Hume	State or territory housing authority	28875	3
Hume	State or territory housing authority	39375	4
Hume	State or territory housing authority	44625	3
Latrobe - Gippsland		0	538
Latrobe - Gippsland		3937	13
Latrobe - Gippsland		5250	34
Latrobe - Gippsland		7875	34
Latrobe - Gippsland		10500	21
Latrobe - Gippsland		11812	30
Latrobe - Gippsland		14437	22
Latrobe - Gippsland		18375	12
Latrobe - Gippsland		23625	3
Latrobe - Gippsland	(Other)	0	230
