SA4_NAME16	Ancestry	FatherBornAus	MotherBornAus	responses
Sydney - North Sydney and Hornsby	Croatian	0	1	242
Sydney - North Sydney and Hornsby	Croatian	1	0	123
Sydney - North Sydney and Hornsby	Croatian	1	1	426
Sydney - North Sydney and Hornsby	Dutch			30
Sydney - North Sydney and Hornsby	Dutch	0	0	2954
Sydney - North Sydney and Hornsby	Dutch	0	1	810
Sydney - North Sydney and Hornsby	Dutch	1	0	426
Sydney - North Sydney and Hornsby	Dutch	1	1	961
Sydney - North Sydney and Hornsby	English			1189
Sydney - North Sydney and Hornsby	English	0	0	38164
Sydney - North Sydney and Hornsby	English	0	1	13980
Sydney - North Sydney and Hornsby	English	1	0	10174
Sydney - North Sydney and Hornsby	English	1	1	63802
Sydney - North Sydney and Hornsby	Filipino			27
Sydney - North Sydney and Hornsby	Filipino	0	0	4548
Sydney - North Sydney and Hornsby	Filipino	0	1	98
Sydney - North Sydney and Hornsby	Filipino	1	0	390
Sydney - North Sydney and Hornsby	Filipino	1	1	75
Sydney - North Sydney and Hornsby	French			25
Sydney - North Sydney and Hornsby	French	0	0	2206
Sydney - North Sydney and Hornsby	French	0	1	353
Sydney - North Sydney and Hornsby	French	1	0	237
Sydney - North Sydney and Hornsby	French	1	1	963
Sydney - North Sydney and Hornsby	German			108
Sydney - North Sydney and Hornsby	German	0	0	5399
Sydney - North Sydney and Hornsby	German	0	1	1302
Sydney - North Sydney and Hornsby	German	1	0	957
Sydney - North Sydney and Hornsby	German	1	1	5446
Sydney - North Sydney and Hornsby	Greek			22
Sydney - North Sydney and Hornsby	Greek	0	0	2051
Sydney - North Sydney and Hornsby	Greek	0	1	560
Sydney - North Sydney and Hornsby	Greek	1	0	289
Sydney - North Sydney and Hornsby	Greek	1	1	1323
Sydney - North Sydney and Hornsby	Hungarian			10
Sydney - North Sydney and Hornsby	Hungarian	0	0	1423
Sydney - North Sydney and Hornsby	Hungarian	0	1	243
Sydney - North Sydney and Hornsby	Hungarian	1	0	150
Sydney - North Sydney and Hornsby	Hungarian	1	1	269
Sydney - North Sydney and Hornsby	Indian			63
Sydney - North Sydney and Hornsby	Indian	0	0	12928
Sydney - North Sydney and Hornsby	Indian	0	1	297
Sydney - North Sydney and Hornsby	Indian	1	0	281
Sydney - North Sydney and Hornsby	Indian	1	1	145
Sydney - North Sydney and Hornsby	Irish			374
Sydney - North Sydney and Hornsby	Irish	0	0	9146
Sydney - North Sydney and Hornsby	Irish	0	1	3950
Sydney - North Sydney and Hornsby	Irish	1	0	2965
Sydney - North Sydney and Hornsby	Irish	1	1	29176
Sydney - North Sydney and Hornsby	Italian			98
Sydney - North Sydney and Hornsby	Italian	0	0	5759
Sydney - North Sydney and Hornsby	Italian	0	1	1615
Sydney - North Sydney and Hornsby	Italian	1	0	818
Sydney - North Sydney and Hornsby	Italian	1	1	3902
Sydney - North Sydney and Hornsby	Korean			31
Sydney - North Sydney and Hornsby	Korean	0	0	8897
Sydney - North Sydney and Hornsby	Korean	0	1	49
Sydney - North Sydney and Hornsby	Korean	1	0	273
Sydney - North Sydney and Hornsby	Korean	1	1	78
Sydney - North Sydney and Hornsby	Lebanese			21
Sydney - North Sydney and Hornsby	Lebanese	0	0	1522
Sydney - North Sydney and Hornsby	Lebanese	0	1	337
Sydney - North Sydney and Hornsby	Lebanese	1	0	184
Sydney - North Sydney and Hornsby	Lebanese	1	1	674
Sydney - North Sydney and Hornsby	Macedonian	0	0	362
Sydney - North Sydney and Hornsby	Macedonian	0	1	48
Sydney - North Sydney and Hornsby	Macedonian	1	0	30
Sydney - North Sydney and Hornsby	Macedonian	1	1	61
Sydney - North Sydney and Hornsby	Maltese			10
Sydney - North Sydney and Hornsby	Maltese	0	0	543
Sydney - North Sydney and Hornsby	Maltese	0	1	220
Sydney - North Sydney and Hornsby	Maltese	1	0	122
Sydney - North Sydney and Hornsby	Maltese	1	1	392
Sydney - North Sydney and Hornsby	Maori			10
Sydney - North Sydney and Hornsby	Maori	0	0	480
Sydney - North Sydney and Hornsby	Maori	0	1	77
Sydney - North Sydney and Hornsby	Maori	1	0	45
Sydney - North Sydney and Hornsby	Maori	1	1	30
Sydney - North Sydney and Hornsby	NZ			14
Sydney - North Sydney and Hornsby	NZ	0	0	2872
Sydney - North Sydney and Hornsby	NZ	0	1	796
Sydney - North Sydney and Hornsby	NZ	1	0	669
Sydney - North Sydney and Hornsby	NZ	1	1	251
Sydney - North Sydney and Hornsby	(Other)			332
Sydney - North Sydney and Hornsby	(Other)	0	0	40983
Sydney - North Sydney and Hornsby	(Other)	0	1	3498
Sydney - North Sydney and Hornsby	(Other)	1	0	3798
Sydney - North Sydney and Hornsby	(Other)	1	1	3714
Sydney - North Sydney and Hornsby	Polish			17
Sydney - North Sydney and Hornsby	Polish	0	0	2539
Sydney - North Sydney and Hornsby	Polish	0	1	329
Sydney - North Sydney and Hornsby	Polish	1	0	264
Sydney - North Sydney and Hornsby	Polish	1	1	482
Sydney - North Sydney and Hornsby	Russian			20
Sydney - North Sydney and Hornsby	Russian	0	0	2381
Sydney - North Sydney and Hornsby	Russian	0	1	167
Sydney - North Sydney and Hornsby	Russian	1	0	192
Sydney - North Sydney and Hornsby	Russian	1	1	273
Sydney - North Sydney and Hornsby	Scottish			279
Sydney - North Sydney and Hornsby	Scottish	0	0	8724
Sydney - North Sydney and Hornsby	Scottish	0	1	3396
Sydney - North Sydney and Hornsby	Scottish	1	0	2627
Sydney - North Sydney and Hornsby	Scottish	1	1	21461
Sydney - North Sydney and Hornsby	Serbian			10
Sydney - North Sydney and Hornsby	Serbian	0	0	645
Sydney - North Sydney and Hornsby	Serbian	0	1	59
Sydney - North Sydney and Hornsby	Serbian	1	0	49
Sydney - North Sydney and Hornsby	Serbian	1	1	88
Sydney - North Sydney and Hornsby	South African			18
Sydney - North Sydney and Hornsby	South African	0	0	4393
Sydney - North Sydney and Hornsby	South African	0	1	360
Sydney - North Sydney and Hornsby	South African	1	0	271
Sydney - North Sydney and Hornsby	South African	1	1	64
Sydney - North Sydney and Hornsby	Spanish			14
Sydney - North Sydney and Hornsby	Spanish	0	0	2121
Sydney - North Sydney and Hornsby	Spanish	0	1	139
Sydney - North Sydney and Hornsby	Spanish	1	0	127
Sydney - North Sydney and Hornsby	Spanish	1	1	193
Sydney - North Sydney and Hornsby	Sri Lankan			19
Sydney - North Sydney and Hornsby	Sri Lankan	0	0	1912
Sydney - North Sydney and Hornsby	Sri Lankan	0	1	122
Sydney - North Sydney and Hornsby	Sri Lankan	1	0	77
Sydney - North Sydney and Hornsby	Sri Lankan	1	1	52
Sydney - North Sydney and Hornsby	Turkish			3
Sydney - North Sydney and Hornsby	Turkish	0	0	471
Sydney - North Sydney and Hornsby	Turkish	0	1	54
Sydney - North Sydney and Hornsby	Turkish	1	0	15
Sydney - North Sydney and Hornsby	Turkish	1	1	22
Sydney - North Sydney and Hornsby	Vietnamese			13
Sydney - North Sydney and Hornsby	Vietnamese	0	0	1833
Sydney - North Sydney and Hornsby	Vietnamese	0	1	53
Sydney - North Sydney and Hornsby	Vietnamese	1	0	148
Sydney - North Sydney and Hornsby	Vietnamese	1	1	40
Sydney - North Sydney and Hornsby	Welsh			15
Sydney - North Sydney and Hornsby	Welsh	0	0	1473
Sydney - North Sydney and Hornsby	Welsh	0	1	296
Sydney - North Sydney and Hornsby	Welsh	1	0	206
Sydney - North Sydney and Hornsby	Welsh	1	1	1058
Sydney - Northern Beaches				12239
Sydney - Northern Beaches		0	0	605
Sydney - Northern Beaches		0	1	121
Sydney - Northern Beaches		1	0	86
Sydney - Northern Beaches		1	1	788
Sydney - Northern Beaches	Australian			863
Sydney - Northern Beaches	Australian		1	53534
Sydney - Northern Beaches	Australian	0	0	2201
Sydney - Northern Beaches	Australian	0	1	12429
Sydney - Northern Beaches	Australian	1	0	9875
Sydney - Northern Beaches	Australian Aboriginal	0	0	12
Sydney - Northern Beaches	Australian Aboriginal	0	1	14
Sydney - Northern Beaches	Australian Aboriginal	1	0	8
Sydney - Northern Beaches	Australian Aboriginal	1	1	149
Sydney - Northern Beaches	Chinese			56
Sydney - Northern Beaches	Chinese	0	0	6653
Sydney - Northern Beaches	Chinese	0	1	313
Sydney - Northern Beaches	Chinese	1	0	510
Sydney - Northern Beaches	Chinese	1	1	537
Sydney - Northern Beaches	Croatian			21
Sydney - Northern Beaches	Croatian	0	0	1246
Sydney - Northern Beaches	Croatian	0	1	197
Sydney - Northern Beaches	Croatian	1	0	118
Sydney - Northern Beaches	Croatian	1	1	438
Sydney - Northern Beaches	Dutch			55
Sydney - Northern Beaches	Dutch	0	0	2692
Sydney - Northern Beaches	Dutch	0	1	706
Sydney - Northern Beaches	Dutch	1	0	420
Sydney - Northern Beaches	Dutch	1	1	908
Sydney - Northern Beaches	English			1058
Sydney - Northern Beaches	English	0	0	33340
Sydney - Northern Beaches	English	0	1	11247
Sydney - Northern Beaches	English	1	0	8455
Sydney - Northern Beaches	English	1	1	49351
Sydney - Northern Beaches	Filipino			16
Sydney - Northern Beaches	Filipino	0	0	1835
Sydney - Northern Beaches	Filipino	0	1	70
Sydney - Northern Beaches	Filipino	1	0	257
Sydney - Northern Beaches	Filipino	1	1	26
Sydney - Northern Beaches	French			20
Sydney - Northern Beaches	French	0	0	2032
Sydney - Northern Beaches	French	0	1	286
Sydney - Northern Beaches	French	1	0	234
Sydney - Northern Beaches	French	1	1	673
Sydney - Northern Beaches	German			106
Sydney - Northern Beaches	German	0	0	4476
Sydney - Northern Beaches	German	0	1	902
Sydney - Northern Beaches	German	1	0	625
Sydney - Northern Beaches	German	1	1	3881
Sydney - Northern Beaches	Greek			16
Sydney - Northern Beaches	Greek	0	0	1212
Sydney - Northern Beaches	Greek	0	1	370
Sydney - Northern Beaches	Greek	1	0	176
Sydney - Northern Beaches	Greek	1	1	818
Sydney - Northern Beaches	Hungarian			11
Sydney - Northern Beaches	Hungarian	0	0	682
Sydney - Northern Beaches	Hungarian	0	1	142
Sydney - Northern Beaches	Hungarian	1	0	64
Sydney - Northern Beaches	Hungarian	1	1	121
Sydney - Northern Beaches	Indian			23
Sydney - Northern Beaches	Indian	0	0	2138
Sydney - Northern Beaches	Indian	0	1	125
Sydney - Northern Beaches	Indian	1	0	104
Sydney - Northern Beaches	Indian	1	1	56
Sydney - Northern Beaches	Irish			305
Sydney - Northern Beaches	Irish	0	0	7312
Sydney - Northern Beaches	Irish	0	1	2759
Sydney - Northern Beaches	Irish	1	0	2100
Sydney - Northern Beaches	Irish	1	1	20272
Sydney - Northern Beaches	Italian			113
Sydney - Northern Beaches	Italian	0	0	6357
Sydney - Northern Beaches	Italian	0	1	1398
Sydney - Northern Beaches	Italian	1	0	705
Sydney - Northern Beaches	Italian	1	1	3718
Sydney - Northern Beaches	Korean			6
Sydney - Northern Beaches	Korean	0	0	958
Sydney - Northern Beaches	Korean	0	1	11
Sydney - Northern Beaches	Korean	1	0	45
Sydney - Northern Beaches	Korean	1	1	22
Sydney - Northern Beaches	Lebanese			7
Sydney - Northern Beaches	Lebanese	0	0	428
Sydney - Northern Beaches	Lebanese	0	1	131
Sydney - Northern Beaches	Lebanese	1	0	89
Sydney - Northern Beaches	Lebanese	1	1	233
Sydney - Northern Beaches	Macedonian	0	0	176
Sydney - Northern Beaches	Macedonian	0	1	24
Sydney - Northern Beaches	Macedonian	1	0	17
Sydney - Northern Beaches	Macedonian	1	1	36
Sydney - Northern Beaches	Maltese			12
Sydney - Northern Beaches	Maltese	0	0	377
Sydney - Northern Beaches	Maltese	0	1	153
Sydney - Northern Beaches	Maltese	1	0	104
Sydney - Northern Beaches	Maltese	1	1	286
Sydney - Northern Beaches	Maori			14
Sydney - Northern Beaches	Maori	0	0	741
Sydney - Northern Beaches	Maori	0	1	127
Sydney - Northern Beaches	Maori	1	0	94
Sydney - Northern Beaches	Maori	1	1	38
Sydney - Northern Beaches	NZ			21
Sydney - Northern Beaches	NZ	0	0	2101
Sydney - Northern Beaches	NZ	0	1	717
Sydney - Northern Beaches	NZ	1	0	554
Sydney - Northern Beaches	NZ	1	1	245
Sydney - Northern Beaches	(Other)			216
Sydney - Northern Beaches	(Other)	0	0	20092
Sydney - Northern Beaches	(Other)	0	1	2663
Sydney - Northern Beaches	(Other)	1	0	2652
Sydney - Northern Beaches	(Other)	1	1	2781
Sydney - Northern Beaches	Polish			4
Sydney - Northern Beaches	Polish	0	0	1232
Sydney - Northern Beaches	Polish	0	1	192
Sydney - Northern Beaches	Polish	1	0	163
Sydney - Northern Beaches	Polish	1	1	303
Sydney - Northern Beaches	Russian			5
Sydney - Northern Beaches	Russian	0	0	845
Sydney - Northern Beaches	Russian	0	1	93
Sydney - Northern Beaches	Russian	1	0	96
Sydney - Northern Beaches	Russian	1	1	172
Sydney - Northern Beaches	Scottish			258
Sydney - Northern Beaches	Scottish	0	0	7268
Sydney - Northern Beaches	Scottish	0	1	2547
Sydney - Northern Beaches	Scottish	1	0	2050
Sydney - Northern Beaches	Scottish	1	1	14458
Sydney - Northern Beaches	Serbian			10
Sydney - Northern Beaches	Serbian	0	0	1180
Sydney - Northern Beaches	Serbian	0	1	126
Sydney - Northern Beaches	Serbian	1	0	82
Sydney - Northern Beaches	Serbian	1	1	129
Sydney - Northern Beaches	South African			10
Sydney - Northern Beaches	South African	0	0	2038
Sydney - Northern Beaches	South African	0	1	249
Sydney - Northern Beaches	South African	1	0	185
Sydney - Northern Beaches	South African	1	1	60
Sydney - Northern Beaches	Spanish			14
Sydney - Northern Beaches	Spanish	0	0	1398
Sydney - Northern Beaches	Spanish	0	1	68
Sydney - Northern Beaches	Spanish	1	0	94
Sydney - Northern Beaches	Spanish	1	1	152
Sydney - Northern Beaches	Sri Lankan	0	0	197
Sydney - Northern Beaches	Sri Lankan	0	1	48
Sydney - Northern Beaches	Sri Lankan	1	0	33
Sydney - Northern Beaches	Sri Lankan	1	1	19
Sydney - Northern Beaches	Turkish			3
Sydney - Northern Beaches	Turkish	0	0	259
Sydney - Northern Beaches	Turkish	0	1	33
Sydney - Northern Beaches	Turkish	1	0	27
Sydney - Northern Beaches	Turkish	1	1	18
Sydney - Northern Beaches	Vietnamese			3
Sydney - Northern Beaches	Vietnamese	0	0	555
Sydney - Northern Beaches	Vietnamese	0	1	15
Sydney - Northern Beaches	Vietnamese	1	0	57
Sydney - Northern Beaches	Vietnamese	1	1	19
Sydney - Northern Beaches	Welsh			15
Sydney - Northern Beaches	Welsh	0	0	1363
Sydney - Northern Beaches	Welsh	0	1	220
Sydney - Northern Beaches	Welsh	1	0	176
Sydney - Northern Beaches	Welsh	1	1	737
Sydney - Outer South West				12414
Sydney - Outer South West		0	0	1379
Sydney - Outer South West		0	1	160
Sydney - Outer South West		1	0	136
Sydney - Outer South West		1	1	1236
Sydney - Outer South West	Australian			1408
Sydney - Outer South West	Australian		1	67747
Sydney - Outer South West	Australian	0	0	3369
Sydney - Outer South West	Australian	0	1	9837
Sydney - Outer South West	Australian	1	0	6594
Sydney - Outer South West	Australian Aboriginal			27
Sydney - Outer South West	Australian Aboriginal	0	0	20
Sydney - Outer South West	Australian Aboriginal	0	1	113
Sydney - Outer South West	Australian Aboriginal	1	0	48
Sydney - Outer South West	Australian Aboriginal	1	1	1170
Sydney - Outer South West	Chinese			55
Sydney - Outer South West	Chinese	0	0	5345
Sydney - Outer South West	Chinese	0	1	162
Sydney - Outer South West	Chinese	1	0	279
Sydney - Outer South West	Chinese	1	1	404
Sydney - Outer South West	Croatian			13
Sydney - Outer South West	Croatian	0	0	1286
Sydney - Outer South West	Croatian	0	1	207
Sydney - Outer South West	Croatian	1	0	143
Sydney - Outer South West	Croatian	1	1	461
Sydney - Outer South West	Dutch			26
Sydney - Outer South West	Dutch	0	0	1184
Sydney - Outer South West	Dutch	0	1	463
Sydney - Outer South West	Dutch	1	0	231
Sydney - Outer South West	Dutch	1	1	724
Sydney - Outer South West	English			1236
Sydney - Outer South West	English	0	0	15217
Sydney - Outer South West	English	0	1	7973
Sydney - Outer South West	English	1	0	5642
Sydney - Outer South West	English	1	1	52260
Sydney - Outer South West	Filipino			45
Sydney - Outer South West	Filipino	0	0	5616
Sydney - Outer South West	Filipino	0	1	181
Sydney - Outer South West	Filipino	1	0	510
Sydney - Outer South West	Filipino	1	1	75
Sydney - Outer South West	French			25
Sydney - Outer South West	French	0	0	710
Sydney - Outer South West	French	0	1	111
Sydney - Outer South West	French	1	0	63
Sydney - Outer South West	French	1	1	437
Sydney - Outer South West	German			94
Sydney - Outer South West	German	0	0	2519
Sydney - Outer South West	German	0	1	755
Sydney - Outer South West	German	1	0	528
Sydney - Outer South West	German	1	1	4258
Sydney - Outer South West	Greek			40
Sydney - Outer South West	Greek	0	0	1352
Sydney - Outer South West	Greek	0	1	375
Sydney - Outer South West	Greek	1	0	211
Sydney - Outer South West	Greek	1	1	892
Sydney - Outer South West	Hungarian			8
Sydney - Outer South West	Hungarian	0	0	562
Sydney - Outer South West	Hungarian	0	1	128
Sydney - Outer South West	Hungarian	1	0	58
Sydney - Outer South West	Hungarian	1	1	169
Sydney - Outer South West	Indian			73
Sydney - Outer South West	Indian	0	0	9195
Sydney - Outer South West	Indian	0	1	186
Sydney - Outer South West	Indian	1	0	95
Sydney - Outer South West	Indian	1	1	89
Sydney - Outer South West	Irish			293
Sydney - Outer South West	Irish	0	0	3540
Sydney - Outer South West	Irish	0	1	1855
Sydney - Outer South West	Irish	1	0	1200
Sydney - Outer South West	Irish	1	1	16824
Sydney - Outer South West	Italian			121
Sydney - Outer South West	Italian	0	0	3535
Sydney - Outer South West	Italian	0	1	1348
Sydney - Outer South West	Italian	1	0	584
Sydney - Outer South West	Italian	1	1	4046
Sydney - Outer South West	Korean	0	0	278
Sydney - Outer South West	Korean	0	1	3
Sydney - Outer South West	Korean	1	0	36
Sydney - Outer South West	Korean	1	1	12
Sydney - Outer South West	Lebanese			61
Sydney - Outer South West	Lebanese	0	0	2820
Sydney - Outer South West	Lebanese	0	1	689
Sydney - Outer South West	Lebanese	1	0	294
Sydney - Outer South West	Lebanese	1	1	622
Sydney - Outer South West	Macedonian			11
Sydney - Outer South West	Macedonian	0	0	534
Sydney - Outer South West	Macedonian	0	1	86
Sydney - Outer South West	Macedonian	1	0	57
Sydney - Outer South West	Macedonian	1	1	116
Sydney - Outer South West	Maltese			54
Sydney - Outer South West	Maltese	0	0	1598
Sydney - Outer South West	Maltese	0	1	518
Sydney - Outer South West	Maltese	1	0	325
Sydney - Outer South West	Maltese	1	1	1618
Sydney - Outer South West	Maori			37
Sydney - Outer South West	Maori	0	0	1550
Sydney - Outer South West	Maori	0	1	235
Sydney - Outer South West	Maori	1	0	162
Sydney - Outer South West	Maori	1	1	133
Sydney - Outer South West	NZ			12
Sydney - Outer South West	NZ	0	0	1160
Sydney - Outer South West	NZ	0	1	456
Sydney - Outer South West	NZ	1	0	343
Sydney - Outer South West	NZ	1	1	273
Sydney - Outer South West	(Other)			511
Sydney - Outer South West	(Other)	0	0	35090
Sydney - Outer South West	(Other)	0	1	3050
Sydney - Outer South West	(Other)	1	0	1882
Sydney - Outer South West	(Other)	1	1	2694
Sydney - Outer South West	Polish			17
Sydney - Outer South West	Polish	0	0	1400
Sydney - Outer South West	Polish	0	1	191
Sydney - Outer South West	Polish	1	0	173
Sydney - Outer South West	Polish	1	1	441
Sydney - Outer South West	Russian			8
Sydney - Outer South West	Russian	0	0	609
Sydney - Outer South West	Russian	0	1	82
Sydney - Outer South West	Russian	1	0	54
Sydney - Outer South West	Russian	1	1	156
Sydney - Outer South West	Scottish			240
Sydney - Outer South West	Scottish	0	0	3759
Sydney - Outer South West	Scottish	0	1	1872
Sydney - Outer South West	Scottish	1	0	1313
Sydney - Outer South West	Scottish	1	1	12046
Sydney - Outer South West	Serbian			3
Sydney - Outer South West	Serbian	0	0	726
Sydney - Outer South West	Serbian	0	1	124
Sydney - Outer South West	Serbian	1	0	63
Sydney - Outer South West	Serbian	1	1	159
Sydney - Outer South West	South African			7
Sydney - Outer South West	South African	0	0	1046
Sydney - Outer South West	South African	0	1	146
Sydney - Outer South West	South African	1	0	131
Sydney - Outer South West	South African	1	1	70
Sydney - Outer South West	Spanish			25
Sydney - Outer South West	Spanish	0	0	1920
Sydney - Outer South West	Spanish	0	1	156
Sydney - Outer South West	Spanish	1	0	107
Sydney - Outer South West	Spanish	1	1	202
Sydney - Outer South West	Sri Lankan			3
Sydney - Outer South West	Sri Lankan	0	0	648
Sydney - Outer South West	Sri Lankan	0	1	25
Sydney - Outer South West	Sri Lankan	1	0	38
Sydney - Outer South West	Sri Lankan	1	1	13
Sydney - Outer South West	Turkish	0	0	338
Sydney - Outer South West	Turkish	0	1	90
Sydney - Outer South West	Turkish	1	0	33
Sydney - Outer South West	Turkish	1	1	90
Sydney - Outer South West	Vietnamese			18
Sydney - Outer South West	Vietnamese	0	0	1514
Sydney - Outer South West	Vietnamese	0	1	65
Sydney - Outer South West	Vietnamese	1	0	82
Sydney - Outer South West	Vietnamese	1	1	29
Sydney - Outer South West	Welsh			9
Sydney - Outer South West	Welsh	0	0	532
Sydney - Outer South West	Welsh	0	1	173
Sydney - Outer South West	Welsh	1	0	110
Sydney - Outer South West	Welsh	1	1	459
Sydney - Outer West and Blue Mountains				15624
Sydney - Outer West and Blue Mountains		0	0	930
Sydney - Outer West and Blue Mountains		0	1	181
Sydney - Outer West and Blue Mountains		1	0	120
Sydney - Outer West and Blue Mountains		1	1	1573
Sydney - Outer West and Blue Mountains	Australian			1621
Sydney - Outer West and Blue Mountains	Australian		1	88313
Sydney - Outer West and Blue Mountains	Australian	0	0	2525
Sydney - Outer West and Blue Mountains	Australian	0	1	13311
Sydney - Outer West and Blue Mountains	Australian	1	0	8886
Sydney - Outer West and Blue Mountains	Australian Aboriginal			18
Sydney - Outer West and Blue Mountains	Australian Aboriginal	0	0	18
Sydney - Outer West and Blue Mountains	Australian Aboriginal	0	1	131
Sydney - Outer West and Blue Mountains	Australian Aboriginal	1	0	72
Sydney - Outer West and Blue Mountains	Australian Aboriginal	1	1	1298
Sydney - Outer West and Blue Mountains	Chinese			51
Sydney - Outer West and Blue Mountains	Chinese	0	0	3833
Sydney - Outer West and Blue Mountains	Chinese	0	1	194
Sydney - Outer West and Blue Mountains	Chinese	1	0	282
Sydney - Outer West and Blue Mountains	Chinese	1	1	587
Sydney - Outer West and Blue Mountains	Croatian			25
Sydney - Outer West and Blue Mountains	Croatian	0	0	1573
Sydney - Outer West and Blue Mountains	Croatian	0	1	268
Sydney - Outer West and Blue Mountains	Croatian	1	0	155
Sydney - Outer West and Blue Mountains	Croatian	1	1	519
Sydney - Outer West and Blue Mountains	Dutch			48
Sydney - Outer West and Blue Mountains	Dutch	0	0	2311
Sydney - Outer West and Blue Mountains	Dutch	0	1	782
Sydney - Outer West and Blue Mountains	Dutch	1	0	533
Sydney - Outer West and Blue Mountains	Dutch	1	1	1565
Sydney - Outer West and Blue Mountains	English			1554
Sydney - Outer West and Blue Mountains	English	0	0	20812
Sydney - Outer West and Blue Mountains	English	0	1	11562
Sydney - Outer West and Blue Mountains	English	1	0	8195
Sydney - Outer West and Blue Mountains	English	1	1	71905
Sydney - Outer West and Blue Mountains	Filipino			52
Sydney - Outer West and Blue Mountains	Filipino	0	0	5241
Sydney - Outer West and Blue Mountains	Filipino	0	1	208
Sydney - Outer West and Blue Mountains	Filipino	1	0	453
Sydney - Outer West and Blue Mountains	Filipino	1	1	109
Sydney - Outer West and Blue Mountains	French			13
Sydney - Outer West and Blue Mountains	French	0	0	758
Sydney - Outer West and Blue Mountains	French	0	1	156
Sydney - Outer West and Blue Mountains	French	1	0	80
Sydney - Outer West and Blue Mountains	French	1	1	637
Sydney - Outer West and Blue Mountains	German			121
Sydney - Outer West and Blue Mountains	German	0	0	3242
Sydney - Outer West and Blue Mountains	German	0	1	1129
Sydney - Outer West and Blue Mountains	German	1	0	773
Sydney - Outer West and Blue Mountains	German	1	1	6207
Sydney - Outer West and Blue Mountains	Greek			34
Sydney - Outer West and Blue Mountains	Greek	0	0	1641
Sydney - Outer West and Blue Mountains	Greek	0	1	404
Sydney - Outer West and Blue Mountains	Greek	1	0	217
Sydney - Outer West and Blue Mountains	Greek	1	1	1073
Sydney - Outer West and Blue Mountains	Hungarian			13
Sydney - Outer West and Blue Mountains	Hungarian	0	0	927
Sydney - Outer West and Blue Mountains	Hungarian	0	1	159
Sydney - Outer West and Blue Mountains	Hungarian	1	0	91
Sydney - Outer West and Blue Mountains	Hungarian	1	1	264
Sydney - Outer West and Blue Mountains	Indian			38
Sydney - Outer West and Blue Mountains	Indian	0	0	5854
Sydney - Outer West and Blue Mountains	Indian	0	1	192
Sydney - Outer West and Blue Mountains	Indian	1	0	151
Sydney - Outer West and Blue Mountains	Indian	1	1	130
Sydney - Outer West and Blue Mountains	Irish			432
Sydney - Outer West and Blue Mountains	Irish	0	0	5076
Sydney - Outer West and Blue Mountains	Irish	0	1	2991
Sydney - Outer West and Blue Mountains	Irish	1	0	1926
Sydney - Outer West and Blue Mountains	Irish	1	1	25367
Sydney - Outer West and Blue Mountains	Italian			95
Sydney - Outer West and Blue Mountains	Italian	0	0	3606
Sydney - Outer West and Blue Mountains	Italian	0	1	1382
Sydney - Outer West and Blue Mountains	Italian	1	0	598
Sydney - Outer West and Blue Mountains	Italian	1	1	4438
Sydney - Outer West and Blue Mountains	Korean			3
Sydney - Outer West and Blue Mountains	Korean	0	0	518
Sydney - Outer West and Blue Mountains	Korean	0	1	9
Sydney - Outer West and Blue Mountains	Korean	1	0	25
Sydney - Outer West and Blue Mountains	Korean	1	1	8
Sydney - Outer West and Blue Mountains	Lebanese			30
Sydney - Outer West and Blue Mountains	Lebanese	0	0	1627
Sydney - Outer West and Blue Mountains	Lebanese	0	1	413
Sydney - Outer West and Blue Mountains	Lebanese	1	0	198
Sydney - Outer West and Blue Mountains	Lebanese	1	1	506
Sydney - Outer West and Blue Mountains	Macedonian	0	0	406
Sydney - Outer West and Blue Mountains	Macedonian	0	1	65
Sydney - Outer West and Blue Mountains	Macedonian	1	0	43
Sydney - Outer West and Blue Mountains	Macedonian	1	1	110
Sydney - Outer West and Blue Mountains	Maltese			70
Sydney - Outer West and Blue Mountains	Maltese	0	0	4097
Sydney - Outer West and Blue Mountains	Maltese	0	1	1191
Sydney - Outer West and Blue Mountains	Maltese	1	0	674
Sydney - Outer West and Blue Mountains	Maltese	1	1	3634
Sydney - Outer West and Blue Mountains	Maori			32
Sydney - Outer West and Blue Mountains	Maori	0	0	1513
Sydney - Outer West and Blue Mountains	Maori	0	1	304
Sydney - Outer West and Blue Mountains	Maori	1	0	170
Sydney - Outer West and Blue Mountains	Maori	1	1	124
Sydney - Outer West and Blue Mountains	NZ			20
Sydney - Outer West and Blue Mountains	NZ	0	0	1359
Sydney - Outer West and Blue Mountains	NZ	0	1	636
Sydney - Outer West and Blue Mountains	NZ	1	0	465
Sydney - Outer West and Blue Mountains	NZ	1	1	321
Sydney - Outer West and Blue Mountains	(Other)			293
Sydney - Outer West and Blue Mountains	(Other)	0	0	20991
Sydney - Outer West and Blue Mountains	(Other)	0	1	3077
Sydney - Outer West and Blue Mountains	(Other)	1	0	1962
Sydney - Outer West and Blue Mountains	(Other)	1	1	3317
Sydney - Outer West and Blue Mountains	Polish			17
Sydney - Outer West and Blue Mountains	Polish	0	0	1665
Sydney - Outer West and Blue Mountains	Polish	0	1	318
Sydney - Outer West and Blue Mountains	Polish	1	0	214
Sydney - Outer West and Blue Mountains	Polish	1	1	745
Sydney - Outer West and Blue Mountains	Russian			11
Sydney - Outer West and Blue Mountains	Russian	0	0	611
Sydney - Outer West and Blue Mountains	Russian	0	1	113
Sydney - Outer West and Blue Mountains	Russian	1	0	89
