SA4_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Sydney - Outer West and Blue Mountains	35-44	0			F	5855
Sydney - Outer West and Blue Mountains	35-44	0			M	7788
Sydney - Outer West and Blue Mountains	35-44	1	0	1	F	773
Sydney - Outer West and Blue Mountains	35-44	1	0	1	M	427
Sydney - Outer West and Blue Mountains	35-44	1	1	0	F	12574
Sydney - Outer West and Blue Mountains	35-44	1	1	0	M	10304
Sydney - Outer West and Blue Mountains	35-44	1	1	1	F	673
Sydney - Outer West and Blue Mountains	35-44	1	1	1	M	300
Sydney - Outer West and Blue Mountains	45-54				F	1231
Sydney - Outer West and Blue Mountains	45-54				M	1318
Sydney - Outer West and Blue Mountains	45-54	0			F	12430
Sydney - Outer West and Blue Mountains	45-54	0			M	11998
Sydney - Outer West and Blue Mountains	45-54	1	0	1	F	1899
Sydney - Outer West and Blue Mountains	45-54	1	0	1	M	688
Sydney - Outer West and Blue Mountains	45-54	1	1	0	F	5060
Sydney - Outer West and Blue Mountains	45-54	1	1	0	M	5341
Sydney - Outer West and Blue Mountains	45-54	1	1	1	F	280
Sydney - Outer West and Blue Mountains	45-54	1	1	1	M	144
Sydney - Outer West and Blue Mountains	55-64				F	1124
Sydney - Outer West and Blue Mountains	55-64				M	1169
Sydney - Outer West and Blue Mountains	55-64	0			F	13210
Sydney - Outer West and Blue Mountains	55-64	0			M	14048
Sydney - Outer West and Blue Mountains	55-64	1	0	1	F	4850
Sydney - Outer West and Blue Mountains	55-64	1	0	1	M	1917
Sydney - Outer West and Blue Mountains	55-64	1	1	0	F	446
Sydney - Outer West and Blue Mountains	55-64	1	1	0	M	941
Sydney - Outer West and Blue Mountains	55-64	1	1	1	F	55
Sydney - Outer West and Blue Mountains	55-64	1	1	1	M	37
Sydney - Outer West and Blue Mountains	65-74				F	1116
Sydney - Outer West and Blue Mountains	65-74				M	975
Sydney - Outer West and Blue Mountains	65-74	0			F	9409
Sydney - Outer West and Blue Mountains	65-74	0			M	9749
Sydney - Outer West and Blue Mountains	65-74	1	0	1	F	2940
Sydney - Outer West and Blue Mountains	65-74	1	0	1	M	1851
Sydney - Outer West and Blue Mountains	65-74	1	1	0	F	103
Sydney - Outer West and Blue Mountains	65-74	1	1	0	M	174
Sydney - Outer West and Blue Mountains	65-74	1	1	1	F	15
Sydney - Outer West and Blue Mountains	65-74	1	1	1	M	17
Sydney - Outer West and Blue Mountains	75-84				F	799
Sydney - Outer West and Blue Mountains	75-84				M	551
Sydney - Outer West and Blue Mountains	75-84	0			F	5327
Sydney - Outer West and Blue Mountains	75-84	0			M	4320
Sydney - Outer West and Blue Mountains	75-84	1	0	1	F	382
Sydney - Outer West and Blue Mountains	75-84	1	0	1	M	322
Sydney - Outer West and Blue Mountains	75-84	1	1	0	F	24
Sydney - Outer West and Blue Mountains	75-84	1	1	0	M	20
Sydney - Outer West and Blue Mountains	75-84	1	1	1	M	3
Sydney - Outer West and Blue Mountains	85+				F	377
Sydney - Outer West and Blue Mountains	85+				M	229
Sydney - Outer West and Blue Mountains	85+	0			F	2594
Sydney - Outer West and Blue Mountains	85+	0			M	1309
Sydney - Outer West and Blue Mountains	85+	1	0	1	F	33
Sydney - Outer West and Blue Mountains	85+	1	0	1	M	12
Sydney - Outer West and Blue Mountains	85+	1	1	0	F	7
Sydney - Outer West and Blue Mountains	85+	1	1	0	M	6
Sydney - Parramatta	15-19				F	852
Sydney - Parramatta	15-19				M	1009
Sydney - Parramatta	15-19	0			F	10135
Sydney - Parramatta	15-19	0			M	11345
Sydney - Parramatta	15-19	1	0	1	F	772
Sydney - Parramatta	15-19	1	0	1	M	398
Sydney - Parramatta	15-19	1	1	0	F	88
Sydney - Parramatta	15-19	1	1	0	M	43
Sydney - Parramatta	15-19	1	1	1	F	8
Sydney - Parramatta	15-19	1	1	1	M	14
Sydney - Parramatta	20-24				F	1154
Sydney - Parramatta	20-24				M	1593
Sydney - Parramatta	20-24	0			F	11812
Sydney - Parramatta	20-24	0			M	15017
Sydney - Parramatta	20-24	1	0	1	F	819
Sydney - Parramatta	20-24	1	0	1	M	425
Sydney - Parramatta	20-24	1	1	0	F	1011
Sydney - Parramatta	20-24	1	1	0	M	311
Sydney - Parramatta	20-24	1	1	1	F	33
Sydney - Parramatta	20-24	1	1	1	M	6
Sydney - Parramatta	25-34				F	3265
Sydney - Parramatta	25-34				M	4371
Sydney - Parramatta	25-34	0			F	22282
Sydney - Parramatta	25-34	0			M	31549
Sydney - Parramatta	25-34	1	0	1	F	1243
Sydney - Parramatta	25-34	1	0	1	M	776
Sydney - Parramatta	25-34	1	1	0	F	15639
Sydney - Parramatta	25-34	1	1	0	M	8496
Sydney - Parramatta	25-34	1	1	1	F	279
Sydney - Parramatta	25-34	1	1	1	M	101
Sydney - Parramatta	35-44				F	2072
Sydney - Parramatta	35-44				M	3033
Sydney - Parramatta	35-44	0			F	10619
Sydney - Parramatta	35-44	0			M	16159
Sydney - Parramatta	35-44	1	0	1	F	777
Sydney - Parramatta	35-44	1	0	1	M	436
Sydney - Parramatta	35-44	1	1	0	F	17499
Sydney - Parramatta	35-44	1	1	0	M	15259
Sydney - Parramatta	35-44	1	1	1	F	495
Sydney - Parramatta	35-44	1	1	1	M	159
Sydney - Parramatta	45-54				F	1717
Sydney - Parramatta	45-54				M	2038
Sydney - Parramatta	45-54	0			F	16422
Sydney - Parramatta	45-54	0			M	16351
Sydney - Parramatta	45-54	1	0	1	F	1345
Sydney - Parramatta	45-54	1	0	1	M	407
Sydney - Parramatta	45-54	1	1	0	F	6608
Sydney - Parramatta	45-54	1	1	0	M	7186
Sydney - Parramatta	45-54	1	1	1	F	192
Sydney - Parramatta	45-54	1	1	1	M	93
Sydney - Parramatta	55-64				F	1414
Sydney - Parramatta	55-64				M	1634
Sydney - Parramatta	55-64	0			F	15912
Sydney - Parramatta	55-64	0			M	16774
Sydney - Parramatta	55-64	1	0	1	F	3678
Sydney - Parramatta	55-64	1	0	1	M	1303
Sydney - Parramatta	55-64	1	1	0	F	946
Sydney - Parramatta	55-64	1	1	0	M	1560
Sydney - Parramatta	55-64	1	1	1	F	92
Sydney - Parramatta	55-64	1	1	1	M	35
Sydney - Parramatta	65-74				F	1126
Sydney - Parramatta	65-74				M	1153
Sydney - Parramatta	65-74	0			F	10240
Sydney - Parramatta	65-74	0			M	10732
Sydney - Parramatta	65-74	1	0	1	F	3007
Sydney - Parramatta	65-74	1	0	1	M	1882
Sydney - Parramatta	65-74	1	1	0	F	305
Sydney - Parramatta	65-74	1	1	0	M	321
Sydney - Parramatta	65-74	1	1	1	F	27
Sydney - Parramatta	65-74	1	1	1	M	22
Sydney - Parramatta	75-84				F	948
Sydney - Parramatta	75-84				M	739
Sydney - Parramatta	75-84	0			F	7294
Sydney - Parramatta	75-84	0			M	6192
Sydney - Parramatta	75-84	1	0	1	F	588
Sydney - Parramatta	75-84	1	0	1	M	533
Sydney - Parramatta	75-84	1	1	0	F	63
Sydney - Parramatta	75-84	1	1	0	M	60
Sydney - Parramatta	75-84	1	1	1	F	6
Sydney - Parramatta	75-84	1	1	1	M	6
Sydney - Parramatta	85+				F	679
Sydney - Parramatta	85+				M	375
Sydney - Parramatta	85+	0			F	4091
Sydney - Parramatta	85+	0			M	2348
Sydney - Parramatta	85+	1	0	1	F	34
Sydney - Parramatta	85+	1	0	1	M	28
Sydney - Parramatta	85+	1	1	0	F	13
Sydney - Parramatta	85+	1	1	0	M	10
Sydney - Ryde	15-19				F	246
Sydney - Ryde	15-19				M	283
Sydney - Ryde	15-19	0			F	4461
Sydney - Ryde	15-19	0			M	5280
Sydney - Ryde	15-19	1	0	1	F	294
Sydney - Ryde	15-19	1	0	1	M	219
Sydney - Ryde	15-19	1	1	0	F	15
Sydney - Ryde	15-19	1	1	0	M	32
Sydney - Ryde	15-19	1	1	1	M	7
Sydney - Ryde	20-24				F	347
Sydney - Ryde	20-24				M	326
Sydney - Ryde	20-24	0			F	6461
Sydney - Ryde	20-24	0			M	6544
Sydney - Ryde	20-24	1	0	1	F	269
Sydney - Ryde	20-24	1	0	1	M	155
Sydney - Ryde	20-24	1	1	0	F	82
Sydney - Ryde	20-24	1	1	0	M	37
Sydney - Ryde	20-24	1	1	1	F	7
Sydney - Ryde	20-24	1	1	1	M	3
Sydney - Ryde	25-34				F	753
Sydney - Ryde	25-34				M	762
Sydney - Ryde	25-34	0			F	9662
Sydney - Ryde	25-34	0			M	10820
Sydney - Ryde	25-34	1	0	1	F	418
Sydney - Ryde	25-34	1	0	1	M	264
Sydney - Ryde	25-34	1	1	0	F	3782
Sydney - Ryde	25-34	1	1	0	M	2287
Sydney - Ryde	25-34	1	1	1	F	84
Sydney - Ryde	25-34	1	1	1	M	22
Sydney - Ryde	35-44				F	537
Sydney - Ryde	35-44				M	602
Sydney - Ryde	35-44	0			F	4009
Sydney - Ryde	35-44	0			M	5148
Sydney - Ryde	35-44	1	0	1	F	308
Sydney - Ryde	35-44	1	0	1	M	143
Sydney - Ryde	35-44	1	1	0	F	8115
Sydney - Ryde	35-44	1	1	0	M	6642
Sydney - Ryde	35-44	1	1	1	F	275
Sydney - Ryde	35-44	1	1	1	M	84
Sydney - Ryde	45-54				F	445
Sydney - Ryde	45-54				M	520
Sydney - Ryde	45-54	0			F	7000
Sydney - Ryde	45-54	0			M	6381
Sydney - Ryde	45-54	1	0	1	F	424
Sydney - Ryde	45-54	1	0	1	M	158
Sydney - Ryde	45-54	1	1	0	F	4317
Sydney - Ryde	45-54	1	1	0	M	4217
Sydney - Ryde	45-54	1	1	1	F	123
Sydney - Ryde	45-54	1	1	1	M	65
Sydney - Ryde	55-64				F	451
Sydney - Ryde	55-64				M	427
Sydney - Ryde	55-64	0			F	7856
Sydney - Ryde	55-64	0			M	7722
Sydney - Ryde	55-64	1	0	1	F	1770
Sydney - Ryde	55-64	1	0	1	M	663
Sydney - Ryde	55-64	1	1	0	F	544
Sydney - Ryde	55-64	1	1	0	M	794
Sydney - Ryde	55-64	1	1	1	F	27
Sydney - Ryde	55-64	1	1	1	M	25
Sydney - Ryde	65-74				F	399
Sydney - Ryde	65-74				M	359
Sydney - Ryde	65-74	0			F	4622
Sydney - Ryde	65-74	0			M	4921
Sydney - Ryde	65-74	1	0	1	F	2024
Sydney - Ryde	65-74	1	0	1	M	1227
Sydney - Ryde	65-74	1	1	0	F	161
Sydney - Ryde	65-74	1	1	0	M	189
Sydney - Ryde	65-74	1	1	1	F	15
Sydney - Ryde	65-74	1	1	1	M	18
Sydney - Ryde	75-84				F	411
Sydney - Ryde	75-84				M	281
Sydney - Ryde	75-84	0			F	3946
Sydney - Ryde	75-84	0			M	3069
Sydney - Ryde	75-84	1	0	1	F	448
Sydney - Ryde	75-84	1	0	1	M	402
Sydney - Ryde	75-84	1	1	0	F	44
Sydney - Ryde	75-84	1	1	0	M	35
Sydney - Ryde	75-84	1	1	1	F	6
Sydney - Ryde	75-84	1	1	1	M	3
Sydney - Ryde	85+				F	392
Sydney - Ryde	85+				M	171
Sydney - Ryde	85+	0			F	2706
Sydney - Ryde	85+	0			M	1586
Sydney - Ryde	85+	1	0	1	F	34
Sydney - Ryde	85+	1	0	1	M	23
Sydney - Ryde	85+	1	1	0	F	9
Sydney - Ryde	85+	1	1	0	M	9
Sydney - South West	15-19				F	1089
Sydney - South West	15-19				M	1253
Sydney - South West	15-19	0			F	11925
Sydney - South West	15-19	0			M	13223
Sydney - South West	15-19	1	0	1	F	867
Sydney - South West	15-19	1	0	1	M	474
Sydney - South West	15-19	1	1	0	F	115
Sydney - South West	15-19	1	1	0	M	71
Sydney - South West	15-19	1	1	1	F	19
Sydney - South West	15-19	1	1	1	M	3
Sydney - South West	20-24				F	985
Sydney - South West	20-24				M	1126
Sydney - South West	20-24	0			F	11651
Sydney - South West	20-24	0			M	13250
Sydney - South West	20-24	1	0	1	F	910
Sydney - South West	20-24	1	0	1	M	460
Sydney - South West	20-24	1	1	0	F	1084
Sydney - South West	20-24	1	1	0	M	346
Sydney - South West	20-24	1	1	1	F	38
Sydney - South West	20-24	1	1	1	M	18
Sydney - South West	25-34				F	2079
Sydney - South West	25-34				M	2173
Sydney - South West	25-34	0			F	14761
Sydney - South West	25-34	0			M	19204
Sydney - South West	25-34	1	0	1	F	1087
Sydney - South West	25-34	1	0	1	M	687
Sydney - South West	25-34	1	1	0	F	11729
Sydney - South West	25-34	1	1	0	M	6033
Sydney - South West	25-34	1	1	1	F	300
Sydney - South West	25-34	1	1	1	M	79
Sydney - South West	35-44				F	1873
Sydney - South West	35-44				M	1960
Sydney - South West	35-44	0			F	9731
Sydney - South West	35-44	0			M	12465
Sydney - South West	35-44	1	0	1	F	696
Sydney - South West	35-44	1	0	1	M	405
Sydney - South West	35-44	1	1	0	F	15952
Sydney - South West	35-44	1	1	0	M	11676
Sydney - South West	35-44	1	1	1	F	371
Sydney - South West	35-44	1	1	1	M	147
Sydney - South West	45-54				F	1753
Sydney - South West	45-54				M	1939
Sydney - South West	45-54	0			F	17229
Sydney - South West	45-54	0			M	17385
Sydney - South West	45-54	1	0	1	F	1664
Sydney - South West	45-54	1	0	1	M	507
Sydney - South West	45-54	1	1	0	F	6496
Sydney - South West	45-54	1	1	0	M	7015
Sydney - South West	45-54	1	1	1	F	199
Sydney - South West	45-54	1	1	1	M	88
Sydney - South West	55-64				F	1571
Sydney - South West	55-64				M	1584
Sydney - South West	55-64	0			F	16766
Sydney - South West	55-64	0			M	17707
Sydney - South West	55-64	1	0	1	F	4163
Sydney - South West	55-64	1	0	1	M	1441
Sydney - South West	55-64	1	1	0	F	790
Sydney - South West	55-64	1	1	0	M	1452
Sydney - South West	55-64	1	1	1	F	106
Sydney - South West	55-64	1	1	1	M	36
Sydney - South West	65-74				F	1194
Sydney - South West	65-74				M	1129
Sydney - South West	65-74	0			F	10201
Sydney - South West	65-74	0			M	10645
Sydney - South West	65-74	1	0	1	F	2585
Sydney - South West	65-74	1	0	1	M	1604
Sydney - South West	65-74	1	1	0	F	221
Sydney - South West	65-74	1	1	0	M	281
Sydney - South West	65-74	1	1	1	F	30
Sydney - South West	65-74	1	1	1	M	13
Sydney - South West	75-84				F	867
Sydney - South West	75-84				M	719
Sydney - South West	75-84	0			F	6768
Sydney - South West	75-84	0			M	5645
Sydney - South West	75-84	1	0	1	F	396
Sydney - South West	75-84	1	0	1	M	415
Sydney - South West	75-84	1	1	0	F	49
Sydney - South West	75-84	1	1	0	M	39
Sydney - South West	75-84	1	1	1	F	5
Sydney - South West	85+				F	374
Sydney - South West	85+				M	233
Sydney - South West	85+	0			F	3006
Sydney - South West	85+	0			M	1843
Sydney - South West	85+	1	0	1	F	38
Sydney - South West	85+	1	0	1	M	31
Sydney - South West	85+	1	1	0	F	15
Sydney - South West	85+	1	1	0	M	5
Sydney - South West	85+	1	1	1	M	3
Sydney - Sutherland	15-19				F	345
Sydney - Sutherland	15-19				M	366
Sydney - Sutherland	15-19	0			F	5584
Sydney - Sutherland	15-19	0			M	6048
Sydney - Sutherland	15-19	1	0	1	F	427
Sydney - Sutherland	15-19	1	0	1	M	285
Sydney - Sutherland	15-19	1	1	0	F	22
Sydney - Sutherland	15-19	1	1	0	M	8
Sydney - Sutherland	15-19	1	1	1	M	3
Sydney - Sutherland	20-24				F	248
Sydney - Sutherland	20-24				M	287
Sydney - Sutherland	20-24	0			F	5353
Sydney - Sutherland	20-24	0			M	5927
Sydney - Sutherland	20-24	1	0	1	F	393
Sydney - Sutherland	20-24	1	0	1	M	207
Sydney - Sutherland	20-24	1	1	0	F	170
Sydney - Sutherland	20-24	1	1	0	M	61
Sydney - Sutherland	20-24	1	1	1	F	9
Sydney - Sutherland	20-24	1	1	1	M	3
Sydney - Sutherland	25-34				F	671
Sydney - Sutherland	25-34				M	662
Sydney - Sutherland	25-34	0			F	7246
Sydney - Sutherland	25-34	0			M	8719
Sydney - Sutherland	25-34	1	0	1	F	655
Sydney - Sutherland	25-34	1	0	1	M	361
Sydney - Sutherland	25-34	1	1	0	F	4734
Sydney - Sutherland	25-34	1	1	0	M	2920
Sydney - Sutherland	25-34	1	1	1	F	173
Sydney - Sutherland	25-34	1	1	1	M	45
Sydney - Sutherland	35-44				F	636
Sydney - Sutherland	35-44				M	697
Sydney - Sutherland	35-44	0			F	3474
Sydney - Sutherland	35-44	0			M	4946
Sydney - Sutherland	35-44	1	0	1	F	444
Sydney - Sutherland	35-44	1	0	1	M	245
Sydney - Sutherland	35-44	1	1	0	F	10444
Sydney - Sutherland	35-44	1	1	0	M	8503
Sydney - Sutherland	35-44	1	1	1	F	503
Sydney - Sutherland	35-44	1	1	1	M	196
Sydney - Sutherland	45-54				F	633
Sydney - Sutherland	45-54				M	660
Sydney - Sutherland	45-54	0			F	8763
Sydney - Sutherland	45-54	0			M	8151
Sydney - Sutherland	45-54	1	0	1	F	804
Sydney - Sutherland	45-54	1	0	1	M	299
Sydney - Sutherland	45-54	1	1	0	F	5177
Sydney - Sutherland	45-54	1	1	0	M	5403
Sydney - Sutherland	45-54	1	1	1	F	177
Sydney - Sutherland	45-54	1	1	1	M	116
Sydney - Sutherland	55-64				F	614
Sydney - Sutherland	55-64				M	641
Sydney - Sutherland	55-64	0			F	9418
Sydney - Sutherland	55-64	0			M	10339
Sydney - Sutherland	55-64	1	0	1	F	3496
Sydney - Sutherland	55-64	1	0	1	M	1430
Sydney - Sutherland	55-64	1	1	0	F	403
Sydney - Sutherland	55-64	1	1	0	M	812
Sydney - Sutherland	55-64	1	1	1	F	34
Sydney - Sutherland	55-64	1	1	1	M	23
Sydney - Sutherland	65-74				F	567
Sydney - Sutherland	65-74				M	538
Sydney - Sutherland	65-74	0			F	6275
Sydney - Sutherland	65-74	0			M	6685
Sydney - Sutherland	65-74	1	0	1	F	3418
Sydney - Sutherland	65-74	1	0	1	M	2211
Sydney - Sutherland	65-74	1	1	0	F	88
Sydney - Sutherland	65-74	1	1	0	M	126
Sydney - Sutherland	65-74	1	1	1	F	23
Sydney - Sutherland	65-74	1	1	1	M	8
Sydney - Sutherland	75-84				F	534
Sydney - Sutherland	75-84				M	395
Sydney - Sutherland	75-84	0			F	4946
Sydney - Sutherland	75-84	0			M	4017
Sydney - Sutherland	75-84	1	0	1	F	565
Sydney - Sutherland	75-84	1	0	1	M	511
Sydney - Sutherland	75-84	1	1	0	F	38
Sydney - Sutherland	75-84	1	1	0	M	37
Sydney - Sutherland	75-84	1	1	1	M	9
Sydney - Sutherland	85+				F	404
Sydney - Sutherland	85+				M	200
Sydney - Sutherland	85+	0			F	3374
Sydney - Sutherland	85+	0			M	1887
Sydney - Sutherland	85+	1	0	1	F	40
Sydney - Sutherland	85+	1	0	1	M	30
Sydney - Sutherland	85+	1	1	0	F	9
Sydney - Sutherland	85+	1	1	0	M	5
Migratory - Offshore - Shipping (NSW)	15-19	0			F	6
Migratory - Offshore - Shipping (NSW)	15-19	0			M	3
Migratory - Offshore - Shipping (NSW)	20-24				M	3
Migratory - Offshore - Shipping (NSW)	20-24	0			F	3
Migratory - Offshore - Shipping (NSW)	20-24	0			M	4
Migratory - Offshore - Shipping (NSW)	25-34				F	5
Migratory - Offshore - Shipping (NSW)	25-34	0			F	14
Migratory - Offshore - Shipping (NSW)	25-34	0			M	8
Migratory - Offshore - Shipping (NSW)	25-34	1	1	0	F	3
Migratory - Offshore - Shipping (NSW)	25-34	1	1	0	M	3
Migratory - Offshore - Shipping (NSW)	35-44				F	3
Migratory - Offshore - Shipping (NSW)	35-44				M	3
Migratory - Offshore - Shipping (NSW)	35-44	0			F	3
Migratory - Offshore - Shipping (NSW)	35-44	0			M	5
Migratory - Offshore - Shipping (NSW)	35-44	1	1	0	F	8
Migratory - Offshore - Shipping (NSW)	35-44	1	1	0	M	7
Migratory - Offshore - Shipping (NSW)	45-54				F	6
Migratory - Offshore - Shipping (NSW)	45-54	0			F	14
Migratory - Offshore - Shipping (NSW)	45-54	0			M	12
Migratory - Offshore - Shipping (NSW)	45-54	1	0	1	F	3
Migratory - Offshore - Shipping (NSW)	45-54	1	1	0	F	5
Migratory - Offshore - Shipping (NSW)	45-54	1	1	0	M	5
Migratory - Offshore - Shipping (NSW)	55-64				F	6
Migratory - Offshore - Shipping (NSW)	55-64				M	4
Migratory - Offshore - Shipping (NSW)	55-64	0			F	34
Migratory - Offshore - Shipping (NSW)	55-64	0			M	17
Migratory - Offshore - Shipping (NSW)	55-64	1	0	1	F	7
Migratory - Offshore - Shipping (NSW)	55-64	1	0	1	M	7
Migratory - Offshore - Shipping (NSW)	55-64	1	1	0	F	3
Migratory - Offshore - Shipping (NSW)	55-64	1	1	0	M	3
Migratory - Offshore - Shipping (NSW)	65-74				F	12
Migratory - Offshore - Shipping (NSW)	65-74				M	9
Migratory - Offshore - Shipping (NSW)	65-74	0			F	35
Migratory - Offshore - Shipping (NSW)	65-74	0			M	29
Migratory - Offshore - Shipping (NSW)	65-74	1	0	1	F	11
Migratory - Offshore - Shipping (NSW)	65-74	1	0	1	M	9
Migratory - Offshore - Shipping (NSW)	75-84				F	10
Migratory - Offshore - Shipping (NSW)	75-84				M	9
Migratory - Offshore - Shipping (NSW)	75-84	0			F	13
Migratory - Offshore - Shipping (NSW)	75-84	0			M	12
Migratory - Offshore - Shipping (NSW)	85+	0			F	5
Migratory - Offshore - Shipping (NSW)	85+	0			M	3
No usual address (NSW)	15-19				F	50
No usual address (NSW)	15-19				M	76
No usual address (NSW)	15-19	0			F	163
No usual address (NSW)	15-19	0			M	196
No usual address (NSW)	15-19	1	0	1	F	15
No usual address (NSW)	15-19	1	0	1	M	10
No usual address (NSW)	15-19	1	1	0	F	8
No usual address (NSW)	15-19	1	1	0	M	3
No usual address (NSW)	20-24				F	132
No usual address (NSW)	20-24				M	163
No usual address (NSW)	20-24	0			F	430
No usual address (NSW)	20-24	0			M	533
No usual address (NSW)	20-24	1	0	1	F	28
No usual address (NSW)	20-24	1	0	1	M	19
No usual address (NSW)	20-24	1	1	0	F	29
No usual address (NSW)	20-24	1	1	0	M	31
No usual address (NSW)	25-34				F	277
No usual address (NSW)	25-34				M	503
No usual address (NSW)	25-34	0			F	608
No usual address (NSW)	25-34	0			M	918
No usual address (NSW)	25-34	1	0	1	F	52
No usual address (NSW)	25-34	1	0	1	M	30
No usual address (NSW)	25-34	1	1	0	F	143
No usual address (NSW)	25-34	1	1	0	M	147
No usual address (NSW)	25-34	1	1	1	F	9
No usual address (NSW)	25-34	1	1	1	M	13
No usual address (NSW)	35-44				F	185
No usual address (NSW)	35-44				M	503
No usual address (NSW)	35-44	0			F	290
No usual address (NSW)	35-44	0			M	536
No usual address (NSW)	35-44	1	0	1	F	18
No usual address (NSW)	35-44	1	0	1	M	28
No usual address (NSW)	35-44	1	1	0	F	128
No usual address (NSW)	35-44	1	1	0	M	194
No usual address (NSW)	35-44	1	1	1	F	7
No usual address (NSW)	35-44	1	1	1	M	5
No usual address (NSW)	45-54				F	177
No usual address (NSW)	45-54				M	458
No usual address (NSW)	45-54	0			F	381
No usual address (NSW)	45-54	0			M	586
No usual address (NSW)	45-54	1	0	1	F	39
No usual address (NSW)	45-54	1	0	1	M	21
No usual address (NSW)	45-54	1	1	0	F	40
No usual address (NSW)	45-54	1	1	0	M	79
No usual address (NSW)	45-54	1	1	1	F	9
No usual address (NSW)	45-54	1	1	1	M	3
No usual address (NSW)	55-64				F	140
No usual address (NSW)	55-64				M	310
No usual address (NSW)	55-64	0			F	500
No usual address (NSW)	55-64	0			M	615
No usual address (NSW)	55-64	1	0	1	F	83
No usual address (NSW)	55-64	1	0	1	M	39
No usual address (NSW)	55-64	1	1	0	F	7
No usual address (NSW)	55-64	1	1	0	M	25
No usual address (NSW)	65-74				F	94
No usual address (NSW)	65-74				M	175
No usual address (NSW)	65-74	0			F	331
No usual address (NSW)	65-74	0			M	499
No usual address (NSW)	65-74	1	0	1	F	44
No usual address (NSW)	65-74	1	0	1	M	51
No usual address (NSW)	65-74	1	1	0	F	3
No usual address (NSW)	65-74	1	1	0	M	3
No usual address (NSW)	75-84				F	41
No usual address (NSW)	75-84				M	48
No usual address (NSW)	75-84	0			F	76
No usual address (NSW)	75-84	0			M	110
No usual address (NSW)	75-84	1	0	1	F	3
No usual address (NSW)	85+				F	10
No usual address (NSW)	85+				M	11
No usual address (NSW)	85+	0			F	35
No usual address (NSW)	85+	0			M	17
Ballarat	15-19				F	464
Ballarat	15-19				M	525
Ballarat	15-19	0			F	3799
Ballarat	15-19	0			M	4190
Ballarat	15-19	1	0	1	F	377
Ballarat	15-19	1	0	1	M	192
Ballarat	15-19	1	1	0	F	63
Ballarat	15-19	1	1	0	M	31
Ballarat	15-19	1	1	1	F	4
Ballarat	20-24				F	354
Ballarat	20-24				M	390
Ballarat	20-24	0			F	3665
Ballarat	20-24	0			M	4167
Ballarat	20-24	1	0	1	F	400
Ballarat	20-24	1	0	1	M	181
Ballarat	20-24	1	1	0	F	467
Ballarat	20-24	1	1	0	M	229
Ballarat	20-24	1	1	1	F	16
Ballarat	20-24	1	1	1	M	7
Ballarat	25-34				F	596
Ballarat	25-34				M	661
Ballarat	25-34	0			F	3749
Ballarat	25-34	0			M	4891
Ballarat	25-34	1	0	1	F	548
Ballarat	25-34	1	0	1	M	283
Ballarat	25-34	1	1	0	F	3850
Ballarat	25-34	1	1	0	M	2622
Ballarat	25-34	1	1	1	F	240
Ballarat	25-34	1	1	1	M	78
Ballarat	35-44				F	590
Ballarat	35-44				M	695
Ballarat	35-44	0			F	2678
Ballarat	35-44	0			M	3180
Ballarat	35-44	1	0	1	F	372
Ballarat	35-44	1	0	1	M	213
Ballarat	35-44	1	1	0	F	5678
Ballarat	35-44	1	1	0	M	4792
Ballarat	35-44	1	1	1	F	386
Ballarat	35-44	1	1	1	M	154
Ballarat	45-54				F	761
Ballarat	45-54				M	870
Ballarat	45-54	0			F	6441
Ballarat	45-54	0			M	6055
Ballarat	45-54	1	0	1	F	1008
Ballarat	45-54	1	0	1	M	380
Ballarat	45-54	1	1	0	F	2707
Ballarat	45-54	1	1	0	M	2853
Ballarat	45-54	1	1	1	F	145
Ballarat	45-54	1	1	1	M	76
Ballarat	55-64				F	861
Ballarat	55-64				M	873
Ballarat	55-64	0			F	7477
Ballarat	55-64	0			M	7976
Ballarat	55-64	1	0	1	F	2414
Ballarat	55-64	1	0	1	M	985
Ballarat	55-64	1	1	0	F	252
Ballarat	55-64	1	1	0	M	468
Ballarat	55-64	1	1	1	F	18
Ballarat	55-64	1	1	1	M	17
Ballarat	65-74				F	958
Ballarat	65-74				M	966
Ballarat	65-74	0			F	6211
Ballarat	65-74	0			M	6482
Ballarat	65-74	1	0	1	F	1688
Ballarat	65-74	1	0	1	M	1011
Ballarat	65-74	1	1	0	F	69
Ballarat	65-74	1	1	0	M	83
Ballarat	65-74	1	1	1	F	9
Ballarat	65-74	1	1	1	M	5
Ballarat	75-84				F	797
Ballarat	75-84				M	619
Ballarat	75-84	0			F	3708
Ballarat	75-84	0			M	3263
Ballarat	75-84	1	0	1	F	269
Ballarat	75-84	1	0	1	M	194
Ballarat	75-84	1	1	0	F	10
Ballarat	75-84	1	1	0	M	20
Ballarat	75-84	1	1	1	F	4
Ballarat	85+				F	433
Ballarat	85+				M	240
Ballarat	85+	0			F	1985
Ballarat	85+	0			M	1025
Ballarat	85+	1	0	1	F	20
Ballarat	85+	1	0	1	M	5
Ballarat	85+	1	1	0	F	18
Ballarat	85+	1	1	0	M	13
Ballarat	85+	1	1	1	F	3
Bendigo	15-19				F	508
Bendigo	15-19				M	567
Bendigo	15-19	0			F	3687
Bendigo	15-19	0			M	3963
Bendigo	15-19	1	0	1	F	366
Bendigo	15-19	1	0	1	M	201
Bendigo	15-19	1	1	0	F	59
