SA4_NAME16	Age	HoursHousekeeping	Sex	adults
Central West	45-54	<5	M	3415
Central West	45-54	5-14	F	4617
Central West	45-54	5-14	M	4141
Central West	45-54	15-29	F	3078
Central West	45-54	15-29	M	1168
Central West	45-54	30+	F	2057
Central West	45-54	30+	M	532
Central West	55-64		F	1272
Central West	55-64		M	1515
Central West	55-64	0	F	1810
Central West	55-64	0	M	2949
Central West	55-64	<5	F	1225
Central West	55-64	<5	M	3063
Central West	55-64	5-14	F	3907
Central West	55-64	5-14	M	3951
Central West	55-64	15-29	F	2807
Central West	55-64	15-29	M	1232
Central West	55-64	30+	F	2313
Central West	55-64	30+	M	729
Central West	65-74		F	1460
Central West	65-74		M	1574
Central West	65-74	0	F	2278
Central West	65-74	0	M	3160
Central West	65-74	<5	F	696
Central West	65-74	<5	M	1729
Central West	65-74	5-14	F	2153
Central West	65-74	5-14	M	2548
Central West	65-74	15-29	F	2259
Central West	65-74	15-29	M	1279
Central West	65-74	30+	F	2326
Central West	65-74	30+	M	1020
Central West	75-84		F	1330
Central West	75-84		M	1109
Central West	75-84	0	F	1936
Central West	75-84	0	M	1836
Central West	75-84	<5	F	504
Central West	75-84	<5	M	676
Central West	75-84	5-14	F	1022
Central West	75-84	5-14	M	1027
Central West	75-84	15-29	F	883
Central West	75-84	15-29	M	636
Central West	75-84	30+	F	1018
Central West	75-84	30+	M	533
Central West	85+		F	673
Central West	85+		M	387
Central West	85+	0	F	1517
Central West	85+	0	M	782
Central West	85+	<5	F	275
Central West	85+	<5	M	207
Central West	85+	5-14	F	379
Central West	85+	5-14	M	229
Central West	85+	15-29	F	212
Central West	85+	15-29	M	109
Central West	85+	30+	F	192
Central West	85+	30+	M	102
Coffs Harbour - Grafton	15-19		F	451
Coffs Harbour - Grafton	15-19		M	523
Coffs Harbour - Grafton	15-19	0	F	1103
Coffs Harbour - Grafton	15-19	0	M	1490
Coffs Harbour - Grafton	15-19	<5	F	1682
Coffs Harbour - Grafton	15-19	<5	M	1703
Coffs Harbour - Grafton	15-19	5-14	F	510
Coffs Harbour - Grafton	15-19	5-14	M	372
Coffs Harbour - Grafton	15-19	15-29	F	80
Coffs Harbour - Grafton	15-19	15-29	M	45
Coffs Harbour - Grafton	15-19	30+	F	47
Coffs Harbour - Grafton	15-19	30+	M	19
Coffs Harbour - Grafton	20-24		F	248
Coffs Harbour - Grafton	20-24		M	335
Coffs Harbour - Grafton	20-24	0	F	569
Coffs Harbour - Grafton	20-24	0	M	1007
Coffs Harbour - Grafton	20-24	<5	F	818
Coffs Harbour - Grafton	20-24	<5	M	1102
Coffs Harbour - Grafton	20-24	5-14	F	797
Coffs Harbour - Grafton	20-24	5-14	M	568
Coffs Harbour - Grafton	20-24	15-29	F	272
Coffs Harbour - Grafton	20-24	15-29	M	113
Coffs Harbour - Grafton	20-24	30+	F	259
Coffs Harbour - Grafton	20-24	30+	M	42
Coffs Harbour - Grafton	25-34		F	495
Coffs Harbour - Grafton	25-34		M	646
Coffs Harbour - Grafton	25-34	0	F	666
Coffs Harbour - Grafton	25-34	0	M	1300
Coffs Harbour - Grafton	25-34	<5	F	925
Coffs Harbour - Grafton	25-34	<5	M	1879
Coffs Harbour - Grafton	25-34	5-14	F	1877
Coffs Harbour - Grafton	25-34	5-14	M	1736
Coffs Harbour - Grafton	25-34	15-29	F	1093
Coffs Harbour - Grafton	25-34	15-29	M	403
Coffs Harbour - Grafton	25-34	30+	F	1481
Coffs Harbour - Grafton	25-34	30+	M	248
Coffs Harbour - Grafton	35-44		F	555
Coffs Harbour - Grafton	35-44		M	647
Coffs Harbour - Grafton	35-44	0	F	620
Coffs Harbour - Grafton	35-44	0	M	1160
Coffs Harbour - Grafton	35-44	<5	F	715
Coffs Harbour - Grafton	35-44	<5	M	1842
Coffs Harbour - Grafton	35-44	5-14	F	2410
Coffs Harbour - Grafton	35-44	5-14	M	2283
Coffs Harbour - Grafton	35-44	15-29	F	1678
Coffs Harbour - Grafton	35-44	15-29	M	676
Coffs Harbour - Grafton	35-44	30+	F	1709
Coffs Harbour - Grafton	35-44	30+	M	389
Coffs Harbour - Grafton	45-54		F	736
Coffs Harbour - Grafton	45-54		M	780
Coffs Harbour - Grafton	45-54	0	F	941
Coffs Harbour - Grafton	45-54	0	M	1509
Coffs Harbour - Grafton	45-54	<5	F	1140
Coffs Harbour - Grafton	45-54	<5	M	2043
Coffs Harbour - Grafton	45-54	5-14	F	3435
Coffs Harbour - Grafton	45-54	5-14	M	2813
Coffs Harbour - Grafton	45-54	15-29	F	2042
Coffs Harbour - Grafton	45-54	15-29	M	880
Coffs Harbour - Grafton	45-54	30+	F	1344
Coffs Harbour - Grafton	45-54	30+	M	495
Coffs Harbour - Grafton	55-64		F	859
Coffs Harbour - Grafton	55-64		M	1000
Coffs Harbour - Grafton	55-64	0	F	1358
Coffs Harbour - Grafton	55-64	0	M	2147
Coffs Harbour - Grafton	55-64	<5	F	1119
Coffs Harbour - Grafton	55-64	<5	M	2231
Coffs Harbour - Grafton	55-64	5-14	F	3493
Coffs Harbour - Grafton	55-64	5-14	M	3104
Coffs Harbour - Grafton	55-64	15-29	F	2244
Coffs Harbour - Grafton	55-64	15-29	M	1262
Coffs Harbour - Grafton	55-64	30+	F	1800
Coffs Harbour - Grafton	55-64	30+	M	656
Coffs Harbour - Grafton	65-74		F	920
Coffs Harbour - Grafton	65-74		M	946
Coffs Harbour - Grafton	65-74	0	F	1690
Coffs Harbour - Grafton	65-74	0	M	2119
Coffs Harbour - Grafton	65-74	<5	F	540
Coffs Harbour - Grafton	65-74	<5	M	1272
Coffs Harbour - Grafton	65-74	5-14	F	1816
Coffs Harbour - Grafton	65-74	5-14	M	2234
Coffs Harbour - Grafton	65-74	15-29	F	1893
Coffs Harbour - Grafton	65-74	15-29	M	1317
Coffs Harbour - Grafton	65-74	30+	F	1973
Coffs Harbour - Grafton	65-74	30+	M	917
Coffs Harbour - Grafton	75-84		F	987
Coffs Harbour - Grafton	75-84		M	770
Coffs Harbour - Grafton	75-84	0	F	1488
Coffs Harbour - Grafton	75-84	0	M	1343
Coffs Harbour - Grafton	75-84	<5	F	359
Coffs Harbour - Grafton	75-84	<5	M	537
Coffs Harbour - Grafton	75-84	5-14	F	775
Coffs Harbour - Grafton	75-84	5-14	M	831
Coffs Harbour - Grafton	75-84	15-29	F	661
Coffs Harbour - Grafton	75-84	15-29	M	559
Coffs Harbour - Grafton	75-84	30+	F	875
Coffs Harbour - Grafton	75-84	30+	M	517
Coffs Harbour - Grafton	85+		F	602
Coffs Harbour - Grafton	85+		M	361
Coffs Harbour - Grafton	85+	0	F	1116
Coffs Harbour - Grafton	85+	0	M	627
Coffs Harbour - Grafton	85+	<5	F	224
Coffs Harbour - Grafton	85+	<5	M	155
Coffs Harbour - Grafton	85+	5-14	F	292
Coffs Harbour - Grafton	85+	5-14	M	174
Coffs Harbour - Grafton	85+	15-29	F	155
Coffs Harbour - Grafton	85+	15-29	M	125
Coffs Harbour - Grafton	85+	30+	F	148
Coffs Harbour - Grafton	85+	30+	M	92
Far West and Orana	15-19		F	438
Far West and Orana	15-19		M	505
Far West and Orana	15-19	0	F	1043
Far West and Orana	15-19	0	M	1279
Far West and Orana	15-19	<5	F	1163
Far West and Orana	15-19	<5	M	1153
Far West and Orana	15-19	5-14	F	429
Far West and Orana	15-19	5-14	M	318
Far West and Orana	15-19	15-29	F	63
Far West and Orana	15-19	15-29	M	45
Far West and Orana	15-19	30+	F	32
Far West and Orana	15-19	30+	M	35
Far West and Orana	20-24		F	343
Far West and Orana	20-24		M	513
Far West and Orana	20-24	0	F	686
Far West and Orana	20-24	0	M	1037
Far West and Orana	20-24	<5	F	761
Far West and Orana	20-24	<5	M	997
Far West and Orana	20-24	5-14	F	813
Far West and Orana	20-24	5-14	M	554
Far West and Orana	20-24	15-29	F	283
Far West and Orana	20-24	15-29	M	104
Far West and Orana	20-24	30+	F	295
Far West and Orana	20-24	30+	M	61
Far West and Orana	25-34		F	756
Far West and Orana	25-34		M	1048
Far West and Orana	25-34	0	F	854
Far West and Orana	25-34	0	M	1486
Far West and Orana	25-34	<5	F	945
Far West and Orana	25-34	<5	M	1857
Far West and Orana	25-34	5-14	F	2084
Far West and Orana	25-34	5-14	M	1804
Far West and Orana	25-34	15-29	F	1096
Far West and Orana	25-34	15-29	M	424
Far West and Orana	25-34	30+	F	1448
Far West and Orana	25-34	30+	M	205
Far West and Orana	35-44		F	648
Far West and Orana	35-44		M	844
Far West and Orana	35-44	0	F	665
Far West and Orana	35-44	0	M	1223
Far West and Orana	35-44	<5	F	529
Far West and Orana	35-44	<5	M	1480
Far West and Orana	35-44	5-14	F	1859
Far West and Orana	35-44	5-14	M	1853
Far West and Orana	35-44	15-29	F	1335
Far West and Orana	35-44	15-29	M	532
Far West and Orana	35-44	30+	F	1409
Far West and Orana	35-44	30+	M	282
Far West and Orana	45-54		F	785
Far West and Orana	45-54		M	938
Far West and Orana	45-54	0	F	988
Far West and Orana	45-54	0	M	1669
Far West and Orana	45-54	<5	F	754
Far West and Orana	45-54	<5	M	1795
Far West and Orana	45-54	5-14	F	2387
Far West and Orana	45-54	5-14	M	2095
Far West and Orana	45-54	15-29	F	1542
Far West and Orana	45-54	15-29	M	568
Far West and Orana	45-54	30+	F	1089
Far West and Orana	45-54	30+	M	302
Far West and Orana	55-64		F	866
Far West and Orana	55-64		M	963
Far West and Orana	55-64	0	F	1203
Far West and Orana	55-64	0	M	2049
Far West and Orana	55-64	<5	F	712
Far West and Orana	55-64	<5	M	1706
Far West and Orana	55-64	5-14	F	2166
Far West and Orana	55-64	5-14	M	1970
Far West and Orana	55-64	15-29	F	1483
Far West and Orana	55-64	15-29	M	629
Far West and Orana	55-64	30+	F	1149
Far West and Orana	55-64	30+	M	398
Far West and Orana	65-74		F	821
Far West and Orana	65-74		M	913
Far West and Orana	65-74	0	F	1272
Far West and Orana	65-74	0	M	1832
Far West and Orana	65-74	<5	F	378
Far West and Orana	65-74	<5	M	928
Far West and Orana	65-74	5-14	F	1048
Far West and Orana	65-74	5-14	M	1263
Far West and Orana	65-74	15-29	F	1041
Far West and Orana	65-74	15-29	M	632
Far West and Orana	65-74	30+	F	1207
Far West and Orana	65-74	30+	M	490
Far West and Orana	75-84		F	712
Far West and Orana	75-84		M	576
Far West and Orana	75-84	0	F	1118
Far West and Orana	75-84	0	M	1077
Far West and Orana	75-84	<5	F	278
Far West and Orana	75-84	<5	M	404
Far West and Orana	75-84	5-14	F	558
Far West and Orana	75-84	5-14	M	510
Far West and Orana	75-84	15-29	F	438
Far West and Orana	75-84	15-29	M	274
Far West and Orana	75-84	30+	F	546
Far West and Orana	75-84	30+	M	261
Far West and Orana	85+		F	326
Far West and Orana	85+		M	231
Far West and Orana	85+	0	F	866
Far West and Orana	85+	0	M	457
Far West and Orana	85+	<5	F	163
Far West and Orana	85+	<5	M	115
Far West and Orana	85+	5-14	F	161
Far West and Orana	85+	5-14	M	127
Far West and Orana	85+	15-29	F	103
Far West and Orana	85+	15-29	M	56
Far West and Orana	85+	30+	F	92
Far West and Orana	85+	30+	M	46
Hunter Valley exc Newcastle	15-19		F	781
Hunter Valley exc Newcastle	15-19		M	831
Hunter Valley exc Newcastle	15-19	0	F	2577
Hunter Valley exc Newcastle	15-19	0	M	3495
Hunter Valley exc Newcastle	15-19	<5	F	3481
Hunter Valley exc Newcastle	15-19	<5	M	3367
Hunter Valley exc Newcastle	15-19	5-14	F	957
Hunter Valley exc Newcastle	15-19	5-14	M	632
Hunter Valley exc Newcastle	15-19	15-29	F	117
Hunter Valley exc Newcastle	15-19	15-29	M	64
Hunter Valley exc Newcastle	15-19	30+	F	76
Hunter Valley exc Newcastle	15-19	30+	M	27
Hunter Valley exc Newcastle	20-24		F	502
Hunter Valley exc Newcastle	20-24		M	751
Hunter Valley exc Newcastle	20-24	0	F	1551
Hunter Valley exc Newcastle	20-24	0	M	2740
Hunter Valley exc Newcastle	20-24	<5	F	2248
Hunter Valley exc Newcastle	20-24	<5	M	2665
Hunter Valley exc Newcastle	20-24	5-14	F	1972
Hunter Valley exc Newcastle	20-24	5-14	M	1199
Hunter Valley exc Newcastle	20-24	15-29	F	606
Hunter Valley exc Newcastle	20-24	15-29	M	187
Hunter Valley exc Newcastle	20-24	30+	F	556
Hunter Valley exc Newcastle	20-24	30+	M	111
Hunter Valley exc Newcastle	25-34		F	1121
Hunter Valley exc Newcastle	25-34		M	1654
Hunter Valley exc Newcastle	25-34	0	F	1504
Hunter Valley exc Newcastle	25-34	0	M	3107
Hunter Valley exc Newcastle	25-34	<5	F	2174
Hunter Valley exc Newcastle	25-34	<5	M	4739
Hunter Valley exc Newcastle	25-34	5-14	F	4778
Hunter Valley exc Newcastle	25-34	5-14	M	4510
Hunter Valley exc Newcastle	25-34	15-29	F	2720
Hunter Valley exc Newcastle	25-34	15-29	M	1018
Hunter Valley exc Newcastle	25-34	30+	F	3783
Hunter Valley exc Newcastle	25-34	30+	M	501
Hunter Valley exc Newcastle	35-44		F	1042
Hunter Valley exc Newcastle	35-44		M	1537
Hunter Valley exc Newcastle	35-44	0	F	1263
Hunter Valley exc Newcastle	35-44	0	M	2726
Hunter Valley exc Newcastle	35-44	<5	F	1388
Hunter Valley exc Newcastle	35-44	<5	M	4275
Hunter Valley exc Newcastle	35-44	5-14	F	5001
Hunter Valley exc Newcastle	35-44	5-14	M	5331
Hunter Valley exc Newcastle	35-44	15-29	F	3638
Hunter Valley exc Newcastle	35-44	15-29	M	1532
Hunter Valley exc Newcastle	35-44	30+	F	4019
Hunter Valley exc Newcastle	35-44	30+	M	727
Hunter Valley exc Newcastle	45-54		F	1221
Hunter Valley exc Newcastle	45-54		M	1505
Hunter Valley exc Newcastle	45-54	0	F	1756
Hunter Valley exc Newcastle	45-54	0	M	3262
Hunter Valley exc Newcastle	45-54	<5	F	1761
Hunter Valley exc Newcastle	45-54	<5	M	4511
Hunter Valley exc Newcastle	45-54	5-14	F	6009
Hunter Valley exc Newcastle	45-54	5-14	M	5585
Hunter Valley exc Newcastle	45-54	15-29	F	3985
Hunter Valley exc Newcastle	45-54	15-29	M	1573
Hunter Valley exc Newcastle	45-54	30+	F	2962
Hunter Valley exc Newcastle	45-54	30+	M	644
Hunter Valley exc Newcastle	55-64		F	1327
Hunter Valley exc Newcastle	55-64		M	1493
Hunter Valley exc Newcastle	55-64	0	F	2263
Hunter Valley exc Newcastle	55-64	0	M	3724
Hunter Valley exc Newcastle	55-64	<5	F	1486
Hunter Valley exc Newcastle	55-64	<5	M	3706
Hunter Valley exc Newcastle	55-64	5-14	F	4933
Hunter Valley exc Newcastle	55-64	5-14	M	4956
Hunter Valley exc Newcastle	55-64	15-29	F	3821
Hunter Valley exc Newcastle	55-64	15-29	M	1700
Hunter Valley exc Newcastle	55-64	30+	F	3183
Hunter Valley exc Newcastle	55-64	30+	M	977
Hunter Valley exc Newcastle	65-74		F	1571
Hunter Valley exc Newcastle	65-74		M	1506
Hunter Valley exc Newcastle	65-74	0	F	2814
Hunter Valley exc Newcastle	65-74	0	M	3636
Hunter Valley exc Newcastle	65-74	<5	F	796
Hunter Valley exc Newcastle	65-74	<5	M	1935
Hunter Valley exc Newcastle	65-74	5-14	F	2573
Hunter Valley exc Newcastle	65-74	5-14	M	3320
Hunter Valley exc Newcastle	65-74	15-29	F	2842
Hunter Valley exc Newcastle	65-74	15-29	M	1859
Hunter Valley exc Newcastle	65-74	30+	F	3101
Hunter Valley exc Newcastle	65-74	30+	M	1363
Hunter Valley exc Newcastle	75-84		F	1245
Hunter Valley exc Newcastle	75-84		M	1055
Hunter Valley exc Newcastle	75-84	0	F	2241
Hunter Valley exc Newcastle	75-84	0	M	2038
Hunter Valley exc Newcastle	75-84	<5	F	548
Hunter Valley exc Newcastle	75-84	<5	M	757
Hunter Valley exc Newcastle	75-84	5-14	F	1144
Hunter Valley exc Newcastle	75-84	5-14	M	1171
Hunter Valley exc Newcastle	75-84	15-29	F	991
Hunter Valley exc Newcastle	75-84	15-29	M	771
Hunter Valley exc Newcastle	75-84	30+	F	1096
Hunter Valley exc Newcastle	75-84	30+	M	622
Hunter Valley exc Newcastle	85+		F	678
Hunter Valley exc Newcastle	85+		M	401
Hunter Valley exc Newcastle	85+	0	F	1621
Hunter Valley exc Newcastle	85+	0	M	772
Hunter Valley exc Newcastle	85+	<5	F	326
Hunter Valley exc Newcastle	85+	<5	M	213
Hunter Valley exc Newcastle	85+	5-14	F	352
Hunter Valley exc Newcastle	85+	5-14	M	231
Hunter Valley exc Newcastle	85+	15-29	F	199
Hunter Valley exc Newcastle	85+	15-29	M	134
Hunter Valley exc Newcastle	85+	30+	F	168
Hunter Valley exc Newcastle	85+	30+	M	118
Illawarra	15-19		F	644
Illawarra	15-19		M	689
Illawarra	15-19	0	F	3137
Illawarra	15-19	0	M	4136
Illawarra	15-19	<5	F	4387
Illawarra	15-19	<5	M	4193
Illawarra	15-19	5-14	F	938
Illawarra	15-19	5-14	M	621
Illawarra	15-19	15-29	F	104
Illawarra	15-19	15-29	M	64
Illawarra	15-19	30+	F	57
Illawarra	15-19	30+	M	19
Illawarra	20-24		F	598
Illawarra	20-24		M	647
Illawarra	20-24	0	F	2391
Illawarra	20-24	0	M	4247
Illawarra	20-24	<5	F	3869
Illawarra	20-24	<5	M	4150
Illawarra	20-24	5-14	F	2328
Illawarra	20-24	5-14	M	1527
Illawarra	20-24	15-29	F	471
Illawarra	20-24	15-29	M	212
Illawarra	20-24	30+	F	341
Illawarra	20-24	30+	M	77
Illawarra	25-34		F	1003
Illawarra	25-34		M	1170
Illawarra	25-34	0	F	2268
Illawarra	25-34	0	M	4520
Illawarra	25-34	<5	F	3493
Illawarra	25-34	<5	M	6277
Illawarra	25-34	5-14	F	5674
Illawarra	25-34	5-14	M	4679
Illawarra	25-34	15-29	F	2564
Illawarra	25-34	15-29	M	861
Illawarra	25-34	30+	F	3018
Illawarra	25-34	30+	M	359
Illawarra	35-44		F	890
Illawarra	35-44		M	1069
Illawarra	35-44	0	F	1543
Illawarra	35-44	0	M	3252
Illawarra	35-44	<5	F	1887
Illawarra	35-44	<5	M	5217
Illawarra	35-44	5-14	F	5909
Illawarra	35-44	5-14	M	6191
Illawarra	35-44	15-29	F	4451
Illawarra	35-44	15-29	M	1656
Illawarra	35-44	30+	F	4090
Illawarra	35-44	30+	M	642
Illawarra	45-54		F	1056
Illawarra	45-54		M	1221
Illawarra	45-54	0	F	1970
Illawarra	45-54	0	M	3735
Illawarra	45-54	<5	F	2068
Illawarra	45-54	<5	M	5258
Illawarra	45-54	5-14	F	6868
Illawarra	45-54	5-14	M	6292
Illawarra	45-54	15-29	F	4603
