SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Logan - Beaudesert	Separate house	12000	5791
Logan - Beaudesert	Separate house	16800	8361
Logan - Beaudesert	Separate house	21600	10163
Logan - Beaudesert	Separate house	28800	3902
Logan - Beaudesert	Separate house	36000	2119
Logan - Beaudesert	Separate house	48000	921
Mackay - Isaac - Whitsunday		0	13
Mackay - Isaac - Whitsunday		7200	4
Mackay - Isaac - Whitsunday		9600	3
Mackay - Isaac - Whitsunday		12000	10
Mackay - Isaac - Whitsunday		16800	7
Mackay - Isaac - Whitsunday		21600	20
Mackay - Isaac - Whitsunday		28800	13
Mackay - Isaac - Whitsunday		36000	6
Mackay - Isaac - Whitsunday		48000	5
Mackay - Isaac - Whitsunday	(Other)	0	7
Mackay - Isaac - Whitsunday	(Other)	3600	6
Mackay - Isaac - Whitsunday	(Other)	5400	3
Mackay - Isaac - Whitsunday	(Other)	7200	4
Mackay - Isaac - Whitsunday	(Other)	9600	11
Mackay - Isaac - Whitsunday	(Other)	12000	18
Mackay - Isaac - Whitsunday	(Other)	16800	14
Mackay - Isaac - Whitsunday	(Other)	21600	16
Mackay - Isaac - Whitsunday	(Other)	28800	5
Mackay - Isaac - Whitsunday	(Other)	36000	9
Mackay - Isaac - Whitsunday	(Other)	48000	7
Mackay - Isaac - Whitsunday	Flat/apartment	0	18
Mackay - Isaac - Whitsunday	Flat/apartment	3600	4
Mackay - Isaac - Whitsunday	Flat/apartment	5400	7
Mackay - Isaac - Whitsunday	Flat/apartment	7200	17
Mackay - Isaac - Whitsunday	Flat/apartment	9600	27
Mackay - Isaac - Whitsunday	Flat/apartment	12000	47
Mackay - Isaac - Whitsunday	Flat/apartment	16800	39
Mackay - Isaac - Whitsunday	Flat/apartment	21600	48
Mackay - Isaac - Whitsunday	Flat/apartment	28800	19
Mackay - Isaac - Whitsunday	Flat/apartment	36000	9
Mackay - Isaac - Whitsunday	Flat/apartment	48000	15
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	0	14
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	3600	11
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	5400	13
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	7200	25
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	9600	37
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	12000	106
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	16800	121
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	21600	85
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	28800	31
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	36000	24
Mackay - Isaac - Whitsunday	Semi-detached, row/terrace house, townhouse etc.	48000	9
Mackay - Isaac - Whitsunday	Separate house	0	786
Mackay - Isaac - Whitsunday	Separate house	3600	288
Mackay - Isaac - Whitsunday	Separate house	5400	269
Mackay - Isaac - Whitsunday	Separate house	7200	526
Mackay - Isaac - Whitsunday	Separate house	9600	846
Mackay - Isaac - Whitsunday	Separate house	12000	2311
Mackay - Isaac - Whitsunday	Separate house	16800	2964
Mackay - Isaac - Whitsunday	Separate house	21600	4509
Mackay - Isaac - Whitsunday	Separate house	28800	2505
Mackay - Isaac - Whitsunday	Separate house	36000	1608
Mackay - Isaac - Whitsunday	Separate house	48000	682
Moreton Bay - North		0	3
Moreton Bay - North		12000	7
Moreton Bay - North		16800	8
Moreton Bay - North		21600	12
Moreton Bay - North	(Other)	9600	5
Moreton Bay - North	(Other)	12000	3
Moreton Bay - North	(Other)	16800	10
Moreton Bay - North	(Other)	21600	5
Moreton Bay - North	(Other)	28800	3
Moreton Bay - North	(Other)	48000	3
Moreton Bay - North	Flat/apartment	0	30
Moreton Bay - North	Flat/apartment	3600	14
Moreton Bay - North	Flat/apartment	5400	19
Moreton Bay - North	Flat/apartment	7200	35
Moreton Bay - North	Flat/apartment	9600	49
Moreton Bay - North	Flat/apartment	12000	149
Moreton Bay - North	Flat/apartment	16800	109
Moreton Bay - North	Flat/apartment	21600	111
Moreton Bay - North	Flat/apartment	28800	47
Moreton Bay - North	Flat/apartment	36000	22
Moreton Bay - North	Flat/apartment	48000	15
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	0	52
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	3600	47
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	5400	20
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	7200	47
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	9600	58
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	12000	226
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	16800	173
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	21600	90
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	28800	11
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	36000	19
Moreton Bay - North	Semi-detached, row/terrace house, townhouse etc.	48000	3
Moreton Bay - North	Separate house	0	1230
Moreton Bay - North	Separate house	3600	589
Moreton Bay - North	Separate house	5400	522
Moreton Bay - North	Separate house	7200	916
Moreton Bay - North	Separate house	9600	1271
Moreton Bay - North	Separate house	12000	3823
Moreton Bay - North	Separate house	16800	5398
Moreton Bay - North	Separate house	21600	6540
Moreton Bay - North	Separate house	28800	2479
Moreton Bay - North	Separate house	36000	1465
Moreton Bay - North	Separate house	48000	662
Moreton Bay - South		0	3
Moreton Bay - South		7200	3
Moreton Bay - South		9600	5
Moreton Bay - South		12000	8
Moreton Bay - South		21600	3
Moreton Bay - South		36000	5
Moreton Bay - South	(Other)	5400	4
Moreton Bay - South	(Other)	12000	3
Moreton Bay - South	(Other)	16800	3
Moreton Bay - South	(Other)	21600	8
Moreton Bay - South	(Other)	28800	3
Moreton Bay - South	Flat/apartment	0	11
Moreton Bay - South	Flat/apartment	5400	4
Moreton Bay - South	Flat/apartment	7200	3
Moreton Bay - South	Flat/apartment	9600	5
Moreton Bay - South	Flat/apartment	12000	33
Moreton Bay - South	Flat/apartment	16800	23
Moreton Bay - South	Flat/apartment	21600	10
Moreton Bay - South	Flat/apartment	28800	3
Moreton Bay - South	Flat/apartment	36000	3
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	0	46
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	3600	25
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	5400	26
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	7200	39
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	9600	76
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	12000	214
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	16800	246
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	21600	175
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	28800	40
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	36000	14
Moreton Bay - South	Semi-detached, row/terrace house, townhouse etc.	48000	7
Moreton Bay - South	Separate house	0	1051
Moreton Bay - South	Separate house	3600	457
Moreton Bay - South	Separate house	5400	384
Moreton Bay - South	Separate house	7200	745
Moreton Bay - South	Separate house	9600	1018
Moreton Bay - South	Separate house	12000	3136
Moreton Bay - South	Separate house	16800	4929
Moreton Bay - South	Separate house	21600	7863
Moreton Bay - South	Separate house	28800	3585
Moreton Bay - South	Separate house	36000	2499
Moreton Bay - South	Separate house	48000	1091
Queensland - Outback		0	6
Queensland - Outback		3600	3
Queensland - Outback		9600	3
Queensland - Outback		12000	8
Queensland - Outback		16800	5
Queensland - Outback		21600	7
Queensland - Outback		28800	3
Queensland - Outback		36000	3
Queensland - Outback		48000	5
Queensland - Outback	(Other)	0	11
Queensland - Outback	(Other)	3600	4
Queensland - Outback	(Other)	7200	7
Queensland - Outback	(Other)	9600	8
Queensland - Outback	(Other)	12000	15
Queensland - Outback	(Other)	16800	6
Queensland - Outback	(Other)	21600	10
Queensland - Outback	(Other)	28800	3
Queensland - Outback	(Other)	36000	3
Queensland - Outback	(Other)	48000	5
Queensland - Outback	Flat/apartment	7200	3
Queensland - Outback	Flat/apartment	12000	3
Queensland - Outback	Flat/apartment	16800	5
Queensland - Outback	Flat/apartment	21600	8
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	0	18
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	3600	3
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	5400	3
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	7200	4
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	9600	7
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	12000	22
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	16800	30
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	21600	39
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	28800	8
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	36000	7
Queensland - Outback	Semi-detached, row/terrace house, townhouse etc.	48000	10
Queensland - Outback	Separate house	0	396
Queensland - Outback	Separate house	3600	146
Queensland - Outback	Separate house	5400	164
Queensland - Outback	Separate house	7200	290
Queensland - Outback	Separate house	9600	353
Queensland - Outback	Separate house	12000	744
Queensland - Outback	Separate house	16800	705
Queensland - Outback	Separate house	21600	958
Queensland - Outback	Separate house	28800	377
Queensland - Outback	Separate house	36000	237
Queensland - Outback	Separate house	48000	184
Sunshine Coast		0	4
Sunshine Coast		3600	3
Sunshine Coast		5400	3
Sunshine Coast		7200	4
Sunshine Coast		9600	12
Sunshine Coast		12000	20
Sunshine Coast		16800	20
Sunshine Coast		21600	25
Sunshine Coast		28800	21
Sunshine Coast		36000	11
Sunshine Coast		48000	11
Sunshine Coast	(Other)	0	6
Sunshine Coast	(Other)	3600	4
Sunshine Coast	(Other)	5400	4
Sunshine Coast	(Other)	7200	18
Sunshine Coast	(Other)	9600	7
Sunshine Coast	(Other)	12000	14
Sunshine Coast	(Other)	16800	12
Sunshine Coast	(Other)	21600	13
Sunshine Coast	(Other)	28800	8
Sunshine Coast	(Other)	36000	5
Sunshine Coast	(Other)	48000	3
Sunshine Coast	Flat/apartment	0	118
Sunshine Coast	Flat/apartment	3600	59
Sunshine Coast	Flat/apartment	5400	55
Sunshine Coast	Flat/apartment	7200	92
Sunshine Coast	Flat/apartment	9600	127
Sunshine Coast	Flat/apartment	12000	360
Sunshine Coast	Flat/apartment	16800	372
Sunshine Coast	Flat/apartment	21600	326
Sunshine Coast	Flat/apartment	28800	122
Sunshine Coast	Flat/apartment	36000	95
Sunshine Coast	Flat/apartment	48000	55
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	0	151
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	3600	111
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	5400	69
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	7200	95
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	9600	149
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	12000	504
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	16800	515
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	21600	357
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	28800	103
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	36000	67
Sunshine Coast	Semi-detached, row/terrace house, townhouse etc.	48000	32
Sunshine Coast	Separate house	0	1853
Sunshine Coast	Separate house	3600	859
Sunshine Coast	Separate house	5400	693
Sunshine Coast	Separate house	7200	1210
Sunshine Coast	Separate house	9600	1749
Sunshine Coast	Separate house	12000	4900
Sunshine Coast	Separate house	16800	6165
Sunshine Coast	Separate house	21600	9643
Sunshine Coast	Separate house	28800	4493
Sunshine Coast	Separate house	36000	3106
Sunshine Coast	Separate house	48000	1551
Toowoomba		0	3
Toowoomba		7200	5
Toowoomba		12000	10
Toowoomba		16800	18
Toowoomba		21600	8
Toowoomba		28800	5
Toowoomba		36000	3
Toowoomba		48000	9
Toowoomba	(Other)	0	3
Toowoomba	(Other)	3600	3
Toowoomba	(Other)	7200	5
Toowoomba	(Other)	9600	10
Toowoomba	(Other)	12000	16
Toowoomba	(Other)	16800	25
Toowoomba	(Other)	21600	16
Toowoomba	(Other)	28800	7
Toowoomba	(Other)	36000	3
Toowoomba	Flat/apartment	0	13
Toowoomba	Flat/apartment	3600	11
Toowoomba	Flat/apartment	5400	9
Toowoomba	Flat/apartment	7200	16
Toowoomba	Flat/apartment	9600	23
Toowoomba	Flat/apartment	12000	58
Toowoomba	Flat/apartment	16800	28
Toowoomba	Flat/apartment	21600	23
Toowoomba	Flat/apartment	28800	6
Toowoomba	Flat/apartment	36000	6
Toowoomba	Flat/apartment	48000	3
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	0	21
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	3600	23
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	5400	20
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	7200	33
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	9600	71
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	12000	187
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	16800	155
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	21600	77
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	28800	15
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	36000	14
Toowoomba	Semi-detached, row/terrace house, townhouse etc.	48000	4
Toowoomba	Separate house	0	680
Toowoomba	Separate house	3600	406
Toowoomba	Separate house	5400	334
Toowoomba	Separate house	7200	693
Toowoomba	Separate house	9600	959
Toowoomba	Separate house	12000	3189
Toowoomba	Separate house	16800	3858
Toowoomba	Separate house	21600	3619
Toowoomba	Separate house	28800	1334
Toowoomba	Separate house	36000	824
Toowoomba	Separate house	48000	392
Townsville		0	8
Townsville		3600	3
Townsville		7200	3
Townsville		12000	4
Townsville		16800	10
Townsville		21600	17
Townsville		28800	3
Townsville		36000	7
Townsville		48000	6
Townsville	(Other)	0	4
Townsville	(Other)	5400	3
Townsville	(Other)	7200	4
Townsville	(Other)	9600	4
Townsville	(Other)	12000	15
Townsville	(Other)	16800	10
Townsville	(Other)	21600	12
Townsville	(Other)	28800	11
Townsville	(Other)	36000	6
Townsville	(Other)	48000	5
Townsville	Flat/apartment	0	30
Townsville	Flat/apartment	3600	15
Townsville	Flat/apartment	5400	7
Townsville	Flat/apartment	7200	39
Townsville	Flat/apartment	9600	36
Townsville	Flat/apartment	12000	133
Townsville	Flat/apartment	16800	106
Townsville	Flat/apartment	21600	91
Townsville	Flat/apartment	28800	28
Townsville	Flat/apartment	36000	31
Townsville	Flat/apartment	48000	27
Townsville	Semi-detached, row/terrace house, townhouse etc.	0	34
Townsville	Semi-detached, row/terrace house, townhouse etc.	3600	15
Townsville	Semi-detached, row/terrace house, townhouse etc.	5400	13
Townsville	Semi-detached, row/terrace house, townhouse etc.	7200	40
Townsville	Semi-detached, row/terrace house, townhouse etc.	9600	67
Townsville	Semi-detached, row/terrace house, townhouse etc.	12000	198
Townsville	Semi-detached, row/terrace house, townhouse etc.	16800	139
Townsville	Semi-detached, row/terrace house, townhouse etc.	21600	60
Townsville	Semi-detached, row/terrace house, townhouse etc.	28800	19
Townsville	Semi-detached, row/terrace house, townhouse etc.	36000	11
Townsville	Semi-detached, row/terrace house, townhouse etc.	48000	16
Townsville	Separate house	0	1044
Townsville	Separate house	3600	498
Townsville	Separate house	5400	459
Townsville	Separate house	7200	1002
Townsville	Separate house	9600	1392
Townsville	Separate house	12000	4295
Townsville	Separate house	16800	5410
Townsville	Separate house	21600	6044
Townsville	Separate house	28800	2326
Townsville	Separate house	36000	1496
Townsville	Separate house	48000	710
Wide Bay		0	11
Wide Bay		3600	3
Wide Bay		5400	5
Wide Bay		7200	9
Wide Bay		9600	10
Wide Bay		12000	35
Wide Bay		16800	22
Wide Bay		21600	17
Wide Bay		28800	4
Wide Bay		36000	8
Wide Bay		48000	3
Wide Bay	(Other)	0	17
Wide Bay	(Other)	3600	14
Wide Bay	(Other)	5400	13
Wide Bay	(Other)	7200	40
Wide Bay	(Other)	9600	20
Wide Bay	(Other)	12000	34
Wide Bay	(Other)	16800	17
Wide Bay	(Other)	21600	10
Wide Bay	(Other)	28800	13
Wide Bay	(Other)	36000	3
Wide Bay	(Other)	48000	3
Wide Bay	Flat/apartment	0	26
Wide Bay	Flat/apartment	3600	4
Wide Bay	Flat/apartment	5400	4
Wide Bay	Flat/apartment	7200	22
Wide Bay	Flat/apartment	9600	19
Wide Bay	Flat/apartment	12000	53
Wide Bay	Flat/apartment	16800	41
Wide Bay	Flat/apartment	21600	29
Wide Bay	Flat/apartment	28800	8
Wide Bay	Flat/apartment	36000	7
Wide Bay	Semi-detached, row/terrace house, townhouse etc.	0	28
Wide Bay	Semi-detached, row/terrace house, townhouse etc.	3600	30
Wide Bay	Semi-detached, row/terrace house, townhouse etc.	5400	14
Wide Bay	Semi-detached, row/terrace house, townhouse etc.	7200	34
Wide Bay	Semi-detached, row/terrace house, townhouse etc.	9600	51
