SA4_NAME16	DwellingStructure	MortgageRepayment.min	occupied_private_dwellings_being_purchased
Sydney - North Sydney and Hornsby	Semi-detached, row/terrace house, townhouse etc.	16800	229
Sydney - North Sydney and Hornsby	Semi-detached, row/terrace house, townhouse etc.	21600	491
Sydney - North Sydney and Hornsby	Semi-detached, row/terrace house, townhouse etc.	28800	382
Sydney - North Sydney and Hornsby	Semi-detached, row/terrace house, townhouse etc.	36000	658
Sydney - North Sydney and Hornsby	Semi-detached, row/terrace house, townhouse etc.	48000	1023
Sydney - North Sydney and Hornsby	Separate house	0	2148
Sydney - North Sydney and Hornsby	Separate house	3600	384
Sydney - North Sydney and Hornsby	Separate house	5400	343
Sydney - North Sydney and Hornsby	Separate house	7200	420
Sydney - North Sydney and Hornsby	Separate house	9600	557
Sydney - North Sydney and Hornsby	Separate house	12000	1713
Sydney - North Sydney and Hornsby	Separate house	16800	1716
Sydney - North Sydney and Hornsby	Separate house	21600	3569
Sydney - North Sydney and Hornsby	Separate house	28800	2744
Sydney - North Sydney and Hornsby	Separate house	36000	5008
Sydney - North Sydney and Hornsby	Separate house	48000	9639
Sydney - Northern Beaches		0	3
Sydney - Northern Beaches		12000	3
Sydney - Northern Beaches		16800	5
Sydney - Northern Beaches		21600	9
Sydney - Northern Beaches		28800	3
Sydney - Northern Beaches		36000	5
Sydney - Northern Beaches		48000	15
Sydney - Northern Beaches	(Other)	0	3
Sydney - Northern Beaches	(Other)	16800	12
Sydney - Northern Beaches	(Other)	21600	11
Sydney - Northern Beaches	(Other)	28800	4
Sydney - Northern Beaches	(Other)	36000	9
Sydney - Northern Beaches	(Other)	48000	7
Sydney - Northern Beaches	Flat/apartment	0	281
Sydney - Northern Beaches	Flat/apartment	3600	82
Sydney - Northern Beaches	Flat/apartment	5400	92
Sydney - Northern Beaches	Flat/apartment	7200	132
Sydney - Northern Beaches	Flat/apartment	9600	175
Sydney - Northern Beaches	Flat/apartment	12000	595
Sydney - Northern Beaches	Flat/apartment	16800	781
Sydney - Northern Beaches	Flat/apartment	21600	1561
Sydney - Northern Beaches	Flat/apartment	28800	1124
Sydney - Northern Beaches	Flat/apartment	36000	1200
Sydney - Northern Beaches	Flat/apartment	48000	642
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	0	116
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	3600	21
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	5400	30
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	7200	33
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	9600	36
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	12000	144
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	16800	155
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	21600	246
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	28800	249
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	36000	432
Sydney - Northern Beaches	Semi-detached, row/terrace house, townhouse etc.	48000	488
Sydney - Northern Beaches	Separate house	0	1105
Sydney - Northern Beaches	Separate house	3600	279
Sydney - Northern Beaches	Separate house	5400	253
Sydney - Northern Beaches	Separate house	7200	325
Sydney - Northern Beaches	Separate house	9600	419
Sydney - Northern Beaches	Separate house	12000	1324
Sydney - Northern Beaches	Separate house	16800	1339
Sydney - Northern Beaches	Separate house	21600	2559
Sydney - Northern Beaches	Separate house	28800	2221
Sydney - Northern Beaches	Separate house	36000	4380
Sydney - Northern Beaches	Separate house	48000	6834
Sydney - Outer South West		0	3
Sydney - Outer South West		12000	3
Sydney - Outer South West		16800	3
Sydney - Outer South West		21600	6
Sydney - Outer South West		28800	3
Sydney - Outer South West		36000	10
Sydney - Outer South West		48000	3
Sydney - Outer South West	(Other)	7200	3
Sydney - Outer South West	(Other)	12000	3
Sydney - Outer South West	(Other)	16800	4
Sydney - Outer South West	(Other)	21600	12
Sydney - Outer South West	(Other)	28800	3
Sydney - Outer South West	(Other)	36000	7
Sydney - Outer South West	(Other)	48000	3
Sydney - Outer South West	Flat/apartment	0	16
Sydney - Outer South West	Flat/apartment	3600	3
Sydney - Outer South West	Flat/apartment	5400	11
Sydney - Outer South West	Flat/apartment	7200	9
Sydney - Outer South West	Flat/apartment	9600	12
Sydney - Outer South West	Flat/apartment	12000	65
Sydney - Outer South West	Flat/apartment	16800	89
Sydney - Outer South West	Flat/apartment	21600	100
Sydney - Outer South West	Flat/apartment	28800	31
Sydney - Outer South West	Flat/apartment	36000	18
Sydney - Outer South West	Flat/apartment	48000	8
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	0	70
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	3600	45
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	5400	41
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	7200	86
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	9600	115
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	12000	452
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	16800	602
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	21600	630
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	28800	204
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	36000	83
Sydney - Outer South West	Semi-detached, row/terrace house, townhouse etc.	48000	43
Sydney - Outer South West	Separate house	0	1164
Sydney - Outer South West	Separate house	3600	488
Sydney - Outer South West	Separate house	5400	417
Sydney - Outer South West	Separate house	7200	716
Sydney - Outer South West	Separate house	9600	1173
Sydney - Outer South West	Separate house	12000	3504
Sydney - Outer South West	Separate house	16800	5132
Sydney - Outer South West	Separate house	21600	9009
Sydney - Outer South West	Separate house	28800	5016
Sydney - Outer South West	Separate house	36000	3756
Sydney - Outer South West	Separate house	48000	1692
Sydney - Outer West and Blue Mountains		0	9
Sydney - Outer West and Blue Mountains		7200	3
Sydney - Outer West and Blue Mountains		9600	3
Sydney - Outer West and Blue Mountains		12000	10
Sydney - Outer West and Blue Mountains		16800	7
Sydney - Outer West and Blue Mountains		21600	14
Sydney - Outer West and Blue Mountains		28800	11
Sydney - Outer West and Blue Mountains		36000	9
Sydney - Outer West and Blue Mountains		48000	11
Sydney - Outer West and Blue Mountains	(Other)	9600	3
Sydney - Outer West and Blue Mountains	(Other)	12000	4
Sydney - Outer West and Blue Mountains	(Other)	16800	8
Sydney - Outer West and Blue Mountains	(Other)	21600	5
Sydney - Outer West and Blue Mountains	(Other)	28800	3
Sydney - Outer West and Blue Mountains	(Other)	36000	6
Sydney - Outer West and Blue Mountains	Flat/apartment	0	22
Sydney - Outer West and Blue Mountains	Flat/apartment	3600	9
Sydney - Outer West and Blue Mountains	Flat/apartment	5400	10
Sydney - Outer West and Blue Mountains	Flat/apartment	7200	30
Sydney - Outer West and Blue Mountains	Flat/apartment	9600	62
Sydney - Outer West and Blue Mountains	Flat/apartment	12000	156
Sydney - Outer West and Blue Mountains	Flat/apartment	16800	132
Sydney - Outer West and Blue Mountains	Flat/apartment	21600	88
Sydney - Outer West and Blue Mountains	Flat/apartment	28800	24
Sydney - Outer West and Blue Mountains	Flat/apartment	36000	15
Sydney - Outer West and Blue Mountains	Flat/apartment	48000	4
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	0	71
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	3600	38
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	5400	27
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	7200	78
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	9600	105
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	12000	363
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	16800	588
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	21600	650
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	28800	179
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	36000	98
Sydney - Outer West and Blue Mountains	Semi-detached, row/terrace house, townhouse etc.	48000	44
Sydney - Outer West and Blue Mountains	Separate house	0	1466
Sydney - Outer West and Blue Mountains	Separate house	3600	687
Sydney - Outer West and Blue Mountains	Separate house	5400	598
Sydney - Outer West and Blue Mountains	Separate house	7200	996
Sydney - Outer West and Blue Mountains	Separate house	9600	1397
Sydney - Outer West and Blue Mountains	Separate house	12000	4274
Sydney - Outer West and Blue Mountains	Separate house	16800	6046
Sydney - Outer West and Blue Mountains	Separate house	21600	10221
Sydney - Outer West and Blue Mountains	Separate house	28800	5648
Sydney - Outer West and Blue Mountains	Separate house	36000	3941
Sydney - Outer West and Blue Mountains	Separate house	48000	1716
Sydney - Parramatta		0	8
Sydney - Parramatta		12000	8
Sydney - Parramatta		16800	10
Sydney - Parramatta		21600	22
Sydney - Parramatta		28800	17
Sydney - Parramatta		36000	21
Sydney - Parramatta		48000	11
Sydney - Parramatta	(Other)	0	8
Sydney - Parramatta	(Other)	3600	4
Sydney - Parramatta	(Other)	5400	3
Sydney - Parramatta	(Other)	7200	3
Sydney - Parramatta	(Other)	9600	7
Sydney - Parramatta	(Other)	12000	20
Sydney - Parramatta	(Other)	16800	12
Sydney - Parramatta	(Other)	21600	31
Sydney - Parramatta	(Other)	28800	17
Sydney - Parramatta	(Other)	36000	17
Sydney - Parramatta	(Other)	48000	6
Sydney - Parramatta	Flat/apartment	0	416
Sydney - Parramatta	Flat/apartment	3600	116
Sydney - Parramatta	Flat/apartment	5400	119
Sydney - Parramatta	Flat/apartment	7200	243
Sydney - Parramatta	Flat/apartment	9600	338
Sydney - Parramatta	Flat/apartment	12000	1230
Sydney - Parramatta	Flat/apartment	16800	1764
Sydney - Parramatta	Flat/apartment	21600	2496
Sydney - Parramatta	Flat/apartment	28800	1069
Sydney - Parramatta	Flat/apartment	36000	645
Sydney - Parramatta	Flat/apartment	48000	323
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	0	360
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	3600	105
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	5400	85
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	7200	145
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	9600	201
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	12000	694
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	16800	988
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	21600	1979
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	28800	1214
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	36000	1045
Sydney - Parramatta	Semi-detached, row/terrace house, townhouse etc.	48000	503
Sydney - Parramatta	Separate house	0	1495
Sydney - Parramatta	Separate house	3600	433
Sydney - Parramatta	Separate house	5400	394
Sydney - Parramatta	Separate house	7200	608
Sydney - Parramatta	Separate house	9600	795
Sydney - Parramatta	Separate house	12000	2446
Sydney - Parramatta	Separate house	16800	2759
Sydney - Parramatta	Separate house	21600	5201
Sydney - Parramatta	Separate house	28800	3583
Sydney - Parramatta	Separate house	36000	4109
Sydney - Parramatta	Separate house	48000	2442
Sydney - Ryde		0	4
Sydney - Ryde		9600	3
Sydney - Ryde		16800	4
Sydney - Ryde		21600	7
Sydney - Ryde		28800	5
Sydney - Ryde		36000	5
Sydney - Ryde		48000	11
Sydney - Ryde	(Other)	7200	3
Sydney - Ryde	(Other)	16800	3
Sydney - Ryde	(Other)	21600	3
Sydney - Ryde	(Other)	28800	3
Sydney - Ryde	(Other)	48000	3
Sydney - Ryde	Flat/apartment	0	224
Sydney - Ryde	Flat/apartment	3600	54
Sydney - Ryde	Flat/apartment	5400	50
Sydney - Ryde	Flat/apartment	7200	71
Sydney - Ryde	Flat/apartment	9600	127
Sydney - Ryde	Flat/apartment	12000	416
Sydney - Ryde	Flat/apartment	16800	581
Sydney - Ryde	Flat/apartment	21600	1002
Sydney - Ryde	Flat/apartment	28800	588
Sydney - Ryde	Flat/apartment	36000	465
Sydney - Ryde	Flat/apartment	48000	183
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	0	161
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	3600	43
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	5400	49
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	7200	61
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	9600	91
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	12000	205
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	16800	216
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	21600	497
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	28800	396
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	36000	445
Sydney - Ryde	Semi-detached, row/terrace house, townhouse etc.	48000	337
Sydney - Ryde	Separate house	0	965
Sydney - Ryde	Separate house	3600	210
Sydney - Ryde	Separate house	5400	194
Sydney - Ryde	Separate house	7200	222
Sydney - Ryde	Separate house	9600	355
Sydney - Ryde	Separate house	12000	946
Sydney - Ryde	Separate house	16800	778
Sydney - Ryde	Separate house	21600	1700
Sydney - Ryde	Separate house	28800	1220
Sydney - Ryde	Separate house	36000	2278
Sydney - Ryde	Separate house	48000	3275
Sydney - South West		0	6
Sydney - South West		7200	3
Sydney - South West		12000	16
Sydney - South West		16800	12
Sydney - South West		21600	18
Sydney - South West		28800	12
Sydney - South West		36000	18
Sydney - South West		48000	5
Sydney - South West	(Other)	0	10
Sydney - South West	(Other)	5400	4
Sydney - South West	(Other)	7200	4
Sydney - South West	(Other)	9600	3
Sydney - South West	(Other)	12000	10
Sydney - South West	(Other)	16800	15
Sydney - South West	(Other)	21600	40
Sydney - South West	(Other)	28800	7
Sydney - South West	(Other)	36000	9
Sydney - South West	(Other)	48000	7
Sydney - South West	Flat/apartment	0	125
Sydney - South West	Flat/apartment	3600	53
Sydney - South West	Flat/apartment	5400	47
Sydney - South West	Flat/apartment	7200	96
Sydney - South West	Flat/apartment	9600	168
Sydney - South West	Flat/apartment	12000	521
Sydney - South West	Flat/apartment	16800	562
Sydney - South West	Flat/apartment	21600	366
Sydney - South West	Flat/apartment	28800	83
Sydney - South West	Flat/apartment	36000	50
Sydney - South West	Flat/apartment	48000	36
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	0	156
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	3600	72
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	5400	60
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	7200	83
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	9600	148
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	12000	472
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	16800	741
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	21600	1065
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	28800	438
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	36000	250
Sydney - South West	Semi-detached, row/terrace house, townhouse etc.	48000	92
Sydney - South West	Separate house	0	1663
Sydney - South West	Separate house	3600	586
Sydney - South West	Separate house	5400	475
Sydney - South West	Separate house	7200	781
Sydney - South West	Separate house	9600	1148
Sydney - South West	Separate house	12000	3615
Sydney - South West	Separate house	16800	4393
Sydney - South West	Separate house	21600	8222
Sydney - South West	Separate house	28800	5442
Sydney - South West	Separate house	36000	5032
Sydney - South West	Separate house	48000	2243
Sydney - Sutherland		5400	3
Sydney - Sutherland		16800	7
Sydney - Sutherland		21600	3
Sydney - Sutherland		28800	6
Sydney - Sutherland		36000	16
Sydney - Sutherland		48000	6
Sydney - Sutherland	(Other)	9600	3
Sydney - Sutherland	(Other)	12000	5
Sydney - Sutherland	(Other)	21600	3
Sydney - Sutherland	(Other)	28800	7
Sydney - Sutherland	(Other)	36000	3
Sydney - Sutherland	(Other)	48000	9
Sydney - Sutherland	Flat/apartment	0	156
Sydney - Sutherland	Flat/apartment	3600	57
Sydney - Sutherland	Flat/apartment	5400	56
Sydney - Sutherland	Flat/apartment	7200	103
Sydney - Sutherland	Flat/apartment	9600	142
Sydney - Sutherland	Flat/apartment	12000	466
Sydney - Sutherland	Flat/apartment	16800	674
Sydney - Sutherland	Flat/apartment	21600	1091
Sydney - Sutherland	Flat/apartment	28800	599
Sydney - Sutherland	Flat/apartment	36000	396
Sydney - Sutherland	Flat/apartment	48000	180
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	0	125
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	3600	38
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	5400	35
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	7200	65
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	9600	110
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	12000	252
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	16800	342
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	21600	687
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	28800	580
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	36000	651
Sydney - Sutherland	Semi-detached, row/terrace house, townhouse etc.	48000	307
Sydney - Sutherland	Separate house	0	1009
Sydney - Sutherland	Separate house	3600	327
Sydney - Sutherland	Separate house	5400	257
Sydney - Sutherland	Separate house	7200	377
Sydney - Sutherland	Separate house	9600	550
Sydney - Sutherland	Separate house	12000	1665
Sydney - Sutherland	Separate house	16800	1711
Sydney - Sutherland	Separate house	21600	3500
Sydney - Sutherland	Separate house	28800	3005
Sydney - Sutherland	Separate house	36000	4779
Sydney - Sutherland	Separate house	48000	3822
Ballarat		0	3
Ballarat		3600	3
Ballarat		7200	5
Ballarat		9600	14
Ballarat		12000	25
Ballarat		16800	18
Ballarat		21600	15
Ballarat	(Other)	0	15
Ballarat	(Other)	3600	10
Ballarat	(Other)	5400	10
Ballarat	(Other)	7200	21
Ballarat	(Other)	9600	14
Ballarat	(Other)	12000	34
Ballarat	(Other)	16800	22
Ballarat	(Other)	21600	29
Ballarat	(Other)	28800	6
Ballarat	(Other)	36000	10
Ballarat	(Other)	48000	3
Ballarat	Flat/apartment	0	10
Ballarat	Flat/apartment	3600	3
Ballarat	Flat/apartment	5400	5
Ballarat	Flat/apartment	7200	9
Ballarat	Flat/apartment	9600	3
Ballarat	Flat/apartment	12000	20
Ballarat	Flat/apartment	16800	16
Ballarat	Flat/apartment	21600	7
Ballarat	Semi-detached, row/terrace house, townhouse etc.	0	32
Ballarat	Semi-detached, row/terrace house, townhouse etc.	3600	34
Ballarat	Semi-detached, row/terrace house, townhouse etc.	5400	35
Ballarat	Semi-detached, row/terrace house, townhouse etc.	7200	64
Ballarat	Semi-detached, row/terrace house, townhouse etc.	9600	91
Ballarat	Semi-detached, row/terrace house, townhouse etc.	12000	252
Ballarat	Semi-detached, row/terrace house, townhouse etc.	16800	168
Ballarat	Semi-detached, row/terrace house, townhouse etc.	21600	89
Ballarat	Semi-detached, row/terrace house, townhouse etc.	28800	23
Ballarat	Semi-detached, row/terrace house, townhouse etc.	36000	23
Ballarat	Semi-detached, row/terrace house, townhouse etc.	48000	7
Ballarat	Separate house	0	916
Ballarat	Separate house	3600	717
Ballarat	Separate house	5400	649
Ballarat	Separate house	7200	1219
Ballarat	Separate house	9600	1832
Ballarat	Separate house	12000	4514
Ballarat	Separate house	16800	3799
Ballarat	Separate house	21600	2919
Ballarat	Separate house	28800	957
Ballarat	Separate house	36000	592
Ballarat	Separate house	48000	362
Bendigo		0	10
Bendigo		3600	10
Bendigo		7200	3
Bendigo		9600	7
Bendigo		12000	18
Bendigo		16800	13
Bendigo		21600	13
Bendigo		28800	7
Bendigo		36000	4
Bendigo		48000	3
Bendigo	(Other)	0	8
Bendigo	(Other)	3600	7
Bendigo	(Other)	5400	3
Bendigo	(Other)	9600	6
Bendigo	(Other)	12000	7
Bendigo	(Other)	16800	4
Bendigo	(Other)	21600	7
Bendigo	(Other)	36000	4
Bendigo	(Other)	48000	4
Bendigo	Flat/apartment	0	4
Bendigo	Flat/apartment	3600	5
Bendigo	Flat/apartment	5400	3
Bendigo	Flat/apartment	7200	9
Bendigo	Flat/apartment	9600	3
Bendigo	Flat/apartment	12000	26
Bendigo	Flat/apartment	16800	10
Bendigo	Flat/apartment	21600	4
Bendigo	Semi-detached, row/terrace house, townhouse etc.	0	19
Bendigo	Semi-detached, row/terrace house, townhouse etc.	3600	12
Bendigo	Semi-detached, row/terrace house, townhouse etc.	5400	10
Bendigo	Semi-detached, row/terrace house, townhouse etc.	7200	26
Bendigo	Semi-detached, row/terrace house, townhouse etc.	9600	34
Bendigo	Semi-detached, row/terrace house, townhouse etc.	12000	95
Bendigo	Semi-detached, row/terrace house, townhouse etc.	16800	53
Bendigo	Semi-detached, row/terrace house, townhouse etc.	21600	38
Bendigo	Semi-detached, row/terrace house, townhouse etc.	28800	3
Bendigo	Semi-detached, row/terrace house, townhouse etc.	36000	9
Bendigo	Semi-detached, row/terrace house, townhouse etc.	48000	7
Bendigo	Separate house	0	1061
Bendigo	Separate house	3600	718
Bendigo	Separate house	5400	619
Bendigo	Separate house	7200	1166
Bendigo	Separate house	9600	1583
Bendigo	Separate house	12000	4384
Bendigo	Separate house	16800	4103
Bendigo	Separate house	21600	3201
Bendigo	Separate house	28800	996
Bendigo	Separate house	36000	689
Bendigo	Separate house	48000	369
Geelong		3600	3
Geelong		5400	3
Geelong		12000	16
Geelong		16800	9
Geelong		21600	14
Geelong		28800	4
Geelong		36000	6
Geelong		48000	3
Geelong	(Other)	3600	3
Geelong	(Other)	7200	4
Geelong	(Other)	9600	4
Geelong	(Other)	12000	17
Geelong	(Other)	16800	15
Geelong	(Other)	21600	28
Geelong	(Other)	28800	5
Geelong	(Other)	36000	3
Geelong	(Other)	48000	3
Geelong	Flat/apartment	0	14
Geelong	Flat/apartment	3600	11
Geelong	Flat/apartment	5400	9
Geelong	Flat/apartment	7200	24
Geelong	Flat/apartment	9600	38
Geelong	Flat/apartment	12000	88
Geelong	Flat/apartment	16800	52
Geelong	Flat/apartment	21600	41
Geelong	Flat/apartment	28800	11
Geelong	Flat/apartment	36000	10
Geelong	Flat/apartment	48000	3
Geelong	Semi-detached, row/terrace house, townhouse etc.	0	85
Geelong	Semi-detached, row/terrace house, townhouse etc.	3600	53
Geelong	Semi-detached, row/terrace house, townhouse etc.	5400	55
Geelong	Semi-detached, row/terrace house, townhouse etc.	7200	94
Geelong	Semi-detached, row/terrace house, townhouse etc.	9600	159
Geelong	Semi-detached, row/terrace house, townhouse etc.	12000	369
Geelong	Semi-detached, row/terrace house, townhouse etc.	16800	316
Geelong	Semi-detached, row/terrace house, townhouse etc.	21600	242
Geelong	Semi-detached, row/terrace house, townhouse etc.	28800	86
Geelong	Semi-detached, row/terrace house, townhouse etc.	36000	51
Geelong	Semi-detached, row/terrace house, townhouse etc.	48000	34
Geelong	Separate house	0	1633
Geelong	Separate house	3600	897
Geelong	Separate house	5400	791
Geelong	Separate house	7200	1500
Geelong	Separate house	9600	2091
Geelong	Separate house	12000	6055
Geelong	Separate house	16800	6780
Geelong	Separate house	21600	7176
Geelong	Separate house	28800	2616
Geelong	Separate house	36000	1899
Geelong	Separate house	48000	1001
Hume		0	6
Hume		5400	3
Hume		7200	4
Hume		9600	11
Hume		12000	20
Hume		16800	15
Hume		21600	22
Hume		28800	10
Hume		36000	15
Hume		48000	4
Hume	(Other)	0	3
Hume	(Other)	3600	3
Hume	(Other)	5400	3
Hume	(Other)	7200	3
Hume	(Other)	9600	9
Hume	(Other)	12000	14
Hume	(Other)	16800	3
Hume	(Other)	21600	11
Hume	(Other)	28800	3
Hume	(Other)	36000	3
Hume	Flat/apartment	0	3
Hume	Flat/apartment	3600	3
Hume	Flat/apartment	5400	17
Hume	Flat/apartment	7200	17
Hume	Flat/apartment	9600	25
Hume	Flat/apartment	12000	30
Hume	Flat/apartment	16800	15
Hume	Flat/apartment	21600	8
Hume	Flat/apartment	28800	3
Hume	Flat/apartment	48000	3
Hume	Semi-detached, row/terrace house, townhouse etc.	0	15
Hume	Semi-detached, row/terrace house, townhouse etc.	3600	8
Hume	Semi-detached, row/terrace house, townhouse etc.	5400	12
Hume	Semi-detached, row/terrace house, townhouse etc.	7200	29
Hume	Semi-detached, row/terrace house, townhouse etc.	9600	48
Hume	Semi-detached, row/terrace house, townhouse etc.	12000	90
Hume	Semi-detached, row/terrace house, townhouse etc.	16800	41
Hume	Semi-detached, row/terrace house, townhouse etc.	21600	9
Hume	Semi-detached, row/terrace house, townhouse etc.	28800	6
Hume	Semi-detached, row/terrace house, townhouse etc.	36000	10
Hume	Separate house	0	1019
Hume	Separate house	3600	699
Hume	Separate house	5400	631
Hume	Separate house	7200	1271
Hume	Separate house	9600	1837
Hume	Separate house	12000	4872
Hume	Separate house	16800	4129
Hume	Separate house	21600	3024
Hume	Separate house	28800	995
Hume	Separate house	36000	677
Hume	Separate house	48000	374
Latrobe - Gippsland		0	11
Latrobe - Gippsland		3600	5
Latrobe - Gippsland		5400	3
Latrobe - Gippsland		7200	4
Latrobe - Gippsland		9600	10
Latrobe - Gippsland		12000	15
Latrobe - Gippsland		16800	25
Latrobe - Gippsland		21600	20
Latrobe - Gippsland		28800	6
Latrobe - Gippsland		36000	9
Latrobe - Gippsland		48000	3
Latrobe - Gippsland	(Other)	0	7
Latrobe - Gippsland	(Other)	3600	3
Latrobe - Gippsland	(Other)	5400	6
Latrobe - Gippsland	(Other)	7200	8
Latrobe - Gippsland	(Other)	9600	3
Latrobe - Gippsland	(Other)	12000	12
Latrobe - Gippsland	(Other)	16800	6
Latrobe - Gippsland	(Other)	21600	19
Latrobe - Gippsland	(Other)	28800	3
Latrobe - Gippsland	(Other)	48000	3
Latrobe - Gippsland	Flat/apartment	0	26
Latrobe - Gippsland	Flat/apartment	3600	18
Latrobe - Gippsland	Flat/apartment	5400	14
Latrobe - Gippsland	Flat/apartment	7200	24
Latrobe - Gippsland	Flat/apartment	9600	35
Latrobe - Gippsland	Flat/apartment	12000	45
Latrobe - Gippsland	Flat/apartment	16800	27
Latrobe - Gippsland	Flat/apartment	21600	11
Latrobe - Gippsland	Flat/apartment	28800	4
Latrobe - Gippsland	Flat/apartment	36000	6
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	0	26
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	3600	25
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	5400	26
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	7200	30
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	9600	48
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	12000	95
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	16800	30
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	21600	26
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	28800	3
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	36000	4
Latrobe - Gippsland	Semi-detached, row/terrace house, townhouse etc.	48000	10
Latrobe - Gippsland	Separate house	0	1791
Latrobe - Gippsland	Separate house	3600	1247
Latrobe - Gippsland	Separate house	5400	1163
Latrobe - Gippsland	Separate house	7200	2384
Latrobe - Gippsland	Separate house	9600	3238
