SA4_NAME16	Age.min	Sex	persons
Capital Region	0	F	1090
Capital Region	0	M	1148
Capital Region	1	F	1096
Capital Region	1	M	1203
Capital Region	2	F	1151
Capital Region	2	M	1267
Capital Region	3	F	1176
Capital Region	3	M	1264
Capital Region	4	F	1133
Capital Region	4	M	1336
Capital Region	5	F	1198
Capital Region	5	M	1361
Capital Region	6	F	1310
Capital Region	6	M	1412
Capital Region	7	F	1335
Capital Region	7	M	1421
Capital Region	8	F	1327
Capital Region	8	M	1432
Capital Region	9	F	1377
Capital Region	9	M	1405
Capital Region	10	F	1345
Capital Region	10	M	1456
Capital Region	11	F	1318
Capital Region	11	M	1376
Capital Region	12	F	1247
Capital Region	12	M	1357
Capital Region	13	F	1249
Capital Region	13	M	1322
Capital Region	14	F	1302
Capital Region	14	M	1348
Capital Region	15	F	1343
Capital Region	15	M	1375
Capital Region	16	F	1283
Capital Region	16	M	1356
Capital Region	17	F	1310
Capital Region	17	M	1380
Capital Region	18	F	1189
Capital Region	18	M	1246
Capital Region	19	F	1049
Capital Region	19	M	1134
Capital Region	20	F	971
Capital Region	20	M	1113
Capital Region	21	F	933
Capital Region	21	M	1071
Capital Region	22	F	1037
Capital Region	22	M	1064
Capital Region	23	F	1029
Capital Region	23	M	1039
Capital Region	24	F	1039
Capital Region	24	M	1057
Capital Region	25	F	1052
Capital Region	25	M	1051
Capital Region	26	F	1084
Capital Region	26	M	1073
Capital Region	27	F	1117
Capital Region	27	M	1069
Capital Region	28	F	1084
Capital Region	28	M	1122
Capital Region	29	F	1085
Capital Region	29	M	1060
Capital Region	30	F	1221
Capital Region	30	M	1152
Capital Region	31	F	1141
Capital Region	31	M	1167
Capital Region	32	F	1135
Capital Region	32	M	1119
Capital Region	33	F	1166
Capital Region	33	M	1082
Capital Region	34	F	1200
Capital Region	34	M	1145
Capital Region	35	F	1215
Capital Region	35	M	1162
Capital Region	36	F	1143
Capital Region	36	M	1102
Capital Region	37	F	1205
Capital Region	37	M	1080
Capital Region	38	F	1201
Capital Region	38	M	1100
Capital Region	39	F	1211
Capital Region	39	M	1158
Capital Region	40	F	1239
Capital Region	40	M	1334
Capital Region	41	F	1336
Capital Region	41	M	1303
Capital Region	42	F	1347
Capital Region	42	M	1367
Capital Region	43	F	1459
Capital Region	43	M	1431
Capital Region	44	F	1568
Capital Region	44	M	1457
Capital Region	45	F	1682
Capital Region	45	M	1614
Capital Region	46	F	1609
Capital Region	46	M	1447
Capital Region	47	F	1559
Capital Region	47	M	1481
Capital Region	48	F	1518
Capital Region	48	M	1503
Capital Region	49	F	1547
Capital Region	49	M	1438
Capital Region	50	F	1472
Capital Region	50	M	1486
Capital Region	51	F	1504
Capital Region	51	M	1555
Capital Region	52	F	1641
Capital Region	52	M	1652
Capital Region	53	F	1726
Capital Region	53	M	1683
Capital Region	54	F	1757
Capital Region	54	M	1642
Capital Region	55	F	1728
Capital Region	55	M	1711
Capital Region	56	F	1713
Capital Region	56	M	1656
Capital Region	57	F	1680
Capital Region	57	M	1683
Capital Region	58	F	1642
Capital Region	58	M	1648
Capital Region	59	F	1643
Capital Region	59	M	1645
Capital Region	60	F	1556
Capital Region	60	M	1632
Capital Region	61	F	1611
Capital Region	61	M	1595
Capital Region	62	F	1618
Capital Region	62	M	1577
Capital Region	63	F	1649
Capital Region	63	M	1531
Capital Region	64	F	1648
Capital Region	64	M	1564
Capital Region	65	F	1517
Capital Region	65	M	1541
Capital Region	66	F	1484
Capital Region	66	M	1666
Capital Region	67	F	1476
Capital Region	67	M	1545
Capital Region	68	F	1432
Capital Region	68	M	1509
Capital Region	69	F	1521
Capital Region	69	M	1655
Capital Region	70	F	1170
Capital Region	70	M	1241
Capital Region	71	F	1215
Capital Region	71	M	1152
Capital Region	72	F	1143
Capital Region	72	M	1143
Capital Region	73	F	1042
Capital Region	73	M	1053
Capital Region	74	F	1046
Capital Region	74	M	1007
Capital Region	75	F	926
Capital Region	75	M	950
Capital Region	76	F	881
Capital Region	76	M	858
Capital Region	77	F	760
Capital Region	77	M	812
Capital Region	78	F	736
Capital Region	78	M	688
Capital Region	79	F	696
Capital Region	79	M	626
Capital Region	80	F	2820
