SA4_NAME16	FamilyHousehold	IncomeHousehold.max	households
Far West and Orana	1	157500	1965
Far West and Orana	1	183750	1202
Far West and Orana	1	210000	668
Far West and Orana	1	Inf	1193
Hunter Valley exc Newcastle	0		1839
Hunter Valley exc Newcastle	0	0	566
Hunter Valley exc Newcastle	0	7875	324
Hunter Valley exc Newcastle	0	15750	1369
Hunter Valley exc Newcastle	0	21000	2341
Hunter Valley exc Newcastle	0	26250	5225
Hunter Valley exc Newcastle	0	34125	2277
Hunter Valley exc Newcastle	0	42000	2004
Hunter Valley exc Newcastle	0	52500	2259
Hunter Valley exc Newcastle	0	65625	2033
Hunter Valley exc Newcastle	0	78750	1292
Hunter Valley exc Newcastle	0	91875	960
Hunter Valley exc Newcastle	0	105000	780
Hunter Valley exc Newcastle	0	131250	1125
Hunter Valley exc Newcastle	0	157500	118
Hunter Valley exc Newcastle	0	183750	61
Hunter Valley exc Newcastle	0	210000	397
Hunter Valley exc Newcastle	0	Inf	64
Hunter Valley exc Newcastle	1		7795
Hunter Valley exc Newcastle	1	0	496
Hunter Valley exc Newcastle	1	7875	316
Hunter Valley exc Newcastle	1	15750	501
Hunter Valley exc Newcastle	1	21000	561
Hunter Valley exc Newcastle	1	26250	2123
Hunter Valley exc Newcastle	1	34125	2184
Hunter Valley exc Newcastle	1	42000	6096
Hunter Valley exc Newcastle	1	52500	4566
Hunter Valley exc Newcastle	1	65625	5909
Hunter Valley exc Newcastle	1	78750	5668
Hunter Valley exc Newcastle	1	91875	4549
Hunter Valley exc Newcastle	1	105000	4488
Hunter Valley exc Newcastle	1	131250	8411
Hunter Valley exc Newcastle	1	157500	5657
Hunter Valley exc Newcastle	1	183750	3399
Hunter Valley exc Newcastle	1	210000	2046
Hunter Valley exc Newcastle	1	Inf	4101
Illawarra	0		2283
Illawarra	0	0	793
Illawarra	0	7875	400
Illawarra	0	15750	1785
Illawarra	0	21000	3211
Illawarra	0	26250	5816
Illawarra	0	34125	2557
Illawarra	0	42000	2066
Illawarra	0	52500	2275
Illawarra	0	65625	2285
Illawarra	0	78750	1489
Illawarra	0	91875	1272
Illawarra	0	105000	956
Illawarra	0	131250	1303
Illawarra	0	157500	201
Illawarra	0	183750	103
Illawarra	0	210000	475
Illawarra	0	Inf	85
Illawarra	1		8273
Illawarra	1	0	603
Illawarra	1	7875	385
Illawarra	1	15750	537
Illawarra	1	21000	504
Illawarra	1	26250	2176
Illawarra	1	34125	2156
Illawarra	1	42000	6311
Illawarra	1	52500	4575
Illawarra	1	65625	5974
Illawarra	1	78750	5732
Illawarra	1	91875	4625
Illawarra	1	105000	4875
Illawarra	1	131250	9332
Illawarra	1	157500	6811
Illawarra	1	183750	4410
Illawarra	1	210000	2916
Illawarra	1	Inf	5753
Mid North Coast	0		2244
Mid North Coast	0	0	557
Mid North Coast	0	7875	388
Mid North Coast	0	15750	1694
Mid North Coast	0	21000	2993
Mid North Coast	0	26250	6908
Mid North Coast	0	34125	3026
Mid North Coast	0	42000	2324
Mid North Coast	0	52500	2285
Mid North Coast	0	65625	1724
Mid North Coast	0	78750	910
Mid North Coast	0	91875	611
Mid North Coast	0	105000	443
Mid North Coast	0	131250	555
Mid North Coast	0	157500	79
Mid North Coast	0	183750	33
Mid North Coast	0	210000	284
Mid North Coast	0	Inf	41
Mid North Coast	1		6458
Mid North Coast	1	0	466
Mid North Coast	1	7875	351
Mid North Coast	1	15750	473
Mid North Coast	1	21000	520
Mid North Coast	1	26250	2369
Mid North Coast	1	34125	2350
Mid North Coast	1	42000	7791
Mid North Coast	1	52500	5219
Mid North Coast	1	65625	6175
Mid North Coast	1	78750	5415
Mid North Coast	1	91875	3451
Mid North Coast	1	105000	3260
Mid North Coast	1	131250	5009
Mid North Coast	1	157500	2921
Mid North Coast	1	183750	1512
Mid North Coast	1	210000	913
Mid North Coast	1	Inf	1599
Murray	0		1188
Murray	0	0	321
Murray	0	7875	197
Murray	0	15750	897
Murray	0	21000	1396
Murray	0	26250	2913
Murray	0	34125	1466
Murray	0	42000	1275
Murray	0	52500	1405
Murray	0	65625	1167
Murray	0	78750	776
Murray	0	91875	481
Murray	0	105000	342
Murray	0	131250	451
Murray	0	157500	81
Murray	0	183750	26
Murray	0	210000	200
Murray	0	Inf	14
Murray	1		3587
Murray	1	0	241
Murray	1	7875	183
Murray	1	15750	241
Murray	1	21000	259
Murray	1	26250	1050
Murray	1	34125	956
Murray	1	42000	2774
Murray	1	52500	2114
Murray	1	65625	2790
Murray	1	78750	2740
Murray	1	91875	1942
Murray	1	105000	1948
Murray	1	131250	3386
Murray	1	157500	2057
Murray	1	183750	1181
Murray	1	210000	634
Murray	1	Inf	1162
New England and North West	0		1749
New England and North West	0	0	472
New England and North West	0	7875	282
New England and North West	0	15750	1328
New England and North West	0	21000	2118
New England and North West	0	26250	4357
New England and North West	0	34125	2011
New England and North West	0	42000	1830
New England and North West	0	52500	1862
New England and North West	0	65625	1630
New England and North West	0	78750	962
New England and North West	0	91875	706
New England and North West	0	105000	593
New England and North West	0	131250	733
New England and North West	0	157500	98
New England and North West	0	183750	42
New England and North West	0	210000	328
New England and North West	0	Inf	51
New England and North West	1		5695
New England and North West	1	0	412
New England and North West	1	7875	250
New England and North West	1	15750	447
New England and North West	1	21000	436
New England and North West	1	26250	1690
New England and North West	1	34125	1645
New England and North West	1	42000	4411
New England and North West	1	52500	3339
New England and North West	1	65625	4227
New England and North West	1	78750	4139
New England and North West	1	91875	2927
New England and North West	1	105000	2990
New England and North West	1	131250	4970
New England and North West	1	157500	2933
New England and North West	1	183750	1717
New England and North West	1	210000	1038
New England and North West	1	Inf	1867
Newcastle and Lake Macquarie	0		3099
Newcastle and Lake Macquarie	0	0	939
Newcastle and Lake Macquarie	0	7875	467
Newcastle and Lake Macquarie	0	15750	2214
Newcastle and Lake Macquarie	0	21000	3943
Newcastle and Lake Macquarie	0	26250	8283
Newcastle and Lake Macquarie	0	34125	3759
Newcastle and Lake Macquarie	0	42000	3143
Newcastle and Lake Macquarie	0	52500	3358
Newcastle and Lake Macquarie	0	65625	3362
Newcastle and Lake Macquarie	0	78750	2349
Newcastle and Lake Macquarie	0	91875	1883
Newcastle and Lake Macquarie	0	105000	1362
Newcastle and Lake Macquarie	0	131250	2020
Newcastle and Lake Macquarie	0	157500	386
Newcastle and Lake Macquarie	0	183750	187
Newcastle and Lake Macquarie	0	210000	725
Newcastle and Lake Macquarie	0	Inf	186
Newcastle and Lake Macquarie	1		9879
Newcastle and Lake Macquarie	1	0	558
Newcastle and Lake Macquarie	1	7875	346
Newcastle and Lake Macquarie	1	15750	620
Newcastle and Lake Macquarie	1	21000	617
Newcastle and Lake Macquarie	1	26250	2444
Newcastle and Lake Macquarie	1	34125	2527
Newcastle and Lake Macquarie	1	42000	7783
Newcastle and Lake Macquarie	1	52500	5941
Newcastle and Lake Macquarie	1	65625	7759
Newcastle and Lake Macquarie	1	78750	7537
Newcastle and Lake Macquarie	1	91875	5907
Newcastle and Lake Macquarie	1	105000	6016
Newcastle and Lake Macquarie	1	131250	11687
Newcastle and Lake Macquarie	1	157500	8537
Newcastle and Lake Macquarie	1	183750	5477
Newcastle and Lake Macquarie	1	210000	3392
Newcastle and Lake Macquarie	1	Inf	6810
Richmond - Tweed	0		2462
Richmond - Tweed	0	0	608
Richmond - Tweed	0	7875	380
Richmond - Tweed	0	15750	1707
Richmond - Tweed	0	21000	3013
Richmond - Tweed	0	26250	6690
Richmond - Tweed	0	34125	3467
Richmond - Tweed	0	42000	2621
Richmond - Tweed	0	52500	2633
Richmond - Tweed	0	65625	2283
Richmond - Tweed	0	78750	1317
Richmond - Tweed	0	91875	855
Richmond - Tweed	0	105000	705
Richmond - Tweed	0	131250	771
Richmond - Tweed	0	157500	152
Richmond - Tweed	0	183750	73
Richmond - Tweed	0	210000	364
Richmond - Tweed	0	Inf	55
Richmond - Tweed	1		7023
Richmond - Tweed	1	0	423
Richmond - Tweed	1	7875	292
Richmond - Tweed	1	15750	468
Richmond - Tweed	1	21000	470
Richmond - Tweed	1	26250	2085
Richmond - Tweed	1	34125	2278
Richmond - Tweed	1	42000	6370
Richmond - Tweed	1	52500	4810
Richmond - Tweed	1	65625	6384
Richmond - Tweed	1	78750	5874
Richmond - Tweed	1	91875	4097
Richmond - Tweed	1	105000	3996
Richmond - Tweed	1	131250	6514
Richmond - Tweed	1	157500	3871
Richmond - Tweed	1	183750	2116
Richmond - Tweed	1	210000	1266
Richmond - Tweed	1	Inf	2456
Riverina	0		1335
Riverina	0	0	351
Riverina	0	7875	215
Riverina	0	15750	975
Riverina	0	21000	1611
Riverina	0	26250	3174
Riverina	0	34125	1530
Riverina	0	42000	1442
Riverina	0	52500	1616
Riverina	0	65625	1416
Riverina	0	78750	942
Riverina	0	91875	617
Riverina	0	105000	504
Riverina	0	131250	625
Riverina	0	157500	94
Riverina	0	183750	58
Riverina	0	210000	245
Riverina	0	Inf	56
Riverina	1		4838
Riverina	1	0	283
Riverina	1	7875	187
Riverina	1	15750	287
Riverina	1	21000	318
Riverina	1	26250	1215
Riverina	1	34125	1197
Riverina	1	42000	3223
Riverina	1	52500	2563
Riverina	1	65625	3392
Riverina	1	78750	3551
Riverina	1	91875	2657
Riverina	1	105000	2698
Riverina	1	131250	4851
Riverina	1	157500	2969
Riverina	1	183750	1722
Riverina	1	210000	996
Riverina	1	Inf	1755
Southern Highlands and Shoalhaven	0		1337
Southern Highlands and Shoalhaven	0	0	368
Southern Highlands and Shoalhaven	0	7875	243
Southern Highlands and Shoalhaven	0	15750	940
Southern Highlands and Shoalhaven	0	21000	1740
Southern Highlands and Shoalhaven	0	26250	3794
Southern Highlands and Shoalhaven	0	34125	1866
Southern Highlands and Shoalhaven	0	42000	1397
Southern Highlands and Shoalhaven	0	52500	1415
Southern Highlands and Shoalhaven	0	65625	1206
Southern Highlands and Shoalhaven	0	78750	736
Southern Highlands and Shoalhaven	0	91875	573
Southern Highlands and Shoalhaven	0	105000	432
Southern Highlands and Shoalhaven	0	131250	498
Southern Highlands and Shoalhaven	0	157500	43
Southern Highlands and Shoalhaven	0	183750	16
Southern Highlands and Shoalhaven	0	210000	262
Southern Highlands and Shoalhaven	0	Inf	30
Southern Highlands and Shoalhaven	1		4719
Southern Highlands and Shoalhaven	1	0	331
Southern Highlands and Shoalhaven	1	7875	226
Southern Highlands and Shoalhaven	1	15750	320
Southern Highlands and Shoalhaven	1	21000	322
Southern Highlands and Shoalhaven	1	26250	1417
Southern Highlands and Shoalhaven	1	34125	1261
Southern Highlands and Shoalhaven	1	42000	4319
Southern Highlands and Shoalhaven	1	52500	3121
Southern Highlands and Shoalhaven	1	65625	3851
Southern Highlands and Shoalhaven	1	78750	3572
Southern Highlands and Shoalhaven	1	91875	2489
Southern Highlands and Shoalhaven	1	105000	2295
Southern Highlands and Shoalhaven	1	131250	4008
Southern Highlands and Shoalhaven	1	157500	2485
Southern Highlands and Shoalhaven	1	183750	1444
Southern Highlands and Shoalhaven	1	210000	923
Southern Highlands and Shoalhaven	1	Inf	1893
Sydney - Baulkham Hills and Hawkesbury	0		620
Sydney - Baulkham Hills and Hawkesbury	0	0	302
Sydney - Baulkham Hills and Hawkesbury	0	7875	155
Sydney - Baulkham Hills and Hawkesbury	0	15750	417
Sydney - Baulkham Hills and Hawkesbury	0	21000	599
Sydney - Baulkham Hills and Hawkesbury	0	26250	1461
Sydney - Baulkham Hills and Hawkesbury	0	34125	955
Sydney - Baulkham Hills and Hawkesbury	0	42000	765
Sydney - Baulkham Hills and Hawkesbury	0	52500	831
Sydney - Baulkham Hills and Hawkesbury	0	65625	913
Sydney - Baulkham Hills and Hawkesbury	0	78750	635
Sydney - Baulkham Hills and Hawkesbury	0	91875	541
Sydney - Baulkham Hills and Hawkesbury	0	105000	416
Sydney - Baulkham Hills and Hawkesbury	0	131250	743
Sydney - Baulkham Hills and Hawkesbury	0	157500	87
Sydney - Baulkham Hills and Hawkesbury	0	183750	56
Sydney - Baulkham Hills and Hawkesbury	0	210000	365
Sydney - Baulkham Hills and Hawkesbury	0	Inf	70
Sydney - Baulkham Hills and Hawkesbury	1		6651
Sydney - Baulkham Hills and Hawkesbury	1	0	495
Sydney - Baulkham Hills and Hawkesbury	1	7875	242
Sydney - Baulkham Hills and Hawkesbury	1	15750	263
Sydney - Baulkham Hills and Hawkesbury	1	21000	185
Sydney - Baulkham Hills and Hawkesbury	1	26250	806
Sydney - Baulkham Hills and Hawkesbury	1	34125	729
Sydney - Baulkham Hills and Hawkesbury	1	42000	2007
Sydney - Baulkham Hills and Hawkesbury	1	52500	2076
Sydney - Baulkham Hills and Hawkesbury	1	65625	3093
Sydney - Baulkham Hills and Hawkesbury	1	78750	3155
Sydney - Baulkham Hills and Hawkesbury	1	91875	2842
Sydney - Baulkham Hills and Hawkesbury	1	105000	3109
Sydney - Baulkham Hills and Hawkesbury	1	131250	7185
Sydney - Baulkham Hills and Hawkesbury	1	157500	6024
Sydney - Baulkham Hills and Hawkesbury	1	183750	4879
Sydney - Baulkham Hills and Hawkesbury	1	210000	4248
Sydney - Baulkham Hills and Hawkesbury	1	Inf	11902
Sydney - Blacktown	0		1411
Sydney - Blacktown	0	0	626
Sydney - Blacktown	0	7875	226
Sydney - Blacktown	0	15750	1153
Sydney - Blacktown	0	21000	1828
Sydney - Blacktown	0	26250	2868
Sydney - Blacktown	0	34125	1181
Sydney - Blacktown	0	42000	1219
Sydney - Blacktown	0	52500	1561
Sydney - Blacktown	0	65625	1572
Sydney - Blacktown	0	78750	1167
Sydney - Blacktown	0	91875	895
Sydney - Blacktown	0	105000	678
Sydney - Blacktown	0	131250	908
Sydney - Blacktown	0	157500	172
Sydney - Blacktown	0	183750	90
Sydney - Blacktown	0	210000	260
Sydney - Blacktown	0	Inf	79
Sydney - Blacktown	1		8405
Sydney - Blacktown	1	0	711
Sydney - Blacktown	1	7875	330
Sydney - Blacktown	1	15750	620
Sydney - Blacktown	1	21000	595
Sydney - Blacktown	1	26250	1859
Sydney - Blacktown	1	34125	2131
Sydney - Blacktown	1	42000	4715
Sydney - Blacktown	1	52500	4194
Sydney - Blacktown	1	65625	5775
Sydney - Blacktown	1	78750	6236
Sydney - Blacktown	1	91875	5550
Sydney - Blacktown	1	105000	5834
Sydney - Blacktown	1	131250	12211
Sydney - Blacktown	1	157500	8574
Sydney - Blacktown	1	183750	5829
Sydney - Blacktown	1	210000	3823
Sydney - Blacktown	1	Inf	6647
Sydney - City and Inner South	0		4799
Sydney - City and Inner South	0	0	4189
Sydney - City and Inner South	0	7875	836
Sydney - City and Inner South	0	15750	2322
Sydney - City and Inner South	0	21000	3335
Sydney - City and Inner South	0	26250	4071
Sydney - City and Inner South	0	34125	2381
Sydney - City and Inner South	0	42000	2564
Sydney - City and Inner South	0	52500	3261
Sydney - City and Inner South	0	65625	4164
Sydney - City and Inner South	0	78750	3828
Sydney - City and Inner South	0	91875	3750
Sydney - City and Inner South	0	105000	3271
Sydney - City and Inner South	0	131250	6837
Sydney - City and Inner South	0	157500	1537
Sydney - City and Inner South	0	183750	1119
Sydney - City and Inner South	0	210000	4630
Sydney - City and Inner South	0	Inf	2175
Sydney - City and Inner South	1		6567
Sydney - City and Inner South	1	0	1002
Sydney - City and Inner South	1	7875	290
Sydney - City and Inner South	1	15750	449
Sydney - City and Inner South	1	21000	352
Sydney - City and Inner South	1	26250	1142
Sydney - City and Inner South	1	34125	1096
Sydney - City and Inner South	1	42000	2324
Sydney - City and Inner South	1	52500	2197
Sydney - City and Inner South	1	65625	3137
Sydney - City and Inner South	1	78750	3209
Sydney - City and Inner South	1	91875	2994
Sydney - City and Inner South	1	105000	3210
Sydney - City and Inner South	1	131250	7765
Sydney - City and Inner South	1	157500	6402
Sydney - City and Inner South	1	183750	5403
Sydney - City and Inner South	1	210000	4821
Sydney - City and Inner South	1	Inf	13227
Sydney - Eastern Suburbs	0		3365
Sydney - Eastern Suburbs	0	0	1741
Sydney - Eastern Suburbs	0	7875	482
Sydney - Eastern Suburbs	0	15750	1347
Sydney - Eastern Suburbs	0	21000	1905
Sydney - Eastern Suburbs	0	26250	2836
Sydney - Eastern Suburbs	0	34125	2014
Sydney - Eastern Suburbs	0	42000	1798
Sydney - Eastern Suburbs	0	52500	2302
Sydney - Eastern Suburbs	0	65625	2704
Sydney - Eastern Suburbs	0	78750	2393
Sydney - Eastern Suburbs	0	91875	2301
Sydney - Eastern Suburbs	0	105000	2015
Sydney - Eastern Suburbs	0	131250	3925
Sydney - Eastern Suburbs	0	157500	898
Sydney - Eastern Suburbs	0	183750	652
Sydney - Eastern Suburbs	0	210000	3224
Sydney - Eastern Suburbs	0	Inf	1459
Sydney - Eastern Suburbs	1		7300
Sydney - Eastern Suburbs	1	0	714
Sydney - Eastern Suburbs	1	7875	254
Sydney - Eastern Suburbs	1	15750	325
Sydney - Eastern Suburbs	1	21000	243
Sydney - Eastern Suburbs	1	26250	828
Sydney - Eastern Suburbs	1	34125	839
Sydney - Eastern Suburbs	1	42000	1727
Sydney - Eastern Suburbs	1	52500	1796
Sydney - Eastern Suburbs	1	65625	2536
Sydney - Eastern Suburbs	1	78750	2710
Sydney - Eastern Suburbs	1	91875	2418
Sydney - Eastern Suburbs	1	105000	2558
Sydney - Eastern Suburbs	1	131250	6192
Sydney - Eastern Suburbs	1	157500	5200
Sydney - Eastern Suburbs	1	183750	4303
Sydney - Eastern Suburbs	1	210000	4790
Sydney - Eastern Suburbs	1	Inf	16741
Sydney - Inner South West	0		3360
Sydney - Inner South West	0	0	2104
Sydney - Inner South West	0	7875	704
Sydney - Inner South West	0	15750	2838
Sydney - Inner South West	0	21000	4271
Sydney - Inner South West	0	26250	6988
Sydney - Inner South West	0	34125	3303
Sydney - Inner South West	0	42000	3060
Sydney - Inner South West	0	52500	3427
Sydney - Inner South West	0	65625	3701
Sydney - Inner South West	0	78750	2607
Sydney - Inner South West	0	91875	2163
Sydney - Inner South West	0	105000	1639
Sydney - Inner South West	0	131250	2493
Sydney - Inner South West	0	157500	557
Sydney - Inner South West	0	183750	330
Sydney - Inner South West	0	210000	836
Sydney - Inner South West	0	Inf	292
Sydney - Inner South West	1		15088
Sydney - Inner South West	1	0	2092
Sydney - Inner South West	1	7875	809
Sydney - Inner South West	1	15750	1463
Sydney - Inner South West	1	21000	1168
Sydney - Inner South West	1	26250	4160
Sydney - Inner South West	1	34125	4257
Sydney - Inner South West	1	42000	9686
Sydney - Inner South West	1	52500	8501
Sydney - Inner South West	1	65625	10894
Sydney - Inner South West	1	78750	10558
Sydney - Inner South West	1	91875	8771
Sydney - Inner South West	1	105000	8595
Sydney - Inner South West	1	131250	16892
Sydney - Inner South West	1	157500	11588
Sydney - Inner South West	1	183750	7911
Sydney - Inner South West	1	210000	5597
Sydney - Inner South West	1	Inf	11705
Sydney - Inner West	0		2393
Sydney - Inner West	0	0	1588
Sydney - Inner West	0	7875	448
Sydney - Inner West	0	15750	1269
Sydney - Inner West	0	21000	1911
Sydney - Inner West	0	26250	3135
Sydney - Inner West	0	34125	1903
Sydney - Inner West	0	42000	1798
Sydney - Inner West	0	52500	2201
Sydney - Inner West	0	65625	2689
Sydney - Inner West	0	78750	2194
Sydney - Inner West	0	91875	2111
Sydney - Inner West	0	105000	1788
Sydney - Inner West	0	131250	3287
Sydney - Inner West	0	157500	712
Sydney - Inner West	0	183750	412
Sydney - Inner West	0	210000	1978
Sydney - Inner West	0	Inf	720
Sydney - Inner West	1		7225
Sydney - Inner West	1	0	961
Sydney - Inner West	1	7875	387
Sydney - Inner West	1	15750	462
Sydney - Inner West	1	21000	373
Sydney - Inner West	1	26250	1229
Sydney - Inner West	1	34125	1243
Sydney - Inner West	1	42000	2978
Sydney - Inner West	1	52500	2634
Sydney - Inner West	1	65625	3968
Sydney - Inner West	1	78750	3989
Sydney - Inner West	1	91875	3494
Sydney - Inner West	1	105000	3694
Sydney - Inner West	1	131250	8363
Sydney - Inner West	1	157500	6491
Sydney - Inner West	1	183750	5109
Sydney - Inner West	1	210000	4990
Sydney - Inner West	1	Inf	14831
Sydney - North Sydney and Hornsby	0		2307
Sydney - North Sydney and Hornsby	0	0	1290
Sydney - North Sydney and Hornsby	0	7875	519
Sydney - North Sydney and Hornsby	0	15750	1139
Sydney - North Sydney and Hornsby	0	21000	1799
Sydney - North Sydney and Hornsby	0	26250	3242
Sydney - North Sydney and Hornsby	0	34125	2426
Sydney - North Sydney and Hornsby	0	42000	2253
Sydney - North Sydney and Hornsby	0	52500	2767
Sydney - North Sydney and Hornsby	0	65625	3169
Sydney - North Sydney and Hornsby	0	78750	2878
Sydney - North Sydney and Hornsby	0	91875	2872
Sydney - North Sydney and Hornsby	0	105000	2465
Sydney - North Sydney and Hornsby	0	131250	4946
Sydney - North Sydney and Hornsby	0	157500	584
Sydney - North Sydney and Hornsby	0	183750	439
Sydney - North Sydney and Hornsby	0	210000	3831
Sydney - North Sydney and Hornsby	0	Inf	701
Sydney - North Sydney and Hornsby	1		12013
Sydney - North Sydney and Hornsby	1	0	1251
Sydney - North Sydney and Hornsby	1	7875	431
Sydney - North Sydney and Hornsby	1	15750	525
Sydney - North Sydney and Hornsby	1	21000	330
Sydney - North Sydney and Hornsby	1	26250	1152
Sydney - North Sydney and Hornsby	1	34125	1250
Sydney - North Sydney and Hornsby	1	42000	2635
Sydney - North Sydney and Hornsby	1	52500	2901
Sydney - North Sydney and Hornsby	1	65625	4500
Sydney - North Sydney and Hornsby	1	78750	4767
Sydney - North Sydney and Hornsby	1	91875	4182
Sydney - North Sydney and Hornsby	1	105000	4669
Sydney - North Sydney and Hornsby	1	131250	11199
Sydney - North Sydney and Hornsby	1	157500	8916
Sydney - North Sydney and Hornsby	1	183750	7309
Sydney - North Sydney and Hornsby	1	210000	8748
Sydney - North Sydney and Hornsby	1	Inf	30308
Sydney - Northern Beaches	0		1623
Sydney - Northern Beaches	0	0	527
Sydney - Northern Beaches	0	7875	255
Sydney - Northern Beaches	0	15750	784
Sydney - Northern Beaches	0	21000	1302
Sydney - Northern Beaches	0	26250	2621
Sydney - Northern Beaches	0	34125	1841
Sydney - Northern Beaches	0	42000	1587
Sydney - Northern Beaches	0	52500	1755
Sydney - Northern Beaches	0	65625	1993
Sydney - Northern Beaches	0	78750	1459
Sydney - Northern Beaches	0	91875	1382
Sydney - Northern Beaches	0	105000	1069
Sydney - Northern Beaches	0	131250	1830
Sydney - Northern Beaches	0	157500	310
