SA4_NAME16	Age5yr	Indigenous	persons
Sydney - Inner South West	30-34	1	237
Sydney - Inner South West	35-39		1999
Sydney - Inner South West	35-39	0	37819
Sydney - Inner South West	35-39	1	207
Sydney - Inner South West	40-44		1824
Sydney - Inner South West	40-44	0	35513
Sydney - Inner South West	40-44	1	233
Sydney - Inner South West	45-49		1720
Sydney - Inner South West	45-49	0	34134
Sydney - Inner South West	45-49	1	243
Sydney - Inner South West	50-54		1727
Sydney - Inner South West	50-54	0	33744
Sydney - Inner South West	50-54	1	208
Sydney - Inner South West	55-59		1512
Sydney - Inner South West	55-59	0	31241
Sydney - Inner South West	55-59	1	190
Sydney - Inner South West	60-64		1406
Sydney - Inner South West	60-64	0	26587
Sydney - Inner South West	60-64	1	137
Sydney - Inner South West	65+		5001
Sydney - Inner South West	65+	0	78042
Sydney - Inner South West	65+	1	243
Sydney - Inner West	0-4		1022
Sydney - Inner West	0-4	0	16197
Sydney - Inner West	0-4	1	165
Sydney - Inner West	5-9		770
Sydney - Inner West	5-9	0	14680
Sydney - Inner West	5-9	1	175
Sydney - Inner West	10-14		630
Sydney - Inner West	10-14	0	12426
Sydney - Inner West	10-14	1	166
Sydney - Inner West	15-19		705
Sydney - Inner West	15-19	0	12889
Sydney - Inner West	15-19	1	131
Sydney - Inner West	20-24		1478
Sydney - Inner West	20-24	0	21165
Sydney - Inner West	20-24	1	198
Sydney - Inner West	25-29		2025
Sydney - Inner West	25-29	0	26833
Sydney - Inner West	25-29	1	185
Sydney - Inner West	30-34		1886
Sydney - Inner West	30-34	0	25813
Sydney - Inner West	30-34	1	138
Sydney - Inner West	35-39		1539
Sydney - Inner West	35-39	0	21706
Sydney - Inner West	35-39	1	118
Sydney - Inner West	40-44		1289
Sydney - Inner West	40-44	0	20155
Sydney - Inner West	40-44	1	132
Sydney - Inner West	45-49		1095
Sydney - Inner West	45-49	0	18540
Sydney - Inner West	45-49	1	125
Sydney - Inner West	50-54		1101
Sydney - Inner West	50-54	0	17642
Sydney - Inner West	50-54	1	125
Sydney - Inner West	55-59		955
Sydney - Inner West	55-59	0	15378
Sydney - Inner West	55-59	1	97
Sydney - Inner West	60-64		825
Sydney - Inner West	60-64	0	13160
Sydney - Inner West	60-64	1	70
Sydney - Inner West	65+		2305
Sydney - Inner West	65+	0	37185
Sydney - Inner West	65+	1	117
Sydney - North Sydney and Hornsby	0-4		937
Sydney - North Sydney and Hornsby	0-4	0	23082
Sydney - North Sydney and Hornsby	0-4	1	82
Sydney - North Sydney and Hornsby	5-9		842
Sydney - North Sydney and Hornsby	5-9	0	25457
Sydney - North Sydney and Hornsby	5-9	1	104
Sydney - North Sydney and Hornsby	10-14		779
Sydney - North Sydney and Hornsby	10-14	0	23572
Sydney - North Sydney and Hornsby	10-14	1	123
Sydney - North Sydney and Hornsby	15-19		863
Sydney - North Sydney and Hornsby	15-19	0	22614
Sydney - North Sydney and Hornsby	15-19	1	137
Sydney - North Sydney and Hornsby	20-24		1102
Sydney - North Sydney and Hornsby	20-24	0	20963
Sydney - North Sydney and Hornsby	20-24	1	89
Sydney - North Sydney and Hornsby	25-29		1592
Sydney - North Sydney and Hornsby	25-29	0	24089
Sydney - North Sydney and Hornsby	25-29	1	109
Sydney - North Sydney and Hornsby	30-34		1757
Sydney - North Sydney and Hornsby	30-34	0	29188
Sydney - North Sydney and Hornsby	30-34	1	83
Sydney - North Sydney and Hornsby	35-39		1482
Sydney - North Sydney and Hornsby	35-39	0	29945
Sydney - North Sydney and Hornsby	35-39	1	76
Sydney - North Sydney and Hornsby	40-44		1415
Sydney - North Sydney and Hornsby	40-44	0	29843
Sydney - North Sydney and Hornsby	40-44	1	94
Sydney - North Sydney and Hornsby	45-49		1286
Sydney - North Sydney and Hornsby	45-49	0	28667
Sydney - North Sydney and Hornsby	45-49	1	73
Sydney - North Sydney and Hornsby	50-54		1156
Sydney - North Sydney and Hornsby	50-54	0	25969
Sydney - North Sydney and Hornsby	50-54	1	56
Sydney - North Sydney and Hornsby	55-59		1068
Sydney - North Sydney and Hornsby	55-59	0	22850
Sydney - North Sydney and Hornsby	55-59	1	53
Sydney - North Sydney and Hornsby	60-64		962
Sydney - North Sydney and Hornsby	60-64	0	19481
Sydney - North Sydney and Hornsby	60-64	1	39
Sydney - North Sydney and Hornsby	65+		3438
Sydney - North Sydney and Hornsby	65+	0	59757
Sydney - North Sydney and Hornsby	65+	1	74
Sydney - Northern Beaches	0-4		659
Sydney - Northern Beaches	0-4	0	14895
Sydney - Northern Beaches	0-4	1	122
Sydney - Northern Beaches	5-9		665
Sydney - Northern Beaches	5-9	0	17163
Sydney - Northern Beaches	5-9	1	138
Sydney - Northern Beaches	10-14		568
Sydney - Northern Beaches	10-14	0	15490
Sydney - Northern Beaches	10-14	1	147
Sydney - Northern Beaches	15-19		575
Sydney - Northern Beaches	15-19	0	13712
Sydney - Northern Beaches	15-19	1	129
Sydney - Northern Beaches	20-24		622
Sydney - Northern Beaches	20-24	0	11817
Sydney - Northern Beaches	20-24	1	118
Sydney - Northern Beaches	25-29		780
Sydney - Northern Beaches	25-29	0	12624
Sydney - Northern Beaches	25-29	1	93
Sydney - Northern Beaches	30-34		860
Sydney - Northern Beaches	30-34	0	15147
Sydney - Northern Beaches	30-34	1	79
Sydney - Northern Beaches	35-39		867
Sydney - Northern Beaches	35-39	0	16940
Sydney - Northern Beaches	35-39	1	77
Sydney - Northern Beaches	40-44		956
Sydney - Northern Beaches	40-44	0	19263
Sydney - Northern Beaches	40-44	1	98
Sydney - Northern Beaches	45-49		819
Sydney - Northern Beaches	45-49	0	18638
Sydney - Northern Beaches	45-49	1	85
Sydney - Northern Beaches	50-54		843
Sydney - Northern Beaches	50-54	0	16919
Sydney - Northern Beaches	50-54	1	89
Sydney - Northern Beaches	55-59		756
Sydney - Northern Beaches	55-59	0	14528
Sydney - Northern Beaches	55-59	1	63
Sydney - Northern Beaches	60-64		635
Sydney - Northern Beaches	60-64	0	12390
Sydney - Northern Beaches	60-64	1	46
Sydney - Northern Beaches	65+		2581
Sydney - Northern Beaches	65+	0	39782
Sydney - Northern Beaches	65+	1	100
Sydney - Outer South West	0-4		916
Sydney - Outer South West	0-4	0	17391
Sydney - Outer South West	0-4	1	1097
Sydney - Outer South West	5-9		939
Sydney - Outer South West	5-9	0	17911
Sydney - Outer South West	5-9	1	1148
Sydney - Outer South West	10-14		822
Sydney - Outer South West	10-14	0	16646
Sydney - Outer South West	10-14	1	1124
Sydney - Outer South West	15-19		804
Sydney - Outer South West	15-19	0	16277
Sydney - Outer South West	15-19	1	1039
Sydney - Outer South West	20-24		920
Sydney - Outer South West	20-24	0	16130
Sydney - Outer South West	20-24	1	799
Sydney - Outer South West	25-29		902
Sydney - Outer South West	25-29	0	16208
Sydney - Outer South West	25-29	1	600
Sydney - Outer South West	30-34		931
Sydney - Outer South West	30-34	0	17809
Sydney - Outer South West	30-34	1	511
Sydney - Outer South West	35-39		881
Sydney - Outer South West	35-39	0	16689
Sydney - Outer South West	35-39	1	465
Sydney - Outer South West	40-44		784
Sydney - Outer South West	40-44	0	17103
Sydney - Outer South West	40-44	1	492
Sydney - Outer South West	45-49		767
Sydney - Outer South West	45-49	0	15797
Sydney - Outer South West	45-49	1	435
Sydney - Outer South West	50-54		748
Sydney - Outer South West	50-54	0	15576
Sydney - Outer South West	50-54	1	354
Sydney - Outer South West	55-59		727
Sydney - Outer South West	55-59	0	14855
Sydney - Outer South West	55-59	1	324
Sydney - Outer South West	60-64		699
Sydney - Outer South West	60-64	0	13018
Sydney - Outer South West	60-64	1	244
Sydney - Outer South West	65+		2115
Sydney - Outer South West	65+	0	28730
Sydney - Outer South West	65+	1	337
Sydney - Outer West and Blue Mountains	0-4		942
Sydney - Outer West and Blue Mountains	0-4	0	18669
Sydney - Outer West and Blue Mountains	0-4	1	1359
Sydney - Outer West and Blue Mountains	5-9		909
Sydney - Outer West and Blue Mountains	5-9	0	19073
Sydney - Outer West and Blue Mountains	5-9	1	1342
Sydney - Outer West and Blue Mountains	10-14		844
Sydney - Outer West and Blue Mountains	10-14	0	17780
Sydney - Outer West and Blue Mountains	10-14	1	1226
Sydney - Outer West and Blue Mountains	15-19		925
Sydney - Outer West and Blue Mountains	15-19	0	18016
Sydney - Outer West and Blue Mountains	15-19	1	1241
Sydney - Outer West and Blue Mountains	20-24		1037
Sydney - Outer West and Blue Mountains	20-24	0	18175
Sydney - Outer West and Blue Mountains	20-24	1	1091
Sydney - Outer West and Blue Mountains	25-29		1122
Sydney - Outer West and Blue Mountains	25-29	0	18812
Sydney - Outer West and Blue Mountains	25-29	1	854
Sydney - Outer West and Blue Mountains	30-34		1055
Sydney - Outer West and Blue Mountains	30-34	0	19557
Sydney - Outer West and Blue Mountains	30-34	1	686
Sydney - Outer West and Blue Mountains	35-39		975
Sydney - Outer West and Blue Mountains	35-39	0	18824
Sydney - Outer West and Blue Mountains	35-39	1	585
Sydney - Outer West and Blue Mountains	40-44		993
Sydney - Outer West and Blue Mountains	40-44	0	19306
Sydney - Outer West and Blue Mountains	40-44	1	668
Sydney - Outer West and Blue Mountains	45-49		1010
Sydney - Outer West and Blue Mountains	45-49	0	18946
Sydney - Outer West and Blue Mountains	45-49	1	583
Sydney - Outer West and Blue Mountains	50-54		1009
Sydney - Outer West and Blue Mountains	50-54	0	18369
Sydney - Outer West and Blue Mountains	50-54	1	481
Sydney - Outer West and Blue Mountains	55-59		971
Sydney - Outer West and Blue Mountains	55-59	0	18689
Sydney - Outer West and Blue Mountains	55-59	1	394
Sydney - Outer West and Blue Mountains	60-64		874
Sydney - Outer West and Blue Mountains	60-64	0	16581
Sydney - Outer West and Blue Mountains	60-64	1	291
Sydney - Outer West and Blue Mountains	65+		2414
Sydney - Outer West and Blue Mountains	65+	0	39798
Sydney - Outer West and Blue Mountains	65+	1	457
Sydney - Parramatta	0-4		1776
Sydney - Parramatta	0-4	0	32110
Sydney - Parramatta	0-4	1	299
Sydney - Parramatta	5-9		1434
Sydney - Parramatta	5-9	0	28176
Sydney - Parramatta	5-9	1	290
Sydney - Parramatta	10-14		1053
Sydney - Parramatta	10-14	0	23103
Sydney - Parramatta	10-14	1	228
Sydney - Parramatta	15-19		1102
Sydney - Parramatta	15-19	0	23288
Sydney - Parramatta	15-19	1	275
Sydney - Parramatta	20-24		1745
Sydney - Parramatta	20-24	0	30076
Sydney - Parramatta	20-24	1	362
Sydney - Parramatta	25-29		2491
Sydney - Parramatta	25-29	0	39324
Sydney - Parramatta	25-29	1	310
Sydney - Parramatta	30-34		2758
Sydney - Parramatta	30-34	0	42851
Sydney - Parramatta	30-34	1	267
Sydney - Parramatta	35-39		2091
Sydney - Parramatta	35-39	0	34595
Sydney - Parramatta	35-39	1	210
Sydney - Parramatta	40-44		1478
Sydney - Parramatta	40-44	0	27936
Sydney - Parramatta	40-44	1	213
Sydney - Parramatta	45-49		1326
Sydney - Parramatta	45-49	0	25165
Sydney - Parramatta	45-49	1	206
Sydney - Parramatta	50-54		1308
Sydney - Parramatta	50-54	0	24160
Sydney - Parramatta	50-54	1	189
Sydney - Parramatta	55-59		1227
Sydney - Parramatta	55-59	0	22131
Sydney - Parramatta	55-59	1	127
Sydney - Parramatta	60-64		981
Sydney - Parramatta	60-64	0	18755
Sydney - Parramatta	60-64	1	127
Sydney - Parramatta	65+		3004
Sydney - Parramatta	65+	0	49637
Sydney - Parramatta	65+	1	196
Sydney - Ryde	0-4		359
Sydney - Ryde	0-4	0	10278
Sydney - Ryde	0-4	1	40
Sydney - Ryde	5-9		312
Sydney - Ryde	5-9	0	10323
Sydney - Ryde	5-9	1	59
Sydney - Ryde	10-14		267
Sydney - Ryde	10-14	0	9204
Sydney - Ryde	10-14	1	62
Sydney - Ryde	15-19		352
Sydney - Ryde	15-19	0	10412
Sydney - Ryde	15-19	1	68
Sydney - Ryde	20-24		567
Sydney - Ryde	20-24	0	13594
Sydney - Ryde	20-24	1	74
Sydney - Ryde	25-29		591
Sydney - Ryde	25-29	0	13736
Sydney - Ryde	25-29	1	50
Sydney - Ryde	30-34		578
Sydney - Ryde	30-34	0	13859
Sydney - Ryde	30-34	1	36
Sydney - Ryde	35-39		495
Sydney - Ryde	35-39	0	12866
Sydney - Ryde	35-39	1	28
Sydney - Ryde	40-44		450
Sydney - Ryde	40-44	0	11975
Sydney - Ryde	40-44	1	43
Sydney - Ryde	45-49		402
Sydney - Ryde	45-49	0	11388
Sydney - Ryde	45-49	1	30
Sydney - Ryde	50-54		398
Sydney - Ryde	50-54	0	11377
Sydney - Ryde	50-54	1	35
Sydney - Ryde	55-59		354
Sydney - Ryde	55-59	0	10381
Sydney - Ryde	55-59	1	29
Sydney - Ryde	60-64		339
Sydney - Ryde	60-64	0	9159
Sydney - Ryde	60-64	1	21
Sydney - Ryde	65+		1177
Sydney - Ryde	65+	0	26305
Sydney - Ryde	65+	1	35
Sydney - South West	0-4		1554
Sydney - South West	0-4	0	26299
Sydney - South West	0-4	1	552
Sydney - South West	5-9		1465
Sydney - South West	5-9	0	26724
Sydney - South West	5-9	1	560
Sydney - South West	10-14		1397
Sydney - South West	10-14	0	26328
Sydney - South West	10-14	1	517
Sydney - South West	15-19		1375
Sydney - South West	15-19	0	27169
Sydney - South West	15-19	1	490
Sydney - South West	20-24		1556
Sydney - South West	20-24	0	27888
Sydney - South West	20-24	1	434
Sydney - South West	25-29		1613
Sydney - South West	25-29	0	26977
Sydney - South West	25-29	1	305
Sydney - South West	30-34		1652
Sydney - South West	30-34	0	27300
Sydney - South West	30-34	1	283
Sydney - South West	35-39		1559
Sydney - South West	35-39	0	25698
Sydney - South West	35-39	1	240
Sydney - South West	40-44		1424
Sydney - South West	40-44	0	26110
Sydney - South West	40-44	1	249
Sydney - South West	45-49		1426
Sydney - South West	45-49	0	25683
Sydney - South West	45-49	1	233
Sydney - South West	50-54		1322
Sydney - South West	50-54	0	25379
Sydney - South West	50-54	1	234
Sydney - South West	55-59		1274
Sydney - South West	55-59	0	23647
Sydney - South West	55-59	1	176
Sydney - South West	60-64		1077
Sydney - South West	60-64	0	19296
Sydney - South West	60-64	1	136
Sydney - South West	65+		2907
Sydney - South West	65+	0	45203
Sydney - South West	65+	1	252
Sydney - Sutherland	0-4		402
Sydney - Sutherland	0-4	0	12917
Sydney - Sutherland	0-4	1	268
Sydney - Sutherland	5-9		456
Sydney - Sutherland	5-9	0	13613
Sydney - Sutherland	5-9	1	243
Sydney - Sutherland	10-14		416
Sydney - Sutherland	10-14	0	12968
Sydney - Sutherland	10-14	1	271
Sydney - Sutherland	15-19		432
Sydney - Sutherland	15-19	0	12439
Sydney - Sutherland	15-19	1	223
Sydney - Sutherland	20-24		492
Sydney - Sutherland	20-24	0	11999
Sydney - Sutherland	20-24	1	185
Sydney - Sutherland	25-29		580
Sydney - Sutherland	25-29	0	11932
Sydney - Sutherland	25-29	1	176
Sydney - Sutherland	30-34		595
Sydney - Sutherland	30-34	0	12739
Sydney - Sutherland	30-34	1	150
Sydney - Sutherland	35-39		551
Sydney - Sutherland	35-39	0	13501
Sydney - Sutherland	35-39	1	140
Sydney - Sutherland	40-44		614
Sydney - Sutherland	40-44	0	15127
Sydney - Sutherland	40-44	1	145
Sydney - Sutherland	45-49		567
Sydney - Sutherland	45-49	0	14641
Sydney - Sutherland	45-49	1	139
Sydney - Sutherland	50-54		517
Sydney - Sutherland	50-54	0	14196
Sydney - Sutherland	50-54	1	119
Sydney - Sutherland	55-59		554
Sydney - Sutherland	55-59	0	13826
Sydney - Sutherland	55-59	1	116
Sydney - Sutherland	60-64		491
Sydney - Sutherland	60-64	0	12128
Sydney - Sutherland	60-64	1	83
Sydney - Sutherland	65+		1602
Sydney - Sutherland	65+	0	35171
Sydney - Sutherland	65+	1	155
Migratory - Offshore - Shipping (NSW)	0-4		4
Migratory - Offshore - Shipping (NSW)	0-4	0	9
Migratory - Offshore - Shipping (NSW)	5-9	0	9
Migratory - Offshore - Shipping (NSW)	10-14	0	9
Migratory - Offshore - Shipping (NSW)	10-14	1	3
Migratory - Offshore - Shipping (NSW)	15-19	0	15
Migratory - Offshore - Shipping (NSW)	15-19	1	3
Migratory - Offshore - Shipping (NSW)	20-24	0	9
Migratory - Offshore - Shipping (NSW)	25-29	0	14
Migratory - Offshore - Shipping (NSW)	30-34	0	19
Migratory - Offshore - Shipping (NSW)	35-39	0	10
Migratory - Offshore - Shipping (NSW)	40-44	0	19
Migratory - Offshore - Shipping (NSW)	45-49	0	16
Migratory - Offshore - Shipping (NSW)	45-49	1	3
Migratory - Offshore - Shipping (NSW)	50-54		3
Migratory - Offshore - Shipping (NSW)	50-54	0	32
Migratory - Offshore - Shipping (NSW)	55-59		4
Migratory - Offshore - Shipping (NSW)	55-59	0	27
Migratory - Offshore - Shipping (NSW)	60-64		10
Migratory - Offshore - Shipping (NSW)	60-64	0	35
Migratory - Offshore - Shipping (NSW)	60-64	1	3
Migratory - Offshore - Shipping (NSW)	65+		17
Migratory - Offshore - Shipping (NSW)	65+	0	142
No usual address (NSW)	0-4		27
No usual address (NSW)	0-4	0	266
No usual address (NSW)	0-4	1	44
No usual address (NSW)	5-9		24
No usual address (NSW)	5-9	0	182
No usual address (NSW)	5-9	1	31
No usual address (NSW)	10-14		22
No usual address (NSW)	10-14	0	120
No usual address (NSW)	10-14	1	20
No usual address (NSW)	15-19		76
No usual address (NSW)	15-19	0	381
No usual address (NSW)	15-19	1	53
No usual address (NSW)	20-24		198
No usual address (NSW)	20-24	0	1060
No usual address (NSW)	20-24	1	103
No usual address (NSW)	25-29		336
No usual address (NSW)	25-29	0	1134
No usual address (NSW)	25-29	1	90
No usual address (NSW)	30-34		176
No usual address (NSW)	30-34	0	890
No usual address (NSW)	30-34	1	73
No usual address (NSW)	35-39		140
No usual address (NSW)	35-39	0	721
No usual address (NSW)	35-39	1	94
No usual address (NSW)	40-44		167
No usual address (NSW)	40-44	0	695
No usual address (NSW)	40-44	1	74
No usual address (NSW)	45-49		120
No usual address (NSW)	45-49	0	671
No usual address (NSW)	45-49	1	91
No usual address (NSW)	50-54		155
No usual address (NSW)	50-54	0	710
No usual address (NSW)	50-54	1	56
No usual address (NSW)	55-59		128
No usual address (NSW)	55-59	0	690
No usual address (NSW)	55-59	1	33
No usual address (NSW)	60-64		118
No usual address (NSW)	60-64	0	710
No usual address (NSW)	60-64	1	36
No usual address (NSW)	65+		229
No usual address (NSW)	65+	0	1296
No usual address (NSW)	65+	1	35
Ballarat	0-4		538
Ballarat	0-4	0	8532
Ballarat	0-4	1	253
Ballarat	5-9		547
Ballarat	5-9	0	9256
Ballarat	5-9	1	281
Ballarat	10-14		542
Ballarat	10-14	0	8758
Ballarat	10-14	1	256
Ballarat	15-19		574
Ballarat	15-19	0	8861
Ballarat	15-19	1	216
Ballarat	20-24		661
Ballarat	20-24	0	9017
Ballarat	20-24	1	196
Ballarat	25-29		557
Ballarat	25-29	0	8132
Ballarat	25-29	1	137
Ballarat	30-34		548
Ballarat	30-34	0	8025
Ballarat	30-34	1	123
Ballarat	35-39		525
Ballarat	35-39	0	8234
Ballarat	35-39	1	88
Ballarat	40-44		586
Ballarat	40-44	0	9186
Ballarat	40-44	1	123
Ballarat	45-49		636
Ballarat	45-49	0	9687
Ballarat	45-49	1	120
Ballarat	50-54		688
Ballarat	50-54	0	10058
Ballarat	50-54	1	93
Ballarat	55-59		732
Ballarat	55-59	0	9997
Ballarat	55-59	1	78
Ballarat	60-64		691
Ballarat	60-64	0	9772
Ballarat	60-64	1	62
Ballarat	65+		2434
Ballarat	65+	0	27545
Ballarat	65+	1	125
Bendigo	0-4		632
Bendigo	0-4	0	8286
Bendigo	0-4	1	306
Bendigo	5-9		679
Bendigo	5-9	0	8821
Bendigo	5-9	1	260
Bendigo	10-14		635
Bendigo	10-14	0	8459
Bendigo	10-14	1	226
Bendigo	15-19		625
Bendigo	15-19	0	8519
Bendigo	15-19	1	231
Bendigo	20-24		564
Bendigo	20-24	0	8451
Bendigo	20-24	1	218
Bendigo	25-29		547
Bendigo	25-29	0	7795
Bendigo	25-29	1	172
Bendigo	30-34		569
Bendigo	30-34	0	7897
Bendigo	30-34	1	124
Bendigo	35-39		558
Bendigo	35-39	0	8000
Bendigo	35-39	1	101
Bendigo	40-44		613
Bendigo	40-44	0	8818
Bendigo	40-44	1	120
Bendigo	45-49		686
Bendigo	45-49	0	9276
Bendigo	45-49	1	130
Bendigo	50-54		700
Bendigo	50-54	0	9589
Bendigo	50-54	1	96
Bendigo	55-59		751
Bendigo	55-59	0	9880
Bendigo	55-59	1	100
Bendigo	60-64		724
Bendigo	60-64	0	9417
Bendigo	60-64	1	72
Bendigo	65+		2514
Bendigo	65+	0	26810
Bendigo	65+	1	111
Geelong	0-4		900
Geelong	0-4	0	16031
Geelong	0-4	1	315
Geelong	5-9		896
Geelong	5-9	0	16428
Geelong	5-9	1	321
Geelong	10-14		866
Geelong	10-14	0	15751
Geelong	10-14	1	306
Geelong	15-19		855
Geelong	15-19	0	15951
Geelong	15-19	1	310
Geelong	20-24		1012
Geelong	20-24	0	16224
Geelong	20-24	1	226
Geelong	25-29		957
Geelong	25-29	0	15584
Geelong	25-29	1	157
Geelong	30-34		898
Geelong	30-34	0	16326
Geelong	30-34	1	160
Geelong	35-39		813
Geelong	35-39	0	15942
Geelong	35-39	1	155
Geelong	40-44		965
Geelong	40-44	0	17519
Geelong	40-44	1	143
Geelong	45-49		1011
Geelong	45-49	0	17210
Geelong	45-49	1	151
Geelong	50-54		966
Geelong	50-54	0	17003
Geelong	50-54	1	131
Geelong	55-59		994
Geelong	55-59	0	16840
Geelong	55-59	1	100
Geelong	60-64		1022
Geelong	60-64	0	16060
Geelong	60-64	1	99
Geelong	65+		3807
Geelong	65+	0	47414
Geelong	65+	1	140
Hume	0-4		644
Hume	0-4	0	8514
Hume	0-4	1	313
Hume	5-9		682
Hume	5-9	0	9527
Hume	5-9	1	337
Hume	10-14		651
Hume	10-14	0	9417
Hume	10-14	1	317
Hume	15-19		703
Hume	15-19	0	9274
Hume	15-19	1	311
Hume	20-24		653
Hume	20-24	0	7628
Hume	20-24	1	214
Hume	25-29		617
Hume	25-29	0	7578
Hume	25-29	1	176
Hume	30-34		625
Hume	30-34	0	7985
Hume	30-34	1	144
Hume	35-39		624
Hume	35-39	0	8193
Hume	35-39	1	133
Hume	40-44		727
Hume	40-44	0	9483
Hume	40-44	1	118
Hume	45-49		771
Hume	45-49	0	10315
Hume	45-49	1	135
Hume	50-54		851
Hume	50-54	0	11154
Hume	50-54	1	144
Hume	55-59		904
Hume	55-59	0	11784
Hume	55-59	1	133
Hume	60-64		964
Hume	60-64	0	11420
Hume	60-64	1	86
Hume	65+		2948
Hume	65+	0	32875
Hume	65+	1	136
Latrobe - Gippsland	0-4		1049
Latrobe - Gippsland	0-4	0	13643
Latrobe - Gippsland	0-4	1	539
Latrobe - Gippsland	5-9		1168
Latrobe - Gippsland	5-9	0	15018
Latrobe - Gippsland	5-9	1	529
Latrobe - Gippsland	10-14		1103
Latrobe - Gippsland	10-14	0	14327
Latrobe - Gippsland	10-14	1	438
Latrobe - Gippsland	15-19		1031
Latrobe - Gippsland	15-19	0	13967
Latrobe - Gippsland	15-19	1	431
Latrobe - Gippsland	20-24		1062
Latrobe - Gippsland	20-24	0	12159
Latrobe - Gippsland	20-24	1	322
Latrobe - Gippsland	25-29		975
Latrobe - Gippsland	25-29	0	12599
Latrobe - Gippsland	25-29	1	273
Latrobe - Gippsland	30-34		1037
Latrobe - Gippsland	30-34	0	13307
Latrobe - Gippsland	30-34	1	223
Latrobe - Gippsland	35-39		954
Latrobe - Gippsland	35-39	0	12772
Latrobe - Gippsland	35-39	1	199
Latrobe - Gippsland	40-44		1069
Latrobe - Gippsland	40-44	0	14161
Latrobe - Gippsland	40-44	1	195
Latrobe - Gippsland	45-49		1273
Latrobe - Gippsland	45-49	0	15787
Latrobe - Gippsland	45-49	1	233
Latrobe - Gippsland	50-54		1388
Latrobe - Gippsland	50-54	0	17016
Latrobe - Gippsland	50-54	1	220
Latrobe - Gippsland	55-59		1455
Latrobe - Gippsland	55-59	0	18468
Latrobe - Gippsland	55-59	1	180
Latrobe - Gippsland	60-64		1495
Latrobe - Gippsland	60-64	0	18539
Latrobe - Gippsland	60-64	1	142
Latrobe - Gippsland	65+		5340
Latrobe - Gippsland	65+	0	55079
Latrobe - Gippsland	65+	1	249
Melbourne - Inner	0-4		2111
Melbourne - Inner	0-4	0	24774
Melbourne - Inner	0-4	1	140
Melbourne - Inner	5-9		1509
Melbourne - Inner	5-9	0	20237
Melbourne - Inner	5-9	1	124
Melbourne - Inner	10-14		1194
Melbourne - Inner	10-14	0	17162
Melbourne - Inner	10-14	1	134
Melbourne - Inner	15-19		2121
Melbourne - Inner	15-19	0	25254
Melbourne - Inner	15-19	1	199
Melbourne - Inner	20-24		5588
Melbourne - Inner	20-24	0	59855
Melbourne - Inner	20-24	1	362
Melbourne - Inner	25-29		7797
Melbourne - Inner	25-29	0	77337
Melbourne - Inner	25-29	1	355
Melbourne - Inner	30-34		6813
Melbourne - Inner	30-34	0	67259
Melbourne - Inner	30-34	1	288
Melbourne - Inner	35-39		4422
Melbourne - Inner	35-39	0	45807
Melbourne - Inner	35-39	1	166
Melbourne - Inner	40-44		3312
Melbourne - Inner	40-44	0	36136
Melbourne - Inner	40-44	1	173
Melbourne - Inner	45-49		2892
Melbourne - Inner	45-49	0	32693
Melbourne - Inner	45-49	1	166
Melbourne - Inner	50-54		2559
Melbourne - Inner	50-54	0	27916
Melbourne - Inner	50-54	1	118
Melbourne - Inner	55-59		2389
Melbourne - Inner	55-59	0	25200
Melbourne - Inner	55-59	1	89
Melbourne - Inner	60-64		1989
Melbourne - Inner	60-64	0	21123
Melbourne - Inner	60-64	1	91
Melbourne - Inner	65+		5733
Melbourne - Inner	65+	0	58000
Melbourne - Inner	65+	1	105
Melbourne - Inner East	0-4		633
Melbourne - Inner East	0-4	0	16720
Melbourne - Inner East	0-4	1	58
Melbourne - Inner East	5-9		658
Melbourne - Inner East	5-9	0	19884
Melbourne - Inner East	5-9	1	40
Melbourne - Inner East	10-14		674
Melbourne - Inner East	10-14	0	20568
Melbourne - Inner East	10-14	1	55
Melbourne - Inner East	15-19		871
Melbourne - Inner East	15-19	0	23362
Melbourne - Inner East	15-19	1	76
Melbourne - Inner East	20-24		1136
Melbourne - Inner East	20-24	0	27349
Melbourne - Inner East	20-24	1	89
Melbourne - Inner East	25-29		1208
Melbourne - Inner East	25-29	0	24530
Melbourne - Inner East	25-29	1	64
Melbourne - Inner East	30-34		1023
Melbourne - Inner East	30-34	0	21458
Melbourne - Inner East	30-34	1	41
Melbourne - Inner East	35-39		845
Melbourne - Inner East	35-39	0	20454
Melbourne - Inner East	35-39	1	28
Melbourne - Inner East	40-44		895
Melbourne - Inner East	40-44	0	22432
Melbourne - Inner East	40-44	1	48
Melbourne - Inner East	45-49		989
Melbourne - Inner East	45-49	0	24562
Melbourne - Inner East	45-49	1	33
Melbourne - Inner East	50-54		980
Melbourne - Inner East	50-54	0	23198
Melbourne - Inner East	50-54	1	33
Melbourne - Inner East	55-59		891
Melbourne - Inner East	55-59	0	20974
Melbourne - Inner East	55-59	1	26
Melbourne - Inner East	60-64		775
Melbourne - Inner East	60-64	0	17964
Melbourne - Inner East	60-64	1	16
Melbourne - Inner East	65+		3508
Melbourne - Inner East	65+	0	60444
Melbourne - Inner East	65+	1	62
Melbourne - Inner South	0-4		977
Melbourne - Inner South	0-4	0	22276
Melbourne - Inner South	0-4	1	91
Melbourne - Inner South	5-9		987
Melbourne - Inner South	5-9	0	24855
Melbourne - Inner South	5-9	1	84
Melbourne - Inner South	10-14		900
Melbourne - Inner South	10-14	0	23595
